bouncycastle	bcprov-jdk12	140		368ad02ad6a0e9945698acf36b935b0f3a947bc7
dev.zio	zio-aws-appflow_2.12	7.30.27.1		7c9c861e75cad5dcb35fdf9b0b2efcd528c5eec6
dev.zio	zio-aws-appflow_2.12	7.30.27.2		09caf2faf12199363ed73d5ce8f9bcb751794973
dev.zio	zio-aws-appflow_2.12	7.30.29.1		877d6f8e7f23578fe7a2ef9bf88db984aa5cd780
dev.zio	zio-aws-appflow_2.12	7.30.30.1		a948486c35ba730eb16cb861180337589a2d5e37
dev.zio	zio-aws-appflow_2.12	7.30.31.1		07dfa65d4b44d3939c1de37c084df67d7be2977c
dev.zio	zio-aws-appflow_2.12	7.30.31.2		a09531f4f25ec569e077c7285953f9ef841ac81b
dev.zio	zio-aws-appflow_2.12	7.30.32.1		c391ee74eb6de897e459cbc38b85fea40602f0f7
dev.zio	zio-aws-appflow_2.12	7.30.33.1		e70ca5b5d2bc5299e2fdff190d425184622132d6
dev.zio	zio-aws-appflow_2.12	7.30.34.1		fe0e70089c00cca062930a2e9be81d5c3fa98f7b
dev.zio	zio-aws-appflow_2.12	7.30.34.2		4ca4f154d19f70433f48b148992353037a49f368
dev.zio	zio-aws-appflow_2.12	7.30.35.1		f97b06947f625dbca104f557409f2140c774eb75
dev.zio	zio-aws-appflow_2.12	7.30.36.1		86ac388746b9631797c0666286b08b28e37a5fbe
dev.zio	zio-aws-appflow_2.12	7.30.37.1		bdcb8c75a98e914954ee9119b96f6f5c4e1d46af
dev.zio	zio-aws-appflow_2.12	7.30.38.1		078fbc95ee725496de1a75b6395dd8409ce6c034
dev.zio	zio-aws-appflow_2.12	7.30.38.2		97945a7f87f65b25d851933357a6f9f7eef98c0b
dev.zio	zio-aws-appflow_2.12	7.31.0.1		66f1a8cca448441758ce9304f70b28d186f4e2d7
dev.zio	zio-aws-appflow_2.12	7.31.1.1		3e497b6cb114f2378754ae5577cdf76a4aff53cf
dev.zio	zio-aws-appflow_2.12	7.31.1.3		d5b2c274286cd34143acad1ecd4cc63f8267f9cf
dev.zio	zio-aws-appflow_2.12	7.31.1.4		b3f9fb17cd89ac558b30634131ff4e6e1b6ab43c
dev.zio	zio-aws-appflow_2.12	7.31.1.5		df559624cae53e216e34ed78e1ac87627797e5de
dev.zio	zio-aws-appflow_2.12	7.31.10.1		95708ce5bdf017db803a808ed84d62373dd2c204
dev.zio	zio-aws-appflow_2.12	7.31.11.1		996cf912cfd0f132fe6d7122d37865ab6b67a6b0
dev.zio	zio-aws-appflow_2.12	7.31.13.1		bff796685d413facf94427ab9022c82ee1a79b1d
dev.zio	zio-aws-appflow_2.12	7.31.14.1		12059aa80c553ef84959018ee405943294322236
dev.zio	zio-aws-appflow_2.12	7.31.15.1		bcbcf034b0ba23d576c8058a63f99f3fb54f2243
dev.zio	zio-aws-appflow_2.12	7.31.16.1		23c4a409f11e35864627f3c776f05be134545bef
dev.zio	zio-aws-appflow_2.12	7.31.16.2		9a925f0f4a8a133cea0e8beb8675909e992e9a98
dev.zio	zio-aws-appflow_2.12	7.31.17.1		08ef63de54e11d3cddb408f3721281c44d2aa6ec
dev.zio	zio-aws-appflow_2.12	7.31.18.1		bbab5b90abb9b0697655eb3a27edcb3cdb08f2be
dev.zio	zio-aws-appflow_2.12	7.31.19.1		18f65f9f267c1fc1e94eba517e973055bd6c73b3
dev.zio	zio-aws-appflow_2.12	7.31.2.1		b8972d8e9b3a2cf2ef8ff4dd1a4f459bb18838a2
dev.zio	zio-aws-appflow_2.12	7.31.20.1		2450efe01e2a9f8254c4194e45bd4a9c5a78cc30
dev.zio	zio-aws-appflow_2.12	7.31.21.1		ccd2f187e87a1c0d90776247a3a1d5e460d8635d
dev.zio	zio-aws-appflow_2.12	7.31.22.1		8c6789ce474abde4907df39cdb972ccfd6aedec5
dev.zio	zio-aws-appflow_2.12	7.31.22.2		19090070a11521b1126cb209a79edd83c3efd65a
dev.zio	zio-aws-appflow_2.12	7.31.24.1		e713ac3e7d1b6a51f3c515147472e96eaa3a961a
dev.zio	zio-aws-appflow_2.12	7.31.25.1		e10a45564e456df46fc575be61052cb5326d8227
dev.zio	zio-aws-appflow_2.12	7.31.26.1		676d71cf1fca1cd3b0bcc76c0cf2fe5dc53f64e4
dev.zio	zio-aws-appflow_2.12	7.31.26.2		261940a53c5911459097164d6ce7f6a18efb7455
dev.zio	zio-aws-appflow_2.12	7.31.27.1		304c55763a3036b5b1b763e5e1da8d0bb131969a
dev.zio	zio-aws-appflow_2.12	7.31.28.1		bd5529a1541660b06e41a7b8ea7dc6386ceaa54e
dev.zio	zio-aws-appflow_2.12	7.31.3.1		978f55b06fc5fada91a72fbcb98f0f4b8d89316b
dev.zio	zio-aws-appflow_2.12	7.31.30.1		c583ea010cd9cfd8ec91c75c6a492f3f526d380a
dev.zio	zio-aws-appflow_2.12	7.31.4.1		432a9845ec744d54d1cf377a2990242d435258dc
dev.zio	zio-aws-appflow_2.12	7.31.6.1		e0d1799220e5e747fd728ef37120f886672eeeef
dev.zio	zio-aws-appflow_2.12	7.31.6.2		08e6e255ea078ccad52db1bc1083de73f4a513b6
dev.zio	zio-aws-appflow_2.12	7.31.6.3		707a346bdb47520808dba8878ec2613dfdbf486f
dev.zio	zio-aws-appflow_2.12	7.31.7.1		2bef6497a7117df872a20063a653c463ee30b909
dev.zio	zio-aws-appflow_2.12	7.31.8.1		12946e87d482b8fb1990433a7adc767a599ce5cc
dev.zio	zio-aws-appflow_2.12	7.31.9.1		726b0b91c17b9deaa3f8013ecbaff92d1b0e1895
eu.europa.ec.joinup.sd-dss	dss-xml-common	5.13		2424e34dc9b05261a95d07780748db68e73cfc25
eu.europa.ec.joinup.sd-dss	dss-xml-common	5.13.1		bbf22f85bd68bdd23df804c7ceed6bf2dfe4b790
eu.europa.ec.joinup.sd-dss	dss-xml-common	5.13.RC1		26911dd8c27af938a2ce311e45ff98c147ec8394
eu.europa.ec.joinup.sd-dss	dss-xml-common	6.0		e69d042bb122ca6115474e9b7cbdc054b14d14a4
eu.europa.ec.joinup.sd-dss	dss-xml-common	6.0.1		d2411e1bcae67c7ad9d58da68e292d092897e6cd
eu.europa.ec.joinup.sd-dss	dss-xml-common	6.1		0cedb27e7144ac9936648a5e73458492c2d9e397
eu.europa.ec.joinup.sd-dss	dss-xml-common	6.1.1		85fd3ff8a917ddfd9788a1d56df8bcd7cb844d1d
eu.europa.ec.joinup.sd-dss	dss-xml-common	6.1.RC1		2a521f59976032bb06a1a2487d262fe203cae932
eu.europa.ec.joinup.sd-dss	dss-xml-common	6.2		aed9d45ebffa3293d14f0d4c79c77ba39edf608a
eu.europa.ec.joinup.sd-dss	dss-xml-common	6.2.RC1		c3e140db217fee3219ed6707a1c3229bcebc6ea0
fr.mines-stetienne.ci.sparql-generate	sparql-generate-parent	2.0.0		N/A
fr.mines-stetienne.ci.sparql-generate	sparql-generate-parent	2.0.1		N/A
fr.mines-stetienne.ci.sparql-generate	sparql-generate-parent	2.0.10		N/A
fr.mines-stetienne.ci.sparql-generate	sparql-generate-parent	2.0.11		N/A
fr.mines-stetienne.ci.sparql-generate	sparql-generate-parent	2.0.12		N/A
fr.mines-stetienne.ci.sparql-generate	sparql-generate-parent	2.0.2		N/A
fr.mines-stetienne.ci.sparql-generate	sparql-generate-parent	2.0.3		N/A
fr.mines-stetienne.ci.sparql-generate	sparql-generate-parent	2.0.4		N/A
fr.mines-stetienne.ci.sparql-generate	sparql-generate-parent	2.0.5		N/A
fr.mines-stetienne.ci.sparql-generate	sparql-generate-parent	2.0.6		N/A
fr.mines-stetienne.ci.sparql-generate	sparql-generate-parent	2.0.7		N/A
fr.mines-stetienne.ci.sparql-generate	sparql-generate-parent	2.0.8		N/A
fr.mines-stetienne.ci.sparql-generate	sparql-generate-parent	2.0.9		N/A
fr.mines-stetienne.ci.sparql-generate	sparql-generate-parent	2.1.0		N/A
io.afu	common	1.0-RELEASE		4cc4a49994301cd7e4443c42ed51bef27928534b
io.afu	common	1.2-RELEASE		e233678343521a5333c943d9c81104d7cfc10ddd
io.afu	common	1.3-RELEASE		2c200ba12f9976cc41fb73bf6258672a85ae9a00
io.afu	common	1.4-RELEASE		9eb0fd8ef102a979271ec726f87ea71c5f69eeb1
io.afu	common	1.5-RELEASE		056fb4338f138659b629644070592ab384968940
io.afu	common	1.6-RELEASE		4d12a9c197893a0f933e3298ed4e00978c4b188a
io.afu	common	1.7-RELEASE		a11ba72723b3081b0592478ad04e7538100a7659
io.afu	common	1.8-RELEASE		13999cbdde68eb48630af0461179cc0c5a84b0fc
io.afu	common	1.9-RELEASE		82d58f1a89ae1b861d19cfa07ca77d055cc4f1f1
io.afu	common	2.0-RELEASE		aba284c317c28016e2dad5fc9603fb937c4eb58a
io.afu	common	2.1-RELEASE		2e3034be1e432d3ebcc55003d01b6987ecee5095
io.afu	common	2.2-RELEASE		accc6b603c1f453b3e7e18ceead7514495287c73
io.afu	common	2.3-RELEASE		a0b2f3e860d7cc60ba2944881ea075a857d74c71
io.afu	common	2.4-RELEASE		5a77da61d1e027cddac114f3a546e3ad653d27fb
io.afu	common	2.5-RELEASE		1b1e9467663254c50d88d16a0e1e18e084780991
io.afu	common	2.6-RELEASE		a6e8167c47d45129166a2b6423ae4ecb33fb5ba2
io.afu	common	2.7-RELEASE		b2983c62394346de7ae336b79bc7c2ddef6572fe
io.backchat.jerkson	jerkson_2.9.2	0.7.0		735958a4baaeec71a5c2986469797862db5c2c4b
io.circe	circe-numbers_sjs0.6_2.11	0.10.0		d0719322a8924edacabeffff556756f4dc37a558
io.circe	circe-numbers_sjs0.6_2.11	0.10.0-M1		036da4ba727acd906e2cacd1885bd539ac7e9d41
io.circe	circe-numbers_sjs0.6_2.11	0.10.0-M2		f1422ce1767e3331f1f4cb95ff8460a8cbc42c84
io.circe	circe-numbers_sjs0.6_2.11	0.10.1		3023ae243de31c0194f3202ca067e9c12c59532f
io.circe	circe-numbers_sjs0.6_2.11	0.11.0		ad69aa74851b6cba57337b241fec72e351c4bb40
io.circe	circe-numbers_sjs0.6_2.11	0.11.1		7cc3d717f8e3700ed2a0993e094b1653a09e9f95
io.circe	circe-numbers_sjs0.6_2.11	0.11.2		b47499c672fcb5e0a08e5ae48e3d0bb329b937f8
io.circe	circe-numbers_sjs0.6_2.11	0.12.0-M1		3394f2af8a61639f725bb17ad8a8061208b750af
io.circe	circe-numbers_sjs0.6_2.11	0.12.0-M2		aa07376bf54ed854ec6980e7d34ef609ddf905f3
io.circe	circe-numbers_sjs0.6_2.11	0.12.0-M3		530dae7775af4262969ad9f8da651bba99ad7eea
io.circe	circe-numbers_sjs0.6_2.11	0.3.0		7f83cc227a30b9c98922dc7620f7490b07832169
io.circe	circe-numbers_sjs0.6_2.11	0.4.0		7c783aa55f9c80899686b7254f19c6f3dfc91d7a
io.circe	circe-numbers_sjs0.6_2.11	0.4.0-RC1		c0b9b343d08697d8715f513df53e35424dadeae3
io.circe	circe-numbers_sjs0.6_2.11	0.4.0-RC2		e1cd2d9b54ca7e192e3c74e914764d18c6d82051
io.circe	circe-numbers_sjs0.6_2.11	0.4.1		9bb06f3ac57b52716dcf000f0c9ad8dd87b7f5e3
io.circe	circe-numbers_sjs0.6_2.11	0.5.0		0d76236107b784fc6e27f5cecb4be517a59ac121
io.circe	circe-numbers_sjs0.6_2.11	0.5.0-M1		d65b6fadf9c6b5851b7f12d06c2f8ef5495af115
io.circe	circe-numbers_sjs0.6_2.11	0.5.0-M2		305201aea058cf1382036c5dba7acfea2e360ca5
io.circe	circe-numbers_sjs0.6_2.11	0.5.0-M3		9f21680b8bafac37b4078560387788dcda4dfd55
io.circe	circe-numbers_sjs0.6_2.11	0.5.1		e05edbccf83635566e0ac11fe913d1f4fda4ad0c
io.circe	circe-numbers_sjs0.6_2.11	0.5.2		81081e54646e972e226acc76409ccbb6b9876f48
io.circe	circe-numbers_sjs0.6_2.11	0.5.3		37d4d901b52bfab553b0e6817d670f8c560be463
io.circe	circe-numbers_sjs0.6_2.11	0.5.4		f0a29a16a6fcc82f49e78307c33f2f996c44f148
io.circe	circe-numbers_sjs0.6_2.11	0.6.0		c188f65034a8922b72d3492045ada830fc4201ae
io.circe	circe-numbers_sjs0.6_2.11	0.6.0-RC1		2a2959dfc0f9fb8355a417465f7daed7c2a465c7
io.circe	circe-numbers_sjs0.6_2.11	0.6.1		3792337b68de1700069ae0b19982921e6397766e
io.circe	circe-numbers_sjs0.6_2.11	0.7.0		04b9c78d81909eadaa513b14a330b6022dfddc74
io.circe	circe-numbers_sjs0.6_2.11	0.7.0-M1		36ccf3393331074317a6f46b688877a2ad915841
io.circe	circe-numbers_sjs0.6_2.11	0.7.0-M2		bd8d789056decd38172e19676bd7e8c49397f87e
io.circe	circe-numbers_sjs0.6_2.11	0.7.1		f28d3faf40057a21ce90c9bcf40c2af9de1628ac
io.circe	circe-numbers_sjs0.6_2.11	0.8.0		f0e6a32389496e5d718d3a09339f127ed20bb5fa
io.circe	circe-numbers_sjs0.6_2.11	0.8.0-RC1		6882d36319ca55445963ecc6b64f01caba70e404
io.circe	circe-numbers_sjs0.6_2.11	0.9.0		66275953a85f4eacb625e2e063b028d7af32b0e6
io.circe	circe-numbers_sjs0.6_2.11	0.9.0-M1		7c4b9324ddce33061d098164287fea89196d5bfb
io.circe	circe-numbers_sjs0.6_2.11	0.9.0-M2		24a83f6f36a34c4bfac3b9d83d6e7cf5628cc013
io.circe	circe-numbers_sjs0.6_2.11	0.9.0-M3		9071a0f0ae2f72e20f53694f6d8f35118867326a
io.circe	circe-numbers_sjs0.6_2.11	0.9.1		f3c0759303abc0c4cadc70f57c4f8efacafcb84b
io.circe	circe-numbers_sjs0.6_2.11	0.9.2		6b3574175a2d5fe865aff2a6dafae3b409b8004f
io.circe	circe-numbers_sjs0.6_2.11	0.9.3		c297185c00fd8f2e7392d4e53cbb0eb92ec0fd0f
io.github.aooohan	ktorm-ext	0.0.2		7ec0833ed9d4fbe48e81d6ffdd4666a42981a71b
io.github.aooohan	ktorm-ext	0.0.4		f4cb9f76dc3bf4a9bf6a41e979954522b2fb0a95
io.github.hugogu	octopus-tools	0.0.1		fe108570aa818f943fdf4e0f9abb2c3ea73ebd8c
io.github.kdroidfilter	kosherkotlin	2.5.0		7a7cfe6baae8779831681fe0920570c8953e5bbd
io.github.kdroidfilter	kosherkotlin	2.5.1		bf6d059a4b63af46d162090cdc524f1f36b44a89
io.github.kdroidfilter	kosherkotlin	2.5.2		faf1e03505a45e02b5f6a2f275a994eed6911959
io.github.kdroidfilter	kosherkotlin	2.5.3		faf1e03505a45e02b5f6a2f275a994eed6911959
io.github.lotteon-maven	nowgnas	0.1.0-alpha1		1f51acfaffbb154274d12b1550057dd77446fd05
io.github.rediscala	rediscala_2.12	1.10.0		dab2493771b493e52d1693d5e953d0374c2585db
io.github.rediscala	rediscala_2.12	1.11.0		5f038e197808a823cd2ee3d5931878b2739203c5
io.github.rediscala	rediscala_2.12	1.12.0		f1b79506fb832301a0ffd9fd7161326a855983bc
io.github.rediscala	rediscala_2.12	1.13.0		4199eb879ec7e809caeda3bac297426a11b30207
io.github.rediscala	rediscala_2.12	1.13.1		15d578de59992482c56197374c25f1364eedc0cb
io.github.rediscala	rediscala_2.12	1.14.0-akka		097a2c6e0643e53499d56995229c8532ea76a9d3
io.github.rediscala	rediscala_2.12	1.14.0-pekko		8c80dbb0cbe065478ab39633f942e37f5283953c
io.github.rediscala	rediscala_2.12	1.14.1-akka		ea66029e0b3e1de46d5edc7a5f61537be309d845
io.github.rediscala	rediscala_2.12	1.14.1-pekko		83713358e0060ad64cf74bec9fb902adb8e2967c
io.github.rediscala	rediscala_2.12	1.15.0-akka		0c5a5fd32d366113cbd4abd6caeabad86743e61c
io.github.rediscala	rediscala_2.12	1.15.0-pekko		8fb755fbefe789ed10b58ad12321d7a7fd517969
io.github.romansj.tools	time	0.0.1		N/A
io.github.romansj.tools	time	0.0.2		N/A
io.github.romansj.tools	time	0.0.3		N/A
io.github.romansj.tools	time	1.0.0		N/A
io.github.romansj.tools	time	1.0.1		N/A
io.github.snowdrop.jester	jester-core	0.0.2		1726dc86ba0ba4752b86ba64078d1def40177a92
io.github.snowdrop.jester	jester-core	0.0.3		854462828b1dab6a2896776bb301cff3ee063d1c
io.github.snowdrop.jester	jester-core	0.0.4		981043b8ba1cb37775922155cd42987af349614d
io.github.snowdrop.jester	jester-core	0.0.5		f3ac45c2f6478a2b978a11a73d40dbfa938bb9fc
io.github.veeru453	mylibrary	1.0		N/A
io.github.veeru453	mylibrary	1.1		N/A
io.gitlab.adadapted	test_kmm_lib-android-debug	0.0.3		N/A
io.hyperfoil.tools	qDup	0.4.1		9c266267695969c6125d48f51aed443be7a7b0fc
io.hyperfoil.tools	qDup	0.4.1	uber	ec2c98bb8832ed3aaae937ae12a746d2a4ede45e
io.hyperfoil.tools	qDup	0.5		fec826d11cbbf26bc76966ee07226715f561f445
io.hyperfoil.tools	qDup	0.5	uber	00a2121eff2d31b8aa5faa3b13f08f598c08637e
io.hyperfoil.tools	qDup	0.6		1eceed8da4b89787535f55502d920195a9a35f93
io.hyperfoil.tools	qDup	0.6	uber	3e53a9dfe6641580880f3aad2bc7d9b365fe2aeb
io.hyperfoil.tools	qDup	0.6.1		8dca50bf83a9c70de80aa355b99c94f3276bc172
io.hyperfoil.tools	qDup	0.6.1	uber	e632f6c4ad8dc46afdbb6cf824f4ee7e16bc46e5
io.hyperfoil.tools	qDup	0.6.10		4b7e0c7037384d357b819caf80d07315d25290fe
io.hyperfoil.tools	qDup	0.6.10	uber	74cf8a45cea763fae4cc4c05dc8e6abaca1b05bd
io.hyperfoil.tools	qDup	0.6.11		a06e09d391e5b6fa4fb842cbb3e0568349c5294b
io.hyperfoil.tools	qDup	0.6.11	uber	69d9bb190e21589cc6382f67654cb3c1e7f1a4d9
io.hyperfoil.tools	qDup	0.6.12		2fa4eb3672841757e651144917083d2d0c88a7dd
io.hyperfoil.tools	qDup	0.6.12	uber	73239a8459e1db6d47db7da2538ee2f059b87895
io.hyperfoil.tools	qDup	0.6.13		2e0dc952754a230de9980c367dc55ff380e62e19
io.hyperfoil.tools	qDup	0.6.13	uber	69c5160e483b1c356a0f067363f36ec4ab7fa6ee
io.hyperfoil.tools	qDup	0.6.14		08d38722a94c899e7144713fbbd73452ca4da8cd
io.hyperfoil.tools	qDup	0.6.14	uber	6ec89f56ded491f3d0c3c48e21b1394d8023d9df
io.hyperfoil.tools	qDup	0.6.15		e608e2998f8a189f611d36f433d1e9567ae1ea8e
io.hyperfoil.tools	qDup	0.6.15	uber	8bd8584add4dad0a3ba33065a8927aa67403334a
io.hyperfoil.tools	qDup	0.6.16		2e966f5df82acbbf865f3dab38a9563493f5bc46
io.hyperfoil.tools	qDup	0.6.16	uber	3e81a0ac08a08ab5ac1ca08fad1735fce61e6c46
io.hyperfoil.tools	qDup	0.6.17		b930fb4fae623002fde8cf06693b042b55ddb92c
io.hyperfoil.tools	qDup	0.6.17	uber	4b4a393c15897eb3c4433c4098d0dff828621a5e
io.hyperfoil.tools	qDup	0.6.18		6e967ebcd822b5569eee88265ffe9ddb3e632d0f
io.hyperfoil.tools	qDup	0.6.18	uber	55b5cfd04cd3d8cf4c52cf844dcfb9ea00070d78
io.hyperfoil.tools	qDup	0.6.2		8229146670896690f2263cdb0cd5d04927f35d5c
io.hyperfoil.tools	qDup	0.6.2	uber	02ee606f41453c9283280ff3b24f0218b43e2b4b
io.hyperfoil.tools	qDup	0.6.20		625c1ad42bf001b03073c21ab44598166d626d16
io.hyperfoil.tools	qDup	0.6.20	uber	8549df36d1dbf70d9db0f00886cb2fc7e66ec22c
io.hyperfoil.tools	qDup	0.6.21		eec62bf1e007c50345995161b5a33675cad6fcff
io.hyperfoil.tools	qDup	0.6.21	uber	b1d8cf0232f2c1fe99869234701a5d4adaaa3545
io.hyperfoil.tools	qDup	0.6.3		4d5ce27fae6b308c58f43e72c8a57103e029adb1
io.hyperfoil.tools	qDup	0.6.3	uber	c428a4d829aaf8a3f1007fb5d5f8d1ac5e00bd96
io.hyperfoil.tools	qDup	0.6.4		14b56e3167280af3dcb24a04c3dfe970d899d28d
io.hyperfoil.tools	qDup	0.6.4	uber	078d16811ec715dd96505204b5275c471ccce0ab
io.hyperfoil.tools	qDup	0.6.5		24921622c3365dbe3ab74d0aa9b4b044115d3939
io.hyperfoil.tools	qDup	0.6.5	uber	3ef53a0a7a11bcf12fe86b2ffd9197c899b3abde
io.hyperfoil.tools	qDup	0.6.6		5bf8f4e68a88b23f173a2f3035ce52336f031e2e
io.hyperfoil.tools	qDup	0.6.6	uber	45d6805bb563b7ddaedee56ccd439c049dbb7579
io.hyperfoil.tools	qDup	0.6.7		cbef36744c905bf13ab87d08f47b38ea16741a79
io.hyperfoil.tools	qDup	0.6.7	uber	17684e26c41be1a6ed7a0422914a876ec71852ea
io.hyperfoil.tools	qDup	0.6.9		a67b87474f004a571e5dba51c1ba37e16d1785f0
io.hyperfoil.tools	qDup	0.6.9	uber	85f7c24eb712c41cd059ff79e1efc32a17b0fb4e
io.hyperfoil.tools	qDup	0.7.0		9a59a2523896c4aab8ac616404c810ec8ab09211
io.hyperfoil.tools	qDup	0.7.0	uber	425bb11e4207b5903492054cd262072ad093a930
io.hyperfoil.tools	qDup	0.7.1		f40b308edd2eb585cc385c7757a04ab293fd5209
io.hyperfoil.tools	qDup	0.7.1	uber	d7d360e6adfcb746288b3802cfd9f6a762c4dc47
io.hyperfoil.tools	qDup	0.7.2		2dddd032819e0417b92dfe35a21802143fd6d3bc
io.hyperfoil.tools	qDup	0.7.2	uber	e439ac19c509edf8729073283495239e85af7fa5
io.hyperfoil.tools	qDup	0.7.4		1f8e1dbc66a003ec197573787223108275e4d072
io.hyperfoil.tools	qDup	0.7.4	uber	deefd5ce9e72dd5daf25bf3872b4442961186711
io.hyperfoil.tools	qDup	0.8.0		fafcb78b5fd0a8d65bae5b2de267bffa6afa868a
io.hyperfoil.tools	qDup	0.8.0	uber	06d7e5beadafaa8960a5e0ee79391a7d54de2432
io.hyperfoil.tools	qDup	0.8.1		fdd324cecdf9a7dd7728fe0843e131e7c3095d1e
io.hyperfoil.tools	qDup	0.8.1	uber	a61968c9bb39b25b4aac1b7993adcfb680c85aa1
io.hyperfoil.tools	qDup	0.8.2		7a2ebba09d35aa65d7098a71cc04119fb4cdfffd
io.hyperfoil.tools	qDup	0.8.2	uber	255485fb63571a58431b4e01d1dd52c363a4e2bd
io.hyperfoil.tools	qDup	0.8.3		af714f4e1659eeb4f38021906ecafda59f399734
io.hyperfoil.tools	qDup	0.8.3	uber	c2893eb49569e9a410db3554e83e2f403bcf7f16
io.hyperfoil.tools	qDup	0.8.4		fae11bc93150db87ed53dd8f9d030e2f5bc8e46a
io.hyperfoil.tools	qDup	0.8.4	uber	2af0fab34ccfa0d3c42c2835e65f2aaf7129fcf4
io.hyperfoil.tools	qDup	0.8.5		8321f0c9601db576ce92e1a1d7a9f9020a560f2e
io.hyperfoil.tools	qDup	0.8.5	uber	d0945af040f33f28014d1928036174a2d07a79ec
io.hyperfoil.tools	qDup	0.8.6		626af5e8d755b9662abe01b47c5c6a74e0f93129
io.hyperfoil.tools	qDup	0.8.6	uber	ba7293f2027ec95a0f4be4b59fe3e35627eb8ea9
io.hyperfoil.tools	qDup	0.9.0		aae585b8f4a30827dff354e3a9030f60bf08028a
io.hyperfoil.tools	qDup	0.9.0	uber	39a8faf72a63f02f6bcb14ba4f29947b4867fea0
io.iteratee	iteratee-fs2_2.11	0.10.0		27ab1fced757753f92b791ef207f6cf75e0539b7
io.iteratee	iteratee-fs2_2.11	0.11.0		2a8843bd7f81d56a6cc55f73feb97eab9f1e3ab5
io.iteratee	iteratee-fs2_2.11	0.12.0		36dfe3ef0ae2284f7f3b0379cb195627f2b3e51e
io.iteratee	iteratee-fs2_2.11	0.13.0		2725d67a7e22ad28eb6247352a807dc6bc3ece57
io.iteratee	iteratee-fs2_2.11	0.14.0		184f3e59e63930d90f1e68b1a527fa289db54c08
io.iteratee	iteratee-fs2_2.11	0.9.0		349106ce776018cdc9e70f00224e6fc34aedcfbb
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.22		ca0584174683d3aeb404a1877fcd7498e3833c3d
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.23		b389fe029b9ade1428e9200236e3292a8b62ac34
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.24		491c032caac9136d7b8f0c3d9cba81110552c08d
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.25		ff2fd2f5a5294cda6223c8777821813795ac5e27
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.26		ff3078018739d0b6d47f3cd55c412add87daba4d
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.27		f08744c3f6df424e4c3226d2c5ad55376ade2a12
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.28		839dd51c76ccaa1d536c9698d8512ca70b58a67d
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.29		e5edee7f8dca66fc9cb58ceb30ead576c584b44e
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.30		634367a6566b87f21fb9235dce792004077a0183
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.31		6f9c2198157c044b4dc13605bfe285c52ca5b8c9
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.32		304a7a4fa53bd81ca796d40acf53c8a2a72ed8c9
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.33		6661ee740e6962bbb8ca2379cceebb83bb17dded
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.34		f8eac19c618e34e1083e7abe9cb4c4bf7b733167
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.35		7108767aa119091ded5cffe1a9101d5b9a961de9
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.36		85ecb7a2024e54489e49e6c18ad124d09a7a6a32
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.37		ad400a5a5ebcf4e128541fdf23ad474e229658f9
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.38		b79fef70cb530aaf066e167200c9e7d899a1ec99
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.39		b00a8a9863d5ec73e00a71b586af2ef8e17852bd
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.40		1815bf9f5435fc639da121e0648be121d262452b
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.41		23132208fddfbebc13caaa8c94a6318f308a3127
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.42		3f22cdac9b6e91ed0191dbfa54cfabe433104365
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.43		3797880dfe615f4323963b75f5a8d65da30e2a9d
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.44		754f1b4676758f159358e8f45ba9f85dbfabc9fe
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.45		85aa199d9cdfd00464903b95162d60aeecb77736
io.kinoplan	utils-zio-tapir-server_sjs1_2.12	0.0.46		f85e3c61c3b279076fc58db787f9f039b0464935
io.protostuff	protostuff-api	1.1.0		579fd8e8733758832c2aa069d7986cc8fe481072
io.protostuff	protostuff-api	1.2.0		45c3246fcede46f2f30537435462a3f8a872f40c
io.protostuff	protostuff-api	1.3.0		bbe957649feccc767849c1cfdb7b8e425ebbef10
io.protostuff	protostuff-api	1.3.1		63a7eb5100375d9628db33b83670bf9c1c62a75d
io.protostuff	protostuff-api	1.3.2		523e6066f149feba585f2856abe6841fa3a9d19c
