cn.vividcode.multiplatform	route-api-wasm-js	0.1.2		N/A
io.apiman	apiman-gateway-engine-osgi	1.5.2.Final		1f8cf7bcfa3fba1d624dc65276a76f147b06b9bb
io.apiman	apiman-gateway-engine-osgi	1.5.3.Final		208726295636e5d64fcb88a38ef25b34d7749aff
io.apiman	apiman-gateway-engine-osgi	1.5.4.Final		3e446cd1a8cf8320026aa3757254009786d37ed5
io.apiman	apiman-gateway-engine-osgi	1.5.5.Final		c1c95ef473163f1d16c67560fdd3eb2712417ffe
io.apiman	apiman-gateway-engine-osgi	1.5.6.Final		4aea6637a5d7c0d351375a956f561908a4ea00d1
io.apiman	apiman-gateway-engine-osgi	1.5.7.Final		c479807a43b1fe2769dd50ded990074a9a611b3c
io.apiman	apiman-gateway-engine-osgi	2.0.0.Final		b0d25c02d6340898f000894c94c13d5645fd176a
io.cdap.re	dre-api	1.2.0		72dd97647a5ad560d9098125a2c039e296950d7a
io.cdap.re	dre-api	1.3.0		551dd88accafbdf9296e5d1aed4ba5076c331441
io.cdap.re	dre-api	1.3.1		141801e1014caee2651a622f5adbfbf5f9668d1d
io.cdap.re	dre-api	1.3.2		bb5261bcee660be028ccf448ed1fd38a3648f416
io.cloudevents	cloudevents-http-vertx	2.0.0		d6a50d4c2d6a2f0c85a3a28ed3478a50a018af30
io.cloudevents	cloudevents-http-vertx	2.0.0-milestone1		a7b68a8f947aef2884dd6560da7652c92ea34e42
io.cloudevents	cloudevents-http-vertx	2.0.0-milestone2		52b801f53f53b921d7425699301e861b797c2c21
io.cloudevents	cloudevents-http-vertx	2.0.0-milestone3		8681aea3fde1089992d73c7613d212acf5cb840f
io.cloudevents	cloudevents-http-vertx	2.0.0-milestone4		3bc183a9b5e51fa60c1dde10d83f021d65f6c0be
io.cloudevents	cloudevents-http-vertx	2.0.0.RC1		45dbe80f097bc76278be3d0dd12424cc6df329fd
io.cloudevents	cloudevents-http-vertx	2.0.0.RC2		c09f5977bee5cf4b6ada94373b3b0b63850db69e
io.cloudevents	cloudevents-http-vertx	2.1.0		80eaabfb3a516776a4b1fb5e052cf5b7963ea1ef
io.cloudevents	cloudevents-http-vertx	2.1.1		f2d79101be79896c47595bc5584f0d718c2fba5e
io.cloudevents	cloudevents-http-vertx	2.2.0		efdff81331f2bd6be1c7fdb22edbf647ef215beb
io.cloudevents	cloudevents-http-vertx	2.2.1		7722c562e18a18fc3f6ca0c49a3ccc89933e4849
io.cloudevents	cloudevents-http-vertx	2.3.0		c8b9dfedac5863d58f46f0fcf7b1d35074d7b820
io.cloudevents	cloudevents-http-vertx	2.4.0		3da971b630e78697cf5c2acb8d92e9f357120404
io.cloudevents	cloudevents-http-vertx	2.4.1		706537458d2873c2e8823ecb3bb74fa2c2027a9a
io.cloudevents	cloudevents-http-vertx	2.4.2		d9ddb032a30288dccfc5579c2e12bc01a2417b9a
io.cloudevents	cloudevents-http-vertx	2.5.0		b492a199b395eba593babbaf886610d31e4cfbed
io.cloudevents	cloudevents-http-vertx	3.0.0		27ce8f4028a91afa169f223f274d8d7581fbf9a1
io.cloudevents	cloudevents-http-vertx	4.0.0		8a7520d19ba106304381416312d60cfbd800ed6f
io.cloudevents	cloudevents-http-vertx	4.0.1		494b9fc7f4067eea42c0697ae7aea1c1bb15743e
io.github.astrapi69	auth-api	6		7c07ab0e4706800b6f09c462647e77dbeae663d3
io.github.fxboy	weboys-io	1.0		32b7a2939718740335ad50a7f22c49401ebffef3
io.github.jan-tennert.supacompose	Supacompose-Realtime-android	0.1.0		N/A
io.github.jan-tennert.supacompose	Supacompose-Realtime-android	0.1.1		N/A
io.github.jan-tennert.supacompose	Supacompose-Realtime-android	0.1.2		N/A
io.github.jan-tennert.supacompose	Supacompose-Realtime-android	0.1.3		N/A
io.github.jan-tennert.supacompose	Supacompose-Realtime-android	0.2.0		N/A
io.github.jan-tennert.supacompose	Supacompose-Realtime-android	0.2.1		N/A
io.github.jan-tennert.supacompose	Supacompose-Realtime-android	0.2.2		N/A
io.github.jan-tennert.supacompose	Supacompose-Realtime-android	0.2.3		N/A
io.github.jan-tennert.supacompose	Supacompose-Realtime-android	0.2.4		N/A
io.github.jan-tennert.supacompose	Supacompose-Realtime-android	0.2.5		N/A
io.github.jan-tennert.supacompose	Supacompose-Realtime-android	0.3.0		N/A
io.github.jan-tennert.supacompose	Supacompose-Realtime-android	0.4.0		N/A
io.github.jan-tennert.supacompose	Supacompose-Realtime-android	0.4.0-beta		N/A
io.github.jan-tennert.supacompose	Supacompose-Realtime-android	0.4.0-beta-2		N/A
io.github.jianzhichun	spring-boot-starter-swagger2	0.0.1		7eaabaa8c2745bbad26d00929963f0ae5f150d0d
io.github.luca992.cash.z.ecc.android	kotlin-bip39-tvosarm64	1.0.2-mpp		N/A
io.github.luca992.cash.z.ecc.android	kotlin-bip39-tvosarm64	1.0.2-mpp	metadata	2b87b3333d63b7748e5da54491c0f1240d2c527c
io.github.luca992.cash.z.ecc.android	kotlin-bip39-tvosarm64	1.0.6-mpp		N/A
io.github.luca992.cash.z.ecc.android	kotlin-bip39-tvosarm64	1.0.6-mpp	metadata	17fa6e0b4e618a616c765067c3c4cb541992e9e7
io.github.luca992.cash.z.ecc.android	kotlin-bip39-tvosarm64	1.0.8-mpp		N/A
io.github.luca992.cash.z.ecc.android	kotlin-bip39-tvosarm64	1.0.8-mpp	metadata	d7ee0ac7fc269e5f0b69c7340dae22ab4a53c7ae
io.github.luca992.com.alialbaali.kamel	kamel-core-macosarm64	0.5-darwin0		N/A
io.github.luca992.com.alialbaali.kamel	kamel-core-macosarm64	0.5-darwin0	metadata	da47a825029307a058268da145b6933a9c3e7eaf
io.github.luca992.com.alialbaali.kamel	kamel-core-macosarm64	0.5-darwinandjs0		N/A
io.github.luca992.com.alialbaali.kamel	kamel-core-macosarm64	0.5-darwinandjs0	metadata	5b9069d5c7ccbfbf160018dd7d1833b812931b55
io.github.luca992.com.alialbaali.kamel	kamel-core-macosarm64	0.5-darwinandjs1		N/A
io.github.luca992.com.alialbaali.kamel	kamel-core-macosarm64	0.5-darwinandjs1	metadata	0b4c6f32463843cf12e5da5e864699853bae1ce2
io.github.luca992.com.alialbaali.kamel	kamel-core-macosarm64	0.5-darwinandjs2		N/A
io.github.luca992.com.alialbaali.kamel	kamel-core-macosarm64	0.5-darwinandjs2	metadata	a90a0aed55f43bb4b548a4cc585b3f3dd44c0008
io.github.luca992.com.alialbaali.kamel	kamel-core-macosarm64	0.5-darwinandjs3		N/A
io.github.luca992.com.alialbaali.kamel	kamel-core-macosarm64	0.5-darwinandjs3	metadata	19bc4678a35a4e178b4f38bc0347166654e7b62b
io.github.luca992.com.alialbaali.kamel	kamel-core-macosarm64	0.5-darwinandjs4		N/A
io.github.luca992.com.alialbaali.kamel	kamel-core-macosarm64	0.5-darwinandjs4	metadata	244facabaa4735b47d9d14c249d4c4322eef4133
io.github.martinschneider	justtestlah-parent	1.3		N/A
io.github.martinschneider	justtestlah-parent	1.3.1		N/A
io.github.martinschneider	justtestlah-parent	1.3.2		N/A
io.github.martinschneider	justtestlah-parent	1.4		N/A
io.github.martinschneider	justtestlah-parent	1.4-RC1		N/A
io.github.martinschneider	justtestlah-parent	1.4-RC2		N/A
io.github.martinschneider	justtestlah-parent	1.5		N/A
io.github.martinschneider	justtestlah-parent	1.6		N/A
io.github.martinschneider	justtestlah-parent	1.6-RC1		N/A
io.github.martinschneider	justtestlah-parent	1.6-RC2		N/A
io.github.qiunet	FlashHandler	7.0.3		5edd21ae5913a105b13614c621173a26b2d5475f
io.github.qiunet	FlashHandler	7.0.4		c04bab49cf5a6c19a47e7ed2d0ad80ae7d730dc5
io.github.qiunet	FlashHandler	7.0.5		c77c1f159ee60425237b947e62fc7831c77f3bdc
io.github.s3s3l	yggdrasil-mybatis	3.6.1-RELEASE		664bf834a92a4da012552692c827c82f74d65357
io.github.stream29	kunion-mingwx64	0.0.1		N/A
io.github.stream29	kunion-mingwx64	0.0.2		N/A
io.github.stream29	kunion-mingwx64	0.0.3		N/A
io.github.unknow0.server	unknow-server-bench	0.8.0		1b779c91c36458b454cef1a6fd95951126890931
io.github.unknow0.server	unknow-server-bench	0.8.0-rc1		373c8bb29ad92ce8ed208dcf2f9ba1bfc009ce39
io.github.unknow0.server	unknow-server-bench	0.8.1		0c7a669fb72a4f9140a38eaddd11387c683c5c61
io.github.unknow0.server	unknow-server-bench	0.8.2		a383915997a861f0a5f0a37bd51a3e31136f711d
io.github.unknow0.server	unknow-server-bench	0.8.3		3297cfe7ca5f0953a2f0087af275aa1dbcccdc70
io.github.unknow0.server	unknow-server-bench	0.9.0		80bbec39b1318b6082c455b4c8a1ddae0d24cca0
io.github.unknow0.server	unknow-server-bench	0.9.0-RC1		9045a2d266db799f75b275a7b09abd45d766555f
io.github.unknow0.server	unknow-server-bench	0.9.0-RC2		aa62e3f6e49630156817328b9f9adcfe3a25cc93
io.github.unknow0.server	unknow-server-bench	0.9.0-RC3		abfeb8f02c311e3d774773130a1b2ee77b70412d
io.github.unknow0.server	unknow-server-bench	0.9.1		85c8e54c123847f4289a6a73667ebb17a9a1bf8a
io.github.unknow0.server	unknow-server-bench	0.9.2		d51833dc8aa91b76668969c18d16c76031df3d96
io.github.unknow0.server	unknow-server-bench	0.9.3		dfa06561ddc5b90d98b363c7bb3b8c20dd1a5761
io.github.unknow0.server	unknow-server-bench	0.9.4		53aae609f6d34c87d2959542e2709a6cfeb008f6
io.github.unknow0.server	unknow-server-bench	0.9.5		aff42b4211fede8b832a089684b1800a9f24d93f
io.github.unknow0.server	unknow-server-bench	0.9.6		bae8bcb0aad6df4bc7b9c3f13bc01346acef0c54
io.github.unknow0.server	unknow-server-bench	0.9.7		c28c24e2095e83ad76ebfe0d388dc04232a2ed7c
io.github.unknow0.server	unknow-server-bench	0.9.8		d972d1565264426a2ba160d775962496446159c7
io.github.zhangzih4n	compose-font-misans-l3-bundled-android-debug	1.000		N/A
io.github.zubtsov.databricks	runtime-12.2-lts-ml-gpu	0.0.1		N/A
io.jaegertracing	jaeger-tracedsl	0.1.1		719028f20a31ff5a1739bc5bb89d09ba41167702
io.jaegertracing	jaeger-tracedsl	0.2.0		160c39f4e645464f2ef4b757c4f9d8d6c69ce5e6
io.jaegertracing	jaeger-tracedsl	0.3.0		ef07efb352a5f258077ef34ef66fc3e5157717b7
io.jaegertracing	jaeger-tracedsl	0.4.0		d7957d22c58e99ec83023d41b4962c615edbc75d
io.jaegertracing	jaeger-tracedsl	0.7.0		1a447a1e7788c46e38f01b4bbfb2bcd1cd9bf901
io.mosip.kernel	kernel-idobjectvalidator	1.0.5		bcdb014af8b3cd6986ed53045b7f396b814d0a42
io.mosip.kernel	kernel-idobjectvalidator	1.0.6		56ab1a644ebb99fba36c2a3937e887efb481e210
io.mosip.kernel	kernel-idobjectvalidator	1.0.7		ba17cc042722f7614123725b7048b57ce56a59fe
io.mosip.kernel	kernel-idobjectvalidator	1.0.9		7bc015e3bb440a30f25ff8864e59d7bc3936385d
io.mosip.kernel	kernel-idobjectvalidator	1.0.9-rc1		c3d2637dcc514965f7a86f370f0d4d12caccf486
io.mosip.kernel	kernel-idobjectvalidator	1.1.2		7529fe6cf976752d9ef7384ea4459b577aa73266
io.mosip.kernel	kernel-idobjectvalidator	1.1.2-rc2		a72c5819277ca8f8fd293a301e9f97681e48f90e
io.mosip.kernel	kernel-idobjectvalidator	1.1.2-rc3		1dc0854122bc0f4ca1a90719e1d53c3adfad0f17
io.mosip.kernel	kernel-idobjectvalidator	1.1.3		2a1527c13b431449abb5b98747c66756539e1773
io.mosip.kernel	kernel-idobjectvalidator	1.1.3-rc1		0decc0ec7de0997c84ec7f9afe7d132f4f1872d3
io.mosip.kernel	kernel-idobjectvalidator	1.1.3-rc2		58e62f8daa50e6111bbc0a956a01be2fa47ac5d4
io.mosip.kernel	kernel-idobjectvalidator	1.1.4		ee2d61b1cfcad15a2fedd8e5fbf50271b9101530
io.mosip.kernel	kernel-idobjectvalidator	1.1.4-rc1		0f6d8f2c81cb7a23aac14ca7090491b60c2c1e6d
io.mosip.kernel	kernel-idobjectvalidator	1.1.5		273215884ca2788be0710a2072aecc63fbe2cb4f
io.mosip.kernel	kernel-idobjectvalidator	1.1.5-rc1		a4c139ac1aa2bfeafa8e84c4c6196a8e26e64509
io.mosip.kernel	kernel-idobjectvalidator	1.1.5.1		4271dad5d21a6ec3b74539403911954c67a624f5
io.mosip.kernel	kernel-idobjectvalidator	1.1.5.2		66df608f4483cb1ecbb1c83f285cf231a50c40c8
io.mosip.kernel	kernel-idobjectvalidator	1.1.5.3		dacf09bdc5d0fcd4d5ff33bc67728c71c2ca290a
io.mosip.kernel	kernel-idobjectvalidator	1.2.0		0f912ee855aeee708b1320386157208e08bb1373
io.mosip.kernel	kernel-idobjectvalidator	1.2.0-prerel		a35e270cc864c2227c78407c91c1bb49cf98b6f5
io.mosip.kernel	kernel-idobjectvalidator	1.2.0-rc1		0599eb91f13e1286457bc63343212a4c0d65db63
io.mosip.kernel	kernel-idobjectvalidator	1.2.0.1		3054e3b0d15067787315a8cd119f12ad279afbf7
io.mosip.kernel	kernel-idobjectvalidator	1.2.0.1-B1		203142c10722af35efc0c5e8f8e3ef16563d04af
io.mosip.kernel	kernel-idobjectvalidator	1.2.0.1-B2		d28fb516e1ee889fb31e458d5bd56928835e1393
io.mosip.kernel	kernel-idobjectvalidator	1.3.0-beta.1		1a840fea23c045ea631f15a4245158ffb8796542
io.mosip.kernel	kernel-idobjectvalidator	1.3.0-beta.2		54fbbd023813e4f5c877db75f0fe5694f02c0752
io.openharmony.tpc.thirdlib	bbhmlibrary	1.0.0		N/A
io.openharmony.tpc.thirdlib	bbhmlibrary	1.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	18.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	18.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	18.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	19.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	19.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	19.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	19.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	19.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	19.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	19.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	19.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	19.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	19.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	19.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	19.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	20.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	20.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	20.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	20.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	20.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	20.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	20.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	20.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	20.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	20.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	20.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	20.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	21.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	21.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	21.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	21.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	21.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	21.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	21.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	21.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	21.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	21.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	21.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	21.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	22.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	22.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	22.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	22.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	22.0.0.13		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	22.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	22.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	22.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	22.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	22.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	22.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	22.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	22.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	23.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	23.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	23.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	23.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	23.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	23.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	23.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	23.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	23.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	23.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	23.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	23.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	24.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	24.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	24.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	24.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	24.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	24.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	24.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	24.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	24.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	24.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	24.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	24.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	25.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	25.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	25.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsBeanValidation-2.1	25.0.0.4		N/A
io.paoloconte	kotlin-itsok-mingwx64	1.0		N/A
io.paoloconte	kotlin-itsok-mingwx64	1.0.1		N/A
io.paoloconte	kotlin-itsok-mingwx64	1.0.2		N/A
io.paoloconte	kotlin-itsok-mingwx64	1.0.3		N/A
io.paoloconte	kotlin-itsok-mingwx64	1.0.4		N/A
io.paoloconte	kotlin-itsok-mingwx64	1.0.5		N/A
io.paoloconte	kotlin-itsok-mingwx64	1.0.6		N/A
io.paoloconte	kotlin-itsok-mingwx64	1.0.7		N/A
io.paoloconte	kotlin-itsok-mingwx64	1.0.8		N/A
io.paoloconte	kotlin-itsok-mingwx64	1.0.9		N/A
io.paoloconte	kotlin-itsok-mingwx64	1.1.0		N/A
io.paoloconte	kotlin-itsok-mingwx64	1.1.1		N/A
io.paoloconte	kotlin-itsok-mingwx64	1.1.2		N/A
io.paoloconte	kotlin-itsok-mingwx64	1.1.3		N/A
io.quarkiverse.azureservices	quarkus-azure-internal	1.0.0		N/A
io.quarkiverse.azureservices	quarkus-azure-internal	1.0.1		N/A
io.quarkiverse.azureservices	quarkus-azure-internal	1.0.2		N/A
io.quarkiverse.azureservices	quarkus-azure-internal	1.0.3		N/A
io.quarkiverse.azureservices	quarkus-azure-internal	1.0.4		N/A
io.quarkiverse.azureservices	quarkus-azure-internal	1.0.5		N/A
io.quarkiverse.azureservices	quarkus-azure-internal	1.0.6		N/A
io.quarkiverse.azureservices	quarkus-azure-internal	1.0.7		N/A
io.quarkiverse.azureservices	quarkus-azure-internal	1.0.8		N/A
io.quarkiverse.azureservices	quarkus-azure-internal	1.0.9		N/A
io.quarkiverse.azureservices	quarkus-azure-internal	1.1.0		N/A
io.sfrei	tracksearch-parent	0.6.0		N/A
io.sfrei	tracksearch-parent	0.6.1		N/A
io.sfrei	tracksearch-parent	0.6.2		N/A
io.sfrei	tracksearch-parent	0.6.3		N/A
io.sfrei	tracksearch-parent	0.6.4		N/A
io.sfrei	tracksearch-parent	0.7.0		N/A
io.sfrei	tracksearch-parent	0.7.1		N/A
io.sfrei	tracksearch-parent	0.7.2		N/A
io.sfrei	tracksearch-parent	0.7.3		N/A
io.sreworks	nacos-api	1.1.4		b0760b0769062bb3eb08567172df1f0b24bfad17
jetty	jetty-util	6.0.0		929aa308edee4a84d715b6ca0fe3e771f4b561a5
jetty	jetty-util	6.0.0beta1		9bac75326c93c5e7b006b19097646f0f4561f7dc
jetty	jetty-util	6.0.0beta14		1bdffa77102519cc1fc9ca2333ae809c41962522
jetty	jetty-util	6.0.0beta15		82da853a90cce2d484ea64419b195d45b8c3cf8b
jetty	jetty-util	6.0.0beta16		b49304571f25ffb2c0b7c6a63ef7abc151c24de1
jetty	jetty-util	6.0.0beta17		8209d8665ee454ce83e179dc0678910a44f91c82
jetty	jetty-util	6.0.0rc0		879adafc244828aeb09c8c47738fb6c2dd8e902c
jetty	jetty-util	6.0.0rc1		4ca83eb31c85a749aa52dc64b4c46499a9ca7d28
jetty	jetty-util	6.0.0rc2		f717f411054dcbefb9ea2520923fca3d60f1a097
jetty	jetty-util	6.0.0rc3		9606c9aa82e52740c9486fae2a910c35a321cae0
jetty	jetty-util	6.0.0rc4		a7e89f8dad9c465d7112045ebf2edeb7c8d8555d
jetty	jetty-util	6.0.1		b757e088a2cee6921574756e37b7db5961f68c13
jetty	jetty-util	6.0.2		c5b6dbcc84804e144535dd6a9fd21214368c815d
ltd.dolink	dispose-rxjava2	1.0.0		N/A
ltd.dolink	dispose-rxjava2	1.0.1		N/A
ltd.dolink	dispose-rxjava2	1.0.2		N/A
ltd.dolink	dispose-rxjava2	1.0.3		N/A
ltd.dolink	dispose-rxjava2	1.0.4		N/A
ltd.dolink	dispose-rxjava2	1.1.0		N/A
ltd.dolink	dispose-rxjava2	1.1.1		N/A
ltd.dolink	dispose-rxjava2	1.1.2		N/A
me.nathanfallet.iapush	iapush-commons-jvm	0.0.1		1e1c2a7de665dca708ecb7dac0855f9167351be9
me.nathanfallet.iapush	iapush-commons-jvm	0.0.2		0d7c3e8e46c87722680bba9c5cfa70bfa3f1f61c
me.nathanfallet.iapush	iapush-commons-jvm	0.0.3		3cb1698ff01610a75964f68f4d5a3160eafa6635
me.qoomon	java-git-versioning	0.1.0		5fba46f9447ea3bbac41227fc3a66a2c5acdece3
net.databinder	unfiltered-spec_2.8.1.RC3	0.2.2		07f0c2c96a970c153a3aed565545b9d9349a6d79
net.derquinse.bocas	bocas	0.0.1		610230485c589362f40d1821e7c4767c7c7250f0
net.derquinse.bocas	bocas	0.0.2		9b01061e0fa0212eeca5147bf1f5a370f1dbda30
net.derquinse.bocas	bocas	0.0.3		d5ff92946a51a09e0992eeb345a017391c09a132
net.derquinse.bocas	bocas	1.0.0		8413b358528f75042f3ef8ab69fcadb7dcdbaf62
net.derquinse.bocas	bocas	1.0.1		5b0627d70f42206e23359d5cad202d3bc82d1ade
net.derquinse.bocas	bocas	1.0.2		c7dae02f9fd0370257a380302fee8d53c7781806
net.derquinse.bocas	bocas	1.0.3		599971fd45e79e24e3d76f9e404b9e14675db4b1
net.derquinse.bocas	bocas	1.0.4		912134b024929a1338c58ffbaafb872c88c2b1e4
net.derquinse.bocas	bocas	1.0.5		f7c76e34601ece4b3302e6eab5bda502a8c9811b
net.derquinse.bocas	bocas	1.1.0		cbc49924eecf53c79d7218e663d2c52dba84ad2e
net.derquinse.bocas	bocas	1.1.1		46cb627e354a7d9cf99a53987bb76cffa9b8a7a0
net.derquinse.bocas	bocas	1.1.2		1978b9a0021145688ce7fbb94cf8d5a97fadbcfb
net.derquinse.bocas	bocas	1.1.3		6dc88c5e4abf721ccf5c2344c525f42dca8105db
net.derquinse.bocas	bocas	1.1.4		ad3177999bec7bf77a2ba33631d2bf063be22416
net.derquinse.bocas	bocas	1.1.5		37b47a8a443cf97d859d7704f53501b6ed6116e0
