ai.swim	swim-kernel	3.10.0		ebefad0d919f08e3462fa626dc88be0aebbd1738
io.micrometer	micrometer-registry-opentsdb	1.8.5		bcf9879f1f9bdb67a8761dc1db951a7c7af873d1
io.micrometer	micrometer-registry-opentsdb	1.8.6		f770f92a2c011fb3eece4b29125aee42cf58fe34
io.micrometer	micrometer-registry-opentsdb	1.8.7		e4b497aef7cb7fa83cc61d10f1f424850841e9fe
io.micrometer	micrometer-registry-opentsdb	1.8.8		3ffaf2bb2f316da5448bc4b2a558de4dbc2f1e09
io.micrometer	micrometer-registry-opentsdb	1.8.9		4f08a70166020647f31681e2425a40b04aaf2108
io.micrometer	micrometer-registry-opentsdb	1.9.0		e2e09debf0140da3a389146f4caeb04e622111e9
io.micrometer	micrometer-registry-opentsdb	1.9.1		940297cfc8bf0cc779901153e4da87ffc03b633c
io.micrometer	micrometer-registry-opentsdb	1.9.10		3a64a3b7f1b935ceaa7f150322cb200b1d2aa144
io.micrometer	micrometer-registry-opentsdb	1.9.11		c1e913076efb84e91140a50fcbb127cb65419528
io.micrometer	micrometer-registry-opentsdb	1.9.12		26ca6e86408a9e47fa64e28ddae1731235b5117a
io.micrometer	micrometer-registry-opentsdb	1.9.13		fa27ad232f9b2124570dad84882db79d7a96986c
io.micrometer	micrometer-registry-opentsdb	1.9.14		f329953a7dfcbb8bef45f52e1ab1d1c8a106f2c2
io.micrometer	micrometer-registry-opentsdb	1.9.15		c470fd19832a55bb6839744573c76d52916dcf6c
io.micrometer	micrometer-registry-opentsdb	1.9.16		ab7cd5655b3d67d5d6a8f0909a0fe5cd07853045
io.micrometer	micrometer-registry-opentsdb	1.9.17		c628596cf2ef12839beb9455a4c41f0cf87114a2
io.micrometer	micrometer-registry-opentsdb	1.9.2		8983611011db7177ef239b6b8d1cfae668ad3558
io.micrometer	micrometer-registry-opentsdb	1.9.3		9d1cb2f41c746c063993942d7ddc69867f580e70
io.micrometer	micrometer-registry-opentsdb	1.9.4		48f62e936fa15b3537cf2c8a7acfb54b62fe996e
io.micrometer	micrometer-registry-opentsdb	1.9.5		2f1d67ef90f37ca4d6bef446f002b62e33f480dc
io.micrometer	micrometer-registry-opentsdb	1.9.6		c3dd8f57d4fc842232a8daa5787e2afb810df10a
io.micrometer	micrometer-registry-opentsdb	1.9.7		1786697e6c8cf22d15431da39881c7e71f6e1f50
io.micrometer	micrometer-registry-opentsdb	1.9.8		83fb8bff3fe4777d2d505a22d4d837fb1ea976a1
io.micrometer	micrometer-registry-opentsdb	1.9.9		a7aa46a22d6d4241f115c246af21a0aaa66e74bc
io.opentelemetry.javaagent	opentelemetry-javaagent-exporter-prometheus	0.12.0		35d4ef2e446ee7c72a6d053dc712620fbb9e8b53
io.opentelemetry.javaagent	opentelemetry-javaagent-exporter-prometheus	0.12.1		fb2dad888b2e8ab153bd10683727c15e73db6bb4
io.opentelemetry.javaagent	opentelemetry-javaagent-exporter-prometheus	0.13.0		edbb7add5f303843f9b2668c957d7283d8bada29
io.opentelemetry.javaagent	opentelemetry-javaagent-exporter-prometheus	0.13.1		0bf8d4801b0d99d6bce967cdf6b1b71e4e21e390
io.opentelemetry.javaagent	opentelemetry-javaagent-exporter-prometheus	0.14.0		671c71bf716072efdad4343f87939475ef81f8d2
io.qtjambi	qtjambi-statemachine-native-android-arm	6.2.10		6c849233de2e30d3de21ad0cf72b2836ec64825a
io.qtjambi	qtjambi-statemachine-native-android-arm	6.2.11		cf8570d9a0808de5b92ae0aee3335134276bd0c3
io.qtjambi	qtjambi-statemachine-native-android-arm	6.2.12		f8d5992525101342cfff616a34dd9fe01e4e0f01
io.qtjambi	qtjambi-statemachine-native-android-arm	6.2.5		4629e4f1ce2a07169c4560269290243bff1159b7
io.qtjambi	qtjambi-statemachine-native-android-arm	6.2.6		75b04bdcef02210fd315c035ff662c8fc3728df4
io.qtjambi	qtjambi-statemachine-native-android-arm	6.2.7		6185d2accfe21df4267e3ebad505b405b2a7e035
io.qtjambi	qtjambi-statemachine-native-android-arm	6.2.8		ac0b086ba5bc3d9e65add31f6da9c38ae973bc7f
io.qtjambi	qtjambi-statemachine-native-android-arm	6.2.9		3f063b47dfb5cc8dece70acc5e1990ce6fc64099
io.qtjambi	qtjambi-statemachine-native-android-arm	6.3.2		b9173cd392dec178ce6cfc2ddbbe36bdbd211c53
io.qtjambi	qtjambi-statemachine-native-android-arm	6.3.3		bf9a9199c40be6338d2aa54adec5a267a0077e39
io.qtjambi	qtjambi-statemachine-native-android-arm	6.3.4		204a63a572062b17d2c04d66d8f5b58dd89fbd42
io.qtjambi	qtjambi-statemachine-native-android-arm	6.3.5		6987a367ec0ae81ab33eb283402bf8a6742491bc
io.qtjambi	qtjambi-statemachine-native-android-arm	6.4.0		86f35effa46b4a24ccc5c86c1a8619ca01c70f18
io.qtjambi	qtjambi-statemachine-native-android-arm	6.4.1		959252b5682d0c70b788f5b16da7775125201238
io.qtjambi	qtjambi-statemachine-native-android-arm	6.4.2		c432c5490d53062dea3ed09f61ac350ae2d2eced
io.qtjambi	qtjambi-statemachine-native-android-arm	6.4.3		262c17aef61fcf89dc38468eabc449840cd6ccf6
io.qtjambi	qtjambi-statemachine-native-android-arm	6.4.4		e32581d89e5af6f2d1ebfb9581150391342d6d25
io.qtjambi	qtjambi-statemachine-native-android-arm	6.5.0		ab6eee3f9bf7d102e0d3feaeb370503fd8d1168e
io.qtjambi	qtjambi-statemachine-native-android-arm	6.5.1		e5db0b232345197cc121e8df25d384badc6d20a7
io.qtjambi	qtjambi-statemachine-native-android-arm	6.5.2		c1f50f8319e59dee51e7cd93f5dc02ffa69da5c9
io.qtjambi	qtjambi-statemachine-native-android-arm	6.5.3		0d22f23d9ce7f92a34ad73082d27578d7725c45d
io.qtjambi	qtjambi-statemachine-native-android-arm	6.5.4		ac81aa2714822fa43380d612ad3f502cc4cdfe71
io.qtjambi	qtjambi-statemachine-native-android-arm	6.6.0		719f3eeed72970101fa2f56c18316361fb1179e9
io.qtjambi	qtjambi-statemachine-native-android-arm	6.6.1		bb17625e0d29e9cdc1ba2cd80e53a05a473a7c94
io.qtjambi	qtjambi-statemachine-native-android-arm	6.6.3		33f0147ab601be7a2ccd70644fdb95efbc646137
io.rsocket.kotlin	rsocket-ktor-macosx64	0.15.4		N/A
io.rsocket.kotlin	rsocket-ktor-macosx64	0.15.4	metadata	aa8032d69be5436eb70ec8242ba6f1ae4c432f03
io.rsocket.kotlin	rsocket-ktor-macosx64	0.16.0		N/A
io.rsocket.kotlin	rsocket-ktor-macosx64	0.16.0	metadata	5738b7af7de545cb74eae0846bf13384dab9be8c
io.treev	tagged-types_sjs1_2.12	3.3		5fa38121346b97d83cdc69745824795152398a62
io.treev	tagged-types_sjs1_2.12	3.3.1		6ce3edf85f1186a61f994f6b47c63598a369ca63
io.treev	tagged-types_sjs1_2.12	3.4		a03acfefca50f4fc6c69974f88653706476a9e58
io.treev	tagged-types_sjs1_2.12	3.5		8968b08273f124545a143d44807809547d682eef
io.treev	tagged-types_sjs1_2.12	3.5.1		200912fbd9a90e8d3b21533a6437dd46400951ff
io.treev	tagged-types_sjs1_2.12	3.6.1		17ac7241f42e3870d59bc47d58bf6e071cdeebb3
io.virtualan	idaithalam-project	1.0.0		N/A
io.virtualan	idaithalam-project	1.0.1		N/A
io.virtualan	idaithalam-project	1.0.10		N/A
io.virtualan	idaithalam-project	1.0.11		N/A
io.virtualan	idaithalam-project	1.0.12		N/A
io.virtualan	idaithalam-project	1.0.13		N/A
io.virtualan	idaithalam-project	1.0.14		N/A
io.virtualan	idaithalam-project	1.0.15		N/A
io.virtualan	idaithalam-project	1.0.2		N/A
io.virtualan	idaithalam-project	1.0.3		N/A
io.virtualan	idaithalam-project	1.0.4		N/A
io.virtualan	idaithalam-project	1.0.5		N/A
io.virtualan	idaithalam-project	1.0.6		N/A
io.virtualan	idaithalam-project	1.0.7		N/A
io.virtualan	idaithalam-project	1.0.8		N/A
io.virtualan	idaithalam-project	1.0.9		N/A
io.virtualan	idaithalam-project	1.1.0		N/A
io.virtualan	idaithalam-project	1.1.1		N/A
io.virtualan	idaithalam-project	1.1.10		N/A
io.virtualan	idaithalam-project	1.1.2		N/A
io.virtualan	idaithalam-project	1.1.3		N/A
io.virtualan	idaithalam-project	1.1.4		N/A
io.virtualan	idaithalam-project	1.1.5		N/A
io.virtualan	idaithalam-project	1.1.6		N/A
io.virtualan	idaithalam-project	1.1.7		N/A
io.virtualan	idaithalam-project	1.1.8		N/A
io.virtualan	idaithalam-project	1.1.9		N/A
io.virtualan	idaithalam-project	1.2.0		N/A
io.virtualan	idaithalam-project	1.2.1		N/A
io.virtualan	idaithalam-project	1.2.2		N/A
io.virtualan	idaithalam-project	1.2.3		N/A
io.virtualan	idaithalam-project	1.2.4		N/A
io.virtualan	idaithalam-project	1.2.5		N/A
io.virtualan	idaithalam-project	1.2.6		N/A
io.virtualan	idaithalam-project	1.2.7		N/A
io.virtualan	idaithalam-project	1.2.8		N/A
io.virtualan	idaithalam-project	1.3.0		N/A
io.virtualan	idaithalam-project	1.3.1		N/A
io.virtualan	idaithalam-project	1.3.10		N/A
io.virtualan	idaithalam-project	1.3.11		N/A
io.virtualan	idaithalam-project	1.3.12		N/A
io.virtualan	idaithalam-project	1.3.13		N/A
io.virtualan	idaithalam-project	1.3.14		N/A
io.virtualan	idaithalam-project	1.3.15		N/A
io.virtualan	idaithalam-project	1.3.16		N/A
io.virtualan	idaithalam-project	1.3.17		N/A
io.virtualan	idaithalam-project	1.3.18		N/A
io.virtualan	idaithalam-project	1.3.19		N/A
io.virtualan	idaithalam-project	1.3.2		N/A
io.virtualan	idaithalam-project	1.3.3		N/A
io.virtualan	idaithalam-project	1.3.4		N/A
io.virtualan	idaithalam-project	1.3.5		N/A
io.virtualan	idaithalam-project	1.3.6		N/A
io.virtualan	idaithalam-project	1.3.7		N/A
io.virtualan	idaithalam-project	1.3.8		N/A
io.virtualan	idaithalam-project	1.3.9		N/A
io.virtualan	idaithalam-project	1.4.0		N/A
io.virtualan	idaithalam-project	1.4.1		N/A
io.virtualan	idaithalam-project	1.4.2		N/A
io.virtualan	idaithalam-project	1.4.3		N/A
io.virtualan	idaithalam-project	1.4.4		N/A
io.virtualan	idaithalam-project	1.4.5		N/A
io.virtualan	idaithalam-project	1.4.6		N/A
io.virtualan	idaithalam-project	1.5.0		N/A
io.virtualan	idaithalam-project	1.6.0		N/A
io.virtualan	idaithalam-project	1.6.1		N/A
io.virtualan	idaithalam-project	1.6.2		N/A
io.virtualan	idaithalam-project	1.6.3		N/A
io.virtualan	idaithalam-project	1.6.4		N/A
io.virtualan	idaithalam-project	1.7.0		N/A
it.agilelab	gis.lib_2.12	1.6.0		f5dce461059cc3c5d32da47bbfd58485f0251917
it.agilelab	gis.lib_2.12	1.7.0		d41466265ccea9d2f7e5f63e5ccf11a74736ee64
it.agilelab	gis.lib_2.12	1.7.1		33a60495d37e03373e939312516ea879dade840e
it.agilelab	gis.lib_2.12	1.8.0		2ab8cda035748c701c4c5756439615fa067bd693
it.agilelab	gis.lib_2.12	1.9.0		e4330f90cee4eb40314ae757df91e5f91568c960
net.fortytwo.rdfagents	rdfagents-parent	1.0		N/A
net.morimekta.providence	providence-compiler	0.2.0		653b2e33ade6d3927aa59e3619b97c982bf7a733
org.anchoranalysis.anchor	anchor-plugin-io	0.1.0		8479eb107c96e3da42a750990672b17f2ef6e27a
org.apache.archiva.redback.components.registry	modello-plugin-redback-registry	2.0		974afbf7c0c009290302d53aa62d66f5f06d554f
org.apache.archiva.redback.components.registry	spring-registry	2.0		N/A
org.apache.archiva.redback.components.registry	spring-registry	2.1		N/A
org.apache.archiva.redback.components.registry	spring-registry	2.2		N/A
org.apache.archiva.redback.components.registry	spring-registry	2.3		N/A
org.apache.archiva.redback.components.registry	spring-registry	2.4		N/A
org.apache.camel	camel-catalog-maven	2.18.0		f485610b204b7384db4d988db879b03df743d712
org.apache.camel	camel-catalog-maven	2.18.1		2fd33d8896ebbf9bd192299cd8997af6368f817a
org.apache.camel	camel-catalog-maven	2.18.2		7fd96c523098a029bdcbc838e89f10fd7423d65c
org.apache.camel	camel-catalog-maven	2.18.3		35a6863ee37343bf689b24ffbe2d38577380b74a
org.apache.camel	camel-catalog-maven	2.18.4		0c7a16b5c6f18fef4467ffd831aad3df4901b027
org.apache.camel	camel-catalog-maven	2.18.5		7e7e1ca43028eef4b7f716afb9f716eec8815e4b
org.apache.camel	camel-catalog-maven	2.19.0		cbe70578b482b114f5c431f1607ae330c7ccf410
org.apache.camel	camel-catalog-maven	2.19.1		e085eb94567958235a43ec433b0945909572b8ec
org.apache.camel	camel-catalog-maven	2.19.2		b60f5116fb42d4242b05ddb5b94d92dcfd5aed6a
org.apache.camel	camel-catalog-maven	2.19.3		ef51800cdfb7df94034e0f92ec035f14ebe8e8e9
org.apache.camel	camel-catalog-maven	2.19.4		522e57caebfd1043dbb78b227725f5942efdeb26
org.apache.camel	camel-catalog-maven	2.19.5		d53f8657300c9fe536cbbd2f09bbe324846b24bf
org.apache.camel	camel-catalog-maven	2.20.0		1e611620a42207d75c2756748c2eab295a267050
org.apache.camel	camel-catalog-maven	2.20.1		9b517c80ac3f9b9259b2cf61d8da434d8fbe9e5d
org.apache.camel	camel-catalog-maven	2.20.2		1ee711f554b272b47b322f95af8ff67c1fd534cc
org.apache.camel	camel-catalog-maven	2.20.3		bc2195adec5f4ea60700e2f49eed4d7169d9cf87
org.apache.camel	camel-catalog-maven	2.20.4		8aa5a154faeac2129b8145cfe848f76402211cb5
org.apache.camel	camel-catalog-maven	2.21.0		0d99d304bb77d50c5cce4d097a084ffe3190d91e
org.apache.camel	camel-catalog-maven	2.21.1		88b614a19c7faa09504ed171492d70abbaa84859
org.apache.camel	camel-catalog-maven	2.21.2		97764efe4e830394efd1816980920fed79744860
org.apache.camel	camel-catalog-maven	2.21.3		d0d28df313c37e8dd52d4e122ced2c2b94c50cbf
org.apache.camel	camel-catalog-maven	2.21.4		d357d0feff38b06f3658a460b2a9dd39cd538ecd
org.apache.camel	camel-catalog-maven	2.21.5		8d3b67037e79fc600b86a0d6229079ee22556453
org.apache.camel	camel-catalog-maven	2.22.0		d157d3cbd85239b4d9e4ed47c850a781bf727575
org.apache.camel	camel-catalog-maven	2.22.1		336e0c893f2a092e4cd2e497cfa2e7a36918c322
org.apache.camel	camel-catalog-maven	2.22.2		122ed392d940e7d5ab724499a200fbffcf0b816e
org.apache.camel	camel-catalog-maven	2.22.3		5f33d3a44e4e67d880f349045eade09611feafc1
org.apache.camel	camel-catalog-maven	2.22.4		55cc39888bc288b99927195ecfab0cad3780d684
org.apache.camel	camel-catalog-maven	2.22.5		0b50e150d8a2ec59370b4c6400d25e2f2f5e9347
org.apache.camel	camel-catalog-maven	2.23.0		4f22517f05324afbecab4fe6446e0f4021ce20c2
org.apache.camel	camel-catalog-maven	2.23.1		0466bef599d85d5b9bd6249334e78e6968ff2057
org.apache.camel	camel-catalog-maven	2.23.2		68f265dc426f68d672e2064c06796c76edf4671c
org.apache.camel	camel-catalog-maven	2.23.3		fb240e5123be43077e17c753e17d40d60f5082d7
org.apache.camel	camel-catalog-maven	2.23.4		1bc04f755610eaa9765b23699be0d6d393af4b3f
org.apache.camel	camel-catalog-maven	2.24.0		bbc7745255567605dda4abc0e2ca9dfbf7687c77
org.apache.camel	camel-catalog-maven	2.24.1		7a0761002380eeeb4cfe3ee8ea18cbf1596f6264
org.apache.camel	camel-catalog-maven	2.24.2		d93969221055ac2771dc0f2bb0afedddb14a5e0e
org.apache.camel	camel-catalog-maven	2.24.3		d97184ef858c975f6514b406e2bd96df5025da13
org.apache.camel	camel-catalog-maven	2.25.0		c1652ec9c3e5997361b3cc22cbe6e7a8b06f9c42
org.apache.camel	camel-catalog-maven	2.25.1		57963abc8df9c131ae39b0f8de6ca5cf36e614d5
org.apache.camel	camel-catalog-maven	2.25.2		ee127f8503c36c3b396d478647854130ad00b876
org.apache.camel	camel-catalog-maven	2.25.3		ed30ca24c8b7015234ce1e2cf6b7e50915f15a75
org.apache.camel	camel-catalog-maven	2.25.4		b02e88c9371c0239f24ba96611aa95adbb3ce224
org.apache.camel	camel-catalog-maven	3.0.0		1c71f6290420c1012be9951230b8712d7d602ddc
org.apache.camel	camel-catalog-maven	3.0.0-M1		8c4c694e642bbecbe99e8a7f8ee6e30cb523aa2c
org.apache.camel	camel-catalog-maven	3.0.0-M2		6d2914c3a26b4bce14a8e4fdd959e82900f0885e
org.apache.camel	camel-catalog-maven	3.0.0-M3		b775a1a36efa1f2343baf2314b26c4dbe75470a2
org.apache.camel	camel-catalog-maven	3.0.0-M4		e12107ee5e6b3699ef54350906d33d733f43ffcb
org.apache.camel	camel-catalog-maven	3.0.0-RC1		d151eccdb5b8b78cd20c6005b5c789a4b2ea8a5a
org.apache.camel	camel-catalog-maven	3.0.0-RC2		da7c2d6ca23472919c3fd9c36019665598815388
org.apache.camel	camel-catalog-maven	3.0.0-RC3		73c57240277e71c8fc5c2fb5f901393257808933
org.apache.camel	camel-catalog-maven	3.0.1		20571144d4ef0194216f22390a0bbd36f4ac27e7
org.apache.camel	camel-catalog-maven	3.1.0		d6fc0fa762cf0e805b216ed6f6a692ef7d76d766
org.apache.camel	camel-catalog-maven	3.10.0		be10a5c452a3e9c86facb06fa9bf385c1d184345
org.apache.camel	camel-catalog-maven	3.11.0		2dcd86334fb66af962ef304137b56aa83f3dd740
org.apache.camel	camel-catalog-maven	3.11.1		84795a465e94137ce95b2f3dfdbde47999b4a5f4
org.apache.camel	camel-catalog-maven	3.11.2		f2d01ea4fb2b1a9908dfa42a7df1b4413febb2e6
org.apache.camel	camel-catalog-maven	3.11.3		d78d582b5c6a2c0d4b5f56254e5ec19037c46696
org.apache.camel	camel-catalog-maven	3.11.4		e1f0e6c09f778436dfe6d88809f88cb18bdb7cbd
org.apache.camel	camel-catalog-maven	3.11.5		d690882bcffffdd6d7d6533a5c08a5e488ba43da
org.apache.camel	camel-catalog-maven	3.11.6		767f8cccad35dbf836f99a8efb31267e1c64acda
org.apache.camel	camel-catalog-maven	3.11.7		1fa98fdf27e2cacff2669c0aa68954149cc05198
org.apache.camel	camel-catalog-maven	3.12.0		e2b3cb167df0af55877b5aca2e640dd2634e7e6f
org.apache.camel	camel-catalog-maven	3.13.0		6d682d71e5ba80673e86ac0d992c657093d2bf96
org.apache.camel	camel-catalog-maven	3.14.0		ab7d17eb77812c002cae637e282b547cca49656b
org.apache.camel	camel-catalog-maven	3.14.1		dccf30c38111b8d47dbf486454b46109994b5fb3
org.apache.camel	camel-catalog-maven	3.14.10		e84634e5c343a1326f074a88637183c59c7a9cdd
org.apache.camel	camel-catalog-maven	3.14.2		69863d5216762badde0e0ad8fd8d774fc39c2c4f
org.apache.camel	camel-catalog-maven	3.14.3		b6c39156a8c35a0173b5368478b72440dd1d73e6
org.apache.camel	camel-catalog-maven	3.14.4		af3f5c641710841d1d28605d957ec81c72af59fe
org.apache.camel	camel-catalog-maven	3.14.5		1633f147a7cc8dbc97ebbba1be3732e0de641dd9
org.apache.camel	camel-catalog-maven	3.14.6		0e579f9d408e60b425384a79688af48496398519
org.apache.camel	camel-catalog-maven	3.14.7		2cc3b65271080d5a0f447774b72080cbd1ca67ad
org.apache.camel	camel-catalog-maven	3.14.8		31e91c84415659095787acd1e8d5b79bc4d8e4dc
org.apache.camel	camel-catalog-maven	3.14.9		9df546b4082d975e992ac6ce900d9322f2b88815
org.apache.camel	camel-catalog-maven	3.15.0		603a4673d1af10706f6810b69778d3e0d09865c9
org.apache.camel	camel-catalog-maven	3.16.0		a2ee56bf099ed9fd06984d72d027963da4cbfdd0
org.apache.camel	camel-catalog-maven	3.17.0		b67f8b9175227eb2ce8ab16ad7fe634ccea85daf
org.apache.camel	camel-catalog-maven	3.18.0		3dde2a5725065f986e1595dc21143d593fd347b4
org.apache.camel	camel-catalog-maven	3.18.1		e3bb001329526d99e0d88f7d86035c559b91f4b8
org.apache.camel	camel-catalog-maven	3.18.2		e2615c25a09fe520fcb7639cbe8529cebbe3e5fe
org.apache.camel	camel-catalog-maven	3.18.3		d1db5f0ab52cdbd33642623a651db381f1354901
org.apache.camel	camel-catalog-maven	3.18.4		300889c15ce518e98d737320828aa4b52141bfa0
org.apache.camel	camel-catalog-maven	3.18.5		e29c903c10174b6b3745ba56e3efa2b87b9a2104
org.apache.camel	camel-catalog-maven	3.18.6		28e31f07786535d39108ef7665469bb00f09b5f8
org.apache.camel	camel-catalog-maven	3.18.7		606f6a3113f27f275be47e8c5b571d9c3fc8a2a7
org.apache.camel	camel-catalog-maven	3.18.8		ee1a6402607fc96c1c17a3487baf53f5f943b2cb
org.apache.camel	camel-catalog-maven	3.19.0		1f6bb5b5a95798adcf6b861845f35a147bcfc713
org.apache.camel	camel-catalog-maven	3.2.0		8cfa310cc558a0dc5675ba67915a4f55bbdab39e
org.apache.camel	camel-catalog-maven	3.20.0		41d498cfd3c073385971e55def30bf653c2485ca
org.apache.camel	camel-catalog-maven	3.20.1		d9050b88f7643c0e39ae773cec8014c2b6c35246
org.apache.camel	camel-catalog-maven	3.20.2		a926c3a92ded5cd93ee6d3463e909c1567a033cd
org.apache.camel	camel-catalog-maven	3.20.3		fffd4222f4b8ba749a589770f9ed239a28246022
org.apache.camel	camel-catalog-maven	3.20.4		cc4b9b8f125b6a007ff35123dd8eaafd94996b27
org.apache.camel	camel-catalog-maven	3.20.5		65c67459006b9b5978dcb3b2ed3ccb04a9e655c1
org.apache.camel	camel-catalog-maven	3.20.6		8347bdbf032db5fde37651b265ca27972b23dbef
org.apache.camel	camel-catalog-maven	3.20.7		f979a70d5f76d7ede12a9607524d3f977e29ec0f
org.apache.camel	camel-catalog-maven	3.20.8		2819d4db8e0799e9fed3ee2e881aa2856a4b9fe3
org.apache.camel	camel-catalog-maven	3.20.9		1819bd34f8274a018303d4056e0cb0fe2c95b052
org.apache.camel	camel-catalog-maven	3.21.0		cf70c4645fab03ce7b7b2816fffe85f0364d69f8
org.apache.camel	camel-catalog-maven	3.21.1		ef860c44a99b124449587d9050accf882b3c7cdf
org.apache.camel	camel-catalog-maven	3.21.2		f8391b05549d3099a552ad6a803f29476e0d8925
org.apache.camel	camel-catalog-maven	3.21.3		efd4c568928259cf186583135ae32d0bf459cf1e
org.apache.camel	camel-catalog-maven	3.21.4		cb6a882901b9aa1c5023717cc84f0d912b73994b
org.apache.camel	camel-catalog-maven	3.21.5		2bfd87e6e6fa2a988f34f916d84adf830814419a
org.apache.camel	camel-catalog-maven	3.22.0		58a3978fe97073075e2caebecf497de78fbc56c7
org.apache.camel	camel-catalog-maven	3.22.1		b7a7fcba93c21751bff7ddf40bcba6797ff00329
org.apache.camel	camel-catalog-maven	3.22.2		be75cc6b2cc667457ce1142f390f648101117d18
org.apache.camel	camel-catalog-maven	3.22.3		06ccb9e6e12bb183536ba928521eba91e0d78752
org.apache.camel	camel-catalog-maven	3.22.4		0b6c14d6117947695f29f121d0d6a263dd3290bc
org.apache.camel	camel-catalog-maven	3.3.0		81bf079ef9a642af26e412c65128e5c8d423832b
org.apache.camel	camel-catalog-maven	3.4.0		540f415e10dbbae7892b3e67ad797092e349c03b
org.apache.camel	camel-catalog-maven	3.4.1		484539e7f7356c56afa11e9aa2f57ea82de656e4
org.apache.camel	camel-catalog-maven	3.4.2		130b47e20400303c12fcefbc4cd6f8de3b6b0351
org.apache.camel	camel-catalog-maven	3.4.3		9d1473e574f239e320469ae7332c3046752b1dfd
org.apache.camel	camel-catalog-maven	3.4.4		97b7d02cff15eb11cda000f378450a59e0643d5b
org.apache.camel	camel-catalog-maven	3.4.5		5ad437a6f5cfd733688095c031ed9ef3acb15a2a
org.apache.camel	camel-catalog-maven	3.4.6		03e6f4285e3249ebe8467ae30544e19178376911
org.apache.camel	camel-catalog-maven	3.5.0		67918730d12c7981eadde40498c01e599a110516
org.apache.camel	camel-catalog-maven	3.6.0		68ef8c5bffd544a1471f7581695f86fad47664b2
org.apache.camel	camel-catalog-maven	3.7.0		0c5bd514f22633fc1fe1ef7a02456ea04a1b904b
org.apache.camel	camel-catalog-maven	3.7.1		02abc859234b25fe3bae4a0d8a247ff47dc2e86f
org.apache.camel	camel-catalog-maven	3.7.2		666475ec58ecbb6a370710dae3e5bb1c6615a655
org.apache.camel	camel-catalog-maven	3.7.3		394facbc00de4accdbe4412cacebd34922457c89
org.apache.camel	camel-catalog-maven	3.7.4		0edb90882b072cc1f55ef2fc9f8e1824290c545f
org.apache.camel	camel-catalog-maven	3.7.5		0618631935fca39a4f75ff89983c428e9d23afc3
org.apache.camel	camel-catalog-maven	3.7.6		62da5bd4777ee3d9f677ca50157f49b9890edcaf
org.apache.camel	camel-catalog-maven	3.7.7		a516f57f80656cfb3081e17820e9d629c8044de1
org.apache.camel	camel-catalog-maven	3.8.0		85c3eddab11c2aae553917035bdc3d1acd88d3d3
org.apache.camel	camel-catalog-maven	3.9.0		b530ffc6095db81bbd8333694785bbdc1506fbd1
org.apache.camel	camel-catalog-maven	4.0.0		8d466e5936cc93eade59260b2783a88905e35945
org.apache.camel	camel-catalog-maven	4.0.0-M1		b12b4101f516cb15657c6572864075e4162c7f36
org.apache.camel	camel-catalog-maven	4.0.0-M2		f46773ba33ae54e4f7be8b74f4a48cf36bbc18d8
org.apache.camel	camel-catalog-maven	4.0.0-M3		91fa2931d821f5fe12566b07d7aae5cc5fd0ac2a
org.apache.camel	camel-catalog-maven	4.0.0-RC1		58ce9564d1f2a067b6961f523f3a59d7cbbb3a7a
org.apache.camel	camel-catalog-maven	4.0.0-RC2		8cf205ed6e1463687dc15c5012cd0f8d81f15032
org.apache.camel	camel-catalog-maven	4.0.1		da7b0d38067aecc18ae0aa40bc656ef5328e7033
org.apache.camel	camel-catalog-maven	4.0.2		69b71dd186748777d03feef9f318ee285bd1e345
org.apache.camel	camel-catalog-maven	4.0.3		1be502e0ad5f4fa5e063597f8d80273ef370c53e
org.apache.camel	camel-catalog-maven	4.0.4		13d0a05620138ed69eea18fdaca5c592ab2afe58
org.apache.camel	camel-catalog-maven	4.0.5		4d20a8a691aaafc5eebd76d2e28ff40afc436473
org.apache.camel	camel-catalog-maven	4.0.6		69929cb97d2895e6df3b5b6ee9826ee0bf7a5fb6
org.apache.camel	camel-catalog-maven	4.1.0		188fd50637cac6b22eb1b0b6c8eac5fc13c2ce85
org.apache.camel	camel-catalog-maven	4.10.0		9f8b35f16c93b8489fe3fd4d94418a88023ca1ea
org.apache.camel	camel-catalog-maven	4.10.1		9453dbb02fc57356210a1cb1c9053eaad8d2ce79
org.apache.camel	camel-catalog-maven	4.10.2		c82b3059ceabf7e3022536c1ffd62a74ab91336d
org.apache.camel	camel-catalog-maven	4.10.3		ff85e63033ff60e3215e2e562e92c32de6240789
org.apache.camel	camel-catalog-maven	4.10.4		650aa8b5e096954fdd5ac08db9784b60127aab4b
org.apache.camel	camel-catalog-maven	4.11.0		b7397f367284271c7f974dc63409c08be3f47e39
org.apache.camel	camel-catalog-maven	4.2.0		ee41835ca445c1c19f4c8f0c287c7b4aeb57a19e
org.apache.camel	camel-catalog-maven	4.3.0		9bab6552cfbea0907d96b3ba6568f270abc4f501
org.apache.camel	camel-catalog-maven	4.4.0		16ffcbd5c88143fda6d218bf0c92d74783bacdc3
org.apache.camel	camel-catalog-maven	4.4.1		5ebd7a73f9750b4f3e6a6dc86adf14ad92122b4d
org.apache.camel	camel-catalog-maven	4.4.2		80a2ff913023b1e6d65989b547b5383140ce478c
org.apache.camel	camel-catalog-maven	4.4.3		9faed326260be2aba821e8c4fc3054c34b9a0429
org.apache.camel	camel-catalog-maven	4.4.4		9e0698878a6ff60bbf0d498be8cab435f162b4dd
