au.com.dius	core	4.0.0-beta.0		22375fc9c9508bebc0be7119ce3996b3c8a859af
dev.zio	zio-aws-redshiftserverless_2.12	7.31.20.1		a84e8ee3dc5093affeea1e0179d025f24a9c198f
dev.zio	zio-aws-redshiftserverless_2.12	7.31.21.1		5648fbba2dc37b4d58d5660fb982a876ef1cfbcd
dev.zio	zio-aws-redshiftserverless_2.12	7.31.22.1		0d2b725323c67f395c312fa85ce8fb3abcb72991
dev.zio	zio-aws-redshiftserverless_2.12	7.31.22.2		f414387e73eb569254232e3651e54fc26e04395d
dev.zio	zio-aws-redshiftserverless_2.12	7.31.24.1		800a9a990646ee11a8994a55a038c2da5970c0b8
dev.zio	zio-aws-redshiftserverless_2.12	7.31.25.1		063c92ee7e1979fce940ecbfb4538d3e08e39146
dev.zio	zio-aws-redshiftserverless_2.12	7.31.26.1		eff73c6ef0bac1e8bed58e4ee4d2053fca2f8516
dev.zio	zio-aws-redshiftserverless_2.12	7.31.26.2		68c34cd1b17033b42a54091c1235915a427ca09a
dev.zio	zio-aws-redshiftserverless_2.12	7.31.27.1		24356057fde4d4efca83fb318eee7bbacb72a9e3
dev.zio	zio-aws-redshiftserverless_2.12	7.31.28.1		ffbb812ec12249a18e42ecb39bdfd6a337e45ea2
dev.zio	zio-aws-redshiftserverless_2.12	7.31.3.1		cb5d8cafd31f66ccb8c8d8ec9c398f3dc9160d3b
dev.zio	zio-aws-redshiftserverless_2.12	7.31.30.1		8265614a260e2978ba268e8906ae9b8c8b517972
dev.zio	zio-aws-redshiftserverless_2.12	7.31.4.1		f1afca2a58be3876321ecc1a8a437224b1a699fe
dev.zio	zio-aws-redshiftserverless_2.12	7.31.6.1		0322668cd9ea8ea885dd07066ea9fdc4da3e69d7
dev.zio	zio-aws-redshiftserverless_2.12	7.31.6.2		729b9ec6b4cd7b5d11cf7a79b37a505329887c5b
dev.zio	zio-aws-redshiftserverless_2.12	7.31.6.3		ab0db0ccfc94bef295bcfbc4d54b68b964efba39
dev.zio	zio-aws-redshiftserverless_2.12	7.31.7.1		c562c8e5aa80b82fcc1c40e7fd24b5d8da65cfd6
dev.zio	zio-aws-redshiftserverless_2.12	7.31.8.1		3ab4c39a3cc219e276d58f8331f3ca31f0e5aa90
dev.zio	zio-aws-redshiftserverless_2.12	7.31.9.1		baa5b05908c40bac1a33387a9fd407229e0a63dd
io.airbrake	airbrake-java	2.2.0		459d3a3b4e34242fdeaf7f1e5d4658d7ded1f507
io.airbrake	airbrake-java	2.2.2		6cb847ca75fd1cea74c326eb24a95acb14f0ee74
io.airbrake	airbrake-java	2.2.3		e89da47d0818daa167c3392b347ef169faf158ce
io.airbrake	airbrake-java	2.2.6		e4b779b3c33cecb2aa7f18ec16a2f72c6d0ee12e
io.airbrake	airbrake-java	2.2.7		757e50d44007767489a9a3fb0d3735f1068d167b
io.airbrake	airbrake-java	2.2.8		7e781a81adf5f4d0a8bd478ac1798b8e641e90d7
io.buildo	java-time-circe-codecs_2.13	0.2.0		d1e15e58c5b2ec984f5ce108caacd9cbf0587d45
io.cloudsoft.jclouds	jclouds-allloadbalancer	1.7.2-ea-brooklyn.1		962ee427c429cdbf065e31a0effdce4aa6fb32a8
io.cloudsoft.jclouds	jclouds-allloadbalancer	1.7.2-ea-brooklyn.2		6ea65eecf934a86393a93ad272562d04b0c5ebee
io.cloudsoft.jclouds	jclouds-allloadbalancer	1.7.2-ea-brooklyn.3		bc3919ee8012a881b52ed8c862e9d5b467ec0e81
io.cloudsoft.jclouds	jclouds-allloadbalancer	1.7.2-ea-brooklyn.4		740ae742bed6fc7ddef4d4dc5c76cc981659e22e
io.cloudsoft.jclouds	jclouds-allloadbalancer	1.7.2-ea-brooklyn.5		fdb9b324425f1740e139288c6a291c2cde28b354
io.cloudsoft.jclouds	jclouds-allloadbalancer	1.7.4-ea-brooklyn.1		0f1c88c2ab5872e213543695e4510a2e24723330
io.github.dineshsolanki	multi-tenant-mongo-spring-boot-starter	1.0.0		490d627422df5b8387da465fcc0a16075f3ce4db
io.github.itzephir	result-js	1.0.0		N/A
io.github.nurislom373	spring-boot-fluent-postgresql	1.2.0		5fcf6eefcd610d48c338a2a1104288a75485cf3a
io.github.nurislom373	spring-boot-fluent-postgresql	1.2.1		e7d448483d9436fed7dfe5706bb517dbf8a1e117
io.github.nurislom373	spring-boot-fluent-postgresql	1.2.2		2e54a0957efd0b9d2ae492af75eb8f18029e478a
io.github.nurture-farm	infra	1.0.0		76967da7387bdab1945bc57bf9ba435f46c54d7d
io.github.scala-loci	scala-loci-communicator-ws-webnative_2.11	0.5.0		8adac0e6de8fcbf87990b79a1907b6f8ee9c6838
io.github.soupedog	hygge-web-toolkit	0.0.1		b32574b8e243fdd7d2ddc06909b170986fd3fd39
io.github.soupedog	hygge-web-toolkit	0.0.10		9074fe4606f3c2545f19f96b55dba547c38cc0ed
io.github.soupedog	hygge-web-toolkit	0.0.11		b82138a0d54c68ed72623288b092b1fe2f4d4c05
io.github.soupedog	hygge-web-toolkit	0.0.12		578979fbe9b20f1b37df7bdd1f95b81360bb817c
io.github.soupedog	hygge-web-toolkit	0.0.13		0e51465031eaec4cfef6e47a830f678975680aac
io.github.soupedog	hygge-web-toolkit	0.0.14		6b50c6a231a464163ede04863a4e4151d0b940ea
io.github.soupedog	hygge-web-toolkit	0.0.14-SNAPSHOT-1		1d0e7a5846c2e4317106fbe7ae91444365bbf65b
io.github.soupedog	hygge-web-toolkit	0.0.15		fa851be81b17d007718cd30f9a201dc093eca9a7
io.github.soupedog	hygge-web-toolkit	0.0.16		4f65c7428ace04a9ef1ce17029bf03a340b046c9
io.github.soupedog	hygge-web-toolkit	0.0.17		583a930111630216410c3797edc174e8b3c7d3ad
io.github.soupedog	hygge-web-toolkit	0.0.18		ff551b87721bd62ffa4cfb98d05effc95331f019
io.github.soupedog	hygge-web-toolkit	0.0.19		edddf2cf8ac659504fc72aa641f3683fb2b720b3
io.github.soupedog	hygge-web-toolkit	0.0.2		74e085a3026854b8cf2c5d68ecb0f12968186b62
io.github.soupedog	hygge-web-toolkit	0.0.3		07b7126e0295cbb7c956483a7e0dab5d14fa317b
io.github.soupedog	hygge-web-toolkit	0.0.4		a3091fa55321ff801385276234cdbcefdb6b342c
io.github.soupedog	hygge-web-toolkit	0.0.5		67011a30125af8d025685296aa32f68b3debbcf5
io.github.soupedog	hygge-web-toolkit	0.0.6		d51f208767dea053a6562f2dadc64f6af3960d2a
io.github.soupedog	hygge-web-toolkit	0.0.7		95be7a91682882fb20ef39c1c6d571e30c375db4
io.github.soupedog	hygge-web-toolkit	0.0.8		74fc0700dca036417862cdff6a0e7f648ef9e828
io.github.soupedog	hygge-web-toolkit	0.0.9		70516595c6e6ccb072c2de9263087c7764a8c448
io.github.x-horizon	tool-thread-pool-config-nacos	1.0		1f2806fe6fe25b4403067372f771033d6513ffa8
io.gravitee.reporter	gravitee-reporter-tcp	1.0.0		8252e0ce589eb3aa35f9ad61a867c403be8ba76d
io.gravitee.reporter	gravitee-reporter-tcp	1.1.0		cec28096f106d26b4a6f073f9c5774729602c199
io.gravitee.reporter	gravitee-reporter-tcp	1.1.1		d18fda7723fa830d6b1d917ecc95584a9be65d92
io.gravitee.reporter	gravitee-reporter-tcp	1.1.2		6df47a2ada2754b9242c373d1df688db28f3de1c
io.gravitee.reporter	gravitee-reporter-tcp	1.1.3		deebfe53fdd6d833a44392c16ade0713f28954d6
io.gravitee.reporter	gravitee-reporter-tcp	1.2.0		f82aaad1ef76c7317e1f46318087cd024ea4a8ab
io.gravitee.reporter	gravitee-reporter-tcp	1.2.1		0b7c803021c460f71f25ffd3bfe35ac94c4b96df
io.gravitee.reporter	gravitee-reporter-tcp	1.2.2		a168e9053e8a4293e57dbc9c70e44d8886d0b7ed
io.gravitee.reporter	gravitee-reporter-tcp	1.3.0		e7a9900cca2ba857ce4a25de7294ae08592ca569
io.gravitee.reporter	gravitee-reporter-tcp	1.3.1		9f73e5217f6cad7f3783555b2c568bfd35b506d1
io.gravitee.reporter	gravitee-reporter-tcp	1.3.2		706f66a7f65dd8116bd67006c78741a44eef0655
io.gravitee.reporter	gravitee-reporter-tcp	1.3.3		74ea69092956c7ffc28ba553cb8ff4ef9acfa6ee
io.gravitee.reporter	gravitee-reporter-tcp	1.4.0		248a283b8a320ca21b081461b9bee3c2c316364b
io.gravitee.reporter	gravitee-reporter-tcp	1.4.1		5107c5e14405e0b75e726e2cd9273736346dfda3
io.gravitee.reporter	gravitee-reporter-tcp	1.4.2		3b662ac2cdeac8c509f2908f636805f1b88d450b
io.gravitee.reporter	gravitee-reporter-tcp	1.4.3		ac7f475a520300c2743ebe3c6422f2db3c34f0d2
io.gravitee.reporter	gravitee-reporter-tcp	1.4.4		73f7066bc36912ad6c443975fea77ecda41fe863
io.gravitee.reporter	gravitee-reporter-tcp	1.4.5		177a37c7bede97fa128ce374ad491f3665c67794
io.gravitee.reporter	gravitee-reporter-tcp	1.4.6		43261359ec7405ec8242b25846e92ab5e9449a62
io.laminext	validation-core_sjs1_3.0.0-RC2	0.13.0-M1		263c6dafd6a7e659f13797d4a2f8a719991a152e
io.laminext	validation-core_sjs1_3.0.0-RC2	0.13.0-M2		103d4629394fd9bdbab6f90c0d9209fd6e06ca5f
io.leopard	nobug-parent	0.9.10		N/A
io.leopard	nobug-parent	0.9.11		N/A
io.leopard	nobug-parent	0.9.12		N/A
io.leopard	nobug-parent	0.9.4		N/A
io.leopard	nobug-parent	0.9.6		N/A
io.leopard	nobug-parent	0.9.8		N/A
io.nemesis.platform.module.security	security	2.3.19.RELEASE		N/A
io.nemesis.platform.module.security	security	2.3.20.RELEASE		N/A
io.opengemini	opengemini-client-reactor	0.0.1		0f87ae0e32032e5d994f5699d13c91dde3ba0487
io.opengemini	opengemini-client-reactor	0.1.0		9f66133ba0f954bfae23f510933f9c5e773fb560
io.opengemini	opengemini-client-reactor	0.2.0		3f4c534511165884efbd498ab5e20ff00c57c812
io.opengemini	opengemini-client-reactor	0.3.0		8de99de0affc9738d3fe51ae2441085d1c7450e0
io.opengemini	opengemini-client-reactor	0.3.1		fbaa96f602265169da4a532b4475f13cf1eb87ac
io.opengemini	opengemini-client-reactor	0.3.2		dca34abe30e0e1d2d1b4d9192b9f4d3877ce52a6
io.opengemini	opengemini-client-reactor	0.3.3		e4486d538e81a72bbd4341fd49db3cccd600f8fd
io.pixeloutlaw.worldguard	adapter-api	3.3.3		2da5cc14bc3c95fcd25fefb09ca3a7109e6862dc
io.pixeloutlaw.worldguard	adapter-api	3.3.4		c8a766e8e439c7591f68363a26efdb329cc5bacc
io.pixeloutlaw.worldguard	adapter-api	3.3.5		7f79e0ca8e44a3328495ad73f995e34888d40d05
io.pixeloutlaw.worldguard	adapter-api	3.3.6		6c2a13f61585e5d5df016dbb53f8ec4c7065cb58
io.pixeloutlaw.worldguard	adapter-api	3.3.7		0fde50bd39496bc763ddce758ed622ecc42bda79
io.pixeloutlaw.worldguard	adapter-api	3.4.1		fa1fe66afff8b693ff526a66bed90b0d86596073
io.pixeloutlaw.worldguard	adapter-api	3.4.3		e4da01a5b81df214f6c4315afaa821e885edf5d7
io.pixeloutlaw.worldguard	adapter-api	3.4.4		fdf9031d3d267c69a1fbf4289bc9f7d0a45fe87e
io.pixeloutlaw.worldguard	adapter-api	4.0.0		92b843c04957e1b842b8279a48d7d192dc55d5f4
io.pixeloutlaw.worldguard	adapter-api	5.0.0		06203f6d5b95c8453b62c0ad8b48255764e52517
io.scalaland	ocdquery-core_2.12	0.1.0		2cdc46714fbb4ce7fbccd74aa8cf565803dbf742
io.scalaland	ocdquery-core_2.12	0.2.0		4de78f79b87e4a1501d525a4651bd1e63dbe6ba0
io.scalaland	ocdquery-core_2.12	0.3.0		c16fc73d95b8c259bfd7f365daaab0274c46d189
io.scalaland	ocdquery-core_2.12	0.4.0		8ac0a5b5d6e7b3053c0efb9116bcbd4b604d03d5
io.scalaland	ocdquery-core_2.12	0.4.1		d3ad12b0827df7eb040fd761d3f017d0343b9fbf
io.scalaland	ocdquery-core_2.12	0.5.0		5a6bfecc6355d0ef0cbaf417968e43422feb6de9
it.tidalwave.bluemarine2.testsets	musicbrainz-cache-iTunes-fg-20160504-1	20170107_2230		N/A
it.tidalwave.bluemarine2.testsets	musicbrainz-cache-iTunes-fg-20160504-1	20170108_1630		N/A
it.tidalwave.bluemarine2.testsets	musicbrainz-cache-iTunes-fg-20160504-1	20170114_1620		N/A
it.tidalwave.bluemarine2.testsets	musicbrainz-cache-iTunes-fg-20160504-1	20170115_2115		N/A
it.tidalwave.bluemarine2.testsets	musicbrainz-cache-iTunes-fg-20160504-1	20170116_1230		N/A
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.0.0		N/A
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.0.0	metadata	d63940bf038392a3fe959019b21034cf2112c01d
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.0.0-M5		N/A
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.0.0-M5	metadata	92b1edd3aa26bb2724469eacb8a543c5d8321ebd
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.0.0-M6		N/A
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.0.0-M6	metadata	14dea73f75001094f86f083a9f139e8cf0276b97
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.0.0-RC		N/A
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.0.0-RC	metadata	7e985d2dbd9505174c936c50228ab087704e668b
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.0.0-RC.2		N/A
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.0.0-RC.2	metadata	fc473e552b55f98f154f9c81ad7f81d1a7e9c2a9
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.0.0-RC.3		N/A
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.0.0-RC.3	metadata	fe147b655d45e32bc1b7f1610a8ce656fe0b1967
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.1.0		N/A
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.1.0	metadata	ee822ecd0ae5452991edb7d6d5f16da50ad60b4d
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.2.0		N/A
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.2.0	metadata	8fdcb2bdf8935738578c4fe167c128a4d4dae3d3
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.3.0		N/A
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.3.0	metadata	222b4099dd40069b1dbdc00762584b1d74ec4a00
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.3.0-beta1		N/A
love.forte.simbot.util	simbot-util-stage-loop-watchosarm64	3.3.0-beta1	metadata	a42da353f2b84c39c1658851c0feee669995fbe1
maven	maven-xdoc-plugin	1.0		b18f41b9a475621d95ae0bbbc1106829a0b45605
maven	maven-xdoc-plugin	1.10		1f1d26bad303325f16cdb4159b0eca2592d4b788
maven	maven-xdoc-plugin	1.10.1		039d5bb8ce7b2d50a4bb5008b0a1d3be02d61cb4
maven	maven-xdoc-plugin	1.5		937251017f8661449d20c17da5763578d177d458
maven	maven-xdoc-plugin	1.6		0c24baca1c4ca614611beebee25684f863f15e8c
maven	maven-xdoc-plugin	1.7		131bccb79ebdd4ff1c9634ad3c9f53e2eb27ce12
maven	maven-xdoc-plugin	1.7.1		6e453998c69635cdd2e37b612ccf569d2a6ed78b
maven	maven-xdoc-plugin	1.7.2		8ca89445b66af5dc37646b078a072453012db310
maven	maven-xdoc-plugin	1.8		d827f99107f9b6a6a7aa2899b6b329d6d9eb01be
maven	maven-xdoc-plugin	1.9		b5bf3824d99afe6512abba7896b2651747f1b7e5
maven	maven-xdoc-plugin	1.9.1		7daec32ee20e5b3912fb47364f4848d277525973
maven	maven-xdoc-plugin	1.9.2		0d675cf287195869639af36a242867233f17a822
net.aethersanctum.lilrest	lilrest-server	0.1.0		8af8e69dde48dcb3b15cd85d2d39d11d5b92556b
net.aethersanctum.lilrest	lilrest-server	0.1.2		89d7109316b2c6baa1392ceb34516f8266492353
net.aethersanctum.lilrest	lilrest-server	0.1.3		6fc222cfd54a7d7d9801919b5f18cf1b7e281bec
net.aethersanctum.lilrest	lilrest-server	0.1.4		7c6f143bcd4867de93ee2f3477e3ae1a655174db
net.unicon.cas	cas-addon-hazelcast-ticket-registry	1.0.0-GA		1279d62cc1ca71f0db6efe956be8d84e8085e4a1
net.unicon.cas	cas-addon-hazelcast-ticket-registry	1.0.0-M2		e4df36bdef5963d8c58883a67f6cfefca59e7fb8
net.unicon.cas	cas-addon-hazelcast-ticket-registry	1.0.0-RC1		84e857a6ff01d4a91301ae044394d03aeb20388f
net.unicon.cas	cas-addon-hazelcast-ticket-registry	1.1.0-GA		d6911e509b6bb77c7ba8c6bd2e51333a2dda529d
org.apache.camel	camel-olingo4-starter	2.19.0		73efe159f72673d1e2c2f80b1793ee80c7bc1b33
org.apache.camel	camel-olingo4-starter	2.19.1		c05268f9533f4407dcbc19c028403df819779833
org.apache.camel	camel-olingo4-starter	2.19.2		246af1d50ec922f2543ab45d7f1a59ec19ee398e
org.apache.camel	camel-olingo4-starter	2.19.3		4386eb0b8642d2115550757614adea4ed9609c14
org.apache.camel	camel-olingo4-starter	2.19.4		910190ca8088eada88e5af46ab93c5ce04c62c88
org.apache.camel	camel-olingo4-starter	2.19.5		f2610a4682872fa9a4d7a2766ed7e9970a8c3f72
org.apache.camel	camel-olingo4-starter	2.20.0		e72d3df90833d524853457bd649e1201851e7c2f
org.apache.camel	camel-olingo4-starter	2.20.1		34f5bc7411d3a6261e7295ba96f5915484a4dcac
org.apache.camel	camel-olingo4-starter	2.20.2		80b9fd9e5d5318123f5d23d3d512582d6053c46d
org.apache.camel	camel-olingo4-starter	2.20.3		1c55e9ed2c415f569ec7dc97163fe3157905b722
org.apache.camel	camel-olingo4-starter	2.20.4		fa1621586a3f0423ebd5417cb19acee1540aef92
org.apache.camel	camel-olingo4-starter	2.21.0		b5ae2d25adad9b8134bc3112e7cbdb8726bfe29b
org.apache.camel	camel-olingo4-starter	2.21.1		5c244320740d9a33df6dc4e225b9f3e808e5f9dd
org.apache.camel	camel-olingo4-starter	2.21.2		035c088fc4753294a32a9b40376d2ae14f76439c
org.apache.camel	camel-olingo4-starter	2.21.3		071c55b58137839e8ab5a2dec69a05e3e5761b72
org.apache.camel	camel-olingo4-starter	2.21.4		bffa0db395b2f22499c9249958bcdb27f7c4d76e
org.apache.camel	camel-olingo4-starter	2.21.5		78b22bf7db4c14933641ef5de843031e97c9d3a5
org.apache.camel	camel-olingo4-starter	2.22.0		2a6db9bc7e7c8aa022b0d99b2d2810507781b206
org.apache.camel	camel-olingo4-starter	2.22.1		2b2c083b9473566ce33eae0d1a2a5056b4612bea
org.apache.camel	camel-olingo4-starter	2.22.2		8f1a532f03b6c26b6250f08553a3cc5bb1c5c383
org.apache.camel	camel-olingo4-starter	2.22.3		8cd83257491649a8057228138ca14c2507dd7a72
org.apache.camel	camel-olingo4-starter	2.22.4		f7781f6921ec7a1f06fa8066c3ee4491ca1ab18c
org.apache.camel	camel-olingo4-starter	2.22.5		4d1c195c04bfa5a10dcee23e9abb802ec8fbd8a8
org.apache.camel	camel-olingo4-starter	2.23.0		d86892b439dce2cb169ceacd321a53b17d7af511
org.apache.camel	camel-olingo4-starter	2.23.1		b517b224d2b77f5d95d9b793432333adebc207b4
org.apache.camel	camel-olingo4-starter	2.23.2		e6321d76324040224d509b41ee24d2b4ea6519d8
org.apache.camel	camel-olingo4-starter	2.23.3		6c1462d9bb06ad696c497442bc307b6fef324940
org.apache.camel	camel-olingo4-starter	2.23.4		56ad6620596ea8fd206c102751483e6f39223af9
org.apache.camel	camel-olingo4-starter	2.24.0		9d7513011e068d1131921fe5708a9c0910665fd5
org.apache.camel	camel-olingo4-starter	2.24.1		ae66a5b54d0bed52995e7417db44efdecf202274
org.apache.camel	camel-olingo4-starter	2.24.2		7036e7c447919c657f3d343d13b0960b93401a9b
org.apache.camel	camel-olingo4-starter	2.24.3		b32fd45adf4b265fe8df4df37376eaf2bfdca71a
org.apache.camel	camel-olingo4-starter	2.25.0		9b7fe1d6f985b1a079032d8de4811b25664c7ab0
org.apache.camel	camel-olingo4-starter	2.25.1		ec42b1a2dc21fd0ef7a78899c65c1a4dac764d7c
org.apache.camel	camel-olingo4-starter	2.25.2		5b42b7dda2619429324bb741b4f2b3a73f2b9356
org.apache.camel	camel-olingo4-starter	2.25.3		7b1040d01cad1609565794db5038b4509ad5590b
org.apache.camel	camel-olingo4-starter	2.25.4		ce9c4a8a01255e4c8e31afc171bfa764eee4e42d
org.apache.camel	camel-olingo4-starter	3.0.0-M1		8e4405447ef6ce2e2c4e63d344e8afabc84c253e
org.apache.camel	camel-olingo4-starter	3.0.0-M2		ec15b4c70ae7d1dc080cb79992e8e4a7890eca58
org.apache.camel	camel-olingo4-starter	3.0.0-M3		6fdfecbb1c05f6e5454fd449e303b224497603d2
org.apache.camel	camel-olingo4-starter	3.0.0-M4		d6a4ccf93f7038bcd3b93ac4c9c026378b286f3d
org.apache.camel	camel-olingo4-starter	3.0.0-RC1		c3cd16322d476ef72092c993d99f6f0c097fcc3a
org.apache.camel	camel-olingo4-starter	3.0.0-RC2		55b37023f461367100930bf5774ad7b0694d77fe
org.apache.camel	camel-olingo4-starter	3.0.0-RC3		588f849734e8724c33fd610666b99ab762cc5ed5
org.apache.camel	camel-zookeeper-starter	2.18.0		2556e1b06a23ef406b284d362cf2b2eeaf46e771
org.apache.camel	camel-zookeeper-starter	2.18.1		cb5b2bdfc8820438e177f0a30071e4e8f9190fc4
org.apache.camel	camel-zookeeper-starter	2.18.2		5c17b37829ebf20b9093e0d9bce5d30837a51755
org.apache.camel	camel-zookeeper-starter	2.18.3		6e646bec3ceab0981c3464a1d95995df19edca4c
org.apache.camel	camel-zookeeper-starter	2.18.4		4a3729f63a176d1080a435e4b285efb286713120
org.apache.camel	camel-zookeeper-starter	2.18.5		7c015fdd26a3066cef3ac3687ced0d925995c329
org.apache.camel	camel-zookeeper-starter	2.19.0		91f67e367c74588828a395f2cc446b1db9e04d07
org.apache.camel	camel-zookeeper-starter	2.19.1		89b799b74dabc5d2d82bb7eb1377c920285586d8
org.apache.camel	camel-zookeeper-starter	2.19.2		f5b89edb60c003bb59dfc450e74d8c70ee155a1f
org.apache.camel	camel-zookeeper-starter	2.19.3		921ad61a65484fa8005341f46a8dacf44c05aa54
org.apache.camel	camel-zookeeper-starter	2.19.4		c1fb825bb13223b7bc36f03405635244161f506d
org.apache.camel	camel-zookeeper-starter	2.19.5		c4502a59739e9f2bd16da8a6be0a6fbf39d5a6c9
org.apache.camel	camel-zookeeper-starter	2.20.0		58ae0b877fa08272924c62113dd398b7be38cc97
org.apache.camel	camel-zookeeper-starter	2.20.1		b702321975729a22b6b66969dbab37fa2e1b034a
org.apache.camel	camel-zookeeper-starter	2.20.2		fe04e3b361d8fe002cab9bfcf8138cee17f27009
org.apache.camel	camel-zookeeper-starter	2.20.3		746feb9175faab64cf27182e03e9566cace9a8a9
org.apache.camel	camel-zookeeper-starter	2.20.4		8331b4d30e7d6802a2b70534672e8650b2a34c80
org.apache.camel	camel-zookeeper-starter	2.21.0		13988921646c509b170275247104c07b57bc13d5
org.apache.camel	camel-zookeeper-starter	2.21.1		63b2b7c812fb32c424324c88c22e784a629a1640
org.apache.camel	camel-zookeeper-starter	2.21.2		a0330032a186deabeb083927f95e8613141cf18b
org.apache.camel	camel-zookeeper-starter	2.21.3		216f6df3fcc45ef9edd2b7be4127c48363c4ab12
org.apache.camel	camel-zookeeper-starter	2.21.4		1a1642fbb3bbd054fc77730b569284a3354f984b
org.apache.camel	camel-zookeeper-starter	2.21.5		4e6838fc99b3e13bdf551af21b2697eb440ec06d
org.apache.camel	camel-zookeeper-starter	2.22.0		5cc3735b23e4585c80b73bff14115670978d9329
org.apache.camel	camel-zookeeper-starter	2.22.1		536394af1174139c2f3539e4753e9802dcefbfa5
org.apache.camel	camel-zookeeper-starter	2.22.2		abbbdd00af5e3c24ccfd00346fcaf4911e25cfbb
org.apache.camel	camel-zookeeper-starter	2.22.3		d3e2af6904a89432b5a414f8d61352f55e747197
org.apache.camel	camel-zookeeper-starter	2.22.4		2a67eaa13d859fd11afa0838bdf92dfc86881652
org.apache.camel	camel-zookeeper-starter	2.22.5		ab4bd3fa47a2bd8fae43695564f2acfe508e03e6
org.apache.camel	camel-zookeeper-starter	2.23.0		69e6c65c9310e80ef67a2e8e7173ba5e88a5a2ab
org.apache.camel	camel-zookeeper-starter	2.23.1		2c8e4aef7b106ff1e852b047fd3facd858babf45
org.apache.camel	camel-zookeeper-starter	2.23.2		e230d811b481859f48f91bdd3db4ee6eae63c317
org.apache.camel	camel-zookeeper-starter	2.23.3		5fe4c148d61a81e0bd0d0f03f6a7e3855d4e1ffd
org.apache.camel	camel-zookeeper-starter	2.23.4		77ad44e2a02542bff9f31cdfbd9ff6496b2f539f
org.apache.camel	camel-zookeeper-starter	2.24.0		0cad1b10596058f12358dbc1217f79a35df7f367
org.apache.camel	camel-zookeeper-starter	2.24.1		77d9d57a628b31036c5e520e1eebd076f68e73a9
org.apache.camel	camel-zookeeper-starter	2.24.2		696900b89d468a9c39ef8a880855aa24110506c8
org.apache.camel	camel-zookeeper-starter	2.24.3		5e12e31e260edded27b6d3d159e1751d028725b5
org.apache.camel	camel-zookeeper-starter	2.25.0		cde67ee2d25816955f778acdd030560a86c11b33
org.apache.camel	camel-zookeeper-starter	2.25.1		7ad4e4cb68754bf0df633741a611b4453b872086
org.apache.camel	camel-zookeeper-starter	2.25.2		d804d5ca52c150456cb6c52c4b5777ea183ad72a
org.apache.camel	camel-zookeeper-starter	2.25.3		50bac087c88cc3a6c2e9ec2d765ee5d83866ca19
org.apache.camel	camel-zookeeper-starter	2.25.4		23f306e2dc741ebfa4037bdcb5e2fea3754cb509
org.apache.camel	camel-zookeeper-starter	3.0.0-M1		e9479909df0483b6edc4bf74bc2bf5f1249c59ce
org.apache.camel	camel-zookeeper-starter	3.0.0-M2		a19ba7e56f5582a0442766f7abaee6e56a6a7646
org.apache.camel	camel-zookeeper-starter	3.0.0-M3		31fcc81baaf1434e658b56da5574feb0fed8f8c9
org.apache.camel	camel-zookeeper-starter	3.0.0-M4		12045d86eb2ac7929ffcba30f3dcb2a2a21da4bf
org.apache.camel	camel-zookeeper-starter	3.0.0-RC1		6bb50cfdfc990c67d90751a4f4882c4a9920a531
org.apache.camel	camel-zookeeper-starter	3.0.0-RC2		dfbe877f905c91f2edaf263a335fef6722e59a35
org.apache.camel	camel-zookeeper-starter	3.0.0-RC3		b23191bfb0121d7a91d5513fab8bbab7751f81a5
org.apache.cocoon.sample	cocoon-sample	3.0.0-alpha-1		67a36315f78363bdcd7b5cc36a926ef4abb9044b
org.apache.cocoon.sample	cocoon-sample	3.0.0-alpha-2		0fb805ef8c1d3b037133055c4a11b70d9cbac2d0
org.apache.cocoon.sample	cocoon-sample	3.0.0-alpha-3		607fc39601a2403d4a41007256b318e65a616ad8
org.apache.commons	commons-jcs-core	2.0		a7f4439ef2442bfa16164691a6f0e8a693980bc3
org.apache.commons	commons-jcs-core	2.0-beta-1		52ffb283e276021bc26e863e674ee0d81060f333
org.apache.commons	commons-jcs-core	2.0-beta-2		9f4d550eba054cd65c768212c7c6c1ffb86cd77b
org.apache.commons	commons-jcs-core	2.1		7bbe145cffd282d13b80cebf0afe77a952f50ae9
org.apache.commons	commons-jcs-core	2.2		cdc299ec49911bd563870ee41e5d17cadb76c746
