cc.xbyter.cloud	xbyter-dependencies	0.0.1		N/A
org.webjars.bower	angular-touch	1.7.0		fd580305a0a459e0a5cd47fe7be48b282942a66c
org.webjars.bower	angular-touch	1.7.3		e9645ef215eeda171408f32b11435d2516cdeb23
org.webjars.bower	angular-touch	1.7.5		dd6c285b7330a6948b0b57888ef420f3cf9afcc9
org.webjars.bower	angular-touch	1.7.7		d5e369a71d9745747e35770793e76f298cdc368b
org.webjars.bower	angular-touch	1.7.8		5f7e48be0660588c6a73e065a37dcd0eaf65579c
org.webjars.bower	angular-touch	1.8.2		200e696574c437f10acc1cb42cb47c54c2ea6628
org.webjars.bowergithub.datatables	dist-datatables-rowgroup	1.0.4		d39cb20ad2a04e58ae6095d168a96bd58118a416
org.webjars.bowergithub.datatables	dist-datatables-rowgroup	1.1.0		14ab7323041c196b88eb73b062b5b55a2ed23c20
org.webjars.bowergithub.datatables	dist-datatables-rowgroup	1.1.1		b9291e6ab5dd8f5510e67092197e2a33f2589aa9
org.webjars.bowergithub.datatables	dist-datatables-rowgroup	1.1.3		f3ee25dd11a1970851acb28ce0df015ae56084dc
org.webjars.bowergithub.datatables	dist-datatables-rowgroup	1.1.4		718ba7d220bc28e5b1386a3b2bfa67913a8de748
org.wso2.carbon.identity	identity-user-ws	5.1.0		N/A
org.wso2.carbon.identity	identity-user-ws	5.1.1		N/A
org.wso2.carbon.identity	identity-user-ws	5.1.2		N/A
pro.fessional.wings	faceless	3.2.100		00168d41ff377448c59a28b08559479d7289eb20
pro.fessional.wings	faceless	3.2.101		e9cd20a09459f372f15a9e31f1376093d5882779
pro.fessional.wings	faceless	3.2.110		f60f1b312c90b5890909928ab47e2c10eca4a671
pro.fessional.wings	faceless	3.2.120		2ecbcd81197bf4d9ceb991e537ad487a1eecffab
pro.fessional.wings	faceless	3.2.130		dcd9f883d39bc6171ef38a5e34c89b310d034c6b
pro.fessional.wings	faceless	3.3.140		53fa86516a51a63797e8378312cf014c55e7fb48
ru.testit	jbehave-reporter-junitxml	0.1.0		32891c27ca136106d339e3a9a4fc8bfa6ea8d941
