app.summation.android	android-client	1.0		dc884fb9892f5da325b9374ee24cae05f9ed1169
dev.zio	zio-aws-iotjobsdataplane_3	7.31.28.1		132bfc3d6de559831fbcac5063887e8de62d235b
dev.zio	zio-aws-iotjobsdataplane_3	7.31.3.1		b960acfac2a521c3f716b3d4a2de9e3cf11d7b17
dev.zio	zio-aws-iotjobsdataplane_3	7.31.30.1		dbd9e9679053ecf9e586d7ae6e22a8e015722506
dev.zio	zio-aws-iotjobsdataplane_3	7.31.30.2		eaf0e7e63f0b8b6ee4870504149711b02e5c16fb
dev.zio	zio-aws-iotjobsdataplane_3	7.31.4.1		352247a6b1ccf76d3e674f4683dfc1cebb9c1817
dev.zio	zio-aws-iotjobsdataplane_3	7.31.6.1		c875ab295d9caca21009106c4b30f90a10af265e
dev.zio	zio-aws-iotjobsdataplane_3	7.31.6.2		adc957d77d7b76273e0c3317c8b117d3332341e5
dev.zio	zio-aws-iotjobsdataplane_3	7.31.6.3		7205dc3db810307d563cc33eceeeab23b8c66978
dev.zio	zio-aws-iotjobsdataplane_3	7.31.7.1		e196fca0bd017f00359e0373e576e7ef18254466
dev.zio	zio-aws-iotjobsdataplane_3	7.31.8.1		3bf906d0c3f56f3a4b81ffddb3f1250927511494
dev.zio	zio-aws-iotjobsdataplane_3	7.31.9.1		6472debc9cdb0ec0dee90ccda1221747857f3dcd
io.arcblock.forge	stylize_qr	1.0.0		N/A
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0		N/A
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0	metadata	f304688be3b20b36a15cf12f404de930e2224aa4
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-alpha.1		N/A
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-alpha.1	metadata	867371ad42fec8e753e49519199ded71d2fe50c2
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-alpha.2		N/A
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-alpha.2	metadata	8cbe97275118c05493de15618d975a3140392dd2
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-alpha.3		N/A
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-alpha.3	metadata	0823f9cfc5b06c89abe64d2e5b3d83216d4b084c
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-alpha.4		N/A
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-alpha.4	metadata	d11f51d6b510d3412c42d17b89a0f8e7cc2fd2f7
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-beta.1		N/A
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-beta.1	metadata	cc7fb1f1f19b4aa1d41f3a4f24783aa11dec2947
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-beta.2		N/A
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-beta.2	metadata	5d5d8efb9d82d7c6e51ca0cda94e11b92c1aedb4
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-beta.3		N/A
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-beta.3	metadata	cc20b32dc42fe2ad06ea45584571da60bb7463f8
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-rc.1		N/A
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.0-rc.1	metadata	19cb78390e48e7317a191dfa515d8f4e4173bdb2
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.1		N/A
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.1	metadata	b68ffb6d6fa3bb8d32d400c082eb695b9a1c29ac
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.1-alpha.1		N/A
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.0.1-alpha.1	metadata	1cb8ed31e89599004d46150afd979713fd488b68
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.1.0		N/A
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.1.0	metadata	34f001fdfb06d0a1a286073166160b6a676caec9
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.1.1		N/A
io.arrow-kt	arrow-functions-watchossimulatorarm64	2.1.1	metadata	914a2c695da82aa65f1361a850de59958eb7e025
io.circe	circe-jackson215_2.12	0.14.1		57ea52051bd15d108245dac18ebcdaaf309d2c42
io.circe	circe-jackson215_2.12	0.14.2		44268deb03df5a315a15b2ab9cd18cd031a37cf3
io.futuristic	futuristic-core	0.2.0		2a027009b52e0a6f44a572915b54eef85c765166
io.futuristic	futuristic-core	0.3.0		8cd29bf4d3165e15243a490a64e0fc8f8fbc21ef
io.github.dmateusp	fs2-aws-testkit_2.12	0.11.0		e073ab91bd46a31f853e12794ea7b5c25ac72df7
io.github.dmateusp	fs2-aws-testkit_2.12	0.13.0		de9079409c238c78dade3413846042cb2dfead03
io.github.dmateusp	fs2-aws-testkit_2.12	0.15.0		bcf2d03be075b216219ea06b7401931499f31f12
io.github.dmateusp	fs2-aws-testkit_2.12	0.23.0		8aebc36c9e838738fb984e3f75dfc6fa7a8c35a2
io.github.dmateusp	fs2-aws-testkit_2.12	0.24.0		eb4d1eb1ec7b33df635fa00f6f3ae9a7e79d5e0e
io.github.dmateusp	fs2-aws-testkit_2.12	0.25.0		5455b993f8488f9ce9e2cee1f2070c13e02731cf
io.github.dmateusp	fs2-aws-testkit_2.12	0.26.0		60ccfe558cdf0df01550b241baa09b0c97f693f3
io.github.dmateusp	fs2-aws-testkit_2.12	0.26.1		39a153a699a4ab008e55bd4569fc7f1de6dae573
io.github.dmateusp	fs2-aws-testkit_2.12	0.26.2		f55f8836651cca3c9f46088b912a4f3054d47bf0
io.github.dmateusp	fs2-aws-testkit_2.12	0.26.3		19696d37d5487136c2f0fcd37c7efc0a2cd3dab9
io.github.dmateusp	fs2-aws-testkit_2.12	0.26.4		08dbed6ade6da06d5985c96ac484a536f5c68e24
io.github.dmateusp	fs2-aws-testkit_2.12	0.26.5		8aa316223e70e139dd8bce6c1ddf61221b2b3467
io.github.dmateusp	fs2-aws-testkit_2.12	0.27.0		818f8e6f1eb098f2b9c35aba1cff60d8872dbe07
io.github.dmateusp	fs2-aws-testkit_2.12	0.27.1		bc19f49f03e8f27276d4cb4296067baa5974054f
io.github.dmateusp	fs2-aws-testkit_2.12	0.27.3		77f8d09c251dda4fa2268261b8e33f3df904c790
io.github.dmateusp	fs2-aws-testkit_2.12	0.28.0		3af1f7e7c9e2a5c23cebb53887dfa4a6f6423ef6
io.github.dmateusp	fs2-aws-testkit_2.12	0.28.3		5bb70db681bc8ef8e078333aa20a4c061f98b990
io.github.dmateusp	fs2-aws-testkit_2.12	0.28.4		44b32eb78ed836b3359c1c59a86832cd776dfb8f
io.github.dmateusp	fs2-aws-testkit_2.12	2.28.10		3d961db7df22b4e838407359f71c3d0e77317772
io.github.dmateusp	fs2-aws-testkit_2.12	2.28.5		c262e2788f0e024788c611daa6fa6fc07df4968b
io.github.dmateusp	fs2-aws-testkit_2.12	2.28.6		abf1ad1d460d0fd099090b7189e8107118b74196
io.github.dmateusp	fs2-aws-testkit_2.12	2.28.7		d8275e4b523bb08d5178625494dca836f309e433
io.github.dmateusp	fs2-aws-testkit_2.12	2.28.8		a6114f511c0b85e7e3b2e02b531d9e3c34f29b01
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.10		7083109327fd64e6e204751d01e6b8ba736f5595
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.11		b1f16a244c3ac714731f0327832acb6e1c26eced
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.13		0c4087c861cd2431cc2edbf4952b66eeefc61fa7
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.14		c98dd5dc99e40ff5b106418631092ee0d55ed263
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.15		fff651695bf296a48ba3ea7044f81cd894080c55
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.16		13ae6c42a1c44f5efd0b76cd626d0cfb27d36dfc
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.17		e9cc8684e36460fe56573ccc65835455da0edcd6
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.18		b4b7beb993227d6edddd8e66b446353a4124b011
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.19		61495322d13c4f85f63a2c6bfbe584ad77d4a6fd
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.2		2aa6234d871205a4f2c6ed476d2ef73ab909d46c
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.20		5d29cb45ff8bd64d92cb5a574c7e185a8ce84934
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.21		2cd6878dbfd37e8009d489116abb3fc6a924c3de
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.22		b770407a547b4c24769e0398eaa751bd59aaf165
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.23		a70ddb0a04bed2069ea40acf734953318f7dddac
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.24		40bc68dae4acf941c52147e692dc0645ab39ff26
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.25		a4aa53706d17ce33590b814afdca379930922bc5
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.26		ea7274f65bafe8c0d837a815b2810738205868df
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.27		4e25c967b03f4fd5f3adb0111d86d779a8bb580f
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.28		1b69cf347fed4dfdbbcd6bbc961d6381688e7c38
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.29		344cec67775f4965e45e158d59837b6b6fbd7a8e
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.3		afedf34b1364f246dc0fd2e1b0d060dd7d2970a3
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.30		c892bf06d0e7acd0418dc092edef4a04fdd38342
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.32		a7ce651e964e341f0af61833b4e4010618571e1e
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.33		6715fe5f69c93aab674d9f812d05e4f2bfdc7213
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.4		69a4eafe973bca5aa9de0b687f05cffc4cb7987d
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.5		e400d92908a39d7162f26c91dffe38a541414079
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.6		26b33d5ce6ab2634ce1254a067ad254e5cf41579
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.7		42a95bb003be2cbc0de871780fd80966849f942b
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.8		83b273d8675a78467ac6c6d70e6e5f39a7c86dd0
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.0.9		7858bccc9ef7394a14a60f85360ecdf8675b3d41
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.1.0		947f738c4167f9850a1b9b57c47debcb7cdeec2e
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.1.1		0704050483ac54ff04cd776ac4965e525023d25f
io.github.etspaceman	kinesis4cats-smithy4s-client-transformers_2.12	0.1.2		d983c4fe9742f4f6e71a3f5dc52b5cb03abb8f4b
io.github.harvies.charon	charon-oss-api	0.0.6		1fce78c7c01049a7a04bc086b7501b0aea376366
io.github.harvies.charon	charon-oss-api	0.0.7		0c1654b2782768cc99381b52fa917c0c9cbb4472
io.github.harvies.charon	charon-oss-api	0.0.8		e0cdce114e9e19d931038e2fa0750f4fddc1bebb
io.github.kalin-rudnicki	slyce-generate-parsers_2.13	2.1.2		481d1e1fa3fb825a5b15e79ab77d7a0a5cabec34
io.github.kalin-rudnicki	slyce-generate-parsers_2.13	2.1.3		26a78137d78cf894f6d23ec533f6cca6182637fb
io.github.kalin-rudnicki	slyce-generate-parsers_2.13	2.1.4		4e8bc9252d18728c9f7fe4d8a743eb83bdb12148
io.github.kalin-rudnicki	slyce-generate-parsers_2.13	2.1.5		91bc6b670fa07725cd07fbc1e8bd7b13fdcd1faa
io.github.lingfengcoder	dynamic-limiter-starter	1.0.0		122421b5852875f7e4ec4ca2a9f217bdd633a304
io.github.lingfengcoder	dynamic-limiter-starter	1.0.1		ab58d5e33cc5b2cf13c4d01ae6f2b4d1b82ab560
io.github.lingfengcoder	dynamic-limiter-starter	1.0.2		5cd491156b35a767d2b64de3a8dc952fe7bc3823
io.github.m-m-m	mmm-orm-r2dbc	0.9.10		830aefb7359e35b19273bc61cd17ddf10474a728
io.github.m-m-m	mmm-orm-r2dbc	0.9.11		c952fb2aeabbba6cfd4ed72ecd5d5f1b762062ff
io.github.m-m-m	mmm-orm-r2dbc	0.9.6		494ac2939a9efa0eb3ffe42a99ed0a2e92bc6a1c
io.github.m-m-m	mmm-orm-r2dbc	0.9.7		ccb217059f2fd28fc91431660ca896d9d6ee61c3
io.github.m-m-m	mmm-orm-r2dbc	0.9.8		907b9bb592d4eff4b87a8d7fed8cedda3e56903f
io.github.neofreko	graphwalker-maven-archetype	4.3.1.100		a01c32110b06b4244c25c370bc97d17dad89fb2a
io.github.neofreko	graphwalker-maven-archetype	4.3.3-100		c33e151a3fe0d9c5430818833c79c80c42d54398
io.github.shuyongh	minio-starter	0.0.1-RELEASE		dfc20273a96f912cd365988e96edb6c6d7010369
io.github.shuyongh	minio-starter	0.1.1-RELEASE		8a64e4312fac3a1165cea57f7a6cba05522e9ea2
io.github.vvk78.perceptnet.commons.restproxy	client	0.j6.0		8482c9b7c5468d2bd42b6724fd6690a476478647
io.github.vvk78.perceptnet.commons.restproxy	client	1.3.0		719320f93ccf8917782e0487859a027038979fa4
io.github.vvk78.perceptnet.commons.restproxy	client	1.4.0		fdbf789f50e99bd2c9558ed2493cc3c7d1827891
io.github.vvk78.perceptnet.commons.restproxy	client	1.5.0		2eabb54229caccbb793aabe2e0bd66c4b0576ed9
io.github.vvk78.perceptnet.commons.restproxy	client	1.6.0		d2c5a1e168eec818fa956f7030ff57747c9c70be
io.kevinlee	hedgehog-extra-refined_2.13	0.1.0		798e4a3cbd128ef8b61c6e36f2eeb03fee74f1b4
io.kevinlee	hedgehog-extra-refined_2.13	0.10.0		b3b44ede3e54351ff522e5e8d5435aa21bb9aa03
io.kevinlee	hedgehog-extra-refined_2.13	0.11.0		f3ef2f1d09daa2beb4e00e3de5f6ac08f0717351
io.kevinlee	hedgehog-extra-refined_2.13	0.2.0		fc667c39070c6124067bb12b08700ed0b8529ae3
io.kevinlee	hedgehog-extra-refined_2.13	0.3.0		e35fef5613f9229194c41766d75273d710a178c8
io.kevinlee	hedgehog-extra-refined_2.13	0.4.0		0d834dad8fe4a4ff5e69efea85c3a859f694a45d
io.kevinlee	hedgehog-extra-refined_2.13	0.5.0		28f922e05cff338f59f0965bc44b0aaf0ce72fae
io.kevinlee	hedgehog-extra-refined_2.13	0.6.0		eeb64155e7ef22cd1e3436054e9e84df74ad895b
io.kevinlee	hedgehog-extra-refined_2.13	0.7.0		f0935c01e3842e518a5a5a6af040e656a981f47e
io.kevinlee	hedgehog-extra-refined_2.13	0.8.0		4b20ac6dd3a1278902712a8af801540e4480c8b5
io.kevinlee	hedgehog-extra-refined_2.13	0.9.0		aad9faed88480334a8250e2af087344d3e3fb16f
io.kotzilla	kotzilla-core	1.0.0		d8ce886ab516610765fbd042c49c5858fa2b2569
io.kotzilla	kotzilla-core	1.0.1		d8ce886ab516610765fbd042c49c5858fa2b2569
io.kotzilla	kotzilla-core	1.0.2-RC2		d8ce886ab516610765fbd042c49c5858fa2b2569
io.kotzilla	kotzilla-core	1.0.2-RC3		d8ce886ab516610765fbd042c49c5858fa2b2569
io.kotzilla	kotzilla-core	1.0.2-RC4		d8ce886ab516610765fbd042c49c5858fa2b2569
io.opentelemetry.instrumentation	opentelemetry-grpc-1.5	0.12.0		ec8128bed383e56e699d1f1b4a35274f07f69c28
io.opentelemetry.instrumentation	opentelemetry-grpc-1.5	0.12.1		bc8b98094279309b058c118dabf15bc4093f6c31
io.opentelemetry.instrumentation	opentelemetry-grpc-1.5	0.13.0		9123c2d170bfa8bc2c9c5b7e8dd9b20267e1c028
io.opentelemetry.instrumentation	opentelemetry-grpc-1.5	0.13.1		e5184da6f917f01701572c16b2b8699b8316af51
io.opentelemetry.instrumentation	opentelemetry-grpc-1.5	0.14.0		287d4d79622049ab24370a88379623b8f2da13b0
io.opentelemetry.instrumentation	opentelemetry-grpc-1.5	0.15.0		58f40c7361a172982566cc36e8c54badc7041a4e
io.opentelemetry.instrumentation	opentelemetry-grpc-1.5	0.15.1		18d2592b0801020afa92b2b39f18b21255921670
io.opentelemetry.instrumentation	opentelemetry-grpc-1.5	0.16.0		30ffb7ff084eb8b365ac073968d60deffd821125
io.opentelemetry.instrumentation	opentelemetry-grpc-1.5	0.16.1		27c712de426297d81a8fe3a39885a4d60e499b20
io.opentelemetry.instrumentation	opentelemetry-grpc-1.5	0.17.0-alpha		68556e452a5c37ae26b854fc157709215a913ddf
io.opentelemetry.instrumentation	opentelemetry-grpc-1.5	1.0.0-alpha		cd75bb885e290e13aa362eb3933efd4f061e6984
io.opentelemetry.instrumentation	opentelemetry-grpc-1.5	1.0.1-alpha		2055efe327bb4eedddbecb8af0a0e792c923530c
io.opentelemetry.instrumentation	opentelemetry-grpc-1.5	1.1.0-alpha		9b0a24de35b7b41642e7cd6bc6497499798b9edc
io.spiffe	java-spiffe-helper	0.8.10		a7b06e439c5471ed11774679c95712d78fc26136
io.spiffe	java-spiffe-helper	0.8.10	linux-x86_64	1e47299682a356731d2e900da10509578c3a2062
io.spiffe	java-spiffe-helper	0.8.11		8171ad098c7a8b1283edfc8eaf58cc4e4c266921
io.spiffe	java-spiffe-helper	0.8.11	linux-x86_64	0a983622268f36f14dfc14060f06a2f4c28bd1aa
io.spiffe	java-spiffe-helper	0.8.4		5b207c3137ed03256be014b8cbad93b14dfb6f33
io.spiffe	java-spiffe-helper	0.8.4	osx-x86_64	7b55af43d95c24ccf51041bb7902da231de750be
io.spiffe	java-spiffe-helper	0.8.5		113aa43370ee66e2856467e949374e891c4c8d84
io.spiffe	java-spiffe-helper	0.8.5	osx-aarch_64	60d423340e9788d126c774c6ce094eabf0860658
io.spiffe	java-spiffe-helper	0.8.6		92fd744fd60f702fe2c4b380368026aa6a875a28
io.spiffe	java-spiffe-helper	0.8.6	linux-x86_64	647326a06438a1e9e5533a9e771b71de4e278f9a
io.spiffe	java-spiffe-helper	0.8.7		5b2cf7fff0fd24931d96e0eee5c8ecf5db314d08
io.spiffe	java-spiffe-helper	0.8.7	linux-x86_64	bcd7977aa659d930213f1bb6ee3adf4e4fb06b3d
io.spiffe	java-spiffe-helper	0.8.8		51c42418b5d6792cc0d8b88fb64b42315d3760e0
io.spiffe	java-spiffe-helper	0.8.8	linux-x86_64	2fc0b9dfefd77cab511795331a4d4966d0bc3b9e
io.spiffe	java-spiffe-helper	0.8.9		6ef0db8cc71420280e6487100ee525468d2fa1eb
io.spiffe	java-spiffe-helper	0.8.9	linux-x86_64	dadb8c8567adcad61bc6eb6fb071f1ec65f04595
io.zipkin.brave	brave-context-parent	4.10.0		N/A
io.zipkin.brave	brave-context-parent	4.10.1		N/A
io.zipkin.brave	brave-context-parent	4.11.0		N/A
io.zipkin.brave	brave-context-parent	4.12.0		N/A
io.zipkin.brave	brave-context-parent	4.13.0		N/A
io.zipkin.brave	brave-context-parent	4.13.1		N/A
io.zipkin.brave	brave-context-parent	4.13.2		N/A
io.zipkin.brave	brave-context-parent	4.13.3		N/A
io.zipkin.brave	brave-context-parent	4.13.4		N/A
io.zipkin.brave	brave-context-parent	4.13.5		N/A
io.zipkin.brave	brave-context-parent	4.13.6		N/A
io.zipkin.brave	brave-context-parent	4.14.0		N/A
io.zipkin.brave	brave-context-parent	4.14.1		N/A
io.zipkin.brave	brave-context-parent	4.14.2		N/A
io.zipkin.brave	brave-context-parent	4.14.3		N/A
io.zipkin.brave	brave-context-parent	4.15.0		N/A
io.zipkin.brave	brave-context-parent	4.15.1		N/A
io.zipkin.brave	brave-context-parent	4.16.0		N/A
io.zipkin.brave	brave-context-parent	4.16.1		N/A
io.zipkin.brave	brave-context-parent	4.16.2		N/A
io.zipkin.brave	brave-context-parent	4.17.0		N/A
io.zipkin.brave	brave-context-parent	4.17.1		N/A
io.zipkin.brave	brave-context-parent	4.17.2		N/A
io.zipkin.brave	brave-context-parent	4.18.0		N/A
io.zipkin.brave	brave-context-parent	4.18.1		N/A
io.zipkin.brave	brave-context-parent	4.18.2		N/A
io.zipkin.brave	brave-context-parent	4.19.0		N/A
io.zipkin.brave	brave-context-parent	4.19.1		N/A
io.zipkin.brave	brave-context-parent	4.19.2		N/A
io.zipkin.brave	brave-context-parent	4.19.3		N/A
io.zipkin.brave	brave-context-parent	4.3.0		N/A
io.zipkin.brave	brave-context-parent	4.3.1		N/A
io.zipkin.brave	brave-context-parent	4.3.2		N/A
io.zipkin.brave	brave-context-parent	4.3.3		N/A
io.zipkin.brave	brave-context-parent	4.3.4		N/A
io.zipkin.brave	brave-context-parent	4.4.0		N/A
io.zipkin.brave	brave-context-parent	4.5.0		N/A
io.zipkin.brave	brave-context-parent	4.5.1		N/A
io.zipkin.brave	brave-context-parent	4.5.2		N/A
io.zipkin.brave	brave-context-parent	4.6.0		N/A
io.zipkin.brave	brave-context-parent	4.7.0		N/A
io.zipkin.brave	brave-context-parent	4.7.1		N/A
io.zipkin.brave	brave-context-parent	4.7.2		N/A
io.zipkin.brave	brave-context-parent	4.8.0		N/A
io.zipkin.brave	brave-context-parent	4.8.1		N/A
io.zipkin.brave	brave-context-parent	4.9.0		N/A
io.zipkin.brave	brave-context-parent	4.9.1		N/A
io.zipkin.brave	brave-context-parent	4.9.2		N/A
io.zipkin.brave	brave-context-parent	5.0.0		N/A
io.zipkin.brave	brave-context-parent	5.1.0		N/A
io.zipkin.brave	brave-context-parent	5.1.1		N/A
io.zipkin.brave	brave-context-parent	5.1.2		N/A
io.zipkin.brave	brave-context-parent	5.1.3		N/A
io.zipkin.brave	brave-context-parent	5.1.4		N/A
io.zipkin.brave	brave-context-parent	5.1.5		N/A
io.zipkin.brave	brave-context-parent	5.10.0		N/A
io.zipkin.brave	brave-context-parent	5.10.1		N/A
io.zipkin.brave	brave-context-parent	5.10.2		N/A
io.zipkin.brave	brave-context-parent	5.11.0		N/A
io.zipkin.brave	brave-context-parent	5.11.1		N/A
io.zipkin.brave	brave-context-parent	5.11.2		N/A
io.zipkin.brave	brave-context-parent	5.12.0		N/A
io.zipkin.brave	brave-context-parent	5.12.1		N/A
io.zipkin.brave	brave-context-parent	5.12.2		N/A
io.zipkin.brave	brave-context-parent	5.12.3		N/A
io.zipkin.brave	brave-context-parent	5.12.4		N/A
io.zipkin.brave	brave-context-parent	5.12.5		N/A
io.zipkin.brave	brave-context-parent	5.12.6		N/A
io.zipkin.brave	brave-context-parent	5.12.7		N/A
io.zipkin.brave	brave-context-parent	5.13.0		N/A
io.zipkin.brave	brave-context-parent	5.13.1		N/A
io.zipkin.brave	brave-context-parent	5.13.10		N/A
io.zipkin.brave	brave-context-parent	5.13.11		N/A
io.zipkin.brave	brave-context-parent	5.13.2		N/A
io.zipkin.brave	brave-context-parent	5.13.3		N/A
io.zipkin.brave	brave-context-parent	5.13.4		N/A
io.zipkin.brave	brave-context-parent	5.13.5		N/A
io.zipkin.brave	brave-context-parent	5.13.6		N/A
io.zipkin.brave	brave-context-parent	5.13.7		N/A
io.zipkin.brave	brave-context-parent	5.13.8		N/A
io.zipkin.brave	brave-context-parent	5.13.9		N/A
io.zipkin.brave	brave-context-parent	5.14.0		N/A
io.zipkin.brave	brave-context-parent	5.14.1		N/A
io.zipkin.brave	brave-context-parent	5.15.0		N/A
io.zipkin.brave	brave-context-parent	5.15.1		N/A
io.zipkin.brave	brave-context-parent	5.16.0		N/A
io.zipkin.brave	brave-context-parent	5.17.0		N/A
io.zipkin.brave	brave-context-parent	5.17.1		N/A
io.zipkin.brave	brave-context-parent	5.18.0		N/A
io.zipkin.brave	brave-context-parent	5.18.1		N/A
io.zipkin.brave	brave-context-parent	5.2.0		N/A
io.zipkin.brave	brave-context-parent	5.3.0		N/A
io.zipkin.brave	brave-context-parent	5.3.1		N/A
io.zipkin.brave	brave-context-parent	5.3.2		N/A
io.zipkin.brave	brave-context-parent	5.3.3		N/A
io.zipkin.brave	brave-context-parent	5.4.0		N/A
io.zipkin.brave	brave-context-parent	5.4.1		N/A
io.zipkin.brave	brave-context-parent	5.4.2		N/A
io.zipkin.brave	brave-context-parent	5.4.3		N/A
io.zipkin.brave	brave-context-parent	5.4.4		N/A
io.zipkin.brave	brave-context-parent	5.5.0		N/A
io.zipkin.brave	brave-context-parent	5.5.1		N/A
io.zipkin.brave	brave-context-parent	5.5.2		N/A
io.zipkin.brave	brave-context-parent	5.6.0		N/A
io.zipkin.brave	brave-context-parent	5.6.1		N/A
io.zipkin.brave	brave-context-parent	5.6.10		N/A
io.zipkin.brave	brave-context-parent	5.6.11		N/A
io.zipkin.brave	brave-context-parent	5.6.2		N/A
io.zipkin.brave	brave-context-parent	5.6.3		N/A
io.zipkin.brave	brave-context-parent	5.6.4		N/A
io.zipkin.brave	brave-context-parent	5.6.5		N/A
io.zipkin.brave	brave-context-parent	5.6.6		N/A
io.zipkin.brave	brave-context-parent	5.6.7		N/A
io.zipkin.brave	brave-context-parent	5.6.8		N/A
io.zipkin.brave	brave-context-parent	5.6.9		N/A
io.zipkin.brave	brave-context-parent	5.7.0		N/A
io.zipkin.brave	brave-context-parent	5.8.0		N/A
io.zipkin.brave	brave-context-parent	5.9.0		N/A
io.zipkin.brave	brave-context-parent	5.9.1		N/A
io.zipkin.brave	brave-context-parent	5.9.2		N/A
io.zipkin.brave	brave-context-parent	5.9.3		N/A
io.zipkin.brave	brave-context-parent	5.9.4		N/A
io.zipkin.brave	brave-context-parent	5.9.5		N/A
io.zipkin.brave	brave-context-parent	6.0.0		N/A
io.zipkin.brave	brave-context-parent	6.0.1		N/A
io.zipkin.brave	brave-context-parent	6.0.2		N/A
io.zipkin.brave	brave-context-parent	6.0.3		N/A
io.zipkin.brave	brave-context-parent	6.1.0		N/A
io.zipkin.brave	brave-context-parent	6.2.0		N/A
org.apache.camel	camel-jdbc-aggregator	2.6.0		da3f429368f5c76b6ba7ca1413ba38ce652ed825
org.apache.cocoon	cocoon-flowscript	1		N/A
org.apache.cocoon	cocoon-flowscript	2.3.0		N/A
org.apache.cxf	cxf-common	2.0.10		N/A
org.apache.cxf	cxf-common	2.0.11		N/A
org.apache.cxf	cxf-common	2.0.12		N/A
org.apache.cxf	cxf-common	2.0.13		N/A
org.apache.cxf	cxf-common	2.0.6		N/A
org.apache.cxf	cxf-common	2.0.7		N/A
org.apache.cxf	cxf-common	2.0.8		N/A
org.apache.cxf	cxf-common	2.0.9		N/A
org.apache.cxf	cxf-common	2.1		N/A
org.apache.cxf	cxf-common	2.1.1		N/A
org.apache.cxf	cxf-common	2.1.10		N/A
org.apache.cxf	cxf-common	2.1.2		N/A
org.apache.cxf	cxf-common	2.1.3		N/A
org.apache.cxf	cxf-common	2.1.4		N/A
org.apache.cxf	cxf-common	2.1.5		N/A
org.apache.cxf	cxf-common	2.1.6		N/A
