app.summation.android	android-client	1.0		dc884fb9892f5da325b9374ee24cae05f9ed1169
org.apache.cxf	cxf-common	2.1.7		N/A
org.apache.cxf	cxf-common	2.1.8		N/A
org.apache.cxf	cxf-common	2.1.9		N/A
org.apache.cxf	cxf-common	2.2		N/A
org.apache.cxf	cxf-common	2.2.1		N/A
org.apache.cxf	cxf-common	2.2.10		N/A
org.apache.cxf	cxf-common	2.2.11		N/A
org.apache.cxf	cxf-common	2.2.12		N/A
org.apache.cxf	cxf-common	2.2.2		N/A
org.apache.cxf	cxf-common	2.2.3		N/A
org.apache.cxf	cxf-common	2.2.4		N/A
org.apache.cxf	cxf-common	2.2.5		N/A
org.apache.cxf	cxf-common	2.2.6		N/A
org.apache.cxf	cxf-common	2.2.7		N/A
org.apache.cxf	cxf-common	2.2.8		N/A
org.apache.cxf	cxf-common	2.2.9		N/A
org.apache.cxf	cxf-common	2.3.0		N/A
org.apache.cxf	cxf-common	2.3.1		N/A
org.apache.cxf	cxf-common	2.3.10		N/A
org.apache.cxf	cxf-common	2.3.11		N/A
org.apache.cxf	cxf-common	2.3.2		N/A
org.apache.cxf	cxf-common	2.3.3		N/A
org.apache.cxf	cxf-common	2.3.4		N/A
org.apache.cxf	cxf-common	2.3.5		N/A
org.apache.cxf	cxf-common	2.3.6		N/A
org.apache.cxf	cxf-common	2.3.7		N/A
org.apache.cxf	cxf-common	2.3.8		N/A
org.apache.cxf	cxf-common	2.3.9		N/A
org.apache.cxf	cxf-common	2.4.0		N/A
org.apache.cxf	cxf-common	2.4.1		N/A
org.apache.cxf	cxf-common	2.4.10		N/A
org.apache.cxf	cxf-common	2.4.2		N/A
org.apache.cxf	cxf-common	2.4.3		N/A
org.apache.cxf	cxf-common	2.4.4		N/A
org.apache.cxf	cxf-common	2.4.5		N/A
org.apache.cxf	cxf-common	2.4.6		N/A
org.apache.cxf	cxf-common	2.4.7		N/A
org.apache.cxf	cxf-common	2.4.8		N/A
org.apache.cxf	cxf-common	2.4.9		N/A
org.apache.cxf	cxf-common	2.5.0		N/A
org.apache.cxf	cxf-common	2.5.1		N/A
org.apache.cxf	cxf-common	2.5.10		N/A
org.apache.cxf	cxf-common	2.5.11		N/A
org.apache.cxf	cxf-common	2.5.2		N/A
org.apache.cxf	cxf-common	2.5.3		N/A
org.apache.cxf	cxf-common	2.5.4		N/A
org.apache.cxf	cxf-common	2.5.5		N/A
org.apache.cxf	cxf-common	2.5.6		N/A
org.apache.cxf	cxf-common	2.5.7		N/A
org.apache.cxf	cxf-common	2.5.8		N/A
org.apache.cxf	cxf-common	2.5.9		N/A
org.apache.cxf	cxf-common	2.6.0		N/A
org.apache.cxf	cxf-common	2.6.1		N/A
org.apache.cxf	cxf-common	2.6.10		N/A
org.apache.cxf	cxf-common	2.6.11		N/A
org.apache.cxf	cxf-common	2.6.12		N/A
org.apache.cxf	cxf-common	2.6.13		N/A
org.apache.cxf	cxf-common	2.6.14		N/A
org.apache.cxf	cxf-common	2.6.15		N/A
org.apache.cxf	cxf-common	2.6.16		N/A
org.apache.cxf	cxf-common	2.6.17		N/A
org.apache.cxf	cxf-common	2.6.2		N/A
org.apache.cxf	cxf-common	2.6.3		N/A
org.apache.cxf	cxf-common	2.6.4		N/A
org.apache.cxf	cxf-common	2.6.5		N/A
org.apache.cxf	cxf-common	2.6.6		N/A
org.apache.cxf	cxf-common	2.6.7		N/A
org.apache.cxf	cxf-common	2.6.8		N/A
org.apache.cxf	cxf-common	2.6.9		N/A
org.apache.cxf	cxf-common	2.7.0		N/A
org.apache.cxf	cxf-common	2.7.1		N/A
org.apache.cxf	cxf-common	2.7.10		N/A
org.apache.cxf	cxf-common	2.7.11		N/A
org.apache.cxf	cxf-common	2.7.12		N/A
org.apache.cxf	cxf-common	2.7.13		N/A
org.apache.cxf	cxf-common	2.7.14		N/A
org.apache.cxf	cxf-common	2.7.15		N/A
org.apache.cxf	cxf-common	2.7.16		N/A
org.apache.cxf	cxf-common	2.7.17		N/A
org.apache.cxf	cxf-common	2.7.18		N/A
org.apache.cxf	cxf-common	2.7.2		N/A
org.apache.cxf	cxf-common	2.7.3		N/A
org.apache.cxf	cxf-common	2.7.4		N/A
org.apache.cxf	cxf-common	2.7.5		N/A
org.apache.cxf	cxf-common	2.7.6		N/A
org.apache.cxf	cxf-common	2.7.7		N/A
org.apache.cxf	cxf-common	2.7.8		N/A
org.apache.cxf	cxf-common	2.7.9		N/A
org.apache.geronimo.devtools	org.apache.geronimo.st.v20.core	2.1.5		cbc84582701ffe49d270ddfeed353f961bbd2e3d
org.apache.servicemix.examples	camel-sql-datasource-h2	5.0.0		f0377891907355b2163c773ad94dade896c953bc
org.apache.servicemix.examples	camel-sql-datasource-h2	5.0.1		b0ba2fa6f37f3f53d14f85143836d4b45973ebd6
org.apache.servicemix.examples	camel-sql-datasource-h2	5.0.2		151f2ff24dbc67445c0b3f48c629fb3792e901a9
org.apache.servicemix.examples	camel-sql-datasource-h2	5.0.3		e58c73fff30adebd3936a9f0d8864e2465eede2d
org.apache.servicemix.examples	camel-sql-datasource-h2	5.0.4		80c806fe4cf25dd671b6f690f94abff09c2f7250
org.apache.servicemix.examples	camel-sql-datasource-h2	5.0.5		7bb8c031e5420916f100ce495d9e2c4b2ce292b3
org.apache.servicemix.examples	camel-sql-datasource-h2	5.0.6		a0e3de2b3851ef02db5e2886e989f8895714938d
org.apache.servicemix.examples	camel-sql-datasource-h2	5.1.0		88c0a04cf54dcc036f6ee7b87aa8d7491e2e9142
org.apache.servicemix.examples	camel-sql-datasource-h2	5.1.1		81617e9db91576aed5adc49fd0fe6b073313fd0b
org.apache.servicemix.examples	camel-sql-datasource-h2	5.1.2		efcca4b624f0b110cbcc5aef43c94cdf4c65c651
org.apache.servicemix.examples	camel-sql-datasource-h2	5.1.3		66f0578d336e82c71d04585a8b11468dfcfbf15d
org.apache.servicemix.examples	camel-sql-datasource-h2	5.1.4		e77add6aa2cd3f3d1b62985cac59d293620051c1
org.apache.servicemix.examples	camel-sql-datasource-h2	5.1.5		a8ba229c8737dc06336d7109d0ad1274dd8a77e8
org.apache.servicemix.examples	camel-sql-datasource-h2	5.1.6		5e3ebf347dc8f45bc0be49d342fdd1460699605a
org.apache.servicemix.examples	camel-sql-datasource-h2	5.2.0		8fec0567a08b0cb52665e752f3de8977ce5a9bf8
org.apache.servicemix.examples	camel-sql-datasource-h2	5.2.1		2641ea3b96225e1dd20d3f98b9b49a4f7cf26d79
org.apache.servicemix.examples	camel-sql-datasource-h2	5.2.2		5fa971a42eab2e5e9522a9e996a407dadb402315
org.apache.servicemix.examples	camel-sql-datasource-h2	5.3.0		9575b96005c88c362f83e69fac2c87255611f94a
org.apache.servicemix.examples	camel-sql-datasource-h2	5.3.1		38c7569d91b80ec5c65386056ad03886219b90b7
org.apache.servicemix.examples	camel-sql-datasource-h2	5.3.2		03def0009560007e7f2dc1ca8702543fefc4b9c0
org.apache.servicemix.examples	camel-sql-datasource-h2	5.4.0		96ab8c4f77e04552924422cd947dcc4a8427f30e
org.apache.servicemix.examples	camel-sql-datasource-h2	5.4.1		c8b6b338b44573e09558c8f75496fc1538c55b9d
org.apache.servicemix.examples	camel-sql-datasource-h2	5.4.2		44102ab7ac01897a8653ca322011c8b846c99330
org.apache.servicemix.examples	camel-sql-datasource-h2	5.4.3		13e06c45d80227578a0b28df157d4d322af29f6b
org.apache.servicemix.examples	camel-sql-datasource-h2	5.5.0		64924b298f00c44236f780720af3d24b07f0809e
org.apache.servicemix.examples	camel-sql-datasource-h2	5.5.1		fc19d774b65dece3f0b741e3e9b95a0431d3c667
org.apache.servicemix.examples	camel-sql-datasource-h2	5.5.2		1f1db96055a01bda9f0143c753ae50d9c3b7efda
org.apache.servicemix.examples	camel-sql-datasource-h2	5.5.3		d9b5bcbf566131c04268d45d6bdf915dfe733c8e
org.apache.servicemix.examples	camel-sql-datasource-h2	5.5.4		6e872c1b44c84014f33cd34f07d318cae8833b66
org.apache.servicemix.examples	camel-sql-datasource-h2	5.6.0		2698c07799fcc152063e0b4ed93e0004ba814058
org.apache.servicemix.examples	camel-sql-datasource-h2	5.6.1		b77905ab875c04ce9f06e683f3c20ebcfffae85a
org.apache.servicemix.examples	camel-sql-datasource-h2	5.6.2		bdc7e0b4418f20d64538713b6869bd31f96d8378
org.apache.servicemix.examples	camel-sql-datasource-h2	5.6.3		d300ea498f7641bed13aab3abe185fa305903ac3
org.apache.servicemix.examples	camel-sql-datasource-h2	6.0.0		d8f42389d75e0ac6c5221441cfff47b0c6ee5f00
org.apache.servicemix.examples	camel-sql-datasource-h2	6.0.0.M1		d661a6ad0b5117289a2656a0c7ff31901b467d95
org.apache.servicemix.examples	camel-sql-datasource-h2	6.0.0.M2		74356dc61156151355ace33ca50975aefc7ec77b
org.apache.servicemix.examples	camel-sql-datasource-h2	6.0.1		1482fab01634de6805b0ae3d9dea384ac5ef0e4e
org.apache.servicemix.examples	camel-sql-datasource-h2	6.0.2		55f598d1786bfb946237982a92eed4b68c4d386c
org.apache.servicemix.examples	camel-sql-datasource-h2	6.0.3		59a56ff959331d826686cc56094d948ec5816f5e
org.apache.servicemix.examples	camel-sql-datasource-h2	6.0.4		1d06388c8ab0d999580c728065b18e396b895c9f
org.apache.servicemix.examples	camel-sql-datasource-h2	6.0.5		8d0d7b07b5e29ac601172fbfdb94c336ab6a1698
org.apache.servicemix.examples	camel-sql-datasource-h2	6.1.0		2ac0395e17f3f94cd673ef67651edf8d8f82dba8
org.apache.servicemix.examples	camel-sql-datasource-h2	6.1.1		84ed8be1aa6175a30e3a4a6af40e72819342b108
org.apache.servicemix.examples	camel-sql-datasource-h2	6.1.2		6c44eb2a8f2d9ca6cb90690956dbce8077db7a16
org.apache.servicemix.examples	camel-sql-datasource-h2	6.1.3		93b1722bfd9e4638b039f252db0b4ffd21bee6be
org.apache.servicemix.examples	camel-sql-datasource-h2	6.1.4		954db1cc11170aedc34aa25620073c005c674a81
org.apache.servicemix.examples	camel-sql-datasource-h2	7.0.0		e9f77dfe748ff008ae5e47e838906f946334dc3b
org.apache.servicemix.examples	camel-sql-datasource-h2	7.0.0.M1		b42b7ae0ecde270f9c783455ae33e430c1c02613
org.apache.servicemix.examples	camel-sql-datasource-h2	7.0.0.M2		d02e200da97498c274625c44d8e37cffd6c20c5a
org.apache.servicemix.examples	camel-sql-datasource-h2	7.0.0.M3		9ef5774ccb101361515d28bc15c7f77105916b81
org.apache.servicemix.examples	camel-sql-datasource-h2	7.0.1		99a69320ca40156c2b177003ffb99d833c295f49
org.apache.spark	spark-sql-kafka-0-10_2.13	3.2.0		4771ad8bd30f99362d43d0f608cb0a2da698834d
org.apache.spark	spark-sql-kafka-0-10_2.13	3.2.1		1bfb0c91c9c4059edd409eec7b20f062cb8a413d
org.apache.spark	spark-sql-kafka-0-10_2.13	3.2.2		61da98f97f867da79da3beae20114dad9534eaa1
org.apache.spark	spark-sql-kafka-0-10_2.13	3.2.3		04d02a3f3444e4a60cd767177436f34621b1bd58
org.apache.spark	spark-sql-kafka-0-10_2.13	3.2.4		31024f561ccd33dcc2ef352effd75a9e29415a0a
org.apache.spark	spark-sql-kafka-0-10_2.13	3.3.0		985f096c550dc9ff2960509857c25817fa494c90
org.apache.spark	spark-sql-kafka-0-10_2.13	3.3.1		322a7de5e61147435f5b1a7ba38ac4a7ee296210
org.apache.spark	spark-sql-kafka-0-10_2.13	3.3.2		a266e5c4f9b39684c739263ca01b6ae7232a8195
org.apache.spark	spark-sql-kafka-0-10_2.13	3.3.3		db7f22a17c6fe16cf90c5025d75fbd28e5d4cc34
org.apache.spark	spark-sql-kafka-0-10_2.13	3.3.4		1b23e26879f7eeaec3f819e89e1fda817936f2ba
org.apache.spark	spark-sql-kafka-0-10_2.13	3.4.0		68cdc3d39be750f57097357ac6cee1c0abc4d543
org.apache.spark	spark-sql-kafka-0-10_2.13	3.4.1		be1e103efd21e885b32eaedbebd03a80db11a300
org.apache.spark	spark-sql-kafka-0-10_2.13	3.4.2		f2860b75bd7538ad9ed2e764b3a0b27e7a335c2a
org.apache.spark	spark-sql-kafka-0-10_2.13	3.4.3		af0b2548e82383afc7b674437ad03c5f6efcb43f
org.apache.spark	spark-sql-kafka-0-10_2.13	3.4.4		b285a897d77f91dd234a8ea510e737f51265b053
org.apache.spark	spark-sql-kafka-0-10_2.13	3.5.0		3d932feb9e1caa39531e0755e24131610630295a
org.apache.spark	spark-sql-kafka-0-10_2.13	3.5.1		f76ac77d6a9ec4479c0fc12b1798ca1b59231949
org.apache.spark	spark-sql-kafka-0-10_2.13	3.5.2		e928f293b783e40979e08a456c8fd9a14bc90205
org.apache.spark	spark-sql-kafka-0-10_2.13	3.5.3		70345254dd0e5738d5c88948ac84de9ee3d130f0
org.apache.spark	spark-sql-kafka-0-10_2.13	3.5.4		dd576f7d9248ee400e7f8bb3d83b062cc7553f58
org.apache.spark	spark-sql-kafka-0-10_2.13	3.5.5		caa3902acdb532db215afbc1ee3a627963314c73
org.apache.spark	spark-sql-kafka-0-10_2.13	4.0.0-preview1		6db040401b305f78ca9f67a0ff543d487126c5d4
org.apache.spark	spark-sql-kafka-0-10_2.13	4.0.0-preview2		24cf0542c2b0a3a732f62f78bdd4fc2fc2f4bbf9
org.codehaus.groovy.modules	groovytransforms	0.2		5c92048bdc07f33cd8aa7a4c590e3c9d1420fb27
org.codehaus.mojo	ianal-maven-plugin	1.0-alpha-1		b012808a6e895b28c14101e2e9ff3f8e950cb8c6
org.corpus-tools	salt	3.0.0		N/A
org.corpus-tools	salt	3.0.1		N/A
org.corpus-tools	salt	3.0.2		N/A
org.corpus-tools	salt	3.0.3		N/A
org.corpus-tools	salt	3.0.4		N/A
org.corpus-tools	salt	3.0.5		N/A
org.corpus-tools	salt	3.0.6		N/A
org.corpus-tools	salt	3.2.0		N/A
org.corpus-tools	salt	3.2.1		N/A
org.corpus-tools	salt	3.2.2		N/A
org.corpus-tools	salt	3.3.0		N/A
org.corpus-tools	salt	3.3.1		N/A
org.corpus-tools	salt	3.3.10		N/A
org.corpus-tools	salt	3.3.11		N/A
org.corpus-tools	salt	3.3.3		N/A
org.corpus-tools	salt	3.3.4		N/A
org.corpus-tools	salt	3.3.5		N/A
org.corpus-tools	salt	3.3.6		N/A
org.corpus-tools	salt	3.3.7		N/A
org.corpus-tools	salt	3.3.8		N/A
org.corpus-tools	salt	3.3.9		N/A
org.corpus-tools	salt	3.4.0		N/A
org.corpus-tools	salt	3.4.1		N/A
org.corpus-tools	salt	3.4.2		N/A
org.corpus-tools	salt	3.4.3		N/A
org.cxbox	cxbox-dictionary-hibernate	4.0.0-M12		eab7a296ce5fc3726857554ee76fc9a5568475dd
org.cxbox	cxbox-dictionary-hibernate	4.0.0-M13		d530e4f2fae3d1fdff73a9577375ff0b8947c0bb
org.cxbox	cxbox-dictionary-hibernate	4.0.0-M14		383e76b479259ab78c9ce121fe6bb5f362762648
org.cxbox	cxbox-dictionary-hibernate	4.0.0-M15		913c3299887564a288031023c6e6034837b78a8f
org.cxbox	cxbox-dictionary-hibernate	4.0.0-M16		9425319c772bdb0ca7424ae65f23f253619f2bfa
org.cxbox	cxbox-dictionary-hibernate	4.0.0-M17		6b06f177aff9ac6d02f56f570f316ff3ef183f6a
org.drools	drools-camel-legacy5	6.0.0.Beta3		ebb6a57ae5398efe707a5468807cde06cb0dee28
org.drools	drools-camel-legacy5	6.0.0.Beta4		0250aac3c8f49876fbbd8b327a7951692bd0e39c
org.drools	drools-camel-legacy5	6.0.0.Beta5		b8f10ac6f21a9d0bf1fca32d705eedb4bf2a4bd3
org.drools	drools-camel-legacy5	6.0.0.CR1		88535cde5c2d225ff4fb49bfd7ca765a9f27fe55
org.drools	drools-camel-legacy5	6.0.0.CR2		cb70976a9cedf2de66732928f3b0920242c7ec15
org.drools	drools-camel-legacy5	6.0.0.CR3		d2643b612e869b417857632bc478ae17dccc53f4
org.drools	drools-camel-legacy5	6.0.0.CR4		37ebe915fdbd1001d63ed28a155b871049a5c9c4
org.drools	drools-camel-legacy5	6.0.0.CR4-Pre1		97cc7865abb7fe6819960745f2469e2c2ca36b65
org.drools	drools-camel-legacy5	6.0.0.CR5		c939a6dea3a0746c79fc270418d4bc0b46e8aea9
org.drools	drools-camel-legacy5	6.0.0.Final		568216f4d7511849c9fef6df810d1632b4d862bb
org.drools	drools-camel-legacy5	6.0.1.Final		b29525eb5a9f9ac6fa4c4ea720d38c6c8b0cf0a1
org.drools	drools-camel-legacy5	6.1.0.Beta1		577eac744f59bdef507aeb55d5428a2b7130fe58
org.drools	drools-camel-legacy5	6.1.0.Beta2		65ac3d3de30dfaf90d44ae2545d4c519c48ab851
org.drools	drools-camel-legacy5	6.1.0.Beta3		59a72c49800b63df3c49618164e102c0dd6c7ea8
org.drools	drools-camel-legacy5	6.1.0.Beta4		21ebaa3d275817fa26e1940acbc08349c291d8c1
org.eclipse.jkube	jkube-maven-generator-java-exec	0.1.0		048fd480e772b0f3d137bb58871a1f3774f58e38
org.eclipse.lyo.oslc4j.core	oslc4j-core-wink	5.1.0-alpha		688f0a46ff81891b78bd4a345ab0aeb32bdb459b
org.eclipse.lyo.oslc4j.core	oslc4j-core-wink	5.1.0.Final		4800935167b3c08f876e0b7fd6e9a30068f8b3f5
org.eclipse.lyo.oslc4j.core	oslc4j-core-wink	5.1.1.Final		038734d275c7170413217424cee4f00a49da36d3
org.eclipse.lyo.oslc4j.core	oslc4j-core-wink	6.0.0.Alpha1		69ef168b3ded27bc6954a6e42c59c2b74a2fe965
org.eclipse.lyo.oslc4j.core	oslc4j-core-wink	6.0.0.CR		96f8366a9e77c5987a557b0b2041ad390bcf33ba
org.eclipse.lyo.oslc4j.core	oslc4j-core-wink	6.0.0.Final		e559106142fe65e35a91e0dee519086394635e44
org.eclipse.lyo.oslc4j.core	oslc4j-core-wink	7.0.0.Alpha1		4305094a9d78a399d20c594f1c6e76559f40d2f1
org.eclipse.lyo.oslc4j.core	oslc4j-core-wink	7.0.0.Alpha2		85341c13921f060ea6d32eb4e30b7c87c0f44eaa
org.flowable.client.spring	flowable-external-worker-spring-boot-starter	1.0.0		fbc52e6dad8467281f174631984892ad48af3e04
org.gfccollective	gfc-aws-kinesis_2.13	1.0.0		e4bf1268182b4048c5477f718a416f395949f4d2
org.glassfish.main.packager	metro	3.1.2		N/A
org.glassfish.main.packager	metro	3.1.2.2		N/A
org.glassfish.main.packager	metro	4.0		N/A
org.glassfish.main.packager	metro	4.0-b33		N/A
org.glassfish.main.packager	metro	4.0-b90		N/A
org.glassfish.main.packager	metro	4.1		N/A
org.glassfish.main.packager	metro	4.1.1		N/A
org.glassfish.main.packager	metro	4.1.2		N/A
org.glassfish.main.packager	metro	5.0		N/A
org.jclouds.labs	virtualbox	1.4.0-rc.1		76eca029bad46ad9f69fa6ee5708a6ec7b0bcfdd
org.jclouds.labs	virtualbox	1.5.0		eef077a57f828e4d06b1f71315958f3c4a5b2db8
org.jclouds.labs	virtualbox	1.5.0-alpha.1		3ddd847ee880166c36738195a2c7df55b0399fa1
org.jclouds.labs	virtualbox	1.5.0-alpha.2		294168df1053dc8a37b2f5b4161967673b98ca43
org.jclouds.labs	virtualbox	1.5.0-alpha.3		aed0a7faea80d045bc50d1420b2a6d6e23ca7ec0
org.jclouds.labs	virtualbox	1.5.0-alpha.4		0cf9ed3cfadfc9e4195c99d1e6b5d19bcfc76d8e
org.jclouds.labs	virtualbox	1.5.0-alpha.5		dd458ca8c518f5a1245e6fe9cc8d90bded79dd60
org.jclouds.labs	virtualbox	1.5.0-alpha.6		7756f1e5a329cc818a08f0b8e81b80bead729eaf
org.jclouds.labs	virtualbox	1.5.0-beta.1		d2ac29f3e04d84fb4bc31d6aa5161bafb53b6473
org.jclouds.labs	virtualbox	1.5.0-beta.10		de71c2101ef451d02fcb5004f107d35a6e05396c
org.jclouds.labs	virtualbox	1.5.0-beta.11		5a7ce416134453047528d1233339a7155e62f5fa
org.jclouds.labs	virtualbox	1.5.0-beta.2		045a853be00afbc83e6c58dffdbca3a5c8108717
org.jclouds.labs	virtualbox	1.5.0-beta.3		4ec5a78e2462454ac088dd7cb87a6e6077f2edc1
org.jclouds.labs	virtualbox	1.5.0-beta.4		d7d0ed162c2c6e80059b5b5f9e58f35eb4b23197
org.jclouds.labs	virtualbox	1.5.0-beta.5		b5dddab45d9a65eb802139a88ca823c4cd00d732
org.jclouds.labs	virtualbox	1.5.0-beta.6		442e0defb91d9496a9a8ded9b413fc58490ce700
org.jclouds.labs	virtualbox	1.5.0-beta.7		9f17f3af6c15d1b817b18a0967c85adfb6a0eb25
org.jclouds.labs	virtualbox	1.5.0-beta.8		aa7502267cca043d067e70ff7d3c87385f08a53d
org.jclouds.labs	virtualbox	1.5.0-beta.9		8fea963caae949c99a920517bfc641b277504427
org.jclouds.labs	virtualbox	1.5.0-rc.1		034ae46366bbd28a7ac359544f458b6cd9dae12c
org.jclouds.labs	virtualbox	1.5.1		50ea1159b0ff3e2a6329451a369f4ef7eb7ab44f
org.jclouds.labs	virtualbox	1.5.10		7e3dc69d7fb02d1a8ed8b862fc5e9d3b6c572b0c
org.jclouds.labs	virtualbox	1.5.2		d82cf3c4776689b90bdf47d4c8d82d4625c77e9d
org.jclouds.labs	virtualbox	1.5.3		3f91297736ac73403caa55f2edff8ae4891ffb04
org.jclouds.labs	virtualbox	1.5.4		85d0dcb9d53fae7194c42b67303c1651b318f40d
org.jclouds.labs	virtualbox	1.5.5		efeccf13b807973abf5680853e5000bdba2efeae
org.jclouds.labs	virtualbox	1.5.6		b2235204b5812910dd787efbee3aa0d6e967db36
org.jclouds.labs	virtualbox	1.5.7		b5834ea66677b91e0c4eed644bb31b9790a22774
org.jclouds.labs	virtualbox	1.5.8		f28b78b638a684536e96df94af8ed70e9ca75c5e
org.jclouds.labs	virtualbox	1.5.9		1e0e605e10bfbdbb6866928da0c1e7e9e8ca5815
org.jclouds.labs	virtualbox	1.6.0		973dca9f0e995f7b1c72ac474179246142782b6d
org.jclouds.labs	virtualbox	1.6.0-alpha.1		27460301adcc1d4bce10146fc46d4ed885b7e71d
org.jclouds.labs	virtualbox	1.6.0-alpha.2		ebacd7285a7a9feff32b064f6852b253c7b026d0
org.jclouds.labs	virtualbox	1.6.0-alpha.3		1dfdde65261dacbeeaee1a4b61161c9bb6551548
org.jclouds.labs	virtualbox	1.6.0-alpha.4		108d0a2b534fbf10f0973d71d2297bb432949f9f
org.jclouds.labs	virtualbox	1.6.0-rc.1		f6195f7f27ec44e937b4ced70c585a206ff3ae82
org.jclouds.labs	virtualbox	1.6.0-rc.3		813039ee8c185cfa0b16f882b9964f51e0b66dad
org.jclouds.labs	virtualbox	1.6.0-rc.4		b20e7a95729aa274a895dd479cf1fd26c4f88828
org.jclouds.labs	virtualbox	1.6.0-rc.5		e8b45438115ba3a135c74809d24f57f89ec37355
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.10.0		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.11.0		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.11.1		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.12.0		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.13.1		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.5.0		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.5.1		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.5.2		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.5.3		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.6.0		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.6.1		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.6.2		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.6.3		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.6.4		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.6.5		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.7.0		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.8.0		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.8.1		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.8.2		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.8.4		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.9.0		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.9.1		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.9.2		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.9.3		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.9.4		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	0.9.5		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	1.11.1		N/A
org.jvnet.jaxb2_commons	jaxb2-basics-project	1.11.1-PUBLISHED-BY-MISTAKE		N/A
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.19		86dfdc3cc16abcc527edaac159b9273f8d1ce848
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.20		307daf37172812cdd5a21f39bc454610ef9be900
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.21		94ad3346674626035de12032b4f4100246729ef5
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.22		783cdfb54686c49a6b9543f5e2cebd97b575188f
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.23		ec7e675a1711181ec7d0e8256c59d16786410930
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.24		a6e0f86d5ee1beb9f8bd010d50d2ca957091bcad
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.25		894053ac6d6b5912a697c4b80de9f21e2144720e
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.26		d22105ec00ad356639a76c0dda470a976c9c5c99
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.27		852578ddb5dfe37489bcd1e1bfa30ef8ed839caa
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.28		c0391b7afb0b439546e7c655ad4fb35f0828dd54
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.29		0de02ccec3269ff6999d3a1350849bd74b60c3fb
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.30		305305e28bb60df71a3a73148134c1192583f0a5
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.31		4b50f3f35e0ebef295dd0aaa1d3e65bf4efd73a3
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.32		6d8feed14cfd8a364950caebf2ef865601d52e21
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.35		42ef84c67a1ecd282ab23e55aff6f1f227ed2cfa
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.36		de2df0931ef1d047a294b33c99b678ed97454e19
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.37		fb142fabd431bee7c911a61a7025e92051164485
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.38		27f03e28101583275912cfbe70042dce393ca004
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.39		46ec8a4e866abcc2bf13d08d79e63337bcd300cb
org.mobicents.resources	restcomm-slee-ra-diameter-cca-docs-sources	2.8.40		a84d4fb77e0b62a18269e3f508b209e6b31a2599
