cc.drx	repl_2.13.0-M4	dp		77d27264609a5c427305496b097cd797e7a5622d
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.2.3		0d41730cb7d3d51e702ddbfe37c406f518737c13
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.2.4		3906b7a12b3b6364a1dd2eff2374a03d8b5f1138
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.2.5		411366fcd1e06f0e4a68934610811bf0b0beed57
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.2.6		f1b81a76222d487fe5d49aba2e010f729614bc7e
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.2.7		55ab29be14e296dbe23f5aafcd545511a0b88be9
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.2.8		eb7b466eeb7d8331ded169f7ea260a87cdc722fc
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.2.9		0d63d0f3dbfda1cee9cf96a4243a25ebe22cd554
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.3.0		b0e0ac0065c8d712e400dfb09faa9f07649ac055
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.3.1		a2ed04237888b5fee3c44b3c435ad3b0941597c5
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.3.10		6b186d965784420580acd98789903bb573fb944b
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.3.11		f3c973e1ca4a09dba2b3b3c364ec26bd77abe5a3
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.3.12		a6b1346383043924429e8db4d30fdc9872156d64
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.3.2		b5dbd20a3808bda3a1aec66fec9fc1889aad65c7
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.3.3		e85d4b751965745fa947733eb13808c5b89becde
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.3.4		024de12522d12bce20d5ac48e2dbb6060c2affc7
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.3.5		407201abd139e6fd0c1dd96b9d0e2b6e6583618d
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.3.6		8db84f763c8b28dfc5bca19fdcffd9797784e6c8
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.3.7		14363776afa9239041ceec4526b975ae520fc9db
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.3.8		ac685a8b6a63fd693d1ae450d461b1ffbd4aaf3a
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.3.9		13fa3aa232cda53c4cf140da9169f34c9f448c01
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.4.0		a78165cfd6df164b4d0a4beda42ae8665d47fe14
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.4.1		983644db49870ec01361c2bf84332549ed7b8a69
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.4.2		0aed707196f03fdc0cce891e397a905cfec31ac3
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.4.3		221dfa77656bbb6eb838e45f6adaf5f985f3e120
org.apache.karaf.shell	org.apache.karaf.shell.osgi	2.4.4		10c4fbcbb2e53296e29e74735a0a76f8d71c2175
org.camunda.bpm.extension.springboot	camunda-bpm-spring-boot-starter	2.0.0		5d72c7c9d8c1d9eeb783e08a31be92165e0cd177
org.camunda.bpm.extension.springboot	camunda-bpm-spring-boot-starter	2.1.0		a5cb8af16857caa120b6542aaffd2965f858d238
org.camunda.bpm.extension.springboot	camunda-bpm-spring-boot-starter	2.1.1		0679605d12d16b424562dccafcb4d39e11ff0506
org.camunda.bpm.extension.springboot	camunda-bpm-spring-boot-starter	2.1.2		b0fc4c5e42b008de9c624c4a1a14aa20826770e4
org.camunda.bpm.extension.springboot	camunda-bpm-spring-boot-starter	2.2.0		2326a286dc3ef2e64e09eed420fd0baf09438698
org.clapper	classutil_2.8.0	0.3		5eae17fb73a1517486e2f6b6af83f4cde3638f5d
org.clapper	classutil_2.8.0	0.3.1		c6d8898f780d2d807033c2abc38ed85290df8bf9
org.clapper	classutil_2.8.0	0.3.2		e35b2b1c65e9c9d30706f96f2b7d3a9ec0d44d79
org.clapper	classutil_2.8.0	0.3.3		55b036240a4b464afe64ca4e51ad5c65d8be0e4d
org.clapper	classutil_2.8.0	0.3.4		8fb1f02f3ef4583a8bbc9bfd67a72c65a9edc375
org.clapper	classutil_2.8.0	0.3.5		745b07b0fd9fc63a6b26038cc681a7b178605115
org.clapper	classutil_2.8.0	0.3.6		7ddbc2017b8dc864cc6cfd42678069882039dc1a
org.clapper	classutil_2.8.0	0.3.7		9832e568942a9fc3c171a790630b450f05c86c7b
org.clapper	classutil_2.8.0	0.4		b0e27b51fffc0c9c4b5105de549e0ca332a3959a
org.clapper	classutil_2.8.0	0.4.2		6aa8e494bf5956145764ff0be2bf8c32248bd05b
org.clapper	classutil_2.8.0	0.4.3		33beff59445f77b303cf46154147d07e49947f76
org.clapper	classutil_2.8.0	0.4.4		9aae7e3c185326f21fcbadfc0537a7451c674e7b
org.clapper	classutil_2.8.0	0.4.6		2015c7c838f7b160d1ce46df1409e72c6b7f1e99
org.errors4s	errors4s-core-circe_2.13	1.0.0.0		91a705a44d3a2c479818e5de464f81e63c53180e
org.errors4s	errors4s-core-circe_2.13	1.0.0.0-RC0		5f29f866b41568b45b6523a8684a71dde351e79a
org.errors4s	errors4s-core-circe_2.13	2.0.0.0		836d1a69908fbe16e59bc54a6ef62e130871b60e
org.finos.legend-community	legend-delta	0.1.10		e2dc6c72697e1da91fdea8686097171ab0169532
org.finos.legend-community	legend-delta	0.1.3		83b7eec2081f3c28066dba302c8decfd4fd19c34
org.finos.legend-community	legend-delta	0.1.4		7dd241079465849f9390f7dfad881d65b18a101d
org.finos.legend-community	legend-delta	0.1.5		3ecd8dbcdaf13380e614e4ce3edd0d37b393e36b
org.finos.legend-community	legend-delta	0.1.6		a7b55b08fa032c85ce007ac9d1967636285c352b
org.finos.legend-community	legend-delta	0.1.7		61e606eff954cebf8cdcfb68a53ccb2d07aa1405
org.finos.legend-community	legend-delta	0.1.8		761cb17c20e6ad0c93ab2cb7a6d033a948be2e39
org.hawkular.metrics	hawkular-metrics-rest-integration-tests-jax-rs-1.1	0.6.0.Final		db5fb0386ab29992fd60a7b986503025f5a13a61
org.jboss.windup.rules	rules	2.0.0.Alpha1		ed13111f0d0377d3fed0387fc46e307e36e458ab
org.jboss.windup.rules	rules	2.0.0.Alpha1	forge-addon	c6fe8dbccb629b8c616e13d9128335d9d81618d5
org.jvnet.jaxbcommons	jaxbcommons-tests-nokis	1.0		22d41261d7d63e5b5ae977eb0ad5fb65f5202411
org.jvnet.jaxbcommons	jaxbcommons-tests-nokis	1.0.1		6ef2fe2ccbe235bafbfbff318b89b9454fe4d831
org.jvnet.ogc	ogc-schemas	1.0.0		7ce0014745a6d051d8f275345cdfbe0f145107d2
org.jvnet.ogc	ogc-schemas	1.0.2		ba92bd82e3e81bf1901c2d0a21ce2a2b545acd3d
org.jvnet.ogc	ogc-schemas	1.0.3		20351920920308ca169c6f8243d02db1bc71ecc2
org.jvnet.ogc	ogc-schemas	1.1.0		2b27db5bc14625bd1d393eb886090393ef14b926
org.jvnet.ogc	ogc-schemas	2.0.0		53f04d4464cfdd36052ef2b8f0d714dc1d6aeead
org.jvnet.ogc	ogc-schemas	2.1.0		bd44d27b81e4e459442f39bad782ed0a7ef6bcd4
org.jvnet.ogc	ogc-schemas	2.2.0		69e3e9468ddb85ea835ed781810ebf27aa7bba80
org.jvnet.ogc	ogc-schemas	2.4.0		79a637f3d62fb6a081de3c99ebf7ff898f49359b
org.jvnet.ogc	ogc-schemas	2.5.0		133d30b767dee75b5cf47bd915b41107be47a5c6
org.jvnet.ogc	ogc-schemas	2.5.1		e3c5c4837eba929c63b84aeb39554bb721095327
org.jvnet.ogc	ogc-schemas	2.5.2		61aeb3cbea8dc738e83b1585e2cf43e2d8eb632a
org.jvnet.ogc	ogc-schemas	2.5.3		100c707fe6bb01098040a505bcb95bfc1e7e80cd
org.jvnet.ogc	ogc-schemas	2.5.4		2af7f1954f91a53544f31f38f889af7c7359791c
org.jvnet.ogc	ogc-schemas	2.6.0		ec351facf1406ce7aa067d6aad76399bd11e115b
org.jvnet.ogc	ogc-schemas	2.6.1		5411c62381ca5e3897303cf5d535f7b03d4cc66f
org.kotlincrypto.hash	blake2-linuxarm64	0.6.0		N/A
org.kotlincrypto.hash	blake2-linuxarm64	0.6.1		N/A
org.kotlincrypto.hash	blake2-linuxarm64	0.7.0		N/A
org.kotlincrypto.macs	blake2-wasm-js	0.6.0		N/A
org.kotlincrypto.macs	blake2-wasm-js	0.6.1		N/A
org.kotlincrypto.macs	blake2-wasm-js	0.7.0		N/A
org.locationtech.geomesa	geomesa-metrics-prometheus_2.12	5.0.0		d8eb362488c90b40f767fe181c82cfc74f641cac
org.locationtech.geomesa	geomesa-metrics-prometheus_2.12	5.0.1		1d814c524eefcc5066688eff4b59ebbfea457e8d
org.locationtech.geomesa	geomesa-metrics-prometheus_2.12	5.1.0		b739c694cd133f9f9057c902e0f18280f9cbd498
org.locationtech.geomesa	geomesa-metrics-prometheus_2.12	5.2.0		9037bd3fd5c369b1b6800c49d419f03e7ea19cef
org.locationtech.geomesa	geomesa-metrics-prometheus_2.12	5.2.1		55cf5ab85d9f1d09c10a9011309f621a362d8725
org.locationtech.geomesa	geomesa-metrics-prometheus_2.12	5.2.2		6b5c341bcbaf39be6b7c42a0ddc7afd059b7cfc2
org.netbeans.external	org-eclipse-equinox-security	RELEASE113		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE120		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE120-1		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE120-u1		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE121		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE122		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE123		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE124		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE125		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE126		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE130		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE140		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE150		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE160		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE170		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE180		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE190		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE200		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE210		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE220		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE230		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE240		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.netbeans.external	org-eclipse-equinox-security	RELEASE250		9267cf311f979078211a70c1b19af8a8ee71dc8e
org.ops4j.pax.web.samples	war-limited-post	8.0.0		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.1		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.10		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.11		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.12		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.13		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.14		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.15		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.16		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.17		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.18		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.19		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.2		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.20		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.21		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.22		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.23		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.24		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.25		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.26		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.27		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.28		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.29		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.3		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.30		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.31		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.4		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.5		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.6		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.7		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.8		N/A
org.ops4j.pax.web.samples	war-limited-post	8.0.9		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.0		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.1		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.10		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.11		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.12		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.13		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.14		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.15		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.16		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.17		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.18		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.19		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.2		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.20		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.3		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.4		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.5		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.6		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.7		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.8		N/A
org.ops4j.pax.web.samples	war-limited-post	9.0.9		N/A
org.ow2.jasmine	deployme-modules-validation	2.0-M1		e13f4b32cacbf9629a964e9649950ff9adee3c27
org.projectodd.shrinkwrap.descriptors	shrinkwrap-descriptors-gen	2.0.0-alpha-7a		048b83991787d52d839f17d1435e9fc9ef33104b
org.scala-lang.modules	scala-parallel-collections_2.13.0-pre-e2a2cba	0.1.0		2162ffe23280a1a1f1b9dba5d2ed0be33ab6a2bf
org.scala-lang.modules	scala-parallel-collections_2.13.0-pre-e2a2cba	0.1.1		eef75a682f96c99c3e059f854e4be78e8da43392
org.scalaz	scalaz-zio-stacktracer_2.11	1.0-RC5		59d5aa2a23de8e1ddec53849248eef3214c3a3c3
org.tuxdevelop	spring-batch-lightmin-documentation	0.2.0		08280272bbd3a418ff1a9f0ef1b0e8ae1778f3f7
org.tuxdevelop	spring-batch-lightmin-documentation	0.3.0		a772727f6101440bc332fa42c2960bfa06f19820
org.tuxdevelop	spring-batch-lightmin-documentation	0.3.1		32266dcf55f8422d17eb71233da3712ef5a415cf
org.tuxdevelop	spring-batch-lightmin-documentation	0.3.2		03a5be8d740826cb22139f0ad454ebb0e35e9067
org.tuxdevelop	spring-batch-lightmin-documentation	0.3.3		4458f371157684151d2dba63d97b6ea82ff6ba10
org.tuxdevelop	spring-batch-lightmin-documentation	0.3.4		b004a4af10f9d2f8cbd5ca3ebb1d32fb32d6751a
org.tuxdevelop	spring-batch-lightmin-documentation	0.3.5		eaac25a9e163bae9ad7835706c057593a23d33ae
org.tuxdevelop	spring-batch-lightmin-documentation	0.4.0		fe6002bcdac425f059950241045ece19e5fc3039
org.tuxdevelop	spring-batch-lightmin-documentation	0.4.1		f9f86f4f7bc7ca3289ce5dab6099687bb26365cd
org.tuxdevelop	spring-batch-lightmin-documentation	0.4.2		28053a8b4510fdb952a96552ce45432afd07c1ee
org.tuxdevelop	spring-batch-lightmin-documentation	0.5.0		7ea3b6268d5863c9fc908e215e58cf9e933c160e
org.tuxdevelop	spring-batch-lightmin-documentation	0.5.1		cee139961a2e11beefd332b91dc1889a540f9747
org.tuxdevelop	spring-batch-lightmin-documentation	0.5.2		ab3511d9fd6bc40f6b336e9513438df9b39e9aad
org.tuxdevelop	spring-batch-lightmin-documentation	0.5.3		f5f1ae713a2bf9fb5ff33b8613892dd90a47eef6
org.tuxdevelop	spring-batch-lightmin-documentation	0.5.4		457478f38bb10c7f7249b1057d66862ddd17313b
org.tuxdevelop	spring-batch-lightmin-documentation	0.5.5		6a7f184304ba6ae412a7668dbe5d13343d61aff7
org.tuxdevelop	spring-batch-lightmin-documentation	1.0.0		03c67064b6d26f5ea942fb521b879904a08c1fa7
org.tuxdevelop	spring-batch-lightmin-documentation	1.0.1		0b495c9f7495ac1e29b5c7bcc1cf9443d0bab8f6
org.tuxdevelop	spring-batch-lightmin-documentation	1.0.2		b88fbc0453891a74b953fef07a57cbab63972860
org.tuxdevelop	spring-batch-lightmin-documentation	2.0.0		49fd1a138c70b5d22386ee247fac1be19d54a1a4
org.tuxdevelop	spring-batch-lightmin-documentation	2.0.1		a1533dd12e3bb573c0de1f25477245e5f965db8a
org.tuxdevelop	spring-batch-lightmin-documentation	2.0.2		8914e5e5699deb98b14be9280fbcff89a1bec99d
org.tuxdevelop	spring-batch-lightmin-documentation	2.0.3		6a78d3ed0dc246297395d31ddad305a4a4b64098
org.tuxdevelop	spring-batch-lightmin-documentation	2.1.0		bbe6792f39362d724c9a1ae17f5afc98d3f437f5
org.tuxdevelop	spring-batch-lightmin-documentation	2.1.1		22cbcfc59c48213705a42112c20cd5b230d583a8
org.tuxdevelop	spring-batch-lightmin-documentation	2.1.2		31a4b107a82aeadbd89d87753b4aac55a028afef
org.tuxdevelop	spring-batch-lightmin-documentation	2.2.0		f36ed1bc6f924bd1a3dba6f7ef72c0ede60a104d
org.tuxdevelop	spring-batch-lightmin-documentation	2.2.1		55c41fbad42d47655f676144a7a0decb443599a6
org.webjars	is-png	0.1.1		893852a22c3898e519a7428eaea030d264534a5d
org.webjars	leaflet-markercluster	0.4.0		ec45a892abc2a8096619d80fc8813660dc26c258
org.webjars	leaflet-markercluster	1.0.4		bfad23a0c255b6e14ac2d662c6a956f5ef4f30cb
org.webjars	leaflet-markercluster	1.4.1		49dec5f5c97d66fefcc6c1e6871a942370898973
org.webjars	leaflet-markercluster	1.5.3		8241e7a127b446e7811ae53a7ca669e5a153ae54
org.webjars.npm	jquery-lazy	1.7.10		ee6ea77767c807909816499b621b7cc1ebf5db07
org.webjars.npm	streamqueue	0.0.6		5e0e5e9df9fc644789ff18903d1abe93ff2f102f
org.webjars.npm	streamqueue	0.1.3		cc73cdd59ca314800bf0d65eda20c0ddcbaec974
org.wso2.carbon.config	config-generator	1.0.0		ef01f13575583182b91996fca580daeb49b0388f
org.wso2.carbon.config	config-generator	1.0.1		3701d3479bcc9d6beace515fc8122c698068e60b
org.wso2.carbon.config	config-generator	2.0.0		1415978be3dbff5c44d3ab1b4b27e841073cede1
org.wso2.carbon.config	config-generator	2.0.1		4ac3dbf9a1ac81aba0224ebb90b66d9be9a9a20a
org.wso2.carbon.config	config-generator	2.0.2		55c07dced6c47e2d1d598743a1cac89b4bacf6aa
org.wso2.carbon.config	config-generator	2.0.3		813094239ee25fb5da353c2ca53c00f81c63b67d
org.wso2.carbon.config	config-generator	2.0.4		47a464407282212055cdd9dc76beb25d4d195d01
org.wso2.carbon.config	config-generator	2.0.5		1c5e899ecad9accbdb55e27c50681a1dc3465441
org.wso2.carbon.config	config-generator	2.1.0		f1aa158c8bc2eacf6303c706bf04590e338eaa13
org.wso2.carbon.config	config-generator	2.1.1		14c2f58bc4b5f6c89a208db46435d83e6fe22a77
org.wso2.carbon.config	config-generator	2.1.10		ae1eaf538a54ca2446b9772e6260b32a9d1d866f
org.wso2.carbon.config	config-generator	2.1.11		faeb0e816ec8c6d0047190074e19d12064d87a5d
org.wso2.carbon.config	config-generator	2.1.12		e00e726372c721560b64fc1f28a263486036c42b
org.wso2.carbon.config	config-generator	2.1.15		873ee4d70dcaa8e9c93a103538c1192ee20d48f2
org.wso2.carbon.config	config-generator	2.1.16		9009581e14819f9ccfc9decb538fbf7e57f8dd8f
org.wso2.carbon.config	config-generator	2.1.2		509f44dc2411db4dd70a5429820121e0ab4547e2
org.wso2.carbon.config	config-generator	2.1.3		a684f9e37197bf5f22bdefe92fdba8190db5a9e8
org.wso2.carbon.config	config-generator	2.1.4		c991959a7ba083dc283566c8545d0a95decaae03
org.wso2.carbon.config	config-generator	2.1.5		5f971727da08991cc2cb21ef0d6658fe34ff21df
org.wso2.carbon.config	config-generator	2.1.6		6c24efe821087d901f9121a4b257705db4f05682
org.wso2.carbon.config	config-generator	2.1.7		731330a9e7fd5841d9bda6189875d8c4ec735a8d
org.wso2.carbon.config	config-generator	2.1.8		57abedba24e53bc5af91727ea58b99ff343e7956
org.wso2.carbon.config	config-generator	2.1.9		3482258ba951e78979fcd11fbc37b36756ed4dbd
pl.instah.auron	permissions	1.0.2A		0949c1b8b823219d5cd386804cd90f4959c96a36
pl.instah.auron	permissions	1.0.3A		0949c1b8b823219d5cd386804cd90f4959c96a36
pl.instah.auron	permissions	1.0.4A		0949c1b8b823219d5cd386804cd90f4959c96a36
pl.instah.auron	permissions	1.0.5A		0949c1b8b823219d5cd386804cd90f4959c96a36
pl.instah.auron	permissions	1.0.6A		0949c1b8b823219d5cd386804cd90f4959c96a36
pl.instah.auron	permissions	1.0.7A		0949c1b8b823219d5cd386804cd90f4959c96a36
pl.instah.auron	permissions	1.0.8A		0949c1b8b823219d5cd386804cd90f4959c96a36
pl.instah.auron	permissions	1.0.9A		0949c1b8b823219d5cd386804cd90f4959c96a36
site.wtfu.framework	gencode-maven-plugin	1.4.3		04f41e331ba84fba3e93e908bfcc8e237716f0da
site.wtfu.framework	gencode-maven-plugin	1.4.5		6a5f520f9986d90f6be69ff1e104b1d7b39dbd89
software.amazon.awscdk	workspaces	0.10.0		f40d9bb594c649650e54906fe749112dc80e1b37
software.amazon.awscdk	workspaces	0.11.0		9a9d04b35f63277d155702dcd5f3c1ab6e7f9a11
software.amazon.awscdk	workspaces	0.12.0		a490d67f66ddf826a9335904d9a52f98edcb7d90
software.amazon.awscdk	workspaces	0.13.0		04decb748224d3a0821781d161284c74d601f25c
software.amazon.awscdk	workspaces	0.14.0		fb54925fb0113f45a89dc82be186698a4d725634
software.amazon.awscdk	workspaces	0.14.1		351a8d5e6b0365c5fe0fdff7af49a000d4971cb4
software.amazon.awscdk	workspaces	0.15.0		7467f9fc787c20d77a62bbd8e231ade23f140030
software.amazon.awscdk	workspaces	0.15.1		8a1b89abe579915fcafd0e7e90d3680eea389418
software.amazon.awscdk	workspaces	0.15.2		9e0e99b6f081aa7a8de3ca76a1e3390150628d84
software.amazon.awscdk	workspaces	0.16.0		4275e999c5faeefbe80375d34b0dbfe209a13bf4
software.amazon.awscdk	workspaces	0.17.0		9c4d150b65d815b69bae4366e7d937e90592b90f
software.amazon.awscdk	workspaces	0.18.0		44c91828438d55fe4c7faf16b2ff2da9a814cb69
software.amazon.awscdk	workspaces	0.18.1		3b6cbc2c5b89aa12feb8e50fefecb025dff9f7f7
software.amazon.awscdk	workspaces	0.19.0		7741f2799a22c846ecc5e85d754742177efdba7e
software.amazon.awscdk	workspaces	0.20.0		77ba4a10a25d9056f80640f37bc7badc7ec07212
software.amazon.awscdk	workspaces	0.21.0		9e29b49c3c8e3a3940e8f225de52df33e0df50e0
software.amazon.awscdk	workspaces	0.22.0		8d1c275e5f43dbf1de0d01663293740a9ab52d94
software.amazon.awscdk	workspaces	0.23.0		14cb094029645e3c22749f55eef65fdd92dbe814
software.amazon.awscdk	workspaces	0.24.0		8b8c18b08b8571509b25515ca5abd5843cd1e7b5
software.amazon.awscdk	workspaces	0.24.1		e625b1e30eaa94403dd6368444723a38e5b913c2
software.amazon.awscdk	workspaces	0.25.0		66a7f2cc8bbb385efd65a28aabaf0496e0e7dd7e
software.amazon.awscdk	workspaces	0.25.1		84d1f02e313e175b6bc6b2ecd24c2c3b3f7c0831
software.amazon.awscdk	workspaces	0.25.2		4e33f8ff4417f892fa9dab73cd9a51d7e2553417
software.amazon.awscdk	workspaces	0.25.3		982fdfb0c770760ac756d5db6317a15bf47e9490
software.amazon.awscdk	workspaces	0.26.0		e60b154680073b376800851c31a8fc9bf27e7b1e
software.amazon.awscdk	workspaces	0.27.0		b525ebbc1d8ee175ce5824938b6c96f446c1bbfe
software.amazon.awscdk	workspaces	0.28.0		c49638f2cc38e84a3953936eefc8fa189f1ed3c8
software.amazon.awscdk	workspaces	0.29.0		bd1658874cc871f7284c3baed92c64cda933f5d6
software.amazon.awscdk	workspaces	0.30.0		f1441c024a97bf388a2c98f3900c3fddc155b491
software.amazon.awscdk	workspaces	0.31.0		c572433cd6cbef51a09c58ae85bf5f1fa0990656
software.amazon.awscdk	workspaces	0.32.0		eb4a44cd604c867449fa1de970e32324f6cffd15
software.amazon.awscdk	workspaces	0.33.0		8c90d0174e5f7584821ca79b80f745e91393058f
software.amazon.awscdk	workspaces	0.34.0		b41c7c22608415b62d64e31248e273dd6a8da044
software.amazon.awscdk	workspaces	0.35.0		127f2147da3d625a66990ddb2f93795a75cc950f
software.amazon.awscdk	workspaces	0.36.0		7ba0a58a84f0bd0c8100645cc5d17e671dec0ed1
software.amazon.awscdk	workspaces	0.36.1		f74248cc1c761f628b76476d9ebc5792fb7129b5
software.amazon.awscdk	workspaces	0.36.2.DEVPREVIEW		706c14f0eaa77e76721d891cee4d2f26468a60a5
software.amazon.awscdk	workspaces	0.37.0.DEVPREVIEW		5a45782ea078d0db25bd32d366dc50eaa48010b6
software.amazon.awscdk	workspaces	0.38.0.DEVPREVIEW		6b4cd5d3db2aa58dd6ef3fdb3e0c1d68fc636db1
software.amazon.awscdk	workspaces	0.39.0.DEVPREVIEW		1eab06a1ddc3b72d1ef71e9f5920eb905aa764a4
software.amazon.awscdk	workspaces	0.8.0		71a823c3400c319436343bf9d9ae2741dedab996
software.amazon.awscdk	workspaces	0.8.1		46cef2b179ebfc0e5fbb9e31d364ad674c7755aa
software.amazon.awscdk	workspaces	0.8.2		85a27278523cd638424d820e66502bddec1b69e5
software.amazon.awscdk	workspaces	0.9.0		72894aa50b0a75a3ea4b837b44e45bdb1833d6ca
