at.released.wasm-sqlite-driver	sqlite-binary-api-js	0.7		N/A
com.guicedee.persistence	guiced-persistence-c3p0	1.0.14.4-jre14		ea581260b0d2585a507f86a7f1558e36dd06db19
com.guicedee.persistence	guiced-persistence-c3p0	1.0.14.4-jre8		b673a9a9bd0660a62a46208333d77cbc041883e7
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.1		762c2aedb21ffb37636707b2daf1ddec27d92860
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.1-jre12		96b086429ba37bb15222ed8ef2ccd1adb3c68d32
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.1-jre13		4d2d86f6a714d9167963e5eae18fea0d42328099
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.1-jre14		093395227041a195b80ee45c628b861265359172
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.1-jre8		ce81e20a24ea0e08cb0c82f9204539262cc3f505
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.2		5494147541495a54b4ceceb600ae5aa3fc535ce2
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.2-jre12		0b5f37bad2120ea8fd2d5654fc209e8292719625
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.2-jre14		00d2347047a5de7e8866f8d410c85753efb89e3e
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.2-jre8		e1e77672ec8ee485a8e73f09a822cb7c4ed8563e
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.3-jre14		e47f529750cab68333a3a81729afd61d49a0bf9c
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.3-jre8		fc1a14e47846eae18f6cbd3f888b21b5b29dbd5b
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.4		d473a4bb069d431bce09def32c2de9577d013524
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.4-jre14		b26038b4abe7f2e469ff7238ee57cbdbc3373086
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.4-jre8		4ce1a1e923c2ae168e3792bceb6999681802113e
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.5		f408848471e254c248b9f08587eab6566b57e3ba
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.5-jre14		2059cfba9caf11f66722d13449b8ddf5501919e8
com.guicedee.persistence	guiced-persistence-c3p0	1.0.15.5-jre8		98e0fafd4778a105da2787ab79e0dfe720550ba0
com.guicedee.persistence	guiced-persistence-c3p0	1.0.16.0		6b51df9661539d83b0c6be468808021bf6eb1120
com.guicedee.persistence	guiced-persistence-c3p0	1.0.16.0-jre14		9669283c758d1367484138ffa4a58aae20af0e5b
com.guicedee.persistence	guiced-persistence-c3p0	1.0.16.0-jre8		ef551ad1144eb393e3f22fc83465f58a3e3dfa24
com.guicedee.persistence	guiced-persistence-c3p0	1.0.17.0		20ad1adfc5a0f8341c85e500ddcc8ba12b7e1c08
com.guicedee.persistence	guiced-persistence-c3p0	1.0.17.0-jre14		cd3fdda48d28a7c67d390f0c9a30f7cf0c8669c3
com.guicedee.persistence	guiced-persistence-c3p0	1.0.17.1		102361aa05f68c714d0006e5bc42399e802994c1
com.guicedee.persistence	guiced-persistence-c3p0	1.0.17.1-jre14		6642854371de15f6aa9862dba3e78c4ed92a7373
com.guicedee.persistence	guiced-persistence-c3p0	1.0.17.1-jre8		2be1345d09861cc53b339f772676fd3b3e2aadac
com.guicedee.persistence	guiced-persistence-c3p0	1.0.18.0		01c2a0043724c45ce17f578543ee5aca9567382d
com.guicedee.persistence	guiced-persistence-c3p0	1.0.18.0-jre14		57cd94e9c1d086bb5b0d8b3dbb6db81366832b87
com.guicedee.persistence	guiced-persistence-c3p0	1.0.18.0-jre15		ec2259c27ccb5b914ef440965cf35523fd0b9721
com.guicedee.persistence	guiced-persistence-c3p0	1.0.18.0-jre8		2d4e46d6c50a8540d39083a599a274e308d6c887
com.guicedee.persistence	guiced-persistence-c3p0	1.0.18.1		42bb0b9e9eb95b4e9753de2077c7777db25839d9
com.guicedee.persistence	guiced-persistence-c3p0	1.0.18.1-jre14		985bc403e1ba5207f37def85fd89be02cbc48162
com.guicedee.persistence	guiced-persistence-c3p0	1.0.18.1-jre15		168ee7a1a1dc1d3c4197bb4c28ce0a8cc7a76cf1
com.guicedee.persistence	guiced-persistence-c3p0	1.0.18.1-jre8		f24e16db65fb8738605c428e3fbbf9151e737335
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.0		98f235bb6aa2c6df5264883aebac0277236766e2
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.0-jre14		03531766807cb8959eb9cf3a3b130a06ff7941df
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.0-jre15		b5c7e2907c00083a97835e8f22c865a8f34ff785
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.1		afb4bf55e80347ff56c3d8c2456e09e8a623aad4
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.1-jre12		724a84742cbbcc2c5d7b675c02edbbcd189f39e8
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.1-jre13		ef4297e5feae4714e4799e95bfe32cb590a716f3
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.1-jre14		d808c6804ab229e6fca09d7c0c7922f396f865ec
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.1-jre15		d18a47fe538efa558442484d0e3260ecd7ba444c
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.1-jre8		ef7de1da937079566b234332dedbbdd2ad76d7c4
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.10		dab4142df0faf946900a62e8f21b9a7530ad7dd7
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.10-jre12		4172555fd335de8d5583fb3c2ae43f290f371d23
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.10-jre14		eb3003801f3bef86a0e4148e41fd54104043a2ab
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.10-jre15		97dc636273a85545abc388f0583302c77bdeaf45
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.10-jre8		ad73668b2fdadc14df30fbe90267d6c7a2572ee1
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.11		1af1a9e6b445c1061672dc19ebc278b632279aef
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.11-jre14		349fc00f4a4168856576e4f8d6fcccc425aaefb1
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.11-jre8		7830f0563d30fcbcfe8c08dfe2b3b7f1632f9ba2
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.12-jre14		5ae65de7c5517750cbe9e31dfaaaa92f82eeb5e4
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.12-jre8		408f2ff384c7f25005189fdce91a8989a26e29c8
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.13		89eeac560e09106a5538136933029034ec8ad063
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.13-jre14		3492fc8ffb089a1d7cbbdac1cf9ef57401ff4ade
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.13-jre15		baf65dd2b822217cec899820f5e658036daaa94b
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.13-jre8		db68be85183e15ce26692538da57819c3d508e13
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.2		22899da22b78cba4737867567bec6d7a934a3171
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.2-jre13		08f36ab22b28c20e91ea473f5d4427beecd9163e
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.2-jre14		853634f7d162eea158a9d33d719bb24b729b6a49
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.2-jre15		ae1632524fa001faf6b4a3493eef8632a00f25c4
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.2-jre8		976a7ba0daa066f379eddbb943c79ac2ee6c6e7c
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.3		573c838b35c224f9758d13559022dd8e34785fe1
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.3-jre13		1ac28e4759f5faf4ca9c0c84125deda619bae45d
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.3-jre14		faf7d6b33c0581368c5a14dbb9e5daedcdba642b
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.3-jre15		23635d5295e6274fff026a3fbd327a60de2f3bae
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.3-jre8		d7c164832c764acbe6b27f21fad1826462a7f054
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.4		02b4a97197eb1f43035b8e98f6c166aefebc7731
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.4-jre14		a762d6bd8d768eb551cf351ae70bafbfb3db83a8
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.4-jre15		da3c3d0e89685afb60a0ae918e24a128db4b2acb
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.4-jre8		f527e4bb14713decba30d2234450074cda9feee2
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.5		cf1a2b7862afc9c4292705bd25816174d197fb0d
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.5-jre14		bf7e21e72785c98af79e3183e54f1e4ab977c92e
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.5-jre15		45af3d84ed486736e23647b8e8dc6096d165ee7f
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.5-jre8		e7de92a182fbd0899c06d69302532dbff0f69c9c
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.6		b4fd9792c37f07df89a02d71e50b5d7ffcc9c5aa
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.6-jre14		9cda6cf9be172ba7aa5ed678de44763d3f491bd9
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.6-jre8		5c18b534803b2d77fbf08ba4a5dc7ab817e788f3
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.7-jre14		441b08972917e1ffa5406d74639d71e7252a264f
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.7-jre8		2cc93e3d194461e2729c8619b11e7511e75e9f0e
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.8-jre8		91890d11c61a5a6b670e02c265dfa794fb43aaa1
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.9		be4325f25b26309c851a5a20b7a0826272ec6fab
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.9-jre13		21351008030fb67ead131dae1d498733d4479f95
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.9-jre14		6015cffea80a116f5673f897191939617c8f20fb
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.9-jre15		237e76d9e1426c9d50868fad9c1a6c4261731dc9
com.guicedee.persistence	guiced-persistence-c3p0	1.0.19.9-jre8		83cfb954bf7238a34030e618e7e57b6cbe5faace
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.0		8462ab8193db7a1a02fcd71dc0379c91fd0a6dde
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.0-jre12		0ae329ec983a552907cd3fa32fb32f0a12bb8f12
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.0-jre13		8d578d65529c46c92a41be3636470898101ab73e
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.0-jre8		8b20fafb6ce106927dd93d722a8ae15b50fb7dd7
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.1		eccd33a5cb284954713a936a6b6e3c9d35bc45f0
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.1-jre12		ce003257bdc8fe4130eaf8bafa6782e093928c97
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.1-jre13		c7d85145b04e9f4858498fcb75f88724f9cf7aa6
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.10		1d414a89b77c0f9601909f39016485ebd7e5d7ca
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.10-jre12		4648dcc96c21a260dbdebba3722da4e627da6abc
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.10-jre13		e2fbda2acc5ce1b1d6ae717fe0e22671fa8e6eeb
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.11		4d87b6faf19f620c41bfe6edc9fb21ead56490f5
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.11-jre13		7c71297016c73bdcfcaf721fcb491b2c5d34b9a9
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.12		2ca175f96513a1569eece2fc480640ee2555d974
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.12-jre13		3136b4554e88084ffb5c23e6e2b3e0d9434dca8e
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.13		f53b5f0064eea1e7ce41cc0ea04a7acec58add8a
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.13-jre13		61777c9731083cd68a7e297d244ca78fa9a8b168
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.14		53d2d2787677a4d42658ec1c8381d8293263d43b
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.14-jre13		9a48eea842043fec2347b8c47c51c816fcd6b5af
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.15		9cd54ba6d6bd941a1693425353fe939ee65ef7e6
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.15-jre13		643fd5344a447bb92a20fd9a3c7d649c14060275
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.16-jre13		65f2e2ea3aaf233880270370746fb7dd5daabedd
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.17-jre13		579c455d97dedf85765d8fd41195eee7c2e422f8
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.18		2abe4c08bc501ea2d6d648fcb8bbf1f46050b265
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.18-jre12		232800f0534b4031891f54cbc30cd88ceb28057a
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.18-jre13		2b000690b0e5d051bdb19552126bc144956bfd33
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.2		a578e3b1decc8f2846d152b8a1cdf27d88d021c2
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.2-jre12		ab899a74e4001aefe6c228a5502dda9ae0129375
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.2-jre13		d6f5e36aa8c9c89a61190f5809a3d09386c9615c
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.2-jre8		2c65dca21953180c0b2f78a7813015a3fc5acacb
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.3		9b25a082b0d7fae16a9d9e3503a7a53d992fa175
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.3-jre12		ce05e7343734617cc5562a585f303984b075cfe8
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.3-jre13		56cf65e192d07db442c0afa86eceeae51bd138bb
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.3-jre8		409fafa8c95e68d9aa36f4fb8e8629242337e60e
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.4		f70d53051c27694132477b31dac121eb605b5110
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.4-jre12		9169bf3c213a47f497ef9f6efbbe1a75dacc4cdf
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.4-jre13		abd6f4d75a06d15bb905fbfd9e7eac6888af11ff
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.6-jre13		da06c67436b6fe164993baabcae7421cb2deab1b
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.7-jre12		9600338ba9b2ecbb1b812cac9a3e3d8340a49867
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.7-jre13		2583506658ba2db3755fa540d9a1e13fbdb17ac4
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.8		a0c29f52d89d0f98588bff72d4020fbe4ad66f59
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.8-jre12		28bd21a78c7f0f70eb7b24027a2912370e00cb2b
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.8-jre13		d87bc47f5ac95465663a7f84dddf2f705561763b
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.9-jre12		4d9fe1e496133cbc2a329705d28d5087a407d507
com.guicedee.persistence	guiced-persistence-c3p0	1.0.2.9-jre13		f7a3d9b9d255f972629490c26c32436dc091b108
com.guicedee.persistence	guiced-persistence-c3p0	1.0.20.0		6f763324c92ae911ced45afaafeb11fc6782bae4
com.guicedee.persistence	guiced-persistence-c3p0	1.0.20.0-jre14		f45cfdfc567a07801109cc741196d286a7504807
com.guicedee.persistence	guiced-persistence-c3p0	1.0.20.0-jre15		8e2431603fff345dd3214591a18cd18d27cf0895
com.guicedee.persistence	guiced-persistence-c3p0	1.0.20.0-jre8		ac9ee4a18b70f9542885ad67a10b9d0778949b1b
com.guicedee.persistence	guiced-persistence-c3p0	1.0.20.1		cc06e0b5959c56fb563e7576f03592c3bef6fc8f
com.guicedee.persistence	guiced-persistence-c3p0	1.0.20.1-jre14		b42b9abe90eb131f3fa40e1e794242323efa9ca2
com.guicedee.persistence	guiced-persistence-c3p0	1.0.20.1-jre15		69cbe7119f9911004d8aefc725f1168e4c6b86a1
com.guicedee.persistence	guiced-persistence-c3p0	1.0.20.1-jre8		3b1bb0cbab1466b281f9f18b9b862c6010e19d02
com.guicedee.persistence	guiced-persistence-c3p0	1.0.20.2		d126bba0f90ac461bb7c9f164bb522dfcadb45b8
com.guicedee.persistence	guiced-persistence-c3p0	1.0.20.2-jre14		8fc698196d343e16f7dcfd0e1daa67393675272d
com.guicedee.persistence	guiced-persistence-c3p0	1.0.20.2-jre15		ac1ee691ab54c93c775ef7318ebf7352e1312cd5
com.guicedee.persistence	guiced-persistence-c3p0	1.0.20.2-jre8		a1cccb2d164bcdcec5cef4407920b7d8ecddc623
com.guicedee.persistence	guiced-persistence-c3p0	1.0.3.1-jre13		8a8b0b96d1d8761214511ab730d6f3890029c9c8
com.guicedee.persistence	guiced-persistence-c3p0	1.0.3.2		4e55de6d1d5cbd66fd934d2da62cddda4d1fd48a
com.guicedee.persistence	guiced-persistence-c3p0	1.0.3.2-jre13		45c7fb9c33862f49451220d47731b42cc54d513c
com.guicedee.persistence	guiced-persistence-c3p0	1.0.3.3		a9cde4563d4c637632ac476ebd17dc8787756a0c
com.guicedee.persistence	guiced-persistence-c3p0	1.0.3.3-jre12		111cefea2f2849ea1cea448792ba6c30df85be1b
com.guicedee.persistence	guiced-persistence-c3p0	1.0.3.3-jre13		baee142319b19b62ee66e938367c2ac4acdc388d
com.guicedee.persistence	guiced-persistence-c3p0	1.0.4.1-jre13		05ee845fb0f05e55b4e7efa97ba2742e99769cc2
com.guicedee.persistence	guiced-persistence-c3p0	1.0.4.2		9e4e7b20c7aeae5d5c026d1a9d1836fddfb63822
com.guicedee.persistence	guiced-persistence-c3p0	1.0.4.2-jre13		cabd0915daff51b8a8612a7a0fb2e8da529c121b
com.guicedee.persistence	guiced-persistence-c3p0	1.0.4.3-jre13		6c8c2eee6c694a900d7020f2fd057ed76fd7d9b1
com.guicedee.persistence	guiced-persistence-c3p0	1.0.4.4		7e18668828bcf5a0ce79da6bbbc443310c739bfa
com.guicedee.persistence	guiced-persistence-c3p0	1.0.4.4-jre13		1dfe85004b978ef5f5c7e8060e52537987d96481
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.0		14a7163ca91f5259a4f4c79b2491a772b36bef69
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.0-jre13		1da3c0485d6592652a68d72349ff3fffb4245c57
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.1		d6d84bee12e89506b192e18e47592f1faad639d2
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.1-jre12		01336a045d1051740ccb03edf298d8d135417103
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.1-jre13		55abea9e36017e863ca6b6e585ab8ccd1a3e130c
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.2		91058fc9943b555e72b3118dd46c18ad19ef8df4
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.2-jre12		717434fb8b29b442f70675e68cb87aca9a0ab062
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.2-jre13		e88a79aa5045144717a6070f2443057aba0a8162
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.3		6b5946c6555d3f871df1571f2b4bbabd6ef8198a
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.3-jre12		e1bb64f1c7c3f84d0f3d51de6aca96048358e847
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.3-jre13		69920ef230b8bc00ad692128720215a3a6f43ecd
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.4-jre13		92851e5aa4987dfd76fec0f4fc29d6a5800e3968
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.4-jre14		dd438de8a2398991fa2b2d053895f7ac8fa7b07d
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.5		3cc1240ae3e517585b48c7ffefb3a45a710bbafa
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.5-jre12		93d4b4223949ddf50a3a68aeefa61fe51e6693a6
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.5-jre13		ada521f1f007b5af51a6d3b035351924317eec63
com.guicedee.persistence	guiced-persistence-c3p0	1.0.5.5-jre14		17e652a53cbea586f8ab72ece464626478bd9938
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.1		376ea68460955a245c4e759b1e35d050fcdcb7df
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.1-jre12		4b75cda1d58dd1a79e5c831e867e780300b785c4
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.1-jre13		b4eb3849a6afb5ac5b036e9333a9d20005fb7011
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.1-jre14		1b46a7d3f8cbb0fbfc8445e72cede7fcb27cea57
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.2		fe4025136a064b3c86c30b2b1bc2b0964ebb0727
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.2-jre12		a0b1f845c668a43ec87d0add33f8103a246e3473
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.2-jre13		5ad09198dae8d40436930dfdb285344d436f43ca
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.2-jre14		94172f5139994a63eb39fd1ca564d56b0110ab47
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.3		5454c42f2a0c4864660ea7f99db3388d2ac4c3ff
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.3-jre12		2fe881da15a7cbf7e9f5b6817e6c47e2d448f89e
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.3-jre13		f34bc97671fa110a55b6dcaa01d8e8142f5daad7
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.3-jre14		ddfe9af905c58714806e39e0aa17a3ce2ffb44d8
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.4-jre14		d9b8875a29e63a96b451f138f0bd8488b58ac3fa
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.5		b9098121efc8527c3187d00c777a8a51a404f799
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.5-jre12		ce3b8cece1c5eb61121a4429a756c26df3583123
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.5-jre13		15f7fcd213adffccf843d0aca390b6c580066c7d
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.5-jre14		6c28ffe20301e0bcfaa1fedcf950a45f3ed9c8b1
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.7		9d296cb8b4701273a5682a0ece688d905acacebb
com.guicedee.persistence	guiced-persistence-c3p0	1.0.6.7-jre14		dfc3c206fea39b53ac83c3f67d0d718333e23c68
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.0		9906f57c546c7c9484462d1500c4248824a872f8
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.0-jre12		5cef775193682a5f6a20ebf65938b838e6c666fe
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.0-jre13		c40c16d30183cbf3ff5d5e2a27072b75e622bd6b
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.0-jre14		e11a3349faaa3498096255943f546f4693e5a097
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.1		fcd05e38b60353d482370177c30f154af691fd67
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.1-jre13		9a0ddf5a4d1109b6642d2983cf5a66a990742599
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.1-jre14		e61219d4537a81532f0b3340f3ae71424b91bc67
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.10		1d5448122a0d72023e854c9f3335bf6872e13d5b
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.10-jre13		43414621abd6bbc0882f6bf9aebf37d6417e856d
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.10-jre14		445625aa0bb53366f1db3e6bda31c642eb079bd4
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.11		4b4f71afc6d3c5a3d4d875ccfacea3492ca8c59b
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.11-jre14		7f5362b8dd0be79471cd0e2b35eee1afb8656239
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.12		33f7e90ed4f4e964ba4aa3ae71361726b7791d6f
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.12-jre12		6c56213a189f033de204a796c5454df9feadf46e
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.12-jre13		108c4c8c46ad2f10e7d1aac9f71907573b86b36e
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.12-jre14		a9330fb0ab13aaba67173660fc113efc2154238f
com.guicedee.persistence	guiced-persistence-c3p0	1.0.7.2-jre14		ac56023cb02e5442d788b835391751468db56939
