at.released.wasm-sqlite-driver	sqlite-binary-api-js	0.7		N/A
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	3.8.1		3bc0ecdad256fd846530488cd68f752411d0c57b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	3.8.2		f16af2e3f4e17df2e282e7e9078a04ce9d54ac64
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	3.8.3		a1aba7f62d17c04177f66f964ad25415e1350876
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	3.8.4		d6d21b0dd4bd2788998f0e7f8462ad579db6c8ee
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	3.8.5		a10587cb95544c2b1374e7d164334beead197167
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	3.8.6		67141b88576d1258deff78152cc603bbfb178bb6
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	3.8.7		8fc5a893d29a71f565a30efebac9ea3a6d589bf4
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	3.9.0		79b6a13b35d23df708a90134e8f183b7237a6cfc
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	3.9.1		2c0f478727fa74b7216b5a357a73a003b19bdc9d
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	3.9.2		dd91a79648121d12d14271ef8fb020854ecf837e
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	3.9.3		5236957ca305bf0d1f55cc06ff4871d7f2eec733
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.0		1dd7739b94e633e4ec52c2d4ddf3f3d5814637d0
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.0-alpha.1		b85b8fad3adf03ed8a62645dde3528efadcd07cc
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.10		ef9e306fbb85bc99160bc90e83b2d4a45ab9ce97
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.11		d97e883882aa6dbf10c51ef289f5e9a0f8be07cc
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.12		c749cd4e76c4bedb3cf2c8e4f6485b3ca8b9dbec
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.13		07ba77d84dc61080a005c3b4c6bd137b64bd4aab
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.14		03d1842eebe3a88923526793fb6dbe8cdb9e8791
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.15		81cfe1a7157b1326652ed912aca8acff95fb74f2
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.16		d910f52f163641adb6f716c177a17f0f2b8b432a
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.17		705f626a745f6a4491d02a9995c2bccd1843df8b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.18		9cd64465e955baa4250e007f90bc1510d9f3f193
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.19		68aa28ad86265a72c09ffb724d529964856bda4c
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.2		86407055d276526269b2b71152fb177855955502
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.20		6e07e558bef953acec73861039b0a877174d3ee1
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.21		776423ba2b1126f32bdbd1cd17fe2240190d54be
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.22		31ae97ac671097b44d8440d2833395c1a00b8b78
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.23		0f311fa41929cbb10ebf7c26c04c729819e64b81
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.24		94d8e6aa95611aa0d48fb9e175c11392ebd5aefd
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.3		eef8eda2400c3b0afb75920bbcc6c83396fc61c6
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.4		2996d1235422f311dc06202b5ee6814a327f228c
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.5		e2416cb13b180493442d4ef37bcb2b41a590a06d
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.6		59abad0f5893148f8fd575a94d7e86eb562a3dc9
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.7		89f57b22dd0998d372606c14712ac43b89cdb261
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.0.9		92214d1f3a047472038bb74c40ffa15bbe1c76f4
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.0		7202ab5db0ab61cd6b1580c89fbcac5c706737eb
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.0-alpha.2		dbabc68a1c514a932b73f2c5f6df214180824e2e
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.1		77565e9415f9596e509ef806a86de801650c367d
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.10		bf0106f8765038424bb272936809e2e0c2d8291d
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.11		1fdce6a99739f3abd1edbbdc81c8e7e02edbb5b2
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.12		1752eb5e5179ba48fbbc521627db5b1373835ce4
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.13		e34c79eedbaf8fcf9ee196c604d7ce155577744d
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.14		d3b6edcc6539e0b1455f178f72bd45355d493193
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.15		5febfe647940a97e975affa04bed6d3719fe4ae2
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.16		eff9118e026ac0d847ae659ca69effe761bc4952
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.17		e9cabf7f145ff18abec631f25154f17475dd7741
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.18		8218cd797010d1d1f81ed793a860301ba8016733
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.19		5aba2209f8aadcc49e70b22aedde380ec0541a13
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.2		10fe81e3e30fa5f1134a748e666878c8a2f55403
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.20		2db7dad219d7cd8e5c76c7161bd4d18b52ddafc2
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.20-hotfix.1		7e2b9a40f535187dbb8ed39d80b44b7f921b62ac
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.21		2db561aaed925342a3fd36f9bfcb71879b0a2c31
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.22		88c4a622d3b0f28f79655bc9dbe147157b6f9886
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.23		ac17fb76d05af6b3f259f11ae7ad467a20bbd677
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.24		aaa4a84a0122c367f276c446637de95084885819
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.25		093c3fb5ffc9c93d7cda64cbe475fb929cc6e704
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.26		95424bb230460d34bd14650d4e302cc547f373af
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.27		bcd2ab1aa59fef415991606cec0fa740f181ae5f
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.28		83b454aaa2f186eef79d8ba5b828bf083be2933b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.29		b00e679818a08a9c2f6a5d2dd5c594ac00e6a8f1
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.3		1613225ac774377f341c268f9e2358942c852fbc
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.30		88a464852a26301ba8b0fc4e9acdb818e431994b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.31		cd1c1a2376c1079956d03d72fb2439e0d91c4c35
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.32		cf66170a676eb2290d904c2fc18bb71d48853c5d
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.33		f3923544d952436873d8f02601860e7ae19e1de6
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.34		e72ab421d216414f769c8ffc0e8e9dd4eaea5cee
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.35		ba973641872de531b31f8d3f6cedda48452282de
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.36		fa30085ab88a7c21ba6ce30e6617bd24b50f5efa
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.37		7cd486899e747e9c4b4fd16dd977e7ab12b47444
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.38		0e7f5b41aec6191a4a931c71c21b9a503e81fdc0
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.39		aa767eb0dc0f7e431ffbdbf5ef7d9fa9dd90b531
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.4		8303bca9d3a537879858b2f9ac0c2782700fb761
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.40		d656b5b47906b94542d794d0d44d9c59252bbb3c
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.5		b56310d3cdb001db9bf343d51a2e8d9bfc9aca80
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.6		ac25c60e7b246a63343d0d5adc4e75f47543a978
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.7		6bcb42f3bbd32d7f473248620945a6cfc1772476
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.8		73648facd48d16db020fac0f591a905cf9dd3691
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.1.9		1b19279a62ec4669505210a3d0ea9a8ea6165401
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.0		b11cfaf32c6e675fdd349f003f7248d43645914f
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.0-alpha.1		723e09c8f07f0a3c63124dd71862920213944c08
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.1		d203e8479e55d64c638cb5de566906931c50be65
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.10		2577748aedcdc1ff91ac325a5371148b80ef8a70
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.11		d69fd788d6b90c72da6b84d44a532e690d6f5776
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.12		badd14d33569e8c0ce66fb19ceed88a1a77d174e
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.13		19ad46786ef90e2f1476faea5191336d44c4ec1d
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.14		bee957b54f02ea2dda0c996a52a01cd74155c9bc
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.15		e8664c6298b5abb9162291bc05f67d45a5c2f81b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.16		82bac0c3b11d74b4c1a0e245f5be3a82d8acc531
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.17		4602f06c2504ef4b018a7d7a0f1a3aac4e19ea9a
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.18		6163414f6ea81c316f11c431fb5ca1d5186b7c83
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.19		84b42cd735b93108fd0948970a6c1ffcf349de1b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.2		96525ac752b1789720eb121cbbd71cbfb17af149
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.20		8a513ebff1183f8b9c33a64d4050b7c74d4b2d99
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.21		08011659e4beb2f7450715878800a71c8c6cba71
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.22		fa4a9d9d76d695fe6f536c84049fa9f891fec159
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.23		661e2e281b335e4e2a36c1e4ff0f47162288cfb6
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.24		29f16967a736b404ad758caf21d36095d162768f
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.25		92916373ba9bc9c75e3e4d6b0cc70c41e6b5afd8
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.26		881dba731ee800f5ca0502bb052f80a55aa8db83
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.27		6a5e85640ba684ca958ad66791f0fecfe17c56d4
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.28		5e9826a6c856618e26358614573f98f95ae023fb
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.29		995c398e802d5991e1a9b801a416123a95cf8a56
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.3		a66894d3c88727cb5bc5d5372d15e3c6e9ce92b1
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.4		d84b294aaa44b0902f16d1286e36fd80e94c7eaf
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.5		e35bef94ebe34841de87237ec3a5135443ba4a6e
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.6		ae039a71fdfd7c6d40043cabce4a98c6c8f3e086
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.7		66442d704887dca957b9f8af7f4c44fe3952a083
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.8		132572d8880969e2cf9059526c6e0f02aa57dca4
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.2.9		1aab3687f65aece4b1f2abadb3993b9a5350c932
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.0		8433dd49a23a7833e8785daae5e3dabc7d9cc313
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.1		1344be51469ac72e5da973c7f86514edd666f099
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.10		521c76c07c4e6bf32d0d46c7604924434eaf4069
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.11		deeafad753e8634e00726ac84394c5abe993d98b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.12		b78ae198c74537fec0ff19c2f525597cb1f8ddac
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.13		d5957eaeb8e2c0ab0a4606f2cea91be1cb97ea4a
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.14		d17ab30c7fc2017f721e6432d0e520982ef057cc
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.15		5fc2a82c5316bf87584c8437e6e87d39573cad90
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.17		4677a84d257ffb72a17c237d73933af630863614
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.18		0520f4ccaf4a542ca1d33ebb7de9877640d1f217
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.19		d1fa06b97d32f52ee109991355d9d9303b4ef0f6
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.2		ab9842557c1b38258cfbc33582f43976445af311
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.20		11f8fc517c177ac7751ca3858a2343d18344b9e1
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.21		0ffb91784f927ab1eb85c21b233e2186e12f0bd9
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.22		69f5ed210cd4d966a8a5c287b50c991b344d72ca
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.23		c646cb227180d7bf152d55cd7fec02f4cd6e191b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.24		6166980cfc69ce03bd20204322291d99b105ffbb
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.25		30fb7f3dd95a5f8908d06fa56ac079f5362218ba
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.26		e8ce44b70d15f54bc0c5d04806a6c5355e57b8f9
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.27		84ba64edd5acaa0a29b09b3ae4eddcbb07766257
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.3		27b9f2fe7d67f6cc54ba49a454e2ed7ad60a78d2
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.4		2af56a45904259b2b846bca9a0fbafb41966a576
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.5		d387cd3d73b8f283ef56fb93522205e533a8a92e
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.6		5a4c7555b40845dccf5214c750407e34d60f7ae9
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.7		64c7a18f05e8ec4530f2711f49db59bff77fb85b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.8		a2ee73d5e52589ab1394a8c986b4ac754c4572e8
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.3.9		37a4f4dae2153d2e1ed9bcfc44e2f921a59d539c
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.0		9df66ea4c67a051301c9cdeaf81299cb7c99cc8e
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.0-alpha.1		8f40fb0ffd79a2f51daa7ac91620825c5dab1036
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.1		4b851343ee3b94e9449ca8d8c65b768311c92489
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.10		9f51652b8a3b1de8e7b6ec27a3e2f595785bb0e8
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.11		5425fad726b9e8eb94b1a5f6b7c4f6db9097417b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.12		f06cd806251df4331a96451aa994358a21fbe063
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.13		a88dddd8110a4ad7e4807a9150e9f8058a93dc1c
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.14		6bc4722cd00e72d2850a786c648f80e29f45e8d4
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.15		fdabf56c0018cc2dd97a15ca4926a41d057d9b28
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.16		16e179bdffc2b5c6a2c8a517c9a7b4d7164c123d
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.17		3e7d47f877157a387aafaa78edc60e83f1645730
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.18		fa6d8eb290161514ef7d771064b2c94711f52b36
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.19		a19d95e72a22ca819b3a49f09a2ab2949ba1a35f
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.2		ee4cac71422d40deb3ff2db9479a20efc82989ca
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.20		e576da6e10cbf920c10238fdd4ddc87edfd28a02
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.21		b7f8ff7f40dca6986bf20e53771bbcc7927bad2f
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.22		2eb37fb66f6d9942420c9efeffcb34cd5faae848
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.23		7aa4a8a7f634f8ad71e15c5f41204857e0e3ad5b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.24		5d999bf961184eb954c2d18ebf592814ac7be285
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.3		c89da24c52d044d0368388bb74d0bcf18dc80941
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.4		2e74fc0ffe705303a9e342a9b0fec116c4379eaa
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.5		07cfc82c08d1ccf21ba869a3ccb605a20187d52a
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.6		460637a4d8198620598d32a40a13aa3696750877
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.7		385a0af18936abe1dd023623bd291c2db538e4f8
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.8		ed6c0817d26f2288fda46e1e25a193a4e0ca689f
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.4.9		b4fb7fea2c8f037d68f9d50a809d3f868bc7da3b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.0		2ee1172d8e0f7d03b64b42a3f04a0dcf3f10f445
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.0-alpha.1		f47e78b748e3d8f8c466233db17ec848250590e8
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.0-alpha.2		e1a929acd3e847f5c49a3ef7fc45408253c431bd
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.0-alpha.3		cff594dc37ddfade88ff525c729f280d868ef2d1
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.0-alpha.4		fd99b5733034961386105e6ce661d9a0868180c1
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.1		d7e6bd9a8b6305cf19bd677116595604d07a2398
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.10		f58de30878402f518ff4d18ba2d4a49f0d5b0597
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.11		904b7d0d070d8af69caedece372c97b2fab314cb
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.12		8b279d9d80b431fde56bc6445dd22185bbb379f4
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.13		3277b6391b6f06426a676347dae01c352723a942
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.14		bdec7acab4f0c0e41f6af63f66e1ac1e51bab9e1
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.2		14b261ebae315b3a259aff69ebab2d8badd0d96b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.3		658933dcb7e6e2e82aa03a7178fa4cd00ef11dcd
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.4		bd8cc8b3749750570115670a6fe446c4813b8435
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.5		fce43aff46b504a3d4134813e72e648e82bf66f0
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.6		978b1811c0d69cbcfcbe1d4e264fe549fae27127
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.7		5296742676149c15bb040ee765f8ff65aef566a0
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.8		9ca966aa55878152c36a4d3e3f997fa298091758
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.5.9		c09fdacb1b28bae63654c6b0276568406a7b07d6
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.6.0		9f5f681ecab541d157ce4e2f46cb2969981a7320
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.6.0-alpha.1		07573f9b094e2bb6b9476c888736d992af663d1e
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.6.0-alpha.2		8832558c843d830828572cd4efd0e7ad43f6a4e4
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.6.0-alpha.3		5b9c765822ca89f298d7d886e9193659082e8827
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.6.1		e9d795e0c30df4e127ad2c7c74a84ecb050f4257
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.6.2		731404b50208765ea9d665b9c3c89fcf37319a66
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.6.3		fc1fd19a08284b344330fb77da78f87692ffe7f4
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.6.4		87593ebc98de2b07c16a482470c322de9cb9548b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.6.5		fbdb7391efe5046bcaac1ddfdfe963d5db99215f
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.6.6		ca3bbf0ce7cf527428d72494434eb719530b1cd1
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.6.7		71d8688f805487390712d3bf1f9ba86024c9172c
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.6.8		47c16ab31c6f812e82234c04b156f4a39257deeb
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.7.0		4ab1bee06135ace2b8e5756380293a85be8a5038
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.7.0-alpha.1		bdc21377dba8a918bc674872b336e7c39b0dec4b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.7.0-alpha.2		49951d0b6d37ab2da7007a7dbbab2cc464ac2620
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.7.0-alpha.3		9f27bfa6dfc607a8cc6b009baeb0626dc91f3f2b
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.7.0-alpha.4		028b2c937866ebcee4a5165232724ab4323a9465
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.7.1		195c283d30715c9e442540a417d9ead992af2475
io.gravitee.am.plugins.handlers	gravitee-am-plugins-handlers-reporter	4.7.2		1f63764d3f161ac5582dc0a85920ee943c4e6b47
