cn.org.awcp	awcp-unit	1.0-RELEASE		N/A
io.monix	monix-cats_sjs0.6_2.11	2.1.0		0428248751d2e291c6601c5eeb3b87d86595d246
io.monix	monix-cats_sjs0.6_2.11	2.1.1		8bbc56b614e329105fe1fdaf21ad0cdb3323b510
io.monix	monix-cats_sjs0.6_2.11	2.1.2		cef9ec9488b1897e64fcc46e816fd90fc701a78f
io.monix	monix-cats_sjs0.6_2.11	2.2.0		2a8776042865519a8c555eb6f3d54f23746db393
io.monix	monix-cats_sjs0.6_2.11	2.2.0-M1		775bece806e22c2b8916c9fba7c1ea131d4ee583
io.monix	monix-cats_sjs0.6_2.11	2.2.1		3fe9e433d4f3a0ce524e05711971f7198f5de189
io.monix	monix-cats_sjs0.6_2.11	2.2.2		d918b02dcaea5a4b0ee3831735431e5c6ea34019
io.monix	monix-cats_sjs0.6_2.11	2.2.3		1bdb0179a187d92b6ecb56e3e698e41d1a455fe1
io.monix	monix-cats_sjs0.6_2.11	2.2.4		c31f311a1faaebeb781f5427289a1c4b0d7f3f66
io.monix	monix-cats_sjs0.6_2.11	2.3.0		bd0929a1d92d2183919a40387bc5b626f3077209
io.monix	monix-cats_sjs0.6_2.11	2.3.2		21ded82cfb77156764e2fdf4093c0081104ed5b5
io.monix	monix-cats_sjs0.6_2.11	2.3.3		45202a8754c4081146355161270336ce6c7f8199
io.mraa.upm	upm_jhd1313m1	0.8.0		5bd41fbc600488c2929136876fcd3217b8325ebe
io.mraa.upm	upm_jhd1313m1	1.0.0		ccda4eeeaa75b816f4b1ec1439fd67b731a1a22c
io.mraa.upm	upm_jhd1313m1	1.0.1		a27032326fae24771c0ea15288d460faca5fa617
io.mraa.upm	upm_jhd1313m1	1.0.2		98e9f4ce54202723c3926556d5541bbad621709d
io.mraa.upm	upm_jhd1313m1	1.1.0		0a2f45f8f5e31d1cf10cffc5bb1a44a9d1e4d0ae
io.mraa.upm	upm_jhd1313m1	1.2.0		bd610dd7f06abb323aa57518592bb5a0cf14c2f7
io.mraa.upm	upm_jhd1313m1	1.3.0		74804afb054b8d249599c05d8157279c38417a4e
io.mraa.upm	upm_jhd1313m1	1.5.0		24bcb5f3d1309e85085f9831767a629dd5e50a6d
io.mraa.upm	upm_jhd1313m1	1.6.0		3ae5af9c3d9fdd48bc9b476acb8b3f559f2d4fb0
io.mraa.upm	upm_jhd1313m1	1.7.1		187dffb1d873520f2a18951111eafa1f16edb73a
io.openharmony.tpc.thirdlib	keyframes	1.0.0		N/A
io.openharmony.tpc.thirdlib	keyframes	1.0.1		N/A
io.qtjambi	qtjambi-bluetooth-native-android-arm	5.15.10		57e0ae2e9fae75ab16256ae47874dbb5187c6b94
io.qtjambi	qtjambi-bluetooth-native-android-arm	5.15.11		10294c50ad1ba7105399591e47908ab410b9a48e
io.qtjambi	qtjambi-bluetooth-native-android-arm	5.15.12		7a6660ead94a0414fcfeaec84c7e6d82d7ea7119
io.qtjambi	qtjambi-bluetooth-native-android-arm	5.15.13		e17176f9a91ea2133622f65005ed00b750a78f76
io.qtjambi	qtjambi-bluetooth-native-android-arm	5.15.14		a63ef44826eef5828e3f73e47e5a38ee75fc3ade
io.qtjambi	qtjambi-bluetooth-native-android-arm	5.15.15		19ca4f3cdf6a002068141d267534ae32e2df96a0
io.qtjambi	qtjambi-bluetooth-native-android-arm	5.15.16		480f9b8597cf3b33313e9e3549ac32a1911d3493
io.qtjambi	qtjambi-bluetooth-native-android-arm	5.15.17		75ffff922be817233928a2c69cdda7515747b55e
io.qtjambi	qtjambi-bluetooth-native-android-arm	5.15.18		78be2fed7347b41ca042173956b7edf3715168d6
io.qtjambi	qtjambi-bluetooth-native-android-arm	5.15.20		ea2479c537f5fb3f743c7a77db1a64bc98aff1fa
io.qtjambi	qtjambi-bluetooth-native-android-arm	5.15.7		50ae82fd83bd14e21e248b10653d3a570f4dae93
io.qtjambi	qtjambi-bluetooth-native-android-arm	5.15.8		1ab67f79128e70a1c28832ad16122222af2a267f
io.qtjambi	qtjambi-bluetooth-native-android-arm	5.15.9		53c684d483c099f83d881eec9bbb36c68d21bdc6
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.2.10		d3585eb20fd4787d9c474cd50288fa64491063cc
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.2.11		05f4063a74ad704f9c2e10240cd3e594f9deb05a
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.2.12		dcac21d24b606a006e0ecac1a94b725052b56084
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.2.5		e01997a45339ecfc1bce4c1c04683cfee5e1770d
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.2.6		5289069269d2c2faa87505fc525693e75f5fc076
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.2.7		bf3501bc9dc6cdd0638214bbbba9904c85d7435f
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.2.8		183ddf5cf73ddcffbc6128efca177270f248dd6b
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.2.9		e35721c0dddb815cd88a2ed45e9f1333cf9e3854
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.3.2		b96617919044d9ab1192932392cb81934cdd280d
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.3.3		8478b40fa2c40100976ae4a8fa7d6798e16fb19a
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.3.4		4ce68d066eb1a4ed702fef518ea934868e7b1aac
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.3.5		9c1b9562d28b87c5f996e2af1ddf624870e6290b
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.4.0		0383cb2cbc9765c9ef6c486d5cec446849a1fa09
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.4.1		6891c30e0e3fa221b057991a2afb290f3dffbdb6
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.4.2		108523fd63d3ee2725754bd445808ee593dcfc9d
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.4.3		bfa5df789f2baa5b75a0719adcd6774fb1cb2434
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.4.4		80d5b8b6408353927eb022cf027200b83ee735f8
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.5.0		978ff95b469586c0a8adee15ba83368483153cec
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.5.1		8476e14effb6545c7927995c4b999b04fda8c6d6
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.5.2		e1f615e1a58729207f9bc79de06622e08d58dbbf
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.5.3		a149a47013da041baec31a7412e900c41e4de5ac
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.5.4		fa06b30881ee406151816368696bb6917529ac84
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.5.6		18ff0a00c1294c55e8b3b6ef609e1d9f0df507f1
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.6.0		dcb5b2a4bd9a645f304b700640db7cfa90f9a3dd
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.6.1		f8e3152bf63c54454447f54cb682278426f5e382
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.6.3		d0be169acc0595a51b5d2abd2ba5d9293cf9a0c1
io.qtjambi	qtjambi-bluetooth-native-android-arm	6.7.0		acd50891b0d7527028ad2f400a7c904f1ca49705
io.thill.kafkacap	kafkacap-parent	0.1.0		N/A
io.thill.kafkacap	kafkacap-parent	0.1.1		N/A
it.agilelab	wasp-plugin-mongo-spark_2.12	2.27.0		372d202e928b6eaf0aeac682da5615de59993866
it.agilelab	wasp-plugin-mongo-spark_2.12	2.27.1		b548ac0d84d41891feacfc78be1e5e9d9f1d8284
it.agilelab	wasp-plugin-mongo-spark_2.12	2.27.2		14f8fa17a545e8c15ce9b99d496aafd39d783697
it.agilelab	wasp-plugin-mongo-spark_2.12	2.28.0		3f404cfca97ba49ba465dcc7e0d33b4b5de51a65
it.agilelab	wasp-plugin-mongo-spark_2.12	2.28.0-emr212		8fce5592cc1cae6df5baee61e9d55c00c0179a7c
it.agilelab	wasp-plugin-mongo-spark_2.12	2.28.1		aaacc09d2edc272979f8b30c4991d2e4fa2cff5c
it.agilelab	wasp-plugin-mongo-spark_2.12	2.28.1-emr212		79171c399fb758d266cd94b88cb9b81b94c26f59
it.agilelab	wasp-plugin-mongo-spark_2.12	2.29.0		0b6878f716ee37a7675f0f36fbd177730b9ea344
it.agilelab	wasp-plugin-mongo-spark_2.12	2.29.0-emr212		020a6ec25018aced517020d1abbd3bd342efd9e7
it.agilelab	wasp-plugin-mongo-spark_2.12	2.30.0		4dc281af69e772b8d2e8adf965c382a76f9cecfe
it.agilelab	wasp-plugin-mongo-spark_2.12	2.30.0-emr212		daece8b6612b47629cbc3601bed13db193577ad8
it.agilelab	wasp-plugin-mongo-spark_2.12	2.30.1		f6674ec53a6c14edbfc4b65096feb85ffd6f01df
it.agilelab	wasp-plugin-mongo-spark_2.12	2.30.1-emr212		c511edf075d242d4a8e2439f229fb2f3398d7d63
it.agilelab	wasp-plugin-mongo-spark_2.12	2.31.0		fec06b1fc105fc14f7d8dbca4566691c3814d780
it.agilelab	wasp-plugin-mongo-spark_2.12	2.31.0-emr212		8f7fa14598bf439a31b7bf11a40c55d0cdd546c9
it.agilelab	wasp-plugin-mongo-spark_2.12	2.31.1		4fdda59754c33087f969af190773792ebc3499ed
it.agilelab	wasp-plugin-mongo-spark_2.12	2.31.1-emr212		f16e20b53f641095374fb0d0a3c8e42f8a6a6fc9
it.agilelab	wasp-plugin-mongo-spark_2.12	2.31.2		94a1bb307f9d43a84de8bbea0d5cb1b80579b70b
it.agilelab	wasp-plugin-mongo-spark_2.12	2.31.2-emr212		0e526bdc1d664afc93a6db8f12347aeda69c13dd
it.agilelab	wasp-plugin-mongo-spark_2.12	2.32.0		49bc59e6a96b1394a34a34ccd99413517d6421e7
it.agilelab	wasp-plugin-mongo-spark_2.12	2.32.0-emr212		42fb5ac79ccf1d466e728dc7c386e3811e09589a
it.agilelab	wasp-plugin-mongo-spark_2.12	2.32.1		0beb029a8a6622183c182f9844b20e8fed43494e
it.agilelab	wasp-plugin-mongo-spark_2.12	2.32.1-emr212		75e3dd8405bce0e84c91078e4e4e286dbb6fa9b7
it.agilelab	wasp-plugin-mongo-spark_2.12	2.33.0		f5f8d229212f3ff0b32c4f1e72512ea9eddd4385
it.agilelab	wasp-plugin-mongo-spark_2.12	2.33.0-emr212		73c47f7591b2c251d2d6e95d94153f33e2d6663d
it.agilelab	wasp-plugin-mongo-spark_2.12	2.33.2		96899f6731eda4666a639c185093ed9815cea0bf
it.agilelab	wasp-plugin-mongo-spark_2.12	2.33.2-emr212		3d132d624dd93fcac4d059e2542bb7936384eccc
it.agilelab	wasp-plugin-mongo-spark_2.12	2.34.0		ebd317a2024c87faa3c491a29766278193ceb520
it.agilelab	wasp-plugin-mongo-spark_2.12	2.34.0-emr212		4e1e35272a784b54087c1c4c3ed2d708bde216c7
it.agilelab	wasp-plugin-mongo-spark_2.12	2.35.0		9d0f682871bde3d85c474f463eddb5fda58938ea
it.agilelab	wasp-plugin-mongo-spark_2.12	2.35.0-emr212		a5d5c44a305bba69445a71e8756787751be9a6d6
it.agilelab	wasp-plugin-mongo-spark_2.12	2.36.0		da85779a264e25aafbc776047ae12e25752b3225
it.tidalwave.northernwind	northernwind-resources	1.0		N/A
it.tidalwave.northernwind	northernwind-resources	1.1		N/A
it.tidalwave.northernwind	northernwind-resources	1.2		N/A
it.tidalwave.northernwind	northernwind-resources	1.3		N/A
it.tidalwave.northernwind	northernwind-resources	1.4		N/A
it.tidalwave.northernwind	northernwind-resources	1.5		N/A
it.tidalwave.northernwind	northernwind-resources	1.6		N/A
it.tidalwave.northernwind	northernwind-resources	1.7		N/A
net.i2p.client	mstreaming	0.9.26		5d0e18f98f23ef7f55a3c00c811d0258ce6ead0d
net.i2p.client	mstreaming	0.9.27		42450812b6a45f6b90801789759de3bf18d45bac
net.i2p.client	mstreaming	0.9.28		f87c4292082eeb532b144d2967a3a1f3f418015c
net.i2p.client	mstreaming	0.9.29		ec52e0e18307a5f5451b04fa920146359aa365c8
net.i2p.client	mstreaming	0.9.30		064859df4edd5d11e0c153c1a1444262394f44a5
net.i2p.client	mstreaming	0.9.31		4c3457d8a7f2586efbfbf6a7d9d1fd1a39bfc7aa
net.i2p.client	mstreaming	0.9.32		a883206140cbc9a2537477aa84ce974fbdcb2ea2
net.i2p.client	mstreaming	0.9.33		bb80b619be23b67e7c74ac6976d9f9f1ec1b4392
net.i2p.client	mstreaming	0.9.34		572e03855754a20bc0fb9631c1632c9b2d8ed3cb
net.i2p.client	mstreaming	0.9.35		ceac479a45c7ea14b62c88249b1437de01dc9bf6
net.i2p.client	mstreaming	0.9.36		c7c0eac9677f82d5085704eb54ed0579720c51e4
net.i2p.client	mstreaming	0.9.37		cae8320588a86066b93acce30f32548b27a970cf
net.i2p.client	mstreaming	0.9.38		b6c443d9974877981ab6779bb0931d66d767c3c5
net.i2p.client	mstreaming	0.9.39		6449ff7174c024ee4ac232728e5c292f6e1aa0f2
net.i2p.client	mstreaming	0.9.40		c6b2e6f436e794a7b3e2b524492baa2ee4448b8e
net.i2p.client	mstreaming	0.9.41		0d24139bf690053e8c489f1e78abaeabba78f1b4
net.i2p.client	mstreaming	0.9.42		c4e1f112ef5a6b1bbe2851e7aec9d7524e637b09
net.i2p.client	mstreaming	0.9.43		1e1b927ef1d2bc63b5c7109e6a8b1ab7a821e0cf
net.i2p.client	mstreaming	0.9.44		d795002b0b01c2417ebe338223241c674e051a47
net.i2p.client	mstreaming	0.9.45		ffd67056b7d33e5fbea264ec44ab54a366237c1d
net.i2p.client	mstreaming	0.9.46		073d16f86992e11c556a01ccb8d71c569a0b25f4
net.i2p.client	mstreaming	0.9.47		e81511d3596485d13ec2526f3897d37206a9255e
net.i2p.client	mstreaming	0.9.48		a71c6d19f2ed16d6c97d38260b8015e721dc4d4f
net.i2p.client	mstreaming	0.9.49		9247ebbbd9f5ae95b23d8ee9463dab6c3f693e99
net.i2p.client	mstreaming	0.9.50		82ecdfde5261e9e7d17162e8df0d0be5cbbd5da6
net.i2p.client	mstreaming	1.5.0		38c51ea6b2c734bd96c4db5bc55ae5365e028a44
net.i2p.client	mstreaming	1.6.0		e5ce4979bbba0ad380276f175541f2bc260e014f
net.i2p.client	mstreaming	1.6.1		00d8e6636b00404c16d7e5fdfc6bb281cc5d564f
net.i2p.client	mstreaming	1.7.0		6fff95302e573d0a4ac26dbdba65cb60d0cf2d36
net.i2p.client	mstreaming	1.8.0		bc35b2c41ac6053f8cb4b59bb89ba443e804a4e8
net.i2p.client	mstreaming	1.9.0		2b8431b04e26f42d983806bceae8dea42000d39e
net.i2p.client	mstreaming	1.9.1		48ff5893928eb7ef682121d43665baf1c4460ca5
net.i2p.client	mstreaming	2.0.0		9d4ff9670ccb3300b3b662ada5039664e5b667da
net.i2p.client	mstreaming	2.1.0		6f3a15ad9cb6c62295c33b632260cf6f331b5f05
net.i2p.client	mstreaming	2.2.0		b9d06f60436cfe946d7c71b9f5dade766436f6e6
net.i2p.client	mstreaming	2.2.1		633d29e8eb537c52b1939bb9bf6bbfb1a66aa87e
net.i2p.client	mstreaming	2.3.0		1432c603e9acd50780757491719ed22fc3620cce
net.i2p.client	mstreaming	2.4.0		2f4a5a1b8938a93eec5bf12a38f7cf9f586eefa1
net.i2p.client	mstreaming	2.5.0		0333719b6d89b53ff019f4dedfd449f6c4783756
net.i2p.client	mstreaming	2.5.1		7d3a4e53dad64e24f9529fdac7974854e4fb6182
net.i2p.client	mstreaming	2.5.2		f3f23dd35aa54e34837b89a8eca2c6f346d3d370
net.i2p.client	mstreaming	2.6.0		51594287ac43faa3d55ed52838ae50eaa21c5c67
net.i2p.client	mstreaming	2.7.0		d615a6c753cc287da44844a5172e501b9537ccfa
org.camunda.bpm	camunda-bpm-assert	7.17.0		1270a479f3b2615950c961d23d0a4e076e719fa3
org.camunda.bpm	camunda-bpm-assert	7.17.0-alpha6		e81a5dec211ed901f56eedc0d28464a0d6fa3099
org.camunda.bpm	camunda-bpm-assert	7.18.0		b311d19e26053e6c01c4d8a63cfe075ff7bd8edb
org.camunda.bpm	camunda-bpm-assert	7.18.0-alpha1		5d41cbe16fb74fcd280822749071d32adf1aa7fd
org.camunda.bpm	camunda-bpm-assert	7.18.0-alpha2		a90461bd53b51dbe290111898ebe1fa463a8a616
org.camunda.bpm	camunda-bpm-assert	7.18.0-alpha3		d357dbc6119422bbd01a56a89a8068d495c98529
org.camunda.bpm	camunda-bpm-assert	7.18.0-alpha4		6406e4e6bd07326baba69939fc68370c86c5eb64
org.camunda.bpm	camunda-bpm-assert	7.18.0-alpha5		ab0ad28b3f3fcb1123e082d64a338e301e0c6c07
org.camunda.bpm	camunda-bpm-assert	7.18.0-alpha6		817beb433e11cf0de8f595e4785523a002bcc0b7
org.camunda.bpm	camunda-bpm-assert	7.19.0		eef3521fd4212b0823714b3c5579f2856fb8f907
org.camunda.bpm	camunda-bpm-assert	7.19.0-alpha1		c2f71da00804b0c462af7ae85acada9c77600543
org.camunda.bpm	camunda-bpm-assert	7.19.0-alpha2		0cf5d8f6ac24e18ec2f5f723f2d26ac5e18f9dad
org.camunda.bpm	camunda-bpm-assert	7.19.0-alpha3		d2e7a4e53cb80ea85eeaa561bdeee4b506d78185
org.camunda.bpm	camunda-bpm-assert	7.19.0-alpha4		de1289de0068cee9d257f2ad2cb1cf522d3ef2fd
org.camunda.bpm	camunda-bpm-assert	7.19.0-alpha5		fe21778f71d71bc9bea46357554843298a59ade0
org.camunda.bpm	camunda-bpm-assert	7.20.0		226190315a6e0961dfe548cc7667963dd42a196a
org.camunda.bpm	camunda-bpm-assert	7.20.0-alpha1		e5c084badd8e427df907da548119e40c3de8e18c
org.camunda.bpm	camunda-bpm-assert	7.20.0-alpha2		a008e86839cd0a98c88fb07e185a4372e9cbab7e
org.camunda.bpm	camunda-bpm-assert	7.20.0-alpha3		df11119375c57997272d5f1a797aa96ac438e7c1
org.camunda.bpm	camunda-bpm-assert	7.20.0-alpha4		0e1e580026232156a86f3867786b0928ec4a2615
org.camunda.bpm	camunda-bpm-assert	7.20.0-alpha5		2463ba2f85ee4994e279c95ea912b764329cc8bf
org.camunda.bpm	camunda-bpm-assert	7.20.0-alpha6		fababee78f13a2152a88565db828e900b0ec154a
org.camunda.bpm	camunda-bpm-assert	7.21.0		c6ac6f3d7051ed35e91cf27b103e62ed37d67417
org.camunda.bpm	camunda-bpm-assert	7.21.0-alpha1		b5a8c37c70b782d67757f9d146f39a9621811dbd
org.camunda.bpm	camunda-bpm-assert	7.21.0-alpha2		c4ed7e715b2c578cce9d4063e826b3edbb646458
org.camunda.bpm	camunda-bpm-assert	7.21.0-alpha3		82ccfc823c6ca1008d81e926934f859f25056872
org.camunda.bpm	camunda-bpm-assert	7.21.0-alpha4		0d184c751c332c9753801135d561fbfa91521101
org.camunda.bpm	camunda-bpm-assert	7.21.0-alpha5		f0b0321a4f5b319c4507b7c654d011c41719e1b4
org.camunda.bpm	camunda-bpm-assert	7.22.0		e061e9658a7f0481c3fdd3b6211f0d5d0eb7e58b
org.camunda.bpm	camunda-bpm-assert	7.22.0-alpha1		4ee5ccbe569da93caae92e52225be8875f45a1f2
org.camunda.bpm	camunda-bpm-assert	7.22.0-alpha2		3a1c2d7db02f4b465bdef5214b3f6d3e5888b1a1
org.camunda.bpm	camunda-bpm-assert	7.22.0-alpha3		a63b67714e6ad187f620b5eb191dda5e8ead5b63
org.camunda.bpm	camunda-bpm-assert	7.22.0-alpha4		4d2b21a7d91e283a123e49016fbe55d1125fe008
org.camunda.bpm	camunda-bpm-assert	7.22.0-alpha5		78a149f48ed049b1cd2c87ffb2bccb686570ff68
org.camunda.bpm	camunda-bpm-assert	7.22.0-alpha6		083eda779df0ad39ebacd9ceea96c8417a725565
org.camunda.bpm	camunda-bpm-assert	7.23.0		6d50b9c7d2a58091b857d22c31b2748be5325de9
org.camunda.bpm	camunda-bpm-assert	7.23.0-alpha1		d50a14fdb734f5a560f4ecf66246b2210d4de476
org.camunda.bpm	camunda-bpm-assert	7.23.0-alpha2		150c354d44bf33b85f8ba82f415a21ce149ffae2
org.camunda.bpm	camunda-bpm-assert	7.23.0-alpha3		34d6ec2122f7e7716eef5e6132cd31579006f64f
org.camunda.bpm	camunda-bpm-assert	7.23.0-alpha4		5ab827c0ea4aace9662419a5c2ce97da801c0554
org.camunda.bpm	camunda-bpm-assert	7.23.0-alpha5		cd22aa68b10caa2baca66cf2a45baf60b870cdb8
org.carewebframework	org.carewebframework.rpms.ui.visits	1.1.0		3f2a03385655d9d6ec98adbeb09f44d8343eaaf0
org.carewebframework	org.carewebframework.rpms.ui.visits	1.1.1		1922a18f0f339abb120f969c536a76cf4e07e2f8
org.carewebframework	org.carewebframework.rpms.ui.visits	1.2.1		eb036efbc492b58de285d2a6d5a3fd84de715a4d
org.danbrough.kotlinx	atomicfu-watchosarm32	0.17.3		N/A
org.danbrough.kotlinx	atomicfu-watchosarm32	0.17.3	metadata	d688e0f7f182a2e6b6f9a7df5a26b20060f98d05
org.danbrough.kotlinx	atomicfu-watchosarm32	0.18.3		N/A
org.danbrough.kotlinx	atomicfu-watchosarm32	0.18.3	metadata	bf32db8a3f4c2a15927079b863bcb96649ef575a
org.danbrough.kotlinx	atomicfu-watchosarm32	0.19.0		N/A
org.danbrough.kotlinx	atomicfu-watchosarm32	0.19.0	metadata	75a47ef4b36ff1f7677c92ef3009161ff805e0ad
org.danbrough.kotlinx	atomicfu-watchosarm32	0.19.0a		N/A
org.danbrough.kotlinx	atomicfu-watchosarm32	0.19.0a	metadata	e4a2ba5f05f4a76b582fd7277cfa5243c2439bd0
org.gdl2	gdl2	0.3.15		30dfe9851c861fd94408f5514450b0836232e7cf
org.gdl2	gdl2	0.3.16		5419d25f70b059693522d2d71f32fbbde7cdc520
org.gdl2	gdl2	0.3.17		1f34fc68d31918077911e5eb56d7f0506fc6151c
org.gdl2	gdl2	0.3.18		2224e36c5e851b909366ae0783adcc41acfd0f89
org.gdl2	gdl2	0.3.19		6954ae7d1603a5d14f6c9a584be2d3e3510e820f
org.gdl2	gdl2	0.3.20		d3d1626ce9a0465606772075c1e75db8be3d8672
org.gdl2	gdl2	0.3.6		986865cd8ed33009f527ba8c2f28fd9968c94cb8
org.gdl2	gdl2	0.4.0		485503aaf4213ada576ee1c98343df943c9fa624
org.gdl2	gdl2	0.5.0		aaa7531399593406a133dfeba51fcf49944183e4
org.gdl2	gdl2	0.5.1		882e976b6e63c9e42c6e896c1d901fdba5dc0be7
org.gdl2	gdl2	0.5.2		218de7ede589494387d5ce30a65bf27432b74275
org.gdl2	gdl2	0.5.3		48ea257d4f794c6bbfeac74e61ccfd89b6ad3e63
org.gdl2	gdl2	0.5.8		193848ea65a757b597c5ac02167eadce4bf4bc53
org.gdl2	gdl2	0.5.9		bb225ecf37e4c5123b0cef4c1be1736774e694ed
org.gdl2	gdl2	0.6.1		2c23525e5a01121e8670a1d66e22607619d1d964
org.gdl2	gdl2	0.6.10		b47444296732e32ff3f031906d2411e5fd1a23b1
org.gdl2	gdl2	0.6.11		c81c5a83cbd9dec354f1aca67a408cece1a044ee
org.gdl2	gdl2	0.6.12		1550b2b67f1ebac34747f26f3fca2d26ec3a153b
org.gdl2	gdl2	0.6.2		c5dd77cfb8231088137912f42f7cfb6e7b6cd7d4
org.gdl2	gdl2	0.6.3		9b7d4480ff4a0ada9e46553bba18a79bb1d14932
org.gdl2	gdl2	0.6.4		e7b0e58b8c5d50a8467c85174190a99e6548c3a5
org.gdl2	gdl2	0.6.7		d26267d873a161909e8111b8dd2d29ee84f998d6
org.gdl2	gdl2	0.6.8		72f10da58747502b97b5e4754e9fb414f6c52ab9
org.gdl2	gdl2	0.6.9		958a49293344340ae35503a0b0791e9d845325ed
org.hglteam	spring-boot-remote-config-starter	1.0.2		5308f98fa8209d36af119802ce32ba63dd572759
org.hglteam	spring-boot-remote-config-starter	1.0.3		5758c4ad6922526647fac84481fad8ac26740e02
org.hglteam	spring-boot-remote-config-starter	1.0.4		f603e3b39f7ef938972624aa378543cb4c40624f
org.hglteam	spring-boot-remote-config-starter	1.0.5		bf914b051aadefe201329f7badde4780d797432d
org.locationtech.geowave	geowave-cli-debug	1.0.0		fa0b905204b4e8bc08730279c7dfb0598fc38b7a
org.locationtech.geowave	geowave-cli-debug	1.0.0-RC1		a1f97de55227dee1a37684ea8d6d6d686d22c0b6
org.locationtech.geowave	geowave-cli-debug	1.1.0		28e6cfbe705806ff408dab89f468d9b38f11bc73
org.locationtech.geowave	geowave-cli-debug	1.2.0		7f33d48bebd38cf9fa7c0c912dd93ee33795f0fe
org.locationtech.geowave	geowave-cli-debug	2.0.0		4d8ffd23d0e5c47a0dc33b9ebd5a530dc5a36f1e
org.locationtech.geowave	geowave-cli-debug	2.0.1		ea4f659a33bc00bf0d39b6cdc31c94f1c3f6339e
org.lucee	httpcomponents-httpclient	4.5.0		f426bc8f4a315e0fad99c0375bb1d4e8f3b70dad
org.lucee	httpcomponents-httpclient	4.5.10		c1c65d978dcf291ed898b33d58e7dae76d3a5d54
org.lucee	httpcomponents-httpclient	4.5.10.0001L		be842bf8136dfa95643682055435347ff35a45f3
org.lucee	httpcomponents-httpclient	4.5.10.0002L		8f8723b2015f9523f4bf135bb9d5392d63c9d59a
org.lucee	httpcomponents-httpclient	4.5.13		7a6d6842bb43306fc991eb89d9ca3375b5bfca5a
org.lucee	httpcomponents-httpclient	4.5.2		082e36dbf9ca392311b6d4e5354d44c87b81ac91
org.lucee	httpcomponents-httpclient	4.5.3		6ce77cad21a1dac5bc1c0d3754401a15f5be7e30
org.lucee	httpcomponents-httpclient	4.5.6		3a061100a293efa535e6846bc06594b114178c0c
org.metafacture	metamorph	5.0.0		fab3f4ee05dae7b34867559bd6cc8676a2f5c701
org.metafacture	metamorph	5.0.0-rc1		82fd27e6bf55264e8f4c9cd9ed17ac84a238e15b
org.metafacture	metamorph	5.0.0-rc2		72e3f74dda4a37f136e5bc050e1dc6bf4329db63
org.metafacture	metamorph	5.0.1		0d929b8757af7fc8435be82db474a96d1af95320
org.metafacture	metamorph	5.1.0		68a0708bb236f24345096a76a4e1d70386ad754f
org.metafacture	metamorph	5.2.0		a41b832134aecbe9be3c3505fec0fbd23bb9c099
org.metafacture	metamorph	5.3.0		adb8516b3b7dc6006c83ca4e12fc0d82c7b376a0
org.metafacture	metamorph	5.3.1		0a44bb4db84dec503bcfb3317cd4c92eb19827bd
org.metafacture	metamorph	5.3.2		3e016d00c72b3a41ffffb0b52d1df0b28b1c3b8e
org.metafacture	metamorph	5.4.0		eb0a6a8b372f2dec14a0c9a2d3db0617fa38e1fe
org.metafacture	metamorph	5.5.0		dc8c8df6294182e60c090b94a8292029feac2651
org.metafacture	metamorph	5.6.0		4a3f1190831d997209a03dbd5f9f0479cd11b263
org.metafacture	metamorph	5.7.0		dcc2b902be47bc8eb69ea200dd15e051bf2cb18d
org.metafacture	metamorph	6.0.0		7779a84a5b4357fecd4fce1b08b08a947c2c690b
org.metafacture	metamorph	6.1.0		d9937c758c922bf3c4a89c721c958f417d240d07
org.metafacture	metamorph	6.1.1		dd737e39ebe26e536f828895ba706489621dc63b
org.metafacture	metamorph	6.1.2		55bb7e0ba7ae20d3c0e4f4ba41000191b5ac1f38
org.metafacture	metamorph	6.2.0		ce4a259eaae405da3d1ac30e3ab74bb9144dec77
org.molgenis	molgenis-data-semanticsearch	1.10.0		aa5136c3ca145be69d954eb5fe0cda79bdc399a2
org.molgenis	molgenis-data-semanticsearch	1.11.0		47457f29d4075f11f7b2ebe40e287729a69d3fed
