apache-jaxme	jaxme-rt-incubation	0.2		97b9eaee0b2d9484e7fd6514f3ecf73b4ab92947
com.fasterxml.jackson.jr	jackson-jr-objects	2.15.1		d4f8917d15f4528b106f23c57a643b882a98ec5c
com.fasterxml.jackson.jr	jackson-jr-objects	2.15.2		bc0d6954d358721ff5e152ddb050c99fb72374de
com.fasterxml.jackson.jr	jackson-jr-objects	2.15.3		ce95fa3c081ef29017eeb201f10c80623e6f0c2e
com.fasterxml.jackson.jr	jackson-jr-objects	2.15.4		971d5d4b640907e48ab23f97c1d84aa502f305f0
com.fasterxml.jackson.jr	jackson-jr-objects	2.16.0		f5e58aef52c504edc61b1de450ceb7c8e2ac39e8
com.fasterxml.jackson.jr	jackson-jr-objects	2.16.0-rc1		a7567e6e8d741b139f29d95d856feeb105fb124b
com.fasterxml.jackson.jr	jackson-jr-objects	2.16.1		3dbc347cab5f6d52ece1584524dcf1da59197cd2
com.fasterxml.jackson.jr	jackson-jr-objects	2.16.2		f2116adedb83a20073e4749fb8dd5028c40d8acb
com.fasterxml.jackson.jr	jackson-jr-objects	2.17.0		6cb65146f087913a83c45b6ac545a14abab87f5d
com.fasterxml.jackson.jr	jackson-jr-objects	2.17.0-rc1		3bf2f509803590944455e633d40cf1e19398e077
com.fasterxml.jackson.jr	jackson-jr-objects	2.17.1		1898adaa3b55e6ce39e9e6e868cc7fce0e3f87e4
com.fasterxml.jackson.jr	jackson-jr-objects	2.17.2		26b717f17be3db32a8bf6155d286d0b0bcbe317e
com.fasterxml.jackson.jr	jackson-jr-objects	2.17.3		08fa9c0fea5f877441525a3827f9014d5c428607
com.fasterxml.jackson.jr	jackson-jr-objects	2.18.0		92fa2c64142f25b91b66bb6590e9147cf80a414f
com.fasterxml.jackson.jr	jackson-jr-objects	2.18.0-rc1		0aad22003a1ef243c3aa288533a6c451c6f3323a
com.fasterxml.jackson.jr	jackson-jr-objects	2.18.1		713cf2a5b9a106086c2a302702cca075f7ee2fff
com.fasterxml.jackson.jr	jackson-jr-objects	2.18.2		3883b1193d74824d4060841df95e68ab00220225
com.fasterxml.jackson.jr	jackson-jr-objects	2.18.3		373b71492fbd455070d872d6799336aea09892b6
com.fasterxml.jackson.jr	jackson-jr-objects	2.19.0		9e9cfc2d238f87e4334082a1040ea59b97f0e465
com.fasterxml.jackson.jr	jackson-jr-objects	2.19.0-rc2		d427da764738c70de59128936aef810632bb9392
com.fasterxml.jackson.jr	jackson-jr-objects	2.3.0		351875461e66134d9a45fa515ef6d3b58b13e10e
com.fasterxml.jackson.jr	jackson-jr-objects	2.3.1		1716bbde2fe0d7a4ea9c42ca045295a767b83bfd
com.fasterxml.jackson.jr	jackson-jr-objects	2.3.3		7a5fd5e2068694de7d48e2025a1446afbe9c46db
com.fasterxml.jackson.jr	jackson-jr-objects	2.4.0		17d85aae16564df15d87899a23a3966d7ca509e5
com.fasterxml.jackson.jr	jackson-jr-objects	2.4.0-rc1		99364b81a6346ed121e5e0692a0652c95470a331
com.fasterxml.jackson.jr	jackson-jr-objects	2.4.0-rc3		25058e7734992b66da6645bcbc272534aa9dd3c0
com.fasterxml.jackson.jr	jackson-jr-objects	2.4.0-rc4		c82d8d6f0e8d55dce068cd47aa3d49c40cdd1f55
com.fasterxml.jackson.jr	jackson-jr-objects	2.4.1		383ddd33702345202ed94783bd9bec4af7f8c0e4
com.fasterxml.jackson.jr	jackson-jr-objects	2.4.2		020f3529ee4b90e1b4e89fe1c3fc940f468a908a
com.fasterxml.jackson.jr	jackson-jr-objects	2.4.3		daa70e046cc35535432e5490415761c307b26bf1
com.fasterxml.jackson.jr	jackson-jr-objects	2.4.4		9f1aa3d300e8d8e20b58de5d9998d74b731b71e7
com.fasterxml.jackson.jr	jackson-jr-objects	2.4.5		8dad2b91304f307118e843cb44208f3afeb02b47
com.fasterxml.jackson.jr	jackson-jr-objects	2.4.6		e38f68d5adb67383f2f7137ee13aaee32943c207
com.fasterxml.jackson.jr	jackson-jr-objects	2.5.0		4e8e99352aaa0a2b350580b273899fb8546a175b
com.fasterxml.jackson.jr	jackson-jr-objects	2.5.0-rc1		e0f177b20ae17577dee7b29013ef7e98f87cb6fe
com.fasterxml.jackson.jr	jackson-jr-objects	2.5.1		59fd9a1984d0abaf119d0bc921288856a58d4f07
com.fasterxml.jackson.jr	jackson-jr-objects	2.5.2		a42104d2ef090a1dc53fe99516dcdae3d885edcb
com.fasterxml.jackson.jr	jackson-jr-objects	2.5.3		19d60572f56ddef81b947e1facd4495aad60c95f
com.fasterxml.jackson.jr	jackson-jr-objects	2.5.4		ed408b17dd246a9145c5b84819408a1e1106b8cd
com.fasterxml.jackson.jr	jackson-jr-objects	2.5.5		dc71a6a9a6fb8457b4e866fb3c0f808b3a215883
com.fasterxml.jackson.jr	jackson-jr-objects	2.6.0		4e485f123c48c4516c8c16d0107b6c20e02937d5
com.fasterxml.jackson.jr	jackson-jr-objects	2.6.0-rc1		929a69b1fecb15de8882c7a638d1a80a055491e8
com.fasterxml.jackson.jr	jackson-jr-objects	2.6.0-rc2		acf9fff77eaa9730ec2c370dcf618faf8f7b0363
com.fasterxml.jackson.jr	jackson-jr-objects	2.6.0-rc3		c7506d6adb002292907a0b0b734e05e9d8258967
com.fasterxml.jackson.jr	jackson-jr-objects	2.6.0-rc4		5fd3bbbd8f0edcb61c4d2f2bba8118eb71916ef6
com.fasterxml.jackson.jr	jackson-jr-objects	2.6.1		4b106ad93e9a819388360bb442c87036ec049e1d
com.fasterxml.jackson.jr	jackson-jr-objects	2.6.2		f85b15fd85f839005fd5cfc4f8f522d04ce6d733
com.fasterxml.jackson.jr	jackson-jr-objects	2.6.3		f882f51d46f7745c2bc19ff8075eb874d53297ff
com.fasterxml.jackson.jr	jackson-jr-objects	2.6.4		3a0af3a30203b769880662ff9af7ab2e3192c61c
com.fasterxml.jackson.jr	jackson-jr-objects	2.6.5		6453bf9e81a53e293bef5a83da1bb9be1af3ac7a
com.fasterxml.jackson.jr	jackson-jr-objects	2.6.6		42d734fdb5c270c7be78bf62b3d0ac64a9554165
com.fasterxml.jackson.jr	jackson-jr-objects	2.6.7		ee9cba12e76737c859940a156fdac50c6da0fa7b
com.fasterxml.jackson.jr	jackson-jr-objects	2.7.0		5ff9b3e462b1c06a1840361c2a4aae290723a1f6
com.fasterxml.jackson.jr	jackson-jr-objects	2.7.0-rc1		dd261361955d9fc5909a07046ac4d7f747a9cd89
com.fasterxml.jackson.jr	jackson-jr-objects	2.7.0-rc2		ac07f70f50be611d246b8c6a8c1895f280183bb6
com.fasterxml.jackson.jr	jackson-jr-objects	2.7.0-rc3		16a1a4951fd9319a604aafcfd789c022d92a3cb4
com.fasterxml.jackson.jr	jackson-jr-objects	2.7.1		b3f7241c93768d5f5ec9b32cc3e13ec9be9b57de
com.fasterxml.jackson.jr	jackson-jr-objects	2.7.2		52eabe2d9dd7bf5d08535a2338e6a8eaf4dd01b1
com.fasterxml.jackson.jr	jackson-jr-objects	2.7.3		2df9ad08a212b2c7e3a768646aa050f9f3ea3962
com.fasterxml.jackson.jr	jackson-jr-objects	2.7.4		3957ce5d39b73fe5e55482ffe3f3926aa5e03764
com.fasterxml.jackson.jr	jackson-jr-objects	2.7.5		f25de89ce80fcf29586fd2a0c547fc0d76245f5f
com.fasterxml.jackson.jr	jackson-jr-objects	2.7.6		f51ba912d5923e87bd0a194731a3f94102bae87f
com.fasterxml.jackson.jr	jackson-jr-objects	2.7.7		760e47ffe50b5460144391dd1073b9d3f0cfe208
com.fasterxml.jackson.jr	jackson-jr-objects	2.7.8		a67aff6a5068424c94d8c2fa5b64bf3f71b771c6
com.fasterxml.jackson.jr	jackson-jr-objects	2.7.9		8e26524f21ce65c9f38254400781d2d82f36affe
com.fasterxml.jackson.jr	jackson-jr-objects	2.8.0		c5bb330af13d97ca190e7f63b874625a3c5f5d18
com.fasterxml.jackson.jr	jackson-jr-objects	2.8.0.rc1		1f339906e13156b0c3ead61f9948ab17d8ea51e1
com.fasterxml.jackson.jr	jackson-jr-objects	2.8.0.rc2		3db486dd8428264a91e6b5fb06501f84713013ac
com.fasterxml.jackson.jr	jackson-jr-objects	2.8.1		3a2be14c6620312c2e26d2c695a94bee51c36488
com.fasterxml.jackson.jr	jackson-jr-objects	2.8.10		c84e59b348645bffbba28a83bde3d34e37e334be
com.fasterxml.jackson.jr	jackson-jr-objects	2.8.11		c2ea67a69f3aa3a3ce99882daebce8bcfd9eeec0
com.fasterxml.jackson.jr	jackson-jr-objects	2.8.2		0f8769d8b47ac79fa230cacb71af89ffce67ed73
com.fasterxml.jackson.jr	jackson-jr-objects	2.8.3		abbde9ff3f5653c07c32abdc7c9e7cf01fe7783e
com.fasterxml.jackson.jr	jackson-jr-objects	2.8.4		f47f9f87fc61ab8b371cdfe50273db5f032ed204
com.fasterxml.jackson.jr	jackson-jr-objects	2.8.5		36a082e642dbfd3c4e0806b4ed514cb89afa3fda
com.fasterxml.jackson.jr	jackson-jr-objects	2.8.6		2805bef441cf740c0d3e324105af48bdce201537
com.fasterxml.jackson.jr	jackson-jr-objects	2.8.7		df0df4c9469ab78bb87080a6c6dc45cb1f28dfdf
com.fasterxml.jackson.jr	jackson-jr-objects	2.8.8		002ca50b767ebad3535420ef3c373823130dcefd
com.fasterxml.jackson.jr	jackson-jr-objects	2.8.9		a7c828fbc7f0a8bcdae3acf85e2de0ba72d03f7a
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.0		bd53ca43a9d6923e49c8363010653e32fe981536
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.0.pr1		ac49ac0db38fbc26165e14698e1c4a51e09b8ccf
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.0.pr2		ed325ab5524f45adb0f61d6a99e29827e74f1b82
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.0.pr3		e92293e3d7f08f7f848a71b163d3b6ce0fa16f39
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.0.pr4		1f833a19f4d3ad4d66699f69de00a5389814965e
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.1		b976ef3885fb5b741a68a570a5ae06031d5dfb63
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.10		d3bfd0452ad328d85748a97d58a4fe5970efc65a
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.2		bcfd922d134f4cb4024ba1f221d2f0a2a6351f36
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.3		382c6a0b512b4c7482f35c0a5ea5837517805054
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.4		91dbf059bd82083cb799270e1585568eaccf1798
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.5		59f89c277c43b19217817c1d7b87ad17cbc5995c
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.6		2ed4cedf673646ffd1a892de17fca617c02388cc
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.7		7cb024de55a043be25aee7664c7239cf557ec5de
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.8		2cc4d13e728b1f3b1530243d8ea8adc7af25adac
com.fasterxml.jackson.jr	jackson-jr-objects	2.9.9		f23340dc06b6562e3518e0115441022870eb76ca
com.fastjrun.codeg.apiworld	apiworld-sdkg-api	1.4		bfcf597a3e0d3eecf433ece0b8a75a563c3e9d9b
com.fastjrun.codeg.apiworld	apiworld-sdkg-api	1.4.2		ed157b82e3b7db36155bfa76cc234cfabd762827
com.fhs-opensource	mybatis-plus-boot-starter	4.0.0		aee25ae1df04dd218c1f9c4e86d9b9b8efbb6e17
com.fhs-opensource	mybatis-plus-boot-starter	4.0.1		1f446f9919e885666f7498e1b455985a0e915641
com.fhs-opensource	mybatis-plus-boot-starter	4.0.2		1976908a22360a467c0cd489a5969903e5bb5564
com.fhs-opensource	mybatis-plus-boot-starter	4.0.3		d6648b88639f3258ed80c58b5a62bd85b6fc30c5
com.fhs-opensource	mybatis-plus-boot-starter	4.0.4		d1bf9d2286ad59b8081a336319243c2a78c29668
com.fhs-opensource	mybatis-plus-boot-starter	4.0.5		df1bb37914ee306a86a73811fa3922ac6652f3c6
com.fhs-opensource	mybatis-plus-boot-starter	4.0.6		5195c6fca563d003db76caefcc99fd7aa364061b
com.fhs-opensource	mybatis-plus-boot-starter	4.0.7		20c455fd30422aef09d35c37eac3366ced277f4a
com.fhs-opensource	mybatis-plus-boot-starter	4.0.8		a4b9dc4843ef1fbb791886efd2ffdfcf28c7eeec
com.fulcrumgenomics	dagr-tasks_2.12	0.1.3		fde623c92b386a11633d505c2132cc9bf6558814
com.fulcrumgenomics	dagr-tasks_2.12	0.2.0		9a18f8ca32818cf2f44e901f04eed0750f30308c
com.fulcrumgenomics	dagr-tasks_2.12	0.3.0		bda6374c0c4ba96ad7579af985f660d086fb082f
com.fulcrumgenomics	dagr-tasks_2.12	0.4.0		2a6073cb66edf951e2cd4c6f241fd6a7920c6394
com.fulcrumgenomics	dagr-tasks_2.12	0.5.0		5fa15a1ce47665b72b50bda8d83f6d5eb31e17ab
com.fulcrumgenomics	dagr-tasks_2.12	1.0.0		f3c207ddec8bde1e404d97b0b40f17aa036d958d
com.github.Ling2099	easy-orm	1.0.0		3ee612ba2d37f46bc4540c591f7af1abd19a8a16
com.github.Ling2099	easy-orm	1.0.1		fff2541ae52e09b1a59a5a745f298c92fa5f9565
com.github.Ling2099	easy-orm	1.0.10		58993778f53fbd77d2cd8dfc85b0099dbe42762b
com.github.Ling2099	easy-orm	1.0.11		1414ae54f653bc39a909163f0569895f9e74477f
com.github.Ling2099	easy-orm	1.0.12		eba1547f598d8893eb5a08e14ce30a941128e884
com.github.Ling2099	easy-orm	1.0.2		600b2a7a1a2cbac148db0c780b3c3ef3f8024fb6
com.github.Ling2099	easy-orm	1.0.3		d8f0eb20a251e416c14364b1d780c192980a3d0f
com.github.Ling2099	easy-orm	1.0.4		7a2d8fe476de36b9096284b5511199fc2d7998f0
com.github.Ling2099	easy-orm	1.0.5-RELEASES		891e9c0785ba2b19b5408642ee915c067d0980d0
com.github.Ling2099	easy-orm	1.0.6		0941b8d7c0bf6e099a039eb8e60e6873fc711231
com.github.Ling2099	easy-orm	1.0.7		a9bee07683efe6d2b9ef3548015b63d46d0a4721
com.github.Ling2099	easy-orm	1.0.8		0e61b0663e5bb3354872289fb0bbff37baa15422
com.github.Ling2099	easy-orm	1.0.9		42a1557f0d3aa0adffec1ae2179ff912e6aa5aba
com.github.gitssie	play-consul_2.12	2.6.6		41b6532ee022db317cfab6d70207149e1a31a1b9
com.github.j5ik2o	reactive-aws-kms-core_2.12	1.1.0		abb87d4e9592cc7398a69391c6fea800b6e6e099
com.github.j5ik2o	reactive-aws-kms-core_2.12	1.1.1		1724c7be8271c2c64dc76471a779cc89155fefa1
com.github.j5ik2o	reactive-aws-kms-core_2.12	1.1.3		e7992c0813c26503f5e7b08535f90c7adcdee87d
com.github.j5ik2o	reactive-aws-kms-core_2.12	1.1.4		cafb8a4c81ffc7509603e78a633989a15ad65c84
com.github.j5ik2o	reactive-aws-kms-core_2.12	1.1.5		7ac6b536e389982137fab979bc91b88dfa4c96a9
com.github.j5ik2o	reactive-aws-kms-core_2.12	1.1.6		9bea3f969827adfd41aaa2dbb7600e709b4a1650
com.github.j5ik2o	reactive-aws-kms-core_2.12	1.1.7		9dbe7c0e3d17d27a2b5d40187fe1ce5cad051188
com.github.j5ik2o	reactive-aws-kms-core_2.12	1.1.8		596cd3b67211ac5ffd39a7f3eb0768085849cb40
com.github.j5ik2o	reactive-aws-kms-core_2.12	1.2.0		cea27735959cc3356e880d3bc6819c72b25b8463
com.github.j5ik2o	reactive-aws-kms-core_2.12	1.2.1		f86e1fdc3f7e2adec7b52c6082b33956212070f3
com.github.j5ik2o	reactive-aws-kms-core_2.12	1.2.3		a948283a4255073dabe6e294013d8e29dc215e98
com.github.j5ik2o	reactive-aws-kms-core_2.12	1.2.6		87fdecf2c0523ba5190da08e40b7b43dff7fac2b
com.github.jalasoft	JalasoftUtils	1.0.1		ff2bba557c80d8d85ccf7d62c3ef050f8746eca9
com.github.jalasoft	JalasoftUtils	1.0.2		724c7aace8c2c435c14c69e5898b756fb9e46b1e
com.github.jalasoft	JalasoftUtils	1.0.3		a14e7da95235ba4e08849a0ea91af9598ad58e67
com.github.jalasoft	JalasoftUtils	1.0.4		583c22e627688d33b1d22eeccc23f6bf55727f6c
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	0.11.3		d8cd0fe2492927e4fedd220494a22c3ddd852d8d
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	0.11.4		f70c96a4d30bfbe4312fbfeb088eb4b37c9ad79c
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	0.11.5		620f286df1513c38df6ecbf7023d8ee96e3860db
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.0.0		995ec4e4cb75cd2165a805323587815fc44ffde5
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.0.0-RC1		3ec22cb37e3cace6c1b33f15f256129353fa9e68
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.0.0-RC2		a51a6e2f0fd0da0c10e8acd9d96cd6845f70bc22
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.0.0-RC3		cc446c1c490b741c990c6b7d08e7ffa326b68477
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.0.1		d7c426bb5eb74ca458e5eb634eefc499e186cf03
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.1.0		dace532d70a62f19365abac04811dc3ab77bcdc3
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.1.1		a5f21378dca845c3e2dbc9786ee22dea4d2ce2db
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.2.0		6dca7bca69263db238e123c3aa01ca8fc1e0d10d
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.2.1		634a010373d0f9caff0b57bdf9f2eb6b633cede0
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.2.2		b43463f231ead90c9e1be18fab7179b7b056be99
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.2.3		b921d7621cfeb99910316cd1cc8c13f72010e9b1
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.3.0		2c5f364c3b7c0334382fc7a99f964dbf5f2ab92a
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.3.1		e6442119d9c792bc88ddf1c89d3116fdf2cd0ed9
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.4.0		b0b96089976efba381c97582ac8a9b5a0faddc36
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.4.1		54269db07f375ae27bb318f557b69a5a447f0182
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.4.2		456bcd4d1fecf040b415d73f69bada2b6ddbd8b4
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.5.0		87764e4cf00f28fe28e8cd8b4c31b8a287addd6b
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.5.0-RC1		7166ce3b2dfbd2533b140ac4c0f4561fd4dd2278
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.5.0-RC2		b1cc04f7c3c55ad41b819d9f15e18d3bda0e03ee
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.6.0		d45e6c1d2f82e18fe8222a5352a6c0b6f637c0ee
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.7.0		26a97fea875264792eb34aaf75003be89a47d78a
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.7.1		d77e4f0c748dded632ff63bd09e12af3523b820e
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.7.2		396061d7bd64787d5f05aef84f57286f4d651221
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.7.3		1f9037107e824d5b5c856d74580bd375ff112b8e
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.7.4		40ab70f98507836216630241abfb25eb9d72722f
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.7.5		b1713fcac030bfae525cbbfb353486ba340b9362
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.7.6		1cf68d008762ba00e9d7417adf235e7830f23405
com.github.japgolly.scalajs-react	ext-scalaz72_sjs0.6_2.12	1.7.7		0e1a1850e9e83f232b307c2b9e7e7dcec7c7bf0e
com.github.lzm320a99981e	zodiac-component-weixinpay	1.0		3db40d1587f15e9affc650cedc1f68a03b29f6b6
com.github.lzm320a99981e	zodiac-component-weixinpay	1.1		941a4a396b5dcf45f7428271690f85967e47c802
com.github.microcmpt	spring-boot-api-regcovery-dashboard-starter	1.0.0		93d4d06d9027e3e25420cb1f9cbb24b4ed81cf96
com.github.microcmpt	spring-boot-api-regcovery-dashboard-starter	1.0.1		4a885093e0efc477cc8adbb081a6909fd30286d9
com.github.microcmpt	spring-boot-api-regcovery-dashboard-starter	1.0.2		7ab1fafbd85bd243dedc2c11eafa7d26584f10c7
com.github.microcmpt	spring-boot-api-regcovery-dashboard-starter	1.0.3		a65a02403d966cb3afc559822d81e77eddf61e3b
com.github.microcmpt	spring-boot-api-regcovery-dashboard-starter	1.0.4		224338365e8f4c1d42c3474a2d3158cdfe94151f
com.github.ppodgorsek.apache	velocity-tools-view	3.3.0		e658d39dd5cd7d4b5de259e8022ded5cbb165ffa
com.github.swiftech	swiftboot-auth	1.1		adbfaec53be06073871a94dc962d822073791285
com.github.swiftech	swiftboot-auth	1.1.1		5508fb30728b0c9a982de734680577b497b96ed8
com.github.swiftech	swiftboot-auth	1.2		67e9a153784faecc9572b4c46e19eb25a375ae93
com.github.swiftech	swiftboot-auth	1.2.1		501dbe29d0c0d5fcd9de276daaa91a8001d7d8bb
com.github.swiftech	swiftboot-auth	1.3-beta1		157607001c3ea7588838f1171ddf7b0c9a819221
com.github.swiftech	swiftboot-auth	1.3-beta2		9ac449cf9cc835f14042c7552d931348f06b3989
com.github.swiftech	swiftboot-auth	1.3-beta3		32a46c6cc86336068df7a03fb526876f74bc934a
com.github.swiftech	swiftboot-auth	2.0.0		c83893ccabf1f2192db6fe5da2fabc09c3ef443f
com.github.swiftech	swiftboot-auth	2.0.1		8456c763191a5145f40366a4dc3ae63c25707bc8
com.github.swiftech	swiftboot-auth	2.0.2		07baf5a3ba29d2ad6fb75f8c4def8df92e5abcd3
com.github.swiftech	swiftboot-auth	2.1		a7dce0725fe39b332a2e8ccfc5e8b8e2586f8d10
com.github.swiftech	swiftboot-auth	2.1.1		878050b808635dcf22380052ccfa7dafe01e5f80
com.github.swiftech	swiftboot-auth	2.2		44196ebb23f41b09508b89b1f1c459a651e2554d
com.github.swiftech	swiftboot-auth	2.2.1		a4d8a54afd05c343781a6cb82f7aa064d52d9948
com.github.swiftech	swiftboot-auth	2.3		9b5a0546d0fed790e73f5ceb379c92c97a6229f0
com.github.swiftech	swiftboot-auth	2.3.1		21b3687ea53f599e860239a2935df581f6c4020d
com.github.swiftech	swiftboot-auth	2.4		e86dde4f4a49a7325ced1c117ee52e88f797d034
com.github.swiftech	swiftboot-auth	2.4.1		18a22dcb13e44aeaf6735ca20460b248c3a765e4
com.github.swiftech	swiftboot-auth	2.4.10		7ecd1fadb9c8c1428203a5f904021d46e05f0c14
com.github.swiftech	swiftboot-auth	2.4.2		934594b5d4a07bb9f6193567017ace244ed00e64
com.github.swiftech	swiftboot-auth	2.4.3		656570eb0408fc570c873d48b131163cb5b04719
com.github.swiftech	swiftboot-auth	2.4.4		073d790007ac62a9a1ec3a92d2b7e42abfd3cd10
com.github.swiftech	swiftboot-auth	2.4.4.1		79534abb1f2a1ebca824abe44c7204e832cf5aa0
com.github.swiftech	swiftboot-auth	2.4.5		47e9380bc79cfedb9e4e0f95c502ba1a0a023461
com.github.swiftech	swiftboot-auth	2.4.6		d793b1b2f78fa721fc2d39bdd2f40c03a8afd926
com.github.swiftech	swiftboot-auth	2.4.7		4edb7a4b4abcc5953c452a6a6c5092373f397936
com.github.swiftech	swiftboot-auth	2.4.9		4c72dd3a855caf77899d07d0d205b261704a6e7f
com.github.taodong	ngcli-maven-plugin	0.2		560472a3a9308cc00816de3e2b44e0bdc1544c55
com.github.taodong	ngcli-maven-plugin	0.3		442110d32ff7a849922e34ca688c0cd337798979
com.github.wwadge	hbnpojogen-persistence	1.4.32		252788a73760613464399a85e32536ee4ef7040f
com.github.wwadge	hbnpojogen-persistence	1.4.33		86f6089bfd79b22b8395977e5cc09fc0b2bf2715
com.github.wwadge	hbnpojogen-persistence	1.4.34		97ba4628ea78c64a03d0af8a656420df5644e06a
com.github.wwadge	hbnpojogen-persistence	1.4.35		cc5a28e6f8d84609dd06120e99ccc10b24480801
com.github.wwadge	hbnpojogen-persistence	1.4.36		4374cbd3a1306245bbb514b04b1ba849ec858ff6
com.github.wwadge	hbnpojogen-persistence	1.4.38		2f03a5afcf22bbd02651d26b59444dc9fa99ca9f
com.github.wwadge	hbnpojogen-persistence	1.4.39		7b0ca1be07b5af79875d4afed2e6633c7c011caa
com.github.wwadge	hbnpojogen-persistence	1.5		9d96d314a77b7d5fca9d2a48a9faa395614729d3
com.github.wwadge	hbnpojogen-persistence	1.5.1		526ba1d261f9d671ad5033d2855f3ddd05340171
com.github.wwadge	hbnpojogen-persistence	1.5.10		afa79883b8220721ded720957f3f948a561bbc3f
com.github.wwadge	hbnpojogen-persistence	1.5.11		04096a8c326946e9eda3d3a039bc19af5c23a9b9
com.github.wwadge	hbnpojogen-persistence	1.5.2		81547c1b899e9222af8dfb50cc2bc83b1b3c235c
com.github.wwadge	hbnpojogen-persistence	1.5.3		7a785b53aa6e2a297fbc41711ee426b00eff7120
com.github.wwadge	hbnpojogen-persistence	1.5.4		d0e88fa28d981f7a7be40e20d00728c10a5f7c41
com.github.wwadge	hbnpojogen-persistence	1.5.5		be01089a4c0f8d9b49920a44965a833b24f99084
com.github.wwadge	hbnpojogen-persistence	1.5.6		1aed9de4668732efd125518d4459701a93fe0faf
com.github.wwadge	hbnpojogen-persistence	1.5.7		a6a2f104d3b1ac4d4d9dd35c467f821ba201c244
com.github.wwadge	hbnpojogen-persistence	1.5.8		59fc51b618f2e9335d4f9d8630f13c886c332729
com.github.wwadge	hbnpojogen-persistence	1.5.9		f96f5eea3f4e1059166efc7b1192de964cd8dc8f
com.github.zhangyingwei	cockroach-annotation	1.0.5.04-Beta		N/A
com.github.zhangyingwei	cockroach-annotation	1.0.6-Beta		5346d29d88ecb9010bd788f55cd350fd6f01e262
com.google.cloud	google-cloud-debugger-client-parent	0.1.0		N/A
com.google.cloud	google-cloud-debugger-client-parent	0.1.1		N/A
com.google.cloud	google-cloud-debugger-client-parent	1.0.0		N/A
com.google.cloud	google-cloud-debugger-client-parent	1.0.1		N/A
com.google.cloud	google-cloud-debugger-client-parent	1.0.2		N/A
com.google.cloud	google-cloud-debugger-client-parent	1.1.0		N/A
com.google.cloud	google-cloud-debugger-client-parent	1.1.1		N/A
com.google.cloud	google-cloud-debugger-client-parent	1.1.10		N/A
com.google.cloud	google-cloud-debugger-client-parent	1.1.11		N/A
com.google.cloud	google-cloud-debugger-client-parent	1.1.2		N/A
com.google.cloud	google-cloud-debugger-client-parent	1.1.3		N/A
com.google.cloud	google-cloud-debugger-client-parent	1.1.4		N/A
com.google.cloud	google-cloud-debugger-client-parent	1.1.5		N/A
com.google.cloud	google-cloud-debugger-client-parent	1.1.6		N/A
