activation	activation	1.0.2		N/A
de.adorsys.psd2	cms-standalone-service	2.5.2		55e7b44a4dca23c7370cb557456603b74abdb0e8
de.adorsys.psd2	cms-standalone-service	2.5.2-RC4		293025f597a052ea93aff71a230f04bb66fbf873
de.adorsys.psd2	cms-standalone-service	2.6		1915a3214121bf501343f9f0d806661aef2f3cd9
de.adorsys.psd2	cms-standalone-service	2.7		10e229582e6356f298f8f9ebcf66704b75044bbd
de.adorsys.psd2	cms-standalone-service	2.8		a3d683156503b34b6b69370e9dc1d88866a9924e
de.adorsys.psd2	cms-standalone-service	2.9		6535d3c4fab45cc90b8b7469e2ece683c1e1932e
de.adorsys.psd2	cms-standalone-service	3.0		40b1ab07a25fb066e615371c9c52e142403f45f3
de.adorsys.psd2	cms-standalone-service	3.1		90481502e3b653f458a01bd65fb16831caa4ff0c
de.adorsys.psd2	cms-standalone-service	3.10		59e43a4e47eda670bce91238bdff43bafb9c5397
de.adorsys.psd2	cms-standalone-service	3.11		2f8d3c2ee82f0abb1bcd78f5813b3955606e9b21
de.adorsys.psd2	cms-standalone-service	3.2		6885b9bc911da156e33d25e4c5da5d5f56d06836
de.adorsys.psd2	cms-standalone-service	3.3		c7f48e9da38bf36ddcb09d0717c6de9f74f81102
de.adorsys.psd2	cms-standalone-service	3.3.1		2248930a2893300b661dbcee99ecb9d8d2384925
de.adorsys.psd2	cms-standalone-service	3.3.2		1809c02d47604926173c650ba1388a2b43fac665
de.adorsys.psd2	cms-standalone-service	3.4		755686204149dd9f5bad33c2b6283ced3507b063
de.adorsys.psd2	cms-standalone-service	3.4.1-RC1		64394ccbc2513f3501e7a445711b6592953bb52e
de.adorsys.psd2	cms-standalone-service	3.5		641f90fd7ca8f6ddd490d2dc81d56ffa63506ad1
de.adorsys.psd2	cms-standalone-service	3.5-RC1		73cfd0840f700f70c1d6341c0e152add77392943
de.adorsys.psd2	cms-standalone-service	3.5-RC1.1.1		1c0209875c93f1a20eda606d33d44c074c30611b
de.adorsys.psd2	cms-standalone-service	3.5-RC2		0ebff7b4c9c40a243b369bd58a439513adf4d8be
de.adorsys.psd2	cms-standalone-service	3.6		a9babf96ece104e150fccc936f9ca38a7f83d641
de.adorsys.psd2	cms-standalone-service	3.6.1		fa7b000a49e7bd60af310c162417ea8892ab891a
de.adorsys.psd2	cms-standalone-service	3.7		2e0fe3669cf7236475d30fe920db10e0a333b0c6
de.adorsys.psd2	cms-standalone-service	3.8		c13ca8bdbc8ecc58e398451fdc729aa2041de6bb
de.adorsys.psd2	cms-standalone-service	3.9		1333bbc2c6ebcbcec9d0460e5b467f736fb169b3
de.adorsys.psd2	cms-standalone-service	4.0		a26ea36fa03bf3d98c82f87cbf85d6384dc7b0a7
de.adorsys.psd2	cms-standalone-service	4.0.1		684b9f8084e2c7e468b8ac1e152cf676979f8622
de.adorsys.psd2	cms-standalone-service	4.1		e2b734a6e448b68872e5b923bc8709a040b1ad6a
de.adorsys.psd2	cms-standalone-service	4.10		d1e747deb1a802fce8e254c6133c4632a55407c3
de.adorsys.psd2	cms-standalone-service	4.11		a232b2dc92a72b0c98da96cb9592ed4393650fd2
de.adorsys.psd2	cms-standalone-service	4.2		066442fa6c3faa01a27cf5f0cf1f69f7b9dc6958
de.adorsys.psd2	cms-standalone-service	4.2.1		783fc9fc419fd5797624e91c9e5ba4cab5f50ca1
de.adorsys.psd2	cms-standalone-service	4.2.2		3df2272c17527fb904421394eb2b4b5be9f2b687
de.adorsys.psd2	cms-standalone-service	4.3		0c400624ff96701a640581664b5ea18c8abae0d5
de.adorsys.psd2	cms-standalone-service	4.4		1c1cfdd9b03a4a8af50f00b99cf4f0390b9b4621
de.adorsys.psd2	cms-standalone-service	4.5		1221eafb6bcf522ad47676a8b7fd369f50304c19
de.adorsys.psd2	cms-standalone-service	4.6		ccf8385ce1beb11b24c80bfed25f401b5e9b7c57
de.adorsys.psd2	cms-standalone-service	4.7		1532726a91dc279da2603064592925075a6d65d3
de.adorsys.psd2	cms-standalone-service	4.8		001eb0947825a5169cebbd60da605ed33788757d
de.adorsys.psd2	cms-standalone-service	4.9		3a7a4abc19d8fad574dce56be68d6dd4384d263a
de.adorsys.psd2	cms-standalone-service	5.0		c1d3442146f94e8737f0f109ff78eed3d7deca6d
de.adorsys.psd2	cms-standalone-service	5.0.1		93a4f72fb8892d7e1e58fdefde151e7efe81859b
de.adorsys.psd2	cms-standalone-service	5.1		6a99635c6205af11af5daaf79ff91c4dd7ec1b87
de.adorsys.psd2	cms-standalone-service	5.1.1		7387a26238f5b46fd068bcd03f22a9729a94a367
de.adorsys.psd2	cms-standalone-service	5.10		0c0c0d24b9a92aba6db17c8ce6ffc04d87c11f75
de.adorsys.psd2	cms-standalone-service	5.10.1		7c45b4d749650f3b431f1896e5b5125a18af72f4
de.adorsys.psd2	cms-standalone-service	5.10.2		6d6c6362866fad9fcdcc4cd2f6991a7df815ca0e
de.adorsys.psd2	cms-standalone-service	5.10.3		a5d21e7f7d8fa1de79e6aa0b8dbac2aa16620f08
de.adorsys.psd2	cms-standalone-service	5.10.4		9c004aac8caac95ad4e01fcc13b89b8f178cfbf4
de.adorsys.psd2	cms-standalone-service	5.10.5		ef6cfa2f1a87b80e52f5855cb18c39230b7c07df
de.adorsys.psd2	cms-standalone-service	5.11		ceb7c2b5f0b2442063809fdb560b1ca2ada09fd9
de.adorsys.psd2	cms-standalone-service	5.2		f2af9432647d0a1e9b65614dfbf489a2d1059af3
de.adorsys.psd2	cms-standalone-service	5.3		4e73688788b64395c2c9e05f1027ab0e480b4bb5
de.adorsys.psd2	cms-standalone-service	5.4		c0bdf65c7d95b58bcbe3840b7c50096107cc0856
de.adorsys.psd2	cms-standalone-service	5.5		09ae9fde27341bdc3a9142f7dd67ee73d63dfac3
de.adorsys.psd2	cms-standalone-service	5.6		cdc9cae6c0c125744161e1b7e964be18bb043beb
de.adorsys.psd2	cms-standalone-service	5.7		29268446a8b6b741ea507c13c5625af6e5f39677
de.adorsys.psd2	cms-standalone-service	5.8		e292fcecb632a6ccebed9a9cb72c926cf277b310
de.adorsys.psd2	cms-standalone-service	5.8-RC2		5dec4e06c6d071984807716da2ed1cf38d2fdf1f
de.adorsys.psd2	cms-standalone-service	5.9		ea0968d7c270112252e00f64d55f2b8175e84564
de.adorsys.psd2	cms-standalone-service	6.0		0ad985a54ad6e1800f46bc820bbcd0130ef023d2
de.adorsys.psd2	cms-standalone-service	6.1		64278b2176471964268ed72372ae51314b5a1fd2
de.adorsys.psd2	cms-standalone-service	6.10		ff015c9c665d4b4e13653d891de5e01034d2506f
de.adorsys.psd2	cms-standalone-service	6.2		20fe60cf0ccd3ad1a11b53b1ec674f5b8281397c
de.adorsys.psd2	cms-standalone-service	6.3		6f830a67d52e3fa9097eec5881a230ea8681a39d
de.adorsys.psd2	cms-standalone-service	6.4		ff7c6d4efe5bd1196913d284b557a3e617f23c2a
de.adorsys.psd2	cms-standalone-service	6.4.1		c5fccb8894312e229f9225d5a47b0f730e7c2adf
de.adorsys.psd2	cms-standalone-service	6.5		7eff3a0b9a5b3ceeae1f2bee62c2881195ddcff9
de.adorsys.psd2	cms-standalone-service	6.6		526099f565062c4633e00e59bc79c19e4ffe4b32
de.adorsys.psd2	cms-standalone-service	6.7		a75ca8c41df8e409d53061f6db20432d472a6d52
de.adorsys.psd2	cms-standalone-service	6.8		968e474787158788c0d2f6a8a50072032d6c5498
de.adorsys.psd2	cms-standalone-service	6.9		ae17df433c85fc47617c0e7411cfb6b1b6ebf0c4
de.adorsys.psd2	cms-standalone-service	7.0		63f4f9299393365352bc841a6ceca2c6d4d7d5cf
de.adorsys.psd2	cms-standalone-service	7.1		c324eb1a04746fab8d40e6759885a723f90d5f7f
de.adorsys.psd2	cms-standalone-service	7.2		98825ca9458825bfb284c374a00153a872ce7a7c
de.adorsys.psd2	cms-standalone-service	7.3		b77c0293c71fb8026b3db5baf4e139fb7fd91526
de.adorsys.psd2	cms-standalone-service	7.4		2010f80f6d9ed618a4c29b04fb01dc187134585b
de.adorsys.psd2	cms-standalone-service	7.4.1		68ccddc6745259ff2a67859f1c8d346660c95643
de.adorsys.psd2	cms-standalone-service	7.5		c7e50120db06acbe601748f82e4f4f4a422df1e9
de.adorsys.psd2	cms-standalone-service	7.5.1		960421d798ce50c836c6c2207b7eb9cd9f07ad73
de.adorsys.psd2	cms-standalone-service	7.6		96d5986de82f7022ac2093f0717b62bca0e8f8d1
de.adorsys.psd2	cms-standalone-service	7.6.1		77b7efe3a98d798fe07de950dc712474fe32fc6a
de.adorsys.psd2	cms-standalone-service	7.6.10		c70a6e5b418b66cd72001b6316e7300362d4f023
de.adorsys.psd2	cms-standalone-service	7.6.11		b06613ce9dd528bd226df8690f196409dacb95da
de.adorsys.psd2	cms-standalone-service	7.6.12		7a56d2a996fef435095afca14dd1cfcea05ba9c3
de.adorsys.psd2	cms-standalone-service	7.6.13		4360752da05738d1c377e930ab3f42d3272412f7
de.adorsys.psd2	cms-standalone-service	7.6.14		78b595c43a29d8b620320024e239dd02ace1468c
de.adorsys.psd2	cms-standalone-service	7.6.15		7f81bcaca7513e307c50a2a8bd9cef043293abf1
de.adorsys.psd2	cms-standalone-service	7.6.2		fca044ba3ad69a26459eb384a96cb0b245a4ced8
de.adorsys.psd2	cms-standalone-service	7.6.3		22992cd341cf7133c5b3a6e5d272aca6fe65fbbb
de.adorsys.psd2	cms-standalone-service	7.6.4		412f8c02fdf2023e5025c109901ea73910f7edb5
de.adorsys.psd2	cms-standalone-service	7.6.5		b0a3fc0761bbc43fce850d27d1fdc44a1112ce27
de.adorsys.psd2	cms-standalone-service	7.6.6		805b50f829ec582e0650bc5b4bb7b873584bc8cf
de.adorsys.psd2	cms-standalone-service	7.6.7		f0f4e38097c5b6ae94a3010f872a40b31d19b292
de.adorsys.psd2	cms-standalone-service	7.6.8		55394ae840e269063597c2ada62d60b9cce203aa
de.adorsys.psd2	cms-standalone-service	7.6.9		432b2a355a605031e2b563011529e3ce66e55827
de.adorsys.psd2	cms-standalone-service	7.7		10f91b1507dd37bf319ddb829bfaff82c77a5bc0
de.adorsys.psd2	cms-standalone-service	7.8		9a44f644eabc2f70b0e17621a133085900fe6cf5
de.adorsys.psd2	cms-standalone-service	7.9		97baf6ee65438a80d2515cf335c94848315d30c2
de.adorsys.psd2	cms-standalone-service	8.0		c6b858ca030735e870bce0bfd6142524be72e18b
de.adorsys.psd2	cms-standalone-service	8.0.1		342cf41a507467f754801bcf86c7714192ea830b
de.adorsys.psd2	cms-standalone-service	8.1		7b6dddd8682c81ffd2dd0c67db210d067820b4d6
de.adorsys.psd2	cms-standalone-service	8.10		4070adc79bcdd723a61ce9f0b76fac245635bd8e
de.adorsys.psd2	cms-standalone-service	8.11		4d49818b121d78faece2cf0c21c597f9ffeb6f61
de.adorsys.psd2	cms-standalone-service	8.12		c465ac32fd4428bcd68c17deb089e1f863344a8e
de.adorsys.psd2	cms-standalone-service	8.13		76ea438203b019148b77ae410e84673bd15d170b
de.adorsys.psd2	cms-standalone-service	8.2		0e2052d962f0915d43c626490dfef089295de9a5
de.adorsys.psd2	cms-standalone-service	8.3		1407846b5c4823d8ee2318531cfdcddd953f801d
de.adorsys.psd2	cms-standalone-service	8.4		d110c04d9ff155efbc31f514178816f7f0de0ad9
de.adorsys.psd2	cms-standalone-service	8.5		f0138a446df9992afb917d069c9cc36554a58d09
de.adorsys.psd2	cms-standalone-service	8.6		20a914c7d89793dcc945c9af577be7d7de286480
de.adorsys.psd2	cms-standalone-service	8.7		d7ce8e1031f2888197de99252e97a3402b3abb46
de.adorsys.psd2	cms-standalone-service	8.8		ffca1f961e12ca1762d58f244a7913bd8d006f71
de.adorsys.psd2	cms-standalone-service	8.9		4c34e5d3e701ebf9198a287c23bf360798c148ed
de.adorsys.psd2	cms-standalone-service	9.0		5ce6af52b94fb5d3dee76a59d62a8bc9b6d86735
de.adorsys.psd2	cms-standalone-service	9.1		697d3df573c5326f4deaf4d60963426e02da9a41
de.adorsys.psd2	cms-standalone-service	9.10		a0f48992d4e1222aec4c1c07f0b2edc30257994a
de.adorsys.psd2	cms-standalone-service	9.2		2b37c7797273435d1c2976e4b71747ec622484b1
de.adorsys.psd2	cms-standalone-service	9.3		d80a40f90ca445a9c91a5eb165779fab82b2eee1
de.adorsys.psd2	cms-standalone-service	9.4		f4cb11fa0395d0e1f4f0dd89b51a11c9e58d3001
de.adorsys.psd2	cms-standalone-service	9.5		ce3a65e73373fe162c8c8d63f77c09d547e9831a
de.adorsys.psd2	cms-standalone-service	9.6		6cc8a5de958c505a448afe11220650c5b7cae0eb
de.adorsys.psd2	cms-standalone-service	9.7		ad1cce18576e244b5feaa32920f48a73c0801a9d
de.adorsys.psd2	cms-standalone-service	9.8		740972a96f429b314c85fec926cc3f47e48eff11
de.adorsys.psd2	cms-standalone-service	9.9		790d23c122db47788e25879fe72db0516c009d01
de.raphaelebner	Android-Room-Database-Backup	1.0.0-beta09		N/A
de.raphaelebner	Android-Room-Database-Backup	1.0.0-beta09	htmldoc	340b6e9d4f0e73a55f3dd9b6a296296b08ca83f5
dev.petuska	klip-kotlin-plugin-native	0.1.0		db418658f35be74207652f55da976c072ae603b6
dev.petuska	klip-kotlin-plugin-native	0.2.0		fba906f4615579f9e62dc70ccb5e4415642bbe42
dev.petuska	klip-kotlin-plugin-native	0.2.1		35ea3c564dab734051ffa9c1bce7e5c9e394df54
dev.petuska	klip-kotlin-plugin-native	0.2.2		4a31bc4c693094ce7a7d128bd1df0df983fbf6db
dev.petuska	klip-kotlin-plugin-native	0.3.0		be9b111ea53a9a596d0866eafad0ba37ee9395a0
dev.petuska	klip-kotlin-plugin-native	0.4.0		a41f21515c5962741ab1a0e37cdf8f688018254d
dev.petuska	klip-kotlin-plugin-native	0.4.1		cb04927e2fbf22a3a040d9f9a7a07ad8a9d06b97
edu.jhu.hlt	concrete-ingesters-acere	4.10.0		70f3f221c85478ba74e4903bae71dbcca7fe22d3
edu.jhu.hlt	concrete-ingesters-acere	4.10.1		f6991c40bec35b0e7e2a52ecf813f6f6da78d410
edu.jhu.hlt	concrete-ingesters-acere	4.10.2		2f9a39a5374ae5fd29dc2bef1eebfe018bdb2263
edu.jhu.hlt	concrete-ingesters-acere	4.10.3		43a0e619f687df625b0fb2de88fb188e4594f723
edu.jhu.hlt	concrete-ingesters-acere	4.10.4		c78910abd690554874a4963c7dfa481bf35d2c79
edu.jhu.hlt	concrete-ingesters-acere	4.10.5		68164000e3a5f66750ad68757e72c75d5ece1db2
edu.jhu.hlt	concrete-ingesters-acere	4.10.6		18a041671a8abfe45bf708ef48c26dd79f8babb3
edu.jhu.hlt	concrete-ingesters-acere	4.10.7		ff4626311e879bbf16a3c5904a3c8069eb5d1492
edu.jhu.hlt	concrete-ingesters-acere	4.11.2.1		8b866b780f19819e4b4f9f3067d8490e1297f4be
edu.jhu.hlt	concrete-ingesters-acere	4.12.0		72c5e19f95281da40b0778f6a261bf2cf8a96ced
edu.jhu.hlt	concrete-ingesters-acere	4.13.0		cf1f346f2e4db8f8f0a4d6d8e833233f72da6145
edu.jhu.hlt	concrete-ingesters-acere	4.13.1		c0ff5da60d2250dc06fa5e1489985049785f9ef7
edu.jhu.hlt	concrete-ingesters-acere	4.13.2		d553a607eb2f0e09411a6aa9bbb6f365eab28616
edu.jhu.hlt	concrete-ingesters-acere	4.14.0		32595f895fd5519dd6df183f6555c2aadf817566
edu.jhu.hlt	concrete-ingesters-acere	4.14.1		669c8203dc7e6d2198277f5779521339d4855c92
edu.jhu.hlt	concrete-ingesters-acere	4.14.2		266179966c721abe7a331b90903da917449da014
edu.jhu.hlt	concrete-ingesters-acere	4.8.10		280cca25800ceb63b54f7ed343752be72fc0893d
edu.jhu.hlt	concrete-ingesters-acere	4.8.6		231cec6af698e23cdff8c1a7b31ebe7086d24807
edu.jhu.hlt	concrete-ingesters-acere	4.8.7		85787f41ddb479a3377ce29d3af6aaacb89758da
edu.jhu.hlt	concrete-ingesters-acere	4.8.8		027945607d822634234bee5cedd3b776fb91de8b
edu.jhu.hlt	concrete-ingesters-acere	4.8.9		cc90eb2f09b216586447ff182cb5351712638163
edu.jhu.hlt	concrete-ingesters-acere	4.9.0		89eb2df3f0d62470afe8691129f21f3205391216
edu.jhu.hlt	concrete-ingesters-acere	4.9.1		d73741cf965be99d6f832ec62675b2632845f4db
edu.jhu.hlt	concrete-ingesters-acere	4.9.2		58c6dc1ea411750966349ded4891b52fbcb56316
io.exoquery	terpal-plugin-kotlin	1.8.21-0.1.0		6fd796e0e0ecc5303b6d814ed1e52619369266a0
io.exoquery	terpal-plugin-kotlin	1.8.21-0.1.1		186cf8a1da7d32fc9f4d6e751115c7b00a384b89
io.exoquery	terpal-plugin-kotlin	1.8.21-0.2.0		950062c8705914f2e3dc60774b06f94be7873ec9
io.exoquery	terpal-plugin-kotlin	1.9.0-0.1.0		615ce00bcea4d7316e1aee1192b77150b1c900f4
io.exoquery	terpal-plugin-kotlin	1.9.0-0.1.1		6e6f7da72a26e448ec899907993190677816d4d0
io.exoquery	terpal-plugin-kotlin	1.9.0-0.2.0		18fbf5af74085866eee533c5552e8cce56463db4
io.exoquery	terpal-plugin-kotlin	1.9.10-0.1.0		db5e3bfba713b1e0eaaf6583f1040767a1d2b361
io.exoquery	terpal-plugin-kotlin	1.9.10-0.1.1		ddb57dca6591ffb163f0334697f6d445a7bda294
io.exoquery	terpal-plugin-kotlin	1.9.10-0.2.0		4227d2feabe1efbddb968708eb290c143e18865f
io.exoquery	terpal-plugin-kotlin	1.9.20-0.1.0		770e3bfdd3b7541c6d2b9300ac47e79090e39e1d
io.exoquery	terpal-plugin-kotlin	1.9.20-0.1.1		0ad76292639badaad5cf84d386ae6d6ca31a7876
io.exoquery	terpal-plugin-kotlin	1.9.20-0.2.0		15e10b80d1b54f238abe99506b1ed0c2861db8a4
io.exoquery	terpal-plugin-kotlin	1.9.21-0.1.0		16de608d71c3336b7bf0e5bd1c3d1ac8800d7f90
io.exoquery	terpal-plugin-kotlin	1.9.21-0.1.1		74e0bb78707eec4c593870a880116237f031925f
io.exoquery	terpal-plugin-kotlin	1.9.21-0.2.0		1a77a53c0ed1516b48083e35917ecff66a634c90
io.exoquery	terpal-plugin-kotlin	1.9.22-0.1.0		32cfe1367572063549247dd3074373241e0232de
io.exoquery	terpal-plugin-kotlin	1.9.22-0.1.1		d5cdc7e831b1ce817e22d1889b615f6f12b6c803
io.exoquery	terpal-plugin-kotlin	1.9.22-0.2.0		8c328ce627bc9135bd5ccb53058c4a7bafa43737
io.exoquery	terpal-plugin-kotlin	1.9.22-1.0.0-RC1		60f150ecf7c3d42391d591ae74ff5ce741de8d95
io.exoquery	terpal-plugin-kotlin	1.9.22-1.0.0-RC2		229870af6c84b749a731287b0accec5cae9a3860
io.exoquery	terpal-plugin-kotlin	1.9.22-1.0.0-RC3		5c1edba1194fa5653c34412168a8aa10e757c58f
io.exoquery	terpal-plugin-kotlin	1.9.22-1.0.0-RC4		aa9e0cc4c4f3b3eceea97e5b5cc3283d895acccf
io.exoquery	terpal-plugin-kotlin	1.9.22-1.0.0-RC5		6283d3febf15896c867517d5270279cb2dc65ec0
io.exoquery	terpal-plugin-kotlin	1.9.22-1.0.0.PL		325d3f7c5b2ad475b36d10744b2a7714acd64267
io.exoquery	terpal-plugin-kotlin	2.0.0-0.1.1		de2fb4462658a3b00eecd832e026d69384166988
io.exoquery	terpal-plugin-kotlin	2.0.0-0.2.0		78fe0f55aa56a7a7d73fce4d6cdc64e8f4540157
io.exoquery	terpal-plugin-kotlin	2.0.0-1.0.0-RC1		9c434d337e509a3d6ecfb9c006c58cfdb8702143
io.exoquery	terpal-plugin-kotlin	2.0.0-1.0.0-RC3		9e14383826f23a6cb141a37bd0794c927bc71325
io.exoquery	terpal-plugin-kotlin	2.0.0-1.0.0-RC4		bed66ec5d730cb64412328046d05f0ea2efb837d
io.exoquery	terpal-plugin-kotlin	2.0.0-1.0.0-RC5		c29b8bc0b6815239309173c82362be9c2840ce58
io.exoquery	terpal-plugin-kotlin	2.0.0-1.0.0.PL		5c6b477bde0d0e2807ceb273d18a57da5b440866
io.exoquery	terpal-plugin-kotlin	2.0.0-RC1-0.1.1		c0cc3e7e2ce7317ce325ee58a8c5428a1f8b7264
io.exoquery	terpal-plugin-kotlin	2.0.0-RC2-0.1.1		a2fef0814d79f4a6601ba33f27eb97af6ed8f396
io.exoquery	terpal-plugin-kotlin	2.0.0-RC3-0.1.1		6204bfd0d3100591a5cc219d5063644684135de1
io.exoquery	terpal-plugin-kotlin	2.0.10-1.0.0-RC3		d780dfdaa7a0fafaf024f1e1bbc1e5b3dabbfb4f
io.exoquery	terpal-plugin-kotlin	2.0.10-1.0.0-RC4		ee6d97a406a62db00f71141f2cb4482200389169
io.exoquery	terpal-plugin-kotlin	2.0.10-1.0.0-RC5		8d6ce50978a6057a1c21457c6c3cd5965baa30dc
io.exoquery	terpal-plugin-kotlin	2.0.10-1.0.0.PL		5d2ea408fecc97f82a69d8babe49140673090d5c
io.exoquery	terpal-plugin-kotlin	2.0.20-1.0.0-RC3		d258dac12a3107dd8f3ef0e9232b87bff2b6d67c
io.exoquery	terpal-plugin-kotlin	2.0.20-1.0.0-RC4		fca58ddd55f711568e7397f45bc30d2133634062
io.exoquery	terpal-plugin-kotlin	2.0.20-1.0.0-RC5		8f2fc5c499211b2e36b3b3d21893bf6210c95322
io.exoquery	terpal-plugin-kotlin	2.0.20-1.0.0.PL		41628c2bf78d1ae29dc720c3ef80ad13ede14bae
io.exoquery	terpal-plugin-kotlin	2.1.0-2.0.0.PL		b3973b132fddaeca0560f42f02c848d6cd2a83a5
io.exoquery	terpal-plugin-kotlin	2.1.20-2.0.0.PL		606ac7eddf659a60c5c523e91374ee20f3d910b5
io.fabric8	istio-model-v1alpha3	5.11.0		0e2f7c97b01b03e86b6d54a51d855fa842680083
io.fabric8	istio-model-v1alpha3	5.11.1		938da4443838ac578cdd1e75c0fdbb2793232795
io.fabric8	istio-model-v1alpha3	5.11.2		99f14c207421c013eb3bc93181326e6da0058bee
io.fabric8	istio-model-v1alpha3	5.12.0		5ab67a4d21b99343380d79d290cb629eeb3a12d7
io.fabric8	istio-model-v1alpha3	5.12.1		0843008858f3c0e6bf791eaea8ed9b2656f0526a
io.fabric8	istio-model-v1alpha3	5.12.2		5e2ece6c9645db7d279620ee015e4b77316f7b1e
io.fabric8	istio-model-v1alpha3	5.12.3		fb97f147dac5dc2a4eedf00c45496da99a8b8363
io.fabric8	istio-model-v1alpha3	5.12.4		1c112b90eaea6f30b00fc86fd4df707c79f68e26
io.fabric8	istio-model-v1alpha3	6.0.0		fedd434955323b90e87b9c5e583420a54ea186b4
io.fabric8	istio-model-v1alpha3	6.0.0-RC1		197fae6ed1ee8ad652870d09218e72af5f1ed6c9
io.fabric8	istio-model-v1alpha3	6.1.0		2968aeecd9e153501f5507055dcad1d199d4d6c8
io.fabric8	istio-model-v1alpha3	6.1.1		c020cffbdc3d25aed7df20ebf5d41bb0165cbdc1
io.fabric8	istio-model-v1alpha3	6.10.0		edbb00f824cc574ed3fdd4edb28be68127c434bc
io.fabric8	istio-model-v1alpha3	6.11.0		7845b15a800fea03a2230c888022cd09129b1035
io.fabric8	istio-model-v1alpha3	6.12.0		6698a50860efb06ac2707e6243582f47ef092ac7
io.fabric8	istio-model-v1alpha3	6.12.1		a223b1c034f75b3ee4100e972542f30eaea1c45e
io.fabric8	istio-model-v1alpha3	6.13.0		85c07821a30b62f37ce46c8aae4aa296b994312d
io.fabric8	istio-model-v1alpha3	6.13.1		e64727fd267464eb886adce290a74d3dbd3ef6c5
io.fabric8	istio-model-v1alpha3	6.13.2		5d81ccf2050ff258ab97768a0e91e24ec4763262
io.fabric8	istio-model-v1alpha3	6.13.3		0a8797fbb5c02b001cf2366c8e7d2f692b061802
io.fabric8	istio-model-v1alpha3	6.13.4		f8a62ceee4de2c7529630be0adf48ff340d017c1
io.fabric8	istio-model-v1alpha3	6.13.5		60d7869290e8ff530e0b532dc9629df85379e211
io.fabric8	istio-model-v1alpha3	6.2.0		b6dbf7e035bc2db345a41db9a82ce3f701875b27
io.fabric8	istio-model-v1alpha3	6.3.0		9cdbfa36fd5d0fd332498bcc83255f8cfe16228b
io.fabric8	istio-model-v1alpha3	6.3.1		cfce14ab85abfeed4c2ca89a4a4eb48d06a5a937
io.fabric8	istio-model-v1alpha3	6.4.0		98d5ebbf140aaae903ae6a054dc750ff6b7800d8
io.fabric8	istio-model-v1alpha3	6.4.1		998f26c86f5fa60620df0a53e949f448be8f01d5
io.fabric8	istio-model-v1alpha3	6.5.0		bef09419babedb687c5464c7e436244d328ac1f5
io.fabric8	istio-model-v1alpha3	6.5.1		b7e50b3cba8b7af8f678b48e2b9d6124f9949274
io.fabric8	istio-model-v1alpha3	6.6.0		a5060ba3390901fa3301970b471bbc3d72019d22
io.fabric8	istio-model-v1alpha3	6.6.1		e2f6f8a103d41613810aa622e532b6e70d9fee9b
io.fabric8	istio-model-v1alpha3	6.6.2		c2e0ae0131e26424cf755cc92021b5f25337e9bc
io.fabric8	istio-model-v1alpha3	6.7.0		e24ddbeb6383fe5e94ca09c748cda02615e500e1
io.fabric8	istio-model-v1alpha3	6.7.1		b238f506b1acbf3c4534a39dd854bd026da2a641
io.fabric8	istio-model-v1alpha3	6.7.2		c4a366857495075dbb01ebb1f42fac7c83ddbb63
io.fabric8	istio-model-v1alpha3	6.8.0		9a008274d5b388f06893970ab361c844cb1baa90
io.fabric8	istio-model-v1alpha3	6.8.1		b50731ac5bf55dfd3289228837cfe47e019b7ba6
io.fabric8	istio-model-v1alpha3	6.9.0		06a869d73ece5ce1ded50d396653fa727d7c6598
io.fabric8	istio-model-v1alpha3	6.9.1		053244ce7372dee0dab7d99fcca8b3049fecfb7e
io.fabric8	istio-model-v1alpha3	6.9.2		cedd993668312db8e0cc4fa7ffb637b540d35a6b
io.github.alon-sage.hardkore	hardkore-graphql-server	0.1.1		587b83fbc546804f972136053e45f075bc7d31c2
io.github.alon-sage.hardkore	hardkore-graphql-server	0.2.0		d638d775eb600c43d01b0c0bf3e38d6884dd1c84
io.github.alon-sage.hardkore	hardkore-graphql-server	0.3.0		8f82a4b7b21594888c07457ab5bdba7468259d41
io.github.alon-sage.hardkore	hardkore-graphql-server	0.3.1		1114b1a9facb7eb11fbfd35ca2388c98f0e1abc6
io.github.alon-sage.hardkore	hardkore-graphql-server	0.3.2		504eb6f6282eb54fcd0896c3b0e371ecfa335aed
io.github.alon-sage.hardkore	hardkore-graphql-server	0.3.3		ae56b96a4f16fdca57895f5633d1128a585ebe6b
io.github.alon-sage.hardkore	hardkore-graphql-server	0.3.4		7a7a317e8fadd87aca382fe46b6dfc2e886b0a78
io.github.alon-sage.hardkore	hardkore-graphql-server	0.3.5		261a22884fadb0a0d0f807f996063e20c21f807d
io.github.alon-sage.hardkore	hardkore-graphql-server	0.3.6		eac8395039c387cd40930e03a0ec15daacdcbeee
io.github.alon-sage.hardkore	hardkore-graphql-server	0.3.7		216f531c471a1372d6826160ca5df4d98d7f2e9c
io.github.alon-sage.hardkore	hardkore-graphql-server	0.4.0		7ba63f4ba2871f5503637089e377edb33904fe88
io.github.alon-sage.hardkore	hardkore-graphql-server	0.4.1		f7e0c2884656540df6df826062d3ba7c51841f49
io.github.alon-sage.hardkore	hardkore-graphql-server	0.5.0		94fae06de37cd570dfd2329d18ef8a83bedc0cf5
io.github.alon-sage.hardkore	hardkore-graphql-server	0.5.1		63e7551fcd3ebf008ab7f45c25307364dfd89d4f
io.github.alon-sage.hardkore	hardkore-graphql-server	0.5.2		3e7a657128b9062fcc7a8e529963ac65c8f2796f
