biz.aQute	osgi.enroute.web.simple.provider	2.2.0		F373C59B2E7A4B2ECD33C6E0C17DE15F93546E31
dev.inmo	micro_utils.repos.ktor.common-jvm	0.16.4		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.16.5		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.16.6		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.16.7		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.16.8		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.16.9		3673826ec6459376704c0c796ea5c96766d66441
dev.inmo	micro_utils.repos.ktor.common-jvm	0.17.0		0d1f152f4e58bda0eda02dba102da445d2732914
dev.inmo	micro_utils.repos.ktor.common-jvm	0.17.1		0d1f152f4e58bda0eda02dba102da445d2732914
dev.inmo	micro_utils.repos.ktor.common-jvm	0.17.2		0d1f152f4e58bda0eda02dba102da445d2732914
dev.inmo	micro_utils.repos.ktor.common-jvm	0.17.3		0d1f152f4e58bda0eda02dba102da445d2732914
dev.inmo	micro_utils.repos.ktor.common-jvm	0.17.4		0d1f152f4e58bda0eda02dba102da445d2732914
dev.inmo	micro_utils.repos.ktor.common-jvm	0.17.5		33b42ed0e390d6a51ea3706ce07fb70ee21d7e2a
dev.inmo	micro_utils.repos.ktor.common-jvm	0.17.6		cd792fbdb61133f1e48c519deb38b9791147060a
dev.inmo	micro_utils.repos.ktor.common-jvm	0.17.7		cd792fbdb61133f1e48c519deb38b9791147060a
dev.inmo	micro_utils.repos.ktor.common-jvm	0.17.8		cd792fbdb61133f1e48c519deb38b9791147060a
dev.inmo	micro_utils.repos.ktor.common-jvm	0.18.0		81b80a7cf714538d60dd966fe279d50bd967b355
dev.inmo	micro_utils.repos.ktor.common-jvm	0.18.1		81b80a7cf714538d60dd966fe279d50bd967b355
dev.inmo	micro_utils.repos.ktor.common-jvm	0.18.2		81b80a7cf714538d60dd966fe279d50bd967b355
dev.inmo	micro_utils.repos.ktor.common-jvm	0.18.3		81b80a7cf714538d60dd966fe279d50bd967b355
dev.inmo	micro_utils.repos.ktor.common-jvm	0.18.4		81b80a7cf714538d60dd966fe279d50bd967b355
dev.inmo	micro_utils.repos.ktor.common-jvm	0.19.0		81b80a7cf714538d60dd966fe279d50bd967b355
dev.inmo	micro_utils.repos.ktor.common-jvm	0.19.1		81b80a7cf714538d60dd966fe279d50bd967b355
dev.inmo	micro_utils.repos.ktor.common-jvm	0.19.2		81b80a7cf714538d60dd966fe279d50bd967b355
dev.inmo	micro_utils.repos.ktor.common-jvm	0.19.4		81b80a7cf714538d60dd966fe279d50bd967b355
dev.inmo	micro_utils.repos.ktor.common-jvm	0.19.5		81b80a7cf714538d60dd966fe279d50bd967b355
dev.inmo	micro_utils.repos.ktor.common-jvm	0.19.6		81b80a7cf714538d60dd966fe279d50bd967b355
dev.inmo	micro_utils.repos.ktor.common-jvm	0.19.7		81b80a7cf714538d60dd966fe279d50bd967b355
dev.inmo	micro_utils.repos.ktor.common-jvm	0.19.8		81b80a7cf714538d60dd966fe279d50bd967b355
dev.inmo	micro_utils.repos.ktor.common-jvm	0.19.9		81b80a7cf714538d60dd966fe279d50bd967b355
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.0		9920310ca8e478866988fc680bb64fc29173e39e
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.1		9920310ca8e478866988fc680bb64fc29173e39e
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.10		4657d9e578f38779bbf77d954b822b25e5828934
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.11		4657d9e578f38779bbf77d954b822b25e5828934
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.12		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.13		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.14		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.15		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.16		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.17		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.18		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.19		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.2		9920310ca8e478866988fc680bb64fc29173e39e
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.20		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.21		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.22		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.23		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.24		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.25		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.26		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.27		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.28		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.29		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.3		9920310ca8e478866988fc680bb64fc29173e39e
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.30		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.31		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.32		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.33		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.34		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.35		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.36		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.37		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.38		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.39		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.4		9920310ca8e478866988fc680bb64fc29173e39e
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.40		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.41		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.43		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.45		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.46		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.47		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.48		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.50		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.51		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.6		9920310ca8e478866988fc680bb64fc29173e39e
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.7		4657d9e578f38779bbf77d954b822b25e5828934
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.8		4657d9e578f38779bbf77d954b822b25e5828934
dev.inmo	micro_utils.repos.ktor.common-jvm	0.20.9		4657d9e578f38779bbf77d954b822b25e5828934
dev.inmo	micro_utils.repos.ktor.common-jvm	0.21.0		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.21.1		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.21.2		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.21.3		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.21.4		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.21.5		bd847c6054b0c07bcbc5d5aa34169daec8a84db4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.22.0		e43d600463a467dc1287a5578e601bbe25953994
dev.inmo	micro_utils.repos.ktor.common-jvm	0.22.1		f08fc9b053673c4566a36ba2a57e10c56414635f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.22.2		f08fc9b053673c4566a36ba2a57e10c56414635f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.22.3		f08fc9b053673c4566a36ba2a57e10c56414635f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.22.4		f08fc9b053673c4566a36ba2a57e10c56414635f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.22.5		f08fc9b053673c4566a36ba2a57e10c56414635f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.22.6		f08fc9b053673c4566a36ba2a57e10c56414635f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.22.7		f08fc9b053673c4566a36ba2a57e10c56414635f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.22.8		f08fc9b053673c4566a36ba2a57e10c56414635f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.22.9		f08fc9b053673c4566a36ba2a57e10c56414635f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.23.0		f08fc9b053673c4566a36ba2a57e10c56414635f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.23.1		f08fc9b053673c4566a36ba2a57e10c56414635f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.23.2		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.24.0		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.24.1		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.24.2		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.24.3		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.24.4		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.24.5		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.24.6		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.24.7		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.24.8		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.24.9		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.25.0		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.25.1		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.25.2		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.25.3		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.25.4		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.25.5		9f5e9e9b60c28a46b2dd25566d93f2d151e514a7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.4.24		ce21e8cd19f68097b76b9d224081ffa4fe8fb218
dev.inmo	micro_utils.repos.ktor.common-jvm	0.4.25		7ea65757b14d5f8197b87cddb849fab99ed3c069
dev.inmo	micro_utils.repos.ktor.common-jvm	0.4.26		e5117121b7febbd3b7bef293bf6efff6bc4ca98f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.4.27		f8e3c9e4e759f32066b42846ede70d8f8f5db357
dev.inmo	micro_utils.repos.ktor.common-jvm	0.4.28		c5f8d46db81581719653e7f82f64d2c20e8883c7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.4.29		d925c58340a33667cb0527b9d58c641dcef4d5c9
dev.inmo	micro_utils.repos.ktor.common-jvm	0.4.30		d8cf44ba0192fa5ccb21dcefa0ce28e0561545e5
dev.inmo	micro_utils.repos.ktor.common-jvm	0.4.31		50063f54ba976a50ba5d64cbd42d20eac6334dd8
dev.inmo	micro_utils.repos.ktor.common-jvm	0.4.32		0afe5d12a63f3809db3b698d40e66dafbe87ab81
dev.inmo	micro_utils.repos.ktor.common-jvm	0.4.33		4fbac015db4b2884bcf81d6420925db8db15dea9
dev.inmo	micro_utils.repos.ktor.common-jvm	0.4.34		d605cb77ea0ca646e92cda9c310806afc3125ebf
dev.inmo	micro_utils.repos.ktor.common-jvm	0.4.35		2d824fcc74a95568295777ede43eb37d695ec31b
dev.inmo	micro_utils.repos.ktor.common-jvm	0.4.36		23991b6ef4d8aed452f81087618706500164ed75
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.0		38dcb86848f85f3a3a3d09ff518873618c63906b
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.1		7cc9810df59f626b4acec41360bfbf2e54e446f1
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.10		0c0658a0022a061e9907c96abf1fd301ed239b83
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.11		28719d0e36b0207550517fb7bcdb35e81ccbe823
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.12		b4abecad754517122dd3c3f3ba48a4af54d6dd67
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.13		3e454181ba2a6d3dad09720238e01cde3218f99d
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.14		47c0733e91f4add80ad43e9ba7bb4a65f7e1218b
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.15		1a7cbabbc662edec3f6393f570ba922ff55a81d4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.16		e9d8f7cd78f3a08cb5525bd9236b3134a812d719
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.17		acc84904aaf44c9b06277717da1b1b97dddbb568
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.18		01a116f24c21f76aeaea2f70179f82b41bbc262d
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.19		4d6639095656680fee31495dc44afb1c0049846f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.2		a98cab952a3960679aa932ddc74407bf0aa4ede8
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.20		b588f7ac7bf130feb12f1b706dd1d93627ee9779
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.21		1ccbecc2e4709a46e0fe9cb3087c4462c29e792b
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.22		612d942b1506064f041a38ed5ebef3e2d8213526
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.23		1e6f7fd719b7f822472c00d1cd5ffad74bacc51e
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.24		7015a75fd8ae02036b36389980a6e61e1480a808
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.25		1603583806a324ba4e66d5d2cf2802a5624cccdc
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.26		4b8bd04b55821dda4336d25b21af7fec0609b079
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.27		f32446de31426e8ae9b2efad10614de4dde5efce
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.28		e64d7d3bca20199fb43284f6b027c78543abe3ee
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.29		2700b70a7e756f1b295ba3ae01d24517d96a6a80
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.3		2068df87c9cd8fa145d263b5e016c579cc507707
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.30		23aab9d340671d36d1dc82020f773eb7cb3058f7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.31		8a679911c2524fa5ab1d943a952d82fe5181d520
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.4		924d0fe332386e04f446984ff0d2ca6f34abd91f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.5		cb8dee68b8d78c37f31cb990a3fa153da6ce9b6a
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.6		f9bce0f9d0c4d53cd8cc31ff15990b6b1d720dac
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.7		33246b07ea6b3b51b66376f16885984bbd906bce
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.8		67b1a5f9a52de989e075a90ca2cfc416c246a957
dev.inmo	micro_utils.repos.ktor.common-jvm	0.5.9		3b59eec24a6ef9070afc09f3c8ac8da9bfd5c5d7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.6.0		52be72525f9dcc921f990c71a9c9871dd020bd75
dev.inmo	micro_utils.repos.ktor.common-jvm	0.7.0		0cb409b3f80ca641639cecedd5577902d01e186f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.7.1		c0c1f14b48f64569cf0796261050be9af881e3fc
dev.inmo	micro_utils.repos.ktor.common-jvm	0.7.2		15528cb0e997207e53e41147db758aee312e90d0
dev.inmo	micro_utils.repos.ktor.common-jvm	0.7.3		6c81d75a1ffc4abe1aae3041f686109539bee636
dev.inmo	micro_utils.repos.ktor.common-jvm	0.7.4		fe32dc0a39330e06c031b2fdbeca0691dc60307e
dev.inmo	micro_utils.repos.ktor.common-jvm	0.8.0		9d175cbedc9f4b17b74beb2b2a4444c06aa96824
dev.inmo	micro_utils.repos.ktor.common-jvm	0.8.1		643e5eaef8ca6f446f94634260415b408a8bf2b0
dev.inmo	micro_utils.repos.ktor.common-jvm	0.8.2		be3c792e50b48f78c5ec4ff6455150f7a6963786
dev.inmo	micro_utils.repos.ktor.common-jvm	0.8.4		19bd791b9cea3dd29bb42a66e40843de76a52172
dev.inmo	micro_utils.repos.ktor.common-jvm	0.8.5		be380a1a018ebb9424f3815c1d790884b8e7238e
dev.inmo	micro_utils.repos.ktor.common-jvm	0.8.6		4d92ad66fce7f43e3f942efbb503b79cf4d27240
dev.inmo	micro_utils.repos.ktor.common-jvm	0.8.7		9a58efbba8f52b49ccedf2949b4436bb72741669
dev.inmo	micro_utils.repos.ktor.common-jvm	0.8.8		ab76275b86670625f9ceb1aeb5e84a58c0cf884f
dev.inmo	micro_utils.repos.ktor.common-jvm	0.8.9		4a78362c31b1cc140bfb82319ecd1b389ba6b872
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.0		fa96ff09ddf35542764de9f71805325c9d6928db
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.1		b50b275527340a9f962eaa0b59be1e9e0a4aa636
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.10		c018537881507d38252dd99734ee32e8d7744a4b
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.11		6a3daaf4e1adf159c6f205fa454777bd5193e1be
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.12		515971917c30408c1e525e63d2fdea2fd519793b
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.13		b8e264b60722ca56338def92f33723a887eea99c
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.14		62c9a896ec03b2ad4e257d113d617b03617d8b98
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.15		997fad1e268802222e1cc67473607ae45fe1f0ea
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.16		8c988c6544f8645221cc9a579dec9c803b7265e7
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.17		188eaf47b62e2cde57977a722b877a5d80d4ce07
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.18		d60b8cac1bd1e0abbc826cd6119c84f7371a0a6a
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.19		15368dbbc7641f675e1475d6fcbdcbd336eaf919
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.2		d71801a8f334ff5bc3361f13f8f23b3e40849201
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.20		3e019d18ed60d35063fc990fb13a2c6a993a2493
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.21		e71b967ca2b3fba614ae6bdd9dcb3442f7bc50e4
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.22		5488402873b2403873266bac02e2bc774775ee52
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.23		f254cd9dedbe6a62748d5575adbdb9559a9f7aa9
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.24		a91c741290d62d1401a173adbc1f2ac93b3011c9
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.3		709d289d5be85871e873e18316b37b9d211ed9e1
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.4		18955b5959c9744b244fb13377b642a00ca3582b
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.5		543615e2dae18f346c1c6fa82f751551c1a6f785
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.6		3ef43b3c8df81da0c858d552697265ef1114bd27
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.7		43a43f3097e6cd050f4abbea92c750e0a3901941
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.8		cfb1dc2906f67a2af49d15e2855f098d0868eafa
dev.inmo	micro_utils.repos.ktor.common-jvm	0.9.9		7504a8b61882da3ef0309a76994ff4f9ca37d3a5
dev.opensavvy.pedestal	spine-ktor-server-jvm	2.0.0		82f30c3c3b99cbd1ae044c4cd858cdc72a0ce61e
dev.opensavvy.pedestal	spine-ktor-server-jvm	2.0.0-rc.12		82f30c3c3b99cbd1ae044c4cd858cdc72a0ce61e
dev.opensavvy.pedestal	spine-ktor-server-jvm	2.0.0-rc.6-post.5+8c1ce4a95b		20bd3271963ec12d11d284afbdf9fb41fa852edb
dev.opensavvy.pedestal	spine-ktor-server-jvm	2.0.0-rc.8		20bd3271963ec12d11d284afbdf9fb41fa852edb
dev.opensavvy.pedestal	spine-ktor-server-jvm	2.0.0-rc.9		20bd3271963ec12d11d284afbdf9fb41fa852edb
dev.opensavvy.pedestal	spine-ktor-server-jvm	2.1.0		82f30c3c3b99cbd1ae044c4cd858cdc72a0ce61e
dev.opensavvy.pedestal	spine-ktor-server-jvm	2.1.1		7523b4d35f5205ca2a06067025b93efa9ee5b64e
dev.opensavvy.pedestal	spine-ktor-server-jvm	2.2.0		7523b4d35f5205ca2a06067025b93efa9ee5b64e
dev.opensavvy.pedestal	spine-ktor-server-jvm	2.2.2		6671959d9ca87a78bacb9a8bd2abd761815f7cc4
dev.opensavvy.pedestal	spine-ktor-server-jvm	2.3.0		6671959d9ca87a78bacb9a8bd2abd761815f7cc4
dev.screwbox	screwbox-tiled	3.0.0		0dcd60eaa26a595ba09a01156270c500107c2a66
dev.screwbox	screwbox-tiled	3.1.0		a07ad8e34d188840bbb70b706855a754810580d7
ink.rayin	rayin-font	1.0.0		0aacf5086e8ba1a462da7d7f28cbc6c28063c351
io.advantageous.elekt	elekt	1.0.0.RELEASE		4ef4b215f3b264348d196a016cb3905a473e1f86
io.advantageous.elekt	elekt	1.1.0.RELEASE		97db8c4cd2c47c37806424f3f5a05526663b4ec5
io.bitbucket.supportomateinc.media.hardware	mobicents-dahdi-parent	3.0.0.Final		N/A
io.bitbucket.supportomateinc.media.hardware	mobicents-dahdi-parent	3.0.1.Final		N/A
io.bitbucket.supportomateinc.media.hardware	mobicents-dahdi-parent	6.0.232		N/A
io.csaf	csaf-schema-jvm	0.3.0		c6cef5f795cd1cc9ac29b21519c191c970639962
io.csaf	csaf-schema-jvm	0.3.1		524eec633c7e8bbc6c00b3fe921f7c713fbdefa4
io.deephaven	deephaven-benchmark	0.33.4		9dcf495e072bcbb4192be1711b6a10196f7968b8
io.deephaven	deephaven-benchmark	0.37.0		90c08a1d7337ae498b4e97e37ddb26e5c7f104da
io.deephaven	deephaven-benchmark	0.38.0		056c5343cf882f3c1c0f7067c5dc49ef96dc579a
io.github.dawdler-series	dawdler-boot-classloader	1.0.2-jdk1.8-RELEASES		41ec4ed3518fad047df33eb22265b7000742dfed
io.github.dawdler-series	dawdler-boot-classloader	1.0.2-jdk17-RELEASES		0149629a3ae9470247d2042360702148ec2c12ec
io.github.dawdler-series	dawdler-boot-classloader	1.0.2-jdk21-RELEASES		bc28c37bdc854cf1fdae0355e7102c5e0a6a19eb
io.github.dawdler-series	dawdler-boot-classloader	1.0.4-jdk1.8-RELEASES		21c2af5dd74ad67104a025cc62a689456ac2ccba
io.github.dawdler-series	dawdler-boot-classloader	1.0.6-jdk1.8-RELEASES		50f08a7473120755841d5b25ed860528431b8b82
io.github.dawdler-series	dawdler-boot-classloader	1.0.6-jdk17-RELEASES		e4d4eaaf7451c163db430a6466e952955b7112c0
io.github.dawdler-series	dawdler-boot-classloader	1.0.6-jdk21-RELEASES		49b12ae8ad60163027f0237f1ecc6101ce5915fe
io.github.dawdler-series	dawdler-boot-classloader	1.0.7-jdk1.8-RELEASES		efd16018c1960cf0125689c98e87924693aca643
io.github.dawdler-series	dawdler-boot-classloader	1.0.7-jdk17-RELEASES		500f6a8ac2f71e546e1d8dbefdc5abe97b0b84ca
io.github.dawdler-series	dawdler-boot-classloader	1.0.7-jdk21-RELEASES		74cda0af45ff59df7a63baa3373a592158dbe4b6
io.github.dawdler-series	dawdler-boot-classloader	1.0.8-jdk1.8-RELEASES		5ad1ff21eb289b94c3dd809fddd0bfb512887e1d
io.github.dawdler-series	dawdler-boot-classloader	1.0.8-jdk17-RELEASES		4a3c6486f0cf8f7b1e636b14895cbe25eb799865
io.github.dawdler-series	dawdler-boot-classloader	1.0.8-jdk21-RELEASES		aff47361a0991841249ae45b970ed7c82956b7de
io.github.dawdler-series	dawdler-boot-classloader	1.8.2-jdk1.8-RELEASES		a61860cd84b9384b1c3278eb6b5a287ed3a7375f
