ai.yda-framework	website-retriever	0.1.0		2bb01b1a9326597d0358efd8eb7eaac56ea1eec5
com.liferay	com.liferay.gradle.plugins.defaults	6.1.316		eb9faaaa1e38a06b9c60f27906a7ce9e0b978d6a
com.liferay	com.liferay.gradle.plugins.defaults	6.1.317		ac32a973f8552aff5975f600fd6a5a7cb20f39b4
com.liferay	com.liferay.gradle.plugins.defaults	6.1.318		d3b7e780e5063d23fb0d0d7413f3eeae8e01bcf8
com.liferay	com.liferay.gradle.plugins.defaults	6.1.319		842ebbaf7701c6c4b84871e965718b32c3dc102d
com.liferay	com.liferay.gradle.plugins.defaults	6.1.32		aa1ab5fbbb6dcdc4db21d5a1de7f1d0e7307a4b2
com.liferay	com.liferay.gradle.plugins.defaults	6.1.320		853a536ad712a29aa3257b46026cda94964dcca1
com.liferay	com.liferay.gradle.plugins.defaults	6.1.321		ee59ec72b5638b5ccd0ee674b5edbfa690177488
com.liferay	com.liferay.gradle.plugins.defaults	6.1.322		fc65e003c4ab703396891480fe6416491ff0f295
com.liferay	com.liferay.gradle.plugins.defaults	6.1.323		fad212979aa8a64cf124fcf6cd169538613116e7
com.liferay	com.liferay.gradle.plugins.defaults	6.1.324		593c610ef170fb1b1fda08a3dfa3b9b080301de9
com.liferay	com.liferay.gradle.plugins.defaults	6.1.325		5d3c91a86295e9ea56cd216ced947423e3fb7758
com.liferay	com.liferay.gradle.plugins.defaults	6.1.326		bbf486eab55504a8704139943379f505a9503f6a
com.liferay	com.liferay.gradle.plugins.defaults	6.1.327		aef93397f9e58292e97ceec8ab2cc8253fc6d03b
com.liferay	com.liferay.gradle.plugins.defaults	6.1.328		c5556c17ce4cce7a1306669e44edf3552d235b33
com.liferay	com.liferay.gradle.plugins.defaults	6.1.329		27576354097cf88a4b0cf41cdde6e129926b2f2c
com.liferay	com.liferay.gradle.plugins.defaults	6.1.33		38317f114d713522a907a63aa64f1d7e13e889ca
com.liferay	com.liferay.gradle.plugins.defaults	6.1.330		bdd68f18399fbae7b8e6adcab015519290a3a153
com.liferay	com.liferay.gradle.plugins.defaults	6.1.331		32040ecbfad0029d39416a3f7cbe65115e46d224
com.liferay	com.liferay.gradle.plugins.defaults	6.1.332		3dd3bc3aaebde67801c5f1e6440631d8cf137e40
com.liferay	com.liferay.gradle.plugins.defaults	6.1.333		e9f350a22a246ca9f79145ca61af02209589b53d
com.liferay	com.liferay.gradle.plugins.defaults	6.1.334		869313f7b04f7809a359289eaba9cc111578ebdf
com.liferay	com.liferay.gradle.plugins.defaults	6.1.335		989d1cf3ee37c40879ac2f421af54b45cfd1ab62
com.liferay	com.liferay.gradle.plugins.defaults	6.1.336		2f92920fc488dc6203f7678e7ca9ea1b8c58729c
com.liferay	com.liferay.gradle.plugins.defaults	6.1.337		e00772975ca0c17115fd972333025169a49e6d77
com.liferay	com.liferay.gradle.plugins.defaults	6.1.338		b3cb4afa325807014252f4aa9a443428a8799611
com.liferay	com.liferay.gradle.plugins.defaults	6.1.339		c093ef5b3a10cad39f41a6741113acf8b94dbb4d
com.liferay	com.liferay.gradle.plugins.defaults	6.1.34		af8d20e8fdbaec02ca31e0ce672d7f4669cda286
com.liferay	com.liferay.gradle.plugins.defaults	6.1.340		1fafe8785e01c339eccc3bbce7d9bd9f8f4ce40a
com.liferay	com.liferay.gradle.plugins.defaults	6.1.341		4f19d28157879783541018397c00b2ed0c26b327
com.liferay	com.liferay.gradle.plugins.defaults	6.1.342		5cefdecafcdac745ce6d1303a4a123df486db6f6
com.liferay	com.liferay.gradle.plugins.defaults	6.1.343		0568247dd05d235e896d4efe85d6a93ab24a388b
com.liferay	com.liferay.gradle.plugins.defaults	6.1.344		e3c6e789569189450f2e3624961e70bd78b93ba9
com.liferay	com.liferay.gradle.plugins.defaults	6.1.345		54b553741c8ef59c51de90202193faafbc0a00d1
com.liferay	com.liferay.gradle.plugins.defaults	6.1.346		f62ba09d4f2d767a914dfc9b2d4e6a0c8689ff21
com.liferay	com.liferay.gradle.plugins.defaults	6.1.347		b787ff3e31bbc24fd72746241532d72e13d5df90
com.liferay	com.liferay.gradle.plugins.defaults	6.1.348		837d5eac8545280dc3b297d834678711a8857710
com.liferay	com.liferay.gradle.plugins.defaults	6.1.349		8b88e3f62c5e0327f4ab9f1be01c7a930ace62f6
com.liferay	com.liferay.gradle.plugins.defaults	6.1.35		a862f6727a6ed116ed110e63279ce76190351af4
com.liferay	com.liferay.gradle.plugins.defaults	6.1.350		3ea1b2c17c8d9061dd0559d31f60b321ed27424c
com.liferay	com.liferay.gradle.plugins.defaults	6.1.351		061740fbc788d34cceda897916935946dbcf74f2
com.liferay	com.liferay.gradle.plugins.defaults	6.1.352		316a5fb8ebfdc9748a8fa2339f7440c82a1d1733
com.liferay	com.liferay.gradle.plugins.defaults	6.1.353		9dcdfc105a958ba0624a29441b8f55801d4b4d79
com.liferay	com.liferay.gradle.plugins.defaults	6.1.354		9eeb95ad32571e3f23f6462dd34ee064113e18c2
com.liferay	com.liferay.gradle.plugins.defaults	6.1.355		a0013967b7fe8aa07cc25b6ac1c39e34e8c5a571
com.liferay	com.liferay.gradle.plugins.defaults	6.1.356		0b8f4ac5a7d480612ace929b78aface181213ca8
com.liferay	com.liferay.gradle.plugins.defaults	6.1.357		842d9c19d504580cb907908cb446db14245dd58f
com.liferay	com.liferay.gradle.plugins.defaults	6.1.358		f4879a680a26db5aabb0321a550c5ad850764401
com.liferay	com.liferay.gradle.plugins.defaults	6.1.359		54e0091173f528db0ddb0591ef38f9a72d44ba89
com.liferay	com.liferay.gradle.plugins.defaults	6.1.36		0b88978d0d51c053584db8cb6d9cdf4ce6ee3595
com.liferay	com.liferay.gradle.plugins.defaults	6.1.360		9426cfee79eddeee54fa0ef89407368537cab5db
com.liferay	com.liferay.gradle.plugins.defaults	6.1.361		acc4158bf45737df04a28512824b037684c13661
com.liferay	com.liferay.gradle.plugins.defaults	6.1.362		e5f332a4faf7c700ee9597af9027a16d7b306504
com.liferay	com.liferay.gradle.plugins.defaults	6.1.363		17e5983c0c950c7a59c255cb5d56c95e0691a66c
com.liferay	com.liferay.gradle.plugins.defaults	6.1.364		4987b5f1954c35f16543fd1f65cc503185ae89a8
com.liferay	com.liferay.gradle.plugins.defaults	6.1.365		a0d242b255fc20f031d72bcecc684edbe6b0a26c
com.liferay	com.liferay.gradle.plugins.defaults	6.1.366		4c23da9cd9676047c7d20c291fbe64c1d0786621
com.liferay	com.liferay.gradle.plugins.defaults	6.1.367		d13fc38acbf369b725a62dba6e9caf2b8dabb10c
com.liferay	com.liferay.gradle.plugins.defaults	6.1.368		1859051b473488ce33b88d1136a1542673fc0f9b
com.liferay	com.liferay.gradle.plugins.defaults	6.1.369		f7bf5ccf93da0892b2efb23aa1c26ff326892b0a
com.liferay	com.liferay.gradle.plugins.defaults	6.1.37		6f3c01c53d5435b2a3a34260f26fdbfcd8fd5e00
com.liferay	com.liferay.gradle.plugins.defaults	6.1.370		648d61dfb59017e70046ae5b6e43870b6787d343
com.liferay	com.liferay.gradle.plugins.defaults	6.1.371		4909362f4f28d32783611c4b4cccc036d1d3013d
com.liferay	com.liferay.gradle.plugins.defaults	6.1.372		da138d985aeff2d93ad927a3e630691cbec076d0
com.liferay	com.liferay.gradle.plugins.defaults	6.1.373		ec8bba23425a0af10db52be8aa13b19b4dc3db36
com.liferay	com.liferay.gradle.plugins.defaults	6.1.374		20837b0320d6c5374053117ea1b1480b5b2b5ed5
com.liferay	com.liferay.gradle.plugins.defaults	6.1.375		dec52b1a24870cb4d1910fa0123f558bf5a0e7e1
com.liferay	com.liferay.gradle.plugins.defaults	6.1.376		bafc055270652fc634f9981567e569e928aa637e
com.liferay	com.liferay.gradle.plugins.defaults	6.1.377		6f7e7efd7a6b4049ddc15e991b6856540def934e
com.liferay	com.liferay.gradle.plugins.defaults	6.1.378		95c9f309e9c44c9a44b85aee8564c2ef76883340
com.liferay	com.liferay.gradle.plugins.defaults	6.1.379		bc8adb650abeb5cde65be9b59932eeed2b9d51d0
com.liferay	com.liferay.gradle.plugins.defaults	6.1.38		f9df1fea3fb320e52e4dfb92ced06b0c3bec8104
com.liferay	com.liferay.gradle.plugins.defaults	6.1.380		2519b1ed67c8c3270ab2a3cf3af882a2c72b846d
com.liferay	com.liferay.gradle.plugins.defaults	6.1.381		a612ad24d83bf78587d9641b4418b682c27a8a76
com.liferay	com.liferay.gradle.plugins.defaults	6.1.382		91558a421964a8ca14ef43ee43cec5a4adefe346
com.liferay	com.liferay.gradle.plugins.defaults	6.1.383		e97cec9ba3ba4723d8e0d662971374e6dd898ca8
com.liferay	com.liferay.gradle.plugins.defaults	6.1.384		700d39913ba29de9cd8a7ddef457bd8c36135110
com.liferay	com.liferay.gradle.plugins.defaults	6.1.385		ac6e044590f1a644a4a90b0c7bff246c980712f4
com.liferay	com.liferay.gradle.plugins.defaults	6.1.386		ef62f7413077249a69096bbcb7c0b895d2324269
com.liferay	com.liferay.gradle.plugins.defaults	6.1.387		893f5b961d991a0786af022afe3694907cd16397
com.liferay	com.liferay.gradle.plugins.defaults	6.1.388		640352c660c26fa496a68afe60fe993c94c459ef
com.liferay	com.liferay.gradle.plugins.defaults	6.1.389		71be7ab5389e60166552ffe6ff62387f779c7550
com.liferay	com.liferay.gradle.plugins.defaults	6.1.39		63cd59bb82d7ce4c59ef5ddcb0d1dced34ca0e51
com.liferay	com.liferay.gradle.plugins.defaults	6.1.390		345c397e2f7fd7dcc6c8d264ac7d6534896f26ba
com.liferay	com.liferay.gradle.plugins.defaults	6.1.391		c241ff2beaad6caae4dfdbdc550c242dc3f0d97a
com.liferay	com.liferay.gradle.plugins.defaults	6.1.392		89f3c6b3e0508db38fd0cc17b70628b8801b517d
com.liferay	com.liferay.gradle.plugins.defaults	6.1.393		b39a4e2029abe205bef483ed7a48a031e859ac3c
com.liferay	com.liferay.gradle.plugins.defaults	6.1.394		9fd6ee4be09301a3de5a236755b6d6918bdf176a
com.liferay	com.liferay.gradle.plugins.defaults	6.1.395		4b6bb34e426f18c3da3232c709eead86ceca0988
com.liferay	com.liferay.gradle.plugins.defaults	6.1.396		fdb1fcc725c2cf28e425e3e35f78bad789c899b5
com.liferay	com.liferay.gradle.plugins.defaults	6.1.397		54e0f6f6135605e5b9589d9822337de2644d94ff
com.liferay	com.liferay.gradle.plugins.defaults	6.1.398		360254918c5e20ba06ceb4230a68a179141882c6
com.liferay	com.liferay.gradle.plugins.defaults	6.1.399		0e232c53bb4d7edd0272c430eb9aa76b3ef4e5cd
com.liferay	com.liferay.gradle.plugins.defaults	6.1.4		f07b89c1793901a90d8a9412584b8dfad11e5126
com.liferay	com.liferay.gradle.plugins.defaults	6.1.40		b844028b0aa587dd42393d3a1e8376cee940f449
com.liferay	com.liferay.gradle.plugins.defaults	6.1.400		1ab58d1ef1c5bd3ec53e2ab3234fe51e9f9a13cb
com.liferay	com.liferay.gradle.plugins.defaults	6.1.401		ce3d8578d88ece6b7832b324b793e78e9aff9b39
com.liferay	com.liferay.gradle.plugins.defaults	6.1.402		f810979b142bd4bb807a742c17e85b614e213519
com.liferay	com.liferay.gradle.plugins.defaults	6.1.403		b0f82408596575d63d4c008cad3e4c88e1bccc14
com.liferay	com.liferay.gradle.plugins.defaults	6.1.404		00f2a84adf61c533220c258b3da7bef1323169f6
com.liferay	com.liferay.gradle.plugins.defaults	6.1.405		0da547b7b041d7a206719c6030f2920e9e2d4dc8
com.liferay	com.liferay.gradle.plugins.defaults	6.1.406		58b4eb86b07eda9c445d02a4174be64f60203ae1
com.liferay	com.liferay.gradle.plugins.defaults	6.1.41		e5256c27224b6f6ed6331941f92f05fa541dcaf4
com.liferay	com.liferay.gradle.plugins.defaults	6.1.42		5a9403f9530e7bc0e9ae56a7fd80a7175478a983
com.liferay	com.liferay.gradle.plugins.defaults	6.1.43		12ca208b55cc781c19225934934dbbf1680a8bb8
com.liferay	com.liferay.gradle.plugins.defaults	6.1.44		f9d0bf77732ab146515057a41b7bb05b2a22323c
com.liferay	com.liferay.gradle.plugins.defaults	6.1.45		91c358b893922b3c5c26ff97557407df3e7ef3e5
com.liferay	com.liferay.gradle.plugins.defaults	6.1.46		0a9626e8f7722b093d65c2d273fb8856b1ac91ec
com.liferay	com.liferay.gradle.plugins.defaults	6.1.47		e34dfa222eae887377fc678e402c427776a6da16
com.liferay	com.liferay.gradle.plugins.defaults	6.1.48		891b0b4ad7e82cd303bea77c45e27ba949e934c0
com.liferay	com.liferay.gradle.plugins.defaults	6.1.49		1763fca211e0b972655bcd50c720d59952cf0564
com.liferay	com.liferay.gradle.plugins.defaults	6.1.5		620105994a8587207236205b35f1f6b027d16364
com.liferay	com.liferay.gradle.plugins.defaults	6.1.50		d58baa3c1a8eefe8a9820c3b6e3ca0a75a670728
com.liferay	com.liferay.gradle.plugins.defaults	6.1.51		4bf7452b48c0034e70a5a1fcda0c04f666de1e3f
com.liferay	com.liferay.gradle.plugins.defaults	6.1.52		10cf20e1b3ea90ddab94797e715731a7be6e5983
com.liferay	com.liferay.gradle.plugins.defaults	6.1.53		836df49b3840685e0523db2fccbd6352a6dd5626
com.liferay	com.liferay.gradle.plugins.defaults	6.1.54		7297f07e6758f0c6f196c6fcd67257c6871958d7
com.liferay	com.liferay.gradle.plugins.defaults	6.1.55		830ae5f866c8f162ae1ce4e4f28e6e3d6b8dcf2a
com.liferay	com.liferay.gradle.plugins.defaults	6.1.56		84e53fb1a9e029ca5e892007d6ef47a3c3bc8687
com.liferay	com.liferay.gradle.plugins.defaults	6.1.57		43659237eee1c061a682753a6756871e7d6d1d2b
com.liferay	com.liferay.gradle.plugins.defaults	6.1.58		5a10a88a9853ca46d59edb5e2a92c5e4751bd44c
com.liferay	com.liferay.gradle.plugins.defaults	6.1.59		8d11cbecabf2def465131aaf233f91ddb40e8692
com.liferay	com.liferay.gradle.plugins.defaults	6.1.6		bd99fc0a705b28b20709fcb5052de5195db35d1d
com.liferay	com.liferay.gradle.plugins.defaults	6.1.60		329ec9fdd9805dc02464f9326eee88926eaf85fe
com.liferay	com.liferay.gradle.plugins.defaults	6.1.61		046a1d977d1cb3b36abf4e08623bf77c83b96f45
com.liferay	com.liferay.gradle.plugins.defaults	6.1.62		2f4035ddd19b47fe708fae2910cfbbee24558f81
com.liferay	com.liferay.gradle.plugins.defaults	6.1.63		868b5d61aca5e99804accc46e232d8e5bcdeff7c
com.liferay	com.liferay.gradle.plugins.defaults	6.1.64		1254c115b538e96c090c76b755e7946c9821893f
com.liferay	com.liferay.gradle.plugins.defaults	6.1.65		f1cc9645b677adeb13455919aed222a6b29f829c
com.liferay	com.liferay.gradle.plugins.defaults	6.1.66		3bf14f15213617e2e423d7bdb235dddacc579aa6
com.liferay	com.liferay.gradle.plugins.defaults	6.1.67		e213688b8bf97e273637d9754cc829da16337319
com.liferay	com.liferay.gradle.plugins.defaults	6.1.68		d842714e8dd4a00474d9d57de4729bfb3435b15f
com.liferay	com.liferay.gradle.plugins.defaults	6.1.69		f84730caae724a6626fc49feea7ef5a17738779a
com.liferay	com.liferay.gradle.plugins.defaults	6.1.7		96b35595fb298c76eb645af8469f0f07f624d93e
com.liferay	com.liferay.gradle.plugins.defaults	6.1.70		73daa11565848ccef3224e12a9837821160b9406
com.liferay	com.liferay.gradle.plugins.defaults	6.1.71		74360a36e0495107026a0e66781e780f51cdb8c3
com.liferay	com.liferay.gradle.plugins.defaults	6.1.72		ff4a382e08456b37f5181722f6877ad9982024f9
com.liferay	com.liferay.gradle.plugins.defaults	6.1.73		e67fb91239d8ccb966e31edcc3eb1ace98ff6f55
com.liferay	com.liferay.gradle.plugins.defaults	6.1.74		44d2c8f3f7dd035ac8b8ceda72521cb2024d556a
com.liferay	com.liferay.gradle.plugins.defaults	6.1.75		6a79ac220a65f1075849d3e6825db936edaa9ee2
com.liferay	com.liferay.gradle.plugins.defaults	6.1.76		796ea0528e18c710f4764ed87117f5e66d585504
com.liferay	com.liferay.gradle.plugins.defaults	6.1.77		8d09e16322904e250629fb0f74e88b5edb1fca7a
com.liferay	com.liferay.gradle.plugins.defaults	6.1.78		d3ca11adcae6c8ac1e2e8da19489beb497829acc
com.liferay	com.liferay.gradle.plugins.defaults	6.1.79		136d4ed8441056c5d351bf1f7f1707156748de8e
com.liferay	com.liferay.gradle.plugins.defaults	6.1.8		10b7ccb608675fdf45d6a597efb0954ad5bbedd1
com.liferay	com.liferay.gradle.plugins.defaults	6.1.80		b0a79f1f69b85091f5825cab5005fc0901db8c71
com.liferay	com.liferay.gradle.plugins.defaults	6.1.81		7e54ada1ceac9a8cd2b9cd18d2bd9e0172c4720e
com.liferay	com.liferay.gradle.plugins.defaults	6.1.82		bbd537ac154be6bc68e41fe621ae7d2508abf728
com.liferay	com.liferay.gradle.plugins.defaults	6.1.83		eda3fbb68018146127e0dca882d1b3b0b25df6bb
com.liferay	com.liferay.gradle.plugins.defaults	6.1.84		7e7fd3ed7fb3371b198d4364e47f823df6e0f641
com.liferay	com.liferay.gradle.plugins.defaults	6.1.85		102229666f650df0952d5e559aad8e91acca61e4
com.liferay	com.liferay.gradle.plugins.defaults	6.1.86		7e6bf158969b06d5d6708126c05c6e1748622be5
com.liferay	com.liferay.gradle.plugins.defaults	6.1.87		88844f942ddf77e53798813207c211a8b53580a1
com.liferay	com.liferay.gradle.plugins.defaults	6.1.88		c94ddf7a01cacc687799b1248feb74c8245deca0
com.liferay	com.liferay.gradle.plugins.defaults	6.1.89		904a35f8c1d96f2b2c54045681c03faa0111b446
com.liferay	com.liferay.gradle.plugins.defaults	6.1.9		e9d513ae1532fab51b4fc2dbc29274a084b6d08c
com.liferay	com.liferay.gradle.plugins.defaults	6.1.90		a1c61e8340e7a016fd42d4a44c764861dac3bd19
com.liferay	com.liferay.gradle.plugins.defaults	6.1.91		4a37bd9f1b3ac3047fe12709d52c52aa987d8f5b
com.liferay	com.liferay.gradle.plugins.defaults	6.1.92		8a3b1e55db7b4d15b558d21ea214d0681f0f5632
com.liferay	com.liferay.gradle.plugins.defaults	6.1.93		ca983e58e051976ee249c60a3655c038a1631df0
com.liferay	com.liferay.gradle.plugins.defaults	6.1.94		975d61323be90c805917f90b3cee95d0fb338996
com.liferay	com.liferay.gradle.plugins.defaults	6.1.95		114664064cc81d93a68995c1625455210d8fad52
com.liferay	com.liferay.gradle.plugins.defaults	6.1.96		6394824112f17a131804780a1436674f4525ed22
com.liferay	com.liferay.gradle.plugins.defaults	6.1.97		a8e2f2a51a9b4865ae4507b6e2c284a3b99e1f91
com.liferay	com.liferay.gradle.plugins.defaults	6.1.98		82c563fce2b57bfac3bd3c4a5b239031c080c492
com.liferay	com.liferay.gradle.plugins.defaults	6.1.99		9f0bbacb77ae9ef677a282a1de099104165b27f8
com.liferay	com.liferay.gradle.plugins.defaults	7.0.0		d68810249e9b1dbdbc1db4f2dd7981cc134370c4
com.liferay	com.liferay.gradle.plugins.defaults	7.0.1		2d015ded17c4cf9fef72fb0a8c0f7775a8e976f6
com.liferay	com.liferay.gradle.plugins.defaults	7.0.10		803304d597c1362dde16927be87628c622c47bd4
com.liferay	com.liferay.gradle.plugins.defaults	7.0.100		97d36f588d1b04afbad76a1629cba454677f1f55
com.liferay	com.liferay.gradle.plugins.defaults	7.0.101		6c59d1435def53222a461b487d58d7925ec1f4a6
com.liferay	com.liferay.gradle.plugins.defaults	7.0.102		b57a783eff80b87c81b92ee5480de0ce35beb8ce
com.liferay	com.liferay.gradle.plugins.defaults	7.0.103		6d589a8302072f2cfe5fffab5961d01f1fd2c853
com.liferay	com.liferay.gradle.plugins.defaults	7.0.104		90cf1f8c4f6bf885044ac0a9528b7a85e5aef1b4
com.liferay	com.liferay.gradle.plugins.defaults	7.0.105		61cdffb5fddccbbcb2e8add473f01d37959ac033
com.liferay	com.liferay.gradle.plugins.defaults	7.0.106		f3c82f096197aba6ea76691670996dfc58cf524c
com.liferay	com.liferay.gradle.plugins.defaults	7.0.107		86a6b9e3d400d0dfd54a58157b6325bdf0ac8c16
com.liferay	com.liferay.gradle.plugins.defaults	7.0.108		aab5e262586545748cc064c947489b820d2c337d
com.liferay	com.liferay.gradle.plugins.defaults	7.0.109		d6226fe70e45977a11eed4d2597a3c312a913c95
com.liferay	com.liferay.gradle.plugins.defaults	7.0.11		b2e5ac820d6251bba45770e25f20e5e931a9f673
com.liferay	com.liferay.gradle.plugins.defaults	7.0.110		f1ab0916d98cbfa0d4047bc8fd3e414807d460c7
com.liferay	com.liferay.gradle.plugins.defaults	7.0.111		66c217dc3a057901fbf47df647169d8df086a2fa
com.liferay	com.liferay.gradle.plugins.defaults	7.0.112		4bebc051495d1f4841f15a90af6323fbeb0c9b7b
com.liferay	com.liferay.gradle.plugins.defaults	7.0.113		fd85e1f98011f00d6b9104034c8a0a8b189af56b
com.liferay	com.liferay.gradle.plugins.defaults	7.0.114		3dd107f0bbb4d786173be387cbb8f38c0a6fa2e6
com.liferay	com.liferay.gradle.plugins.defaults	7.0.115		a2fe485c1af5d818629f0e7cf16d412823ea9477
com.liferay	com.liferay.gradle.plugins.defaults	7.0.116		63a66e60dcd2b24ecb6dbcd2b86d03f4776c4dba
com.liferay	com.liferay.gradle.plugins.defaults	7.0.117		a1fc45d2710f869aef81f735a3e77055b785d549
com.liferay	com.liferay.gradle.plugins.defaults	7.0.118		404404db310785502445e355678d5a0daef5ec56
com.liferay	com.liferay.gradle.plugins.defaults	7.0.119		77fb649ae0bedb0e5261a870f056e55fca2a18aa
com.liferay	com.liferay.gradle.plugins.defaults	7.0.12		7ec85777f8bfea18c1fee5c929aa23892a529249
com.liferay	com.liferay.gradle.plugins.defaults	7.0.120		54350f68607da3a59f82bd8d4a1ff3fb01abf945
com.liferay	com.liferay.gradle.plugins.defaults	7.0.121		20e207dbf4b853ccf24f510d1352357266f5fd80
com.liferay	com.liferay.gradle.plugins.defaults	7.0.122		046d17bb79f65ed3805c11a1a39a4eae39ed38ae
com.liferay	com.liferay.gradle.plugins.defaults	7.0.123		7863e2600d40c27db516d33e227925f76c094021
com.liferay	com.liferay.gradle.plugins.defaults	7.0.124		fe1bf625ce2663d7b3695acb8e7bbeeea81493e3
com.liferay	com.liferay.gradle.plugins.defaults	7.0.125		fd7f296a03ada3e0e6072d5e021a5da377f41ae6
com.liferay	com.liferay.gradle.plugins.defaults	7.0.126		460a8a687afa9582b6cd71ca7bebaff75d141d21
com.liferay	com.liferay.gradle.plugins.defaults	7.0.127		117a11b0cb91bb658617ba135d7228138db57888
com.liferay	com.liferay.gradle.plugins.defaults	7.0.128		4ae6d5776486e319039241cd8eec42b072b47131
com.liferay	com.liferay.gradle.plugins.defaults	7.0.129		9b7f2cc1fb687edddefe59e55c3f2309e137ef31
com.liferay	com.liferay.gradle.plugins.defaults	7.0.13		d2275ef3b991a81a08be7a7a1200613a8d891c8a
com.liferay	com.liferay.gradle.plugins.defaults	7.0.130		6cd7190e94884bc7dd24b32b80ca2e0d4f10c2d4
com.liferay	com.liferay.gradle.plugins.defaults	7.0.131		bac49bd814f7097c32266b3f5d733d9385bcf382
com.liferay	com.liferay.gradle.plugins.defaults	7.0.132		44957757130b4c48c978e9014c617730f878b089
com.liferay	com.liferay.gradle.plugins.defaults	7.0.133		444d85e4537450b2fb6b70fc95767acd2840133f
com.liferay	com.liferay.gradle.plugins.defaults	7.0.134		e88fc8a536af155fbc534ddcf561f61ffca98540
com.liferay	com.liferay.gradle.plugins.defaults	7.0.135		5a9c4243e55751f4def215add47f945838aa10ee
com.liferay	com.liferay.gradle.plugins.defaults	7.0.136		6f5808dabaf7739e1cd55c3fd98a70d1e0416b69
com.liferay	com.liferay.gradle.plugins.defaults	7.0.137		8ebcf098a2a57c735313144105d505e53ed96cbe
com.liferay	com.liferay.gradle.plugins.defaults	7.0.138		6706615b7230547b139ddbb83909c8a1c93232ba
com.liferay	com.liferay.gradle.plugins.defaults	7.0.139		b32b31516983b917e881fe5122a6eed77226fb7a
com.liferay	com.liferay.gradle.plugins.defaults	7.0.14		4e2d629ca5c104235308b5a4c212b40c3378cae6
com.liferay	com.liferay.gradle.plugins.defaults	7.0.140		db50870c786ed964de0da0cb0abece1592ae7d24
com.liferay	com.liferay.gradle.plugins.defaults	7.0.141		3a426b7103d83c67020591cf282f4aa998ec9e2b
com.liferay	com.liferay.gradle.plugins.defaults	7.0.142		cd2d4a8925c17820fef8109557024994c10663bc
com.liferay	com.liferay.gradle.plugins.defaults	7.0.143		f0d14086e97d07ae5a37426bea4bcdc54c1ec84a
com.liferay	com.liferay.gradle.plugins.defaults	7.0.144		200a4b7d9765879adc1c7689ffeb50fc24d6ad41
com.liferay	com.liferay.gradle.plugins.defaults	7.0.145		84355ade4d1a5e408a6cb202abf576fd6e3aae1b
com.liferay	com.liferay.gradle.plugins.defaults	7.0.146		445d70331485f79bc805c466ab9acbcb5d7e58c5
com.liferay	com.liferay.gradle.plugins.defaults	7.0.147		598a5c7bc85128dede0de9d57cea4f6e622bfa89
com.liferay	com.liferay.gradle.plugins.defaults	7.0.148		125c470e4f0f71e0ae1839ed59bde7f6d37d334d
com.liferay	com.liferay.gradle.plugins.defaults	7.0.149		9c78c1a15a3e409b02656147d049f645962e723a
com.liferay	com.liferay.gradle.plugins.defaults	7.0.15		6dbac9bd54b10a3bf87f0fd476ade56072e0ece4
com.liferay	com.liferay.gradle.plugins.defaults	7.0.150		6b325deac349ed4e2da905fc5795853dfb86fde2
com.liferay	com.liferay.gradle.plugins.defaults	7.0.151		c2a83d9e14acefd5a244494715d898d0c2640d4f
com.liferay	com.liferay.gradle.plugins.defaults	7.0.152		3bc3458ee0ce25d892b7756946a6c07eec464a2c
com.liferay	com.liferay.gradle.plugins.defaults	7.0.153		f80a38958d85911d20a81e05bd57d38079f0aa29
com.liferay	com.liferay.gradle.plugins.defaults	7.0.154		0f4b19f079c6ab072686ba6f4fb9bdbefb549d9c
com.liferay	com.liferay.gradle.plugins.defaults	7.0.155		fa7bad34dba472fd064218138ebfe2257bca9b5d
com.liferay	com.liferay.gradle.plugins.defaults	7.0.156		cfa09b4dff39596e06c653966db4d1f6a717eecb
com.liferay	com.liferay.gradle.plugins.defaults	7.0.157		763226c0d7c1376c34220946fa4c2c729a9e793e
com.liferay	com.liferay.gradle.plugins.defaults	7.0.158		caa640ebdab82be56413bacea9037f8136c74d3e
com.liferay	com.liferay.gradle.plugins.defaults	7.0.159		99c9008d56be6c48e6873d6aafaf94f4d8bfe9bc
com.liferay	com.liferay.gradle.plugins.defaults	7.0.16		1f09e5f8137b63fc1c7cbb01ea89d8d825fabb1d
com.liferay	com.liferay.gradle.plugins.defaults	7.0.160		91efb4df9f32cd77808fbe79362191f946192b82
com.liferay	com.liferay.gradle.plugins.defaults	7.0.161		e1d14a54d37f5ab5d87b5a9761741988ecb57c40
com.liferay	com.liferay.gradle.plugins.defaults	7.0.162		b0dfd01594e8c166157913f02c1ba7834938c0fa
com.liferay	com.liferay.gradle.plugins.defaults	7.0.163		37d30542da0f8568cd132f43c56ce5920b58f1fa
com.liferay	com.liferay.gradle.plugins.defaults	7.0.164		d0955e170063a739f6d1fe0647cb0117ab04d57d
com.liferay	com.liferay.gradle.plugins.defaults	7.0.165		5e9e3375f1c41535aa676c3070715a037d11150e
com.liferay	com.liferay.gradle.plugins.defaults	7.0.166		e8e70ea8819bebb03ba87f1237b85edfec7e86f6
com.liferay	com.liferay.gradle.plugins.defaults	7.0.167		d7ff40f932cc117be56fedc4bfadc98ecd363526
com.liferay	com.liferay.gradle.plugins.defaults	7.0.168		d6198e86a84bc4d7f75eaf69a12c3cee56c44b15
com.liferay	com.liferay.gradle.plugins.defaults	7.0.169		7303aec94fe0fe844018141163ec7bc08c75864a
