biz.netcentric.cq.tools.aemmjml	aemmjml-all-package	0.1.0		N/A
com.liferay	com.liferay.document.library.api	6.8.1		4d7cb57cb0a57a43016d1a6a65e474d139e67514
com.liferay	com.liferay.document.library.api	6.8.2		b31331eccc8fbc0fbe5c75b2f6a1284b5ffbf115
com.liferay	com.liferay.document.library.api	6.8.3		9dba42e8ca8e5ad08814b516a641f61b52b341b5
com.liferay	com.liferay.document.library.api	6.8.4		3b731842e05f5c001bc34987cfbd613930ca29cd
com.liferay	com.liferay.document.library.api	6.8.5		5b0c92878f47cd5a2a2021a186b6d32538201429
com.liferay	com.liferay.document.library.api	6.9.0		17acca7e96d473780c21f1d747171c022d19393b
com.liferay	com.liferay.document.library.api	7.0.0		1f4e33a94e49b3fc405ff32871ee6de8ffc139fd
com.liferay	com.liferay.document.library.api	7.0.1		ad0dbd967605680717b5b61b86a15a5e77f5cb4f
com.liferay	com.liferay.document.library.api	7.0.2		121e1603daad9081cadbc6ff23255d11fa32c299
com.liferay	com.liferay.document.library.api	7.1.0		7b851dc1605f3443ca3e4b4c1d272e21f20098f9
com.liferay	com.liferay.document.library.api	7.2.0		5b34e6e0b4a09d8afe0a9dd43f0460af0b0c29d3
com.liferay	com.liferay.document.library.api	7.2.1		bc0aab1666c84274f791cdc07539d3cec98de7af
com.liferay	com.liferay.document.library.api	7.2.2		3dfb245c2a8ffc378bf34126018358a358610459
com.liferay	com.liferay.document.library.api	7.2.3		f20532354e7b3597a346c79680d3795916ea1fcc
com.liferay	com.liferay.document.library.api	7.2.4		e7343e0662339d5fd844b5e31de6b0be3662d662
com.liferay	com.liferay.document.library.api	7.2.5		ee5bda1cea51ae2866ddb4b0720f6904b1be8515
com.liferay	com.liferay.document.library.api	7.3.0		eb894f18f3281d7c28c4a1a6475b07b11ca771ed
com.liferay	com.liferay.document.library.api	7.3.1		a482015ebf82e808075d2e7b3ce63fad1c96be1e
com.liferay	com.liferay.document.library.api	7.3.2		01ae7d37d66cc9906ede55aba68f021e04b54b52
com.liferay	com.liferay.document.library.api	7.3.3		10ade6641c4fc626dfdaebfea664b15b7ee41a68
com.liferay	com.liferay.document.library.api	7.4.0		ca09cce40875d96dedf6edddb73efb1b8e592af5
com.liferay	com.liferay.document.library.api	8.0.0		a61af88dc602419cb277c11e96463bc0145dbec5
com.liferay	com.liferay.document.library.api	8.1.0		207a6c632acc9ede1d00325eb9262142af8f9443
com.liferay	com.liferay.document.library.api	8.1.1		d5345e65bed9ca61751d3d7f7b20082c9bccf677
com.liferay	com.liferay.document.library.api	8.2.0		ea6b098f63b158a0e76a0795f215ca241e47a274
com.liferay	com.liferay.document.library.api	8.2.1		a7a4ebe1d676f0aabccfac4fd6876914353bec5f
com.liferay	com.liferay.document.library.api	9.0.0		27e7624e5f7870b35b1481088d029d77188288f4
com.lihaoyi	pprint_2.11	0.3.0		d93ca132b704a68365bd996f76e638f7eab9b8b2
com.lihaoyi	pprint_2.11	0.3.1		81c5dfcc961b0cb50b6fab5c75db022660278cf8
com.lihaoyi	pprint_2.11	0.3.2		d6655796472571013829346a6337103de1731b28
com.lihaoyi	pprint_2.11	0.3.3		2745ac84c2151416e7cdf337c935e1e075214a0f
com.lihaoyi	pprint_2.11	0.3.4		f06928aadaa7d00ee6a2cd46f48c016c90bb6982
com.lihaoyi	pprint_2.11	0.3.5		dc8abfcb466143b7f52be0dfa283e32ccb1e7c94
com.lihaoyi	pprint_2.11	0.3.6		d241265d729cf47ae86187a5e2f686f293321489
com.lihaoyi	pprint_2.11	0.3.7		f03be546cfd2e4d9b35802459f8750678bcaa4d1
com.lihaoyi	pprint_2.11	0.3.8		5f985d74553e4897536fe1239367d8df8a5b1804
com.lihaoyi	pprint_2.11	0.3.9		7d194b9f6c28faaf2585efad4e42b57a1ec29655
com.lihaoyi	pprint_2.11	0.4.0		0770c8987e8615b849010bae651db3440acda77c
com.lihaoyi	pprint_2.11	0.4.1		14b02c5b80a46adbe940b6c99aac230078110a76
com.lihaoyi	pprint_2.11	0.4.2		d16c408e659f05e82571b5c018d19a3aa990b05d
com.lihaoyi	pprint_2.11	0.4.3		64e5f929c71f0e67ed86ecb2de31a3e277af884f
com.lihaoyi	pprint_2.11	0.4.4		c58a342f8bbc6753a9677756f55397caa4871f96
com.lihaoyi	pprint_2.11	0.5.0		7be351a07d856652d5541b50fc50215e1c3ff10e
com.lihaoyi	pprint_2.11	0.5.1		f517e1372a44a549104a055cd06bd367c2b9b849
com.lihaoyi	pprint_2.11	0.5.2		4aa1f7c8db19a8472e4e905238c859c6652ddb39
com.lihaoyi	pprint_2.11	0.5.3		163966f2db8f94c10995466c8ea2a9bfb0d3911c
com.lihaoyi	pprint_2.11	0.5.4		7b59a78449edeb8dcb62e81cd797c2d798f017ab
com.lihaoyi	pprint_2.11	0.6.3		c5b85a33ed423a8564c9af47ee7b79db28b7f491
com.lihaoyi	pprint_2.11	0.6.4		7786956e30500782224cb76e5c224e3318d1162c
com.lihaoyi	pprint_2.11	0.6.5		afd3a31f7f9821714d1b6d86b5fc2fc883029fc0
com.lihaoyi	pprint_2.11	0.6.6		78233accffad15e908d8c4fbe78f190f71de07fc
com.lihaoyi	pprint_2.11	0.7.0		075a0c5b3bc3900d0a724ab4255b133c3ac3dba9
com.lihaoyi	pprint_2.11	0.7.1		b35fd7ca44c0d0bff64b263aa512eee36eb72854
com.lihaoyi	pprint_2.11	0.7.2		d8eb19ac3041d3762a5b729f91ee54365b536485
com.lihaoyi	pprint_2.11	0.7.3		1c6959a581431f997a525d1925b949e28d995d06
com.lihaoyi	pprint_2.11	0.8.0		b0dfac18d169203b3e784ccad96159b0ca9f5032
com.lihaoyi	pprint_2.11	0.8.1		7a336520b6e7ad888ea0f7ffaa4ee1a64452d7a3
com.michael-bull.kotlin-itertools	kotlin-itertools-iosx64	1.0.0		N/A
com.michael-bull.kotlin-itertools	kotlin-itertools-iosx64	1.0.0	metadata	bf1481c7723146a0d94ae538bf25490bd0d3c463
com.michael-bull.kotlin-itertools	kotlin-itertools-iosx64	1.0.1		N/A
com.michael-bull.kotlin-itertools	kotlin-itertools-iosx64	1.0.1	metadata	001573cb5101c61d134154e1aa7ea8232c8d7a64
com.opentable.components	otj-scopes	1.1.0		5f31ca2c78a9a13e4ab4bc8a79680884326a4ec9
com.opentable.components	otj-scopes	1.1.1		0f8f88a5ee62ac4abe2d60857433550a311a9759
com.optum.sourcehawk	sourcehawk-protocol-file	0.1.0		c8413bfb3048a67ad2dba130a4b69cbc703fd941
com.optum.sourcehawk	sourcehawk-protocol-file	0.1.1		2e0f572ecc7d717924866e4f88c0445b0f3add0e
com.optum.sourcehawk	sourcehawk-protocol-file	0.1.2		fad5aad13107487b4a72d99feb8ccf328cd6a6b7
com.optum.sourcehawk	sourcehawk-protocol-file	0.1.3		6cb0a708c727bce0652d45cd383248bf7dfa0873
com.optum.sourcehawk	sourcehawk-protocol-file	0.1.4		6039b1c7295049b4eb8ea7f7ef6d67b2eb273f23
com.optum.sourcehawk	sourcehawk-protocol-file	0.1.5		4b184a9fe328286506ff1b3c016ecc6bdf9cc5ef
com.optum.sourcehawk	sourcehawk-protocol-file	0.1.6		bac646405461ad736e172ac55ef594068be6975f
com.optum.sourcehawk	sourcehawk-protocol-file	0.1.7		e14389326a7fa04692adda11c1cce1184d8e5ae6
com.optum.sourcehawk	sourcehawk-protocol-file	0.2.0		cee8dae06054e3cb1729cbb96562ed92c4befb6c
com.optum.sourcehawk	sourcehawk-protocol-file	0.2.1		76ea45300acd267e5c12d61c94c88985e1909529
com.optum.sourcehawk	sourcehawk-protocol-file	0.2.2		de41ec18f2dfea463f39f9017ce7418f0edea73e
com.optum.sourcehawk	sourcehawk-protocol-file	0.2.3		0c0a7569c961e1d4d2827c20e36da46389050d1a
com.optum.sourcehawk	sourcehawk-protocol-file	0.3.0		cf06e338ee36239531d08b060c4b863fabfe4d9c
com.optum.sourcehawk	sourcehawk-protocol-file	0.4.0		fc73f0eb3a0d7237f5becd4eadbacf0a437873f4
com.optum.sourcehawk	sourcehawk-protocol-file	0.4.2		b4ae164699992797c2fa51d25732cac15b847e4e
com.optum.sourcehawk	sourcehawk-protocol-file	0.4.3		c759f55294fbbca66b8a48d19afa37b74880e3da
com.optum.sourcehawk	sourcehawk-protocol-file	0.4.4		5e78d7a9e2c22715fd5f2008c2e5f34cf155ac00
com.powsybl	open-rao-virtual-hubs-api	5.0.1		8dc2c0ecd62ac921b3f71867b4e9d639c6befb32
com.powsybl	open-rao-virtual-hubs-api	5.1.0		32ff791277fb4a929e02369a8487be9adcdffa09
com.powsybl	open-rao-virtual-hubs-api	5.2.0		cc111d74e8d0be764ad4de9c891758ec046ffb70
com.powsybl	open-rao-virtual-hubs-api	5.3.0		b9442f70208c4643d49b809bddbe5f136d38568d
com.powsybl	open-rao-virtual-hubs-api	5.4.0		a3763eb8801e58b2b8c062477d55277d6ab75026
com.powsybl	open-rao-virtual-hubs-api	5.5.0		8a1c7afacf280a85e19f0b2c24a7c6f15da49750
com.powsybl	open-rao-virtual-hubs-api	5.5.1		cc0361fc5fbb553271b2d4e4b1ef5ce5baca2ead
com.powsybl	open-rao-virtual-hubs-api	5.5.2		99c02671722f1e34c46f9c6c04e8589d5e34ac54
com.powsybl	open-rao-virtual-hubs-api	6.0.0		09f2e2b6d915266d5c4f173362b953c1629ef2c4
com.powsybl	open-rao-virtual-hubs-api	6.0.1		a3e33bcb47b40a43a005a0d40b9782c9466db415
com.powsybl	open-rao-virtual-hubs-api	6.0.2		9d45ac043597b7f6d1d0c1c689b522f2718bf1df
com.powsybl	open-rao-virtual-hubs-api	6.1.0		49ee26fee2c7904b0ba7a93449474ba8cc7c60c1
com.powsybl	open-rao-virtual-hubs-api	6.1.0-RC		d036871fc43d2565036fe1e5956ddb4073483b6a
com.powsybl	open-rao-virtual-hubs-api	6.1.1		d3d64f87c8f565321aef4d1154d62fdc2ae46011
com.powsybl	open-rao-virtual-hubs-api	6.1.2		ec9ee3088e5bf1d2bd62f569045eabbb9573bf91
com.powsybl	open-rao-virtual-hubs-api	6.2.0		9d879cd2829e9bbf668fb17827cdde166baf64fe
com.powsybl	open-rao-virtual-hubs-api	6.2.1		8265d176a1922a639420711a87c5f0d6c5d50994
com.powsybl	open-rao-virtual-hubs-api	6.2.2		56ae28abd006cb2906dae4fd75c08eb40274bd05
com.powsybl	open-rao-virtual-hubs-api	6.3.0		ca07459ac7a9aefb2080814947236569a18fde54
com.powsybl	open-rao-virtual-hubs-api	6.4.0		88de7681ba79c94283b1415cf8b6da5992a95c7b
com.simonsickle	composed-barcodes	0.9.0		N/A
com.simonsickle	composed-barcodes	0.9.1		N/A
com.simonsickle	composed-barcodes	1.0.0		N/A
com.simonsickle	composed-barcodes	1.0.1		N/A
com.simonsickle	composed-barcodes	1.0.2		N/A
com.simonsickle	composed-barcodes	1.0.3		N/A
com.simonsickle	composed-barcodes	1.1.0		N/A
com.simonsickle	composed-barcodes	1.1.1		N/A
com.simonsickle	composed-barcodes	1.3.0		N/A
com.sksamuel.hoplite	hoplite-watcher-consul	1.4.10		cc0b56eb8a51daffd5b888c70d890408dbd73ecf
com.sksamuel.hoplite	hoplite-watcher-consul	1.4.11		610f79bd081f172a28f6de9c98ad037b2f12cf83
com.sksamuel.hoplite	hoplite-watcher-consul	1.4.12		df6bb3e715c27de8df7c54e0ce05c25fba927405
com.sksamuel.hoplite	hoplite-watcher-consul	1.4.13		f748c9428c3af81030b86b328eed9d4e341e4fcf
com.sksamuel.hoplite	hoplite-watcher-consul	1.4.14		61df47d3fb265b5e65bb00e91bb7f29c8d7f7718
com.sksamuel.hoplite	hoplite-watcher-consul	1.4.15		4e0b52dc5e37a0e0f57b2ffc5bd2b1b912da276a
com.sksamuel.hoplite	hoplite-watcher-consul	1.4.8		65aba2e3dab14e939847372fb03478b0340e0f3c
com.sksamuel.hoplite	hoplite-watcher-consul	1.4.9		3d67a11f9cd32c8b0de5369c134709e086fe9e6b
com.softwaremill.sttp.client3	play2-json_sjs1_2.12	3.10.0		13eed41d6886abad7a9a87702e3b3ad473b9f9cd
com.softwaremill.sttp.client3	play2-json_sjs1_2.12	3.10.1		096edce09b91328a17063bb34095b948ef7b751e
com.softwaremill.sttp.client3	play2-json_sjs1_2.12	3.10.2		0cb20a901699026a62d5daef10abd04b10ea65a6
com.softwaremill.sttp.client3	play2-json_sjs1_2.12	3.10.3		fd8f5ed6d8a17f0191e26f79fba9ada136497010
com.softwaremill.sttp.client3	play2-json_sjs1_2.12	3.11.0		8b723675515ad0a1f7c9586ef13e207672285901
com.softwaremill.sttp.client3	play2-json_sjs1_2.12	3.9.2		974828891d0dca38651aa0e44b5dedab18c37441
com.softwaremill.sttp.client3	play2-json_sjs1_2.12	3.9.3		95a25dbad7a709901f3fc3b612c958d62a3e4d44
com.softwaremill.sttp.client3	play2-json_sjs1_2.12	3.9.4		d0f3e898d8f8342c0a00a1d62ba443912f2ed687
com.softwaremill.sttp.client3	play2-json_sjs1_2.12	3.9.5		14235e8400ed47c13fe712c53a9f1cc16302dfb8
com.softwaremill.sttp.client3	play2-json_sjs1_2.12	3.9.6		620a710cb0551cfde98286b22c5bbed572ba5e56
com.softwaremill.sttp.client3	play2-json_sjs1_2.12	3.9.7		b5d92ad21be9ff1b23893d0f8416ed9b164c229d
com.softwaremill.sttp.client3	play2-json_sjs1_2.12	3.9.8		3bc4867ca38d3e4520d2ef34a949442a535a1391
com.speedment.runtime	runtime-compute	3.1.0		55a0f321f0c41e1217740434e4df5c58107af4bb
com.speedment.runtime	runtime-compute	3.1.1		26e3677194827bd382d0372ea68d8f99931acb0a
com.speedment.runtime	runtime-compute	3.1.10		4cf6b3ba3ecdc09c297f04840e02e0f87df39ff9
com.speedment.runtime	runtime-compute	3.1.12		d16c23f8fe63216f77efa917d4778c10cc2a3566
com.speedment.runtime	runtime-compute	3.1.13		ba2067a1e5e4291ad82711b927b64503251c1ac1
com.speedment.runtime	runtime-compute	3.1.14		522d5100b232c9bbebb1b3b4fa592ff4060736a3
com.speedment.runtime	runtime-compute	3.1.15		7faa6c596aaf1018ef810814705f65b6465adb09
com.speedment.runtime	runtime-compute	3.1.16		3313711437a4338852835182efabde7192b04550
com.speedment.runtime	runtime-compute	3.1.17		0b2d611264dc6c0264703397436f5d7a2031eedd
com.speedment.runtime	runtime-compute	3.1.18		d872411e562f35fda90ec81ff2532a5fd68012e8
com.speedment.runtime	runtime-compute	3.1.2		68bf94bafebbb35c55ef9defa1ce197564a792ec
com.speedment.runtime	runtime-compute	3.1.3		ee79c7f8d6aed9550d3400bdd80d8ba70fa0f8b4
com.speedment.runtime	runtime-compute	3.1.4		d581dcbb844c8837bc59246589f5f221109acb98
com.speedment.runtime	runtime-compute	3.1.5		5ad63bcaa6067ad88799ed99e9023c84f71128f1
com.speedment.runtime	runtime-compute	3.1.6		c654e57301958a6e2c3f85e11f48c3954d1a4ac6
com.speedment.runtime	runtime-compute	3.1.8		b751ba58b1b7c8984e3e18268305e21831f21e6d
com.speedment.runtime	runtime-compute	3.1.9		91c901e5f9e13e66ab1ac969166842592074fdd5
com.speedment.runtime	runtime-compute	3.2.1		1ad9320d1505935e92e680640ad37fe2ef45dcf3
com.speedment.runtime	runtime-compute	3.2.10		ba01a1d3d755e7d6747f56ae091932a7a0f4f753
com.speedment.runtime	runtime-compute	3.2.2		2b760233a8b35c99bf7e2b3b6933805c8f10dba3
com.speedment.runtime	runtime-compute	3.2.5		4c603b8926d099885da1aa52270935bebc34bcf0
com.speedment.runtime	runtime-compute	3.2.6		c433d7620576a9cb51ffc4fa6e688ba499e3202f
com.speedment.runtime	runtime-compute	3.2.7		4add8d50c66d58d0179ae7ac85f854e7fe3673a8
com.speedment.runtime	runtime-compute	3.2.9		3b1d40b77d5d033d8b229a19d1d6e9041ad54c35
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	0.81.0-beta-1		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	0.81.0-beta-2		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	0.81.0-beta-3		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	0.81.0-beta-4		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	0.81.0-beta-5		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	0.81.0-beta-6		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	0.89.0-beta-1		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	0.89.0-beta-2		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	0.89.0-beta-3		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	0.89.0-beta-4		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	0.89.0-beta-5		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	0.89.0-beta-6		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	0.89.0-beta-7		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	21.02.0-beta-1		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	21.02.0-beta-2		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	21.02.0-beta-3		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	21.02.0-beta-4		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	21.02.0-beta-5		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	21.02.0-beta-6		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	23.10.0-beta-1		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	23.10.0-beta-2		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	23.10.0-beta-3		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	23.10.0-beta-4		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	23.10.0-beta-6		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	23.10.0-beta-7		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	23.10.0-beta-8		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	23.12.0-beta-1		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	23.12.0-beta-2		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	23.12.0-beta-3		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	23.12.0-beta-4		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	23.12.0-beta-5		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	23.12.0-beta-6		N/A
com.viliussutkus89.ndk.thirdparty	poppler-ndk25-shared	24.01.0-beta-1		N/A
com.xzakota.xposed	com.xzakota.xposed.gradle.plugin	0.1.0		N/A
com.xzakota.xposed	com.xzakota.xposed.gradle.plugin	0.1.1		N/A
de.shadowhunt.sonar.plugins	sonar-ignorecode-plugin	4.3.0		315c9e3715a9943e5469695d25be1558378bd9a7
de.shadowhunt.sonar.plugins	sonar-ignorecode-plugin	4.3.1		a5bdbd0b636244f3f9e1e4ed8349f6454500d2ff
de.smartics.maven.plugin	buildmetadata-maven-plugin	1.6.1		b809cb9dc717c587594cc00755cc4ef110696c80
de.smartics.maven.plugin	buildmetadata-maven-plugin	1.7.0		6e290ceda8bc61d743de88b42a37464384a67ca2
de.tschumacher	sqsservice	0.0.4		07704163aaab3f166546d5a168f10825ae8739db
de.tschumacher	sqsservice	0.0.5		751ccb9de3fa809aee3f31d47ab124da134cd880
dev.jordond.connectivity	connectivity-core-linuxx64	2.0.0		N/A
dev.jordond.connectivity	connectivity-core-linuxx64	2.0.0-beta01		N/A
io.dyte	mobile-core-bridge-android	1.0.1		N/A
io.dyte	mobile-core-bridge-android	1.1.0		N/A
io.dyte	mobile-core-bridge-android	1.2.1		N/A
io.dyte	mobile-core-bridge-android	1.3.0		N/A
io.dyte	mobile-core-bridge-android	1.3.1		N/A
io.dyte	mobile-core-bridge-android	1.3.2		N/A
io.dyte	mobile-core-bridge-android	1.3.3		N/A
io.dyte	mobile-core-bridge-android	1.3.4		N/A
io.dyte	mobile-core-bridge-android	1.3.5		N/A
io.dyte	mobile-core-bridge-android	1.3.6		N/A
io.dyte	mobile-core-bridge-android	1.3.7		N/A
io.dyte	mobile-core-bridge-android	1.3.8		N/A
io.dyte	mobile-core-bridge-android	1.4.0		N/A
io.dyte	mobile-core-bridge-android	1.4.1		N/A
io.dyte	mobile-core-bridge-android	1.4.2		N/A
io.dyte	mobile-core-bridge-android	1.4.3		N/A
io.dyte	mobile-core-bridge-android	1.4.4		N/A
io.dyte	mobile-core-bridge-android	1.4.5		N/A
io.geewit.web	gw-web-utils	1.1.0		d2e2721a6f5de979b9e6df7128339094c34fbc5c
io.github.amayaframework	amaya-routing	1.0.0		6c58cef3a6cc3a3b1edb4392eb426280252d5792
io.github.amayaframework	amaya-routing	1.0.1		2e6894aaa3bbf5297bf60353d794e09dab928bca
io.github.amayaframework	amaya-routing	1.0.2		9183464e28de94ac0a151be6a4c0580e9d036e58
io.github.amayaframework	amaya-routing	1.0.3		347b399ff5e2947f5aa0d198f6806d614f706aba
io.github.amayaframework	amaya-routing	1.1.0		afeaebba11300f0f9257427581bb6d15621611ef
io.github.jocoand	compose-showcaseview	1.0.0		N/A
io.github.jocoand	compose-showcaseview	1.1.0		N/A
io.github.jocoand	compose-showcaseview	1.1.0-rc01		N/A
io.github.jocoand	compose-showcaseview	1.2.0		N/A
io.github.jocoand	compose-showcaseview	1.2.0-alpha1		N/A
io.github.jocoand	compose-showcaseview	1.2.0-alpha2		N/A
io.github.jocoand	compose-showcaseview	1.2.0-alpha3		N/A
io.github.jocoand	compose-showcaseview	1.2.1		N/A
io.github.jocoand	compose-showcaseview	1.2.1-alpha1		N/A
io.github.jocoand	compose-showcaseview	1.2.2		N/A
io.github.jocoand	compose-showcaseview	1.2.2-alpha1		N/A
io.github.jocoand	compose-showcaseview	1.3.0		N/A
io.github.jocoand	compose-showcaseview	1.3.0-alpha1		N/A
io.github.jocoand	compose-showcaseview	1.3.1		N/A
io.github.jocoand	compose-showcaseview	1.4.0		N/A
io.github.jocoand	compose-showcaseview	1.4.0-rc2		N/A
io.github.jocoand	compose-showcaseview	1.4.0-rc3		N/A
io.github.jocoand	compose-showcaseview	1.4.1		N/A
io.github.jocoand	compose-showcaseview	1.4.2		N/A
io.github.jocoand	compose-showcaseview	1.4.3		N/A
io.github.jocoand	compose-showcaseview	1.4.4		N/A
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.2.0		97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.2.0	metadata	0a79b57d2f7bda0fbfa9d8ea058cfa85635cce8c
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.2.1	metadata	10f65f4c74a0a165175e9d1fd1c4f6e713849c98
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.2.2		9b04dbb0e71eb12cbe1f4837254005a884199dc2
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.2.2	metadata	2e009fb0dd2c9ce96ee876372a264a8133690da4
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.2.3		5a45960bd557fafb5aeeac0195947a717796b4d8
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.2.3	metadata	64f0bcc58740b282f3cc065240d48174135bcb57
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.2.4		13f4ec1de76bc49ec397e4edfcc7c35ea1e7ab58
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.2.4	metadata	b5f11bd2f415c249cab1f1b82dd1bac51b6c592c
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.0		613b4ab177ceaebcbb0a61603407240191dd52b7
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.0	metadata	4e85c06053983b03e6a4d6faab3c03c3c4e95e8f
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.1	metadata	d825a4b28e152a9623a646a5951ede88b327b1a5
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.10		85975b28fceefb82c9d77320f8f00a09f9b4e8ff
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.10	metadata	2779a5f3731ec5ba583b5febf6d2e18352ec6c5f
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.11		d6e02f9a769d5cbfb520546914dc4d6935b25b5e
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.11	metadata	6c50488e12c7e97e0ed32e778265f12524c76f03
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.12		a505764b9e2c25abddf3c6b3c326b4233ba47db7
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.12	metadata	f700d5e8af67d0949adf6e06affc9f41adc5bad3
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.13		b8a7abef4304a47ea300482df21f052c6a02aae5
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.13	metadata	40d75544544458ddee37a1d60651ab6a01ed9bc6
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.2		c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.2	metadata	2ba20cf69a0e0a8876550ef4f942959235b7e846
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.3		c1699da3589b0266a8938c43e4dc275ef78ace26
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.3	metadata	14010d4ce801e583de04529c51a40233c37f35e5
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.4	metadata	506117cdac3af313acf49c854ba8980cc97e248a
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.5		e18d05ad1ee2dffb74a9ba89f567c453e4d10086
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.5	metadata	3ec7db53e8fe49215bc40cd78de2fe6823a9143e
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.6		0129c41bdbfb35616ac22aeca222f2f8c2c4599b
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.6	metadata	8280d370dd640bf7d2acdc692057ef7c3bd81a65
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.7		5aa2ea3b0b67eaa4bc1bd62b76aa99603da13ffd
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.7	metadata	dd73258f284cca89ddb8f6c0efe9b75b2066985c
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.8		6a5ec1867974bace12713dd96c8f738e2b5e6c7f
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.8	metadata	8aba5bb6cb966e8be3d6f8eba31d63c4b63820f6
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
