ai.abra	abra-api	1.0.0		N/A
org.eclipse.dirigible	dirigible-commons-config	6.3.28		6871b9dfd26d715e55dd4261be61c222380fd63f
org.eclipse.dirigible	dirigible-commons-config	6.3.29		16ff0649d70dfa0178a01c1df9337b6171e9dda6
org.eclipse.dirigible	dirigible-commons-config	6.3.3		dd5581a6ca670f0d75db7789f88ba63cfd744435
org.eclipse.dirigible	dirigible-commons-config	6.3.30		b2c7cc430b69815de5ac8f1571d6b98ab124578f
org.eclipse.dirigible	dirigible-commons-config	6.3.31		3673a11efc1f3ab1f371ab16c1f56d2abc8c7b4c
org.eclipse.dirigible	dirigible-commons-config	6.3.4		2e056cc1e05a376c4f51e74d716f392fbf9dea86
org.eclipse.dirigible	dirigible-commons-config	6.3.5		3557e94a2e83ebd2dd1ade3f516b050592281d97
org.eclipse.dirigible	dirigible-commons-config	6.3.6		9bac7fca2e4ea53eeb8069feaab706a4d1e205f0
org.eclipse.dirigible	dirigible-commons-config	6.3.7		80160fd9db28a24977abca305111829eb01c6613
org.eclipse.dirigible	dirigible-commons-config	6.3.8		723a9541f932a4b947bc7a1a2cbdbdee1e8c2be7
org.eclipse.dirigible	dirigible-commons-config	6.3.9		797de60602a6b7694c77a1ac9d43065fac04b70a
org.eclipse.dirigible	dirigible-commons-config	7.0.0		9b48faa1d6ef168755ff6c613553255d199f0174
org.eclipse.dirigible	dirigible-commons-config	7.1.0		64d503425c78750a9f567f1e3837be15e2d509a3
org.eclipse.dirigible	dirigible-commons-config	7.1.1		6cf0dde00c509e2f6d0ddfee20c747c7a722b70a
org.eclipse.dirigible	dirigible-commons-config	7.1.2		915a0e13d9cd92c244ad3a36894ae7d10fd7b33c
org.eclipse.dirigible	dirigible-commons-config	7.1.3		2e4f656caa7e68bf5914765fc6782b2cd4736811
org.eclipse.dirigible	dirigible-commons-config	7.1.4		dd8ac0374c54b5c9b0e240920c2ff30b6fad41be
org.eclipse.dirigible	dirigible-commons-config	7.1.5		27df3119b4b2698aa6b3f9b6d22db3e94f2e5799
org.eclipse.dirigible	dirigible-commons-config	7.1.6		5f962fa2878ddcf8d57abd074f1cd7df29e5de74
org.eclipse.dirigible	dirigible-commons-config	7.2.0		4eda91d055c9bdc0c653b5cc73bf7cb8058a9437
org.eclipse.dirigible	dirigible-commons-config	7.7.7		478bed1978736e38b650badf26c690715bee3d86
org.eclipse.dirigible	dirigible-commons-config	8.0.0		41b0e2e97936c66b838663a4faabf0604f63344e
org.eclipse.dirigible	dirigible-commons-config	8.0.1		065f506f1bb6314986eb5b56184313234fd5e80c
org.eclipse.dirigible	dirigible-commons-config	8.0.2		f6f8408efa46859a126324026f63246a3e70f24b
org.eclipse.dirigible	dirigible-commons-config	8.1.0		19b110b5229e1e59d2c68ba03c5533115f2ae932
org.eclipse.dirigible	dirigible-commons-config	8.10.0		81dfbefc07447d424de2180085906911aee309cc
org.eclipse.dirigible	dirigible-commons-config	8.10.1		b8eb1555fbbdbaa9c93e4211e9615fb2c621835f
org.eclipse.dirigible	dirigible-commons-config	8.10.2		a7eef09b043f68a14ac4df01a2b84839e7cc6d85
org.eclipse.dirigible	dirigible-commons-config	8.10.3		17fb930139cef87dedd0bdfb8235c13b33e60b25
org.eclipse.dirigible	dirigible-commons-config	8.10.4		ace63e51d54b5699ecee40288c72e7ff6049c7b6
org.eclipse.dirigible	dirigible-commons-config	8.11.0		fcf28396208c413e9c664f0133f14c569a277fe4
org.eclipse.dirigible	dirigible-commons-config	8.11.1		81058904807f41087fbfcd8f2249d0f4f09d7e58
org.eclipse.dirigible	dirigible-commons-config	8.11.2		289a0f249d66fedf3291b2e27d13b046af8d68c8
org.eclipse.dirigible	dirigible-commons-config	8.11.3		5584c2a025416c6a189f6ccf524cc336eae66451
org.eclipse.dirigible	dirigible-commons-config	8.11.4		f75be9495c36e169f7d8e2acb7a3d939cd4e6d32
org.eclipse.dirigible	dirigible-commons-config	8.12.0		8c9c834aa1a9722ae837e4448dcbbd7c7c4c4949
org.eclipse.dirigible	dirigible-commons-config	8.13.0		29bc37184ea4fdf3d792d02c772de671093e557d
org.eclipse.dirigible	dirigible-commons-config	8.14.0		b77b8225cb5ef17ef6a0fa79dbae20710a2e25bc
org.eclipse.dirigible	dirigible-commons-config	8.14.1		a331193df3cf68bb9ff23cc858514263ff1137ed
org.eclipse.dirigible	dirigible-commons-config	8.14.2		5b4bb7f46cc392044d8b91e21c90f2568cf94de1
org.eclipse.dirigible	dirigible-commons-config	8.15.0		89931a13f58493f2b4672f7be6e6179422628c7b
org.eclipse.dirigible	dirigible-commons-config	8.15.1		6bd3937536191456b8b64ce1e905b8a0e999a830
org.eclipse.dirigible	dirigible-commons-config	8.15.2		9d54e3f0b132a68668d2ba67e99e2acda847f040
org.eclipse.dirigible	dirigible-commons-config	8.15.3		dfcda77c7ef0c17ede4eda6ef9dfc108537a6575
org.eclipse.dirigible	dirigible-commons-config	8.15.4		42c980718b5679cf0b1203a359aa6b1645a125c3
org.eclipse.dirigible	dirigible-commons-config	8.16.0		49d26bf307bb90269d0a6c4a389e7505646da1e2
org.eclipse.dirigible	dirigible-commons-config	8.16.1		30b96ad866847885816c2e0708171b65311922a4
org.eclipse.dirigible	dirigible-commons-config	8.17.0		f3f5c561a39a715d8f43067b6da4657c0c65cd77
org.eclipse.dirigible	dirigible-commons-config	8.17.1		2031f33e346590ff70e8efc1ccdf98872e489fd0
org.eclipse.dirigible	dirigible-commons-config	8.18.0		2c2fcf98ad39994ebb699df44dbb27740b2cf170
org.eclipse.dirigible	dirigible-commons-config	8.18.1		a8f1ef8d27fe7d2da12f3edee9b791c200fc9192
org.eclipse.dirigible	dirigible-commons-config	8.18.2		fa1d06dd7a0d6fde2f244f8e154d54f050ef1a25
org.eclipse.dirigible	dirigible-commons-config	8.18.3		d0fb0f4eb49086bdb4819ba44d74caf399b2e678
org.eclipse.dirigible	dirigible-commons-config	8.18.4		c4b249998710626127ebf57ca1734ff332523551
org.eclipse.dirigible	dirigible-commons-config	8.18.5		1d3d9c106bf8f227788cb3da8374fe32f6034c14
org.eclipse.dirigible	dirigible-commons-config	8.18.6		234f360cd017e38af3232085a682045cb118b4a6
org.eclipse.dirigible	dirigible-commons-config	8.18.7		ee998106a7f4bf68231c3452dce22aecca403da8
org.eclipse.dirigible	dirigible-commons-config	8.18.8		62be07cd362d1ee018b95c04e7c874fcc7ae02ba
org.eclipse.dirigible	dirigible-commons-config	8.18.9		06a1c828ad1e3038a55977d2c2e3eed80b0fe50d
org.eclipse.dirigible	dirigible-commons-config	8.2.0		34648eccb843476b782eef6e720b7b72386d084a
org.eclipse.dirigible	dirigible-commons-config	8.2.1		65b823e00a219bd2592644f8278851909efbf7d7
org.eclipse.dirigible	dirigible-commons-config	8.2.2		0e4186a5cff1c2e02373bc92e4f4c2da04a9f90d
org.eclipse.dirigible	dirigible-commons-config	8.3.0		83913b3154aac708e9e05502c9aa395e848ddfd3
org.eclipse.dirigible	dirigible-commons-config	8.3.1		014f2d1ef247ea88e4f1852d881f59e944dedf31
org.eclipse.dirigible	dirigible-commons-config	8.3.2		68e3882fdd98ac7df57b5656c11a0b378e406ed7
org.eclipse.dirigible	dirigible-commons-config	8.3.3		21952acc47bf25ac143bab9bd40f99b42ccd0ade
org.eclipse.dirigible	dirigible-commons-config	8.4.1		c07f2d74826784819966cc4f25ced645753ea974
org.eclipse.dirigible	dirigible-commons-config	8.4.2		2a50513a9a0a93ccb76ee98e460abff9b5df3b4e
org.eclipse.dirigible	dirigible-commons-config	8.4.3		cb0f0f55eb39f5351ed8456570c88f19f8f1cab9
org.eclipse.dirigible	dirigible-commons-config	8.4.4		58c4d4c94a04a5fc2902e3cd808c77c5a65c2e25
org.eclipse.dirigible	dirigible-commons-config	8.4.5		ca5614c2015d0824d52d1a77a61b49ace877e0dc
org.eclipse.dirigible	dirigible-commons-config	8.4.6		75fd0e38e95e8354f8ca008cce2b8da08446c794
org.eclipse.dirigible	dirigible-commons-config	8.4.7		11e24300e1f6640f9b190ffef276742eeba42a9c
org.eclipse.dirigible	dirigible-commons-config	8.5.0		2d691414380331c6c255e7019fafe44f2539ae45
org.eclipse.dirigible	dirigible-commons-config	8.5.1		af7bd470454cc025e9cecea3fc0ee09312c1fe2d
org.eclipse.dirigible	dirigible-commons-config	8.5.2		fe54cfdb0414c31379ec4595d7e2af493ba8c5bf
org.eclipse.dirigible	dirigible-commons-config	8.5.3		522c05d98b22c64a78ba0c5ec7a50f6d861aa748
org.eclipse.dirigible	dirigible-commons-config	8.6.0		3eb496ba4e7796aa7cfebbb747acebf66eca3158
org.eclipse.dirigible	dirigible-commons-config	8.6.1		df339a2afa76315ee83e319227e1c6e5aa6f86c9
org.eclipse.dirigible	dirigible-commons-config	8.7.0		b05f8a5a64c8a309462b6e5ae542e1143020854e
org.eclipse.dirigible	dirigible-commons-config	8.7.1		b5cc628984068adce28147c788167cfcefcbe886
org.eclipse.dirigible	dirigible-commons-config	8.8.0		5418dc603597377e3a3fe8eccd789fb35a1ee5d7
org.eclipse.dirigible	dirigible-commons-config	8.8.1		6fd6fc4de22bb5e2d12dcd1904ae70c8e4306b0a
org.eclipse.dirigible	dirigible-commons-config	8.8.2		1320f80dd508d4b901aacaf51401e6097177e625
org.eclipse.dirigible	dirigible-commons-config	8.9.0		3ad3b63fa00b08fd3948befccf7d6bf15b257dcd
org.eclipse.dirigible	dirigible-commons-config	8.9.1		e6e2e40b4b7e986ec80a3a87f3e129e892c5570e
org.eclipse.dirigible	dirigible-commons-config	8.9.2		0b591dff9c38284ff06afe72fbfb00cbee08f968
org.eclipse.dirigible	dirigible-commons-config	9.0.0		5710e0446c774d3143aa6e7da1da75151e4e51c7
org.eclipse.dirigible	dirigible-commons-config	9.1.0		11e0b49d6f9110bb5b6d52fb6cca45d33c351607
org.eclipse.dirigible	dirigible-commons-config	9.1.1		ac955f4719a5425c5be4f0680b6e095d5b690f6c
org.eclipse.dirigible	dirigible-commons-config	9.2.0		255f2efad60486dab2baed0811725a571b50eaa2
org.eclipse.dirigible	dirigible-commons-config	9.2.1		f598171a2a8d5f0aa03ff305f2c36885cabd723c
org.eclipse.dirigible	dirigible-commons-config	9.2.2		701ae02d04e177c587aa081c49bb352d6d762967
org.eclipse.tycho	org.eclipse.tycho.surefire.junit512	4.0.12		4e76eae1f3b135b4b38002a5f48f5d4c7bdb9d18
org.hibernate	hibernate-search-backend-jms	5.0.0.Alpha1		e0ac8600182dce852b8bbda8aaa35e5aed3139ce
org.hibernate	hibernate-search-backend-jms	5.0.0.Alpha2		3d5858aff5330fd887a285806d82130c27a7690e
org.hibernate	hibernate-search-backend-jms	5.0.0.Alpha3		90cee669880b0e1f918618da10fe961616e8d221
org.hibernate	hibernate-search-backend-jms	5.0.0.Alpha4		5549e713be28d731f113b602f393b0cfb669a954
org.hibernate	hibernate-search-backend-jms	5.0.0.Alpha5		5b1c9f26b4aab2f569d569dbc9165fb568c8e1b0
org.hibernate	hibernate-search-backend-jms	5.0.0.Alpha6		a18fba2711784bf8dc25d5f48a3945433aee02fc
org.hibernate	hibernate-search-backend-jms	5.0.0.Alpha7		0eadd44d66b8cee08cffe7a45bcf8906ae2dc44e
org.hibernate	hibernate-search-backend-jms	5.0.0.Beta1		59224831b3fd46625f32012a5830e0214e0f53d3
org.hibernate	hibernate-search-backend-jms	5.0.0.Beta2		0bc0ac95ba83455c0d2d1a6420b12f726de616ca
org.hibernate	hibernate-search-backend-jms	5.0.0.Beta3		fa052c677fac85ebfda316a66a734289c81346f9
org.hibernate	hibernate-search-backend-jms	5.0.0.CR1		5c42df717b3171e4dd8d877a8067aabb127d4a9b
org.hibernate	hibernate-search-backend-jms	5.0.0.CR2		bbb2f98baec20b19490373aefa2c184344146cc5
org.hibernate	hibernate-search-backend-jms	5.0.0.Final		23ff396357d329daa6e35a37a30cd95686981d33
org.hibernate	hibernate-search-backend-jms	5.0.1.Final		01b9c4ecd310014c3129061dff6c3217729c1fb5
org.hibernate	hibernate-search-backend-jms	5.1.0.Final		5fc43c6bebb831b08d570f6e078aa17ea29a3730
org.hibernate	hibernate-search-backend-jms	5.1.1.Final		b98276292b90f5ff0c66ed49dd7802bda9050d8b
org.hibernate	hibernate-search-backend-jms	5.1.2.Final		fd7eed91b21ba8c6f4fbcf52b6bea1d87d0ba962
org.hibernate	hibernate-search-backend-jms	5.10.0.Beta1		6a9ae59a66f00353c82e790361cdde7ffe00c837
org.hibernate	hibernate-search-backend-jms	5.10.0.Beta2		aa29708f8a5add829b405c84ad4cd7bca7e7c7b2
org.hibernate	hibernate-search-backend-jms	5.10.0.CR1		0163e3f9cae5b60463abb2d7abc0c1e087c0170e
org.hibernate	hibernate-search-backend-jms	5.10.0.Final		9858396f8304c0f1db8ee632d29b0da8f8d796a0
org.hibernate	hibernate-search-backend-jms	5.10.1.Final		ef46ff510ff1a13c5a3117d98ac395a6b0c84c50
org.hibernate	hibernate-search-backend-jms	5.10.10.Final		1e03e7132494b12e88da78d2ccf1f61b0ef375b4
org.hibernate	hibernate-search-backend-jms	5.10.11.Final		025c79421977851cd10971075f2f1345a73d2e3c
org.hibernate	hibernate-search-backend-jms	5.10.12.Final		ff62a03105f22ac35724803fab9ea820d2899b71
org.hibernate	hibernate-search-backend-jms	5.10.13.Final		792d69af25ec3fdf9cced023c50e7e1eb3d6cdb0
org.hibernate	hibernate-search-backend-jms	5.10.2.Final		a3a7e98275517131a921f37a2f8ed2930aa166b1
org.hibernate	hibernate-search-backend-jms	5.10.3.Final		752c5e77cf93b4079a9f3a34c6af44900e8704b0
org.hibernate	hibernate-search-backend-jms	5.10.4.Final		fec14fa85af89582c2a2c63d79c464526ae74281
org.hibernate	hibernate-search-backend-jms	5.10.5.Final		b3461d78d833812d5cf90aa0d303804a5c4ffa82
org.hibernate	hibernate-search-backend-jms	5.10.6.Final		40072aebee373dd1fe427cce812bf77f27acd5d0
org.hibernate	hibernate-search-backend-jms	5.10.7.Final		330db7adccc1f0959373b9f9c5d9bcf4a29be60f
org.hibernate	hibernate-search-backend-jms	5.10.8.Final		e8aab3a5971505216743f9093eb473946ba4b82b
org.hibernate	hibernate-search-backend-jms	5.10.9.Final		829db2a0776e9ab788b24cab8888072627ce2c91
org.hibernate	hibernate-search-backend-jms	5.11.0.CR1		6baeede45d3f9233da7aeb42540421f8911637e7
org.hibernate	hibernate-search-backend-jms	5.11.0.Final		19faa962b035f2f4af84b719cd02708e2efd05a5
org.hibernate	hibernate-search-backend-jms	5.11.1.Final		20d3bb2bea0371bab5d0be03302dfdd37bbe32da
org.hibernate	hibernate-search-backend-jms	5.11.10.Final		474f17fd90a449147f6336f07d82cfcdf36dc6ca
org.hibernate	hibernate-search-backend-jms	5.11.11.Final		8cfe16b09c938a64689f7bfdf96f54c16d25b9f2
org.hibernate	hibernate-search-backend-jms	5.11.12.Final		32b45240ed7e20d10bc48d038f8d5e0896666ca5
org.hibernate	hibernate-search-backend-jms	5.11.2.Final		6e0f8ec3c7986c1c4e2cd745b5f345404df4672e
org.hibernate	hibernate-search-backend-jms	5.11.3.Final		2433c65180b5eaff7ba268868096d98d543908d9
org.hibernate	hibernate-search-backend-jms	5.11.4.Final		edf57ab34b2525e713f35fcd5058128b6a2a3ebc
org.hibernate	hibernate-search-backend-jms	5.11.5.Final		b03780b4a86ddbd1b28a42ad0e1cc67470399ed6
org.hibernate	hibernate-search-backend-jms	5.11.6.Final		b0d39b54ec2219bdd5e72c8a563edbe3916fa2ba
org.hibernate	hibernate-search-backend-jms	5.11.7.Final		b5080502bf53090e4d55ba4bb9326687fdc5ad01
org.hibernate	hibernate-search-backend-jms	5.11.8.Final		75b9743fc45ca678a6af34d01b003464b12852d0
org.hibernate	hibernate-search-backend-jms	5.11.9.Final		36369925493a6045453e7337fd608de1ac78e240
org.hibernate	hibernate-search-backend-jms	5.2.0.Beta1		c57b7a8951ffc69e4e67cb000f9ca23681172ad5
org.hibernate	hibernate-search-backend-jms	5.2.0.Final		18706f16a6ed52a019bee4b7da46f38c08a5f91f
org.hibernate	hibernate-search-backend-jms	5.2.1.Final		bcdcd2c6db631b6d7abfdb27829ea998ecea2227
org.hibernate	hibernate-search-backend-jms	5.3.0.Beta1		7c4177162ccad3657817e9879185ed53d7cfd8a6
org.hibernate	hibernate-search-backend-jms	5.3.0.Beta2		47272966ab648db0b71fd704ff9bad503d0db5fb
org.hibernate	hibernate-search-backend-jms	5.3.0.CR1		13d7261c8f060bfdcf51399384b066a86ee61d9f
org.hibernate	hibernate-search-backend-jms	5.3.0.Final		c213738457d87d16981897f2a92e1f7087ac2564
org.hibernate	hibernate-search-backend-jms	5.4.0.Alpha1		d99397d3a85fa0e626834ef24c09dd77a9192605
org.hibernate	hibernate-search-backend-jms	5.4.0.CR1		62a89eee554b27938b9a74cd7a45c840e3a3d9e2
org.hibernate	hibernate-search-backend-jms	5.4.0.CR2		0bd59779b26bb7264525f54a1fa06913cefec900
org.hibernate	hibernate-search-backend-jms	5.4.0.Final		b5b593dfdf0bcbf38184711bae8734de1c7bf012
org.hibernate	hibernate-search-backend-jms	5.5.0.Alpha1		d1da61c63e5d91236700b3b1969ad70dd474a8c4
org.hibernate	hibernate-search-backend-jms	5.5.0.CR1		59110d34ae2011131a22fb5d11dda3ce5caad10f
org.hibernate	hibernate-search-backend-jms	5.5.0.Final		f2524749728939b0dd170c0b1333d2da01f7ed58
org.hibernate	hibernate-search-backend-jms	5.5.1.Final		d044af12a465b614f94d58f4c170636dea37be0d
org.hibernate	hibernate-search-backend-jms	5.5.2.Final		533857effdf8b55827d6e972be6695affe35cdb3
org.hibernate	hibernate-search-backend-jms	5.5.3.Final		865bbda76586ed3bb9306612c23d8ef74562c3fc
org.hibernate	hibernate-search-backend-jms	5.5.4.Final		dda2760a7aa7b7e48385f88d2097bd5cb11e9340
org.hibernate	hibernate-search-backend-jms	5.5.5.Final		924e83bf2faafa607783dad0071bfc8d543671eb
org.hibernate	hibernate-search-backend-jms	5.5.6.Final		16fd5cc25ddf864b016730000cc4588037c2ba4d
org.hibernate	hibernate-search-backend-jms	5.5.7.Final		343fbd989c002672851f8bc5c7790e93c82c8d97
org.hibernate	hibernate-search-backend-jms	5.5.8.Final		0e10f1ec2ddb755aefba5ef90e2920416ee2abaf
org.hibernate	hibernate-search-backend-jms	5.6.0.Alpha1		e50203583d6125d162cdadb82fe4b66f06bedbf3
org.hibernate	hibernate-search-backend-jms	5.6.0.Alpha2		ae8a8e3b11719d72a960b5ce2e1dd2d42a9a6171
org.hibernate	hibernate-search-backend-jms	5.6.0.Alpha3		f160eb7724ed0a5cf017863bedd9e3dd962f7833
org.hibernate	hibernate-search-backend-jms	5.6.0.Beta1		0c3b551b2e68eaa06ab3841c4c72009bca7717e7
org.hibernate	hibernate-search-backend-jms	5.6.0.Beta2		19e27a4d49d4861e840c314ba60cd64b674897ea
org.hibernate	hibernate-search-backend-jms	5.6.0.Beta3		b5639c9dd2e478861933653a77ad66a333f5eedf
org.hibernate	hibernate-search-backend-jms	5.6.0.Beta4		acda4ec084d7b75a3e526726955b7259049cd6c5
org.hibernate	hibernate-search-backend-jms	5.6.0.CR1		8263eca32f89b7f70df21851ea6c6071da90fa87
org.hibernate	hibernate-search-backend-jms	5.6.0.Final		8fff704976dc543853c5feaed0c98a9d1e1b7f07
org.hibernate	hibernate-search-backend-jms	5.6.1.Final		29e14ed804e52518540121097caf7c392d329bcc
org.hibernate	hibernate-search-backend-jms	5.6.2.Final		bdd7d8d9e60f9c10ed00a141a66528020c4ce409
org.hibernate	hibernate-search-backend-jms	5.6.3.Final		480e09a0acd5b16dacbfa6f54a3e361de2a9d87c
org.hibernate	hibernate-search-backend-jms	5.6.4.Final		325ef4154e2ecde4ccb54313cb800beac884c280
org.hibernate	hibernate-search-backend-jms	5.6.5.Final		8fc592f74a6dbcf9ac2774a8178f356a4e33f39d
org.hibernate	hibernate-search-backend-jms	5.6.6.Final		e114375cea578f534fa6596aab98e70b5b1078f0
org.hibernate	hibernate-search-backend-jms	5.7.0.Alpha1		7d087249139f952b5ce1470dea27d89d1600dc23
org.hibernate	hibernate-search-backend-jms	5.7.0.Beta1		fe24140f6b3634af425bb06d279bb005f2c39ae7
org.hibernate	hibernate-search-backend-jms	5.7.0.Beta2		520d12fa2c6a7c6a17739785495054a6f4375635
org.hibernate	hibernate-search-backend-jms	5.7.0.CR1		e516ddd1bf12d7952d4fd6356efe41cc63a1551f
org.hibernate	hibernate-search-backend-jms	5.7.0.Final		c2596d9480f5826bf1d11cd410730a374d792cad
org.hibernate	hibernate-search-backend-jms	5.7.1.Final		816904d7bbbadcc5a0f6348dd0128b92adb2ff53
org.hibernate	hibernate-search-backend-jms	5.7.2.Final		1d543b9d69f472027f5ae822ca65385f1cc78ecb
org.hibernate	hibernate-search-backend-jms	5.7.3.Final		695b8c6cc13cae49b8f682cf017364ffd59ad246
org.hibernate	hibernate-search-backend-jms	5.8.0.Beta1		f782308f2e8fe2c459e07a1c194096935ce7b90e
org.hibernate	hibernate-search-backend-jms	5.8.0.Beta2		7ba7131657a9ae9ff9feda18f6998a483c83f9bd
org.hibernate	hibernate-search-backend-jms	5.8.0.Beta3		656ecd6f3dc22014e5b3e2ce3549546ed5c716a9
org.hibernate	hibernate-search-backend-jms	5.8.0.Beta4		955f870b37d771fafe960ebaaf9771762b8486a0
org.hibernate	hibernate-search-backend-jms	5.8.0.CR1		f57b75e6e906e16d6c2aadb9833db53a8e79b405
org.hibernate	hibernate-search-backend-jms	5.8.0.Final		89bb4a5e8acd1ad06fdc6e62796a645cf738c17c
org.hibernate	hibernate-search-backend-jms	5.8.1.Final		da99df7ba10790cde3fae0fb84a5ce296c8a258b
org.hibernate	hibernate-search-backend-jms	5.8.2.Final		5fdd5cc4114cbff8f18f42d15387a7390a2a7717
org.hibernate	hibernate-search-backend-jms	5.9.0.Beta1		395931404a3ae44a0060bb5a300e9f677bef48e4
org.hibernate	hibernate-search-backend-jms	5.9.0.CR1		014a69ffc84dedc7400e403225850da8dbade456
org.hibernate	hibernate-search-backend-jms	5.9.0.Final		17c3d52cbb8c6060b9a4b4fc76906c87a652b70e
org.hibernate	hibernate-search-backend-jms	5.9.1.Final		505f9b1527a61250b93f4c33fa97bae6cdb5aa84
org.hibernate	hibernate-search-backend-jms	5.9.2.Final		eb7708db852f1c7d31dfeb01f812d4948bf3d44f
org.hibernate	hibernate-search-backend-jms	5.9.3.Final		7eb86802066be29e6e8559f19662cab66682ce81
org.hrodberaht.inject.plugin	inject-activemq-plugin	3.0.0		b03af02cd9ad0aebe2e436315467a9829342a28a
org.hrodberaht.inject.plugin	inject-activemq-plugin	3.0.0-RC1		4c0081abb11e42b99ccc46a111a49ac1debcd578
org.inurl.shardingsphere	sharding-spring	4.1.0		N/A
org.kie.guvnor	guvnor-docs	6.0.0.Alpha7		N/A
org.kie.guvnor	guvnor-docs	6.0.0.Alpha8		N/A
org.kie.guvnor	guvnor-docs	6.0.0.Alpha9		N/A
org.kie.guvnor	guvnor-docs	6.0.0.Beta1		N/A
org.kie.guvnor	guvnor-docs	6.0.0.Beta2		N/A
org.kie.kogito	kogito-addons-quarkus-serverless-workflow-python-integration-tests	1.40.0.Final		4c9adc31033d0acc8b7e259675078a2fc1a2ce4a
org.kie.kogito	kogito-addons-quarkus-serverless-workflow-python-integration-tests	1.40.1.Final		bc876326d5a698d5e3e276c42a4ed510ea3550dc
org.kie.kogito	kogito-addons-quarkus-serverless-workflow-python-integration-tests	1.40.2.Final		e5fdf56617469e8d7cce5576938463346313973d
org.kie.kogito	kogito-addons-quarkus-serverless-workflow-python-integration-tests	1.41.0.Final		8c6666761e8aa812c5c3d3d425a68aae321ea96a
org.kie.kogito	kogito-addons-quarkus-serverless-workflow-python-integration-tests	1.42.0.Final		61c2c800015c3614729b56acff7c2e85dc93ef6b
org.kie.kogito	kogito-addons-quarkus-serverless-workflow-python-integration-tests	1.43.0.Final		0d8e712a69054e5d84565ca72ca49a8d1353bb5f
org.kie.kogito	kogito-addons-quarkus-serverless-workflow-python-integration-tests	1.44.0.Final		0734c9e4ad45a01af7ba69933af4b356947cf3a8
org.kie.kogito	kogito-addons-quarkus-serverless-workflow-python-integration-tests	1.44.1.Final		1a258512883ec0771423fe4c13f8cfe70e5fe6ce
org.kie.kogito	kogito-addons-quarkus-serverless-workflow-python-integration-tests	2.44.0.Alpha		94dd6bc542d84926796b9fa2a3abfbfc794d5cf9
org.kodein.memory	kodein-memory-crypto-iosarm64	0.10.0		N/A
org.kodein.memory	kodein-memory-crypto-iosarm64	0.10.1		N/A
org.kodein.memory	kodein-memory-crypto-iosarm64	0.10.2		N/A
org.kodein.memory	kodein-memory-crypto-iosarm64	0.11.0		N/A
org.kodein.memory	kodein-memory-crypto-iosarm64	0.9.0		N/A
org.lecturestudio.stylus	stylus-awt	0.1.0		5e3fe26c6793e7cbea246e83b13e8aed06d07f4c
org.lecturestudio.stylus	stylus-awt	0.2.0		37933db116b11e99eb7db5269b3f41d2c56ded91
org.lecturestudio.stylus	stylus-awt	0.3.0		c37791e02bbff167a9e5b797ce1cd9ac95006612
org.mvnpm	mos-plugin-dependencies	2.2.0		a1a9e8f1da463eb054ea262e9579f74ea4c55bc7
org.mvnpm	mos-plugin-dependencies	2.2.2		8dc70f9f64cff8a4d5b0980f8080db0dd35d6ab5
org.noear	water.client-solon-plugin	2.0.1-b1		7e9e5068ab7c99d2795e2c20705b3715c24a1848
org.noear	water.client-solon-plugin	2.0.1-b2		56c315f968c1fb36666b626f656264c6b9cbfc59
org.noear	water.client-solon-plugin	2.0.1-b3		8a0ac2b8ab845fad2f37eda07c851fbc6201dfaf
org.noear	water.client-solon-plugin	2.0.1-b4		445bd583216fb71863b382fed19ead05decafa70
org.noear	water.client-solon-plugin	2.0.1-b5		c4331de3ddd4e5886be6f244c81c75b285f82675
org.noear	water.client-solon-plugin	2.0.1-release		f8bde855552a1bbe497e886991d49b9bf47899e6
org.noear	water.client-solon-plugin	2.0.10		b29b6a28f60846b94d01f7b6231c2b0d8e6e07e6
org.noear	water.client-solon-plugin	2.0.12		fb44566059e4d91a34ef59bef33353f7185e2a13
org.noear	water.client-solon-plugin	2.0.13		a49dcb7033f058ebf01f590feeb10728e6278756
org.noear	water.client-solon-plugin	2.0.14		d4bd9a2c60c6215752da26a6572ac6ea742562e5
org.noear	water.client-solon-plugin	2.0.15		ec78eef851155c97112aa5a2a432d18af7a4828b
org.noear	water.client-solon-plugin	2.0.16		3fb53937eb87a8301dfeeac078afb971974ee837
org.noear	water.client-solon-plugin	2.0.17		32a02403e88f342dfa1edb6f7447f599cf606822
org.noear	water.client-solon-plugin	2.0.18		d2114331432d83561b250ba367a893e98163a3ff
org.noear	water.client-solon-plugin	2.0.19		9861ebf70ac187831ee6632232f11bcddc14a2fb
org.noear	water.client-solon-plugin	2.0.2-release		d7131d856b3120a47174823c519fac0c0f7ef802
org.noear	water.client-solon-plugin	2.0.20		605aa1d31c3f84b23e90bcbd84a98d366dcd700f
org.noear	water.client-solon-plugin	2.0.21		74c9fc4d15dadc4728a32e193285707b9b729778
org.noear	water.client-solon-plugin	2.0.22		6fd58b58d2dba3a4df2292ea7287469dbcb0a068
org.noear	water.client-solon-plugin	2.0.23		7acec785bddf947964bbba4e8bb7d4cccf355ef1
org.noear	water.client-solon-plugin	2.0.24		9ca206a3785c1db9b63743b5b59f712f6c8d5c15
org.noear	water.client-solon-plugin	2.0.25		d17c6b93d23c1ab49dbb31b03667d39a76e410ca
org.noear	water.client-solon-plugin	2.0.26		681cede78edef368aaa78fabac9d52ee31635441
org.noear	water.client-solon-plugin	2.0.27		5ee83b4dde2917404f04648252d77e5e54de66e1
