by.exonit	swagger-play2-play26_2.12	1.0.0		a66c4bafb96bc11a61ed78a85e885a63966b3844
com.github.bibsysdev	core	1.29.2		ad7842abc19ba349b9dcc172d58fbfdea779cbc9
com.github.bibsysdev	core	1.29.3		676736c0f1c5c740638a1b03a6f25e04d6b9af56
com.github.bibsysdev	core	1.29.4		9494c3689ab806d9529c18dd7ae9cf066e1d3170
com.github.bibsysdev	core	1.3.0		a66fe11fa1808c9c0934923d7f92d0255b524c90
com.github.bibsysdev	core	1.30.0		8d5fb100a3603226e2bae6114e87e98a5efde096
com.github.bibsysdev	core	1.30.1		b0ea789337ba0a701c6b6e616863072db5d97429
com.github.bibsysdev	core	1.30.2		dc1193d0b61b87afb75b9a7850e3a415af76bcc9
com.github.bibsysdev	core	1.30.3		e2866a15530287a2ae7d255787e4ebbdf81217cc
com.github.bibsysdev	core	1.30.4		4cf7b44b941d8d49ad8e28dac90bf021c907a238
com.github.bibsysdev	core	1.30.5		af0c8adeb08cb2a0ff4e5a88fee53dee3e1ab837
com.github.bibsysdev	core	1.31.0		99d31e76cd61393fde29a2198d85489cdc14bf8c
com.github.bibsysdev	core	1.31.1		43820cbedc3fe03a4dc93dbc7a8338b0c3b34642
com.github.bibsysdev	core	1.31.2		0cc4fe90a4552c1ff8d8bd63c16f640194debbb0
com.github.bibsysdev	core	1.31.3		8ad813ed8d4ce9e82026b601f84bf8b50e298916
com.github.bibsysdev	core	1.31.4		987086d92c418b24005787680f9c8ebf8b339e34
com.github.bibsysdev	core	1.31.5		ff0e5a0fb9572854bbac898ccc9cd7d618169da7
com.github.bibsysdev	core	1.31.7		e3c319fdfd6141b4594755b44eb2315b30a87683
com.github.bibsysdev	core	1.31.8		eb13db15bb669becbe3f77f3a2b8335bbddee862
com.github.bibsysdev	core	1.31.9		5a6caa1d8a6f0a614b34c64803d1c639b73521c3
com.github.bibsysdev	core	1.32.0		45f78434010ffabd37cf76b0afafd300950c717a
com.github.bibsysdev	core	1.33.0		cef73f22dc684fd8a121ab3580897c8395ab3da3
com.github.bibsysdev	core	1.34.0		2264783900634c1df766196ba2bcc207ff3d3036
com.github.bibsysdev	core	1.35.0		23c889fad9d3762ba65db5def7d7451462eb1f3a
com.github.bibsysdev	core	1.36.0		116b633839fa07b3f6f2951e3afab9bef6639cdc
com.github.bibsysdev	core	1.36.1		89ef5d0806dfeaa749edbc725de6a58e041c1d79
com.github.bibsysdev	core	1.36.10		442cdd186f00b7f504424e62809add719df71314
com.github.bibsysdev	core	1.36.11		8b02c422692f28a10260972fd3759b66d4ab8869
com.github.bibsysdev	core	1.36.12		4ff9394ead56f6d680f31d2f6890d8d34163d87b
com.github.bibsysdev	core	1.36.13		cd8821d951a7a62b7b02f557417e8d4ab57aedc2
com.github.bibsysdev	core	1.36.14		e051eb9e69e16e15d7d41da8e83ae769b713df41
com.github.bibsysdev	core	1.36.15		7b91abba83a49b62022cd388c2b08428f39d9818
com.github.bibsysdev	core	1.36.16		f550e278b5a890827a8feacdf7a233500062b1ec
com.github.bibsysdev	core	1.36.2		4de6fd8c28bba0115cae56c15929b12a881238fb
com.github.bibsysdev	core	1.36.3		757cab8100022364bd440cd33e99da905ad08a66
com.github.bibsysdev	core	1.36.4		6d7dcd2a56c6c4bb11bda5518fa8e8418f4c3ac3
com.github.bibsysdev	core	1.36.5		d4b9dc4aa5f70347b92b84ef6f6cf0fa3c0c049d
com.github.bibsysdev	core	1.36.6		101e9e93cf8fe7bcd8a1be898ceaf6b33ae318dd
com.github.bibsysdev	core	1.36.7		4504d4924a3fd9bff339f48b02fbef513a172329
com.github.bibsysdev	core	1.36.8		221dfbbf5ff8ef3d2c7ba7f417eb642e934c2dde
com.github.bibsysdev	core	1.36.9		69bd5745aa74889cad9e94defa202f47d04ca846
com.github.bibsysdev	core	1.37.0		a234c535cfe62993788b7e95721798d5194da950
com.github.bibsysdev	core	1.37.1		74c96966badbf685be811aa3c8ad8955f76c21ef
com.github.bibsysdev	core	1.37.2		ee1500002f9529fde163d8aa4f5437f7b5cff449
com.github.bibsysdev	core	1.37.3		585c6d6f913043f3a83deeb651de1369c9c53504
com.github.bibsysdev	core	1.37.4		2665c06079a1702570eb05341e9d1d6e36dfc60e
com.github.bibsysdev	core	1.38.0		e4675531f5c011db6b70a98911c06700ddf838f0
com.github.bibsysdev	core	1.38.1		1a0a504fd455a0964ca56be9ac912262a2843e8a
com.github.bibsysdev	core	1.38.2		d54ba658b6f9a59077692e787f59d0f26e40fef2
com.github.bibsysdev	core	1.38.3		2f81e6ab2de68be21dc8feeeb6437bab4ac488a4
com.github.bibsysdev	core	1.39.0		cd3106a309aedd535ae098d6b7f33c8759913e82
com.github.bibsysdev	core	1.39.1		0762eb89c63f200460e6c3c8eb1a0c470033ff77
com.github.bibsysdev	core	1.39.2		cd049439cfa0752cf38c06d1b851cb49f5ce0f8d
com.github.bibsysdev	core	1.39.3		c9d3d8b4d28840dd31ba2f0c4e50d8b92987c699
com.github.bibsysdev	core	1.39.4		90867804bfab3c2cd89d68185b0f7bd1622223f8
com.github.bibsysdev	core	1.4.0		bf23c7b02f2b225c41dd4936b797196412a4205f
com.github.bibsysdev	core	1.4.1		6f0e04564dce2c0f296c2ead683e4ab55d31fb26
com.github.bibsysdev	core	1.40.0		f987c0db98b93045d3f390c8353e8db38e8fb1f4
com.github.bibsysdev	core	1.40.10		4f3ab750a5c6c27e7d4c8e777ccf94558750c8dd
com.github.bibsysdev	core	1.40.11		07042d821e88993d4581adf75d989c2deee6ca3c
com.github.bibsysdev	core	1.40.12		b3c5250c7fd961cf2ab5b56f0499829e87cd771f
com.github.bibsysdev	core	1.40.13		c831e7732e12ab1dbe0f4e712dc8eb99fff99355
com.github.bibsysdev	core	1.40.14		e2e6b53fb5c1af8094a474100467ead512243173
com.github.bibsysdev	core	1.40.15		7fc8d1917491cc560af1eacb4b422f7bcd414a57
com.github.bibsysdev	core	1.40.16		9fa65456e99540b783055f8da9357333ce726da3
com.github.bibsysdev	core	1.40.17		8f02688f65e1fec91e46bd58d9254236ee7131de
com.github.bibsysdev	core	1.40.18		52bdaa5056461ab399a257fd4cca9854edafa08f
com.github.bibsysdev	core	1.40.19		0ce678b89c2a2490e7d2710aecf2a7de142a2501
com.github.bibsysdev	core	1.40.2		8c53a264c6b1e540bcd234f5f1929b941f17dc11
com.github.bibsysdev	core	1.40.20		05f48263aca015e3e04ddd45b24c1ec415ed5d04
com.github.bibsysdev	core	1.40.21		53118ce81f82e34233b33bb370071d3d3e56c921
com.github.bibsysdev	core	1.40.3		82bc4bea1039abba583eefc06d2fb08c83608295
com.github.bibsysdev	core	1.40.4		157fef6217ab6635c10023e39d1de9d2f7a59814
com.github.bibsysdev	core	1.40.5		b2ea42e193e5f51c864af36d118b8400a2f78833
com.github.bibsysdev	core	1.40.6		6afbcd305d6080e75592d16240c544155273c54f
com.github.bibsysdev	core	1.40.7		316e0b697a25bc79ac4b67362a1f8387caf781b8
com.github.bibsysdev	core	1.40.8		bb704067c7106e9608667b726ff88fd3f8eeeb6a
com.github.bibsysdev	core	1.40.9		79928d701ec83a34150a9ea11f9bfadb219a18d4
com.github.bibsysdev	core	1.41.0		589f806c02d679c2522925a24a05fcc36bb8c17e
com.github.bibsysdev	core	1.41.1		e5b0ec75a6f12f021531d017603c781883471407
com.github.bibsysdev	core	1.41.2		1e457b42f851f4e907694fae978c90b804e9f757
com.github.bibsysdev	core	1.41.3		edd9c4e6a18b1300d755f28c4c1698bf19527a01
com.github.bibsysdev	core	1.41.4		24dd7fd6cd7d3e73199fbeb0c3fefa314da5a293
com.github.bibsysdev	core	1.41.5		c264f453a617996c76459e473ceff1fa12e93cda
com.github.bibsysdev	core	1.41.6		c3b05b1f263eeba4ae6cd77fdb186a0928372f28
com.github.bibsysdev	core	1.41.7		4c0800c1772296624c7cabce3ee391eaae2cec32
com.github.bibsysdev	core	1.41.8		c9490596c429ea068bac786e9d02da260f840599
com.github.bibsysdev	core	1.41.9		8dbcc9b634143c8cdcb6cb71e843eaf452440e99
com.github.bibsysdev	core	1.5.0		426abd6c1dd22b5c1174309cf6612699bd6fb2ae
com.github.bibsysdev	core	1.5.1		feb0dbb768dd54cd07e3090bcb14cedcdc39438a
com.github.bibsysdev	core	1.5.10		3f34d4c5d9804976b0a18c95146e51d7f6bed43a
com.github.bibsysdev	core	1.5.11		75a3eac5f3356aafbf0350d790bb5cdd51fc981f
com.github.bibsysdev	core	1.5.12		1b7447cf013d91b75a889fdb2dc3882135bda640
com.github.bibsysdev	core	1.5.13		77abd4e605025910958bd81e13f245811f205f55
com.github.bibsysdev	core	1.5.14		4736554dbeaae53900c0a34efed60a39c01c87f7
com.github.bibsysdev	core	1.5.15		4b272f304875173c30da87503bc109052d9379bb
com.github.bibsysdev	core	1.5.16		900ee16fdb8b95b43a431f6c893048115e727900
com.github.bibsysdev	core	1.5.17		072c0a1fb7e1558b37aeeaf570a6281648d7e0d3
com.github.bibsysdev	core	1.5.18		75624dc8bdfc4d496cb776a58c8cb15c60cc9d08
com.github.bibsysdev	core	1.5.2		db54e04bda797ab0ec72203aa8c6ca6685d981f5
com.github.bibsysdev	core	1.5.3		f225333f55df2023ff1c8d58dabe38b20ff92a99
com.github.bibsysdev	core	1.5.4		862446502a4b6b6faf66b03d053f21e4292e6c28
com.github.bibsysdev	core	1.5.5		bd364134a4493b68f6cdeabc94e472a1d9b09424
com.github.bibsysdev	core	1.5.6		3f467458375ca9608b1300c73ef38b7df8a79950
com.github.bibsysdev	core	1.5.7		2a5a57a298f6a9e984d283672c2a466089aed62d
com.github.bibsysdev	core	1.5.8		9198ac932e577ae6e4b72faf8859d1b46f4fff48
com.github.bibsysdev	core	1.5.9		5576533be6a6fd9fdf357c52f100487617f0a112
com.github.bibsysdev	core	1.6.0		4c890ad2c1b954f694e074a15bd89f02cdebed40
com.github.bibsysdev	core	1.7.0		a78c122827589e89c3c898a53dc8040107f6ec1d
com.github.bibsysdev	core	1.7.1		5cb4df27b07f74726d02eba016b3ebe8cd2cfd38
com.github.bibsysdev	core	1.7.2		1cfe5e5232a011279010d84a059a593446ee2f06
com.github.bibsysdev	core	1.7.3		9949686a60a84f34f9ca1d70e1e2393ba0b83b28
com.github.bibsysdev	core	1.7.4		e48367280a6a489feb532d856042721a82ddb5a5
com.github.bibsysdev	core	1.7.5		327ec3d1046de838342c60726eb6ef22450efb70
com.github.bibsysdev	core	1.7.6		e1f653c44fc1de7352a6eea45dc554754a50ad90
com.github.bibsysdev	core	1.7.7		064ade9f5ce3ecd6cbd4759ade1efc488da1db9d
com.github.bibsysdev	core	1.8.0		16ee7fe1ca270e0588aec271035ef30b2db92296
com.github.bibsysdev	core	1.8.1		05db4fcf3ace972ea6f1c13eb2a735de8504c7df
com.github.bibsysdev	core	1.9.0		db3e98f99cf5cae9597416519b32eaa52d2e08f0
com.github.bibsysdev	core	2.0.0		511a4fd7d3ffebab57601d338589d50f848a6c1c
com.github.bibsysdev	core	2.1.0		252c520133b332dc64360d2107ea4c72c52e5dd2
com.github.bibsysdev	core	2.1.1		7f904c950cb99c5e56a7b7381c7de1b842d431c1
com.github.bibsysdev	core	2.1.2		37506677e35e27a6416798f30570b8d04a8f45a7
com.github.bibsysdev	core	2.2.0		efb7748a4697ee3c14b0b642d631d7f92cb8b915
com.github.bibsysdev	core	2.2.1		c60ef046680b4686db378d4c04a7b9cf1af4417f
com.github.bibsysdev	core	2.2.2		b2c11188085265e95d38457bab57f75205c8cc37
com.github.bibsysdev	core	2.2.3		819c994353e8678bc4098a13e2ef33029d62f653
com.github.bibsysdev	core	2.2.4		a48d394f61b487d4f667adbe9a00f181d107d709
com.github.bibsysdev	core	2.2.5		82d53ee207ae35e1b64e4cea848058c0a7ab7c01
com.github.cukedoctor	cukedoctor-maven-plugin	0.1		88739c5bfb6c92487c50c25b653d6e071e4975e4
com.github.cukedoctor	cukedoctor-maven-plugin	0.2		a966ebd64f30c346ccbef4238932c34cab5db039
com.github.cukedoctor	cukedoctor-maven-plugin	0.2.1		24569d687b1b78cafa6da6903de9a5bd1577d14f
com.github.cukedoctor	cukedoctor-maven-plugin	0.3.0		82a5fa136aa5a5504f56f75b2fa2f662ab6f2bb6
com.github.cukedoctor	cukedoctor-maven-plugin	0.3.1		3b761666e803a583899733117ce0a504c0df6eab
com.github.cukedoctor	cukedoctor-maven-plugin	0.4.0		c516f21784651fa21f0b0ed98d1cf7ae3d3697e0
com.github.cukedoctor	cukedoctor-maven-plugin	0.4.1		589e09efd20240b34579189e624fb724c10444ae
com.github.cukedoctor	cukedoctor-maven-plugin	0.4.2		dc472c9040fb0398993a435517a9e8eec2c55db0
com.github.cukedoctor	cukedoctor-maven-plugin	0.5.0		97c8535c1b424d437637c0266fb975a938dd5976
com.github.cukedoctor	cukedoctor-maven-plugin	0.5.1		1815c565cc0a5e9ccad57427a4288aeec8b5bcb3
com.github.cukedoctor	cukedoctor-maven-plugin	0.6.0		93ba218824de4a841c12029cbe9f4e44557cfc65
com.github.cukedoctor	cukedoctor-maven-plugin	0.6.1		2f6cda0df9cc53406d1f8f53a8370a51c5586c99
com.github.cukedoctor	cukedoctor-maven-plugin	0.6.2		dcfb2eab7461287076e3d5a30f853b4dcfe47774
com.github.cukedoctor	cukedoctor-maven-plugin	0.7.0		d7a0452ee5dc08aba57ef4553d0fba2e085cd073
com.github.cukedoctor	cukedoctor-maven-plugin	0.8.0		605d240a32c393fa45791a083f625560fbf70b83
com.github.cukedoctor	cukedoctor-maven-plugin	0.9.0		e0ae862af2c54b46cc96501f57e8243bf567e2b0
com.github.cukedoctor	cukedoctor-maven-plugin	0.9.1		e33fe4ce5751db053d2173e2c094d3b1a2f091ba
com.github.cukedoctor	cukedoctor-maven-plugin	0.9.2		35147eca91ec2fe63adf6f73be4a22630322d1bc
com.github.cukedoctor	cukedoctor-maven-plugin	0.9.3		914213b7c388365f12041b950718424a8b0474ce
com.github.cukedoctor	cukedoctor-maven-plugin	0.9.4		41283355c5bb27e8515677024476735496624cb0
com.github.cukedoctor	cukedoctor-maven-plugin	1.0.0		19b7e1922045f693a280dc99d63981e36def6674
com.github.cukedoctor	cukedoctor-maven-plugin	1.0.1		abeba5724c1e22f77ffb7ec3af40e10b9d21d56d
com.github.cukedoctor	cukedoctor-maven-plugin	1.0.10		d2e2e8888c343aa1d23ecdb5e8af531b6a57e15b
com.github.cukedoctor	cukedoctor-maven-plugin	1.0.2		5b6de44eafe216d01459a70bd15cde1dad86208f
com.github.cukedoctor	cukedoctor-maven-plugin	1.0.3		ebf8a2ba8b36ad006dc17ab19132d82728fb1d70
com.github.cukedoctor	cukedoctor-maven-plugin	1.0.4		1020a70c4e1782f81bcd84d5d8d453d878e58688
com.github.cukedoctor	cukedoctor-maven-plugin	1.0.5		3bb2e9277fea8dcf2bddb68c6ae3d5db7241e81b
com.github.cukedoctor	cukedoctor-maven-plugin	1.0.6		f0fe86f567a042695a0e92f2aaf5066bfdc5c44a
com.github.cukedoctor	cukedoctor-maven-plugin	1.0.7		033649b758f0d5b2122daaba965ef2bdf9443ba5
com.github.cukedoctor	cukedoctor-maven-plugin	1.0.8		0c03a1869330c635cd85ee236a69475560675303
com.github.cukedoctor	cukedoctor-maven-plugin	1.0.9		7485e11f808a4fc9e50a8c6399f40c6aac621729
com.github.cukedoctor	cukedoctor-maven-plugin	1.1.0		35c377dc3916b86f1064eec757b5e637159f08f1
com.github.cukedoctor	cukedoctor-maven-plugin	1.1.1		6032cd24c73efcb6f7c7223fc20bb9b4b70edc88
com.github.cukedoctor	cukedoctor-maven-plugin	1.1.2		8cf350d445f90cbf01f47c0dcd0808d0f9b3eb8a
com.github.cukedoctor	cukedoctor-maven-plugin	1.1.3		b99c698a3b10000356678e6a0b99ec76498778db
com.github.cukedoctor	cukedoctor-maven-plugin	1.2.0		4264a8c8dc11ef99017594a9f820909f42d61985
com.github.cukedoctor	cukedoctor-maven-plugin	1.2.1		d32c5a8ef606ff930d89034fed511d0ac4c090a1
com.github.cukedoctor	cukedoctor-maven-plugin	2.0		ad9bf1c337a1ae6488ea79b03e5acd6e763eecf8
com.github.cukedoctor	cukedoctor-maven-plugin	2.1		67c6ec75abc3b2eba5722f6a618dd8c1dd3389e8
com.github.cukedoctor	cukedoctor-maven-plugin	3.0		59e21cf84e6a5dcc51e997a607f966ca2e3817dc
com.github.cukedoctor	cukedoctor-maven-plugin	3.1		97817aa6c133138ef07eace5ed2e30bac77111ba
com.github.cukedoctor	cukedoctor-maven-plugin	3.2		8c712481d071a8a5be5d3af663085054dd7ed36c
com.github.cukedoctor	cukedoctor-maven-plugin	3.3		8ee10fa39edd2f438789376d3cc073b531bbb0bf
com.github.cukedoctor	cukedoctor-maven-plugin	3.4		a63fe6e42eade87178072badcbfe3cef810afbbc
com.github.cukedoctor	cukedoctor-maven-plugin	3.5		89cc0e747e5588604a5ab5b31e047019abbc98ee
com.github.cukedoctor	cukedoctor-maven-plugin	3.5.1		97a9226b3d14aa812c6a4a4a0e7744aefbfa2865
com.github.cukedoctor	cukedoctor-maven-plugin	3.5.2		938b5b88d16a055bb59f64289cc24f5c7107ac5b
com.github.cukedoctor	cukedoctor-maven-plugin	3.6.0		038520f6953a46a3dd60541c9dfe951a0aad4fd4
com.github.cukedoctor	cukedoctor-maven-plugin	3.7.0		875a4e64a068fb7e6d4aa2e20f40d6fd8159ecf9
com.github.cukedoctor	cukedoctor-maven-plugin	3.8.0		0495ca2ad18746488171d3bf7294e1d213aefb86
com.github.cukedoctor	cukedoctor-maven-plugin	3.9.0		5e300ccaa82b1b4e0f62cce868f4b92960c3b09c
com.github.igor-petruk.archetypes	maven-archetype-scala-executable	0.1		533a6a833eb03e4acd795aa1e9ee3cf7f758e15c
com.github.japgolly.fork.monocle	monocle-state_sjs0.6_2.11	1.2.0		52235738766abbd685b994ddb8392332b7894818
com.github.japgolly.fork.monocle	monocle-state_sjs0.6_2.11	1.2.0-2		e2b153f9476d8ce55fd29ba53f56f76eed03e230
com.gitlab.java-ebms-adapter	ebms-adapter-web	2.15.2-mic		N/A
com.google.apis	google-api-services-cloudsearch	v1-rev1-1.18.0-rc		e978c2d3bb08bf7a0e70b1c08ba306a9d012556f
com.google.apis	google-api-services-cloudsearch	v1-rev1-1.19.0		099227eb45201d21c54da5d1cd2705bff0561d1e
com.google.apis	google-api-services-cloudsearch	v1-rev1-1.19.1		04e3bcac57d427823a91078ec7c71072595ccab2
com.google.apis	google-api-services-cloudsearch	v1-rev1-1.20.0		1bad19672cf908f3b7f7cac3dae90c0f2ef78777
com.google.apis	google-api-services-cloudsearch	v1-rev16-1.18.0-rc		87a3097156e24b67a9c14f0f700baf113a177419
com.google.apis	google-api-services-cloudsearch	v1-rev16-1.22.0		fe7d7143adb101e88754cb1ca6d0c36789faf8e8
com.google.apis	google-api-services-cloudsearch	v1-rev16-1.23.0		65eb5c87e6ea99d99cc19a377faef4637362d478
com.google.apis	google-api-services-cloudsearch	v1-rev16-1.24.1		eb53af44386c96598d402572e15882e8060b7801
com.google.apis	google-api-services-cloudsearch	v1-rev16-1.25.0		208897c66d4b4e3e7110c18e65b646af57be3e76
com.google.apis	google-api-services-cloudsearch	v1-rev17-1.18.0-rc		a8627d1cb21b5aa3d051ec6b5db2a6017d2b62d8
com.google.apis	google-api-services-cloudsearch	v1-rev17-1.22.0		22ce1a31b9ad213eb2f9712219d37e7ead990ee4
com.google.apis	google-api-services-cloudsearch	v1-rev17-1.23.0		1fc634b89043bca0be3adb088b4c18b4fda537ca
com.google.apis	google-api-services-cloudsearch	v1-rev17-1.24.1		f55f0a7d8eb3cdc84a92851fd8af3d48e5219316
com.google.apis	google-api-services-cloudsearch	v1-rev17-1.25.0		a6c3c6b35cebad753618affa76d6e7e43aefb859
com.google.apis	google-api-services-cloudsearch	v1-rev18-1.18.0-rc		f82cadc210a75efd74e5d287645c1fd3bd69bafa
com.google.apis	google-api-services-cloudsearch	v1-rev18-1.22.0		f5d436af5a6864f26f1f36286a14df82a5dd5463
com.google.apis	google-api-services-cloudsearch	v1-rev18-1.23.0		44586345237ef7fcab32c5036bd14fc889212c14
com.google.apis	google-api-services-cloudsearch	v1-rev18-1.24.1		aca85a2391e8c7eca9ac8a176b9e8145e339a741
com.google.apis	google-api-services-cloudsearch	v1-rev18-1.25.0		39d707249f1e1b363ea76b7d7ed7e668f401c3ef
com.google.apis	google-api-services-cloudsearch	v1-rev19-1.18.0-rc		2eecac05e1eca9bfdf909e3b8751470f6c89b4e9
com.google.apis	google-api-services-cloudsearch	v1-rev19-1.22.0		f364638b7fa28751f9990a9b4455045403ec83ab
com.google.apis	google-api-services-cloudsearch	v1-rev19-1.23.0		03c76a679bb9724a30137da4f98956a1c2b6a72d
com.google.apis	google-api-services-cloudsearch	v1-rev19-1.24.1		872e8843dbabd8b7a1d7ec9a0f533477386b8157
com.google.apis	google-api-services-cloudsearch	v1-rev19-1.25.0		892895894d3629b80c66aa4591ea37eb1a99ecf0
com.google.apis	google-api-services-cloudsearch	v1-rev2-1.18.0-rc		b6ec73dcc52e9470103378c83528006b3d1ae35e
com.google.apis	google-api-services-cloudsearch	v1-rev2-1.19.0		00a5cb611e63359ece328f54592612c2ebc74f63
com.google.apis	google-api-services-cloudsearch	v1-rev2-1.19.1		6a50ac5452c453f64db54b2c6590d5c5d88c641d
com.google.apis	google-api-services-cloudsearch	v1-rev2-1.20.0		795addf99786c41d07b74214b37f47a6ed638b27
com.google.apis	google-api-services-cloudsearch	v1-rev20-1.18.0-rc		ff97aea70d73e0370c027325ca5a0bcb27cd0aaa
com.google.apis	google-api-services-cloudsearch	v1-rev20-1.22.0		455a243d0e20e6a294630360e2430f09f431bcfb
com.google.apis	google-api-services-cloudsearch	v1-rev20-1.23.0		910a98b66fec4b2fcfd4c3af1966c0c15a32aa14
com.google.apis	google-api-services-cloudsearch	v1-rev20-1.24.1		7982f1a45f4553148cd387c6a6f7a04b1158af3f
com.google.apis	google-api-services-cloudsearch	v1-rev20-1.25.0		ff4e3056b32ca27ba56c18cab5f41bd03a501f1f
com.google.apis	google-api-services-cloudsearch	v1-rev20181029-1.26.0		c636e197dcb9c8e65ce3b5a611ae810d83873154
com.google.apis	google-api-services-cloudsearch	v1-rev20181029-1.27.0		ce643ce0f82440b17d50db380c6bed9773a8693a
com.google.apis	google-api-services-cloudsearch	v1-rev20181120-1.26.0		4c1f4a82647077e63fca29cabbd85fcd6c0e7478
com.google.apis	google-api-services-cloudsearch	v1-rev20181120-1.27.0		152e30a35e92c8b3da73cb9cb18375364fa680af
com.google.apis	google-api-services-cloudsearch	v1-rev20181203-1.26.0		0780f22a5719c9183a95c4244243b7733d4b0167
com.google.apis	google-api-services-cloudsearch	v1-rev20181203-1.27.0		19f4f6d20d90b76ad84723d72fcf0cce37c7e894
com.google.apis	google-api-services-cloudsearch	v1-rev20190108-1.26.0		da9c828a190935f7a31880e394d5ed80fa0bcefc
com.google.apis	google-api-services-cloudsearch	v1-rev20190108-1.27.0		e7cf3a458e126b982d1d5f467bea0ffe2694af9f
com.google.apis	google-api-services-cloudsearch	v1-rev20190108-1.28.0		29c0e8d3b10bba581c1c1a15cbabd7c40ea8bd77
com.google.apis	google-api-services-cloudsearch	v1-rev20190205-1.26.0		6345c510d72221a0dc05a7cd54919b489373e6ae
com.google.apis	google-api-services-cloudsearch	v1-rev20190205-1.27.0		2039f7eaec69024146301c92fc400ecf80845bee
com.google.apis	google-api-services-cloudsearch	v1-rev20190205-1.28.0		efec880e36966289dec68b71002e2b74154b4bad
com.google.apis	google-api-services-cloudsearch	v1-rev20190212-1.26.0		e1cb062d28359204f725526dd5385712682ab4a5
com.google.apis	google-api-services-cloudsearch	v1-rev20190212-1.27.0		c2d813564f3245d78295fb3cd6cdc9745f85c436
com.google.apis	google-api-services-cloudsearch	v1-rev20190212-1.28.0		8cdf814d3fb036ca990852d04336940ebd21e698
com.google.apis	google-api-services-cloudsearch	v1-rev20190221-1.26.0		191d1dbb219060fe00ee3b58293ed1dc3ac04776
com.google.apis	google-api-services-cloudsearch	v1-rev20190221-1.27.0		4d9692731f3f2560b45c5e46fb7113ded9dbf87a
com.google.apis	google-api-services-cloudsearch	v1-rev20190221-1.28.0		2c9a466d53b96201d522657c5b114ef656e83d35
com.google.apis	google-api-services-cloudsearch	v1-rev20190227-1.26.0		ab62afc6c7e21c5447dc5362496a88741ecf22fa
com.google.apis	google-api-services-cloudsearch	v1-rev20190227-1.27.0		8bde021cc61e3c65f3b2df1af78d73087a8bb067
com.google.apis	google-api-services-cloudsearch	v1-rev20190227-1.28.0		e62116757914eb3015a82aa4a82e5d147591f4f2
com.google.apis	google-api-services-cloudsearch	v1-rev20190305-1.26.0		13bd20c3269ddd19c764f4fa2f1cf99314bb07dc
com.google.apis	google-api-services-cloudsearch	v1-rev20190305-1.27.0		438c7ef94b57285460019c66eac71a2140a3fce7
com.google.apis	google-api-services-cloudsearch	v1-rev20190305-1.28.0		86b61b0687f95f466160587851ca59d3bb17b577
com.google.apis	google-api-services-cloudsearch	v1-rev20190314-1.26.0		2e54a7adcb9f799e534e46ec8b9c9818bc2827d1
com.google.apis	google-api-services-cloudsearch	v1-rev20190314-1.27.0		b4edcbe8608587240f4e2c60e59f7741d6513e2e
com.google.apis	google-api-services-cloudsearch	v1-rev20190314-1.28.0		b6499e3234ccae4b518024556f748230c6098898
com.google.apis	google-api-services-cloudsearch	v1-rev20190321-1.26.0		479f7128b609426c232ed53ecaed83aae5a7a6db
com.google.apis	google-api-services-cloudsearch	v1-rev20190321-1.27.0		fa31a465b313e11d1b4f49eb878b729ef493ef6a
com.google.apis	google-api-services-cloudsearch	v1-rev20190321-1.28.0		cc24274c60bb52ec1e31b16b14565f56e86712fe
com.google.apis	google-api-services-cloudsearch	v1-rev20190406-1.26.0		51a8662b34faea64cf0caa4957f55ef537ac30cf
com.google.apis	google-api-services-cloudsearch	v1-rev20190406-1.27.0		5655aeb02590dd913e2373685fa9795d551a6e96
com.google.apis	google-api-services-cloudsearch	v1-rev20190406-1.28.0		a3bfc352d3a48a162382e1f84b2cf3f469a1c845
com.google.apis	google-api-services-cloudsearch	v1-rev20190418-1.26.0		cf5bc1553ca3326fac197ad6a185138bf4ffc32a
com.google.apis	google-api-services-cloudsearch	v1-rev20190418-1.27.0		70ebbd1d1d678014439ac07538bdbf9daa5bbf93
com.google.apis	google-api-services-cloudsearch	v1-rev20190418-1.28.0		93c8a3f27a56c7f3185d50a69967c69097d720b8
com.google.apis	google-api-services-cloudsearch	v1-rev20190503-1.26.0		43a606e038dc46ca0d1722fc98aefd3260772cd6
com.google.apis	google-api-services-cloudsearch	v1-rev20190503-1.27.0		9fc534ff28410d991e2ce1ab42b765d62a99e381
com.google.apis	google-api-services-cloudsearch	v1-rev20190503-1.28.0		f09cc163cc51675d5918d11dd46b9b74a21a6399
com.google.apis	google-api-services-cloudsearch	v1-rev20190606-1.26.0		3ec5299913717e9a7e5f2043216ef0d6184a9797
