au.net.causal.shoelaces	shoelaces-jdbc-integration-tests-standalone	2.0		N/A
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.20-Beta	gradle71	6393a7bf7f7ad1381d3c23cf8311129b7f92d7aa
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.20-Beta	gradle71-sources	8ccbdcafc3bdf030d5d908509559abc62d049729
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.20-RC		d2c37c67731d9ed41cf071a06c92913b54db7f33
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.20-RC	gradle70	d2c37c67731d9ed41cf071a06c92913b54db7f33
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.20-RC	gradle70-sources	8ccbdcafc3bdf030d5d908509559abc62d049729
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.20-RC	gradle71	d2c37c67731d9ed41cf071a06c92913b54db7f33
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.20-RC	gradle71-sources	8ccbdcafc3bdf030d5d908509559abc62d049729
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.21		f669044cea0f3007b28d48fdbb67efb1606cec17
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.21	gradle70	f669044cea0f3007b28d48fdbb67efb1606cec17
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.21	gradle70-sources	8ccbdcafc3bdf030d5d908509559abc62d049729
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.21	gradle71	f669044cea0f3007b28d48fdbb67efb1606cec17
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.21	gradle71-sources	8ccbdcafc3bdf030d5d908509559abc62d049729
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.22		e13b22bd53f54f3c01b3a4c86f54d95585a457a5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.22	gradle70	e13b22bd53f54f3c01b3a4c86f54d95585a457a5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.22	gradle70-sources	8ccbdcafc3bdf030d5d908509559abc62d049729
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.22	gradle71	e13b22bd53f54f3c01b3a4c86f54d95585a457a5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.7.22	gradle71-sources	8ccbdcafc3bdf030d5d908509559abc62d049729
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0		29f79a3bb109e05b07f1d2893074ab176a4276e0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0	gradle70	29f79a3bb109e05b07f1d2893074ab176a4276e0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0	gradle70-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0	gradle71	29f79a3bb109e05b07f1d2893074ab176a4276e0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0	gradle71-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0	gradle75	29f79a3bb109e05b07f1d2893074ab176a4276e0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0	gradle75-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0	gradle76	29f79a3bb109e05b07f1d2893074ab176a4276e0
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0	gradle76-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-343		N/A
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-Beta		c0947de9f6c5f79b778c8680db0c499b75ab294d
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-Beta	gradle70	c0947de9f6c5f79b778c8680db0c499b75ab294d
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-Beta	gradle70-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-Beta	gradle71	c0947de9f6c5f79b778c8680db0c499b75ab294d
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-Beta	gradle71-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-Beta	gradle75	c0947de9f6c5f79b778c8680db0c499b75ab294d
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-Beta	gradle75-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC		25fea03e5fbe707515bb3fcd20de10db852d86d2
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC	gradle70	25fea03e5fbe707515bb3fcd20de10db852d86d2
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC	gradle70-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC	gradle71	25fea03e5fbe707515bb3fcd20de10db852d86d2
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC	gradle71-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC	gradle75	25fea03e5fbe707515bb3fcd20de10db852d86d2
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC	gradle75-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC	gradle76	25fea03e5fbe707515bb3fcd20de10db852d86d2
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC	gradle76-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC2		6db6815c60dcc408e6e773596ee37216be652b5a
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC2	gradle70	6db6815c60dcc408e6e773596ee37216be652b5a
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC2	gradle70-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC2	gradle71	6db6815c60dcc408e6e773596ee37216be652b5a
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC2	gradle71-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC2	gradle75	6db6815c60dcc408e6e773596ee37216be652b5a
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC2	gradle75-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC2	gradle76	6db6815c60dcc408e6e773596ee37216be652b5a
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.0-RC2	gradle76-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.10		71bb7a6e45dfa34ee566f88280c2b1d0514cb473
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.10	gradle70	71bb7a6e45dfa34ee566f88280c2b1d0514cb473
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.10	gradle70-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.10	gradle71	71bb7a6e45dfa34ee566f88280c2b1d0514cb473
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.10	gradle71-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.10	gradle75	71bb7a6e45dfa34ee566f88280c2b1d0514cb473
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.10	gradle75-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.10	gradle76	71bb7a6e45dfa34ee566f88280c2b1d0514cb473
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.10	gradle76-sources	5eb60f026b7723f5fa2ccbdfbfa1364034c3c323
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20		1d909998b74b7873ac71bd04ce5f145f3d68bcfd
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20	gradle70	1d909998b74b7873ac71bd04ce5f145f3d68bcfd
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20	gradle70-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20	gradle71	1d909998b74b7873ac71bd04ce5f145f3d68bcfd
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20	gradle71-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20	gradle74	1d909998b74b7873ac71bd04ce5f145f3d68bcfd
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20	gradle74-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20	gradle75	1d909998b74b7873ac71bd04ce5f145f3d68bcfd
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20	gradle75-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20	gradle76	1d909998b74b7873ac71bd04ce5f145f3d68bcfd
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20	gradle76-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-Beta		000eb53e8ba202057783a17ee356bcb1b04a4e41
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-Beta	gradle70	000eb53e8ba202057783a17ee356bcb1b04a4e41
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-Beta	gradle70-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-Beta	gradle71	000eb53e8ba202057783a17ee356bcb1b04a4e41
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-Beta	gradle71-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-Beta	gradle74	000eb53e8ba202057783a17ee356bcb1b04a4e41
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-Beta	gradle74-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-Beta	gradle75	000eb53e8ba202057783a17ee356bcb1b04a4e41
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-Beta	gradle75-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-Beta	gradle76	000eb53e8ba202057783a17ee356bcb1b04a4e41
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-Beta	gradle76-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC		9688b244ede039436b18b3e774d767702af096ce
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC	gradle70	9688b244ede039436b18b3e774d767702af096ce
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC	gradle70-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC	gradle71	9688b244ede039436b18b3e774d767702af096ce
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC	gradle71-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC	gradle74	9688b244ede039436b18b3e774d767702af096ce
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC	gradle74-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC	gradle75	9688b244ede039436b18b3e774d767702af096ce
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC	gradle75-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC	gradle76	9688b244ede039436b18b3e774d767702af096ce
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC	gradle76-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC2		ea3526dc570a85a576ec268b2ccee2abd9623eca
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC2	gradle70	ea3526dc570a85a576ec268b2ccee2abd9623eca
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC2	gradle70-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC2	gradle71	ea3526dc570a85a576ec268b2ccee2abd9623eca
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC2	gradle71-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC2	gradle74	ea3526dc570a85a576ec268b2ccee2abd9623eca
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC2	gradle74-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC2	gradle75	ea3526dc570a85a576ec268b2ccee2abd9623eca
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC2	gradle75-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC2	gradle76	ea3526dc570a85a576ec268b2ccee2abd9623eca
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.20-RC2	gradle76-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.21		90c02487b8df09947d900607ed9b07d99a7276bd
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.21	gradle70	90c02487b8df09947d900607ed9b07d99a7276bd
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.21	gradle70-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.21	gradle71	90c02487b8df09947d900607ed9b07d99a7276bd
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.21	gradle71-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.21	gradle74	90c02487b8df09947d900607ed9b07d99a7276bd
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.21	gradle74-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.21	gradle75	90c02487b8df09947d900607ed9b07d99a7276bd
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.21	gradle75-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.21	gradle76	90c02487b8df09947d900607ed9b07d99a7276bd
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.21	gradle76-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.22		e80d104a6f9e944d8de71ad13338859884657613
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.22	gradle70	e80d104a6f9e944d8de71ad13338859884657613
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.22	gradle70-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.22	gradle71	e80d104a6f9e944d8de71ad13338859884657613
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.22	gradle71-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.22	gradle74	e80d104a6f9e944d8de71ad13338859884657613
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.22	gradle74-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.22	gradle75	e80d104a6f9e944d8de71ad13338859884657613
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.22	gradle75-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.22	gradle76	e80d104a6f9e944d8de71ad13338859884657613
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.8.22	gradle76-sources	3c9a1679fecf22d8e059be18dc23dbb60df9071c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0		82a9928a60c442822fccaf08aa212528a85fbf25
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0	gradle70	82a9928a60c442822fccaf08aa212528a85fbf25
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0	gradle70-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0	gradle71	82a9928a60c442822fccaf08aa212528a85fbf25
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0	gradle71-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0	gradle74	82a9928a60c442822fccaf08aa212528a85fbf25
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0	gradle74-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0	gradle75	82a9928a60c442822fccaf08aa212528a85fbf25
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0	gradle75-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0	gradle76	82a9928a60c442822fccaf08aa212528a85fbf25
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0	gradle76-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0	gradle80	82a9928a60c442822fccaf08aa212528a85fbf25
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0	gradle80-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0	gradle81	82a9928a60c442822fccaf08aa212528a85fbf25
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0	gradle81-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta		bdb9733b60a0cea56bced72306e175923e278efc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta	gradle70	bdb9733b60a0cea56bced72306e175923e278efc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta	gradle70-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta	gradle71	bdb9733b60a0cea56bced72306e175923e278efc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta	gradle71-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta	gradle74	bdb9733b60a0cea56bced72306e175923e278efc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta	gradle74-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta	gradle75	bdb9733b60a0cea56bced72306e175923e278efc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta	gradle75-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta	gradle76	bdb9733b60a0cea56bced72306e175923e278efc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta	gradle76-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta	gradle80	bdb9733b60a0cea56bced72306e175923e278efc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta	gradle80-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta	gradle81	bdb9733b60a0cea56bced72306e175923e278efc
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-Beta	gradle81-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC		7f681a4d94d9fca8781b331265689f8fe3959ea5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC	gradle70	7f681a4d94d9fca8781b331265689f8fe3959ea5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC	gradle70-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC	gradle71	7f681a4d94d9fca8781b331265689f8fe3959ea5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC	gradle71-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC	gradle74	7f681a4d94d9fca8781b331265689f8fe3959ea5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC	gradle74-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC	gradle75	7f681a4d94d9fca8781b331265689f8fe3959ea5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC	gradle75-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC	gradle76	7f681a4d94d9fca8781b331265689f8fe3959ea5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC	gradle76-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC	gradle80	7f681a4d94d9fca8781b331265689f8fe3959ea5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC	gradle80-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC	gradle81	7f681a4d94d9fca8781b331265689f8fe3959ea5
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.0-RC	gradle81-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10		41dfa6eaefc49d0b6d4d05b6c03ab2e5b9e6975a
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10	gradle70	41dfa6eaefc49d0b6d4d05b6c03ab2e5b9e6975a
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10	gradle70-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10	gradle71	41dfa6eaefc49d0b6d4d05b6c03ab2e5b9e6975a
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10	gradle71-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10	gradle74	41dfa6eaefc49d0b6d4d05b6c03ab2e5b9e6975a
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10	gradle74-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10	gradle75	41dfa6eaefc49d0b6d4d05b6c03ab2e5b9e6975a
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10	gradle75-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10	gradle76	41dfa6eaefc49d0b6d4d05b6c03ab2e5b9e6975a
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10	gradle76-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10	gradle80	41dfa6eaefc49d0b6d4d05b6c03ab2e5b9e6975a
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10	gradle80-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10	gradle81	41dfa6eaefc49d0b6d4d05b6c03ab2e5b9e6975a
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.10	gradle81-sources	25d2f756947a928722ab51cdaeaf2e13b6d1a722
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.20		N/A
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.20-Beta		N/A
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.20-Beta2		N/A
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.20-RC		N/A
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.20-RC2		N/A
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.21		c7b5bd5dcd4be5b762c32c81c4dcd86640c26cd4
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.21	gradle70	c7b5bd5dcd4be5b762c32c81c4dcd86640c26cd4
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.21	gradle70-sources	7f145d52cd9f88cd75eab4fc2afd57741436d67c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.21	gradle71	c7b5bd5dcd4be5b762c32c81c4dcd86640c26cd4
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.21	gradle71-sources	7f145d52cd9f88cd75eab4fc2afd57741436d67c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.21	gradle74	c7b5bd5dcd4be5b762c32c81c4dcd86640c26cd4
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.21	gradle74-sources	7f145d52cd9f88cd75eab4fc2afd57741436d67c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.21	gradle75	c7b5bd5dcd4be5b762c32c81c4dcd86640c26cd4
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.21	gradle75-sources	7f145d52cd9f88cd75eab4fc2afd57741436d67c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.21	gradle76	c7b5bd5dcd4be5b762c32c81c4dcd86640c26cd4
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.21	gradle76-sources	7f145d52cd9f88cd75eab4fc2afd57741436d67c
org.jetbrains.kotlin	kotlin-gradle-plugin-api	1.9.21	gradle80	c7b5bd5dcd4be5b762c32c81c4dcd86640c26cd4
