au.edu.uq.rcc	nimrodok-interface	1.0	-	e270dd79e3921f5b9c40a0f7c0c785ae5b4aa44f
io.deephaven	deephaven-extensions-parquet-compression	0.23.0	-	991d723f5cd54ea6bb103f0f61bdc57bd5f6cb89
io.deephaven	deephaven-extensions-parquet-compression	0.24.0	-	6f9d933fd39a994c224ead1b3911404c0e47412f
io.deephaven	deephaven-extensions-parquet-compression	0.24.1	-	0de387638667d759a95e67d8ef3f85e11fe6aca7
io.deephaven	deephaven-extensions-parquet-compression	0.24.2	-	bc649936b8a1006a6c237550396ec522be20818f
io.deephaven	deephaven-extensions-parquet-compression	0.24.3	-	b0a19bbd19a5ee7f04ce3b02a4a5ad9912292d8a
io.deephaven	deephaven-extensions-parquet-compression	0.25.0	-	d04f2edb878cfc0d78ebf9a1fd015c6e4d95a2f2
io.deephaven	deephaven-extensions-parquet-compression	0.25.1	-	afbccea3b5a158a0a34650b34e7095656916da16
io.deephaven	deephaven-extensions-parquet-compression	0.25.2	-	604bdc18ffcaf146adc9baf5c1a3f114f4f6fa91
io.deephaven	deephaven-extensions-parquet-compression	0.25.3	-	5b7074317d509e6d96b33916363a8f941b1ef4f4
io.deephaven	deephaven-extensions-parquet-compression	0.26.0	-	39e227b71a7a5abef57ddad605bfd3598811cb5a
io.deephaven	deephaven-extensions-parquet-compression	0.26.1	-	f5748288be855f7fe22c3839b82fa40a397d187e
io.deephaven	deephaven-extensions-parquet-compression	0.27.0	-	66a8e04a91d7214ac1b3ebd2183ccd4261d571d6
io.deephaven	deephaven-extensions-parquet-compression	0.27.1	-	ef346a0a0d03ffbcb600cd5691da16fbfbe0c887
io.deephaven	deephaven-extensions-parquet-compression	0.28.0	-	fcdb3c17f05f24844cf99eaefc05898f92f42f49
io.deephaven	deephaven-extensions-parquet-compression	0.28.1	-	29f0d23909a3e9fb2fca74d1071034d7a85093db
io.deephaven	deephaven-extensions-parquet-compression	0.29.0	-	76f4352c2bd4a474534d41d31658943ec1f1ec71
io.deephaven	deephaven-extensions-parquet-compression	0.29.1	-	300498e56273bf224e86ba1cbe9fb27ad776f0d2
io.deephaven	deephaven-extensions-parquet-compression	0.30.0	-	f4a98d9edc332946d2fcbfb8479ac105facd86b1
io.deephaven	deephaven-extensions-parquet-compression	0.30.1	-	4a63462d49b8618252b4f960b0dbe167dd22ec88
io.deephaven	deephaven-extensions-parquet-compression	0.30.3	-	452557eb39aceafaa9318c1ec0298c9ccfb68dc6
io.deephaven	deephaven-extensions-parquet-compression	0.30.4	-	2ab728f86177b713afc27d1717986cbb96d99e87
io.deephaven	deephaven-extensions-parquet-compression	0.31.0	-	782ff9e59899f77ad159bba0b973b944bb299b21
io.deephaven	deephaven-extensions-parquet-compression	0.32.0	-	94bf17b47c4dd5a1d47f96a6551e0b78d3547296
io.deephaven	deephaven-extensions-parquet-compression	0.32.1	-	97817ed931841d7198e493944183b83af8a46678
io.deephaven	deephaven-extensions-parquet-compression	0.33.0	-	a0459184d48944bfb7cb38d481cf107cd2163b61
io.deephaven	deephaven-extensions-parquet-compression	0.33.1	-	536f27271b08539bd3d9282684b3bf1004cff2de
io.deephaven	deephaven-extensions-parquet-compression	0.33.2	-	e333474d29c488d86b8deaa2c94dd7f4fb96aaa5
io.deephaven	deephaven-extensions-parquet-compression	0.33.3	-	e90c1cfd1919a6676d0db33e98651e70fa6e183e
io.deephaven	deephaven-extensions-parquet-compression	0.33.4	-	a3e9246679ec89aab63dd9cb3739a2c465979ba0
io.deephaven	deephaven-extensions-parquet-compression	0.33.5	-	d10cd8691dec00eff938ab904951032a7ebfcd81
io.deephaven	deephaven-extensions-parquet-compression	0.33.6	-	fdc6f52d88f841c13f3f328358d5a6498c3e23f4
io.deephaven	deephaven-extensions-parquet-compression	0.34.0	-	4d8e8f6a4e2afc30bce365d892e499bb22f93551
io.deephaven	deephaven-extensions-parquet-compression	0.34.1	-	b580ef52a2f1966bb241ae549182a676c6705d34
io.deephaven	deephaven-extensions-parquet-compression	0.34.2	-	d819fd4cba6027b0f4aa53537c8878008b5d3a2a
io.deephaven	deephaven-extensions-parquet-compression	0.34.3	-	177783d0ccaa47ac799341ee1be81af2a4a05500
io.deephaven	deephaven-extensions-parquet-compression	0.34.4	-	4e913db814cdd8592120b3b05af17a670bc65084
io.deephaven	deephaven-extensions-parquet-compression	0.35.0	-	868458e87e8829b7fadb5ce763f181da166e7574
io.deephaven	deephaven-extensions-parquet-compression	0.35.1	-	8d596d1fca8d2df3a74eb455574212361c015b37
io.deephaven	deephaven-extensions-parquet-compression	0.35.2	-	a06f725041788be89b473307ca86c628a3ae4b8b
io.deephaven	deephaven-extensions-parquet-compression	0.35.3	-	4f1a598393408b26fde620b6146459059333f6d5
io.deephaven	deephaven-extensions-parquet-compression	0.36.0	-	75627c19811a577e4dd4ff56c487782954f4fc13
io.deephaven	deephaven-extensions-parquet-compression	0.36.1	-	a85858bda1a5d2bd5247472257bc60aaba7579ac
io.deephaven	deephaven-extensions-parquet-compression	0.36.2	-	af7392c1a0cf4eaf0d299a093161a5874c03073d
io.deephaven	deephaven-extensions-parquet-compression	0.37.0	-	ebf46a634c1c2f6106d7d140a66e99bda557ad70
io.deephaven	deephaven-extensions-parquet-compression	0.37.1	-	362b0cd1fb3551b8447301223f4976d925b92fcc
io.deephaven	deephaven-extensions-parquet-compression	0.37.2	-	a1df8ed2214aef9ac1105c2c19f5f1457d256450
io.deephaven	deephaven-extensions-parquet-compression	0.37.3	-	f75696298188d432778809d59a4bb46e1e1d48cf
io.deephaven	deephaven-extensions-parquet-compression	0.37.4	-	5dc8288da7247c5e63f0629acb59153af6fde033
io.deephaven	deephaven-extensions-parquet-compression	0.37.5	-	f922791e5954901682eaae67a8e70d7491312652
io.deephaven	deephaven-extensions-parquet-compression	0.37.6	-	ece44122352654321cbe6cde2eb0c2a83853d6ac
io.deephaven	deephaven-extensions-parquet-compression	0.38.0	-	5c37ee8ce07541325621e027e787a7af5f77a1e0
io.fabric8.online.packages	fabric8-online-team-environments	1.0.58	-	3bb04747ef8a981298e82beac8405f3b539b4357
io.fair-acc	generate	11.3.0	-	101579ba139ca949cb0f84f143f0bcb83f3fc44b
io.fair-acc	generate	11.3.1	-	ac42392e8e2b0869bb1c3d02aa4e452120af2018
io.fintrospect	fintrospect-argonaut_2.11	0.0.11	-	fd0ca3cb19ec1ad4c3f699cdc968ea01403e50f8
io.fintrospect	fintrospect-argonaut_2.11	0.0.13	-	06a860abecd3b3144ba9ca87dcdb6a86729d9b99
io.fintrospect	fintrospect-argonaut_2.11	13.0.0	-	a7e27f8b5989e7af0593c021c04b7d436f93fcab
io.fintrospect	fintrospect-argonaut_2.11	13.1.0	-	c18c9cf858a9079c1c48cc21388f9335287ff3cb
io.fintrospect	fintrospect-argonaut_2.11	13.10.0	-	5b2749d59af549e1cd9564696d297b71a0c499a9
io.fintrospect	fintrospect-argonaut_2.11	13.10.1	-	c24ff94b692e4a5a551db389a4798826a3132ff3
io.fintrospect	fintrospect-argonaut_2.11	13.11.0	-	104e57293487e127138d14c6c80e3f1acac591b2
io.fintrospect	fintrospect-argonaut_2.11	13.12.0	-	86c3c8a8aee0e15f895d3ae7036a0ef31237af18
io.fintrospect	fintrospect-argonaut_2.11	13.13.0	-	34a8a06ea6c826b6ff4d8ad776ccb2717e3dc111
io.fintrospect	fintrospect-argonaut_2.11	13.14.0	-	4feb29158fee738fbecfe8adc1e60981ff32a0ff
io.fintrospect	fintrospect-argonaut_2.11	13.15.0	-	8cea00c60279db8f7583eb54f3261c9ddb40216b
io.fintrospect	fintrospect-argonaut_2.11	13.16.0	-	a9d04667f1ceb9a9d7098aaf0d9602790cd492df
io.fintrospect	fintrospect-argonaut_2.11	13.17.0	-	92b715fdc59c5581bfc28ae51eb2ca8e1378a53f
io.fintrospect	fintrospect-argonaut_2.11	13.18.0	-	06e633d5af658c952a93b2046978579c0a75e080
io.fintrospect	fintrospect-argonaut_2.11	13.2.1	-	720789ced86b2c74babc2dfc9e77e2f9a2b844ea
io.fintrospect	fintrospect-argonaut_2.11	13.3.0	-	41b3cc7ddeaa409e86d1ec5695b3b2c539196f5f
io.fintrospect	fintrospect-argonaut_2.11	13.4.0	-	b8b38c2fc1391e3e06e1c2599bf42cff26688dde
io.fintrospect	fintrospect-argonaut_2.11	13.5.0	-	1f6ac9824fbf55a48fea7490e35dfb6ed5e88ff3
io.fintrospect	fintrospect-argonaut_2.11	13.5.1	-	ae0e238f20ac0f5a60c3893d68f3f80c9dabe340
io.fintrospect	fintrospect-argonaut_2.11	13.5.2	-	cac0a960de17c9d1bbdda8cc57df8442d02b321b
io.fintrospect	fintrospect-argonaut_2.11	13.6.0	-	1ff9c3c11dd34b66e9263a1f4404d4247412d11b
io.fintrospect	fintrospect-argonaut_2.11	13.7.0	-	9bbf8ab88fb2b4003ca281eccfdaba451fdf19ab
io.fintrospect	fintrospect-argonaut_2.11	13.8.0	-	a8b10ab9f8df1b3394915f852a74c128b1ef1d3e
io.fintrospect	fintrospect-argonaut_2.11	13.8.1	-	c8001ad513840d98e990f9afcc4da4a8d0cd0709
io.fintrospect	fintrospect-argonaut_2.11	13.9.0	-	e4d7de103c761ce260ea594675741ac242f82cca
io.fintrospect	fintrospect-argonaut_2.11	13.9.1	-	8428c10e2f4e0a4ef3f98555da9200a7fe9c2f21
io.fintrospect	fintrospect-argonaut_2.11	14.0.0	-	d082d6c3f3d669cb464558b75161cb15c0ca5eb3
io.fintrospect	fintrospect-argonaut_2.11	14.1.0	-	55c45d44c156206efe0dc4edf409095c664918e4
io.fintrospect	fintrospect-argonaut_2.11	14.10.0	-	b1869a57a3f2d252fb926647b8e47da6cec354e7
io.fintrospect	fintrospect-argonaut_2.11	14.11.0	-	a995f6d22e955392b577fd220c0e0c397898a0c2
io.fintrospect	fintrospect-argonaut_2.11	14.12.0	-	5ff902b1c0bae3253892404448594a7d3f52d5da
io.fintrospect	fintrospect-argonaut_2.11	14.12.1	-	94e6f9e6505ee39bfeff39b5569b3f16de607e89
io.fintrospect	fintrospect-argonaut_2.11	14.12.2	-	dc570cf8d6673a7c637f209edc3562cd81d72eaa
io.fintrospect	fintrospect-argonaut_2.11	14.13.0	-	4ad42963ad6ba7cb4d11e41f747288c4cd301a7f
io.fintrospect	fintrospect-argonaut_2.11	14.14.0	-	a314cad4eb2359e620028383e9ae1a0e7d440be5
io.fintrospect	fintrospect-argonaut_2.11	14.15.0	-	65424ec9e0889dd4cfe3a21b9c0ee020b1dc6ab5
io.fintrospect	fintrospect-argonaut_2.11	14.16.0	-	e9cde071b9b41a48a1df57ee9fd8121065a5d9de
io.fintrospect	fintrospect-argonaut_2.11	14.17.0	-	00479a9a143e0c956bf1c1952fbf3e117f650f2b
io.fintrospect	fintrospect-argonaut_2.11	14.17.1	-	78c9d1105fcfe1abcaae252ea670421498f4849f
io.fintrospect	fintrospect-argonaut_2.11	14.17.2	-	c312754fbb35765fad1e42cd225af2e4fadf65f5
io.fintrospect	fintrospect-argonaut_2.11	14.18.0	-	3cd049a282eb9888e4ee226c7bee3c8d5f407758
io.fintrospect	fintrospect-argonaut_2.11	14.19.0	-	65a6844546639219aaf8d8faef3f2fda1fa5fe88
io.fintrospect	fintrospect-argonaut_2.11	14.19.1	-	cfac67ca527d86ff7fc22abbd639a9c2ecda2e1d
io.fintrospect	fintrospect-argonaut_2.11	14.2.0	-	880e5b4362850808dd40405560b81b4a9bbc3952
io.fintrospect	fintrospect-argonaut_2.11	14.20.0	-	78148ad6c1741dc6fa8521c236f8f9f8985f2ef9
io.fintrospect	fintrospect-argonaut_2.11	14.21.1	-	50b3d3aa16bc3879ca585aa3a2b5834849a9aa2a
io.fintrospect	fintrospect-argonaut_2.11	14.21.2	-	e0fec84b1f711fc043cfc281f78df78843a97554
io.fintrospect	fintrospect-argonaut_2.11	14.22.0	-	29de7eafc3a90bd5b8df150ed8b6383fbe9f62f8
io.fintrospect	fintrospect-argonaut_2.11	14.3.0	-	484ae1837019e33337164f8bc67783f79aeede0c
io.fintrospect	fintrospect-argonaut_2.11	14.5.0	-	f7458df3535d546fad4e28a5ef59371702e8292f
io.fintrospect	fintrospect-argonaut_2.11	14.6.0	-	fc557008216662bde8bb393549780600bf1442fc
io.fintrospect	fintrospect-argonaut_2.11	14.7.0	-	1879bb0d5d8245538d4b9da51c66aab43d77f270
io.fintrospect	fintrospect-argonaut_2.11	14.8.0	-	116f4ef9b2b034e3e9c8fa1b87e7d3e58f3fd15d
io.fintrospect	fintrospect-argonaut_2.11	14.9.0	-	39051efadc57a1d4114dcf39b8caa70034d50107
io.fintrospect	fintrospect-argonaut_2.11	15.0.2	-	274852b95d9ef831072f890e8a9fcfd0ceca034d
io.fintrospect	fintrospect-argonaut_2.11	15.1.0	-	845401b044608d06c108b1aeedd52b8fd8fd52eb
io.fluidsonic.time	fluid-time-js	0.11.0	-	2df9322ced50f52669e5f423ef3c627736515460
io.fluidsonic.time	fluid-time-js	0.12.0	-	3ee0e74e2aab0fa135c5490a4e8c3342ab633f3b
io.fluidsonic.time	fluid-time-js	0.13.0	-	25ed14e970556974b0587ae18d0de185451372eb
io.fluidsonic.time	fluid-time-js	0.13.1	-	c5c2facff6c15cbbea380c681ca784c143336146
io.fluidsonic.time	fluid-time-js	0.13.2	-	61852771d3c4e707f9011ab3bf36dd6b2fea85de
io.fluidsonic.time	fluid-time-js	0.13.3	-	146e0d1d43d32f212bf88f6cb0a0c83d9c328691
io.fluidsonic.time	fluid-time-js	0.14.0	-	cfb14192a35ee6fde3deb0a9c7a4781b75453d8d
io.fluidsonic.time	fluid-time-js	0.15.0	-	b4968eb7dda7590b71d894311f134a17cf0de655
io.fluidsonic.time	fluid-time-js	0.16.0	-	c0cb031a4e697dbdc4c182e2d7bb3941a7b2c8e2
io.fluidsonic.time	fluid-time-js	0.17.0	-	41eed415dce902bf3c736027a231b64d40a5f51f
io.frees	freestyle-config_2.12	0.1.1	-	b0e6f231c90a898ba8ba5cfe2640944decdd7ec7
io.frees	freestyle-config_2.12	0.2.0	-	8c76defe60a181309fecf1f7f92abb9361f2df34
io.frees	freestyle-config_2.12	0.3.0	-	df27644ef62bf536920ebdc3f2e99708ab89b67d
io.frees	freestyle-config_2.12	0.3.1	-	3dfb81b67806e50eedd35bbbc0cb49c6a9bf32b3
io.getnelson.knobs	core_2.12	7.0.23	-	b28d5c6b152d4830771244fd5d8c5a6fd9850bea
io.getnelson.knobs	core_2.12	7.0.24	-	ef40750963fb2718a5821d983361286ac6d6b870
io.github.MikAoJk	norwegian-social-security-number-validator	1.0.0	-	5714b154014742b7a0f16a68a781ac86cb3b02eb
io.github.MikAoJk	norwegian-social-security-number-validator	1.0.1	-	1a07b960f6050f656381f562b4b175f125e77ae7
io.github.MikAoJk	norwegian-social-security-number-validator	1.0.10	-	5bb5258a910443beff224b4f6e5397cb8a3a1ed7
io.github.MikAoJk	norwegian-social-security-number-validator	1.0.11	-	4cb6539fd6aed11b8d5fc3b2471f56420d654197
io.github.MikAoJk	norwegian-social-security-number-validator	1.0.2	-	59451a0d5ea8008720b870ec071a4b0c2e080753
io.github.MikAoJk	norwegian-social-security-number-validator	1.0.3	-	18a97a20d27e5bc90a412fd89f67383fdb1777e5
io.github.MikAoJk	norwegian-social-security-number-validator	1.0.5	-	db32bd8ff686e3d14bbe22a9a26da5b7b3d1d22b
io.github.MikAoJk	norwegian-social-security-number-validator	1.0.9	-	ca1038ac50605a0769df6f1354becf44663ce24e
io.github.MikAoJk	norwegian-social-security-number-validator	2.0.0	-	3b6076dcec6fb5f9a69e536e9ac927066fc105fd
io.github.MikAoJk	norwegian-social-security-number-validator	2.0.1	-	00dc95aee82b023b1b6a0c9f88999dcabe1d89eb
io.github.artemptushkin.proxy.image	proxy-image-common	1.0.3	-	f671f0fd6796a6c7cdd14df4dc10de745e218cd9
io.github.artemptushkin.proxy.image	proxy-image-common	1.0.4	-	0a93c8b518a736a05fb25d59b797d94e53c54154
io.github.buntec	ff4s_sjs1_3	0.10.0	-	7580f69bb2a7609a9afc3465afec53f90df90fcc
io.github.buntec	ff4s_sjs1_3	0.11.0	-	5f89fd43f1fcf81cdf06dcf5c361f4d0a3a516d4
io.github.buntec	ff4s_sjs1_3	0.12.0	-	e950925767b0361f79247014fc6a65d79dabeb41
io.github.buntec	ff4s_sjs1_3	0.13.0	-	5d685664aaaa124405744ef8d470e10799fb25dc
io.github.buntec	ff4s_sjs1_3	0.14.0	-	67a1060bfc4ce383f89a324b47dca0fbee8b74d4
io.github.buntec	ff4s_sjs1_3	0.15.0	-	6b3e397d698555b9ec41dd80f0f44652aa8a0064
io.github.buntec	ff4s_sjs1_3	0.16.0	-	d16cee9b0071a023b093e299826bea5d73715403
io.github.buntec	ff4s_sjs1_3	0.17.0	-	7ecbd12de6ec68dd534d7b1bd1ab680050862049
io.github.buntec	ff4s_sjs1_3	0.18.0	-	6d9e50d04549ab860f0b14a3567c72ce1fc6f472
io.github.buntec	ff4s_sjs1_3	0.19.0	-	bccc1cd645fe00f42b4cdadfe4460117d75b1f43
io.github.buntec	ff4s_sjs1_3	0.20.0	-	2efff33321436a5c4667bd98ded14241f344e4a5
io.github.buntec	ff4s_sjs1_3	0.21.0	-	0ce0432acde13e5b786c2f89437bccc02d0e0030
io.github.buntec	ff4s_sjs1_3	0.22.0	-	9f6e344b36d76ef63e36370e242cf006af5ef70c
io.github.buntec	ff4s_sjs1_3	0.23.0	-	5cb8760196ed4f4b8aee83bea57bb1486c9c3df7
io.github.buntec	ff4s_sjs1_3	0.24.0	-	04621e0d0352a9aae1eb5e731a43cc5249572e00
io.github.buntec	ff4s_sjs1_3	0.25.0	-	6d612aa5c5c4caaf366497ab64f0f221d32f4304
io.github.buntec	ff4s_sjs1_3	0.3.0	-	4c97c5df405d8756d50a40570225c362bd60d7ba
io.github.buntec	ff4s_sjs1_3	0.4.0	-	2d94a61775ec28a31830bae0d7c881d9f69329e5
io.github.buntec	ff4s_sjs1_3	0.4.1	-	30571d82600a41512c2b014690c4737ee3702792
io.github.buntec	ff4s_sjs1_3	0.5.0	-	1e9b975136eadfa68c085659ac440f7d1b19bea3
io.github.buntec	ff4s_sjs1_3	0.6.0	-	b02414b4492f2c259b42591699e799ea3a997704
io.github.buntec	ff4s_sjs1_3	0.7.0	-	118b53b39a250be0a034a13a3207b2e3a650de24
io.github.buntec	ff4s_sjs1_3	0.8.0	-	034023b79f45a194440aaab360672a7e08b8dc20
io.github.buntec	ff4s_sjs1_3	0.9.0	-	08177bb14a3549ea94aa1c8aca1b86dfdd95bf48
io.github.cdklabs.cdk_cloudformation	newrelic-observability-alertsnrqlcondition	1.0.0-alpha.7	-	edd453ef0dcc735de11294b32434905c83ee7fb5
io.github.domgew	kop-tvosarm64	0.0.1	0.0.1-metadata	f50bb7ebdb43f5c7151b991eb73125fb9b9275af
io.github.domgew	kop-tvosarm64	0.0.2	0.0.2-metadata	4fb02c163efb47a45a6d9a40cf6c6c9a0b67ce86
io.github.domgew	kop-tvosarm64	0.0.3	0.0.3-metadata	574a3f1c4a6b00b8ef2379c3b33d3daa13bc0f5e
io.github.eduard-romanyuk	turbosms-spring-boot-starter	1.0.0	-	a6b2787002952b92a43fb717c6d0042fce9b2200
io.github.eduard-romanyuk	turbosms-spring-boot-starter	1.1.0	-	682eae1d5160b599d1e0a9bf201ababdf1bb131a
io.github.eduard-romanyuk	turbosms-spring-boot-starter	1.2.0	-	4911ea4bba6787b0d5c2d9965923117fd583204e
io.github.eduard-romanyuk	turbosms-spring-boot-starter	2.0.0	-	74945af6608609e4f1c847e334430ca39dde5457
io.github.forezp	fast-web-cache	1.0	-	1281f3c23763272e40882a04997b4e2498529abf
io.github.forezp	fast-web-cache	1.0.1	-	883a4db13cdefd5d04bbbdc58b5d420e6a89be64
io.github.forezp	fast-web-cache	1.0.2	-	33ab5d1d973f808a26a9e416c65408e5c6db08e0
io.github.forezp	fast-web-cache	1.0.3	-	a9ab729709af3326bfc795888c4947bc7a0a483d
io.github.forezp	fast-web-cache	1.0.4	-	029dfd3e1a905743df6798ff9b547caee3d7f79d
io.github.guymers	foobie-mysql_2.13	0.14.0	-	410d3571e0d69f0c911cde104cb804dbb23a771f
io.github.guymers	foobie-mysql_2.13	0.14.1	-	b1e9a1832959328b7385c055e0604a70d81a6e2c
io.github.guymers	foobie-mysql_2.13	0.14.2	-	2aa9a87b079991ff7ccc5b14297ed1644252b0a1
io.github.guymers	foobie-mysql_2.13	0.14.3	-	0df01c978fe885413b167e30c2e5be751002957b
io.github.guymers	foobie-mysql_2.13	0.14.4	-	8d647e1275a5deba10a818e0eb05a9f0d078b7be
io.github.guymers	foobie-mysql_2.13	0.14.5	-	e68a8ae5eb88cdce5990b63cdf3cae87f8854e82
io.github.guymers	foobie-mysql_2.13	0.14.6	-	b74e5e9f8eb3213076083fa74b7613f18dfec174
io.github.guymers	foobie-mysql_2.13	0.14.7	-	e39d835cf050f432644fa49b82f77389b5c25369
io.github.guymers	foobie-mysql_2.13	0.14.8	-	582927e0ad9d196c65c6d9533def1671f402bb94
io.github.guymers	foobie-mysql_2.13	0.14.9	-	0a6f6920d11a629f904c6914460ae36fa32b0ad8
io.github.guymers	foobie-mysql_2.13	0.15.0	-	91ae4708277998ab47ff2c968060ad58f4e31226
io.github.guymers	foobie-postgres-circe_2.13	0.14.0	-	3ab39e79a5142714b50dfdf8b59b75da7babb948
io.github.guymers	foobie-postgres-circe_2.13	0.14.1	-	786f0a5817e4c83ec7010890aef8c78be3505969
io.github.guymers	foobie-postgres-circe_2.13	0.14.2	-	f91d79f652a1b96e2bc1f6b30ea3cfbdab6e9b09
io.github.guymers	foobie-postgres-circe_2.13	0.14.3	-	230cf5a0d90136b83af90bbc20763c69fead5486
io.github.guymers	foobie-postgres-circe_2.13	0.14.4	-	b0f082eed729508c2c747a745d026921802a81bd
io.github.guymers	foobie-postgres-circe_2.13	0.14.5	-	8a1e5e3f3b79e8db612cd189eb1609d7021ad5ff
io.github.guymers	foobie-postgres-circe_2.13	0.14.6	-	8c6741d58f049d19db8aefe2300391d906405cf5
io.github.guymers	foobie-postgres-circe_2.13	0.14.7	-	f49e407561c99dacdc6bd2bafe44da3458b49b99
io.github.guymers	foobie-postgres-circe_2.13	0.14.8	-	9bc4774ab9ea5959fce8675ccdd5edf3ac0355a6
io.github.guymers	foobie-postgres-circe_2.13	0.14.9	-	75fbff999c66213435872f1ef35f51fd04aba642
io.github.guymers	foobie-postgres-circe_2.13	0.15.0	-	62e082bd55f1f41775261e4f2d5a33be1b66fa26
io.github.karimagnusson	zio-path_2.12	1.0.1	-	37f91fa57eeec159feb3421cf62cf4cc558cb07e
io.github.karimagnusson	zio-path_2.12	2.0.1	-	168ede88afbe4a3f60578e67fa15cca07e9ab9d0
io.github.laminalfalah	backend-framework-swagger	0.0.1	-	d9c4fccc48496dd09ce9649ecee5c53d6f8fd117
io.github.laminalfalah	backend-framework-swagger	0.0.2	-	38ec7f3a1c18b583c2fff8070235a700cc8dcfe3
io.github.laminalfalah	backend-framework-swagger	0.0.3	-	80b4c13b4ade27e94c39ea78d27cbeac14ce96f5
io.github.laminalfalah	backend-framework-swagger	0.0.4	-	ba8744da5835ce07228b32d4161cacd1071e12d5
io.github.laminalfalah	backend-framework-swagger	0.0.5	-	d1e19dc94215eff2042c3f950d8a3fc512c2d175
io.github.luneo7	guice-persist-jooq	2.0.0.1	-	33a6929b21552f1bb6219c04e6f9859b32055748
io.github.maamissiniva	maamissiniva-consumer-of-consumer	0.1.1	-	759b856e5ea8def413b32d71d4af189122d3027a
io.github.maamissiniva	maamissiniva-consumer-of-consumer	0.1.2	-	9933993dfdf91cf47f2f2395ec3a6f03a94b513a
io.github.matrixainetwork	pantheon	1.0.0	-	0cab3cd84797ed0af26b7354f7b31cada2096b75
io.github.matrixainetwork	pantheon	1.0.1	-	12b1384370ddabe379b7396c19756651d6b2917e
io.github.matrixainetwork	pantheon	1.0.2	-	8ec77b9d312df367224936f20b8dce2fd9f5acce
io.github.mjhaugsdal	er-m272-2013-04-16	1.0.0	-	b62d1d19d5839109a282033554f4652437666c5c
io.github.mjhaugsdal	er-m272-2013-04-16	1.1.0	-	6731456d48be1a1a0b658ba319639a0ea65babf7
io.github.mjhaugsdal	er-m272-2013-04-16	1.2.0	-	51039686481feb94730f7b206f374b9798f75a1b
io.github.mjhaugsdal	er-m272-2013-04-16	2.0.0	-	a4b8fe85f95e1861119b97446b39472ab6f5cf8a
io.github.mjhaugsdal	er-m272-2013-04-16	2.1.0	-	155ceff9b1b257bb324ec41984420a42a2a0d111
io.github.mjhaugsdal	er-m272-2013-04-16	2.1.1	-	709427b8b067b0ed155b5f8656e905dfba238220
io.github.mjhaugsdal	er-m272-2013-04-16	2.2.0	-	5ffc4f6e92d805f155b9edc5f5a2d6a2971069e4
io.github.mjhaugsdal	er-m272-2013-04-16	3.0.0	-	73cd239dd71b318eb73949b4576f5ae0ea0c3ff5
io.github.mjhaugsdal	er-m272-2013-04-16	3.1.0	-	df208bbe22d48b198613273a3320ee1441a285de
io.github.mjhaugsdal	er-m272-2013-04-16	4.0.0	-	34d3a3190f58e16e4c901024fbf3ee28a5c3b489
io.github.mjhaugsdal	er-m272-2013-04-16	4.0.1	-	6a9fa5c91477be28db7d1613431d43df07680adf
io.github.mjhaugsdal	er-m272-2013-04-16	4.1.0	-	b8293de38182c4aff35dbd945abac925b49a86a8
io.github.mjhaugsdal	er-m272-2013-04-16	4.2.0	-	f297cbc5891b29cf76f17d12dee07603e6f71e61
io.github.openfeign.querydsl	querydsl-guava	5.0.1	-	20f6b0adaddce0bf7df6e4e27d1bd0da123c4427
io.github.openfeign.querydsl	querydsl-guava	5.1	-	4048da9d767ecc53301221b7215b2d63aa245d9e
io.github.openfeign.querydsl	querydsl-guava	5.1.1	-	8eb43f7244ef839f58dd6f1fe0215a34a7f1e4e0
io.github.openfeign.querydsl	querydsl-guava	5.2	-	5b56886ee31165dd0938b91716a2aebf96d995d3
io.github.openfeign.querydsl	querydsl-guava	5.3	-	a3f50aa4deec7c82c1ff0931d4cbb7050331d180
io.github.openfeign.querydsl	querydsl-guava	5.4	-	fbf640742b0d3034084fa5fc1083b7b0bf267214
io.github.openfeign.querydsl	querydsl-guava	5.5	-	a4c1c666b611b4f81bd27c1c62efb03321aa71b0
io.github.openfeign.querydsl	querydsl-guava	5.6	-	472af25874f9bc9dfe5931ea16cfca2b1d4dee4e
io.github.openfeign.querydsl	querydsl-guava	5.6.1	-	1ad2b79d652c450428e88f3a4a069c3a3a9d3eb1
io.github.openfeign.querydsl	querydsl-guava	6.0	-	7b08c06a062c161c92fa034473421ecd977dc5a9
io.github.openfeign.querydsl	querydsl-guava	6.0.0.M1	-	a5d7941ec3b15fdbdf3d977122bb7ba6dae355f5
io.github.openfeign.querydsl	querydsl-guava	6.0.0.M2	-	328e63872a8e1e6d01628c4c2570a4c8865393cc
io.github.openfeign.querydsl	querydsl-guava	6.0.0.M3	-	0be2a63b5fac008c9c250f918e91c1ebd1e53809
io.github.openfeign.querydsl	querydsl-guava	6.0.0.RC1	-	6e61f68b261a1b0bbbbc2211b362a98a638cd3d3
io.github.openfeign.querydsl	querydsl-guava	6.0.1	-	2e8a7a4625c973c370cf740713667de1d266eaf0
io.github.openfeign.querydsl	querydsl-guava	6.0.2	-	11dadd674f4bbb397a7f5c848a11005c0a0c5121
io.github.openfeign.querydsl	querydsl-guava	6.0.3	-	a9f32ea7379f616c51cd724862d1ee92ccde997c
io.github.openfeign.querydsl	querydsl-guava	6.1	-	8c1e9b68567c70daf869ff22a2e48cd0c1b5f3d6
io.github.openfeign.querydsl	querydsl-guava	6.10	-	e4e8b822b21a79ddb4bc49fb3100373e2d201fc4
