br.com.zup.beagle	beagle-yoga-layout	1.19.0		N/A
org.opendaylight.infrautils	odl-infrautils-ready	3.0.5		N/A
org.opendaylight.infrautils	odl-infrautils-ready	4.0.0		N/A
org.opendaylight.infrautils	odl-infrautils-ready	4.0.1		N/A
org.opendaylight.infrautils	odl-infrautils-ready	4.0.2		N/A
org.opendaylight.infrautils	odl-infrautils-ready	4.0.3		N/A
org.opendaylight.infrautils	odl-infrautils-ready	4.0.4		N/A
org.opendaylight.infrautils	odl-infrautils-ready	4.0.5		N/A
org.opendaylight.infrautils	odl-infrautils-ready	4.0.6		N/A
org.opendaylight.infrautils	odl-infrautils-ready	4.0.7		N/A
org.opendaylight.infrautils	odl-infrautils-ready	4.0.8		N/A
org.opendaylight.infrautils	odl-infrautils-ready	5.0.0		N/A
org.opendaylight.infrautils	odl-infrautils-ready	5.0.1		N/A
org.opendaylight.infrautils	odl-infrautils-ready	5.0.10		N/A
org.opendaylight.infrautils	odl-infrautils-ready	5.0.2		N/A
org.opendaylight.infrautils	odl-infrautils-ready	5.0.3		N/A
org.opendaylight.infrautils	odl-infrautils-ready	5.0.4		N/A
org.opendaylight.infrautils	odl-infrautils-ready	5.0.5		N/A
org.opendaylight.infrautils	odl-infrautils-ready	5.0.6		N/A
org.opendaylight.infrautils	odl-infrautils-ready	5.0.7		N/A
org.opendaylight.infrautils	odl-infrautils-ready	5.0.8		N/A
org.opendaylight.infrautils	odl-infrautils-ready	5.0.9		N/A
org.opendaylight.infrautils	odl-infrautils-ready	6.0.0		N/A
org.opendaylight.infrautils	odl-infrautils-ready	6.0.1		N/A
org.opendaylight.infrautils	odl-infrautils-ready	6.0.10		N/A
org.opendaylight.infrautils	odl-infrautils-ready	6.0.11		N/A
org.opendaylight.infrautils	odl-infrautils-ready	6.0.2		N/A
org.opendaylight.infrautils	odl-infrautils-ready	6.0.3		N/A
org.opendaylight.infrautils	odl-infrautils-ready	6.0.4		N/A
org.opendaylight.infrautils	odl-infrautils-ready	6.0.5		N/A
org.opendaylight.infrautils	odl-infrautils-ready	6.0.6		N/A
org.opendaylight.infrautils	odl-infrautils-ready	6.0.7		N/A
org.opendaylight.infrautils	odl-infrautils-ready	6.0.8		N/A
org.opendaylight.infrautils	odl-infrautils-ready	6.0.9		N/A
org.opendaylight.infrautils	odl-infrautils-ready	7.0.0		N/A
org.opendaylight.infrautils	odl-infrautils-ready	7.0.1		N/A
org.opendaylight.infrautils	odl-infrautils-ready	7.0.2		N/A
org.opendaylight.infrautils	odl-infrautils-ready	7.0.3		N/A
org.opendaylight.infrautils	odl-infrautils-ready	7.0.4		N/A
org.opendaylight.infrautils	odl-infrautils-ready	7.0.5		N/A
org.opendaylight.infrautils	odl-infrautils-ready	7.1.0		N/A
org.opendaylight.infrautils	odl-infrautils-ready	7.1.1		N/A
org.opendaylight.infrautils	odl-infrautils-ready	7.1.2		N/A
org.opendaylight.infrautils	odl-infrautils-ready	7.1.3		N/A
org.openmole.gridscale	sge_3	2.38		8f6613af1baba010e24fa47c47ff56f8f30b52ae
org.openmole.gridscale	sge_3	2.39		86ede2896da2768995f0969a207af3fa030696a5
org.openmole.gridscale	sge_3	2.40		cd2d257fcfc45657c47375e814c1d2b95a53b1c3
org.openmole.gridscale	sge_3	2.41		66165fe51025d4900052487fbc88c3e25fa0a6c4
org.openmole.gridscale	sge_3	2.42		dd7a320694b9fa605b036a72ea3bf022f31ed669
org.openmole.gridscale	sge_3	2.43		92f4ce137de626b310d30693a54ece5fbac787aa
org.openmole.gridscale	sge_3	2.44		ce7e8444a400cbaa55fa4c68eea4e5b22b284427
org.openmole.gridscale	sge_3	2.45		2643269bdc9baab1ab03144358a678d6ff7c4682
org.openmole.gridscale	sge_3	2.46		28dd596f132cd5d4f9300cca412f52c0e68cfb5a
org.openmole.gridscale	sge_3	2.47		53872e5b30928e8ef5e04f5f187bba986ad44226
org.openmole.gridscale	sge_3	2.48		5f4b385b33c8172b1424b280dc2424dcb60a8db2
org.openmole.gridscale	sge_3	2.49		27084bfdac09628937399cd3b829f9eac24f0fb7
org.openmole.gridscale	sge_3	2.50		22a2f3e9c93be05fea6812fbc1cf2c908a95cf39
org.openmole.gridscale	sge_3	2.51		35aaab6f2382ea00e24d5f20d1e6c14cc84293a3
org.openmole.gridscale	sge_3	2.52		52140257ad2c44ffacc71462aaf7173815ea6b53
org.openmole.gridscale	sge_3	2.53		830cf953e964cdea6ad0c55f8f899c6fe281d3f8
org.openmole.gridscale	sge_3	2.54		c341372232c31a344413c467d18f306a30889c28
org.openmole.gridscale	sge_3	2.55		09a7bbec52cb55b021728566273b4c88d5e79a2f
org.openmole.gridscale	sge_3	2.56		5fc05092ad040b16701a59f69de08281f52b49fb
org.openmole.gridscale	sge_3	2.57		9bbb1dfdaa64296044275129486a71bd07deb55b
org.openmole.gridscale	sge_3	2.58		0a9dd1566aad86f3d89d7045111df39511a3bad8
org.openmole.gridscale	sge_3	2.59		27eeb65b6975853b5b8f973bbcd5202f2ef8b940
org.openmole.gridscale	sge_3	2.60		a45cb3e07b7004dabd4ee48e258e0a46e667a9c5
org.tendiwa.inflectible	inflectible	0.1.0		375d7963dd33f4c5fb480eb9b7baabb73fae8253
org.tinygroup	org.tinygroup.ui.tpl.deepblue	2.1.0		0e111befd81a9a806b5ed4adfa375ae87f14e9e7
org.tinygroup	org.tinygroup.ui.tpl.deepblue	2.1.1		49e8a36e79f2fc402892404787fa13c3458bdb77
org.tinygroup	org.tinygroup.ui.tpl.deepblue	2.2.0		6db5f24fd3cdafb57185a52328e1483dd46d7129
org.tinygroup	org.tinygroup.ui.tpl.deepblue	2.2.3		0e3a15c1d2b91a8207646cbf03e163e9ad2de5b7
org.tinygroup	org.tinygroup.ui.tpl.deepblue	2.2.4		eeff1bf8a472f588bdf39c2b2d7d7a9fd50f76ed
org.tinygroup	org.tinygroup.ui.tpl.deepblue	2.2.5		05d5ab273c0c537f9ed61f0578e43dc60eefd1ff
org.tinygroup	org.tinygroup.ui.tpl.deepblue	2.2.6		949a1d11a5d1cf63bf0d0ff25816ac85500bc56b
org.tinygroup	org.tinygroup.ui.tpl.deepblue	2.3.0		62aec9d3f6a819a6d7daf1ee78c771b8baefbce4
org.tinygroup	org.tinygroup.ui.tpl.deepblue	2.3.1		77dfd0fbfb5514cc497a951e8ceb90c2d96637c2
org.tinygroup	org.tinygroup.ui.tpl.deepblue	2.3.2		e522c8711f96c3e28a6bdd6ecc27a95f26fbbde6
org.tinygroup	org.tinygroup.ui.tpl.deepblue	2.3.3		398bfd38d65680b414b180a32b5cb672adc56cac
org.tinygroup	org.tinygroup.ui.tpl.deepblue	2.3.4		88f0837b773e5780868faea2385859e5fdebe2f8
org.tinygroup	org.tinygroup.ui.tpl.deepblue	2.3.5		079e31510e0f9e87c00fee3c4b1f66897474f6ed
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.0.0		abef7456456755f4946a79f963679f3d2d8cf586
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.0.1		2eb0a13aea28d3ec238d305ed450118531416d3c
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.0.2		44e4b6444bde96f45a4d70a38b850a2f54ee33fb
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.0.3		233f0d5b1c4fffca809fc2656cda91a5adf76471
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.0.4		02c94fbf955d98303b7a88141fc20109a4ae88ad
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.0.5		b17d442171e2df28775a977745adc23d9d3d7581
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.1.0		1203ef3f199e6f0236dab9778b53ed1a0fec7c0e
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.1.1		c3f6eb05b2f6744124cf6d7ace5b7c360dc5b41f
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.2.0		944815ae6e737dddbb542f483b4cbea6800f35ad
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.3.0		b0797a4bbca65e84493644acdf9e0f1ae8e737d6
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.3.1		0559c00bbebe09c3dee928c60f8dd41e690c27b1
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.3.2		b2f460594c4a4c56728196b4f90c3a68dfcb1662
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.3.3		28e81e900b4a19aceb6bd5368148a4e43db4508d
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.3.4		2ac3a2c2c938e024bb04cd822d2d6f4d61c4e251
org.tinygroup	org.tinygroup.ui.tpl.deepblue	3.3.8		c2d25cfe26b68342ddd58693ae18494caa7b274b
org.webjars.bower	angular-translate-loader-url	2.11.0		21a0256d7a0af85f21e3db6116aa165a991073e9
org.webjars.bower	angular-translate-loader-url	2.12.1		c3fa0eddc9ac2ef82339e667a65e7384859cffa6
org.webjars.bower	angular-translate-loader-url	2.15.0		77ad2d5e7fa0f25f53256e63699acc45c942fbc1
org.webjars.bower	angular-translate-loader-url	2.15.1		d36ca2ad44e088065bad06ae20d542bb840b4317
org.webjars.bower	angular-translate-loader-url	2.16.0		bc704f03482b0679226b33be35981a68ad3783e3
org.webjars.bower	angular-translate-loader-url	2.8.0		018552a1f830d1a9f72f1ab3dcb5a1d8f1727d65
org.webjars.bower	angular-translate-loader-url	2.9.1		c113ede464ee05aa1ebed275d9c054311b5fc80f
org.webjars.npm	objectFitPolyfill	2.1.1		2c2a1f96fd9b90683f2d325e2f9f40052feefc3e
org.webjars.npm	plotly.js	1.16.2		ec064f6848dc8384d3df976bc0436c8abb52a62e
org.webjars.npm	plotly.js	1.18.1		60b116ad872ad69d4575c548c3dc255fc597a95b
org.webjars.npm	plotly.js	1.19.1		6294fbb998fa5c2ca02b336aa4c4c4e932cbdcb1
org.webjars.npm	plotly.js	1.22.0		77d81c818940fd7dcf5214de8d964e1b6ee6a907
org.webjars.npm	plotly.js	1.24.2		6f763c7ef04297ea19442f74ab9f0ed730abf73b
org.webjars.npm	plotly.js	1.27.1		128b361948c49d1ede4d619ad6a2ee1724d1735a
org.webjars.npm	plotly.js	1.29.3		0fa58814f9956f0251678612ab7c41e01c33a82e
org.webjars.npm	plotly.js	1.30.0		8fe813ff205569b619f39cf55ba59e75a93bd7fd
org.webjars.npm	plotly.js	1.33.1		0d02407a9312a507b8cc870bef051acedd77e7c7
org.webjars.npm	plotly.js	1.35.2		58efc5791e3c7cf1587c71b456c99a85a7f3401e
org.webjars.npm	plotly.js	1.42.5		d8bec8a2b15890c7a808e48c5ba61b2d03c35b1b
org.webjars.npm	plotly.js	1.44.3		2a4add808b6aebc02984b43e7cc43f1a58bb9fb7
org.webjars.npm	plotly.js	1.45.2		80f3573d1a408cd7486abb2b500eef886dfbd361
org.webjars.npm	plotly.js	1.45.3		673d66f83a09d3d628b5f9f352a36ec600d8e578
org.webjars.npm	plotly.js	1.47.1		e4b09de9424e3b2a442e81fb10d31f3bec493871
org.webjars.npm	plotly.js	1.47.4		dd64b2c4fcfe855d151efbe51009d77dbc8021fa
org.webjars.npm	plotly.js	1.48.2		ef7ea5445dee60c5122b8fa5237e0858128f19eb
org.webjars.npm	plotly.js	1.51.2		653427b9b3fcb01ef371474519912f25c3f18aee
org.webjars.npm	plotly.js	1.52.2		50a20d002496e46a69e8d4f9c14c8ee89eb48dcb
org.webjars.npm	plotly.js	1.53.0		8ad5d8beebe88f8c3f5442772bb8b00d29a25f74
org.webjars.npm	plotly.js	1.54.0		cbf71a7b26346478499c1c4b37b762ece7d7b593
org.webjars.npm	plotly.js	1.54.1		9043cb7106306e08b4c1db04968235d70bdbf529
org.webjars.npm	plotly.js	1.54.6		9dba2de4a1d9de1ff71cb45b6ad36d0d37ae5329
org.webjars.npm	plotly.js	1.54.7		afe586126cc9876371fb733d5e8445c77100d07f
org.webjars.npm	plotly.js	1.6.2		88e89eaeb4ac476bca30e4193398bbe3d3d2baa7
org.webjars.npm	plotly.js	1.6.3		01cc6a66a9e25fdafbc94bcd88430921e9dedcfc
team.duckie.quack	quackquack-core-sugar-material-internal	0.1.0		ed4e29d46979e968050a5546214fea1d6a59b48d
team.duckie.quack	quackquack-core-sugar-material-internal	0.1.1		ae6d49e73d69332bbb5ea51cf8c0a5a3557083a3
tools.jackson.datatype	jackson-datatype-javax-money	3.0.0-rc2		2d473822341ead131481c1cec68d5363e997dd58
tools.jackson.datatype	jackson-datatype-javax-money	3.0.0-rc3		0e40b72905c94981794eb242b29b074d9375d231
vip.justlive	easy-rabbitmq	1.0.0		e931e54945716e7523a43e9d13dd14adaac8265e
vip.justlive	easy-rabbitmq	1.0.1		de2c240aa34d0c7b8efb0d15bf9be2a23399a8f7
vip.justlive	easy-rabbitmq	1.0.2		becc1ce74da5faf2925e59fb863107698c636b3a
vip.justlive	easy-rabbitmq	1.0.3		47a5aed631cf476002858a61ddca9cf9f2402235
vip.justlive	easy-rabbitmq	1.1.0		648f0ccd6c359da1e4b36d34779ef32d9e4da04b
vip.justlive	easy-rabbitmq	1.1.1		efa9ab82fd9e0100d9015af5df907a1500cab95a
vip.justlive	easy-rabbitmq	1.1.2		41b3b0b9b85f89d681a8014bc1df044f42a6a1a4
vip.justlive	easy-rabbitmq	2.0.0		09a5db5d2336fcc0b6f30b5cd59cbd8f02d1030d
vip.justlive	easy-rabbitmq	2.0.1		62f8a8811626f5962ac7f6eae014f27986b4b3c1
vip.justlive	easy-rabbitmq	2.0.2		f5fa8761b87c858c3d9836589510768291d3f227
