br.com.zup.beagle	beagle-yoga-layout	1.19.0		N/A
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.103.2		21f7c6c067eaff9fe63c20680650318dccca3613
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.115.1		53d7e29e853dc46fbde8523307faa6e6887f445b
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.115.2		bc7ae7ee13c35acd0d06555e74cc907a85e56c94
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.120.1		914f10066f66eb15c45934e9b8904b7e50df58b2
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.149.1		8d140614a2a67073eb02bd976a31cf69100ba15e
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.149.2		f3e84a7063f849be4de6458cce05819dc4a36d6e
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.162.1		83858b8d01259ab3f7bae2c5d9f0fa801c6bb392
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.162.2		7879b7d17d401aaba91add50b44705a94cd0d9a6
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.42.1		e6c3f2e2e899ac7fb8c1a90651b2819c5c27f75f
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.42.2		ffe55acdeced2c6eee094cf9c7a85b6dcab7739d
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.47.1		ff99c27337bb799f8ea96e5f8d8dc1285ea92530
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.56.2		f651ac120566cf46ecddb5fa26a1b872670e1d9a
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.58.1		687dd41625805c2f5e7dd1163dd777f7a3662146
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.58.2		3113f3f5de53056d645ab2d8808ec58ced7cbc1f
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.58.3		79bdfab1c8a786bf5e2d80ee6f251a418a6f8cf3
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.61.1		2584bd6107eb0aa55441f4d66d961b3702b7e1c1
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.69.1		4d5f122877f70de27da738b394cee344ae172471
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.69.2		737d9e115f9d26b867960d7c50ed9e697e01b87e
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.74.1		ff61648a9151d4664f831376170124f1f170bbf8
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.74.2		5dce39f4c4e22b89bf8c706b4a54a43e459d60e3
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.78.1		13d91cfe2bc6c757fd2d5c8f3c88936b115ab148
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.78.2		650b5b5c80c596f3342d46f54d754b4c24b419fd
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.78.3		e08882ce23d0512811501beb08a6735521965951
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.83.1		12d971bb3968db2447e502d46662cd3f9c7d7dfb
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.83.2		df7b975ba93f95bd9dd48e78d4318880958d7ada
dev.zio	zio-aws-migrationhubrefactorspaces_3	6.20.97.2		7db11354435f60c9fe36896f43fd41f6d66f9387
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.21.15.1		4dc425a74cb0991954f350fea91c2fa85c3da4fb
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.21.15.10		4e88f54d2326ae4737dc9cb1ce78a65efc0a519a
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.21.15.11		d191484cbf0e2ebb4bb406126e2fd0d81be55d1c
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.21.15.12		015d3a4639fa31fec2bc3d7849d0f4f84a19550d
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.21.15.13		33c4aa8e2388d136e128c1fc33c09021f67b272b
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.21.15.15		02b961521d51f8a52851b87d54cccd873d8bf91f
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.21.15.2		47314af9b061df010e02bcb571996ad2dcdaa9fe
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.21.15.3		052da5835a494a80ce456cc1bea1c784762990e2
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.21.15.4		595d6d7dec6631deb9f66d4cd3a2a95fbf0d0b0d
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.21.15.5		f9e4337eec25dc9bf3a802f7bf1e29534182c40d
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.21.15.7		5000e42a95f2f27552a8d69bde031ad07082a889
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.21.15.8		9b760331bf8c223f11fce56148194c2a57548ad1
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.21.15.9		80d2a1262ce79238068c854fb470da1f068b3287
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.24.2		ce2ecd6e83add959d8603f1aeaf1cd943df17742
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.26.1		e777f5632353b9a7ed4484d9c48b81269c01aa7c
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.1		5ff6a020cabfdf75610d90012f315ebec5a789f1
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.10		4477731c5c418392928cab854e5d9e41664e97c9
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.11		ebbc34cc685c150727aa04099117e34ed80eb50e
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.12		4e9249f4171caf0a35d115cbbd2953bc4265425f
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.13		96c70369df38e6c39e4b126f95f87fda5c5510ee
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.14		1bdc3e8c3692eb5aeee7b48580e3e0b9a156a516
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.15		a237bd6b3aaff33d19d1f012e8e75c3ad54d391e
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.16		894e6a8ba8abcae136bb379b0bdc4c225acd8eea
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.17		b0eefb046901451a168c89ded9872e4d79b25c45
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.18		a95bba2c3deb16ba1f62b34d14f39063f6d9a553
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.19		6bed327290aef12c53875b5c11957f2fc71e77f3
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.2		6316ebce8a0f950e66e2c81f23363fd8f74cef80
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.3		a0a72fc6d3725fd8156efdc4cb4bc7b25ba9711a
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.4		3302dff5d16feda46942799b1809818051c9dee2
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.5		3b39a4745b9f08c260f1fa15750a27104285abf0
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.6		de83e648a72f49414d5779a0d69622b9ecc8f4bb
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.7		f56876eaf83c1ff05af1f106d278731d0cf9d239
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.8		e2a6366d092451d0b573ad7ed4ad57bb598ef954
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.28.29.9		7248453523f2c44d888d8fa780caaf8abd65925d
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.15.1		89f5cb1b55f6f2285bfd392d527de8d69253095b
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.15.2		da636e27db61abc1eeacbfe18e6f5a5e3405e6fe
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.16.1		b7717d26b0dfdea1073bd63006d220c05d8de486
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.16.2		7dec2718b647d9e3cb0ae257774fdd1daf41322e
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.16.3		f71481f5d3c67fb813af2c33dfa229549fb55145
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.16.4		73f1e98bf3b93136932f9e046b151ee75f97fb45
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.20.1		101f1eb337622982a13e38d269275132dedf3d88
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.22.1		ceea37b5e2624a85cfcb45b08cf7eebed1e3a9c0
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.22.2		857ed331880c73610eae1dc5a5e5c26c5c27adc0
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.23.1		dc615e72e590be80a682d3be8235ebaeef47ab41
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.24.1		55a93294fa647cff1df99dba82712b3828015d3c
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.24.2		80739058b0089fc2e13b768ccbd1286e0ed96dcb
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.25.1		150035f9fc334f71d5a8067603bbd2df5034d1fb
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.26.1		24e4254879f71a401befc27e150283726ba41e6c
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.27.1		ea266ff9006cf45569167bfb45cea659081b72da
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.27.2		b43a47757d097bd438b00cf6d85d14269e6f0c9f
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.29.1		ae55cbbc00412f1e307c6a50668feb45302425f5
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.30.1		b7064fb7e62237ebff7567e0aa80c76a6ee89aef
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.31.1		c1af8e6a4106779ba39332911e78b4f66383c5f0
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.31.2		0c79e534c8fb320fef422654ac90a7d511220265
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.32.1		dcf5257527f7214e408623c6c7834086218cfdaa
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.33.1		501e807294bf1ba164f176db8152a9b0cacd76eb
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.34.1		2a4b2ade4baf8dd7101ef6d67456f76cc5733301
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.34.2		fb3544b69f58b7f2b297f31d5a492a0424e7cc8a
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.35.1		00a8cae2da878747ab327b82d9ddef37c2fdad6c
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.36.1		bfe908d92975bd6b84a546eff005c88e6423899d
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.37.1		11a03957b624625259697c540ebb441f63715ef2
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.38.1		22fb923c7e2f3390e534518a4bbd3820ceff2407
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.30.38.2		744232352954e05ee618282faa1107c414badd0b
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.0.1		db38ba7daf4e8dc66de2be974fc92c898ccb3c8d
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.1.1		ea21de36ea4dcea8ef72a0b07cdf880ae7819f51
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.1.3		97d51db4a9503da846061522870e066942f7a35f
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.1.4		61ade3272eebd6fda1c30baf409eb54e250d1395
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.1.5		424328f821a3d346159ac979b8f42d3192a7b79e
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.10.1		d99d14adee3929267b233aa115e276cd1e59de76
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.11.1		b61c45519baf839c821b25bccdb3cf0b850b0f60
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.13.1		20042fa488c3ea80cc46bda1afb0e902da306698
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.14.1		8c1c48b943c2aa52bb7c53a746c542fce7488d7a
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.15.1		5c703cc76154eee91f9898b4003f3963fe89d2d1
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.16.1		3d916b184f41f8a5e33277243cb46abcdaacb1d6
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.16.2		b392c1a8f258e8ae0a1e0a8e87e2431754fae604
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.17.1		b64b5da89c53839c57cc36e8c247583ef2460855
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.18.1		1c7055d46b6858b3c6322aac0587b191ad511570
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.19.1		7001212d9928337a38aa9c7a3223d2850ca817b6
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.2.1		a2b7e8b3da0297317410e047104831969efc8866
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.20.1		ccbff0a6a408b5b8033997fd908c8d7e1c968312
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.21.1		f1fbfb7ef81558afe534b81ed892622a754e1236
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.22.1		23ec4acd3136767e2f382260ed48cc7ad86bad5c
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.22.2		2bded48e2e1a87a012302f5ea9505f4bdbb75d21
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.24.1		60f4241e338109675eac0a3542fdfaa59db2ae2e
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.25.1		629d2451b43baa884cf851ea62734b46e64edb2b
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.26.1		9bd88eab99cdb2ac6411fcaa2ecccec883e77d61
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.26.2		937e38b0dd00e7004c906399ad2e2ad87b89ae50
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.27.1		3372abb4cab60382dab617b733689e42e8020461
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.28.1		d73fee2f8d13b4828ee60f21e8373b7880f842a5
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.3.1		bb518971c9f5230b5f1628f23109dce60211feb4
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.30.1		893e0be194966a92e0f4db515ee5627e681f82a6
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.4.1		8aee1c8b2a1a072b187ec4fb2c368e5fcb4ef645
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.6.1		6a00385d8adbdee65d015654dda7bd14b19db91b
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.6.2		421d4215e4e5d5b403cb52e303808df49c76f3c1
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.6.3		55acaa6aeded4309eeee468cda150a9176b451ef
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.7.1		77b8bbf54e36d64660f367ee74173464d45dc847
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.8.1		7fa9101fbb40a79bc93226b1c2f2371e158a79b6
dev.zio	zio-aws-migrationhubrefactorspaces_3	7.31.9.1		879d69b2e8339431a43d07ebae3b292c0b39c23c
in.nvilla	prelude_sjs0.6_2.11	0.1.0		0c50318d9e3769f96a22d8508cfb62bacb29155c
io.github.alexzhirkevich	compottie	1.0.0		1ea2965517a97cff83b587d5b48aa3eb13971498
io.github.alexzhirkevich	compottie	1.1.0		86c4798505e4789899ba29d0f67c984f764dfc8c
io.github.alexzhirkevich	compottie	1.1.1		473a25b707b7920938867557622f5e71b140277e
io.github.alexzhirkevich	compottie	1.1.2		2da4a0019c72f704ccd43cf99de357bb583d688a
io.github.alexzhirkevich	compottie	2.0.0-beta01		efc6375f0b82dd20e04d10e34ad5f2b9ced6fcd7
io.github.alexzhirkevich	compottie	2.0.0-beta02		7d3cdc798456f31bdf81932581a0a8872d53e2fe
io.github.alexzhirkevich	compottie	2.0.0-rc01		f562fa722d7ab47bd23ff9e1789f638d465ec2e4
io.github.alexzhirkevich	compottie	2.0.0-rc02		b3374d244fdeb966c1c2da520be3bd8ffc916e2e
io.github.alexzhirkevich	compottie	2.0.0-rc03		083a44dcc6def1b020cbe072314144d9b87746ec
io.github.alexzhirkevich	compottie	2.0.0-rc04		083a44dcc6def1b020cbe072314144d9b87746ec
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	0.13.0		e1d95d2f1fbaa333cfcaae725e0ef2ac03040e1f
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	0.13.1		5bff41cdf053265b4fae215fe3c656da99072c2e
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	0.14.0		6f7ffa97ee24009d7dc60e4a27d12f4a6703d2ce
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	0.15.0		954fbd3a984a4efc8edf3f3db2865df730e74502
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	0.15.1		02bd58cf4900904e396a15ef18fad5d0035cbfb5
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	1.0.0		a4ddbf79ee92aa338dcf24d0084202a210a159fc
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	1.1.0		52ceeda0cd230ce508883a42566a31235a89a1ef
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	1.2.0		55abb9675d1c19d789e2935d1a0909ef3368ddbc
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	1.2.1		5853ca178c22ba05b60f1eb5b50f1e1843aec7f7
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	1.3.0		e298940402b033e2f62b23d7fa45742dfc865a7c
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	2.0.0		515f1eeec0f2e2254ca9172553dce5ca3c8efabb
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	2.0.1		46abb2bde5f89ab08e2e064f82433fd72072f3bb
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	2.1.0		c26be73c35ffa282460ba2c20153e7df991113fe
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	2.2.0		77815bc4c8f1a94ee107c05a180883e50869bb2f
io.github.copper-leaf	ballast-firebase-crashlytics-jvm	2.3.0		e43532b1505779261bc5efc3aa9047d4c3429a4b
io.github.jamalianpour	persianpdf	0.0.1		9f69a89865db0480d439eeccf04496e7dcff896e
io.github.orionlibs	orion-file-system	1.0.0		6f2b70c577c888cf5cad2de9eb5ad60aa35b1936
io.github.orionlibs	orion-file-system	1.0.1		40f733cdf12b0b4f20d85c69f08dfea3da1a12ac
io.github.orionlibs	orion-file-system	1.0.2		4d1eff4b64d29f9c33679d57d2b1e167ccd2bcb5
io.github.orionlibs	orion-file-system	1.0.3		8e02eeafc83e8df81ca77571695d08ef3c8abc47
io.github.paulmarcelinbejan.toolbox	toolbox-utils-log-json	1.0.1		0c31650cca18fc2118f32aee94fb3e4ae55cc3a3
io.github.paulmarcelinbejan.toolbox	toolbox-utils-log-json	1.0.2		3e05f55ccf86beebee24568d50019f9b4a74206c
io.github.paulmarcelinbejan.toolbox	toolbox-utils-log-json	1.0.3		ef39b0b3cc4bda48847ed2fa0136f321b4782833
io.github.shreeshasa	bdd-automation	1.0.1		03d94ed704c61352c66612d469c498114f86c0ed
io.github.shreeshasa	bdd-automation	1.1.0		1d0ffe70972f435583fe98dc064d6dde923dcf97
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.100.1		deb8da3e9acf145411e3bdb36cc6c30668e9a5ba
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.101.1		872a99f6f17f552e3f211b5d492ba151c40f1b3c
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.102.1		944f05b51315bcd90a3844dfe7925ec884a2b74e
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.102.2		b6ea766ed7899a579764389b824b98dd43233f05
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.104.1		2e2110a54dbba443d50d7e3980cb7108850b7c43
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.78.4		7267de80b305936b9ce5a097dd5d2c6fab52a383
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.78.5		8da8ad89b3b06c8c1f137bb26e18df7a738d47ea
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.78.6		5f494cb5eea1ff622de1f80fc9dc53e15cf8689a
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.79.1		6532bf2e275733867e6782c1ec2aad44294b9920
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.79.2		88af73f5394d99c89496c133d22ee59a04678da2
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.79.3		66dc5f3de1af666813c22c835438daf90b98979c
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.87.1		e866900ee730021d4ce1193bb638878082f33bce
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.88.1		14f0e0c47245de2d7e268dc1eb99bf7e1cb5797a
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.89.1		6e8194af3a1df04ae1c06dbb101a83aed0a77084
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.90.1		7bf1b8877e473bf850afb29467f60e76497aa06f
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.91.1		fd571aa1974c2a816c66b01987b69e717585847a
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.92.1		7d84fe1d8050ce9c2bc4574d7bfaed3f10280b69
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.92.2		296cdae82dbbe7c08d07a9954d98ce1d7d1f1702
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.94.1		5fb89377011836e69d3af712ca86c1af88c7f752
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.95.1		c8f1116fc6b2ae36d6d3cc978801ab26f7285983
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.95.2		0d9d0f2a5a4cc4a564097dce3b299372f3e2198e
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.96.1		a8a3539c45d93cc236ad0f26e89652bbd845a0c9
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.97.1		3b4ee9fe3a82bf478073362a0f7bce80900e3390
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.97.2		e00c559d1ad6120ffd33723ab22f0ec1f08abf16
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.97.3		5367210966985181573b89bd1b61d5bded315f74
io.github.vigoo	zio-aws-ssmcontacts_3	3.16.99.1		5221915140176bac399fee86a345a18a809a0395
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.1.1		6ea9a86511ed5fe4fc558585046111a4a44bd639
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.100.1		a35d15b7d6b9636b7ad875cf5de6c9141e266848
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.100.3		fe061e2704ae95acd88f0a7875e0ba707162b579
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.101.1		ca39307001e5697763cddf6a65e56edf7edf119a
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.102.4		16da40a283ce64ba4ec3d14dd699ca39927236d8
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.102.5		156888bab1aa7e6193380149c44bae4eb44695a3
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.102.6		69b6dc03136ff861611380157c3baa7eb023d0d3
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.103.1		67e1dcda1258e13da5920b4620a8e469753f76d7
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.104.1		914b28c7f99a57e6e68fef6554c752ea53dab7f6
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.104.2		50418f8b131e6937638df77a3055c2416341b1a6
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.104.3		de98ece3bb0885a3b60408d564bddb1eca7a441b
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.104.4		006c97ea9268141282d748cbe098d5c1590ad809
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.104.5		a351824bc5f4bcfc1646958ce3d61924c4c885b0
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.104.7		eb5dd07c3e362da5eb6414827728fd6793c1a162
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.11.1		9126c4fd76140355c56734f7cb301135e2066c76
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.12.1		b1cea4aab1ca0ea64306cbd064e67162d3bebd90
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.12.2		fee519a773dbf59563d520c7c52960323e399f45
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.12.3		057e158418968fcda3bb892b7933b1f399946b15
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.19.1		6ef3d91946d825f0d7d08fb7a8d0c2bf8cb9b409
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.2.1		ba0874d9d40259d4c8636632ce6aeb0ecc8a3508
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.20.1		844f6fe2e4fc3b9427f2b3b9ba62c6770d659088
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.21.1		13ef898ffc61299647699ae8cf1270df98e9b0e8
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.21.2		5e3bbc5ae0cea114cd1b9b69185e9df576202004
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.22.1		021e002102cdf020c31c7dd6daa364cac8275a38
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.23.1		0f5d47488ccefe53bc4f259c7e108f321fc8e510
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.24.1		40a4731ccd39980fd005687d5714b1b554077d23
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.24.2		0354d41c37534696dad9d05f9496b013034964f2
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.25.1		388f53dfecbaa986af0fc5b11b9e3145407c6714
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.26.1		87b7e5b657a07e1614dd938095af0c1ee7e266a2
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.26.2		02f1a3050725af95b08d62e0ed601c099b171978
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.27.1		fba02b4efd15ba8dabe2a1d4aae1823aa78d7711
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.27.2		6bb8211480c80d17b9f20d9bac570ab095a34a8e
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.29.1		ed4a47c91b1085260acdf8804b3e4f18e6af2724
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.30.1		59c4c9d50d162bc81a079fce26abebea4aeda364
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.31.1		f52525728e2d0f856ebb180832c7d15a12991e32
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.31.2		30df1768a83b96b1aeff30e69d5a92957c61ce59
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.33.1		1797abc25b4703bd23dfdf60ffbd26e0f7dbc120
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.34.1		5f0ecb97d3f0871f6048372702457343ff80c817
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.35.1		00f6e6e07e9179507c0189e97350e4f312b3d267
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.36.1		dde9d38f0715a8a8238f8bad16bd46a65c8d8243
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.37.1		0cfa157b908965d6fec836d0ec1ef2ad713c768f
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.38.1		7f398b606cacd89349ca21d27465989ab0d5ba9c
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.39.1		4f0a07af993606a425e382de82cd2528614fbb53
io.github.vigoo	zio-aws-ssmcontacts_3	3.17.40.1		bd74d53f42cd12d7046b80888bd18ed1bd2b1f3e
