ai.kognition.pilecv4j	opencv-install-jar	0.16-opencv4.5.2		N/A
io.github.letitb	selenium-test-agent	0.1.7		c305b701bcff809bf359cb8407e53d5d28f37933
io.github.letitb	selenium-test-agent	0.1.8		594b0415a575f606100b9575869a69171e89a7f8
io.github.lucchetto.zoomimage	zoomimage-compose-coil3-core-js	1.1.0		N/A
io.github.nanhu-lab	beam-datalake	1.0.0		a24bf023f679c5a2f989cf7b04f108d61bb6a700
io.github.uuzzii	export-spring-boot-starter	1.1		09a7dfe9244619b24f32bce24075049ccb2bb90b
io.joynr.java.core	joynrtypes	0.5.0		59f1710eca15fbacbbc72a8f24c7a4814b0cb434
io.matthewnelson.encoding	base16-iosarm64	2.0.0		N/A
io.matthewnelson.encoding	base16-iosarm64	2.0.0	metadata	c80ee3074b31adec51dab78376aa4524168e68f6
io.matthewnelson.encoding	base16-iosarm64	2.1.0		N/A
io.matthewnelson.encoding	base16-iosarm64	2.1.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.matthewnelson.encoding	base16-iosarm64	2.2.0		N/A
io.matthewnelson.encoding	base16-iosarm64	2.2.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.matthewnelson.encoding	base16-iosarm64	2.2.1		N/A
io.matthewnelson.encoding	base16-iosarm64	2.2.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.matthewnelson.encoding	base16-iosarm64	2.2.2		N/A
io.matthewnelson.encoding	base16-iosarm64	2.2.2	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.matthewnelson.encoding	base16-iosarm64	2.3.0		N/A
io.matthewnelson.encoding	base16-iosarm64	2.3.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.matthewnelson.encoding	base16-iosarm64	2.3.1		N/A
io.matthewnelson.encoding	base16-iosarm64	2.3.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.matthewnelson.encoding	base16-iosarm64	2.4.0		N/A
io.matthewnelson.encoding	base16-iosarm64	2.4.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	23.0.0.10		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	23.0.0.11		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	23.0.0.12		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	23.0.0.3		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	23.0.0.4		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	23.0.0.5		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	23.0.0.6		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	23.0.0.7		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	23.0.0.8		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	23.0.0.9		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	24.0.0.1		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	24.0.0.10		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	24.0.0.11		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	24.0.0.12		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	24.0.0.2		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	24.0.0.3		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	24.0.0.4		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	24.0.0.5		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	24.0.0.6		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	24.0.0.7		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	24.0.0.8		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	24.0.0.9		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	25.0.0.1		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	25.0.0.2		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	25.0.0.3		N/A
io.openliberty.features	io.openliberty.restfulWS3.1-validator3.0	25.0.0.4		N/A
io.openliberty.features	mpTelemetry	24.0.0.10		N/A
io.openliberty.features	mpTelemetry	24.0.0.11		N/A
io.openliberty.features	mpTelemetry	24.0.0.12		N/A
io.openliberty.features	mpTelemetry	24.0.0.8		N/A
io.openliberty.features	mpTelemetry	24.0.0.9		N/A
io.openliberty.features	mpTelemetry	25.0.0.1		N/A
io.openliberty.features	mpTelemetry	25.0.0.2		N/A
io.openliberty.features	mpTelemetry	25.0.0.3		N/A
io.openliberty.features	mpTelemetry	25.0.0.4		N/A
io.quarkus	quarkus-smallrye-health-runtime	0.11.0		8a5c4f90c1ebd491f4687a4411e31956dabccc32
io.quarkus	quarkus-smallrye-health-runtime	0.12.0		2cb7a59975683e815d3dcbc9a9f831eb0f9d2b27
io.quarkus	quarkus-spring-di	0.11.0		7003875ac9a027721753febbaecd477441a6432b
io.quarkus	quarkus-spring-di	0.12.0		5c9f26d3c322be4a67a146d0110de5c41cf2bfa6
io.quarkus	quarkus-spring-di	0.13.0		f10ad5021c45fdc16ea63b3ccb831c8dd91f03e6
io.quarkus	quarkus-spring-di	0.13.1		fd96b4b3071a528e115375aea22dc59dd12de403
io.quarkus	quarkus-spring-di	0.13.2		eb65fc006b318c2173df43ffc09d846c0e0a29af
io.quarkus	quarkus-spring-di	0.13.3		0c5acb4ef258123fcb23de7b768b5c3423594ab5
io.quarkus	quarkus-spring-di	0.14.0		3fe42c7956fbf95c459c2fd95bdf2800da3f5acc
io.quarkus	quarkus-spring-di	0.15.0		fef3b4bed5f72d5fa8029a4c809aaa1e6e623d70
io.quarkus	quarkus-spring-di	0.16.0		d06323f7f7a1293851c22b1f775ab9c677f54258
io.quarkus	quarkus-spring-di	0.16.1		537b8a77c68d71c8078cb4d770aaa913916ebf02
io.quarkus	quarkus-spring-di	0.17.0		0a2c0e50f151b8c2de1f3518687bd31fa740715e
io.quarkus	quarkus-spring-di	0.18.0		b3a013a5ba0dbe03ca20c62574c9ef44d67c1e9c
io.quarkus	quarkus-spring-di	0.19.0		d37edb2cec6bf71d901ae1b9fc4407795429c1d8
io.quarkus	quarkus-spring-di	0.19.1		b3760f55e1fc4ce81600d629f161cfab72136ad8
io.quarkus	quarkus-spring-di	0.20.0		e5543dc0f41b6abd6ba13319a19f522575324419
io.quarkus	quarkus-spring-di	0.21.0		a174a30032d69902daf42bcfe5f30bbee5cfd18f
io.quarkus	quarkus-spring-di	0.21.1		66b623a621a13e6a031b4df557e04168d107feb5
io.quarkus	quarkus-spring-di	0.21.2		276c53cf2364c59c652b61900cc6c8b5591690d6
io.quarkus	quarkus-spring-di	0.22.0		346497677365b3c59ac04f82e5a47c80e343e93c
io.quarkus	quarkus-spring-di	0.23.0		f7a38f195d9802160ef09879f5fbf571376b32cb
io.quarkus	quarkus-spring-di	0.23.1		000c0b70744e49730db1550dcf653eb5e10714f6
io.quarkus	quarkus-spring-di	0.23.2		46dd372a08c17604ba2ac5405660108388352131
io.quarkus	quarkus-spring-di	0.24.0		735e4cd2214ba4894a7ba828bc49f8122d9d0dc2
io.quarkus	quarkus-spring-di	0.25.0		dc19ba39ba82037fee7f1d9f0247b5930932b131
io.quarkus	quarkus-spring-di	0.26.0		9112635ac2191d16ba3ac6252b02ceac190f49e5
io.quarkus	quarkus-spring-di	0.26.1		af09e0609660b3a0705fbb2c81359638b0441cd8
io.quarkus	quarkus-spring-di	0.27.0		544093f50025f357d3e817470f3b6df141c8d06e
io.quarkus	quarkus-spring-di	0.28.0		601d29039a4e61f4477eb3454debe7c83539744c
io.quarkus	quarkus-spring-di	0.28.1		0b0423f5e2ab60775a80b0e13a87ff6df35b8041
io.quarkus	quarkus-spring-di	1.0.0.CR1		a79c85509b57829bcd2eb69251319454d3d70f6c
io.quarkus	quarkus-spring-di	1.0.0.CR2		b7862690bcdf03fe84cbccc789c9fc5de5570db0
io.quarkus	quarkus-spring-di	1.0.0.Final		701ad02a539bc40680bc64965c1ddac3c7d9be7f
io.quarkus	quarkus-spring-di	1.0.1.Final		15fade68cb20e278dc0fd395691a6740eef8f631
io.quarkus	quarkus-spring-di	1.1.0.CR1		0c47ac0564df29c9311f26b821f8e02b909a84b9
io.quarkus	quarkus-spring-di	1.1.0.Final		e99686560883da72799ee3460184421ba9876327
io.quarkus	quarkus-spring-di	1.1.1.Final		4ea0a19d742e98833361bdbccc64ec92b71ae798
io.quarkus	quarkus-spring-di	1.10.0.CR1		b4378651299c378e3a80be2bca73e3dd4120e1b0
io.quarkus	quarkus-spring-di	1.10.0.Final		ad60296080f97e32c54e165c53f45fa07f6ff910
io.quarkus	quarkus-spring-di	1.10.1.Final		b662ae1d0f15f5ba7cda35afab974fd4e619ca67
io.quarkus	quarkus-spring-di	1.10.2.Final		09c9f1a63aa3d1cab88915aa177b00ea4bacb3cf
io.quarkus	quarkus-spring-di	1.10.3.Final		0f85c4c67233a764413bd26ab28e39ddab7c44e8
io.quarkus	quarkus-spring-di	1.10.4.Final		729f87611e452af6a7eb44b2bf767c07315327fa
io.quarkus	quarkus-spring-di	1.10.5.Final		b2ae872757421232e74ba57a308a30dde6706baf
io.quarkus	quarkus-spring-di	1.11.0.Beta1		249d1afaaeb509d2bc2943ae456b836d4700cf1c
io.quarkus	quarkus-spring-di	1.11.0.Beta2		ef2bcc0baed3b4c2151b4156da616f79625aba3d
io.quarkus	quarkus-spring-di	1.11.0.CR1		f1879afa99d5f78813861861e79fc07b87f5b29d
io.quarkus	quarkus-spring-di	1.11.0.Final		e74030728d8795f25e9235f06ebadf80e3675d12
io.quarkus	quarkus-spring-di	1.11.1.Final		6130c721b8f6a419ffb573e31991613b059c0c1f
io.quarkus	quarkus-spring-di	1.11.2.Final		d1614c61f941a64dc40936234da49f52c3d7d647
io.quarkus	quarkus-spring-di	1.11.3.Final		86ac1fb4e71a58ae3be6fcafd2e90f21f73f47b2
io.quarkus	quarkus-spring-di	1.11.4.Final		4c920254d5f31363f63ae3ebb8b3309cf0905bd0
io.quarkus	quarkus-spring-di	1.11.5.Final		b031c8a120188967b8efbbd77638c56b98aaf211
io.quarkus	quarkus-spring-di	1.11.6.Final		12948ea328f014e9050af509da0d0f620d22edc9
io.quarkus	quarkus-spring-di	1.11.7.Final		f68257ad500de9d60876fc32bd4f73c3613b4323
io.quarkus	quarkus-spring-di	1.12.0.CR1		9ce684a1b2bdb80d3085912b2baa1c504ebabd8e
io.quarkus	quarkus-spring-di	1.12.0.Final		199c9a486b27801768f353e3382953e2fdf63923
io.quarkus	quarkus-spring-di	1.12.1.Final		eaca49e8c91d032743e1dfd3fdf6e71a23fb1be6
io.quarkus	quarkus-spring-di	1.12.2.Final		09bdee880c0cfd3538843c80f5f1b600affcad7c
io.quarkus	quarkus-spring-di	1.13.0.CR1		8e32cd8add8e57a803106b7fc29d5aef8991b940
io.quarkus	quarkus-spring-di	1.13.0.Final		e5f1546936e23b7782bda15fac98c3b9e9e7396d
io.quarkus	quarkus-spring-di	1.13.1.Final		9ac1e7c747c666f35a0d44d81c9d24673f27cbd1
io.quarkus	quarkus-spring-di	1.13.2.Final		051c350aabf4ca9f1116a30e471d936f4d7798ce
io.quarkus	quarkus-spring-di	1.13.3.Final		5681a8c4b710498d3e7b9930f7a4c1cc48cb43d2
io.quarkus	quarkus-spring-di	1.13.4.Final		666bf0bc8a9651e6eef63ad106f6bb5a2ecaac28
io.quarkus	quarkus-spring-di	1.13.5.Final		43a0455c735a4ba7d622064058732c76993edf63
io.quarkus	quarkus-spring-di	1.13.6.Final		e7be633551b224bbe121d9c4ced58027e9d7e3cb
io.quarkus	quarkus-spring-di	1.13.7.Final		ed103809e8bcecc768d4fba1832eb15d958441cc
io.quarkus	quarkus-spring-di	1.2.0.CR1		2555a956081eeecfa6426432bce499984a1b7907
io.quarkus	quarkus-spring-di	1.2.0.Final		9c7481bff73bfd700611b3b32eb59a046780fadf
io.quarkus	quarkus-spring-di	1.2.1.Final		0f3356556751b0076407c3eed9d6b3ea7d2caa46
io.quarkus	quarkus-spring-di	1.3.0.Alpha1		cf4391a11e93f974e5d78193673f303daebb8e89
io.quarkus	quarkus-spring-di	1.3.0.Alpha2		91e25b26f0efeb09a3dff19d18ba6a4bceeb7f43
io.quarkus	quarkus-spring-di	1.3.0.CR1		ac7226d891f9b3a0adc65950fcd75fb4b65ce3c1
io.quarkus	quarkus-spring-di	1.3.0.CR2		47efdc009c441f09b6de3695ed4bac32cfbf3228
io.quarkus	quarkus-spring-di	1.3.0.Final		22754dc8418d233d91fb33aca33fe1f585401162
io.quarkus	quarkus-spring-di	1.3.1.Final		659355e2101f252180bc0d33777878c6cb8e075f
io.quarkus	quarkus-spring-di	1.3.2.Final		9dcc5014fe403f2904cb99453a76429d09c0909c
io.quarkus	quarkus-spring-di	1.3.3.Final		f1673579b3e6229071f7a51a0fd770dbfa734b36
io.quarkus	quarkus-spring-di	1.3.4.Final		74371adbc750d418d1b8507c17438bfb515b4113
io.quarkus	quarkus-spring-di	1.4.0.CR1		4520ba939eec4f507999e807250ca5636dd3dc9d
io.quarkus	quarkus-spring-di	1.4.0.Final		f671353f6f33a38256155c1b5265e720acf3d80d
io.quarkus	quarkus-spring-di	1.4.1.Final		6669f6523d1f5845b5293f53e19adf9b9c5def90
io.quarkus	quarkus-spring-di	1.4.2.Final		7564625a411619e902e3eee7490eabb11ca4902a
io.quarkus	quarkus-spring-di	1.5.0.CR1		d42b09442f93e9a1132a77232532ed52ec3fc03e
io.quarkus	quarkus-spring-di	1.5.0.Final		1600112430f18c0c4b3ae9aa49ad8c94dd76506c
io.quarkus	quarkus-spring-di	1.5.1.Final		69c8e6b25e6a0dc7dd8f86103fb0aa2de64da999
io.quarkus	quarkus-spring-di	1.5.2.Final		638078d911ee890a4f5a3f4624bb1d50f6083890
io.quarkus	quarkus-spring-di	1.6.0.CR1		517ee0f9ece01d33b943601d591d04512ed15f14
io.quarkus	quarkus-spring-di	1.6.0.Final		bf0c38381e78652d059a792da7c5622966a3cea9
io.quarkus	quarkus-spring-di	1.6.1.Final		9d12c5c6ddbf4d0ac5c230a2f124d12c28c07e99
io.quarkus	quarkus-spring-di	1.7.0.CR1		cade13350542746c322e20c6f38fe511e5dbc623
io.quarkus	quarkus-spring-di	1.7.0.CR2		973e7d73716730f9fdd84d8b34af279fb7be901f
io.quarkus	quarkus-spring-di	1.7.0.Final		333825fe2bbe374f04045f8afccab043fc1b838d
io.quarkus	quarkus-spring-di	1.7.1.Final		723fd3d16f35197abbf6ad62ebb559444020746c
io.quarkus	quarkus-spring-di	1.7.2.Final		d48cbce766d6e92df4f3bf6c8b236a63f2506ece
io.quarkus	quarkus-spring-di	1.7.3.Final		4a2dd6039cb08c685347f2db63268b00069266de
io.quarkus	quarkus-spring-di	1.7.4.Final		9fdcf0d261c27cbec83e7111ba0e4e4459106b84
io.quarkus	quarkus-spring-di	1.7.5.Final		de63ac2f87f7902444cc034f19a876dcc17410c3
io.quarkus	quarkus-spring-di	1.7.6.Final		803c8f008ed3c149191085cc916602b505e778df
io.quarkus	quarkus-spring-di	1.8.0.CR1		d676f415cd7a6337b3f5b150fd4434d671d09ee9
io.quarkus	quarkus-spring-di	1.8.0.Final		46c1f098d347e6d816195da34a669e79078df175
io.quarkus	quarkus-spring-di	1.8.1.Final		e96c72d2aac66fc8e3157a74b78171a29a72ed2e
io.quarkus	quarkus-spring-di	1.8.2.Final		2c8489fe68b83c0739de0e1dcc03f7971938432c
io.quarkus	quarkus-spring-di	1.8.3.Final		59738829e9817ed1faeb1d22f37a4fc40d02401b
io.quarkus	quarkus-spring-di	1.9.0.CR1		0199080aae5e68a8bb85c181ae9d8ddb27392354
io.quarkus	quarkus-spring-di	1.9.0.Final		963acde9b0c8dc8f197e9de750fff1f53f9af373
io.quarkus	quarkus-spring-di	1.9.1.Final		de4143fe5e708a9a8b3d27ebd20da737ba9a28c3
io.quarkus	quarkus-spring-di	1.9.2.Final		6c652220eb2f87f00c8c4b0e64d51aa2bcd0138d
io.quarkus	quarkus-spring-di	2.0.0.Alpha1		e4cc6a829d9be07b819ad586d55cc1d1a4e8968e
io.quarkus	quarkus-spring-di	2.0.0.Alpha2		69888ea4740bf238c0c0c753042b7915e2131896
io.quarkus	quarkus-spring-di	2.0.0.Alpha3		b6f5d14f55dc7369febe7bd34b4b832dbc96264d
io.quarkus	quarkus-spring-di	2.0.0.CR1		3c1a0218f3eeae56a7bcde47bf55f52af542a7a7
io.quarkus	quarkus-spring-di	2.0.0.CR2		2d7e0914110ab71b3193d4d0e762f39d7a728a1f
io.quarkus	quarkus-spring-di	2.0.0.CR3		f97c574d69b0a3e695dd9b732b9abece7ab36723
io.quarkus	quarkus-spring-di	2.0.0.Final		2d035b4160f1c23d4f2f0b16490ce9e4a2321aa3
io.quarkus	quarkus-spring-di	2.0.1.Final		859b6cc7a3aca3262200b88f19fc21feb38e98de
io.quarkus	quarkus-spring-di	2.0.2.Final		e780b2913b43bc61a3a34a7b5c74a261687db9e3
io.quarkus	quarkus-spring-di	2.0.3.Final		5cf3f97ee34c5af8f7caedde34d20bf335a0ac35
io.quarkus	quarkus-spring-di	2.1.0.CR1		8ae194e2adf9534ad64a1ad265a8ab0d6bd3d061
io.quarkus	quarkus-spring-di	2.1.0.Final		5ac894d067d8fe0f70022b86c006c94f177326c8
io.quarkus	quarkus-spring-di	2.1.1.Final		503228ea68b82d85b1c78e38fb48045f61c6be75
io.quarkus	quarkus-spring-di	2.1.2.Final		156bcd93471d9ccb3ca617941442d37abafeae19
io.quarkus	quarkus-spring-di	2.1.3.Final		95b829ad6c4497a8ba4a01903bd92582db0c5f90
io.quarkus	quarkus-spring-di	2.1.4.Final		5c0f0949dc83226d880b36e6695b7a1227f32ad2
io.quarkus	quarkus-spring-di	2.10.0.CR1		5adce95218eb5660b7c60996069a3ee12d52acf8
io.quarkus	quarkus-spring-di	2.10.0.Final		2e0dd9a9de3f62cfa168604ffc6d6551a440735a
io.quarkus	quarkus-spring-di	2.10.1.Final		afecb3565ba9c5256972f2ea8606d80a4c3e4eec
io.quarkus	quarkus-spring-di	2.10.2.Final		f5f28bda23f74e7f4cfc265f956c3e347c8405b4
io.quarkus	quarkus-spring-di	2.10.3.Final		d7e35e3225cf316c4b8a303ea554e4ff21eac110
io.quarkus	quarkus-spring-di	2.10.4.Final		7804b25270bcfc5945510b349240fcf341727786
io.quarkus	quarkus-spring-di	2.11.0.CR1		f229b504b309dd23e5d8c9d46822030fe4f28a70
io.quarkus	quarkus-spring-di	2.11.0.Final		1c5c2b06d528bb88a85e42a21202d424e42ef53c
io.quarkus	quarkus-spring-di	2.11.1.Final		bfc8c6e76887551377f69e222d132edd88c1bec7
io.quarkus	quarkus-spring-di	2.11.2.Final		76497ba17604053a4885de4ed82068ebde2eb1f6
io.quarkus	quarkus-spring-di	2.11.3.Final		cb13114468c8476bfaefd8b0e9b83dfbd9ddb431
io.quarkus	quarkus-spring-di	2.12.0.CR1		f177bec65efb1aedafd64eb0e58513c0d449881c
io.quarkus	quarkus-spring-di	2.12.0.Final		698aa7a757f4316b263b06b11d53997fd5cf42b8
io.quarkus	quarkus-spring-di	2.12.1.Final		ad2d8320fa6d356f4dcabb44c08387e6597c564a
io.quarkus	quarkus-spring-di	2.12.2.Final		7f9cd4cad9d8b4b54ebb4b4bd17b893de510d06b
io.quarkus	quarkus-spring-di	2.12.3.Final		3412f9537fb191aa98b939ae9d23e313631b2bee
io.quarkus	quarkus-spring-di	2.13.0.CR1		c269faafb95043b0cb6614c219a5861c02fdb222
io.quarkus	quarkus-spring-di	2.13.0.Final		4297918326590f7f1545bb1b43f1e8e225adcfc4
io.quarkus	quarkus-spring-di	2.13.1.Final		95c05ddeed8a1fb484ebbb6ebe483c5d1bc68698
io.quarkus	quarkus-spring-di	2.13.2.Final		7b089ba483bdb35dc82c9d597ba138a528fcde03
io.quarkus	quarkus-spring-di	2.13.3.Final		afec2ddce5750d598b0fdd1e83018189ee0786ff
io.quarkus	quarkus-spring-di	2.13.4.Final		955b03f1bbd6ac3ff31b40e847bd0ef24fc93aee
io.quarkus	quarkus-spring-di	2.13.5.Final		b82c8c1e4ec6a107818f392f13701e77d5389e77
io.quarkus	quarkus-spring-di	2.13.6.Final		099c07412b432b7feb33e900fc96110b77f393fd
io.quarkus	quarkus-spring-di	2.13.7.Final		f31d084197aee276b39669d4aa8d54d03ec6da4c
io.quarkus	quarkus-spring-di	2.13.8.Final		b426ce679ff961ffb024297d5444e860abf0e79f
io.quarkus	quarkus-spring-di	2.13.9.Final		ba4baf5a3f24774d78c070b17df5ebd6ec412ce2
io.quarkus	quarkus-spring-di	2.14.0.CR1		ec042c8277441546a97a42a0d0d275e3c3200b93
io.quarkus	quarkus-spring-di	2.14.0.Final		dbe1d16300f75575c353ba8c4bce1ab6cbcfce40
io.quarkus	quarkus-spring-di	2.14.1.Final		ca80f77e785a1204a1f875eaef1eac058706dec8
io.quarkus	quarkus-spring-di	2.14.2.Final		6653083670f7a5536c80c4270e765088e7f0ace1
io.quarkus	quarkus-spring-di	2.14.3.Final		6701fada53ce1c24c2435973af4e0f7e8b700cdd
io.quarkus	quarkus-spring-di	2.15.0.CR1		7954f6121bd6db4f5779668731196daaa5541f95
io.quarkus	quarkus-spring-di	2.15.0.Final		e7173474fccdeb4f040fdedb5d837670ec60b14d
io.quarkus	quarkus-spring-di	2.15.1.Final		4a7e325779bea7949a9fe3812982792b92cb9201
io.quarkus	quarkus-spring-di	2.15.2.Final		9b8da95ebaef6983d156aaaf24ef43ff3a9589c5
io.quarkus	quarkus-spring-di	2.15.3.Final		65625c4f1d89a6e510194739df86d11abe1e92a8
io.quarkus	quarkus-spring-di	2.16.0.CR1		54d8e24928b3fd715e186ddc47492e74bb884e75
io.quarkus	quarkus-spring-di	2.16.0.Final		77cd30df867b8052d7998699a8f0a6723b583e6b
io.quarkus	quarkus-spring-di	2.16.1.Final		9c34e42674635745acd9973942217add9bac039a
io.quarkus	quarkus-spring-di	2.16.10.Final		87c237c6fcc21deb9cce159dec4afc0fff744d9b
io.quarkus	quarkus-spring-di	2.16.11.Final		41d947ad99c592b57a0e54258272e7a69634afe0
io.quarkus	quarkus-spring-di	2.16.12.Final		5e35bdf81dd439094a58feaf319e6cce1de13c74
io.quarkus	quarkus-spring-di	2.16.2.Final		0031a0e57dc0f32db6b16643be6db377875a0271
io.quarkus	quarkus-spring-di	2.16.3.Final		896727c737618eeef37dae32a6ec72ee5264d8ed
io.quarkus	quarkus-spring-di	2.16.4.Final		eb0cd9af3057221c606d486e73e58410dbfe2181
io.quarkus	quarkus-spring-di	2.16.5.Final		d2200515fd6221c125a6ecf1a880406ff12713ca
io.quarkus	quarkus-spring-di	2.16.6.Final		2da56ad863b93550e401ea27e1cc137a821836ef
io.quarkus	quarkus-spring-di	2.16.7.Final		6823b521124fcb47aaf179afd4d9827d28cd3910
io.quarkus	quarkus-spring-di	2.16.8.Final		16901d68c71d4426ae0b7c32a4e85fc58ad411f4
io.quarkus	quarkus-spring-di	2.16.9.Final		3a353634ffb4c65edbfa71cb7a6fe1951a76ad58
io.quarkus	quarkus-spring-di	2.2.0.CR1		dd22c78bc38742dd6e0490c9cc477916f0fc62f4
io.quarkus	quarkus-spring-di	2.2.0.Final		3c548ec0eb7926b42a93c641f4ceb1f2e10fc036
io.quarkus	quarkus-spring-di	2.2.1.Final		30d9d9295fb2bc937aa4329e5f2324516689453a
io.quarkus	quarkus-spring-di	2.2.2.Final		74c4c6c22e8aabc420892e8315606e57ca580dc0
io.quarkus	quarkus-spring-di	2.2.3.Final		91d2a989ebe994c640007cc6c907e1d9c4b46fb7
io.quarkus	quarkus-spring-di	2.2.4.Final		1facf6a2567031c33455a6bab4ebe46826a3c4e8
io.quarkus	quarkus-spring-di	2.2.5.Final		9e0a562a355ce230d3af1f6be0dbc65aa4136b4f
io.quarkus	quarkus-spring-di	2.3.0.CR1		37c71f92d17637ec29771181c46bb4dd23359882
io.quarkus	quarkus-spring-di	2.3.0.Final		5f31e661e11ad1d9489038060743fae11cc53658
io.quarkus	quarkus-spring-di	2.3.1.Final		9371f20756b8810b44976315ad4ea5ad01b073c5
io.quarkus	quarkus-spring-di	2.4.0.CR1		4dce51364e864bf901e5590f1b465152ed4704ad
io.quarkus	quarkus-spring-di	2.4.0.Final		8f1a278c8ca8dc40af740e7238be591ae396ffc7
io.quarkus	quarkus-spring-di	2.4.1.Final		ec6797f68809efe2626c9d3ae06c70cf73542981
io.quarkus	quarkus-spring-di	2.4.2.Final		4ac29d95eb4fd3adea2b60af1da1ced1114ce825
io.quarkus	quarkus-spring-di	2.5.0.CR1		ef3b2d8b8f819ba8fa71b187ff8743b8d66861a1
io.quarkus	quarkus-spring-di	2.5.0.Final		53a051661d30c3e8fa5542503b8431f4ff8d85b4
io.quarkus	quarkus-spring-di	2.5.1.Final		41d57f8c410e3620a2c9f024c7581cea32fede40
io.quarkus	quarkus-spring-di	2.5.2.Final		cac64225452fb78aff75eaea209eaa289e1655ce
io.quarkus	quarkus-spring-di	2.5.3.Final		edb363a9fc5faadd006e63de7e52cff67e126eef
io.quarkus	quarkus-spring-di	2.5.4.Final		fec60a689cf5b6a4131e33af6aa0c8ce11e36d8c
io.quarkus	quarkus-spring-di	2.6.0.CR1		fbef25a5699742c71606652503c6a6cf63ffe66b
io.quarkus	quarkus-spring-di	2.6.0.Final		037645c76e9bb445e10dd37a9b761ea2b809b302
io.quarkus	quarkus-spring-di	2.6.1.Final		8fdc386d3efb3d2a0050d2f12fdb0791eb723491
io.quarkus	quarkus-spring-di	2.6.2.Final		cb814999b42ab93e1ac475100cb798f11fbaeb92
io.quarkus	quarkus-spring-di	2.6.3.Final		2ef28f8f2c8f07b89b51fd6f29b80588049d6209
io.quarkus	quarkus-spring-di	2.7.0.CR1		9d18f0fff124f0a68400d6a9d2892108f3844b76
io.quarkus	quarkus-spring-di	2.7.0.Final		bef525bc9918a1265228edd838ec2c35d84a559d
io.quarkus	quarkus-spring-di	2.7.1.Final		5281c93a69804dfe8be21bf6e58c2d503672424a
io.quarkus	quarkus-spring-di	2.7.2.Final		acf8af7f64fa2105962d1af21f25e3a7137b1b53
io.quarkus	quarkus-spring-di	2.7.3.Final		fdb190dc68c27149234f9422082f4d97df9ccdf5
io.quarkus	quarkus-spring-di	2.7.4.Final		026b9f1bf0bd0bd6e66ad77f8e2151b5341373ac
io.quarkus	quarkus-spring-di	2.7.5.Final		2f59f646fb79f6c01f6c758c64a03dd11ff7da5d
io.quarkus	quarkus-spring-di	2.7.6.Final		4fd2793e6140d4a5dc5b82b593fb8cc690ac707c
io.quarkus	quarkus-spring-di	2.7.7.Final		8746f0a29490c801806fafe1b160c0fd8ce65225
io.quarkus	quarkus-spring-di	2.8.0.CR1		63d718629236f8f17050730995f6bc4b6a8b4005
io.quarkus	quarkus-spring-di	2.8.0.Final		46fb37e958a3fcf64447c044e51bf8811d0ff562
io.quarkus	quarkus-spring-di	2.8.1.Final		2f0014ad974ec6a1d0445cfb2e5eafd2b78e5c92
io.quarkus	quarkus-spring-di	2.8.2.Final		91fe7888086803e2d742b84378e84f82cff890e4
io.quarkus	quarkus-spring-di	2.8.3.Final		e58d9fc9d556e4258e5c80e0d9940a987012d842
io.quarkus	quarkus-spring-di	2.9.0.CR1		77e384cb0b1bafd0b69f49f175696835520d9182
io.quarkus	quarkus-spring-di	2.9.0.Final		19e9586520f05cb5a244629947548b8681180966
