at.yawk.valda	valda-dexlib2	1.0.0		45a36e11d8d3a41d9a3d2e1d32a2c1f81e5ebf99
com.dropchop.quarkus	quarkus-snakejar	1.1.6		fd6737a7b550e71a4bea573f2c72a80056c3c32e
com.dropchop.quarkus	quarkus-snakejar	1.1.7		13b9b290c9b1338af22aae5e9ed3189bac47fb63
com.dropchop.quarkus	quarkus-snakejar	1.1.9		53cc651b67e6a783f616ac0113631dd92d43dedd
com.dropchop.quarkus	quarkus-snakejar	1.317.10		49d6623a2dcc94ce391b6c37deb2a05ede58311e
com.dropchop.quarkus	quarkus-snakejar	1.35.1		1ee583718dec2515d80e336ccdf9c3badb05612e
com.dropchop.quarkus	quarkus-snakejar	1.35.4		e4126f065d1cace278f15f52d9843ad3a14fe468
com.dropchop.quarkus	quarkus-snakejar	1.35.5		80970c93c14b86e847de79cca31a2e81eaeeff74
com.dropchop.quarkus	quarkus-snakejar	1.35.7		c54e330a16be3648ab055a29bc01164c6791a85c
com.dropchop.quarkus	quarkus-snakejar	1.35.8		daed599d3720221bb1742ae37119e5def5c83e53
com.dropchop.quarkus	quarkus-snakejar	1.35.9		5bae998d1d7791f5aeafb7bf067db309e4ab3a4f
com.eed3si9n	repatch-github_2.12	dispatch1.2.0_0.1.0		be2da7ce26205f484456ddbd5d61fa2b41152426
com.frugalmechanic	fm-common_2.13	1.0.0		32c865851603602ab6f58ae9c366f06267253081
com.frugalmechanic	fm-common_2.13	1.0.1		275aeabca40390550fecc7bf288a5ebd744c15e3
com.github.j5ik2o	reactive-kinesis-project_2.12	1.0.7		76c2488277447ef14b4b01892c21566b5cefd85b
com.github.luanhaipeng	jettyboot	1.0.10		e2102184ec9ba22ae4296b6ee2064b10550c0aeb
com.github.luanhaipeng	jettyboot	1.0.11		6fa0caaf92e2fb3933712b29fa97edbe85d6ba06
com.github.luanhaipeng	jettyboot	1.0.12		17bfcf153d3e60f748b87470b5e9dbb684111946
com.github.luanhaipeng	jettyboot	1.0.13		dc76a16e706ad29de537f80e4ab1fc1d9958952e
com.github.luanhaipeng	jettyboot	1.0.14		cac7db0eda9b517ce20095f467a1f23995445278
com.github.luanhaipeng	jettyboot	1.0.16		afc8ba264ed6c895b0234554e175db6548b64eb4
com.github.luanhaipeng	jettyboot	1.0.5		c13026546c75cc99662edaba1ffbeaa5d1de6981
com.github.luanhaipeng	jettyboot	1.0.50		451c158a78dd59a36d133c09ec2a676cc82b2a6a
com.github.luanhaipeng	jettyboot	1.0.6		d28c3ad13b02d41159f33cd9dd39240f29e3e7bd
com.github.luanhaipeng	jettyboot	1.0.8		b14e5d228fd35b2875ae42133f8c90ddcc5842c8
com.github.mihone	redis-mq	0.1		4d1db42f9bcda8243d785490d8a0c04d9958426f
com.github.mihone	redis-mq	0.1.1		3dc070b1c751565ba3eb92a1e0995ec2a5afd155
com.github.mihone	redis-mq	0.1.2		a844a9c6fd8f7f173f5ab2161ebe6ae4ae4f4816
com.github.mihone	redis-mq	0.1.3		e140a25bd48634d54cf30a3ce010cca9f4ec2076
com.github.mihone	redis-mq	0.1.3-zd		7018b6f1946bab61ebfe2d363880fc8b0a7d3d33
com.github.mihone	redis-mq	0.1.4		9b1e70ebd88a23c89216e777334b34d686321612
com.github.mihone	redis-mq	0.1.4-zd		31fbcb662f140e596c3737a4590d9d528b53bc80
com.github.mihone	redis-mq	0.1.5-zd		b50be613be6fd53fcbf5eba11adca3e8da1c198a
com.github.outerman	edf-openapi-sdk	0.1.10		bfe1d94dd759eae29823c9a603859dfb276090a8
com.github.outerman	edf-openapi-sdk	0.1.11		b08d3998c57841fa81a21e79f74b7f54db5cb3b6
com.github.outerman	edf-openapi-sdk	0.1.12		72e853d53cf9d238589cf1e50054286632be3fec
com.github.outerman	edf-openapi-sdk	0.1.14		a21fe058322ff1aecf6c1a36fc2d32ce85b0d555
com.github.outerman	edf-openapi-sdk	0.1.15		f4d7125b4ecc53ac3943b4b248b8ac6169bb0ca3
com.github.outerman	edf-openapi-sdk	0.1.16		6e6c84dd4324e78145fca86e2711a8f0fb74dfab
com.github.outerman	edf-openapi-sdk	0.1.18		0819af232a92a7fd304436d67e9196d75a7d08ba
com.github.outerman	edf-openapi-sdk	0.1.21		c77124aea4ece8e0813feb4dd715b20206975fc3
com.github.outerman	edf-openapi-sdk	0.1.22		c09cee74268e6e432fc801a1b7bd964fe03fecbc
com.github.outerman	edf-openapi-sdk	0.1.23		b32482f125ee6155af844b016a26a57080455632
com.github.outerman	edf-openapi-sdk	0.1.24		0b1fa4e9b977f330dfd389f43bc71ecce6fdc6b1
com.github.outerman	edf-openapi-sdk	0.1.25		ef98c4cb82a3254dd94467489b0acdfebd4bb024
com.github.outerman	edf-openapi-sdk	0.1.26		ed7249cbfb1431d675f0b6be997fa1ea7fbd0181
com.github.outerman	edf-openapi-sdk	0.1.27		b6493a1832c6159c77b967e331efc914336ec61c
com.github.outerman	edf-openapi-sdk	0.1.28		e79dd03f56e48e09b513656b875eed9317702eaa
com.github.outerman	edf-openapi-sdk	0.1.29		ba2429880077735a927d0568b2469dfedd85d032
com.github.outerman	edf-openapi-sdk	0.1.30		62af20bc09209474ee65acc8ee5e488993dc7d97
com.github.outerman	edf-openapi-sdk	0.1.31		a99b03225c3e07e3cef9a9e5877c808d4f782fb4
com.github.outerman	edf-openapi-sdk	0.1.32		2ee352bd65a92ff14bbefd4abc80477278656c07
com.github.outerman	edf-openapi-sdk	0.1.33		42d384d4e6684bd9841088108257b7ec6e916342
com.github.outerman	edf-openapi-sdk	0.1.34		5a286548a8f2f20c97fd1fc8f4e867c9d9680a67
com.growingio.android.widget	gtouch-banner	1.5.0		N/A
com.growingio.android.widget	gtouch-banner	1.5.1		N/A
com.growingio.android.widget	gtouch-banner	1.5.2		N/A
com.growingio.android.widget	gtouch-banner	1.5.3		N/A
com.growingio.android.widget	gtouch-banner	1.5.4		N/A
com.growingio.android.widget	gtouch-banner	1.5.5		N/A
com.houkunlin.easypoi	easypoi-base	5.0.1		80ede35540a2dc5785ad70042972451bf52c58cc
com.houkunlin.easypoi	easypoi-base	5.0.2		1b6a06615c735e37aa4c48203a88f1f32cc5c320
com.houkunlin.easypoi	easypoi-base	5.1.0		9e073cbed9130b18570da16a987e8d827afc5af9
com.lendup.fs2-blobstore	gcs_2.12	0.5.0		3d881525a2a2b7c4e93f8e791e92100bae53832b
com.lendup.fs2-blobstore	gcs_2.12	0.6.0		9ffa71228a63cd16c303f05071a7a93185f9c1fb
com.my.target.mediation	facebook	6.5.0.0		N/A
com.my.target.mediation	facebook	6.6.0.0		N/A
com.my.target.mediation	facebook	6.6.0.1		N/A
com.networknt	test-example	1.3.5		26d0906936d909086638761365f5174426badffb
com.networknt	test-example	1.4.0		402e936c21d2545e1e5c37b35b8f4c08f604c1fb
com.networknt	test-example	1.4.1		f29c753b8f9f976b2e8297320e6dfe0a80c0d7ab
com.networknt	test-example	1.4.2		403894ff4af0d85886dd5080c46fee5b0e018c34
com.networknt	test-example	1.4.3		85faa3d898509238f9bfd41f45296c1b990ac4d4
com.networknt	test-example	1.4.4		e1de801f89a5391310a1852464c4ccd93921904d
com.networknt	test-example	1.4.6		ec080f08ff3a6a70547656bb9325c74f6ff56d9d
com.networknt	test-example	1.5.0		7e1bfebc75ed27c19da3ccc18b57e85ac8543fab
com.networknt	test-example	1.5.1		041b4ccd6fad003ea4f10b9bebedfc5e84ad414a
com.rgi-corp.sqldroid	SQLDroid	0.1.1		5f9900096f969cf141e504c5583ece6dc3f92f79
com.showapi.javasdk	com.showapi.javasdk	0.0.1		dbd6b53498c7e9a7c3e1dfef1615593670e8d6ca
com.soywiz	korlibs-wstring-mingwx64	6.0.0-alpha2		N/A
com.splendo.kaluga	review-iosarm32	0.1.10		N/A
com.splendo.kaluga	review-iosarm32	0.1.11		N/A
com.splendo.kaluga	review-iosarm32	0.2.0		N/A
com.splendo.kaluga	review-iosarm32	0.2.1		N/A
com.splendo.kaluga	review-iosarm32	0.2.2		N/A
com.splendo.kaluga	review-iosarm32	0.2.3		N/A
com.vanniktech	rxbilling-google-play-library	0.3.0		N/A
com.vanniktech	rxbilling-google-play-library	0.4.0		N/A
com.vanniktech	rxbilling-google-play-library	0.5.0		N/A
com.vipulasri.kachetor	kachetor-iosx64	1.0.0		N/A
com.vipulasri.kachetor	kachetor-iosx64	1.0.0	metadata	154be2444de5e9b398d10c54246460a3f0428bde
com.vipulasri.kachetor	kachetor-iosx64	1.1.0		N/A
com.vipulasri.kachetor	kachetor-iosx64	1.1.0	metadata	05fb8d037521f5711e1378506bba7e4c1d3e6668
dev.rpeters	fs2-es_2.12	0.1.1		5e9a2901cd24a094503b554820fd3b62d8f417b7
dev.rpeters	fs2-es_2.12	0.2		a0ffacd4993dd8fff5a588a2ae0a0a0dd429ef9c
dev.rpeters	fs2-es_2.12	0.2.1		4f846d6e04070f59cbbdc1b4a96d46e4d426d21b
dev.rpeters	fs2-es_2.12	0.2.2		4cc4e388be478cbacfef9dcc2c13a8ebd0c6665c
dev.rpeters	fs2-es_2.12	0.2.3		1c95d330a961c94d460f8b1b9a2461a49e7b906c
dev.rpeters	fs2-es_2.12	0.2.4		5ec43fcedb3c030308fbf3d2545802d2219837ec
dev.rpeters	fs2-es_2.12	0.2.5		3c4384af47d8db49e0a51ad923d720944aa87d11
dev.rpeters	fs2-es_2.12	0.2.6		c00e1ddd5fd62ad4d40ce51b213345a47cb5f4dd
dev.rpeters	fs2-es_2.12	0.2.7		5337fbb6573b61160217d8ee807915cee47f05ab
dev.rpeters	fs2-es_2.12	0.3.0		2bcfea5519fd17f35fe7daee489339f144e32548
financial.atomic	transact	0.0.0		N/A
financial.atomic	transact	0.0.1		N/A
financial.atomic	transact	0.0.2		N/A
financial.atomic	transact	0.0.3		N/A
financial.atomic	transact	0.0.4		N/A
financial.atomic	transact	0.0.5		N/A
financial.atomic	transact	0.0.6		N/A
financial.atomic	transact	0.1.0		N/A
financial.atomic	transact	0.1.1		N/A
financial.atomic	transact	1.0.0		N/A
financial.atomic	transact	1.1.0		N/A
financial.atomic	transact	1.2.0		N/A
financial.atomic	transact	1.2.1		N/A
financial.atomic	transact	1.3.0		N/A
financial.atomic	transact	3.0.0		N/A
financial.atomic	transact	3.0.1		N/A
financial.atomic	transact	3.1.0		N/A
financial.atomic	transact	3.1.1		N/A
financial.atomic	transact	3.10.0		N/A
financial.atomic	transact	3.2.0		N/A
financial.atomic	transact	3.3.0		N/A
financial.atomic	transact	3.3.1		N/A
financial.atomic	transact	3.3.2		N/A
financial.atomic	transact	3.4.0		N/A
financial.atomic	transact	3.4.0-alpha0		N/A
financial.atomic	transact	3.4.0-alpha1		N/A
financial.atomic	transact	3.4.0-alpha2		N/A
financial.atomic	transact	3.4.0-alpha3		N/A
financial.atomic	transact	3.5.0		N/A
financial.atomic	transact	3.5.1		N/A
financial.atomic	transact	3.5.2		N/A
financial.atomic	transact	3.5.3		N/A
financial.atomic	transact	3.5.4		N/A
financial.atomic	transact	3.5.5		N/A
financial.atomic	transact	3.5.6		N/A
financial.atomic	transact	3.6.0		N/A
financial.atomic	transact	3.6.1		N/A
financial.atomic	transact	3.6.2		N/A
financial.atomic	transact	3.7.0		N/A
financial.atomic	transact	3.8.0		N/A
financial.atomic	transact	3.9.0		N/A
io.contek.morphling	morphling-shared	1.0.5		1ee579d84d858e3c4bdc667f44cf5ded90e67945
io.contek.morphling	morphling-shared	1.0.6		093baa9abe20e6c2f4d6d0e860ab9ab0a9b397f0
io.contek.morphling	morphling-shared	1.1.1		0433f716b6ca364436d94c54a217aaad2815b821
io.contek.morphling	morphling-shared	1.2.0		f1ab655b054f976480276bcc9c0f1c91446b9275
io.github.amricko0b	quarkus-json-rpc-core	0.0.1		dc9c39359ec124a1febee16c21e7971ece6bc9df
io.github.greycode	shardingsphere-mask-distsql	5.3.1.2		N/A
io.github.greycode	shardingsphere-mask-distsql	5.3.1.3		N/A
io.github.greycode	shardingsphere-mask-distsql	5.3.2.1		N/A
io.github.greycode	shardingsphere-mask-distsql	5.3.2.2		N/A
io.github.greycode	shardingsphere-mask-distsql	5.3.2.3		N/A
io.github.greycode	shardingsphere-mask-distsql	5.3.2.4		N/A
io.github.greycode	shardingsphere-mask-distsql	5.3.3.1		N/A
io.github.kamil-perczynski	javalint-parent	1.3		N/A
io.github.kdroidfilter	kmplog-core-iossimulatorarm64	0.6.1		N/A
io.github.kdroidfilter	kmplog-core-iossimulatorarm64	0.6.1	metadata	d21847c811e2c5929a6ec34ba6856ea460c84bd0
io.github.kdroidfilter	kmplog-core-iossimulatorarm64	0.6.2		N/A
io.github.kdroidfilter	kmplog-core-iossimulatorarm64	0.6.2	metadata	e42bd391550163ff136bd0f3ba3774932b762282
io.github.mflisar.composepreferences	screen-button-android	1.0.0		N/A
io.github.mflisar.composepreferences	screen-button-android	1.0.0-test03		N/A
io.github.mflisar.composepreferences	screen-button-android	1.0.0-test05		N/A
io.github.mflisar.composepreferences	screen-button-android	1.0.0-test06		N/A
io.github.mflisar.composepreferences	screen-button-android	1.0.0-test07		N/A
io.github.mflisar.composepreferences	screen-button-android	1.0.0-test08		N/A
io.github.mflisar.composepreferences	screen-button-android	1.0.0-test09		N/A
io.github.mflisar.composepreferences	screen-button-android	1.0.0-test10		N/A
io.github.mflisar.composepreferences	screen-button-android	1.1.0		N/A
io.github.mflisar.composepreferences	screen-button-android	1.1.1		N/A
io.github.mflisar.composepreferences	screen-button-android	1.1.2-alpha03		N/A
io.github.mflisar.composepreferences	screen-button-android	1.1.2-alpha05		N/A
io.github.mflisar.composepreferences	screen-button-android	1.1.2-alpha06		N/A
io.github.pheonixhkbxoic	a2a4j-core	1.0.0		d1904f111f7655628587bd04e666603ce37903e6
io.github.pheonixhkbxoic	a2a4j-core	1.0.1		006b9450930b04ecbb6c7a01d0cb111e3fbecc99
io.github.pheonixhkbxoic	a2a4j-core	2.0.0		2ff80916046f6032677d2d5e5883ad871bd945a9
io.github.pheonixhkbxoic	a2a4j-core	2.0.1		680f314bb90c2debfc7b4b4f9f80ebc53390afe8
io.github.rafambn	FrameBar	0.1.0		16c2ff229dab6c8d1391d59750e05178afac7bf8
io.github.rafambn	FrameBar	0.1.1		1ebe015cc0331a5d7a91a7ad5f2493e4262a52f7
io.github.sabgilhun	safebundle-processor	0.1.9		35d8bd6bb667313d032f29f2396f03ebd3d90ecb
io.github.sabgilhun	safebundle-processor	0.2.1		5f5c6cc02d5e89e68e55b9d8d8406873f2da4b7c
io.github.sabgilhun	safebundle-processor	0.2.2		01af4e5d8f5cb3a5baaab123f4905b985807b2d8
io.github.stcarolas.enriched-beans	enriched-beans-assisted-inject	0.4.0		67d2924417c6dd90e60205ef6070c6a1d7376e49
io.github.woody230.ktx	value	4.0.1		02d2a220cb254197c856223dd765047b3aef1617
io.github.woody230.ktx	value	4.1.0		7861ee73307c050071a33d5a1d547de227c74d52
io.github.woody230.ktx	value	5.0.0		a67ab8eb2d57f55b9a3b4fe78e14567dc7fdfabe
io.github.xiaoxingan-cmd	WeatherDataSDK	1.0.0		c505341a646005993e0148bdcce11ab504bc1758
io.github.ydxlt	startupx-api	0.0.1		30c3eb5fc341a313802bb1a7d0c85a71cc5b1001
io.github.zhuto666	log-spring-boot-starter	1.0		2665de1724d91bf7d6a656542fb2ea39a15133ce
io.github.zhuto666	log-spring-boot-starter	1.0.0		d56ddb8e87af48b235887e0f332f959a0ba37f44
io.github.zhuto666	log-spring-boot-starter	1.0.1		dcae9021c3eea170ad12570ac831c45809c4d812
io.gs2	gs2-java-cdk	1.0.32		9d68d5481812d0c2ebbd2dacca3b4b1fa1148ea6
io.gs2	gs2-java-cdk	1.0.33		e05aad1a734740ac931eb658a13eeee04b0c7c0a
io.gs2	gs2-java-cdk	1.0.34		5adcdc239c897902b1ee25647dc52c88ecd485d2
io.gs2	gs2-java-cdk	1.0.35		c55b224f07aea09aec99c8a19d7c89d7eb0ce0d7
io.gs2	gs2-java-cdk	1.0.36		98a92ea41701c396bb82045fc60d71e2cdc86512
io.gs2	gs2-java-cdk	1.0.37		8dfa7d66e2efc198e5fa26a937b8b8d2fb97bd33
io.gs2	gs2-java-cdk	1.0.38		ec77eb84082efbe04c9f62c01dbdd5470c3c6e9f
io.gs2	gs2-java-cdk	1.0.39		3ce677ada141423acca3a3d5a5d526917e7f5c19
io.gs2	gs2-java-cdk	1.0.40		33b2dc28b6db1fae99feda16b312d285d4e456ce
io.gs2	gs2-java-cdk	1.0.41		56fb64383e71612e873caf02ba3bde754c0ffb11
io.gs2	gs2-java-cdk	1.0.42		0b5fadd6786b64bef35fd86ff6ac7ca968b2e9fe
io.gs2	gs2-java-cdk	1.0.43		2755244cdf8e0b099b2bdb284201059589f75633
io.gs2	gs2-java-cdk	1.0.44		3d1e647bc7ed38f0ec946a0283b79a520820b134
io.gs2	gs2-java-cdk	1.0.46		b67f8829f44feb3bed7984c8bc788f29a0b82917
io.gs2	gs2-java-cdk	1.0.47		480a5b95ffb5f68ff6bf424b6b1f933a09b23ea9
io.gs2	gs2-java-cdk	1.0.48		4c557f0e7acccc4369bd3187969ec5d51dde6bf8
io.gs2	gs2-java-cdk	1.0.49		5527132b49ef43fe8ea5c8ae4f123a3b5eae094d
io.gs2	gs2-java-cdk	1.0.50		66c1018c76d6398e66788a6000f7aba9fe83db30
io.gs2	gs2-java-cdk	1.0.51		cb4646f71dcb62ba43cf870f6235794152951324
io.gs2	gs2-java-cdk	1.0.53		8c089af462750529337da1a9e83a3ec5ac56e4bc
io.gs2	gs2-java-cdk	1.0.54		7a2d7a826b636808e5e53914c2f3d1e4283bfe13
io.gs2	gs2-java-cdk	1.0.55		600b12552580f04f91b982556fb00a8c302fd07b
io.gs2	gs2-java-cdk	1.0.56		0e0e07a98611c3764ee6fc4ae850600f7d15c8b4
io.gs2	gs2-java-cdk	1.0.57		66535bdcd8bf59e8f1306062026d0c5a13f50d84
io.gs2	gs2-java-cdk	1.0.58		407d0d14d92390cf183626e1bd239eb47848f7d0
io.gs2	gs2-java-cdk	1.0.59		a74936eb806680153c53fea91756826e3edf994d
io.gs2	gs2-java-cdk	1.0.60		e172dc7096e33545c0c9bd54baa15e48d5d1e13a
io.hawt	hawtio-aether	1.2-M1		89e675041b0b02692bb094177038368bfb28f331
io.hawt	hawtio-aether	1.2-M10		4f9352bdaa30952e9a98fc9a88211cf718d85127
io.hawt	hawtio-aether	1.2-M11		1daac742d8af077467393ea369a9f2a0636e0c73
io.hawt	hawtio-aether	1.2-M13		c6f028f85a80decf1479efa5392b7af3ab2049e9
io.hawt	hawtio-aether	1.2-M14		42bb2913c4278f50b939649d42afb2eca89b6f13
io.hawt	hawtio-aether	1.2-M16		d987b58997a7ff696ff2486566fc22d9d2b28c0e
io.hawt	hawtio-aether	1.2-M19		3dcbbf171b16d6d46c775a94f82d236657024b31
io.hawt	hawtio-aether	1.2-M2		5524a57c6ced5e523a62c57e2f8c33addd199054
io.hawt	hawtio-aether	1.2-M20		3709fb9586a8f6234cd5cffae54c40e29efc7e55
io.hawt	hawtio-aether	1.2-M22		8bdd346bc107f472613bd4ed90771195e98ac683
io.hawt	hawtio-aether	1.2-M23		0ada91ad6f454be09f51667ffd1367330b0c1141
io.hawt	hawtio-aether	1.2-M24		524ac34ae81c843c854ed1abd9d47c59ebec1817
io.hawt	hawtio-aether	1.2-M25		f83e56dba249712f969c49510bd698afa497115f
io.hawt	hawtio-aether	1.2-M26		0466397b23ec0233c9443615d0f7738afe0f1f9d
io.hawt	hawtio-aether	1.2-M27		ac11912bc5b52426ae4b28c32b03d4bff1e2a918
io.hawt	hawtio-aether	1.2-M3		c1ad98f25f970dd71f303ae6dc1b3c70efeef942
io.hawt	hawtio-aether	1.2-M4		e1ae0b71b10fc886db4674f4ffeed58143658184
io.hawt	hawtio-aether	1.2-M5		74775c1d5649db448f73f9484c7e4cb5118fe18d
io.hawt	hawtio-aether	1.2-M6		e09c906f0051273b0f58dd99a42aca70095e7c5d
io.hawt	hawtio-aether	1.2-M7		875c1b960005e520ded4473eb586458af11b47ac
io.hawt	hawtio-aether	1.2-M8		3020e1f0cab4e08a40a8fca17382a5c435620bc9
io.hawt	hawtio-aether	1.2-M9		7df95f5e22c8f9c5fe217feafbd1ef4976ca5168
io.hawt	hawtio-aether	1.2.0		f66b32bf8b2eacefcc991e66e1cb6c77c233105c
io.hawt	hawtio-aether	1.2.1		9bf8609ce793054802adeea5e6c6a4aafc68e999
io.hawt	hawtio-aether	1.2.2		a9edf6fc00834d459bd36eefde621a7e50bb1ae1
io.hawt	hawtio-aether	1.2.3		40d7d695e5d3bbd204659b96d0a2dd683c49fb68
io.hawt	hawtio-aether	1.3.0		26fab38784bf541303e87fd6efb1219099a2262c
io.hawt	hawtio-aether	1.3.1		a1648b514fb2d62c74373a91cced925367655d98
io.hawt	hawtio-aether	1.4.0		865dcc1ed087e033b6294b65a3d259fdcccf0f58
io.hawt	hawtio-aether	1.4.1		0339239e122dfc3546aba57ffaa338c864bb3be2
io.hawt	hawtio-aether	1.4.10		f9e7e9385352b92ff18991a1c9ccf3fbd8dc771b
io.hawt	hawtio-aether	1.4.11		f31854502501f6ecf229ccc4ad30bc9d0548c207
io.hawt	hawtio-aether	1.4.12		822b02ef8da65103e9469244cc90604eaaad7e89
io.hawt	hawtio-aether	1.4.14		d1c0d3f1eb7f31c769140ed84e195896aef98775
io.hawt	hawtio-aether	1.4.15		087ee059e50f528c7d3b25ee67ef450b31173bc1
io.hawt	hawtio-aether	1.4.16		92a89679201e2a971d262cda0d3acf187fee0469
io.hawt	hawtio-aether	1.4.17		2c0d2e61a9d24f21087e77715af92b0b4e94ff36
io.hawt	hawtio-aether	1.4.18		7b4e3a4aca56ed7e0877bae466c5bfe402dcd256
io.hawt	hawtio-aether	1.4.19		eefad4f9c0191d9cfafb71c5137d1419558d2e6e
io.hawt	hawtio-aether	1.4.2		29dd7d03b9f8d22dd1d81b775f75cd33115f874e
io.hawt	hawtio-aether	1.4.20		a7b986c5437a4cd53ca7c60478275a8b3c333e9c
io.hawt	hawtio-aether	1.4.21		7196b1723d5d8d824dea9a740c25b8d307dab627
io.hawt	hawtio-aether	1.4.22		f9be85d25c7650541740626c3a7d3a936386b3b4
io.hawt	hawtio-aether	1.4.23		94220a67861d3d552524069c65d27f3a040e7169
io.hawt	hawtio-aether	1.4.24		ec7fff1555855fbbdea6f15abd3844914b8d1cf0
io.hawt	hawtio-aether	1.4.25		504420730680dc7d3b561f85816fd490c772bc24
io.hawt	hawtio-aether	1.4.26		420d35cf8d80673e5290a48650dee1df5cccb303
io.hawt	hawtio-aether	1.4.27		a0bdd77e27d2b40762bb85f1b2a72e351ac549d0
io.hawt	hawtio-aether	1.4.28		2e03b57efc983475989d83d12b6638127fbc5edb
io.hawt	hawtio-aether	1.4.29		311435417730cbbe20612e873dcd1b61d4d38e63
io.hawt	hawtio-aether	1.4.30		f9c81fe3220b5ae2268216c251af3e6498ea6282
io.hawt	hawtio-aether	1.4.31		512f935afabdefbc8798e89dc0b0d167d91daa5d
io.hawt	hawtio-aether	1.4.32		e3ed77d1e04e2fc67915271e082d55fa4d13ddb1
io.hawt	hawtio-aether	1.4.33		549b37e9370217a04469c88fbe7e6494bf41d49b
io.hawt	hawtio-aether	1.4.34		ac406e9855c37791ad0d20fdb11f39a2d572776c
io.hawt	hawtio-aether	1.4.35		3c69d8af19314d0e67a233ba632a01eb90946386
io.hawt	hawtio-aether	1.4.36		4a7de42b0c87c27c3a66c994313fea56fcee3d70
io.hawt	hawtio-aether	1.4.37		19f2266c74aa361ca33057ad237ee7d296b19a66
io.hawt	hawtio-aether	1.4.38		35df0916f0f4de167049991472c01ce6461dda07
io.hawt	hawtio-aether	1.4.39		810f9082a0c79562c690210bcbc14d0570ee4ca9
io.hawt	hawtio-aether	1.4.4		e0e08bab7c629faa06f18a17dc6364466412501f
io.hawt	hawtio-aether	1.4.40		1949db8ce2342e2817e6de2d51a895925e433e01
io.hawt	hawtio-aether	1.4.41		ae8ea514b14e7342b0e23907976940e9df629a21
io.hawt	hawtio-aether	1.4.42		e2d6733ee4bedf379cf8d363302b7d0765c2d69b
io.hawt	hawtio-aether	1.4.43		70782119276f08366a6d2a0e62b079e8f6929acd
io.hawt	hawtio-aether	1.4.44		da40f844653c5f50b82c19286ce4299598d42100
io.hawt	hawtio-aether	1.4.45		ce4dda28230f55491930f30cc35a9508cb624844
io.hawt	hawtio-aether	1.4.46		6dd255ed93e1aea8ca802bf378b905ee2b4d12cc
io.hawt	hawtio-aether	1.4.47		2c7801bf67f8aac607f83ead51946502e5cd1dc9
io.hawt	hawtio-aether	1.4.48		1deaa2ae2181844deb1a3feb2afb673cfd9ef44f
io.hawt	hawtio-aether	1.4.49		5fa27f14987ee30128557066cb695d91f1789cd9
io.hawt	hawtio-aether	1.4.5		aa5226e9f62df24530a822700032a0bdcfea5076
io.hawt	hawtio-aether	1.4.50		7e9740218712635147651a61ff7c11fa0c0e2b44
io.hawt	hawtio-aether	1.4.51		bd4968270937e572fc5c5503831aa5a89a5a3e3a
io.hawt	hawtio-aether	1.4.52		3c3274edd585f72ecd918ea09f4b90b1aa000ae7
io.hawt	hawtio-aether	1.4.53		067dc76cd0fea1c659b08ad2edfedd5b90980503
io.hawt	hawtio-aether	1.4.54		dbb260f42da16933540af45e30f2be78bed076f7
io.hawt	hawtio-aether	1.4.55		2a70899e0fa18e3113b9a7e8c19eca6f2ca8c68d
io.hawt	hawtio-aether	1.4.56		9d36816e777a99b958f51da74d1dfaecf5344a04
io.hawt	hawtio-aether	1.4.57		759e384dd292b2690cbaca9852caf217691a9b1c
io.hawt	hawtio-aether	1.4.58		eab513ab996f6ced4f7540428ed2775efec5a7ae
io.hawt	hawtio-aether	1.4.59		542eef6fab1fce51d46f07a4c14ed40d48c9c8fa
io.hawt	hawtio-aether	1.4.6		c9b880fc4dd01b506b49ebef14eb45547b31724d
io.hawt	hawtio-aether	1.4.60		2fb8d1861ba51552c84cc7dd0ea39c4d13cc012c
io.hawt	hawtio-aether	1.4.61		dedcbee750c6bf0d2e0ffaf24680e87a44c1352d
io.hawt	hawtio-aether	1.4.62		0b01f4f136c444c1f0dd297f8bb0052a9ae4213d
io.hawt	hawtio-aether	1.4.63		d59e7c1f5fdd09fc6aca676b39a67fd420801d21
io.hawt	hawtio-aether	1.4.64		e54499f0d38809a7d27efcb28a5c1f1447010878
io.hawt	hawtio-aether	1.4.65		72e2600ca72d761425eb31a49825a4adae78a773
io.hawt	hawtio-aether	1.4.66		801156d828f633c3b28c4d4ea60c1fc571ad833c
io.hawt	hawtio-aether	1.4.67		eecaff59166585041a617a68d7fccf5cffc400ff
io.hawt	hawtio-aether	1.4.68		efd584783d28f1583eb02140c3eab0c29dcc8121
io.hawt	hawtio-aether	1.4.7		19eaa20f8396db6c74792c1ece16dcc0dc0a0c61
io.hawt	hawtio-aether	1.4.8		5935248c1ac6cc1b16fafff4d0061f9da4bf22b7
io.hawt	hawtio-aether	1.4.9		5ac2ac4806b7043005fc5f0dac353db8e744f8a0
io.hawt	hawtio-aether	1.5.0		eff0fee8b535f1d5d9b4afac2ec9a904ba7a6404
io.hawt	hawtio-aether	1.5.1		5bac24398b2850cb2c8f05e42c917c4d92ba5869
io.hawt	hawtio-aether	1.5.10		452e13d6760047f06e3f8250c4904f1a41ea3c02
io.hawt	hawtio-aether	1.5.11		5c277c9741e8641d5e56d257faf73f99e9b27008
io.hawt	hawtio-aether	1.5.12		459ee510aa05061996623808b829ccd9fe1b2b1f
io.hawt	hawtio-aether	1.5.2		fba22b3b2e84c1220f0f94beee40b03468ba4138
io.hawt	hawtio-aether	1.5.3		8611658cfc5d443d19fdad9f37dcc3cab3c6afe8
