at.released.cassettes.plugin.base	at.released.cassettes.plugin.base.gradle.plugin	0.1-alpha01		N/A
com.daml	test-common-carbonv2-tests-java-1.15	3.0.0-snapshot.20240118.12598.0.v39ea5890		165367d1890e05fab4fbfeaaa519116d0aaca293
com.github.apetrelli.scafa	scafa-server	1.0.0-alpha-1		bc0f4a78199b17e6220ec1503a56b6ca7a83a8cb
com.github.apetrelli.scafa	scafa-server	1.0.0-alpha-2		d7588c1379cf75479049dd086f7f4e170d2396b7
com.github.apetrelli.scafa	scafa-server	1.0.0-alpha-3		0e5bcc19a93f7fb65a77327c99cc1e9a7d1c5d9f
com.github.cwdtom	hermes	2.0.1		cb53cef98a82617d7a9305b815b2eae0ca5fb646
com.github.cwdtom	hermes	2.0.2		eaeb967c6d7cb41b1bccecd1b7d87fda14d89ed7
com.github.cwdtom	hermes	2.1.0		a68062afe6a2c1647b590a85770dedd5eaedd22d
com.github.cwdtom	hermes	2.3.0		eb56efb7a097c8bcad3290182c8ec6f5e4728f9b
com.github.seratch	awscala_2.10	0.1.0		e87bfd34e5f9d9535766feacddd8aa69b3f168f3
com.github.seratch	awscala_2.10	0.1.1		14f8e91e8c3be8dbaeee3f05ec50780fdbb9086c
com.github.seratch	awscala_2.10	0.1.2		97ce40d8edc2208b66705874a089beaace9f7fd0
com.github.seratch	awscala_2.10	0.1.3		feb3d740446f36848bf66c3da8a670d3bb2ec10f
com.github.seratch	awscala_2.10	0.1.4		84f6f5c8d5250b765826e66b596a3694c67e9aa9
com.github.seratch	awscala_2.10	0.2.0		d976284c65971dd09682d8ad65fcc163211d30bb
com.github.seratch	awscala_2.10	0.2.1		e71770c7d8719533bec8f4a2e728be7b4f805ea9
com.github.seratch	awscala_2.10	0.2.2		4ac03dcbf742ee6840652d83eced714e676754ff
com.github.seratch	awscala_2.10	0.2.3		ba6de693c0d52d8847624740ca171e77d65f4612
com.github.seratch	awscala_2.10	0.2.4		8add88747c68aee01b33283e8d05b70bbfdcc36c
com.github.seratch	awscala_2.10	0.2.5		555b47a271f6938e30daedf2265cff204ae3b8d6
com.github.seratch	awscala_2.10	0.3.0		271c017fc227dd0303e6356ec219df151b465507
com.github.seratch	awscala_2.10	0.3.1		f0f6f66e8aac0a6dff9d27b133275fc3d90709b8
com.github.seratch	awscala_2.10	0.3.2		61e49ae335666e379528dea81d16fde8de6706d8
com.github.seratch	awscala_2.10	0.4.0		30b78a89ef754a97414d9e2273d94e71d3333700
com.github.seratch	awscala_2.10	0.4.1		4d775b7193c59639cfe1fe6fc193a0b2837d765a
com.github.seratch	awscala_2.10	0.4.2		ad527408e0cf588cf3bbd9bddddc223914024478
com.github.seratch	awscala_2.10	0.4.3		e5a11288cc59cc7e6e5817755113f5d8400b58a1
com.github.seratch	awscala_2.10	0.4.4		00b57ce4e6f4b663fee3aec2642deac400896136
com.github.seratch	awscala_2.10	0.5.0		6349e133046df60af6124a757f16ba96908f0ea2
com.github.seratch	awscala_2.10	0.5.1		3018a4e68f71d962d4dfeacb11a05a38c3041019
com.github.seratch	awscala_2.10	0.5.2		a45a9fa8bf646a2a2574e27ae8311489570ff124
com.github.seratch	awscala_2.10	0.5.3		c5d222573854e8ad6678699fe9be115df82a1d9f
com.github.seratch	awscala_2.10	0.5.4		bb8a898265f45988e28a26095a6c4321a7805525
com.github.seratch	awscala_2.10	0.5.5		9ea1f0daec96567d6c8385c0cbc4db3ec5e70f92
com.github.seratch	awscala_2.10	0.5.6		c6b751a42aa886a8f620a788f01f73fe8de4aa97
com.github.seratch	awscala_2.10	0.5.7		05068b73729a844ea598b7fe5c9a321341aa9418
com.github.seratch	awscala_2.10	0.5.8		04457223edea6e0b50c04c24d9cc1799d10bc8b8
com.github.seratch	awscala_2.10	0.5.9		81433908fee846e37df091ec1b108fea785bc28c
com.github.seratch	awscala_2.10	0.6.0		d255c3e710614bc8b73c53aae20304b264c5338e
com.github.seratch	awscala_2.10	0.6.1		26bfc70f7fb8d873aa0cb0721784bf346214c07f
com.github.seratch	awscala_2.10	0.6.2		6b953db3ce2bc99021507f392efba2ceb64cc3f2
com.github.seratch	awscala_2.10	0.6.3		073c9d2837c679a6f384908d8a7ea24dd6f85958
com.github.seratch	awscala_2.10	0.7.0		9e2d7a44b70e34fca21c2f859b38e6b811fb1fa1
com.github.seratch	awscala_2.10	0.7.1		1a95966ac932edc80797fe2c4cde400b0048110a
com.github.seratch	awscala_2.10	0.7.2		9165a05e8b51820bc6fc5a9b9ebd259ed8375ab6
com.github.seratch	awscala_2.10	0.8.0		3aeb7dc976d07a32a530482c8239017215e8fe88
com.github.seratch	awscala_2.10	0.8.1		ac217ece071f81815c011a4a0decadf71781c54a
com.github.seratch	awscala_2.10	0.8.2		20ef0ca858d6830af5007461edd7f62c625e79e2
com.github.seratch	awscala_2.10	0.8.3		bd4046b240fa3049ef284919d7d3bee1aebfb4db
com.github.zhycn	openyich-data	2.1.4		5360286f853b07bb37fc4c23c422c3663bb1db3c
com.github.zhycn	openyich-data	2.1.5		2737bd42ce3adee33cc497be3352beca966e40b3
com.io7m.looseleaf	com.io7m.looseleaf.cmdline	0.0.1		a3aa1f4aabebcdd4d4a3b2c537d705d91a30d760
com.io7m.looseleaf	com.io7m.looseleaf.cmdline	0.0.2		6b6682d04feec2b9cfdc0f48f39d76acaa2425be
com.io7m.looseleaf	com.io7m.looseleaf.cmdline	0.0.3		9894c48f9dbc52cf8e39a91d9dbd8e0c575451d6
com.io7m.looseleaf	com.io7m.looseleaf.cmdline	0.0.4		006adb82c37b76fd8711316af922e56aaba85b71
com.io7m.looseleaf	com.io7m.looseleaf.cmdline	1.0.0		3e30b7797417243187ca00421e7a1a945dfc4895
com.io7m.looseleaf	com.io7m.looseleaf.cmdline	1.1.0		472b28cf7bf1aea4cf9e20d1f61cbc24e4ab2e62
com.io7m.looseleaf	com.io7m.looseleaf.cmdline	2.0.0		11a45786989536cf70a645d2c46e3ecb0220f082
com.io7m.looseleaf	com.io7m.looseleaf.cmdline	3.0.0		1a53198f2d903091e839a9d3853f81d14a63e16a
com.linkedin.pegasus	d2-int-test	1.10.6		64f15b0149faab665c08bd9cec9a485f52d0cbe1
com.linkedin.pegasus	d2-int-test	1.13.4		03fef40082d5b18da80302d2785c2372ee8006c2
com.linkedin.pegasus	d2-int-test	1.15.12		f3cbb79ba20b2e598764a885e823329ee5f35935
com.linkedin.pegasus	d2-int-test	1.15.18		054c546acf0ee1672019d07d39644d5d12b6e6d5
com.linkedin.pegasus	d2-int-test	1.15.2		1ffa38816a664492c22e5b9e3066242b1e97907f
com.linkedin.pegasus	d2-int-test	1.15.4		5d6ca038539dd9513554fcf6601a383ec2a1fba9
com.linkedin.pegasus	d2-int-test	1.15.7		dfdefe5efbca431750391dd6c3a9b8e57ffba89d
com.linkedin.pegasus	d2-int-test	1.15.9		f8da0e5cacaabbdb1bca7f9aea26fbf76a627e74
com.linkedin.pegasus	d2-int-test	1.20.0		6fa92fbc8e4831acbd11e2267b661a40d33f2856
com.linkedin.pegasus	d2-int-test	1.8.3		130a00d78ad3c343ab8e39243de8b00419c46558
com.linkedin.pegasus	d2-int-test	1.9.1		dfdcec6816e863199646a7a35c8af2138e29b8e1
com.linkedin.pegasus	d2-int-test	1.9.18		44dab4c6494eee9c943581ec0b9e1f97413c9840
com.linkedin.pegasus	d2-int-test	1.9.23		7ea09e43b05cfa6a7d0de777f126d4710ece230c
com.linkedin.pegasus	d2-int-test	1.9.3		cbff16c855c96994ac0f569069b0b60c77edb645
com.linkedin.pegasus	d2-int-test	1.9.40		cbda87320cefca4db001774519fb77c7919d8c1e
com.linkedin.pegasus	d2-int-test	1.9.5		19788a6fb1ebc4115a68d2fc5114c29820f4a012
com.linkedin.pegasus	d2-int-test	10.1.3		b07f7c685409489331eb2d8af66030fd3aa92cd0
com.linkedin.pegasus	d2-int-test	11.0.0		07d482d1662376de07f26393b6451f31ca34552e
com.linkedin.pegasus	d2-int-test	11.0.17		efe761f543976ed49fcab3367c87b82314c8f97a
com.linkedin.pegasus	d2-int-test	17.0.4		2b62663469804db2f49bb1a0d4d57c31f525dcaa
com.linkedin.pegasus	d2-int-test	19.0.3		15738462dd8a04d8ef0c316e7e1e5bffcc65cefa
com.linkedin.pegasus	d2-int-test	2.1.0		a1e6c163b9fb3dfe036f1e7369150dad89bef173
com.linkedin.pegasus	d2-int-test	2.12.7		19ec0aa20b986650bdbb07eb27e88070b49a9be9
com.linkedin.pegasus	d2-int-test	2.2.5		0ccdc08099408da69719fd737c77b41db714a734
com.linkedin.pegasus	d2-int-test	2.6.0		608ff03be18bc27a96818323fc8ca9a7a0de2a65
com.linkedin.pegasus	d2-int-test	20.0.4		f896342f5f4772b95fb05c509cffc8b87eac765c
com.linkedin.pegasus	d2-int-test	21.0.0		9fcad179abb0ca25ce26da0d3b09b519aa4fc843
com.linkedin.pegasus	d2-int-test	23.0.19		05360f29c059fc36add87d195a53fbf4b7deb6f9
com.linkedin.pegasus	d2-int-test	24.0.2		22880dc6c55e43f13252e3846a0647345052ebe4
com.linkedin.pegasus	d2-int-test	27.7.18		065556990309d17e4e58bff2900254174a466271
com.linkedin.pegasus	d2-int-test	3.1.1		b312acea4e39512f7fb27e871bb33592aa9a4587
com.linkedin.pegasus	d2-int-test	3.1.2		afb6a1b67c79724ab7e7a69af9243d8d0091623d
com.linkedin.pegasus	d2-int-test	5.0.19		1806add2bc399f655c9c6251e0621d6a053eacae
com.linkedin.pegasus	d2-int-test	6.0.12		25880bda2bf916b640d098a9e74585a628f8e4ff
com.quhaodian.discover	discover-plug-alidayu	1.8.10		3844ef2e0feb021d4dc29447393db7124e71c5ed
com.quhaodian.discover	discover-plug-alidayu	1.8.3		2208ee282d437bb3e56654a6427d0122bd00e5c1
com.quhaodian.discover	discover-plug-alidayu	1.8.4		6c20aa7385754bbe820e619a6e882cba2bef971e
com.quhaodian.discover	discover-plug-alidayu	1.8.5		a589c61eacf2c00d7aad8e4b34fc6b4086c2478b
com.quhaodian.discover	discover-plug-alidayu	1.8.6		6cc680e51763d4c113ccde8dabd7de2e1962e255
com.quhaodian.discover	discover-plug-alidayu	1.8.7		95bc6e81a60b6a67131a467d93e1860f6e0f034e
com.quhaodian.discover	discover-plug-alidayu	1.8.8		3e95b103111f2bb41afbcfd2b9c66aac5147522f
com.quhaodian.discover	discover-plug-alidayu	1.8.9		780e759301a0feb7df76fd51a7d41204624aa019
com.redhat.cloud	app-services-sdk-java	1.0.0-M1		N/A
com.redhat.cloud	app-services-sdk-java	1.0.1		N/A
com.redhat.cloud	app-services-sdk-java	1.0.2		N/A
com.redhat.cloud	app-services-sdk-java	1.0.2-beta1		N/A
com.redhat.cloud	app-services-sdk-java	1.0.2-beta2		N/A
com.sandinh	akka-pki_0.24	2.6.8-sd		56588c0fffbcdefb5641fd2e78f689f801a02764
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	1.1.0		dbefdf302f67a53f8bbe6dee633cea8d85b6e1d1
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	1.1.1		8201dd3ab5342fdc6cc9c2e885fd14b8b67465c2
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	1.2.0		57365a6967700c3f1b0872448301671353b89985
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	1.3.0		8dd2b8a609028f8099850701839f66cbfe834d65
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	2.0.0		d6d49db819718998a54e9fbe337b3f40c8a0915d
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	2.1.0		a3ebfefb08f4060c07eb843824c180b0b361e739
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	2.2.0		7d8d2bd1baa67e434ddc832d7d86b6b386c7204c
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.0.0		02322a13be7299bc4b69cdb82c71cd2f6aba7dc6
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.1.0		bd9ea213d21effd7b87b7f3b92f30d680c96265c
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.10.0		a9037d767e2c13b7beea68e86dd86e072a215dd4
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.11.0		1d49cfb701b87d21e42e8cc898c45444ed2fefe9
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.12.0		da32cec4b734c3917c8f492dab92e34a536717b0
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.13.0		30c8cea9ff8ae1cc40210bf93d26a4414d078150
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.14.0		f45b65e101a7ccd3dba6ffd43a3014f8ccc81765
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.15.0		e5a08cbed3f46ad73ee30e71bf34e4a848dc34ec
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.16.0		00bfbbac502e07a9ce410ab65c664791b6744f8f
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.17.0		e44f92a57e31153a7eb8b22e5d7522b0889b6077
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.18.0		551622569d734918ef479c50de73fe53ab3d8e71
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.18.1		6aa45ba1f0bee2008fb511a1584e8de1cff9dc76
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.2.0		97f02fedcab1c3ac91536e4b04d3243c1a2dd38f
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.3.0		a52f1c23c8a5143ade8e20b3655a101be91d58a4
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.4.0		cc5ef3bd00876be60de6ec03c57e2910952c740f
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.5.0		264f3ce5de5852357ecd40b335a82ae189d17b2b
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.6.0		c36c8fcdc82f3c717dddcd50297076a534286057
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.7.0		7b14d74cbc66cbb9e9ec7d9bbe3c72ddbd8eeb24
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.8.1		e2f59b24ed8fda973a5b3fefbb5bf108b276555f
com.shazam.fork	fork-reporter-jenkins-gradle-plugin	3.9.0		b14f4f0bb37896862eb02afb2eb0d5deec34d3e5
com.soywiz	korlibs-checksum-android	6.0.0		N/A
com.soywiz	korlibs-checksum-android	6.0.0-alpha2		N/A
com.soywiz	korlibs-checksum-android	6.0.0-alpha3		N/A
com.soywiz	korlibs-checksum-android	6.0.0-alpha4		N/A
com.soywiz	korlibs-checksum-android	6.0.0-alpha5		N/A
com.soywiz	korlibs-checksum-android	6.0.0-alpha6		N/A
com.soywiz	korlibs-checksum-android	6.0.0-alpha7		N/A
com.soywiz	korlibs-checksum-android	6.0.0-alpha8		N/A
com.soywiz	korlibs-checksum-android	6.0.0-alpha9		N/A
com.soywiz	korlibs-checksum-watchosarm64	6.0.0		N/A
com.soywiz	korlibs-checksum-watchosarm64	6.0.0	metadata	036efe7f41f2649c4356227e27c6252b1a3de42b
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha2		N/A
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha2	metadata	9a3ca1ce6f6193cdd017021d03865b36f0ea7a6e
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha3		N/A
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha3	metadata	a9ff78e2a560f96ecd94eb6c5881a0a575696cd4
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha4		N/A
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha4	metadata	d8fc21a89a3159cc804de9e9f69846f91af7ed08
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha5		N/A
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha5	metadata	51cd6fb897657fe49b4d8054421b8bc3674d17ff
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha6		N/A
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha6	metadata	a306c8ec4c5c047d7fedd16a7684446ea528248c
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha7		N/A
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha7	metadata	93cd353dcf4d011a6a1777569cd524fa379f7d20
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha8		N/A
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha8	metadata	4c7d00e7eea8f684122f8cb48ec61f940dc04103
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha9		N/A
com.soywiz	korlibs-checksum-watchosarm64	6.0.0-alpha9	metadata	7c776e579499d5c018e33b5030cc64642e4eafed
com.vaushell	archetype-exec	1.0.0		fb73bf8410b3adc9bb4ebc9262b5c7d780820c6b
com.vaushell	archetype-exec	1.0.1		7451b5637b5cf41e454650c1959d42e63fe018d9
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	1.0.0		1b7c8c02d08941dae83f16be3f6633ab069cc09f
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	1.0.1		35c26bff8d8b01e405db1205a1f783b082b818e3
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	1.0.10		64233150e0c868375db2dae446c0d74012b94de6
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	1.0.11		2f32ceba59b1197c3f5fca43cc775780013ed88b
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	1.0.12		b80fc66219ffb293960081e9113c16da966ae14b
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	1.0.13		3b1943d0950e7b6b168208ce6e79dc0b61d82498
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	1.0.2		4eee98d4b8ec62f64e41bb7dcaa9cd11e3921281
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	1.0.3		13e232298e99a2f1b2cb4101083a027912968f3a
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	1.0.4		df52329f441f6cbe242adac36febf3b159260e06
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	1.0.5		c2b686efbb464397cc648d19730d522d51ed18b7
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	1.0.6		2cea2d86f5823fb7a0e0dc989dd4cc3f0b8a681e
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	1.0.7		f52d7770773aec8f3bc049cd55926699d609167e
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	1.0.8		dd5b5e2710302995d01e6552f2529011fdc5ef42
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	1.0.9		b5f84cdb85159381f9c84f20babace909ec0b8b2
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.1.0		4c792b492fe3e1827af1118766a6899e0ba9a989
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.1.1		5b225027aa86ba962e02e78fe1f961e276f3d309
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.1.2		d414f190f9fccd47a0b1fe212c75d171294387ec
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.1.3		8207a3ccbae1910c0afbaed7fc6034625950bedc
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.10.0		f334475cede93fd2c3fddbe8bc8884a571c6dc60
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.10.1		a9983500b468704416850e64acc5533fc990e250
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.10.2		3ee64332d4637f0586a4fb57148c191217f0c138
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.11.0		224c1655deb0b04d967ce543c4d6c4ea5ed14d55
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.11.1		b7e3f605711e7c3eb370f9389582daf765f61cca
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.11.2		5d2796a6095d505df95f316bff8c6c3e0ee744a7
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.11.3		d58462aa115c29c0f4efa4f73c87e4f004c7ccc2
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.11.4		83f689f6be6e33e0c29c99aac3e487da9fb14b17
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.12.0		f0d34153a264fa5d3a026e5414a897fdb8f55088
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.13.0		a4bd4117f7bdacbd3456bbb5f295e6b2db35ff73
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.13.1		4c086763dc08b077a8a065b001aa0513a540d62d
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.14.0		1567fe0b77e1cd961a3f06856480115e1887b891
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.15.0		0b18877fc8e469e6471765141ae28b8176ecdfd0
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.16.0		3090d934334f67f6d0c7c1e6ab16c3038d4ff9e0
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.17.0		a913a3b2b181a9bffd13890d5e36fbc8ea273e8d
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.18.0		85f2b1e0d713afcf866d2b29ffb411f9d9031a66
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.18.1		30a95f7bd4b8b59c8a73cff473c5c4aad3753de4
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.18.2		d034bbc0fef05cfa3d53b697f2bf57887ac24a9c
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.19.0		6c7470af62e999539024801f9b193f7e77eff888
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.2.0		cb3b51981a22f690784843d8606284fddc46d8a2
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.3.0		a87225daa7e27ade2d63e4e9ae6f0355d5dd5964
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.3.1		62278ee990dadbc1a038ab0ad1fd8f9e3e601d4e
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.3.2		1d32f71a439eed88702c230e5193efa0044b16f6
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.3.3		fb82c7041760dbb03b81e74e7cbd51d96221c99e
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.3.4		e06fdc3d2031c7bacf529205e121042539aaf289
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.3.5		80304cb5e30cc0841e724ae04c7cf7a849672c1f
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.4.0		958f32cca84a9b1c8777c98160e0f1993c8db5be
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.4.1		ceb5cba61593b286b6fea4819d705bf4d76253cf
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.5.0		9ecf8ca4ce07f238c3e0e730fe657deb42ddd06e
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.5.1		c64c303427c48fbb93ea19953004adcdd9ab01d1
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.5.2		65ad0f3538786e2198ffefe48186e1b8c465e322
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.5.3		85bcb8d4238573cc2662abcf41e4c7369c9a2309
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.6.0		f9ef8927e86b5e7c848ff1d59fb0721b3a1e9bd2
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.6.1		47b82cef745dd6ca1e859f75bb50ca92294f57fe
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.6.2		fca9542c7ae1d3013464b4a3d2cd442af11f06a6
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.7.0		2308f0960359b54e92ed5be1b6b30e0ed03cfb74
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.8.0		e8f3352e196529d17dab579d34c8fa8cefd749cf
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.8.1		37d51267d0d41d6e7599c83749f843ad9854c893
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.8.6		7c321f10a0752ff22afc45ec8e58f30d8fb95d79
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.9.0		81fd8a72e3d174556bcf8c4c2c9ce470447eb392
de.flapdoodle.embed	de.flapdoodle.embed.mongo.packageresolver	4.9.1		d913c2efcb2416f6a1057595c890f1c0c59ec7fe
de.hilling.junit.cdi	cdi-test-microprofile-parent	1.0.0		N/A
de.hilling.junit.cdi	cdi-test-microprofile-parent	1.1.0		N/A
de.hilling.junit.cdi	cdi-test-microprofile-parent	1.2.0		N/A
de.hilling.junit.cdi	cdi-test-microprofile-parent	1.2.11		N/A
de.hilling.junit.cdi	cdi-test-microprofile-parent	1.2.12		N/A
de.hilling.junit.cdi	cdi-test-microprofile-parent	1.2.13		N/A
de.jplag	text	3.0.0		423d83f551876c7cf800465289135d811ad9998f
de.jplag	text	4.0.0		f937a95dee8cfa5a2623b3023227d2f58e30197a
de.jplag	text	4.1.0		dfc1b406df38f4bdf905a5d429dc0717abe22c13
de.jplag	text	4.2.0		1550e9c38ba47c4e7527ad5790f9a094c6fa4e7e
de.jplag	text	4.3.0		36b1593d6168732926542b95c0aab41f6f38546f
de.jplag	text	5.0.0		ea113b17f0d293d019536d6efdde8fd4098f6c88
de.jplag	text	5.1.0		6ee286045b48cce0e1aa7baf77eed5da2f06304f
de.jplag	text	6.0.0		8f96f173618fae5377d501ca36ca18db2abd6244
de.jplag	text	6.1.0		a4f96f04564664850688edcab338638032b07c7a
de.root1	rxtx-rebundled	2.1-7r2-5		8398aa5bedc6b7518897616574b0a2d286fd493b
de.root1	rxtx-rebundled	2.1-7r2-6		f1dc65d5b0685fc51b29ebeb9c200ca3cf622627
dev.icerock.moko	mvvm-state-linuxx64	0.12.0		N/A
dev.icerock.moko	mvvm-state-linuxx64	0.13.0		N/A
dev.icerock.moko	mvvm-state-linuxx64	0.13.1		N/A
dev.icerock.moko	mvvm-state-linuxx64	0.14.0		N/A
dev.icerock.moko	mvvm-state-linuxx64	0.15.0		N/A
dev.icerock.moko	mvvm-state-linuxx64	0.16.0		N/A
dev.icerock.moko	mvvm-state-linuxx64	0.16.1		N/A
dev.opensavvy.prepared	compat-parameterize-mingwx64	1.5.0		N/A
dev.opensavvy.prepared	compat-parameterize-mingwx64	1.5.0-rc.1		N/A
dev.opensavvy.prepared	compat-parameterize-mingwx64	1.5.1		N/A
dev.opensavvy.prepared	compat-parameterize-mingwx64	1.5.2		N/A
dev.opensavvy.prepared	compat-parameterize-mingwx64	2.0.0		N/A
dev.opensavvy.prepared	compat-parameterize-mingwx64	2.0.0-alpha.1		N/A
dev.opensavvy.prepared	compat-parameterize-mingwx64	2.0.0-alpha.2		N/A
dev.opensavvy.prepared	compat-parameterize-mingwx64	2.0.0-rc.1		N/A
dev.scottpierce	kinject-macosx64	0.1.0		N/A
dev.scottpierce	kinject-macosx64	0.1.0	metadata	3a66e29012569a903261f58bd76999e44a476906
dev.scottpierce	kinject-macosx64	0.1.1		N/A
dev.scottpierce	kinject-macosx64	0.1.1	metadata	2c71b026997cf2fe7917f92f6e4dcdeb5200e33d
dev.scottpierce	kinject-macosx64	0.1.2		N/A
dev.scottpierce	kinject-macosx64	0.1.2	metadata	2d2c9fe029b45dfb80087abd88e6d7ab339a363f
