at.released.cassettes.plugin.base	at.released.cassettes.plugin.base.gradle.plugin	0.1-alpha01		N/A
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.19		47f3b7f2a7da18754fd90ded8de75a7a11c03632
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.20		N/A
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.21		N/A
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.22		N/A
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.23		N/A
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.24		N/A
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.25		N/A
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.26		N/A
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.27		N/A
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.28		N/A
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.3		23ef6b35f9aafbf8a6e86422c4256f316b2c5495
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.4		6639673caa0b0b8ee06cc26179873754aeecd2a3
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.5		31fc7308d238cc35b42affd4ff7ddac0399031e6
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.6		68a6091e8c27de4f72c72507c6b122806a46a794
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.7		d7b581bbf6c26ace2e1236f062011873a8d9227e
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.8		e4a91330b20684f8181ff332178fce498afdd2bf
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	1.0.9		07d1778f831fb582b07244d1ddf065fd3cc44bf0
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	2.0.7		1c6f4c32ba4916e16a65e948f47fdc3717a10b01
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	4.0.3		cc8432f10cacc3f961fdafddc6ba0a32b278ffb7
org.wso2.carbon.extension.identity.authenticator	org.wso2.carbon.extension.identity.authenticator.passwordpolicy.connector	4.0.4		9e63dca80c034eec9f497a1a28b9690cb1927453
uk.ac.gate.plugins	gazetteer-ontology-based	8.5		18fce2eb5fca35f29f9aeae3868e4c3befc8df8d
uk.ac.gate.plugins	gazetteer-ontology-based	8.5	creole	7d461702bb7a289e68f0d0bbe9c7771347525e58
