au.net.causal.shoelaces	shoelaces-assorted-integration-tests	2.0		N/A
org.apereo.cas	cas-server-support-okta-authentication	6.3.0-RC2	resources	bbffcdc23e63205fdcef5f837d9a5b74304e7ba5
org.apereo.cas	cas-server-support-okta-authentication	6.3.0-RC3		42d7cbc4dad757991a01a7390bc78af6b21ab284
org.apereo.cas	cas-server-support-okta-authentication	6.3.0-RC3	resources	9b486a9fc1edb8102a5ebb386d60968656aa4bb7
org.apereo.cas	cas-server-support-okta-authentication	6.3.0-RC4		a39339af128d980f768c876a161216491c4d621f
org.apereo.cas	cas-server-support-okta-authentication	6.3.0-RC4	resources	3fa9e52ea1bbad9f2197cd4aa5c491460de9a640
org.apereo.cas	cas-server-support-okta-authentication	6.3.0-RC5		289eb04c069c0e880701a0e0adcacfd562b5540a
org.apereo.cas	cas-server-support-okta-authentication	6.3.0-RC5	resources	32023932e3dafb037479fa6f6f4cb3b198ee18f0
org.apereo.cas	cas-server-support-okta-authentication	6.3.1		2f63953a4b339968ec053f40b6664193fd9562c5
org.apereo.cas	cas-server-support-okta-authentication	6.3.1	resources	01cd9f9d7f00801f3d6093e44eff0020aa2fbea7
org.apereo.cas	cas-server-support-okta-authentication	6.3.2		cda7c0e62acf60eede6495eb650d52f526514285
org.apereo.cas	cas-server-support-okta-authentication	6.3.2	resources	5369581f4add6d60a59dd1610ba2159c69c4a0dd
org.apereo.cas	cas-server-support-okta-authentication	6.3.3		b14f6ee2bb1b540631cde43e64233da39f1f7586
org.apereo.cas	cas-server-support-okta-authentication	6.3.3	resources	e178806ed10aeb6b3fcf150f66dc710dd327e658
org.apereo.cas	cas-server-support-okta-authentication	6.3.4		524e6744c38412b0b2cb009e18413583a6d3df9d
org.apereo.cas	cas-server-support-okta-authentication	6.3.4	resources	f1e2ceadf88f8debf8e7f11068046415ee1c29d0
org.apereo.cas	cas-server-support-okta-authentication	6.3.5		0f515b7055c4b74de6ac9b08d404ac13a1c5b6b2
org.apereo.cas	cas-server-support-okta-authentication	6.3.5	resources	5076dec1272a3d1bfbddff607b33829e199c0eee
org.apereo.cas	cas-server-support-okta-authentication	6.3.6		96a130834b8ce032f46a23820d4afac1b2df791a
org.apereo.cas	cas-server-support-okta-authentication	6.3.6	resources	e2da020f742dca200e51fc30c6a7773457e247b7
org.apereo.cas	cas-server-support-okta-authentication	6.3.7		2522a226622228fbbde15a4ea0467dde8f632bef
org.apereo.cas	cas-server-support-okta-authentication	6.3.7	resources	2ec6f448ac0401c006cef4ae562d7069603767e8
org.apereo.cas	cas-server-support-okta-authentication	6.3.7.1		8c12cdee46f1dc9cf72e031e123194cdece728c8
org.apereo.cas	cas-server-support-okta-authentication	6.3.7.1	resources	9bcca12fdc2be0ef478c572138198c2bf9f99218
org.apereo.cas	cas-server-support-okta-authentication	6.3.7.2		98ad8053c2f96c65a0cae43f7e5e51fe8086fd7f
org.apereo.cas	cas-server-support-okta-authentication	6.3.7.2	resources	4f34c34ebb5665c69de294d3d0041c37755db705
org.apereo.cas	cas-server-support-okta-authentication	6.3.7.3		f1f340d9094434622c45ae7dbd0ea5d5f3dacf15
org.apereo.cas	cas-server-support-okta-authentication	6.3.7.3	resources	a7523112d6b435cf5eb03eb69eaea0b622758924
org.apereo.cas	cas-server-support-okta-authentication	6.3.7.4		3fc77209e12cd25c237ab138fff8fd24245e36df
org.apereo.cas	cas-server-support-okta-authentication	6.3.7.4	resources	0c0b43627e203f2873574f55c20854e5189eb76c
org.apereo.cas	cas-server-support-okta-authentication	6.4.0		01d7506928b4fcd82b42b4d4a35f4573e1624adb
org.apereo.cas	cas-server-support-okta-authentication	6.4.0	resources	cc26f3b7c5ea2a73838d90b373036d2bf8a11b6d
org.apereo.cas	cas-server-support-okta-authentication	6.4.0-RC1		948ef0877a50951e367f0fdf2f91f0c2b924b4ce
org.apereo.cas	cas-server-support-okta-authentication	6.4.0-RC1	resources	42332d5ea7cab87e612216d2412d603d3df9035a
org.apereo.cas	cas-server-support-okta-authentication	6.4.0-RC2		375a2df572e08bb18195212bb5801b87c913a32d
org.apereo.cas	cas-server-support-okta-authentication	6.4.0-RC2	resources	bea3e903a53d55cd74a51d1de9f654c63e27559a
org.apereo.cas	cas-server-support-okta-authentication	6.4.0-RC3		edb19a632425485e310fccd054595554217f0b66
org.apereo.cas	cas-server-support-okta-authentication	6.4.0-RC3	resources	0b4c5134d297ac0defaf12b2c5937c0951837161
org.apereo.cas	cas-server-support-okta-authentication	6.4.0-RC4		1f5a380496ef14c1e3a0fddf6ed1880dbc5e12ce
org.apereo.cas	cas-server-support-okta-authentication	6.4.0-RC4	resources	79eeb6ff14a7785c2eef69b8843d1ced882ad91a
org.apereo.cas	cas-server-support-okta-authentication	6.4.0-RC5		54bc48396baff235f67aed76c7c4c33f0abe402b
org.apereo.cas	cas-server-support-okta-authentication	6.4.0-RC5	resources	944e0f50ca381e587c5868dbb78a74acd8b7478b
org.apereo.cas	cas-server-support-okta-authentication	6.4.0-RC6		235ffe6fb4cebac67d047b305e0d938ef5c3804b
org.apereo.cas	cas-server-support-okta-authentication	6.4.0-RC6	resources	10f734d64a6c67ddb4d2b4b070356cc76365a190
org.apereo.cas	cas-server-support-okta-authentication	6.4.1		4ded22942e55bb6fa63d3f0f3fac1fca639134d6
org.apereo.cas	cas-server-support-okta-authentication	6.4.1	resources	f4f19e8e2d17fa6db991510bbf58168c9e806dd2
org.apereo.cas	cas-server-support-okta-authentication	6.4.2		403e174b17397a5807bc9f865e022d6ffeeb513e
org.apereo.cas	cas-server-support-okta-authentication	6.4.2	resources	a6acfc854d9aa7b4f8a0532c0f28e8477b3829ca
org.apereo.cas	cas-server-support-okta-authentication	6.4.3		a933a6e959a11806c9949ddd791d4e4f54b705c4
org.apereo.cas	cas-server-support-okta-authentication	6.4.3	resources	aac0ee6932fbc74d9254a17081feca0880f6a5fd
org.apereo.cas	cas-server-support-okta-authentication	6.4.4		90e2ab76c22f52c56b9f23e0de9691d16d91aa77
org.apereo.cas	cas-server-support-okta-authentication	6.4.4	resources	fd96a66047ed040295d3c9b3e82872c02d283fe4
org.apereo.cas	cas-server-support-okta-authentication	6.4.4.1		435d9cd2cde75d351273e8512a5858e7611d1f9a
org.apereo.cas	cas-server-support-okta-authentication	6.4.4.1	resources	5cb9f5d3274e75f27559d445e1ce82c3f95a2f52
org.apereo.cas	cas-server-support-okta-authentication	6.4.4.2		aa7c8474cd89aaa074f53503977249a3eb01b52b
org.apereo.cas	cas-server-support-okta-authentication	6.4.4.2	resources	3b8b0cf292b034e122d9b4ad78b7be5848f938b5
org.apereo.cas	cas-server-support-okta-authentication	6.4.5		3a7a0a8edcfe76127e28a790720924f748f83c76
org.apereo.cas	cas-server-support-okta-authentication	6.4.5	resources	266da2aecf2f078bf659368794daeae1be4abd97
org.apereo.cas	cas-server-support-okta-authentication	6.4.6		4e74522809594a6f4b425aa223c7b2fc83839a09
org.apereo.cas	cas-server-support-okta-authentication	6.4.6	resources	3dc6fd1033e1da45f8fec14e5043bc980b9d67e3
org.apereo.cas	cas-server-support-okta-authentication	6.4.6.1		cbb6c2e065aae9fbf24ff9733be17a955e1fab02
org.apereo.cas	cas-server-support-okta-authentication	6.4.6.1	resources	ec1d45633bcf2504adaede2fdaa9130869909c3f
org.apereo.cas	cas-server-support-okta-authentication	6.4.6.2		f34d8c53b242ed11837a1b7599cea196d2e2266b
org.apereo.cas	cas-server-support-okta-authentication	6.4.6.2	resources	9ae30214328bc34874eadebde4bd3143600c420e
org.apereo.cas	cas-server-support-okta-authentication	6.4.6.3		083ad2921786de44e5bb487a451f4e4641bb7650
org.apereo.cas	cas-server-support-okta-authentication	6.4.6.3	resources	e00bae6b99ff42a1774247ef93c00b4bddac7ddd
org.apereo.cas	cas-server-support-okta-authentication	6.4.6.4		8d9408ad6ec6212f5f60e93aedf0350a50b448c9
org.apereo.cas	cas-server-support-okta-authentication	6.4.6.4	resources	700a67af50be48276e616e4ba579d2bf9d1182b6
org.apereo.cas	cas-server-support-okta-authentication	6.4.6.5		65ff0b26794757111c6dd04fc8634869a396fc11
org.apereo.cas	cas-server-support-okta-authentication	6.4.6.5	resources	21322f2a44c119b620a70334640aa5d0ebc7c489
org.apereo.cas	cas-server-support-okta-authentication	6.4.6.6		49f648540f6d4da60a16980df07dc099dcb7ad42
org.apereo.cas	cas-server-support-okta-authentication	6.4.6.6	resources	e917a6fe6040dcc4ed46577f250f81aecd1826aa
org.apereo.cas	cas-server-support-okta-authentication	6.5.0		f79872319ee7211b3b7c2ba682af8c69ddbe0c8d
org.apereo.cas	cas-server-support-okta-authentication	6.5.0	resources	6090b7e92a9a93e8d45f9b5d9067580093c696be
org.apereo.cas	cas-server-support-okta-authentication	6.5.0-RC1		27379eb8a31344a4d987ac9e1ad2819a257c8180
org.apereo.cas	cas-server-support-okta-authentication	6.5.0-RC1	resources	6c9088595c8b5be76ef9917f4b23c15104833c14
org.apereo.cas	cas-server-support-okta-authentication	6.5.0-RC2		7da31e1f78f8aa64e4c87342f17c2759a3688016
org.apereo.cas	cas-server-support-okta-authentication	6.5.0-RC2	resources	e822f382eb7c06572e9701efb4d9d4e9f8d5bc7e
org.apereo.cas	cas-server-support-okta-authentication	6.5.0-RC3		ae5236fba15ecae3850b7175d88814b08bf50fc0
org.apereo.cas	cas-server-support-okta-authentication	6.5.0-RC3	resources	d5b1ed90074b95f15de68426c7c61c3783f90762
org.apereo.cas	cas-server-support-okta-authentication	6.5.0-RC4		c36a07077abc175a754c17a62414ab2f2aee829e
org.apereo.cas	cas-server-support-okta-authentication	6.5.0-RC4	resources	28c610e2e2794df124d46577a599810e6c9b2cb4
org.apereo.cas	cas-server-support-okta-authentication	6.5.0-RC5		cafdf6164c773338995786a961fc59e7e8037d87
org.apereo.cas	cas-server-support-okta-authentication	6.5.0-RC5	resources	ebad01286a4a68424d3e31db68e998a078912ae0
org.apereo.cas	cas-server-support-okta-authentication	6.5.1		d3f375a5ab638ab854f6fe63671cfd5a333defc8
org.apereo.cas	cas-server-support-okta-authentication	6.5.1	resources	7d9db577167e0705e50aa326db31bdaaa302432e
org.apereo.cas	cas-server-support-okta-authentication	6.5.2		715bb7aa331987651784895485459d2603aa8883
org.apereo.cas	cas-server-support-okta-authentication	6.5.2	resources	28e7fc71cee52845a5435b91770e30304e23e0be
org.apereo.cas	cas-server-support-okta-authentication	6.5.3		638cab34d2186a2d9eb11212ade9e0a5bfcf0797
org.apereo.cas	cas-server-support-okta-authentication	6.5.3	resources	8bef19193e060e73f7b2c5a214812960a497873c
org.apereo.cas	cas-server-support-okta-authentication	6.5.4		f75f23dbb23581906e4d96b618df43cae417a7d2
org.apereo.cas	cas-server-support-okta-authentication	6.5.4	resources	2b4e88de8b436ca36950d3b79f0cb3b75837dd52
org.apereo.cas	cas-server-support-okta-authentication	6.5.5		14d413f4c16e049f4e9700fed79665ecbc685d5b
org.apereo.cas	cas-server-support-okta-authentication	6.5.5	resources	6137661cca836046d991708bfd8dad533fce1e05
org.apereo.cas	cas-server-support-okta-authentication	6.5.6		4a4a1aa5adae71fc0aa6502713ece85e179fb08a
org.apereo.cas	cas-server-support-okta-authentication	6.5.6	resources	a1e1103f3007373dba6f4c75624ad7b2d8e8d4e2
org.apereo.cas	cas-server-support-okta-authentication	6.5.7		a3f278605627365a80c93f10daf597ab259c3ecc
org.apereo.cas	cas-server-support-okta-authentication	6.5.7	resources	769e883294c4028db98ddea82ef39f931cdefca5
org.apereo.cas	cas-server-support-okta-authentication	6.5.8		35ee8d9aa7eee7c9c6e85f5fec102a5b3686e5fc
org.apereo.cas	cas-server-support-okta-authentication	6.5.8	resources	05cfea8af71b67625f338f27deae56d479ebfb45
org.apereo.cas	cas-server-support-okta-authentication	6.5.9		072ca8cc493552e86d3d3ce02fe2de8b1ea6bec8
org.apereo.cas	cas-server-support-okta-authentication	6.5.9	resources	36a00ee52a1f8d9defa1791b93d631a605b44f33
org.apereo.cas	cas-server-support-okta-authentication	6.5.9.1		e21f55b4e8f0f8587c070a28e189d1b90dd7ce1f
org.apereo.cas	cas-server-support-okta-authentication	6.5.9.1	resources	bd090021e1ee83854a5be51c692aa5a42ba9da57
org.apereo.cas	cas-server-support-okta-authentication	6.5.9.2		bcd3c063b528cfc0dd99e84d3cf078473aedee00
org.apereo.cas	cas-server-support-okta-authentication	6.5.9.2	resources	5b6db718f1768510266c64054dd0bb7fe2282cca
org.apereo.cas	cas-server-support-okta-authentication	6.5.9.3		1165cc17bbecf3f447a8deaa21061be3f74141e6
org.apereo.cas	cas-server-support-okta-authentication	6.5.9.3	resources	9e1bb91a2006c40c0fb82ffc1ba9a73b0cb63549
org.apereo.cas	cas-server-support-okta-authentication	6.5.9.4		18e5568e4678f6dee9f5592f9060c6e94b3a2d8a
org.apereo.cas	cas-server-support-okta-authentication	6.5.9.4	resources	6ca07da68a3ae23c0ca3e0b19bc9567b29ec9cf7
org.apereo.cas	cas-server-support-okta-authentication	6.6.0		cc3886a4b1e557355ccdb5af9f7fbfd8e8e526ca
org.apereo.cas	cas-server-support-okta-authentication	6.6.0	resources	9d99c915f8a704ab4fa1a7b7e3f566b91fda4dba
org.apereo.cas	cas-server-support-okta-authentication	6.6.0-RC1		b9aa9763f9c92471a952db84d2bbcd8e975b3fc7
org.apereo.cas	cas-server-support-okta-authentication	6.6.0-RC1	resources	fc5a20a692c3bced1199da3d18f54cdb99dc9557
org.apereo.cas	cas-server-support-okta-authentication	6.6.0-RC2		c3b0389a7c30d500029f234a6f2ae81ccd17159c
org.apereo.cas	cas-server-support-okta-authentication	6.6.0-RC2	resources	ccc9cd30b0ae7882cdf37d2f568918a79a6dbb6d
org.apereo.cas	cas-server-support-okta-authentication	6.6.0-RC3		1869b7032902586bc8a62ecefa41768fa698471f
org.apereo.cas	cas-server-support-okta-authentication	6.6.0-RC3	resources	3bbff8a04b85e73651f86b6dfd29858e1ac814dd
org.apereo.cas	cas-server-support-okta-authentication	6.6.0-RC4		45a9d5e0b9960c46fa875613fb587ee4fa17cef2
org.apereo.cas	cas-server-support-okta-authentication	6.6.0-RC4	resources	bfa81c654fde1b1f952df95afc9ca68d94b53a2a
org.apereo.cas	cas-server-support-okta-authentication	6.6.0-RC5		a50a2d2058d870ee37a2d1898de1a9ee2bc78a85
org.apereo.cas	cas-server-support-okta-authentication	6.6.0-RC5	resources	a654ecc6602c9db9d55e6ef3d2d03198a1a2cf10
org.apereo.cas	cas-server-support-okta-authentication	6.6.1		b56cf9d80de4a3368ac6f8138247c291caeea3f1
org.apereo.cas	cas-server-support-okta-authentication	6.6.1	resources	fac37db56c0e7a87ef3b306b2213fd38cc6b2264
org.apereo.cas	cas-server-support-okta-authentication	6.6.10		3b66b4c86b03140dcb1a7ccd932602f5a7e8814b
org.apereo.cas	cas-server-support-okta-authentication	6.6.10	resources	59bb1f5f7064bb7424270362808e12ff806030b4
org.apereo.cas	cas-server-support-okta-authentication	6.6.11		e2ab551a5d89b059cbe30ab4fb57f8bc10e2284c
org.apereo.cas	cas-server-support-okta-authentication	6.6.11	resources	01509124c641b7aa424606d394d2183172cc5274
org.apereo.cas	cas-server-support-okta-authentication	6.6.12		e1470d3338757dc2a2d854973d73086f6fc71fdc
org.apereo.cas	cas-server-support-okta-authentication	6.6.12	resources	c5a2ef3e451cbee02ca7e3c01780b0cfa5a282f5
org.apereo.cas	cas-server-support-okta-authentication	6.6.13		9128c046486e18560175889ab3e6e4e3a51cc2c7
org.apereo.cas	cas-server-support-okta-authentication	6.6.13	resources	f245b36f4569de8e6ad9afda39a98c71cf247a30
org.apereo.cas	cas-server-support-okta-authentication	6.6.14		e3132a1e2d65e5af4735c7de4dad9888154f8e00
org.apereo.cas	cas-server-support-okta-authentication	6.6.14	resources	c8afc181f907b20ae9d5b8153b20f6bf9766330a
org.apereo.cas	cas-server-support-okta-authentication	6.6.15		9a8856f8c176faa8201f70a35b6073d807d6a62a
org.apereo.cas	cas-server-support-okta-authentication	6.6.15	resources	721bc3d6b529591eaa403b43ca0e79c9c7537d3c
org.apereo.cas	cas-server-support-okta-authentication	6.6.15.1		8f6a4d6b6a96149c7cddd2b4f6628d2f20a35d1b
org.apereo.cas	cas-server-support-okta-authentication	6.6.15.1	resources	aefa892ff8a95fc03ceb2dfb2aa68f1ac8c42929
org.apereo.cas	cas-server-support-okta-authentication	6.6.15.2		81756b04dec07a6592cfb7e16ec086e13415f424
org.apereo.cas	cas-server-support-okta-authentication	6.6.15.2	resources	437580971ec929f6111aa7e11fb8f6819f7d8c9f
org.apereo.cas	cas-server-support-okta-authentication	6.6.2		7587e2d7206c98d2b6af1b831021d512994910d1
org.apereo.cas	cas-server-support-okta-authentication	6.6.2	resources	f9bb1d59d8bccadae4ff54b89409e23bee2d1564
org.apereo.cas	cas-server-support-okta-authentication	6.6.3		aac49662ccd7261157ea697085f8c89bb490f6d9
org.apereo.cas	cas-server-support-okta-authentication	6.6.3	resources	fd64aef237935d7173a80a59d3c8215b4ee9d1ca
org.apereo.cas	cas-server-support-okta-authentication	6.6.4		a8511d553566ed1b566b9fe3b648b4714f262560
org.apereo.cas	cas-server-support-okta-authentication	6.6.4	resources	e16ed42a63a9f6629e762068a1dfd2826057e6e3
org.apereo.cas	cas-server-support-okta-authentication	6.6.5		f1365cf3cff0e0de789751ff867ccf95ba02073c
org.apereo.cas	cas-server-support-okta-authentication	6.6.5	resources	36b3e1e876e15b815f2d89e3a96b4bbddb092b37
org.apereo.cas	cas-server-support-okta-authentication	6.6.6		1a6b1d6592db2d7a74159160267e620930baa022
org.apereo.cas	cas-server-support-okta-authentication	6.6.6	resources	c663466fddad338eb258fb88e365e22ae51bdb38
org.apereo.cas	cas-server-support-okta-authentication	6.6.7		e6e578f494a08c4a796e3b6da2a7c844d9edaa68
org.apereo.cas	cas-server-support-okta-authentication	6.6.7	resources	77e2d952cc9a9f346b7320ae2e5d97b17b20f094
org.apereo.cas	cas-server-support-okta-authentication	6.6.8		e458fb89fe64cabdbdb3d12e34078629e8694f64
org.apereo.cas	cas-server-support-okta-authentication	6.6.8	resources	bcd21518e12a99a67a3b8a81532dc229d9ce98ad
org.apereo.cas	cas-server-support-okta-authentication	6.6.9		3eef7ac07155f647e5fb5f095e0712d8e1a9fe2e
org.apereo.cas	cas-server-support-okta-authentication	6.6.9	resources	28abfbcd96f2d65dcdb7c783347b68d4ad6ec4d4
org.apereo.cas	cas-server-support-okta-authentication	7.0.0		7755dd660b512fcd6f39a7571e622d6ff96075e8
org.apereo.cas	cas-server-support-okta-authentication	7.0.0	resources	f5a0a5134400a152fe0f4dd53a6e8d61c38ac9d9
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC1		25ac3fd60d8e72c41a6a7a698e4b8c439478210c
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC1	resources	2ec93e7e1712edef96c4ba715050ddf006630ea2
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC2		61196036658db5fa2c46eac2be31a7812dff549a
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC2	resources	d7ffcba329b32791eeee1e3f13697767b2a35765
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC3		5771204908c4b415c7fcf9695ef29cc4952d2c86
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC3	resources	d0d17bd345809f0ad97b233b209d6facabf8c59a
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC4		8d1fec8bd0d4c07f0cc6d789daa80c363445ee59
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC4	resources	3808546936508c2508153b5c19e121780fd0328e
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC5		c7d4b5415c551f8bdd553f5ea69d56065634ea08
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC5	resources	aec53455244963a041fc78f16a9822a2ffaab6e4
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC6		95c84e4cb557cab75fbbd4dc031d58c2a0b42499
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC6	resources	6734cc9dc8b5068f382d86f1ce8e2e1946e0fdd4
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC7		cb3337c0244abc8c9785ba8567afcc9994e59410
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC7	resources	4763d258b73110e50811e715666c180fab436a0f
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC8		39e19dd9adac8d33eb3a8f0f669c3d379aebaecf
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC8	resources	aeec2dfd38fae8acef8d8c2c7549c2e21e61c669
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC9		2975ce53646323a46865db19de20b23d13b3e2d8
org.apereo.cas	cas-server-support-okta-authentication	7.0.0-RC9	resources	ffa18dc5b5b89f0e9a2968f77071f0341c311914
org.apereo.cas	cas-server-support-okta-authentication	7.0.1		e08e11877c3f575bf5de07dbb88f287f8c814505
org.apereo.cas	cas-server-support-okta-authentication	7.0.1	resources	195a3fe943a7bc65f56da6f437c2c7b536a58f18
org.apereo.cas	cas-server-support-okta-authentication	7.0.10		90464788f894094a6bd0ddd5197b2579bd1d69d9
org.apereo.cas	cas-server-support-okta-authentication	7.0.10	resources	22a4977569b97c5acb76933cf31e5cb8726d49c6
org.apereo.cas	cas-server-support-okta-authentication	7.0.10.1		5fb4816a4059e482b5dcf593986740abf6e553c1
org.apereo.cas	cas-server-support-okta-authentication	7.0.10.1	resources	f7fe81873361b3907c844a39b6ca5236dbb6ebc7
org.apereo.cas	cas-server-support-okta-authentication	7.0.2		c60a107dd5616ccde36316de0284a5f94a373477
org.apereo.cas	cas-server-support-okta-authentication	7.0.2	resources	ef3f2712f9c4c8d1d3317bf4e2a6d3ded7031f30
org.apereo.cas	cas-server-support-okta-authentication	7.0.3		4bc4ff9a40262fd68f96a0ee4137a7f4b0650009
org.apereo.cas	cas-server-support-okta-authentication	7.0.3	resources	e39e723e5d82da02ea6aa7e86f9e86dd24e02dc0
org.apereo.cas	cas-server-support-okta-authentication	7.0.4		9e66eedb485a1c7b659522e538faa1f41d8a7910
org.apereo.cas	cas-server-support-okta-authentication	7.0.4	resources	848abef94787e6fcbcd5e8fe2b57fb779dd7b7f8
org.apereo.cas	cas-server-support-okta-authentication	7.0.4.1		3d74a2588b4b332062be4e01938de613ca236db2
org.apereo.cas	cas-server-support-okta-authentication	7.0.4.1	resources	ac7f76b94a8269a5b7417e6e469de802cd78a675
org.apereo.cas	cas-server-support-okta-authentication	7.0.5		1d23e743970c5aebb339a9a29239947201927e6c
org.apereo.cas	cas-server-support-okta-authentication	7.0.5	resources	6a0ddc7ed285c4a562d0807dd645bd60fad09d44
org.apereo.cas	cas-server-support-okta-authentication	7.0.5.1		b94236cce0076d58ef4ec0a08f575c1196a04d70
org.apereo.cas	cas-server-support-okta-authentication	7.0.5.1	resources	9dd9df4f571e8bfde0836073ef07c39097c270cf
