au.net.causal.shoelaces	shoelaces-assorted-integration-tests	2.0		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	22.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	22.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	22.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	22.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	22.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	22.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	22.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	22.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	23.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	23.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	23.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	23.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	23.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	23.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	23.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	23.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	23.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	23.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	23.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	23.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	24.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	24.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	24.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	24.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	24.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	24.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	24.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	24.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	24.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	24.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	24.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	24.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	25.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	25.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	25.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.configValidationCloudant-1.0	25.0.0.4		N/A
io.quarkiverse.mcp	quarkus-mcp-server-deployment	1.0.0.Alpha1		f3e7bbb03a9cd73f334e7a31bcc3c8d1b37e9807
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.1.0.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.1.1.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.1.2.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.1.3.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.10.0		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.10.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.10.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.10.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.11.0		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.11.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.11.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.11.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.11.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.12.0		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.12.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.12.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.12.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.12.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.13.0		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.13.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.13.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.13.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.13.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.14.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.14.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.14.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.14.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.14.4		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.15.0		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.15.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.15.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.15.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.15.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.15.3.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.15.4		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.16.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.16.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.16.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.16.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.16.4		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.17.0		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.17.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.17.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.17.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.17.4		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.17.5		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.17.6		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.17.7		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.17.8		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.18.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.18.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.18.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.18.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.18.4		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.19.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.19.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.19.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.19.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.19.4		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.2.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.2.0.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.2.1.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.2.10.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.2.11.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.2.12.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.2.2.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.2.3.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.2.4.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.2.5.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.2.6.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.2.7.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.2.8.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.2.9.Final		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.20.0		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.20.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.21.0		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.21.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.21.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.21.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.21.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.21.4		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.22.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.22.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.3.0		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.3.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.3.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.3.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.3.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.4.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.4.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.4.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.4.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.5.0		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.5.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.5.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.5.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.5.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.6.0		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.6.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.6.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.6.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.6.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.6.4		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.6.5		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.6.6		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.6.7		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.6.8		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.6.9		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.7.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.7.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.7.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.7.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.7.4		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.8.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.8.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.8.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.8.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.8.4		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.8.5		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.8.6		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.8.6.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.9.0.CR1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.9.0.CR2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.9.1		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.9.2		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.9.3		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.9.4		N/A
io.quarkus.platform	quarkus-cxf-bom-quarkus-platform-descriptor	3.9.5		N/A
ltd.dolink.arch	arch-reflect	0.0.1		d2d6260af7aa80359cb21009dfe662384a40d35c
ltd.dolink.arch	arch-reflect	0.0.2		e907f8e47e2111ec8e873c10197b5589f8278965
ltd.dolink.arch	arch-reflect	0.0.3		ad6a2f66f25eb3b8224c9bbfbc31b7f1a302aadf
ltd.dolink.arch	arch-reflect	0.0.4		ad6a2f66f25eb3b8224c9bbfbc31b7f1a302aadf
ltd.dolink.arch	arch-reflect	0.0.5		e81f2079cff55edb499d3f335eb33bce02e260ea
ltd.dolink.arch	arch-reflect	0.0.6		e81f2079cff55edb499d3f335eb33bce02e260ea
ltd.dolink.arch	arch-reflect	0.0.7		e81f2079cff55edb499d3f335eb33bce02e260ea
ltd.dolink.arch	arch-reflect	0.0.8		e81f2079cff55edb499d3f335eb33bce02e260ea
ltd.dolink.arch	arch-reflect	0.0.9		e81f2079cff55edb499d3f335eb33bce02e260ea
ltd.dolink.arch	arch-reflect	0.1.0		5f0e2530140e2230aa3d83c6a9d416a97f1d82e6
ltd.dolink.arch	arch-reflect	0.1.1		2a1796dc3847ef7454a63f8d3c8517ed31e3b348
ltd.dolink.arch	arch-reflect	0.1.2		6aa6a0cc09fad02e9b99b7b75eeb4240ff121576
ltd.dolink.arch	arch-reflect	0.1.3		93336eb1bf8e49a2df129c6dfc37d3958a7d2dbc
ltd.dolink.arch	arch-reflect	0.1.4		5c3f72c7f0e4037b6619f30b5023db633b160bc0
ltd.dolink.arch	arch-reflect	0.1.5		82b17842b49d0dab744f1a3f4e222b7b12ddceca
ltd.dolink.arch	arch-reflect	0.1.6		47c0900de6bae4b1bcc3183a4522c46d6eac3f0f
ltd.dolink.arch	arch-reflect	0.1.7		74aba253f8eea57ab760e8771072f2ef43b53a6f
ltd.dolink.arch	arch-reflect	1.0.0		6bf0537048d8b8aa0d081f84972ba7ef56df180e
ltd.dolink.arch	arch-reflect	1.0.1		de0319f91e951af1abcaec2fcf03bba3cf048df7
me.proton.core	configuration-provider	16.0.0		N/A
net.digitalid.utility	utility-initializer	0.7.0		02d8e410abd98494a604b9c6a1b6c52746f895bd
network.chaintech	compose-multiplatform-media-player-jvm	1.0.22		8332c0e023a4cedd92832b1a5510e5711022a845
network.chaintech	compose-multiplatform-media-player-jvm	1.0.23		9b3ce90dd2a391a03b1e7fbb2c44346e63b16f64
network.chaintech	compose-multiplatform-media-player-jvm	1.0.24		9b3ce90dd2a391a03b1e7fbb2c44346e63b16f64
network.chaintech	compose-multiplatform-media-player-jvm	1.0.25		1ce30c27864eccd7bb660a8e5869291520a376be
network.chaintech	compose-multiplatform-media-player-jvm	1.0.26		aaee8d0a722bda2aa2a62f7b7fdbf4825595e568
network.chaintech	compose-multiplatform-media-player-jvm	1.0.27		c6c44091defd35c60a80992c88f14791d8daf430
network.chaintech	compose-multiplatform-media-player-jvm	1.0.28		c6c44091defd35c60a80992c88f14791d8daf430
network.chaintech	compose-multiplatform-media-player-jvm	1.0.29		502a3ee92aa6f5e5f7f896221f60829df516d196
network.chaintech	compose-multiplatform-media-player-jvm	1.0.30		dcb78be145f8145ac69464554c67b4a022da1b86
network.chaintech	compose-multiplatform-media-player-jvm	1.0.31		f1c676e38d4d9ad43e7a0f9f30e5c2a37d278c0a
network.chaintech	compose-multiplatform-media-player-jvm	1.0.32		8aa611165367b42c121c776631c04dba7b6878e2
network.chaintech	compose-multiplatform-media-player-jvm	1.0.33		586770a372fdd5d3c394de54888ff9452691dcf5
network.chaintech	compose-multiplatform-media-player-jvm	1.0.34		6684ad7d730a1c5cce44267564ebb31dfd5e5749
network.chaintech	compose-multiplatform-media-player-jvm	1.0.35		0df413a9fdab449c33f44889bd0bc946fe0ff93c
network.chaintech	compose-multiplatform-media-player-jvm	1.0.36		690f62cdd95c70368ffd0faa74094037a812a046
network.chaintech	compose-multiplatform-media-player-jvm	1.0.37		8668e61488193e986d686cd9e41a3c3f5afef99a
network.chaintech	compose-multiplatform-media-player-jvm	1.0.38		0dd5c3246227999b9452568cd108b56d5710dbaa
network.chaintech	compose-multiplatform-media-player-jvm	1.0.39		8b7a7e939a0a7f6ee7dfc47d35772207120e230b
network.chaintech	compose-multiplatform-media-player-jvm	1.0.40		4b4c2432122b83b1f4c978fdd54145a84e3be01b
nl.mirila.files	mirila-files-core	1.1.2		f7b09529db599012564bec3d02d0a56cb9cb7863
nl.mirila.files	mirila-files-core	1.1.3		99d3f7ce93293b4ba5722eddc60fcfe4f36283b0
nl.mirila.files	mirila-files-core	1.4.0		ad6c26fa4c77cf2734ec71a317835859233eef24
nl.mirila.files	mirila-files-core	1.4.1		4e61a546633a1abf2427007161344e2fd8ed6cc0
nl.mirila.files	mirila-files-core	2.0.0		efdb77582c8930b563f27c3d880cc54e469303ea
nl.mirila.files	mirila-files-core	2.1.0		10c0151d1720822a41a6f59e040fe4b7bd98e811
nl.mirila.files	mirila-files-core	2.3.0		44b0deb075f66aaa41b0464ce1d146511e88d071
nl.mirila.files	mirila-files-core	2.3.1		0a6e34ac7485f7654e20637170ec7fb5658c0535
org.apache.geronimo.ext.openejb	openejb-ejbd	3.1.3.0		e23378e68d3cf81c147cee18a754812a7ac8e480
org.apache.isis.extensions	isis-extensions-pdfjs	2.0.0-M3		N/A
org.apache.isis.extensions	isis-extensions-pdfjs	2.0.0-M4		N/A
org.apache.isis.extensions	isis-extensions-pdfjs	2.0.0-M5		N/A
org.apache.isis.extensions	isis-extensions-pdfjs	2.0.0-M6		N/A
org.apache.isis.extensions	isis-extensions-pdfjs	2.0.0-M7		N/A
org.apache.isis.extensions	isis-extensions-pdfjs	2.0.0-M8		N/A
org.apache.isis.extensions	isis-extensions-pdfjs	2.0.0-M9		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	2.4		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	2.4.1		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	2.4.2		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	2.4.3		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	2.5		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	2.5.1		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	2.6		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	2.7		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	2.8		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	2.9		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.0		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.1		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.10.1		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.10.2		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.11.0		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.12.0		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.13.0		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.13.1		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.14.0		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.15.0		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.15.1		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.2		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.3		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.4		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.5		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.5.1		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.5.2		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.6.0		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.6.1		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.6.2		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.6.4		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.7.0		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.7.1		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.8.1		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.8.2		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	3.9.0		N/A
org.apache.maven.plugin-tools	maven-plugin-tools	4.0.0-beta-1		N/A
org.apache.opennlp	opennlp-models-sentdetect-en	1.0.0		1e0934c100b7611628478aeefe6cb65254fd1d30
org.apache.opennlp	opennlp-models-sentdetect-en	1.0.1		dbea2fc4aee2caae0c135d7b846fe0de3471dd5f
org.apache.opennlp	opennlp-models-sentdetect-en	1.1.0		8df83a7468dd75039556eb81cfb7e45ccfc37cfd
org.apache.opennlp	opennlp-models-sentdetect-en	1.2.0		a219af51bad14c210693fe724d87b19b623a95cd
org.apereo.cas	cas-server-support-okta-authentication	6.2.0		26392c5b0908590eea937e6fab4ec8dec6e3d98d
org.apereo.cas	cas-server-support-okta-authentication	6.2.0	resources	cb66cffc4c7bd74af157dcab346c8529f7167dd9
org.apereo.cas	cas-server-support-okta-authentication	6.2.0-RC2		21668839309ca2c19b617f4fac0168366e797db0
org.apereo.cas	cas-server-support-okta-authentication	6.2.0-RC2	resources	1c8d1307283ce09c0ca31b3932400e01d85bab12
org.apereo.cas	cas-server-support-okta-authentication	6.2.0-RC3		e93d618af1f93e20c2e38c02682dc49df4076743
org.apereo.cas	cas-server-support-okta-authentication	6.2.0-RC3	resources	52170cc2ae2579e67a703d16aede1c2eddbe6b6f
org.apereo.cas	cas-server-support-okta-authentication	6.2.0-RC4		ad3385dac76982b6adcef0e892f90daaf05cf180
org.apereo.cas	cas-server-support-okta-authentication	6.2.0-RC4	resources	dbf2c399d9ccdf5a36fc82c25af8e4e7eef0bb57
org.apereo.cas	cas-server-support-okta-authentication	6.2.0-RC5		6a09370a9ca962ac3ed7ba1af3b740651948bd76
org.apereo.cas	cas-server-support-okta-authentication	6.2.0-RC5	resources	f3f9a6d8686dbf87ce89364981450de1f8512057
org.apereo.cas	cas-server-support-okta-authentication	6.2.1		a072c84d5911ba7089490f6e194013d4ca7d9648
org.apereo.cas	cas-server-support-okta-authentication	6.2.1	resources	33d3c39a8d4ba2f04199344e8e016c2e55a4dba9
org.apereo.cas	cas-server-support-okta-authentication	6.2.2		2b4db89c611a2b24bcf2daaafe21cc342b8e2ce4
org.apereo.cas	cas-server-support-okta-authentication	6.2.2	resources	c08a794c28f39fafc0fa81d11b0e7aa1a7a22210
org.apereo.cas	cas-server-support-okta-authentication	6.2.3		6a137d2717a7fae63b06fed94297fc934f246049
org.apereo.cas	cas-server-support-okta-authentication	6.2.3	resources	b4e7c01393a1698501accb6641ac6e4739ae40d9
org.apereo.cas	cas-server-support-okta-authentication	6.2.4		795ebb9a945335ff228c91b6fc79cef9a7df2122
org.apereo.cas	cas-server-support-okta-authentication	6.2.4	resources	625e7954d02ee07cd2a304f5e95f34c3beafdbe4
org.apereo.cas	cas-server-support-okta-authentication	6.2.5		ff3c4e113f577c456dce27579e127ee47bd52faf
org.apereo.cas	cas-server-support-okta-authentication	6.2.5	resources	22576baaedf2152b50007409a309eca38489b963
org.apereo.cas	cas-server-support-okta-authentication	6.2.6		e815e058008e9267c387ca758632b995b90a34a9
org.apereo.cas	cas-server-support-okta-authentication	6.2.6	resources	8a84fc9b3257d7cae12fad82d627cbef8c4e35a5
org.apereo.cas	cas-server-support-okta-authentication	6.2.7		dec622e59f4da0b330e0d2aac36da778cafcb19f
org.apereo.cas	cas-server-support-okta-authentication	6.2.7	resources	1f83550ed3d206726f816f989c5afce251ba34e0
org.apereo.cas	cas-server-support-okta-authentication	6.2.8		d8bf6e16dd5b427652c4b9eceabad19d2b7412f9
org.apereo.cas	cas-server-support-okta-authentication	6.2.8	resources	39bff02caefb53819d038525e7b4326333e35d45
org.apereo.cas	cas-server-support-okta-authentication	6.3.0		dd8fcf3ce1d092a4faaa400bf4a0fd0468c72c17
org.apereo.cas	cas-server-support-okta-authentication	6.3.0	resources	a71145d3afc84b3a50a8c4fe1a39cd782624362e
org.apereo.cas	cas-server-support-okta-authentication	6.3.0-RC1		2134af5cc63da38d3ebd4baa6822d39d5c7edd20
org.apereo.cas	cas-server-support-okta-authentication	6.3.0-RC1	resources	0397b0ce50282a8e27ed80971396ba94cde1eadd
org.apereo.cas	cas-server-support-okta-authentication	6.3.0-RC2		5a5e6ed573bf68a101014edb44d42d873cbad7db
