cloud.cirrusup	spring-s3-properties-loader	1.0		c8681a8ee64a335ee585f2107012642e8170caa0
io.github.panxiaochao	pxc-framework-repeatsubmit	2.0.6		dbd02effa76e3585d6d085c19d3ed871db6f8391
io.github.panxiaochao	pxc-framework-repeatsubmit	2.0.7		74a7c1d88d344030d9a906a485f729faef2b6cd4
io.github.panxiaochao	pxc-framework-repeatsubmit	2.0.8		4bf51d82de3514f56019259e32b89aee0851fc3a
io.github.readon	spinalhdl-schema-gen_2.12	0.0.4		e84c149458e52a2f1c4d1da0c8fbaa049da5d09f
io.github.sham2k	validate-assists	0.1.0		4328bf0d89864f725c6afc3a301ab87079ec1d33
io.github.sham2k	validate-assists	0.2.0		820d82d4dc8efc9125c48d4323c29f61d99c00f6
io.github.sham2k	validate-assists	0.2.1		07b8cb463507e59fd336540f8dadb1dfd7e04286
io.github.sham2k	validate-assists	0.2.2		e669903665a4ebf13ba5254dd82f43d32bc6933a
io.github.sham2k	validate-assists	0.2.3		61e64b47138c7b9150da1ce0df6e2a1b3d75788c
io.github.sham2k	validate-assists	0.2.4		e40aa607f4c17c11c39a79ca779f7cb5b1993498
io.github.sham2k	validate-assists	0.2.5		a0118cef89e4da79460a979ed4e5557a40681475
io.github.the-best-is-best	kapp-auth-iosx64	1.0.0		N/A
io.github.the-best-is-best	kapp-auth-iosx64	1.0.0	metadata	022b6e24fa4efaaf6e0eb8af60c23c6153984f80
io.github.the-best-is-best	kapp-auth-iosx64	1.0.1		N/A
io.github.the-best-is-best	kapp-auth-iosx64	1.0.1	metadata	be6aa303acdde5089b12c63eb630cca6af0cb4ea
io.github.the-best-is-best	kapp-auth-iosx64	1.0.10		N/A
io.github.the-best-is-best	kapp-auth-iosx64	1.0.10	metadata	ba4dcbb396f1ce0ff83b6928099426832c18c28d
io.github.the-best-is-best	kapp-auth-iosx64	1.0.11		N/A
io.github.the-best-is-best	kapp-auth-iosx64	1.0.11	metadata	b6ac14fc6b8904a20db57de4b158422c7ccdcc69
io.github.the-best-is-best	kapp-auth-iosx64	1.0.2		N/A
io.github.the-best-is-best	kapp-auth-iosx64	1.0.2	metadata	1d4b84cb1ab7e1126bc67b507f5a65c49f471414
io.github.the-best-is-best	kapp-auth-iosx64	1.0.3		N/A
io.github.the-best-is-best	kapp-auth-iosx64	1.0.3	metadata	4a34c107775adc29f185c4552a888c3a8c9686c1
io.github.the-best-is-best	kapp-auth-iosx64	1.0.4		N/A
io.github.the-best-is-best	kapp-auth-iosx64	1.0.4	metadata	4a34c107775adc29f185c4552a888c3a8c9686c1
io.github.the-best-is-best	kapp-auth-iosx64	1.0.5		N/A
io.github.the-best-is-best	kapp-auth-iosx64	1.0.5	metadata	4a34c107775adc29f185c4552a888c3a8c9686c1
io.github.the-best-is-best	kapp-auth-iosx64	1.0.6		N/A
io.github.the-best-is-best	kapp-auth-iosx64	1.0.6	metadata	f68b9009904ae377e4a901f0934209c1e9842ddc
io.github.the-best-is-best	kapp-auth-iosx64	1.0.7		N/A
io.github.the-best-is-best	kapp-auth-iosx64	1.0.7	metadata	183a219ae2711ad3a889c33207b885851615aed7
io.github.the-best-is-best	kapp-auth-iosx64	1.0.8		N/A
io.github.the-best-is-best	kapp-auth-iosx64	1.0.8	metadata	e155b4fd51f5d680330fd0f9a1b8ca41546d9f26
io.github.the-best-is-best	kapp-auth-iosx64	1.0.9		N/A
io.github.the-best-is-best	kapp-auth-iosx64	1.0.9	metadata	d81253f93e60a09007d2b9daa93b870ce825cb31
io.github.the-best-is-best	kapp-auth-iosx64	1.1.0-rc1		N/A
io.github.the-best-is-best	kapp-auth-iosx64	1.1.0-rc1	metadata	db32dd4c1edf308a5d64403fb900e2969a8467fb
io.github.vitalijr2.logging	aws-lambda-slf4j	1.2.0		N/A
io.github.vitalijr2.logging	aws-lambda-slf4j	1.2.1		N/A
io.github.vitalijr2.logging	aws-lambda-slf4j	1.2.2		N/A
io.github.webbabyking	wang-pay-wx	6.0.1		N/A
io.github.webbabyking	wang-pay-wx	6.0.1	plain	140ac4f4c489e1e1542a26f81e00ab6038788231
io.github.yannickpulver.composereorderable	reorderable-macosx64	0.9.7		N/A
io.github.yannickpulver.composereorderable	reorderable-macosx64	0.9.7	metadata	d6e6b907191523374dbbc9358e80b27bef1fbc8f
io.github.yannickpulver.composereorderable	reorderable-macosx64	0.9.8		N/A
io.github.yannickpulver.composereorderable	reorderable-macosx64	0.9.8	metadata	c171157e47059cbb28ee244179e488cefe5da385
io.gitlab.openchvote	voter	1.2		409f2c1815a4c797ff46e3fba0aca8cb534ddb85
io.gitlab.openchvote	voter	1.2.1		54e1a0e366316c3c7865b97ce6cdd0a4160ee678
io.gitlab.openchvote	voter	1.2.2		9f148f08003ada43a274a0f7a57d6e3365dc78c8
io.gitlab.openchvote	voter	1.3		7747b1e0adb45c6b414c3aaf4fe9b75f05f42846
io.gitlab.openchvote	voter	2.0		0a368a8394022ff0b944b05e736ca50bfe9585b8
io.gitlab.openchvote	voter	2.0.1		99e96f915a8a4cdac750e4b7d8dd71700dc08635
io.gitlab.openchvote	voter	2.1		a10a2ccd2e9f9b068f6d15eaea6902ca5fc81087
io.gitlab.openchvote	voter	2.2		5cc721d53c54e901f28427170f7fc8c0c1320602
io.gitlab.openchvote	voter	2.2.1		b30868c54fb3ad70eec34b64401e143cf87f2044
io.gitlab.openchvote	voter	2.3		47b7b2405ca4c212b3fe7372984406df5dcc0713
io.gitlab.openchvote	voter	2.3.1		a38dbece4b34a78dcb437234e1f9b6b8cec4f549
io.gitlab.openchvote	voter	2.4		4211ea13a082d16bc683be18c3c091deeca8e644
io.gitlab.openchvote	voter	2.4.1		4cbae11c624389bbe33c16d3fb36abaf13831190
io.gitlab.openchvote	voter	2.4.2		b952d507625d8eb3d358359aaeb82c37e73600d0
io.kevinlee	logger-f-slf4j_3	1.11.0		955c88b9cf587372d89f66a8642a86ae6ddb0b98
io.kevinlee	logger-f-slf4j_3	1.12.0		6219302f96a8fdcb3ff17425d1d1a66bfe180dc2
io.kevinlee	logger-f-slf4j_3	1.13.0		b9b1b46167778264eabb11360f48ef6fecae4a49
io.kevinlee	logger-f-slf4j_3	1.14.0		6a0e857fb202386695a4825b32aadd6537fa94f0
io.kevinlee	logger-f-slf4j_3	1.15.0		12c9c8674a3861d11df799b6061720f276581c21
io.kevinlee	logger-f-slf4j_3	1.16.0		be3a2b17ccc42fd7bf1b60a6580a4e1d9e75d5ba
io.kevinlee	logger-f-slf4j_3	1.17.0		97779280e7940a45d7304374fb417a4e99ab5644
io.kevinlee	logger-f-slf4j_3	1.18.0		312e423af58f322c2dbbc353077a507be5da93af
io.kevinlee	logger-f-slf4j_3	1.19.0		ff1efe84438dd5e78791984aeb60e8895251259c
io.kevinlee	logger-f-slf4j_3	1.20.0		430bd8bd886a271dd04811f8a7ed92ae23199d61
io.kevinlee	logger-f-slf4j_3	2.0.0		017550e83d0505bcd150bb4b38e7e9ae7998fed7
io.kevinlee	logger-f-slf4j_3	2.0.0-beta1		720d314cb8e000c2a4884eb5948b303204cf27c4
io.kevinlee	logger-f-slf4j_3	2.0.0-beta10		81cca1e28788584824ac7c8ebbb06c3684a8927b
io.kevinlee	logger-f-slf4j_3	2.0.0-beta11		364ef77dd252c89dc6ab71dd61fb752530b68368
io.kevinlee	logger-f-slf4j_3	2.0.0-beta12		3dd3242f15e47eda5dcdd569f16c7a33c44795aa
io.kevinlee	logger-f-slf4j_3	2.0.0-beta13		2fcc29825f7531010db8405dced18e8e71414105
io.kevinlee	logger-f-slf4j_3	2.0.0-beta14		975042a8fe1765667eccd69541ab5b8b58b23987
io.kevinlee	logger-f-slf4j_3	2.0.0-beta15		23bd29130db5fd8f61042add9eadb59bbd0547ef
io.kevinlee	logger-f-slf4j_3	2.0.0-beta16		861313ddde0e42f7b7403c5a6d4ed6d9cd5ff065
io.kevinlee	logger-f-slf4j_3	2.0.0-beta17		26111cf03ffa1d7b567c06e371d0bc44247e521e
io.kevinlee	logger-f-slf4j_3	2.0.0-beta18		70cd164ad24cf2ec4da724d7110a988d62ac1c1c
io.kevinlee	logger-f-slf4j_3	2.0.0-beta19		9319ac2e0787eff89218a7be6ef245ab4dd1f805
io.kevinlee	logger-f-slf4j_3	2.0.0-beta2		9bcb0a5868627e9c084b0390cb654bc1a132b0e7
io.kevinlee	logger-f-slf4j_3	2.0.0-beta20		d70c1d1e1c1d4c4c477aadfb5886e97605c079e9
io.kevinlee	logger-f-slf4j_3	2.0.0-beta21		15a55d1006806248ed7c3a267401d0abce27dea4
io.kevinlee	logger-f-slf4j_3	2.0.0-beta22		2eccf90a92a280291f58467c4d698ba7ab8c4af6
io.kevinlee	logger-f-slf4j_3	2.0.0-beta23		de44646d905de043765000ad7a55c6cc00395a7b
io.kevinlee	logger-f-slf4j_3	2.0.0-beta24		c463efdb066a3bcd32ea8623db2c0f5062814053
io.kevinlee	logger-f-slf4j_3	2.0.0-beta3		88940ea04e2c0ebdff68a0a61127779e7067c80f
io.kevinlee	logger-f-slf4j_3	2.0.0-beta4		34e864388f683f1f2c90237012a1c8f2785325f1
io.kevinlee	logger-f-slf4j_3	2.0.0-beta5		7585ac9d737259eb3505f1138ccf5ba1fa28187c
io.kevinlee	logger-f-slf4j_3	2.0.0-beta6		29e3502bd34e9c71f089baed7a5fd14a46ba6f2b
io.kevinlee	logger-f-slf4j_3	2.0.0-beta7		57bbf8820e766c37559d41ad206691725149cd85
io.kevinlee	logger-f-slf4j_3	2.0.0-beta8		d996304814ba648741400c7668a04a27cf2d4cf8
io.kevinlee	logger-f-slf4j_3	2.0.0-beta9		1721c3d0ed85e1911f828f3d5f65f71caab1c3fa
io.kevinlee	logger-f-slf4j_3	2.0.1		27fb6de4bb85865b3b64df2e0269a99f40a1e809
io.kevinlee	logger-f-slf4j_3	2.0.2		5f3f383c92d48d814496a4cfa5cfd3048fede61b
io.kevinlee	logger-f-slf4j_3	2.0.3		4afd80a9d53c91309348dae78e23126109359b9a
io.kevinlee	logger-f-slf4j_3	2.0.4		9456d985217e438f68af8f525ed8ce5846c59bff
io.kevinlee	logger-f-slf4j_3	2.0.5		03f32d086aeb3f0e2da47389a55aca2dde57990d
io.kevinlee	logger-f-slf4j_3	2.1.0		dde45ac6f56de2a1ce6717e975f87fca92e7c457
io.kevinlee	logger-f-slf4j_3	2.1.1		fa4370bf9ec2deb1160099a06d1db1205a472889
io.kevinlee	logger-f-slf4j_3	2.1.10		0f906662aef617ef48df54b0c76c1ec9675f5fb1
io.kevinlee	logger-f-slf4j_3	2.1.11		4ce5d51032ff486c3b2e02f0fca68d965aaf1f52
io.kevinlee	logger-f-slf4j_3	2.1.12		e2c9060aa82192c1a396022531f5410a6b6f93e6
io.kevinlee	logger-f-slf4j_3	2.1.13		0dd948287a1275199d640343bac6161e6cc442ed
io.kevinlee	logger-f-slf4j_3	2.1.14		dece992328233e5a19c2b263a1ada30575bd00b0
io.kevinlee	logger-f-slf4j_3	2.1.15		f7c479e7da9265d921893550128a6ee51e926c7d
io.kevinlee	logger-f-slf4j_3	2.1.16		ecc60403d6df24cab602a382b1ee210749a0703b
io.kevinlee	logger-f-slf4j_3	2.1.17		a2caa525c3f17a4ae1e48c70dd02138353eec706
io.kevinlee	logger-f-slf4j_3	2.1.18		54499aadc3b115c55e0d0bf543bdfd8537706827
io.kevinlee	logger-f-slf4j_3	2.1.2		352e399a2318d7687c76f45db4e7eae4608d47ca
io.kevinlee	logger-f-slf4j_3	2.1.3		b337b50f4c9b2b723882fede34db8618c6419184
io.kevinlee	logger-f-slf4j_3	2.1.4		8272b65fadaa1dc421cf58b19f3eef5a7de2c754
io.kevinlee	logger-f-slf4j_3	2.1.5		84c8c806142d5a770bfba9cb910c49d7127973a1
io.kevinlee	logger-f-slf4j_3	2.1.6		b7bd1c6ec527d33a55debe2f40d91af6f5a1f43a
io.kevinlee	logger-f-slf4j_3	2.1.7		25fd6e6ad20700315f09e483df556f7097f75998
io.kevinlee	logger-f-slf4j_3	2.1.8		8800629ed4a3a159b90e61d977303b69fb00c012
io.kevinlee	logger-f-slf4j_3	2.1.9		fcfbea6c33e82066162017023adebf6010ac3e8b
io.kevinlee	logger-f-slf4j_3	2.2.0-beta1		c44a7ba0ca2b4712d9c3f947bd1feea09fb98875
io.kevinlee	logger-f-slf4j_3	2.2.0-beta2		0c630df7473cfe2ca40e162541b927298bc03ec6
io.loli	spring-social-weibo	0.0.1		31bbd644cde6f56a2199bc29b13f51bf4fedff76
io.loli	spring-social-weibo	0.0.2		32e66a2f69c12cd5790721e3e3a6e16ac5632569
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	23.0.0.10		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	23.0.0.11		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	23.0.0.12		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	23.0.0.3		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	23.0.0.4		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	23.0.0.5		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	23.0.0.6		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	23.0.0.7		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	23.0.0.8		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	23.0.0.9		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	24.0.0.1		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	24.0.0.10		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	24.0.0.11		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	24.0.0.12		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	24.0.0.2		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	24.0.0.3		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	24.0.0.4		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	24.0.0.5		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	24.0.0.6		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	24.0.0.7		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	24.0.0.8		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	24.0.0.9		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	25.0.0.1		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	25.0.0.2		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	25.0.0.3		N/A
io.openliberty.features	io.openliberty.jakarta.cdi-4.0	25.0.0.4		N/A
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.12.0		f6265d41994d53bac430e7e06ce866c44f67fc1d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.12.1		e8793aff568b6d070740aa44cc7ccf75e84de85e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.13.0		76fd5e144d35e6f7f03cbde575913b882f52b481
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.13.1		72ee44ddc2f1c957541be8bda62f500cc7d63c5c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.14.0		78a7156599b50baa3923cccb3ad24227c60d8c70
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.14.0	all	e895cbab2d48fc459005620a1225444982ed91a2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.15.0		ddddd018579a9aba3b5137ea58231c420fde0fb7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.15.0	all	6b99864cd50ca8805f7a8d022eca768eddd426a9
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.15.1		2241faaba7a7d2a5adfaf81b63ef4b711a148792
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.15.1	all	b2788050c539303cb8c910208ce257bbb57b03d4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.16.0		001f977a6fe418e3fe129be28e72a9082dc2e1d8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.16.0	all	20da13dff3b5753b77a97b0824b50291d050bd4f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.16.1		40b58a084614e890b117047fc4022fc13106ffbf
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.16.1	all	3eda10ebfbbce03f9393e39569f7f0b2e94f28a0
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.17.0-alpha		9ad3dc20b5995505fd7719420d49f7bc58c7596d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	0.17.0-alpha	all	528a996183f47643dbfa5db1a1a7d4d4a869818f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.0.0-alpha		7d29cd371add34ac456928ce041a0c3cdd5a7942
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.0.0-alpha	all	1d447ad79a928930128dc81223d0e0ceb82d36fb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.0.1-alpha		7fccc487c9dc67d7d49155dc192a1f58a4a40d85
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.0.1-alpha	all	c0117d3218e83bf7a91f2200501dff87ab3dedbd
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.1.0-alpha		14c87a7cf951aa8d2d278f8cc5346a084a8b6f70
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.1.0-alpha	all	e5c599e26115d1320223297fba99139f78546978
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.10.0-alpha		764877c828f5b9cd112696839fadc001c0f765ef
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.10.1-alpha		9ca184703cd2e02c3ca67f673090f4f47ce37937
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.11.0-alpha		9323f66403a3a1e3ba27af6bf51a44ff2628f2e7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.11.1-alpha		a400a74c1cf804224706f1e66306d9aebc10c728
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.12.0-alpha		d341313b59421505ceb2ebbb1291e0c7b9e6dff8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.12.1-alpha		b2e794c6520538d5025bc9d8a2b5b12a995f7235
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.13.0-alpha		c54dad60e2baf41d89910186bfe19fab31537e5d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.13.1-alpha		1059a012e732b77c1cb6aaf71e2971bc14166dfb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.14.0-alpha		66762f502d8c7cd1478d26c077c1c21ea97b7cc5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.15.0-alpha		24a0a3435a565d219faa6353d69497aff6e62f9f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.16.0-alpha		6f53bfd06a74e55197175e30eacdd5a88758dd45
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.17.0-alpha		76fa5a06d90f2368761cf3fbb38ce689bde78559
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.18.0-alpha		4bc600054d1ffcca70d62925118badbd858f9fd3
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.19.0-alpha		8312658410327e2096f6ec824f362b49400b06c5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.19.1-alpha		e03975fedc34f827a0ff86bf4422e56bc75bfea5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.19.2-alpha		fb7a3d39e8b4f07634c4f56289dc6f20ef75d0da
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.2.0-alpha		8c6a97d6b0547d5886ca2b911cf0ecdfc83141be
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.2.0-alpha	all	c73529913467652f06395cf1fd455e8f476eb3d9
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.20.0-alpha		1580975ad5b2eb6687971087ede71a7029987679
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.20.1-alpha		26fb9c1dd168e0b4236e695e196016d71f5b2e8f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.20.2-alpha		f9af62e02e504e06c713fae52198e0e8a4b78127
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.21.0-alpha		3d0cc0cc16221cf7e931388d6fd11c86f5679f96
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.22.0-alpha		6525a52c2544e08d22ea8f83b8dbfe0ef365d373
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.22.1-alpha		04a1be42eaaa3a2fad9033bc296ceeadac37e374
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.23.0-alpha		532caf36ea8c33ac5a861fedb71be41e30890e14
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.24.0-alpha		c786b6bcac1897c39d4c0ff6abdbce125ae09dfc
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.25.0-alpha		e2e927f28bd42adfb7b61474150a287890fb9238
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.25.1-alpha		573b81cbbe2324e5a13e013f10515b1b57799781
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.26.0-alpha		b03ca818434bdcd86bd2224be6cbb96d48f74988
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.27.0-alpha		a7a98b218ed3a5288e9ef6345092ed5497e7fe50
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.28.0-alpha		51c68544663844c3c7fe91076df4f5f8dd973659
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.29.0-alpha		6fb5d00c15897b166413b3d7c286b2ebf184352f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.3.0-alpha		114b2650b94007736db30b990f85648e6e12d088
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.3.0-alpha	all	353972f809db06bba62ddf41f01f406c0dae478d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.3.1-alpha		N/A
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.3.1-alpha	all	4016afc2080fbae0433d4a23af6683f454013471
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.30.0-alpha		525e46e955ed5d641844dc50f1c5840aed38aa21
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.31.0-alpha		c31a77b73adac9a16315154ed2307000409d5b6e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.32.0-alpha		60cb868c3335c99a5a722a4715853dbcaf8396bb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.32.1-alpha		f5b7856df2f670156ad71e6def58f020e7169aab
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.33.0-alpha		b3a2589ca6780713a93d237dcd816d078032389b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.33.1-alpha		c0417f6d6adeea0e1f07f89a214b437ded428f33
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.33.2-alpha		2d27272ee7dc45d75e26c817f64f6dd1d2c146c3
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.33.3-alpha		ecf8e0d2060c627ca5321fbb401e26849095ea20
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.33.4-alpha		1fc71d6fecff7c0d77275d4e5f81d4aeffb8c477
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.33.5-alpha		e1f12b32adf4b9d71442f7ef1f36660c4fa044c5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.33.6-alpha		e9e396e1476887a9efb6a393e141efe89b336368
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.4.0-alpha		f048f655a86ce46abbbd08adfd0c93f19d67b41e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.4.1-alpha		58f1d23f38b8db8e11ebbf7ea8991c457cbf6880
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.5.0-alpha		e8ca9b2f65cc87c48ae34d3bb42aa69f9c116538
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.5.1-alpha		c0d415337f076c659f12df506c0538e6b57a56fb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.5.2-alpha		8c45343b98afdb9efa43b0c1a349152ccbbb6764
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.5.3-alpha		348370df1cff51df7605238ac4e4514a79148a39
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.6.0-alpha		50fbe2db3e8236a6cc7fc4edb357c88aeee4d01b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.6.1-alpha		b6be17d4bba580c4049d64dcaa476645c1cb4ad4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.6.2-alpha		ef5e32c423a0d610df616405dbac51331374689e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.7.0-alpha		32cd5cf2631a4d7e6691bcd5907d126f6add087d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.7.1-alpha		45c23145ad56f321ad8ad50efaf1e3d130212730
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.7.2-alpha		8fc6e097748176ca893c3a06f1171a10093f7450
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.8.0-alpha		89f494f20a2615983c6eb89fa3bb4803528374d7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.9.0-alpha		7a58967ba4cc041f1254846554dc466ffdf2296d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.9.1-alpha		56d739142c64aca203521225220563081507d11b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	1.9.2-alpha		44e59b9f517b5b4ca9af4c7b105bdc35a12d86ef
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	2.0.0-alpha		54c002f5b8abc729bfff082f45db7257164db84d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-guava-10.0	2.1.0-alpha		64c85ca5e5e305c5613a739418bcb9c282ee10f9
