biz.netcentric.cq.tools.aemmjml	aemmjml-initialcontent-package	0.1.0		N/A
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	1.9.2-alpha		a7ac81a6e8c88134d9a5a17a35694ba2679af4a9
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.0.0-alpha		c3b6b9137c656a57efc2dfd5fc1f5b3f20582463
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.1.0-alpha		ab0590cd145bced8cabf4bf7e43d0236371d813d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.10.0-alpha		55f63d81b72366b710a54134d20713453938c52c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.11.0-alpha		414296fbf160cf984001165e94a6884e611a46a1
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.12.0-alpha		179da57569858bf6fdd1ff1dd74994f7969ae03b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.13.0-alpha		b087ca5f23aca2e058b46374536d2fcfb309caf7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.13.1-alpha		640bebcff29de7a987c2429dbc0e39b9927bce4d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.13.2-alpha		582359581042516786c60e0298f6300580e2f1e2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.13.3-alpha		68db66eb579893a5e585cc56ff464fb18b2c26e1
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.14.0-alpha		550f7776d01615d0afc02e114cc97387069b3b54
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.15.0-alpha		1c22e9823a9f86a1e937ca5878b8527b30c51c23
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.2.0-alpha		1f899a6b35c6f26817911d9798534b1c101b0a58
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.3.0-alpha		2eef47a05b419744d075b905757672a27b52956a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.4.0-alpha		aea623bcf161d29bc6b11dba270b85bc94567dbe
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.5.0-alpha		83dba1a75464431277e7a5e66d0dc718bd604d95
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.6.0-alpha		9034a16dadaa7e80f2125a655038f4a1d60b1082
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.7.0-alpha		b9f0266209f439ea634c9f58ac1de9059ea3e1fe
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.8.0-alpha		923c9bb3644d97624744bbb521aec2f665f72f2e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-spring-integration-4.1	2.9.0-alpha		f7899f2403620b740bb71f051219c0ad98f6cb10
net.liftweb	lift-json-ext_2.8.1	2.2		ff9b3493e22c535fb5ced13400f1c4be5d67ac12
net.liftweb	lift-json-ext_2.8.1	2.2-RC1		8e66d221c2a459254e29606be412ce12084aa954
net.liftweb	lift-json-ext_2.8.1	2.2-RC2		eb00c75672db71fb8127ca78725b7d6c26c4866e
net.liftweb	lift-json-ext_2.8.1	2.2-RC3		3708bf03897a365493bd52df5fa209adaf296f4b
net.liftweb	lift-json-ext_2.8.1	2.2-RC4		bcc8b597b1abf6b0a03ef235588059fc520910d6
net.liftweb	lift-json-ext_2.8.1	2.2-RC5		edf75532cf25798dc0e97262231d7706bdc99017
net.liftweb	lift-json-ext_2.8.1	2.2-RC6		7750d8237c8228bd1086a1f2ab04c2ea75c3f6b1
net.liftweb	lift-json-ext_2.8.1	2.3		a42829dc3d7a3f021fb79cfc5a441610b98a91c6
net.liftweb	lift-json-ext_2.8.1	2.3-M1		7ef535c1d6cbcbc7c412c576d17f9d9973e05fb4
net.liftweb	lift-json-ext_2.8.1	2.3-RC1		fc377f1d9ebd9ea1f2ad8a1b03b515921b9db2fd
net.liftweb	lift-json-ext_2.8.1	2.3-RC2		c6497aa24914ae419fa45c37bc0acfdf96dfa0f8
net.liftweb	lift-json-ext_2.8.1	2.3-RC3		73e64750328a1c27e28f2edf56f6c616ec83b768
net.liftweb	lift-json-ext_2.8.1	2.3-RC4		b0a505929b0146feff12d997c868d35de8f75bf1
net.liftweb	lift-json-ext_2.8.1	2.3-RC5		5e09e26966f3c8c35f68060a67b8fa5889dc62ac
net.liftweb	lift-json-ext_2.8.1	2.4		81a0dccc4c1072f99f04eaeee1b2f5ebb1141832
net.liftweb	lift-json-ext_2.8.1	2.4-M1		2f57f209c61d355314b65aad225f541d83927b48
net.liftweb	lift-json-ext_2.8.1	2.4-M2		bb03232ff9b4e3dca44097318776ab9083aa26cc
net.liftweb	lift-json-ext_2.8.1	2.4-M3		d027bc9bf44046fdf0b4dfb4518d91355888e739
net.liftweb	lift-json-ext_2.8.1	2.4-M4		171981e754f9df7413b8b82c11cdd115e71ead4a
net.liftweb	lift-json-ext_2.8.1	2.4-M5		cde6bcc27b411e8768d9db425227c3f7ff26b00d
net.liftweb	lift-json-ext_2.8.1	2.4-RC1		b391d2db32740159d1994a31d4e87b6dbb482551
net.maku	maku-generator-pro-boot-starter	1.0.0		322e3a442087df53c1dab8c9cb185f5fcc5b71e6
net.maku	maku-generator-pro-boot-starter	1.0.1		43925dcd0bbfd56ef24a5e553001f749a5bfc82d
net.maku	maku-generator-pro-boot-starter	1.1.0		a8b422e346b99e55fd2d4b7b09e9fd06e35a9ec0
net.maku	maku-generator-pro-boot-starter	1.2.0		e7ebaa5795b5528debb2695cb3302324781da271
net.maku	maku-generator-pro-boot-starter	1.3.0		b7042653e7c2a3d94a3c16eb3f8cf40fc1c20bc5
net.maku	maku-generator-pro-boot-starter	1.3.1		7ed3ff9f38da4a431f8f37b12692af60f7beea13
net.maku	maku-generator-pro-boot-starter	1.3.2		934a285de27ffed6f5a5a70e15214d5edd4fb5ce
net.mircomacrelli	rss	1.2		268956713b131f72a84e030e32c7fce447fb8746
net.mircomacrelli	rss	2.0		b16cbb7b478372fa9e3e227ba31a7196d7a3584e
net.wicp.tams	duckula-dev-plugin-receiver	2.0.0		028a9a3719781e1b740358df9cd5b26b3d9013a8
net.wicp.tams	duckula-dev-plugin-receiver	2.0.1		86cfc8a7e4debdb87316049b9e5fb6017f5b28c7
net.wicp.tams	duckula-dev-plugin-receiver	2.0.3		1957985c0ea3aa4d186d3463324ec9094efc9a0c
net.wicp.tams	duckula-dev-plugin-receiver	2.0.4		6d1e83f0bac30c1e9a254d979929d285a4ab9217
net.wicp.tams	duckula-dev-plugin-receiver	2.0.5		c3a0743e1062775ca07f6ed4f4a906580e4dd06f
net.wicp.tams	duckula-dev-plugin-receiver	2.0.6		daff6a9075c540803b6b9ddb0bbbc518886fde3e
net.wicp.tams	duckula-dev-plugin-receiver	2.0.7		a4ba3d1796625e7b50f3cdbaacdf01331002eb7e
org.ajaxer.simple	simple-parent	1.0.0		N/A
org.ajaxer.simple	simple-parent	1.0.1		N/A
org.apache.eagle	eagle-security-hdfs-web	0.4.0-incubating		2145581f59baed1e6d879917c574ba8011409803
org.apache.logging.log4j	log4j-jms	3.0.0-alpha1		c4b3e212be16efeba752d6b0adc4970c9f11e012
org.apache.nifi	nifi-smb-bundle	1.12.0		N/A
org.apache.nifi	nifi-smb-bundle	1.12.1		N/A
org.apache.nifi	nifi-smb-bundle	1.13.0		N/A
org.apache.nifi	nifi-smb-bundle	1.13.1		N/A
org.apache.nifi	nifi-smb-bundle	1.13.2		N/A
org.apache.nifi	nifi-smb-bundle	1.14.0		N/A
org.apache.nifi	nifi-smb-bundle	1.15.0		N/A
org.apache.nifi	nifi-smb-bundle	1.15.1		N/A
org.apache.nifi	nifi-smb-bundle	1.15.2		N/A
org.apache.nifi	nifi-smb-bundle	1.15.3		N/A
org.apache.nifi	nifi-smb-bundle	1.16.0		N/A
org.apache.nifi	nifi-smb-bundle	1.16.1		N/A
org.apache.nifi	nifi-smb-bundle	1.16.2		N/A
org.apache.nifi	nifi-smb-bundle	1.16.3		N/A
org.apache.nifi	nifi-smb-bundle	1.17.0		N/A
org.apache.nifi	nifi-smb-bundle	1.18.0		N/A
org.apache.nifi	nifi-smb-bundle	1.19.0		N/A
org.apache.nifi	nifi-smb-bundle	1.19.1		N/A
org.apache.nifi	nifi-smb-bundle	1.20.0		N/A
org.apache.nifi	nifi-smb-bundle	1.21.0		N/A
org.apache.nifi	nifi-smb-bundle	1.22.0		N/A
org.apache.nifi	nifi-smb-bundle	1.23.0		N/A
org.apache.nifi	nifi-smb-bundle	1.23.1		N/A
org.apache.nifi	nifi-smb-bundle	1.23.2		N/A
org.apache.nifi	nifi-smb-bundle	1.24.0		N/A
org.apache.nifi	nifi-smb-bundle	1.25.0		N/A
org.apache.nifi	nifi-smb-bundle	1.26.0		N/A
org.apache.nifi	nifi-smb-bundle	1.27.0		N/A
org.apache.nifi	nifi-smb-bundle	1.28.0		N/A
org.apache.nifi	nifi-smb-bundle	1.28.1		N/A
org.apache.nifi	nifi-smb-bundle	2.0.0		N/A
org.apache.nifi	nifi-smb-bundle	2.0.0-M1		N/A
org.apache.nifi	nifi-smb-bundle	2.0.0-M2		N/A
org.apache.nifi	nifi-smb-bundle	2.0.0-M3		N/A
org.apache.nifi	nifi-smb-bundle	2.0.0-M4		N/A
org.apache.nifi	nifi-smb-bundle	2.1.0		N/A
org.apache.nifi	nifi-smb-bundle	2.2.0		N/A
org.apache.nifi	nifi-smb-bundle	2.3.0		N/A
org.apache.nifi	nifi-smb-bundle	2.4.0		N/A
org.avaje.metric	avaje-metric-httpsend	4.1.1		ea36b279cd58c38f4d7c228d10ce4b56d3a0ce22
org.calrissian.accumulorecipes	metrics-store	0.1		b2e36ae4dc6d61d49847621499a215202e930253
org.cert.netsa	mothra-analysis_spark-2_2.12	1.6.0		4f7ad64cfe3ec3f273287bbcab2485665345349d
org.coosproject.messaging	test-plugins	1.0.0		N/A
org.coosproject.messaging	test-plugins	1.0.1		N/A
org.coosproject.messaging	test-plugins	1.0.2		N/A
org.coosproject.messaging	test-plugins	1.1.0		N/A
org.coosproject.messaging	test-plugins	1.2.0		N/A
org.coosproject.messaging	test-plugins	1.2.1		N/A
org.coosproject.messaging	test-plugins	1.2.10		N/A
org.coosproject.messaging	test-plugins	1.2.2		N/A
org.coosproject.messaging	test-plugins	1.2.3		N/A
org.coosproject.messaging	test-plugins	1.2.7		N/A
org.coosproject.messaging	test-plugins	1.2.8		N/A
org.coosproject.messaging	test-plugins	1.2.9		N/A
org.coosproject.messaging	test-plugins	1.3.0		N/A
org.coosproject.messaging	test-plugins	1.3.1		N/A
org.foundweekends	knockoff_sjs0.6_2.12	0.8.10		a82112c5d4c4fd6b6d6eeb83089c84ced1d650fb
org.foundweekends	knockoff_sjs0.6_2.12	0.8.11		092eba7beea1b645e4d70c6ae33fda15a6d45278
org.foundweekends	knockoff_sjs0.6_2.12	0.8.12		9873ff0be152981b6afdea1d347a0578b15a1eb2
org.foundweekends	knockoff_sjs0.6_2.12	0.8.13		a460f782004a24e32731fd09526b02c1bb5648d9
org.foundweekends	knockoff_sjs0.6_2.12	0.8.9		be9110982d649a768b21b7901d99bd29c62e8b1b
org.gnieh	fs2-data-csv-generic_sjs1_3	1.0.0		cb1fa09bd89c74eb00c29792085813da6a973d37
org.gnieh	fs2-data-csv-generic_sjs1_3	1.0.0-RC3		163b0bd85509b00daeea95d5079152ddcde5950b
org.gnieh	fs2-data-csv-generic_sjs1_3	1.0.1		65ddfbc7d58f4615021a264ca88d09771fb54754
org.gnieh	fs2-data-csv-generic_sjs1_3	1.1.0		a3f97406a6f109e30c161dd24fe1b368763213a9
org.gnieh	fs2-data-csv-generic_sjs1_3	1.10.0		7680ccab9d62c50809b8d821dcbadc77dad898b5
org.gnieh	fs2-data-csv-generic_sjs1_3	1.11.0		f9aa42d089b3e4ac73c1a45bce317745b962ef0a
org.gnieh	fs2-data-csv-generic_sjs1_3	1.11.1		ee707a21b0d3b98db244c03309d63b1865eff3d3
org.gnieh	fs2-data-csv-generic_sjs1_3	1.11.2		df0af127658765c6df8d5eedbc0aa7c03ad5ac36
org.gnieh	fs2-data-csv-generic_sjs1_3	1.11.3		d54062d29923af5d53be8d38877c465d0c47c881
org.gnieh	fs2-data-csv-generic_sjs1_3	1.2.0		9a2f237e08049c2ec7915ebbdb362fc2fcf96679
org.gnieh	fs2-data-csv-generic_sjs1_3	1.3.0		5b9774f6fe94f2cce5be39aa5a4b15b67429c1c8
org.gnieh	fs2-data-csv-generic_sjs1_3	1.3.1		6a389167040b1825da03911c143451b604e61839
org.gnieh	fs2-data-csv-generic_sjs1_3	1.4.0		d6258a17ce3e6895d9bf5d3d4d7b6809388d380d
org.gnieh	fs2-data-csv-generic_sjs1_3	1.4.1		b5d78429f1b8ee644c53dd0386eac497a0c9c6e9
org.gnieh	fs2-data-csv-generic_sjs1_3	1.5.0		27b57a590481a32d21f24880173df49044e565e2
org.gnieh	fs2-data-csv-generic_sjs1_3	1.5.1		378659a0568091bc4d75c14d2ae5afaa80e96f88
org.gnieh	fs2-data-csv-generic_sjs1_3	1.6.0		658e80fdd3a4004435d274e193854fed87dc407e
org.gnieh	fs2-data-csv-generic_sjs1_3	1.6.1		66fd855217b52858dfa40338fd0edd6310dfd77e
org.gnieh	fs2-data-csv-generic_sjs1_3	1.7.0		418748db2e608da557e5b5336fa927a5197e1b37
org.gnieh	fs2-data-csv-generic_sjs1_3	1.7.1		47ee0146ce4cd646b78cc5816a6fa7087cccc0b0
org.gnieh	fs2-data-csv-generic_sjs1_3	1.8.0		8566f28fdaad77c8eafa7f5ec7c214a57dbba664
org.gnieh	fs2-data-csv-generic_sjs1_3	1.8.1		abd2285933cc533bb4e1a181eb529fe4a7b7fd5f
org.gnieh	fs2-data-csv-generic_sjs1_3	1.9.0		cafbbf7ecf8712d1c3a7cadd261bfd89511830fd
org.gnieh	fs2-data-csv-generic_sjs1_3	1.9.1		ee7d805e74585bc734890cce219f723e74755b92
org.ibissource	ibis-adapterframework-security	7.9-RC1		5b6c3c51be6164109ab40b51a3ea1119909637d5
org.ibissource	ibis-adapterframework-security	7.9.0		ea92323176411d2e6ffae2b5db7bd12d49536b0b
org.ibissource	ibis-adapterframework-security	7.9.1		fb1b8b1f4a9d66dd3e9c265dee29a5935ffa8c10
org.ibissource	ibis-adapterframework-security	7.9.2		b294fd8053e784c001a87636248c4c6b3379a9f3
org.ibissource	ibis-adapterframework-security	7.9.3		c0e6fc7b280f2ad2c1e8f8da69e9a3d3e2a538a1
org.ibissource	ibis-adapterframework-security	7.9.4		29420e179fdad893ac55d266baadc34e8743a51c
org.ibissource	ibis-adapterframework-security	7.9.5		9e068b3cfdb707b6bad9765a570c43e11a6a068c
org.ibissource	ibis-adapterframework-security	7.9.6		0e168e344b589cc48645effc7b5521a1f868f853
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	3.0.0		9c8503891f751722cdb5e5b09ef97dd72c31d99f
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	3.0.1		241c5cc8c6b467f9897a1963ad48db5505c5660b
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	3.0.2		a048420829db73446c374aef347ae524e2fc4e8a
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	3.0.3-alpha1		312f90236928e40b0c005dc928650a4544891de0
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	3.1.0		96cbf69c999cafc7ab308403beca350878d6ded1
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	3.1.1		906b665b7b4f56c3e2680664a5586655c0383c34
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	3.2.0		89031f91c7f82807b5b1384d5f5914155c1320a2
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	3.3.0		c34a6d7b76211757b93af8f5fc1cb45e64299446
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.0.0		6a2258052b83f856a2e9f1ed8cb61756caf3f377
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.1.0		e59eace12aa9ffa650e6cac8baf7a72da27c4375
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.1.1		d3d227f62cdab12e0a3f48bb004ce545487c12b6
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.10.0		961b8b78ddabdcba143e5ccdef46363c1cc07874
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.2.0		a9b0947a3720fe7cb09621d06ac51e4dc79cea5e
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.3.0		2bf57a135fa8c999ba93340562f1eab13fc3dc2f
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.4.0		eb1700211baad9d794f32257c7d0bd9b0faa0e3e
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.4.1		2348e07c45b5bf7f9c3e9d2745d2e2886031483b
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.4.2		71c18d6dc06ef148cb0f1fd6ca6c02264192da13
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.4.2-alpha1		3bd8b561bab35d1eba631f7892f9f10d56a17963
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.4.3		c77e8e429272d13723154c1414e7f07461b31e2b
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.5.0		39db485465eed6db893f3f13b4387f338c921967
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.6.0		ec171fea4171181e5b2b3162286b16c431a383cc
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.7.0		fe0289372c3e91f4a4f5c44fa67c96194b224c42
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.7.1		a373edb0c6fd2ec2170e9a76b28d29076ef74356
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.7.2		8b26eedc647619cf4f53a59e763f7f9abfe758b3
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.7.3		5d9d9832be460c5ae988dadaf8a7b3e16d66e5fd
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.8.0		3225b668ec1b6625c0a43dd02a09f61606ea93ab
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.9.0		18858790d3977f2bd9ef494cb554a5e88ea9e4d1
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.9.1		d6466373058cf9833ae10c50d4bfa4573f1779cf
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.9.2		ff046ebffdc13e77a82676b07ebb15af83d1f29d
org.jetbrains.lets-plot	lets-plot-kotlin-jvm	4.9.3		c73f382067863d88abea00e603b71670d1a32512
org.junit.jupiter	junit-jupiter-engine	5.0.0		811b65ec5a499732868f76c1d2a6f5786774ff82
org.junit.jupiter	junit-jupiter-engine	5.0.0-M1		6f54f1a312b03c1558c0bb3eb93a979b5bef1214
org.junit.jupiter	junit-jupiter-engine	5.0.0-M2		2e6493b9e7a1b7954c365065b393bc44f4008d84
org.junit.jupiter	junit-jupiter-engine	5.0.0-M3		00f16a093cdb429dd643638f2f4c617f70568fb3
org.junit.jupiter	junit-jupiter-engine	5.0.0-M4		010e0dc41a4e9c1817c2b729c3a7c48b1ddfed17
org.junit.jupiter	junit-jupiter-engine	5.0.0-M5		de37a2528251707fc2e89a5e34075f7a33b959b7
org.junit.jupiter	junit-jupiter-engine	5.0.0-M6		ed587395f817b7c6a28b4745b6c2f23a90e75ec6
org.junit.jupiter	junit-jupiter-engine	5.0.0-RC1		9972717c8cf6351c8d44878bc68a39656ea300a9
org.junit.jupiter	junit-jupiter-engine	5.0.0-RC2		92e954b95a2efd1f1b2f945123244c456f2bc31d
org.junit.jupiter	junit-jupiter-engine	5.0.0-RC3		518340bae645673649627086e68adc48915b15e0
org.junit.jupiter	junit-jupiter-engine	5.0.1		e22d2bf87f43fb03fee14dea447b2a14f41b095f
org.junit.jupiter	junit-jupiter-engine	5.0.2		e57de973ac81662ec2b9b225df6c882a641fabe6
org.junit.jupiter	junit-jupiter-engine	5.0.3		52fcc461185c48178608f687e962de6484dfb69e
org.junit.jupiter	junit-jupiter-engine	5.1.0		c54b96b465bb5b49c7708d734a4180dd95422754
org.junit.jupiter	junit-jupiter-engine	5.1.0-M1		b8bb5cce1296404d5cb51f7089a06b2f6ded6bc3
org.junit.jupiter	junit-jupiter-engine	5.1.0-M2		cbdfc47dbad2ca2cb24eac7897b3df54f62aa81b
org.junit.jupiter	junit-jupiter-engine	5.1.0-RC1		a871474133c6a66a4722a6b3a523bd7ece1b01c0
org.junit.jupiter	junit-jupiter-engine	5.1.1		092ae5e81f6459edc0fd1cb74612c910a01622c7
org.junit.jupiter	junit-jupiter-engine	5.10.0		90587932d718fc51a48112d33045a18476c542ad
org.junit.jupiter	junit-jupiter-engine	5.10.0-M1		9aaca7561006680321e38d99e4496fe25bbb1db3
org.junit.jupiter	junit-jupiter-engine	5.10.0-RC1		57d17bbd9fd2a253a14e26366812ca322b7cd45a
org.junit.jupiter	junit-jupiter-engine	5.10.0-RC2		ed28ac960c446f7bce3e50a99ea9fcd69b7c77cd
org.junit.jupiter	junit-jupiter-engine	5.10.1		6c9ff773f9aa842b91d1f2fe4658973252ce2428
org.junit.jupiter	junit-jupiter-engine	5.10.2		f1f8fe97bd58e85569205f071274d459c2c4f8cd
org.junit.jupiter	junit-jupiter-engine	5.10.3		48c14e866bb1a87ca35d24ff068463bb202ada24
org.junit.jupiter	junit-jupiter-engine	5.10.4		12cdab5b17d60d8db722b549a2f6449619b1a559
org.junit.jupiter	junit-jupiter-engine	5.10.5		e234785788419ffdfc4b65474b2081c0a9f7e77d
org.junit.jupiter	junit-jupiter-engine	5.11.0		e0ef3a2222e000e0b5ab76fda0d38d011526f54c
org.junit.jupiter	junit-jupiter-engine	5.11.0-M1		84837434275fb3b9c28749498ea936e005229797
org.junit.jupiter	junit-jupiter-engine	5.11.0-M2		b25c169f7e8831dea5d5bf09eaadf137202b1a67
org.junit.jupiter	junit-jupiter-engine	5.11.0-RC1		2334a9c54639e728cf426007b3e9c34085701fe5
org.junit.jupiter	junit-jupiter-engine	5.11.1		516f06a08d5a44afbc5c23d0f96aff2936fd8989
org.junit.jupiter	junit-jupiter-engine	5.11.2		c81c96d7db26197a3fa1012fa3d26dd07de0efb1
org.junit.jupiter	junit-jupiter-engine	5.11.3		78392fae7f493f92618b837610c2915d0528b4fa
org.junit.jupiter	junit-jupiter-engine	5.11.4		dc10ec209623986a68ea07f67cdc7d2a65a60355
org.junit.jupiter	junit-jupiter-engine	5.12.0		7c276a354e988c3672a0aeae133fe7945b0f7c54
org.junit.jupiter	junit-jupiter-engine	5.12.0-M1		c1e020dc6246c305ef0f18a7f96d9531d5588916
org.junit.jupiter	junit-jupiter-engine	5.12.0-RC1		b16e5fb48ce7290940580964d64538fafa6d1a6e
org.junit.jupiter	junit-jupiter-engine	5.12.0-RC2		2f93cd7376c4a5cd822927dc83facb0f3f2b9b4f
org.junit.jupiter	junit-jupiter-engine	5.12.1		fec974a323cb74d080b7801abba2e79e01cadbfe
org.junit.jupiter	junit-jupiter-engine	5.12.2		b8df7575b8cd3a94dbe27b481d1cd52c57864559
org.junit.jupiter	junit-jupiter-engine	5.13.0-M1		d4f9818d3e9bde04c709abcc733cf82e637c33c5
org.junit.jupiter	junit-jupiter-engine	5.13.0-M2		8ae0c8c0e6c37df42f06edb43c7cb6ea1ed5434a
org.junit.jupiter	junit-jupiter-engine	5.2.0		de87318ccd3dfa1a98ebfef792d362776f1914de
org.junit.jupiter	junit-jupiter-engine	5.2.0-M1		5cf7b7e748fe95b33bf4d809382298d173676bc7
org.junit.jupiter	junit-jupiter-engine	5.2.0-RC1		764f6fad8103b1a6728c90684bfdb2682af4bec1
org.junit.jupiter	junit-jupiter-engine	5.3.0		8c0f050886ebd19fd3cc14c4b574e8cfa7bad0fa
org.junit.jupiter	junit-jupiter-engine	5.3.0-M1		e65171e8446d3402150cfd5bd822aa97f0409146
org.junit.jupiter	junit-jupiter-engine	5.3.0-RC1		19d3644d5449767efa430de8947cd5bbc8e44c32
org.junit.jupiter	junit-jupiter-engine	5.3.1		e2676b1786c57a80eb98f5bebd51a3d05e228c40
org.junit.jupiter	junit-jupiter-engine	5.3.2		69350316a14c46d8f6c4c909e469ec9edf58c4f8
org.junit.jupiter	junit-jupiter-engine	5.4.0		30083adf3fbd7b734f12e6cb4d99dedab99fc34b
org.junit.jupiter	junit-jupiter-engine	5.4.0-M1		a8026c04e7ce81150a0eccc1e3e9a7ffd4a08da3
org.junit.jupiter	junit-jupiter-engine	5.4.0-RC1		66b973ec4ea9c44100de61ceaac46dba7fb4ea93
org.junit.jupiter	junit-jupiter-engine	5.4.0-RC2		65ac0084d103e7be53a5c86a99ac8d983611a47b
org.junit.jupiter	junit-jupiter-engine	5.4.1		a3a64c9c0f9657b554d78d2a9ad536595fcc8ab1
org.junit.jupiter	junit-jupiter-engine	5.4.2		4d10922ce4d9c4e22cef8ff5386cb273b9f12281
org.junit.jupiter	junit-jupiter-engine	5.5.0		e689e3c86c7c65c984d4dfd778717af778f739ce
org.junit.jupiter	junit-jupiter-engine	5.5.0-M1		6f8f3b51606f86f703bff47bfa873cf3d946f204
org.junit.jupiter	junit-jupiter-engine	5.5.0-RC1		6796c3a901a4a10eb9753d7b9554b4d78c8a6273
org.junit.jupiter	junit-jupiter-engine	5.5.0-RC2		1c2a5c6b38d5c971dca15a3b320ab786690e59d6
org.junit.jupiter	junit-jupiter-engine	5.5.1		5e6fdb03ccfc853aca39704c5e97850d732df204
org.junit.jupiter	junit-jupiter-engine	5.5.2		f597408bde45371548f9e9791da7981a1134328d
org.junit.jupiter	junit-jupiter-engine	5.6.0		83c9e737f6015d9e00029b9b1d51e952a884b8f9
org.junit.jupiter	junit-jupiter-engine	5.6.0-M1		e383e81f9de9becd39830917d0ea8668a94b7000
org.junit.jupiter	junit-jupiter-engine	5.6.0-RC1		53558846a6f630e81477044388ac839361bc1aa8
org.junit.jupiter	junit-jupiter-engine	5.6.1		f9686cdeb1b70e7928656379b1a116450a391ea2
org.junit.jupiter	junit-jupiter-engine	5.6.2		c0833bd6de29dd77f8d071025b97b8b434308cd3
org.junit.jupiter	junit-jupiter-engine	5.6.3		234f250d1608684c4436d72214e7530f23cb8a03
org.junit.jupiter	junit-jupiter-engine	5.7.0		d9044d6b45e2232ddd53fa56c15333e43d1749fd
org.junit.jupiter	junit-jupiter-engine	5.7.0-M1		d799ff7fd523d7fb505a705cac8c525c934e6fef
org.junit.jupiter	junit-jupiter-engine	5.7.0-RC1		d63aa448ac97332425dbec6142c2d9931b3836ce
org.junit.jupiter	junit-jupiter-engine	5.7.1		7fcfa59c5533abb41f86b1408960737eeaf1f49f
org.junit.jupiter	junit-jupiter-engine	5.7.2		9415680a889f00b8205a094c5c487bc69dc7077d
org.junit.jupiter	junit-jupiter-engine	5.8.0		422c9d0bcaf4c75a801129153b1b1fb8e784af30
org.junit.jupiter	junit-jupiter-engine	5.8.0-M1		7c9a3128baf19144a4dceb1d02e697384db8b2b4
org.junit.jupiter	junit-jupiter-engine	5.8.0-RC1		426e55d4724bff375f99e64dad52d6e37d58e2af
org.junit.jupiter	junit-jupiter-engine	5.8.1		21b86e08aae2720bbf017703669948be96d1388c
org.junit.jupiter	junit-jupiter-engine	5.8.2		c598b4328d2f397194d11df3b1648d68d7d990e3
