ai.ancf.lmos	lmos-router-hybrid	0.1.0		aad2c8da54715d500e01f0f7d84e3bb51567a473
io.github.luca992	ipfs-api-watchossimulatorarm64	0.18.1	metadata	a0ce78b34b08bc6ce0813bb3ae90cf57039b5e76
io.github.luca992	ipfs-api-watchossimulatorarm64	0.18.1-1.6.21		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.18.1-1.6.21	metadata	2418c8c89b1339136ed55bd0faec5a93822a79ae
io.github.luca992	ipfs-api-watchossimulatorarm64	0.19.0		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.19.0	metadata	14682d82611a39e55bd1b0adb66809833ffc7fab
io.github.luca992	ipfs-api-watchossimulatorarm64	0.19.0-1.6.21		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.19.0-1.6.21	metadata	ef1b464a25f8b368a940f843261d1e8a03e18d69
io.github.luca992	ipfs-api-watchossimulatorarm64	0.19.1		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.19.1	metadata	f3470e65de273344323cb52710041b85e1775186
io.github.luca992	ipfs-api-watchossimulatorarm64	0.19.1-1.6.21		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.19.1-1.6.21	metadata	8933c358059eb9dfddc7bd342ab06c140e63b5c1
io.github.luca992	ipfs-api-watchossimulatorarm64	0.19.2		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.19.2	metadata	1105682a6bb167f9767305bc6d46ef172e35f03d
io.github.luca992	ipfs-api-watchossimulatorarm64	0.20.0		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.20.0	metadata	a16249a01c6824e5a69e02d1d307e85dd3e45806
io.github.luca992	ipfs-api-watchossimulatorarm64	0.20.1		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.20.1	metadata	48d46e65e3fa45f4ceffae656700bed5e35f8b07
io.github.luca992	ipfs-api-watchossimulatorarm64	0.20.2		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.20.2	metadata	96f570f4eddbe70a6924f09a1df3a68d0af8e5d9
io.github.luca992	ipfs-api-watchossimulatorarm64	0.21.0		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.21.0	metadata	655618267d2efb06be755e3165e83d34de82850b
io.github.luca992	ipfs-api-watchossimulatorarm64	0.21.1		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.21.1	metadata	f40e1f33ef0eef918521fa6eaefa589db7f1c974
io.github.luca992	ipfs-api-watchossimulatorarm64	0.21.2		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.21.2	metadata	158ef420fdae7a1f86c5faeaf0396c6729e86b3b
io.github.luca992	ipfs-api-watchossimulatorarm64	0.21.3		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.21.3	metadata	27fed87c559b85317ec5d28a40728d906400978b
io.github.luca992	ipfs-api-watchossimulatorarm64	0.21.4		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.21.4	metadata	88e11bf68c4fc236a1828f38d56f0e1b3304749f
io.github.luca992	ipfs-api-watchossimulatorarm64	0.21.5		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	0.21.5	metadata	4a18e3ebc8f0dbbccbfcc0b485ef69d58bccc81e
io.github.luca992	ipfs-api-watchossimulatorarm64	1.0.0-rc		N/A
io.github.luca992	ipfs-api-watchossimulatorarm64	1.0.0-rc	metadata	e025f76baf2a884cb19a3e0dcded477f38aa1a4a
io.github.ngallazzi	KMP-Places-Autocomplete-android-debug	0.1.0		N/A
io.github.ngallazzi	KMP-Places-Autocomplete-android-debug	0.1.1		N/A
io.github.ngallazzi	KMP-Places-Autocomplete-android-debug	0.2.0		N/A
io.github.ngallazzi	KMP-Places-Autocomplete-android-debug	0.2.1		N/A
io.github.ngallazzi	KMP-Places-Autocomplete-android-debug	1.0.0		N/A
io.github.ngallazzi	KMP-Places-Autocomplete-android-debug	1.0.1		N/A
io.github.ngallazzi	KMP-Places-Autocomplete-android-debug	1.0.2		N/A
io.github.ngallazzi	KMP-Places-Autocomplete-android-debug	1.0.3		N/A
io.github.palex65	CanvasLib	1.0.1		862b087feedc0082b9ea12f09c07c13210ee8f78
io.github.reporting-solutions	org.eclipse.birt.report.designer.ui.cubebuilder	4.8.0		7010bbe81801afcdf07188a8c216756b03a67aa1
io.github.rzo1.org.apache.cxf	cxf-rt-rs-security-sso-oidc	4.1.0-tomee-M1		6cfaded73e989a91a39de0a5266da7d28235dbb5
io.github.rzo1.org.apache.cxf	cxf-rt-rs-security-sso-oidc	4.1.0-tomee-M2		6830811413e2c50844f071942e01c45eda266f65
io.h8	borscht-template-st4_3.0.0-RC3	1.0.0-RC2		e92251a1481c23e3b2f26ff64124963949fe76cb
io.ionic.libs	ionfilesystem-android	0.0.1		N/A
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.1.0		e670f14b0650ee9bc755e9f1cbc8a20c8b9716f7
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.10.0		8396429944eeb87fa4414b55ed97258c86edaece
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.11.0		97ef55b246f3010122936404492c47cd3ca1f0c6
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.12.0		3d587c2f6fd5ee586b432a75f85d5b60db93bec3
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.13.0		bc659b18d38d134cc7933faeccbc042512437b0a
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.14.0		a62feee211654e5eacf3e87a5852f822fe1dd07f
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.15.0		79455338a5f93690a4f9c367d85b32b4023a9e46
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.16.0		f26352fc477565f20b14b83b9158558168965d28
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.17.0		a60fde6a447fd8c0ae7f779b61e9a1b7abaad965
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.18.0		4a32db35b3aad9ff4be54cc8e55dde8e8be7f8cf
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.19.0		19fc308904256f0c2c26eb2987f147669f1234a5
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.2.0		f6774223f7f5b628686acb564b4bdc905a660e23
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.20.0		7f010df0af8b592d32845b911a99f6fbaa9041e4
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.21.0		aef0783bb94d69005ad5e195513ea88e71b7af2e
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.22.0		63947b0883162ead2286174597e0bdc5b9d7d6e9
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.23.0		fd33aeec56053b6a130d0cfb071351b611d4b81e
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.24.0		c3e1f390cefa9c1de2c6927849c5c7b6f5a8f8b2
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.25.0		1cf18c37bdf714f87a742fd2b456ebd5b3b180d3
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.26.0		4728e37ae83395c6eff5422123eebaed016cd79b
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.27.0		02caa3719baae7184a135224fd514ff44dd13e18
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.28.0		509d8b5b58c1fb286e34f872caf2c6d359b96807
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.29.0		1f06ab06d26fadfad27087e45822e6f034fdaf43
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.3.0		c478a33111cbcd5063903f67274875097f11a861
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.4.0		95c73083478747e5d35fc0f2d14cab2cfee186d3
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.5.0		096a3c9a9f994b3d86026aa3f64497964b45d6e8
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.6.0		0aca36bb3955bf1c18fcc7ac301b85176d4b1794
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.7.0		62af49cc926fb0cb481ac5071898baa7859c02b8
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.8.0		a73e3c03f9816c294c99c086c281a485040784b6
io.liftwizard	liftwizard-servlet-logging-mdc-clear-all	0.9.0		64e8964ff934a1cb57d4314968cd14d9c787b005
io.mantisrx	mantis-runtime-executor	3.0.0		13be80569790dd9cc147b5b0b928fd54b400745f
io.mantisrx	mantis-runtime-executor	3.0.1		779987705906ff95b4105ed19f66666354a31da3
io.mantisrx	mantis-runtime-executor	3.0.10		3b2fccbb4fd7382ae3aa5b4967e7d9a101daf9b7
io.mantisrx	mantis-runtime-executor	3.0.11		440f2e987236355c5cbbbe9c7afa931b234a6e74
io.mantisrx	mantis-runtime-executor	3.0.12		3bae18b001e0590093ef1bf25e8402a3a8fe979b
io.mantisrx	mantis-runtime-executor	3.0.13		78f321bb85f355711eca216aedf3cce5d3d6808b
io.mantisrx	mantis-runtime-executor	3.0.14		20cf16bd6e3b8842d81f75938eac37c30e637cc1
io.mantisrx	mantis-runtime-executor	3.0.15		c84b4a520abc5224f5b385fd7a07b9f2660754b5
io.mantisrx	mantis-runtime-executor	3.0.16		29bcd559d42bc2cefe0764e502ff3206c8eb6e49
io.mantisrx	mantis-runtime-executor	3.0.17		c90387d950f9192cce2e80b93713d240aa77e6c1
io.mantisrx	mantis-runtime-executor	3.0.18		7ebdc7207bdae047dbf2d6c08d2e80f808df9cb2
io.mantisrx	mantis-runtime-executor	3.0.19		8c1154d39ce83441f5a951eb21177377ea2cfac8
io.mantisrx	mantis-runtime-executor	3.0.2		9a9e6ebb381c61f5b16efb9396f15318638af075
io.mantisrx	mantis-runtime-executor	3.0.3		7467e1ec05654a0fbc839e3a109b8c526e4f524b
io.mantisrx	mantis-runtime-executor	3.0.4		438e293df90bf4c18195fb83472c8a5c2bbdac37
io.mantisrx	mantis-runtime-executor	3.0.5		0e38a553720ac8571b6b228264675355ca7b7dbb
io.mantisrx	mantis-runtime-executor	3.0.6		e55a489758c2f6b11f27e58d515e71ca5f0baad1
io.mantisrx	mantis-runtime-executor	3.0.7		dd36c03b94043ea637b0ac58f4d1f8cfdd0f09eb
io.mantisrx	mantis-runtime-executor	3.0.8		1ac5726f2e64d1534d56a92df1b07aaba56c051b
io.mantisrx	mantis-runtime-executor	3.0.9		25a2b1321610e6bb29e22306b4faf6050b1cda27
io.mantisrx	mantis-runtime-executor	3.1.0		1087d89ce326ba22159d22968ca6d08353bb936a
io.mantisrx	mantis-runtime-executor	3.1.1		0e85ba893032c4263527c6fd9bbf403e359c2a00
io.mantisrx	mantis-runtime-executor	3.1.11		4622204533158c72a47140ae07211be30838738a
io.mantisrx	mantis-runtime-executor	3.1.2		36b0054c66b54452e2f6759e8cb598ec99a03b86
io.mantisrx	mantis-runtime-executor	3.1.3		cac06aaaca5aa599be50eda85caf0f167793baad
io.mantisrx	mantis-runtime-executor	3.1.4		a5ef19ca3a6b2f2050d3c9fc03a5a4a722666852
io.mantisrx	mantis-runtime-executor	3.1.5		e9d568b395a84d4623b41d181ace371f49f50234
io.mantisrx	mantis-runtime-executor	3.1.6		465c45001ca31c75b57cc9f8c58091815f103531
io.mantisrx	mantis-runtime-executor	3.1.7		4f5e50b5850e30b6438c80bb0411f8ac0247f811
io.mantisrx	mantis-runtime-executor	3.1.8		39ef065134ee7d6eb16ce73d1c3478cda369c42c
io.mantisrx	mantis-runtime-executor	3.1.9		d536ab2050ff0e2426a7edc92241d3033930e7b2
io.mantisrx	mantis-runtime-executor	3.2.0		f550c7287977bcfd319d8e32fa3b3bbea4ab5bd6
io.mantisrx	mantis-runtime-executor	3.2.1		ff0a3559630954cb1c71804ed74bca44386b7d25
io.mantisrx	mantis-runtime-executor	3.2.2		96a27867ea9790c36c0bd5c9b3afeca96bc3a4ba
io.mantisrx	mantis-runtime-executor	3.3.0		6b091b4cab36c23efaff5a73c3b0fc4c6b21c364
io.mantisrx	mantis-runtime-executor	3.4.0		583f42614db8002ec27b0153462e97db8dc4c8eb
io.openliberty.features	io.openliberty.managedBeansCore-2.0	21.0.0.12		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	22.0.0.1		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	22.0.0.10		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	22.0.0.11		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	22.0.0.12		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	22.0.0.13		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	22.0.0.2		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	22.0.0.3		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	22.0.0.4		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	22.0.0.5		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	22.0.0.6		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	22.0.0.7		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	22.0.0.8		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	22.0.0.9		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	23.0.0.1		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	23.0.0.10		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	23.0.0.11		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	23.0.0.12		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	23.0.0.2		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	23.0.0.3		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	23.0.0.4		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	23.0.0.5		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	23.0.0.6		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	23.0.0.7		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	23.0.0.8		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	23.0.0.9		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	24.0.0.1		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	24.0.0.10		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	24.0.0.11		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	24.0.0.12		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	24.0.0.2		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	24.0.0.3		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	24.0.0.4		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	24.0.0.5		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	24.0.0.6		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	24.0.0.7		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	24.0.0.8		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	24.0.0.9		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	25.0.0.1		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	25.0.0.2		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	25.0.0.3		N/A
io.openliberty.features	io.openliberty.managedBeansCore-2.0	25.0.0.4		N/A
io.openliberty.features	jakartaeeClient-10.0	23.0.0.10		N/A
io.openliberty.features	jakartaeeClient-10.0	23.0.0.11		N/A
io.openliberty.features	jakartaeeClient-10.0	23.0.0.12		N/A
io.openliberty.features	jakartaeeClient-10.0	23.0.0.3		N/A
io.openliberty.features	jakartaeeClient-10.0	23.0.0.4		N/A
io.openliberty.features	jakartaeeClient-10.0	23.0.0.5		N/A
io.openliberty.features	jakartaeeClient-10.0	23.0.0.6		N/A
io.openliberty.features	jakartaeeClient-10.0	23.0.0.7		N/A
io.openliberty.features	jakartaeeClient-10.0	23.0.0.8		N/A
io.openliberty.features	jakartaeeClient-10.0	23.0.0.9		N/A
io.openliberty.features	jakartaeeClient-10.0	24.0.0.1		N/A
io.openliberty.features	jakartaeeClient-10.0	24.0.0.10		N/A
io.openliberty.features	jakartaeeClient-10.0	24.0.0.11		N/A
io.openliberty.features	jakartaeeClient-10.0	24.0.0.12		N/A
io.openliberty.features	jakartaeeClient-10.0	24.0.0.2		N/A
io.openliberty.features	jakartaeeClient-10.0	24.0.0.3		N/A
io.openliberty.features	jakartaeeClient-10.0	24.0.0.4		N/A
io.openliberty.features	jakartaeeClient-10.0	24.0.0.5		N/A
io.openliberty.features	jakartaeeClient-10.0	24.0.0.6		N/A
io.openliberty.features	jakartaeeClient-10.0	24.0.0.7		N/A
io.openliberty.features	jakartaeeClient-10.0	24.0.0.8		N/A
io.openliberty.features	jakartaeeClient-10.0	24.0.0.9		N/A
io.openliberty.features	jakartaeeClient-10.0	25.0.0.1		N/A
io.openliberty.features	jakartaeeClient-10.0	25.0.0.2		N/A
io.openliberty.features	jakartaeeClient-10.0	25.0.0.3		N/A
io.openliberty.features	jakartaeeClient-10.0	25.0.0.4		N/A
jp.ne.opt	chronoscala_2.10	0.0.1		3b7c506c08fd530a1cabf5fe7e33cdf50af70597
jp.ne.opt	chronoscala_2.10	0.0.2		3a144a605572baa8cfe219db0f5983185c33ddd7
jp.ne.opt	chronoscala_2.10	0.0.3		bca7080d24a7a44c0d99f98df4c71deb219f6c91
jp.ne.opt	chronoscala_2.10	0.0.4		378b942a3f8410f5ed97cb2039a5a660e731dd79
jp.ne.opt	chronoscala_2.10	0.1.0		ff214221de5c8b133453b061c20f6972076770e4
jp.ne.opt	chronoscala_2.10	0.1.1		a7a4d4ba99ee470321d04df4a5194882ae497e58
jp.ne.opt	chronoscala_2.10	0.1.2		405476221d2abbf3254310e2018e31b5618bc21e
jp.ne.opt	chronoscala_2.10	0.1.3		90f77bc2720c22dd85a80d1a078bf5e3376641b8
jp.ne.opt	chronoscala_2.10	0.1.4		b88d734f2f0225731d65b474cb99a7eb0184a4d8
jp.ne.opt	chronoscala_2.10	0.1.5		9f99ed6a04fdc5883b66e4b629f962ef5f470072
jp.ne.opt	chronoscala_2.10	0.1.6		f31a6f10c77884c48cedc3534023c864a905921b
jp.ne.opt	chronoscala_2.10	0.2.0		68b8a77d4782b0c2d2d14b12773da1d3629d9960
jp.ne.opt	chronoscala_2.10	0.2.1		955fd045a7d5372b54939bf4b0bd46106b3292ee
jp.ne.opt	chronoscala_2.10	0.3.0		81dd5fa5b3b5faddaa0b116df313a42451f98fbb
jp.ne.opt	chronoscala_2.10	0.3.1		59ecc70c3d5450fd26dabda79494f749b0bce45e
jp.ne.opt	chronoscala_2.10	0.3.2		3122df30047f0620b9dd7c145540598d7ada3f1c
me.proton.core	feature-flag-data	10.0.0		N/A
me.proton.core	feature-flag-data	10.1.0		N/A
me.proton.core	feature-flag-data	10.2.0		N/A
me.proton.core	feature-flag-data	10.2.1		N/A
me.proton.core	feature-flag-data	10.3.0		N/A
me.proton.core	feature-flag-data	10.3.1		N/A
me.proton.core	feature-flag-data	10.4.0		N/A
me.proton.core	feature-flag-data	10.5.0		N/A
me.proton.core	feature-flag-data	10.6.0		N/A
me.proton.core	feature-flag-data	10.7.0		N/A
me.proton.core	feature-flag-data	10.7.1		N/A
me.proton.core	feature-flag-data	11.0.0		N/A
me.proton.core	feature-flag-data	12.0.0		N/A
me.proton.core	feature-flag-data	13.0.0		N/A
me.proton.core	feature-flag-data	13.0.1		N/A
me.proton.core	feature-flag-data	14.0.0		N/A
me.proton.core	feature-flag-data	14.0.1		N/A
me.proton.core	feature-flag-data	14.1.0		N/A
me.proton.core	feature-flag-data	15.0.0		N/A
me.proton.core	feature-flag-data	15.1.0		N/A
me.proton.core	feature-flag-data	16.0.0		N/A
me.proton.core	feature-flag-data	16.1.0		N/A
me.proton.core	feature-flag-data	17.0.0		N/A
me.proton.core	feature-flag-data	17.0.1		N/A
me.proton.core	feature-flag-data	17.0.2		N/A
me.proton.core	feature-flag-data	17.0.3		N/A
me.proton.core	feature-flag-data	17.1.0		N/A
me.proton.core	feature-flag-data	17.2.0		N/A
me.proton.core	feature-flag-data	17.2.1		N/A
me.proton.core	feature-flag-data	17.3.0		N/A
me.proton.core	feature-flag-data	18.0.0		N/A
me.proton.core	feature-flag-data	18.1.0		N/A
me.proton.core	feature-flag-data	18.1.1		N/A
me.proton.core	feature-flag-data	18.2.0		N/A
me.proton.core	feature-flag-data	18.2.1		N/A
me.proton.core	feature-flag-data	18.2.2		N/A
me.proton.core	feature-flag-data	18.2.3		N/A
me.proton.core	feature-flag-data	18.2.4		N/A
me.proton.core	feature-flag-data	18.2.5		N/A
me.proton.core	feature-flag-data	18.3.0		N/A
me.proton.core	feature-flag-data	18.4.0		N/A
me.proton.core	feature-flag-data	18.4.1		N/A
me.proton.core	feature-flag-data	18.4.2		N/A
me.proton.core	feature-flag-data	19.0.0		N/A
me.proton.core	feature-flag-data	19.1.0		N/A
me.proton.core	feature-flag-data	20.0.0		N/A
me.proton.core	feature-flag-data	21.0.0		N/A
me.proton.core	feature-flag-data	21.1.0		N/A
me.proton.core	feature-flag-data	21.2.0		N/A
me.proton.core	feature-flag-data	21.2.1		N/A
me.proton.core	feature-flag-data	22.0.0		N/A
me.proton.core	feature-flag-data	22.1.0		N/A
me.proton.core	feature-flag-data	22.2.0		N/A
me.proton.core	feature-flag-data	23.0.0		N/A
me.proton.core	feature-flag-data	23.0.1		N/A
me.proton.core	feature-flag-data	23.1.0		N/A
me.proton.core	feature-flag-data	23.2.0		N/A
me.proton.core	feature-flag-data	24.0.0		N/A
me.proton.core	feature-flag-data	24.0.1		N/A
me.proton.core	feature-flag-data	24.0.2		N/A
me.proton.core	feature-flag-data	24.1.0		N/A
me.proton.core	feature-flag-data	24.1.1		N/A
me.proton.core	feature-flag-data	25.0.0		N/A
me.proton.core	feature-flag-data	25.0.1		N/A
me.proton.core	feature-flag-data	25.0.2		N/A
me.proton.core	feature-flag-data	25.0.3		N/A
me.proton.core	feature-flag-data	25.1.0		N/A
me.proton.core	feature-flag-data	25.1.1		N/A
me.proton.core	feature-flag-data	25.2.0		N/A
me.proton.core	feature-flag-data	25.2.1		N/A
me.proton.core	feature-flag-data	26.0.0		N/A
me.proton.core	feature-flag-data	26.0.1		N/A
me.proton.core	feature-flag-data	26.0.2		N/A
me.proton.core	feature-flag-data	27.0.0		N/A
me.proton.core	feature-flag-data	27.1.0		N/A
me.proton.core	feature-flag-data	27.2.0		N/A
me.proton.core	feature-flag-data	27.2.1		N/A
me.proton.core	feature-flag-data	27.2.2		N/A
me.proton.core	feature-flag-data	27.2.3		N/A
me.proton.core	feature-flag-data	28.0.0		N/A
me.proton.core	feature-flag-data	28.1.0		N/A
me.proton.core	feature-flag-data	29.0.0		N/A
me.proton.core	feature-flag-data	29.1.0		N/A
me.proton.core	feature-flag-data	29.1.1		N/A
me.proton.core	feature-flag-data	29.1.2		N/A
me.proton.core	feature-flag-data	29.1.3		N/A
me.proton.core	feature-flag-data	29.1.4		N/A
me.proton.core	feature-flag-data	29.2.0		N/A
me.proton.core	feature-flag-data	29.3.0		N/A
me.proton.core	feature-flag-data	29.3.1		N/A
me.proton.core	feature-flag-data	29.3.2		N/A
me.proton.core	feature-flag-data	30.0.0		N/A
me.proton.core	feature-flag-data	30.1.0		N/A
me.proton.core	feature-flag-data	30.2.0		N/A
me.proton.core	feature-flag-data	30.3.0		N/A
me.proton.core	feature-flag-data	30.3.1		N/A
me.proton.core	feature-flag-data	30.3.2		N/A
me.proton.core	feature-flag-data	30.3.3		N/A
me.proton.core	feature-flag-data	30.4.0		N/A
me.proton.core	feature-flag-data	30.4.1		N/A
me.proton.core	feature-flag-data	30.4.2		N/A
me.proton.core	feature-flag-data	30.4.3		N/A
me.proton.core	feature-flag-data	30.4.4		N/A
me.proton.core	feature-flag-data	31.0.0		N/A
me.proton.core	feature-flag-data	32.0.0		N/A
me.proton.core	feature-flag-data	32.0.1		N/A
me.proton.core	feature-flag-data	7.1.0		N/A
me.proton.core	feature-flag-data	7.1.1		N/A
me.proton.core	feature-flag-data	7.1.10		N/A
me.proton.core	feature-flag-data	7.1.11		N/A
me.proton.core	feature-flag-data	7.1.2		N/A
me.proton.core	feature-flag-data	7.1.2.1		N/A
me.proton.core	feature-flag-data	7.1.3		N/A
me.proton.core	feature-flag-data	7.1.4		N/A
me.proton.core	feature-flag-data	7.1.5		N/A
me.proton.core	feature-flag-data	7.1.6		N/A
me.proton.core	feature-flag-data	7.1.7		N/A
me.proton.core	feature-flag-data	7.1.8		N/A
me.proton.core	feature-flag-data	7.1.9		N/A
me.proton.core	feature-flag-data	7.2.0		N/A
me.proton.core	feature-flag-data	7.2.1		N/A
me.proton.core	feature-flag-data	7.2.2		N/A
me.proton.core	feature-flag-data	7.2.3		N/A
me.proton.core	feature-flag-data	7.2.3-5.12		N/A
me.proton.core	feature-flag-data	8.0.0		N/A
me.proton.core	feature-flag-data	8.1.0		N/A
me.proton.core	feature-flag-data	8.2.0		N/A
me.proton.core	feature-flag-data	8.3.0		N/A
me.proton.core	feature-flag-data	8.4.0		N/A
me.proton.core	feature-flag-data	8.5.0		N/A
me.proton.core	feature-flag-data	9.0.0		N/A
me.proton.core	feature-flag-data	9.0.1		N/A
me.proton.core	feature-flag-data	9.0.2		N/A
me.proton.core	feature-flag-data	9.1.0		N/A
me.proton.core	feature-flag-data	9.1.1		N/A
me.proton.core	feature-flag-data	9.1.2		N/A
me.proton.core	feature-flag-data	9.1.3		N/A
me.proton.core	feature-flag-data	9.10.0		N/A
me.proton.core	feature-flag-data	9.10.1		N/A
me.proton.core	feature-flag-data	9.11.0		N/A
me.proton.core	feature-flag-data	9.11.1		N/A
me.proton.core	feature-flag-data	9.11.2		N/A
me.proton.core	feature-flag-data	9.12.0		N/A
me.proton.core	feature-flag-data	9.13.0		N/A
me.proton.core	feature-flag-data	9.14.0		N/A
me.proton.core	feature-flag-data	9.15.0		N/A
me.proton.core	feature-flag-data	9.16.0		N/A
me.proton.core	feature-flag-data	9.16.1		N/A
me.proton.core	feature-flag-data	9.17.0		N/A
me.proton.core	feature-flag-data	9.17.1		N/A
me.proton.core	feature-flag-data	9.18.0		N/A
me.proton.core	feature-flag-data	9.19.0		N/A
me.proton.core	feature-flag-data	9.2.0		N/A
me.proton.core	feature-flag-data	9.2.1		N/A
me.proton.core	feature-flag-data	9.2.2		N/A
me.proton.core	feature-flag-data	9.3.0		N/A
me.proton.core	feature-flag-data	9.3.1		N/A
me.proton.core	feature-flag-data	9.4.0		N/A
me.proton.core	feature-flag-data	9.4.1		N/A
me.proton.core	feature-flag-data	9.5.0		N/A
me.proton.core	feature-flag-data	9.6.0		N/A
me.proton.core	feature-flag-data	9.7.0		N/A
me.proton.core	feature-flag-data	9.7.1		N/A
me.proton.core	feature-flag-data	9.8.0		N/A
me.proton.core	feature-flag-data	9.8.1		N/A
me.proton.core	feature-flag-data	9.9.0		N/A
me.proton.core	feature-flag-data	9.9.1		N/A
me.proton.core	feature-flag-data	9.9.2		N/A
me.proton.core	feature-flag-data	9.9.3		N/A
net.exoego	aws-sdk-scalajs-facade-health-nodejs-v8_sjs0.6_2.13	0.26.1-v2-524.0		415d771996a2081e69de7736c974c3160a23d2da
net.exoego	aws-sdk-scalajs-facade-health-nodejs-v8_sjs0.6_2.13	0.26.1-v2.524.0		f53c7597607ca238770a19a993ffcb7486fcc6d0
net.rossonet	bottegaio-spring-boot-starter	0.1.20		N/A
net.rossonet	bottegaio-spring-boot-starter	0.1.20	plain	46ee420301d78fc769ecb738e42c69503cc5bca3
