br.com.anteros.social	anteros-social-android-facebook	1.0.1		N/A
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	3.0.9		39e783a399e6eaa2ec998559c6ebb8830b464e94
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.0		797442f474068f346cb7acb9500034c2910ebe7d
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.1		94ae9fc3ee138eb48283dba44511a5a9ff4d3074
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.10		62b30c12b128c36731d21d64821f392357c7dc1c
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.11		b2ae91de0a013dd67f3a83954ce2c0e2d1709aa8
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.12		29634dd61d96d94acce603e3e75b896fd86a7144
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.13		19b4a1679c5c4fe131b89c95ebdc1cc0aa219ee2
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.14		26609e48a824c96ad114e68012858cf069e3d07d
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.15		09254282236a6c14203eb3623a717885db6874b7
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.16		1c9e0e849d3f7f948efe817f7e7d61b155641282
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.17		5b3d4fbb84fb6a02fb7762ed0d035d4002cfb868
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.18		4f3dab00805fb97a0398e86ef4be3c13d250566d
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.2		bf7f0614900c8ce5ab5a2275a59f40b60fdc8164
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.3		b214043de41e17d9bd7bb7a406c719f0f7e68c17
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.4		c10b08a892c2fbcabc45e9f17adfc4274af0a54b
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.5		9e19ed4fa32182d9c98dbb339a2543ea2c939646
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.6		c56b2f1b2b8dbf44158b47d65a9f72a2c0160a29
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.7		221ebeabe96b21692d2c113548943751f2038c25
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.8		2d9a42d064dab48b016c4463754c816bb22078fb
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	4.0.9		3595b985ec5a78c4600ee12e899ef2898fbc02b7
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.0		11d94f1e926d2d9c6b9860e245122f3edb6c26cc
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.1		533e4e1116318b09f557e8b5cc4640e12c4f5a10
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.10		e09a947b818ed8b9815cde3ad792e31c14a32dc8
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.11		148a67fde9d149cec65a36ae3691144f50952a94
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.12		c849b9fb9c26b22fd3b9c7b83fd5e4e703ab94fc
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.13		6714f8b9f1b2b97fb3d6abe8b5496ee8d217b384
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.14		34c72deb545665fe5cd8eecf8b181e454c228bc1
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.15		eb0657aacbca37c639102f79551d29bd42df98bc
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.16		d988f229ecb07cc690e66de699d3e0ad69b37529
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.17		e696ed4b7a423b480bd4f5c8471392dca504f894
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.18		efeac43d860756231cc234d1883f1683a2e5357b
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.19		ccbface0cb1564c189e1a67cd4a82b24ed92d94a
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.2		f8c43a0be13254cc4733aaf1bcd8f81866210215
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.20		490231c37934d6b183a2ec0696c78edc96369ad7
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.3		2c53af4574cb2e266ab72bc78093cb527dbfcce4
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.4		c05dde1f39ff69d8ad30784d06fcc3894e0fa14b
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.5		04ae06396aa90c9f0146cec801a2d14f30f3694e
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.6		ca4e256ad06cabe75ebbda8177859a48d621e904
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.7		c9e792caf5c956ac28e4276396db75cd138011cf
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.8		80c4d114e307fe9de5366c0c533b6574dae25a25
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	5.0.9		140458499e9dfedf1e16839faab2fb8e5d40a2a4
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.0		36beb8da234e53e6174f321561b557c68ffd01ad
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.1		de14b3af1c664ff5614bba8505c8e302b36f827a
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.10		2a7551577d08a2d2245818d137630a14b6673754
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.11		c47a890efe5741db0162702ad7d120efc40bf528
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.12		71aebc22f11ab811eaee092fe2ebff3c56c9bb8b
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.13		c75d245b4537c6901e22641dad9a3f012eee4d95
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.14		d1216de50a7afc8d9c5ce76c0fb3d59e18d23777
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.15		521cead7f6d831369e1f99bf1283e9df7d977384
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.16		c46589cf2319060159c52673f0e0e0e6b8163c35
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.17		f4744817c5239f229f7bc0a9f01c04393ace157b
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.18		60eeaaaf727365bbef6a6ff5d24d2fa9f51c546d
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.19		2c4fda56aaa3d7efb431e4d9129315ff2afa99be
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.2		64dbea76d3b56bf2b635c017bc34e2c0d708b6cb
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.20		292646c592bd681939d77b4968c23cff0588703f
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.21		708df8e89afadbc90dc6f6bb241f99e30da8493e
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.22		88ed5484870da6541b4ac99cc84e52c992fac63c
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.23		45debe6a0cad385d6f0700f5c9a3b83b593e4375
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.24		d9084dc8ec472979e9bf89c39211564cfb57033b
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.25		461810cf946f8c87f569459b32e95db90c37152e
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.26		e1dbcdae759da9cdc130bb07c2814b23fb4aa3d0
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.27		db0b1b49fc504d4b370a76600c765d0cff0bd7e3
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.28		4107d93a94cde8f55848065a87ad0dee44091322
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.29		c2bd0777e4536d8ee6fed2f2f275f23a6ebc8551
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.3		da40261caf7626ad1ac66face80fb0da33180953
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.4		55051a556a39f8dbe7f750b855772476f5bcc8d3
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.5		3ad7410e9d117a06d1bf9ebd46a86469e714e176
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.6		3127a2d4c50d2db1ea27c77e8a07048fd2b685b6
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.7		e87a38459db570389f03746fa60214e0e4e2685c
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.8		d22cd3c1b6d3fe99e3f35976ddf5ba1905614036
com.liferay	com.liferay.product.navigation.product.menu.theme.contributor	6.0.9		53059006bb6e1c59510834f65c75e2604fd59256
com.loyagram.android	campaign-sdk	0.0.10		N/A
com.loyagram.android	campaign-sdk	0.0.2		N/A
com.loyagram.android	campaign-sdk	0.0.3		N/A
com.loyagram.android	campaign-sdk	0.0.4		N/A
com.loyagram.android	campaign-sdk	0.0.5		N/A
com.loyagram.android	campaign-sdk	0.0.6		N/A
com.loyagram.android	campaign-sdk	0.0.7		N/A
com.loyagram.android	campaign-sdk	0.0.8		N/A
com.loyagram.android	campaign-sdk	0.0.9		N/A
com.nesscomputing.testing	findbugs-annotations	2.0.0		fc54bd9ef8d9604eea0f951d3b870ad63d80f879
com.oneandone	typedrest-vaadin-sample	0.10		08e84c58920a5ce6a2054c265b2db63825134688
com.oneandone	typedrest-vaadin-sample	0.11		d783d190748cb98458a2513ed74335eeec6edabf
com.oneandone	typedrest-vaadin-sample	0.12		9cc11192489cb161d23fc051ac18abb75b5825e2
com.oneandone	typedrest-vaadin-sample	0.13		39d3a6ebebf1b6c480ec6f1c95181bdd67a0e2ed
com.oneandone	typedrest-vaadin-sample	0.14		36b1bafc5e7c3c3cb08ac6559ea916dc4401f010
com.oneandone	typedrest-vaadin-sample	0.15		74c17c6748b0ea8e2439d08109d775e32b254381
com.oneandone	typedrest-vaadin-sample	0.7		97e29e9065b40329a26c9c9c73c80615e1aa8327
com.oneandone	typedrest-vaadin-sample	0.8		58e8d5c7aafdcb2efbc4e60d5370de79649f5989
com.oneandone	typedrest-vaadin-sample	0.9		2e72c6f359f9ed4c8eef92df0156cd00f40601f3
com.outr	opentype-scala-js_sjs1_2.11	1.1.0		57f554871082e97529be9a55a97b5343a6da6f86
com.palantir.giraffe	giraffe-ssh	0.10.0		b385f50c50805551caf9723830b576148c68c6df
com.palantir.giraffe	giraffe-ssh	0.10.1		c6b2c3021f7c389ace7825850a5f7526f6259429
com.palantir.giraffe	giraffe-ssh	0.7.0		afcfe6fd1581e7746e82f4ae8719a21453e4758f
com.palantir.giraffe	giraffe-ssh	0.8.0		839e5dfc455a78a8f07be57efe7699c18597b2e8
com.palantir.giraffe	giraffe-ssh	0.8.1		d219479942821e7a7cc3772fd7ea63e8db7a484e
com.palantir.giraffe	giraffe-ssh	0.9.0		b41e52b78b8a249c8ff7ffd34a310cb9e208558f
com.peertopark.java	validators	3.0.4		6655a24a37c5ede6cde2da0363e5ba54fcacd8db
com.peertopark.java	validators	3.0.5		152d686bc0b412d728c9f00eb52ff907887f2bf1
com.peertopark.java	validators	3.0.6		2a78a2874fab1a1b239054c4117cd645915e02fe
com.peertopark.java	validators	3.1.0		147555bab8878a9e57718841717887033bc45df0
com.peertopark.java	validators	3.1.1		47dc8137a6bc41345f095e70a4192127eeadab1f
com.peertopark.java	validators	3.1.2		bf9b07283addb857868d1731ddf2b3e94860d125
com.peertopark.java	validators	3.1.3		d2e0eebfd545eab432dbd9e29a99bb17941c4e8c
com.peertopark.java	validators	3.1.4		7a7fe2973351913a2f65648d81614495cb5405ba
com.peertopark.java	validators	3.1.6		1d125ed0bf3c9c5c215907a8ab9b0e18a872757f
com.peertopark.java	validators	3.1.7		a2627e8e713e45436e58851fdc1910317caf65ea
com.peertopark.java	validators	3.2.0		fbe0c701884a7684456d6f24d74826731e7eace3
com.peertopark.java	validators	3.2.1		75062d29cf9dad1333d11334b005307634cde2ec
com.peertopark.java	validators	3.3.0		9df99b0e16d1aa9198ec2810786e68438e09f439
com.peertopark.java	validators	3.3.1		b4f38fabf5ad431fcbc6bfa72776c8a30599b4ab
com.peertopark.java	validators	3.3.2		a87683cd32cd6ae9a00da8b2d2e411fcdda50830
com.peertopark.java	validators	3.3.3		c93bdb71517125ee5f281ef612483bee7738e342
com.peertopark.java	validators	3.3.4		ffef56d9abcd1d00512db3f9096d9b9236be80c7
com.peertopark.java	validators	3.3.5		fef86891fc485413baddb299eabfa1f4e66b6f2b
com.peertopark.java	validators	3.4.0		9e8822f669968edaff47d209ebebb67a4be5fbd4
com.peertopark.java	validators	3.5.0		5295af91c6b34e80fe486a2674c5272025c5a2e7
com.peertopark.java	validators	3.5.1		6e870681847eaef8f5a8737781ba238b897cf1c7
com.peertopark.java	validators	3.5.2		b9782c25c13a031316b49ace9909d59758d304ff
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.1.5		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.1.5.1		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.1.5.2		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.10		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.10-b01		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.10-b02		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.10-b03		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.10-b04		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.10-b05		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.11		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.11-b01		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.11-b02		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.11-b03		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.11-b04		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.11.1		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.11.2		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.12		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.12-b01		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.13		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.13-b01		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.14		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.15		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.16		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.17		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.17.1		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.18		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.18.1		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.18.2		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.18.3		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.18.4		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.18.5		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.18.6		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.19		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.19.1		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.19.2		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.19.3		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.19.4		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.2		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.3		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.4		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.4-ea01		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.4-ea02		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.4-ea03		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.4-ea04		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.4-ea05		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.4-ea06		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.5		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.5-ea01		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.5-ea02		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.5-ea03		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.5-ea04		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.5-ea05		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.5-ea06		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.5-ea07		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.5-ea08		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.5-ea09		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.6		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.6-ea01		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.6-ea02		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.6-ea03		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.6-ea04		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.6-ea05		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.6-ea06		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.7		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.7-ea01		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.7-ea02		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.7-ea03		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.7-ea04		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.7-ea05		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.7-ea06		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.7-ea07		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.8		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.8-ea01		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.8-ea02		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.8-ea03		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.8-ea04		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.9		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.9-ea01		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.9-ea02		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.9-ea03		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.9-ea04		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.9-ea06		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.9-ea07		N/A
com.sun.jersey.contribs.bill-burke-book	ex08_1	1.9.1		N/A
com.vast.common	executable-war	1.0.0		20b125822c2bf7bd8875e4b30eec4bf640a986b9
de.akquinet.javascript.archetypes	javascript-quickstart-it	1.0.0		d20670cd24830cf509a957784fbfc7ddb24dee09
de.knutwalker	rx-redis-scala_2.11	0.1.1		996a3573783cb71de9fb2773e495f349d93d3f63
de.knutwalker	rx-redis-scala_2.11	0.1.2		ad1761e58553bd7f5d5077e27f5b779dd60e6ec9
de.knutwalker	rx-redis-scala_2.11	0.1.4		0feddb9a133b55a2ee1fbd3357a5d74d744afc1e
de.knutwalker	rx-redis-scala_2.11	0.2.0		96b309c191705fc64d9b5c5f6087c0712965c069
de.knutwalker	rx-redis-scala_2.11	0.3.0		031faa8b7f299a76250be86d56cdc0dd2f2865f8
de.sayayi.lib	message-format-asm	0.12.0		65145fd2821590d335952f811cbc7530936ca953
dev.getelements.elements	rt-server-cluster-jeromq-guice	3.0.49		d3ee5f481a441abf78f284fa003ee14d9b05bcdf
dev.getelements.elements	rt-server-cluster-jeromq-guice	3.0.52		cf3cd2ba2c8f86834cc0e19360ee032020300974
dev.getelements.elements	rt-server-cluster-jeromq-guice	3.0.54		8f8c6a8214a7893c45031def16849c0684c8e369
dev.getelements.elements	rt-server-cluster-jeromq-guice	3.1.4		4cbec1f7ba1058c5ea9076d0aa552fd13e69d184
dev.getelements.elements	rt-server-cluster-jeromq-guice	3.1.9		5d2d8d80fba489c3711e4e1ec9af3335dc29c52e
dev.petuska	klip-core-mingwx86	0.2.1		N/A
dev.petuska	klip-core-mingwx86	0.2.1	metadata	7f8d7c0a5c2d96c7a09c5a7fd4da97f239bb8653
dev.petuska	klip-core-mingwx86	0.2.2		N/A
dev.petuska	klip-core-mingwx86	0.2.2	metadata	b018b74c63bce6f84225cb910cdfb48955006664
dev.petuska	klip-core-mingwx86	0.3.0		N/A
dev.petuska	klip-core-mingwx86	0.4.0		N/A
dev.petuska	klip-core-mingwx86	0.4.1		N/A
eu.tyrano.lilypad	lilypad	1.0.0		65d4a1a01fa70e256cf32dbae96e49c898f8f0a2
eu.tyrano.lilypad	lilypad	1.0.1		def5667f64e36466178a541b6740f6bed78bc028
eu.tyrano.lilypad	lilypad	1.0.2		5856a3617746a5ff6513be46469c9d7cf35a1062
io.arrow-kt	arrow-fx-suspend-connection	0.12.0		5b575f3c1bbf4ef8d49cc633bfce7dc036bc2253
io.arrow-kt	arrow-fx-suspend-connection	0.12.1		b938885982686609b24c5ed461211c57d0a422f6
io.circe	circe-yaml-scalayaml_native0.5_3	0.15.3		35574d838a021529792a4ac784ea9f1173f77b5a
io.circe	circe-yaml-scalayaml_native0.5_3	0.16.0		f0236cb1298d6cd47ffc0ac0bf79ba55f943797a
io.fluidsonic.pdf	fluid-pdf-jvm	0.14.1		ba6fdac24ffdfd760c81b981fb099fcc0a0d1cf2
io.fluidsonic.pdf	fluid-pdf-jvm	0.14.2		cd584e78cd98a9895bdc9b6a70d547d1feb74902
io.fluidsonic.pdf	fluid-pdf-jvm	0.14.3		eb0062be9a146bc550a1229ca199ca12fe1ad1db
io.fluidsonic.pdf	fluid-pdf-jvm	0.14.4		c24c38cc0cfd64a49f702390aa8f995a03392e26
io.fluidsonic.pdf	fluid-pdf-jvm	0.14.5		afd6487ad743f5c9054931bbdfed6e2e7e83b53d
io.fluidsonic.pdf	fluid-pdf-jvm	0.15.0		20ffd86c4e6ef796e505df4838ed5910751fa077
io.fluidsonic.pdf	fluid-pdf-jvm	0.16.0		d6d28c25446217913e22a55aa37b1f72d2c0b942
io.fluidsonic.pdf	fluid-pdf-jvm	0.17.0		8ff8e573b2a44aacd3bcf3fe4368b1a823eb828a
io.fluidsonic.pdf	fluid-pdf-jvm	0.18.0		351ed64aae0c277664bdbe8bc115af7f6fc3e470
io.fluidsonic.pdf	fluid-pdf-jvm	0.19.0		500ef0a4adbfec07896a566de4997d348a458aea
io.fluidsonic.pdf	fluid-pdf-jvm	0.20.0		c059ed15247dd386c6ee9ec1514567ffb2bea1a7
io.github.alanpeng899	shiro-redis-spring-boot-starter	1.0.0		a2389bbed5f6178eb23a220918f6a8a4ee9678b7
io.github.alanpeng899	shiro-redis-spring-boot-starter	1.0.1		7a54a71701ac1786fc644cb854e6e9e6a8e32212
io.github.haloer111	g-whitelist-spring-boot-starter	1.0		7a48eaabaa4364a319dd45f1ecbeaf173879e7e3
io.github.merseyside	catalog-version-full	1.0.8		N/A
io.github.merseyside	catalog-version-full	1.0.9		N/A
io.github.merseyside	catalog-version-full	1.1.0		N/A
io.github.merseyside	catalog-version-full	1.1.1		N/A
io.github.merseyside	catalog-version-full	1.1.2		N/A
io.github.merseyside	catalog-version-full	1.1.3		N/A
io.github.merseyside	catalog-version-full	1.1.4		N/A
io.github.merseyside	catalog-version-full	1.1.5		N/A
io.github.merseyside	catalog-version-full	1.1.6		N/A
io.github.merseyside	catalog-version-full	1.1.7		N/A
io.github.merseyside	catalog-version-full	1.1.8		N/A
io.github.merseyside	catalog-version-full	1.1.9		N/A
io.github.merseyside	catalog-version-full	1.2.0		N/A
io.github.merseyside	catalog-version-full	1.2.1		N/A
io.github.merseyside	catalog-version-full	1.2.2		N/A
io.github.merseyside	catalog-version-full	1.2.3		N/A
io.github.merseyside	catalog-version-full	1.2.4		N/A
io.github.merseyside	catalog-version-full	1.2.5		N/A
io.github.merseyside	catalog-version-full	1.2.6		N/A
io.github.merseyside	catalog-version-full	1.2.7		N/A
io.github.merseyside	catalog-version-full	1.2.8		N/A
io.github.merseyside	catalog-version-full	1.2.9		N/A
io.github.merseyside	catalog-version-full	1.3.0		N/A
io.github.merseyside	catalog-version-full	1.3.1		N/A
io.github.merseyside	catalog-version-full	1.3.2		N/A
io.github.merseyside	catalog-version-full	1.3.3		N/A
io.github.merseyside	catalog-version-full	1.3.4		N/A
io.github.merseyside	catalog-version-full	1.3.5		N/A
io.github.merseyside	catalog-version-full	1.3.6		N/A
io.github.merseyside	catalog-version-full	1.3.7		N/A
io.github.merseyside	catalog-version-full	1.3.8		N/A
io.github.merseyside	catalog-version-full	1.3.9		N/A
io.github.merseyside	catalog-version-full	1.4.0		N/A
io.github.merseyside	catalog-version-full	1.4.1		N/A
io.github.merseyside	catalog-version-full	1.4.2		N/A
io.github.merseyside	catalog-version-full	1.4.3		N/A
io.github.merseyside	catalog-version-full	1.4.4		N/A
io.github.merseyside	catalog-version-full	1.4.5		N/A
io.github.merseyside	catalog-version-full	1.4.6		N/A
io.github.merseyside	catalog-version-full	1.4.7		N/A
io.github.merseyside	catalog-version-full	1.4.8		N/A
io.github.merseyside	catalog-version-full	1.4.9		N/A
io.github.merseyside	catalog-version-full	1.5.0		N/A
io.github.protocol-laboratory	sms-client-smpp	0.0.1		c8d8ed4dd0c7f82a5d5201c91703e8ba0dbeae37
io.github.protocol-laboratory	sms-client-smpp	0.0.2		3f7e5b5b8217322217c32a0477ab96fc2b7a7cbe
io.github.protocol-laboratory	sms-client-smpp	0.0.3		d7c416f6c6004be07aef8c70d216218860b25183
io.github.protocol-laboratory	sms-client-smpp	0.0.4		c81182e4d3308aa79ab8cec909c81ab8bbb285f8
io.github.protocol-laboratory	sms-client-smpp	0.0.5		cfc0344126db42d962505bce3c60f2e2ddc8c9c0
io.github.protocol-laboratory	sms-client-smpp	0.0.6		04fa719ab6fb8c6eed8b2b1d81a301f607532afd
io.github.protocol-laboratory	sms-client-smpp	0.0.7		d3239b582bb504c762d9d4a0d49a6fdff6e68e26
io.github.protocol-laboratory	sms-client-smpp	0.0.8		418f41e3171307430295e1b0ef0c91f09e7fe43c
io.github.protocol-laboratory	sms-client-smpp	0.0.9		acfdbd4d4e91412685325218dc7048486fb2d12a
io.github.radkovo	vocab-builder-python	1.2		686cb4704938cf03caa29e4210f9c7ec8a2feb14
io.github.sagifogel	proptics-test_sjs1_3	0.3.2		3531eddbc20ff7dc2f986102f986192443240ec4
io.github.sagifogel	proptics-test_sjs1_3	0.3.4		86777d5e9aa61e19c1c753f0f801f95a95a5dabc
io.github.sagifogel	proptics-test_sjs1_3	0.4.0		5979747d959302e090807aadcdb0664f3bbebf68
io.github.sagifogel	proptics-test_sjs1_3	0.4.1		217e60834b463b702edf13a16ca37dce3fd2c634
io.github.sagifogel	proptics-test_sjs1_3	0.4.2		da4b2eb453896b58831eba37b8ec715427f7bf9b
