activemq	jaxb-api	20050407	-	b7a286350f4c1d83c6b763650c1538d09cf1bee6
data.eu.l-space	lspace-parse-circe_2.12	0.5.0.2	-	05d1d418ca8ddf7f2c652233c2b151024d27a3a5
data.eu.l-space	lspace-parse-circe_2.12	0.5.0.3	-	9acec906ab647bb9c4168e5055bb142768e9bf58
data.eu.l-space	lspace-parse-circe_2.12	0.5.0.4	-	391436e71b81ebd4728608f429d52b5dbb45b007
data.eu.l-space	lspace-parse-circe_2.12	0.5.1.2	-	3ed6464fe60b85efaa05819bc3fab43f43ee430f
data.eu.l-space	lspace-parse-circe_2.12	0.6.0.0-M2	-	763c89440b9e67367090a31747b86aaa8e2f2263
data.eu.l-space	lspace-parse-circe_2.12	0.6.0.1	-	0469632673880cddb33a99fa7793c69d579ba45a
data.eu.l-space	lspace-parse-circe_2.12	0.6.0.10	-	071f6b351e5263c50e84c0f506c80f220b00e35d
data.eu.l-space	lspace-parse-circe_2.12	0.6.0.12	-	7f9f6d6b56e9c7e9463cb66295491fc28d0ceb6f
data.eu.l-space	lspace-parse-circe_2.12	0.6.0.2	-	6ac00f95997f20fafab63c7025d08c7adc9c8bc7
data.eu.l-space	lspace-parse-circe_2.12	0.6.0.3	-	719168aedd4321fefa9a3f3da4c4f3ea7a4fb260
data.eu.l-space	lspace-parse-circe_2.12	0.6.0.4	-	018e4bc7f3490ae02c0c2420d9b68c1a49b58c14
data.eu.l-space	lspace-parse-circe_2.12	0.6.0.6	-	70150f97f8fbfc815eeefe9352aa5a23b50d0e4d
data.eu.l-space	lspace-parse-circe_2.12	0.6.0.7	-	4465497ce5dc535ccbbeda02bc5a77fb6df156d5
data.eu.l-space	lspace-parse-circe_2.12	0.6.0.8	-	f934eafd4d62b0f18d4c665538e1926757837d94
data.eu.l-space	lspace-parse-circe_2.12	0.6.0.9	-	9fe2ac4b6e9b7d0ee0892b93a3ed0f8e329f866f
data.eu.timepit	refined-scopt_2.11	0.9.4	-	0b31b3d8cca440878f30a44d42514cac13835a27
data.eu.timepit	refined-scopt_2.11	0.9.5	-	ce1c19b59860e3e907e8992fbec4a5dd593eaefa
data.eu.timepit	refined-scopt_2.11	0.9.6	-	73a3d3d48964196ccab7f9791c939fa0fe2dc603
data.eu.timepit	refined-scopt_2.11	0.9.7	-	e72c184f710e646656d03a2822980a5b29465059
data.eu.timepit	refined-scopt_2.11	0.9.8	-	c49b5a0c30436a6fc62371418a5ac58f87cad1f3
data.fr.davit	akka-http-scalapb-json4s_2.12	0.1.0	-	fe91e2175cecb7e0db5fc3d21a990d36bc287561
data.fr.davit	akka-http-scalapb-json4s_2.12	0.2.0	-	d64ad4fca7729702de775de0d3df87a6c222f336
data.fr.davit	akka-http-scalapb-json4s_2.12	0.2.1	-	4c14c1a64d832a3188a7a01df6ba970558bb8f99
data.io.airlift	stats	0.179	-	bf0908043f67aaa7d9aacd89db9cec5c4fd25a63
data.io.airlift	stats	0.180	-	b8458da6b0ff77b2c9a4afbba9954aa5161df44c
data.io.airlift	stats	0.181	-	0e41f882dd7d00e498ba4ec0374c37d75b620aa4
data.io.airlift	stats	0.182	-	f9ad25cb30c679f890d5cec85e8a4d74b5fe4e0f
data.io.airlift	stats	0.183	-	b6e11ccf9631a9bff108058e4a7c570e36d05020
data.io.axway.iron	iron-spi-kafka	0.13.0	-	8729a6223f601fa220bfad4aa492b85e4833397d
data.io.axway.iron	iron-spi-kafka	0.17.0	-	5a8f319967fdd228cc7440dfb855986d4ca6e508
data.io.axway.iron	iron-spi-kafka	0.18.0	-	2c111fda60450f3fcde3d7174a722135b39eab84
data.io.gravitee.gateway	gravitee-gateway-reactor	1.20.10	-	afa5a9caa5706bdd1272b062e471612b4ca0b56e
data.io.gravitee.gateway	gravitee-gateway-reactor	1.20.11	-	7ea10484ba28ccc2fd8028cafac67b7b6a904ed5
data.io.gravitee.gateway	gravitee-gateway-reactor	1.20.12	-	796d9fdc04f41d2528a0b08ce7223664dd5bf530
data.io.gravitee.gateway	gravitee-gateway-reactor	1.20.13	-	a57cbab9db466e1e6c70c5d73ef6a56f7eba1f80
data.io.gravitee.gateway	gravitee-gateway-reactor	1.20.14	-	29a1c4f7c94d8381a7db5975c794b6f61af94c18
data.io.gravitee.gateway	gravitee-gateway-reactor	1.20.15	-	318436671bef68b25bc45a73b81a5f12d1287292
data.io.gravitee.gateway	gravitee-gateway-reactor	1.20.16	-	3aefe91de1ec143a9adedad7a356d81f40db3931
data.io.gravitee.gateway	gravitee-gateway-reactor	1.20.17	-	d986701221835fbadc7f52114467b89f86b41e51
data.io.gravitee.gateway	gravitee-gateway-reactor	1.20.18	-	9f27cb3b43b9d581ac66e98263a44d8c206790d8
data.io.gravitee.gateway	gravitee-gateway-reactor	1.21.3	-	2701a432f90b40bfaf1e4dee148ca308ea111f9c
data.io.gravitee.gateway	gravitee-gateway-reactor	1.21.4	-	71392c44853fea2e6336e965657ecc58f923b0c8
data.io.gravitee.gateway	gravitee-gateway-reactor	1.21.5	-	7162c10fa1fc75a9529c8f6715334243d2fcd1ea
data.io.gravitee.gateway	gravitee-gateway-reactor	1.22.0	-	0c98e01adb63697427690132bc0f56a06d7ee674
data.io.gravitee.gateway	gravitee-gateway-reactor	1.22.1	-	459d778b59453cb02b044c467f3bb8b426fdade1
data.io.gravitee.gateway	gravitee-gateway-reactor	1.22.2	-	b1ce3cbb92bac24890f82ae3b95bd09b61fd2b11
data.io.gravitee.gateway	gravitee-gateway-reactor	1.22.3	-	24f496e2bcc62b61acd69111e7902d078949a6f0
data.io.gravitee.gateway	gravitee-gateway-reactor	1.23.0	-	0d2c7a6e5f1947258de004111ad788d3abbf4f97
data.io.gravitee.gateway	gravitee-gateway-reactor	1.23.1	-	1c889bcf3ff74bd910157cd28ab71dd813939d79
data.io.gravitee.gateway	gravitee-gateway-reactor	1.23.2	-	06b0d0c37f54822844d34371f54b2d23d103d11f
data.io.gravitee.gateway	gravitee-gateway-reactor	1.24.0	-	0a80f76aedb8616ea582fbf58483ff93f6b7105d
data.io.gravitee.gateway	gravitee-gateway-reactor	1.24.1	-	fdee8daf3567b4b04f4851852f7bf945db2ac303
data.io.gravitee.gateway	gravitee-gateway-reactor	1.25.0	-	f538325f6128d881a5d7cfdf72029b819338358e
data.io.gravitee.gateway	gravitee-gateway-reactor	1.25.1	-	437da9bd5b14d518f1952bc0b317b35788d292b4
data.io.gravitee.gateway	gravitee-gateway-reactor	1.25.2	-	ba3f8eb1601651a9311f74512805056ab7fe0db0
data.io.gravitee.gateway	gravitee-gateway-reactor	1.25.3	-	1e364a84bfd165a16f990205c791491df206c9a7
data.io.gravitee.gateway	gravitee-gateway-reactor	1.25.4	-	229da1ba4354eb9c1cc1507165da526b46c73f52
data.io.gravitee.gateway	gravitee-gateway-reactor	1.25.5	-	462c7b8f7d0ab47d08c7945160e4418ce76b7730
data.io.gravitee.gateway	gravitee-gateway-reactor	1.25.6	-	9a880cdd74b903e86cfc95edf57bcd395732eefa
data.io.gravitee.gateway	gravitee-gateway-reactor	1.25.7	-	dbaf05a56da3d4c3620a697f0665704c1ffc4be1
data.io.gravitee.gateway	gravitee-gateway-reactor	1.26.0	-	5a3e747b5f823355810a7be428cfd4cd201128d8
data.io.gravitee.gateway	gravitee-gateway-reactor	1.26.1	-	69cb332669f4ececf483ca8dd2a4867e7e2c3d01
data.io.gravitee.gateway	gravitee-gateway-reactor	1.27.0	-	f7ac5e22c305358cee9b1e9c9ddfa2846ab599a9
data.io.gravitee.gateway	gravitee-gateway-reactor	1.27.1	-	5b3f606dc4dd992310e309c69c7a0cb88a0c7ff7
data.io.methvin	directory-watcher-better-files_2.13.0-M5	0.9.4	-	5c7a792b60883b89254286545fef7206a7cb4232
data.io.quarkus	quarkus-hibernate-orm	0.11.0	-	f2a7575bb94e5b334df81e41c4b88217d0cc6fcb
data.io.quarkus	quarkus-hibernate-orm	0.12.0	-	5b0bf14abba49e3386c3587282e3d814ef84b2c3
data.io.quarkus	quarkus-hibernate-orm	0.13.0	-	e662da902a7d3351835fa9604cb6842b5ac6f3d6
data.io.quarkus	quarkus-hibernate-orm	0.13.1	-	dfd8b301d3349af29ec363d13263f90c448a82ef
data.io.quarkus	quarkus-hibernate-orm	0.13.2	-	94efdcc2231578ede7b45fe8883567b313d68d5e
data.io.quarkus	quarkus-hibernate-orm	0.13.3	-	d7b3bc194da6d20276ae05ffeacd55c61b4a60d0
data.io.quarkus	quarkus-hibernate-orm	0.14.0	-	75efa1f0936977126f6085a6a7c67b9a96cff431
data.io.quarkus	quarkus-hibernate-orm	0.15.0	-	2fb308fa193cafb8799dd4aeec35568a81afccac
data.io.quarkus	quarkus-hibernate-orm	0.16.0	-	6570f3d3a7d850429cd546b8eb42b769e1bde24f
data.io.quarkus	quarkus-hibernate-orm	0.16.1	-	aca9a8262bd84fd0e4f3c4bfab7ec411faf6f913
data.io.quarkus	quarkus-hibernate-orm	0.17.0	-	c4fa574adc21d8bf0900bee24c287fe173246d97
data.io.quarkus	quarkus-hibernate-orm	0.18.0	-	80fb43401b5af3aec519bacf3b0193e142a06d80
data.io.quarkus	quarkus-hibernate-orm	0.19.0	-	c3f7163b6fc5e7c154b3f1f7b1f76634aad463a7
data.io.quarkus	quarkus-hibernate-orm	0.19.1	-	af32eae7aa21cc411e2804edf09015b964d427dc
data.io.siddhi.distribution	io.siddhi.distribution.editor.core	0.1.0	-	523c1a9f9fb43c42f1959ed3dc2e33f173367d76
data.io.siddhi.distribution	io.siddhi.distribution.editor.core	1.0.0-m1	-	4ddef95314d9011a37687ea1c58c1a2c377ad129
data.io.siddhi.distribution	io.siddhi.distribution.editor.core	1.0.0-m2	-	0d68cbac12687f2d40ea04f7db860e0d49113bf2
data.io.siddhi.distribution	io.siddhi.distribution.editor.core	1.0.0-m3	-	81007e2e2f474b7703509c1b35204ea84302cc31
data.net.revenj	revenj-akka_2.12	0.9.0	-	2798efc9f94a1497c91af11a64988e971389a070
data.net.revenj	revenj-akka_2.12	0.9.1	-	2a056e7e05ebdc9500e02ec52ca2ba2851338a7d
data.net.revenj	revenj-akka_2.12	0.9.2	-	9f6b3e40f5dc8fe960c809d3fd0f005b0e05972b
data.net.revenj	revenj-akka_2.12	0.9.3	-	0292e9fad6e22387b5bdf6c4cb8ab9831b89635e
data.net.sourceforge.pmd	pmd-php	6.11.0	-	0284a95f085f7a10b471296d39979e5a60c9068d
data.net.sourceforge.pmd	pmd-php	6.12.0	-	8ee5bc3d8971f8f3929de76badd7427bdbf2047a
data.net.sourceforge.pmd	pmd-php	6.13.0	-	f1ecb17d77ffc73f20d2dbc18fd3e60631e1bbf2
data.net.sourceforge.pmd	pmd-php	6.14.0	-	d845132319d0a574d0035ef3095ed7e5f6c97e15
data.net.sourceforge.pmd	pmd-php	6.15.0	-	86959f85f655f3b06fba3246fc65cede410af208
data.net.sourceforge.pmd	pmd-php	6.16.0	-	1431561eae994a7c78357abb7fbfce73e8bcf3e3
data.org.apache.camel	camel-amqp-starter	2.21.4	-	314b588d8cc25fd3df00235ac95a8c045ce900a6
data.org.apache.camel	camel-amqp-starter	2.21.5	-	273ce3c80149eaeac26185733ec59b1c0aa5915d
data.org.apache.camel	camel-amqp-starter	2.22.3	-	e9a656fed80619230b3eb4ab89b076503c0c5bc4
data.org.apache.camel	camel-amqp-starter	2.22.4	-	25dc2c0f5511eb600f7b642ad8663492b3b2d758
data.org.apache.camel	camel-amqp-starter	2.22.5	-	0f3e6ce4572b397f389f5c041a05895870eaa488
data.org.apache.camel	camel-amqp-starter	2.23.1	-	c22d858488a0a8d1b4a9fc6d0236401d5acc8374
data.org.apache.camel	camel-amqp-starter	2.23.2	-	c717b3bb63462251d4f920ef1ad82c03397f606e
data.org.apache.camel	camel-amqp-starter	2.23.3	-	2fb93b8f893101da08b2e76fc37630a6a87a53a6
data.org.apache.camel	camel-amqp-starter	2.24.0	-	a3715ee520473f73e0f04936c81affc818d06d4f
data.org.apache.camel	camel-amqp-starter	2.24.1	-	de4621deed7a1698b4ac79d16fbfa0829603a741
data.org.apache.camel	camel-amqp-starter	3.0.0-M1	-	90a3fc0cb10e8dc9258526cd447bbdbe46565673
data.org.apache.camel	camel-amqp-starter	3.0.0-M2	-	f1552e3716c577d14dce7318ff90805b7ebc4de5
data.org.apache.camel	camel-amqp-starter	3.0.0-M3	-	ba3fca928cc632cea4bf73cf6db3b2db425b2776
data.org.apache.camel	camel-amqp-starter	3.0.0-M4	-	57767e51d89a6886a0b65b5ace2146239cdbefc7
data.org.apache.camel	camel-ical	2.21.4	-	2c9d1a368f96feef3b361831b22b487c71de258a
data.org.apache.camel	camel-ical	2.21.5	-	f76b59924bb05866d9885fdc18c27c39aedadb5c
data.org.apache.camel	camel-ical	2.22.3	-	5777eed04e139b0a2ab97cab63585a1dcbee708f
data.org.apache.camel	camel-ical	2.22.4	-	03478f26e050e333973fb24056f59faff08e8a90
data.org.apache.camel	camel-ical	2.22.5	-	1859e19406e92665ab500f9c4012b9e84d4d33f9
data.org.apache.camel	camel-ical	2.23.1	-	13c732ae3ee1352d850910b565feb5834b5fa056
data.org.apache.camel	camel-ical	2.23.2	-	b20cdf754105f96e899a0d9386f4ecfadaaa6fe7
data.org.apache.camel	camel-ical	2.23.3	-	2b7c4d9f430159eae873a2f9ef29d861fd3fc600
data.org.apache.camel	camel-ical	2.24.0	-	fc9a8272ab9b583ee61d8895b817e772c5fdfc09
data.org.apache.camel	camel-ical	2.24.1	-	6671e30f316dc74ba248189ee55ae8d8305ca9ce
data.org.apache.camel	camel-ical	3.0.0-M1	-	9c248b531a4c7b191229328a07b9baae6ea0cd45
data.org.apache.camel	camel-ical	3.0.0-M2	-	277e880ad8ed87e3e10a08d4852dd8fef952de2a
data.org.apache.camel	camel-ical	3.0.0-M3	-	54920a1c328f08f042fc561d6aaa947ea0235f50
data.org.apache.camel	camel-ical	3.0.0-M4	-	8b853bcb8029eceda75ac8d9d3c7e2743ae38c20
data.org.apache.camel	camel-velocity-starter	2.21.4	-	ca409988a11b01827b30ccab41f231d69e271722
data.org.apache.camel	camel-velocity-starter	2.21.5	-	cde4f4ea2088b9e740a2ed5ed3048b13357dfcbb
data.org.apache.camel	camel-velocity-starter	2.22.3	-	0916ce5757bc6c53fca1f3300d753e5f7e873d6b
data.org.apache.camel	camel-velocity-starter	2.22.4	-	4f9ba6935dc55d125479f5a2a761f3961c873d1c
data.org.apache.camel	camel-velocity-starter	2.22.5	-	756e424b8fa79a8d4d51eb81ea8efad6962ef628
data.org.apache.camel	camel-velocity-starter	2.23.1	-	9c402c04bdec1e1de42ef77bd91c137c56b829d8
data.org.apache.camel	camel-velocity-starter	2.23.2	-	3924e81e39cb53a43efa88aa7d4d368303b04fe3
data.org.apache.camel	camel-velocity-starter	2.23.3	-	e8ce1bc1a13397f5a342d95136a0815d621a8180
data.org.apache.camel	camel-velocity-starter	2.24.0	-	78e7f0e501a050f398b9b22d2d6864eee335bc3c
data.org.apache.camel	camel-velocity-starter	2.24.1	-	aac2e56bb3e958a5342c05487b27715ad211a6d6
data.org.apache.camel	camel-velocity-starter	3.0.0-M1	-	16e582276dc2ec7851922021e3108967834a6981
data.org.apache.camel	camel-velocity-starter	3.0.0-M2	-	149339bb2d9b3605c9e382db1e71ebe63b6004e2
data.org.apache.camel	camel-velocity-starter	3.0.0-M3	-	157bd9caf3ebc13abce5590000bd6fb1a3d679c7
data.org.apache.camel	camel-velocity-starter	3.0.0-M4	-	b7ea24f7955dce243d60c8de7c3e893efb67fd59
data.org.apache.cxf.build-utils	cxf-xml2fastinfoset-plugin	3.4.2	-	de6aa312f00c6e16f6ce01629936931dca0e36ea
data.org.apache.maven	maven-model	3.6.1	-	88ccb36b2c861ae3a53c20672d68aae78d65ae43
data.org.apereo.cas	cas-server-core-util-api	5.3.10	-	a0a680e44dc333942e226bf30db676779c84076e
data.org.apereo.cas	cas-server-core-util-api	5.3.11	-	92e4138d8fc70e2a261bf4b2ea31cae64e34a1ac
data.org.apereo.cas	cas-server-core-util-api	5.3.8	-	4b06fd098a925ba14d5f09bdc01a434a4dc6be35
data.org.apereo.cas	cas-server-core-util-api	5.3.9	-	7bb8ec31387cb948052fc1baad3c74697fb453ba
data.org.apereo.cas	cas-server-core-util-api	6.0.1	-	dd03b06d288c5ef8580223aa18ef39d60c03aeec
data.org.apereo.cas	cas-server-core-util-api	6.0.2	-	001d64bbbd9f552ab8ebd74d58d068cf21d94981
data.org.apereo.cas	cas-server-core-util-api	6.0.3	-	c9a2ee79543f7c98ab8c12a029a8f10ade9d00da
data.org.apereo.cas	cas-server-core-util-api	6.0.4	-	818e25d62ae5173717cb9386df57bef4463f013e
data.org.apereo.cas	cas-server-core-util-api	6.1.0-RC1	-	7304307f9e39c43aede3e59474ba7e0614a2d560
data.org.apereo.cas	cas-server-core-util-api	6.1.0-RC2	-	fade1b295b593b7840c2c03819ba28c96987f06a
data.org.apereo.cas	cas-server-core-util-api	6.1.0-RC3	-	da3f695297e035534087e93ef26da09b175c7508
data.org.apereo.cas	cas-server-core-util-api	6.1.0-RC4	-	329359b4646a9b5c94bb946781ecbd545f6051b7
data.org.apereo.cas	cas-server-support-openid	5.3.10	-	5b664b5a1cdd36a50e4186258168a1c574a11efa
data.org.apereo.cas	cas-server-support-openid	5.3.11	-	a4e4f71331fbe17f6ac82a7e1f1c0941237200e6
data.org.apereo.cas	cas-server-support-openid	5.3.8	-	32e89750665e9fc596e027fe7e7ecb03a0b3bed0
data.org.apereo.cas	cas-server-support-openid	5.3.9	-	2ebbe829ddc6ec6e3457c1a2f904979c907cb5e3
data.org.apereo.cas	cas-server-support-openid	6.0.1	-	f798b618cf23f0a710cd3d8c31b729694dbe0997
data.org.apereo.cas	cas-server-support-openid	6.0.2	-	20b8102f985881d534c2b24c20c7614b384489d7
data.org.apereo.cas	cas-server-support-openid	6.0.3	-	f4f8774477c6d0e012ab743bf79403cf520c797c
data.org.apereo.cas	cas-server-support-openid	6.0.4	-	e3bdd23b0c1912958bb7560e7ddf973ae4c007cd
data.org.apereo.cas	cas-server-support-openid	6.1.0-RC1	-	583d1a8885befe3abdc700e184835cb6716c2e7e
data.org.apereo.cas	cas-server-support-openid	6.1.0-RC2	-	97225c069dc156fb9f972957c7deb2beb957c756
data.org.apereo.cas	cas-server-support-openid	6.1.0-RC3	-	fa02311eb24dab03bcaac4be48300afb28953a3a
data.org.apereo.cas	cas-server-support-openid	6.1.0-RC4	-	c2b475375222fac5792f79a88b9c3a403f8a35be
data.org.datavec	datavec-perf	1.0.0-beta4	-	13b9a538566c9e748d7530c1ad36c5e4177bd69f
data.org.eclipse.jetty.websocket	javax-websocket-client	10.0.0-alpha0	-	c4b56e39978347a6a25f147b79061ab380a2ef1b
data.org.eclipse.rap	org.eclipse.rap.jface.databinding	3.8.0	-	a65303c559e0797eb9e8e3758b3ae13396b6e97c
data.org.eclipse.rap	org.eclipse.rap.jface.databinding	3.9.0	-	33a96186573094b4a56eb6eaa30affd541c991aa
data.org.ikasan	ikasan-spec-serialiser	2.1.0	-	f356f2604f32d68c8419b1a48a61e38b8710aa5a
data.org.ikasan	ikasan-spec-serialiser	2.1.1	-	bc70fef27ce5af63084e8e3b3e0cad1e2e8ca7b4
data.org.jboss.byteman	byteman-bmunit5	4.0.6	-	73903e5ef892eeec68fd40ff387c91a75414318b
data.org.jboss.byteman	byteman-bmunit5	4.0.7	-	f628b44a40de143861779e9426e30fe65ddc2d67
data.org.jboss.errai	errai-data-binding	4.5.0.Final	-	f13ebe2330d77c62370a0c348061af9e31b86683
data.org.jboss.errai	errai-data-binding	4.6.0.Final	-	01a9d66dc4366bcf9348e6061d07a63da80e1005
data.org.jcuda	jnvgraph-natives	10.1.0	-	53cd5df10d82ff2636c98ae2407456123e43614a
data.org.jcuda	jnvgraph-natives	10.1.0	10.1.0-apple-x86_64	3b6d6ce4d8cfea4ac576a501c33bf35079d42a1f
data.org.jcuda	jnvgraph-natives	10.1.0	10.1.0-linux-x86_64	35e7d411d7cdc0573001a51f267657622c6d5d67
data.org.jcuda	jnvgraph-natives	10.1.0	10.1.0-windows-x86_64	b3a251dcba27d355c643da743c88f4b42e29af90
data.org.keycloak	keycloak-jetty92-adapter	4.8.2.Final	-	43be7a232603ac6425ef7a94f66675ec126d8b15
data.org.keycloak	keycloak-jetty92-adapter	4.8.3.Final	-	dd016edd9fa8ae804de9920885526608c5357217
data.org.keycloak	keycloak-jetty92-adapter	5.0.0	-	4741d01585db4a6c881d19a8378bdedff4668a14
data.org.keycloak	keycloak-jetty92-adapter	6.0.0	-	6af747d98ad3c618cc893e61cfa13b72ad08aeb2
data.org.keycloak	keycloak-jetty92-adapter	6.0.1	-	523322b39e46f29e1f414a9e07483b34141c3a73
data.org.libj	mail	0.4.1	-	357bf74c65889b6a5063d3d8487eca95a1f1aac0
data.org.locationtech.geomesa	geomesa-convert-text_2.11	2.1.2	-	0f75bca8b25e94fa4ab1d77b4077e18398bf0891
data.org.locationtech.geomesa	geomesa-convert-text_2.11	2.1.3	-	a401eb7ca282b58a0fd72c8c0e82d62f3a28a7fd
data.org.locationtech.geomesa	geomesa-convert-text_2.11	2.2.1	-	5ddebe5b4e4189b82e88774c7c43ccd439fdc3c7
data.org.locationtech.geomesa	geomesa-convert-text_2.11	2.2.2	-	f7c038a7a6477795bd157182946418498febb567
data.org.locationtech.geomesa	geomesa-convert-text_2.11	2.3.0	-	9e71923f3272c99490237116c52815a1617ec840
data.org.locationtech.geowave	geowave-core-index	1.0.0-RC1	-	a69b6bfe77d2c8794bd62669e00e419f388e3ae5
data.org.minbox.framework	api-boot-starter-quartz	1.0.2.RELEASE	-	5a99bada7bdcddc77617000929211c86839f57ea
data.org.minbox.framework	api-boot-starter-quartz	1.0.3.RELEASE	-	a52ffba6203f38891e4dd8814cd1e26bf3d3044d
data.org.minbox.framework	api-boot-starter-quartz	2.0.2.RELEASE	-	62583a1712aea4f2920f39ab2c1d3f556190032b
data.org.minbox.framework	api-boot-starter-quartz	2.0.3.RELEASE	-	ecc89f7157bc27852c18f2cbefdd9fc64fa3eaa8
data.org.minbox.framework	api-boot-starter-quartz	2.0.4.RELEASE	-	324f5c9497c755bb0fe282043e5cb9646f6787c5
data.org.minbox.framework	api-boot-starter-quartz	2.0.5.RELEASE	-	9392527ffd5962376654834bc2abc5a18b70cb6a
data.org.minbox.framework	api-boot-starter-quartz	2.0.6.RELEASE	-	d9104129245609d8db63f4aafe3e6d71e744f3c2
data.org.minbox.framework	api-boot-starter-quartz	2.0.7.RELEASE	-	3363bdd46aab51a4516fa9700bb6d0a531ef336a
data.org.minbox.framework	api-boot-starter-quartz	2.0.8.RELEASE	-	7c4b944145236c8a2969a4d97810dcb63f62f1fa
data.org.minbox.framework	api-boot-starter-quartz	2.0.9.RELEASE	-	4b5118ef31a1303c6c3cfe2a7ed3863b1f365a6c
data.org.minbox.framework	api-boot-starter-quartz	2.1.0.RELEASE	-	0bcef4ed6f13c8f5cd44f2179a22fe756440a071
data.org.molgenis	molgenis-js	7.2.14	-	45334f8f8006ef1e59bef05f67ba5253e4650bf6
data.org.molgenis	molgenis-js	7.4.8	-	214fe20f7b94abc30c7a8693afcd84ba86030853
data.org.molgenis	molgenis-js	8.0.4	-	f2255195d0d25aaa8a1704b63236a67d8c89a054
data.org.molgenis	molgenis-js	8.1.1	-	28d91aa11af6bc101228156096621b0cc72e445d
data.org.molgenis	molgenis-js	8.1.6	-	f86e7ef959955eec9bceff865318470cf9abb9a3
data.org.molgenis	molgenis-js	8.1.7	-	354e4daf298bee4c5dd719ede7d3158fddbaac17
data.org.molgenis	molgenis-js	8.1.8	-	73b6168125f69eefd60450c6d16d400e9b59a295
data.org.netbeans.modules	org-netbeans-modules-dlight-terminal	RELEASE100	-	c246fd7dbed8c2bdbfd33a675e91837d3aa2ab19
data.org.netbeans.modules	org-netbeans-modules-dlight-terminal	RELEASE110	-	7fa08bd064d6be79d7193d9b40de179b3c94fde9
data.org.netbeans.modules	org-netbeans-modules-dlight-terminal	RELEASE90	-	8a20db348714b2ea43cc32399b586c9e1e38ac24
data.org.odpi.egeria	data-science-client	1.0	-	710de2b42d803bbb584091b7a1bf61d3e7e81de3
data.org.odpi.egeria	stewardship-action-server	1.0	-	fb598d28c3bc38949b867ae28d326ac0f01874f7
data.org.onosproject	onos-protocols-gnoi-api	2.1.0	-	60dd459467e44966ffef4776cd85764be2367af5
data.org.onosproject	onos-protocols-gnoi-api	2.1.0-rc1	-	9eff6eec68e586cfef5057142a32c81419177530
data.org.onosproject	onos-protocols-gnoi-api	2.1.0-rc2	-	e410371cefa87a7750fb8795e4e3f231f6344680
data.org.onosproject	onos-protocols-gnoi-api	2.1.0-rc3	-	93fcdfee12a7cdc55918e8f645b1881904eb21e5
data.org.onosproject	onos-protocols-gnoi-api	2.1.0-rc6	-	0bd364bcf1cd44ef714419cbf2a8af354fe7cf62
data.org.onosproject	onos-protocols-gnoi-api	2.1.0-rc7	-	49f16929f249dbd560ee23c0e9eb8d0be1596400
data.org.piccolo2d	piccolo2d-extras	3.0.1	-	1042bdb624418df70052db30d63cdeb7fa0e3a42
data.org.scala-sbt	librarymanagement-core_2.12	1.3.0-M2	-	1da7d5751541322fd59800fb661546a9582e1e5a
data.org.scala-sbt	librarymanagement-core_2.12	1.3.0-M3	-	93c9a38e393335471a435e8ac7a301c9ac837aed
data.org.scala-sbt	librarymanagement-core_2.12	1.3.0-M4	-	815ef7a71d19768fc478da3abd44c27bb9db7208
data.org.scalatra.scalate	sbt-scalate-precompiler_2.12_1.0	1.9.1.0	sbt-scalate-precompiler-1.9.1.0	ad2504426890cf37f02f571b51bea6940f9e3166
data.org.scalatra.scalate	sbt-scalate-precompiler_2.12_1.0	1.9.2.0	sbt-scalate-precompiler-1.9.2.0	a067841075e33392e8a87a3e81ff0259e0f587a4
data.org.scalatra.scalate	sbt-scalate-precompiler_2.12_1.0	1.9.3.0	sbt-scalate-precompiler-1.9.3.0	ba8a67701514cadbbc117bf2d5567190fa455019
data.org.scalatra.scalate	sbt-scalate-precompiler_2.12_1.0	1.9.4.0	sbt-scalate-precompiler-1.9.4.0	18ca6acbd9d657990f4acfbfcb93b64dc6f9c290
data.org.sonatype.ossindex	ossindex-service-api	1.1.0	-	e202ff25ec9727dbf70ab9e970ed59dff89e86ca
data.org.sonatype.ossindex	ossindex-service-api	1.1.1	-	e1a4ee78dc0c436f4e5a8185845235515805bfa1
data.org.sonatype.ossindex	ossindex-service-api	1.2.0	-	c83599f23ad778277fbf6766e0052da3923d1633
data.org.typelevel	algebra_sjs0.6_2.13	2.0.0-M2	-	06eee95af8adecc3e26058664ec4e20accbc5c6b
data.org.typelevel	spire_sjs0.6_2.12	0.16.1	-	459e396fbff8e85fb1b32022b0b1b4e8b155d15f
data.org.typelevel	spire_sjs0.6_2.12	0.16.2	-	fd3958a8cf26a771189b13594ffeeee8e7a5f47c
data.org.typelevel	spire_sjs0.6_2.12	0.17.0-M1	-	1a4ea1985d3b2d577b1032ad2e0a09786feab220
data.org.vertexium	vertexium-cypher	4.1.1.6	-	dad6a694f52bd8175874d4a53cb37d1293339736
data.org.vertexium	vertexium-cypher	4.1.1.7	-	bdddfe6a9466bf48f714b209388728ad6fdba0f0
data.org.vertexium	vertexium-cypher	4.5.0	-	bd8e4a3a9a8fbac65254a844f548f50e692a298d
data.org.vertexium	vertexium-cypher	4.5.1	-	7adfcc45baec088b2ca890860c181af06789e721
data.org.vertexium	vertexium-cypher	4.5.2	-	9ce868eaf8380b87ac71f0e295648cc79d82f2a9
data.org.vertexium	vertexium-cypher	4.6.0	-	41968f82f368acfab7b718a74c5284bd204136b9
