activesoap	jaxb-xalan	1.5		6b10269457d75d4bd2a045e81cf620102f54692a
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M719		1eef8909f5256cd6a83d2c44bd90ce0690f9fcf6
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M724		d927e6f169c730a05fc095511a3b775efa438e8d
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M726		b6a04e039add3fa3863a523a3a9c23c51f2927c9
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M728		b13d2b304d801f2936036656115f3d1933319ffd
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M730		203c5da402017df4e90f2acee6c1a1a974259ae0
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M746		92d8a989965cb562f447da8a445046852fde8577
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M750		283c6a145b914f5731e294aaa4d1e3ee40f0846a
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M755		f04828676e71eb0ad7f9a06ccfb877c7c20ba070
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M757		95bde3ca41f913303bb1838d899b286fd561198a
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M761		e9435e04f4c02a90bff843a19d94333bc8eb1776
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M768		6f1af4e65fbd1f8efc05ce76830e13a07034d73a
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M771		b18018830df43142761c101c0bab26c3a3281e4f
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M775		aa9df8adf48e4a8d58e9bb46244889e765f742b8
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M776		98ed4cc520211ac0732d0125f6c5899bf961be92
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M779		0f9acf65fb1e38a7afde7dfc99ced7a646b2b479
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M792		79502571e0ff2d00d41eadebb1e5b36e1fe61785
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M801		d15d36dc96dd50da2f10e20c85ffcc12981bfc3d
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M805		47f31040c0bce723e6041543d98b33ed5c3f5584
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M811		935c64128afcef8e8f07984a183eb1ab636482bc
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M818		67f6237ef95cb82f74234c8dc97c7b308d372c0a
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M824		d928f50d53a526a9528e14f197e1160302bb8127
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M832		be7f47a6c5803e001564068a4f42e52065698400
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M837		1279875d9e5b91563faa88a71e533277a7fd2627
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M840		996e5a8b1bba4c789e5bf7ce722da31706c3526b
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M848		d8b925154b96791d03ef300dd0c2f116d5351e03
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M851		fbfbf176f92807ee473f42430fb69041e5e30135
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M875		67f3e9f35f2c35132663cece0bd2fe8c54ef9c40
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M878		785af5050d931a39a5defcc2e890ff077998c2ae
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.1-M890		51c221d45bcb31d7ef26590b2d8ae33f7d4427cc
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.2.100000		abac8bd16cac53f2156c6df357c7fb7ab8ffa08b
net.scalax.djx314	sbt-depts-djx314-plugins_2.12	0.0.2.100015		1310f57e1141de4008d3b745c6f526bb44cace2a
nl.gn0s1s	elastic4s-streams-pekko_3	8.12.0		9b6310528666de38e4d8617038e3d513f484008a
nl.gn0s1s	elastic4s-streams-pekko_3	8.12.0-RC3		89471c59b975047ac68b6e5c03318d1a57746f9d
nl.gn0s1s	elastic4s-streams-pekko_3	8.13.0		8eebc7b386e120271095f8a176b1a3dbdace1e14
nl.gn0s1s	elastic4s-streams-pekko_3	8.13.1		a8e94e4f510a801ea6298c5e993b802b623d45b2
nl.gn0s1s	elastic4s-streams-pekko_3	8.14.0		aa8831837dbbdfc2117e95adb71af2cfcab669e8
nl.gn0s1s	elastic4s-streams-pekko_3	8.14.1		000ca3a300260f00834e33961fa7da22100056d4
nl.gn0s1s	elastic4s-streams-pekko_3	8.15.0		58df7c496d0aeec4a33e60d7f2669035fc9279b7
nl.gn0s1s	elastic4s-streams-pekko_3	8.15.1		a793bfd4cb1f2df261a5d11f3d2e8e7f1ae3bc78
nl.gn0s1s	elastic4s-streams-pekko_3	8.15.2		d672871d879d66bf1c4c965e599d2aa28721bd2d
nl.gn0s1s	elastic4s-streams-pekko_3	8.15.3		9c129f7e2f5bc4910e78664aece85181fcd8279d
nl.gn0s1s	elastic4s-streams-pekko_3	8.15.4		95d6f429e3098e971cd4487129cbc0a1b902eef4
nl.gn0s1s	elastic4s-streams-pekko_3	8.16.0		2796903bc408d3dafbf0559ac7d42a24594a2e89
nl.gn0s1s	elastic4s-streams-pekko_3	8.17.0		57cbed730bb0b6122ad40527a897ee4583578921
nl.gn0s1s	elastic4s-streams-pekko_3	8.17.1		7850ed89dbf8afb64824e81dc9fe8ccd8076a325
nl.gn0s1s	elastic4s-streams-pekko_3	8.18.0		38c055a62e9c71940198783d3d310cb473c61ad9
org.apache.any23	apache-any23-encoding	0.8.0		83f4565140f76badef2a3837082372273ba5dd8a
org.apache.any23	apache-any23-encoding	0.9.0		beb5225b3630f88147850bae556c01a9a422020c
org.apache.any23	apache-any23-encoding	1.0		dba7667677692f8f26252cd5ca1d8490c1969b75
org.apache.any23	apache-any23-encoding	1.1		a87e1c7de4881a5bc0830ee4b239b51e65200c35
org.apache.any23	apache-any23-encoding	2.0		77cae15cdcbba8321e7392b73630c94d3f5e474e
org.apache.any23	apache-any23-encoding	2.1		a151e058c7d891ee984eaedc8f531f4e63820f1f
org.apache.any23	apache-any23-encoding	2.2		38bd1a66c2db2115d2710af94fc8e6a8ce8cf877
org.apache.any23	apache-any23-encoding	2.3		233ea0028c6481043d71eb531990a76bb73b528e
org.apache.any23	apache-any23-encoding	2.4		c1803ba47a0e9cbeaf877ce9a6910648ec69ece7
org.apache.any23	apache-any23-encoding	2.5		c93c074e4af804da669dbba1315471edf013c97f
org.apache.any23	apache-any23-encoding	2.6		cce438a4aabc63083b0c103ce8ad27295a87e33e
org.apache.any23	apache-any23-encoding	2.7		18d897911b0d9872dd177146f9e9c3407c844dcd
org.apache.pekko	pekko-persistence-dynamodb_3	1.0.0		89f46337cccb2f3ea649933400e3b06c1447cefa
org.apache.pekko	pekko-persistence-dynamodb_3	1.1.0		507ecc6fce08067be38fde6650129c02a860c5a0
org.apache.shenyu	shenyu-sdk	2.5.1		N/A
org.apache.shenyu	shenyu-sdk	2.6.0		N/A
org.apache.shenyu	shenyu-sdk	2.6.1		N/A
org.apache.shenyu	shenyu-sdk	2.7.0		N/A
org.apache.shenyu	shenyu-sdk	2.7.0.1		N/A
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.0		504a696c04ac05707b0d965a35d491551c11a82b
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.0-M1		83f7d0fd140bfd80d416ff279ba3ea78797541bd
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.0-M2		86f5b982b2ce0e548ee4a55f31213d664d370d81
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.0-M3		c9ccb0626b0d0bdd92a42e906babe9f2cb191b6a
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.0-M4		c21dad5b2a01db3fa310157fa6b69d5cef158bf4
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.0.M5		a779a693cc7648287215454715305ab64f24e299
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.1		1f69cfe1821bf124a3bbcaace985fe94e0d7240b
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.10		c6335b051469bd09709cf4f8187de14ab988a5db
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.11		eb525d0a3960f21848d27c23537bee004376b02e
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.12		e0e317d659ac30cfd0a041d25ca2cc9b6fe0f0cf
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.13		4964564dff98afac7bfcc5145549726ad5651e4e
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.14		2fe26d111d5c93d902c9c4f8caa8813030076a17
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.15		5f4597e138cedcfca09c081eb879bdaf33a26947
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.16		18f1f646a70c4d1f165850cee728c64058d00169
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.2		315c1655b6bc2f7cc807ccaa31f99f4fa0490d6a
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.3		fe385d18379d0f2bd1d5b510b3fb0314a26b875e
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.4		5960d6308a24cc8f1253174f6a633f528c9aae8a
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.5		1fd2f87b235bd7e3b7091bbd0022d113ef50f7c8
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.6		deb3dc1e7fa404ba5a1be9ed7741e25355cc66e0
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.7		74c4eae5f4978a5baddcffb891c380ff8a3b68ea
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.8		a2233d27c5f9ae643a9424ea8b57a391c5b8f1bc
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.0.9		53cf82778d94c72299910141f557eba09a9b9706
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.0		00fc72cc3a3130d2fd6a75f68d55b036effea057
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.1		f90568aa1a46f9b187049bfe42e360fe2ad93b6d
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.10		77d1272ac8b5a35e2662c8e94a0c453a6af8cd9a
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.11		1a6382fd9012983d07b0a9b3a1f3a89d69539391
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.12		687c905cd9efb88085cce82a4566456e00d8cb95
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.13		a3267b9c8d634d588ba580455daa2a2ebe5cde2d
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.14		2b47a306b4736fcc24d25d61b303156fc20539f2
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.2		2ef2f1b49b728d22c5813d18eb1665192e251878
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.3		a04bbfd094e32259042327fd6c0f5b56e834114b
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.4		376ad553fc39ec887e88df43747bc0f48952ecd6
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.5		188f81eb940520d67faa4d4468a16b14970f2593
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.6		fe76cf5142082554755d540b9eda648f88a18475
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.7		bc1780bd1ae287227da7336b2e8246512f2ddf27
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.8		82288d1aeecfa8b2e72ce630c857afded05e7d4a
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	2.1.9		e010ec4abbd2f1773750a66a785accd7ac3589a0
org.apache.syncope.ext.camel	syncope-ext-camel-rest-cxf	3.0.0-M0		43f6195ba07ea19c93414a42ea2627481cb15e13
org.bdgenomics.cannoli	cannoli-assembly-spark2_2.11	0.1.0		b7aa9008f4b00e22d9352bfdefd6ae3150df0db7
org.bdgenomics.cannoli	cannoli-assembly-spark2_2.11	0.10.0		8d7967f5d4ddcaaeaa2defed33271052fafcbb39
org.bdgenomics.cannoli	cannoli-assembly-spark2_2.11	0.11.1		ac21b9098a7a0a2b33f6dfd2d9dd94f1cfa85792
org.bdgenomics.cannoli	cannoli-assembly-spark2_2.11	0.2.0		8fdfa1bc446124d861dad07c8ea860aa0bdd60e5
org.bdgenomics.cannoli	cannoli-assembly-spark2_2.11	0.3.0		1e98738cb3409bd320ae0beb283b3bb692aa37b0
org.bdgenomics.cannoli	cannoli-assembly-spark2_2.11	0.4.0		3449eea8d02898d3efec30e2c3d9aa9235d14fcc
org.bdgenomics.cannoli	cannoli-assembly-spark2_2.11	0.5.0		e023628eaf9851643f03ebde3800eb77e8b5d0d2
org.bdgenomics.cannoli	cannoli-assembly-spark2_2.11	0.6.0		1b2242418911f9651275ce892f316c7df3baf28f
org.bdgenomics.cannoli	cannoli-assembly-spark2_2.11	0.7.0		6935fd24be631a0a5e46cf8ef8c1b7c24bed1028
org.bdgenomics.cannoli	cannoli-assembly-spark2_2.11	0.8.0		6110645e7fc621b34066c3e7404250bf7a5cc93c
org.bdgenomics.cannoli	cannoli-assembly-spark2_2.11	0.9.0		4c4707caae32f51923595657b5d9de93175d76d1
org.dromara.jpom	agent	2.10.40		0f407423e45f0448c5975a319447b06c0bbb8849
org.dromara.jpom	agent	2.10.40.4		3ea4bfac3fc64b1759b30fc7dd326beb89840b33
org.dromara.jpom	agent	2.10.40.5		8dc28bcddcfde2b7c088c1d59e70a360e17173e6
org.dromara.jpom	agent	2.10.40.6		8a31c4132984143fbb9702424ba9699a2bd04145
org.dromara.jpom	agent	2.10.40.7		0036e4f420b70145e9d7a3bac12e98322ca5ceff
org.dromara.jpom	agent	2.10.41		e3243a6b995f7875ff757668baa9243a946a1e59
org.dromara.jpom	agent	2.10.41.1		86a24ae7a78699b3fa97d86cd22945a6e741da24
org.dromara.jpom	agent	2.10.41.2		2d58e15a6fe3392e0d71615694387f88cf90cb81
org.dromara.jpom	agent	2.10.41.3		cad05e0d33e270d4eb0007be3fe3cc33ecf35fbd
org.dromara.jpom	agent	2.10.42		7cac9790848a74f1decd12a4872f40f9aa147551
org.dromara.jpom	agent	2.10.42.1		730ed806205681f2315623f118746b13c6ab4e4f
org.dromara.jpom	agent	2.10.42.2		d62432d117bc0ea5316fe331e608513d9b177dbc
org.dromara.jpom	agent	2.10.42.3		5f266ac0a089aba4e2164c67135fb9d68f674135
org.dromara.jpom	agent	2.10.42.4		e3f16a8aba86626a5f9a0cd5d5bcfcbccc650758
org.dromara.jpom	agent	2.10.42.5		ff645479842d56c075971acae69ce447ca347802
org.dromara.jpom	agent	2.10.42.6		1a70b36d0859555ffce04af65cb403366ab2d4fc
org.dromara.jpom	agent	2.10.43		16db2d77fb9b0540bc15cf2bcfa17a9bc55efe82
org.dromara.jpom	agent	2.10.44		ffb187f498c809be76e96bf7a6629325d9742cd8
org.dromara.jpom	agent	2.10.44.1		3d4ba55b1e2abea101df6a61faf644492291b72d
org.dromara.jpom	agent	2.10.44.2		76782cf2152ea6d5fc874dd07b468dd8d8ae40c9
org.dromara.jpom	agent	2.10.44.3		23f80f0a738b6290a40d01f93a746652cbcde56c
org.dromara.jpom	agent	2.10.44.4		13432433000b4d0c83c0ce15ec2c6ca5bd44a1c5
org.dromara.jpom	agent	2.10.45		92ec6c8b1dd5cd0ac16d5013c8a90ae96a2af6ed
org.dromara.jpom	agent	2.10.45.1		db5482560126ab16dc46da59f136c360e5f452eb
org.dromara.jpom	agent	2.10.45.2		e1a4ee3004508b84a4b62eeafc229414dafb33bb
org.dromara.jpom	agent	2.10.45.3		167ee6242e09df8232ab9d4118626567b8d5b8e2
org.dromara.jpom	agent	2.10.46		b109550fae9e80767eb2f71368a86592719b9641
org.dromara.jpom	agent	2.10.46.1		e7c3a589254ad6b6147753c60c696d47a77708a9
org.dromara.jpom	agent	2.10.46.2		2390779c2d516ff0bcf0344164728754838f42e0
org.dromara.jpom	agent	2.10.47		8447a2fdf472175e5b0eaa2b21fbcaa751630876
org.dromara.jpom	agent	2.10.47.1		ac1873bc708bacb8c4921b1685be4fb442084164
org.dromara.jpom	agent	2.10.47.2		901aa0946a70d1b26de09ecb7a330b32b992ad05
org.dromara.jpom	agent	2.10.47.3		73547b3c60c08231a2ffd8fb67b3754f27f66b6f
org.dromara.jpom	agent	2.10.47.5		2ee908c6a49027744733bc8c8ce05705d54be100
org.dromara.jpom	agent	2.10.47.6		a048023b0eabfb10b6acfaf423780708133bad36
org.dromara.jpom	agent	2.10.47.7		80366cbb221a2842cf84491aa8e18d853a32ad07
org.dromara.jpom	agent	2.11.0.12		783d0471fb48290ae1e44cc68d9bf6ff5ce22991
org.dromara.jpom	agent	2.11.0.5		1a5fd66b55f313133ac78ecb81cb0b29cd98483c
org.dromara.jpom	agent	2.11.11		beed6af69f9fa559101a8cde01af8db79c310b4b
org.dromara.jpom	agent	2.11.3		06408f522e2581d794adc3d8cda08e311086520e
org.dromara.jpom	agent	2.11.4		13f331c24bd13c371017649cc52ec35d23b326a6
org.dromara.jpom	agent	2.11.6		7c7616f2a037dcd70adca0c6fb974533be7ae671
org.dromara.jpom	agent	2.11.7		cc1141db159cab0ae5280e679e3347269feb119b
org.dromara.jpom	agent	2.11.8		853df948db7eadfa64f22ef94dc33a27eeb20eaf
org.dromara.jpom	agent	2.11.9		835bef183ca7447e74607689b818ae092fe6a8be
org.eclipse.neoscada.core	org.eclipse.neoscada.core.common.iec60870	0.4.0		875f45fb2e56828e432cedd79db58a6f5628d3f2
org.finos.morphir	morphir-sdk_native0.4_2.13	0.3.0		9237aeb21367c1de25141da69d253b4547db05c4
org.friendularity	org.friendularity.bundle.headless.animation	1.0.2		61909ca0ab2c2ff0c0b2920c40adc0deddefac9f
org.friendularity	org.friendularity.bundle.headless.animation	1.0.3		8bbae14f90ce1ec258860af84f90c5c8d1af4cdd
org.friendularity	org.friendularity.bundle.headless.animation	1.0.4		11862f731c5734c59879d1d55f7ad167eba8ec61
org.friendularity	org.friendularity.bundle.headless.animation	1.0.5		4dfecb06af260fcb0312913cf9345a8d3d46c7aa
org.friendularity	org.friendularity.bundle.headless.animation	1.0.6		c09b7d255417a8ec8def138cbd331006ae610345
org.friendularity	org.friendularity.bundle.headless.animation	1.0.7		10959974eab248ec055c3f9067be22d1dfb4d63c
org.friendularity	org.friendularity.bundle.headless.animation	1.0.8		b7d1214eefb9dd8af9f8a8db259d48c9f37fedb7
org.friendularity	org.friendularity.bundle.headless.animation	1.1.1		cf3f0b8e7db42c8fdac0232234ee6b9061445f9f
org.gradle.api.plugins	gradle-gae-geb-plugin	0.1		7817953221ea8f8ea333386ac0f375fbc226d911
org.gradle.api.plugins	gradle-gae-geb-plugin	0.2		63b97b4eea0a5a9c35e6874d91212d5ccf763520
org.gradle.api.plugins	gradle-gae-geb-plugin	0.3		d9f5a81948b9c41b6e0ec7d2dc8cb499f99a17b5
org.immutables	mongo	2.0		e0c3323f22342762a5bbf53221cf3679c863e5ca
org.immutables	mongo	2.0-rc		f011f77d4b6634bcf328f9acc77f1efcf31ade9d
org.immutables	mongo	2.0.1		c7933b66d7fd3b2663336752ee10321b70e1d2cb
org.immutables	mongo	2.0.10		04fb5e397612ceb2a12ec56d23a91f3d6d8b4a1d
org.immutables	mongo	2.0.11		faa0aacd30c033b5fdc0a5b573030cf71fb32f29
org.immutables	mongo	2.0.12		ac80b23348f5ea6d4611e4e7a946d20456f6900f
org.immutables	mongo	2.0.13		b8bda85e71af404a2c08d65bf8236ea19862c1fe
org.immutables	mongo	2.0.14		9954c50342b342e01622e76691e3b9fa7c87f94e
org.immutables	mongo	2.0.15		36de55b698deef47ca1393012ac7667a30484dbe
org.immutables	mongo	2.0.16		223c63e72e58da25ff4ab2cdf8e071f9ec08e5f4
org.immutables	mongo	2.0.17		1fadcbcfb7fe0486ce15ed7162e9f0d6ce85534c
org.immutables	mongo	2.0.18		85d644c5d5cb6458e9c321216d821231634e926b
org.immutables	mongo	2.0.19		39149f8b2d874cd2fcf156337e5ddc1a246a2215
org.immutables	mongo	2.0.2		2d98bbf42ff723ecfd40fd06e342cc143f386400
org.immutables	mongo	2.0.20		cfdf9aebde9066dea452801e9d6b469968a1b665
org.immutables	mongo	2.0.21		3dc0437cefd5302c1f83175724a3c03d9c35a8f5
org.immutables	mongo	2.0.3		f9c37ad93a0586307ea8e0fd8c4d7bdac06618ed
org.immutables	mongo	2.0.4		2b5eb2a77e2511f968b07bb9908fa4c973a3461b
org.immutables	mongo	2.0.5		db878837130732060162113762d2d02c05ddce89
org.immutables	mongo	2.0.6		1cce4205ec4aa3f1acd1a713919a5e3b8558725c
org.immutables	mongo	2.0.7		0ce5fe9d3dd139d71967162ede3cb14f63c10809
org.immutables	mongo	2.0.9		4103e42448b36469e27a078e3a6620fea5fa6d9c
org.immutables	mongo	2.1.0		13ea478098300b48112452644165ba9e0c320b10
org.immutables	mongo	2.1.0.alpha		86af14bec7b2cdd1569841dc8cbccda68eccdf7e
org.immutables	mongo	2.1.1		e3b2a7edf4e4b8524fe3ac04166413ca8dfd9056
org.immutables	mongo	2.1.10		36344214d378038e79667eecc292c9803e64c4e1
org.immutables	mongo	2.1.11		5f84376eab33f81916b2d691d93a4123fd2d89b5
org.immutables	mongo	2.1.12		f0c3dc440579429c3e0b6316452528dd8ef735fa
org.immutables	mongo	2.1.13		7015ad457ff0bbec4f9c94ac7288d4e2a1b5b3d5
org.immutables	mongo	2.1.14		32bdf26d5415725e58f39244d31508c4086cdc87
org.immutables	mongo	2.1.15		ae26bb3f7f99bdcd97b50781ed10a63f99b8de91
org.immutables	mongo	2.1.16		5097deaa5f624ee13837712849c5199991e7ee0f
org.immutables	mongo	2.1.17		4afcf9dfa8d879419b823a8c2658b113eae3b3e2
org.immutables	mongo	2.1.18		a9e83adf17e0fbe28338574a4ba2e44ed58cdc50
org.immutables	mongo	2.1.19		e6f8b8942fa39a75a593dcb53a41280ea9e58e2d
org.immutables	mongo	2.1.2		42ae8d31e790c54b9544c415eea5f44db82a506a
org.immutables	mongo	2.1.3		3299d65803c49347becca071bc8f5543b06461dd
org.immutables	mongo	2.1.4		027ad97462c779a71d10e239dd39c64edf045698
org.immutables	mongo	2.1.5		0b184bd793d4688639f47f78fdfdc0da065cdf89
org.immutables	mongo	2.1.6		35634229d3503c9de5f5bee8c5f0735dc106842b
org.immutables	mongo	2.1.7		8ecadb587702ccde802080bbb8fea9d65f19fd43
org.immutables	mongo	2.1.8		bcc15c6bfe10c3519e3178ca6a2d903004ba0859
org.immutables	mongo	2.1.9		4002f0b2663becada1687d1c96b37da6d9bfece9
org.immutables	mongo	2.10.0		66933da13b736eeb5ddc4f36b84cbdb721aa61ed
org.immutables	mongo	2.10.0-rc0		1ba4adb460f864a3b3ffd0a5607fdcd49c1a1580
org.immutables	mongo	2.10.0-rc1		3a5a21b28797c8b215ce3242f35d2612a2eb6cb0
org.immutables	mongo	2.10.1		fa6acc1d9127208eb5bd42efb914c8d8c4618023
org.immutables	mongo	2.11.0-beta1		0e2b1943d51a2ee3cbeea3a1dcd224e5f190b185
org.immutables	mongo	2.11.0-beta2		be6a980f8deee7c9b4fe1b970d3626b924b31f98
org.immutables	mongo	2.2		2d0b8ab416b9ad08ab5900ab371ae837134447a0
org.immutables	mongo	2.2-beta		f5fc37118c4ea8225209356683985f5bb60b7e48
org.immutables	mongo	2.2-beta-2		540fa8f214d841ba3139952d185ffb8010f4e3da
org.immutables	mongo	2.2-beta-3		b8bc04edc545dd2b67e4544629e0535a53274d58
org.immutables	mongo	2.2-beta-4		1d9e649bad7a2fc3a1577c5f9064d659f246de6b
org.immutables	mongo	2.2-beta-5		942009de8d0f14712f71453aae5531df789e14a2
org.immutables	mongo	2.2.1		cff8aa3c4e840c70e9f7ff9cb83785390a35101e
org.immutables	mongo	2.2.10		2c0aedf3882d04fa0002d26731a2e6f2386383d1
org.immutables	mongo	2.2.11		fd7a995d66323c01859bde7fdbc80c95d0781773
org.immutables	mongo	2.2.12		63398dfc3c6f76fc2ea38e8c35b3695df1b59abf
org.immutables	mongo	2.2.2		25ac5a06bb0536671245f60ebeea4154f9837daf
org.immutables	mongo	2.2.3		e29aabbbd35e0ce6cef884cddf32ab420f058e28
org.immutables	mongo	2.2.4		dc80a856416564f3463c015ca94deb028ac61319
org.immutables	mongo	2.2.5		7fea7364657678e161f89a5abb273f316f6f0847
org.immutables	mongo	2.2.6		9e31bffe41fc270f065c8124d200587909a7d292
org.immutables	mongo	2.2.7		07dcc4978fb1f8fbf66315cc89221f14eb588c4b
org.immutables	mongo	2.2.8		cbe69e192dc281e66b83dfb71d094e548fc1db2f
org.immutables	mongo	2.2.9		d15773914ec5351f478d604e7c1bdc8b41f544e9
org.immutables	mongo	2.3		f9d4f4ac05a04da752de588239c63cf95ebd2426
org.immutables	mongo	2.3.1		b453bb51cd8854557c4e2a523365e8faec9da6ee
org.immutables	mongo	2.3.10		0b390e35b75312e325d8339abfb58471e9eb8845
org.immutables	mongo	2.3.2		81046f3d0688c2328bc1dd4310350ab97f9a9dbd
org.immutables	mongo	2.3.3		142139aa0490b7a7a563708974846d7ee73e1f90
org.immutables	mongo	2.3.4		cb434a94f43ad71099076d8b39ae879cb9c3d54a
org.immutables	mongo	2.3.5		03190d4eeacfffbf02b6d6b5343e5cfdf8d11120
org.immutables	mongo	2.3.6		2c92914c662ec0bfe7e1f8b5ce4f1c19930f1241
org.immutables	mongo	2.3.7		2a7a09d33556ad8081ebec0c93ea8d8f333d969e
org.immutables	mongo	2.3.8		bef15a5aafb274ec1f39fbbe727745137a41522e
org.immutables	mongo	2.3.9		c186491ac5671a68ae225a305d536eee7ae9be06
org.immutables	mongo	2.4.0		d008464a36030a85668d02215040c37e54207d53
org.immutables	mongo	2.4.1		7e742057ed1c8745b6c6a628e0875eda518cafca
org.immutables	mongo	2.4.2		c2ddfd70a564a5e4ddc64a278b7995c09fa51127
org.immutables	mongo	2.4.3		90446dd5eb4c67f5fe93d71a6e1a6259d7ada10f
org.immutables	mongo	2.4.4		32c2952d863083c6f385f5f007841ae3c801d646
org.immutables	mongo	2.4.5		c22dca09390c4187f773865918fcf339c21d2c2e
org.immutables	mongo	2.4.6		b5c1aaffb7969211bb9775287880f3f202738983
org.immutables	mongo	2.5.0		48403e2924bb0fb4bdfca6755213a8a736c2c3b4
org.immutables	mongo	2.5.1		4e1b335c2bae2530f85532ef296abc6fdbb0dedf
org.immutables	mongo	2.5.2		2969f78a988da367cd68f072c3e6fc91214162de
org.immutables	mongo	2.5.3		f19140a823c40eab3e3cd0e350960d4fca6f4085
org.immutables	mongo	2.5.4		44adb91bcbd2f160407109cda993cb836cfe46a3
org.immutables	mongo	2.5.5		d6bafc2ba00e55a6ffe42c30477ed8c26cacc48b
org.immutables	mongo	2.5.6		58b30277c04a5d2ef1e0f72607d117b7aec6e86c
org.immutables	mongo	2.6.0		efaa1b9dc8b6f05768c23ca8bc19077da374cc8f
org.immutables	mongo	2.6.0-alpha1		5ed98e27e21e0f1cba68ce6fd5d048627642b134
