activesoap	jaxb-xalan	1.5		6b10269457d75d4bd2a045e81cf620102f54692a
software.amazon.awscdk	lambda-destinations	1.89.0		f3799404aa1b25637a80f4ccca53a651d43113c8
software.amazon.awscdk	lambda-destinations	1.90.0		da32eadc6e1f00c16b30a6e67ba42b71c6c88ec0
software.amazon.awscdk	lambda-destinations	1.90.1		72b9f7f7ec89fd27fe2da0f03df23a57cd7cbb7d
software.amazon.awscdk	lambda-destinations	1.91.0		b3db06805103a565cbb01011183c4bd4bd607fbc
software.amazon.awscdk	lambda-destinations	1.92.0		81f5f108bbc707d51d76e0b95b35a84aa72fbc1e
software.amazon.awscdk	lambda-destinations	1.93.0		a6d350dbf4cb37421a0f3296553c89d4a1b1b451
software.amazon.awscdk	lambda-destinations	1.94.0		21dbe7f70dc3a3ebba45f7077c3c5b7e196eaad4
software.amazon.awscdk	lambda-destinations	1.94.1		682474f08fc17cbb192e25ef77063712002b307e
software.amazon.awscdk	lambda-destinations	1.95.0		ed2c7b1886b2932605390b821c7019a68f4df209
software.amazon.awscdk	lambda-destinations	1.95.1		36c40f797eb019cc5ef57b0f9a5ed0e891109f75
software.amazon.awscdk	lambda-destinations	1.95.2		313712eec9a5259bdc8758dd61dc37722c88a9b0
software.amazon.awscdk	lambda-destinations	1.96.0		8257185b5d7006d7ea67b758b1d65204a8fd9995
software.amazon.awscdk	lambda-destinations	1.97.0		bdd1c1ddf9aa33916ea19bd61de7424044366518
software.amazon.awscdk	lambda-destinations	1.98.0		a761b131ad5d276fc2b5d41f168017227da64e9f
software.amazon.awscdk	lambda-destinations	1.99.0		8507adedeae47e5dca157bfee2f8e9467ef24e6c
uz.rsteam.coil-3	coil-compose-core-wasm-js	3.1.1		N/A
