biz.netcentric.aem.ops.healthchecks.migration	hc-migration-felix-healthcheck-package	1.0.0		N/A
de.adorsys.ledgers	ledgers-user-management-service-api	3.14		971eee6592f668ba2ed25508aabd455d86fe3d42
de.adorsys.ledgers	ledgers-user-management-service-api	3.15		b93cc59a1038c69c5b45f4377b8d2be9c012b4a3
de.adorsys.ledgers	ledgers-user-management-service-api	3.2		7cedb41e6539b1393d922ac2c6c93ed8f1ace832
de.adorsys.ledgers	ledgers-user-management-service-api	3.3		b6d6956ac5b02d6ee77b45bc2ccb8eaa82bcff84
de.adorsys.ledgers	ledgers-user-management-service-api	3.4		fb7a3f71a29dacb0424512f9a8fb477b78d413bd
de.adorsys.ledgers	ledgers-user-management-service-api	3.4-RC1		be5f61f084a49fb3c753dd5660b5166773e55aa7
de.adorsys.ledgers	ledgers-user-management-service-api	3.4-RC2		2926cc3277b8600ad78055dcc3ae2c188f56de08
de.adorsys.ledgers	ledgers-user-management-service-api	3.5		df65051e0395d5b18d46df9f0d9b8d1e73420533
de.adorsys.ledgers	ledgers-user-management-service-api	3.5-RC1		31e50fd4a0b535283efb2c1ae5f4935058884890
de.adorsys.ledgers	ledgers-user-management-service-api	3.6		02034804af22e32d0c463d6e33c45c3812f710a3
de.adorsys.ledgers	ledgers-user-management-service-api	3.7		b2f915f1166c82b6c0249e4fa08a602896f68106
de.adorsys.ledgers	ledgers-user-management-service-api	3.7.1		81eea34d188f3322d98dcc9678454d2a6bfad5aa
de.adorsys.ledgers	ledgers-user-management-service-api	3.7.2		13eba63dcf59247cc85181bda83ac5769b83b11f
de.adorsys.ledgers	ledgers-user-management-service-api	3.8		3d1633c41ab1c698a684fcc6ed7e6b624fef255a
de.adorsys.ledgers	ledgers-user-management-service-api	3.9		e4445de583578fe2ca24105647f7b200836608cd
de.adorsys.ledgers	ledgers-user-management-service-api	4.0		cb7b3132197b9221b175ae4163bb443a6539326f
de.adorsys.ledgers	ledgers-user-management-service-api	4.0.1		2fd7770bd127fb42db14a4a61a03c12e87f48ea2
de.adorsys.ledgers	ledgers-user-management-service-api	4.1		d06ce7092511a64e87b768134420bfe2eb1388fb
de.adorsys.ledgers	ledgers-user-management-service-api	4.10		bddff4d6cf9fa9f84ee2436fafc914fd05a3ddb7
de.adorsys.ledgers	ledgers-user-management-service-api	4.11		74f163883589180361af57f05a657aa407888dc3
de.adorsys.ledgers	ledgers-user-management-service-api	4.12		a2cce3e8ec31b4517438c2cb0089b5429dbc8835
de.adorsys.ledgers	ledgers-user-management-service-api	4.13		61483af32a58b2b02f10f683c93e8f8cc1263867
de.adorsys.ledgers	ledgers-user-management-service-api	4.14		de801f3942a1aa40ea691ce73080b14630db0966
de.adorsys.ledgers	ledgers-user-management-service-api	4.15		a48f01428238923e1badd25154d5257168d3ad03
de.adorsys.ledgers	ledgers-user-management-service-api	4.16		8239ad51e6b5800ad2afa10b2112200467475eed
de.adorsys.ledgers	ledgers-user-management-service-api	4.17		784bfa8bd7779c884a136dd1fc66ed0227d44680
de.adorsys.ledgers	ledgers-user-management-service-api	4.2		568d1981b2ee42d15d8cd1d68e037e196484cb63
de.adorsys.ledgers	ledgers-user-management-service-api	4.3		07d0011b0294b0a17ad4c641d3a66cb1bcacdaf8
de.adorsys.ledgers	ledgers-user-management-service-api	4.4		3dc9b186b7a8abb9b9cc7fa0a1e0767e84869b5a
de.adorsys.ledgers	ledgers-user-management-service-api	4.5		cc89ec0d750fe33935b213f393693f389d69b180
de.adorsys.ledgers	ledgers-user-management-service-api	4.6		0f7cfaeb705485aee729314c26f7d9d901191ee8
de.adorsys.ledgers	ledgers-user-management-service-api	4.7		f080601320d3d3654ccc0b4eb5ebbda178f5f990
de.adorsys.ledgers	ledgers-user-management-service-api	4.7.1		ebaae4c68e1691ddcc9699971b8bc5869ef6e312
de.adorsys.ledgers	ledgers-user-management-service-api	4.8		8ebdba76ed3795e6b5962828c363d4dc63fe1e5c
de.adorsys.ledgers	ledgers-user-management-service-api	4.9		c9c275c56178902c760af3677514214f6db74850
de.adorsys.ledgers	ledgers-user-management-service-api	4.9.1		bded8dddcc6389272ac087e2781f2ea01bcd41fd
de.adorsys.ledgers	ledgers-user-management-service-api	4.9.2		8881d74946f3d46d01974f92948705849a6ffdb5
directory-protocols	ldap-protocol	0.9		4b74dfe4b0936e16a1e3ee88a7edb3c727be87fc
directory-protocols	ldap-protocol	0.9.2		2b9c9a513ff5b843cbbf1cb291f38d76d8291165
fr.opensagres	fr.opensagres.xdocreport.document.pptx	0.9.0		951d951a607ebf651eac9fa389596837e953806e
fr.opensagres	fr.opensagres.xdocreport.document.pptx	0.9.1		979c766105e1b93a7eef557fb02b6503c9a98504
info.clearthought	table-layout	4.2		b81a854955a25ba36c9f01cb846a0b2bbb6a1743
info.clearthought	table-layout	4.2.1		48cfa5b4150a55311c20279fa185593c3d801166
info.clearthought	table-layout	4.2.2		d5350ba9db8b614756a7230b7db8cbb0d3df8424
info.clearthought	table-layout	4.3.0		ca97869e70d646ce3ab372e448e847c43366000d
io.amient.affinity	metrics-reporter-kafka_2.0	0.10.0		562e1210579cb126a8c16fbb27a775c209874955
io.amient.affinity	metrics-reporter-kafka_2.0	0.10.0	all	a2caf27d9d80ec0268f18921d00ccf9c09e4be6c
io.amient.affinity	metrics-reporter-kafka_2.0	0.10.1		bf0fd3928afdf5414206678151964b7f9ceed5e5
io.amient.affinity	metrics-reporter-kafka_2.0	0.10.1	all	123ac51a52d24e44e8008156cbc32b2e5840dd95
io.amient.affinity	metrics-reporter-kafka_2.0	0.11.0		54b7c75d92e1456959bb58ce15b3b63c33a29ffb
io.amient.affinity	metrics-reporter-kafka_2.0	0.11.0	all	f3c417d776ed39d96e7b87bd3af659445b75f7b4
io.amient.affinity	metrics-reporter-kafka_2.0	0.12.0		a97b733ffb561e25d5df29ba54612680bb872eda
io.amient.affinity	metrics-reporter-kafka_2.0	0.12.0	all	efc25353a0a20fffa0f066a17cc077534dd89d75
io.amient.affinity	metrics-reporter-kafka_2.0	0.12.1		c30b8f177179d6f59c4a926db4a480d39de698e9
io.amient.affinity	metrics-reporter-kafka_2.0	0.12.1	all	08b8c107a5ad1f0d5570b59e28d591292a038859
io.amient.affinity	metrics-reporter-kafka_2.0	0.12.2		4a15f793999c95fbed5e6f4c14225affe810bec6
io.amient.affinity	metrics-reporter-kafka_2.0	0.12.2	all	02229651858aba5052eb4aa8466d0717e9f2ae09
io.amient.affinity	metrics-reporter-kafka_2.0	0.13.0		0003b86e2b572f6a3e7a1f146b10de79161ba134
io.amient.affinity	metrics-reporter-kafka_2.0	0.13.0	all	13257a67ae65478d6fe5110bafc2950701aaf22d
io.amient.affinity	metrics-reporter-kafka_2.0	0.13.1		c9df9eaaddb9c8c96ff0f14edfbb50c081c67fd7
io.amient.affinity	metrics-reporter-kafka_2.0	0.13.1	all	ee44561314f8f22893cc7e91ecb9786b3c2dc724
io.amient.affinity	metrics-reporter-kafka_2.0	0.13.2		a0e75aa8f94b297a65d130c4b6cc5bc84b206569
io.amient.affinity	metrics-reporter-kafka_2.0	0.13.2	all	e95d9dc899eb4da3015be0818525b8230b0a00a5
io.amient.affinity	metrics-reporter-kafka_2.0	0.13.3		aa6aa0a928f83600c21b83a06cbc6bb095fbbb53
io.amient.affinity	metrics-reporter-kafka_2.0	0.13.3	all	62b2c349634090f3b6616c1717722e8675b35876
io.amient.affinity	metrics-reporter-kafka_2.0	0.13.4		0e665eaa32656728b05e89367681e1f8a2ee68e3
io.amient.affinity	metrics-reporter-kafka_2.0	0.13.4	all	1896ed0e9d86c6c4cbc247b0f59bf823ad0291bb
io.amient.affinity	metrics-reporter-kafka_2.0	0.13.5		d1da0ef14f5f81583b82311e1a27fd89bf8281af
io.amient.affinity	metrics-reporter-kafka_2.0	0.13.5	all	d804b9218fc5c5eb297c6ed6b54e85d0fbee7ba9
io.amient.affinity	metrics-reporter-kafka_2.0	0.13.6		d71cd04421398f5baa4285ea1d8f8d0516fe6a68
io.amient.affinity	metrics-reporter-kafka_2.0	0.13.6	all	1eb0f81594e27d00724b51d48d5803128bf26437
io.amient.affinity	metrics-reporter-kafka_2.0	0.14.0		72c89ef4a204960802a26eba0c64987c135d25e2
io.amient.affinity	metrics-reporter-kafka_2.0	0.14.0	all	6315ca06d5ab31a341e270cc1c32e73a8dfa1a30
io.amient.affinity	metrics-reporter-kafka_2.0	0.14.1		bf666f084c40b4cfb0bbc23e97644e5bbb2a5e88
io.amient.affinity	metrics-reporter-kafka_2.0	0.14.1	all	d84a891056fae094b59263429a18d5e4d16289f4
io.amient.affinity	metrics-reporter-kafka_2.0	0.15.0		c9bcab21a3c68dedc13137cb2402ecbe25ffe7ea
io.amient.affinity	metrics-reporter-kafka_2.0	0.15.0	all	7853af7fd1657676b8d0ebdfe48ca565da1f118f
io.amient.affinity	metrics-reporter-kafka_2.0	0.15.1		bccce5d9fa36477a47c0a46ca78fde818236cfb7
io.amient.affinity	metrics-reporter-kafka_2.0	0.15.1	all	42d8b666ff4ede07a9de6063333bbf16e8bfa7f4
io.amient.affinity	metrics-reporter-kafka_2.0	0.15.2		e1097970e1e44468aec4f6c6ecc26ec77e996053
io.amient.affinity	metrics-reporter-kafka_2.0	0.15.2	all	a67942b563a1af818573725feb4e45f58a0fdc47
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.0		3e2af805d60e2059009517c70b7f4f610c52e674
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.0	all	9a29b2cf7400b6909ccf9f127a75c02269c44be2
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.1		6f74956c3693706cd5d85e13cadd82ea7fbaac7c
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.1	all	7c630325403c2817b64a2d444966334f46b38c16
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.10		5e87e92596a6a520c2020027352eb82132ae5dca
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.10	all	f5b1a4352556e36caf34d3fa9c5d69c84bb4eda5
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.11		c22213d5a42ee31eaac81bddb8c0c3340d388f7b
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.11	all	399d5841591efc83b2ba90c5d08d5cfd14afb253
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.2		68a873ec671bfff112069f9949c88c2ed7ec1ff0
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.2	all	14338fb93e6e3edcc4cd64b4e9385aeff590d948
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.3		6793fde220850385130878e3fdb1b0a0c0eb2c8d
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.3	all	f429aa6ebe637f98bbde3c34d2b95232460eb1aa
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.4		8590e3113dd336f9f8e57eea85565e019627b022
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.4	all	b4db9f91eb6c7c26f9ce6c8862e53d24ad94a492
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.5		5fe41a6961c04fc64647e58ed26cb41321f44e80
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.5	all	e2f72b1b9cb68ebbcf67414b720dc923a9ed2a5c
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.6		2ee08dbdd47a21d3741e5b5e329942a398165655
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.6	all	f97f9eb5bf20f3b7a5ba4915daded5a17c68ea7b
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.7		6ae6db4f1f7faf29cda888de6e4ba8de068b179c
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.7	all	3b42a433cb0dd80c0b879f960b8846e40ec4aa6d
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.8		aae8d6b03141553934d324bcd120e32a84cb021c
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.8	all	a94ae724ee555ea12d5acb4746d4ca940e32baed
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.9		ee862b3c72bec59067d98947f1aaa08b8475434b
io.amient.affinity	metrics-reporter-kafka_2.0	0.9.9	all	b5eea599e6031483336bf23c9c20832a832c6f09
io.get-coursier	interpolators_2.12	0.0.1		a83005809b95fe7b68cdd1bca775296b8f6de2a0
io.get-coursier	interpolators_2.12	0.0.10		8d1e90bc245608122aec0e175902c8c6cdf32292
io.get-coursier	interpolators_2.12	0.0.11		4495f247535a3605793c0d342ca18e62e6e2e7be
io.get-coursier	interpolators_2.12	0.0.12		46a668662ad1a36a82cc16390c0d2db2874ab58b
io.get-coursier	interpolators_2.12	0.0.13		42d7a61a20c26837128cb4bc1ecd1b7600b518cd
io.get-coursier	interpolators_2.12	0.0.14		377abfc53da4ca971805b4b49710f414ec6c52e6
io.get-coursier	interpolators_2.12	0.0.15		5fdc3cdefd690cffc7d53f1a18388c70b0b45052
io.get-coursier	interpolators_2.12	0.0.16		f85dfd7aa49e5e945559a5267a57c2d5ab0fd751
io.get-coursier	interpolators_2.12	0.0.17		2c354a3e7a0ae0a59af8c9087ea5dcff8b65032e
io.get-coursier	interpolators_2.12	0.0.18		eb08e7f90b09830b794416d146614947e5c57de2
io.get-coursier	interpolators_2.12	0.0.19		9d463375c1d1d5950a198606a443c212020b1026
io.get-coursier	interpolators_2.12	0.0.2		d4b5b8353d08b08c623156e11c7128aa47e7e601
io.get-coursier	interpolators_2.12	0.0.20		8d45ff00cec30930271d7a9b590d75d75dc21dd0
io.get-coursier	interpolators_2.12	0.0.21		9fa482f3dd1b70e58734b38a459805cd50099a73
io.get-coursier	interpolators_2.12	0.0.22		ae3369a29b3334e35e223b76d770bb27e486af5e
io.get-coursier	interpolators_2.12	0.0.23		b364f6d528077c96a2157db43703d7d2fc0b210f
io.get-coursier	interpolators_2.12	0.0.24		4615f59e05952f31b3d10c921fb674ab0ebe8036
io.get-coursier	interpolators_2.12	0.0.25		746103f94993ce806f110cae5ebf9a5f8d6a04d6
io.get-coursier	interpolators_2.12	0.0.3		e381171fc319d6bd3844ccacba25f80ad1c31e08
io.get-coursier	interpolators_2.12	0.0.4		670bdfbf81119d93f17b661df2d507e7ff024791
io.get-coursier	interpolators_2.12	0.0.5		88dd339ff2248708ef5dbcd620f18548cd56832c
io.get-coursier	interpolators_2.12	0.0.6		72cf7f7f2ca81bf83b261273da007a0ecf884c0a
io.get-coursier	interpolators_2.12	0.0.7		e03b0c5ffd1380061cf7d66c5db52e0a522d9096
io.get-coursier	interpolators_2.12	0.0.8		38dc3f4e68547ef9e31bc9c176ee345ead36a07a
io.get-coursier	interpolators_2.12	0.0.9		dc6f69d2e0cc5fe44dc3ba63a8d1668eb58e2a54
io.get-coursier	interpolators_2.12	1.0.0		053b0cb0b402eb1e4b5fdf872f644383fa3eb599
io.get-coursier	interpolators_2.12	1.0.1		399b4aa36590cca1c4df1867704b6879028e47f6
io.get-coursier	interpolators_2.12	1.0.10		55d56743ec137247fafb1055282a11b4a0e06cdd
io.get-coursier	interpolators_2.12	1.0.11		134c2ceda8b4d7952496ead87dfb560413af2d26
io.get-coursier	interpolators_2.12	1.0.12		4f5763b1840b44b581b6fe30107ba679d2e50323
io.get-coursier	interpolators_2.12	1.0.13		96945f1603870bd289d969178fecc66c28ca9580
io.get-coursier	interpolators_2.12	1.0.14		4aa70d4a5b17c536c1aac343c1d45e1fef3e1c3f
io.get-coursier	interpolators_2.12	1.0.15		3a6b1a8a7e2aa8e0acc4e6f67f4bdc37602b93df
io.get-coursier	interpolators_2.12	1.0.16		ebd3f4d54535d5cfaa0fbbc71cc8a9e832a3d222
io.get-coursier	interpolators_2.12	1.0.17		2975b088732eee6ee5b5def0dd2f648dd4398d92
io.get-coursier	interpolators_2.12	1.0.18		5e9bbf1d9902799a7e2ccc1ca03e54f4cc89c5f0
io.get-coursier	interpolators_2.12	1.0.19		8be61bd9ff3e3cdd03b8f64655b6ceb10c65251e
io.get-coursier	interpolators_2.12	1.0.2		cfa72a140a34c774fe5283b0d7a291398bfa1d7b
io.get-coursier	interpolators_2.12	1.0.20		79e282fa32e65fb6e829e56fe231fe244de7710b
io.get-coursier	interpolators_2.12	1.0.21		82d4653de47485326a05d235eb40f56fd27ffdae
io.get-coursier	interpolators_2.12	1.0.22		1cbb2c07d5deaeace0fabf933f440e834f6b01ca
io.get-coursier	interpolators_2.12	1.0.23		0a4bc681b4e66b62abf0e063975f96d772adf98e
io.get-coursier	interpolators_2.12	1.0.24		8d3fce139c82a3a21ba13fde8e8806f0be24e77a
io.get-coursier	interpolators_2.12	1.0.25		a9dcfa23a4c317995217dacb10dd5b39cad66867
io.get-coursier	interpolators_2.12	1.0.26		1c5a98fbeba38489dd95a0b24a507bf23be16177
io.get-coursier	interpolators_2.12	1.0.27		8664b6cbeede1126d416fbae0f115082ed18ba75
io.get-coursier	interpolators_2.12	1.0.28		3cdb4846d631e17e899a978f917733b21e278545
io.get-coursier	interpolators_2.12	1.0.29-M1		201f8a3cf235142bdb5f92e51a7b3a7a5a169f82
io.get-coursier	interpolators_2.12	1.0.3		12c67c6597ebb940499f957a7cd925a963acc315
io.get-coursier	interpolators_2.12	1.0.4		103a53abb4cdcd8080682477868b9cb535574fea
io.get-coursier	interpolators_2.12	1.0.5		3a6dfe93f6f87451a2bf32754483f16ed0856292
io.get-coursier	interpolators_2.12	1.0.6		0a7a263ed61d2d6a522adf86ad107d27741baca0
io.get-coursier	interpolators_2.12	1.0.7		b2b971eb3d8d75d85a6ffb922e18cc01b7defc90
io.get-coursier	interpolators_2.12	1.0.8		4da8d71a9588eee2f9befc34fb65c930282a2720
io.get-coursier	interpolators_2.12	1.0.9		b55c8f7a3af007411cdba1297dd72e40366f54d2
io.github.adityabavadekar	pinlog	1.0.0		736aa25969427d21bd649ac420b2858a9368c5b6
io.github.adityabavadekar	pinlog	1.1.0		9c2008b77004666bd64569f1d5f7d9e35c9e2587
io.github.breninsul	okhttp-logging-interceptor	1.0.0		4eb4a2a45580bc05d6ab4e499904c5f674757016
io.github.breninsul	okhttp-logging-interceptor	1.0.1		265113ab7d127a611fda0ef8c51d93a67f351367
io.github.breninsul	okhttp-logging-interceptor	1.0.2		af685e989beae1f81cd14d26a664f679bfb068ed
io.github.breninsul	okhttp-logging-interceptor	1.0.3		caab73f1ea0d0a3a6343b951fa4fda9bdd94b04b
io.github.breninsul	okhttp-logging-interceptor	1.0.4		65ca514c759bef1c33e6ec0bdc83c0d8557b644d
io.github.breninsul	okhttp-logging-interceptor	1.0.5		c3632709163b69193bd0ec779252dd97f2ab5b88
io.github.breninsul	okhttp-logging-interceptor	1.0.6		b0e636b2c8be96a79f7f691c3a44884baf11b793
io.github.breninsul	okhttp-logging-interceptor	1.0.7		3c5d1f7814b8eabdb3730e5eaaa752d019c87ae4
io.github.breninsul	okhttp-logging-interceptor	1.1.0		add72a418cf1e47fb1a06ab0e7d5575c774038b0
io.github.breninsul	okhttp-logging-interceptor	1.1.1		49698efd584755a22acac3979d62ac76e90c32f9
io.github.breninsul	okhttp-logging-interceptor	1.1.2		415f94e1db7d309f93d2fda5febb2ee4482cc290
io.github.breninsul	okhttp-logging-interceptor	1.1.3		3df38e68b464cfca88e023f1aa1fb94f66c05feb
io.github.breninsul	okhttp-logging-interceptor	1.1.4		51addbf50b5ec89c4d797b092e7716c0a7f6c8fd
io.github.breninsul	okhttp-logging-interceptor	1.1.5		9e9be9c8dabc16f15f0f81f6bd0e36c4d2824fd2
io.github.breninsul	okhttp-logging-interceptor	1.1.6		ff5c50a85213f5cb5ecd38762a4f2bc47997653c
io.github.breninsul	okhttp-logging-interceptor	1.2.0		4714fe33efea74cba112643b6f1df3e2d6ce4d67
io.github.breninsul	okhttp-logging-interceptor	2.0.0		1fccbb3bc7ab5339a0dd1fde7f25f13436dc716d
io.github.coltonliang	arouter-magic	1.0.4		6bc0c5706e77353b9840ce34d5ce00f5a0be92a4
io.github.coltonliang	arouter-magic	1.0.5		9481b7d156c4900336a1484a35eaa7bc120259bc
io.github.coltonliang	arouter-magic	1.0.6		6b065c59476d30055d0af09034a6580ac98a34fa
io.github.coltonliang	arouter-magic	1.0.7		176ebf307a9d07276229ceb0a9451d1be509086d
io.github.nearbirds	cbacclient	1.0.1		9729e27503b4bfa95a895108e259c30fc772c15a
io.github.nearbirds	cbacclient	1.0.2		727bba8d5e4c765dfecbbe46f6a9dc055b10ff1b
io.github.nearbirds	cbacclient	1.0.6		45061d5950bd15ba05c969346799e1c5d41a8287
io.github.nearbirds	cbacclient	1.0.8		15fc8ff0fc98bbabadd5ec9874070afee7c578f2
io.github.nearbirds	cbacclient	1.0.9		3965636462d09a35120a302a3ea5b9b97a1a0c12
io.github.qaralotte	meru	0.0.1-ALPHA		56ff5ea7f3e713d2249082c4a484e4fd9255eb74
io.github.qaralotte	meru	0.0.2-ALPHA		c5c74025499a81fa63ca848c2d13b4904fae6707
io.github.qaralotte	meru	1.0.0		9a165927912c8629da924479c5b9bf8b99fcb430
io.github.qaralotte	meru	1.0.0.1		32881f38234e43efc56dff8b29fbb54b4a2d84c2
io.github.skolson	kmp-io-jvm	0.1.3		04cbd5a56d3485c43958d9ced3e4c22683351c40
io.github.skolson	kmp-io-jvm	0.1.4		c7513dc4114cc1d3552fd54669d52481591b14e3
io.github.skolson	kmp-io-jvm	0.1.5		6bb02afd9c1da73481a5883c7960cf1594126384
io.github.skolson	kmp-io-jvm	0.1.6		6bb02afd9c1da73481a5883c7960cf1594126384
io.github.sparql-anything	sparql-anything-model	0.9.0		f1ae81db052a05a2974e5c1c58fc69783baa3b5e
io.github.sparql-anything	sparql-anything-model	0.9.0-RC-2		a8afdb1dc58710dbadf653b9298cf279b7f502f5
io.github.sparql-anything	sparql-anything-model	0.9.0-alpha-1		b4388f1c73c02d3608625aa5f8e9140fa1f7774f
io.github.sparql-anything	sparql-anything-model	v1.0-DEV.1		4a5af5106cc88690e30ad4024f427222623fc232
io.github.sparql-anything	sparql-anything-model	v1.0-DEV.10		ea170d5c1b492c61fc807e7b928687150a0e4b4b
io.github.sparql-anything	sparql-anything-model	v1.0-DEV.11		94dc8513b07e589351901cdb5e91fee9c9fa38b8
io.github.sparql-anything	sparql-anything-model	v1.0-DEV.12		b9282118141a6e87573dda3198406f249abcd63f
io.github.sparql-anything	sparql-anything-model	v1.0-DEV.13		1c5db15987c1938b187aab0ff05ec470742898b5
io.github.sparql-anything	sparql-anything-model	v1.0-DEV.3		9f0bb597bc2b3f3d4d58e220937ba07520a8e3b4
io.github.sparql-anything	sparql-anything-model	v1.0-DEV.4		03c55a101877d7f5d659c053581bbe6e36f8d4f7
io.github.sparql-anything	sparql-anything-model	v1.0-DEV.6		76509b1340ddc971d433f09e79dbc86580410e16
io.github.sparql-anything	sparql-anything-model	v1.0-DEV.7		1480233d713a91164a93dcf25cb672e4f7883b5f
io.github.sparql-anything	sparql-anything-model	v1.0-DEV.8		2c19893eb2cbd35ce4b6df94c8fa7ea7fb4849d7
io.github.sparql-anything	sparql-anything-model	v1.0-DEV.9		71929b7448288dcf4b362c559f97b9598039d5e0
io.inugami.security	inugami_core_security_ldap	2.0.0		e7db4676e43c66f9b17602e036ffbe2e55cc4cb6
io.inugami.security	inugami_core_security_ldap	2.0.1		28b5b8ee70a4b521b3c20fa7b41f8f94a683146b
io.inugami.security	inugami_core_security_ldap	2.0.2		20e33894dc0a75e21692f582958fc9b5df6665a1
io.inugami.security	inugami_core_security_ldap	2.1.0		2bcd9f350ba248f39594f6dd6e491c9b53f9f345
io.inugami.security	inugami_core_security_ldap	2.1.1		e4a373f8fda2f130a5714739c52fd9674c59cb01
io.inugami.security	inugami_core_security_ldap	2.2.0		b1af7f5f73efdc9c0418144c8e42b9a95522fab4
io.inugami.security	inugami_core_security_ldap	2.2.1		208014204939961774ff6363fe86b5d17f07afd5
io.inugami.security	inugami_core_security_ldap	2.2.2		60e8dc20bbdeff6f61dfe1f1f0691268b7c7205e
io.inugami.security	inugami_core_security_ldap	2.3.0		85f18880c500ac435ab0def59f2b4ddd198d68cc
io.inugami.security	inugami_core_security_ldap	3.0.0		5ea0e99efe653737fbc2248e673c94db94872d18
io.inugami.security	inugami_core_security_ldap	3.1.0		864200ac23ec88430bd8032bed10e1cd170f7737
io.inugami.security	inugami_core_security_ldap	3.2.0		dbb11ddea6a5ead9dbe15ad672b54c73db891433
io.inugami.security	inugami_core_security_ldap	3.2.1		97bedcb8406715f85bce4e577147be9cf6fb29b8
io.inugami.security	inugami_core_security_ldap	3.2.2		cff6b35f12dd6394ab5fd94b602a7354984336ed
io.inugami.security	inugami_core_security_ldap	3.2.3		a11a70fac355fd21aebf90e74de151b913811fa6
io.inugami.security	inugami_core_security_ldap	3.2.4		1b7bbc14dc2329001cf7444869520637c18e6cd2
io.inugami.security	inugami_core_security_ldap	3.2.5		900716451dab6272498349f167f392d93f787730
io.inugami.security	inugami_core_security_ldap	3.3.0		3538251fd5d2ef60417b5eb8dafe439210499483
io.inugami.security	inugami_core_security_ldap	3.3.1		4568dfb3dd0173061e1e058502edf9f9dfc3f5c5
io.inugami.security	inugami_core_security_ldap	3.3.2		8558bed8ddc750227540611189ebe08ae4dcd315
io.inugami.security	inugami_core_security_ldap	3.3.3		fd823c09ad12547b39e96b0669533fa5bfc3e265
io.inugami.security	inugami_core_security_ldap	3.3.4		15bf010ed033f9aa70b792d424713f1b31eade20
io.inugami.security	inugami_core_security_ldap	3.3.5		f76601d762069bdf14fb583e5b5da03b8104c8be
io.mockative	mockative-tvosx64	1.1.0		N/A
io.mockative	mockative-tvosx64	1.1.0	metadata	f3094c78bad4b2863cc834c8216900c065eee8f1
io.mockative	mockative-tvosx64	1.1.1		N/A
io.mockative	mockative-tvosx64	1.1.1	metadata	c70d595d8f5f99c38721cdae28560f45a2a2ceb0
io.mockative	mockative-tvosx64	1.1.2		N/A
io.mockative	mockative-tvosx64	1.1.2	metadata	d1fd87153543923cf6d82d3c388f7a0ebe70f506
io.mockative	mockative-tvosx64	1.1.3		N/A
io.mockative	mockative-tvosx64	1.1.3	metadata	9eb205ff276674c9ae9528fc81218bb2bc7e6d8b
io.mockative	mockative-tvosx64	1.1.4		N/A
io.mockative	mockative-tvosx64	1.1.4	metadata	56fa6e7e59413a25c5e46ff218b32e1853b911f0
io.mockative	mockative-tvosx64	1.2.0		N/A
io.mockative	mockative-tvosx64	1.2.0	metadata	b5356beb7b9c2b1bc6d90bac8d2d29ca6ce6355c
io.mockative	mockative-tvosx64	1.2.1		N/A
io.mockative	mockative-tvosx64	1.2.1	metadata	5e2b281f84e8203111024c96031012a9b862057c
io.mockative	mockative-tvosx64	1.2.2		N/A
io.mockative	mockative-tvosx64	1.2.2	metadata	356c4b792b57bbe827262f94f8b0bf64b04788e9
io.mockative	mockative-tvosx64	1.2.3		N/A
io.mockative	mockative-tvosx64	1.2.3	metadata	065bd858bbb2e55ec02c28405d7aa714e0d6de5f
io.mockative	mockative-tvosx64	1.2.4		N/A
io.mockative	mockative-tvosx64	1.2.4	metadata	0baa74023e7b053ecf03ecb454226409d41e6e68
io.mockative	mockative-tvosx64	1.2.5		N/A
io.mockative	mockative-tvosx64	1.2.5	metadata	2a7b04c273f1d6f595449600cf154862eaa4f19d
io.mockative	mockative-tvosx64	1.2.6		N/A
io.mockative	mockative-tvosx64	1.2.6	metadata	b9733cdab11deb7d6390f59c77ff42f9c05e5468
io.mockative	mockative-tvosx64	1.3.0		N/A
io.mockative	mockative-tvosx64	1.3.0	metadata	045a46b2bb029a97f6639628381ac43505d5093a
io.mockative	mockative-tvosx64	1.3.1		N/A
io.mockative	mockative-tvosx64	1.3.1	metadata	1efe7287dcf81825f28e73f05d5f3bd0e60de476
io.mockative	mockative-tvosx64	1.4.0		N/A
