activemq	jaxb-xjc	20050407		e292a3e57f6d266721c94859fd2cc20759b2c716
edu.washington.cs.knowitall.nlptools	nlptools-sentence-breeze_2.10	2.4.2		dee284c053d90fca0b2c1a56438d088f516efac2
edu.washington.cs.knowitall.nlptools	nlptools-sentence-breeze_2.10	2.4.3		1e6006bb0ea5ece4ae0e9e9fb8f47f9faede9783
edu.washington.cs.knowitall.nlptools	nlptools-sentence-breeze_2.10	2.4.4		36ecc0707bc930a3c0232ee778df0425c28340aa
edu.washington.cs.knowitall.nlptools	nlptools-sentence-breeze_2.10	2.4.5		77e2d9de557ccca8e44d5fbe41c54d15744bbd66
eu.maveniverse.maven.plugins	nisse-plugin3	0.2.1		a7ec44d00ff2fd21b2ee90af1e28024e78ee4093
eu.maveniverse.maven.plugins	nisse-plugin3	0.3.0		fb91e15c1b2ebf7ff033dfbf1324a26c1b88f595
eu.maveniverse.maven.plugins	nisse-plugin3	0.3.1		d888797afd6abf536cfbda60ff06cbaae0c2ee53
eu.maveniverse.maven.plugins	nisse-plugin3	0.3.2		ec87bd1de9144dd95c085cb22fb6912af215f96f
eu.maveniverse.maven.plugins	nisse-plugin3	0.3.3		bd86fe079a61b45e271ea8c5e4d9bc43a2e51788
eu.maveniverse.maven.plugins	nisse-plugin3	0.3.4		dbfc04ca58ccf1beb158a6e4bb2ad28694cd0045
eu.maveniverse.maven.plugins	nisse-plugin3	0.4.0		f9c58c65e39f0052cdaec5d7f5a771caec41ca76
eu.maveniverse.maven.plugins	nisse-plugin3	0.4.1		f7df1318decc82e2611a8eede4a70d7db055dfa5
eu.maveniverse.maven.plugins	nisse-plugin3	0.4.2		6391f1a4760feb0b28b492da96ba7c24dcb20bb7
eu.maveniverse.maven.plugins	nisse-plugin3	0.4.3		aa7ee439217da3e680a9fb017310409a83848c7c
eu.maveniverse.maven.plugins	nisse-plugin3	0.4.4		83b4b1effb19eddaad1cb9847613a1460443f237
im.arena	basiccard	1.0.1		N/A
im.arena	basiccard	1.1.0		N/A
im.arena	basiccard	1.10.0		N/A
im.arena	basiccard	1.11.0		N/A
im.arena	basiccard	1.12.0		N/A
im.arena	basiccard	1.2.0		N/A
im.arena	basiccard	1.2.1		N/A
im.arena	basiccard	1.2.2		N/A
im.arena	basiccard	1.3.0		N/A
im.arena	basiccard	1.4.0		N/A
im.arena	basiccard	1.5.0		N/A
im.arena	basiccard	1.6.0		N/A
im.arena	basiccard	1.6.1		N/A
im.arena	basiccard	1.6.2		N/A
im.arena	basiccard	1.6.3		N/A
im.arena	basiccard	1.6.4		N/A
im.arena	basiccard	1.7.0		N/A
im.arena	basiccard	1.8.0		N/A
im.arena	basiccard	1.9.0		N/A
io.apiman	apiman-manager-api-rest-impl	1.0.0.Beta1		f54a6ddb5a2b6067971342aaaf22bc8f27478b12
io.apiman	apiman-manager-api-rest-impl	1.0.0.Beta2		4563b2847fa54c3bfdaca1f137b5abea06f06eef
io.apiman	apiman-manager-api-rest-impl	1.0.0.Final		4a6f22db9dca587a9e92ecf27d38ab36a22f1e8d
io.apiman	apiman-manager-api-rest-impl	1.0.1.Final		64649938b7da5e8cbcfb0cf9a90a0b0adf2e4516
io.apiman	apiman-manager-api-rest-impl	1.0.2.Final		0b72a8b0fbc954a9075d7be77bc83bdd331fc252
io.apiman	apiman-manager-api-rest-impl	1.0.3.Final		e171e3872c93e5cae08bb0c766ecb800079f14d8
io.apiman	apiman-manager-api-rest-impl	1.1.0.Final		ab75f93d5305fa03a18becad54a9633529a45214
io.apiman	apiman-manager-api-rest-impl	1.1.0.RC1		9c9b68858c8efd65d52e57c3e67aad3d568ff6f4
io.apiman	apiman-manager-api-rest-impl	1.1.0.RC3		12b56ac0fb1032480d4927314eb75d3ac3b2a1ad
io.apiman	apiman-manager-api-rest-impl	1.1.1.Final		3943d157b688e1f2a4d760d1b974fa51e3abdc51
io.apiman	apiman-manager-api-rest-impl	1.1.2.Final		561c78c6b5725598ac6c97175ed5078bd3899945
io.apiman	apiman-manager-api-rest-impl	1.1.2.Preview1		32b81588a678a9839376c2656cf681889df556f8
io.apiman	apiman-manager-api-rest-impl	1.1.2.Preview2		6d4a7c67df54532f984e247c022bf61b73cda08a
io.apiman	apiman-manager-api-rest-impl	1.1.3.CR1		285300e18f51c2832c82df4d617d9921a49e4168
io.apiman	apiman-manager-api-rest-impl	1.1.3.Final		6e4dc2fa31bfdbad175e0a400478ce8b4dab47d1
io.apiman	apiman-manager-api-rest-impl	1.1.4.Final		1a23b12121ae179f67882f1afe78080635dee82f
io.apiman	apiman-manager-api-rest-impl	1.1.5.Final		a664d88a0f13aa050e7665f097c2edde5bc01f5d
io.apiman	apiman-manager-api-rest-impl	1.1.6.Final		0a01c5cbbaee31357932e909b6c41d66657b248b
io.apiman	apiman-manager-api-rest-impl	1.1.7.Final		45d4bba2fdfa4b2c5d829afc095d9647de7cb0f8
io.apiman	apiman-manager-api-rest-impl	1.1.8.Final		c3bfb4682b25ab516094536b36d29d2d27286f7d
io.apiman	apiman-manager-api-rest-impl	1.2.0.Alpha1		a35e958521c2ddd41450583ae39902d7f4dbb048
io.apiman	apiman-manager-api-rest-impl	1.2.0.Alpha2		653d6f78b44f671aa747dd01d90765afbda8b8cd
io.apiman	apiman-manager-api-rest-impl	1.2.0.Alpha3		111edc66bf60724da100b5fc4e67eab275044acf
io.apiman	apiman-manager-api-rest-impl	1.2.0.Beta1		d5e261e948d5c373af4c74c1ca6d616feef648ba
io.apiman	apiman-manager-api-rest-impl	1.2.0.Beta2		12c8ab6ab4052dda65f23e95271e6884f2295846
io.apiman	apiman-manager-api-rest-impl	1.2.0.Beta3		ba39d5a47b6373a5d20fcb761a1f3999e7030f61
io.apiman	apiman-manager-api-rest-impl	1.2.0.Final		2e69680de78dcfa7db9146e3583b6c3179775b23
io.apiman	apiman-manager-api-rest-impl	1.2.1.Final		f24e3e52ad1ee077578b339d2681c3906583216c
io.apiman	apiman-manager-api-rest-impl	1.2.2.Final		68d87727323ae449de07976ddf45b259178d012b
io.apiman	apiman-manager-api-rest-impl	1.2.3.CR1		515dc721f6c3e3b0c67952b360788197e343e4bc
io.apiman	apiman-manager-api-rest-impl	1.2.3.Final		7910c94d3dfb7b9ec2e125a1f58bb59651920eaf
io.apiman	apiman-manager-api-rest-impl	1.2.4.Final		acca82cc1e8c4c636b23546a2f4980b5899f0cff
io.apiman	apiman-manager-api-rest-impl	1.2.5.Final		f843a80325613be73f4836d08a94875177f411a7
io.apiman	apiman-manager-api-rest-impl	1.2.6.Beta1		7274cbfcd9717de1a899e77dfeab9f48363376b1
io.apiman	apiman-manager-api-rest-impl	1.2.6.Beta3		5693e0ebdc58eda07a0eec2d58f7013f44e4cefb
io.apiman	apiman-manager-api-rest-impl	1.2.6.Final		7cfc9d04ec638568705a03519b587f485176629a
io.apiman	apiman-manager-api-rest-impl	1.2.7.Beta1		70700e6af8652555dbfa0c09f603d1b5179b8fe9
io.apiman	apiman-manager-api-rest-impl	1.2.7.Final		0c30795f46cc59c8c74d01cf4cbb38790cdfc9b8
io.apiman	apiman-manager-api-rest-impl	1.2.8.Final		fa52acc77d9345140232cccf89cc076b38452207
io.apiman	apiman-manager-api-rest-impl	1.2.9.Final		ba6c27961765166f1df641757a49cc1620492da7
io.apiman	apiman-manager-api-rest-impl	1.3.0.Final		9c842b97ee4898a0429b464727b62c3f1e023dda
io.apiman	apiman-manager-api-rest-impl	1.3.1.Final		2c2a9a3bc8d188b53e895e5e1b03c0e91f994e42
io.apiman	apiman-manager-api-rest-impl	1.3.2.Final		fbc4bb93f68c2816fda74ac447b00cf3c38679da
io.apiman	apiman-manager-api-rest-impl	1.3.3.Final		0d25d16bbd909c3d6a3a97111b41b8f0c1452303
io.apiman	apiman-manager-api-rest-impl	1.3.4.Final		4f80583f76a68ae926e60729ba2825ef1337583a
io.apiman	apiman-manager-api-rest-impl	1.3.5.Final		e71fd4d6d7a5b03a9d9cf4ffd251de62df47b725
io.apiman	apiman-manager-api-rest-impl	1.4.0.Final		7c1a6278d884dca60875a95db87b5309decbc728
io.apiman	apiman-manager-api-rest-impl	1.4.1.Final		7d9b011f6797531646020185d05ecf99789495dc
io.apiman	apiman-manager-api-rest-impl	1.4.2.Final		e0bf68b4f7731f9c928a930745e98afc1475b451
io.apiman	apiman-manager-api-rest-impl	1.4.3.Final		7630d19f4bcf82ca183b5f5aaccc3d4e70309336
io.apiman	apiman-manager-api-rest-impl	1.5.0.Final		b7746c9e0dedaf6b34b2c0fb6e43148195b990d9
io.apiman	apiman-manager-api-rest-impl	1.5.1.Final		4b3b923d3d2bdea99b76dfa64577121190c83d29
io.apiman	apiman-manager-api-rest-impl	1.5.2.Final		d93ce7988b88ab9fd63a159a25dcd4c342f9dfb5
io.apiman	apiman-manager-api-rest-impl	1.5.3.Final		1a629b4fc4532fa34b69708b805a3a2607e1acc9
io.apiman	apiman-manager-api-rest-impl	1.5.4.Final		c7592eda6d94550a37895925a45071d213d7df25
io.apiman	apiman-manager-api-rest-impl	1.5.5.Final		3ffe41529b3eefd6e248fb9994faa70fe3e17ee8
io.apiman	apiman-manager-api-rest-impl	1.5.6.Final		7f0c79986bd6431de062f846e642729bc08a1165
io.apiman	apiman-manager-api-rest-impl	1.5.7.Final		1fe2f86042c743ad151cbea037ff9c0505b6755f
io.apiman	apiman-manager-api-rest-impl	2.0.0.Final		0a344288b5b0e238e0e32f839b8d421881fde146
io.apiman	apiman-manager-api-rest-impl	2.1.0.Final		48f93f561b7d80f36d87311dc6740045739f7c0f
io.apiman	apiman-manager-api-rest-impl	2.1.1.Final		91db40b5cad075f7d15972fa97f20a4870528d4b
io.apiman	apiman-manager-api-rest-impl	2.1.2.Final		138e6991de31bd25160baea79f2579498ab01fe8
io.apiman	apiman-manager-api-rest-impl	2.1.3.Final		55c59dafe83ebb09fde91ffe121ed5994e065839
io.apiman	apiman-manager-api-rest-impl	2.1.4.Final		4819be45b610b57a04fe719255beebbd85318055
io.apiman	apiman-manager-api-rest-impl	2.1.5.Final		6ebc7e79ea3f3433fa475ae13f54aedb988475b6
io.apiman	apiman-manager-api-rest-impl	2.2.0.Final		3a26daf2064b7c7597832979aa2f4a87550b58dd
io.apiman	apiman-manager-api-rest-impl	2.2.1.Final		02d9b1d194acb380b4195bc3cb026bb09f534d62
io.apiman	apiman-manager-api-rest-impl	2.2.2.Final		debc211459d636fec166b5091ce532a26b48d045
io.apiman	apiman-manager-api-rest-impl	2.2.3.Final		63e9caff0b0094d89fe987079ab84cf83089a41d
io.apiman	apiman-manager-api-rest-impl	3.0.0.Final		cc4c8505291301f296b582b2dc18fb3ba2af699e
io.apiman	apiman-manager-api-rest-impl	3.0.0.RC6		fd6dc65a9bd51d610955efd0ba079455b4e9fc53
io.apiman	apiman-manager-api-rest-impl	3.1.0.RC2		6ff612e47f43b1ee4973c84f36d0b766ab34b29d
io.apiman	apiman-manager-api-rest-impl	3.1.0.RC4		93b7dcaf774ed51725cd1ac3b7d125168c41b134
io.apiman	apiman-manager-api-rest-impl	3.1.0.RC6		65cc63772a439efc4197711841cacd3e5d8f0043
io.apiman	apiman-manager-api-rest-impl	3.1.1.Final		7629fc650624e953337020d18f0c2d90ab0cf5cf
io.apiman	apiman-manager-api-rest-impl	3.1.2.Final		daecced76808bb40cc6580595c774a04f27898ab
io.apiman	apiman-manager-api-rest-impl	3.1.2.RC1		38dc22a83b813504d573e7ec96209081f449ec2f
io.apiman	apiman-manager-api-rest-impl	3.1.3.Final		4ebbe382cd93f4e1c88eea0dd9958d2f571dec32
io.arrow-kt	arrow-analysis-types-iosx64	2.0		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0-RC		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0-RC3		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2	metadata	aaae10ac64c28ad14c51b12558fb5ab9a1caa3f8
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.10		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.11		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.12		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.13		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.14		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.15		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.16		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.16	metadata	ba4ddf7027ceadbf2ce2a86e14827f9faaff5294
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.17		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.17	metadata	570ee1a29f28fa32cccd1299c3f8fcaf62a9042b
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.18		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.18	metadata	77f6be1229c9d193f61281507302285c6766c038
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.19		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.19	metadata	45d291c747a8bb691b78db5f1c6f358a2f5c856b
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.20		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.20	metadata	06ac0f6e70fd6e25288093ad02736283cf001e26
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.7		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.2-alpha.9		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.3-alpha.1		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.3-alpha.1	metadata	50f0135f6de0e6660771e306089352e03f165db9
io.arrow-kt	arrow-analysis-types-iosx64	2.0.3-alpha.2		N/A
io.arrow-kt	arrow-analysis-types-iosx64	2.0.3-alpha.2	metadata	d975ec3e0645b25b5feebca9548dcb1575790804
io.burkard	aws-cdk-scala-detective_2.13	0.1.2		7b3fb405ddc37b90a98488bf82e309a9ea6eaaa4
io.burkard	aws-cdk-scala-detective_2.13	0.1.3		252316ca8d804c2dcf1ee60ccb7200595318af63
io.burkard	aws-cdk-scala-detective_2.13	0.1.4		91bc042d3347ee377290eec7286809997a87369f
io.burkard	aws-cdk-scala-detective_2.13	0.1.5		6399ea2323a2941c70c06dad9d68034c34ad4666
io.burkard	aws-cdk-scala-detective_2.13	0.1.6		f33f03ba1003afc6e445e26cc488c659eade208d
io.burkard	aws-cdk-scala-detective_2.13	0.1.7		80e433697206cbee00ed0a20fdb1b9eafc055bb0
io.burkard	aws-cdk-scala-detective_2.13	0.2.0		df8bb1276ee1594e02aad88b17af0ea375ea331b
io.burkard	aws-cdk-scala-detective_2.13	0.3.0		7c153aac154e1dcdd3904fc73e4c649dad15e373
io.burkard	aws-cdk-scala-detective_2.13	0.4.0		aaad782c82fa93c774d3ca66a6b742295667d6dc
io.burkard	aws-cdk-scala-detective_2.13	0.4.1		5f6e7c83668ec0d6be5b0e628d28aa0e0792dbfb
io.burkard	aws-cdk-scala-detective_2.13	0.5.0		78d885a6b6190c2713f0f68f033ea7472aec94f7
io.debezium	debezium-ai-embeddings-minilm	3.1.0.Final		862bda7f23ff9dab9bffc510e3cf5fc1fb4eb8d8
io.debezium	debezium-ai-embeddings-minilm	3.1.1.Final		3375abf1b5609a1232434694c5e513b54a35faa1
io.debezium	debezium-ai-embeddings-minilm	3.2.0.Alpha1		ed3e4ab4aff43bdc8e48aea7a68baff04db8b44c
io.exoquery	terpal-sql-native-watchosx64	1.0.0.PL-1.0.0		N/A
io.exoquery	terpal-sql-native-watchosx64	1.0.0.PL-1.0.0	metadata	46ef16461be806af84e59a6f4904b7996f13dc8e
io.exoquery	terpal-sql-native-watchosx64	1.0.0.PL-1.1.0		N/A
io.exoquery	terpal-sql-native-watchosx64	1.0.0.PL-1.1.0	metadata	7dafdd3dcb2732a477cb49b12f7c4f451347782a
io.exoquery	terpal-sql-native-watchosx64	2.0.0.PL-1.2.0		N/A
io.exoquery	terpal-sql-native-watchosx64	2.0.0.PL-1.2.0	metadata	0588dd83bf0eb6f976c9d857c4688fb927f837c0
io.exoquery	terpal-sql-native-watchosx64	2.0.0.PL-2.0.0		N/A
io.exoquery	terpal-sql-native-watchosx64	2.0.0.PL-2.0.0	metadata	76a3a54ee342f1c2e80da91795ed4352e19c70ef
io.exoquery	terpal-sql-native-watchosx64	2.0.0.PL-3.0.0		N/A
io.exoquery	terpal-sql-native-watchosx64	2.0.0.PL-3.0.0	metadata	e2fd3261ff5892a3eacd19e3fae92a1697ed96aa
io.exoquery	terpal-sql-native-watchosx64	2.0.0.PL-3.1.0		N/A
io.exoquery	terpal-sql-native-watchosx64	2.0.0.PL-3.1.0	metadata	2ba929e1243559bbbe26b29bf70474b7130e78bd
io.exoquery	terpal-sql-native-watchosx64	2.0.0.PL-3.2.0		N/A
io.exoquery	terpal-sql-native-watchosx64	2.0.0.PL-3.2.0	metadata	38bd39e4307182d5ab8d3c1a912cffdd202c34e0
io.exoquery	terpal-sql-native-watchosx64	2.0.0.PL-3.2.1	metadata	8350ced13759bc5aed5b44bfd7ec0adae2409885
io.github.ayratka	UGen-android	1.0.0		N/A
io.github.idonans.lang	lang	2.0.10		N/A
io.github.idonans.lang	lang	2.0.11		N/A
io.github.idonans.lang	lang	2.0.2		N/A
io.github.idonans.lang	lang	2.0.5		N/A
io.github.idonans.lang	lang	2.0.6		N/A
io.github.idonans.lang	lang	2.0.9		N/A
io.github.mavenplugins	org-parent	1		N/A
io.github.mavenplugins	org-parent	10		N/A
io.github.mavenplugins	org-parent	11		N/A
io.github.mavenplugins	org-parent	2		N/A
io.github.mavenplugins	org-parent	3		N/A
io.github.mavenplugins	org-parent	4		N/A
io.github.mavenplugins	org-parent	5		N/A
io.github.mavenplugins	org-parent	6		N/A
io.github.mavenplugins	org-parent	7		N/A
io.github.mavenplugins	org-parent	8		N/A
io.github.mavenplugins	org-parent	9		N/A
io.github.nguyenyou	bar_3	0.0.5		20cac78db8ce4431f4b50cf1e1beffa58d65d31a
io.github.portlek	conf-json	1.0		3135673fc568f2395338010a0041a4698e7e2c00
io.github.qsy7.java.modules.ssh.providers	guice	0.1.0		1e10db1dd2cb4fb97f7b7d53d2bc4ca3422bbc85
io.github.qsy7.java.modules.ssh.providers	guice	0.1.2		665585feddf8c55c970575658c8fd122a149f676
io.github.qsy7.java.modules.ssh.providers	guice	0.3.1		579017170e15175b023ca1e6d68d4727d81092f8
io.github.qsy7.java.modules.ssh.providers	guice	0.3.2		ec239058b23e4da7185bf16c49a83e97cd0c7165
io.github.qsy7.java.modules.ssh.providers	guice	0.3.3		7202cb33996c1f2991e685a87ff5f7126a7821d0
io.github.qsy7.java.modules.ssh.providers	guice	0.3.4		1bf8894e26b3aebbbbbc7c24024d98dceca8b485
io.gravitee.plugin	gravitee-plugin-cockpit	1.14.0		40d4a49c9ddda94c31312282880a3f3c00b46b51
io.gravitee.plugin	gravitee-plugin-cockpit	1.15.0		f941164ccf5b93bbd534296d3fce0ad6391f40a6
io.gravitee.plugin	gravitee-plugin-cockpit	1.16.0		f2f0ea0a48981a47fe4c222c5ea8cd82ffbc1c3c
io.gravitee.plugin	gravitee-plugin-cockpit	1.17.0		535407b4f80c41098ced390154c1c4ca4283c4b6
io.gravitee.plugin	gravitee-plugin-cockpit	1.17.1		2aef9af81bef14b101074e51318f00bc92131a13
io.gravitee.plugin	gravitee-plugin-cockpit	1.18.0		9e88db6f040a3d0eaa0eda343040e9752ebd9889
io.gravitee.plugin	gravitee-plugin-cockpit	1.19.0		fc693073ba3b69aef3260bae1ce83fa2900dc6b6
io.gravitee.plugin	gravitee-plugin-cockpit	1.20.0		c7ed82a1cb5b8e95cde50dd67f3ae2ab59c261cd
io.gravitee.plugin	gravitee-plugin-cockpit	1.21.0		8068516f1fd45765952ddf39f740cb8fe3c8fca8
io.gravitee.plugin	gravitee-plugin-cockpit	1.22.0		f7ac561cbc83c125e0b279d3d8dbd446052a50d6
io.gravitee.plugin	gravitee-plugin-cockpit	1.23.0		e52d8a585deb701e2b4290dc3580386c0a91f37c
io.gravitee.plugin	gravitee-plugin-cockpit	1.23.1		4499c89efaabaf9e4d1a6ac910f27a24609d866a
io.gravitee.plugin	gravitee-plugin-cockpit	1.23.2		9457f444e77c03235a38a97ff8ad81b664753b0e
io.gravitee.plugin	gravitee-plugin-cockpit	1.24.1		0996c0f71f94308fbfda48ecd7e40293a13b8aae
io.gravitee.plugin	gravitee-plugin-cockpit	1.24.2		40c04d10871ad501d9138c124e6f2016233612f2
io.gravitee.plugin	gravitee-plugin-cockpit	1.24.3		46e449080bdc21e115c2dd5190775c01c0bb6240
io.gravitee.plugin	gravitee-plugin-cockpit	1.25.0		0468cea3763f9c43da9fc2ce199651ab6f7ba723
io.gravitee.plugin	gravitee-plugin-cockpit	1.25.0-alpha.1		5d4701309f47a4047c5ed07e1f0e50880e434a13
io.gravitee.plugin	gravitee-plugin-cockpit	1.26.0		b2c271b3d91eaff1576096c78785f841505cb401
io.gravitee.plugin	gravitee-plugin-cockpit	1.26.1		6467616775580d2e808b55e8a27491d5f38acee3
io.gravitee.plugin	gravitee-plugin-cockpit	1.27.0-alpha.1		ac9437e8b852212fa87a9ed87d93ed32a7afd7ea
io.gravitee.plugin	gravitee-plugin-cockpit	1.27.0-alpha.2		96369f33133b58be3a43ef10e1b8258bda7df033
io.gravitee.plugin	gravitee-plugin-cockpit	1.27.0-alpha.4		5c74f65d7a6af39b051714b097cb09a9734b3eeb
io.gravitee.plugin	gravitee-plugin-cockpit	2.0.0		222f0423cf34577c4d3250c18b1b549ea0ae602f
io.gravitee.plugin	gravitee-plugin-cockpit	2.0.0-alpha.1		81d6fd9051d06a5bad4cf603408fc9945154c2d7
io.gravitee.plugin	gravitee-plugin-cockpit	2.0.0-alpha.3		93046a8901b14d716a7bb3e242650c3058074665
io.gravitee.plugin	gravitee-plugin-cockpit	2.0.0-alpha.4		5ff82716cf078cda5b649f661678384f62962f6a
io.gravitee.plugin	gravitee-plugin-cockpit	2.0.0-alpha.6		a5c4ee8d2ff801a3ddf95915aec57943bbd0ba84
io.gravitee.plugin	gravitee-plugin-cockpit	2.0.0-alpha.7		84208b4c2170d5823b3741b291c49ff4fabdf7c7
io.gravitee.plugin	gravitee-plugin-cockpit	2.0.1		9effb9214fc5a0cb273f7d49cb01069388628db3
io.gravitee.plugin	gravitee-plugin-cockpit	2.0.2		a1df40f7e6014ab48c310a7c5ec942e30b793b68
io.gravitee.plugin	gravitee-plugin-cockpit	2.0.3		c6057b294a83af829211ab2b3cb8fbcf93b446b2
io.gravitee.plugin	gravitee-plugin-cockpit	2.1.0		5ce5fbb450c6f64bdefec654dc9dd3a37d43c696
io.gravitee.plugin	gravitee-plugin-cockpit	2.1.0-alpha.1		28a0d0063a031b93f6e13783ab335366e052c2e8
io.gravitee.plugin	gravitee-plugin-cockpit	2.1.0-alpha.2		46cfe29423c43f87f29b821c6b2e8473261b90ab
io.gravitee.plugin	gravitee-plugin-cockpit	2.1.2		0f36ede69e8e558cba839db95189a788c94b51fd
io.gravitee.plugin	gravitee-plugin-cockpit	2.2.0		031cc3028a51f47bbbb57efb11f9b8ed80cf2d7c
io.gravitee.plugin	gravitee-plugin-cockpit	2.2.1		ec9e3e4bffcb9349bb1b940ca83f6ac691c1a5ea
io.gravitee.plugin	gravitee-plugin-cockpit	2.2.2		b2913ff6632b15ccfe3d7f27f17978d2896eb3c0
io.gravitee.plugin	gravitee-plugin-cockpit	3.0.0		3ca4f26566132051be9be45734614f0d64292347
io.gravitee.plugin	gravitee-plugin-cockpit	3.1.0		71713f208343f9021a4ca73d38347391a96913f9
io.gravitee.plugin	gravitee-plugin-cockpit	3.1.1		14ddf15d1db81ac0a53cb87d0d9b806e629f2f2d
io.gravitee.plugin	gravitee-plugin-cockpit	3.2.0-alpha.1		d81b9e6d1f2c9cc0f108f837ff4545d9968da7eb
io.gravitee.plugin	gravitee-plugin-cockpit	4.0.0		40504d24acdab01dae599a6a478297a0da1bf29a
io.gravitee.plugin	gravitee-plugin-cockpit	4.0.1		3068636dab1add0994a833de01129606d7af2fe9
io.gravitee.plugin	gravitee-plugin-cockpit	4.0.2		1a2a8752e7cce8d3afd03fbe7ff2accb16ce8647
io.gravitee.plugin	gravitee-plugin-cockpit	4.0.3		9d85cd691ad703d59804d163a4fae50c58905a56
io.gravitee.plugin	gravitee-plugin-cockpit	4.1.0		1fed30497f1af4766764a97c01ff44b85fc36c22
io.gravitee.plugin	gravitee-plugin-cockpit	4.2.0		553741dc5b4ac61864105e4a86b59a91519534a2
io.gravitee.plugin	gravitee-plugin-cockpit	4.2.1		b796792be89dc96bc9242e69497ba1d9ee4d8773
io.gravitee.plugin	gravitee-plugin-cockpit	4.3.0		cbec9077b60fa0a0faf2215342f219c72a6bd7d3
io.gravitee.plugin	gravitee-plugin-cockpit	4.3.1		ad6e525cac7ab05aa29a57a5ea03e3d951b3d52e
io.gravitee.plugin	gravitee-plugin-cockpit	4.4.0		ebc5df4da60a40de8f286885d51b3e3311d86898
io.gravitee.plugin	gravitee-plugin-cockpit	4.4.1		86b1a399b825dafe5afe5ad7f79ef27214c6a7fe
io.gravitee.plugin	gravitee-plugin-cockpit	4.4.2		7f80bb4129e24d3cf0239558dbbf6df894d75778
io.gravitee.plugin	gravitee-plugin-cockpit	4.5.0		7e890aad4525cfdae3883206d2c1f408f9f545eb
io.gravitee.plugin	gravitee-plugin-cockpit	4.6.0		044a8fa4d4b4fab7aa5112c33ca2bd1c7ed340e8
io.gravitee.plugin	gravitee-plugin-cockpit	4.6.1		86752674caad06ad8784251d24824a2cfcc923cf
io.gravitee.plugin	gravitee-plugin-cockpit	4.6.2		893b5ac7c21fe5ecfaa8beab9159f3f436236985
io.gravitee.plugin	gravitee-plugin-cockpit	4.6.3		5dff3f5b3c369c78cdc5bd06095116a7c25ded03
io.gravitee.plugin	gravitee-plugin-cockpit	4.7.0		715ac105e2a44e2ad56e42d50b679e0f123459ad
io.gravitee.plugin	gravitee-plugin-cockpit	4.7.1		4c710cc2e2574f63107641ace1c6384849e1181d
io.gravitee.plugin	gravitee-plugin-cockpit	4.7.2		0b3a9ab4cf11154929e961975f685caa56608c1a
io.ktor	ktor-server-data-conversion-iosarm32	2.0.0		6a1b704a818895f5a3d7e88a89762ddaa4228916
io.ktor	ktor-server-data-conversion-iosarm32	2.0.0	metadata	39b3ebcb94103f031419b5cdf6d3e1c012e391ba
io.ktor	ktor-server-data-conversion-iosarm32	2.0.0-rc-1		f4c380222420b8f967c44a4807fffc2e600bf691
io.ktor	ktor-server-data-conversion-iosarm32	2.0.0-rc-1	metadata	af744f2d3b7a8ec5879c20ba8ecf55d2e947c889
io.ktor	ktor-server-data-conversion-iosarm32	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-server-data-conversion-iosarm32	2.0.1	metadata	a0ef6d109ad0a2c83700792c77d664848d21ca14
io.ktor	ktor-server-data-conversion-iosarm32	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-server-data-conversion-iosarm32	2.0.2	metadata	ccd0e9589c7b1165dfacf21a748c800e701a8220
io.ktor	ktor-server-data-conversion-iosarm32	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-server-data-conversion-iosarm32	2.0.3	metadata	2a71ee7b26c55586ba8d17d64d3b2de6222e9bfe
io.ktor	ktor-server-data-conversion-iosarm32	2.1.0		e4280ade4c8a6813954728ac77cc349ad1883336
