at.yawk.reflect	reflect	1.0		84f07a49889f9893942af5b28c139b4c0e65e420
io.kevinlee	openai4s-http4s_2.13	0.1.0-alpha8		5ccd1fe3e13c34c889bf9601bbe61cfb16174588
io.kevinlee	openai4s-http4s_2.13	0.1.0-alpha9		8d0ed83a45994d9a9f781e6c3c53802a8361b7a5
io.ktor	ktor-server-http-redirect-androidnativex86	3.0.0		b3539d3575d4aac4a25beb7859e48ea1d4b46b29
io.ktor	ktor-server-http-redirect-androidnativex86	3.0.1		518a970193d750b0bf0a9480881a69edf6631574
io.ktor	ktor-server-http-redirect-androidnativex86	3.0.2		9ac4a28b6d6982e4abe26cf70a0cb581f2e1285a
io.ktor	ktor-server-http-redirect-androidnativex86	3.0.3		236087ee15f55d590c390e85d9d16ac87fedbeca
io.ktor	ktor-server-http-redirect-androidnativex86	3.1.0		c8666aa89a12755e26ce632038d9c1eaa56582d8
io.ktor	ktor-server-http-redirect-androidnativex86	3.1.1		a6f73a701c686f4f0b3deb741386afd457f1c987
io.ktor	ktor-server-http-redirect-androidnativex86	3.1.2		172e44830bfeb3f400ad7e966c8eaff6a24e4c3b
io.malcolmgreaves	s-util-std_2.11	0.0.0		1322045284d147b28156557e50de292a0e626f02
io.malcolmgreaves	s-util-std_2.11	0.1.0		587db8ce57fb7faae924fd7fe64d64b24863dd98
io.malcolmgreaves	s-util-std_2.11	0.2.0		ef3de20dbd5973dfb897213b3648442d8522a56a
io.malcolmgreaves	s-util-std_2.11	0.3.0		a2657c6e9ee8b12c4647b79c4eadf09df8a2903f
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.0.0		71b2998d451be8e6b162329df00e5874a4d182e2
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.0.0.RC3		f9bb600efcab6e7156b5a2668a557dabce69e99d
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.0.1		5eaf2c4382c6db1278a88f93411fc298ee32d4c4
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.0.2		18f7a5cceda2cffae972e9a9e66a14c75d8485ec
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.0.3		7958e415bdf5f4e073904d70129455ec0a6ae2d1
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.0.4		63bb6adefc3fb0d432d7befeb7f79d3d97387d57
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.1.0		159fef22b30df8d185fd3052981c22b2948dd2cb
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.1.0.RC1		1184abf73fd2de5383cdaa3faec1eaef21edcf90
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.1.0.RC2		847fc8952a44eaf4fad4ffdb9db4de77a70eb574
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.1.1		0fd85e351d24b80842f7509aec9027ba222207b0
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.2.0		f1105c642ee617654af13d01207f869828b928f5
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.2.0.RC1		293e842e011f3ee1fc656372d300eba32a11bf53
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.2.0.RC2		27d71ad53258e6b6da5817c85f6327a83ceea8b2
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.2.1		b159a071d269a7cfa0bcd85f239554e043634536
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.3.0		aa3dab054f376983579d0b65ea63add6ab834d6f
io.micronaut.configuration	micronaut-micrometer-registry-prometheus	1.3.1		321e6d9434ebe38c34db0bbcdd6eef50721d5914
io.typst	bukkit-kotlin-serialization	1.0.0		63d7334dba87684bcab39626f2e4826245373146
io.typst	bukkit-kotlin-serialization	1.0.0	all	4bd99f4cf34ba508ce4aff51bec1ce17b429f8a9
io.typst	bukkit-kotlin-serialization	1.1.0		79e06aa2247f32601cc45cffe6f1ff125be0488b
io.typst	bukkit-kotlin-serialization	1.1.0	all	3d200d53b6d9fb1b170a148ab679d7df0e58e6df
io.typst	bukkit-kotlin-serialization	1.2.0		89c5845d29be384f3533c057e745c5f65e350e82
io.typst	bukkit-kotlin-serialization	1.2.0	all	880481ea8762bb745c53d61838fab021d1b5e09b
io.typst	bukkit-kotlin-serialization	2.0.0		5c43b2afd05f56b986e551f1310a960752c822e2
io.typst	bukkit-kotlin-serialization	2.0.0	all	bf8b036532ab5b112ae42b724967e601c0cfcb77
io.typst	bukkit-kotlin-serialization	3.0.0		0cede8fb559fd3de8c81911ea3ff66704a3acbd3
io.typst	bukkit-kotlin-serialization	3.0.0	all	2f45210a90631112eb9b02e8c7921dbb5d32f08e
io.typst	bukkit-kotlin-serialization	3.0.1		c8ad320f37aaad017a0dd0d3b48800bcc3e84569
io.typst	bukkit-kotlin-serialization	3.0.1	all	b4313c896fa17021d4db64be8325082346f63330
io.typst	bukkit-kotlin-serialization	3.0.2		73868265b3caaadffaccdb34b151b03a22e1250a
io.typst	bukkit-kotlin-serialization	3.0.2	all	53cf44012403af0dd84462f1c187fa7453ca282c
io.yellowstonesoftware.spake2plus4s	cats-effect_2.13	0.1		7b7470ce19af8696061af5c8d0d7b339bca0ed3b
jp.try0.wicket	wicket-component-document-core	0.0.1		bd6cfba2e57956aac015fe3e6c90469e726527c2
me.shadaj	slinky-native_sjs1.0-RC2_2.12	0.6.3+23-05a7d121		017e7a87dd2c61c2995b6776cd2aa3eddc5a318f
me.shadaj	slinky-native_sjs1.0-RC2_2.12	0.6.3+24-73bef10e		23a5b5c62f786adb0863f602b44a5ff16ea8ddb1
me.shadaj	slinky-native_sjs1.0-RC2_2.12	0.6.3+25-f69e9b5d		83a461f5c391e154b183dfc8bccbda2e1c192ffc
me.shadaj	slinky-native_sjs1.0-RC2_2.12	0.6.3+26-1a99b52c		c29f38fa8ddc0c3bea0b74edc463fb37371a7267
me.shadaj	slinky-native_sjs1.0-RC2_2.12	0.6.3+27-392edaef		85e55633136ce74dd5fa3632e8a2b4b85481eeb5
me.shadaj	slinky-native_sjs1.0-RC2_2.12	0.6.3+28-b7ae4ed0		721d6d8820fcf6792b7f45ce1fa7a08616f5bb42
net.leibman	reconnecting-websocket_sjs0.6_2.12	1.1.0		3ee813b53a42458b5017d84129846480280d36e2
net.leibman	reconnecting-websocket_sjs0.6_2.12	1.2.1		195622a71d228a7f466821d254d6223b73e69237
net.reyadeyat	net.reyadeyat.relational.api	2023.01.01		f4a390692252a0ddda0aa686e026aca26422d64d
net.reyadeyat	net.reyadeyat.relational.api	2023.03.31		829cf4b7dff29466c88fccfcb8a0798668c69d31
net.reyadeyat	net.reyadeyat.relational.api	2023.03.32		34205fd3189080b0f818d1c0154d435d20181585
net.reyadeyat	net.reyadeyat.relational.api	2023.03.33		7ee77d3c7743d1f0e821f9dd7c8292f9413c5ae5
net.reyadeyat	net.reyadeyat.relational.api	2024.01.14		259e05e18254162590d5a66ace809e43ad4654e8
org.apache.camel.karaf	camel-aws2-kms	4.10.3		a983a0d563516bbef646c563f73f45949fbc78fe
org.apache.camel.karaf	camel-aws2-kms	4.7.0		94d75de25385b37a3940feba444cab24927cb7b5
org.apache.camel.karaf	camel-aws2-kms	4.8.1		8bc406a30a3b4dfa0b60550bd02930ddbcdff8f4
org.apache.camel.karaf	camel-aws2-kms	4.8.2		4023baa2938c0ffad9fa5e92fed0e311fd2bae04
org.apache.camel.karaf	camel-aws2-kms	4.8.5		0bef7a40cdbbcc32622c0b83e023d3ad790b256c
org.apache.camel.karaf	camel-aws2-kms	4.8.6		e1a6c6e6cb5855d9f662bb70eaf6564c797cb730
org.apache.camel.karaf	camel-aws2-kms	4.9.0		5108ddfbbb5bc1f0641e38febc7415b21034b0ca
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.0.0		02a1ea6559af120ff4fe9bb73f3fac6aba54610c
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.0.0-CR2		0f74622d19e883c79bce93e6bb40cc92f412fbde
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.0.0-CR3		b188b78b51f139095d8fc461fd3aaf794acb637a
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.0.0-M6		d5619c25b2a28038976fe5ba56571d35c2cab7da
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.0.0-M7		fe84d8e33915ceffb1f88ea6abf025375b93cdd7
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.0.1		96478059858c32c1055361a119a9cd33bdbe4752
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.1.0		cb4dcbbd27bb27967bcb50439e611b6cbe20cd3f
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.2.0		e66a710a048807534256e8a10c954c0fb6bb6eab
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.3.0		0595c963db019dde97fadb73876c0216285a88a2
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.4.0		3949c9a787ddaa9ba4f8a90c1391719b6985edd5
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.5.0		a21a928a87f2040206a8bad0b62371f2f556643c
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.6.0		df769407d4b9d9476779c6b3d95c549c8495a643
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.7.0		570cd96acb2ee0ddb8b40179723ebde819716c97
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.8.0		b79d8f850a04b5738983ecc6a8a805eee7418382
org.apache.camel.quarkus	camel-quarkus-aws2-kms	1.8.1		c9829d2425583884c17b36792faf769001e04ca3
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.0.0		16194c46f2c694432b75803180d4dfa889ad883e
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.0.0-M1		5a3b150016105a3f6dd35502f5a7a39f1d2a47fe
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.0.0-M2		3bb2801df77aaac7f99364a55d7df37dcf141c7c
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.1.0		d80d9f50825b81bf3d2992d7cb8a9502930ebb91
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.10.0		75f5fcc01593a2274af2ef18f963f11501be0aa3
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.11.0		8250676342bd2bbe06b8c3832eaa3b0e67b63628
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.12.0		0240eb1c5eabf1b214b7768a23ba08bf611c8636
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.13.0		481e6598ae1a50722f46dd3d591bad70a5cecfef
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.13.1		c2a0b878ac38a6b2b9cbb3ae894767b0a1ed64b7
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.13.2		8829db2f2bb1cbd073fa405b5d0b31741b6aaacd
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.13.3		56ac62ae8e9d2835b10b290e3772d9e0a9b8e5ff
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.14.0		b9fb31f4ca618290125c3c1dc2318f02a3f75ca3
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.15.0		8fd2c372720f169884e98e6315c22a118de6e4e2
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.16.0		39df130d3369982bca2302c44901d65a1b00eca5
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.2.0		90b7aa7c39a92fb1ece499cb3ff43dd075cad083
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.2.1		293ae7ba0aa23aa3372ec00b169b1723523d43b7
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.3.0		3e9cd8bfdfcfd569ccf614b5348e841b7d93a3f8
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.4.0		0dcccf87f5fab82d1c8faea8706375f874928826
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.5.0		4cb0441be53503087d2a2c3038d59c2aa466ece3
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.6.0		f821a00f54d25de7f27361a963978bdf88063481
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.7.0		3b1fb7fcba0c0b36701d0b998401009a9e4c1faa
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.7.1		cf8b9e679126e52400195f079311fd105f7613af
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.7.2		87a80e3e816c6c2d8bdd38634887a50d9f648d75
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.8.0		6803d7107b8333be01690bdd08aa93f8ac84b7a4
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.8.0-M1		51885f17f79f5e8179b49376abbbba45fa5d43fa
org.apache.camel.quarkus	camel-quarkus-aws2-kms	2.9.0		7db231450257a16f6613b16affef90f0e0cdd5d9
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.0.0-M1		91936c08604bb6b2613b004552e2b048db7c7d55
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.0.0-M2		dbc17c9e122ba9fe442d000e159b6c1c93fdcf21
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.0.0-RC1		00648fa32b72157f4fc49c13da5619f61f8bc83e
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.0.0-RC2		c3ae75a9940158b4bdcf539cad17df84ebe46d68
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.10.0		38f8585921338d7308cca684fb08475d32ca5e93
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.11.0		c169eb5f9b930168b92cf6bd6688e05aad563b02
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.12.0		f7e93ab6c42aeca260861c6164b1918f6b2bc76e
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.13.0		cce1956884e74aac0518ee1b2af6ddc97b20ab93
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.14.0		1c741ab042b3cf8b77b0b889069b63bfa87f8ff7
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.15.0		ef45d45ebae004bf418760f4cb785b824a65083b
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.15.1		a522ca214f3ac1dab8aaa6d227cd3c61af79f9a6
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.15.2		9596ab4bbae825395ed7017bfee746acfe1a48fd
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.15.3		af2c8acd66105e8e7c2aea9397740756c1e70a9a
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.16.0		4bc9d75327e8b5869f19a211530de0f6016c3906
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.17.0		43f584901011c110436464a756d1a565ae0de1cc
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.18.0		95da8cedbcaf51a66afa01f84dd587a2e3fb66b3
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.19.0		841ebcf3b55592a4943d4ee851c314b928bb7981
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.2.0		f11f430a485642fe07abf4b09c4ddd78d4e0995a
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.2.1		79e57001afef6bc4346b0de3952f0024e9e637e2
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.2.2		5897f6d59775eee2b26a70d88bd7649baa538cf4
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.2.3		bf49b3a848b1e24f8ffb52c46c2d224872970d5e
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.20.0		c700d141d7aaa5c250c13186e49801d60af595a4
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.22.0		c230e0d155b469a8d060a23ef7a1322ee0315fe9
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.4.0		24b3d85341a7888c472f056986c75c44e9750f78
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.5.0		d826b8a50892167f77f1c220198093145cbc1384
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.6.0		53bf010067e1b2a7c0888abada1756a098e8c56e
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.7.0		a861ff4d6b318c80b9d0d892c43b4d33c9b57c64
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.8.0		a86973bdd482a13cd731c6990d3e64c982de5a00
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.8.1		db02f6b68f8783490f4973139d0b9e48fdf68920
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.8.2		3d2eb8d128b1eee9f06c80de675fb952f6a37e71
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.8.3		e4d26d6b28d660dc8b99d0ff43a103c59509a951
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.8.4		a57e2a5bd7cb8f6b1a5b94d02e8c6916c3f1ddaa
org.apache.camel.quarkus	camel-quarkus-aws2-kms	3.9.0		3d5143d68415568c04122af6fb5fd6cb9a06f9b0
org.apache.servicecomb.pack	alpha-fsm-channel-kafka	0.5.0		bb4e98f19605b9180c718ea840d3cd6f36d74eb1
org.danbrough.ktor	ktor-client-json-tests	2.1.1		feae1ceecb2e8599c7887e8943fd4f2dbdd72632
org.danbrough.ktor	ktor-client-json-tests	2.1.1	all	42f17b77f9ede901361b6f43745c3d4d1a5ba7e1
org.danbrough.ktor	ktor-client-json-tests	2.1.1a		267c8e2445b3a8ff8c6b77bd9f78d30e3732f535
org.danbrough.ktor	ktor-client-json-tests	2.1.1a	all	cda5cf349c0fba14fe838e4b5fad17f2e30b7375
org.danbrough.ktor	ktor-client-json-tests	2.2.3		6bafed1ab6b701c7ba71832ff35cb874c841db0c
org.danbrough.ktor	ktor-client-json-tests	2.2.3	all	808f94f59b5763cf1eb89f6a8cb39ed02f99a1a1
org.danbrough.ktor	ktor-client-json-tests	2.2.4		8be4d82c220fa8fbc7e116119a1feca5b02b70df
org.danbrough.ktor	ktor-client-json-tests	2.2.4	all	808f94f59b5763cf1eb89f6a8cb39ed02f99a1a1
org.errors4s	errors4s-http_3	1.0.0.0		7a6f280ca3c4e3a1b8ac7040cdad91f616bd1490
org.errors4s	errors4s-http_3	1.1.0.0		d1ead562a893a46b76d48447bf135cc8d757465f
org.errors4s	errors4s-http_3	2.0.0.0		3fc619726d898397c142d5dd5a6f2dd01536c4f5
org.errors4s	errors4s-http_3	3.0.0.0		b6079480855cbf82a7e9eca82e94df2b25ca52cd
org.everit.osgi.bundles	org.everit.osgi.bundles.com.esendex.javasdk	1.0.0.201506301724		826f87c4e741aedeffae067010daaecdfda83adf
org.flockdata	fd-store	0.98.4		bfb3bbbbb7a8a906fea7bfa8e8728a4361940b5c
org.flockdata	fd-store	0.98.5		0db18631fff2f9f8b1bb77b0929baa041d5abd39
org.flockdata	fd-store	0.98.6		4bfed9149ba774c2fbba79c4def668ccba942751
org.flockdata	fd-store	0.98.7		d3ff26adebedef3d85f57cc9e05e49ce80823f9d
org.flockdata	fd-store	0.98.8		dd5018e6a2da51d370f8831461ccfddd482b1a54
org.flockdata	fd-store	0.98.9		aa41576d0ae606595656d0c21feb34ddc814655a
org.fugerit.java.demo	test-publish-1	0.1.0		c1cc21d0e1aeb97543671572733e90f083d41479
org.fugerit.java.demo	test-publish-1	0.2.0		65d2ae948a83ad799bdce3e84531dba067251636
org.hawkular.btm	hawkular-btm-config-manager-rest-client	0.0.2		66c3a80dc80d6401242ffb74414138e4792f5307
org.hawkular.btm	hawkular-btm-config-manager-rest-client	0.1.0.Final		3c3c340235eb395f4bd6cb4477a1b59429ed93f6
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.0		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.0	metadata	81efe83629487ec1f280bd1b0e2ed02caa9bfde9
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.0-beta01		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.0-beta01	metadata	81efe83629487ec1f280bd1b0e2ed02caa9bfde9
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.0-beta02		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.0-beta02	metadata	81efe83629487ec1f280bd1b0e2ed02caa9bfde9
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.0-rc01		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.0-rc01	metadata	81efe83629487ec1f280bd1b0e2ed02caa9bfde9
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.0-rc02		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.0-rc02	metadata	81efe83629487ec1f280bd1b0e2ed02caa9bfde9
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.0-rc03		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.0-rc03	metadata	81efe83629487ec1f280bd1b0e2ed02caa9bfde9
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.1		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.1	metadata	317dfdb5af80ec071df01d9eb7961a0614d52909
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.10		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.10	metadata	8ff9ababf3e52231a75d148cc8ade0cdce3bb05f
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.10-beta01		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.10-beta01	metadata	8ff9ababf3e52231a75d148cc8ade0cdce3bb05f
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.10-beta02		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.10-beta02	metadata	8ff9ababf3e52231a75d148cc8ade0cdce3bb05f
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.10-beta03		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.10-beta03	metadata	8ff9ababf3e52231a75d148cc8ade0cdce3bb05f
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.10-rc01		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.10-rc01	metadata	8ff9ababf3e52231a75d148cc8ade0cdce3bb05f
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.10-rc02		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.10-rc02	metadata	8ff9ababf3e52231a75d148cc8ade0cdce3bb05f
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.10-rc03		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.10-rc03	metadata	8ff9ababf3e52231a75d148cc8ade0cdce3bb05f
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.11		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.11	metadata	8ff9ababf3e52231a75d148cc8ade0cdce3bb05f
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.2		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.6.2	metadata	317dfdb5af80ec071df01d9eb7961a0614d52909
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.0		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.0	metadata	588eedee6c0b2067879e4a138969c02029a29f9b
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.0-alpha01		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.0-alpha01	metadata	588eedee6c0b2067879e4a138969c02029a29f9b
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.0-alpha02		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.0-alpha02	metadata	588eedee6c0b2067879e4a138969c02029a29f9b
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.0-alpha03		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.0-alpha03	metadata	588eedee6c0b2067879e4a138969c02029a29f9b
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.0-beta01		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.0-beta01	metadata	588eedee6c0b2067879e4a138969c02029a29f9b
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.0-beta02		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.0-beta02	metadata	588eedee6c0b2067879e4a138969c02029a29f9b
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.0-rc01		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.0-rc01	metadata	588eedee6c0b2067879e4a138969c02029a29f9b
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.1		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.1	metadata	588eedee6c0b2067879e4a138969c02029a29f9b
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.3		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.7.3	metadata	588eedee6c0b2067879e4a138969c02029a29f9b
org.jetbrains.compose.ui	ui-test-macosarm64	1.8.0-alpha01		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.8.0-alpha01	metadata	fe08ebd189830e927b5fae839dbd22b67d8cd10d
org.jetbrains.compose.ui	ui-test-macosarm64	1.8.0-alpha02		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.8.0-alpha02	metadata	7689246822d94a53c2dea36bcef9e74bcef1d403
org.jetbrains.compose.ui	ui-test-macosarm64	1.8.0-alpha03		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.8.0-alpha03	metadata	6f465df352d5cef73bc745e9ceb9945c3a575fca
org.jetbrains.compose.ui	ui-test-macosarm64	1.8.0-alpha04		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.8.0-alpha04	metadata	6f465df352d5cef73bc745e9ceb9945c3a575fca
org.jetbrains.compose.ui	ui-test-macosarm64	1.8.0-beta01		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.8.0-beta01	metadata	6f465df352d5cef73bc745e9ceb9945c3a575fca
org.jetbrains.compose.ui	ui-test-macosarm64	1.8.0-beta02		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.8.0-beta02	metadata	6f465df352d5cef73bc745e9ceb9945c3a575fca
org.jetbrains.compose.ui	ui-test-macosarm64	1.8.0-rc01		N/A
org.jetbrains.compose.ui	ui-test-macosarm64	1.8.0-rc01	metadata	2826342117429d3c1796d24fa40dcd7d0241660d
org.kie	kogito-addons-quarkus-job-http-recipient-parent	10.0.0		N/A
org.kuali.rice	rice-krms-gen	2.2.0		fc8dc3f3e8ab0bcc74e9c8fe4cd873b9a7c0e09b
org.kuali.rice	rice-krms-gen	2.2.0-rc1		706c6cdaba9da880f2dbacefbdd7bb1ad4bec53a
org.kuali.rice	rice-krms-gen	2.2.1		5ece33bae1bef907452ccacde8075987b91dd668
org.kuali.rice	rice-krms-gen	2.2.2		af53640567d2021045156879e0b7bee12bda76d5
org.kuali.rice	rice-krms-gen	2.2.3		086d8d9aa0270631405e649fe90c39c57926d635
org.kuali.rice	rice-krms-gen	2.2.4		9ed49632b73a3633b48aed96b4d61e233ddfa2ec
org.kuali.rice	rice-krms-gen	2.2.5		9b1622938cf5469e4dcd359acc82e19ced0f66dd
org.kuali.rice	rice-krms-gen	2.3.0		bef17010d88a5a5f3b8de042d96b084502984686
org.kuali.rice	rice-krms-gen	2.3.1		911ec085fd1defac0b1fdf48523515d577df648c
org.kuali.rice	rice-krms-gen	2.3.10		cba8cbc5e9ce92136ecac1128fa3b94eda5e8e73
org.kuali.rice	rice-krms-gen	2.3.11		a81749751f15d3b1895a8e0964ec0d74ea1345da
org.kuali.rice	rice-krms-gen	2.3.12		6763ce05fda5e49bbf4d80263cd968808c2d1c1e
org.kuali.rice	rice-krms-gen	2.3.13		e4ef65e0f299782fa239349abd3abd781b2999c4
org.kuali.rice	rice-krms-gen	2.3.14		0b9cf01f7b9739f0903aa9136f71fedf551a2433
org.kuali.rice	rice-krms-gen	2.3.2		7e28267150bae15d74d70fd7c91ca85061787e92
org.kuali.rice	rice-krms-gen	2.3.3		920ef0c1a72c90e1ba6378e88c514e5639facf29
org.kuali.rice	rice-krms-gen	2.3.4		1bb2a4112b7d9bfb1d1c4d1209480728752f380f
