br.com.anteros	br.com.anteros.client.mqttv3.repository	1.2.2		N/A
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.12.0		5ed6fa361bf964fe384fdfdae1a9b8c1fbe6ee93
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.13.0		d1ad584fcb7b095222cc749277822cd54381a7d6
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.14.0		54a1362c15d9c4a7dfb0e9fcacf6e681a39d7ce2
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.15.0		edfc05f419913681d4cbbf81bcd1cb07a90d7a50
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.15.1		1dd425aadf6b71701c3ce2e9abc28fa15fcb6e09
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.15.2		81209ed33e75b20588375a727f8053909b1c77d6
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.15.3		3e501599a05d8ef1082cafd3c07740028d929ba1
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.16.0		3bf7ba19f1f97f92faae3ff9ec10602e2d7b0c15
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.17.0		2126107892b5f3fa5f61e2601f61789ac82cf9ba
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.18.0		db80473148730f41da0dd310448fb65d2c2632ca
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.19.0		b6fb6553c8a7cfe19a7e1a779ca81556ced72085
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.2.0		4ead3e72ad80e8f409db558d4080a5498e3afdf6
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.2.1		7df67670dee1dd7c573ccfe2d0248eae2849702f
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.2.2		612061d80c2909a86500c5ed695dd6a5efad5435
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.2.3		320e2e445a14ab9af8d5503f93b7b8a03e00d118
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.20.0		64e648c3ece68a70fb4575bd4ca429143102a672
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.22.0		a208fb0dcd4f59a819a5457aeb640df61671c7b5
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.4.0		6153a19ac6c0d7ff564a31b1c0b5f6b89ca841a1
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.5.0		c700ffd8d3e0d85c9f9307a92151c6ec6b0b526b
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.6.0		a3cbaf0060ff33e947876f237a148dc6e7e5aa10
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.7.0		4065fe829cd5a09a4538c2f203864f9f084c3a19
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.8.0		f43673934f220d9b4249c14aa66e879835f0cc17
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.8.1		909394c8e2cc2b8d60adf83f99e7a32ff1a3fd8c
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.8.2		b2af27917755a9cede67ad0c3c37bb5739cdb544
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.8.3		8be70cdc70c1cdb60609e1b27cdb11194381d530
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.8.4		dfb21a5b556dddf5a0f5aa05454b1e70af5ea03f
org.apache.camel.quarkus	camel-quarkus-integration-test-google-bigquery	3.9.0		04f508dc7fd5005695a78be27cecbf2eb9803c1f
org.apache.camel.quarkus	camel-quarkus-integration-test-master	1.1.0		b5f4640074f1bb8abb3259648d03152b0bcfebb2
org.apache.camel.quarkus	camel-quarkus-integration-test-master	1.2.0		747556ff1fab0f8dd680a79498de29c10ee82846
org.apache.camel.quarkus	camel-quarkus-integration-test-master	1.3.0		86cd217a6350c5812fbc625c3d34c76da15325ab
org.apache.camel.quarkus	camel-quarkus-integration-test-master	1.4.0		e5d0e9ad291175c0ec176d3b3ee6fc82a99590b5
org.apache.camel.quarkus	camel-quarkus-integration-test-master	1.5.0		cc33b78e6889cfccdd57ecaf6b7a471a9b350602
org.apache.camel.quarkus	camel-quarkus-integration-test-master	1.6.0		f834d52bf76a305a514f739c87f7d8c213343916
org.apache.camel.quarkus	camel-quarkus-integration-test-master	1.7.0		6f02ac841125c3987a35d4c4ce55bf473a3c45cb
org.apache.camel.quarkus	camel-quarkus-integration-test-master	1.8.0		449b39f1686811c2331c13a41692da8a6c1fb953
org.apache.camel.quarkus	camel-quarkus-integration-test-master	1.8.1		ed92550029a36e6562621225473989ff41ce8297
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.0.0		1063cd566538961b7a8a9c954e83ee97e221a163
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.0.0-M1		1e222da3c78e169341ff5d76283ba84e2e0a9884
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.0.0-M2		77303ad7e526be1047a0f95de5c6bf5d2fd57554
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.1.0		6cc7f2be59db04883ed9f5e066628a796b44f526
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.10.0		555a510dc0cee95f6698ecdba9069da8cfcec188
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.11.0		941ce8c50fb689f0ab6b4124eca16cdda79a3051
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.12.0		2eab36f2b68ab85aac4b5e0b1ab10920e51f3f0b
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.13.0		50ad8e719e1528020460ed25ced43fc99654c835
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.13.1		df90ef081c3fae5b23e58df48155b26ebcb74c0a
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.13.2		fb1efcbe76140feb2fa479556b99bec83701d45d
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.13.3		7b6d7e7ae094462b381d165eba382fc699f2846a
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.14.0		4b13c9783e905d7f38b60824217aeaa9185640bd
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.15.0		af0d69007efc85e04586d84980d5aa1715b53a4b
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.16.0		35f2bad0922a75d3fab445ac0c7db5a04a82bc44
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.2.0		8839845fcd3c0cfa44e7aaecbd0344de032c9a8c
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.2.1		44a24466cf5ae4d24167855019c03c8954ca00c0
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.3.0		3d22a8f7b9c9ab62e59cd90c9303b6a1cc657bc3
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.4.0		9a9efc049c75259d041e111421cd60db99343545
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.5.0		c7c500e4d43843e83e22d2b6647a935bbe025c96
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.6.0		a5fc86b0f21c5641d3dd7fdad9fce70a8c1abf97
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.7.0		9ff3db3e8200fa5e89ec1fe1798f250e39289ce7
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.7.1		e81754a1651665fa47923ec91446f5e89280e484
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.7.2		c3894bab772db519e3fe90a0d987e3eefc46e5a9
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.8.0		5ab61c3892bd36d7f0d2af0a1ac11408af748d06
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.8.0-M1		9977544e489ca0023298c7d8b192137e66b5a463
org.apache.camel.quarkus	camel-quarkus-integration-test-master	2.9.0		3f520b5eca11c07b3cfff849cf9efa3882c13d2a
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.0.0-M1		241dbd118741801fd40f5e2e802bc598ae149d0e
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.0.0-M2		6097cdadf1ae2c10509288878ee6643a89934f9c
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.0.0-RC1		2f239989737303201c99051fb67f808c06fc3f8f
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.0.0-RC2		d9bc5c2b5bf940fe71fb9af3e197f2947831298f
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.10.0		d3126b74618edcb5bacc8e46df44d318093632f8
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.11.0		969837a168f9690b788601b8b05118649cdd2d55
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.12.0		6d73d162f382aec4c238644a82885e7f803f9322
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.13.0		7521a9926b8b73b31927059f686a78a64f032dc4
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.14.0		46f2da32db0bad783436356a302acc3aa9ba5290
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.15.0		ebb6cd56750b07c33dd71813acf8782b5f26a9eb
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.15.1		3594c7f3437825b6624f0f7fb1a00b784015b115
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.15.2		37d515c064e825ea3ffaf3345011d4d680aaae7a
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.15.3		d2b14cf4a87fda053d32ebde4c824714d73d931f
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.16.0		9372b56966bd4ef61868aebc34fb89eec8d8e5bc
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.17.0		dc458c9b5746ad6098a28dae2a8acc5f7da1cd1d
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.18.0		3014e589e06dfb96cf61e7ce8bec651e2fa69ce7
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.19.0		d162c6cc37f4a583d7f698a279329e0412aabc59
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.2.0		9f07b31688f038679f481fc5666347cdb4c8b54a
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.2.1		f81635c5b59de29dfb4f4c2619c8e21245b73a8e
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.2.2		9154ee9ade37c223b906ff263f9e0f694c327408
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.2.3		feb87c25aeea13dd35741850ea6c8895b20ea106
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.20.0		dfacb99c0e4a4b6bfe12aaed947c05f7184aa4f9
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.22.0		07a44ce85c9763f1c4d1456b637cecce90218693
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.4.0		bf06d8d2f0fd232e8b94b3bc49505884b4179188
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.5.0		aa8d968a72b285b6aea0f9374a04fa8b24b94c33
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.6.0		3ea6acbcc5124ca0b85e7e0486b2389e15f1efa3
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.7.0		0fdba90f95196320c429c34f35b70bb8493f36e4
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.8.0		cb03624e6986b73f8d436181848fff6ae0ba8b13
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.8.1		a646b5ddc514f3e458c2f005e644445140334500
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.8.2		bc2d64d6f5e26888cfcced506e028fbcef6e4dc5
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.8.3		13f3ec2ab0415de0e8264a7d053d8d1d6cac0ca5
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.8.4		75c6ad9facd1c8b5b6eaf0a3f7010045d0f2ced7
org.apache.camel.quarkus	camel-quarkus-integration-test-master	3.9.0		cb0b9ba682b3d10a795c506d9b4e55ff16c807de
org.apache.shardingsphere	shardingsphere-parser-spring	5.1.0		N/A
org.apache.shardingsphere	shardingsphere-parser-spring	5.1.1		N/A
org.apache.shardingsphere	shardingsphere-parser-spring	5.1.2		N/A
org.apache.shardingsphere	shardingsphere-parser-spring	5.2.0		N/A
org.apache.shardingsphere	shardingsphere-parser-spring	5.2.1		N/A
org.apache.unomi	cxs-lists-extension-actions	1.2.0-incubating		8e97b7691f737dc5181d5b46b133bb8d324e2b45
org.apache.unomi	cxs-lists-extension-actions	1.3.0-incubating		940273d270e69180cbe3ea3f6500618524fe8240
org.apache.unomi	cxs-lists-extension-actions	1.4.0		79d899a0d096499b84debb7abfe266c9e9bfa6f6
org.apache.unomi	cxs-lists-extension-actions	1.5.0		027492c986b51381b2f7ac7ea6c0e41b7b28d97f
org.apache.unomi	cxs-lists-extension-actions	1.5.1		448a802c7a72bf4ed79c04d202ea84ce33340777
org.apache.unomi	cxs-lists-extension-actions	1.5.2		cc8ec125e2d0ca57c858fd8ce923c6af42dd47b2
org.apache.unomi	cxs-lists-extension-actions	1.5.3		4be0504ad92f37e74947ef613b96e3582cbeac54
org.apache.unomi	cxs-lists-extension-actions	1.5.4		4f62e115cc0e178e18f70a53a30f7b57500d3de7
org.apache.unomi	cxs-lists-extension-actions	1.5.5		c79a54bcf14c731f9d052838fd4a496e72d19002
org.apache.unomi	cxs-lists-extension-actions	1.5.6		e396fb2686594e5f37a2a08041bbd38f24e7dcc1
org.apache.unomi	cxs-lists-extension-actions	1.5.7		e20f010e872c58e59810b2319a1b7dcc69df5848
org.apache.unomi	cxs-lists-extension-actions	1.6.0		2c2195d0052d06d951098bccb2529c6c76d6a926
org.apache.unomi	cxs-lists-extension-actions	1.6.1		e6452ce656c26e13c41cdf60c324e6f41613d76c
org.apache.unomi	cxs-lists-extension-actions	1.7.0		8d9399ea3f0fa87e9bcf893ccb1c3ae8b9a0cebd
org.apache.unomi	cxs-lists-extension-actions	1.7.1		ac466879822583eb67b7b925ccf68942b1f13532
org.apache.unomi	cxs-lists-extension-actions	1.8.0		0f376260b37ea925d15449efd9d13c412d0d3bc3
org.apache.unomi	cxs-lists-extension-actions	1.9.0		3cc633fdaf12b6c9347dbbd489346d69b2bbeb5d
org.apache.unomi	cxs-lists-extension-actions	1.9.1		70557d6784eef6611552b8cb5713dd629e6de0f4
org.apache.unomi	cxs-lists-extension-actions	2.0.0		4869df4bb74c04c20eb1df44d4c16a3713c13ad1
org.apache.unomi	cxs-lists-extension-actions	2.1.0		23d581259f0e01a2b0e212ee2ed9a169e8c56a92
org.apache.unomi	cxs-lists-extension-actions	2.2.0		be0004760035afaf72ea2c0f1550a2f72d1b8039
org.apache.unomi	cxs-lists-extension-actions	2.3.0		97097753c7a3d5388ebb4f8c7ee6ffa1ee1fa228
org.apache.unomi	cxs-lists-extension-actions	2.4.0		24e10df90b0907296e5944ecebc514d2994c530b
org.apache.unomi	cxs-lists-extension-actions	2.5.0		6db9b823f5f622e609acc58252f0d85a345c75c5
org.apache.unomi	cxs-lists-extension-actions	2.6.0		f0913ee521fc1987273026f0338f1a75a85fe32a
org.apache.unomi	cxs-lists-extension-actions	2.6.1		fd15fd4d9eaa098bfa72b5cdd62ab6a9939cd9dd
org.bdgenomics.adam	adam-codegen-spark2_2.11	0.23.0		bb5c6341be45da2e0b496988a5ea45db4b8ac277
org.bdgenomics.adam	adam-codegen-spark2_2.11	0.24.0		2f1d98750e370a3deede3b9a5be9252383d664e3
org.bdgenomics.adam	adam-codegen-spark2_2.11	0.25.0		55a04076e6c6070c9fe61d4fe968bc9b8c51a9f8
org.bdgenomics.adam	adam-codegen-spark2_2.11	0.26.0		30b4c5c853b1a1272f1e606601fac1e4ad6c762c
org.bdgenomics.adam	adam-codegen-spark2_2.11	0.27.0		284dba99d2c0fd7a36e2d4e58c1027c01a9aef42
org.bdgenomics.adam	adam-codegen-spark2_2.11	0.28.0		5aff1ad83ed40b698c2040c5c0ff3103f0d76247
org.bdgenomics.adam	adam-codegen-spark2_2.11	0.29.0		68d7f6bfe69a4dde98aa8b66b43a48013abf4d70
org.bdgenomics.adam	adam-codegen-spark2_2.11	0.30.0		ab3946f7f4e80e68f017a97d9a825d4e8aaabbbf
org.bdgenomics.adam	adam-codegen-spark2_2.11	0.31.0		404ab2c8b5cb9be0a95261ceb5175db5ea4e26b8
org.bdgenomics.adam	adam-codegen-spark2_2.11	0.32.0		2a39b5a73281ac03425b0fb8564ae8526f33cd37
org.bdgenomics.adam	adam-codegen-spark2_2.11	0.33.0		274ac29092aa0cce8b2cf3ccef2e567f9089436b
org.cibseven.bpm	cibseven-engine	1.1.0		8bf96178113a04bf146a68755f9c45cb86cf1407
org.cybergarage.upnp	std	2.1.5		a398a3e1ccd924acbdc8602b4abd1e28e4ccc302
org.danilopianini	khttp	0.1.0-dev0m+0b35872		915f62da40adfd76c98b86ee740c58330343f8a4
org.danilopianini	khttp	0.1.0-dev0n+51b81cf		44edfbfb45fc30f76d2c1caed903099bd7c1c61a
org.danilopianini	khttp	0.1.0-dev0w+9990241		c8025db59623221fa9f2c8239323c3bd1c9b4642
org.danilopianini	khttp	0.1.0-dev0x+e7b4c1e		0de0efe40fd0cebb19f3624f840b76c9fb9bab82
org.danilopianini	khttp	0.1.0-dev1j+7559632		3b6d4dd084131f9c1eff468f96ef9756bb350fef
org.danilopianini	khttp	0.1.0-dev1u+b23a8f7		456c145b4db88e5197f79ebd58adee4ba3f6509a
org.danilopianini	khttp	0.1.0-dev2r+2d3b427		8eb18ddba3f98aed3ba2c2f5fe51322cad24de77
org.danilopianini	khttp	0.1.0-dev2r+d285360		9d5746180cea8f16aadfff02170dfe0fe2992010
org.danilopianini	khttp	0.1.0-dev2t+5b42ac0		50ca0928d34fc1fadfe0362100cfe7f016f5dfde
org.danilopianini	khttp	0.1.0-dev2t+5f673e3		9376cab3ffb01d922c6af5b4081562c0d67c8afd
org.danilopianini	khttp	0.1.0-dev2u+3b73671		329b0c4f2f5a64b8bb6ab36a631758cf40566d42
org.danilopianini	khttp	0.1.0-dev2u+e1593db		bbecd4aab038391fd3914dbb43c5cf7937bfab97
org.danilopianini	khttp	0.1.0-dev2v+d57fea0		66c62544cca4bfdd180626153a4f1f464078dc65
org.danilopianini	khttp	0.1.0-dev2v+e6655ef		7cc9292769655ff5af1fe64b81a17ccaf64da336
org.danilopianini	khttp	0.1.0-dev30+51fa9ae		afc06104afc3b1b42bedbd38b893e7e7d0d3dd9b
org.danilopianini	khttp	1.1.0		acc35ac8fc73986587b88d575bd75d18884971b8
org.danilopianini	khttp	1.1.1		d47f4ac5f16344a798fff2bc5092525a35536220
org.danilopianini	khttp	1.1.2		f3c3bde95a08b348ef8de6db92ceacffb03bfaed
org.danilopianini	khttp	1.1.3		1d6d1b2102aa3459b669f32ba6f2ab667a61121d
org.danilopianini	khttp	1.2.0		32866558024847413ee98190a91738964154c0d5
org.danilopianini	khttp	1.2.1		4f20a5c217332d1dba6dd39095808b5478e88b37
org.danilopianini	khttp	1.2.2		6bbf6bc6e7c8a6a616056265c97fde61839e89dd
org.danilopianini	khttp	1.2.3		ef620adee012a19e85044fc43d9865e53c9fd1d2
org.danilopianini	khttp	1.3.0		f75b0ec924a81b27c5e496bd5d6829ca9ebefba4
org.danilopianini	khttp	1.3.1		c04b6156084ba60eef494ae01fea0a4d774939d9
org.danilopianini	khttp	1.3.2		5ff4bf15da088c7d2180bc5c37d9a17ff9277733
org.danilopianini	khttp	1.4.0		19cf3424875d21c0a00dd277d4e3d8bf888931e4
org.danilopianini	khttp	1.4.1		2dbb15a1eba286dcf4fa617230e66b1758f05149
org.danilopianini	khttp	1.4.2		736deb1b4f22fdda96e6d5082efef62360eff02b
org.danilopianini	khttp	1.4.3		b5b84457b5d2b15e84555fda6c21de735da82e32
org.danilopianini	khttp	1.5.0		70456aa09fc2dda61e2c12ff53d437cb8f4b3a95
org.danilopianini	khttp	1.6.0		46f187cfcdf153cebfae36c891d5305d912639d3
org.danilopianini	khttp	1.6.1		8e3a744a7c29ca5d3702f868905d1e1f956e1245
org.danilopianini	khttp	1.6.2		bfd816358dc42bc8e944ed266e5eafb5037677de
org.danilopianini	khttp	1.6.3		ab43fa5bf8f36392cf4b5fc76541b28c76e5626c
org.dromara	soul-client-http	2.2.0		N/A
org.dromara	soul-client-http	2.2.1		N/A
org.dromara	soul-client-http	2.3.0-RELEASE		N/A
org.eclipse.platform	org.eclipse.sdk.examples	3.5.1000		c875af8b72bd358fd475e8bfbbd5f9d52eca9eb5
org.eclipse.platform	org.eclipse.sdk.examples	3.5.600		db068c282af0624df461a64794863cbcca19a8da
org.eclipse.platform	org.eclipse.sdk.examples	3.5.700		a6f6d020099039f615fd5fb391e5afbbc990c46b
org.eclipse.platform	org.eclipse.sdk.examples	3.5.701		cf49ed1a5598f0504778b50c053ee648221c0790
org.eclipse.platform	org.eclipse.sdk.examples	3.5.702		0ae44af87185ec86de248c2129331702dda8d9dd
org.eclipse.platform	org.eclipse.sdk.examples	3.5.703		e4f9553efe614eec8728acea544194bbfab1c790
org.eclipse.platform	org.eclipse.sdk.examples	3.5.753		d207fcb68767e3da291ae00c37610ab0ba52b7bf
org.eclipse.platform	org.eclipse.sdk.examples	3.5.800		6c448fa523c8290ae36c6c736b25d4c6c08ddbb6
org.eclipse.platform	org.eclipse.sdk.examples	3.6.0		b457bca6a56184b56a7e628c21eadab935db4536
org.eclipse.platform	org.eclipse.sdk.examples	3.6.100		496d23f24182a917936d960dc9975298514cfac7
org.eclipse.platform	org.eclipse.sdk.examples	3.6.200		75022a8bcd95d345c1a59b78ee0a57e661e6c1ee
org.eclipse.platform	org.eclipse.sdk.examples	3.6.300		aa6803343ffd0fa6489d46a92c09c7baef6c6ca3
org.eclipse.platform	org.eclipse.sdk.examples	4.14.0		4942e557f44f5d8e37c47902b2f0a69e37f651bd
org.eclipse.platform	org.eclipse.sdk.examples	4.15.0		da9a0e73ac3f3c07c17d87a41613654feaf5611f
org.eclipse.platform	org.eclipse.sdk.examples	4.16.0		a4540a4a519d00a89a2ef515f074b58093b3fc21
org.eclipse.platform	org.eclipse.sdk.examples	4.17.0		4ce3d5c3507eea4960a06cf23140f7e241341f1d
org.eclipse.platform	org.eclipse.sdk.examples	4.18.0		96a7d53438fb3bdafb1a4c08f7561c341347fb90
org.eclipse.platform	org.eclipse.sdk.examples	4.19.0		9e9997a2d552b9b6b4d052f4d2d6c66a0c12b54a
org.eclipse.platform	org.eclipse.sdk.examples	4.20.0		e5ebaec23a700047ed3fa979e956ad1ce5812ee0
org.eclipse.platform	org.eclipse.sdk.examples	4.21.0		dc519c5931d47b46d16f2e84208b3308d1e249ef
org.eclipse.platform	org.eclipse.sdk.examples	4.22.0		2cff72b72ecf5167e28dd6a0c808106a435f9614
org.eclipse.platform	org.eclipse.sdk.examples	4.23.0		76b8584b819b226c71620dcfd9cea0dcda813fd7
org.eclipse.platform	org.eclipse.sdk.examples	4.24.0		5dd8ea45571649172858a0a427a1ef0f36097a2a
org.eclipse.platform	org.eclipse.sdk.examples	4.25.0		f736941661fbffaee6782c30e7e5d9859527106f
org.eclipse.platform	org.eclipse.sdk.examples	4.26.0		3a576b99ea0b246d7e41f7217c62e755b6160911
org.eclipse.platform	org.eclipse.sdk.examples	4.27.0		ae84493a36c70d0b300f20aeec67071b8749da62
org.eclipse.platform	org.eclipse.sdk.examples	4.28.0		e23ea09ca82e08aced004c2b014252004ae5a464
org.eclipse.platform	org.eclipse.sdk.examples	4.29.0		3e64caf2580b0ca0c8d164893bc166d520848554
org.eclipse.platform	org.eclipse.sdk.examples	4.30.0		1dbe2e99f678804b72b7d1a4a45e67192901ab4d
org.eclipse.platform	org.eclipse.sdk.examples	4.31.0		fb4ba306f2528ff72da3f6ff0385d49028b14957
org.eclipse.platform	org.eclipse.sdk.examples	4.32.0		b11da18110704909e2adb23cf67bda912b884774
org.eclipse.platform	org.eclipse.sdk.examples	4.33.0		e61049a38c57c89720da9c7447efecf34736e255
org.eclipse.platform	org.eclipse.sdk.examples	4.34.0		bdddbfe520ef56b84afc357cd41ed474cc7b2e58
org.eclipse.platform	org.eclipse.sdk.examples	4.35.0		b170367614d722d31e58c2a886360a56001851ee
org.everit.authentication	org.everit.authentication.cas.ecm	1.0.0		52f01c9dfeba67c5b83fda4654d0bfb8375db803
org.gwtproject	gwt-codeserver	2.10.0		4de6c7796160df0fbd17bbed5cc29967202a9f38
org.gwtproject	gwt-codeserver	2.10.1		5e3c44b1627fa7f92c3a3265aec870a7de065b69
org.gwtproject	gwt-codeserver	2.11.0		0057f51e825ad97604c7535b18609d5880d5b3b2
org.gwtproject	gwt-codeserver	2.12.0		7921ea3adbe93c4a40eab58bd181abdd3ff31f12
org.gwtproject	gwt-codeserver	2.12.1		648dd08fc0208083ab1359cc236b39d82fcdf41f
org.gwtproject	gwt-codeserver	2.12.2		91bd1bc7b654387032c004d1e45d1bdcf067b713
org.jboss.as	jboss-as-testsuite-integration-basic	7.1.0.CR1		0c0d85662c68760b1295ddf87e0a906107334fb5
org.jboss.as	jboss-as-testsuite-integration-basic	7.1.0.CR1b		004c88dafc68f2d867fef745a23c9136a161da20
org.jboss.as	jboss-as-testsuite-integration-basic	7.1.0.Final		c74848b3af6645bd83aa632231462a64b23b4fc8
org.jdto	jdto-scripting	1.3		28ef4e8ede67ee91dacb73197099a7238f729f07
org.jdto	jdto-scripting	1.4		efb7fb223fe81caaefe31c25264e97dfe6e01c44
org.joda	joda-beans-maven-plugin	0.7.2		4c08ca6cb1b79578d1805102c5dcafd177b83f9f
org.joda	joda-beans-maven-plugin	0.7.3		247d6ca798e7d537214ccfbc37c60682e80fba0a
org.joda	joda-beans-maven-plugin	1.0		dea4d80af837c53f3d3b961e9f5b3ce8595e0049
org.joda	joda-beans-maven-plugin	1.1		e6cde380c4c84dda124f210a28f47a9241662cac
org.joda	joda-beans-maven-plugin	1.2.0		e051b5ed1491ef2518908499a3a34c928e6468a1
org.joda	joda-beans-maven-plugin	1.2.1		66971c042d390d378c4d8abd3e5e7aed0238280b
org.joda	joda-beans-maven-plugin	1.2.2		9afe4bb3c016f8767035c461ef87da3173648c13
org.joda	joda-beans-maven-plugin	1.3.0		8d622b1cb5fa716e74b6031ea26f7c336d894263
org.joda	joda-beans-maven-plugin	1.3.1		2f041e63eb70f8a683a98cd266a0f0fd999e5382
org.joda	joda-beans-maven-plugin	1.3.2		c1a147f82350cfe475fad9015971dbb66b615491
org.jresearch.orika	org.jresearch.orika.pom	1.0.0		N/A
org.jresearch.orika	org.jresearch.orika.pom	1.0.1		N/A
org.jresearch.orika	org.jresearch.orika.pom	1.0.10		N/A
org.jresearch.orika	org.jresearch.orika.pom	1.0.11		N/A
org.jresearch.orika	org.jresearch.orika.pom	1.0.12		N/A
org.jresearch.orika	org.jresearch.orika.pom	1.0.13		N/A
org.jresearch.orika	org.jresearch.orika.pom	1.0.15		N/A
org.jresearch.orika	org.jresearch.orika.pom	1.0.2		N/A
org.jresearch.orika	org.jresearch.orika.pom	1.0.3		N/A
org.jresearch.orika	org.jresearch.orika.pom	1.0.4		N/A
org.jresearch.orika	org.jresearch.orika.pom	1.0.5		N/A
org.jresearch.orika	org.jresearch.orika.pom	1.0.6		N/A
org.jresearch.orika	org.jresearch.orika.pom	1.0.7		N/A
org.jresearch.orika	org.jresearch.orika.pom	1.0.8		N/A
org.jresearch.orika	org.jresearch.orika.pom	1.0.9		N/A
org.minijax	minijax-archetype-quickstart	0.0.18		f7da18558571b0e22727a29fde0be7a7c118ddec
org.minijax	minijax-archetype-quickstart	0.0.20		7d5642d4d0c9c46fdd1749b63e0315d5d299bfa7
org.minijax	minijax-archetype-quickstart	0.0.22		bb49b074001c1f8074c4b9a74c49d3aab42a94e5
