br.com.objectos.oss-java8	objectos-more-logging	1.0.0		c832dbf983d1d69867a5a9c99f6c34a864c2ce9b
io.github.vigoo	zio-aws-athena_2.12	3.17.94.2		7a69a43a20cb8dded2f395aeca7044822ab97a76
io.github.vigoo	zio-aws-athena_2.12	3.17.97.1		ef8be6b898f4089552788fb84c26f646615126d9
io.github.vigoo	zio-aws-athena_2.12	3.17.98.1		9b1ec1c0ac8e3ec5f249ec2282276e90d2d86022
io.github.vigoo	zio-aws-athena_2.12	3.17.99.1		f4adf6f482cde63cb0844e3e488d191ebe2441df
io.github.vigoo	zio-aws-athena_2.12	4.0.2		7f84f47b89bef99fa1bbb28dee75dddd67b4ec52
io.github.vigoo	zio-aws-athena_2.12	4.0.4		a8e2b8a242a09340e8d966ed2b30f82dc5ff142a
io.github.vigoo	zio-aws-athena_2.12	4.0.5		f55fb63e248e343376d977ae50df56b00aa45412
io.github.vigoo	zio-aws-athena_2.12	4.17.104.1		6a55e17f30b9c5c12c52895c5b8f525757aed580
io.github.vigoo	zio-aws-athena_2.12	4.17.104.2		00b0b229f739d71b3135084d1ed5f3084202c9f4
io.github.vigoo	zio-aws-athena_2.12	4.17.280.4		dce1faf280c7305b3b2f33d72dc33c0e8667b178
io.github.xumig	myutil	1.0.0		N/A
io.github.zbr-001	test	1.0		2fef9198992d3ca78156a6b4f2628d3a1a08e112
io.github.zbr-001	test	1.1		e8b156452e11b3c354916da8d69bffa400d803e7
io.github.zbr-001	test	1.2		0b679647ad18e71ac4376b5d1e026bf7e074df6f
io.knotx	knotx-commons	2.0-RC3		9c643624e5de86bfe20d643531e116362df97739
io.knotx	knotx-commons	2.0.0		88af306e72029b79da315c03748de34f2e3f3b2b
io.knotx	knotx-commons	2.0.0-RC1		95957c2abea5007e7d7f155fd82873957691aeba
io.knotx	knotx-commons	2.0.0-RC2		68adfc2384f1db0464d48d17642c646a76d2e142
io.knotx	knotx-commons	2.0.0-RC4		ec53e1c7ff51b97d00684c1367b3a3968b2e6efe
io.knotx	knotx-commons	2.0.0-RC5		3d61c7fb1fa44092b1197311dd5b5d0fcb34e1ae
io.knotx	knotx-commons	2.1.0		fc616985df7b04cca9b32d5047f97f37637bec73
io.knotx	knotx-commons	2.2.0		770bbc6a2f44832767912a55441e243b42f087d0
io.knotx	knotx-commons	2.2.1		d5e25020a78585789ef3675f19e85baa37f4f573
io.knotx	knotx-commons	2.3.0		8acc7d00031dd56b21b8b89d42532289134d518e
io.knotx	knotx-commons	2.3.1		6f3fdafec66ee1fc5bc2e0dee37fb3fe8bb362e8
io.knotx	knotx-commons	2.4.0		0b07c6fa20456ac45b7e60dcd29bb42ae100dcf5
io.laserdisc	log-effect-core_sjs1_2.13	0.19.0		2b52e5180f00653c63d27ac148d61aa323da4d4a
io.laserdisc	log-effect-core_sjs1_2.13	0.19.1		f2565bfa85289b25fbea0380a828afc64d9487a5
io.laserdisc	log-effect-core_sjs1_2.13	0.19.2		ddad6f6025ffb229e3b10481b2730c2a48b20699
io.laserdisc	log-effect-core_sjs1_2.13	0.19.3		7ed1f5354b73476ed89d0e714aec2e3d67b835de
io.laserdisc	log-effect-core_sjs1_2.13	0.19.4		0b97ad71d4dc9e486e4762ea4c400f7bb7a471e0
io.laserdisc	log-effect-core_sjs1_2.13	0.19.5		0b29d855380adf927057d7031f9dff2d8564cd66
io.laserdisc	log-effect-core_sjs1_2.13	0.19.6		8000b7da11aaf7af3f80c4fd2fdcf9f35e15f69b
io.nacular.doodle	desktop-jvm-linux-x64	0.10.0		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.10.1		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.10.2		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.10.3		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.10.4		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.11.0		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.11.1		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.7.0		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.7.1		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.7.2		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.8.0		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.8.1		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.8.2		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.9.0		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.9.1		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.9.2		N/A
io.nacular.doodle	desktop-jvm-linux-x64	0.9.3		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	23.0.0.10		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	23.0.0.11		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	23.0.0.12		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	23.0.0.3		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	23.0.0.4		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	23.0.0.5		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	23.0.0.6		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	23.0.0.7		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	23.0.0.8		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	23.0.0.9		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	24.0.0.1		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	24.0.0.10		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	24.0.0.11		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	24.0.0.12		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	24.0.0.2		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	24.0.0.3		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	24.0.0.4		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	24.0.0.5		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	24.0.0.6		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	24.0.0.7		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	24.0.0.8		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	24.0.0.9		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	25.0.0.1		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	25.0.0.2		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	25.0.0.3		N/A
io.openliberty.features	io.openliberty.oauth2.0.internal.ee-10.0	25.0.0.4		N/A
io.tromba	testdriver	0.1.12		0c1f9e33b0690e94d61c1786425f85b97e3f4947
io.tromba	testdriver	0.1.13		b94f1f3be58b4866a3355defb93d4270ff089d39
io.tromba	testdriver	0.1.14		0eddc936c03c2456eb3a2ac4baa30772adad18bc
io.tromba	testdriver	0.1.15		de029df9409a3b791882bbd2747e85b50399a895
io.tromba	testdriver	0.2		416c0f90f3f1a694f14353eda169a78b76095d54
io.tromba	testdriver	0.2.0		625acd2621a1b4ae25bac1275b9904d701f206f5
io.tromba	testdriver	0.3.1		1f0e8819d17f213eb2ebe3c2758e0c24b5988c5d
io.tromba	testdriver	0.6.0		8166ee7ae96d073b80581489c42171f66b59ff5a
io.tromba	testdriver	0.6.3		ab87153161fc335504afa50ea3738fa3785d8eed
io.tromba	testdriver	0.6.4		52e2ce1877492a050cb5b4419ff72d10b6fdce54
io.tromba	testdriver	0.7.1		61e27a51f732858287a6f607c867dd65298ca79c
io.tromba	testdriver	0.7.2		9dc1fc238a2e958ece2b1ee07e25d20d54c66e7a
io.tromba	testdriver	0.7.3		d00d9908267b3cb1f84d270e6d2169f37a953542
io.tromba	testdriver	0.7.4		55bc7e2a9df00f793419e0475b24f69dcb344c36
io.tromba	testdriver	0.7.5		5f3b9fd80606bd09362c191c5bcc7db9eeb66231
io.tromba	testdriver	0.7.6		c529e424e899f4bd7da8434d54f7bad05b73f175
io.tromba	testdriver	0.7.7		572afbdb312b39646860cfa60c500f55f253629f
io.tromba	testdriver	0.7.8		6ea74ad5b1f6372a755236ba56b10381082b250f
io.tromba	testdriver	0.7.9		59831851862526b885e4a3bb7689385076db2580
io.tromba	testdriver	0.8.0		0bc4f5af005ebc764ff134986fdffa2c436476c6
io.tromba	testdriver	0.8.1		90a31156da2b48c6d74d0d62d88948e0ed448adc
io.tromba	testdriver	0.9.0		18616f159258377468cd06ba306ccccf8ff63a5d
io.vertx	vertx-proton-it	5.0.0.CR1		b8ac3f2961a4f783a7beee1a11fd263cf7c2ce3f
io.vertx	vertx-proton-it	5.0.0.CR2		85b923c0a2b36213354b11527608df454969b90c
io.vertx	vertx-proton-it	5.0.0.CR3		5d095f57937095d7e41c8e5d07f43bd019ba8e8c
io.vertx	vertx-proton-it	5.0.0.CR4		52088930f700ae0fd8bd9358d704a8175745c8ff
io.vertx	vertx-proton-it	5.0.0.CR5		53646845213ecef0cbd7d2d4c77d4dbf4fc5c93a
io.vertx	vertx-proton-it	5.0.0.CR6		8cbb327fc4b686985f5a755c20d4123847e30fec
io.vertx	vertx-proton-it	5.0.0.CR7		947728fe699a2886abc2e42fbce95d81c4d79fed
it.thomasjohansen.warbuddy	cluster-demo	1.0-RC1		N/A
jp.wasabeef	recyclerview-animators	1.0.1		fd2c34d5ed7a94cf04872afac33150689228064d
jp.wasabeef	recyclerview-animators	1.0.2		e8a693a9b7e469ae93bcdc6dd08cb8d8a39b7edb
jp.wasabeef	recyclerview-animators	1.0.3		3ade05d9f35082da0cbe00269bbf809b1029e052
jp.wasabeef	recyclerview-animators	1.1.0		6fdd85af8d1fd9b2cf4c66cce68f0116a98969c4
jp.wasabeef	recyclerview-animators	1.1.2		7aa1a5a3453a4fb753583577400d0af9e1a539a2
jp.wasabeef	recyclerview-animators	1.1.3		84c8b9e5ec781ba16ace35573ab5237f0ca391be
jp.wasabeef	recyclerview-animators	1.2.0		e6107c5fcfd45913fd4d9f2c69863c67f85f3d9f
jp.wasabeef	recyclerview-animators	1.2.1		7e81679222815b5a917703cf21d71d129c86704f
jp.wasabeef	recyclerview-animators	1.2.2		6bd00fb37ba3098c963f0124b372e7b1dd3bdd44
jp.wasabeef	recyclerview-animators	4.0.1		N/A
jp.wasabeef	recyclerview-animators	4.0.2		N/A
net.canadensys	canadensys-core	1.0		fe987ffd94d78cfe6fbb7cb3f056c48e2cd5d0cd
net.canadensys	canadensys-core	1.1		7939fdbd38f28dfd9a425a25c70955ff397c0df0
net.canadensys	canadensys-core	1.2		9c7d4a889d73b828017ad439a8372681a8082afc
net.canadensys	canadensys-core	1.3		3b0382080bcf6d0ea18a8feb48ec60b91f09f8ff
net.canadensys	canadensys-core	1.4		461aba0ea704010473e3486187dab4df2e9a6974
net.canadensys	canadensys-core	1.5		a2c9cdf3ee50923ca88e515c96b421d8ee878229
net.canadensys	canadensys-core	1.6		46307793dbc3d7ad7e4e7c9638fb5ddf1eeff242
net.canadensys	canadensys-core	1.7		784f3e93b20108814c4c681bdfca96f96740ffc2
net.canadensys	canadensys-core	1.8		29b15ef64168b4bb2b5556a307c757fddde4be37
net.officefloor.web	officejson_jackson	3.0.0		1d6e1d7e8c4b56586d2e1b5f61d3c205c6acac64
net.officefloor.web	officejson_jackson	3.1.0		149e30309bae3a820b821acebb1b42351a824173
net.officefloor.web	officejson_jackson	3.10.0		3c8397af2ffdf83b68423c20f599801352021b34
net.officefloor.web	officejson_jackson	3.10.1		2cb709688636ea0debe95f823effeec3696a8dfa
net.officefloor.web	officejson_jackson	3.10.2		7668c207f07f96da8780f87edc87f5d5585d42ee
net.officefloor.web	officejson_jackson	3.10.3		22b1266191368a1cc69f44a121f91c44f19a12b1
net.officefloor.web	officejson_jackson	3.11.0		38fd61624e1b1527992d77e0a451cd0709a7beda
net.officefloor.web	officejson_jackson	3.12.0		472f82f6f0bcdfa6b6b4b1bea13e84ea3629cf94
net.officefloor.web	officejson_jackson	3.13.0		3b2e9cee6da76a4c334c40b7dde61042755477e4
net.officefloor.web	officejson_jackson	3.14.0		6f31b543c66b5cc7f4cff998fdb9d01a1b936bea
net.officefloor.web	officejson_jackson	3.15.0		f2eb70cf93707776f36a79926d3dd927bc059c63
net.officefloor.web	officejson_jackson	3.16.0		cddc0efaa6c17d5c17581d7152ce35f58c33db78
net.officefloor.web	officejson_jackson	3.17.0		bc683c648a889ae4a6f905ce14196fdc7d1780de
net.officefloor.web	officejson_jackson	3.18.0		e243230dc4ffe80dca711739d55d37b46c6e8d49
net.officefloor.web	officejson_jackson	3.19.0		300b2c8cd4ca3fd597e5be15ed455e39b4234139
net.officefloor.web	officejson_jackson	3.2.0		5384985aeaca9fc2b8ed4bf04e88acfb9730287e
net.officefloor.web	officejson_jackson	3.20.0		80b2c1ca550eca7aba844fd66a23162c871bd976
net.officefloor.web	officejson_jackson	3.21.0		eed099ae94214d3c129617e37d02555d115b2454
net.officefloor.web	officejson_jackson	3.22.0		9f6e358f4fe9e3a66a6915e6904f752718541eef
net.officefloor.web	officejson_jackson	3.23.0		56ca77449a2613788e90dbe693518e44602769ac
net.officefloor.web	officejson_jackson	3.24.0		f3bf3981caba5f33131cabe4a568652ae38ffd50
net.officefloor.web	officejson_jackson	3.25.0		10fe5582ebc8d3c21d30839c39b7fe28feddbf9c
net.officefloor.web	officejson_jackson	3.26.0		670afa717116847a82814184f157603f3bd9b0a5
net.officefloor.web	officejson_jackson	3.27.0		fb629afe93e5606720b02952f411508dc70a65e7
net.officefloor.web	officejson_jackson	3.28.0		61737a521144e1ed14954f9c698f6cb577a16d9b
net.officefloor.web	officejson_jackson	3.28.1		2b8cd4893f5d522265d23b1c90720c48edf587ca
net.officefloor.web	officejson_jackson	3.28.2		ecf572bd4bd0a5b56a7f72051aaccead3be1b70a
net.officefloor.web	officejson_jackson	3.29.0		839b460f5c8e3251c369e661b3541428481db3a0
net.officefloor.web	officejson_jackson	3.3.0		c8668e382ec397a111f29fa7b0999618f242cd84
net.officefloor.web	officejson_jackson	3.30.0		49b1d21d2b3c9a7da78f953f2c5c1b607ba60efc
net.officefloor.web	officejson_jackson	3.30.2		b06277a576c621b1966ee3a08c2d78ef2c6da41e
net.officefloor.web	officejson_jackson	3.31.0		e01ff58c41782a98c511c724bb09cd4b4046f762
net.officefloor.web	officejson_jackson	3.32.0		bfdb4e6995fd5c4b1c204bb2ecf180e8ce8a31aa
net.officefloor.web	officejson_jackson	3.33.0		344115249705c5fc9fe303c714cf0694a0deed0d
net.officefloor.web	officejson_jackson	3.34.0		35b506131ef01a1254232c20453c7d9299423f46
net.officefloor.web	officejson_jackson	3.35.0		e0029d9db596f97b1c6835978c30685f2f577af3
net.officefloor.web	officejson_jackson	3.36.0		336340ce0cad8059b13e4fcb715e024b137cf5a2
net.officefloor.web	officejson_jackson	3.37.0		01f0883e7ff71dfdb9efb16518ecf1fb3da63d62
net.officefloor.web	officejson_jackson	3.38.0		1e5708132eb7a6d52ebee63c8196e82998e7eb61
net.officefloor.web	officejson_jackson	3.39.0		28be98554e1586c2f584cb6e77d62130daa8814f
net.officefloor.web	officejson_jackson	3.4.0		c351394c5f2746be9f7e9eaa3153a9fdcdd24e04
net.officefloor.web	officejson_jackson	3.40.0		a6b8c565129505ef4ad45bb07841a003997cb43d
net.officefloor.web	officejson_jackson	3.5.0		69b0a154dfcb44fe32a911500daa383cab003ba8
net.officefloor.web	officejson_jackson	3.5.1		30e9c81841df6eb063265a763d799e7600362d75
net.officefloor.web	officejson_jackson	3.6.0		cb3b3ba7ba7492b1b787e01083145a732940e27b
net.officefloor.web	officejson_jackson	3.6.1		3eb808eadead7fc2913b8641c1a116c9a6efc50a
net.officefloor.web	officejson_jackson	3.6.2		33a1669ae3d48b8dfb72be90e4f7fe9802fc2a26
net.officefloor.web	officejson_jackson	3.7.0		e940559032563e643ca6f48a169b17b21920c52c
net.officefloor.web	officejson_jackson	3.8.0		fdeccac4a8047cbd094e91e55a010e655aa1127a
net.officefloor.web	officejson_jackson	3.9.0		3d3736552f6260da061652f1e9c1c56ef9f8646c
net.officefloor.web	officejson_jackson	3.9.1		04cb243c38fe3bacd11fb4f6a0dec2b169f1b4c0
net.officefloor.web	officejson_jackson	3.9.2		f2ca8514badf8c63a9e005b0af9b08945f7f3cb2
net.orandja.kt	either-linuxarm64	1.0.0		N/A
net.orandja.kt	either-linuxarm64	1.1.0		N/A
net.orandja.kt	either-linuxarm64	1.1.1		N/A
net.orandja.kt	either-linuxarm64	1.2.0		N/A
net.orandja.kt	either-linuxarm64	1.2.1		N/A
net.thevpc.hl	hadra-build-tool	0.1.0		e7182c635108d34b5786c398f4cdc58a8c76e321
nz.ac.auckland.iks	jira-initializer	1.1		419d1d00b14f225447a316f4b409ba62dc7a5bb0
org.apache.camel	camel-example-cdi-kubernetes	2.18.0		17645c0dd9195da2948de515acea808871f808d4
org.apache.camel	camel-example-cdi-kubernetes	2.18.1		ed18990d0d29f5f72bdb384bbc4ad1ed87a31bfa
org.apache.camel	camel-example-cdi-kubernetes	2.18.2		1254194697c71956cf642d78ed2206fd1f585416
org.apache.camel	camel-example-cdi-kubernetes	2.18.3		7bf46fd042cca7c6c9f4bbd15553534d762277f5
org.apache.camel	camel-example-cdi-kubernetes	2.18.4		f766f0db54c6efdec8a24096a7eccfcf7b2d4ace
org.apache.camel	camel-example-cdi-kubernetes	2.18.5		223b8ca422162657f5c3c2dfa5a61fa6edb6db03
org.apache.camel	camel-example-cdi-kubernetes	2.19.0		d8d0a29da9ef5e898f8d8c3c7d5afd013cd6738e
org.apache.camel	camel-example-cdi-kubernetes	2.19.1		95352e5262a1190c7c047cbdc21cc0ade1eadae1
org.apache.camel	camel-example-cdi-kubernetes	2.19.2		0c7a27aa09d69434e51adb8a2180197361383667
org.apache.camel	camel-example-cdi-kubernetes	2.19.3		46e4eb092647976ade33ba13916feb04ba059b01
org.apache.camel	camel-example-cdi-kubernetes	2.19.4		f0eee20539103a6a44dc2c4b395167aceea7e2dc
org.apache.camel	camel-example-cdi-kubernetes	2.19.5		c8c0019c421cc3f714e81af69f4377e16a26ddf5
org.apache.geronimo.samples.javaee5	jms-mdb-jetty	3.0-beta-1		N/A
org.apache.geronimo.samples.javaee5	jms-mdb-jetty	3.0.0		N/A
org.apache.iotdb	external-pipe-api	0.14.0-preview1		d6f5c9451d0ec208a7e99aed9da5d5806a6f21bc
org.apache.iotdb	external-pipe-api	0.14.0-preview2		510ae89f9140e60608af5e1611b30e35a02e6506
org.apache.iotdb	external-pipe-api	0.14.0-preview3		56fc4307413fc1b74fd8e4cfd34989b686adf0a3
org.apache.iotdb	external-pipe-api	1.0.0		ada236910576ebc0a98ca5e8b6ac9ee87c38a038
org.apache.iotdb	external-pipe-api	1.0.1		a75639c14f4b519ab2f9106c8f10d5da50c5de79
org.apache.iotdb	external-pipe-api	1.1.0		4ea4d235d66fa8641b5cb75f4976ec116e3b2e3d
org.apache.iotdb	external-pipe-api	1.1.1		4df2b408ca55d08b9817e1fce7ab7241a41b0f3a
org.apache.iotdb	external-pipe-api	1.1.2		0c1f20e4ba02802af6a4916cf65357e92595edec
org.apache.logging.log4j	log4j-api-scala_2.10	11.0		c2a0c1c7202eb6eff2df085d1566a9fa6143a908
org.apache.logging.log4j	log4j-api-scala_2.10	12.0		f2457e2fa74c884d1fb8801b8c16c6ef8ead2d0e
org.apache.logging.log4j	log4j-api-scala_2.10	13.0.0		a474c8c982163539e526b10d5ee0c49186ae8fdc
org.apache.logging.log4j	log4j-api-scala_2.10	13.1.0		16c710440229044fd764b98f6f6c6f9d14729c50
org.apache.logging.log4j	log4j-api-scala_2.10	2.7		cc0b53ad539957eeba37936157ef8eb59fee5390
org.apache.logging.log4j	log4j-api-scala_2.10	2.8		7c2aa3de2bd1a39f9989f92b2686874acc5dab08
org.apache.logging.log4j	log4j-api-scala_2.10	2.8.1		f40ef1ea3b637355a5c182514def880c895b6748
org.apache.logging.log4j	log4j-api-scala_2.10	2.8.2		dc0568d7e21f7297bc61833cacafbc2dd3edbd4b
org.apache.royale.framework	Jewel-Dark-NoFlat-Primary-Yellow-Theme	0.9.10		N/A
org.apache.royale.framework	Jewel-Dark-NoFlat-Primary-Yellow-Theme	0.9.12		N/A
org.apache.royale.framework	Jewel-Dark-NoFlat-Primary-Yellow-Theme	0.9.4		N/A
org.apache.royale.framework	Jewel-Dark-NoFlat-Primary-Yellow-Theme	0.9.6		N/A
org.apache.royale.framework	Jewel-Dark-NoFlat-Primary-Yellow-Theme	0.9.7		N/A
org.apache.royale.framework	Jewel-Dark-NoFlat-Primary-Yellow-Theme	0.9.8		N/A
org.apache.royale.framework	Jewel-Dark-NoFlat-Primary-Yellow-Theme	0.9.9		N/A
org.apache.stratos	org.apache.stratos.server.feature	3.0.0-incubating		N/A
org.dhatim	milyn-smooks-flatfile	1.7.1		01a6d10cc5d63646c406c3b62c9c1eeecfd1f52c
org.dhatim	milyn-smooks-flatfile	1.7.2		44098f1c22c330a0c3d0228f4459503a4f20b6ca
org.dhatim	milyn-smooks-flatfile	1.7.3		37592ffd9727e36c640abb0a43a89ec4af803700
org.dhatim	milyn-smooks-flatfile	1.7.4		496bb2acaf3f63e7d3d9e2a87eeb5b45197db5c8
org.dhatim	milyn-smooks-flatfile	1.7.5		a0c03ae763a92a885b758d090a353b7bf68fe3aa
org.eclipse.lmos	arc-openai-realtime-client	0.1.0		79663e96ed0ab288bab003e96ee8825db7093549
org.eclipse.lmos	arc-openai-realtime-client	0.121.0		8b41013387028a6cdf11795c44fc3811eebfbf2b
org.eclipse.lmos	arc-openai-realtime-client	0.122.0		8e5e581e50e4fa6d38e54e29d1932ecc500c718c
org.eclipse.lmos	arc-openai-realtime-client	0.122.0-M1		c20e6584eebd90a76ab627d486d236ece5c3f2cb
org.eclipse.lmos	arc-openai-realtime-client	0.122.0-M2		9eae1461ff26dd2d8bf346a4bb16708f1507a85c
org.eclipse.lmos	arc-openai-realtime-client	0.122.0-M3		1f1c3bcfe269644de7eb439401856b303b702814
org.eclipse.lmos	arc-openai-realtime-client	0.123.0		bedcbddce473dad9d2b7981ed407049b4edbc5e1
org.eclipse.lmos	arc-openai-realtime-client	0.123.0-M4		fa48d927cb334fec55ff53fa641e4742d06b1bb6
org.eclipse.lmos	arc-openai-realtime-client	0.124.0		6bb044832d846edd509615713da095c1071ea5ee
org.eclipse.lmos	arc-openai-realtime-client	0.124.0-M2		986169116441d0d4506e4f82b30713b4eba53441
org.eclipse.lmos	arc-openai-realtime-client	0.124.0-M3		83bbed0289b6a56b8b5bd9e16e7213891c951293
org.eclipse.lmos	arc-openai-realtime-client	0.124.0-M4		f2c5ebee118457347e68f380d671525afaddbdfc
org.eclipse.lmos	arc-openai-realtime-client	0.124.0-M5		13fe9912fb73d23a3e6fba6400f30156fb1911fd
org.eclipse.lmos	arc-openai-realtime-client	0.125.0		99f294920706ae2503b03e5198fad555dcf0d078
org.eclipse.lmos	arc-openai-realtime-client	0.125.0-M1		d168d3166e9c7e86ed8afdfe8f76b25e0039996c
org.fabric3	fabric3-execution	2.5.0		3c4ec524fb1d4533639d675141568f290d2fb4c1
org.fabric3	fabric3-execution	2.5.1		ecf7f6a7a6abbb5d9a16f27ca64b364e42238a15
org.fabric3	fabric3-execution	2.5.2		8fd2262295cf14475a5516c02508d2bb8f44d038
org.fabric3	fabric3-execution	2.5.3		e95f18b44922ca5096c05ed287ebda1430d20efe
org.fabric3	fabric3-execution	3.0.0		62608a29e8232d97345bf45836e2fdbff6e8df5c
org.geomesa.nifi	geomesa-nifi-controllers-nar	2.4.0		N/A
org.geomesa.nifi	geomesa-nifi-controllers-nar	2.4.1		N/A
org.geomesa.nifi	geomesa-nifi-controllers-nar	2.4.2		N/A
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.0.0		N/A
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.0.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.0.0-alpha01		N/A
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.0.0-alpha01	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.0.0-alpha02		N/A
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.0.0-alpha02	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.0.0-alpha03		N/A
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.0.0-alpha03	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.0.0-rc01		N/A
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.0.0-rc01	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.0.1		N/A
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.0.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.1.0-alpha01		N/A
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.1.0-alpha01	metadata	28bd9da9f367acaf52c17b573eefffc59ce4b8fb
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.1.0-alpha02		N/A
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.1.0-alpha02	metadata	28bd9da9f367acaf52c17b573eefffc59ce4b8fb
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.1.0-alpha03		N/A
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.1.0-alpha03	metadata	f3a88191985f41ec678cb4c0d0a72795ff28be55
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.1.0-alpha04		N/A
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.1.0-alpha04	metadata	f3a88191985f41ec678cb4c0d0a72795ff28be55
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.1.0-beta01		N/A
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.1.0-beta01	metadata	f3a88191985f41ec678cb4c0d0a72795ff28be55
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.1.0-beta02		N/A
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.1.0-beta02	metadata	1a8ff3ba7fc00ed43c637659c4843f4165e4f255
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.1.0-rc01		N/A
org.jetbrains.compose.material3.adaptive	adaptive-layout-uikitsimarm64	1.1.0-rc01	metadata	d636d47e5e26ac0e24da2525cf01bc748debc470
org.jvnet.hudson	update-center	1.0		0f2ee6b4165ed4dbd06b12be7cea29219c0f8cef
org.kuali.kfs	kfs-assembly	0.0.11		a75a179769fb8cd13dd7e4305329ad61ca113fc6
org.milyn.edi.unedifact	d06a-aggregator	1.4.1		N/A
org.milyn.edi.unedifact	d06a-aggregator	1.4.2		N/A
