cloud.piranha.webapp	piranha-admin-webapp	20.2.0		N/A
dev.zio	zio-aws-marketplacemetering_2.12	5.20.32.2		a1c1fec5a01420a7e3d6a4c9796bef203b4cc70b
dev.zio	zio-aws-marketplacemetering_2.12	5.20.37.1		252cd71ef1d9c6dc0e2c3c3b926e4e0271584baa
dev.zio	zio-aws-marketplacemetering_2.12	5.20.42.1		a2107dd6c4df90c2cf684dd1e2230f0aa19424cd
dev.zio	zio-aws-marketplacemetering_2.12	5.20.7.1		a4bea6926598a2908136a55a84d32d2d0e824f47
dev.zio	zio-aws-marketplacemetering_2.12	5.20.7.2		7fcf1e50a427cb8048354e80479f0cd1666f45e8
dev.zio	zio-aws-marketplacemetering_2.12	5.20.7.3		ab29f1e3dfe567b8ffe551dba980326fc01d9dfa
dev.zio	zio-aws-marketplacemetering_2.12	6.20.103.1		45ae2b78c49e1d7ff74f2829028287916114f892
dev.zio	zio-aws-marketplacemetering_2.12	6.20.103.2		cf62b450cd438e5b0548e8721cdfb8ff5ac48e9a
dev.zio	zio-aws-marketplacemetering_2.12	6.20.115.1		80945149cf39ec097d013aa8838e90146a1028ba
dev.zio	zio-aws-marketplacemetering_2.12	6.20.115.2		d02a67bb670a55d8aa071dd1dd006dc4d6f00d99
dev.zio	zio-aws-marketplacemetering_2.12	6.20.120.1		c1bf0ef0ed7478e0813cf733544ddddb2b2a34da
dev.zio	zio-aws-marketplacemetering_2.12	6.20.149.1		64c57f19b1be86e00d13e4054b720e585675b76a
dev.zio	zio-aws-marketplacemetering_2.12	6.20.149.2		2a973dea11ebb189556eca1a66cd6ee272518a43
dev.zio	zio-aws-marketplacemetering_2.12	6.20.162.1		937986251162f5f9933f9807503a3a09a6091eab
dev.zio	zio-aws-marketplacemetering_2.12	6.20.162.2		d9257f49ea58b85fef6e52180dd3ddd994159471
dev.zio	zio-aws-marketplacemetering_2.12	6.20.42.1		39acaa3939715b58654a0b08608bbb81c06eb308
dev.zio	zio-aws-marketplacemetering_2.12	6.20.42.2		a621c26cb9af3a162979c0c02c12c2f873ac9787
dev.zio	zio-aws-marketplacemetering_2.12	6.20.47.1		05d4f994c5d10bc4f2b58069346513c151066e10
dev.zio	zio-aws-marketplacemetering_2.12	6.20.56.2		68a888e1d890fce5ba03d907c05575bd6f1e556f
dev.zio	zio-aws-marketplacemetering_2.12	6.20.58.1		673e9607bd792b007724fc751365fd89bbcfe0dc
dev.zio	zio-aws-marketplacemetering_2.12	6.20.58.2		f61a8259f21d0d3305472f8fc6f51e550b0da376
dev.zio	zio-aws-marketplacemetering_2.12	6.20.58.3		7b53df7b99d55e7d1d0f46fd9ea85a46444f638a
dev.zio	zio-aws-marketplacemetering_2.12	6.20.61.1		b8099942df3de0258aa52ad3c5c2fe552572653d
dev.zio	zio-aws-marketplacemetering_2.12	6.20.69.1		3239a6bf3baeaafe23499b0a1d1d9f6c33e68ce6
dev.zio	zio-aws-marketplacemetering_2.12	6.20.69.2		32d3ec0ff9d355db51c0694399359d0b468dfa59
dev.zio	zio-aws-marketplacemetering_2.12	6.20.74.1		f13e33ae6c3b12a7096c41e78b67ba07c8117852
dev.zio	zio-aws-marketplacemetering_2.12	6.20.74.2		2faf2f63b1afa25ef3c4f3b6c1833da79bbe8a0c
dev.zio	zio-aws-marketplacemetering_2.12	6.20.78.1		a9dff42b4948af65e3b26ccf3c0afd353a48bf93
dev.zio	zio-aws-marketplacemetering_2.12	6.20.78.2		e02ab500c86fac6a18aa5fd0580c2caf8c681d68
dev.zio	zio-aws-marketplacemetering_2.12	6.20.78.3		aa6fbe5a612541a024624b2d0cca6d7c86625ca7
dev.zio	zio-aws-marketplacemetering_2.12	6.20.83.1		d77048b1c3e649e73fe78658cb470415756b5891
dev.zio	zio-aws-marketplacemetering_2.12	6.20.83.2		e911a70e1076f98e3f0353bd1b8392daafb6360e
dev.zio	zio-aws-marketplacemetering_2.12	6.20.97.2		b4621afc68ff49ae580df78eece54c0579bed6c5
dev.zio	zio-aws-marketplacemetering_2.12	7.21.15.1		e1fb875c357131a0c1db4585b0c1b8437e82f2f1
dev.zio	zio-aws-marketplacemetering_2.12	7.21.15.10		e102d175a7a2679c004ac76d5b759b031be97ee6
dev.zio	zio-aws-marketplacemetering_2.12	7.21.15.11		a751c1f96a351fb71fac6d95d1fdbc1c9654c9e7
dev.zio	zio-aws-marketplacemetering_2.12	7.21.15.12		f15108b70a1022709d05e58d2e9ba646f7796bf0
dev.zio	zio-aws-marketplacemetering_2.12	7.21.15.13		06a040cb1325f77383d6c7601bb5177584e63ec6
dev.zio	zio-aws-marketplacemetering_2.12	7.21.15.15		f627914e7aed4fbb85e1777b54de6ec821158c54
dev.zio	zio-aws-marketplacemetering_2.12	7.21.15.2		687fa336b905256c637c2c35f1a24a8e1f2cdcdb
dev.zio	zio-aws-marketplacemetering_2.12	7.21.15.3		725b82327dfbd2468025873da697b592e89062d8
dev.zio	zio-aws-marketplacemetering_2.12	7.21.15.4		807cda91e07ea108920f5a689cba5f7e64dfc329
dev.zio	zio-aws-marketplacemetering_2.12	7.21.15.5		203dea8a25ac50f6d37313cb156f4179aae1d733
dev.zio	zio-aws-marketplacemetering_2.12	7.21.15.7		725ce838267d48334cbae50bff264b00a1ac5036
dev.zio	zio-aws-marketplacemetering_2.12	7.21.15.8		f8527e775cd0b1f397a0a9b23aec8a6c068e0d0b
dev.zio	zio-aws-marketplacemetering_2.12	7.21.15.9		fb82d5e0425b3eaa03d8708f7b8cc545e13748e1
dev.zio	zio-aws-marketplacemetering_2.12	7.28.24.2		60f09e05c1952112a468e158adc64a5509c2abc6
dev.zio	zio-aws-marketplacemetering_2.12	7.28.26.1		225d487264a39ebaeda55777df847f9ddb43b848
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.1		ca4e1898a381feb07f03e3acb8c5ead55882a40d
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.10		7f12cf0d984774581a457057622447a015ada345
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.11		f4c4d0905106eb56014498f17b2a8dd76a408887
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.12		01ec3ec72ec8b3082517ca69cb874a91e3f19a26
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.13		f89ab8a764c1450814cf9631cc8596b1d1c59d97
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.14		cab7db30fcb2585977ae026e3ef68dcb1bf40726
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.15		332aca264adc57e3b32cd8ace1937816bad0a2da
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.16		01426aa7592d14569f332367544f4c28fea8fd54
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.17		1babca0c64816a282af7634bcba9eb5a8036aa99
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.18		8b64a1464ad44a2169dc62e999e929fa2e68cc54
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.19		ec6c71f634a99fab24785a3d6825e5e9de631522
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.2		38003c50c8ab2ebf41717b779d17c68ba5d9cb77
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.3		ddc89656100f9d2d0bf86d1a810576242dcf99a5
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.4		0d11705316a0543df13fde68e00638078b0d123c
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.5		5775184fc8ffcb1e50818efaca0ec37834147c47
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.6		b74a7092cf37b55963bc56c4cefd2ed1eaae5870
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.7		14253471ed56c197760daa470437e3640a33b819
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.8		c33bd07a81f50283810dc06f561b1f24160c7fc1
dev.zio	zio-aws-marketplacemetering_2.12	7.28.29.9		74419367873cdd47d646473a9e3b5ab48f75a113
dev.zio	zio-aws-marketplacemetering_2.12	7.30.15.1		5db6d53a460b5188de946c73d33684f715124736
dev.zio	zio-aws-marketplacemetering_2.12	7.30.15.2		58c47ab58bade6740d81c185d5b4557e5ba4ec47
dev.zio	zio-aws-marketplacemetering_2.12	7.30.16.1		ccf0b9ded44ded627f149f58dce8b17d7d99aa11
dev.zio	zio-aws-marketplacemetering_2.12	7.30.16.2		ec09049975269cde530177bc59b7d4e1e742fb02
dev.zio	zio-aws-marketplacemetering_2.12	7.30.16.3		698c186b4aa74fac173e91a3ef59c0d6d7d219cc
dev.zio	zio-aws-marketplacemetering_2.12	7.30.16.4		34f07f6b2d844510028ea6e2da43b9df00be3de5
dev.zio	zio-aws-marketplacemetering_2.12	7.30.20.1		3b4e292cf790472b9d24cf3c7bade2283232a9b3
dev.zio	zio-aws-marketplacemetering_2.12	7.30.22.1		e011f9e95496322a570ea9081a1210aa19665ba9
dev.zio	zio-aws-marketplacemetering_2.12	7.30.22.2		dd409db18bf74e6601b4e5b0c1aa742c9a070793
dev.zio	zio-aws-marketplacemetering_2.12	7.30.23.1		f5b44a95bb89a2ea13e84cffb7ceb62f6919e0b3
dev.zio	zio-aws-marketplacemetering_2.12	7.30.24.1		aebf8ae5ff15cd90ecfa02a8bfe6c48dab8434e0
dev.zio	zio-aws-marketplacemetering_2.12	7.30.24.2		baaca13f48c0fbac05cb7f05511c2988134d446d
dev.zio	zio-aws-marketplacemetering_2.12	7.30.25.1		3a6ba4bda0ae7b03cb5eff7c137c73eeb56c56c3
dev.zio	zio-aws-marketplacemetering_2.12	7.30.26.1		0091c552093af8e5a975adedc19c6ad4f60fdd52
dev.zio	zio-aws-marketplacemetering_2.12	7.30.27.1		594f89f89f21138c01dee45c9cf6d3e38da371d1
dev.zio	zio-aws-marketplacemetering_2.12	7.30.27.2		217c535d13bdc61ba6b53afae1da88f7a1ec3f47
dev.zio	zio-aws-marketplacemetering_2.12	7.30.29.1		9ccc18a0fe546de617926fd3d29a7d236479d46b
dev.zio	zio-aws-marketplacemetering_2.12	7.30.30.1		3da5def605ffad02e825ce7daff454798b699b50
dev.zio	zio-aws-marketplacemetering_2.12	7.30.31.1		3dbc76c09b8f9cc54e8fcb967c3c734aa944abad
dev.zio	zio-aws-marketplacemetering_2.12	7.30.31.2		856b7917af4425222af4283916a830b9ce0e1b46
dev.zio	zio-aws-marketplacemetering_2.12	7.30.32.1		a871626694c95609b85148c642de2dbcf2ba6895
dev.zio	zio-aws-marketplacemetering_2.12	7.30.33.1		4bc3f9cef2e27d1313b524a0c0973c4fd27c06b3
dev.zio	zio-aws-marketplacemetering_2.12	7.30.34.1		cbd31b4fbcdee4052c255098f4dbf4970019a13d
dev.zio	zio-aws-marketplacemetering_2.12	7.30.34.2		a17c72bca826ce0120e3e75377df8624726235a8
dev.zio	zio-aws-marketplacemetering_2.12	7.30.35.1		f0c8bfb44f86dba0cef55f852d2703e572630690
dev.zio	zio-aws-marketplacemetering_2.12	7.30.36.1		d3d45a5ff930a3743fbb7ba864f1d6c902ba6032
dev.zio	zio-aws-marketplacemetering_2.12	7.30.37.1		1794c018bfbc8d1ac6eb561dc5545644e2b04f3b
dev.zio	zio-aws-marketplacemetering_2.12	7.30.38.1		8d8e9926689b827fc2c7a9146d2b4ff14125d00e
dev.zio	zio-aws-marketplacemetering_2.12	7.30.38.2		3712f74a33a65302707012cdde06825746d3120b
dev.zio	zio-aws-marketplacemetering_2.12	7.31.0.1		9e7b3c13152d9b1fea8e9f1a4206e77894369341
dev.zio	zio-aws-marketplacemetering_2.12	7.31.1.1		7724948d5c6e744e6cd413ad40b06c8269776faa
dev.zio	zio-aws-marketplacemetering_2.12	7.31.1.3		74ba2f3e2f95dc12dc2ec566b5d25bcb0628a331
dev.zio	zio-aws-marketplacemetering_2.12	7.31.1.4		9999836488d1bc4fedca8ebf7816b9036c2e5e02
dev.zio	zio-aws-marketplacemetering_2.12	7.31.1.5		564d586cd12c27d05b4723b7096419808d48ec57
dev.zio	zio-aws-marketplacemetering_2.12	7.31.10.1		76f38c805e39756c239cdede4c68d4dd297c47df
dev.zio	zio-aws-marketplacemetering_2.12	7.31.11.1		18b406e06a916ec07d4a96d61ecd15397cdc9098
dev.zio	zio-aws-marketplacemetering_2.12	7.31.13.1		492e5f29a115173004d5384affb70190d30715a9
dev.zio	zio-aws-marketplacemetering_2.12	7.31.14.1		05ffa38b8b018c22c0d5386b9ddae3fe549265d5
dev.zio	zio-aws-marketplacemetering_2.12	7.31.15.1		dfd4a3403953e6e810dce8738d7a0e3f67b49eb8
dev.zio	zio-aws-marketplacemetering_2.12	7.31.16.1		d437ee9ef8d6af114085aacfd508b295ff1180a3
dev.zio	zio-aws-marketplacemetering_2.12	7.31.16.2		b07a4a8fd8bdee6a09b9649b44f3f5de60edf26c
dev.zio	zio-aws-marketplacemetering_2.12	7.31.17.1		762dee98925d49bc5df5352ea51a8b976f4a7a5a
dev.zio	zio-aws-marketplacemetering_2.12	7.31.18.1		5b71ff9cfeb93d5f52e01a6d02a4b31ea5d94060
dev.zio	zio-aws-marketplacemetering_2.12	7.31.19.1		4c8ec63ade63dc37a66b346684a0ec67e2e5e588
dev.zio	zio-aws-marketplacemetering_2.12	7.31.2.1		18f7b5e8e23be85bc6df8f94f41173a6fe58ed0a
dev.zio	zio-aws-marketplacemetering_2.12	7.31.20.1		4a5f3dd7a017249c1983de0407ae80130d3ff707
dev.zio	zio-aws-marketplacemetering_2.12	7.31.21.1		092665eebdc4620c959f5fccff628a77e91fcf6a
dev.zio	zio-aws-marketplacemetering_2.12	7.31.22.1		804778780f4741537fcdd19189045feb4804e675
dev.zio	zio-aws-marketplacemetering_2.12	7.31.22.2		1a080f4ef2b4c3a8bcc66e40343de928e2508a16
dev.zio	zio-aws-marketplacemetering_2.12	7.31.24.1		88a6733f734a552fb9bdfaf57f4024b42bf09ea7
dev.zio	zio-aws-marketplacemetering_2.12	7.31.25.1		83bfd04e2ad6e06690ee8d0a0619f9fd2099ca7a
dev.zio	zio-aws-marketplacemetering_2.12	7.31.26.1		f12bc84657d9c5eb3f3fec392db6becfd0471a46
dev.zio	zio-aws-marketplacemetering_2.12	7.31.26.2		46c8b5a9bae3ea93c83597fb93899980ec23bc15
dev.zio	zio-aws-marketplacemetering_2.12	7.31.27.1		c8cd289ad342b35b1b3529cc361f1a31695fd148
dev.zio	zio-aws-marketplacemetering_2.12	7.31.28.1		c8d7766e555f1e1593680a174942becb260acb7a
dev.zio	zio-aws-marketplacemetering_2.12	7.31.3.1		a911042dd8949a2b7e87b94e764bce8b1df8dc31
dev.zio	zio-aws-marketplacemetering_2.12	7.31.30.1		7852f24cbb33a83b13ca9dc6f62d801ea1eeaa1e
dev.zio	zio-aws-marketplacemetering_2.12	7.31.4.1		f649293bf846c6ffb83ec30e15f3918b46a346eb
dev.zio	zio-aws-marketplacemetering_2.12	7.31.6.1		c5cf414fe2f6a2c1c024a1913e543ee2de2b7897
dev.zio	zio-aws-marketplacemetering_2.12	7.31.6.2		bc96552983f04d5a38ee40f38d016ff4370fde91
dev.zio	zio-aws-marketplacemetering_2.12	7.31.6.3		a96620b385ef6b44cce501982737f1196dcb0489
dev.zio	zio-aws-marketplacemetering_2.12	7.31.7.1		e8083f2a3ef15370f341e497d9f396666fd74d0e
dev.zio	zio-aws-marketplacemetering_2.12	7.31.8.1		e3c8a03604b935fd669a3953a76f75489e4db5dc
dev.zio	zio-aws-marketplacemetering_2.12	7.31.9.1		2405c2ea6e0f3d30cd15b38d7fd1cf1fc6d91ff9
dk.kvalitetsit	spring-prometheus-app-info	1.2.0		65029d554a38a3ce88426c579ea7406940bf2d17
dk.kvalitetsit	spring-prometheus-app-info	2.0.1		23ad270a63d9be8df51108213ab23f04f7d1221e
dk.kvalitetsit	spring-prometheus-app-info	2.0.2		3fb06b7026ae22f45f480a0f1b100f1eef76fc5c
dk.kvalitetsit	spring-prometheus-app-info	2.0.3		b28cb254f2564f4a901b0e4377b9f64e241ac26a
eu.cdevreeze.xpathparser	xpathparser_sjs1_2.13	0.6.1		b1a465b23eff5a51cdafe53f13b36c49526b86a4
eu.cdevreeze.xpathparser	xpathparser_sjs1_2.13	0.7.0		04c7dce2c614318b530a6bb32cccd3bda86e95db
eu.cdevreeze.xpathparser	xpathparser_sjs1_2.13	0.8.0		cd612d99e2f9943135eab64061b4b19749c660b0
fr.smallcrew.foundation	smallcrew-pom	1		N/A
fr.smallcrew.foundation	smallcrew-pom	1.0.2		N/A
fr.smallcrew.foundation	smallcrew-pom	2		N/A
fr.smallcrew.foundation	smallcrew-pom	3		N/A
fr.smallcrew.foundation	smallcrew-pom	4		N/A
fr.smallcrew.foundation	smallcrew-pom	5		N/A
fr.smallcrew.foundation	smallcrew-pom	6		N/A
fr.smallcrew.foundation	smallcrew-pom	7		N/A
fr.smallcrew.foundation	smallcrew-pom	9		N/A
fr.zebasto	simple-metric-framework	1.0.0		fe93f007c61bb8a3c0028960c8c5732bc1b856f7
fr.zebasto	simple-metric-framework	1.0.1		42497f94c71e3f1be25d46a854e76d6f984fc3e4
fr.zebasto	simple-metric-framework	1.0.2		db13b16f547235128a866d0833e4b3430f022516
info.archinnov	achilles-documentation	2.0.10-dse		N/A
info.archinnov	achilles-documentation	2.0.12-dse		N/A
info.archinnov	achilles-documentation	2.0.13-dse		N/A
info.archinnov	achilles-documentation	2.0.9		N/A
info.archinnov	achilles-documentation	2.0.9-dse		N/A
info.archinnov	achilles-documentation	3.0.0		399dac5540ae07259c5e7f04ff494805254b73dd
io.github.bobbyesp.lyricfier	lyricfier-linuxx64	1.0		N/A
io.github.dror-ctera	CteraDirectIO	1.0.0		38ac49dd64f02c630112424a47aec47003548375
io.github.dror-ctera	CteraDirectIO	1.0.1		a329bdd81bc265a087aeb958f93cba4932a82a73
io.github.hanpijun-buhanpi	baidu-image-classify-sdk-spring-boot-starter	1.0		13da34927da5c5b13fecb42aa9e21807e4a7b220
io.github.hanpijun-buhanpi	baidu-image-classify-sdk-spring-boot-starter	2.0		604bfed27db190971b05d5b775e325d1ae5f0a3d
io.github.hanpijun-buhanpi	baidu-image-classify-sdk-spring-boot-starter	2.1		f4963458c4e10238a950a194a46df9a4842ee9dc
io.github.hanpijun-buhanpi	baidu-image-classify-sdk-spring-boot-starter	2.1.1		7662753fb8443a64589f66c6fe1a64a507bb8e0f
io.github.luca992.dev.icerock.moko	resources-jvm	0.20.1-CFBundleIdentifierFix		87b1bbe4a025bcf10ebdeacb469980dbd2253282
io.github.nergal-perm	java-decita	0.3.0		b48cce8b224797e0def1d6ea3ec8ee88f159c88d
io.github.nergal-perm	java-decita	0.3.1		d7d9a3614d3c637b326a5159523b366fd5e1b2ee
io.github.nergal-perm	java-decita	0.3.2		c709f10b02a4319966289c142c7862cb27c2e8ab
io.github.nergal-perm	java-decita	0.3.3		b2b6f50f46a400feed775ae484814b23746687b0
io.github.nergal-perm	java-decita	0.4.0		8d0d22a1568afa19596728c8f307ffe5693a765f
io.github.nergal-perm	java-decita	0.5.0		47e47b92d46050d2f2ab888f81bd1d06a838af7e
io.github.nergal-perm	java-decita	0.5.1		6cb4fe3c91ee451b5d640ac48410e5bf1c2f5cae
io.github.nergal-perm	java-decita	0.5.2		4e04e2a62de03e5cfafe1c6948dbf19364c3a55e
io.github.nergal-perm	java-decita	0.6.0		0099ed221fcafff7df7a2bc5852030992932a2d2
io.github.nergal-perm	java-decita	0.6.1		c4c6769b337bc32865025febc9931eff57766131
io.github.nergal-perm	java-decita	0.7.0		bd0b8ea060dd49871315c1608b5e5751c2499392
io.github.nergal-perm	java-decita	0.7.1		a5c53c7e6072e80fe74dfa4a06c40b979c1ff514
io.github.nergal-perm	java-decita	0.7.2		b78dd79bb8c79e1d400812f895ff7a1848652b79
io.github.nergal-perm	java-decita	0.8.0		76240ea23e79b59db3b9c44a355e1160b9d4f9cb
io.github.nergal-perm	java-decita	0.8.1		089c9b693d1bd8a2328397ff96ce223ca60a1400
io.github.nergal-perm	java-decita	0.8.2		935ec22ecd3e97f17cfbfb123f3b5cce7c6083d4
io.github.nergal-perm	java-decita	0.9.0		f343e298eb9fc550b49fd923f060961cd646e2c1
io.github.nergal-perm	java-decita	0.9.1		9ee8ca9f54d00f7ae05755264e16fc9dd8e3db71
io.github.nergal-perm	java-decita	0.9.2		ffa13b6493e75b4027725fb0ccd850865417b481
io.github.pityka	tasks-ec2_3	3.0.0-M10		2f2ede846a5b14f1754554c966477d89e385dbf0
io.github.pityka	tasks-ec2_3	3.0.0-M12		817e80ccdce94d1d305be055259874517d189620
io.github.pityka	tasks-ec2_3	3.0.0-M13		b2b69d74ae853a963b1bf897e204fbd9ef4c6fcd
io.github.pityka	tasks-ec2_3	3.0.0-M14		55712f7e262ce30067650fd92e2fabbae65a211b
io.github.pityka	tasks-ec2_3	3.0.0-M15		ee848cd3d5e18405884f5e252b2edebaf90770e8
io.github.pityka	tasks-ec2_3	3.0.0-M16		bbbdcf7762ca81c725250553142821892c13e37f
io.github.pityka	tasks-ec2_3	3.0.0-M17		53ce95addfe98573210ad9fef98905c273eb154f
io.github.pityka	tasks-ec2_3	4.0.0-M1		e77786d871c031d45767d5aec2b05e895787da2b
io.github.pityka	tasks-ec2_3	4.0.0-M2		531e068236a8e9131d4589ba6d66ba6989adc0bd
io.github.pityka	tasks-ec2_3	4.0.0-M3		3d16b584e8ede845c05f9eb50d36900bbfea2ecb
io.github.pityka	tasks-ec2_3	4.0.0-M4		d3afdc29e519717cf5bb13059e6c28a2b268b2eb
io.github.pityka	tasks-ec2_3	4.0.0-M5		ad0cadc209b578fc82214e1c7eaa3045a2961603
io.github.pityka	tasks-ec2_3	4.0.0-M6		52502378edf90b9ee968a18b579059525c77664c
io.github.pityka	tasks-ec2_3	4.0.0-M7		6a829cecddc0a27bbf022b254311c15477075878
io.github.pityka	tasks-ec2_3	4.0.0-M8		62ea62f14ea0bc32058a25e02a6db1571b31c4e8
io.micronaut.spring	micronaut-spring-web-annotation	1.0.0		32b5103cde0a77ec43338b0f9f16deebf039db12
io.micronaut.spring	micronaut-spring-web-annotation	1.0.0.M1		431cab38fc8c8cc8de74aad3860362cbb3366797
io.micronaut.spring	micronaut-spring-web-annotation	1.0.0.M2		e7abd2645df71bc3841fde4d9494dfba548ade8b
io.micronaut.spring	micronaut-spring-web-annotation	1.0.0.M3		18d980f0069931bb9c4f68e1213754dab49353f4
io.micronaut.spring	micronaut-spring-web-annotation	1.0.0.RC1		9014f7745224d7eb42053b80f9f3f10499c317be
io.micronaut.spring	micronaut-spring-web-annotation	1.0.1		8f10411273f72c92efaf67577e87818ce016f3a7
io.micronaut.spring	micronaut-spring-web-annotation	1.0.2		d8b43c3cf5ccf8c08dfeb0e45ecd5d5ab7259a42
io.micronaut.spring	micronaut-spring-web-annotation	2.0.0		0bb7109b19b0cbb57e0ed8b195a0364ec07fa3dc
io.micronaut.spring	micronaut-spring-web-annotation	2.0.1		bc9662ea59cb27370806be21114ee4d8339d8ac8
io.micronaut.spring	micronaut-spring-web-annotation	2.1.0		35607dd906fb76466439a882644575a1be1f019c
io.micronaut.spring	micronaut-spring-web-annotation	2.1.0.RC1		4fd17223fd0f7ffe897cc3782967aab0f44695fc
io.micronaut.spring	micronaut-spring-web-annotation	2.1.0.RC2		f8bf1132a5d32349f11ebbe3b44930380cd90084
io.micronaut.spring	micronaut-spring-web-annotation	2.1.0.RC3		d8d804831fd29642bdb52bccb974ec1a9dbf35b9
io.micronaut.spring	micronaut-spring-web-annotation	2.1.1		032c2513babc94b1d80dbc6a645b1a6cb0417a4c
io.micronaut.spring	micronaut-spring-web-annotation	2.1.2		1e3297c56c85e34f5a20fe684479e656f0dcaa15
io.micronaut.spring	micronaut-spring-web-annotation	3.0.0		b37c6392e0f57a252bf109e77e9297144862735a
io.micronaut.spring	micronaut-spring-web-annotation	3.1.0		e054088787233c3752d8c2dd0126ef108866cf86
io.micronaut.spring	micronaut-spring-web-annotation	3.1.1		a2d8dad8d3680f19ede8ee1b8b0eba829af2d1e7
io.micronaut.spring	micronaut-spring-web-annotation	4.0.0		523e752c24e1031845743a2e4dfe89c47b1c355d
io.micronaut.spring	micronaut-spring-web-annotation	4.0.0-RC1		5c9a716647f22e77f86a9acd94241ae0d1d67292
io.micronaut.spring	micronaut-spring-web-annotation	4.0.0-RC2		cf8480e11f8db19786c591660ba12ff1adbce197
io.micronaut.spring	micronaut-spring-web-annotation	4.0.1		dcdb7ec91ebdbb0d438959fa0e88889dbf153af7
io.micronaut.spring	micronaut-spring-web-annotation	4.1.0		9ac6804a1d7e630077cee6d7c960ae263800fccc
io.micronaut.spring	micronaut-spring-web-annotation	4.1.1		b22cf02f9e41b73b90bb1a1b1a394df00df3d45f
io.micronaut.spring	micronaut-spring-web-annotation	4.2.0		d2642b3a016e2500d12eee7a62421e1705951465
io.micronaut.spring	micronaut-spring-web-annotation	4.2.1		51b8c7a87c2fdd878abe6e5162e34cee02792867
io.micronaut.spring	micronaut-spring-web-annotation	4.2.2		e5619259354195e5caa200927a89bec0fd4a4814
io.micronaut.spring	micronaut-spring-web-annotation	4.3.0		e3195fb2ac0781be143e69f8a80b690511f6c1af
io.micronaut.spring	micronaut-spring-web-annotation	4.3.1		65ca534139f4080a284bebb06687f6b916813fdf
io.micronaut.spring	micronaut-spring-web-annotation	4.4.0		3a6114f370c0ba857cbc78748b317d54d697ac49
io.micronaut.spring	micronaut-spring-web-annotation	4.4.1		3bda87793eba4e95753c2ae3363324b898d94931
io.micronaut.spring	micronaut-spring-web-annotation	4.5.0		71dd45f418ad78f8c740a304e49f538f8f1b2b7e
io.micronaut.spring	micronaut-spring-web-annotation	4.5.1		8b72b2c5be738634655f08e76e7eaeba14304f49
io.micronaut.spring	micronaut-spring-web-annotation	5.0.0		12f28bf229aece73b986cde882e3345e3df4751d
io.micronaut.spring	micronaut-spring-web-annotation	5.0.0-M1		459027fe7deeec8a31131b925eddbdeee2dd28ef
io.micronaut.spring	micronaut-spring-web-annotation	5.0.0-M2		dd07b16f8bf2f9309695c66f30fb90886e66f6fc
io.micronaut.spring	micronaut-spring-web-annotation	5.0.0-M3		178af9bcfb6263236bb907b00aade175a27f8983
io.micronaut.spring	micronaut-spring-web-annotation	5.0.0-M4		fe3b151ec23b34be8e25b925db43a071814a1a9c
io.micronaut.spring	micronaut-spring-web-annotation	5.0.0-M6		f661ab439b645018f98450e13d0e7cbea73d6747
io.micronaut.spring	micronaut-spring-web-annotation	5.0.0-M7		2a99d2856c43f17247afb9aafd8ec44e3ce976b9
io.micronaut.spring	micronaut-spring-web-annotation	5.0.1		19f6aef8a55f8c28b9d49eb864965b07e9e7bf41
io.micronaut.spring	micronaut-spring-web-annotation	5.0.2		cff287d1b94d18c9fe1c5587320c56f5dfb535b2
io.micronaut.spring	micronaut-spring-web-annotation	5.1.0		6b60340e7c8f5ab1247c24f4f5fe66b052f46836
io.micronaut.spring	micronaut-spring-web-annotation	5.1.1		b592ff522d34a385befa5e18424999ffc8bdaff3
io.micronaut.spring	micronaut-spring-web-annotation	5.10.0		58650c5dcfe6280307d5d18d4b60abbc198f4b2c
io.micronaut.spring	micronaut-spring-web-annotation	5.2.0		fc42fbcbb053f5002b0ce4d4f1db160fe5514cf1
io.micronaut.spring	micronaut-spring-web-annotation	5.3.0		486d0ac1b5cd8d424a534c0561cf5f854377ca05
io.micronaut.spring	micronaut-spring-web-annotation	5.3.1		f95dba1bf6b2d7bb5ba1ea8b15ddaca09221a790
io.micronaut.spring	micronaut-spring-web-annotation	5.4.0		32cea6c42f0454f12d182f1fc895aecd0f197b4b
io.micronaut.spring	micronaut-spring-web-annotation	5.4.1		a9eaa4584d71f491d51a3225c2156bc72be63332
