cn.easyproject	easycommons	1.0.1-RELEASE		N/A
com.guicedee.services	jakarta.persistence-api	1.0.19.13-jre8		54e1b3ff63cc25d69ad21f85a6083894ab435d6f
com.guicedee.services	jakarta.persistence-api	1.0.19.2		1a460765f4125c719197a909c57a06476c77ea5b
com.guicedee.services	jakarta.persistence-api	1.0.19.2-jre13		11e758897ca5cea61ea41f8c1450043d9ed570ac
com.guicedee.services	jakarta.persistence-api	1.0.19.2-jre14		88ad63e8dff20f18abe72d2e2bd0aed26e111601
com.guicedee.services	jakarta.persistence-api	1.0.19.2-jre15		c1f67036dd304c1d1da1c9f850e64e6d4027a697
com.guicedee.services	jakarta.persistence-api	1.0.19.2-jre8		4fb45603d76f842230b1918f8ddff03f64140514
com.guicedee.services	jakarta.persistence-api	1.0.19.3		67b124e6b5b1bcb9c71e31002e0ca049f9f7cad4
com.guicedee.services	jakarta.persistence-api	1.0.19.3-jre13		240fde563e8c16cce97d1135a926781f2348ff8d
com.guicedee.services	jakarta.persistence-api	1.0.19.3-jre14		cfdae1add673467f4c13fdfbf9e2fbd1bcbd4a92
com.guicedee.services	jakarta.persistence-api	1.0.19.3-jre15		c668321d7a7cc45d83f76a4c7b09a28489300aa9
com.guicedee.services	jakarta.persistence-api	1.0.19.3-jre8		0a570545e6bc9864dd2625c311a8fc7a5632f577
com.guicedee.services	jakarta.persistence-api	1.0.19.4		f5c90970065de751001728b202a00863f7b6e244
com.guicedee.services	jakarta.persistence-api	1.0.19.4-jre14		e59698c4562c2b3fb4e3bfd05370aad4b457b921
com.guicedee.services	jakarta.persistence-api	1.0.19.4-jre15		4101fe8921668cee12e72421f6a41daf75f050fd
com.guicedee.services	jakarta.persistence-api	1.0.19.4-jre8		5f540dbabb523c6f2d451085280461cc04eb666c
com.guicedee.services	jakarta.persistence-api	1.0.19.5		0f989b7253e1bb75947a8bcb65e893364c32ee09
com.guicedee.services	jakarta.persistence-api	1.0.19.5-jre14		b2c0cdfa17880f4269cb19c8a994666823165617
com.guicedee.services	jakarta.persistence-api	1.0.19.5-jre15		5de018948ce55d6867ea37c91e95f74044d92d1e
com.guicedee.services	jakarta.persistence-api	1.0.19.5-jre8		babe4e8883344bd315388d0437985fa04d35e94e
com.guicedee.services	jakarta.persistence-api	1.0.19.6		c9a86fcc8d1372a8117c9cf6e191f16a732d4843
com.guicedee.services	jakarta.persistence-api	1.0.19.6-jre14		ab8faf63bdf086450ef4f34822e4445f07b9a150
com.guicedee.services	jakarta.persistence-api	1.0.19.6-jre8		103468fdc6e3526689515239f1e5dea49cf18fad
com.guicedee.services	jakarta.persistence-api	1.0.19.7-jre14		b4daab8cbdae35a938733acd4dec33417fea1ec8
com.guicedee.services	jakarta.persistence-api	1.0.19.7-jre8		06b7e5cb80f87f75c5b4f947cd0d5fa6bab3e4cc
com.guicedee.services	jakarta.persistence-api	1.0.19.8-jre8		d283ca3f0ef12a9ad5456b1e355eea728ca8e665
com.guicedee.services	jakarta.persistence-api	1.0.19.9		1780f592d1234efe33470bd3a398d273f1df3c1f
com.guicedee.services	jakarta.persistence-api	1.0.19.9-jre13		92edeaa0fd701595898fa728d08ba1537fa2e319
com.guicedee.services	jakarta.persistence-api	1.0.19.9-jre14		8659412829bfeb634ee21d1f7707a7349cc175b4
com.guicedee.services	jakarta.persistence-api	1.0.19.9-jre15		556e57270077fc231deac82b11ed137ef33d0df8
com.guicedee.services	jakarta.persistence-api	1.0.19.9-jre8		658f171e5db9a56c909554fb41007d4b753b3133
com.guicedee.services	jakarta.persistence-api	1.0.2.0		5e716b96b7a9c4350d18aff57cf2edf839bc5020
com.guicedee.services	jakarta.persistence-api	1.0.2.0-jre12		f737507ff53c1186e8a557873ce91da9528b263c
com.guicedee.services	jakarta.persistence-api	1.0.2.0-jre13		cdbc15cad64a6ce066b1054d21cf9b1be43c3be6
com.guicedee.services	jakarta.persistence-api	1.0.2.0-jre8		d4231b766d0515d7032128de16723253b346af87
com.guicedee.services	jakarta.persistence-api	1.0.2.1		1c2dd4c852abe960bc31e9832841d1a32353e0b9
com.guicedee.services	jakarta.persistence-api	1.0.2.1-jre12		8633c4b6284367f484678df84eea1031cc7cce2d
com.guicedee.services	jakarta.persistence-api	1.0.2.1-jre13		e439ffa52971e7db235e4f2e0abed78ca925d058
com.guicedee.services	jakarta.persistence-api	1.0.2.10		57e490049d0618ba2387ceb278a70c312b4d4d03
com.guicedee.services	jakarta.persistence-api	1.0.2.10-jre12		186f04b5b4673e993619301ce55e90cf458399cc
com.guicedee.services	jakarta.persistence-api	1.0.2.10-jre13		0791bd2a44a0855767a88bf7745a97f9220f50da
com.guicedee.services	jakarta.persistence-api	1.0.2.11		e0e9a63f47f15a954f59fdf85b5578796c4cb48d
com.guicedee.services	jakarta.persistence-api	1.0.2.11-jre13		3fc37f6eea7cbf8641e4d2f6b4f657f69d29d0a3
com.guicedee.services	jakarta.persistence-api	1.0.2.12		d9efbc197a4a8d2a658bff560ca0537abb839845
com.guicedee.services	jakarta.persistence-api	1.0.2.12-jre13		f4adb5161d6227f0688c178cf3724b79f2b3ac13
com.guicedee.services	jakarta.persistence-api	1.0.2.13		7bf2c1cecde1b7bdeb36938644c5bdb57b9933e9
com.guicedee.services	jakarta.persistence-api	1.0.2.13-jre13		b43f366fcfaa53f98c19d6f41e1d1e4a9fc07bd1
com.guicedee.services	jakarta.persistence-api	1.0.2.14		3a34797eacf62493a17a54c8c14c5bdfae5bca95
com.guicedee.services	jakarta.persistence-api	1.0.2.14-jre13		08d301c11e7ce0eaedbb5828f745e9b141a2b008
com.guicedee.services	jakarta.persistence-api	1.0.2.15		df52a06b2732a7e69439e8268c1ffb814dca944d
com.guicedee.services	jakarta.persistence-api	1.0.2.15-jre13		820d9e9beb7679b08b0c11d9683b1f29932e89ed
com.guicedee.services	jakarta.persistence-api	1.0.2.16-jre13		a843a182b483c6093a1f3e7f358379f82396036f
com.guicedee.services	jakarta.persistence-api	1.0.2.17-jre13		ab1209ca0b63dcdfc09b78ea925be474f7afb3d1
com.guicedee.services	jakarta.persistence-api	1.0.2.18		180cb3267e4e82a2281a4f114126e00ea659141b
com.guicedee.services	jakarta.persistence-api	1.0.2.18-jre12		d1ff9f63de2222a961c7c0314ee8609a39cbcad4
com.guicedee.services	jakarta.persistence-api	1.0.2.18-jre13		3aa6c2f8df05bb363f3323f3fb6d755cd757bca1
com.guicedee.services	jakarta.persistence-api	1.0.2.2		462904b1fbb134b469d90550d46b65efed514ca4
com.guicedee.services	jakarta.persistence-api	1.0.2.2-jre12		7b3906337bce1b4229cff0a40c15d128ee9d3553
com.guicedee.services	jakarta.persistence-api	1.0.2.2-jre13		8ea652fcb0f678a6c7353e643bdd3b43f4af9847
com.guicedee.services	jakarta.persistence-api	1.0.2.2-jre8		8f1a8097af2b7f9aa46f67875d55bf60f7bc1071
com.guicedee.services	jakarta.persistence-api	1.0.2.3		337394c4ddb8b7122d63da03191b13b41bace8ea
com.guicedee.services	jakarta.persistence-api	1.0.2.3-jre12		a1e865a785146648d4a3da85138385c57ab76b45
com.guicedee.services	jakarta.persistence-api	1.0.2.3-jre13		1183c58e6b18affb6c46b1af59bf4a744d8f5216
com.guicedee.services	jakarta.persistence-api	1.0.2.3-jre8		ebb4b6a60cca21db3038df6f285eea6421ab0a70
com.guicedee.services	jakarta.persistence-api	1.0.2.4		9edd1c195dbdd1884bea3605311be2df1a0265e7
com.guicedee.services	jakarta.persistence-api	1.0.2.4-jre12		35c5133facd27b0a9e2c8aeebdfd4ef9bbd585fd
com.guicedee.services	jakarta.persistence-api	1.0.2.4-jre13		44d4cc4eaa875c2cc595229f15870c8a9db2c5b3
com.guicedee.services	jakarta.persistence-api	1.0.2.6-jre13		0dbbbeb5ccf32b7c0b0988f534468bde1ff2d6b1
com.guicedee.services	jakarta.persistence-api	1.0.2.7-jre12		6932e106a1b5c971c7e99c444cf15430721a417a
com.guicedee.services	jakarta.persistence-api	1.0.2.7-jre13		3353980dc2a73e0949032eea5d06b7f8a987911d
com.guicedee.services	jakarta.persistence-api	1.0.2.8		31fea1b80e29ffdf98e887ff9d35dc7149e8c971
com.guicedee.services	jakarta.persistence-api	1.0.2.8-jre12		3336ad522b548239b90f35a4defd8f4dc9c44ba9
com.guicedee.services	jakarta.persistence-api	1.0.2.8-jre13		8a83581c3c49d96592bb6e2fa1d905e89e44437d
com.guicedee.services	jakarta.persistence-api	1.0.2.9-jre12		884427dbac07f6f63883cfe0c23dea7b22357072
com.guicedee.services	jakarta.persistence-api	1.0.2.9-jre13		8608376326ef3f0a97f72e2be267adedd2b149ab
com.guicedee.services	jakarta.persistence-api	1.0.20.0		4691a80fb37a52088024b425cc78bee0b4b4cd6f
com.guicedee.services	jakarta.persistence-api	1.0.20.0-jre14		e6de64f504e8bd116ee561eade4025770b3b62fb
com.guicedee.services	jakarta.persistence-api	1.0.20.0-jre15		c3cce7fa04bfbeb5fb63c23b5c7eff7f97a6f6e6
com.guicedee.services	jakarta.persistence-api	1.0.20.0-jre8		cd89f5ce50b70f02b46cbe6b80eaa3ea67b03b60
com.guicedee.services	jakarta.persistence-api	1.0.20.1		c6b12dd14719fb1f9d68fb9935ec905870b6bbe0
com.guicedee.services	jakarta.persistence-api	1.0.20.1-jre14		fcc3808256df51e8967e097ad11f097620729d04
com.guicedee.services	jakarta.persistence-api	1.0.20.1-jre15		d83982ed5ab58e1eb40dc66e33db27e780e04b81
com.guicedee.services	jakarta.persistence-api	1.0.20.1-jre8		a59ac5d43ec37c05fe8da3a8be2c14f5ea3b9b29
com.guicedee.services	jakarta.persistence-api	1.0.20.2		e841bf8a53087cdbb38a72a74dc45a4408f496ad
com.guicedee.services	jakarta.persistence-api	1.0.20.2-jre14		b6054785a36ed770f54b249500d1b556f12529f4
com.guicedee.services	jakarta.persistence-api	1.0.20.2-jre15		bab9272e39a265a2a6b9392974b5427bbc8b3bf8
com.guicedee.services	jakarta.persistence-api	1.0.20.2-jre8		a549206b2d4a072f8aacb1313ed769960d5d5260
com.guicedee.services	jakarta.persistence-api	1.0.3.1-jre13		8554303a92b1ede774716a55edd075143cbda230
com.guicedee.services	jakarta.persistence-api	1.0.3.2		435a86d397388db6ad7feaa4e8d984a34a358c76
com.guicedee.services	jakarta.persistence-api	1.0.3.2-jre13		381df7cc06e8d2c0f5d69f060c92f5d10e8df5b2
com.guicedee.services	jakarta.persistence-api	1.0.3.3		b33216486a5236e94bed4765198e61dd098a52b6
com.guicedee.services	jakarta.persistence-api	1.0.3.3-jre12		26aa0f470a8231abd6701b5b02257a9825eff33c
com.guicedee.services	jakarta.persistence-api	1.0.3.3-jre13		ba4ef50be6f0a5a80426160a3cfdc382b110ff7e
com.guicedee.services	jakarta.persistence-api	1.0.4.1-jre13		595772a1b60062b478ff5762b442af7861bce91e
com.guicedee.services	jakarta.persistence-api	1.0.4.2		f230a1ea4a6fe297defa183409ab467928101a34
com.guicedee.services	jakarta.persistence-api	1.0.4.2-jre13		8f1e6d05712cab16ab5a4a6fffeb886ef9b8dbd1
com.guicedee.services	jakarta.persistence-api	1.0.4.3-jre13		db00005859ab3269773f8b5aad03a2cb27feca5c
com.guicedee.services	jakarta.persistence-api	1.0.4.4		eeb2613d9bad8ca2d09f865597cee79ebe3e5408
com.guicedee.services	jakarta.persistence-api	1.0.4.4-jre13		1119e7dc3240027441fe5fa7037bdb543ab06e35
com.guicedee.services	jakarta.persistence-api	1.0.5.0		8920b562f3e662685d3c1e668fd0cb4c6d087f8d
com.guicedee.services	jakarta.persistence-api	1.0.5.0-jre13		06e7ea380d2dfac45d03e04f51805bb4c7bc9a7c
com.guicedee.services	jakarta.persistence-api	1.0.5.1		92e3425d43ef8e32cf448b336137413b999a9a4e
com.guicedee.services	jakarta.persistence-api	1.0.5.1-jre12		c024a12ed14b5d994be542ccf88251d26093317c
com.guicedee.services	jakarta.persistence-api	1.0.5.1-jre13		daf67bcec78cfb1d83a6cf1b28691f017b5c3ab2
com.guicedee.services	jakarta.persistence-api	1.0.5.2		cd7b1193dbdef9ba41c173a8c9d665bb394bf088
com.guicedee.services	jakarta.persistence-api	1.0.5.2-jre12		d40bc15a5cdb70f50017df29870155a665bce14d
com.guicedee.services	jakarta.persistence-api	1.0.5.2-jre13		84ab7c767ca15fb25f65f4597b3957231f819811
com.guicedee.services	jakarta.persistence-api	1.0.5.3		72ede0d366077d2e793b3c9bb7086df48eba26e0
com.guicedee.services	jakarta.persistence-api	1.0.5.3-jre12		755c12018acd2836dac17b4eb6ca6a077ef71425
com.guicedee.services	jakarta.persistence-api	1.0.5.3-jre13		58e052e366d1b47fce1b67017caf0b4e8bd7cd50
com.guicedee.services	jakarta.persistence-api	1.0.5.4-jre13		a2f6b01545f56f387154087aa16577286d0034e2
com.guicedee.services	jakarta.persistence-api	1.0.5.4-jre14		7440ce47ee8560114e5ce3ddae8b845caef440e1
com.guicedee.services	jakarta.persistence-api	1.0.5.5		7ece396d04dd8862ee564a25105b00c37ad95429
com.guicedee.services	jakarta.persistence-api	1.0.5.5-jre12		895c58cdab101a1a17eec426a9571f2a349f27d3
com.guicedee.services	jakarta.persistence-api	1.0.5.5-jre13		85d6666c988f2ae233704fc66d9bc08c1cda0aa7
com.guicedee.services	jakarta.persistence-api	1.0.5.5-jre14		6dc8e418cd2102958c91ecce9ff9d9a6ea6ccb22
com.guicedee.services	jakarta.persistence-api	1.0.6.1		ef70596ac290dde8c4699ae1283445823f7c4a62
com.guicedee.services	jakarta.persistence-api	1.0.6.1-jre12		66edb174047d49e9ff8f72ba3623fbdc6774ad33
com.guicedee.services	jakarta.persistence-api	1.0.6.1-jre13		c4560a0ea3dadcda281e7b0531db5ac4c2d1f071
com.guicedee.services	jakarta.persistence-api	1.0.6.1-jre14		fb213f6041931af29cc03a9268684b09f94e0099
com.guicedee.services	jakarta.persistence-api	1.0.6.2		d418d734a1dfc5107be071eade22353b9019ca7a
com.guicedee.services	jakarta.persistence-api	1.0.6.2-jre12		743d6b7991697b657c16bd337abb51751dea5faf
com.guicedee.services	jakarta.persistence-api	1.0.6.2-jre13		4ba03c140d0af05bb80b145a8e2073b9e708b51b
com.guicedee.services	jakarta.persistence-api	1.0.6.2-jre14		270946bbdc07c9ef50ed2881a5f7f51934f07f23
com.guicedee.services	jakarta.persistence-api	1.0.6.3		8a517ab43f6c55a122f20d5d90ad09ee2187d4c7
com.guicedee.services	jakarta.persistence-api	1.0.6.3-jre12		7240bb837120f8ce6bfd8ec0200913c46621494f
com.guicedee.services	jakarta.persistence-api	1.0.6.3-jre13		fea5851946a520f42f1b746524d511a8d67d70a0
com.guicedee.services	jakarta.persistence-api	1.0.6.3-jre14		1b2f71273f2d85d635568645a06f9c4efd4c6947
com.guicedee.services	jakarta.persistence-api	1.0.6.4-jre14		74f0fcbc25c39914eca987a0cc66efb443a806a6
com.guicedee.services	jakarta.persistence-api	1.0.6.5		60bcc8b030c10750c6c3781e3f4f3f7f8829938d
com.guicedee.services	jakarta.persistence-api	1.0.6.5-jre12		60c0c6e87f8537c039ce26f47cff884333ff25b5
com.guicedee.services	jakarta.persistence-api	1.0.6.5-jre13		2b0cd9748efb4d111d812d33873e53942840c03b
com.guicedee.services	jakarta.persistence-api	1.0.6.5-jre14		83a90949b2fabadf957dd6429737c1b006b5c8a8
com.guicedee.services	jakarta.persistence-api	1.0.6.7		936b8782dc3339f7cbf61f4545b55154739e4db8
com.guicedee.services	jakarta.persistence-api	1.0.6.7-jre14		b459e11fd65e472a955ac4cd4a3fdc0546d92863
com.guicedee.services	jakarta.persistence-api	1.0.7.0		ee3b9f43f974469328f9c1750562daa422e3061a
com.guicedee.services	jakarta.persistence-api	1.0.7.0-jre12		e667196cb088895ccf923a7fd36cc6f07a3baadb
com.guicedee.services	jakarta.persistence-api	1.0.7.0-jre13		f42f6e9b703b1c60e46d2348a7afe0258f77b41b
com.guicedee.services	jakarta.persistence-api	1.0.7.0-jre14		78cf6d0dc7f226f3576d3480570930fa9f45de16
com.guicedee.services	jakarta.persistence-api	1.0.7.1		b9000fc6b442f6e8c64120a667cbb1d0bb28f6d7
com.guicedee.services	jakarta.persistence-api	1.0.7.1-jre13		6e9b74fc363be659c12215b77e7b94df049c0aa9
com.guicedee.services	jakarta.persistence-api	1.0.7.1-jre14		0a17ea5b7f35856a8fd8708d6cb08ad6aed34de5
com.guicedee.services	jakarta.persistence-api	1.0.7.10		00801c2c11e1654428d7840de2576d9af3a62352
com.guicedee.services	jakarta.persistence-api	1.0.7.10-jre13		35f7eccfce5220358dac4c0a37dce7318a3a18d5
com.guicedee.services	jakarta.persistence-api	1.0.7.10-jre14		e0018ae46be18bd9e5e0eb01c5214c7499b78343
com.guicedee.services	jakarta.persistence-api	1.0.7.11		bd059314505e4da80572114b5bdb1945f614f655
com.guicedee.services	jakarta.persistence-api	1.0.7.11-jre14		892b2485104f8c3ce8e276e8aea3b1816497fc2c
com.guicedee.services	jakarta.persistence-api	1.0.7.12		df42f491226619d4d08bdbc2ba325ffa2ce3356b
com.guicedee.services	jakarta.persistence-api	1.0.7.12-jre12		83794af44d98a28f2afc698def0b2b39186b579f
com.guicedee.services	jakarta.persistence-api	1.0.7.12-jre13		17c33284fcc6b7e681be71ac4fb9034afa5b3837
com.guicedee.services	jakarta.persistence-api	1.0.7.12-jre14		2e1b8227d38238619d195a41163d17d462b7ad6b
com.guicedee.services	jakarta.persistence-api	1.0.7.2-jre14		764715eae8a4502ea72fa0c093cf1bdc29441a76
com.guicedee.services	jakarta.persistence-api	1.0.7.3		58d4b4b95ab7321ad33f5dec6123d603c1b54bcc
com.guicedee.services	jakarta.persistence-api	1.0.7.3-jre13		0c0ab38a29afa154f993fc0f0f8a2b4ab67f6d60
com.guicedee.services	jakarta.persistence-api	1.0.7.3-jre14		64f4a57cb63c45c0e3e3b2f05d9b87539a9e09f5
com.guicedee.services	jakarta.persistence-api	1.0.7.4		e089fc2854b9d9d263f7dd4afce47ebbb85ff0ef
com.guicedee.services	jakarta.persistence-api	1.0.7.4-jre14		48d91cdc30e8b8359f1353e1c77b455dd0793f2f
com.guicedee.services	jakarta.persistence-api	1.0.7.5		22b3875d419ca0b118dcb9bebe3022e7de09e9f8
com.guicedee.services	jakarta.persistence-api	1.0.7.5-jre14		bc8f8d62c8b0549b62ea193e7bb2947c5fdaca84
com.guicedee.services	jakarta.persistence-api	1.0.7.6		fa550b8af3ef4e518e7fbf13112d88fc797597fa
com.guicedee.services	jakarta.persistence-api	1.0.7.6-jre14		2dac845a57984aab52db4ee9d1e9570cd4d0f273
com.guicedee.services	jakarta.persistence-api	1.0.7.9		ceaab8a8e74442a1533c0b7fbae6ab3ef9856e18
com.guicedee.services	jakarta.persistence-api	1.0.7.9-jre14		ab48508c44439bce34de84465b8e4274bec4d6e5
com.guicedee.services	jakarta.persistence-api	1.0.8.1		072982e9e1936ffbac05c7f77ca80992482dd146
com.guicedee.services	jakarta.persistence-api	1.0.8.1-jre14		745c97a5da0d12aa0e5b5df7ef7ab3498f554295
com.guicedee.services	jakarta.persistence-api	1.0.8.12		87a427c570ab6b16d18b5b6e3911fa2a85dbbf52
com.guicedee.services	jakarta.persistence-api	1.0.8.12-jre12		b88705a93aa41b7942a2b40c4e54c65fd64b514c
com.guicedee.services	jakarta.persistence-api	1.0.8.12-jre14		6b4b3f0e25444bd0b13653a8d94fe4b91229e93b
com.guicedee.services	jakarta.persistence-api	1.0.8.16		ba4d5fcaf158839f6fb33d749a0eb43b2d65e365
com.guicedee.services	jakarta.persistence-api	1.0.8.16-jre14		07e5986f790e714a98252e3ad5b716f283b96987
com.guicedee.services	jakarta.persistence-api	1.0.8.18		eb76bc0002abe9966a48ebef34a332cda9f577d8
com.guicedee.services	jakarta.persistence-api	1.0.8.18-jre14		2722f3512bda4c31fc7eb86ba9c6e6f5f006a961
com.guicedee.services	jakarta.persistence-api	1.0.8.2		197f8d1633a6748b33da312a8afd5881a59af2b3
com.guicedee.services	jakarta.persistence-api	1.0.8.2-jre13		f237e5882e1113f133c8a337c0493ce7d1289c9f
com.guicedee.services	jakarta.persistence-api	1.0.8.2-jre14		a3756f91860177ed8734149b6b6e0b80eb5d16f6
com.guicedee.services	jakarta.persistence-api	1.0.8.3		046b18893fd632144b64fc1712c780dfc94a0a42
com.guicedee.services	jakarta.persistence-api	1.0.8.3-jre13		9f6b89e3d55bc729ee449ed465f00e19afc94f3c
com.guicedee.services	jakarta.persistence-api	1.0.8.3-jre14		04cf1725502e81c67953d2d0c75f72ac6b71b980
com.guicedee.services	jakarta.persistence-api	1.0.8.4		c24170fa9710e396f2c89b6791d43b219fe47072
com.guicedee.services	jakarta.persistence-api	1.0.8.4-jre12		df146dd1fd17eb0d098a876e9cc5b2831475b602
com.guicedee.services	jakarta.persistence-api	1.0.8.4-jre13		1b30d5f891867d6aa7b5807389f7fcf0ebad0a8f
com.guicedee.services	jakarta.persistence-api	1.0.8.4-jre14		9a260fbb1ab45ee1aa1d8b70635bbbd1f5f9919a
com.guicedee.services	jakarta.persistence-api	1.0.8.5		9742108d6165e284933e33fbc77ff327ad287593
com.guicedee.services	jakarta.persistence-api	1.0.8.5-jre12		1742b53492abc6621c9cd9d485049b19d6969f2f
com.guicedee.services	jakarta.persistence-api	1.0.8.5-jre13		8ce322206c808bc93cb004be5c6677877671c662
com.guicedee.services	jakarta.persistence-api	1.0.8.5-jre14		2b2c5ed9bbd96a3e62a7f6104ea9a50ad26504aa
com.guicedee.services	jakarta.persistence-api	1.0.8.6-jre14		056d47e0270335d44f39789f9c61ba5f0d18c631
com.guicedee.services	jakarta.persistence-api	1.0.9.0		7c7f3a73e536b564a082ecc2d7098d80f62ef4c2
com.guicedee.services	jakarta.persistence-api	1.0.9.0-jre14		72dc0bd93e2765367ef4d0ff112331b213b0bda1
com.guicedee.services	jakarta.persistence-api	1.0.9.1		ff588b2a176761a31a68ab61e9be5844a5f79c98
com.guicedee.services	jakarta.persistence-api	1.0.9.1-jre14		19f8e2e124534925288327375ee573430dcba9cd
com.guicedee.services	jakarta.persistence-api	1.0.9.10		5c2b366f40ca5e7a9b31025ebc8708cc9bcaeac9
com.guicedee.services	jakarta.persistence-api	1.0.9.10-jre14		f5b823155f94f8f458c1595168b64a9f560ac811
com.guicedee.services	jakarta.persistence-api	1.0.9.11		bd9fbc03dde284f7fec19194e74caa7793261b21
com.guicedee.services	jakarta.persistence-api	1.0.9.11-jre14		18a4c08636cc0f6bf62b8f2529a5ec0bd3a0bb9d
com.guicedee.services	jakarta.persistence-api	1.0.9.13		9b011856f11ecbb7496872d4d6fcfaa779eae619
com.guicedee.services	jakarta.persistence-api	1.0.9.13-jre14		a59943e0735d3b70089827978599c8faa71c3a3b
com.guicedee.services	jakarta.persistence-api	1.0.9.14		e8b673f2b5a4f442df82289b3551fbed537cdca3
com.guicedee.services	jakarta.persistence-api	1.0.9.14-jre14		d28bae87adb72a39a7b3862dba55a61004aada2c
com.guicedee.services	jakarta.persistence-api	1.0.9.2		96123411c92e283abb53b7d3064fe153a86d325f
com.guicedee.services	jakarta.persistence-api	1.0.9.2-jre14		82153857edaa1004c72db434acc329356da089de
com.guicedee.services	jakarta.persistence-api	1.0.9.3-jre14		08f0e56097299d8958c4f6a96a253c96b0d8ec37
com.guicedee.services	jakarta.persistence-api	1.0.9.4-jre14		adea77a539d496141e48c7d0b288744a90fcab20
com.guicedee.services	jakarta.persistence-api	1.0.9.5-jre14		5bedc49bbdf37ab6cd5e96b49aa00845f1d0a4b1
com.guicedee.services	jakarta.persistence-api	1.0.9.7-jre14		0530625f572ae9a080859e21b7a9c43bea72d294
com.guicedee.services	jakarta.persistence-api	1.1.0.0-jre15		354d53d9f7e6c6944cfa4edbb86d36c7b6c8a91a
com.guicedee.services	jakarta.persistence-api	1.1.0.1		8c44a98908729d96a554a7a5431385fd68b15024
com.guicedee.services	jakarta.persistence-api	1.1.0.1-jre14		eb301111564750c20ffb2a0bddc0567b305e5090
com.guicedee.services	jakarta.persistence-api	1.1.0.1-jre15		e911e3530bfc64a3fe691f7158dc0968e507e4a6
com.guicedee.services	jakarta.persistence-api	1.1.0.2		ffe30fa909433f562c6d1811876bdb51721520f6
com.guicedee.services	jakarta.persistence-api	1.1.0.2-jre14		be156bfe0378db3361199b511ef19d5150039f18
com.guicedee.services	jakarta.persistence-api	1.1.0.2-jre15		e77d08d4e38c350e23b931008fb8c38012601070
com.guicedee.services	jakarta.persistence-api	1.1.0.3		15c5b36f45f95a7c3f11ff6e712e4f48fb8c138b
com.guicedee.services	jakarta.persistence-api	1.1.0.3-jre14		be18bc08d807d6f3a6bb0349d943896923dc503a
com.guicedee.services	jakarta.persistence-api	1.1.0.3-jre15		0c214f19628a68be593934072c1b1c49778ff8c8
