cn.easyproject	easycommons	1.0.1-RELEASE		N/A
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.5		89369a6db13f9e3f3b2756841ef8384ee4f688c8
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.5	jsdoc	b24a793b536d707367699fed306a4b98f74abbe7
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.5	jspc	da7cc7dd5e95e213bec546ab56e7f0e61a9d57f4
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.50		8f44cb8ea586f56a93a5e5f687935a3e7fdb3f15
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.50	jsdoc	fc64eb28c67cb1cafe0fc599201986eb8eb86546
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.50	jspc	e6d8cdeb5fa873404a687aabb8dbf15680efc2ca
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.51		0be80529b6fbbd27bc802ae401bd827c3d6b8015
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.51	jsdoc	d9a0186a1501a3475b67896e819bf5d0d6b7e5c3
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.51	jspc	0a347edb2a4d2b06d4b4fc88e3516b6d6a5f6c09
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.52		0980d5f2bce9784bd339de1df019f3319bf0b89b
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.52	jsdoc	92f17bdfc3eb5b19134f24939b591bf46c56c396
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.52	jspc	3e0c87bac0b37e403c6b50f9f545e1f842bcda84
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.53		b49f94858884036cb856a53b9795fc75f9d01e4b
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.53	jsdoc	9cd3c042599def8b24095f95a09136ec4ea78411
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.53	jspc	1a1b08dd7f7ea96e858ef8a496f1388a50d44222
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.54		02e8312f0f58b906374e0b7f7d3194dbbc1bff7a
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.54	jsdoc	6bd14580b18764d259cd6f390a3d5f2e1d28e031
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.54	jspc	c201c324e2c5cec6ca4d243b816c23861e00528a
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.55		4755a6dd7b688c085e1b9e536d1384f5e6a263ab
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.55	jsdoc	f33c33290060feb683dbb6a476a8f74e3e613ca1
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.55	jspc	cd63024a5148ecb77a36045d07012ec4403ac773
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.56		61431e42dfc937ec38f31fbc7dc716b037f20e29
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.56	jsdoc	8cf0e3196969d93b9ab3c3baaaee2dbd20099f52
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.56	jspc	e80424b5e955f6201f117ba5085016da52c5ed01
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.57		8712e48b1fd29c88a336c516a6ebfa28d54414ca
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.57	jsdoc	669cefbb6ea1b2abbcad1851372933505380301c
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.57	jspc	764a267a54804a5f54e22d048ffeda435c121b88
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.58		5ec7ec8d9133367215cabbf330e65d6a64662600
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.58	jsdoc	bef5a90e2a180af4f92758142c16849c9a254468
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.58	jspc	8ff44e9f1dac4a58272ee9ffc6256235eb0500cf
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.59		7432f0d6cd7d9cda4b966722448c2cdbd241664b
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.59	jsdoc	d6e9e97ec9e7dfb7796f340a1f36319334c36592
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.59	jspc	6b2b764c4d71415501f8b266395fe5490e4ee347
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.6		d7b308714cc3c8735778e3aea3667bdae89e47a5
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.6	jsdoc	17a050ac44c8e2a5f075285d02e8803e32c380d5
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.6	jspc	7d8386aa4ca87e9542695a5a206fbe9251e25082
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.60		48540180abf3281a5985147d88d74b8c23c4d8af
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.60	jsdoc	85ede8a73e458d66f6f23bfb42da1f0b28061f1d
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.60	jspc	6d51ebf5733343d0261dcdf5d863616b2d5b2d32
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.61		2fc6c00ca374ab5ee8884df581ddd0c6af3d6441
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.61	jsdoc	ed91ea137853926ba6bbb80a6c7babe50705b480
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.61	jspc	33d1a583f9bc2a8f0043798e1c3aff9ed15ab2be
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.62		2179eba1ed878bc26c02c6366fd6a3545a787591
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.62	jsdoc	a67228a2247b99c2713a1b5bd0543c15895e803c
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.62	jspc	a6c514751d887c00243e4297cf166a7e46af2f74
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.63		8096eade8b64e0366eae9368eea6b5cc75eadc72
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.63	jsdoc	78d96d226bce280cc4ae20fc455484726863845e
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.63	jspc	5b42584c6e08343f97ab7262760b4076d87cafeb
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.64		9a4edf0ef2e3d1bc03e5910127eb0dd5464f9f48
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.64	jsdoc	0cf211745a5c83b7171284c3ad43af7ccd4843a3
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.64	jspc	d3fa60f05f0035bba30778bb5fec76d1e4a871d0
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.65		26cbf995e2f4683867397508a65e0a62d9b8d389
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.65	jsdoc	03100438a50ec2a29ffc2fd65d4bc978c4359e2e
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.65	jspc	ff85ff3032f0bcc13e80a54413012e61c4fda07e
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.66		141481af8377081fb77a2a1619845632cc218dc4
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.66	jsdoc	7fa2b8e93b82947b781fe6874c2bd3957244750e
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.66	jspc	dddc42bfcac4baf087a87fef80bb5dfa20fd509e
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.67		19d6e04752e5e8212053ad28699d634e52dace3d
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.67	jsdoc	b7356997e58da15b2a58594f848bf3d86f9861dd
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.67	jspc	df061c2167a615e41c938c266ade1c743da87498
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.68		85c3e7a053a6a2ef7432de203f22db88669a5466
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.68	jsdoc	c0d31aa8d08ae1164cf6ad3da3e66abfbc8ecab3
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.68	jspc	02c398bbe283c4e6c635c8fb23ef6f8d9f06248d
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.69		03aa9cb592174098c546c260fb03794891477a62
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.69	jsdoc	84c1f6df1c8404bbae019a497ae4799c08784efa
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.69	jspc	f479a5e073be41a1d2d160ce6d6647cf0bd265e3
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.7		e07894b2a0a1c8d3424d3e1846e1130f582545ad
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.7	jsdoc	924876dc7e2ac3b68f78bccc2b0188c96d2f6e8d
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.7	jspc	952ab3a1dcd384491e68b278cb9de85e53b2ca2b
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.70		9bb023f55f150d8cccab396a8f1b37529aa9b3ea
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.70	jsdoc	712e3da919f46d5c459ec95b3c760df14f4506be
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.70	jspc	6a950383f1f4bf8fef8c2f1b2c38369824b1f73e
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.71		2977417c761fde06e61a2693ed2a0b10731066b7
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.71	jsdoc	52042393cf6914399052ae08b5604454b9b49e8d
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.71	jspc	0bc3b4f7bdccd724d3dc0dc47b555a784c3311e1
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.72		f8ea4f338d3bf509b1f084176edb5312966556e0
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.72	jsdoc	8e0d27f2ccef84a1d5e568ac70b4b9694df85f70
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.72	jspc	5be7b2654d467165d07a95f8ca155179baef8e05
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.73		401bd709869012396aa429782022d2c17f3c4b14
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.73	jsdoc	d2fdd5550f32759465e6ea7fc4b28c6258f8f9dd
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.73	jspc	0df0ac4a1bdc919f673b703d54495013ade2ff44
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.74		6230f9d034e4a1962c8ea7ad60e265ad52323273
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.74	jsdoc	a06bc15b3ec4c88f8515b489ec4b4e194ba6a036
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.74	jspc	b6179abd7bf7a676c58e8c6e26ac13647a2794cb
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.75		3bab157a40bb59550a535ec84598cf56782d0702
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.75	jsdoc	fc9b3bfa883c4f1c59fe1ecd2a67893b7c5aa686
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.75	jspc	141d7c3133f903ec695a5b098a79b41729e41375
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.76		55562baf107f66fba7d5141fb8db8e18f56f9e14
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.76	jsdoc	4e72edbcd96db8b2411b2370a117404c943be1da
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.76	jspc	3b9652051cd13997b1b46378c09f259ddc4f568d
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.77		16d78cbc42d51ca0ffbeffd15b0a277b6bc61d8c
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.77	jsdoc	c6441c65473cfcf48de7138b9a1184795090f47c
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.77	jspc	015f7796d5aeb4e07ce08d6369af1a95340a21d4
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.78		eb0046cfa0253f50ca1484be74ca36173f91a717
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.78	jsdoc	439ca1c9ed288e10094af73d4e411a3b4c65434f
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.78	jspc	bff78c49c00bbcba170cc7bd675e62e1dbbc73f7
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.79		970332aa79ef5ff2ad652532b8682a903197897a
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.79	jsdoc	048dd79c964082bdc15db61380524281a5c976ad
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.79	jspc	df3f7f26729f9c4fa0c7e2364f4468e09c6f150c
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.8		96570a5c6ad1a7593bc74b1fa35872782b698094
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.8	jsdoc	cc912f47eff8707ddf3cf146676974131aa2bcb4
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.8	jspc	ef009b2f69fdb965eae9643902355b86a09d02f2
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.80		84fc5c4559158ba3c18f557376e982be13ffaa93
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.80	jsdoc	6bb23745bf7f107014e0d4d719e197d5db3aa8e5
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.80	jspc	276e1914b26f1a804497eb509e361a7c9701c595
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.81		01ac44d7e177643cedc115340a03304441c99470
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.81	jsdoc	33d7ee910c9c1276c5612e046928f948222766a9
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.81	jspc	79e3a8452e3b37613e2ce80917ac7c5f42b9f16d
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.82		df3dfd2d708a4388c8cc00708a2bac96cee3f4fa
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.82	jsdoc	a7d51cddc65daf52e460690181cbebe7b0839158
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.82	jspc	faa6bb2b1efa8c2c8740486c2c82a1cba7d0b768
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.83		8302503d1c35594f455c9481061b18e2b68ca5ac
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.83	jsdoc	a011969353a8ec8074e9ae9bf1a1335bce6982c0
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.83	jspc	5c5ab396e8070630cc7812c540be498b4d51e51d
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.84		1faecff686140055160a685b6dd4fb66ea1def3c
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.84	jsdoc	a5b21395d3e5053796acf966a953bc1729638044
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.84	jspc	8212bcc67614e17b2d9752294300457bd3938c05
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.85		b099b6508fced3ab0b443d11c84d4ed511accabe
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.85	jsdoc	b8eac77136225d9ee382f72146cad88e9e1d10a5
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.85	jspc	009eb6c27143635bb144b063f092b9dd41f39713
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.86		11418ae0b9b427e84b99867696e7e3f2c49767fd
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.86	jsdoc	0d85df1a1be63efc81793cddda1f8c1f39c5548f
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.86	jspc	81f67a4af418f4049490939039b509d7913b9a24
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.87		4dc952ea09937df06b8646cdbbd901f2ba5d42d3
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.87	jsdoc	f8147e23c14f2b0ebb96fb779a2102c79a29017f
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.87	jspc	f38263c35dcbbf49c0886df0caefaf349847f8e0
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.88		a19149697856854fc0783ae0e0590ffc4f4afb69
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.88	jsdoc	ca341a0c3e5dda88b445716629b577e787f4cd6e
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.88	jspc	d6cef235897246ba490912fbe477860022166473
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.89		0708328619b414701c203122ec44ab12151eb23e
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.89	jsdoc	77dc7135e84cf8f625f2399fad028107f12fea3c
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.89	jspc	d0da66611c40fc611303bf97944fb6d85bac13bc
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.9		df5645548ee851730a35016102ed1bde0ba56aca
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.9	jsdoc	71e45511978a49aa3b11aead5bfc140c6f305f58
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.9	jspc	8f01f83fa58cca545b1a277f3ad0e6a08e87bc29
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.90		3e87bf188b0915f24c6dd83e3e904621f377a447
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.90	jsdoc	708ecb5c0025df5ce0eb854fe96ee50928e45e1f
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.90	jspc	6ad76ea8d340e23481243566ac40703d5e39b7b2
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.91		7ec986c649b2e94451d333c0f625bcb9160b8e93
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.91	jsdoc	9787cf4254dd89502130337ed9b879a5e61b943f
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.91	jspc	ef5f1aac8921e3cea979c5d09370622478fd3147
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.92		1993d2049f7cd407945105a84a25808318fc65eb
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.92	jsdoc	8d9e2f64126ef0f507de89ccc09db34d17f4d910
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.92	jspc	36f8dad9d3d380e625d4c151d92ed568740a8bfc
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.93		ea6612a53ac3e784e8f05b4566a52a58248abb83
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.93	jsdoc	508681b8688c05b2f02359a016fbe43bd433fe0a
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.93	jspc	c908ec60b011d9e36906b21aa4851a69e8b9f6a7
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.94		43900195dd8aa479704ed69d292b8ef26d9b3255
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.94	jsdoc	025188618657a78162c128d111050dd0612144f1
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.94	jspc	2f904060534963b8b9d0215e4849e8466513e2ab
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.95		d49d7139e90dfcc9f624d25a88085ce693f403c8
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.95	jsdoc	6e4ebb06a45d4b003b757cc61466bf7648eb91cb
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.95	jspc	8e0fe6228b370acd7a72250644629f135509b208
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.96		084abb956edc8d799acb7a1cd513c5f3ea607dfb
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.96	jsdoc	2de205e512f34462e38a2486664f762603bef1e4
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.96	jspc	748034d88fe9e4a80477fe8f2f4a82636117015d
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.97		0fbe99e806f4da7a1745e19b5e9a1b0150f9f1db
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.97	jsdoc	124b8b6674704a6ad78a583c9a0d152372fb2d17
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.97	jspc	cecd7300db5ef20ccce1da03294cf7884d5bf926
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.98		72c4d1f9af69661f4bb8054ee4ab7aeab153cdb7
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.98	jsdoc	fad0818d5a724a9a0adccdcdea0eb48366e79335
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.98	jspc	f5a1d4057a27fb21643e90cc38ce9058488ea907
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.99		af9c5a2782bb10fe584203d048983d0ccb5b24c2
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.99	jsdoc	b45c840c897338d8dc13bfdd9869107741cab8fb
com.liferay	com.liferay.portal.search.tuning.rankings.web	3.0.99	jspc	a0b334a821c7ced497f3c5242c401a276db71b56
com.navercorp.spring	spring-boot-starter-batch-plus	0.1.0		0585ba3af62898982fdbe0fa7cb21f64587f70fd
com.navercorp.spring	spring-boot-starter-batch-plus	0.2.0		1ccca3907bad1df5ca004e259bb18be9fafbde77
com.navercorp.spring	spring-boot-starter-batch-plus	0.3.0		3514b72599b541d66d42c0d0cc6f7901fe33a194
com.navercorp.spring	spring-boot-starter-batch-plus	0.3.1		adb623ed8c57f65e7122d4018e888c33e9d83054
com.navercorp.spring	spring-boot-starter-batch-plus	1.0.0		7074f81e686471d2efb1eb91a019cce879b2649f
com.navercorp.spring	spring-boot-starter-batch-plus	1.0.1		df859d9b4df77bb122f4da9330f1ed4db6280aac
com.navercorp.spring	spring-boot-starter-batch-plus	1.1.0		50f58406ab895a651685afa8884ccddb475730d7
com.navercorp.spring	spring-boot-starter-batch-plus	1.2.0		c2d8e06c4d6c533efc7a8a2a64412011f650e265
com.netflix.astyanax	astyanax-cql	2.0.0		ad1522248d75fbc0638be58aa3018ef881f060f4
com.netflix.astyanax	astyanax-cql	2.0.1		298ca2f4ba6fd0ec3c6a49217ed1030c8f7edae7
com.netflix.astyanax	astyanax-cql	2.0.2		47137532d4ef55eb626133eae7fda6082b850ba2
com.netflix.astyanax	astyanax-cql	2.0.4-rc.1		d455e5ef7a78b7473f57aed9d7b4b774f8ae87f8
com.netflix.astyanax	astyanax-cql	2.1.0		afd545f813b805bdf6e013897743f8a53009a806
com.netflix.astyanax	astyanax-cql	3.0.0		f52992404f3bcee85084280a0d0b9a849d448af4
com.netflix.astyanax	astyanax-cql	3.1.0		a5fd3cae800b078be63db497681f095ea1c294a6
com.netflix.astyanax	astyanax-cql	3.1.0-rc.1		ed26a4130c1225befa0be4281d4d226b043901ff
com.netflix.astyanax	astyanax-cql	3.1.0-rc.2		c7ea71708e94c46c4406c0ad563890c40289bf27
com.netflix.astyanax	astyanax-cql	3.1.0-rc.3		333f59bb7309d6b36cc7d5cd99aa250be783dbf8
com.netflix.astyanax	astyanax-cql	3.10.0		3c514c1c4d2348a78c3a6f2c26c43a96825948f4
com.netflix.astyanax	astyanax-cql	3.10.1		c8fd4209366f91ab7d5b0038d9dd3f423aea620e
com.netflix.astyanax	astyanax-cql	3.10.2		233490e4acfe4f9bbe712c114d7498da8e79c9f7
com.netflix.astyanax	astyanax-cql	3.2.0		5e06905a01c6deec4260e0a00920c814d046d57f
com.netflix.astyanax	astyanax-cql	3.2.0-rc.1		5749e9e5cf40f9583169b3eacde2aeef4631e016
com.netflix.astyanax	astyanax-cql	3.2.0-rc.2		565bd56186b213fb305030a7b3fbf3b1b416aa15
com.netflix.astyanax	astyanax-cql	3.3.0		56675d1c6c111e3ce3b6e08dded307b3812e991c
com.netflix.astyanax	astyanax-cql	3.4.0		c22558edf3d721087202ae2bff7188eecf9833d1
com.netflix.astyanax	astyanax-cql	3.4.0-rc.1		277fdf367f31237a75385a0eafefec02893b13a1
com.netflix.astyanax	astyanax-cql	3.5.0		539c074950fc85ff307985192457d8aff1980791
com.netflix.astyanax	astyanax-cql	3.5.1		23c9460e5f27f9ed173397f711b49c9ecaaff673
com.netflix.astyanax	astyanax-cql	3.6.0		08a77464f4711509f34a881cd413e58d31bfe95e
com.netflix.astyanax	astyanax-cql	3.8.0		cc56138c95c40975d91ccd58fa92ddc0f0414993
com.netflix.astyanax	astyanax-cql	3.8.0-rc.1		4b32144e838efcd78dc4d3b3df16c054e764120f
com.netflix.astyanax	astyanax-cql	3.9.0		b87df627342a57b449bad6fb796c148bd65b632e
com.nordstrom.ui-tools	local-chrome-node	1.0.0		6f6c940e493ecc4fe9932aa25d73da273be3ebe9
com.nordstrom.ui-tools	local-chrome-node	1.1.0		f916a041e7d1f9526f327addabc265edce5f46ab
com.nordstrom.ui-tools	local-chrome-node	1.2.0		a977b55f883d60581bbc595152ed4fbac244791b
com.nordstrom.ui-tools	local-chrome-node	1.2.1		e4a736849cd6680a19b7fd8bae917ac6058f7279
com.nordstrom.ui-tools	local-chrome-node	1.3.0		bc420b5194ab7dd3c9a445af5a939e5d0b187169
com.nordstrom.ui-tools	local-chrome-node	1.3.1		65e0181c91d14c6147b6f1c93cfa42dadada3e0f
com.nordstrom.ui-tools	local-chrome-node	1.3.2		7ff117504bc02e92758ed100ff16bc87e244bcf2
com.nordstrom.ui-tools	local-chrome-node	1.3.3		2ac2eff5068803d2e1a7525b122df305b28bcdfb
com.nordstrom.ui-tools	local-chrome-node	1.3.4		279d77ff3b708d6b0994488b97484e3848f0b082
com.nordstrom.ui-tools	local-chrome-node	1.4.0		d418f7dffb4fa385289224683fd15556a7432f48
com.nordstrom.ui-tools	local-chrome-node	1.5.0		bdd76ec5df80782edeaa4690646085e1b01803c0
com.nordstrom.ui-tools	local-chrome-node	1.6.0		d3b5c920b04511660f78ce35b3476e126bcb4530
com.nordstrom.ui-tools	local-chrome-node	1.6.1		99b412cc6b2b10493e1afd2392ba59f9df05f442
com.nordstrom.ui-tools	local-chrome-node	1.6.2		e21524dd8f4288fe22d1a29e053965e28202c5f8
com.nordstrom.ui-tools	local-chrome-node	1.6.3		0e7623b7ceef975f5275af6a950f7ffa699d0c01
com.nordstrom.ui-tools	local-chrome-node	1.6.4		71d875f1bf165c2c7c384c46c3ec8f0c6b4d50a1
com.nordstrom.ui-tools	local-chrome-node	1.7.0		7e83206142b4f4b027f9a324d5c576c88b9c4cd6
com.nordstrom.ui-tools	local-chrome-node	1.7.1		753af69505c3f0aaefa243f7ba0e71706942cadc
com.nordstrom.ui-tools	local-chrome-node	1.8.0		88b7dab9ae4eee0996ea2809611633757088a962
com.nordstrom.ui-tools	local-chrome-node	1.9.0		65756f012e2c78b2aa06a6d9325e299629e3d63c
com.nordstrom.ui-tools	local-chrome-node	1.9.1		04f95fa1ae40524d6887a06a8c40c845b98e7758
com.nordstrom.ui-tools	local-chrome-node	1.9.2		3cd6276b3129eb17dc51c7081149bdc96cbe6782
com.nordstrom.ui-tools	local-chrome-node	1.9.3		4ec33d31044b939fc4dd8c840ad4f4f22375a4ff
com.nordstrom.ui-tools	local-chrome-node	1.9.4		290e63c2a1aa55c2040c74ae7d35646edadf7750
com.nordstrom.ui-tools	local-chrome-node	2.0.0		e7175f8d9b56f47c26255ad7469844216e67869e
com.nordstrom.ui-tools	local-chrome-node	2.0.1		a00b452d0282d54f94e9855f6d1b4faa6c8b92d3
com.nordstrom.ui-tools	local-chrome-node	2.1.0		5a48721cb5ddb0f60dec2af59f4d04f83567c877
com.nordstrom.ui-tools	local-chrome-node	2.1.1		ebb97da3e8e0b8f6d52c53ffe9472ad1bf0855a0
com.nordstrom.ui-tools	local-chrome-node	2.1.2		03c93a6546ace995a890fe49d493e8258a6b5e13
com.nordstrom.ui-tools	local-chrome-node	2.2.0		d339b0c3e84cde46b1e081614e56647cb9e2c360
com.petersamokhin.vksdk	http-client-common-ktor-watchosarm32	0.0.1		N/A
com.petersamokhin.vksdk	http-client-common-ktor-watchosarm32	0.0.2		N/A
