ai.h2o	google-analytics-java	1.1.2-H2O-CUSTOM		142df8c9e419b7d9a532f18bfe3f55bdc8801be8
net.yslibrary.rxrealm	rxrealm	1.0.0		N/A
net.yslibrary.rxrealm	rxrealm	1.1.0		N/A
net.yslibrary.rxrealm	rxrealm	1.2.0		N/A
online.skyopen	ishop-model-pojo	3.1.6		3e706d440d387fe73d28474284f5929fb8fedda7
online.skyopen	ishop-model-pojo	3.2.0		fdc74cfcad674d168414ce804f3a55bcd8f54f5a
org.apache.clerezza	shell	0.1-incubating		879f0b9c09cc8208773ac29bb1257c491b9cba99
org.apache.clerezza	shell	0.2		833f430aaf935ae0c7044f0eb0dfd2e230175a6c
org.apache.clerezza	shell	0.3		69f5aaf292828f0e184b0d5bb320d92dfd26c116
org.apache.flex.flexjs.framework	CreateJS	0.7.0		N/A
org.apache.flex.flexjs.framework	CreateJS	0.8.0		N/A
org.apache.nifi	nifi-kite-processors	0.0.2-incubating		4eac96437bd6a4c6776d8ea3fe5a53735fdeea74
org.apache.nifi	nifi-kite-processors	0.1.0-incubating		d50d2d9c605cd32c0fd49ac2d0378d7d3703f293
org.apache.nifi	nifi-kite-processors	0.2.0-incubating		50d3f7d88bfc4e96c5e124d1b6259268b83b52dd
org.apache.nifi	nifi-kite-processors	0.2.1		3d1d29665a31e8cecc02284cdd109a381b48038d
org.apache.nifi	nifi-kite-processors	0.3.0		682f75684feb3d87d8e65a494bce39a9adc41335
org.apache.nifi	nifi-kite-processors	0.4.0		6e996f9fd8ffe8d7bb467e6055b4d31e6d9e786d
org.apache.nifi	nifi-kite-processors	0.4.1		baee9509bd8226167ba5c64d013a68929d80edc7
org.apache.nifi	nifi-kite-processors	0.5.0		fde7734349c9553e9ce40d3f747317e84e91a508
org.apache.nifi	nifi-kite-processors	0.5.1		e62e94d4df485720a4c594f5119f396c849fc8aa
org.apache.nifi	nifi-kite-processors	0.6.0		33e7bf11e417d072b8e53186dc7d0d07e55d26c5
org.apache.nifi	nifi-kite-processors	0.6.1		a2fdeebf7ddb6b5aad6925f2364a6f338ad2b901
org.apache.nifi	nifi-kite-processors	0.7.0		882f26e12dd0a3c9719d519b3bd5363ef51ee4c0
org.apache.nifi	nifi-kite-processors	0.7.1		e8e2af5f93cfdb5899640f7fd7ea21a9c8b00f86
org.apache.nifi	nifi-kite-processors	0.7.2		4935f911295cab7141b615a330591bf35cb12d9e
org.apache.nifi	nifi-kite-processors	0.7.3		c681d8df136e24a4096ab2e0d1be3a493acc2c84
org.apache.nifi	nifi-kite-processors	0.7.4		8229063c97ee7469421c0028d9ca3b09376fcb99
org.apache.nifi	nifi-kite-processors	1.0.0		fb45383758019a758a8a4d4433bee326ff05e3a6
org.apache.nifi	nifi-kite-processors	1.0.0-BETA		a863ee51feb61f1058a0973844363df4d8c0a886
org.apache.nifi	nifi-kite-processors	1.0.1		7770d1046971919c25bf4ce695a9e3705e4ef2a7
org.apache.nifi	nifi-kite-processors	1.1.0		017c36a1d3f45656d005f954dd5c8f1cd5363c96
org.apache.nifi	nifi-kite-processors	1.1.1		d31b3f5d7a841904e7be56d516e67cbc6de2989c
org.apache.nifi	nifi-kite-processors	1.1.2		5be86bbdf76be8602469b9dc11bb7a6bf2274db0
org.apache.nifi	nifi-kite-processors	1.10.0		115b1ee91fa2500a771a1a9be9c22d0208380455
org.apache.nifi	nifi-kite-processors	1.11.0		a5aabc18e261c8c267b9cf2908a3f17e740914ac
org.apache.nifi	nifi-kite-processors	1.11.1		c5f8f7e6fe4fe0b2128b9347b34960feeee65ec2
org.apache.nifi	nifi-kite-processors	1.11.2		856c793eb81844c980d51b2bf9a43881fc40c973
org.apache.nifi	nifi-kite-processors	1.11.3		d6342495a322569543bcf5b5a188f4d821b94f1c
org.apache.nifi	nifi-kite-processors	1.11.4		5c37bab3480aef07339982ccc027d3864896ea68
org.apache.nifi	nifi-kite-processors	1.12.0		5a2df85a59de1fd245262c76e80d0e085a90d29b
org.apache.nifi	nifi-kite-processors	1.12.1		1ffb2b83e6dfa8c35d7621a099929905770e7270
org.apache.nifi	nifi-kite-processors	1.13.0		e177a8abf3ba571861bdb95902831408e6bcc98f
org.apache.nifi	nifi-kite-processors	1.13.1		242225ea678a71cc15104155be9b12d006db849a
org.apache.nifi	nifi-kite-processors	1.13.2		fb752931b5b0c180a8ca8c59a64e02902b43ecae
org.apache.nifi	nifi-kite-processors	1.14.0		c9a4fd9ac454b99dc36676922f926d73c0819da7
org.apache.nifi	nifi-kite-processors	1.15.0		709af11e9b8260457038ca6a6bc25d8c4920730f
org.apache.nifi	nifi-kite-processors	1.15.1		fdcbbc5db440eceaf6ec4a55c10e3a42e8971b0d
org.apache.nifi	nifi-kite-processors	1.15.2		1fb2f1e3657b2bbc3da3f8d7bf6192741a08ece4
org.apache.nifi	nifi-kite-processors	1.15.3		627eca188ec3a24c54142534a94b74eee6589763
org.apache.nifi	nifi-kite-processors	1.2.0		c9c4b987b4337ab53eafd8ce74b5ec9701c50d71
org.apache.nifi	nifi-kite-processors	1.3.0		887895240723de6e9291b7331973a05b74760144
org.apache.nifi	nifi-kite-processors	1.4.0		4c45323aec1085714ffcadd7251d228389b408dd
org.apache.nifi	nifi-kite-processors	1.5.0		f42ba75e50d5267c5a6722556e41ea3353755d63
org.apache.nifi	nifi-kite-processors	1.6.0		12e9720ffb0e8dfd251ffc5e017c6b16e98b5e55
org.apache.nifi	nifi-kite-processors	1.7.0		184131bb7503df27b2075141dc30643b92e2a709
org.apache.nifi	nifi-kite-processors	1.7.1		568cd4be7132867f34b97d5873cb19fa81d75f56
org.apache.nifi	nifi-kite-processors	1.8.0		1ac9c73427eb89c050fdce348a3540c31fa95c48
org.apache.nifi	nifi-kite-processors	1.9.0		07db46f099f77867db54cbaf3af855b48780eecb
org.apache.nifi	nifi-kite-processors	1.9.1		af747cc7e0428887daea2e7d2e37553815cbdaf4
org.apache.nifi	nifi-kite-processors	1.9.2		f205236f4f1231c36eed6d49bbdb76231b4ec017
org.apache.tapestry	tapestry-TimeTracker	4.1		N/A
org.apache.tapestry	tapestry-TimeTracker	4.1.1		N/A
org.apache.tapestry	tapestry-TimeTracker	4.1.2		N/A
org.apache.tapestry	tapestry-TimeTracker	4.1.3		N/A
org.apache.tapestry	tapestry-TimeTracker	4.1.5		N/A
org.apache.tapestry	tapestry-TimeTracker	4.1.6		N/A
org.apache.tez	tez-tools	0.10.0		N/A
org.apache.tez	tez-tools	0.10.1		N/A
org.apache.tez	tez-tools	0.10.2		N/A
org.apache.tez	tez-tools	0.10.3		N/A
org.apache.tez	tez-tools	0.10.4		N/A
org.apache.tez	tez-tools	0.6.1		N/A
org.apache.tez	tez-tools	0.6.2		N/A
org.apache.tez	tez-tools	0.7.0		N/A
org.apache.tez	tez-tools	0.7.1		N/A
org.apache.tez	tez-tools	0.8.0-alpha		N/A
org.apache.tez	tez-tools	0.8.1-alpha		N/A
org.apache.tez	tez-tools	0.8.2		N/A
org.apache.tez	tez-tools	0.8.3		N/A
org.apache.tez	tez-tools	0.8.4		N/A
org.apache.tez	tez-tools	0.8.5		N/A
org.apache.tez	tez-tools	0.9.0		N/A
org.apache.tez	tez-tools	0.9.1		N/A
org.apache.tez	tez-tools	0.9.2		N/A
org.apache.ws.xmlschema	xmlschema-eclipse	2.0		342ea3d18c6e17a44eb61c4053b9fcbb7fe225a6
org.eclipse.hono	hono-adapter-sigfox-vertx	1.0-M5		438cc173c8c25860fa59ca44ca2ce7e5d5dcda75
org.eclipse.hono	hono-adapter-sigfox-vertx	1.0-M6		1fa9af4297823cd7a1ec8b9cc589f4b5bd667fce
org.eclipse.hono	hono-adapter-sigfox-vertx	1.0-M7		14d662503310f39f413d414a8119c258ea3c99bc
org.eclipse.hono	hono-adapter-sigfox-vertx	1.0.0		58b92ffac8dca806c00baa6207a7248118983109
org.eclipse.hono	hono-adapter-sigfox-vertx	1.0.1		1ffcf5b7a0c8f8ec20adc81802feb819e71bfc90
org.eclipse.hono	hono-adapter-sigfox-vertx	1.0.2		45fd6bbef2bfded3d30f80819fb14138d363e9c2
org.eclipse.hono	hono-adapter-sigfox-vertx	1.0.3		704c7b64d223076e0f70a3c42b8625694b7d198d
org.eclipse.hono	hono-adapter-sigfox-vertx	1.0.4		b223f0250602ca59e7d9878657302b5cf9f243c2
org.eclipse.hono	hono-adapter-sigfox-vertx	1.1.0		b90ad2ef011e9f7b2b15300680fba204a6e4faa0
org.eclipse.hono	hono-adapter-sigfox-vertx	1.1.0-M1		13aca93d436ae2d199a1fd1efbf5e20870a77cfc
org.eclipse.hono	hono-adapter-sigfox-vertx	1.1.0-M2		5f285a8ea32872f72c394aa37b33b7de79f93e12
org.eclipse.hono	hono-adapter-sigfox-vertx	1.1.1		3d0b84946f7363583d09cd9b5e3c41338ae2c0a6
org.eclipse.hono	hono-adapter-sigfox-vertx	1.1.2		9002390da70697b548b8d4da77b802971613b16e
org.eclipse.hono	hono-adapter-sigfox-vertx	1.10.0		4b1747d7b83d24f649ae2f74e8f4f3dbf7c742d4
org.eclipse.hono	hono-adapter-sigfox-vertx	1.10.1		f1504f61025fc3d11e8228fb26315e1187249bfd
org.eclipse.hono	hono-adapter-sigfox-vertx	1.11.0		2fa81cbf202416b50a03e72655d0134fd69c6c9a
org.eclipse.hono	hono-adapter-sigfox-vertx	1.11.1		e6bcb4977e2bbe47372c42116a22cbb1b4eb7342
org.eclipse.hono	hono-adapter-sigfox-vertx	1.11.2		369768822c194ab6ceccde249e3f5f618658755e
org.eclipse.hono	hono-adapter-sigfox-vertx	1.12.0		b770a268e7d8c88586b8c57568f1a66ea62bd029
org.eclipse.hono	hono-adapter-sigfox-vertx	1.12.1		7d006f89a033b80f107af594e07f9988d3398a33
org.eclipse.hono	hono-adapter-sigfox-vertx	1.12.3		18ea734a5df7e7afd7f9d2727c642e3428b48067
org.eclipse.hono	hono-adapter-sigfox-vertx	1.2.0		82e65fdbbaeb30c56d63bd2689afc6a75446acd8
org.eclipse.hono	hono-adapter-sigfox-vertx	1.2.1		2d66265d2cfebb4f264d2db9cb747c7fe77489c1
org.eclipse.hono	hono-adapter-sigfox-vertx	1.2.2		23beab47badce235bb677befe45116249142749b
org.eclipse.hono	hono-adapter-sigfox-vertx	1.2.3		462e444b03409dda126c353908a97efab9338204
org.eclipse.hono	hono-adapter-sigfox-vertx	1.2.4		78cbcbbbef52aa74667764ce12f9b782ba6801a5
org.eclipse.hono	hono-adapter-sigfox-vertx	1.3.0		0924b67afa534a9dd745f1835761a92865dfc6d2
org.eclipse.hono	hono-adapter-sigfox-vertx	1.3.0-M1		330104e69a93ed23056a2ee2ae0040c19f0b6b3c
org.eclipse.hono	hono-adapter-sigfox-vertx	1.3.0-M2		6f36cd5a2096614ac8f5a0465a4d9c137babb30c
org.eclipse.hono	hono-adapter-sigfox-vertx	1.3.0-M3		9103ab1be872369e6aaf6367cd8ab5c1a4614dcb
org.eclipse.hono	hono-adapter-sigfox-vertx	1.3.1		daad8d20b65d6664befc4af59480a41b2239c0d5
org.eclipse.hono	hono-adapter-sigfox-vertx	1.3.2		903664d6bd2fc9c63353781091360a6a3fe4a538
org.eclipse.hono	hono-adapter-sigfox-vertx	1.4.0		fb9d6b2e443e3a27b2b8bdeca8314c7951f8f2d2
org.eclipse.hono	hono-adapter-sigfox-vertx	1.4.3		93ea1e9a8b234c0fdbca3ab05579467b6fccff02
org.eclipse.hono	hono-adapter-sigfox-vertx	1.4.4		a7295aa07dc55af412124fe042c09182cb663f1c
org.eclipse.hono	hono-adapter-sigfox-vertx	1.4.5		6454f4fd2cfc3392071f464873bf9ebf33af4592
org.eclipse.hono	hono-adapter-sigfox-vertx	1.5.0		58177f90bb4827cc5941d4f0feaf603d93da2216
org.eclipse.hono	hono-adapter-sigfox-vertx	1.5.1		7fc4d2b00dee99fa6859d1c8de03b8182edd413a
org.eclipse.hono	hono-adapter-sigfox-vertx	1.5.2		cfa1cc3467ed2f2f561bef1f757300134b680dc2
org.eclipse.hono	hono-adapter-sigfox-vertx	1.6.0		f600a99a9b2a3b33b7313e58606e3bee960ba928
org.eclipse.hono	hono-adapter-sigfox-vertx	1.6.1		ee1a8f2473139ca0480b6de57bf46074891eb36c
org.eclipse.hono	hono-adapter-sigfox-vertx	1.6.2		693429e6d34eea3264b0402425696f6c0250af0c
org.eclipse.hono	hono-adapter-sigfox-vertx	1.7.0		91bc11f4593fbadfa43f541757422fc6b65e4c01
org.eclipse.hono	hono-adapter-sigfox-vertx	1.7.1		94cca858d785b4ca6c2016b64539e1b49fb1ed5d
org.eclipse.hono	hono-adapter-sigfox-vertx	1.7.2		db40ac4676b4811ab04c9b20f27485aa6151d33f
org.eclipse.hono	hono-adapter-sigfox-vertx	1.7.3		498eeb124fbdb543284b85c02c874d844dc2850d
org.eclipse.hono	hono-adapter-sigfox-vertx	1.7.4		8ad0adfa292847d0f155a9437fb661264b0be1b5
org.eclipse.hono	hono-adapter-sigfox-vertx	1.8.0		26451fd5cebaf61fa560880289c411314576b46b
org.eclipse.hono	hono-adapter-sigfox-vertx	1.8.1		07bee8dea3d51d0a37c4ad931a69f7b70f7d07c0
org.eclipse.hono	hono-adapter-sigfox-vertx	1.8.2		0f8e98c1c8ee0c49f6712544e770351c35c5d109
org.eclipse.hono	hono-adapter-sigfox-vertx	1.8.3		b021647613da5a1842c3651371dd060236507fd3
org.eclipse.hono	hono-adapter-sigfox-vertx	1.9.0		55a293fc6a55ef999970f932708c83da0429b31c
org.eclipse.hono	hono-adapter-sigfox-vertx	1.9.1		060e3f5da9a77308f593b08faf17bc15fd32d275
org.functionaljava	functionaljava_1.8	4.7		1233074f300fa96122314726fdae66938a7bc154
org.functionaljava	functionaljava_1.8	4.8		f10093da7217e8d2539a3953a0581b16afc419e2
org.functionaljava	functionaljava_1.8	4.8.1		e151e516abef8047b2bcd11439147629a4bb9297
org.fusesource.fuse-extra	fusesource-amqp-generator	1.3		8ce058f16f116e8b9fde93e4e0d7803e6367a90c
org.jboss.aerogear	aerogear-security-picketbox	1.0.0.M1		1bb3ffd3f4a0c13277cec0b4e4c9c7b4ab8d92ca
org.jboss.aerogear	aerogear-security-picketbox	1.0.0.M8		462e1a3c145ff43935e57ffa561edb2cf4949d92
org.json	json	20070829		89190ff77b57203c3417555f32226998da97ff38
org.json	json	20080701		d652f102185530c93b66158b1859f35d45687258
org.json	json	20090211		c183aa3a2a6250293808bba12262c8920ce5a51c
org.json	json	20131018		c5b366c02a8dfca2b1d8ba1a0c4d2e666a2eeb75
org.json	json	20140107		d1ffca6e2482b002702c6a576166fd685e3370e3
org.json	json	20141113		c590c04911645db2f53b9bbefd5c3fcd8ca5581d
org.json	json	20150729		7ad48f520e9f94787fdbf2beb9916c76971bdcb0
org.json	json	20151123		1675d5c1142000dedd6627a73af26a8b885ef0e1
org.json	json	20160212		a742e3f85161835b95877478c5dd5b405cefaab9
org.json	json	20160807		1c01a6a8823f0e483217b8a71a217fea0754779c
org.json	json	20160810		aca5eb39e2a12fddd6c472b240afe9ebea3a6733
org.json	json	20170516		949abe1460757b8dc9902c562f83e49675444572
org.json	json	20171018		36ced462c97f0845b4a7b266a25cebe95d18baa3
org.json	json	20180130		26ba2ec0e791a32ea5dfbedfcebf36447ee5b12c
org.json	json	20180813		8566b2b0391d9d4479ea225645c6ed47ef17fe41
org.json	json	20190722		07bce7bacf0ab5e9f894d307a3de8b7f540064d5
org.json	json	20200518		41a767de4bde8f01d53856b905c49b2db8862f13
org.json	json	20201115		f8e7a9953822c90e0701c3cd50764b5e9063f85c
org.json	json	20210307		528c8df3757e8bcf151817b1d7b9b434f6aa08d5
org.json	json	20211205		47032dcf2f69880f07dab3dc60b4b0ad97318308
org.json	json	20220320		06df2c050972619466f6dcef7654ef9bcc01dfd0
org.json	json	20220924		5aa95e7688f76c664af205c5937620f02688dfbc
org.json	json	20230227		7a0d4aca76513d8ce81f9b044ce8126b84809ad8
org.json	json	20230618		1ae16df7d556d02713e241086f878399e99260d6
org.json	json	20231013		e22e0c040fe16f04ffdb85d851d77b07fc05ea52
org.json	json	20240205		c8498148ba08ba5bb25339dfb70c44fb09ed4670
org.json	json	20240303		0ebb88e8fb5122b7506d5cf1d69f1ccdb790d22a
org.json	json	20241224		6524a412223e4b355cb2a5787fec0b15dd9cf6f1
org.json	json	20250107		a1b5f0b5a1ce018b93a691c57ffc7d141b3a10f1
org.jvnet.hudson.plugins	collabnet	1.0		e2468e58f9723004f79722d6e2ff2ca8c0b71ce0
org.jvnet.hudson.plugins	collabnet	1.1		fa3c5257cc343e28d0ebf377794132c4dcdf11ff
org.jvnet.hudson.plugins	collabnet	1.1.1		a724c14d466e5badd8f715b3ddaf6d6a90efb83b
org.jvnet.hudson.plugins	collabnet	1.1.2		b3f726499ba44c00f4da86b0ce0b0b8bb97ed06c
org.jvnet.hudson.plugins	collabnet	1.1.3		a6ab801f9798c1bf0137cd67f1afebb827bdb482
org.jvnet.hudson.plugins	collabnet	1.1.4		9341f1c954e52307c0c6cebe70204af02043482e
org.jvnet.hudson.plugins	collabnet	1.1.5		4959a5ae88edacb1be30755c74800dc888cb3b02
org.microbule	microbule-errormap-api	0.1.0		9cc5e20a1cd337e221e765e3587456ac74090d6c
org.microbule	microbule-errormap-api	0.1.1		f249a4f028f99863300f16a927478b61b2699265
org.opendaylight.openflowjava	openflow-protocol-spi	0.4		2a7fd08469e57af7ac0d91da189636e1fa40e382
org.opendaylight.openflowjava	openflow-protocol-spi	0.5-Helium		b57f8727e33d4f785f71247571d7db1696ebcf86
org.opendaylight.openflowjava	openflow-protocol-spi	0.5.1-Helium-SR1		4fed6c55ce2b30de8b7fece68d38aeba3054c060
org.opendaylight.openflowjava	openflow-protocol-spi	0.5.1-Helium-SR1.1		91217c8f9d50641b53025caa31ce2e64809d4a4d
org.opendaylight.openflowjava	openflow-protocol-spi	0.5.2-Helium-SR2		e41f8ec38f13a53aec6aa42866c349590dee5b8b
org.opendaylight.openflowjava	openflow-protocol-spi	0.5.3-Helium-SR3		871722d64e7b25499eeda2ba309a9047f19dd905
org.opendaylight.openflowjava	openflow-protocol-spi	0.5.4-Helium-SR4		d429cc92ea7c8473f83ccfe3f533c3257ff48629
org.opendaylight.openflowjava	openflow-protocol-spi	0.6.0-Lithium		6d2597732992de7b533ae2bf3d347ba07c1342c4
org.opendaylight.openflowjava	openflow-protocol-spi	0.6.1-Lithium-SR1		35d66580fc49d2ea0c7474ee6336722074ed8317
org.opendaylight.openflowjava	openflow-protocol-spi	0.6.2-Lithium-SR2		e7b040e967e4dc27a2c4a0d03dcc0269c5a32fa5
org.opendaylight.openflowjava	openflow-protocol-spi	0.6.3-Lithium-SR3		10bbee0db735b7fef987888f9d119bd11ac141c8
org.opendaylight.openflowjava	openflow-protocol-spi	0.6.4-Lithium-SR4		3420e50b07ca8f4eb9841cd229a751038a423614
org.opendaylight.openflowjava	openflow-protocol-spi	0.7.0-Beryllium		0de5949e25e5dccc0d5386ea258d907bcf16eccc
org.opendaylight.openflowjava	openflow-protocol-spi	0.7.1-Beryllium-SR1		9c01f6a21e279cfb7bd94d48cb3dfca6de40cc18
org.opendaylight.openflowjava	openflow-protocol-spi	0.7.2-Beryllium-SR2		8d3546f57f4d87d747ee77aa0cc0f33e8dc2d084
org.opendaylight.openflowjava	openflow-protocol-spi	0.7.3-Beryllium-SR3		c1d941348f00f724aa66e48d2c7b48e2b5023779
org.opendaylight.openflowjava	openflow-protocol-spi	0.7.4-Beryllium-SR4		fd3c45cc39bbbf5fee4a07a3abedacf3cec674db
org.opendaylight.openflowjava	openflow-protocol-spi	0.8.0-Boron		436c22a549335a27c560464a1453d4bf2ee12a25
org.opendaylight.openflowjava	openflow-protocol-spi	0.8.1-Boron-SR1		ced2359f2c87d3e3c746def49448f625d08e3b65
org.opendaylight.openflowjava	openflow-protocol-spi	0.8.2-Boron-SR2		0664bc5cb0080ef03e57a94524dd741c151917ce
org.opendaylight.openflowjava	openflow-protocol-spi	0.8.3-Boron-SR3		c1a050cf2f536d87c32a9ba4cd2fc57e1f136a86
org.opendaylight.openflowjava	openflow-protocol-spi	0.8.4-Boron-SR4		8df841cfcb793661f10fb7b9b684d059d72b6c2b
org.opendaylight.openflowjava	openflow-protocol-spi	0.9.0-Carbon		dd7430f0fd203bfb3ee4a45447f7ce0d4a7b77f1
org.opendaylight.openflowjava	openflow-protocol-spi	0.9.1-Carbon		2bc1be31e2aa23655b0db1e6732638b0037eff4a
org.opendaylight.openflowjava	openflow-protocol-spi	0.9.2-Carbon		1ecdba01698c12554607870764371054a0cd97ac
org.opendaylight.openflowjava	openflow-protocol-spi	0.9.3-Carbon		afda6b1040a5063ff86246c5fa42aed277e16a00
org.opendaylight.openflowjava	openflow-protocol-spi	0.9.4-Carbon		d9639ad56f0cdc150619f23b169b1db58e580851
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.10.0		65c79182b5379762bc9fa327a30b45fbf6962458
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.10.1		57dfe14188f565ca28c96c553c81683c3bab2f80
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.10.2		edac5d71442f828851b40bda0ec566db62335469
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.10.3		2c68126fb9ec3bd2d4ad671e79f2e312755723bf
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.11.0		544e7eb137de4ad5b1afe23a0b8a4ef4500b8c15
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.11.1		8c3699d0465c3a38862836f1174fe95c59297543
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.11.2		da86b692190da52da499a31c323088ad6f944147
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.11.3		5d49ab3d1d49025fa8485fbd55df945cc1a2e9ed
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.11.4		5a015b4a25c301ed844e732eaf38652bc81c3119
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.12.0		819a5840537514c0a9501d03ebe8ee638d94a24c
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.12.1		c07068252a614d595d96adf2b5b605f86e1931a7
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.12.2		a7738b63855a46c79a29d48647cd577e5ac067c2
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.12.3		54a8ddc512470f75f30119971d82be4ba424b19d
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.12.4		2a0ad0a5ea961537a3edbd1d6a32ffb9c8764b9e
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.13.1		fc3453411b36b392b37011c31acad095b9dd33c6
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.13.2		1fda26cf04ac23ee4f99b7805b04d4198076bd7d
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.13.3		3a43c2b7a2338ae3886208d77958c691e4881d6e
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.14.0		746ac74bad0535714b05aad5f7a6193dc6a41919
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.14.1		7ba4682c81b6c7a90e828cb7f75eb43212ec50f7
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.14.2		c650eb8e634dbdebcea940f9a38dfa984b219e06
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.14.3		a2032ac8d48e329ea0a8bafcc6ac26aaef36b958
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.15.0		4d820d95c4aeb7a962b676d02634cd4df8bde26a
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.15.1		13530f9be28239d1fb5641b41270bbbb8bf64e4e
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.15.2		4fd57b81b377efb59096b92d3c61258becee91a6
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.15.3		5d48959bb5a380baf93d68f42942da5ed761ffdb
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.16.0		214b2932322b60cf573f874dd1aa8340d9140358
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.16.1		87e54478a7322339b26aefb457d66660febdf524
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.16.2		48d6de374b66ce242b445248d0413d8049a1b37c
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.16.3		4c6f0cb949f96a34d390cbe0de37c161e5a30df4
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.17.0		3e193af6da618c543569a53701ef0c6ba3a0c1bf
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.17.1		01b123b6619910e724298d172389448140eade19
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.17.2		15353d3bbc8b05212a795ced0e97a46509262763
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.17.3		320952d1ae04eb55641e711cec3c06f8fd19de39
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.18.0		ae6674cc2b6a52b0723d57dc4d342be76846c0bb
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.18.1		f2722d24078e186506c8e4b533b22323383b6b28
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.18.2		7344b7e5f86c82a4565aa79e3650be0f580898f0
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.18.3		c15dcb7933f0098b7840292b13f51c0f61c3ef6a
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.19.0		1baae6102d1a55f71c09bb60ca72e8ad45029d0c
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.19.1		6f8a1f1a8550f160cdf62ad1649ddc42330645fc
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.19.2		219a1bac108f53b5cee8e024c2c1992fdbcd3d73
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.2.1-Beryllium		1b5caa619ef89c3ec3d9a066e2bb9867ced33f6e
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.2.2-Beryllium-SR1		b72852003eb6018b3935e97a6ad6ee1876c9a506
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.2.3-Beryllium-SR2		993b336f500287f28d900e175dc911deaae90b08
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.2.4-Beryllium-SR3		87f007b3bf427249dd2775111830e0faa46e0248
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.2.5-Beryllium-SR4		6f1eafb2111e2e0c76d24934f9d766e383e35804
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.3.0-Boron		f589c52c7812a96d794843c6512b86006ac3be3d
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.3.1-Boron-SR1		0e363ad9a7c55be977d4764e90c0c0f07aacbc85
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.3.2-Boron-SR2		3d4fab16d8054c57a6ed2f4900657956c3fd25a4
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.3.3-Boron-SR3		35d7b641a1c605ca3c9db78016a69af99c5c5053
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.3.4-Boron-SR4		34cff50d438d8b3dab015983a4acf99aa3efc372
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.4.0-Carbon		7af5221efba70fe6ccfbe73017fdd071dc1a63a2
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.4.1-Carbon		0134e9d3d48fc67413a8fe911e682d18a7442c00
org.opendaylight.ovsdb	utils.hwvtepsouthbound-utils	1.4.2-Carbon		da297c3fae487d1db0df936ad458470bc96734f7
