ai.begin	beginai	0.0.1b		ef29441207765032a19a2c6da68712271eb3b79d
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.44.8		59fbdd5f91ed59b4f871842b3f5e46bf2b3d50cc
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.44.9		007ae111bc269d737f4011f991a2700c663c617d
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.45.0		201630462f577fdfb4bd01bf7920cc8274602f82
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.45.1		1271968433631483bcc749b47fba675cce659dae
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.46.0		fa8fc49f887cc22ae4951e4ba3a4b14cd2e7a822
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.46.1		361116a208092e76afb56281105e4dc1c090015e
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.47.0		c9a0029098a0a5947366ad85a67c7e5cdabb8b2c
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.47.1		63f83f7e5fc248438ef6dd6ec496872c29fab798
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.48.0		d485231a56aeac54a5a98c8b34bb009e18929ee2
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.49.0		f0a9d369ef8ac406455ece46c822eb7fd16c3387
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.49.1		3f61083ac2477d9e2cd5244206d255e4c6d2b6a0
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.50.0		606a9df6e90491a52afd4f31cd88b0f5c40d43b2
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.51.0		4f3b4bdb8f6663b32ff2a25ac3d998c7d8cb1ef8
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.51.1		e6d269aeb8f0097491dcca83a85118d80d250a06
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.52.0		de66c13cdc93eed6821cc6df79db48cdcc4799b9
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.52.1		7d287fd20a68112a71fdeb9252f9e487b0bb19e4
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.52.2		60cfbbe493028821e08d6a4e767225b8da130bd4
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.52.3		25e189c5ef9aed8a22affa1f491e3744f6166453
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.52.4		ad8825a69329f610432b5722d40fb9cfb474cf03
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.52.5		c086fa72f6812a509bfb1b4495bfcdd8551d1225
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.52.6		681638c9bea7102757134b49c7f6118dad192370
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.53.0		7a09b7522f9432138ab39a32bc633073d227995b
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.53.1		786fbcf8444142476806788a3e5b56b78af07413
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.54.0		c6fd1c9bab22e6690bd5fba7617f09b1d41e031f
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.55.0		9466d68bfe6150cf8679b7e4ea9239d6cfbd775c
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.55.1		abef99b8bcfd32eee08e765136bfe144f7582698
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.55.2		c2603bff1ffc5eb5114d7f60ce741be8028ea0a4
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.56.0		1c259cde3a3766644b2c0b5037d08dc50cfe2939
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.56.1		31c375c656e3707c12041c2062f058c2ffd25dbf
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.56.2		940d3db778890cd69b610a0e47e9b27ce24e2a84
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.57.0		b0320bb1c21866fb922cb827336e4f18e56128a4
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.57.1		5930909ee11bb09c98482923c64bc5ec319e4dbc
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.57.2		1f077afe565607a6da4a05de6a67caca38295aa9
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.57.3		a41f223c2306807730175703b0eabacd94cb8fd7
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.58.0		bef25937ea6d50fb9a61bf978f7a4054496c9f70
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.58.1		f7b320b9f8a49e8727f77caa205140c9df10408f
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.59.0		75c4bca475d64e260582ab72688b95f09b0f6e33
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.60.0		b081ef63293ba5a22e834b357a1db4b0644b5ff1
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.60.1		43f810b4552abc558e1cf26cf8def7c3784c4883
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.61.0		253075fb19d958893d54a2d31d8c1cdf582a5fe9
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.61.1		2a4444e76d930bda92644a7de2169a047e0b2005
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.61.2		c122ca62395036454b4669bf2dd401737e79a10e
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.61.3		0575055f1db41ce2c5ff53198ca01492d4c2ebc8
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.61.4		7696ce4438b66e0145a9e303ca545a320ca7bf26
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.61.5		2603f39501e9ebe00bd5d2097ef272dabab1709f
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.62.0		fed38bea71a647221b7afd9284ba31ff3611ebdb
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.62.1		a73d5d074f8ca503f8bfd660710278f9d6e848b2
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.63.0		71d6318fb2cee98e61967f4f3d4e9a049089f2d2
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.63.1		56f5fce66f6cbd2b0aeac89c6c319243cfa20a43
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.63.2		1579a680436728f6c631816304e77e187fa164d7
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.63.3		f34af37afd39e31075276eaf288e1672f9771f26
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.64.0		c947fab2cc50e01ea30ab5a5677dd4b4d084858d
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.64.1		00de0aaec71a790b4433a71abfce0c1b8a6ccf29
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.64.2		555e99a6017aa6148c6ebc0f6ade453f94cafe8b
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.64.3		9cbe65d24dac4ce5cd325e6b67d8d01d7af68462
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.65.0		f0c01fa7ba9dd2ae9f71b1a0b24f694227c39750
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.65.1		ab6fa32cc9182e55330a2d8eed1f1abe1335e8d9
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.66.0		a1ba573aaaebf0c88357736d352b030259ef16c0
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.66.1		15da22f8116515a0dd037c0c2adf721d8e879217
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.67.0		396b7a4404c514517dd97df96e7b0b66053013ca
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.67.1		f24e8a531ed1974aee680c42628650e57acd3579
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.67.2		c160b903f47bc5b9fb14610417d544aa6895c611
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.67.3		5ea136e00995af2958f8505bd3d8455e1842c93a
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.68.0		1d0d76888eefa07d5c6578b669a18c6464e2f84a
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.69.0		14f4cb889319d660a50667f337f09885531e8b84
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.69.1		0811d522be670484a0b86ef9240aeaf494d9dc02
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.70.0		edbdc977ec9adb6891bf0ae11211ea81f6ac8cdf
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.71.0		d8a53b1535164a0474d8d624fb8b9ca12a1bb536
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.72.0		f5687b2a3fea8be834cb38284461c09a525bf5c3
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.73.0		6bc511bd72bd1811e87e94ddd55f11b84889ab67
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.73.1		a62fc696876484307cfb15aa6963b78f416b6922
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.74.0		63494c53b49bb4916c239ee42de171d99721d36c
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.75.0		eef6e3723aa5357523469e56bc129678c89d44c8
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.75.1		fc3678fac837ea78942811e503066bb7e7cb1d9c
com.linecorp.centraldogma	centraldogma-server-auth-shiro	0.76.0		0149ee2f4a52f65a9584a68c49e5b1800514ce95
com.link-intersystems.dbunit	lis-dbunit-dataset	1.0.0		119248bda46a678dd9261d616228c8a97f40c0de
com.link-intersystems.dbunit	lis-dbunit-dataset	1.0.1		f9b68680eb8cb08684a6546fdfc69187ac970cbc
com.link-intersystems.dbunit	lis-dbunit-dataset	1.0.2		7c9e7bc4040dd630e27ed7b31cb4e0ae37c2456b
com.link-intersystems.dbunit	lis-dbunit-dataset	1.0.3		9e15734362672934b27cfda5b08e48198f243a78
com.link-intersystems.dbunit	lis-dbunit-dataset	1.0.4		0c3e0f48eda85dacd3ebad4c630ae66ad62d2705
com.link-intersystems.dbunit	lis-dbunit-dataset	1.0.5		f758ecde31007dbd88966110b2a2cc6125e52124
com.link-intersystems.dbunit	lis-dbunit-dataset	1.0.6		6fc780e14c6f9a6939e74cf7f9c61d074ed100ab
com.link-intersystems.dbunit	lis-dbunit-dataset	1.1.0		b63b62f85832fd184bb7edcb00b31613a346804b
com.link-intersystems.dbunit	lis-dbunit-dataset	1.1.1		842f0f80887b1ff1511ec927d9d6bf277e1696c6
com.link-intersystems.dbunit	lis-dbunit-dataset	1.2.0		497809f5c4ea35f251073676799ce57d64466c0c
com.niubaite.boot	product-resource	1.0.9-2023		afec5059340eaae7ff25a6cf12252bae21bd2b10
com.propensive	rapture-json-test_sjs0.6_2.10	2.0.0-M3		81df9f4fd4dfb47c81535c947c5e1be589a01c2e
com.propensive	rapture-json-test_sjs0.6_2.10	2.0.0-M5		1756b74490b4608080ddf3635904cdae47f5a04b
com.propensive	rapture-json-test_sjs0.6_2.10	2.0.0-M6		047b0bee0b6e4939c9820ac28bab2e6c8077bf07
com.propensive	rapture-json-test_sjs0.6_2.10	2.0.0-M7		a9321de8cbeab273f6779286b0cbe67d4ec07d2b
com.propensive	rapture-json-test_sjs0.6_2.10	2.0.0-M8		2d6e14bb44afdd9615b65ae20ab044df2087aca6
com.propensive	rapture-json-test_sjs0.6_2.10	2.0.0-M9		84dffa5dcd247f9b65bcd154af6ced3e710545b8
com.softwaremill.sttp.client3	async-http-client-backend-zio_0.27	3.0.0-RC10		5166343638efb501cfecee4f5a617d68a8d94128
com.softwaremill.sttp.client3	async-http-client-backend-zio_0.27	3.0.0-RC11		6cf35428e2bcdd93fe632089c2058172793d67d7
com.softwaremill.sttp.client3	async-http-client-backend-zio_0.27	3.0.0-RC8		e771a0de4099280cfbc479a3392ea87a2881eb8b
com.softwaremill.sttp.client3	async-http-client-backend-zio_0.27	3.0.0-RC9		d640949703aee917e5b5469cfaf15b6c8cfc53af
com.soywiz	korlibs-number-android	5.5.0-alpha3		N/A
com.soywiz	korlibs-number-android	6.0.0		N/A
com.soywiz	korlibs-number-android	6.0.0-alpha1		N/A
com.soywiz	korlibs-number-android	6.0.0-alpha2		N/A
com.soywiz	korlibs-number-android	6.0.0-alpha3		N/A
com.soywiz	korlibs-number-android	6.0.0-alpha4		N/A
com.soywiz	korlibs-number-android	6.0.0-alpha5		N/A
com.soywiz	korlibs-number-android	6.0.0-alpha6		N/A
com.soywiz	korlibs-number-android	6.0.0-alpha7		N/A
com.soywiz	korlibs-number-android	6.0.0-alpha8		N/A
com.soywiz	korlibs-number-android	6.0.0-alpha9		N/A
com.stackxx	stack-boot	1.0.10-RELEASE		131a5a7e4245b99a8bf1d74a9373a4b7755b8436
com.stackxx	stack-boot	1.0.11-RELEASE		f65853e0d70fde2f64d07cf9e08ddb101ab9b8a1
com.stackxx	stack-boot	1.0.12-RELEASE		440c83cab0a4a24baa6c76c276c346c13e033890
com.stackxx	stack-boot	1.0.13-RELEASE		57e301da490dcc858c2207c214d2891cc5aedbf8
com.stackxx	stack-boot	1.0.14-RELEASE		fd92409e281b7a980199c03441d59a6f3cbc3b43
com.stackxx	stack-boot	1.0.15-RELEASE		8849b931473d372154e2c8c5e335a63fa44a05a0
com.stackxx	stack-boot	1.0.16-RELEASE		ef0703c08822d875f17eb62050efddfa227c5e74
com.stackxx	stack-boot	1.0.17-RELEASE		1acdf33316207af9bf287d790e88c79fd1ec2391
com.stackxx	stack-boot	1.0.18-RELEASE		8553865244d62058f771194cea7fb087db951d47
com.stackxx	stack-boot	1.0.19-RELEASE		b814d9513d25235dae70871af1e1c6d9f44db85a
com.stackxx	stack-boot	1.0.20-RELEASE		3c4b27eea82e84f8e099c419602928d662cbf459
com.stackxx	stack-boot	1.0.21-RELEASE		2237fbda4c622cd253b0c87f57a1015a7609f4bf
com.stackxx	stack-boot	1.0.22-RELEASE		dfca31ae3f207fcf9d0383c36b9234301cd0acd9
com.stackxx	stack-boot	1.0.23-RELEASE		1d95af1c9a860919a67a0437690fee5520df7df1
com.stackxx	stack-boot	1.0.24-RELEASE		c4c700929d1d5d37915e55ad1ba17b6fef64d31e
com.stackxx	stack-boot	1.0.25-RELEASE		9808935ffd0db3a8bf5c6b3480d7b6caf1ea2aed
com.stackxx	stack-boot	1.0.26-RELEASE		9bd481b5e4627e7c9484dfb5f93f3789c46e6412
com.stackxx	stack-boot	1.0.27-RELEASE		31a9dd0327d8c3909a2b880c83520152f24d7445
com.stackxx	stack-boot	1.0.28-RELEASE		797ff78f06b9f9686b53e086a6aa35abf3cdac56
com.stackxx	stack-boot	1.0.29-RELEASE		955d0be0392810350f74fe3f003db72ecf9ab301
com.stackxx	stack-boot	1.0.30-RELEASE		9851bf7f9a9397f3caa496be84af6bbfdfcab3c6
com.stackxx	stack-boot	1.0.31-RELEASE		1206a6f139f314cf721a0a82b27c5ed8fc79cf21
com.stackxx	stack-boot	1.0.32-RELEASE		856292549a35877e88b15a04b22359c5dac3acf0
com.stackxx	stack-boot	1.0.33-RELEASE		a491060910c4b04b9b8b89b5c8d5ec6dcadff086
com.stackxx	stack-boot	1.0.34-RELEASE		d6ee130e4b05844ba6cf2b5727ca38fa36d24535
com.stackxx	stack-boot	1.0.35-RELEASE		4f6d714d03b2283ae6b1356c9289a9476318fff8
com.stackxx	stack-boot	1.0.36-RELEASE		09425231975f8aab0cf7494db4bb33f3d1b00ef3
com.stackxx	stack-boot	1.0.37-RELEASE		ce3e4855cadcfdccf2368131b556a1867283fd2b
com.stackxx	stack-boot	1.0.38-RELEASE		f6416e4430e0f52b2add785280f870589e784951
com.stackxx	stack-boot	1.0.39-RELEASE		fb344bca958a88bd0521b475b32f27d9377969d9
com.stackxx	stack-boot	1.0.40-RELEASE		fd60f25c5efe490966cd3820d8dc489a3988c14d
com.stackxx	stack-boot	1.0.41-RELEASE		104ac5c4375a5fd058972f77486d3672d10656c8
com.stackxx	stack-boot	1.0.42-RELEASE		9ecdebbaee2b40cae7fbe5097b8f27f88ef3b47f
com.stackxx	stack-boot	1.0.43-RELEASE		d0befea0b8ba81b18d471b1d1d271fdd9a7168a7
com.stackxx	stack-boot	1.0.44-RELEASE		ac2fd94ec31da029eb5cb7ced23cadfba13bdf6a
com.stackxx	stack-boot	1.0.45-RELEASE		39b9c5ea4281110e63fc31629fee5f7d0a718a64
com.stackxx	stack-boot	1.0.46-RELEASE		5290c7b65fa58a1e77e72206f93c853c8a5fae69
com.stackxx	stack-boot	1.0.47-RELEASE		cff16f199fd2e426248b1d6051f7dbc7fd52c752
com.stackxx	stack-boot	1.0.48-RELEASE		b4ffcfe877c173d335ab05ba88c656134d0d8016
com.stackxx	stack-boot	1.0.51-RELEASE		7832529ad652912f0e034bf2fee1e873ec9d4979
com.stackxx	stack-boot	1.0.52-RELEASE		5281b0bf14c37b5c617c89b5375e9335b3771637
com.stackxx	stack-boot	1.0.53-RELEASE		f1313aac9f4650a6fdd204c21229c09e99f01a43
com.stackxx	stack-boot	1.0.54-RELEASE		e9d3c62aa54a6bd3b3d2f66a3e08d02427b8d71f
com.stackxx	stack-boot	1.0.55-RELEASE		c358e8e1c75d8d6ac9d22199d573f5d5b626c551
com.stackxx	stack-boot	1.0.56-RELEASE		e9cde68aeca9c58a856417848cc63852d245d9ae
com.stackxx	stack-boot	1.0.57-RELEASE		ae8ad0538dcca87e31e3118537177c8159df65b6
com.stackxx	stack-boot	1.0.58-RELEASE		6995985c867d4267d67c59eebaae8878aade985e
com.stackxx	stack-boot	1.0.9-RELEASE		6fa80f6b44f962a83a2f9d22ebac27b207042fa1
com.thoughtworks.constructor	unidoc_2.10	2.1.0		N/A
com.thoughtworks.constructor	unidoc_2.10	2.2.0		N/A
com.thoughtworks.constructor	unidoc_2.10	3.0.0		N/A
com.twitter	bijection-core_2.9.3	0.5.0		13df3d07c7fe35e8d610541d03ea8d60ce4002e3
com.twitter	bijection-core_2.9.3	0.5.1		677a47e304da2a2000dae5eedf0282a89e0f1117
com.twitter	bijection-core_2.9.3	0.5.2		bed7ec080a03e4347372a7571a64d70532f2f53f
com.twitter	bijection-core_2.9.3	0.5.3		35be0944c4704aea29eadb679db20168df08c25e
com.twitter	bijection-core_2.9.3	0.5.4		b489469d25145ff53889701a8a22b9661eb6ac9d
com.twitter	bijection-core_2.9.3	0.6.0		5702284978ddaea468834d18324a647adf2a0cba
com.twitter	bijection-core_2.9.3	0.6.1		84774f70d6b4dd81e0e06a61073cdf7574593c71
com.twitter	bijection-core_2.9.3	0.6.2		530d9d89761bc5c6fb87a4835e226a5002c29682
com.twitter	bijection-core_2.9.3	0.6.3		5be5d55d4a231b5d0f57c3e135303eba32d452bb
com.wadpam.gaelic	gaelic-security	1.0.2		4a50719fa39a89b5dffca9089bc21eb72be29ec8
com.wadpam.gaelic	gaelic-security	1.0.4		5f7ac9a852be4fe4030115382d13185da02825f7
com.wadpam.gaelic	gaelic-security	1.0.5		c1e7b189d1bbdf4b1b043ae8af238ef8265cbec6
com.wadpam.gaelic	gaelic-security	1.0.6		bca1d729fbcdb483e716c5843e7e7cccd3c58601
com.wadpam.gaelic	gaelic-security	1.0.7		68cb355ca881e1fb88edb4494714857d4486ffa6
com.wadpam.gaelic	gaelic-security	1.0.8		743f81aa1bbdc5faaa4e4f507d83ddcbfcabfadf
de.h2b.scala.lib	algolib_2.12	0.1.0		b93b8a0e664ae84efab417dd1883891af00b3c79
de.jensklingenberg.ktorfit	ktorfit-converters-call-ktor-3.0.0-tvosarm64	2.1.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-ktor-3.0.0-tvosarm64	2.1.0	metadata	8e47d3ae347f35e17f09fd6edd9a81c82b10da7f
dev.gitlive	firebase-installations-jvm	1.10.0		c76e0d597d4f9537971b132c3319861ff4c56114
dev.gitlive	firebase-installations-jvm	1.10.1		c76e0d597d4f9537971b132c3319861ff4c56114
dev.gitlive	firebase-installations-jvm	1.10.2		c76e0d597d4f9537971b132c3319861ff4c56114
dev.gitlive	firebase-installations-jvm	1.10.3		c76e0d597d4f9537971b132c3319861ff4c56114
dev.gitlive	firebase-installations-jvm	1.10.4		c76e0d597d4f9537971b132c3319861ff4c56114
dev.gitlive	firebase-installations-jvm	1.11.0		68f9c6ae0f9f946ced09e867279c0f2acb46bca2
dev.gitlive	firebase-installations-jvm	1.11.1		68f9c6ae0f9f946ced09e867279c0f2acb46bca2
dev.gitlive	firebase-installations-jvm	1.11.2		68f9c6ae0f9f946ced09e867279c0f2acb46bca2
dev.gitlive	firebase-installations-jvm	1.12.0		68f9c6ae0f9f946ced09e867279c0f2acb46bca2
dev.gitlive	firebase-installations-jvm	1.13.0		68f9c6ae0f9f946ced09e867279c0f2acb46bca2
dev.gitlive	firebase-installations-jvm	1.9.0		c76e0d597d4f9537971b132c3319861ff4c56114
dev.gitlive	firebase-installations-jvm	2.0.0		f10b92d7cc5f637a98b2d3b1640682fe007905d4
dev.gitlive	firebase-installations-jvm	2.1.0		f10b92d7cc5f637a98b2d3b1640682fe007905d4
eu.l-space	root_2.13	0.1.2		9c009f7a856159a601ed7258d34a5af90f022650
eu.l-space	root_2.13	0.2.1		b727d9ad558e720faabf33426b2eee5004b0f3c5
garden.ephemeral.dsstore	macfiles-native	0.0.2		53848ea5eef4ce4a0fa424a41c0fb7b279e8f52c
garden.ephemeral.dsstore	macfiles-native	0.0.3		95429a11b466b2491475eab43b7a9f0299c77be3
garden.ephemeral.dsstore	macfiles-native	0.0.5		356a43a09f56271c4f2c9ec7a64be00daba8a6b9
garden.ephemeral.dsstore	macfiles-native	0.0.6		6bb76647c82df6a6085b9a27175eeb19387ad77f
garden.ephemeral.dsstore	macfiles-native	0.0.7		e2b953bcfc4067e7b33ecad9419efed776bebc74
garden.ephemeral.dsstore	macfiles-native	0.0.8		ef01ea779edd3747d3db1fb398395d07760a5125
garden.ephemeral.dsstore	macfiles-native	0.0.9		8d72f48d5a4a4e314c522ed3be720aac13f21b80
hu.icellmobilsoft.ticker	ticker-common-health	1.3.0		fae54553bece0cf98c8ac21e57097f5463f947fc
hu.icellmobilsoft.ticker	ticker-common-health	1.4.0		4f062c5a122a70c7f66c9540acd3e91efe84ab4d
hu.icellmobilsoft.ticker	ticker-common-health	1.5.0		4c21184c40b5f79614f0f54c6c6bbb9d0a08f221
io.bitbucket.sivaganeshkantamani	mavenpublishlibraryOpenSource	0.1		N/A
io.github.moon-cn	commons-lang-json	1.0.2		cc9d6dcb10306e78667d3192f1ca07f73878c926
io.github.moon-cn	commons-lang-json	1.0.3		a3b4e1c4f601fcbede5cb831d95630bb3896c99c
io.github.moon-cn	commons-lang-json	1.0.4		bdff0873f5b44cfd28be7f7e8d3a7f2ad3d3781c
io.github.moon-cn	commons-lang-json	1.0.5		a6c6571d1f85727c7545d064324367aae9208a13
io.github.moon-cn	commons-lang-json	1.0.6		9ae12649bf9bb4f9df2cd2c77817b1622d1756dd
io.github.sinozozo	picobase-core	0.0.2-ver		71321a4a88eae7c0c2bac2eb99d5121193c107de
io.github.sinozozo	picobase-core	0.0.3-ver		1d35fa0e72453cf20a962562920129e7c43ca38f
io.github.sinozozo	picobase-core	0.0.4-ver		26f7e182ce7e72f8bb01810dec52844cc4cbc585
io.github.toxicity188	BetterModel	1.0		492072f6ca502b1e822c1bfa92d308975407ddbe
io.github.toxicity188	BetterModel	1.1		e67622b23cbb02d2d53e7aa3eb00d527ffd22de7
io.github.toxicity188	BetterModel	1.2		12ece2b7ef5f478f4b80e4e270e49eece751dd2b
io.github.toxicity188	BetterModel	1.3		e0af263cd9121470e0873b8ef563dacdc6b143ca
io.github.toxicity188	BetterModel	1.3.1		0c8501c8b877f9a4c475b3f274ed05727d1301e7
io.github.toxicity188	BetterModel	1.3.2		590690e43373184bedf7eb80a85b48678a8de53d
io.github.toxicity188	BetterModel	1.3.3		abd0bcc13d88f9f5237a114c7a7b26c8b7e02ab1
io.github.toxicity188	BetterModel	1.4		528375e7b27747e76c06c91e973a449a6858993a
io.github.toxicity188	BetterModel	1.4.1		505ef5957a2e52560f573bbbd4e9f93979a3688e
io.github.toxicity188	BetterModel	1.4.2		bcd3e507a41d80d6ad0a435dcdc0851faff47067
io.github.toxicity188	BetterModel	1.4.3		599666c27506c84eee1182d48ff014953dde3fc0
io.github.toxicity188	BetterModel	1.5		94681ef78acc44e30008ecce181b6625c9ef1e6c
io.github.toxicity188	BetterModel	1.5.1		2588f4ee5bbdc2704527718551fc4991542b9476
io.github.toxicity188	BetterModel	1.5.2		c06faac0043442090289a15980441f3f326b7373
io.github.wnsgur364	dcms-io-common	0.0.1		c4b69dd19fa3c35759d1d5082c0e8a79910b542b
io.github.wnsgur364	dcms-io-common	0.0.2		1221116d698ff053f6a74d1ef0cdb5ace77606f7
io.github.wnsgur364	dcms-io-common	0.0.3		8a4576e89228cd8620f0cf0035b97d08b69ef99a
io.github.wnsgur364	dcms-io-common	0.0.5		3efe996f1260151522b79b2947870ca5487e5b72
io.github.xjinyao	xcloud-register-service	1.10.0		cd663f6468d51d9357411d45f573f46fa38a5598
io.ktor	ktor-server-resources-iossimulatorarm64	2.0.0		6a1b704a818895f5a3d7e88a89762ddaa4228916
io.ktor	ktor-server-resources-iossimulatorarm64	2.0.0	metadata	db4e9c06531a0d912e5f18fb1ded0f5030ddb2cb
io.ktor	ktor-server-resources-iossimulatorarm64	2.0.0-beta-1		3bf7a46eda69518e826b3951a0df2042c1c70cfd
io.ktor	ktor-server-resources-iossimulatorarm64	2.0.0-beta-1	metadata	d82843c70fe235c7d0df0563aa50a94e43891bf0
io.ktor	ktor-server-resources-iossimulatorarm64	2.0.0-rc-1		41a42895b699531739178d16b76860bc170dcf33
io.ktor	ktor-server-resources-iossimulatorarm64	2.0.0-rc-1	metadata	f141ceb649588f7ad2db4a475ed2f4bcc72cd2a8
io.ktor	ktor-server-resources-iossimulatorarm64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-server-resources-iossimulatorarm64	2.0.1	metadata	e85166a854dd95182cdbc16b94fb874ccf4f135e
io.ktor	ktor-server-resources-iossimulatorarm64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-server-resources-iossimulatorarm64	2.0.2	metadata	0ca171fee84d9e8f878cc8479c57cfc8f5600dd8
io.ktor	ktor-server-resources-iossimulatorarm64	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-server-resources-iossimulatorarm64	2.0.3	metadata	74d49f395433aa4012509594f27076409dfad9a3
io.ktor	ktor-server-resources-iossimulatorarm64	2.1.0		26c49685163fc87f688c0f2bdf2d80776f6c06b7
io.ktor	ktor-server-resources-iossimulatorarm64	2.1.0	metadata	a5e500a12a2db3a881a5ca25aee22f24fd4b12a4
io.ktor	ktor-server-resources-iossimulatorarm64	2.1.1		cc30791a046d5b748b53b3b2e9edc5dce084ae0b
io.ktor	ktor-server-resources-iossimulatorarm64	2.1.1	metadata	e849e904e76c59f6d6b881337520fb029250c0e5
io.ktor	ktor-server-resources-iossimulatorarm64	2.1.2		4447cc72bdf08e21edd0c14967237dbc141ce3b1
io.ktor	ktor-server-resources-iossimulatorarm64	2.1.2	metadata	0d0c1758bb0d0f68624caecc0dc8a20d2f52fab3
io.ktor	ktor-server-resources-iossimulatorarm64	2.1.3		d2339b14399ce67b33bb806895f6d6bdd6296147
io.ktor	ktor-server-resources-iossimulatorarm64	2.1.3	metadata	6ed8fc3a6146556875d7d877db59a24065f3222f
io.ktor	ktor-server-resources-iossimulatorarm64	2.2.0		97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-server-resources-iossimulatorarm64	2.2.0	metadata	70d0d9135f6c1b97fa7d19941dec6af6621a90cb
io.ktor	ktor-server-resources-iossimulatorarm64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-server-resources-iossimulatorarm64	2.2.1	metadata	5919ddf5a80f57b9dd7c8c5b6a13403875e8dbc0
