avalon-logging	avalon-logging-logkit-syslog	1.0.dev-0		60d1d5a0d4330cb7eadc2b1dde503327aa29e510
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.91.0		d4711abe9dc4118302f1f1c887712ce063fcfd60
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.91.1		911732fd5b826ab88d5007593c00846fb6674b89
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.91.2		0c24c20fd572ea4038cecba795c45f2e1f2100d9
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.91.3		95ebc98d6941754881736ff782e03a3a5d32927e
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.92.0		2694fe856ddbeaf1155dcc076bee2113f2c41bec
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.92.1		0e3e2ee2420cf9c14085b54dc43727a342f1333f
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.93.1		b43e3362f58bfbbb9315a925ff135703ea21ed1a
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.94.0		22c364c57002a421f02f603ce3a8f30fc2466a9b
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.94.1		2d465240a766e2b0d436cb9b759e842733b83cc9
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.94.2		36fe454cc7140893ebafb0697db9b6cdbba7bc5e
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.94.3		a64e67d5fe8d6821739db717a6ee557e54748611
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.94.4		f7af7ae3d4d0e4643321cc6711e41b0cb8b21c91
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.95.0		0b0beb233c9b9b8ccc5e367656e6e876c8706c76
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.96.0		68d494be0eb7fb5cc2dcf23f247fade24659b964
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.96.1		d516839da08a6122224a0ad4f53658ca3e3bd001
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.97.0		81c8f1611102d0361ebd9b2ad83f5327cad26450
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.97.1		570349fa04bd47cd8ddad58f25f3d3d8e5de0235
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.98.0		d311fee5c3dd70dc661379a25f0dc919f2cde573
org.projectnessie.nessie	nessie-versioned-storage-mongodb-tests	0.99.0		2cf677e7f0771d26fe85591f6b61e90a1a37f156
org.sisioh	scala-dddbase-spec_2.10	0.1.21		ebc0f736b7fa1ff4d6f973778979dd2cfdeedd42
org.sisioh	scala-dddbase-spec_2.10	0.1.22		c8566dc3b17ad0f7f1c21aa5617c0fbf07375425
org.sisioh	scala-dddbase-spec_2.10	0.1.23		906dfee99c77db1bd84f039bf652df4e6de3cbf0
org.sisioh	scala-dddbase-spec_2.10	0.1.24		eeca4d7115ec085d4f1b595ff69df51ff9ec461a
org.sisioh	scala-dddbase-spec_2.10	0.1.25		9fbeae83c85ccc553751c2976e853219d70e926f
org.sisioh	scala-dddbase-spec_2.10	0.1.26		ab66580dcf6c3ae48b2831cf139c85126d158f58
org.sisioh	scala-dddbase-spec_2.10	0.1.27		0477acfe8bfaee18a6ba27b2aca3cd181a37b819
org.sisioh	scala-dddbase-spec_2.10	0.1.29		57869f83052e6fcea1b730a672266cf37e4d3fe5
org.sisioh	scala-dddbase-spec_2.10	0.2.4		90db85d0edd6621cb6c44a95efa7ece35e8a9bf5
org.sisioh	scala-dddbase-spec_2.10	0.2.5		5b2f075978bbf11abbc8395ac1add0d2667300ec
org.sisioh	scala-dddbase-spec_2.10	0.2.6		055ffcf1ab67783a68cd5f6976e2c74792965627
org.sisioh	scala-dddbase-spec_2.10	0.2.7		6d5adb23401bd0f3a4093bbe7dd25bc8c456ddcf
org.sisioh	scala-dddbase-spec_2.10	0.2.8		130986f4fdd7b07a5f526f288caacb249f791107
org.sisioh	scala-dddbase-spec_2.10	0.2.9		dc4907aa750c0ecd4ccf5417a94b56bc176a89d9
org.soitoolkit.commons.poms.mule-dependencies	soitoolkit-mule-3.4.0-ee-dependencies	0.6.1		N/A
org.sonatype.siesta	siesta-jackson2	2.0		765b278150976011f49661a0d2f32378810fbdd7
org.sonatype.siesta	siesta-jackson2	2.0.1		054cd97c4675cfe49c016e1836c76548055e85ac
org.sonatype.siesta	siesta-jackson2	2.0.3		b34a9d04a8f7c38300133b72f49b5e9efd3d2c26
org.sonatype.siesta	siesta-jackson2	2.0.4		b67bcb9eebc42c3fcdb4742b69e36fa3fefdbff4
org.sonatype.siesta	siesta-jackson2	2.1.0		d4a45912a69db01d72bddd95c5f711fc703a39da
org.sonatype.siesta	siesta-jackson2	2.2.0		f806946eb6da9fedc7c5dbd9b83bbdb59b4ba7fe
org.webjars.npm	amplitude__utils	1.10.2		9d0802cfe58c1bd9671dc6b735c72b9f6225489e
org.webjars.npm	scena__react-ruler	0.8.1		8b50eab9eb1a1454658345b868f85cb9b6632953
org.webjars.npm	uportal__notification-modal	1.0.0		f007e005fb59814edee464414c93bee375c49a11
org.webjars.npm	uportal__notification-modal	1.0.1		05133b404f3ba08f40ba4ecb35039205c2755605
org.webjars.npm	uportal__notification-modal	1.0.2		ed9800cc0793a249155ea27202fb75c703b5ff35
org.webjars.npm	uportal__notification-modal	1.0.4		00603913e0f675fb6de34234c7800313d693d39e
org.wso2.carbon.metrics	org.wso2.carbon.metrics.core.feature	2.3.13		N/A
org.wso2.carbon.metrics	org.wso2.carbon.metrics.core.feature	2.3.14		N/A
org.wso2.carbon.metrics	org.wso2.carbon.metrics.core.feature	2.3.16		N/A
org.wso2.carbon.metrics	org.wso2.carbon.metrics.core.feature	2.3.17		N/A
org.wso2.carbon.metrics	org.wso2.carbon.metrics.core.feature	2.3.18		N/A
org.wso2.carbon.metrics	org.wso2.carbon.metrics.core.feature	2.3.21		N/A
org.wso2.carbon.metrics	org.wso2.carbon.metrics.core.feature	2.3.22		N/A
org.wso2.carbon.metrics	org.wso2.carbon.metrics.core.feature	2.3.3		N/A
org.wso2.carbon.metrics	org.wso2.carbon.metrics.core.feature	2.3.4		N/A
org.wso2.carbon.metrics	org.wso2.carbon.metrics.core.feature	2.3.5		N/A
org.wso2.carbon.metrics	org.wso2.carbon.metrics.core.feature	2.3.6		N/A
org.wso2.carbon.metrics	org.wso2.carbon.metrics.core.feature	2.3.7		N/A
pl.project13.maven	git-commit-id-plugin-parent	4.0.0		N/A
pl.project13.maven	git-commit-id-plugin-parent	4.0.1		N/A
pl.project13.maven	git-commit-id-plugin-parent	4.0.2		N/A
pl.project13.maven	git-commit-id-plugin-parent	4.0.3		N/A
pl.project13.maven	git-commit-id-plugin-parent	4.0.4		N/A
pl.project13.maven	git-commit-id-plugin-parent	4.0.5		N/A
pl.project13.maven	git-commit-id-plugin-parent	4.9.10		N/A
pl.project13.maven	git-commit-id-plugin-parent	4.9.9		N/A
taglibs	fmt	1.0		N/A
taglibs	fmt	1.0.1		N/A
taglibs	fmt	1.0.2		N/A
taglibs	fmt	1.0.3		N/A
taglibs	fmt	1.0.4		N/A
taglibs	fmt	1.0.5		N/A
taglibs	fmt	1.0.6		N/A
taglibs	fmt	1.1.0		N/A
taglibs	fmt	1.1.1		N/A
taglibs	fmt	1.1.2		N/A
tz.co.asoft	kollections-stacks-mingwx64	3.0.11		N/A
tz.co.asoft	kollections-stacks-mingwx64	3.0.12		N/A
tz.co.asoft	kollections-stacks-mingwx64	3.0.13		N/A
tz.co.asoft	kollections-stacks-mingwx64	3.0.14		N/A
tz.co.asoft	kollections-stacks-mingwx64	3.0.15		N/A
tz.co.asoft	kollections-stacks-mingwx64	3.0.3		N/A
tz.co.asoft	kollections-stacks-mingwx64	3.0.4		N/A
tz.co.asoft	kollections-stacks-mingwx64	3.0.5		N/A
tz.co.asoft	kollections-stacks-mingwx64	3.0.6		N/A
tz.co.asoft	kollections-stacks-mingwx64	3.0.7		N/A
tz.co.asoft	kollections-stacks-mingwx64	3.0.8		N/A
tz.co.asoft	kollections-stacks-mingwx64	3.0.9		N/A
wiki.thin	thin-wiki	0.0.3		bde4a3480d99210206b48580c20f285b4e89f2b5
wiki.thin	thin-wiki	0.0.4		81989dcf1821d93dd6c53414de6aeffe880aa2ed
wiki.thin	thin-wiki	0.0.5		0078c238e31e52cf52b6d4d9989f2cbc6a1b8a28
