au.com.agiledigital	agile-play-logback_2.11	0.0.1		b568adb0ad81b541ac2c7c2f536c77f7930eebcc
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.67.12		f364fcde1a52a5c956e79f7a133cd7c79a67c92d
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.67.2		babc3c538f456ec30e52bea95069fbb73b949edd
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.67.3		f8bf9c56e106e3c6965db526526ce12f648db73a
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.67.4		bb3fce4e8fdd7a07cf31da5e6b6cccdb030661a8
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.67.5		cfc3a74dc47dfab89040de31b63c46e351397080
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.67.7		7997e339e59fb6e894501b76f59b650317b7c858
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.67.8		f9c905703af8e5a88bcb2cd62a2f681e5bdf4c3e
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.67.9		591a3e8e1c31c7cd44054335de5ab5193eac8d1a
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.68.0		31024fdbb298ad92601a502186d300923b7515c3
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.69.0		fb0a2d3dd89f1e93c8359f8b8aee301c0735dd82
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.69.1		a27456457ce5e088accf28f1a91d23aaa49401da
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.69.2		446a844195063b942a8e9b13de194f998e742387
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.69.3		fda92e797d9b3461eea7e9150c4cff084fadd792
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.69.4		02252a0782426d08c198970cab66256fc2684aed
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.7.0		5588a4267e5df4afeeeaf58444a825c3ddd6e76e
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.7.1		c582e441c59045c1c4e2c28547eafa3b4d0e3987
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.70.0		68df53fd500553223e3f2fbf0624c913bd414a5c
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.70.1		e345f8457cf4a1bd59e747f53a09b4ac9cb89e2a
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.71.1		a05b7150f6b63662baa6781a6b457d11b8777b54
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.72.0		90bbc1d0283564c11f1b046519142ad3a7264dc2
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.73.0		921bac57cc8c84d9e61989e43f435cfe3ac6902c
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.73.1		dff323db93e9d141840d4bd6b0a371b30779fee3
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.74.0		a1a5ee3e6f3b12cea4b18271c04299ff866c460f
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.75.0		ffbab09702075047dc6e955ecc05d40806b9edc4
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.75.1		aebc428cb5638e07beebdf32da800a838fc7d085
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.75.3		5afa69d437d66cf68581438d2506d98047382947
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.76.0		02d685e66f440a826a9307d3178de929e4edd57e
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.77.0		a748b6795d94a5cd8738d8ab3c53098e738d64cc
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.77.1		ed8ce23e66ece24af1d32be5191fa9f3ec9d9e16
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.78.0		ded8bac1926868ae061ba4dcd6027e04205eaa22
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.78.1		1bc1290b66dfac4b0146936d56c9b85e2f3ba627
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.78.2		6532c09499d6361b10e019827d98af5b51b2ca94
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.78.3		62c4e16a9fc9677cdbf80063b814b08f92fe8d25
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.78.6		c82b98a02ec6f27b7889b8990c59a44f331162b4
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.79.0		0d886cae83a1d7b7d02257bb336139e0ae11e319
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.8.0		0058b1b54b0e5959461d18a74daadf5c9328e7ff
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.80.0		f921e16064a84d4cb56a6de4667675e620580a70
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.81.0		28e2182273811c20ad78821bc8d3e18916481a6e
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.82.0		6e83a87d1404e88e3d15ba8f663e744cd3c01265
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.82.1		459d72749737d3e27dd9ddf609896873a8dc8c14
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.83.0		88969f1a02659476764a5bbef2a4ee08eece037a
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.83.1		2017c0f7b279a5dab146c4501a7a45be5cd9d306
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.83.2		d67e56ffc7f9afe437123bd7ddc4ffe61c6edab0
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.83.3		0f25db1cce3ce3c0fa17b2d19e6517979edc51b5
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.84.0		8def406715b19bed62e44cca8ac1a75582b01ad2
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.84.1		bbeb073893199759266c1ac2351a4c86d9afc803
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.85.0		73e104250fffca8df5c87a8bed7739e7edd91d0a
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.85.1		291a4b6e2a5c9f713ddc767dc51aeed04ede3e89
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.85.2		74424b7e3e05238dfe33319241e9f57208677413
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.85.3		04886e20d2b98058786b4ba05c64bcda1656b963
org.finos.legend.engine	legend-engine-xt-data-space-grammar	4.9.0		b61b9f6d679cee9805fa0c0088b8eab2dd8b741d
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.0.0		aa35d4612c859b46c72f5ee5b3ddbc9dcccd2a17
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.1.0		bc5f38d32418032c13314abf72e2527d6090e0f1
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.1.1		af36ff723cd08bd2555f55c30a1d43add49c0f69
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.1.2		11561fb8020c33a90e57cdc40a763dcfc9318188
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.10.0		dff30e36baa4eb968ccb15e9e8c28344edfe7973
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.10.1		adb0ae460173b1744402ba7034f03b2965473da2
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.10.2		82ff761a2448d7594edeba3433809780709d22e1
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.2.0		adbfdf0ac4e24e6616e2ad6e421a1c3b73f6c164
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.2.1		2737b7efe199f09a4a2c54df0e699d24c8579379
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.3.0		7dcaaadf283c0a4c8f1bb62081678b8962713842
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.3.1		c2d79b1e5231f8d9ed8e271e76e35b31402bcd82
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.3.2		67a85e931bfb43e2592222c2324d29c8083934fc
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.3.3		6c8a004692ff5a93615e14f7107d9e9ad78f00f9
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.3.4		a421417b8a17ca436896f89b97cfd6d159915595
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.4.0		a9fb3eae590cb28b0580ccbf682257f42d5b5bfc
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.0		40ba76f37775082b352716bb0ab2245d8af25d45
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.1		9bec373559383cb175d1f8fc991c23cb7fd20570
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.10		88e57bbe24239aca8137bdb8973738793e8a80b8
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.11		16952af1b2b928e6f448bc8604e6302982886007
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.12		59f57b8a4e201bb453108aaa85545d8897d5c543
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.13		24475ccde65ceb6b230a6d67121384fe45318072
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.14		8b581be399dcdb4771194329204cdbbc01003974
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.15		c01d7477c705ccb99480b1e0a73097e9621027cc
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.2		110a4abe0c6f4e7e36bad6a60f10bd5093364ffc
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.3		ac1a4db1a93fe0893507083e225762c0c0bbad60
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.4		3ee39cf85e4a5d7f2adf1b3e8579034287e4d77e
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.5		895931534e6c7c9e98b55e51c2e15477a98ae4e9
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.6		2afcabee920e301b269ade566e19a9a799acdc8b
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.7		fb1748fd78f3597f320a9279eb9f07e5e9be39c1
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.8		83e6d5dacf5d5c5088771bc6fc3f55700752f6d4
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.5.9		8986845025d33549c1439019a4a982112b44b520
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.6.0		980b38f8c9c447d3f3e0be5df4a35b760227fb17
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.7.0		5ff6bd17a2c0eb1952ebc0802ffa024ebd12f23f
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.8.0		ed82300ff9072396935c6f73d41fa24243acb95a
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	4.9.0		56134dd1b8e44cc13a842ed3c2c63ea523d50f23
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.0.0		d2401441aa991126b2961e82b50ee6e6edb2fa80
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.0.1		63c072ff64f47a184c107c7eb04b7fab24699c11
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.1.0		9c6617e39f9f8a3561d8e8c821fa4ede271f5ba5
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.1.1		c3061c8d025caf848e6ac050cf8bee5714c23c5f
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.1.2		1f87e9ef40a4dffe41fb107987b633595fcd88d4
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.1.3		2e5c74bd6fb586c060bc17ad38587d8cb6eae8a1
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.10.0		fb1357b4d2cbdcefb449d942fc217c907c97058a
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.11.0		eb3b73002f840b261766bf4ce30b1aff334ff4a3
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.12.0		e6268819d4effc83e711a191e413be7ba2c88265
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.13.0		6c2804e32aacfadd01a3ec5e25f547183eaa3183
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.14.0		1a894390a61a441f62dbbd60ed58aa7598635748
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.15.0		01e65bc8a98de2252b746fb839f5f080f55270aa
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.15.1		9f9dc4711f7a7e6db91f648f60cb659160e5d262
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.16.0		0f90e41c17596db22a3d792b125439a6b27e53b8
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.17.0		d9efeb72324788099054c71d79efecbcca00d74b
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.18.0		48d82ef4371932680091b1fc953903b1fbccbbf9
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.18.1		e459125de9df95bb59cadfd6ba1b9578f737c847
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.19.0		d7cdc235f15b45745b13cac52e9760edb96df96a
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.2.1		c4e36d52c5affcebb90cb59631791c1babb1a0c9
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.2.2		58595929169d4db5762ef9068250fe034b1b01e1
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.20.0		c7158a78781c6bb62dec10a1dbc10e41d506c2c7
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.21.0		37ad07d174eb26b9606d4163efe2fd26b8466e14
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.21.1		5e70e4c7880c3e25f298ca07551db1c3d1e08a4b
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.21.2		8be94d4f2612d4cb95b014d1b0041501202d45ce
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.22.0		515ef6b13477394294cf96815602ae56c5e78a2f
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.22.1		56e31e87a89db10dc65d2d18f7a3398256bfa0b5
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.23.0		e195031ea6c2a308418a915afdc0f0c7c796b9d6
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.24.0		1dfc44ad4553dcf2de8dbd733c03747b6a173851
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.25.0		e13627561345de847351867e5fdfacdd80ca8cbb
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.25.1		1dd2a17c8c252709a29b06d954eb8d2eee4f5648
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.26.0		37ce7fc8891643ae93482b962cb97116855dd806
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.27.0		34ce487b653622c294a0ec3695b4355786530617
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.28.0		a1d70e2f463d3b915b5ba3d97af85719c3e466bf
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.29.0		ba865d3ee7169d99db77717427891555f2b1aed0
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.3.0		09061955fe53591acc8f0f0384d201be92459660
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.30.0		532ffd6becd66211fa864a54290987a4bf8fa77f
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.31.0		726adc5dfe3f3b3a3286f701a19f623f42e73e09
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.31.1		2185f513acc2b86ade18eaa1a750bb42207e2419
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.32.0		7deca78a57ed163104f2020281527053b1aae57e
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.32.1		fb7c458ffda7f666a87f8f62a2c2f28e6eadb718
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.33.0		ebf488fef3ad24c38f0f00d60093bd9861d4b05d
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.34.0		0cfc90d23887336698b2adc526210ed35ee84b32
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.34.1		bed68f39146da4a665a1b0d1196c4457e0f05f1f
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.35.0		76a981062661b9e6a7906ae68a3b63d08ad5c057
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.36.0		60dbecb2e454449d20763cdf2a825b867cadd492
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.36.1		376017f6c28d64d3401503562f2ebdb68a3db2ff
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.37.0		20691eb99d869c1597e7b6fab984cf1dc171db03
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.38.0		41f947732e052a44136b7afa3425bab0db1601fa
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.39.0		70fdfcf36c4e49b2a02e867ec9443559fa019f62
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.4.0		f7a74278da9e5bb058f9f26b1fbd08a327581516
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.4.1		605fb130a2a14f332b6d470594372ef2087c362c
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.4.2		26b5889010f472d19d6ec9e2c0bad68fb827f1c3
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.40.0		24a9095f3dd5bcfb764a4ec43219afb48413abc4
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.40.1		54f3714e77c05d7a662a27f0c2f915282110f0bc
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.41.0		b3d0a75d25304b3552fedd416ad9e5993e9b9539
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.41.1		e192bb9ded1accb08353bc7394c917c7c527e812
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.42.0		64ed963ad95dfd332fd33ac4f784bcf855e38f21
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.43.0		961159f2f0ed33cbecb7ceefe2474d97e296d059
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.44.0		80d51fd630a1aa6ca84baac48c36c45f53bdf3d3
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.45.0		654228075635388c98b478670d7f8a7439dd3649
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.46.0		887bd7fa2c424c947147b86ccb4e0ddb196e7155
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.46.1		4aa4983a5f749c7381bd8de7b4b1eaad140d2c89
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.46.2		00e90e9fb7e1c4e760200bbcec427c60c884df6f
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.47.0		71a0551a95349e6aaecfaedafbb5d28b277bc101
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.5.0		99531072ae9698eaafd7ebc96dff4bbb96dd859f
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.6.0		c01c9186afc8d410a0ec593d95852ab935836b34
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.6.1		1b8366f6c882f9efca03e87fa26ca93f6bd914a1
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.7.0		7ecb2ec07d0311189e795784235553b0561cf5d7
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.8.0		6499f2755f3923693dfcc5fc3417ed759cd8a3d0
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.8.1		de0173079f67575096814ec97e974509f9f15465
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.8.2		6b9173f4417a6219f8f7812a8c45e388a6268888
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	5.9.0		33e50b19de4769a4f2e30233aaf8f0c400dcecd8
org.finos.legend.pure	legend-pure-m2-dsl-graph-grammar	legend-pure-4.5.8		8fcb8da390cd987711c5dae3b66d09c27dec93a3
org.hoyi	hoyi-entities-java	10.0.1		2d49d7d1b8c6e9eb7fca0ce2d6f75cc15531d893
org.hoyi	hoyi-entities-java	10.0.2		7a47588f06279cf5c8d5ebaaadae29b5e372a497
org.hoyi	hoyi-entities-java	10.0.3		cf5d2bef0cc3aeb4565d020e7f8bb80a50767a59
org.hoyi	hoyi-entities-java	10.0.4		b122ca322b95eb8d7157d08d80389eb3d8919f42
org.hoyi	hoyi-entities-java	10.0.5		c9ccdbd930cf6611c597e9d9a52f7fe8e1f596b7
org.hoyi	hoyi-entities-java	10.0.6		4c9b530fc859dba8fe87ba25dddb74393482fe1d
org.hoyi	hoyi-entities-java	8.3.0		d703cca28ce1a450af8d36497d341e1a4a986680
org.hoyi	hoyi-entities-java	8.3.1		898964d7cb9167464d2ba5d82de4bde76c60ff09
org.hoyi	hoyi-entities-java	9.0.0		cbc67d140fa4c861010cdcad0aa1b61480363fe9
org.hoyi	hoyi-entities-java	9.0.1		7dd624657ebadad3ae5501e0cd69bf22097cb2b1
org.hoyi	hoyi-entities-java	9.0.3		a908431727420eccd660e06ba1a72eeb9be9df4f
org.hoyi	hoyi-entities-java	9.0.31		f74a32330d4e00a42507e547eef51384285b029d
org.hoyi	hoyi-entities-java	9.0.4		ca63da1d9fb527ee745862e68e424eee155c06d3
org.hoyi	hoyi-entities-java	9.0.5		584249da36f70ed3d10e959b3a272b771c3e2ae2
org.hoyi	hoyi-entities-java	9.0.51		aca5d6c2b3a6ad4bd4ecda8f9c022b2a5df61905
org.hoyi	hoyi-entities-java	9.0.52		e24ae5a955a7ecda8d3a170a8d9272a154ad9b73
org.hoyi	hoyi-entities-java	9.0.53		6f8768bb39f233108a3aa333940330f6c1100d59
org.hoyi	hoyi-entities-java	9.0.54		c52e6fce0875e9e9095d7b675d990446d45d2d52
org.hoyi	hoyi-entities-java	9.0.55		6a4f9facd1039df699e55d568f6eea5e49320f1d
org.hoyi	hoyi-entities-java	9.0.56		ea6d42adf411662708bc61636535f1dadd026ecb
org.hoyi	hoyi-entities-java	9.0.57		ccd523f19f41557f82fca7fa345a74fe8fe24abd
org.hoyi	hoyi-entities-java	9.0.58		dad38470e32c193c301d69fe1a339629f6fc7349
org.hoyi	hoyi-entities-java	9.0.59		9767767b003d0fa08b90e4997774bbf96528e47c
org.hoyi	hoyi-entities-java	9.1.00		450057fd5912b46f15a202d45f07e46bb067ab7d
org.hoyi	hoyi-entities-java	9.1.01		611e0329c017935dab07231e6e10c113e6e79f65
org.hoyi	hoyi-entities-java	9.1.02		9dec97061a9f927e65354fe3693f88f97e1ebfff
org.httpobjects.jetty	httpobjects-jetty-9	0.27.0		a8211d40be9a74940c0675429434b61d887b3dda
org.httpobjects.jetty	httpobjects-jetty-9	0.53.0		329005030ed883d3cbded285fa90e394e662db1f
org.interledger	link-ilp-over-http	1.0.0		8ace65f13635f0b60dca25ca060cedfb565cbc8f
org.interledger	link-ilp-over-http	1.0.1		20858d0d181ebf9f7f1f675f5db8cb2f1eebb2f3
org.interledger	link-ilp-over-http	1.0.2		1ea3650982b2623f1f4b71b27a20949d35ab79ea
org.interledger	link-ilp-over-http	1.0.3		96eeb8bc87e60fe299c83bac43d4511cb72c2a83
org.interledger	link-ilp-over-http	1.1.0		fc53a9de1b0c04f6b3cc8ff5ffbafc650e764378
org.interledger	link-ilp-over-http	1.1.1		fe9320c23b73f5f00307982e0a8b7f60ffcafd42
org.interledger	link-ilp-over-http	1.2.0		00d47fa7b73d5d8697a9cbb5d540471edf8169be
org.interledger	link-ilp-over-http	1.3.0		78f06489d1d9d54ada671ae4174b5d715b3620e0
org.interledger	link-ilp-over-http	1.3.1		32f1070f4ee87c4424b3c9a99e3c657e350cb821
org.jbehavesupport	jbehave-support	1.0.0		N/A
org.jbehavesupport	jbehave-support	1.0.1		N/A
org.jbehavesupport	jbehave-support	1.0.2		N/A
org.jbehavesupport	jbehave-support	1.0.3		N/A
org.jbehavesupport	jbehave-support	1.0.4		N/A
org.jbehavesupport	jbehave-support	1.0.5		N/A
org.jbehavesupport	jbehave-support	1.0.6		N/A
org.jbehavesupport	jbehave-support	1.0.7		N/A
org.jbehavesupport	jbehave-support	1.0.8		N/A
org.jbehavesupport	jbehave-support	1.0.9		N/A
org.jbehavesupport	jbehave-support	1.1.0		N/A
org.jbehavesupport	jbehave-support	1.1.1		N/A
org.jbehavesupport	jbehave-support	1.1.2		N/A
org.jbehavesupport	jbehave-support	1.1.3		N/A
org.jbehavesupport	jbehave-support	1.2.0		N/A
org.jbehavesupport	jbehave-support	1.3.0		N/A
org.jbehavesupport	jbehave-support	1.3.1		N/A
org.jbehavesupport	jbehave-support	1.3.2		N/A
org.jbehavesupport	jbehave-support	2.0.0		N/A
org.jboss.ws	jbossws-jboss710-tests-integration	4.1.0.Final		042d4c3e86248d4584051fc4e1c5b18f00906ac8
org.jibx.schema.org.jibx.test	org.jibx.schema.org.jibx.test.person	1.0.0		85c74814d5037ea9a0fc81901ff29375499df110
org.kotlincrypto.macs	hmac-sha2-mingwx86	0.2.0		N/A
org.kotlincrypto.macs	hmac-sha2-mingwx86	0.2.1		N/A
org.kotlincrypto.macs	hmac-sha2-mingwx86	0.2.3		N/A
org.kotlincrypto.macs	hmac-sha2-mingwx86	0.2.4		N/A
org.kotlincrypto.macs	hmac-sha2-mingwx86	0.2.5		N/A
org.kotlincrypto.macs	hmac-sha2-mingwx86	0.2.6		N/A
org.kotlincrypto.macs	hmac-sha2-mingwx86	0.2.7		N/A
org.kotlincrypto.macs	hmac-sha2-mingwx86	0.3.0		N/A
org.mobicents.resources	mobicents-slee-ra-diameter-rf-testsuite	2.7.1.FINAL		f1427f406759dbb765949c8a5a1524e1b90369f9
org.mobicents.resources	mobicents-slee-ra-diameter-rf-testsuite	2.8.10		4840e35d007cf0a1a12e9368589393b43503e814
org.mobicents.resources	mobicents-slee-ra-diameter-rf-testsuite	2.8.11		507ae8245b90f57a006a3bd8ca4d94dedf075560
org.mobicents.resources	mobicents-slee-ra-diameter-rf-testsuite	2.8.12		8a741ce9f357b27026f6c06beb1f7475b239aad6
org.mobicents.resources	mobicents-slee-ra-diameter-rf-testsuite	2.8.13		bb6e596d4d7bca57c028960da35e3c56d0333359
org.mobicents.resources	mobicents-slee-ra-diameter-rf-testsuite	2.8.14		54d78edebd9985c5d6b37d40a2fee96382bd1d3e
org.mobicents.resources	mobicents-slee-ra-diameter-rf-testsuite	2.8.15		4655c94081954dffcc2694f14859632694b6db9e
org.mobicents.resources	mobicents-slee-ra-diameter-rf-testsuite	2.8.17		70197163b799285ec80cf5b076280f4dbeb6ac9b
org.mobicents.resources	mobicents-slee-ra-diameter-rf-testsuite	2.8.18		8f982ca02509325422012329ae50c536350c91e3
org.mobicents.resources	mobicents-slee-ra-diameter-rf-testsuite	2.8.7		cedb9e4e6c46d54b1ec65d82bcd548cade4a0554
org.mobicents.resources	mobicents-slee-ra-diameter-rf-testsuite	2.8.8		56f04012c4dd65c588b70e25784f18096500f477
org.mobicents.resources	mobicents-slee-ra-diameter-rf-testsuite	2.8.9		0a91c7d9411e6fcc8c7020847c13941c8d7c0d50
org.mule.modules	mule-modules-all	1.4.2		N/A
org.mule.modules	mule-modules-all	1.4.3		N/A
org.mule.modules	mule-modules-all	1.4.4		N/A
org.mule.modules	mule-modules-all	2.0-M1		N/A
org.mule.modules	mule-modules-all	2.0.0		N/A
org.mule.modules	mule-modules-all	2.0.0-M2		N/A
org.mule.modules	mule-modules-all	2.0.0-RC1		N/A
org.mule.modules	mule-modules-all	2.0.0-RC2		N/A
org.mule.modules	mule-modules-all	2.0.0-RC3		N/A
org.mule.modules	mule-modules-all	2.0.1		N/A
org.mule.modules	mule-modules-all	2.0.2		N/A
org.mule.modules	mule-modules-all	2.1.0		N/A
