cloud.rio	amazonas	0.1.0		f0a4bc1ab8c1f46f0590686912248f811d67ca5b
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-M6		70d72df238672b968d4d2121636ee8e1c31c5968
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-M7		c0207f7c5d09476755290c2e0e88a0493187d50a
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-M8		c0c0b05cc6fee688eb0ae5789e8d62418c05f116
org.glassfish.main.ejb	gf-ejb-connector	8.0.0-M9		7b206f54e7c935f4a61298b3e9d82bd5380c6c82
org.neo4j.gds	algorithms-procedure-facade	2.10.1		a814acd47673b0bd57fb7cae89ea179c78b7841e
org.neo4j.gds	algorithms-procedure-facade	2.11.0		a52c518ec7260c020f9079dd9a9a071e081091e7
org.neo4j.gds	algorithms-procedure-facade	2.12.0		85184febc6405010d09653d68eec639be2a3cbc5
org.neo4j.gds	algorithms-procedure-facade	2.13.1		dcec953fce470c0a6863ad11e203bd57b552b11f
org.neo4j.gds	algorithms-procedure-facade	2.13.2		5db412e5c5db510423c24378fb6e61356ce2faf9
org.neo4j.gds	algorithms-procedure-facade	2.13.3		48816f5fe810008c144a6167a11bf0c5d3bf7809
org.neo4j.gds	algorithms-procedure-facade	2.13.4		d9f2c9f71ae25d45bd09e7e550b301b3c78de07e
org.neo4j.gds	algorithms-procedure-facade	2.14.0		4aae9f4a768f904553c11d244971917abc4a1cf7
org.neo4j.gds	algorithms-procedure-facade	2.15.0		5205fe0bd2c0a27e7b1983000791aa309b34b69f
org.neo4j.gds	algorithms-procedure-facade	2.16.0		7f63721ea14f2c6c8329259b1d907e98d07f56f0
org.neo4j.gds	algorithms-procedure-facade	2.7.0		801d8463967fdfd88fdea5903c4c9390133334d2
org.neo4j.gds	algorithms-procedure-facade	2.7.0-alpha03		b11985e0c6b19bf767671fb021205061578084f6
org.neo4j.gds	algorithms-procedure-facade	2.8.0		388b9652f468fb64f3701c975044b5243eaa5d42
org.neo4j.gds	algorithms-procedure-facade	2.9.0		1d871186929363eddd4b564c85296ba90411513f
org.objectweb.fractal.juliac	juliac-ultra-comp	2.1.5		5ae499e5b8ff53b4e8fcf11af338b2fe70e4387d
org.objectweb.fractal.juliac	juliac-ultra-comp	2.1.6		4c2c90aade01a93090bac63c8e994fe3b9bb2948
org.objectweb.fractal.juliac	juliac-ultra-comp	2.2		efd66186e91cb773438f7096c004eff83c9e2780
org.objectweb.fractal.juliac	juliac-ultra-comp	2.2.1		9c09259cfa5e7623e50962e8fb1bcf3759508ff7
org.objectweb.fractal.juliac	juliac-ultra-comp	2.2.2		c626b97b2a167765543831312fc6ef604000aeb9
org.objectweb.fractal.juliac	juliac-ultra-comp	2.2.3		8bc2b286495ced96046f87db5fbe36b235ffb5e3
org.objectweb.fractal.juliac	juliac-ultra-comp	2.2.4		931afae080fcde6f5c0aa073947fae2e7b808922
org.objectweb.fractal.juliac	juliac-ultra-comp	2.2.5		9c5f63ae393b9c5ecb542856f49ef328679469b0
org.objectweb.fractal.juliac	juliac-ultra-comp	2.2.5.1		9c972dc195275ab27e930319ce98d3b9b3571733
org.objectweb.fractal.juliac	juliac-ultra-comp	2.2.6		e28f5e432e448021d314e03b11ca21c62473afbe
org.objectweb.fractal.juliac	juliac-ultra-comp	2.2.6.1		0eb61222a52c1626e5ebde04e44c202cbe0c72a0
org.objectweb.fractal.juliac	juliac-ultra-comp	2.3		c804ac649c8d757e3e8d9bb20ab0abd0e87ed93a
org.objectweb.fractal.juliac	juliac-ultra-comp	2.4		bccb3bfba7227f220960df4f38976dd77049ee59
org.open-metadata	catalog	0.11.1		N/A
org.open-metadata	catalog	0.11.4		N/A
org.openntf.sbt	com.ibm.sbt.web	1.5.0.20160704-1200		e954526d1acfb24d2dec6114962e162909d75fbe
org.powernukkit.bedrock.protocol	parent	2.9.6-PN.1		N/A
org.webjars.bower	jstat	1.3.0		3d2f1d735182c0733e0ad78e829f680feddf658c
org.webjars.npm	geojson2h3	1.0.0		618742d9f62e376e744de9fa5e068b602aca7126
org.webjars.npm	geojson2h3	1.0.1		3a3c37d0cf6770bb6ad40d4bd0707adc7edc90f9
org.webjars.npm	github-com-summernote-summernote-	0.8.9		2a6645452c71c11f6bdb40c40905f1082b892e82
org.webjars.npm	oas-linter	2.0.1		1b0de98d3ff8c72aa680f36fdd869413539013d4
org.webjars.npm	oas-linter	3.0.1		92e267ffe767e972eadd92cf141069dc3aaa2214
org.webjars.npm	oas-linter	3.0.2		7a70f6ff941c478654d7b57279aeefe5a74bd6b8
org.webjars.npm	oas-linter	3.1.2		968c9144387b23b7b16169fcc8248f691eed0317
org.webjars.npm	oas-linter	3.2.1		d89768da45bd11b483959257659968d5526128ef
org.webjars.npm	oas-linter	3.2.2		8161c1e761f9245834e0ed4aaed7fdf6bf1529b5
org.wso2.carbon.commons	org.wso2.carbon.logging.remote.config.mgt.feature	4.10.8		N/A
org.wso2.carbon.commons	org.wso2.carbon.logging.remote.config.mgt.feature	4.9.10		N/A
org.wso2.carbon.commons	org.wso2.carbon.logging.remote.config.mgt.feature	4.9.6		N/A
org.wso2.carbon.commons	org.wso2.carbon.logging.remote.config.mgt.feature	4.9.7		N/A
org.wso2.carbon.privacy	org.wso2.carbon.privacy.forgetme.userstore	1.1.21		fb2480a1d7b520e3e60cb8e2eaeb4cabf3fa93b0
org.wso2.carbon.privacy	org.wso2.carbon.privacy.forgetme.userstore	1.1.22		31a18ed692854eefb86d1cb0015cf64c652dda3a
org.wso2.carbon.privacy	org.wso2.carbon.privacy.forgetme.userstore	1.3.0		12550fb91957e4accb25ab834c2fe9d77906cb1a
org.wso2.carbon.privacy	org.wso2.carbon.privacy.forgetme.userstore	1.3.1		N/A
org.wso2.carbon.privacy	org.wso2.carbon.privacy.forgetme.userstore	1.3.2		N/A
org.wso2.carbon.privacy	org.wso2.carbon.privacy.forgetme.userstore	1.3.3		dbd8495c0db5631ad1107d2c603daa5dde579ef5
org.wso2.carbon.privacy	org.wso2.carbon.privacy.forgetme.userstore	1.3.4		8886eb75f34c7c2cc6d526c13b2218e590b45b5e
org.wso2.carbon.privacy	org.wso2.carbon.privacy.forgetme.userstore	1.3.5		59176ff4c6e0eaf77d4085ab292d41d7f049ae06
org.wso2.carbon.privacy	org.wso2.carbon.privacy.forgetme.userstore	1.3.6		N/A
org.wso2.carbon.privacy	org.wso2.carbon.privacy.forgetme.userstore	1.3.7		N/A
org.wso2.carbon.privacy	org.wso2.carbon.privacy.forgetme.userstore	1.4.0		f6306218a878172bcfd5157a9e0d0ef2ab8b2fca
org.wso2.carbon.privacy	org.wso2.carbon.privacy.forgetme.userstore	1.4.1		be29a0ad7058ad83fb8e473274526000170ca0b8
pub.dsb.framework	dsb-boot-starters	0.0.3.RELEASE		f29f6908a97724d20e07b501c2aa69ca4c7133eb
software.visionary	strings	2024.06.11		4efd23b1ca8cedfd8a54d91222c0ce4361f07ae6
software.visionary	strings	2024.08.20		N/A
software.visionary	strings	2024.08.20	strings	e867552160c6380601e62bbe54bc59504ef2d8dc
software.visionary	strings	2024.10.13		N/A
software.visionary	strings	2024.10.13	strings	ce26c783cf21e7ca621547b04d428c174b7234d1
software.visionary	strings	2024.10.18		N/A
software.visionary	strings	2024.10.18	strings	6d664c5e229e1a54ebca921999308785da51826f
software.visionary	strings	2024.11.30		N/A
software.visionary	strings	2024.11.30	strings	1ea435be24d63d6d70153296aee14601369fb1a9
software.visionary	strings	2025.01.02		N/A
software.visionary	strings	2025.01.02	strings	c1831bc75841f3b5aa8e8c79ebb74bf570969142
software.visionary	strings	2025.02.07		N/A
software.visionary	strings	2025.02.07	strings	2ad0eb0925ba39c9ef7c86f811f0c4ba4417736f
software.visionary	strings	2025.02.27		N/A
software.visionary	strings	2025.02.27	strings	f2960d2eba33a600693177d4ef360a07495e572e
software.visionary	strings	2025.03.28		N/A
uk.co.odinconsultants	dreadnought-core_3	0.1.0		fac91bebccad075925a931d257f0b4a4773a3361
uk.co.odinconsultants	dreadnought-core_3	0.1.1		6f65fa3d7881c85f642ff41acb523bf93336f1f1
uk.co.synbiochem	libChEBIj	1.0.0		37cd5dcca708a898cacd2a57401a457128389a09
