ai.mobid	android.sdk	0.1		N/A
software.amazon.awssdk	iotdataplane	2.20.162		83a0f466755a4d8eea395d1ab0b4eb8867a0c9d8
software.amazon.awssdk	iotdataplane	2.20.17		f45a64f9df5bfd69966b0f8f5bfb84ab1133b7e6
software.amazon.awssdk	iotdataplane	2.20.18		09dc658943ace90f9c1371b451969c5fda46d339
software.amazon.awssdk	iotdataplane	2.20.19		aba391ebf958947e7c694054494aabc1378df612
software.amazon.awssdk	iotdataplane	2.20.2		543ee3ed8bac4572c559d2d6222b535e76bc647b
software.amazon.awssdk	iotdataplane	2.20.20		6943a14ef312ec3348a8eaf100785a628c248110
software.amazon.awssdk	iotdataplane	2.20.21		0fe7f0be68a9885360acc6a35c55c409b1b26f58
software.amazon.awssdk	iotdataplane	2.20.22		edd30ac1b5933c53024c0336c0e36b878377b8d8
software.amazon.awssdk	iotdataplane	2.20.23		07b7053ce09eb063723abec72c3ce579516b344d
software.amazon.awssdk	iotdataplane	2.20.24		45719261beab5b70b404b8651b66acebc5f259ec
software.amazon.awssdk	iotdataplane	2.20.25		59a9fc7eab83104a5197701bb97b6c02cc34cc21
software.amazon.awssdk	iotdataplane	2.20.26		a35367e591babb459960b6378b287681930a2865
software.amazon.awssdk	iotdataplane	2.20.27		33753a6c48d7869ebad77930efd6e239d944eb79
software.amazon.awssdk	iotdataplane	2.20.28		98e0f3a066344d9b1183b20d22c3eee09ae8810f
software.amazon.awssdk	iotdataplane	2.20.29		47293733c469881325bfab51478de1b9a6e55879
software.amazon.awssdk	iotdataplane	2.20.3		83af3fa335914862c3c066f4f97ef78cb664a3f1
software.amazon.awssdk	iotdataplane	2.20.30		29c1fc496968ef52a22d9a687bb2b42b9a8f6509
software.amazon.awssdk	iotdataplane	2.20.31		a5a483d06f3336093cfecec06f8c2c504cc6b1f1
software.amazon.awssdk	iotdataplane	2.20.32		15c3e0c321cc0e1317879177f43ded20ba97149a
software.amazon.awssdk	iotdataplane	2.20.33		94f269862b6b1684c1337c0109edb7db2c2fbfa5
software.amazon.awssdk	iotdataplane	2.20.34		0aeb7fdf5251bd64185502598039cf4191c65f41
software.amazon.awssdk	iotdataplane	2.20.35		12597c818548e6a6ee7e291cef50753cf9d98f85
software.amazon.awssdk	iotdataplane	2.20.36		7aeea17d268371b99b6fca24a96662404c283f35
software.amazon.awssdk	iotdataplane	2.20.37		ed169c89a42cd7ae03c7ea22d4dc15d5a457f6e0
software.amazon.awssdk	iotdataplane	2.20.38		2c6bee4150d9def94edfb868d84ef0a883330e09
software.amazon.awssdk	iotdataplane	2.20.39		9848be460562723f65ceb4f02b2361be4a967005
software.amazon.awssdk	iotdataplane	2.20.4		b213d1933fb63b4f7bd4f178909099dfce514274
software.amazon.awssdk	iotdataplane	2.20.40		c64e12631b6b3adbd5dd43d9b32fd93178991064
software.amazon.awssdk	iotdataplane	2.20.41		82e6ebb0b8d976528a13d3b76ffba12b97889a6a
software.amazon.awssdk	iotdataplane	2.20.42		be0ae6d8a432c58244fe4b5aefdd585b967783d6
software.amazon.awssdk	iotdataplane	2.20.43		b5f413b95af4e9ed6ad0dffff141a8ec00a392d7
software.amazon.awssdk	iotdataplane	2.20.44		b2ad8dde49d351685002caf20409671a22be7eac
software.amazon.awssdk	iotdataplane	2.20.45		41cd72d7ca1b3cd1dd8b452c87f66d2ec2216401
software.amazon.awssdk	iotdataplane	2.20.46		ef8ad8c6e9726e1c2c3819c6decbd831fbd008f2
software.amazon.awssdk	iotdataplane	2.20.47		c562462719eaafa4d035ce98ced77ca8cc7e1f27
software.amazon.awssdk	iotdataplane	2.20.48		348d436ce9a0b1ed716c92da88467593cda14475
software.amazon.awssdk	iotdataplane	2.20.49		f94898d04c4b7f68b524e01e349d1cc8ed595b51
software.amazon.awssdk	iotdataplane	2.20.5		de8675745e18943ade08f980d6514ea01f3d0882
software.amazon.awssdk	iotdataplane	2.20.50		851eb67daef8f3df7ad682859f2938fc60e9d190
software.amazon.awssdk	iotdataplane	2.20.51		0a28b55612aff016dfe9ccf3692531e926b850cc
software.amazon.awssdk	iotdataplane	2.20.52		0ca088ca62f2663295edca0b1bd073740ad3df00
software.amazon.awssdk	iotdataplane	2.20.53		5a074e2b4bcc08c962ec26b5a5ad3729d22e00bb
software.amazon.awssdk	iotdataplane	2.20.54		4ec11f717d21c427fe24908c452bbdaa53cb6b7a
software.amazon.awssdk	iotdataplane	2.20.55		68017b2d04810e7959e64ff6204d7fabd9e894d1
software.amazon.awssdk	iotdataplane	2.20.56		bbe6813b96a1817816f2318055e0f1a043bfc3e2
software.amazon.awssdk	iotdataplane	2.20.57		b6d118c707afbe6f9352c74045fa5536d26484c8
software.amazon.awssdk	iotdataplane	2.20.58		cf0ac564b83136a2369ab930e63a8aa26d210996
software.amazon.awssdk	iotdataplane	2.20.59		718789a4a2494e24e2fdc36c78c1996f51277053
software.amazon.awssdk	iotdataplane	2.20.6		b3b2e320e50991b5fe575c0c846bb47d2700b4cd
software.amazon.awssdk	iotdataplane	2.20.60		6bb72a4c6bfc56b37e4d75b8b8c554551ab9d3cf
software.amazon.awssdk	iotdataplane	2.20.61		10ac373b52c9e30283c7c43548a08fab05750569
software.amazon.awssdk	iotdataplane	2.20.62		7d37d72f790410fc4084aabc31ef86a3a711b201
software.amazon.awssdk	iotdataplane	2.20.63		5bd8e1844b742aa5fd0ab4a22fb179ee24f09a17
software.amazon.awssdk	iotdataplane	2.20.64		c453b34a1bc6d9b8629c7b612c6d7823919723fe
software.amazon.awssdk	iotdataplane	2.20.65		414fc614271863320947c95a938e45d0b416319f
software.amazon.awssdk	iotdataplane	2.20.66		087d8551b10605f078c9805ed3a95d1dcf4144ee
software.amazon.awssdk	iotdataplane	2.20.67		b9ffe8afe558edf832d4e96acf68bccceb03ad1c
software.amazon.awssdk	iotdataplane	2.20.68		3546374c8f27206d7200bf6323dbcc2fe1f97353
software.amazon.awssdk	iotdataplane	2.20.69		be3eb1853eb30ca31c454da1d3d21cc47ab25e35
software.amazon.awssdk	iotdataplane	2.20.7		79315927e3ade9e0cdf80fc7283ad3790cd9421f
software.amazon.awssdk	iotdataplane	2.20.70		fbde70c513235d7ad93af212029b57b61ad35a2e
software.amazon.awssdk	iotdataplane	2.20.71		100dc3b21630a3594f89426c86ec5e1c7f5be1ad
software.amazon.awssdk	iotdataplane	2.20.72		9db721a7028f4d1962c985663ba2015742508087
software.amazon.awssdk	iotdataplane	2.20.73		301e288d9d9ca6242a482a8c464064cf2c9930dd
software.amazon.awssdk	iotdataplane	2.20.74		79037fba2100e1abb8e6253bdfb88c4989e456a7
software.amazon.awssdk	iotdataplane	2.20.75		22aac70287705d7c97ad36637745504557212005
software.amazon.awssdk	iotdataplane	2.20.76		09a85fc64bdd9c75a7f1023cca94e62d52333c3a
software.amazon.awssdk	iotdataplane	2.20.77		1944dcfedc9c05daff9ad20ac2347340eed1db2d
software.amazon.awssdk	iotdataplane	2.20.78		42b2e304679925d4a418005bde22b89c9e272ef7
software.amazon.awssdk	iotdataplane	2.20.79		bf53b4bec32181b5ff898526a85a9e249c98fc89
software.amazon.awssdk	iotdataplane	2.20.8		e98da9d6cc1c0b04a23b5910664aa4afefad12c2
software.amazon.awssdk	iotdataplane	2.20.80		cb6233e2f8c706e6111ac8204453637f6c32b27a
software.amazon.awssdk	iotdataplane	2.20.81		9ebd4991cbaa260fabf3b1831a4d925836aac77e
software.amazon.awssdk	iotdataplane	2.20.82		a2d2475b19709545af3233ebbf8e010c5dc81dfd
software.amazon.awssdk	iotdataplane	2.20.83		34f6f0f0408cdc40b6790d10e4c9774535ba9d1d
software.amazon.awssdk	iotdataplane	2.20.84		d105d98f75e20ccf1a7a76acfaf4974fa11fa950
software.amazon.awssdk	iotdataplane	2.20.85		2e431db440efded5a8605bc7320b7e77e03e8392
software.amazon.awssdk	iotdataplane	2.20.86		fdc33a8dfc223da7c16433f391f584e95e2f5b38
software.amazon.awssdk	iotdataplane	2.20.87		09db115a0290b1c4896190cb329d95c99d39b6f5
software.amazon.awssdk	iotdataplane	2.20.88		9f90f4589b71d81a58d4174f731bf597b067d119
software.amazon.awssdk	iotdataplane	2.20.89		e9362f16aec1ba7cc005385e9fd200beb3a93e3c
software.amazon.awssdk	iotdataplane	2.20.9		c433a10e61c4a8ea3993430aafb64e4a19e96c4b
software.amazon.awssdk	iotdataplane	2.20.90		e69b8941d2a0511df3a4943ac8db78799239c583
software.amazon.awssdk	iotdataplane	2.20.91		a165723ade12b19db74441cb2bb2eab1e1802809
software.amazon.awssdk	iotdataplane	2.20.92		a54d9342df82ff498b8f26e038117b353c859c1e
software.amazon.awssdk	iotdataplane	2.20.93		daafce9ff9006438955d0ba601bf141e5e72fb45
software.amazon.awssdk	iotdataplane	2.20.94		0699bab89e681bbb6bbb8b4c483559b83824fa85
software.amazon.awssdk	iotdataplane	2.20.95		eb5161ad296332e60f8b3bf32444c5ee44886ae7
software.amazon.awssdk	iotdataplane	2.20.96		1ef256f996cf4c641b36d3e9b32f2d7adf2a3290
software.amazon.awssdk	iotdataplane	2.20.97		7965e79b986545d3814260883b847298ee893a4c
software.amazon.awssdk	iotdataplane	2.20.98		1a6b75d199d022059863141f134b3830d38dd3c3
software.amazon.awssdk	iotdataplane	2.20.99		e6cd054bdccd545aa4d8e5d0456207d5449cc86d
software.amazon.awssdk	iotdataplane	2.21.0		06ace792f5a744cba7c27a48e963e69b08f8f7d9
software.amazon.awssdk	iotdataplane	2.21.1		e231ba19012bd8c7fd4e429838f53f89f7897575
software.amazon.awssdk	iotdataplane	2.21.10		2d1acbb151278b56c9e5f90ba6cc6ca34342c72f
software.amazon.awssdk	iotdataplane	2.21.11		e1a71995217f8bedfe2d065ca7f7e6ed6e0a9ef6
software.amazon.awssdk	iotdataplane	2.21.12		f00cc5bf01edbedc44c8e36522976f05a1102c83
software.amazon.awssdk	iotdataplane	2.21.13		feda6a55d0da42d90af063339c73704dec5bb6ab
software.amazon.awssdk	iotdataplane	2.21.14		d780c28e2ad70e8c1a2400377db8f4038a0cc529
software.amazon.awssdk	iotdataplane	2.21.15		90d41c2cd6881222a79644f7d659f96c3ec0008d
software.amazon.awssdk	iotdataplane	2.21.16		8b0cde4f4c95dbf2133ccd3bb1022080b3569404
software.amazon.awssdk	iotdataplane	2.21.17		6acf60fd8f627b1292c80ae17e36f014e3186422
software.amazon.awssdk	iotdataplane	2.21.18		473ac06aa9e6c068eba2df2c1a4606e4e83ff2b1
software.amazon.awssdk	iotdataplane	2.21.19		2873fbce65ef5db0c9c4dc8f405564881586835d
software.amazon.awssdk	iotdataplane	2.21.2		06dce9e34b174e548a296acf9e535059ff351ed6
software.amazon.awssdk	iotdataplane	2.21.20		96b89fd258037f4cfe86082ed3d1b466efeebda1
software.amazon.awssdk	iotdataplane	2.21.21		83d6842f6316bc42f7306886484d3c6b9baa8ca3
software.amazon.awssdk	iotdataplane	2.21.22		4166a9ec9df2983b731aee088a3c0a1776c3fb0d
software.amazon.awssdk	iotdataplane	2.21.23		02a45a3c52d8cc6f5b58733f6e5bb46d73cc9b6c
software.amazon.awssdk	iotdataplane	2.21.24		3ce278615d839932dc860a75d43ef75d09978207
software.amazon.awssdk	iotdataplane	2.21.25		d106ee67ffa33aad383f33620dbab95e590b00e3
software.amazon.awssdk	iotdataplane	2.21.26		7c80de42314a39e67421de4aebcef8cdcffaa105
software.amazon.awssdk	iotdataplane	2.21.27		0f667786f98b6c99c98fe8c37417a5438e6470aa
software.amazon.awssdk	iotdataplane	2.21.28		696379d94221552c31f16fc8bb8988799bd70ae4
software.amazon.awssdk	iotdataplane	2.21.29		dbbcfce95dbcbe1dbe407cec9ef813f0f33fb9ac
software.amazon.awssdk	iotdataplane	2.21.3		d45da00b655db4bc3856ace682cb72266c9db19c
software.amazon.awssdk	iotdataplane	2.21.30		97c816e132a8d155ca90f5b9014b92e5188fd287
software.amazon.awssdk	iotdataplane	2.21.31		addd6f7b4614689446d95d4e6b48c72c66ab9619
software.amazon.awssdk	iotdataplane	2.21.32		a3a6749319dee4a2c37994b0a370dab83770f7ea
software.amazon.awssdk	iotdataplane	2.21.33		1dad494a5194b0cdf6c131ddff4edd8544faefb4
software.amazon.awssdk	iotdataplane	2.21.34		737bd04a70e6a8407102f31a6121bd070b353e3b
software.amazon.awssdk	iotdataplane	2.21.35		60802ffdf53a08bb699c348a7e4bf294529ba269
software.amazon.awssdk	iotdataplane	2.21.36		57418928ce785ab1eb461bdd0265a44dabb42ff2
software.amazon.awssdk	iotdataplane	2.21.37		f453d4dc578dfdd9aabb5343468cbab720104f5c
software.amazon.awssdk	iotdataplane	2.21.38		fa2c969f4a08b395b46ba46ecad6387e5f5abe49
software.amazon.awssdk	iotdataplane	2.21.39		0dec70073b9d3d77027bada681a4ac22bd32083c
software.amazon.awssdk	iotdataplane	2.21.4		47d71bdca6554098a57ba4d768e7dfd7617e3a8c
software.amazon.awssdk	iotdataplane	2.21.40		dd9e44c79895eaf97b7554370e8fd2540b016ae5
software.amazon.awssdk	iotdataplane	2.21.41		ba9c2a75bf6a2850bb47c5010d0f5712b2a99399
software.amazon.awssdk	iotdataplane	2.21.42		ad2c9d2a4d277794019e5b4430be89137fa146a0
software.amazon.awssdk	iotdataplane	2.21.43		8ee461ff41ac3401df196cec26e725f23ab668e3
software.amazon.awssdk	iotdataplane	2.21.44		79012ced28fb1202cbe532bf896e74cee0d346fc
software.amazon.awssdk	iotdataplane	2.21.45		496008df08d4a926903e4428294ea764680678ed
software.amazon.awssdk	iotdataplane	2.21.46		ff84c0d5786844fc38dd7d10fd3b982111c21e07
software.amazon.awssdk	iotdataplane	2.21.5		23ba7f9f4b12cce7343ae36f9fcec799e38c20da
software.amazon.awssdk	iotdataplane	2.21.6		ab39984e386c67dee6a93e8b4415f57fe7978a5a
software.amazon.awssdk	iotdataplane	2.21.7		905796ea7e84dd1398e20b5d879cf62788b2dc59
software.amazon.awssdk	iotdataplane	2.21.8		c9fb640220beca167a0ee8eb67e99d9a57bca39b
software.amazon.awssdk	iotdataplane	2.21.9		34f7ab73836778e53b5bb3aa9e5022b5fcd93d36
software.amazon.awssdk	iotdataplane	2.22.0		40197fd8f0e720c0ce9edea48784a3fcde7f67db
software.amazon.awssdk	iotdataplane	2.22.1		4199fcc916ac566dda9ad4b286b13e268ec3e625
software.amazon.awssdk	iotdataplane	2.22.10		bff691472561fa738e0f5d6ff6ff114bf9777db8
software.amazon.awssdk	iotdataplane	2.22.11		f362509335078815af6dc78b5ccf7e5c7f1aae9a
software.amazon.awssdk	iotdataplane	2.22.12		e56b236810b68084d5170c5bfa03aa8d72be6b38
software.amazon.awssdk	iotdataplane	2.22.13		d236dade3b30d54520b15e71e056fda7d7eade2b
software.amazon.awssdk	iotdataplane	2.22.2		415437f46d4e1408e314c8a6f8eb9cb5d9cec905
software.amazon.awssdk	iotdataplane	2.22.3		72be64e2f4ac25cbb5851512c434a353eea2018a
software.amazon.awssdk	iotdataplane	2.22.4		aaedd1ae4ef473ffc6d511ce7de5755551adaa51
software.amazon.awssdk	iotdataplane	2.22.5		0b5b5f6371cd211b84fcd55980f5bc888ed5f5f5
software.amazon.awssdk	iotdataplane	2.22.6		d48f1383bea15632b20fd4de00caf9792b122cd8
software.amazon.awssdk	iotdataplane	2.22.7		5ef6d41325a394aa8fc2b0e35719dd5356d84128
software.amazon.awssdk	iotdataplane	2.22.8		e1005636420395dcc25cf72bd45f98eb34f52714
software.amazon.awssdk	iotdataplane	2.22.9		31b137539a0cc13f96d08f409b77b652fac3260a
software.amazon.awssdk	iotdataplane	2.23.0		26d3648de24692f92f5ab2936d8e42a55dc44816
software.amazon.awssdk	iotdataplane	2.23.1		6c884a31e73b333e11a9df1f58055fb72a7aba14
software.amazon.awssdk	iotdataplane	2.23.10		f5d8db182da6f21ddcfc2057a545d2b95495d9d9
software.amazon.awssdk	iotdataplane	2.23.11		dc74d01a60d0c4e74a193118613def99f735a40e
software.amazon.awssdk	iotdataplane	2.23.12		fa6733da5be9ba90a7340afbcc16d119422a309d
software.amazon.awssdk	iotdataplane	2.23.13		ab92811c416296f3df5a92018289b2c010cb42b1
software.amazon.awssdk	iotdataplane	2.23.14		5b2750b0d1ef9efedbbb9136115ab09ee1bfce39
software.amazon.awssdk	iotdataplane	2.23.15		e04b29717e9a773e94fa02380f5be79e298cdc5b
software.amazon.awssdk	iotdataplane	2.23.16		d7c12b0269680125b30a6471a78b6869f9f74181
software.amazon.awssdk	iotdataplane	2.23.17		897a3aeff078b1db0ef1895dcb00ababba431c28
software.amazon.awssdk	iotdataplane	2.23.18		5eed24b4cbf45ed3a33b8b975e65c12609de0740
software.amazon.awssdk	iotdataplane	2.23.19		53db5af23e47caab0068e8e6a96af5f4684608b9
software.amazon.awssdk	iotdataplane	2.23.2		bfd020e2c9d4fdc2167552738cb835a9ed0a1e3f
software.amazon.awssdk	iotdataplane	2.23.20		bd1f6f71aacbeafc519ccc4e2f7504a8c130dc81
software.amazon.awssdk	iotdataplane	2.23.21		15aab58370d38ee869ace4f4feec7304eb6c1255
software.amazon.awssdk	iotdataplane	2.23.3		af5004341e26da8d7c474574812312bf86400235
software.amazon.awssdk	iotdataplane	2.23.4		c87311cea1c392dd91206a4b61b972094471ad9c
software.amazon.awssdk	iotdataplane	2.23.5		6609470005bd778845f393338e30331621836ee2
software.amazon.awssdk	iotdataplane	2.23.6		affb597bd02dbdac635c089af39a7bd4dbde3ca8
software.amazon.awssdk	iotdataplane	2.23.7		7ece35296dc6dcde101c5b37e35766fb0d681363
software.amazon.awssdk	iotdataplane	2.23.8		bcbde02f6dcf2e1cf1df0dca4a857cc7b156e25f
software.amazon.awssdk	iotdataplane	2.23.9		8dec4004669220df0ebd537e4c99681c0aeae495
software.amazon.awssdk	iotdataplane	2.24.0		356339d52e0a03bd42517724823573b1003dcbb6
software.amazon.awssdk	iotdataplane	2.24.1		3d010027474b6f9362c3b9d84a3513114aef691e
software.amazon.awssdk	iotdataplane	2.24.10		3f0a6bad685c0d01415e7c5ccd97d34a9673d471
software.amazon.awssdk	iotdataplane	2.24.11		21aa3c28d07eea1e81aaf6e43a4b63fca7a9de9b
software.amazon.awssdk	iotdataplane	2.24.12		3ccda579ed0b5584ef6d4ff83863932898a1ccd7
software.amazon.awssdk	iotdataplane	2.24.13		70f52a0a2e41e48b937ab00a4b25ab968830f550
software.amazon.awssdk	iotdataplane	2.24.2		854b9e679f2b544ae87709b820cba4c79339476b
software.amazon.awssdk	iotdataplane	2.24.3		d11a92e93b7caec3cf76d90f8943fa84613ebc7b
software.amazon.awssdk	iotdataplane	2.24.4		d5cec772afca889f2485ebfa888d8c6b405aa666
software.amazon.awssdk	iotdataplane	2.24.5		8b20da169b27ef25684d32c9ef7d6ff5f14dbcc8
software.amazon.awssdk	iotdataplane	2.24.6		9521af30489be55c46dc0a6acfb2af21ec022d30
software.amazon.awssdk	iotdataplane	2.24.7		2d1abdb4bf04c68c3faca26814b1a19a82798dde
software.amazon.awssdk	iotdataplane	2.24.8		3e05ccb9d0678702e83caad948ec58eab211cea4
software.amazon.awssdk	iotdataplane	2.24.9		73693808d923a842448d24cc66d01ae618df0a94
software.amazon.awssdk	iotdataplane	2.25.0		c43e784883b848feea8380c1db6ae044f90a523c
software.amazon.awssdk	iotdataplane	2.25.1		3d1d2fce3b3df2ae935779e22f9947c1846ad230
software.amazon.awssdk	iotdataplane	2.25.10		6e9722b872f0a5f86e71b86d323941060698863b
software.amazon.awssdk	iotdataplane	2.25.11		36a068b14ac89fa6ba173c9bf2870ad6d2fae273
software.amazon.awssdk	iotdataplane	2.25.12		199a9d2675f7f545e855e837dafca6a40deb6699
software.amazon.awssdk	iotdataplane	2.25.13		458d50bf86310db5696e99cc27c4c85c77c600f1
software.amazon.awssdk	iotdataplane	2.25.14		c196faf78d1c732f14e6a21bf3f800d303319a3b
software.amazon.awssdk	iotdataplane	2.25.15		d0d5c3c079197dd2a2e3449946ce4c712b12ddca
software.amazon.awssdk	iotdataplane	2.25.16		ee6a925899a08895f4bce02df3d531bfb9b3dc98
software.amazon.awssdk	iotdataplane	2.25.17		2e1caeac8e02b2527b7a0dc0d54e86945aa11c17
software.amazon.awssdk	iotdataplane	2.25.18		401a30c4d1a65a20fd2e54517777ce161894ae4f
software.amazon.awssdk	iotdataplane	2.25.19		2c7b1b4648ee54a3840a52ed6a6726e67f8fe0af
software.amazon.awssdk	iotdataplane	2.25.2		df0316e1d8781fea12981d506ceeaf224e9f9f23
software.amazon.awssdk	iotdataplane	2.25.20		5911871f6e390dbb41d55a8dce0741587d0d56d5
software.amazon.awssdk	iotdataplane	2.25.21		7e8a8fd415b64cd20b4030b052aade790f3c700c
software.amazon.awssdk	iotdataplane	2.25.22		4a7c41a3e8c15df917e0c78f89d9a54544507f30
software.amazon.awssdk	iotdataplane	2.25.23		ecb7d991fcaa060f2123b582f60fa620ed0189f4
software.amazon.awssdk	iotdataplane	2.25.24		8d31a136965c1395284e50ece9d8368dcb8f3de7
software.amazon.awssdk	iotdataplane	2.25.25		ea84a7c5589ae14809af7c967aa42268e26aef6c
software.amazon.awssdk	iotdataplane	2.25.26		f4e535552701ad745f2aef483d303749693b7adc
software.amazon.awssdk	iotdataplane	2.25.27		0380e847898e363a1f8179b8afa452a2db2d483a
software.amazon.awssdk	iotdataplane	2.25.28		cb001603511727ae24c2653cdcb55ce68e4996d3
software.amazon.awssdk	iotdataplane	2.25.29		8dc64bd6578fcc7439da0179870ebf1fd3036208
software.amazon.awssdk	iotdataplane	2.25.3		5ef8ccacc521fe12948a8912cbec8665c17fbea3
software.amazon.awssdk	iotdataplane	2.25.30		f1a33e0d0863f7507bf7b07a2b2409b72b11adfa
software.amazon.awssdk	iotdataplane	2.25.31		ad1041a4ab1d83807514d1b128b90ba655f17afc
software.amazon.awssdk	iotdataplane	2.25.32		e06bb6c24739bb6dbdc1473df599ea3cdd7fb495
software.amazon.awssdk	iotdataplane	2.25.33		0078c3880b7e41d3376fad0ace010d8cb74d7092
software.amazon.awssdk	iotdataplane	2.25.34		9738572a56ac471409329830a5654f01432e8e00
software.amazon.awssdk	iotdataplane	2.25.35		1584aabc458977621586aa2be337f5f358d9a88a
software.amazon.awssdk	iotdataplane	2.25.36		b249db2243bb05ea59c29b5577e8700bbf75cbce
software.amazon.awssdk	iotdataplane	2.25.37		2dd7313392be24fd0ccc293b9f80ed4a3a522761
software.amazon.awssdk	iotdataplane	2.25.38		64efc0ec179f849058b5a21cc9b9e2342c8df853
software.amazon.awssdk	iotdataplane	2.25.39		7e85d29338f23138d3faa7fa3fa152d602e7c892
software.amazon.awssdk	iotdataplane	2.25.4		8b62c1066cb383e5f7457192ed5cb7a2313784b9
software.amazon.awssdk	iotdataplane	2.25.40		e906ba7a7fc4111faf88d37e9e64abc00da0a050
software.amazon.awssdk	iotdataplane	2.25.41		112ee307f211b302f64308d7dd013cb2856b54f7
software.amazon.awssdk	iotdataplane	2.25.42		bfd86c9f58b3a4b4c3cddc79275d945a6d0cd5a2
software.amazon.awssdk	iotdataplane	2.25.43		4a5eb7a551e85ec5a96d380be094457bc137977c
software.amazon.awssdk	iotdataplane	2.25.44		c923494b4f3f0eb7af18ef14366a9178a607ceb5
software.amazon.awssdk	iotdataplane	2.25.45		205e9105df51b67042f7dae112d6aab267546cc7
software.amazon.awssdk	iotdataplane	2.25.46		8fe9f5804cd561fcfa41a9287e1c0af4ebf6a0a6
software.amazon.awssdk	iotdataplane	2.25.47		5f190b960ce0c967861c81a2d87f3c7436a910fe
software.amazon.awssdk	iotdataplane	2.25.48		4eed7f4cd0404c3777078c849480ede34c17765d
software.amazon.awssdk	iotdataplane	2.25.49		5f687c3e0e51bd231ebf9f294de92a398f5286e4
software.amazon.awssdk	iotdataplane	2.25.5		9d4f20bfe27fb58d27a40c8b5dbda06da15100d1
software.amazon.awssdk	iotdataplane	2.25.50		4f99592a3a5547eac604e67af676e5bf93da0ac2
software.amazon.awssdk	iotdataplane	2.25.51		e196a4b920d46c3f59ba972ee0893622e9e768ec
software.amazon.awssdk	iotdataplane	2.25.52		09c675264ecb66c82c4203243823622472098af0
software.amazon.awssdk	iotdataplane	2.25.53		a619a3629b935f6c7739e3649be307bac15dec8f
software.amazon.awssdk	iotdataplane	2.25.54		10fe8513e8fcd6ddf7b43569f6837f6d5e2c5d8d
software.amazon.awssdk	iotdataplane	2.25.55		a527363ab076dbe3fba4f615d3fae8d528e23569
software.amazon.awssdk	iotdataplane	2.25.56		358aa8c2f33529abd0f6b45ff8d9c3bac09e81d5
software.amazon.awssdk	iotdataplane	2.25.57		f5c9b4f8bacbfb773b717763f12510e314c8f2e9
software.amazon.awssdk	iotdataplane	2.25.58		7619fb8925117dc680fdce4fa26f358c77127ee9
software.amazon.awssdk	iotdataplane	2.25.59		22db3b32e98dfa3bd190efed07c780dadb30b6fb
software.amazon.awssdk	iotdataplane	2.25.6		137cce05cbae8aded51648c18415817ba8592c7c
software.amazon.awssdk	iotdataplane	2.25.60		ab2c525942cdfeb5cd291f16735969460c32fa73
software.amazon.awssdk	iotdataplane	2.25.61		40192ad8aac300d2f297da41ca0eac00e92f0e86
software.amazon.awssdk	iotdataplane	2.25.62		7de10f5e5370048cfb278dec550b9982ac237549
software.amazon.awssdk	iotdataplane	2.25.63		8d4dc8d0ea54268508cbdcd8bb315eb788dbac90
software.amazon.awssdk	iotdataplane	2.25.64		e9d097185cdd48c1f3b9446ee17677cb65d677f6
software.amazon.awssdk	iotdataplane	2.25.65		515b2528c7cd110d35c2c87fa3df512780768450
software.amazon.awssdk	iotdataplane	2.25.66		eb99ef4b8a96e9e238ebc5eaed292cbb7acfc845
software.amazon.awssdk	iotdataplane	2.25.67		86800ae70b367d0701f8638398067eb2f87d7c58
software.amazon.awssdk	iotdataplane	2.25.68		34d638967792b37c80f6ed117df74123af839c74
software.amazon.awssdk	iotdataplane	2.25.69		793aec7af1032fa1ed14dde54f4c47a65832b1ef
software.amazon.awssdk	iotdataplane	2.25.7		3255c6027f593062d1b5c795da17c1e89ac91a18
software.amazon.awssdk	iotdataplane	2.25.70		7df219dda329452d757a332018333603dd5783d4
software.amazon.awssdk	iotdataplane	2.25.8		1429baa1242079a3a3dc810e89290bbfba147737
software.amazon.awssdk	iotdataplane	2.25.9		4529522d5e9731bd56545129727c6b8aef1f9dd2
software.amazon.awssdk	iotdataplane	2.26.0		b27ba7794d02d57daf0530ef23a2b3f96a587186
software.amazon.awssdk	iotdataplane	2.26.1		37798526ce276d7da1c578f44b4660704605eb01
software.amazon.awssdk	iotdataplane	2.26.10		a8d1d6cbb70f8cbe30fe17b5f6f3c0b2ba02ca71
software.amazon.awssdk	iotdataplane	2.26.11		c99623fe387a16cf7763cc4871398814c1a4dfd0
software.amazon.awssdk	iotdataplane	2.26.12		b1e574c484cbf2bc737498586f5fbcd7421888e6
software.amazon.awssdk	iotdataplane	2.26.13		6116e6f04531943b77ee145c850a3274fd1149e6
software.amazon.awssdk	iotdataplane	2.26.14		df7d690134945a4b1e5080f64eae662683e7af4c
software.amazon.awssdk	iotdataplane	2.26.15		8c9cbb83156447aa47ce7b6b7a2be951b4ab736e
software.amazon.awssdk	iotdataplane	2.26.16		d81d627f102eb170d547f5bfdeae6368e6b9af8d
software.amazon.awssdk	iotdataplane	2.26.17		7eb89ca2dd050946a77830aa7c62435483d50283
software.amazon.awssdk	iotdataplane	2.26.18		f5f1751290c3e74a443bc9869a1a4a32051ca70b
software.amazon.awssdk	iotdataplane	2.26.19		b768dceaa0effc163aaef71e2395d7aec7bbd91e
software.amazon.awssdk	iotdataplane	2.26.2		0f8b3d95317732a5bc18f811a133ef1f21ea2baf
software.amazon.awssdk	iotdataplane	2.26.20		d9e05f9a1f63999f348cfd040813aa8149eda26d
