ai.kognition.pilecv4j	native-nr-linux-aarch64	1.0	1.0-bin	b1d31da002b2ccdbb4e892ab69e1f2bd826a81a3
io.zeebe	zeebe-gateway-protocol	0.24.4	-	672b3fb03a0b685559047c16e010dccb674568c2
io.zeebe	zeebe-gateway-protocol	0.24.5	-	9e29734000b9732df171484b575028bdfb6b4a80
io.zeebe	zeebe-gateway-protocol	0.24.6	-	86c221bb3cf94300579d8479748aea62ad292ec7
io.zeebe	zeebe-gateway-protocol	0.24.6-rc1	-	f592b07786564885321e10f74aba3d9705710c22
io.zeebe	zeebe-gateway-protocol	0.25.0	-	aa6f0e01a3335b3bbe5abba3a9cc98d9ff170ca6
io.zeebe	zeebe-gateway-protocol	0.25.0-alpha1	-	1edf26c83fff3dfd78b9adcf0e107a9ceb59a90a
io.zeebe	zeebe-gateway-protocol	0.25.0-alpha2	-	56ec5f271da42fb925c7e352e35dc4f24400588d
io.zeebe	zeebe-gateway-protocol	0.25.0-rc1	-	dacb9062e2acf33cb9a8cecdb5f68769c8098b58
io.zeebe	zeebe-gateway-protocol	0.25.1	-	f5f8ee2dab5c85aa8b8a513cd9065c86b6590fec
io.zeebe	zeebe-gateway-protocol	0.25.2	-	977309c3e29d9309df7028fbe09ce887dee1eb2d
io.zeebe	zeebe-gateway-protocol	0.25.2-rc1	-	9911d72542b121777fb36884d061890537509183
io.zeebe	zeebe-gateway-protocol	0.25.3	-	f815fe43ab4a94d1b72fbafef43a977f335e86e2
io.zeebe	zeebe-gateway-protocol	0.25.4	-	7954bb487c962464602aecd29c6939fd432ffbf3
io.zeebe	zeebe-gateway-protocol	0.26.0	-	50af0602a86a2d008de23b3e255f2f0cca299677
io.zeebe	zeebe-gateway-protocol	0.26.0-alpha1	-	0ba9a2ea357857482539ecc82ff03f8e5ec44c98
io.zeebe	zeebe-gateway-protocol	0.26.0-alpha2	-	7b033859d670bed0e6eb8ea10278982ee0e98b3e
io.zeebe	zeebe-gateway-protocol	0.26.0-rc1	-	455699e55ef88141ebf3ea2adfd7858459860f11
io.zeebe	zeebe-gateway-protocol	0.26.1	-	26ae028cfd62bf2d1fa71f92346052324d9acc93
io.zeebe	zeebe-gateway-protocol	0.26.2	-	a20099149121850ee410764bcbe556d1bdd8eb08
io.zeebe	zeebe-gateway-protocol	0.26.3	-	bb42a847960441de046c5555aea2a35b57f4dee7
io.zeebe	zeebe-gateway-protocol	0.26.4	-	2e3f6cbc217aa85048e33475d8c9b66dd737c06d
io.zeebe	zeebe-gateway-protocol	0.26.5	-	abdae5e5303437b5a2fe7cbc5cdf14eb1fba6fe0
io.zeebe	zeebe-gateway-protocol	0.26.6	-	153a0a953cb0f01c3f2f44f5baaf26f8a711990e
io.zeebe	zeebe-gateway-protocol	1.0.0-alpha1	-	2b4b8e25f42b912436feb72837ef27e13dc17cfb
io.zeebe	zeebe-gateway-protocol	1.0.0-alpha2	-	0426bcd68c07efed7a09e75f741c1a33fd910e19
io.zeebe	zeebe-gateway-protocol	1.0.0-alpha3	-	5b8ca6783b3560a40409751ea59a4f97e607e8ea
io.zeebe	zeebe-gateway-protocol	1.0.0-alpha4	-	0f29f2bd44dbd595be330cea8e50a2ae0c0c484a
io.zeebe	zeebe-gateway-protocol	1.0.0-alpha5	-	fd79688f3b7ae01313fd41eca013706ee379d898
io.zeebe	zeebe-gateway-protocol	1.0.0-alpha6	-	0483d41aa8cdb4faaae310918e3ba81f0473f97f
io.zeebe	zeebe-gateway-protocol	1.0.0-alpha7	-	f3aef4fc7263c575b738fcadb1d14a138e79871c
is.cir	ciris-core_2.10	0.1.0	-	db47f3da9340eb7a87d898955fe054f8c7567bf3
is.cir	ciris-core_2.10	0.1.1	-	e518c2f7bc3b8d2574e1383e8ca9cd92898aa3f1
is.cir	ciris-core_2.10	0.1.2	-	37e6ad59d4aeb89d97fa045fa926ec6bf53277f5
is.cir	ciris-core_2.10	0.2.0	-	697881ec11c28b65e0b1fbfb65b9c0e5ee29aee4
is.cir	ciris-core_2.10	0.3.0	-	903842705feb298871c394a4514522d7d3a98726
is.cir	ciris-core_2.10	0.3.1	-	30a4c5c064f8f21c4adcb9f6f56115bd9fcda1b4
is.cir	ciris-core_2.10	0.3.2	-	faa105523210ea1bcbe9db3a12d2a38da3489626
is.cir	ciris-core_2.10	0.4.0	-	4be7fa6cac73aacb1252c747be674fb654e2251d
is.cir	ciris-core_2.10	0.4.1	-	92fd4955fd14295313a875adc53be3cbfc93d308
is.cir	ciris-core_2.10	0.4.2	-	a10b98c410fa7276a9c99db0085b1b904ed4642c
is.cir	ciris-core_2.10	0.5.0	-	3ffb3836c31444fee117c5ba7e6e0e54dec35f74
is.cir	ciris-core_2.10	0.6.0	-	b77445dc2838245f5883902a83edd9099663e1b0
is.cir	ciris-core_2.10	0.6.1	-	78d6411cafbda1461e376a13e4ebd9078dd8959e
is.cir	ciris-core_2.10	0.6.2	-	5f84782258bc8ab8931b2b4ef3ef010a0535725e
is.cir	ciris-core_2.10	0.7.0	-	85ed8c15a64582d888c100bc07cbb2981179034e
is.cir	ciris-core_2.10	0.7.1	-	cbdfd6ec3ea6fad9328d053abc61c8b3cd4057d3
is.cir	ciris-core_2.10	0.7.2	-	6c668a052c144b676560847a10795fdb54c0f92a
is.cir	ciris-core_2.10	0.8.1	-	d5264fcc9092ef9fc3ba4058fe90db94e97dcce6
is.cir	ciris-core_2.10	0.9.0	-	c3bf9fb1346e283f06be3264882ea6f632aad6b8
is.cir	ciris-core_2.10	0.9.1	-	99b84abe050fa7295efadff9fe93ba66f8425091
is.cir	ciris-core_2.10	0.9.2	-	e4a96ff784fc89f6c04c1f8c381fac390e7e78f7
it.tidalwave.solidblue	it-tidalwave-netbeans-lookandfeel-ui-quaqua	1.0.5	-	ff017a05e2c438a76771848dffc3446bb614d6f0
it.unimi.di	archive4j	1.3	-	5040e17df5e51502cce5e25d5c80bb6e6b9b7adc
it.unimi.di	archive4j	1.3.1	-	36694055577c90533b30b1934ddd4e1c11720a39
it.unimi.di	archive4j	1.3.3	-	e1b6d5880b4c3bcfa234b82e7582790a8e0ce300
jetty	servlet-api	2.5-6.0.0	-	4eb903339d13e0c0336701d89e36587366a5d9c4
jetty	servlet-api	2.5-6.0.0beta1	-	ba207df5bf4ac1c0a3f8954d2a23c14268f97384
jetty	servlet-api	2.5-6.0.0beta10	-	597bc1be97a291ef68004319b5863da1a5bf68c3
jetty	servlet-api	2.5-6.0.0beta11	-	6811fae324f8fc5b27d051b29db8c96faccf6c7d
jetty	servlet-api	2.5-6.0.0beta12	-	1f276f94e597e7b105778c1a5b7660415b4299a7
jetty	servlet-api	2.5-6.0.0beta14	-	2db52391ed4b8e307ecee044869430cb297a305e
jetty	servlet-api	2.5-6.0.0beta15	-	b5e16d29bf478db7f7b72d3ff8245f0caddcffbb
jetty	servlet-api	2.5-6.0.0beta16	-	2e7b02231d925b5b4d96d53b18ad28da4a775b59
jetty	servlet-api	2.5-6.0.0beta17	-	da7c63a33691b57a9609a6c1262d80abc76fa6ed
jetty	servlet-api	2.5-6.0.0beta2	-	d2035741144f732581fca9a13077c8387d3bf791
jetty	servlet-api	2.5-6.0.0beta5	-	ef31397e2afb2cb8850dfb6430cc301b41ddf99f
jetty	servlet-api	2.5-6.0.0beta6	-	4a4a12197e7330e5af27e7987fb0d10f264e0a97
jetty	servlet-api	2.5-6.0.0beta9	-	9f19996bb31c8d7a6e44c06067ca4d6c57696269
jetty	servlet-api	2.5-6.0.0rc0	-	180cf0daf7556771998d19cc32037abebc0b425a
jetty	servlet-api	2.5-6.0.0rc1	-	62643a100b10c06fc86506c480bab786586fc260
jetty	servlet-api	2.5-6.0.0rc2	-	a31f2840ff91a1440a8ee05a4b1cc1e6fe81c120
jetty	servlet-api	2.5-6.0.0rc3	-	bf23eabb6bab51b37454d77b5b3fe5adfa0ac325
jetty	servlet-api	2.5-6.0.0rc4	-	2d484cbd45ac8243274864f1a4784885054874df
jetty	servlet-api	2.5-6.0.1	-	c4e2a06894565ffea0ac2b401877d031f8d869eb
jetty	servlet-api	2.5-6.0.2	-	8551dbd51502bef04dd534c37dae68e7e35b1a56
kz.greetgo.conf	greetgo.conf.jdbc	2.0.0	-	c40b498f109168c7d9323ec23002f9a4cbb24317
kz.greetgo.conf	greetgo.conf.jdbc	2.0.2	-	a83be69fcf88f397594e6e0f97ed9b09c37116df
kz.greetgo.conf	greetgo.conf.jdbc	2.0.3	-	5d256b6c7ab4e0c1e777dca20e295b3cfe04b530
kz.greetgo.conf	greetgo.conf.jdbc	2.0.4	-	e200a580b5f376cf7deddc1f8af75be1bb3b3273
kz.greetgo.conf	greetgo.conf.jdbc	2.0.5	-	e5204bf0a489819f7bca285f8b7b14674d1d38cc
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0	4.0.0-metadata	c5891eb8a090998adbf079e5ee46d665a12a3292
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-RC1	4.0.0-RC1-metadata	2bbbffb248901f1404f488eef68a669e56ff93fc
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-RC2	4.0.0-RC2-metadata	a7e172380e99d67eb34196c8bca4c2b613447d98
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-RC3	4.0.0-RC3-metadata	912a47c771a37b5e482f847bd549453775294130
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-beta1	4.0.0-beta1-metadata	7637c321b51f79184e4b24fbd47095a6184303a2
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-beta2	4.0.0-beta2-metadata	edc2984e463cd55757ce97862c97884378ea96df
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-beta3	4.0.0-beta3-metadata	baf54c11c265ddafe20c13a2654064a0c2a8e67e
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev1	4.0.0-dev1-metadata	507d1c67e44288a9afb123afef6b949dc957583a
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev10	4.0.0-dev10-metadata	06a0963e0b731016cfbf304496fa0b46b9f046a1
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev11	4.0.0-dev11-metadata	adf89fb4f692ebcf8eac1418e8604c6d2da39e6c
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev12	4.0.0-dev12-metadata	3590011c037c2ab09a9a2451e4b11e4b0dd55b7f
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev13	4.0.0-dev13-metadata	843bee52863e7e4567a7abac704c82c32185f388
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev14	4.0.0-dev14-metadata	5eab7fee353f59c069bed978ee4bf2694e062e80
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev15	4.0.0-dev15-metadata	a8ce96a72a59e0070a03555f57854d62df5ee6a4
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev16	4.0.0-dev16-metadata	c4e7a3ef2cc060e6a01c4c22048129d4ca61d825
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev17	4.0.0-dev17-metadata	37481b723444f2fb49dc57b979002d43e1988931
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev18	4.0.0-dev18-metadata	2aab92c167f5cade64be7f08f9eb746667b4cc53
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev2	4.0.0-dev2-metadata	1fe9cd857d012662678a250cee7283d5ac604f18
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev3	4.0.0-dev3-metadata	dc27dde26bfafc1be3c4dde06d43557106913a8b
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev4	4.0.0-dev4-metadata	f4e7e8a77975844e528cf5fa38967c6c3139f4fe
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev5	4.0.0-dev5-metadata	c8ba4234eea601170567dda99df85156cd05fa41
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev6	4.0.0-dev6-metadata	964932ad4745275ddac613341857a275dd532f11
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev7	4.0.0-dev7-metadata	9c1b767c7e51c1247147e976ebf8feb44654aa3b
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.0-dev9	4.0.0-dev9-metadata	22493baca73ed50f15ed66dbe0dd8a5acc80efcd
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.0.1	4.0.1-metadata	d7bff688eb5a056c3b85f079630a73755236b5e1
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.1.0	4.1.0-metadata	67a223139ca969996f4bcc7e497c314dec421cf8
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.10.0	4.10.0-metadata	288dcfe01b1a67585ed525bb737c5a6b11727d2c
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.11.0	4.11.0-metadata	4cf45f7faee5bf71e33b5ccc416648a6543eb4a0
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.11.1	4.11.1-metadata	814a250bbdb189f8d635c80e7c5b867e8b67eaa4
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.2.0	4.2.0-metadata	3ae5e93582f909821c2fed9a80741da1628d7983
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.3.0	4.3.0-metadata	2bece7fd740ed410bbbcca102e2f0fcf280d9dae
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.3.1	4.3.1-metadata	e6799cec5c075033047242d410cd0b1f9d4dd592
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.4.0	4.4.0-metadata	2cfc678d34e0eab0c25cabefba05d37e4f1c8836
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.5.0	4.5.0-metadata	1db93943414b23371cf7434e53fe6ce65f4724a6
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.6.0	4.6.0-metadata	f312b80cb11ae58b58d14a51db215d00bf76c408
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.6.1	4.6.1-metadata	19b4a48abc095dca1a6a4fb8490a9a769d1ec17d
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.7.0	4.7.0-metadata	4fd7ba99d84634220b24a038114af1e6baf76b1e
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.7.0-beta1	4.7.0-beta1-metadata	61fe569826ea6d92d4651589cf39fe3393ea14c4
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.8.0	4.8.0-metadata	41480c0dd741ca6ef437e76539641893225d513e
love.forte.simbot.common	simbot-common-apidefinition-tvosx64	4.9.0	4.9.0-metadata	2695a8441b3d180b904892bd9e113b452aeabff8
me.adaptive	adaptive-arp-lib	0.2	-	9200f8cd82ea4861f58cabe90b22678e042dcefa
me.adaptive	adaptive-arp-lib	0.9	-	44c01eea5ca9b82cbbe2b69522513a2f3b0db066
me.adaptive	adaptive-arp-lib	2.2.0	-	27349c655516add7945fbba67d8400dea504cafd
me.adaptive	adaptive-arp-lib	2.2.1	-	513e7c239987d30fae6c47aba6df892595e340be
me.adaptive	adaptive-arp-lib	2.2.10	-	2420f211ee480f2312bdc22b6377a03efea02fac
me.adaptive	adaptive-arp-lib	2.2.11	-	7de670698182f7a3e712a4c98b079740dfcbd02e
me.adaptive	adaptive-arp-lib	2.2.12	-	b3af140488cf3033a1184583c5f5d5e5174b6fa2
me.adaptive	adaptive-arp-lib	2.2.13	-	98d838dda0b0a91e46ecf40383feeaa659107979
me.adaptive	adaptive-arp-lib	2.2.14	-	32c27c36281681ed055a8da830a0d700529a0b8d
me.adaptive	adaptive-arp-lib	2.2.15	-	37967e7bf6f01023493a3c98fdf38cfecf8000e6
me.adaptive	adaptive-arp-lib	2.2.3	-	25522610d7d87e1dc4c731856662da795ee89c7b
me.adaptive	adaptive-arp-lib	2.2.4	-	678f3c53b32e4356e51c8a548682c3c42795608a
me.adaptive	adaptive-arp-lib	2.2.5	-	3eebd06139de34eabd7b1bebe56bb747f852b4ef
me.adaptive	adaptive-arp-lib	2.2.6	-	fd7ab538e327f5b1c190b383f9b41b89e6ba14eb
me.adaptive	adaptive-arp-lib	2.2.7	-	9d3c4cf502dbcc23d67c2bf1839e58d8a8aab94f
me.adaptive	adaptive-arp-lib	2.2.8	-	22f65437241243cb61ee44f6563a15e14b418a1c
me.adaptive	adaptive-arp-lib	2.2.9	-	1d02426002fde3a44470d1311efbf5ea43e5b9ab
me.magnet	rxnetty-router	0.0.1	-	177e6dd70f473b764c3d2c964f718e25b444cb78
me.marcosassuncao.servsim	servsim-core	1.0	-	14f38479363679f35afbf2846d85ebf17cb78be2
me.marcosassuncao.servsim	servsim-core	1.5	-	8f44814b21f3b4842e9bd3a38e35efd3a1916a78
me.wener.jraphql	jraphql-runtime	0.0.1	-	ee561ee76d778ccfd0c2021a4eb4d8d8fc84a2c6
me.wener.jraphql	jraphql-runtime	0.0.2	-	4eaa90d71c49aeefa21e01d801f76dd69ded8fc5
me.wener.jraphql	jraphql-runtime	0.0.3	-	68e6024be0c4a1e4a39efc9831341a9638291204
me.wener.jraphql	jraphql-runtime	0.0.4	-	e7f4aaf644b85c22dd30ea132394a0eb547b7ad6
me.wener.jraphql	jraphql-runtime	0.0.5	-	06316c7cedd48f6f6b9a9765d9561dfa79cf2326
me.wener.jraphql	jraphql-runtime	0.0.6	-	375b521f639d444e76d564685fa5d376f3115073
me.wener.jraphql	jraphql-runtime	0.0.7	-	5a19a9ddbd36e4c5b523a2f18d3d788ee5d3a057
me.wener.jraphql	jraphql-runtime	0.0.8	-	eddac38ec94ecea539864306c7ea341968fc1934
me.wener.jraphql	jraphql-runtime	0.0.9	-	2d3bf5d39cad9583ae7caf2fd9bfdfc6a2a311cf
ml.dmlc	xgboost4j_2.13	2.0.1	-	ab2cb0c9bee6eb13b05b6c8d54b8aa057e07db50
ml.dmlc	xgboost4j_2.13	2.0.2	-	0d7abe1ddff7c9f16e50737cba4c3cd17bcbeac9
ml.dmlc	xgboost4j_2.13	2.0.3	-	13a4d319d9dc96308bab4a7602365c55b302b9ea
ml.dmlc	xgboost4j_2.13	2.1.0	-	979fd40a456c139606817443b8e25a49504f988e
ml.dmlc	xgboost4j_2.13	2.1.1	-	864190a9e7df5608ef8d59aeb3474f6d591fe37a
ml.dmlc	xgboost4j_2.13	2.1.3	-	0c1ecb8c7bc7435dc2b9c50214298903254d7b23
ml.dmlc	xgboost4j_2.13	2.1.4	-	88a4547b11d91d3cbec889c54ede56872e588710
net.adamcin	snagjar-maven-plugin	0.8.0	-	a748a94931a1b6e7b0a58b0f14fcbdd62cad89fe
net.adamcin	snagjar-maven-plugin	0.8.2	-	28e726c71dad6cdb385579d0b0a6e12f846f2614
net.adamcin	snagjar-maven-plugin	1.0.0	-	a06818cc90fc832ce7cb6a1601527d3521026ecf
net.adamcin	snagjar-maven-plugin	1.2.0	-	4dc4e8bbcb161c56d2f5b856f40d7afd9e6f83fe
net.adamcin	snagjar-maven-plugin	1.3.0	-	99e88d352967ed0fd2e56acab3d818f90a8a8a53
net.adamcin	snagjar-maven-plugin	1.3.1	-	d7b6764134b4c7a4bf59babdd79e5e6635007869
net.adamcin	snagjar-maven-plugin	1.3.2	-	083990adbd70b8efb5e0f04e4e2c10a7aa2a9824
net.adamcin	snagjar-maven-plugin	1.3.3	-	d40d4a8b09b027718e1c36454593f0ab25e292c4
net.adamcin	snagjar-maven-plugin	1.3.4	-	573928c865bc022c51b3580563d364b242474671
net.alantea	socks	0.0.1	-	34b861d625a85def2fd36bc004bd548ee55dab9f
net.databinder	unfiltered-spec_2.9.1.RC1	0.4.1	-	e491c33fa12d5b15551a5903cfeb2ee629e3bb11
net.di2e.ecdr.querylanguages	cdr-keyword-querylanguage	1.1.1	-	0b2f4f0da75844b5f176deef9e6163eefbfbe61f
net.di2e.ecdr.querylanguages	cdr-keyword-querylanguage	1.1.2	-	58201da578d74f2db3893aee1415bb5041bad7ee
net.di2e.ecdr.querylanguages	cdr-keyword-querylanguage	1.1.3	-	4cf1817886c40c7aa33790a2a94c002335f93af9
net.di2e.ecdr.querylanguages	cdr-keyword-querylanguage	1.1.4	-	d50090795ceff8a33e9d49ce087575756ae44b3f
net.di2e.ecdr.querylanguages	cdr-keyword-querylanguage	1.2.0	-	9a296b776f9bccbb592be2588ea6ec6b873c4182
net.e6tech	elements-persist	1.0	-	4ad52a75340157bdd79cf6047c936183eef852b5
net.e6tech	elements-persist	1.1	-	85ceb429e43b7eb166981b102d379ef5c9b34a83
net.e6tech	elements-persist	1.1.1	-	cca89d3a3a94a840066c3ccf8e86b92ef63822ad
net.e6tech	elements-persist	1.2	-	7ad044ae6f8c26b6a000bbfa5dcecf073a5ba257
net.e6tech	elements-persist	1.2.1	-	8c760fdc36fa3d5f18e94eb946a28273f06529f5
net.e6tech	elements-persist	1.2.2	-	c8c01ae10d768983238728c1f5a5a9d647153f3f
net.e6tech	elements-persist	1.2.3	-	844b7b4a79a1de7d2fbaf3869041d6fe9b8b2ea5
net.e6tech	elements-persist	1.2.4	-	6debad376cb27c8fb348ca17583f84d9a7f2b638
net.e6tech	elements-persist	1.3.1	-	ffd724e968327da9ca46af5cb2ceaa7e3e351b9a
net.e6tech	elements-persist	1.3.2	-	d8914d60a8e34cbb9c8ae0cf1748644ea8b646bc
net.e6tech	elements-persist	1.3.3	-	b5326bf0e79c573e74b63ca789d174fccf2a9ab1
net.e6tech	elements-persist	1.3.4	-	8a88904b4554858011f86fcf23008800aa65765e
net.e6tech	elements-persist	1.3.5	-	44c3d7e7f4f041107d33bc041d69888d5073b70b
net.e6tech	elements-persist	1.4.0	-	abf0d412e26f667e58b2f16f0f5bba5c53c8021e
net.e6tech	elements-persist	1.4.1	-	2137908bb65717b22e751d3d3ee76d9fb9f29d5f
net.e6tech	elements-persist	1.5.0	-	e9cac08b9220bb6677babfe7ffb916c13071ff55
net.e6tech	elements-persist	1.5.1	-	ce3d34a1d9c5274f5076222d5f69e93292df17b7
net.e6tech	elements-persist	1.5.2	-	994b6c22a0237f00349ed2f4a2a248688f58226a
net.e6tech	elements-persist	1.5.3	-	119c287f53ce7efddad898422075341ee4056d77
net.e6tech	elements-persist	1.5.4	-	7c1238f8ee978980871ae3fd71b19b1929375dd3
net.e6tech	elements-persist	1.6.0	-	a91ea67b69d82f0af32ea08554a78be121650750
net.e6tech	elements-persist	1.6.1	-	314fa2c47bdc7160e9c4d1ccb180eaf96a49e6e5
net.e6tech	elements-persist	1.7.0	-	d6f94aed7311e9f450cf19c50705e681ed20aaa5
net.e6tech	elements-persist	1.7.1	-	6b60448a586078ba31982edd8ec166fd05d4a61d
net.e6tech	elements-persist	1.7.10	-	7e227debc23d637fae235ee24c8c2920c8e97305
net.e6tech	elements-persist	1.7.11	-	53530954696bd4fc92b3cb5a010f2a43cc27c81d
net.e6tech	elements-persist	1.7.12	-	ec0746dc5c0aabe70122293f850b2d6985259c3e
net.e6tech	elements-persist	1.7.13	-	f5a5b5fa3f3f0b2b0fcf3533bdd83ae9565b30c1
net.e6tech	elements-persist	1.7.14	-	991232ebb435fe027c9a54594d9ac33a9778dc0f
net.e6tech	elements-persist	1.7.15	-	abdc56fbb69d786b5ca52ecf283c1d1f0f66460c
net.e6tech	elements-persist	1.7.16	-	1676173b4638153b0dd1f60f620afea87d742b66
net.e6tech	elements-persist	1.7.17	-	3206a6f9433cceca492ad93ba73db926a4fafd4c
net.e6tech	elements-persist	1.7.2	-	615d447fa43440bab2989e9530a4dc04e880a151
net.e6tech	elements-persist	1.7.3	-	e6a0b93099113518dfc191d370e732b20b651d46
net.e6tech	elements-persist	1.7.4	-	ef7bceb5f9ed94f0bcfb3225ac4ee62e5f985810
net.e6tech	elements-persist	1.7.5	-	85a5b46644e3992808254d5830b6e0bf7c441029
net.e6tech	elements-persist	1.7.6	-	855db4a144dc8c9d7d684a91ec441c4b8ea25cef
net.e6tech	elements-persist	1.7.7	-	5dc9c72981fdc485ed1e9039d2d4af98c43f9832
net.e6tech	elements-persist	1.7.8	-	a6ded4f13fdb0d043ca6c1710018354945c14dcb
net.e6tech	elements-persist	1.7.9	-	24b1924f1e880b2cd693c31061f3a360824f1423
net.e6tech	elements-persist	1.8.0	-	afe020b693a8da88b7bc70a0a62dc8484b234858
net.e6tech	elements-persist	1.8.1	-	f9f0dcfd26a5829400bbe896f51bfbd5b177c969
net.e6tech	elements-persist	1.8.10	-	c097347778013aa79bfbc5b5ad3a13075304fe8e
net.e6tech	elements-persist	1.8.11	-	795628a9ebed0360a68851f05e5b2e3eb7c2a35a
net.e6tech	elements-persist	1.8.12	-	fdaaa1429a6dbed69f9dd54c78429b1c47ad5c7b
net.e6tech	elements-persist	1.8.13	-	e3189b77dabc6150b160ebd856b6bf73bc151e4f
net.e6tech	elements-persist	1.8.14	-	487d6660445029428645e93212f8550c7298ae9e
net.e6tech	elements-persist	1.8.15	-	678a2812c76d8291c1ed7ed7431f37bf78b44160
net.e6tech	elements-persist	1.8.16	-	dc6968e0f5f875e6dc377418647e3839b570c201
net.e6tech	elements-persist	1.8.17	-	f010b5521a26f15d470757fa9d20e3ed77ead0dd
net.e6tech	elements-persist	1.8.18	-	6a332edce5a269983d1fa78b1b55a6b783aef503
net.e6tech	elements-persist	1.8.19	-	ba15903adc79f6f939ecf2f6ed505976c10f6b10
net.e6tech	elements-persist	1.8.2	-	5829bb26bf2a3eacb9e6395dc0cedbc1708d3ebc
net.e6tech	elements-persist	1.8.20	-	24623eb20cd98d887d00c1044fbf8dd6e234ed6d
net.e6tech	elements-persist	1.8.21	-	32a2eff92e381cc556f3fcdd0a2c36d3a9ea07a0
net.e6tech	elements-persist	1.8.22	-	90ab1f3a97e1c872438401df9f5e69fa55f87bbb
net.e6tech	elements-persist	1.8.23	-	8b76f0e834ee7fb3059e6fa393a5e6b8e9acf30f
net.e6tech	elements-persist	1.8.24	-	3da07b95aaa93ba2b24a78aec5b6619fd9e8927e
net.e6tech	elements-persist	1.8.25	-	21131347f33990edfbc93fdbc2accd7ad69ce1da
net.e6tech	elements-persist	1.8.26	-	ba8624fa9ba23267d58cd97bd68e7965f29137b6
net.e6tech	elements-persist	1.8.27	-	4f15493b491d98f8049c291bf0195ee5b42db494
net.e6tech	elements-persist	1.8.3	-	6c4209b2d6dc3253ac6a732ba281c3e7e4cc7cc1
net.e6tech	elements-persist	1.8.4	-	de348fce4e241b1a6e62e9e34538edcac8c03c8d
net.e6tech	elements-persist	1.8.5	-	808833935b3302f435df59a8a32e5c793804ca14
net.e6tech	elements-persist	1.8.6	-	37bb7b094a358ec9e29b9e241cb1bc36ae4b0c26
net.e6tech	elements-persist	1.8.7	-	aa07f5e92169ec507b56c60c85d9978534afc0f7
net.e6tech	elements-persist	1.8.8	-	96a5ab198e8c54b81b0e66b8b4a00ed831c6c2be
net.e6tech	elements-persist	1.8.9	-	e906ccb4840b93d7923352e9e88e90b79ac0ec1f
net.e6tech	elements-persist	1.9.0	-	613dc59f2b034105952d83a7a4849f41416e067c
net.e6tech	elements-persist	1.9.1	-	c1bc1b84ab5c0fc3657ed36da36e268698d17f4e
net.e6tech	elements-persist	1.9.2	-	00271005cf2db7fad4a5a012973a7d685958646e
net.e6tech	elements-persist	1.9.3	-	28d1f136c6ec018fb450c44803ebd0c868168a90
net.e6tech	elements-persist	1.9.4	-	83a3bb24c708b9d521e7b39cfbd8f4a7096201e0
net.e6tech	elements-persist	1.9.5	-	9ab5746b38aac9b9d9ab8025c0311b22980f9c2b
net.e6tech	elements-persist	1.9.6	-	d1c2b275ff4557f2da5a1e92dd0d301b0254a5a1
