be.vlaanderen.informatievlaanderen.ldes.ldi	ldi-core	2.12.0		N/A
io.ktor	ktor-serialization-iosarm64	2.3.0		60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-serialization-iosarm64	2.3.0	metadata	1a93dfb7e0f1cb1ea5ce15fd8cf466848693c640
io.ktor	ktor-serialization-iosarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-serialization-iosarm64	2.3.1	metadata	e9f47219440ed5d2c6c1b4fb4113c28d1b838b9e
io.ktor	ktor-serialization-iosarm64	2.3.10		d02db8ead51f45175fa280556aa5ae4455462146
io.ktor	ktor-serialization-iosarm64	2.3.10	metadata	f32fb2213d045230126714d1a38779f8b63eeafa
io.ktor	ktor-serialization-iosarm64	2.3.11		392cc57eb2e9d7f78bcf09482fc2928770538263
io.ktor	ktor-serialization-iosarm64	2.3.11	metadata	baa18abe07f5f2724937521b75db1a8d67aae49f
io.ktor	ktor-serialization-iosarm64	2.3.12		3f637be20ded17016d9abb0230844c5541bbc5cb
io.ktor	ktor-serialization-iosarm64	2.3.12	metadata	ff9f77cd670710419099a5a93d46eabf539e006b
io.ktor	ktor-serialization-iosarm64	2.3.13		79c8d374b6f4746f5ee9aca75fa5d174afaa6f61
io.ktor	ktor-serialization-iosarm64	2.3.13	metadata	c6e5a0d606cfb59c0181cefc86325bbbac37becd
io.ktor	ktor-serialization-iosarm64	2.3.2		618d24b1eccdf3d02a0f74e868fbaccc0b891c94
io.ktor	ktor-serialization-iosarm64	2.3.2	metadata	b82a576b439d7f2aada7a17631ce7c14692a4105
io.ktor	ktor-serialization-iosarm64	2.3.3		addac3b5f50942cf4a2d24b8c7e1b2ba0d63125f
io.ktor	ktor-serialization-iosarm64	2.3.3	metadata	4c958b103be9f5e7d9802855789871ec2976c33f
io.ktor	ktor-serialization-iosarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-serialization-iosarm64	2.3.4	metadata	271fe8568e82a66215d477b9b996e60263f51deb
io.ktor	ktor-serialization-iosarm64	2.3.5		63c5503cc59218bc46a9825dd9b793538e341745
io.ktor	ktor-serialization-iosarm64	2.3.5	metadata	9964e6f1ddf1410bb744123c6b18519c82ed7382
io.ktor	ktor-serialization-iosarm64	2.3.6		c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-serialization-iosarm64	2.3.6	metadata	7e1e7f13e4f7906e09501be5bb1608c8e2787ff0
io.ktor	ktor-serialization-iosarm64	2.3.7		59e739c7bfda9df6ae4ce2b388ffb0533950165d
io.ktor	ktor-serialization-iosarm64	2.3.7	metadata	030cc05c4bd8173050273aa5c7a2e6251160a98a
io.ktor	ktor-serialization-iosarm64	2.3.8		30a68e5cede1fcc9bfc6b38c704b6f6f11a8ad94
io.ktor	ktor-serialization-iosarm64	2.3.8	metadata	3f9b62b88997de5d3331d9c59723487b345820c3
io.ktor	ktor-serialization-iosarm64	2.3.9		b693ea2102f9c4cc8225d37950a60c380bc9ce41
io.ktor	ktor-serialization-iosarm64	2.3.9	metadata	18598ffd5aa97d57df36c0ccc371a3ae67884d8f
io.ktor	ktor-serialization-iosarm64	3.0.0		edb6ff477b69461a4ea93ca9489885c076883431
io.ktor	ktor-serialization-iosarm64	3.0.0	metadata	dbb662d8603a81de5efcd4dc09ca020ad8e4d5a7
io.ktor	ktor-serialization-iosarm64	3.0.0-beta-1		ca02d0ec7d31c96ca772521922c92628160f0aeb
io.ktor	ktor-serialization-iosarm64	3.0.0-beta-1	metadata	4b7a12717b24327fcd5ffc1558d463a4e34faef8
io.ktor	ktor-serialization-iosarm64	3.0.0-beta-2		23739035f7bec53f5610b3dd5db18979dde0a05f
io.ktor	ktor-serialization-iosarm64	3.0.0-beta-2	metadata	dfcc300e416e785151cc45136213ce107a6d5a31
io.ktor	ktor-serialization-iosarm64	3.0.0-rc-1		2b53524bcaf65c64a74cbc04a4880e40507b37cb
io.ktor	ktor-serialization-iosarm64	3.0.0-rc-1	metadata	78e1dd38488236cfa16f0c4acd6f9337a37fc131
io.ktor	ktor-serialization-iosarm64	3.0.0-rc-2		c5a97c4d8340633aa2122f5b97b2de14ae0893da
io.ktor	ktor-serialization-iosarm64	3.0.0-rc-2	metadata	6dfe8b262bf5e9adb4a17f5c2955243234e15aa3
io.ktor	ktor-serialization-iosarm64	3.0.1		310cd117b16b72183b8079284843453fafe36949
io.ktor	ktor-serialization-iosarm64	3.0.1	metadata	1ff6bc98b4ce8a152d408e89802b61e250939f4c
io.ktor	ktor-serialization-iosarm64	3.0.2		13d961bf34903a0f9d9c0b268690722e1c4a908c
io.ktor	ktor-serialization-iosarm64	3.0.2	metadata	10d70553eb0c871e9828910867ed84cbdfa8fd8e
io.ktor	ktor-serialization-iosarm64	3.0.3		78090417e879b83baec4c6f0b22ca6252514ce96
io.ktor	ktor-serialization-iosarm64	3.0.3	metadata	6a5a7f24934ab750a6638361216109a23a0cdc73
io.ktor	ktor-serialization-iosarm64	3.1.0		541569948b16b65a1b904a7cc39513767126ab18
io.ktor	ktor-serialization-iosarm64	3.1.0	metadata	82e66edae5e1853d8f807b4f593c30190aa10f96
io.ktor	ktor-serialization-iosarm64	3.1.1		13febf37c908174264301a488702a8d50dc46ffc
io.ktor	ktor-serialization-iosarm64	3.1.1	metadata	02d7cff904050e7da0060aedd56a0f1c23ec8aba
io.ktor	ktor-serialization-iosarm64	3.1.2		f22d34df8cedce1d674308283698c9d454aa54dc
io.ktor	ktor-serialization-iosarm64	3.1.2	metadata	d4164cd6edefc66bd213d04a86be1b89f56dcdc1
io.permazen	permazen-kv-leveldb	4.0.0		432e039ba483238da62256ca1ed7411def05386d
io.permazen	permazen-kv-leveldb	4.0.1		4c2043de782f3cbe4b877a70381bb9f4548767f5
io.permazen	permazen-kv-leveldb	4.0.2		109fd1d603bc6dd8fa779c5ef1573fa5cb383b71
io.permazen	permazen-kv-leveldb	4.0.3		9275315c490ef89aed18ccab16c132f99b064aa4
io.permazen	permazen-kv-leveldb	4.1.0		3d18a6270b14eea49f1b693087783ede43ba322c
io.permazen	permazen-kv-leveldb	4.1.1		88944b970d8b3d65d16e7b8df4a9d829899e3fa9
io.permazen	permazen-kv-leveldb	4.1.2		2c6cb57fad59ddba4c1436322d295a0772c361d8
io.permazen	permazen-kv-leveldb	4.1.3		e5d1bbee9a39e678f0774e6a8072318a51e1e3e5
io.permazen	permazen-kv-leveldb	4.1.4		5994cac04ca696774c0396a0187cb1583180dd78
io.permazen	permazen-kv-leveldb	4.1.5		f6e073dd9646679d7df459c3e94a42d61c279516
io.permazen	permazen-kv-leveldb	4.1.6		8714e7e07fef0563827aa00acbbec6e716d714bc
io.permazen	permazen-kv-leveldb	4.1.7		fb4e70743dcfadc1f8520bbc43070419427b4ef9
io.permazen	permazen-kv-leveldb	4.1.8		dea7146d25686ff17e60227501820f359cbba35d
io.permazen	permazen-kv-leveldb	4.1.9		a77fe696ac14e5cbf022f0564fd3b7842f92dca2
io.permazen	permazen-kv-leveldb	4.2.0		cf600742aa2538082146b0aa32796d380cf9921a
io.permazen	permazen-kv-leveldb	5.0.0		21bd659f442a4858e3ead760ae21a9d583413db1
io.permazen	permazen-kv-leveldb	5.1.0		527164ae9b00e8bd6b3028757553bb6a5a664588
io.smallrye.testing	smallrye-testing-bom-tck	1.1.0		N/A
io.smallrye.testing	smallrye-testing-bom-tck	1.2.0		N/A
io.smallrye.testing	smallrye-testing-bom-tck	2.1.0		N/A
io.smallrye.testing	smallrye-testing-bom-tck	2.2.0		N/A
io.smallrye.testing	smallrye-testing-bom-tck	2.3.0		N/A
io.smallrye.testing	smallrye-testing-bom-tck	2.3.1		N/A
io.tracee.contextlogger	contextlogger-provider-api	0.6.0		9d87f78fb039d14921afd4c8e4dcbdf08e777ae0
ir.msob.jima.crud	crud-api-grpc-service	1.1.10		a180853e4b5a287097ae54d0aab04685feb98816
ir.msob.jima.crud	crud-api-grpc-service	1.1.9		1ae194ed660eaae84255eceff55fe318eb5fed50
ir.msob.jima.crud	crud-api-grpc-service	1.3.0		c01724b20bf94902efa1b1be1ef5b0d46fb69ed5
love.forte.simple-robot	component-ding	2.0.0-ALPHA.10		b6af090c68f8243b220c7e444c35f0f29c8d9c6c
love.forte.simple-robot	component-ding	2.0.0-ALPHA.11		2b5d5c2d4b39029653c76938c3805782cdb77000
love.forte.simple-robot	component-ding	2.0.0-ALPHA.12		4676582c3e1e160bed594927d18f288749ddf92e
love.forte.simple-robot	component-ding	2.0.0-ALPHA.4		745bf13023597dc86aff21ae94a09f3ab33bc9fc
love.forte.simple-robot	component-ding	2.0.0-ALPHA.5		6c65e55b2ab0ba0eced9ec31d9d2e77b259b922a
love.forte.simple-robot	component-ding	2.0.0-ALPHA.6		90710a2d5e21d8b7b3366e4e0c35724b7079cf2a
love.forte.simple-robot	component-ding	2.0.0-ALPHA.7		69b432ea7b574e814d6b21a241d9c4c20d443444
love.forte.simple-robot	component-ding	2.0.0-ALPHA.8		a6696788d737cfe8d60391e464733641bd4464f0
love.forte.simple-robot	component-ding	2.0.0-ALPHA.9		597977293938da8529d0cd5c2d384e4f27ee632d
love.forte.simple-robot	component-ding	2.0.0-BETA.1		37e8d54e10a44b8af7cf801a070783c033492e33
love.forte.simple-robot	component-ding	2.0.0-BETA.2		06871220780d3e0dad2ec494f11a147064ec97a5
love.forte.simple-robot	component-ding	2.0.0-BETA.3		6baf505dece73417b031838b868b000b622117ad
love.forte.simple-robot	component-ding	2.0.0-BETA.4		c9f20dea93520e0360b241c76020922a4d9b1f31
love.forte.simple-robot	component-ding	2.0.0-BETA.5		de415f983dc24ae8a1e9e8846d5faa2227b2efa8
love.forte.simple-robot	component-ding	2.0.0-BETA.6		ded0b680084bd650502b79e8c4eb00c8bb7f6852
love.forte.simple-robot	component-ding	2.0.0-BETA.7		99c136e2cbe9c4fd89b6f40d0f06374f75111a8b
love.forte.simple-robot	component-ding	2.0.0-BETA.8		ab3bfc035a9584600e253d7c429d7b4742fa35cc
love.forte.simple-robot	component-ding	2.0.0-RC.1		019c607ae130ace66dc52e162fcf07700982255d
love.forte.simple-robot	component-ding	2.0.0-RC.2		3046ff345faa0af7c49010c575d910de0342162b
net.ishtanzar.java.drupal	jdrumipa	1.0		8db18b04310981e3cc7810675bd5f476ace67e17
net.orandja.kt	stylized-iosarm64	0.0.1		N/A
net.orandja.kt	stylized-iosarm64	0.0.1	metadata	687422f3c968370e18b3bca3aefa6ef67b255ea3
net.sourceforge.mydoggy	mydoggy-itest	1.4.2		ec248a05de9d8988b8a9094cb0b15e376fac4a0a
org.aksw.sparqlify	obda-api-sml	0.8.4		6c20376f9714c2bbab4728ac504425902178787b
org.aksw.sparqlify	obda-api-sml	0.8.5		ab6bbf4a548350aee8ceaad42e620f5b0115fe92
org.aksw.sparqlify	obda-api-sml	0.8.6		c6df74180486f6796bb627d104922441e1d978a7
org.aksw.sparqlify	obda-api-sml	0.8.7		cc999333c16dce66dc50850f4df2b7852c5237ad
org.aksw.sparqlify	obda-api-sml	0.8.8		9bee4775659b8d4eddaaef751e181e3345b31280
org.aksw.sparqlify	obda-api-sml	0.8.9		45c6a3a391659d626aa7748665e2a43eb53a8762
org.aksw.sparqlify	obda-api-sml	0.9.0		ec717bf85b79febcbb8466860caec9c537ab6273
org.aksw.sparqlify	obda-api-sml	0.9.1		e73b0d8ff49e8cd540523e7e45939fc47554dd79
org.aksw.sparqlify	obda-api-sml	0.9.6		fa45c9fcdc8449d965ea151a8885a757fe4d29c8
org.aksw.sparqlify	obda-api-sml	0.9.8		f858ce9f8bba6c0c3f6d98988dddea772d212aa6
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.0.0		ef4ad611b734cf9cec81cb06d9f4763ce6bc34ec
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.0.0-CR2		2964d4779e6241983b1fca17d2c5e00fefedf18d
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.0.0-CR3		4cde1d79b0e8ef0127dcf5100c8e49a3590760e9
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.0.0-M3		ddabd60f19d95fdc514c2794ace65aeeaf1a7b3b
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.0.0-M4		f4839b210f5bdc49d85d1268bf596b875a2662be
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.0.0-M5		cdc0c7a17fa496e1644d03e7263e55a7647da6ce
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.0.0-M6		ed11e2900bbfc4a90efc8b87a09239cbf01f74ec
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.0.0-M7		30fffa5e686479194b05a0a1327ce3cbe6ce7bb6
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.0.1		e8e0d86d9205b5b9c457f17e4e44d3484ba3481f
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.1.0		98f8f4ea89c4bbbbfb510e8ade039f778dd68395
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.2.0		8953a96f06cc1ad64d29c1cb9ec23db374583c8d
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.3.0		ef11148320b1fa190ed90d92f61a89f05c57e289
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.4.0		24a9858b2b9e275c1814ef9b0f62cb2567d1aa92
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.5.0		711b67b3f172fcf28ac26b97482866400aac88a7
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.6.0		a9227304e6b17eb68e99566ea59d54471f973372
org.apache.camel.quarkus	camel-quarkus-aws-lambda	1.7.0		424633e520824cbadb70e6d5e5b70dd0bbbf0e55
org.apache.eventmesh	eventmesh-meta-etcd	1.10.0-release		7687605bad3b494d42a4dec1eda5a4b2ea20a415
org.apache.eventmesh	eventmesh-meta-etcd	1.11.0-release		bdd340eccb95870d5f2a98cb49eba33787e91b19
org.apache.hadoop	hadoop-aliyun	2.10.0		42826aee7f5a59846af8095c99942439ca63aff9
org.apache.hadoop	hadoop-aliyun	2.10.1		cc9eb060d1aacd0df2c1a91b405f08aed17d1614
org.apache.hadoop	hadoop-aliyun	2.10.2		aeb99964df2d558aa7265251f6f210cfc05663c0
org.apache.hadoop	hadoop-aliyun	2.9.1		30deca8b4263418fb18fcbc1965cb0d49ba233cb
org.apache.hadoop	hadoop-aliyun	2.9.2		1dcfe04a181f49ad5c9f5246f44c08a634d31d78
org.apache.hadoop	hadoop-aliyun	3.0.0		973a06c3d51898a6a8d5da9aa02da6ac0d1437e7
org.apache.hadoop	hadoop-aliyun	3.0.0-alpha2		4992363443d2176637f1105ba06681e52371f2ab
org.apache.hadoop	hadoop-aliyun	3.0.0-alpha3		0cb5602ae7a39ba05175a1d203be4f22b63c3c21
org.apache.hadoop	hadoop-aliyun	3.0.0-alpha4		02eaa48f2706bfcb244b39af0f4d6191b1b8d7cc
org.apache.hadoop	hadoop-aliyun	3.0.0-beta1		a8fcdf9393998084c289009b9ff967a4592b2f55
org.apache.hadoop	hadoop-aliyun	3.0.1		4ef75797711c89d56b7eb455b462e16830ee15fc
org.apache.hadoop	hadoop-aliyun	3.0.2		d0f23b97adf899c484811c2aa2afb4f3c969112d
org.apache.hadoop	hadoop-aliyun	3.0.3		0dbe9fb017299e708c3545337da6fd5569944c28
org.apache.hadoop	hadoop-aliyun	3.1.0		6e52aa6a4dd192604ecbf8e7493121d11e3283c8
org.apache.hadoop	hadoop-aliyun	3.1.1		5955d6cbc23cdcc2d0b514d516f0dc27dcc9d1f4
org.apache.hadoop	hadoop-aliyun	3.1.2		3afbecd4f0641fcbcd1e812b5dd4d83eb368b97b
org.apache.hadoop	hadoop-aliyun	3.1.3		330053df10ebb8c135b197ee91aa89684c2a0f07
org.apache.hadoop	hadoop-aliyun	3.1.4		ee107adc9966f08cb3ecf54dc6cebbab2f1efb22
org.apache.hadoop	hadoop-aliyun	3.2.0		7ac5519d1785a1f4afcfae96a89f3b323dd8c653
org.apache.hadoop	hadoop-aliyun	3.2.1		a150224e7ff14c4e47291a5c0aacd0ed384bd196
org.apache.hadoop	hadoop-aliyun	3.2.2		06a34907271ec757f6899e24d449f4a6df2d2363
org.apache.hadoop	hadoop-aliyun	3.2.3		63fd5e3e01f42200fff9667192c5f28550c1a56a
org.apache.hadoop	hadoop-aliyun	3.2.4		ee29dac65d642745f06da75aa844966c97dcc3ab
org.apache.hadoop	hadoop-aliyun	3.3.0		76bc40f4d15c45bdc5155b7f7f9075dc67637cb4
org.apache.hadoop	hadoop-aliyun	3.3.1		a240155d57c75770af95fc5d9258e11dc3c1560e
org.apache.hadoop	hadoop-aliyun	3.3.2		6ad31814cf626d4152998bcad63838c42ff44dec
org.apache.hadoop	hadoop-aliyun	3.3.3		7d69a6c413c6560a1dac67398684b2d38a518c8b
org.apache.hadoop	hadoop-aliyun	3.3.4		1288d41ccab9cf0aef05549f1ac72ea80d515429
org.apache.hadoop	hadoop-aliyun	3.3.5		3fda6d27c3361a9ca8b9fa86852c34edc7e5c63c
org.apache.hadoop	hadoop-aliyun	3.3.6		fe366fdf77f83f33f55cb8fadb52337ac2eb2434
org.apache.hadoop	hadoop-aliyun	3.4.0		2bf2616789c20498bb590dd639a2804ad249c36a
org.apache.hadoop	hadoop-aliyun	3.4.1		9e7ad22e0b1d426039458576a8d347cc5ebdd930
org.apache.hop	hop-transform-sortedmerge	2.10.0		304a04023bef02f286ca091129a7bd6345080c75
org.apache.hop	hop-transform-sortedmerge	2.11.0		879738ac2ffc901e3effdf7836ca58a32f8c148d
org.apache.hop	hop-transform-sortedmerge	2.12.0		cc32606e1cf0305363e472596eef22e52db14b60
org.apache.hop	hop-transform-sortedmerge	2.13.0		dbfc8115b5c486783c96b3f0d40bb3de039ce4e9
org.apache.hop	hop-transform-sortedmerge	2.2.0		9d9b87f253669c7caf10a7cabf9742a0f80514ec
org.apache.hop	hop-transform-sortedmerge	2.3.0		55544fe3052533e31e830f807b3a685578f103a1
org.apache.hop	hop-transform-sortedmerge	2.4.0		f49822703928b68110016fb89103a3f370c662d7
org.apache.hop	hop-transform-sortedmerge	2.5.0		8d07a429d79435c59b36c183f18224907f452704
org.apache.hop	hop-transform-sortedmerge	2.6.0		0f98997bf86e151ffec62460a580ebdab63e241a
org.apache.hop	hop-transform-sortedmerge	2.7.0		f04714e64206d66c058404d15b5e5d6099101aba
org.apache.hop	hop-transform-sortedmerge	2.8.0		067e0f36d752dbf08a954943060bd65b30c7ae2f
org.apache.hop	hop-transform-sortedmerge	2.9.0		09593d1f3b5f4267b08bb805ae8d6d016b11b112
org.apache.hudi	hudi-spark_2.13	0.15.0		f2b494ef41fd5f13a63276c81ea59842aadaaddb
org.apache.hudi	hudi-spark_2.13	1.0.0		e85483f05684fff6c11296da79f033578a7ea49e
org.apache.hudi	hudi-spark_2.13	1.0.0-beta2		4106605ec05b1d4aa28ba50e384d8527829ce887
org.apache.hudi	hudi-spark_2.13	1.0.1		7372297df59829132f617ea533eaaaf457891298
org.apache.hudi	hudi-spark_2.13	1.0.2		d8bc22503860c5da824c45fa5db5ddc3de6fedcc
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.3.0		22e355f859376f469d386bdfba936503c4ea1713
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.3.10		7fb8b1d4026172a51eb38a723930d0a80835b181
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.3.12		4bb2cb2d6d59e1130ebba276534d4bdc352b17b2
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.3.14		c3614f4ec3e51f185b546fbb9f58fff4edb6d99c
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.3.16		985ea38a4fd63dcfcc465fe30708fd60bc47e0da
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.3.18		46cfe7b6414cf5eb0d8213581c46c8863d65d0de
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.3.2		dfea3dff31000f5a2b5eec97d040de83caf8b71a
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.3.4		eacd94869dcdee45360eaa0c951838ac1afd5722
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.3.6		ce392c8e4c36c080d7669936d289cc7035e32f95
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.3.8		b4180c3f675dc7e5b954af5ed00e36a7a562c746
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.4.0		37bda37380e3522cc8337db5964f831b903a2dd1
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.5.0		88aa1f4df0563e08b98fcdcbe18e7dfa4d61e8d2
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.6.0		b1e6742596ee1c4c34881ac2cd8bf802769b757b
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.6.2		98b445c553347242bbd7dd3886f6152999a34385
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	2.7.0		edd496de0420ca632ab675ab9c581ba070fb3799
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.0.0		ae107b3e2943ddd2a3490fc24bcacb0ebf774a5b
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.0.2		ce36b42f0ddeba34d90ee5def3798ba5f91a6b65
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.1.0		5e080d67c84ed3520a44ee5d29922e8063fc20e9
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.1.2		177f51d57983ec91472fa13a44515f75f1d1aa2a
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.2.0		b2296e297c5d94b5ab5bcc5431d614f251678ad1
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.2.2		0fd6e7136d6163372a5e1ea3854195f0b8b459e7
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.3.0		1b3122cb382b2f4e29762cc0240f71b9dab7cd2e
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.3.2		1ce3fb1a231dcfe73158f91361dc96710c0ac51d
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.4.0		6916dc2e820ec21abed26e4df5b33c976013e9f2
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.4.10		f9cab395834b4b31e68f1bced45213416c1cb8ca
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.4.12		2441690b66e5500f1503b802cde9f0065f839e3e
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.4.14		d5d23e7a132ecb41ad7fe6de4e6a4685014e53af
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.4.16		09d4e91d7f7703a01ee09407fe225abcd94d8cb3
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.4.18		c4543a021998b53aa61431fe3e2bd18facc807b4
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.4.2		5d2524feef5fab3b5a959542d53b713377cdd09d
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.4.4		ad5d2ee24c047868064a27b0bd6cd92db97a85d7
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.4.6		561ce5eff86dd5648fdb923bc637734044710522
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.4.8		14dcfd024b1e142e20d9efbb1f74846a301c672f
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.5.0		69359aaf602a930fabf45ab5c318eb8109f264c6
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.5.2		6278132a2f87a88bfc17b2dd9badd41f92d5d917
org.apache.sling	org.apache.sling.testing.sling-mock.junit5	3.5.4		bf0b8e10a3f17f52f89702a9cf9d416e09ebbc7d
org.atmosphere.samples	atmosphere-annotation-pubsub	0.9.4		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	0.9.5		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	0.9.6		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	0.9.7		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.0		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.0.RC1		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.0.beta1		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.0.beta2		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.0.beta2a		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.0.beta3		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.0.beta4		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.0.beta5		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.1		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.10		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.11		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.12		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.13		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.14		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.15		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.16		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.17		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.18		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.19		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.2		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.3		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.4		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.5		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.6		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.7		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.8		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.0.9		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.1.0.RC1		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.1.0.RC2		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.1.0.RC3		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.1.0.RC4		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.1.0.beta1		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.1.0.beta2		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	1.1.0.beta3		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.0.0		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.0.0.RC1		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.0.0.RC2		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.0.0.RC3		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.0.0.RC4		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.0.1		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.0.3		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.0.4		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.0.5		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.0.6		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.0.7		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.0.8		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.1.0		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.1.0-RC2		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.1.1		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.1.2		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.1.3		N/A
org.atmosphere.samples	atmosphere-annotation-pubsub	2.1.4		N/A
