ai.x	safe_2.11	0.1.0		04dface0537f95aeeb8a0425eb2cd0a6b513921d
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	1.0.4		16dc61c264deff1a9d3fcbf330a6f90e200b550f
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	1.0.5		3b1de0477547bf2fdcd19bb2154e7545d533c80b
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	1.0.6		23b7bad7e9233ebe973930390e15afb87aae47a2
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	1.0.7		5d17a521d517194b3aef9e29a75acf8d6c3ed647
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	1.0.8		735d9ff1c3113625222ffeed0c14c0a39a64792f
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	1.0.9		f52dc3ab7aaaa6a52adf756e1ac65c9d5d243759
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	1.1.0		4046d2c4b9e5dd320a48499fc94e178fe30f4ea7
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	1.1.1		c1ac911aab30aac56eabb52da0ad8bf7ff797ba3
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	1.2.0		9627df9682a4186e10122aa5dfc5649d1144111a
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	1.3.0		8dd4b6e0f9ace117076fed22ff66899a3a979ba6
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	1.3.1		e11769bfaefc9c394a843198878357cca9d7825d
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	1.3.2		59aca84f80fe36318c8f9fff04c4c63754742f38
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	2.0.0		9dd888cdea8d26d17650a136a547e23c83c63815
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	2.0.1		d16164fbff19f4b12627966452d354bfb83dc625
com.societegenerale.ci-droid.tasks-consumer	ci-droid-tasks-consumer-services	2.1.0		e0ede8c765b20a1952473e4e980ee28a04620750
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0		0f3604b57c179ae695daa322361a1f33e4c51e2e
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-M13		d426f166a3fef92681a5297f67343d5070bbdb3c
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-M14		8d1b730e433a7789075de3db014a3a1e00374acc
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-M16		618dcfdfd9be0ac320839b6d8a241d392691c441
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-M17		32b940e7e05f726e336d069376d07c047aaf34a9
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-M18		7168fd5d16592b193caff8e28948543003cc283f
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-M19		cc7b85d0a53ab586ea98c250cf0def861534f802
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-M20		547378c88b1680df55170a619f39f520cfc6318c
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-M21		6e0bf56c6eaa7666e617df226976693a703b0d09
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-M22		b7ca713a0a6cdda354f324cd7798896487925289
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-M24		47f74194ef5303987043b112189dc26fc8a39925
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-M25		aeba6470ee5185165d5b9a0b0782b43b53c26cae
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-M26		f12da889e38845775d68eb23bb203614d519f381
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-RC1		ace02ec805ba400a254844635d10d795b388ccdd
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-RC2		ede3cf0e9b276b925189f388ab956c661fb1b029
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-RC3		ea14d6e2b975830090e2bf55b2b75e8ed8ca0159
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.0-RC4		350332b3bfe0fc94eed23f9ccfbae5163a34330b
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.1		c78e27865399c2f68d61beeac2b87872cfb1daef
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.2		b3741bcf356c7c1e98a1bd7622b6ea7df7dedcb4
com.softwaremill.sttp.client4	json-common_native0.5_2.13	4.0.3		f75527e73e95532571c7c790a936ffa2c6c98fe2
com.threeleaf	random4test	1.0.0		af4583d17c7dce9cfaa2bcd2025fecd25c99beed
com.threeleaf	random4test	1.0.1		3f2e67d894e152f41dad2150c1c4b1a2c20914da
com.threeleaf	random4test	1.0.2		92bbcc6c9f528c4e88de50021e9dd56323bbc0c8
com.threeleaf	random4test	1.0.3		1119401b94cf54dd67dbc391ae95b4474d8991f1
com.threeleaf	random4test	1.0.4		18268e9fceac0b98e0937688ec787d13204f9b73
com.threeleaf	random4test	1.0.5		a17d34ba3abbe67933312f981a8713288b042ea6
com.threeleaf	random4test	1.1.0		1fdc53bb2c52cadf38483795c49ed8a18f998cfe
com.threeleaf	random4test	2.0.0		5cf939d72dcc3a4c4ce7274461a244261ef30134
com.threeleaf	random4test	3.0.0		7d52b0e19988057cc1e8997b4a7cb8618a0ef9a2
com.threeleaf	random4test	3.1.0		d7eb406012c9f257a25954a548fe7f4a317195c4
com.threeleaf	random4test	4.0.0		9a9c189f7e1217e22af7b3dea04b58dc054aeb3f
com.threeleaf	random4test	4.0.1		a07c8bdf7696a031b90d5eba87e809d4c115bb4f
com.threeleaf	random4test	4.0.2		d147eca5a07dd01ef3c7b840e6cf8ce37455f864
com.threeleaf	random4test	4.0.3		f2bbd4e3cdbcc8640bc32e28b2d0dc4bcf801258
com.threeleaf	random4test	4.0.5		521f9d084af1a9475086491612140d2319520c7e
com.threeleaf	random4test	5.0.0		89579f04c83781d988e2c504fa7cd2fdf0092ac6
com.threeleaf	random4test	5.0.1		bb400996229cdd07b2da9ffd13f59a01eef1c7f6
com.walterjwhite.java.modules.shell	api	0.0.17		N/A
com.xiongyingqi	simplify-platform	1.0		a4bffc7d5e73ab1a5aa43bf68bf9e965e2c40de5
com.xiongyingqi	simplify-platform	1.1		e2158bc6f1a7cfbb77de5457bcb028f174a78557
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.0.0		338eeaeeeb701e6b4c55ecf6eaaebab06e90ae5b
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.0.1		0dcd35cd4317636da5363dfcb3d6f631e95c5ff1
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.0.10		88f2909c3f8f8288c216d4d93cd0fc35f03fbc2b
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.0.11		13fb78e0f0f3a0bbfa1e488a9c0c3591e570e3a3
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.0.12		bd81ac7eefdaf6597d30f2fe6af02c37f4403dc4
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.0.13		f25707b4ca069a31620be0e94569085a742c548a
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.0.2		fe5cd3800e5b3fc961a9782b2959fddd79e6b55a
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.0.3		ded8fb7d0a5b08109a3ab2e3b4df2eb6371572fa
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.0.4		e06d3d7fb6fc313f29266da527389a66d34f50de
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.0.5		0151b847fc48df074d835e5985aaf3cacd341a12
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.0.6		48fe1e5e72b2c313734cf0054d9c6212e9a3731a
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.0.7		d92ae66f982fa87f696cd2848ecab40088d9e33a
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.0.8		bd7d806302b2fe057c4a3269ae95bc8a40a34d74
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.0.9		056f4b2a68ad64fcadfe4be3bd5b0be07b1f69d1
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.1.0		a0b6ba0d9231e657085c1d3ff2994786f62e25dc
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.1.1		6e811772478bef595b7b057e31b61f2d3cd1d737
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.1.2		4d500bbaf72f2efe8c86b388850bf44e91ecc604
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.1.3		c197a6cd92078497c8759bb443001e593c453adb
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.1.4		73da3a69d56929583d20c9049745efff06004825
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.1.5		4b5495119c8e3689efc4c880edae06c47be96d12
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.2.0		4caecc7b9f69e462f9fbdee3df7d14883b1dd4b9
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.2.1		eeae77535f0435a938d4548916594273fd5c1fd9
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.2.2		4ff2d7cda7f0ff277653e26de3e84ddfb912683b
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.2.3		f8d453a12bd52f10cedcc08e2ad3c85834e1eb45
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.2.4		3a357fd47455ed58c391023de1c54e5ee44371bd
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.3.0		cd1d1c543c7da158595fd9943fa6c61137a0db4a
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.3.1		fcc62c7c62922fa647e0f9829a7956c4a9d8c52b
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.3.2		8cbef7e68edda4f8810192131f89e251e870b0f0
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.3.3		87b1605d369e98f0d7e91f61eb556c4003128e3e
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.3.4		0262936c7b30bdfd4005911f04a82dad64105097
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.4.0		ccfdca7dab2d92f46cd7892ffbe3622e8c8d3703
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.4.1		dc0d9010dfb4e1e02fd440f6967398d67fa6c7d8
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.4.2		cfc0870ab6c47dcee543349dabfd31bdbbf4df04
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.4.3		4c26b90a299d34e5440e3ce51a8bd9bb69704908
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.4.4		c77ebde138aeef521cc98a5d6e956ba2fa014bd4
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.4.5		8a6ed58a56e24b4e2da251431def5154a58439f8
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.4.6		dbda816cf555ad2db98abd47edbb7da7865b8c90
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.4.7		530f1fb81b97c08cf174d059b1c14ed2ad46cb0d
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.4.8		6e05f88fdc5d86d432b58d73baffe9d9670c0f7a
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.5.0		be4732cc0763c4e7bf11289931a576d327316841
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.5.1		172828ac5934dd07ec73edc2d8dee685cec2fda7
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.5.2		96ba0b95da1d6540cc51fa7a1b1d7bdce5c8062c
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.5.3		918709d5195199ec071c2c1d4c58e0d2c155577a
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.5.4		9f5d4291b4926ce393ab3bc832a69a0024cde550
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.5.5		385388bb0a297007fd4d2c349b5a5514b32393ce
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Plugin.Actuation	2.5.6		320cbe82fe3b2e29e1f37fe8ee00c22b81bf757f
de.otto.synapse	synapse-aws-auth	0.11.0		ec972fd351985167acd0e0c02c72bfaf603f908a
de.otto.synapse	synapse-aws-auth	0.11.1		30fb08d095f8b1b291d3e586c317dce51fce7529
de.otto.synapse	synapse-aws-auth	0.12.0		bc2fa1f5fc12fc3804adecd8bb37e7aeee6fc268
de.otto.synapse	synapse-aws-auth	0.12.1		7bc20ce20211a10229e3da5762feebb520627ea1
de.otto.synapse	synapse-aws-auth	0.12.2		905731a1d9bb127b453ca012eb8688147e165434
de.otto.synapse	synapse-aws-auth	0.13.0		122996e652d789dab84ad3fbc585b09af853433a
de.otto.synapse	synapse-aws-auth	0.14.0		3cec9cb8a97d7d6c2b2b6992762e66ef262d2042
de.otto.synapse	synapse-aws-auth	0.14.1		9294be1e3018627ab85df75ec946709d3c205909
de.otto.synapse	synapse-aws-auth	0.14.2		6f11692dac7e54c276a71611b8eaf5dc7ca98001
de.otto.synapse	synapse-aws-auth	0.14.3		e6cbcd253481a2ba488e900d293126c475da50d6
de.otto.synapse	synapse-aws-auth	0.14.4		09d2ad20d28e78cffa20b4bb48eac124370a6ac6
de.otto.synapse	synapse-aws-auth	0.14.5		6bf89b8b200f17e0f1b83d1393bdb5450416235a
de.otto.synapse	synapse-aws-auth	0.15.0		dd74fc1c7fc15e9fcc7d218c820e8386dc209416
de.otto.synapse	synapse-aws-auth	0.15.1		0466d77461586fd5010a6a23b7d9a452dfde747d
de.otto.synapse	synapse-aws-auth	0.15.2		9ca031247700ee815643023329412918376f142a
de.otto.synapse	synapse-aws-auth	0.16.0		a2c60bfc56d95bceba3b60c15e9dfb473a7a5b5a
de.otto.synapse	synapse-aws-auth	0.16.1		780c51f8d648509d78d5cbae71ff110e91e16d2b
de.otto.synapse	synapse-aws-auth	0.16.2		8c7a96a07f526aa4ab24bc18ebae74231b9f6a90
de.otto.synapse	synapse-aws-auth	0.16.3		8c9f62ffed334a45b3120b5a21917f2ab4571ca0
de.otto.synapse	synapse-aws-auth	0.16.4		70b635bbcac1c4eda0155c0be81ab1cd5485e70a
de.otto.synapse	synapse-aws-auth	0.17.0		e2c44756b9fa2d101ccf3cfdebb13d9ecc04d5d3
de.otto.synapse	synapse-aws-auth	0.17.1		1b65b1fbf77b6f6f95be990e718ac02472446bf9
de.otto.synapse	synapse-aws-auth	0.17.10		3b49fb4ffb64f7ffa739e6ed7f3acadea8a01fe6
de.otto.synapse	synapse-aws-auth	0.17.2		a676e40edcf128802558e5d6d1248a112c4bc3e5
de.otto.synapse	synapse-aws-auth	0.17.3		26aa1deaa380041f351b8d357801ab376d84ec55
de.otto.synapse	synapse-aws-auth	0.17.4		b80512c3aa36047d7ea8a49207dbd8bdb181f6d3
de.otto.synapse	synapse-aws-auth	0.17.5		994187584953f3f8d72dc9e5625e112ad3e91780
de.otto.synapse	synapse-aws-auth	0.17.6		26730d3643566637538e7eeca52295839b17e17c
de.otto.synapse	synapse-aws-auth	0.17.7		3d5456ca1c3661870b1f79b1d14069c792221ba6
de.otto.synapse	synapse-aws-auth	0.17.8		0c903973853e0e70ebb38638fffc5f2a1bdc4e66
de.otto.synapse	synapse-aws-auth	0.17.8.1		f7d579d1c366996a358fcf37012d80a58b42a4e1
de.otto.synapse	synapse-aws-auth	0.17.9		763d5fb61ec6380af577347f27045ceee902fbfa
de.otto.synapse	synapse-aws-auth	0.18.0		d46f88f778390a7d0918571fe37dc389abefe65f
de.otto.synapse	synapse-aws-auth	0.18.1		56f0e546e866d6c3bbd8f474363e92a1f0878a41
de.otto.synapse	synapse-aws-auth	0.19.0		2399d15bbc60a92b4e5ec88863604df97f0c4abd
de.otto.synapse	synapse-aws-auth	0.19.1		cda8be14831212cb0d0b0de17b9fc38cbe31c0b6
de.otto.synapse	synapse-aws-auth	0.19.1.1		cdcce4a7f6cd53fed1c7a3e64c1739ae7e9f7078
de.otto.synapse	synapse-aws-auth	0.20.0		718ec0accc270044b74b63583cb6d0780f35db00
de.otto.synapse	synapse-aws-auth	0.21.0		ceaaac470d8be7969e55e77a4b41b4e4b1642fe4
de.otto.synapse	synapse-aws-auth	0.21.1		0bcc37a211ae61141e552331a8a9f6e6303230ae
de.otto.synapse	synapse-aws-auth	0.21.2		9e939cb8a82f764e1412f9f0950aa20ffec007f7
de.otto.synapse	synapse-aws-auth	0.21.3		74047b05c5397cc36c59ddf9257a54fe8e713935
de.otto.synapse	synapse-aws-auth	0.21.4		35939adfca96959d01aa188cd7fc54e63cb4d2c4
de.otto.synapse	synapse-aws-auth	0.21.5		ebff5e5cd0da63372818d2b8530ce2438d2936b3
de.otto.synapse	synapse-aws-auth	0.21.6		10205bb7d4deb518dbdd1266a10419863871d40f
de.otto.synapse	synapse-aws-auth	0.21.7		783428d34241fc552fc35244ebd408fb6cf99c24
de.otto.synapse	synapse-aws-auth	0.22.0		c1a296302e123c8d64a4256e6573945927ea34d4
de.otto.synapse	synapse-aws-auth	0.22.1		9e9d33299428781973ec42a246c78e37ffc0d7df
de.otto.synapse	synapse-aws-auth	0.22.10		2b183fa6ba02f3fbf2527530a99c01b0685e20f2
de.otto.synapse	synapse-aws-auth	0.22.11		e19b1ddd192eefaa2a878e32b49c925403c7ad02
de.otto.synapse	synapse-aws-auth	0.22.12		1a215c8bc54614444fe89d28a0598cd958361ccb
de.otto.synapse	synapse-aws-auth	0.22.13		a5ec5fb5f1035be058e862824084fa8164805bac
de.otto.synapse	synapse-aws-auth	0.22.14		22edc020c75c9bbb465f92a5bd403937cc59ed77
de.otto.synapse	synapse-aws-auth	0.22.15		e1f0807833388f238162b97761674209689650db
de.otto.synapse	synapse-aws-auth	0.22.16		773fcb4c8c29db817cbbf1b876e3c3e68cdc6ec6
de.otto.synapse	synapse-aws-auth	0.22.2		1c61845c3e02fd7bfd601027d1bc1fdfaa7980e5
de.otto.synapse	synapse-aws-auth	0.22.3		b829dab2e35d746ad628b7694070d636bb736103
de.otto.synapse	synapse-aws-auth	0.22.4		5f20b612e61d2571a1dae25aefa401be45beb678
de.otto.synapse	synapse-aws-auth	0.22.5		dcc67477237f9bf8eb42fd0b2b46aaaae8c4d531
de.otto.synapse	synapse-aws-auth	0.22.6		38a493db189bd4de960c5bc1114e83be927bdad5
de.otto.synapse	synapse-aws-auth	0.22.7		7a24ff9cd2564b560b15e9fff462249cf9e6cbdf
de.otto.synapse	synapse-aws-auth	0.22.8		c39b7a3e63e1e8b3d9355f7e92273f6ec74e7fc5
de.otto.synapse	synapse-aws-auth	0.22.9		0a6d1ad1bd8a0ce3420e6a12d72a1394f768df11
de.otto.synapse	synapse-aws-auth	0.23.1		e1a9e59274e2b033c1046cecead6b32f84140cc4
de.otto.synapse	synapse-aws-auth	0.23.2		056e310bc0f0128ada55e59b650c14929fe1e79c
de.otto.synapse	synapse-aws-auth	0.23.3		994392823dc8dc617ab53033fdf2612d7e6ba201
de.otto.synapse	synapse-aws-auth	0.23.4		ed00ddb37bf12a9d6450bb925c20985cbdb89877
de.otto.synapse	synapse-aws-auth	0.23.4.1		87b733d88eed422d1420d7942f7fcf85d6b8dd56
de.otto.synapse	synapse-aws-auth	0.23.4.2		af86b743a8c76cb9cf2745bb4d8d75995f5406c1
de.otto.synapse	synapse-aws-auth	0.23.5		abab4d24f4ff174add7d7b61c1af29d8e9d01f01
de.otto.synapse	synapse-aws-auth	0.23.6		0ec9efadeeb56e32afbc40e5e4f5c5e2f87046fb
de.otto.synapse	synapse-aws-auth	0.23.7		82a3a513f9b1f05afa921e6454fad8a16890db86
de.otto.synapse	synapse-aws-auth	0.23.8		ce9bd7527a9fbc56f541a9120f431a6f33d917a3
de.otto.synapse	synapse-aws-auth	0.24.0		d8b649501da60bf0bfa2982eb4956169269d01e3
de.otto.synapse	synapse-aws-auth	0.24.1		009a7e172b23c23ddfb95bdf323c58c37b2a245f
de.otto.synapse	synapse-aws-auth	0.24.2		b9fae50787ff2e33b7f5f5d10706fa80f68dd923
de.otto.synapse	synapse-aws-auth	0.25.0		b6f2eaebe51b922cf9e19cec7008e687a83a284a
de.otto.synapse	synapse-aws-auth	0.25.1		021c2cccf487861c2bee3508e61d22a5fa943802
de.otto.synapse	synapse-aws-auth	0.25.2		09c487d4b0d59b728212a84c6c5f5c6b35d6253a
de.otto.synapse	synapse-aws-auth	0.30.0		bf7db7fba344bc105c241f31ad4ae016bcb9d1bc
de.otto.synapse	synapse-aws-auth	0.30.1		3eee4f49070356854dd059520b26b6409277317b
de.otto.synapse	synapse-aws-auth	0.30.2		3c998d7c9ee083e721fe6c0bb4b9d329aade045e
de.otto.synapse	synapse-aws-auth	0.31.0		ff21ddc88b3b2f8125743ffd37cffc47c9d70a41
de.otto.synapse	synapse-aws-auth	0.32.0		d834a3ef52c65971f92b1a6d85629d2fa3fdb02a
de.otto.synapse	synapse-aws-auth	0.32.1		03fdef52b9573ae8fd30e6505db76b5856080c7e
de.otto.synapse	synapse-aws-auth	0.33.0		5b0680c7c98cc5fd7727a03b835d6f3bc2d29582
de.otto.synapse	synapse-aws-auth	0.33.1		9d056da4319afcd36d3e88f312af6fd826309e77
dev.applibgroup	kitkatemoji	1.0.0		N/A
hu.blackbelt.judo.eclipse.epp	hu.blackbelt.judo.eclipse.epp.package.common.site	4.23.0.20220919_071730		N/A
hu.blackbelt.judo.eclipse.epp	hu.blackbelt.judo.eclipse.epp.package.common.site	4.23.1		N/A
io.buoyant	namerd-examples_2.11	0.8.2		5635184fff5538f46dd5c0aafaa7383ec29f8348
io.buoyant	namerd-examples_2.11	0.8.3		79e225e85c11c2b83f829cfb29cf4b69ea055dd8
io.buoyant	namerd-examples_2.11	0.8.4		c9820c730543eb62304b344a41a33acf5ff1e8f4
io.github.catchpig.kmvvm	utils	0.5.1		N/A
io.github.catchpig.kmvvm	utils	0.5.1.1		N/A
io.github.catchpig.kmvvm	utils	0.5.1.2		N/A
io.github.catchpig.kmvvm	utils	0.5.3		N/A
io.github.catchpig.kmvvm	utils	1.0.0		N/A
io.github.catchpig.kmvvm	utils	1.0.1		N/A
io.github.catchpig.kmvvm	utils	1.0.2		N/A
io.github.catchpig.kmvvm	utils	1.0.3		N/A
io.github.catchpig.kmvvm	utils	1.0.4		N/A
io.github.catchpig.kmvvm	utils	1.0.5		N/A
io.github.catchpig.kmvvm	utils	1.0.6		N/A
io.github.catchpig.kmvvm	utils	1.0.7		6938e2107726d050605417616ff583262c44f530
io.github.catchpig.kmvvm	utils	1.0.8		0fd92ad40719859ba7f2ca5fc959b8e5be902e67
io.github.catchpig.kmvvm	utils	1.0.9		b9ca69d8e8632b396a8abfc98d623f263ce287af
io.github.catchpig.kmvvm	utils	1.1.0		b9ca69d8e8632b396a8abfc98d623f263ce287af
io.github.catchpig.kmvvm	utils	1.1.1		f0494c92669b1359d4ed529828d3e43db52ac718
io.github.catchpig.kmvvm	utils	1.1.2		5abbb9737731ec4850559c747504e13528fb644c
io.github.catchpig.kmvvm	utils	1.1.3		a5967d27cead92f2d1502f779cdb15cf78a2bd6d
io.github.catchpig.kmvvm	utils	1.1.4		ef181c26026a2c8417c0bf7c1fa51c644a285e64
io.github.fileanalysissuite.restadapters.filesystem	restadapter-filesystem-dropwizard-image	1.0.0-244		N/A
io.github.lyxnx.gradle.android-room	io.github.lyxnx.gradle.android-room.gradle.plugin	1.0.1		N/A
io.github.lyxnx.gradle.android-room	io.github.lyxnx.gradle.android-room.gradle.plugin	1.1.0		N/A
io.github.lyxnx.gradle.android-room	io.github.lyxnx.gradle.android-room.gradle.plugin	1.1.1		N/A
io.github.lyxnx.gradle.android-room	io.github.lyxnx.gradle.android-room.gradle.plugin	1.2.0		N/A
io.github.lyxnx.gradle.android-room	io.github.lyxnx.gradle.android-room.gradle.plugin	1.3.0		N/A
io.github.lyxnx.gradle.android-room	io.github.lyxnx.gradle.android-room.gradle.plugin	1.3.1		N/A
io.github.lyxnx.gradle.android-room	io.github.lyxnx.gradle.android-room.gradle.plugin	1.3.2		N/A
io.github.oewntk	wndb2sql	1.0.0		75efc61b05425180ce29ba40d486c447d15977b5
io.github.oewntk	wndb2sql	1.0.1		777328a05b7fd44116fc88b24b6606058d76a65c
io.github.oewntk	wndb2sql	1.0.2		3312c59f476fa5064c8daede9ed618c135e01902
io.github.oewntk	wndb2sql	1.0.4		3147946d545a4766e91e1e36105c4831cf4ee574
io.github.oewntk	wndb2sql	2.1.0		828a0c56f9ad8cf00ab8eb711b9d7a38be84415e
io.github.oewntk	wndb2sql	2.1.0	uber	fce157e1e367d0504fa7a2088759882bdae38040
io.github.oewntk	wndb2sql	2.1.1		dbdcf51d1f7d571e5298cef954e65774dade4321
io.github.oewntk	wndb2sql	2.1.1	uber	1f66d0a758c59981dd8cd2c75ba3a7e5a895e5e6
io.github.oewntk	wndb2sql	2.1.2		69649c17ef58ae826255433e0a23abbb9dab1f12
io.github.oewntk	wndb2sql	2.1.2	uber	b0f3c1809956c14434dd1d8a5ef9c0f4b4b650e2
io.github.oewntk	wndb2sql	2.1.3		776f31c8406e694c9ff36a45342c5d1f255d4377
io.github.oewntk	wndb2sql	2.1.3	uber	c3858193f435c76b5c1b50783bf1f1ce12819ff8
io.github.oewntk	wndb2sql	2.2.0		8bdbe45bc3b8309fac5a114ba5e08b9596108f91
io.github.oewntk	wndb2sql	2.2.0	uber	30f88de4b2804e877ca868173bd5899fee78c5e6
io.github.oewntk	wndb2sql	2.2.1		b07704aa8e63767b646ad724094e1b815f9fddd5
io.github.oewntk	wndb2sql	2.2.1	uber	21b25df4b70eb239486e2eeded28c800034eec76
io.github.oewntk	wndb2sql	2.2.2		954a63d7a0c3909ab011dfa75abea8a0ab4fb852
io.github.oewntk	wndb2sql	2.2.2	uber	4e9155ade5d2ec23bb14795e0f1fb4806d817d28
io.github.oewntk	wndb2sql	2.3.1		1f1c5c29a58328b799c354e28896494493dd7533
io.github.oewntk	wndb2sql	2.3.1	uber	da7daa50a07d907778a302584e780a36d41ed837
io.github.vbounyasit	rift-etl	1.0		5318e99abcfc37373a150087c6a9dad7e6e8e547
io.github.vbounyasit	rift-etl	1.1		04d57d065ddc1a8d9fa028ac19c1d50f53be57cf
io.github.vbounyasit	rift-etl	1.2		cd41829275debba2f91eac2f7fed236f77bf7f9c
io.github.vbounyasit	rift-etl	1.4		3ad43dd9f950b5e9bfa0d4f146000f596c5c6baa
io.github.vbounyasit	rift-etl	1.7		c99e7786d91af7e9bdaf2c4394d1ea93507d0e5f
