ai.swim	swim-java	3.10.0		2b44bef698d49a982d1754fd7782ef21a940f5ca
com.compstak	kafka-streams4s-debezium_2.13	0.1.0		327dbf2cd6bfe1610674ef0d9b8fc137375a0f74
com.compstak	kafka-streams4s-debezium_2.13	0.10.0		52548c69368daaacb0c209bdceda198189f97694
com.compstak	kafka-streams4s-debezium_2.13	0.10.1		17a90a7b314f62cdea721db6cdbd6517f8a93de7
com.compstak	kafka-streams4s-debezium_2.13	0.10.2		787a21a27aca31d53baa4fbc7150bd7f70bb100f
com.compstak	kafka-streams4s-debezium_2.13	0.10.3		b3eb055ff0fb8af6ae3af8cf02540f5ab01675ab
com.compstak	kafka-streams4s-debezium_2.13	0.10.4		bde352e094ce1462fecd8ffc9c1f8ebde9f49a03
com.compstak	kafka-streams4s-debezium_2.13	0.11.0		5b18ca6aeef294e348ada686d6ab6f09c39ef6c9
com.compstak	kafka-streams4s-debezium_2.13	0.14.0		0c4a067bc75184bdc5e826c30175c1d03a4e1617
com.compstak	kafka-streams4s-debezium_2.13	0.15.0		44b5520c894f53c916d3f66eae434b8e9364e1c3
com.compstak	kafka-streams4s-debezium_2.13	0.16.0		f8cc9e8ab50948baad5819fefe673ab59582ee6a
com.compstak	kafka-streams4s-debezium_2.13	0.2.0		efc093ce13f4ccb0c464ebf72d0539e8bd21eada
com.compstak	kafka-streams4s-debezium_2.13	0.3.0		3005dfa2c71cddbbaf8fb49aef555cfb90ccc187
com.compstak	kafka-streams4s-debezium_2.13	0.4.0		d6c209076eacfa2753adb5f9a8c0b0a92ef9b015
com.compstak	kafka-streams4s-debezium_2.13	0.4.1		e737fe93c000481f9b79d5af01118ab5a662113d
com.compstak	kafka-streams4s-debezium_2.13	0.5.0		1ead027b39af3fb05b930822b5ad803c53344b66
com.compstak	kafka-streams4s-debezium_2.13	0.6.0		dc28d32d9d21b47e09de53351f9242bf71a43338
com.compstak	kafka-streams4s-debezium_2.13	0.7.0		cc7fc4327d1e8a90a66858ce665ca617bd5543ca
com.compstak	kafka-streams4s-debezium_2.13	0.8.0		8436cdb728333ca5813f4aac239fd91574965afa
com.compstak	kafka-streams4s-debezium_2.13	0.8.1		4300980b8250a33a8694cf0362cda9efb0c30d90
com.compstak	kafka-streams4s-debezium_2.13	0.8.2		c3c458a9fec439e00025cbd042d6c8693b2ef1fc
com.compstak	kafka-streams4s-debezium_2.13	0.9.0		9b8e1cd99c5361c13959b4d1aeba300e4e77c057
com.expediagroup	fraudpreventionv2-sdk	1.0.0		11df2ca9fa252a8782f39107e5e43797df9dee9b
com.expediagroup	fraudpreventionv2-sdk	1.1.0		39fce6d1c0719d928afaa220c95d3093a324c679
com.expediagroup	fraudpreventionv2-sdk	2.0.0		2b5b792bf9ee4bee74c23f952c4171379d5a8930
com.expediagroup	fraudpreventionv2-sdk	3.0.0		6d2325145ab6e47842150a876312519bc7545d62
com.expediagroup	fraudpreventionv2-sdk	3.1.0		17e89d32af15bf33b77cce3f951c2e31666fe612
com.expediagroup	fraudpreventionv2-sdk	3.2.0		4d4cb2d072de0af82bbd575664a009e4dfe3fd8c
com.expediagroup	fraudpreventionv2-sdk	3.3.0		abad073b2520ec0ec7e17a2859f72f1cdc2d47fd
com.expediagroup	fraudpreventionv2-sdk	3.4.0		68c2c329a3908371f0ff8da21dcc698a59412125
com.expediagroup	fraudpreventionv2-sdk	3.5.0		97df7a78690f116328c66058ca2201eecaf77923
com.expediagroup	fraudpreventionv2-sdk	3.6.0		29530a063dd7880ca3eabab13ae0fcf47a40813e
com.expediagroup	fraudpreventionv2-sdk	3.6.1		7a20b25962629860e2986281154d05c8ea706a08
com.expediagroup	fraudpreventionv2-sdk	3.7.0		6fb6750461338fd9cc79d20d7f8ee031dd010fe8
com.expediagroup	fraudpreventionv2-sdk	3.8.0		e85a69693577502f73aa3c4110d8d3e3c1c9a962
com.expediagroup	fraudpreventionv2-sdk	4.0.0		aa8bcc8b2b29c707489b1b1393bd2569ff4cbc8a
com.expediagroup	fraudpreventionv2-sdk	4.0.1		362efc3ccc4a8a834e2112e8356b17b0011c7b1d
com.expediagroup	fraudpreventionv2-sdk	4.0.2		ff053a985a996cfb2909bd78293a9ebbaeb5eb75
com.expediagroup	fraudpreventionv2-sdk	4.1.0		133be7affec8df918424959cad8a2df67a7126f7
com.expediagroup	fraudpreventionv2-sdk	4.2.0		64e4fc17f5e04795a5a23c6fa588b54ba7457a12
com.expediagroup	fraudpreventionv2-sdk	4.2.1		865ff1382c8880a0b3b11c3788dd3704e2fe10e5
com.expediagroup	fraudpreventionv2-sdk	4.3.0		89f2f4bab34f7d162d7eed716632d7d3124e789b
com.fizzed	blaze-vagrant	0.13.0		7ede89e8f3a5dbb4c857054878aadefe50f09347
com.fizzed	blaze-vagrant	0.14.0		84ba261cef4e552c6a4e968993799fc06aa964ad
com.fizzed	blaze-vagrant	0.14.1		1077bc0faa40c42adc080984f6e3885bc2fc3390
com.fizzed	blaze-vagrant	0.15.0		2ada205f9fb90c9d0183ab0dbf24736a7fc1ab72
com.fizzed	blaze-vagrant	0.15.1		cab9113bd776018dc314b31f50730f9a91ad71fd
com.fizzed	blaze-vagrant	0.16.0		7fb13fb07292e312b49a2d13b4c9f4818429b32b
com.fizzed	blaze-vagrant	0.17.0		5fb95e655b4aafb7343d48a971a4c1e1ee012c4a
com.fizzed	blaze-vagrant	0.18.0		6aac9971130e1806abf6337a67b8415a5a5bd9f4
com.fizzed	blaze-vagrant	0.20.0		6ea3e5d552095471d9c6545935e853093fa3f90b
com.fizzed	blaze-vagrant	0.21.0		7530dbad82bc2707de3aa6549167b0c1ef1876f8
com.fizzed	blaze-vagrant	1.0.0		67581b514cdf1acb1dad113bb001996c166924a6
com.fizzed	blaze-vagrant	1.0.1		e12856497b40dadb207831baae2c19cb51971f2c
com.fizzed	blaze-vagrant	1.0.2		3ca6bbf5dbda9e16b1f07a41b50f60d5c44c5364
com.fizzed	blaze-vagrant	1.1.0		5ba32fd0935bf70cd4b7b690a35743a24fb891a9
com.fizzed	blaze-vagrant	1.2.0		0d8b18e8932420925c53dab052a61bc8be2ea67a
com.fizzed	blaze-vagrant	1.2.1		7a2a048bd741cbdf301a9116848c2a13790d2000
com.fizzed	blaze-vagrant	1.3.0		bda43fd318ac63a4d2d3c2539b9b5d5ad3176cdb
com.fizzed	blaze-vagrant	1.4.0		5045bec6e839941403c0616e8ee506bf66903f81
com.fizzed	blaze-vagrant	1.5.0		51fd96be085f296eb64dae7648bf002165047e10
com.fizzed	blaze-vagrant	1.5.1		6156ee2ff027f56e553e1f1906fb3cef94446076
com.fizzed	blaze-vagrant	1.5.2		5c9eeacc25f0ca52ed82a8fd1aef7bf4da2e4790
com.fizzed	blaze-vagrant	1.6.0		9055209a08d413640ee3c1cb864db83074e7b1f0
com.fizzed	blaze-vagrant	1.6.1		e9cb1f894577e8e5ca59c3c02629f58f6df975c8
com.fizzed	blaze-vagrant	1.7.0		d2f0a6fc2d8ceb71eeebf4010d31771b213e582f
com.fizzed	blaze-vagrant	1.8.0		976a5d13d220def764e0a4f7fc36ad954564e794
com.fizzed	blaze-vagrant	1.9.0		dc51c8a834a56ba6d90e719dcc7970c60b7249cb
com.github.infogen7	infogen_core	V12.0.0R210207		95facedc495ab259ffd209d237d38adfd3c73805
com.github.infogen7	infogen_core	V2.5.00R151230		6d14b4d7530bd27a28967d58e8c3f32c5dfa340e
com.github.infogen7	infogen_core	V2.5.00R160727		50be63f34e13b8c142c8db6b081d3941b650753f
com.github.infogen7	infogen_core	V2.5.00R160728		67c693c44aa1d97cfe1c09dcbeb9595416d612bf
com.github.infogen7	infogen_core	V2.5.01R160727		b65d85cb4e790142df7dd5d46813ac571dcef6af
com.github.infogen7	infogen_core	V2.6.00R160729		999bf1dd2ea66851ef6cfaebb497228f2bd553af
com.github.infogen7	infogen_core	V2.6.01R160829		291337bc776e8750a2da90ec561713f3b00eca20
com.github.infogen7	infogen_core	V2.6.11R161118		6fca777c9a261a4e5c709d084860ffb4fdc4bf73
com.github.infogen7	infogen_core	V2.7.0R171023		40da371a0d184acae44778770104215a2256282a
com.github.infogen7	infogen_core	V2.7.1R171107		00359a07d6a436de2c7f4d1b712610b610a1211d
com.github.infogen7	infogen_core	V3.0.0R180409		49794ef07a24dda83e4254ff227423708868a14d
com.github.invictum	invictum-junit-archetype	1.0		ce2862b71929dbcdf2c08c1ae8da8537f0c839ac
com.github.invictum	invictum-junit-archetype	1.1		a5fbf4bf621437d8f9a892746dc2e2d9b0bd9196
com.github.invictum	invictum-junit-archetype	1.2		cb317b8fec1991e516c166eef4e1b70c03cf8265
com.github.invictum	invictum-junit-archetype	1.3		8bc722d27146f28f66f6eed4beb52c4bdde4f350
com.github.invictum	invictum-junit-archetype	1.4		306f8b0eeb229656130ceca53aa20aee3fc05ac3
com.github.invictum	invictum-junit-archetype	1.5		b732aff6e8331276fd238886bae291ad365d88b6
com.github.invictum	invictum-junit-archetype	1.6		6fe42bbb4bce1a77eef68ff63ab57e7c55f44d30
com.github.invictum	invictum-junit-archetype	1.7		5f3f1c3787e025ea1b262fb85466e92a4572b34b
com.github.invictum	invictum-junit-archetype	1.8		d7d9f5b1813cfe7cd490977bfa3c620a5cd5cd9f
com.github.venkatramanm.swf-all	swf-all	1.0		N/A
com.github.venkatramanm.swf-all	swf-all	1.1		N/A
com.github.venkatramanm.swf-all	swf-all	1.1.1		N/A
com.github.venkatramanm.swf-all	swf-all	1.1.2		N/A
com.github.venkatramanm.swf-all	swf-all	1.1.3		N/A
com.github.venkatramanm.swf-all	swf-all	1.1.4		N/A
com.github.venkatramanm.swf-all	swf-all	1.1.5		N/A
com.github.venkatramanm.swf-all	swf-all	1.1.6		N/A
com.github.venkatramanm.swf-all	swf-all	1.10		N/A
com.github.venkatramanm.swf-all	swf-all	1.11		N/A
com.github.venkatramanm.swf-all	swf-all	1.4		N/A
com.github.venkatramanm.swf-all	swf-all	1.5		N/A
com.github.venkatramanm.swf-all	swf-all	1.6		N/A
com.github.venkatramanm.swf-all	swf-all	1.7		N/A
com.github.venkatramanm.swf-all	swf-all	1.8		N/A
com.github.venkatramanm.swf-all	swf-all	2.0		N/A
com.github.venkatramanm.swf-all	swf-all	2.1		N/A
com.github.venkatramanm.swf-all	swf-all	2.10		N/A
com.github.venkatramanm.swf-all	swf-all	2.2		N/A
com.github.venkatramanm.swf-all	swf-all	2.3		N/A
com.github.venkatramanm.swf-all	swf-all	2.5		N/A
com.github.venkatramanm.swf-all	swf-all	2.8		N/A
com.github.venkatramanm.swf-all	swf-all	2.9		N/A
com.grookage.vaanar	vaanar-dropwizard	0.0.1-RC1		0f33a202cb9cb9ea2a53c7f61b44affb9406fe21
com.grookage.vaanar	vaanar-dropwizard	0.0.1-RC2		d029856d4c130004180e3ebe6bff06141fc49ef1
com.grookage.vaanar	vaanar-dropwizard	0.0.1-RC3		3530d76cb7d9d03f644938fd971e45ce15e69f1f
com.grookage.vaanar	vaanar-dropwizard	0.0.1-RC4		9c2b5f11de8fbb2b726706d71d67bf918003be62
com.grookage.vaanar	vaanar-dropwizard	0.0.1-RC5		9547351376720a0c914bbb77ca02c4a30b25296b
com.hexagonkt	logging_slf4j_jul	1.3.10		9d5e44213150b87a9159a3bce8676a29a77eca83
com.hexagonkt	logging_slf4j_jul	1.3.11		1a6f8ce7f31f1d75b83d400b7eb124e39dbbb4b7
com.hexagonkt	logging_slf4j_jul	1.3.12		50d417f2c12d52fd59271d58f2cb1f555d97907a
com.hexagonkt	logging_slf4j_jul	1.3.13		bf7973e4a409beb271b3c89d333607fba6ddeb03
com.hexagonkt	logging_slf4j_jul	1.3.14		23a4648da1fe0a2bcedd9a9aab39cfe3ff6ccb7d
com.hexagonkt	logging_slf4j_jul	1.3.15		1fe49bda712111cc8bed31cc1616753d9a195fa9
com.hexagonkt	logging_slf4j_jul	1.3.16		9f6017d68f48419cafa628264755dd49804a3c05
com.hexagonkt	logging_slf4j_jul	1.3.17		f4154588d6bb0dffcb78da5b717ff2cd0ddc7b53
com.hexagonkt	logging_slf4j_jul	1.3.18		1a45a99ed7bb9999763e1617fe7d481417fe3971
com.hexagonkt	logging_slf4j_jul	1.3.19		e623ac0d05dcbb4e9b0ca1d0967c493cbda8767b
com.hexagonkt	logging_slf4j_jul	1.3.20		031ba40af7c9f5054b8ceea9396486c1c16615d8
com.hexagonkt	logging_slf4j_jul	1.4.0		e3c6dc83cdfb4ceabbebe5b8c6bef509ffa71af3
com.hexagonkt	logging_slf4j_jul	1.4.1		901a933be3131ff44ab8ec50c014e62d969d2394
com.hexagonkt	logging_slf4j_jul	1.4.10		27d46ef2f8d4661c1761eea9d0baf52e9f2c6362
com.hexagonkt	logging_slf4j_jul	1.4.11		eea7d20c445aec8ac1f35e3802ff9f542880ad3a
com.hexagonkt	logging_slf4j_jul	1.4.2		24a335f102ed55fcc41151ed31dab53d7c4d34b6
com.hexagonkt	logging_slf4j_jul	1.4.3		cd21c39ffa2762d2c27f7a85add00ce90d5a302b
com.hexagonkt	logging_slf4j_jul	1.4.4		32854cb824ed04d9045856c921df9984292e23a5
com.hexagonkt	logging_slf4j_jul	1.4.5		2149b650226238cef8924d23791f555018313c61
com.hexagonkt	logging_slf4j_jul	1.4.6		2cc9dc18247e3e5137769a22da7868d9deaa44b7
com.hexagonkt	logging_slf4j_jul	1.4.7		cff8cf6be60e09ca2c613829951d3ee46ad45f34
com.hexagonkt	logging_slf4j_jul	1.4.8		f72910bbaba7eafb7a212e9394213d9fe51df385
com.hexagonkt	logging_slf4j_jul	1.4.9		b29fdd97e7ca981aef8334ae7ad174aa536ee475
com.hexagonkt	logging_slf4j_jul	1.5.0		19ae3f73633d468cdfe2e91a0d47af451b1c2ffc
com.hexagonkt	logging_slf4j_jul	1.5.1		7b4be00d549e41086573decffcc1bf995c211ff4
com.hexagonkt	logging_slf4j_jul	1.5.2		3406b7cf966e48e205db7c36f07da75e3308d7d4
com.hexagonkt	logging_slf4j_jul	1.5.3		f4dfcd7b12abfc636a6de650b4987a8979e7911e
com.hexagonkt	logging_slf4j_jul	1.5.4		c0820c62496bcb8106f9d0f4c46e2312eedc4496
com.hexagonkt	logging_slf4j_jul	1.6.0		1f07d48d6e2f41cd6bb52a4f8fa9e0f63e64188a
com.hexagonkt	logging_slf4j_jul	2.0.0		54d5357fe57b0fb081fb80064dde7d979804f98a
com.hexagonkt	logging_slf4j_jul	2.0.0-B1		30c9f9b00c248918f23c45150dbf5b5b45c2e3a4
com.hexagonkt	logging_slf4j_jul	2.0.0-B2		d2c2ad6a65eb41c4bebd026d5ac3b897d36e53cb
com.hexagonkt	logging_slf4j_jul	2.0.0-B3		48f1f3ef1970ba33f0919b9ff8e63dc03e881778
com.hexagonkt	logging_slf4j_jul	2.0.0-B4		580d73a535ce2e17bf93566c58391986a9b71764
com.hexagonkt	logging_slf4j_jul	2.0.1		52088eb5c8587d3a51f6ec0ae0e7654a7116e2bc
com.hexagonkt	logging_slf4j_jul	2.0.10		a9922442470c2d00298d67118d8d4a70aab05339
com.hexagonkt	logging_slf4j_jul	2.0.11		14444d605bf48334fa5ef5e839b2cef01b05a50a
com.hexagonkt	logging_slf4j_jul	2.0.12		7fbd951a5fece74d569a5a49ae3c040e398b5d4f
com.hexagonkt	logging_slf4j_jul	2.0.13		cc43ce64fdca2be887c1f4d819052d76e01db8ad
com.hexagonkt	logging_slf4j_jul	2.0.14		f2ccc8b9d3fd31d874fa69158dcb1769740cdba7
com.hexagonkt	logging_slf4j_jul	2.0.15		5333855fa55492b61962baca79407a83af4021dd
com.hexagonkt	logging_slf4j_jul	2.0.16		5794a4ec28ade7aec3066dc0834de418ef62cd85
com.hexagonkt	logging_slf4j_jul	2.0.17		c10bf06d75a655aefb445a663d83f421d2c9d9df
com.hexagonkt	logging_slf4j_jul	2.0.18		713f2fc6392b76b875d3e397f7a838d5a5356a32
com.hexagonkt	logging_slf4j_jul	2.0.19		4cefd5dfeff38432c2bd80811a8496f585b57513
com.hexagonkt	logging_slf4j_jul	2.0.2		93b5253b70c5d7a0d211b415fbcf69ab12b1414f
com.hexagonkt	logging_slf4j_jul	2.0.20		5f03a7129c3ef9e32f4b8dd895ff71499b8a4f15
com.hexagonkt	logging_slf4j_jul	2.0.21		be3faa6117a69f099bf691fd03d2f6b92e707d67
com.hexagonkt	logging_slf4j_jul	2.0.22		31581d0ae7fe45fe255c29e84db4072a48e0d9b8
com.hexagonkt	logging_slf4j_jul	2.0.23		225386e3d8112b4bb81fa3415b35733b3186dd98
com.hexagonkt	logging_slf4j_jul	2.0.24		6975ecf60460571f0e892e3db7add90d4731ea03
com.hexagonkt	logging_slf4j_jul	2.0.25		593a157108365c8105c315826b7880122e8a2a79
com.hexagonkt	logging_slf4j_jul	2.0.26		1cf59b5f0d96e5fa88729cc33b0e61380fc647fe
com.hexagonkt	logging_slf4j_jul	2.0.27		9572cc62652a5ff71d09250fad51cccedac23433
com.hexagonkt	logging_slf4j_jul	2.0.3		7b1e9a6efbcc36e4357d56d9d912e2dcb1d7142a
com.hexagonkt	logging_slf4j_jul	2.0.4		8ad0dc1d5b28f9719a2cccb4d52d43d956b8fb3d
com.hexagonkt	logging_slf4j_jul	2.0.5		dbb7775826d472c3ec89e2f242733d4c2b2b0e1a
com.hexagonkt	logging_slf4j_jul	2.0.6		3d644571037cb3c888cbc29c493f388c84007e21
com.hexagonkt	logging_slf4j_jul	2.0.7		f247f8216a5d99e9204f07efd52912da2917de16
com.hexagonkt	logging_slf4j_jul	2.0.8		419a0e467a716778289d1a7fcd1cb661bd68d849
com.hexagonkt	logging_slf4j_jul	2.0.9		4c4bb2d583a5372a86411fbbfb50b301ba614b4a
com.hexagonkt	logging_slf4j_jul	2.1.0		7e68cd85ae2a4d3084c9f72374231cfaa7b38c20
com.hexagonkt	logging_slf4j_jul	2.1.1		f979562bd081a666591bcf0c05e138cd8a953a44
com.hexagonkt	logging_slf4j_jul	2.1.2		8f6e23da417f4d7b34c97ce11c8b3132ba7dec5d
com.hexagonkt	logging_slf4j_jul	2.1.3		004dd53836c05264f907febb488d527dd664e5c3
com.hexagonkt	logging_slf4j_jul	2.2.0		5fadcff31277986695c485dc15b07c3d542b3f3a
com.hexagonkt	logging_slf4j_jul	2.2.1		fd8a562b603effbe50e13acd1affe4ad74c19a09
com.hexagonkt	logging_slf4j_jul	2.2.2		2ad0a3f6ca02a45896b1824210b07f92f84dac25
com.hexagonkt	logging_slf4j_jul	2.2.3		2cd69569cc6bdc5a70c9bc57af70d93883c1af7b
com.hexagonkt	logging_slf4j_jul	2.2.4		a53a01314afa4a177a69d47873e0432de1c80dcc
com.hexagonkt	logging_slf4j_jul	2.2.5		ddd89469da1f4c840594b513be2385509dca956d
com.hexagonkt	logging_slf4j_jul	2.2.6		41bacb3f4e58fe67924850c651cea790e77fd054
com.hexagonkt	logging_slf4j_jul	2.2.7		8065c7a043b82b44b77c5dd0a32bdd7f7dbc766f
com.hexagonkt	logging_slf4j_jul	2.2.8		88c51de94700dbbb13b6207c669946abfbcae995
com.hexagonkt	logging_slf4j_jul	2.3.0		b7ab17f041ce7dbf8b85f7ef3655d5efbaa97d7e
com.hexagonkt	logging_slf4j_jul	2.3.1		3422d25eeb1b965c462da87f8464c63bd6a07dfd
com.hexagonkt	logging_slf4j_jul	2.4.0		c4a6702f4dbe45086f38cfe338167a36c48860e2
com.hexagonkt	logging_slf4j_jul	2.4.1		b1a6d747ae4d3e196b68893779f2a47b130b7750
com.hexagonkt	logging_slf4j_jul	2.4.2		9cb7d9d6d44fd00cfdce916d7dedd942a1b89aed
com.hexagonkt	logging_slf4j_jul	2.4.3		1f0c3e023a01fdc8951d237d1e1b8f5a8b230b28
com.hexagonkt	logging_slf4j_jul	2.4.4		f18490de00c86bd4f50c0a3501e5535bba5146e4
com.hexagonkt	logging_slf4j_jul	2.4.5		a2c68981ef1fd1242c1ff9bdbe936bd352e9f6c2
com.hexagonkt	logging_slf4j_jul	2.5.0		c6ca571d38efe67ae6880105527a5bb64a5264a1
com.hexagonkt	logging_slf4j_jul	2.5.1		467c4ec114783d39f6022eb5e3ce9bb26622354c
com.hexagonkt	logging_slf4j_jul	2.6.0		bfe8c024a92096b613c99d99525f89b168a8e588
com.hexagonkt	logging_slf4j_jul	2.6.1		966932fa046d48ab25c608c44a65399d0b53b2aa
com.hexagonkt	logging_slf4j_jul	2.6.2		cd78e5cd7afacbb959423deb4fe538011ad8c32b
com.hexagonkt	logging_slf4j_jul	2.6.3		7201d4be51fe5b480d2fbfe27e100a4c611a76d2
com.hexagonkt	logging_slf4j_jul	2.6.4		04ff3726964a807e5daf60a94e7edcfe56fcff77
com.hexagonkt	logging_slf4j_jul	2.6.5		4ba7afcfc336ddc358627c4d6bae989f826acc3a
com.hexagonkt	logging_slf4j_jul	2.6.6		073b0ef4625dc1bfeef9feff55f1ebf8da5c3854
com.hexagonkt	logging_slf4j_jul	2.6.7		6bab16fb38b4e2aa03bebb7df42a16f490b6b94c
com.hexagonkt	logging_slf4j_jul	2.6.8		763818f5b570ffb9c2dd52329853461e94d31ade
com.hexagonkt	logging_slf4j_jul	2.7.0		4a1a34018b46126104a60e5c068323657d5f2bc3
com.hexagonkt	logging_slf4j_jul	2.8.0		859a4ec921c263b638fd58871ebd036de6f42c33
com.hexagonkt	logging_slf4j_jul	2.8.1		dcac1454cd0305de38453b9eca628d0c83f240d0
com.hexagonkt	logging_slf4j_jul	2.8.2		25ececf6ab30726e3f3844e557f8577e75ad51e7
com.hexagonkt	logging_slf4j_jul	2.8.3		d3fc0af55155bf766ea293fb776f72debdb0f2ad
com.hexagonkt	logging_slf4j_jul	2.8.4		f61612e4cc744e8ad6441f6003fa2ebd6641ef75
com.hexagonkt	logging_slf4j_jul	2.8.5		bf901bdfbfe4eff8fce43a2cdd7acbc463236816
com.hexagonkt	logging_slf4j_jul	2.8.6		06cb39fcc0eed4cdc7a2e8097893c12b1c82389b
com.hexagonkt	logging_slf4j_jul	3.0.0		48103e16236ec13f464e2e7539a77a359a596083
com.hexagonkt	logging_slf4j_jul	3.0.0-B1		d3a5b5ad39872c8bae4902b981ae0e2de8a96c2b
com.hexagonkt	logging_slf4j_jul	3.0.0-B2		8343118fa455a2c3a114a6f63c58f7ee89335fb8
com.hexagonkt	logging_slf4j_jul	3.0.0-B3		7d0e9ba66fea0caa8b090d87756f2aacb058aa8a
com.hexagonkt	logging_slf4j_jul	3.0.0-B4		34e2f8bf42add5a5a5792b41f4555a735e1ae941
com.hexagonkt	logging_slf4j_jul	3.0.0-B5		db28abbc9bb9273e76935b2e37c3c24da5c531c0
com.hexagonkt	logging_slf4j_jul	3.0.0-B6		fc06749edc971c4e06ac12c5c55e7e27000f5d36
com.hexagonkt	logging_slf4j_jul	3.0.0-B7		cfc6cbbc20fa45f6c14dc3cbd61703f21559b6ce
com.hexagonkt	logging_slf4j_jul	3.0.0-B8		7d3ba12de6806b255f3a5293ceab84e0867d2865
com.hexagonkt	logging_slf4j_jul	3.0.0-B9		45e5fa48f5dd4b1f930be5f7e72d1a37d28caae3
com.hexagonkt	logging_slf4j_jul	3.0.1		80a7164bd5d53d7d900b6b24c50bb45444825fa2
com.hexagonkt	logging_slf4j_jul	3.0.2		76b6610e858aa3e9527f05cb98be773393ddc366
com.hexagonkt	logging_slf4j_jul	3.0.3		e2bd242cae4bf8f8a54b0bed480a03784a4104c4
com.hexagonkt	logging_slf4j_jul	3.0.4		bf992df1091dc2642b2940aaf3a95c6d46d239d5
com.hexagonkt	logging_slf4j_jul	3.0.5		0367e84ef327fafc3d124c1ee70701ab39986e57
com.hexagonkt	logging_slf4j_jul	3.1.0		ac8e79757f9a4887a98accdec44cd7c293f6ffd0
com.hexagonkt	logging_slf4j_jul	3.2.0		244fb4577a0415cf695c419b6c8733462d806e84
com.hexagonkt	logging_slf4j_jul	3.2.1		d79360dc14549313517df2df9743c50cff3c2483
com.hexagonkt	logging_slf4j_jul	3.3.0		0ecd9b5bb3c543c3a7d6e6c5cf011c379b5ddff0
com.hexagonkt	logging_slf4j_jul	3.3.1		ac38c41837f6a75625853dfa2a624ef7872f5145
com.hexagonkt	logging_slf4j_jul	3.4.0		909693f280cc4164c9b495acaeaa9a9aa6497e0d
com.hexagonkt	logging_slf4j_jul	3.4.1		ee18cdeae75d0a1347b9213402425ac70cf97d4e
com.hexagonkt	logging_slf4j_jul	3.4.2		536c2e8376dec832dc4b6022d704a4b98c408c42
com.hexagonkt	logging_slf4j_jul	3.4.3		18a457e913d759abf3c44f4e1f231f50da692e4d
com.hexagonkt	logging_slf4j_jul	3.4.4		4f53a930c1e8bd6dcd74a3679bd50bd889232342
com.hexagonkt	logging_slf4j_jul	3.4.5		7d27aa310688156111c2b07f374d065864d77b02
com.hexagonkt	logging_slf4j_jul	3.4.6		85a46786d371e124fa076f0db545d836467283db
com.hexagonkt	logging_slf4j_jul	3.4.7		43f06471fc12194732246af6e408d9ccfaccd3ab
com.huaweicloud.sermant	dynamic-config-plugin	0.2.2		6efa906c7659a4b3bb999974234f32f6846d5ab8
com.huaweicloud.sermant	dynamic-config-plugin	0.2.3		7887e49ea378f3125096ce992f269491dd08a7e9
com.huaweicloud.sermant	dynamic-config-plugin	0.2.4		7555cc87b4473ec478f072856d3371ad00012670
com.huaweicloud.sermant	dynamic-config-plugin	0.2.5		1f6342e233aefe13828a2e27b4f510e3d1f8c097
com.huaweicloud.sermant	dynamic-config-plugin	0.3.0		0346811667cf50d46ea4e6bcea73f8593adfc779
com.huaweicloud.sermant	dynamic-config-plugin	0.3.1		8d8c48837f3e075eb18e12513eca9679c8441a94
com.huaweicloud.sermant	dynamic-config-plugin	0.3.2		78598caa8b7035eff225647623b3e9c2e370277f
com.huaweicloud.sermant	dynamic-config-plugin	0.3.3		712711e24054af8ef798d3414202324acc71e33a
com.huaweicloud.sermant	dynamic-config-plugin	0.3.4		84379ba3c6803741ad893c05f81522188828e94a
com.huaweicloud.sermant	dynamic-config-plugin	0.3.5		5fef3a4cf14b26ee123af0a4d65b81d13097c38b
com.huaweicloud.sermant	dynamic-config-plugin	0.3.6		c83aee670f92ad44f4582c61853914ddb86e7df8
com.huaweicloud.sermant	dynamic-config-plugin	0.3.7		1869ab548ce3d22780583c7cd0a37796926952ad
com.huaweicloud.sermant	dynamic-config-plugin	0.3.8		d8299a61c8c5e6ee777b60edd00597d37aded44e
com.huaweicloud.sermant	dynamic-config-plugin	0.4.0		26e975dd9d8970af6fcb34b4a462eac7d24b00d0
com.huaweicloud.sermant	dynamic-config-plugin	0.5.0		0c8f154326405fcdd4523f32205e536a4d76996d
com.huaweicloud.sermant	dynamic-config-plugin	0.5.1		31a69e796c6a410b7425ec167dac25158affb447
com.huaweicloud.sermant	dynamic-config-plugin	0.5.2		d43e4164f6b01e049473f4d4c8b6f317ef3aecae
com.huaweicloud.sermant	dynamic-config-plugin	0.6.0		18025bf891ec7e48403376c0642645883cbeef38
com.huaweicloud.sermant	dynamic-config-plugin	0.6.1		84b1fc0e79ac0830f3fb1bbec805c8e52d453382
com.huaweicloud.sermant	dynamic-config-plugin	0.6.2		9bb78cb6f19d233f0aa2273b5978d05fd308c74a
com.huaweicloud.sermant	dynamic-config-plugin	0.6.3		2ae11a7e564e65ea1effc17fa339058c7a324d24
com.huaweicloud.sermant	dynamic-config-plugin	0.7.0		3d66a2d3e543ea3a436abfb9f5fe82bcd5da9367
com.huaweicloud.sermant	dynamic-config-plugin	0.8.0		2609a68e761e0fa78f186e66ad0a1b590b05e95d
com.huaweicloud.sermant	dynamic-config-plugin	0.9.0		a9ff81fb8286693528fc0c89e37d1bc51ff9fe82
com.huaweicloud.sermant	dynamic-config-plugin	1.0.0		d56e21ea8bf5fd684f3fa8798d95e2aca43e998b
