ba.sake	kalem-core_2.13	0.0.1		411234f6035ba1b29c97abf39c428277383d2726
io.cronapp	olingo-odata2-client-api	2.9.6-SP.2		51db1dca3df82be9abe6dff8e6d9afe9c7bcf6e4
io.cronapp	olingo-odata2-client-api	2.9.6-SP.20		14feda0cd94a01ba45a64004f139df50adf5b1b5
io.cronapp	olingo-odata2-client-api	2.9.6-SP.21		82d5206a7f29d92778b8b6bf650bafc6e5665642
io.cronapp	olingo-odata2-client-api	2.9.6-SP.22		86261cf27908ec6445ee98304a56f3a32662aec6
io.cronapp	olingo-odata2-client-api	2.9.6-SP.23		e857f097b8dfef4274bcc7036b7dba59c399d845
io.cronapp	olingo-odata2-client-api	2.9.6-SP.24		aaa0a0a107ede4258e2931f7d55a74694aaccddf
io.cronapp	olingo-odata2-client-api	2.9.6-SP.25		9f37b7256b63500f71637925a9f00c5d8c9a5587
io.cronapp	olingo-odata2-client-api	2.9.6-SP.26		74a8295f71c81bb5facc6f81e4c91a5829e48cb9
io.cronapp	olingo-odata2-client-api	2.9.6-SP.27		c0cd4e971d62feee2484ea0445f261d4af76411e
io.cronapp	olingo-odata2-client-api	2.9.6-SP.28		1709328fe0606c5704234b290be6d05658a82f4e
io.cronapp	olingo-odata2-client-api	2.9.6-SP.29		6526605b8f6a8669b9580d8314473cea726ae8ee
io.cronapp	olingo-odata2-client-api	2.9.6-SP.3		f9fb8e25ee7f49b40b042bf7eeb2b050014d1cfb
io.cronapp	olingo-odata2-client-api	2.9.6-SP.30		8cc599bdcfd6a47b6e3c5db79558225f45c80122
io.cronapp	olingo-odata2-client-api	2.9.6-SP.31		e021d4c70e004a3b6faf883b1c6fd8621adf05b4
io.cronapp	olingo-odata2-client-api	2.9.6-SP.32		525fb87e2700d9bca162203006b9de6b756dd4bd
io.cronapp	olingo-odata2-client-api	2.9.6-SP.33		e2ecd2bc02d3ded945060d7280c976f3d1b8e2fb
io.cronapp	olingo-odata2-client-api	2.9.6-SP.34		286c917224ebeeb36310b9e2d0983b9d9c6b65f2
io.cronapp	olingo-odata2-client-api	2.9.6-SP.35		93d855bb6a9d378edc5210e0b9f56241c91e3e1a
io.cronapp	olingo-odata2-client-api	2.9.6-SP.36		2c81317ebc158586998f6a2cd0782979ac17ec46
io.cronapp	olingo-odata2-client-api	2.9.6-SP.37		e7a95f03ccd5abff6e434b867e87985a20b6a62d
io.cronapp	olingo-odata2-client-api	2.9.6-SP.38		8fabf500e992b956472be64bd4c85a7a6559d02f
io.cronapp	olingo-odata2-client-api	2.9.6-SP.39		9676f28d80266601a544d63ab6206c362fde467a
io.cronapp	olingo-odata2-client-api	2.9.6-SP.4		2b25eb2c24cca52e288ef7a680661ea54b894b6b
io.cronapp	olingo-odata2-client-api	2.9.6-SP.40		378cb07adbda57cae8fc6ba1a47b407de476e1cb
io.cronapp	olingo-odata2-client-api	2.9.6-SP.41		91ef7f92d9fe54d42e99dbd52ca80bba351ec644
io.cronapp	olingo-odata2-client-api	2.9.6-SP.42		fa9583518091bcedcc47f32aac42279bcd99f406
io.cronapp	olingo-odata2-client-api	2.9.6-SP.43		3fe619ac7a64a3c92885b1e3527ab2ccca91ccf3
io.cronapp	olingo-odata2-client-api	2.9.6-SP.44		4dca45dd3ab23f3036d72829a19bf55f7c8c58ed
io.cronapp	olingo-odata2-client-api	2.9.6-SP.45		005e61494463d06aa9dff2154981859901a22e8c
io.cronapp	olingo-odata2-client-api	2.9.6-SP.46		dd76bf42092d7237c12de5d04a0f04748ac4d9c5
io.cronapp	olingo-odata2-client-api	2.9.6-SP.47		22f6608749a755734d7ba15ca1a8ec4b750dc15b
io.cronapp	olingo-odata2-client-api	2.9.6-SP.48		34a2b72c3e28b74ab690af5c9368d4f8d4f4c588
io.cronapp	olingo-odata2-client-api	2.9.6-SP.49		d8980d543b619eeee3bc0d4b2ab7d64d50dd519e
io.cronapp	olingo-odata2-client-api	2.9.6-SP.5		e7330e4aba03887fbd35f88181b443fd5f889ada
io.cronapp	olingo-odata2-client-api	2.9.6-SP.50		21d480f714b9dc5c4ca8ac22c45d2b47779bb4ad
io.cronapp	olingo-odata2-client-api	2.9.6-SP.6		819f6ed0f2340097643673e46b8de3472c9edc55
io.cronapp	olingo-odata2-client-api	2.9.6-SP.7		6a52aead7a35560e4675526ae7f9e4c4e3645657
io.cronapp	olingo-odata2-client-api	2.9.6-SP.8		ac7da7b203e9545d350cf7a854d2591175bf5f06
io.cronapp	olingo-odata2-client-api	2.9.6-SP.9		d6d29cc116d92f8f757ae423ba8b5ee2d985839d
io.cronapp	olingo-odata2-client-api	3.0.0		010adb44603379c07c2830e49e65f26212710daa
io.cronapp	olingo-odata2-client-api	3.0.0-SP.1		e4342a0c88546667199531f1a27188d0074b60bc
io.cronapp	olingo-odata2-client-api	3.0.0-SP.10		d0e79aa8a289a6a3a30f7585bf5e5b5147ad5c8c
io.cronapp	olingo-odata2-client-api	3.0.0-SP.11		dad541505534cdc878ebff665a5e755706638725
io.cronapp	olingo-odata2-client-api	3.0.0-SP.12		356e88570b3cffac0b1069272dfc17159d3aa13b
io.cronapp	olingo-odata2-client-api	3.0.0-SP.13		141c81402b48835c699300478d630d368696fc63
io.cronapp	olingo-odata2-client-api	3.0.0-SP.14		7e77f12f78d6b98c5c683c15536f2de437fa918c
io.cronapp	olingo-odata2-client-api	3.0.0-SP.15		e4ae9060cd60bafc7b5c9d2ea22a8aa0de7f59b3
io.cronapp	olingo-odata2-client-api	3.0.0-SP.16		99c6f4da1dcf243faa759f69d696a3a63656b1e2
io.cronapp	olingo-odata2-client-api	3.0.0-SP.17		9e0ef63465d5f63fb22d5dfc402f3a13b44b17aa
io.cronapp	olingo-odata2-client-api	3.0.0-SP.18		b68f3ada179607293f1b312e29c258b9473f707b
io.cronapp	olingo-odata2-client-api	3.0.0-SP.19		929c46b903b4322a08081e60cedf2bdc6e64ac53
io.cronapp	olingo-odata2-client-api	3.0.0-SP.2		1e5536ea814e5427a1019f89ecb9f98f2e75cc8b
io.cronapp	olingo-odata2-client-api	3.0.0-SP.20		1d362fe3efa811b7e2e4ef78340facdc6b947691
io.cronapp	olingo-odata2-client-api	3.0.0-SP.21		553616dee9d26d1c4e3cdf2f51c023e287868b6d
io.cronapp	olingo-odata2-client-api	3.0.0-SP.22		652ccdcab96f09e40031eaf755e28104b6be7ec6
io.cronapp	olingo-odata2-client-api	3.0.0-SP.23		2858c8f1f3394641965d358de6132f48d07da44e
io.cronapp	olingo-odata2-client-api	3.0.0-SP.24		c78da6a9f7ee72a68e2677d88f891b277728233f
io.cronapp	olingo-odata2-client-api	3.0.0-SP.25		f485d299ed818feeaf4708bc8da6dd8c05d3fe21
io.cronapp	olingo-odata2-client-api	3.0.0-SP.26		da8495902cabe33f76287c864fc5e5c741d13e41
io.cronapp	olingo-odata2-client-api	3.0.0-SP.27		d0576877c6f87c8c4f1b872cbfeef6326427302e
io.cronapp	olingo-odata2-client-api	3.0.0-SP.28		71ef20f88cd60255b6d0c19e3283af2b32c3bf96
io.cronapp	olingo-odata2-client-api	3.0.0-SP.29		4fcaca5987d8021401fb1969d8261805a3befc90
io.cronapp	olingo-odata2-client-api	3.0.0-SP.3		a216f9c0c956ec1451674bda8bad44ec86d0ec3a
io.cronapp	olingo-odata2-client-api	3.0.0-SP.30		09a920eb54eb0f3e77a24d6f320965ea37592bc4
io.cronapp	olingo-odata2-client-api	3.0.0-SP.31		858816dbb616c1f920c9723ca2c96d0ee3087943
io.cronapp	olingo-odata2-client-api	3.0.0-SP.32		beb32652392c257a347d9a52e96b81c340d07850
io.cronapp	olingo-odata2-client-api	3.0.0-SP.33		1df9b18441d25ead47cae743a520095d046dfd65
io.cronapp	olingo-odata2-client-api	3.0.0-SP.34		44f099fed50d754d82bf52247b93fd77c1efee06
io.cronapp	olingo-odata2-client-api	3.0.0-SP.35		cf385faa430c7b3e824ae81a85f0d35c4a562f4b
io.cronapp	olingo-odata2-client-api	3.0.0-SP.36		15d70945881391aac4df1de7bac73699f953dd13
io.cronapp	olingo-odata2-client-api	3.0.0-SP.37		0b9890aa856c67fcdaaa0f84d5ff33bd5a732022
io.cronapp	olingo-odata2-client-api	3.0.0-SP.39		a9bedee4ee18763a9c66c037b67cb02f75ff1dce
io.cronapp	olingo-odata2-client-api	3.0.0-SP.4		8c5cbd13cd7d543a6d278cf69806b37873129b26
io.cronapp	olingo-odata2-client-api	3.0.0-SP.40		234e3d5e96c39a165b295a35e1577f376226b26f
io.cronapp	olingo-odata2-client-api	3.0.0-SP.41		0133c59641eb6ee19e1584ed072d4e6a0d02ec31
io.cronapp	olingo-odata2-client-api	3.0.0-SP.42		bc04c502a4839a89381c390bd64b1d7838f2e018
io.cronapp	olingo-odata2-client-api	3.0.0-SP.43		693290e5936d0c4625d01362e6505cede2e0cf27
io.cronapp	olingo-odata2-client-api	3.0.0-SP.44		34738d176fa78b6099c3c198855fee8a7810cd73
io.cronapp	olingo-odata2-client-api	3.0.0-SP.45		f6b2977611b9e9a2c06933ca2ff3425a2d177a7d
io.cronapp	olingo-odata2-client-api	3.0.0-SP.46		04fa338d35f2d4e584751e6b3b634bff84137757
io.cronapp	olingo-odata2-client-api	3.0.0-SP.47		f08b96660122f791d931919bbb2d57b4e458e49e
io.cronapp	olingo-odata2-client-api	3.0.0-SP.48		0b3b6617a9827d23be95f4494dbc98163bc697a1
io.cronapp	olingo-odata2-client-api	3.0.0-SP.49		cc251b0d12e6ee37e6ea3bdcd6834ee4d16a604a
io.cronapp	olingo-odata2-client-api	3.0.0-SP.5		107989a9f45ef13964c338e65d52c46927b5bd0d
io.cronapp	olingo-odata2-client-api	3.0.0-SP.50		2f8158d107a2e1583efbaaaa8ef111a584ca27b2
io.cronapp	olingo-odata2-client-api	3.0.0-SP.51		4c750508b4de44e0a422e0dde60ee5c636fb0bf5
io.cronapp	olingo-odata2-client-api	3.0.0-SP.52		33fb750e4502d8c853fb2bb54ec30a59e3290443
io.cronapp	olingo-odata2-client-api	3.0.0-SP.53		e3bb0d7dc55242f982dddc04a410388431c3e07f
io.cronapp	olingo-odata2-client-api	3.0.0-SP.54		b2a7e1ae9f9fa5b2993b1def52ec01c394837dc2
io.cronapp	olingo-odata2-client-api	3.0.0-SP.55		ba284ecbef1adb7d08824d5c95d0ff0f9cf021a5
io.cronapp	olingo-odata2-client-api	3.0.0-SP.56		425e912dfa5c59669c8c1468c64871fe912d790a
io.cronapp	olingo-odata2-client-api	3.0.0-SP.57		abc10b779dea913233efb7bc3ef7a77b1d305961
io.cronapp	olingo-odata2-client-api	3.0.0-SP.6		a476a4b3312673e153c7fb5fb43495f82a3803d7
io.cronapp	olingo-odata2-client-api	3.0.0-SP.7		005a0084b204e8871f4a4c15affc7d2327f2234f
io.cronapp	olingo-odata2-client-api	3.0.0-SP.8		c7d4286a44216489860b404f813acc426d7e86de
io.cronapp	olingo-odata2-client-api	3.0.0-SP.9		9e59b38e2e6cb14698202d3d33dcca5421ccbf41
io.cronapp	olingo-odata2-client-api	3.1.0		d26bb9aa38ac09ec5f76a585d16b4c37352f6ea2
io.cronapp	olingo-odata2-client-api	3.1.0-SP.1		53daf20dcf3d3241329678fb1e872c38620a4ab5
io.cronapp	olingo-odata2-client-api	3.1.0-SP.2		d3358dc1ce4d7a5971bf79c1a3fe6535f245a5cb
io.cronapp	olingo-odata2-client-api	3.1.0-SP.3		b1f10540ade3869a4b507ef2f5b35f4035010a26
io.cronapp	olingo-odata2-client-api	3.1.0-SP.4		9ab9c206797dcaed64f1238defae465b9f7046bf
io.cronapp	olingo-odata2-client-api	3.1.0-SP.5		c247e7028f2abe0d622d13c9389b71cf76e1df71
io.cronapp	olingo-odata2-client-api	3.1.0-SP.6		58b770cb11ecaf5889f4bd33b1a0e2105aacee5d
io.cronapp	olingo-odata2-client-api	3.2.0		7b3caa6911eed82662fe939bcdc7ae604cce8b80
io.cronapp	olingo-odata2-client-api	3.2.0-SP.1		208022baaaa958c05d10d5c6d958462094c70324
io.cronapp	olingo-odata2-client-api	3.2.0-SP.10		f0ac1f317b6ff4cab12d2eecd5a0e6eb9f82ccde
io.cronapp	olingo-odata2-client-api	3.2.0-SP.11		d62fd01a690ea0b7be54cf0019661c12388c461b
io.cronapp	olingo-odata2-client-api	3.2.0-SP.12		9a175e9750c748ae42b418906b5eaf396c4cf44c
io.cronapp	olingo-odata2-client-api	3.2.0-SP.13		5959438c92edfd59ed77a6c96a74b19e5db6c058
io.cronapp	olingo-odata2-client-api	3.2.0-SP.2		b962e2b67f5e5f280667f229ddf6e70e3cbdabfc
io.cronapp	olingo-odata2-client-api	3.2.0-SP.3		53a13e0908608f3c7cda37280f53eb019c0c60b6
io.cronapp	olingo-odata2-client-api	3.2.0-SP.4		a1bec896c530152bc04f43300211aceb03d4b049
io.cronapp	olingo-odata2-client-api	3.2.0-SP.5		fde487f7f51e2724f8e587d4ddee5385f221b88d
io.cronapp	olingo-odata2-client-api	3.2.0-SP.6		eb7e3c9e959b3e7b9b4ae319e1b72ecfa401d353
io.cronapp	olingo-odata2-client-api	3.2.0-SP.7		32e7051875d17a5a95990cbe93c75d1f94254174
io.cronapp	olingo-odata2-client-api	3.2.0-SP.8		b45cd73d334aed565870d8b731178d4677a90f28
io.cronapp	olingo-odata2-client-api	3.2.0-SP.9		f280e5f591a242bf7d76c011e78cbde116498d6a
io.cronapp	olingo-odata2-client-api	3.2.1		577b31b529c9d5b0dbbf2dc07da413165b50d181
io.cronapp	olingo-odata2-client-api	3.2.1-SP.1		d3da3dadcf50aa86fe99c5063e23c338fafdda33
io.cronapp	olingo-odata2-client-api	3.2.1-SP.2		84a2d1de90e59fa7a6a5a08530f645211af77532
io.cronapp	olingo-odata2-client-api	3.2.1-SP.3		29527d6b3e77345d92256626b273ab26c08ec076
io.cronapp	olingo-odata2-client-api	3.2.1-SP.4		331d1142f4c58ca89698708077125642ce2e1169
io.cronapp	olingo-odata2-client-api	3.2.1-SP.5		82ab75f7aa51a590fced44bfd6b1ec6e9f5490a3
io.cronapp	olingo-odata2-client-api	4.0.0		74be40d1b65c450e2b0d2548a7850b3ad3f0c33f
io.cronapp	olingo-odata2-client-api	4.0.1		64f3e69e50f972e23ea5b501db07c9513c67b809
io.cronapp	olingo-odata2-client-api	4.0.2		eea9123a36a5d97189f9514411a20a57caac5def
io.cronapp	olingo-odata2-client-api	4.0.3		a35a4fd731c8fbddebcdd9bcf0096869bc8de1fc
io.gitee.litong	holly-s-migration	1.0.4		N/A
io.gitee.litong	holly-s-migration	1.0.5		N/A
io.gitee.litong	holly-s-migration	1.0.6		N/A
io.gitee.litong	holly-s-migration	1.0.7		N/A
io.github.duyhungtnn	trinity-player	1.0.0		N/A
io.github.estivensh4	firebase-messaging-iossimulatorarm64	0.1.0		N/A
io.github.estivensh4	firebase-messaging-iossimulatorarm64	0.1.0	metadata	4530366549a69d14487b4e4e875cf572d005c4bd
io.github.estivensh4	firebase-messaging-iossimulatorarm64	0.6.0		N/A
io.github.estivensh4	firebase-messaging-iossimulatorarm64	0.6.0	metadata	8195d932e88abfe899187b46ffb72b17c13d0191
io.github.estivensh4	firebase-messaging-iossimulatorarm64	0.6.2		N/A
io.github.estivensh4	firebase-messaging-iossimulatorarm64	0.6.2	metadata	3c763b7f8e1a62a11a26dcf211ce6d82f305d4ec
io.github.estivensh4	firebase-messaging-iossimulatorarm64	0.6.3		N/A
io.github.estivensh4	firebase-messaging-iossimulatorarm64	0.6.3	metadata	55465b37c63c49d902a3934f0d51b88eafa934b7
io.github.estivensh4	firebase-messaging-iossimulatorarm64	0.7.0		N/A
io.github.estivensh4	firebase-messaging-iossimulatorarm64	0.7.0	metadata	b0124346df7d74c3a5b414f50653786c375f89de
io.github.estivensh4	firebase-messaging-iossimulatorarm64	0.7.1		N/A
io.github.estivensh4	firebase-messaging-iossimulatorarm64	0.7.1	metadata	35ba3dd50af2909d3ec064912291be49f3f26a49
io.github.estivensh4	firebase-messaging-iossimulatorarm64	0.7.2		N/A
io.github.estivensh4	firebase-messaging-iossimulatorarm64	0.7.2	metadata	71c8bc45e21361a4000d52e5b224aec7a97d8192
io.github.hexsook	originext-config	1.0.0		5426a7a418a45c6f62d11cfc0d09305bc4703740
io.github.hexsook	originext-config	1.0.1		e872955ad457918b148485831065834614b73742
io.github.mervey0324	jraft-parent	1.3.6-mt-0.1		N/A
io.github.mervey0324	jraft-parent	1.3.6-mt-0.2		N/A
io.github.mervey0324	jraft-parent	1.3.6-mt-0.3		N/A
io.github.mervey0324	jraft-parent	1.3.6-mt-0.4		N/A
io.github.mervey0324	jraft-parent	1.3.6-mt-0.5		N/A
io.github.mflisar.composecolors	material-palette-jvm	1.0.0		538f6112bb88c0ee6ab819915fbb51e38bc34348
io.github.mflisar.composecolors	material-palette-jvm	1.0.0-alpha03		538f6112bb88c0ee6ab819915fbb51e38bc34348
io.github.mflisar.composecolors	material-palette-jvm	1.0.1		538f6112bb88c0ee6ab819915fbb51e38bc34348
io.github.mflisar.kotpreferences	storage-datastore	0.6.0		6bd5433e3ce9f4ae1aa7d9cd6544726a19584140
io.github.mflisar.kotpreferences	storage-datastore	0.6.0-alpha07		6bd5433e3ce9f4ae1aa7d9cd6544726a19584140
io.github.mflisar.kotpreferences	storage-datastore	0.6.1		6bd5433e3ce9f4ae1aa7d9cd6544726a19584140
io.github.mflisar.kotpreferences	storage-datastore	0.6.2		6bd5433e3ce9f4ae1aa7d9cd6544726a19584140
io.github.mflisar.kotpreferences	storage-datastore	0.7.0		ab089cdeffbcf4dce309a04babd67f377dc0d151
io.github.mflisar.kotpreferences	storage-datastore	0.7.1		fa92403e1d67dc43c23e1d56d5208bff474c39b0
io.github.mflisar.kotpreferences	storage-datastore	0.7.2		6257ff8a843aa850ffb7ecedfb038b0894670f18
io.github.mflisar.kotpreferences	storage-datastore	0.7.3		6257ff8a843aa850ffb7ecedfb038b0894670f18
io.github.projectunified	minelib-plugin-postenable	1.1.0		4af8a218bfcbc878a51390ae48e80651d017bf6e
io.github.projectunified	minelib-plugin-postenable	1.1.1		956d3805abd6965f3045b0e295c0feea16f5b503
io.github.projectunified	minelib-plugin-postenable	1.1.2		e1eb7617d2be1b524013e7920e92935c54d11f3e
io.github.projectunified	minelib-plugin-postenable	1.2.0		98e0a4c9ca97db4b00ecbf7f74d39bcae6f107b8
io.github.projectunified	minelib-plugin-postenable	1.2.1		fc8d4b87b988d4b796c2a0522c4741906ec49bcd
io.github.projectunified	minelib-plugin-postenable	1.2.2		a78a1b6c967102fd81a94ae7f50a4fffcb111685
io.github.projectunified	minelib-plugin-postenable	1.2.3		1a0482fd174d0cbc2eddaf3ad090db7863fad8ea
io.github.projectunified	minelib-plugin-postenable	1.2.4		9a360ba85f0f257f7813fa2f263a3471a059553f
io.github.projectunified	minelib-plugin-postenable	1.2.5		601381ad1659a7a0eed0e525864589f16cc9b60c
io.github.vigoo	zio-aws-drs_2.13	3.17.102.4		861b105a7a7ac7a70970b1eb72b06c1dc9ec740e
io.github.vigoo	zio-aws-drs_2.13	3.17.102.5		154478b694a6953a4bd88a8c61b2ed629c1c5483
io.github.vigoo	zio-aws-drs_2.13	3.17.102.6		bb5f6f5560cc5031b98fbd58fdb8f12829cec2b4
io.github.vigoo	zio-aws-drs_2.13	3.17.103.1		7a96a459093afdec86cd17b4aa19c9689abd93fc
io.github.vigoo	zio-aws-drs_2.13	3.17.104.1		37e933800d4ac39a61952cc4132c13268cae3ddd
io.github.vigoo	zio-aws-drs_2.13	3.17.104.2		75e8b68805cc8aa069a6e1b6221e05199b498f7a
io.github.vigoo	zio-aws-drs_2.13	3.17.104.3		f0f44d8b90e17bebcb3d35c4a3ea7ff11125ce13
io.github.vigoo	zio-aws-drs_2.13	3.17.104.4		c6127960f4e191b99822f041e3691431c584c763
io.github.vigoo	zio-aws-drs_2.13	3.17.104.5		f399c87d8aa01beff667abd1e2eb1c62964f7c95
io.github.vigoo	zio-aws-drs_2.13	3.17.104.7		e5d9ccd6380c32cb4591f45fa891d492c6d7a08a
io.github.vigoo	zio-aws-drs_2.13	4.17.104.1		acc7d21a35ff2eb99ded8e0cdb9e5295349b5462
io.github.vigoo	zio-aws-drs_2.13	4.17.104.2		4c56d81b4dbd17d8a666466d28f9789c96565044
io.github.vigoo	zio-aws-drs_2.13	4.17.280.4		edc0d2de1380bde96b146691aff2eff2e067558f
io.github.zakiis	zakiis-security-starter	2022.0.1-M1		404147ab208e0d25704fa102c9b1e4ff44d7dce3
io.heartpattern.springfox	springfox-command	0.1.10		f686b7fa09759825ce4ae075f2c7dda8c7d7cabe
io.heartpattern.springfox	springfox-command	0.1.11		f0b0e6d9180220c522690b14c04c5716526ace8d
io.heartpattern.springfox	springfox-command	0.1.12		830793ea6615323fdfa8d086f1d126996e9b0b50
io.heartpattern.springfox	springfox-command	0.1.13		a0afa932e6485af1a92bb56d17316ce99382aab6
io.heartpattern.springfox	springfox-command	0.1.14		7a9ddf9927c6a0e582778ce0cec07f17618fc200
io.heartpattern.springfox	springfox-command	0.1.15		c5c95be64bd864a4327b5976246f9e9f25c8748e
io.heartpattern.springfox	springfox-command	0.1.8		49760af596019affd44f5b7c9dc3b34b71db7194
io.heartpattern.springfox	springfox-command	0.1.9		d845365df53ac68a2a7c5e7ca72ee26b84221a70
io.ktor	ktor-client-ios-metadata	1.1.1		0074ce298acb82b5b060420c988494c8219c7a77
io.ktor	ktor-client-ios-metadata	1.1.2		195b75b6242daa8ceaf2ac07d83bb816281859e7
io.ktor	ktor-client-ios-metadata	1.1.3		f9b4ddccccb2c1b3f38f4b4f650bb6c16f0bf6fa
io.ktor	ktor-client-ios-metadata	1.1.4		7ce3059cdd4bdedf6f8a7f5a30128bc5b84a10b8
io.ktor	ktor-client-ios-metadata	1.1.5		c1a3836912b1d258c4b9bbe5cd64a4b730989ffd
io.ktor	ktor-client-ios-metadata	1.2.0		82e6a419d2add630396dc9bb53b8b4b5ffdd26b9
io.ktor	ktor-client-ios-metadata	1.2.0-rc		a0dcdd665ffc2a99d4219c60adddc93beab61892
io.ktor	ktor-client-ios-metadata	1.2.0-rc2		4bf8fe03709dd6b86d97535b1559d9d741b11193
io.ktor	ktor-client-ios-metadata	1.2.1		f8cb65b0b36cb66c505e676eee8aafbffdcbfcd1
io.ktor	ktor-client-ios-metadata	1.2.2		14e80ea194bd7097f4e7c2f03200a05aa4205836
io.ktor	ktor-client-ios-metadata	1.2.3		2809341b383814ee3bbe68b4153b5206b8dc6071
io.ktor	ktor-client-ios-metadata	1.2.3-rc		27fce75efc63e523eeeeec65ec22ff86db11f750
io.ktor	ktor-client-ios-metadata	1.2.4		49bc7b0138c7e6229fc3607cdf4454b1ba511b52
io.ktor	ktor-client-ios-metadata	1.2.5		8b5cebf52ce94e6872f138284339c52643c7bc62
io.ktor	ktor-client-ios-metadata	1.2.6		f4da9a436f2900c904b5575a93d780bf958aaca2
io.ktor	ktor-client-ios-metadata	1.3.0		af4a9710914f6a55c8859d6a96e1ec73016fc695
io.ktor	ktor-client-ios-metadata	1.3.0-rc		5c59eeeaed5ab9720d85085d626592a484daf451
io.ktor	ktor-client-ios-metadata	1.3.0-rc2		45745ea1c0ff8b7034b4e3bf46191fe643f63173
io.ktor	ktor-client-ios-metadata	1.3.1		a338a6b0a98435a15cbb8bff5f2fba20688726a8
io.ktor	ktor-client-ios-metadata	1.3.2-1.4.0-rc		c6fdec2b1c44bddb4cddf2dab1bdb20e810c8ff0
io.ktor	ktor-client-ios-metadata	1.3.2-1.4.0-rc	all	3e4301ffa2da2fe9642fb493bf7f20292b83fb00
io.ktor	ktor-client-ios-metadata	1.4.0		d2caa1980f0e7fdaf7696dfbefa55eb67e27087f
io.ktor	ktor-client-ios-metadata	1.4.0	all	1e009cdab26d60a957b141b9b05060b7082182c4
io.ktor	ktor-client-ios-metadata	1.4.1		d9ebf7e5a706dd6e3349dd164cb77f90361e4ac0
io.ktor	ktor-client-ios-metadata	1.4.1	all	e99f26cf9a9dd93e656f146ab8925962dbc65c3a
io.ktor	ktor-client-ios-metadata	1.4.2		2fc1fd8df014bb4421d8b6cf060d5a76c71a4573
io.ktor	ktor-client-ios-metadata	1.4.2	all	fd11a07c1c38e2b669c732b965337cdd41822779
io.trino	trino-spooling-filesystem	457		3ea26b521a1be70b42aff0f15b908bf4a5ef4d3c
io.trino	trino-spooling-filesystem	458		6bea9120c7ff2da009bf9358bf543ba7d1a0ab42
io.trino	trino-spooling-filesystem	459		95a3a80fae292d70f2e53fcaa5f8f18e1c6539d2
io.trino	trino-spooling-filesystem	460		316631a7d78e631714b28178adf6afb3f5e06949
io.trino	trino-spooling-filesystem	461		c608a45de4c0708b7dc3d07b158c0b8e0ca38d49
io.trino	trino-spooling-filesystem	462		9d33a70b94aca2e8dbc281b7618e4615a51a0eb9
io.trino	trino-spooling-filesystem	463		1855f65af040e5704e0c8cbafd57a791f70942af
io.trino	trino-spooling-filesystem	464		282e4c6ba11bffbb807632136760dac0969f5869
io.trino	trino-spooling-filesystem	465		d012367c75e44854fd9965d57f7edde5d0d6771d
io.trino	trino-spooling-filesystem	466		2880d763f50cce9da4163cb0be977299523b83e8
io.trino	trino-spooling-filesystem	467		b86e923cded6681cc0bee8e3cfb6a4c1fe88e9bc
io.trino	trino-spooling-filesystem	468		37c9629e06ba818ea2ea1ae3b763a8abc8443491
io.trino	trino-spooling-filesystem	469		26f70cd93bc8537c29635c3f417d2282f513e0c6
io.trino	trino-spooling-filesystem	470		1d59d356948303c2c30ca99160f8db403be8f4b2
io.trino	trino-spooling-filesystem	471		efdd7a0ba564f0c1c3d96d94ad8711b0a7d8ccfa
io.trino	trino-spooling-filesystem	472		321487ecadb971bf1361ee2c03e1368347c6b0ef
io.trino	trino-spooling-filesystem	473		9d9bf3243ef128dedf5520152b5bf0262d4f5381
io.trino	trino-spooling-filesystem	474		a3b31a99ef632f4373006437e4c9a30db99466fb
io.trino	trino-spooling-filesystem	475		1b4db911e97dd5e8c52aff82af79624de4dbbf80
io.yupiik.uship	webserver-cdi	0.0.1		5212291a7840dd58688334bbac4ff7aadaf3b820
io.yupiik.uship	webserver-cdi	0.0.2		75e12d7ba8d7a833624c79a3820556a8fda5c449
io.yupiik.uship	webserver-cdi	1.0.0		17dba50f941e309f86738eccc645f44520ae391a
io.yupiik.uship	webserver-cdi	1.0.1		fc052a405ce980f356ec055e111c743a7f487231
io.yupiik.uship	webserver-cdi	1.0.10		782b67c569f6f15b6c54b1e7897028705ee31d1b
io.yupiik.uship	webserver-cdi	1.0.11		cc07b086cbe9beea68e77a0af4d6d529a2071fae
io.yupiik.uship	webserver-cdi	1.0.12		45afb7fdb406e3dd8c56ac9020e86171f517b94e
io.yupiik.uship	webserver-cdi	1.0.13		4e4d7663c145b50627a04375ca9b4d0c449416bd
io.yupiik.uship	webserver-cdi	1.0.14		3cb584dfbfed800c1e5081b3f7f1434e7da396e1
io.yupiik.uship	webserver-cdi	1.0.15		a9420e7f2af469805f57a87ed05e4c90d9d450de
io.yupiik.uship	webserver-cdi	1.0.16		829b993e02a4c6aae3e0027d46c8e44fb9f5b285
io.yupiik.uship	webserver-cdi	1.0.17		e5a7183a59abffeb982686890e379073a37c7580
io.yupiik.uship	webserver-cdi	1.0.18		07860d685a1a538e4f9c555edd0f6e60f56696d1
io.yupiik.uship	webserver-cdi	1.0.19		ec3dcdd1e2a3c44fb7eb1ddaf5aa810104a03686
io.yupiik.uship	webserver-cdi	1.0.2		a6be21384dee3c5c552383d9ca624d6dabb7b06a
io.yupiik.uship	webserver-cdi	1.0.3		d174e6ae96493ab73abad73c3e84d885393be98c
io.yupiik.uship	webserver-cdi	1.0.4		d0b2a4eb9dcf7e441992c28bc8b76b0d9de987bc
