activesoap	retroweaver-rt	1.1	-	e796b959c4d32e69271d5516d7e5c59e4ac7c713
data.com.liferay	com.liferay.portal.store.file.system	2.0.17	2.0.17-sources-commercial	17f5a74a0362371a97b4f155f91c4498f591d06d
data.com.liferay	com.liferay.portal.store.file.system	2.0.18	-	50d01bd55ff72dba4e32750780386c0f94d6bf82
data.com.liferay	com.liferay.portal.store.file.system	2.0.18	2.0.18-sources-commercial	1aeccb5bf7040373874340af3079bf0a84e53097
data.com.liferay	com.liferay.portal.store.file.system	2.0.19	-	13bfb1c653c9f1510acf99b3769a15fefab6d5b0
data.com.liferay	com.liferay.portal.store.file.system	2.0.19	2.0.19-sources-commercial	69eb3ed7fce710cdf77f5a0eabfe4de4f9fd8aaf
data.com.liferay	com.liferay.portal.store.file.system	2.0.20	-	bf23f283c44681e29965c9d05761e4083c8bc6dc
data.com.liferay	com.liferay.portal.store.file.system	2.0.20	2.0.20-sources-commercial	94881b744403471e8a3742528769f17d8d5fc429
data.com.liferay	com.liferay.portal.store.file.system	2.0.21	-	a4c4a310bf22fc4d8b53d817f809f9971abc118b
data.com.liferay	com.liferay.portal.store.file.system	2.0.21	2.0.21-sources-commercial	142b63a8c5fb325b79a3e6f632060c38c3b31080
data.com.liferay	com.liferay.portal.store.file.system	2.0.22	-	e5fbb5045630b8b0c971ea9225159ce6bfef497d
data.com.liferay	com.liferay.portal.store.file.system	2.0.22	2.0.22-sources-commercial	db2f36b0c9c74b29af741b9847230dc637b313bc
data.com.liferay	com.liferay.portal.store.file.system	2.0.23	-	a944854bbd8d21b0f64f304088f0f069d38803b5
data.com.liferay	com.liferay.portal.store.file.system	2.0.23	2.0.23-sources-commercial	be15930ac37146bb6a3ccfcc092ec99654c0cb94
data.com.liferay	com.liferay.portal.store.file.system	3.0.10	-	0a05bf75cf5bb3e181975916b057b6fd584aa147
data.com.liferay	com.liferay.portal.store.file.system	3.0.10	3.0.10-sources-commercial	2b90ffa436fb2edc3ee775cc74b075c491fc8959
data.com.liferay	com.liferay.portal.store.file.system	3.0.11	-	850b26eb49dc6f7f4823ba29576f9e296b7dddfb
data.com.liferay	com.liferay.portal.store.file.system	3.0.11	3.0.11-sources-commercial	56d2138069e79ddefab95ffa885e23050c454e33
data.com.liferay	com.liferay.portal.store.file.system	3.0.12	-	f50153229abcfab22a4991c3f06ed3e8df741f2c
data.com.liferay	com.liferay.portal.store.file.system	3.0.12	3.0.12-sources-commercial	f49b9d038a5bb47cca0edeca0a6931c2608fd766
data.com.liferay	com.liferay.portal.store.file.system	3.0.13	-	1de1e86b91b243f9b83c198116dabc4724d8e82c
data.com.liferay	com.liferay.portal.store.file.system	3.0.13	3.0.13-sources-commercial	c0e8885935a480eb612dbcb1eab21095da881eff
data.com.liferay	com.liferay.portal.store.file.system	3.0.14	-	22beb50eb76e722e7b8413fb47cb487636a23dd3
data.com.liferay	com.liferay.portal.store.file.system	3.0.14	3.0.14-sources-commercial	bc759f494c24dbdd3b0214a8a2719db5cb7f5611
data.com.liferay	com.liferay.portal.store.file.system	3.0.15	-	f9eec3804c32d34b6c6b41f7628d0d6b2fa135f0
data.com.liferay	com.liferay.portal.store.file.system	3.0.15	3.0.15-sources-commercial	4b11547e6c9561f4e08d5e051630dabcf4c7aae4
data.com.liferay	com.liferay.portal.store.file.system	3.0.16	-	4e4ee73560f94b930531ce9b0a9794809d14d42c
data.com.liferay	com.liferay.portal.store.file.system	3.0.16	3.0.16-sources-commercial	998828c19ddcc656eb953d34180f687954b41703
data.com.liferay	com.liferay.portal.store.file.system	3.0.17	-	062fd19616bdcb5d7853c44734e36581ee31feab
data.com.liferay	com.liferay.portal.store.file.system	3.0.17	3.0.17-sources-commercial	78587fc7f63a7bdcf7eee05d9c59eea28f4b246f
data.com.liferay	com.liferay.portal.store.file.system	3.0.18	-	889cd73dd713cd8fa849fd255192a19176714f69
data.com.liferay	com.liferay.portal.store.file.system	3.0.18	3.0.18-sources-commercial	6fc312072258423d8e28cff64dc0e16846e77144
data.com.liferay	com.liferay.portal.store.file.system	4.0.0	-	f64316f87cf596d423b051fd1f3f013290a78aac
data.com.liferay	com.liferay.portal.store.file.system	4.0.0	4.0.0-sources-commercial	de4d94513333f1e8390b398acfae49d20149247d
data.com.liferay	com.liferay.portal.store.file.system	4.0.1	-	11fb014949ae6076b08fc3f44e047cb9400aac48
data.com.liferay	com.liferay.portal.store.file.system	4.0.1	4.0.1-sources-commercial	c9b930265f9c1120e7e91808ffbf6a6df4b144c5
data.com.liferay	com.liferay.portal.store.file.system	4.0.2	-	755d9712872ffa83c5a5ccfa26137a582ed1f3ef
data.com.liferay	com.liferay.portal.store.file.system	4.0.2	4.0.2-sources-commercial	ccf85774690ee8749bf8abdc0dfdb5b5124982be
data.com.liferay	com.liferay.portal.store.file.system	4.0.3	-	3e35d50ccc61cb4372e9eb52d3dbd1340100c2df
data.com.liferay	com.liferay.portal.store.file.system	4.0.3	4.0.3-sources-commercial	3e08e567051b39ca117ff3695298b989596a8389
data.com.liferay	com.liferay.portal.store.file.system	4.0.4	-	84e33313928ae029271fa48e8e5de5c6ccbe299b
data.com.liferay	com.liferay.portal.store.file.system	4.0.4	4.0.4-sources-commercial	f27640f8d9f3ddd6dfbe60ae0fc0a2bb2706b916
data.com.liferay	com.liferay.portal.store.file.system	4.0.5	-	2d652e9ea0b41daa40000397d79d08cd7c4248ed
data.com.liferay	com.liferay.portal.store.file.system	4.0.5	4.0.5-sources-commercial	b10930520859df74c06099287c7b31c0687349d9
data.com.liumapp.qtools.pic	qtools-pic	v1.3.10	-	a485bf6d20440b7668e49fa284c7b2f0a0e4c8f2
data.com.liumapp.qtools.pic	qtools-pic	v1.3.11	-	06cfcc9fd1e33144d60dc75f9b0d6fbadb5ac0be
data.com.liumapp.qtools.pic	qtools-pic	v1.3.2	-	67e6f4678b1ea33742160252053ff700ca2d4f77
data.com.liumapp.qtools.pic	qtools-pic	v1.3.3	-	7656002c9d31df6b40c1d2f6ec5573c501280617
data.com.liumapp.qtools.pic	qtools-pic	v1.3.4	-	35891e4ba5ba54b3c4f890be785ff85a0d30105d
data.com.liumapp.qtools.pic	qtools-pic	v1.3.5	-	f14a1449e040f34565503a38e0cb98c88089b452
data.com.liumapp.qtools.pic	qtools-pic	v1.3.6	-	daea6cc8b971c21df189f00cc24b0ca2db3ef67a
data.com.liumapp.qtools.pic	qtools-pic	v1.3.7	-	ade14168740021ede9b4daeb43966e847d1afbac
data.com.liumapp.qtools.pic	qtools-pic	v1.3.8	-	4900b5e1e3d2bce5a329ef6523b5652433619cc7
data.com.liumapp.qtools.pic	qtools-pic	v1.3.9	-	3a555c71e88e9b1d8bfe50e9d73e4d576cfa1983
data.com.peterphi.std.guice	stdlib-guice-hibernate-testing	10.1.5	-	e104f18c21d5a2f7491af31310de6e32c51daba7
data.com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.7.5.1	-	0a716be802de95ce6da7142bc88cba2d130ef8ef
data.com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.7.5.2	-	7c1d6a8111796473fdbc810826fa81163c035163
data.com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.7.5.3	-	a8fed82039ab95422b06ddb71a2ee129576a0807
data.com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.7.5.4	-	d22434c761a7e364a14f692060ece26c6e882476
data.com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.7.5.5	-	b3795dcbfe7e2c77b606f18208aaed5ea4f27f8c
data.com.peterphi.std.guice	stdlib-guice-hibernate-testing	9.7.5.6	-	3e08767ecba85df14d69ce3d34705ff9d9642902
data.com.powsybl	powsybl-ucte-converter	2.3.0	-	d525269b4801c289086236b06d0f025004f9ef92
data.com.powsybl	powsybl-ucte-converter	2.4.0	-	bbde99e5947bd05be32d02fa16e9a7c623b277ad
data.com.powsybl	powsybl-ucte-converter	2.4.1	-	40f2dae51be6f8f40d4974879e7ac4e913d48b4a
data.com.powsybl	powsybl-ucte-converter	2.5.0	-	7ddcf7059a140d5106a745e71a90bf923be464d8
data.com.powsybl	powsybl-ucte-converter	2.5.1	-	7c895c42d6346cc3b7b87d4d4eb4f9d5aa8d5c4c
data.com.powsybl	powsybl-ucte-converter	2.5.2	-	c0a0078b68c14618940e0bb5c20b4d501faaf7ed
data.com.proofpoint.platform	jaxrs	1.96	-	ce7c3f9e37ef18f1f13a62ee4440e36689d42962
data.com.proofpoint.platform	jaxrs	1.97	-	70d59eadb3d4628a6849bce3bfa9e4dc1dabbcac
data.com.proofpoint.platform	jaxrs	1.98	-	fadb70532b2780a1018a7e605c42896427055b7f
data.com.proofpoint.platform	jaxrs	1.99	-	7edbf2d5c64aef18596a59f3e699f8c13aef86cd
data.com.proofpoint.platform	jaxrs	2.00	-	11c25ee77639086c8080aba1407bb8c0e97cd271
data.com.proofpoint.platform	jaxrs	2.01	-	45f165f8c35e967d23b042b3ecbe76177e5050db
data.com.proofpoint.platform	jaxrs	2.02	-	49029f644ffae4dcdbdcccbad6516c04a09ac14d
data.com.proofpoint.platform	jaxrs	2.03	-	eb0d8b2344ca230f926b1af9dbdd72610ba7494f
data.com.proofpoint.platform	jaxrs	2.04	-	55ea8be0c9aaa5fc923e40c80090f5934bb5158c
data.com.proofpoint.platform	jaxrs	2.05	-	f06e6abd3ab100a582ae2c5a30e6485a27c1ee5d
data.com.proofpoint.platform	jaxrs	2.06	-	68ef11f0adc00969d8f1380781a3cd586753f3ed
data.com.proofpoint.platform	jaxrs	2.07	-	ed77989664f564b56ade5ffc49a5696f332d0c13
data.com.tomtom.speedtools	geo	3.2.13	-	916be5cab11b79c680cd2cb6ddb219f8138adbe8
data.com.tomtom.speedtools	geo	3.2.14	-	d76afd0e8bee5f292048329560dc52be008bde1c
data.com.typesafe.play	play-ws-standalone-json_2.12	1.1.13	-	e45d3a587ac835062da2ce50137a7f8f50a19c58
data.com.typesafe.play	play-ws-standalone-json_2.12	2.0.0	-	a0f9bbe7aead35490050fbf3d0220a738038bbbc
data.com.typesafe.play	play-ws-standalone-json_2.12	2.0.1	-	94883dcca811a16c821e5faa82f9da7cd9caf2e7
data.com.typesafe.play	play-ws-standalone-json_2.12	2.0.2	-	5404b028e939606d9d57ca3d39979f0e24b06bab
data.com.typesafe.play	play-ws-standalone-json_2.12	2.0.3	-	4d495669f585dc6c7c39fa57a28b2a25b7ad0e69
data.com.typesafe.play	play-ws-standalone-json_2.12	2.0.4	-	ff6927ea28db0a26686e28f7466a1550619aa470
data.com.typesafe.play	play-ws-standalone-json_2.12	2.0.5	-	c977956627d0752a479cc029d4314b256ea0b80c
data.com.typesafe.play	play-ws-standalone-json_2.12	2.0.6	-	0c25541f8d9b9ef3da1be8125b83c3ad90af4131
data.com.typesafe.play	play-ws-standalone-json_2.12	2.1.0-M1	-	134d6a72557805a15eabc8c23522b7d567ee6d74
data.com.typesafe.play	play-ws-standalone-json_2.12	2.1.0-M2	-	e1657517f2ff9c7e143ff5aa0b1707df69ab7121
data.com.typesafe.play	play-ws-standalone-json_2.12	2.1.0-M3	-	7014012d0edfee01c9c5570feea4d091fb64cb5b
data.com.xavax	xcore	1.1.4	-	e9a5b4413c6028645698c80a8e2552756649020d
data.de.acosix.alfresco.utility	de.acosix.alfresco.utility.core.repo.quartz2	1.0.5.0	-	c5a20782df5c52b5dd06262f63487f7c1b0bdc2b
data.de.acosix.alfresco.utility	de.acosix.alfresco.utility.core.repo.quartz2	1.0.6.0	-	4314008d36c431924cb62e19627e558f2c13cc23
data.de.sciss	dispatch-json4s-jackson_2.13.0-RC3	0.1.1	-	a4f4cb33572ff49a0dfb7fd4748c1c8a3b4c0f72
data.de.sciss	lucreswing_2.13.0-RC2	1.17.0	-	e1578d95c85bdb1da35f2b4614ec92290bbb60f7
data.de.sciss	lucreswing_2.13.0-RC2	1.17.1	-	9fa41f1d4920e798290790b64b5d4fef8306eedf
data.fr.inria.atlanmod.neoemf	neoemf-data-blueprints-neo4j	2.0.0	-	805107fb5e35012d0410f2f62898e6d49c94be44
data.hu.icellmobilsoft.jaxb	swagger-jaxb	1.0.1	-	306a20a1f3a4601d5be996cff2bd9d779a9b0fb9
data.io.7mind.izumi	logstage-api_2.12	0.8.0	-	582589ad6d85e0deb1f1ea10529155ab2412b331
data.io.7mind.izumi	logstage-api_2.12	0.8.1	-	f667d0a13e01a627f93b0748464fd5090920ff60
data.io.7mind.izumi	logstage-api_2.12	0.8.2	-	b820de7e22c6a96aaaf450d62acd3eecd18aaf35
data.io.7mind.izumi	logstage-api_2.12	0.8.3	-	7e957ce2df7842c554964b1980947eefaac1b297
data.io.7mind.izumi	logstage-api_2.12	0.8.4	-	0f31f41def4d677442d31c1df13ae22ba169250e
data.io.7mind.izumi	logstage-api_2.12	0.8.5	-	167f57e5005f04b216ed6c3da2db66c62d80b057
data.io.7mind.izumi	logstage-api_2.12	0.8.6	-	0a149c65ff4425c1eb67a6d24544b9efdd2aaf94
data.io.cloudslang	score-node-api	0.3.59	-	19e280ef5733163a4bf3d073c4a19e387c682275
data.io.cloudslang	score-node-api	0.3.61	-	375aea6718f38554da7fca466bb676249ae38854
data.io.cloudslang	score-node-api	0.3.63	-	f9d38a6535a8ac0f442d27f7356e5815e6b20f69
data.io.cloudslang	score-node-api	0.3.64	-	88617c161e231791bc44667941b4e0a403c17659
data.io.cloudslang	score-node-api	0.3.65	-	e5e6b100c697156ee00599589d10f64ff7480fde
data.io.cloudslang	score-node-api	0.3.66	-	d7b631acfd4a6fd561d9671813385c0d88b7944e
data.io.cloudslang	score-node-api	0.3.67	-	4d1544428bd49d68e22d329e8f7f501d1fb1315f
data.io.cloudslang	score-node-api	0.3.68	-	40e2d3cad28aaa110e334bfce364052c9eee88d1
data.io.cloudslang	score-node-api	0.3.69	-	ffb2395ddfb8662d1e7c9baa0c4ef10ece089b7c
data.io.cloudslang	score-node-api	0.3.71	-	68c75ab692d31e52c7884695a8e5c638aab5577d
data.io.cloudslang	score-node-api	0.3.72	-	084b86251869d05ada982b0df2d14eddb0a8855d
data.io.cloudslang	score-node-api	0.3.73	-	f085ea8feb936560dea0b04221a5cd5ca8475f0b
data.io.cloudslang	score-node-api	0.3.74	-	452e6dd4e766f2f61cff2d68d0408d91d7a31b04
data.io.cloudslang	score-node-api	0.3.75	-	c0e1e582f6a468016dffcd8db1da234f7ab9e3fd
data.io.cloudslang	score-node-api	0.3.76	-	51588270a00500a4e4c610efefc257b307bfbab6
data.io.cloudslang	score-node-api	0.3.77	-	1009bff8addb9ba8a4faa38a4d7fa9a5a815f914
data.io.cloudslang	score-node-api	0.3.79	-	db581732f34f9fe7d0ddee0d45f9bcd422df04bc
data.io.cloudslang	score-node-api	0.3.80	-	e820397bd44ca2cef23ec3030bc35841c220dde0
data.io.cloudslang	score-node-api	0.3.81	-	2d128f71f022a5396090ee3357c37998b20ca56e
data.io.cloudslang	score-node-api	0.3.82	-	0f64052e8db207e0883b530908a8a592f7eaf042
data.io.cloudslang	score-node-api	0.3.83	-	7d3460718a48c2480fb7296c6e19f24752ad7b22
data.io.cloudslang	score-node-api	0.3.84	-	db3695f9c18c4325f1c345a1af60264065313f7e
data.io.cloudslang	score-node-api	0.3.85	-	30e9807ec282caebebd63f7631d56a6efc235ae3
data.io.cloudslang	score-node-api	0.3.86	-	efe4cbbe11342d7b6f414ec74f38be3bdfba0944
data.io.cloudslang	score-node-api	0.3.87	-	042f95a5563d2fa4652d2268e65daad1cc607483
data.io.cloudslang	score-node-api	0.3.88	-	811676ace0c5370d5fc291ceea201862740b57bb
data.io.cloudslang	score-node-api	0.3.89	-	82553625f3ec222f5aad1a9f7de755c9033b801c
data.io.cloudslang	score-node-api	0.3.90	-	637b4660c252a68d4ea5eadcc7a485ee4863b93b
data.io.cloudslang	score-node-api	0.3.91	-	fbb31c8e3bbb77d6e6929e15aa7188b75e73538d
data.io.cloudslang	score-node-api	0.3.92	-	80c24f460f1cab1f234dc4633eec0b21effbb5b5
data.io.enoa	repeater-nanohttpd	1.7.0-beta	-	45b2f56c224b74de46d694fb137770cf80f57067
data.io.enoa	repeater-nanohttpd	1.7.2-rc	-	600628c280fe4eb567341f6e4bf36f086d1c16af
data.io.functionalj	io.functionalj-functionalj-types	0.1.78.0	-	0c84937d8b9e183cca8f1a54a44de9498a70d6e8
data.io.gatling.frontline	frontline-gradle-plugin	1.0.0	-	8c76d69cbe23cad321e210cb8396ca82797c6ac3
data.io.joynr.smrf.tests	compatibility-tests-java	0.3.2	-	742df18241102c09d71033d734731db8362e8561
data.io.joynr.smrf.tests	compatibility-tests-java	0.3.3	-	c5e38935cee4a83d225dae379be181ce69fed5fe
data.io.kamon	kamon-akka-http_2.12	2.0.0-RC1	-	17ad566cc19ecd3e33f477f4bde9c96a3c360926
data.io.kamon	kamon-akka-http_2.12	2.0.0-RC2	-	36f9b7d1971e7bf571108792ae902adf3463a7eb
data.io.kamon	kamon-akka-http_2.12	2.0.0-RC3	-	5af73d8cc198ada5d970b2abcf00305c39e37f08
data.io.konig	konig-parser	2.2.0	-	3af6b86a09641de8c37682a363461cc48ffd8645
data.io.konig	konig-parser	2.3.0	-	2138c9c55e46f5a6ff123851cdd9842769f3c4fe
data.io.konig	konig-parser	2.4.0	-	364f5053ca9554e9586574cf987df6aaeaa7ec0d
data.io.konig	konig-parser	2.5.0	-	84130eb98b431aedcb394ca2663cf4c80b4d75a3
data.io.konig	konig-parser	2.6.0	-	0c7bc52cb3a62f409001c9ea6b1d571df1183b24
data.net.automatalib	automata-serialization-saf	0.8.0	-	417f4ab26c95814d7abfd2922a146c7478baec33
data.net.unit8.bouncr	bouncr-proxy	0.2.0	-	08c23fc96e9e80172fd6f191d8853260328410f5
data.net.unit8.bouncr	bouncr-proxy	0.2.1	-	b1afa5db52788061c3d84282468b786feff981c9
data.net.unit8.bouncr	bouncr-proxy	0.2.2	-	7013db796380c9cca81eb9e355a8ff44f9335ab7
data.net.unit8.bouncr	bouncr-proxy	0.2.3	-	a74134586db4105715c66cd0e2e80d4a1be8d42b
data.net.unit8.bouncr	bouncr-proxy	0.2.4	-	b854e604fda3fc8e7ee73ba1be7f8bec625783a7
data.net.unit8.bouncr	bouncr-proxy	0.2.5	-	a62fc40134c4854bc0eaacbdcc6e604465555760
data.net.unit8.bouncr	bouncr-proxy	0.2.6	-	bc9dba9d0c030bb961e7ba1b1c072fdbcc8ae6f3
data.net.unit8.bouncr	bouncr-proxy	0.2.7	-	9999a198698eda43d1c3e37b86048e4a83b6d4c1
data.org.apache.activemq.examples.clustered	client-side-load-balancing	2.6.4	-	7cca4d5275f0d60f0ad2b3b48efe62fdf0d51f7b
data.org.apache.activemq.examples.clustered	client-side-load-balancing	2.7.0	-	e6928255b81e0885515f89ee711007a23ea6a590
data.org.apache.activemq.examples.clustered	client-side-load-balancing	2.8.0	-	89f3bb01fd57d49c95221da22a0c9d9344743510
data.org.apache.activemq.examples.clustered	client-side-load-balancing	2.8.1	-	0c99faadb79533886c68bd584885bcebb09bdffd
data.org.apache.activemq.examples.clustered	client-side-load-balancing	2.9.0	-	2fe41ebe9614ae4393c525bffaeead7371ef69dc
data.org.apache.shardingsphere	sharding-transaction-core	4.0.0-RC1	-	b8658f8b61846796cecc17cf1933144abec5aff5
data.org.apache.tomcat	tomcat-jasper	7.0.93	-	58c26a4009485d3024f952bdb70c6ff2c25a8d21
data.org.apache.tomcat	tomcat-jasper	7.0.94	-	6951cb4cad322ebd14f007be68a0072ce1b68253
data.org.apache.tomcat	tomcat-jasper	8.5.38	-	e1747507c493d422e2f58cde90e6d1604df2d072
data.org.apache.tomcat	tomcat-jasper	8.5.39	-	51ce2e682ae31a81facd815e42257ef19d04d267
data.org.apache.tomcat	tomcat-jasper	8.5.40	-	fe51c28ba7805317daa91bdf1261a5e9b8fa04bc
data.org.apache.tomcat	tomcat-jasper	8.5.41	-	0ef2636d312b8ee9d85a99f7f36ff178efe1a7a0
data.org.apache.tomcat	tomcat-jasper	8.5.42	-	0aa839cf95677374d5003ec65392a094acb9dc06
data.org.apache.tomcat	tomcat-jasper	8.5.43	-	1538cde9bbd492e4686b0768dc31137ade8d6060
data.org.apache.tomcat	tomcat-jasper	9.0.16	-	56196321ceb67e53b8c2102a7b58ee8cbc5a5b44
data.org.apache.tomcat	tomcat-jasper	9.0.17	-	37f7c7c8a50a3c4f98a1d48948e8db21b122ed96
data.org.apache.tomcat	tomcat-jasper	9.0.19	-	1a0e6bb80cde6a15f145dec07c61d60e819ef2c1
data.org.apache.tomcat	tomcat-jasper	9.0.20	-	83629b6f1e6aa8a0cb8c5d3e76e526b4d35ca360
data.org.apache.tomcat	tomcat-jasper	9.0.21	-	7aa5c4861afbbc8593610aeae83fe255b1b714ba
data.org.apache.tomcat	tomcat-jasper	9.0.22	-	55988b9c54c92b82b63845f9c1a18317ee5fc46c
data.org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.0.1	-	d80ac0c6ad2f5644cef447093aa0a53f7c18689b
data.org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.0.2	-	a94a6d72a65b8cb2ca59fd973b5e11e94613685b
data.org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.0.3	-	70eae1dd9807943cdad96ea6fb0a1f2080a233a5
data.org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.0.4	-	8be36672dcdcf48fd9962c10f92516a5fae02366
data.org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.1.0-RC1	-	c90ed1d16e37339ca61257e42c196922e5ddb94b
data.org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.1.0-RC2	-	081243613800446d0bfa87f4429677d4f24ea562
data.org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.1.0-RC3	-	ba1ae34d21e28d93aca86ac6d69ec0c855c316d6
data.org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.1.0-RC4	-	b8ea98af5e971e87949a0042f6b4f782fe5bf678
data.org.dataconservancy.pass.deposit	deposit-model	1.0.0-3.4	-	3e8ca22dc302ba45ff7d95739afbf728c26ead36
data.org.datanucleus	datanucleus-core	5.2.0-m3	-	e819b7136672f3897de5a9cb549f7c2d02f3905f
data.org.datanucleus	datanucleus-core	5.2.0-release	-	68bac7766f6df9dbf3b1b53e30b9640189d3f4af
data.org.datanucleus	datanucleus-core	5.2.1	-	92d567c947c319bcf7c7485b3a83fdf477f61823
data.org.dkpro.core	dkpro-core-io-xmi-asl	1.11.0	-	49e1467e743ad4a96fd51e51ec078f2fd48a13f0
data.org.entando.entando.plugins	entando-plugin-jpcasclient	5.0.3	5.0.3-classes	0a3d255ad6e0fa0845b79b691fe7ed4d9dcfb969
data.org.glassfish.jersey.ext	jersey-mvc-jsp	2.28	-	bd9b91e11bdddefe193861208884d3fc9f2fddc0
data.org.glassfish.jersey.ext	jersey-mvc-jsp	2.28-RC4	-	1abdb1a41c3d2279c68a5d2a59a265e3d21019a3
data.org.glassfish.jersey.ext	jersey-mvc-jsp	2.29	-	dca51f8e511798efa7c3ed530fb9a9d2260e769b
data.org.glassfish.jersey.security	oauth1-server	2.28	-	5ef872e89cd5d55d1b2de297d451573ba7aacdfc
data.org.glassfish.jersey.security	oauth1-server	2.28-RC4	-	33c644d6b60c325dc3843f49bd96815dc1f9a2c7
data.org.glassfish.jersey.security	oauth1-server	2.29	-	4f827814a3c2664cc3dbbf08099827dcd95649c5
data.org.glassfish.main.admingui	console-common	5.0.1	-	4b1010d33dbee07fe51c4563a3ef9ead7f318353
data.org.glassfish.main.admingui	console-common	5.1.0	-	bdb548771a1ea409738932ecfd419dd9aeae26fe
data.org.glassfish.main.admingui	console-common	5.1.0-RC2	-	4c65546af0591e508e5fecdbc6e83408435634b3
data.org.glassfish.main.ha	ha-file-store	5.0.1	-	f823cd96509cf5b8f79582ed1151a0d75b02a7bb
data.org.glassfish.main.ha	ha-file-store	5.1.0	-	dd7577b08c9064c675b55b683b11d486d06e3f97
data.org.glassfish.main.ha	ha-file-store	5.1.0-RC2	-	d6f8825c2913abad443631a345320bdf1ee2613a
data.org.incode.module.minio	incode-module-minio-docclient	1.17.0	-	394a305be80f88524056f691922f98428d865cea
data.org.infinispan	infinispan-server-memcached	10.0.0.Alpha3	-	4b21ad09ea022dc42b1bd2a3b3e350028f065864
data.org.infinispan	infinispan-server-memcached	10.0.0.Beta1	-	d8585456c6ec82d817a659d6fb82ab480fa1dfe5
data.org.infinispan	infinispan-server-memcached	10.0.0.Beta2	-	dd47fcfcd64887bcd718705ec846a66118bba805
data.org.infinispan	infinispan-server-memcached	10.0.0.Beta3	-	057f22b9207555feb41dccffaebd94fa09b3bcf9
data.org.infinispan	infinispan-server-memcached	10.0.0.Beta4	-	cc012b6f24a11836682863b260a28cd0727d3045
data.org.infinispan	infinispan-server-memcached	9.3.6.Final	-	72c02b84ec3f6ff0842dd1b1ac23071645483037
data.org.infinispan	infinispan-server-memcached	9.4.10.Final	-	fd31dcbb4a5e22518c55eb07d9c478aec773b333
data.org.infinispan	infinispan-server-memcached	9.4.11.Final	-	1a7a1ef4711211e00d66f0b27564a69cd465f81f
data.org.infinispan	infinispan-server-memcached	9.4.12.Final	-	0623db3aed0f8a31266561d5065e17b2be7e3cc5
data.org.infinispan	infinispan-server-memcached	9.4.13.Final	-	158e90b09e129be70c2f23d6b47b89b70466b999
data.org.infinispan	infinispan-server-memcached	9.4.14.Final	-	712fc7eef19faa04c9f8c5d80008bea3526bbe6e
data.org.infinispan	infinispan-server-memcached	9.4.15.Final	-	729194c94d3f6927b8e1fc2336aceae81056432a
data.org.infinispan	infinispan-server-memcached	9.4.6.Final	-	d29034c4a699b7bc543b38f0f371abbc49962b13
data.org.infinispan	infinispan-server-memcached	9.4.7.Final	-	85b46b093afeb3133ca80356d26c7bd06c643612
data.org.infinispan	infinispan-server-memcached	9.4.8.Final	-	3d305848ca39e7cbdb4ca08d9dcdda9a3e10739b
data.org.infinispan	infinispan-server-memcached	9.4.9.Final	-	21cea44238ac05bdb65b026c689a6d0acb8572d0
data.org.iplass	iplass-infinispan	3.0.10	-	24fb877773da6fa8c88dbff87e388eacbf402f1d
data.org.iplass	iplass-infinispan	3.0.11	-	20c0db9a0a8640e2f8f0f87e05570033c7003431
data.org.iplass	iplass-infinispan	3.0.5	-	079eaef7d22bffc07f83c4bdb0891ca7bb24ec7f
data.org.iplass	iplass-infinispan	3.0.6	-	c86a2dee971ca59e6266063a3303e29829f4cd55
data.org.iplass	iplass-infinispan	3.0.7	-	1c836b23a8e1f16e16a3d7c244cda9fdde0e99a8
data.org.iplass	iplass-infinispan	3.0.8	-	882e2c83c6f5cccdcec96edce2afbc3170551cdb
data.org.iplass	iplass-infinispan	3.0.9	-	b1d7b9d7275a5d6a5c72dcab4d4bfcbcbc3b5b98
data.org.jdrupes.mdoclet	gradle-plugin	1.0.5	-	e7f16bd8263f97652a70426679450cef7e2cfc5b
data.org.molgenis	molgenis-genomebrowser	7.2.14	-	9629828ecd8c46f744acefa24a2612a3d7fb4872
data.org.molgenis	molgenis-genomebrowser	7.4.8	-	939e69ff7cf7e5c7b6534a4711bd3b6951d25d62
data.org.molgenis	molgenis-genomebrowser	8.0.4	-	59db680250cda2ae8ee55946fe09e5435d7b1f30
data.org.molgenis	molgenis-genomebrowser	8.1.1	-	142866f9d6bc5286db4458c65bdd0ff882e0157a
data.org.molgenis	molgenis-genomebrowser	8.1.6	-	bcbf796ff85d1a7a85affece5f5707fdde1d9b3e
data.org.molgenis	molgenis-genomebrowser	8.1.7	-	99b515256619be07340805d12cdcbe30acb37a15
data.org.molgenis	molgenis-genomebrowser	8.1.8	-	60d305820b127a3c369e7abcac194ecdd2bf869c
