au.net.causal.shoelaces	shoelaces-assorted-integration-tests-container	2.0	-	44a0e2813586047b264e16fdb63ecfa7366d40b9
io.ktor	ktor-websockets-watchosarm64	2.0.2	2.0.2-metadata	81148d49c344ec3bedaa73ea4948236f8d352388
io.ktor	ktor-websockets-watchosarm64	2.0.3	-	679b2154283495032e4e4c58aea6ca1937596a81
io.ktor	ktor-websockets-watchosarm64	2.0.3	2.0.3-kdoc	679b2154283495032e4e4c58aea6ca1937596a81
io.ktor	ktor-websockets-watchosarm64	2.0.3	2.0.3-metadata	679b2154283495032e4e4c58aea6ca1937596a81
io.ktor	ktor-websockets-watchosarm64	2.1.0	-	22c8a4dcd880bde5e7f0f29f14f9951e89bcb865
io.ktor	ktor-websockets-watchosarm64	2.1.0	2.1.0-kdoc	22c8a4dcd880bde5e7f0f29f14f9951e89bcb865
io.ktor	ktor-websockets-watchosarm64	2.1.0	2.1.0-metadata	6c42e756bed857528e6d40f484fa6bd40a01a237
io.ktor	ktor-websockets-watchosarm64	2.1.1	-	198c1337633a2413d6044462639c3dd1f3a0bb4e
io.ktor	ktor-websockets-watchosarm64	2.1.1	2.1.1-kdoc	198c1337633a2413d6044462639c3dd1f3a0bb4e
io.ktor	ktor-websockets-watchosarm64	2.1.1	2.1.1-metadata	99744b47980789eeaf0845f6a18156e95ef06eae
io.ktor	ktor-websockets-watchosarm64	2.1.2	-	5a69257dd37f361e5f030333bc7e5ff6684dd3ed
io.ktor	ktor-websockets-watchosarm64	2.1.2	2.1.2-kdoc	5a69257dd37f361e5f030333bc7e5ff6684dd3ed
io.ktor	ktor-websockets-watchosarm64	2.1.2	2.1.2-metadata	bb39287593d6a3a57efd1ac6ff5cb0ca057e7f84
io.ktor	ktor-websockets-watchosarm64	2.1.3	-	8918baf0e54afef8c8b1fbf5951921e36a31079d
io.ktor	ktor-websockets-watchosarm64	2.1.3	2.1.3-kdoc	8918baf0e54afef8c8b1fbf5951921e36a31079d
io.ktor	ktor-websockets-watchosarm64	2.1.3	2.1.3-metadata	b0bf094128abf7b6ffae052dc2b162facf212fd4
io.ktor	ktor-websockets-watchosarm64	2.2.0	-	215188ccb6bcaced909b9fff89b746c0a7c024c9
io.ktor	ktor-websockets-watchosarm64	2.2.0	2.2.0-kdoc	215188ccb6bcaced909b9fff89b746c0a7c024c9
io.ktor	ktor-websockets-watchosarm64	2.2.0	2.2.0-metadata	31d9ab9de18a856f4a27b231640931567347c4e9
io.ktor	ktor-websockets-watchosarm64	2.2.1	-	0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-websockets-watchosarm64	2.2.1	2.2.1-kdoc	0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-websockets-watchosarm64	2.2.1	2.2.1-metadata	42d1324f4f332ec9dd49d0d5c9cfc7e348beb4a7
io.ktor	ktor-websockets-watchosarm64	2.2.2	-	c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-websockets-watchosarm64	2.2.2	2.2.2-kdoc	c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-websockets-watchosarm64	2.2.2	2.2.2-metadata	b72ca42c988f24f95001c46e00d696bc9645a2c0
io.ktor	ktor-websockets-watchosarm64	2.2.3	-	a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-websockets-watchosarm64	2.2.3	2.2.3-kdoc	a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-websockets-watchosarm64	2.2.3	2.2.3-metadata	7d78adc2d8f833d94da1276f08bd12a8fe2e895c
io.ktor	ktor-websockets-watchosarm64	2.2.4	-	829c53ad229c5bfa7090f4a4c232a1685e95b99c
io.ktor	ktor-websockets-watchosarm64	2.2.4	2.2.4-kdoc	829c53ad229c5bfa7090f4a4c232a1685e95b99c
io.ktor	ktor-websockets-watchosarm64	2.2.4	2.2.4-metadata	c5ea552c9bc66be792e6005ea5cdfe0c0bf09b21
io.ktor	ktor-websockets-watchosarm64	2.3.0	-	60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-websockets-watchosarm64	2.3.0	2.3.0-kdoc	60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-websockets-watchosarm64	2.3.0	2.3.0-metadata	e46ce1bf4266c60e3fbc44520e6dd38fca3e3a7b
io.ktor	ktor-websockets-watchosarm64	2.3.1	-	35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-websockets-watchosarm64	2.3.1	2.3.1-kdoc	35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-websockets-watchosarm64	2.3.1	2.3.1-metadata	67142dc56fce67791c0c1b5dabd3ea4fc4157b11
io.ktor	ktor-websockets-watchosarm64	2.3.10	-	7f4f1840526c4a265bcd71ec247b971e5c396663
io.ktor	ktor-websockets-watchosarm64	2.3.10	2.3.10-kdoc	7f4f1840526c4a265bcd71ec247b971e5c396663
io.ktor	ktor-websockets-watchosarm64	2.3.10	2.3.10-metadata	f32fb2213d045230126714d1a38779f8b63eeafa
io.ktor	ktor-websockets-watchosarm64	2.3.11	-	392cc57eb2e9d7f78bcf09482fc2928770538263
io.ktor	ktor-websockets-watchosarm64	2.3.11	2.3.11-kdoc	392cc57eb2e9d7f78bcf09482fc2928770538263
io.ktor	ktor-websockets-watchosarm64	2.3.11	2.3.11-metadata	baa18abe07f5f2724937521b75db1a8d67aae49f
io.ktor	ktor-websockets-watchosarm64	2.3.12	-	3f637be20ded17016d9abb0230844c5541bbc5cb
io.ktor	ktor-websockets-watchosarm64	2.3.12	2.3.12-kdoc	3f637be20ded17016d9abb0230844c5541bbc5cb
io.ktor	ktor-websockets-watchosarm64	2.3.12	2.3.12-metadata	ff9f77cd670710419099a5a93d46eabf539e006b
io.ktor	ktor-websockets-watchosarm64	2.3.13	-	16071b0612547a23624b6ced6cad4162c96b1715
io.ktor	ktor-websockets-watchosarm64	2.3.13	2.3.13-kdoc	16071b0612547a23624b6ced6cad4162c96b1715
io.ktor	ktor-websockets-watchosarm64	2.3.13	2.3.13-metadata	e01fea145ee5b51f7d53f8fb7c4c23393bd549b0
io.ktor	ktor-websockets-watchosarm64	2.3.2	-	618d24b1eccdf3d02a0f74e868fbaccc0b891c94
io.ktor	ktor-websockets-watchosarm64	2.3.2	2.3.2-kdoc	618d24b1eccdf3d02a0f74e868fbaccc0b891c94
io.ktor	ktor-websockets-watchosarm64	2.3.2	2.3.2-metadata	b82a576b439d7f2aada7a17631ce7c14692a4105
io.ktor	ktor-websockets-watchosarm64	2.3.3	-	addac3b5f50942cf4a2d24b8c7e1b2ba0d63125f
io.ktor	ktor-websockets-watchosarm64	2.3.3	2.3.3-kdoc	addac3b5f50942cf4a2d24b8c7e1b2ba0d63125f
io.ktor	ktor-websockets-watchosarm64	2.3.3	2.3.3-metadata	4c958b103be9f5e7d9802855789871ec2976c33f
io.ktor	ktor-websockets-watchosarm64	2.3.4	-	8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-websockets-watchosarm64	2.3.4	2.3.4-kdoc	8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-websockets-watchosarm64	2.3.4	2.3.4-metadata	271fe8568e82a66215d477b9b996e60263f51deb
io.ktor	ktor-websockets-watchosarm64	2.3.5	-	63c5503cc59218bc46a9825dd9b793538e341745
io.ktor	ktor-websockets-watchosarm64	2.3.5	2.3.5-kdoc	63c5503cc59218bc46a9825dd9b793538e341745
io.ktor	ktor-websockets-watchosarm64	2.3.5	2.3.5-metadata	9964e6f1ddf1410bb744123c6b18519c82ed7382
io.ktor	ktor-websockets-watchosarm64	2.3.6	-	c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-websockets-watchosarm64	2.3.6	2.3.6-kdoc	c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-websockets-watchosarm64	2.3.6	2.3.6-metadata	625ad047c64c87daae9bd179ea83b6bcf2ec7cf8
io.ktor	ktor-websockets-watchosarm64	2.3.7	-	59e739c7bfda9df6ae4ce2b388ffb0533950165d
io.ktor	ktor-websockets-watchosarm64	2.3.7	2.3.7-kdoc	59e739c7bfda9df6ae4ce2b388ffb0533950165d
io.ktor	ktor-websockets-watchosarm64	2.3.7	2.3.7-metadata	030cc05c4bd8173050273aa5c7a2e6251160a98a
io.ktor	ktor-websockets-watchosarm64	2.3.8	-	30a68e5cede1fcc9bfc6b38c704b6f6f11a8ad94
io.ktor	ktor-websockets-watchosarm64	2.3.8	2.3.8-kdoc	30a68e5cede1fcc9bfc6b38c704b6f6f11a8ad94
io.ktor	ktor-websockets-watchosarm64	2.3.8	2.3.8-metadata	3f9b62b88997de5d3331d9c59723487b345820c3
io.ktor	ktor-websockets-watchosarm64	2.3.9	-	2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-websockets-watchosarm64	2.3.9	2.3.9-kdoc	2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-websockets-watchosarm64	2.3.9	2.3.9-metadata	18598ffd5aa97d57df36c0ccc371a3ae67884d8f
io.ktor	ktor-websockets-watchosarm64	3.0.0	-	ebdb226bca10eca1929d7fd9fb4fd29033d4bc0c
io.ktor	ktor-websockets-watchosarm64	3.0.0	3.0.0-kdoc	ebdb226bca10eca1929d7fd9fb4fd29033d4bc0c
io.ktor	ktor-websockets-watchosarm64	3.0.0	3.0.0-metadata	e0fa9d7741a1b1d8cdf6c1037bccfc5797fc53ce
io.ktor	ktor-websockets-watchosarm64	3.0.0-beta-1	-	43391a7cbbe4bc3b4269ffc8eb2dac54503b1d2d
io.ktor	ktor-websockets-watchosarm64	3.0.0-beta-1	3.0.0-beta-1-kdoc	43391a7cbbe4bc3b4269ffc8eb2dac54503b1d2d
io.ktor	ktor-websockets-watchosarm64	3.0.0-beta-1	3.0.0-beta-1-metadata	4b7a12717b24327fcd5ffc1558d463a4e34faef8
io.ktor	ktor-websockets-watchosarm64	3.0.0-beta-2	-	02c3830721ba4e868fdacf10bdda4d53f3d4efe9
io.ktor	ktor-websockets-watchosarm64	3.0.0-beta-2	3.0.0-beta-2-kdoc	02c3830721ba4e868fdacf10bdda4d53f3d4efe9
io.ktor	ktor-websockets-watchosarm64	3.0.0-beta-2	3.0.0-beta-2-metadata	6d862606dbb00abc759aba74e060975e3dfe34d5
io.ktor	ktor-websockets-watchosarm64	3.0.0-rc-1	-	6c073b49e43e6b75e2ce2dbd1100b13c2439ed0a
io.ktor	ktor-websockets-watchosarm64	3.0.0-rc-1	3.0.0-rc-1-kdoc	6c073b49e43e6b75e2ce2dbd1100b13c2439ed0a
io.ktor	ktor-websockets-watchosarm64	3.0.0-rc-1	3.0.0-rc-1-metadata	d97efdaf541e62b3576752466825266f08c8b1fa
io.ktor	ktor-websockets-watchosarm64	3.0.0-rc-2	-	cbbcde96cd3af2ecd14c3c6afbd7882c11651832
io.ktor	ktor-websockets-watchosarm64	3.0.0-rc-2	3.0.0-rc-2-kdoc	cbbcde96cd3af2ecd14c3c6afbd7882c11651832
io.ktor	ktor-websockets-watchosarm64	3.0.0-rc-2	3.0.0-rc-2-metadata	cb3b53db5632a024e1d2dfe06682fd44891f7d5d
io.ktor	ktor-websockets-watchosarm64	3.0.1	-	9c7c92bb14c56a5dd43200ebc31638208c7dca9b
io.ktor	ktor-websockets-watchosarm64	3.0.1	3.0.1-kdoc	9c7c92bb14c56a5dd43200ebc31638208c7dca9b
io.ktor	ktor-websockets-watchosarm64	3.0.1	3.0.1-metadata	1ff6bc98b4ce8a152d408e89802b61e250939f4c
io.ktor	ktor-websockets-watchosarm64	3.0.2	-	2a996d9c56e92d60461c2d00aede742aabeb14cd
io.ktor	ktor-websockets-watchosarm64	3.0.2	3.0.2-kdoc	2a996d9c56e92d60461c2d00aede742aabeb14cd
io.ktor	ktor-websockets-watchosarm64	3.0.2	3.0.2-metadata	58eb75bf354eda32d28ae84446b4c8ea1b66a529
io.ktor	ktor-websockets-watchosarm64	3.1.0	-	80ed1ea3393d44e374da4d47494811fd0c8f32be
io.ktor	ktor-websockets-watchosarm64	3.1.0	3.1.0-kdoc	80ed1ea3393d44e374da4d47494811fd0c8f32be
io.ktor	ktor-websockets-watchosarm64	3.1.0	3.1.0-metadata	20c58dd4444e30749f03deeb8cb774d2d0e88cbd
io.ktor	ktor-websockets-watchosarm64	3.1.1	-	f2499b2fc2145e25786f248a61bad32b67a5ce45
io.ktor	ktor-websockets-watchosarm64	3.1.1	3.1.1-kdoc	f2499b2fc2145e25786f248a61bad32b67a5ce45
io.ktor	ktor-websockets-watchosarm64	3.1.1	3.1.1-metadata	a932fccd64691482ad4d49ddb63fdb46b00ad83e
io.ktor	ktor-websockets-watchosarm64	3.1.2	-	f22d34df8cedce1d674308283698c9d454aa54dc
io.ktor	ktor-websockets-watchosarm64	3.1.2	3.1.2-kdoc	f22d34df8cedce1d674308283698c9d454aa54dc
io.ktor	ktor-websockets-watchosarm64	3.1.2	3.1.2-metadata	459e06ae521514ea4bf551de6c6a83b4f661fc95
io.liftwizard	liftwizard-maven-reladomo-logger	0.1.0	-	eba7c1ba56434d0d60158029d3fa5abdb6578c74
io.liftwizard	liftwizard-maven-reladomo-logger	0.10.0	-	9fa4563d50338895de3e09e541354d56e676fbbc
io.liftwizard	liftwizard-maven-reladomo-logger	0.11.0	-	dc0c36b6b4218a5fd7d605b62d3d370be0daa584
io.liftwizard	liftwizard-maven-reladomo-logger	0.12.0	-	2b69b95ff664db4ac09be51fcba6dd85170b2f8b
io.liftwizard	liftwizard-maven-reladomo-logger	0.13.0	-	6555a692f1e742442dd012867be76183fbf3b4ea
io.liftwizard	liftwizard-maven-reladomo-logger	0.14.0	-	f01a1501baba98163a54a1c20faf1fd85db9179b
io.liftwizard	liftwizard-maven-reladomo-logger	0.15.0	-	63d8a3017289b2572f04044bfdf2c8b153f88aaa
io.liftwizard	liftwizard-maven-reladomo-logger	0.16.0	-	ce4035311d57c624b69ac20136c1f8336a0ef76b
io.liftwizard	liftwizard-maven-reladomo-logger	0.17.0	-	d65ecec38d49b2b7467520cfd9a9c967f2ee69ae
io.liftwizard	liftwizard-maven-reladomo-logger	0.18.0	-	955ad4a1d0cbb311cc2248427ff86de311167601
io.liftwizard	liftwizard-maven-reladomo-logger	0.19.0	-	3ccd6108c13230458a86fcef31108d66f2d96a3f
io.liftwizard	liftwizard-maven-reladomo-logger	0.2.0	-	4d7bd658497c9053996aa46cca2de11e9d114820
io.liftwizard	liftwizard-maven-reladomo-logger	0.20.0	-	7ee899a45f17d76a88f7cb3bb3f4e70020ec946c
io.liftwizard	liftwizard-maven-reladomo-logger	0.21.0	-	e83a3ef497840b595be0bc4f932a9ce4d3712ce9
io.liftwizard	liftwizard-maven-reladomo-logger	0.22.0	-	484d3470ae95a587899580638f110d4ab9ac22d7
io.liftwizard	liftwizard-maven-reladomo-logger	0.23.0	-	f4452c6a2ae827cf16ba23f1708bb96c46d329b6
io.liftwizard	liftwizard-maven-reladomo-logger	0.24.0	-	4788d3402b9305d7db1f302b656c7dc750a54845
io.liftwizard	liftwizard-maven-reladomo-logger	0.25.0	-	47438013f5a069f946a020a190a1f824535d2d77
io.liftwizard	liftwizard-maven-reladomo-logger	0.26.0	-	ae09fb38b7a965ab6c8b0cfcca7386a1c21a04ac
io.liftwizard	liftwizard-maven-reladomo-logger	0.27.0	-	c5540eee336a4dd7413054c597e47aa4e81bf9ef
io.liftwizard	liftwizard-maven-reladomo-logger	0.28.0	-	a0b121979d042b1020835aef65cdc38960bef38d
io.liftwizard	liftwizard-maven-reladomo-logger	0.29.0	-	c212e646a943de7478ec666b8464546ff5b465a1
io.liftwizard	liftwizard-maven-reladomo-logger	0.3.0	-	202a1395dcf885beb00b1990a8094e6e7a866eaf
io.liftwizard	liftwizard-maven-reladomo-logger	0.30.0	-	cbef81f00dd7c97a23196d8ddb81af67744985f3
io.liftwizard	liftwizard-maven-reladomo-logger	0.31.0	-	c60820da4a25dd7c1ec13678a3f06fb117290fed
io.liftwizard	liftwizard-maven-reladomo-logger	0.32.0	-	1251b2b3c77bb3a47a44ce246d7c32c13110eae7
io.liftwizard	liftwizard-maven-reladomo-logger	0.33.0	-	3fafd12ddddd2f33f3f4458445a8d00572358bbe
io.liftwizard	liftwizard-maven-reladomo-logger	0.34.0	-	d2b4b66b66617de07d459d1d92feb99802336f2e
io.liftwizard	liftwizard-maven-reladomo-logger	0.35.0	-	fd788b24242b06d9aa6eb5c7e06e8cab2da68bd7
io.liftwizard	liftwizard-maven-reladomo-logger	0.36.0	-	a4a2e90d39db989aea92a057dfa6749738779440
io.liftwizard	liftwizard-maven-reladomo-logger	0.37.0	-	d924bb026ff08826e8c7913491902dcc5dddbc06
io.liftwizard	liftwizard-maven-reladomo-logger	0.4.0	-	790ee3215839e51d59fdfba91074251355b2f891
io.liftwizard	liftwizard-maven-reladomo-logger	0.5.0	-	cb52f50729824ba2c1d5ba52017da6515816d997
io.liftwizard	liftwizard-maven-reladomo-logger	0.6.0	-	714d0e8e5e1628dc22aa3c5073ae38ac102c2d1e
io.liftwizard	liftwizard-maven-reladomo-logger	0.7.0	-	12468aa123585d2535fb85a3ea83162718871d9b
io.liftwizard	liftwizard-maven-reladomo-logger	0.8.0	-	2d56498a8c3b0f6b837fdb926a5f8d2c4c08846d
io.liftwizard	liftwizard-maven-reladomo-logger	0.9.0	-	3b8f9525b54868225921434e65aa2bc37dac54cd
io.liftwizard	liftwizard-maven-reladomo-logger	1.0.0	-	64783e92cef1b3edd7951556b2e0365da9f77d51
io.liftwizard	liftwizard-maven-reladomo-logger	1.0.1	-	cff3de5aa2b63f9a59c842f9dc4cbd7fb5e82ab4
io.liftwizard	liftwizard-maven-reladomo-logger	2.0.0	-	bd98c46119f777b02800288d6d1c383dac7aace9
io.liftwizard	liftwizard-maven-reladomo-logger	2.0.1	-	b37c9da71f8a03e442f333bf8c2b3877b0027860
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.0	-	034e8ed24cce573fd3b02063615188f8a0eef2b6
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.1	-	28d806b68b18ebc51b5a551bb8c4937d1c30a71e
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.10	-	59ffffa003a33beda7223b40f6236fea6c9dcf43
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.11	-	d6093768f9ecbdd64965dd70b8a988a07b985912
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.12	-	721080e90d48c13bf42bdbe907789ef7790e3da0
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.13	-	a312da4c594630a5cf99bc2f2a0f26886096e892
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.14	-	eca9e885055b6d295d04e5f88a67cc97e7560d5f
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.15	-	ecc97ffb3615ad193f636f3aecdf53eb1892b5cb
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.16	-	cfffb67559417129f1f5c783ec7780a6da375592
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.17	-	c8418d11101a744b26e22ed460b3be97a7997c95
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.18	-	6002231a389ffbd72d5820e9fb75006c3fe4e439
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.19	-	3f1f95c8a4b975ad47c64deed2d939ead90f096b
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.2	-	20407c54313737c1f7a6293fa3602e161e553707
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.20	-	e1f8920396cf8091f5e776d1a6141465c4f4f2c3
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.21	-	87e55f85aea7f6b3fa8e93e9142f2c3756b8e741
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.22	-	a32d8fecb425c1cad491d9a644fb4e2e4b5873d2
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.23	-	fd37a3e25a69e9f2e2affdc7f76aa00fc2a02275
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.24	-	b527508003782825c9722f4538a7788b498dcf31
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.25	-	3ffd63c3c66062a5a530da09f89e38804133a644
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.26	-	fe8c045ab8469b4086b0334d68b26f820d906077
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.27	-	1c527cc7d402fcfefcbced31dc8aad74c867b638
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.3	-	9e885903be2d1df85e93d33a12240c68cfdd58cc
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.4	-	5789f843b1490372e7973641b7f23952fd3f68ba
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.5	-	a7749f20d86d97cf64a8e481dd08bd87019ba2b5
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.6	-	b9a2a5b08e603cd7ec4c8dd3ed083e8ea9f1455c
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.7	-	8ecc46b61c81bb6cfdc45f4777b3e45cb105f051
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.8	-	8670a83c49969fca598e3de4d94c10362978e0cd
io.liftwizard	liftwizard-maven-reladomo-logger	2.1.9	-	2f66f560979bc3b2956561be068f21af24cedd21
io.micronaut	multitenancy	1.0.0.RC2	-	a588cff9246c37fcbe06a061d3d4ea263dd6f6d1
io.micronaut.micrometer	micronaut-micronaut-serialization	4.2.0	-	aa0161f1ce92328e5e07cf9a0358b05200cb9fbd
io.micronaut.micrometer	micronaut-micronaut-serialization	4.2.1	-	eaaf211409746605be9d3c894a19001ebd86dab8
io.micronaut.micrometer	micronaut-micronaut-serialization	4.3.0	-	f5e16518b63708e25ff85a13b0ee5a24bcc15a65
io.micronaut.micrometer	micronaut-micronaut-serialization	4.4.0	-	c4de7c2edc9316f529308debdb54e90289a032a6
io.micronaut.micrometer	micronaut-micronaut-serialization	4.5.0	-	e38aee1a8373fcc91dcb0bcd02ad9a4e19b0dce5
io.micronaut.micrometer	micronaut-micronaut-serialization	4.6.0	-	c30559b93d8bf0672619fd48e3ecd79f3906b4a3
io.micronaut.micrometer	micronaut-micronaut-serialization	4.6.1	-	bc95eb477f5d8a5f2db5b31d3307ccf6a70a3aa8
io.micronaut.micrometer	micronaut-micronaut-serialization	4.7.0	-	54d2b4941164c4db42281f7c70ee3e35d80818ca
io.micronaut.micrometer	micronaut-micronaut-serialization	4.7.1	-	310542688985cedf2ef0e53753437e4e74f4368b
io.micronaut.micrometer	micronaut-micronaut-serialization	4.7.2	-	f8e075f09b0ca86ba2a2d29facb26dcf63197f24
io.micronaut.micrometer	micronaut-micronaut-serialization	4.8.0	-	c26b5ec08870e5079735a7093b43282892493424
io.micronaut.micrometer	micronaut-micronaut-serialization	4.8.1	-	0149375c1a05ba1384979d88d68d26f2be9dad6e
io.micronaut.micrometer	micronaut-micronaut-serialization	4.8.2	-	e17751bd44110d91fbd157e16c3fd97e1fee30a4
io.micronaut.micrometer	micronaut-micronaut-serialization	4.8.3	-	617e5f88e7cb38a47cf454abc1090134423a1e44
io.openk9	io.openk9.http.service	0.0.1-SNAPSHOTS	-	c90cdebb983778cce694d63469142bd4934a3757
io.openk9	io.openk9.http.service	0.0.1-alpha-1	-	1dfb5797ea033efddcd486dba53f04438fcaa621
io.opentelemetry.contrib	opentelemetry-compressor-zstd	1.33.0-alpha	-	ef3bb8cf51e8d63870bb1d5cf3eecfd973d16e0d
io.opentelemetry.contrib	opentelemetry-compressor-zstd	1.34.0-alpha	-	931e5525c91c11103dd01bd1ab7774154ab17ba6
io.opentelemetry.contrib	opentelemetry-compressor-zstd	1.35.0-alpha	-	e5acffdbe36c9927bb6e3ce5828bbe01f224de99
io.opentelemetry.contrib	opentelemetry-compressor-zstd	1.36.0-alpha	-	d604838a6cf4f816251aee773f9423e7394c2845
io.opentelemetry.contrib	opentelemetry-compressor-zstd	1.37.0-alpha	-	d9ff8eddb2116e1e388821b34b1a082623b5af12
io.opentelemetry.contrib	opentelemetry-compressor-zstd	1.38.0-alpha	-	df902c09521b82e1ce624a588c061495666072d1
io.opentelemetry.contrib	opentelemetry-compressor-zstd	1.39.0-alpha	-	202ffdd419cf366b3fcdbcf9fd577c8c3e74af8a
io.opentelemetry.contrib	opentelemetry-compressor-zstd	1.40.0-alpha	-	00b020f6f81e56bc282a0d0464f4ef6b6fb48fc5
io.opentelemetry.contrib	opentelemetry-compressor-zstd	1.41.0-alpha	-	5323aed158c5b284851216c307a490d6dcbb7bbc
io.opentelemetry.contrib	opentelemetry-compressor-zstd	1.42.0-alpha	-	446c61d7b4e3b823c2fee917f6f5bcec36165919
io.opentelemetry.contrib	opentelemetry-compressor-zstd	1.43.0-alpha	-	68c1fe836e04ba0b4679534ea0850a95b2eb1bb1
io.opentelemetry.contrib	opentelemetry-compressor-zstd	1.44.0-alpha	-	f101ecee40047934f5ae70e77a81695397920c42
io.opentelemetry.contrib	opentelemetry-compressor-zstd	1.45.0-alpha	-	eeee6b860b8f3e5465af46a41147082ff7561549
io.opentelemetry.contrib	opentelemetry-compressor-zstd	1.46.0-alpha	-	945590bd48818be9a0f943491d5bd915522f2462
io.permazen	permazen-kv-leveldb	4.0.0	-	432e039ba483238da62256ca1ed7411def05386d
io.permazen	permazen-kv-leveldb	4.0.1	-	4c2043de782f3cbe4b877a70381bb9f4548767f5
io.permazen	permazen-kv-leveldb	4.0.2	-	109fd1d603bc6dd8fa779c5ef1573fa5cb383b71
io.permazen	permazen-kv-leveldb	4.0.3	-	9275315c490ef89aed18ccab16c132f99b064aa4
io.permazen	permazen-kv-leveldb	4.1.0	-	3d18a6270b14eea49f1b693087783ede43ba322c
io.permazen	permazen-kv-leveldb	4.1.1	-	88944b970d8b3d65d16e7b8df4a9d829899e3fa9
io.permazen	permazen-kv-leveldb	4.1.2	-	2c6cb57fad59ddba4c1436322d295a0772c361d8
io.permazen	permazen-kv-leveldb	4.1.3	-	e5d1bbee9a39e678f0774e6a8072318a51e1e3e5
io.permazen	permazen-kv-leveldb	4.1.4	-	5994cac04ca696774c0396a0187cb1583180dd78
io.permazen	permazen-kv-leveldb	4.1.5	-	f6e073dd9646679d7df459c3e94a42d61c279516
io.permazen	permazen-kv-leveldb	4.1.6	-	8714e7e07fef0563827aa00acbbec6e716d714bc
io.permazen	permazen-kv-leveldb	4.1.7	-	fb4e70743dcfadc1f8520bbc43070419427b4ef9
io.permazen	permazen-kv-leveldb	4.1.8	-	dea7146d25686ff17e60227501820f359cbba35d
io.permazen	permazen-kv-leveldb	4.1.9	-	a77fe696ac14e5cbf022f0564fd3b7842f92dca2
io.permazen	permazen-kv-leveldb	4.2.0	-	cf600742aa2538082146b0aa32796d380cf9921a
io.permazen	permazen-kv-leveldb	5.0.0	-	21bd659f442a4858e3ead760ae21a9d583413db1
io.permazen	permazen-kv-leveldb	5.1.0	-	527164ae9b00e8bd6b3028757553bb6a5a664588
io.qtjambi	qtjambi-websockets	5.15	-	1a5d270c4ae3e3f185bfe73e45c7b3fb982f2c59
io.qtjambi	qtjambi-websockets	5.15.10	-	92b88135081ce610088bf7c6248d1cd77ae47766
io.qtjambi	qtjambi-websockets	5.15.11	-	779a60cd63fd6b89c1098bca2d8abe6233085abc
io.qtjambi	qtjambi-websockets	5.15.12	-	bbf283bc600121df4b678210353798de01fe3eb8
io.qtjambi	qtjambi-websockets	5.15.13	-	8265b415c7a52e9b3d48dd2291491dd049b650a3
io.qtjambi	qtjambi-websockets	5.15.14	-	b0ce1a3adc9af1d67220fd4847df5ddebc1fbfe2
io.qtjambi	qtjambi-websockets	5.15.15	-	35ff0ef2f2999d38255993d4d1c42ea97d2f009f
