au.net.causal.shoelaces	shoelaces-assorted-integration-tests-container	2.0	-	44a0e2813586047b264e16fdb63ecfa7366d40b9
io.qtjambi	qtjambi-websockets	5.15.16	-	780482772822f19c3dbb36dab2602a24b7467d14
io.qtjambi	qtjambi-websockets	5.15.17	-	d506b8dc120b8e6bc120d4fafefcd916c5e025fe
io.qtjambi	qtjambi-websockets	5.15.18	-	3601710922fb5069afe79dbac527889cd00e862b
io.qtjambi	qtjambi-websockets	5.15.19	-	7d65bda5b0513985ab4d427e1bf48903546bdb05
io.qtjambi	qtjambi-websockets	5.15.23	-	aeb2c01b1fc9099f09fad622f2bc063b725054d0
io.qtjambi	qtjambi-websockets	5.15.24	-	8792fd7815380314bf184b2b820e67fff604a702
io.qtjambi	qtjambi-websockets	5.15.3	-	6da23ad49e4f45064b9f17064532189b229ed48b
io.qtjambi	qtjambi-websockets	5.15.4	-	edd4d60900c9fa8af4c23134004482502b109166
io.qtjambi	qtjambi-websockets	5.15.5	-	cc82f65b080e0c4c5a3ac521b82122084dc61ba9
io.qtjambi	qtjambi-websockets	5.15.6	-	050d4c80efbfc063132277f0133d0cf29d36fcaa
io.qtjambi	qtjambi-websockets	5.15.7	-	dcfb5f47717bcf4996466870dfab0695a4d38778
io.qtjambi	qtjambi-websockets	5.15.8	-	8caa626f6f77e2875c89aba6621bb2d214651b47
io.qtjambi	qtjambi-websockets	5.15.9	-	0e54d918591053952ffbeb1a44244f7dc9fe3492
io.qtjambi	qtjambi-websockets	6.2	-	98b0d21a87f17c1d769fcd3cf612860ac188cb67
io.qtjambi	qtjambi-websockets	6.2.1	-	e58c3ad58740f4aa65ab6fd20a8cf4fb46593019
io.qtjambi	qtjambi-websockets	6.2.10	-	df8b305d50ccb04a5ea69bfda61a54874b576e11
io.qtjambi	qtjambi-websockets	6.2.11	-	fb7fad270db12192e6d7072de57c8401310eb22f
io.qtjambi	qtjambi-websockets	6.2.12	-	9845f941f8270ccc2a983b469a7a6b70dbdddc3b
io.qtjambi	qtjambi-websockets	6.2.2	-	25c17373dbb34dda67ba1c56e095853506a3c276
io.qtjambi	qtjambi-websockets	6.2.3	-	398d4b135a8aadb5c22d745510dfda3f9a48c4f5
io.qtjambi	qtjambi-websockets	6.2.4	-	ac1ccc16c8f481206fd25a745f3781295e92ad21
io.qtjambi	qtjambi-websockets	6.2.5	-	346b90fc4cb01eb0b89bb2ac045ff085576a99a2
io.qtjambi	qtjambi-websockets	6.2.6	-	1ddb3d71760992d9bd15e1211c932ea40d02305c
io.qtjambi	qtjambi-websockets	6.2.7	-	84fa68cb989b4ad6e477e7a58267372a840cf66d
io.qtjambi	qtjambi-websockets	6.2.8	-	fc125429f346b6d6f0b8877c5803426ffee33326
io.qtjambi	qtjambi-websockets	6.2.9	-	bb5f4824ee48063439a63aa7a6f7c952a40c30c7
io.qtjambi	qtjambi-websockets	6.3.0	-	0a75a99d9a3a8f62373b8eb343fdfe6e09e4d2d6
io.qtjambi	qtjambi-websockets	6.3.1	-	ceb44683bb624afea969abf5ca4035b4106c6f38
io.qtjambi	qtjambi-websockets	6.3.2	-	264398b0273dbe9b465a152257b3547c6e238b62
io.qtjambi	qtjambi-websockets	6.3.3	-	4efd3460adeb201edfa0e53f4e8549a15cb68947
io.qtjambi	qtjambi-websockets	6.3.4	-	dc1695e59631249930890edcdafafccf843a6d46
io.qtjambi	qtjambi-websockets	6.3.5	-	58398e6e5a521289f1f0141f6f22b43967fbf726
io.qtjambi	qtjambi-websockets	6.4.0	-	d58fa11c8cb351b6e9b4ff020df51deb37d6b77d
io.qtjambi	qtjambi-websockets	6.4.1	-	a74341bb483187aa67eb7e1eb5d6c48adff259d5
io.qtjambi	qtjambi-websockets	6.4.2	-	1de67288e255b7a26a4367fe7e7a1208a73365ef
io.qtjambi	qtjambi-websockets	6.4.3	-	07baf53a217ae687e70e416cc41258684731dfdd
io.qtjambi	qtjambi-websockets	6.4.4	-	34aa0854b677bbccac50dd8afb373b54b786548e
io.qtjambi	qtjambi-websockets	6.5.0	-	d9d10a9ae68f788028a880bbce3208f42ca78dec
io.qtjambi	qtjambi-websockets	6.5.1	-	e2fc37438fbaf791cb1be205cc159adbf54e020b
io.qtjambi	qtjambi-websockets	6.5.10	-	aca3a31e2480729732596108f6356e7e2b4c601e
io.qtjambi	qtjambi-websockets	6.5.2	-	855f375b2e833f95fd840426d1c4aa596f566312
io.qtjambi	qtjambi-websockets	6.5.3	-	d4df22224a696d659b2e51ef46cd6a1c092ca805
io.qtjambi	qtjambi-websockets	6.5.4	-	5cc3d73e94f37da07cc676b2ff82e79e2fcd12af
io.qtjambi	qtjambi-websockets	6.5.5	-	02061905442e18f81654d6dce4e0402e53f2fc61
io.qtjambi	qtjambi-websockets	6.5.7	-	390ef3099c6f38a8748ef3619dfcae9b1dc59f14
io.qtjambi	qtjambi-websockets	6.5.8	-	484abb2ec5b2463a4b6da853fe37e79c8433567b
io.qtjambi	qtjambi-websockets	6.5.9	-	0c4b8f9be700c223bdc42af1d3816858f5446dd6
io.qtjambi	qtjambi-websockets	6.6.0	-	1d1c7a58c94fda091eceb42f2ca70a6c7e35a8c0
io.qtjambi	qtjambi-websockets	6.6.1	-	6739345e3d9e7c4f1f87f1efdd266b5f41261041
io.qtjambi	qtjambi-websockets	6.6.2	-	917637fe8b2a8b0ce54a02385807b640836301fa
io.qtjambi	qtjambi-websockets	6.6.3	-	7c7677c616328c990a394e72442680390ddb041e
io.qtjambi	qtjambi-websockets	6.7.1	-	a51d8a60ace1182059a8dd408580cfa479d1bda0
io.qtjambi	qtjambi-websockets	6.7.2	-	3790ad5535eecfcba6d4484992cf8b7e8deb2602
io.qtjambi	qtjambi-websockets	6.7.3	-	8c412667f696c0ef88b4278218607fd60d70ad47
io.qtjambi	qtjambi-websockets	6.8.0	-	f7d2aa807ec85716a085910245c98ebfe292b8c4
io.qtjambi	qtjambi-websockets	6.8.1	-	c805c7cb5d5797fe9bb36c2b701229a3d875e16d
io.qtjambi	qtjambi-websockets	6.8.2	-	59df271e2831d60a7919a0cbcab4576d28f36341
io.qtjambi	qtjambi-websockets	6.8.3	-	a070c873a79ed912802c2573ced7967c2119f6bc
io.qtjambi	qtjambi-websockets	6.9.0	-	b07a5d672aa238329b8df426e1032daa24d27c2f
io.quarkiverse.micrometer.registry	quarkiverse-micrometer-registry-signalfx-deployment	0.1.0	-	1ae364707d768d653c4e1d3066e974c77e20bcdf
io.quarkiverse.micrometer.registry	quarkiverse-micrometer-registry-signalfx-deployment	0.2.0	-	5236794132656e1398e8ece8a9af228ecab4ba5c
io.quarkus	quarkus-jdbc-mssql	0.12.0	-	df1fc4854e1f9bdcdefc8955c8e7d4e341473289
io.quarkus	quarkus-jdbc-mssql	0.13.0	-	787b5085febf8af876da71479c3ae6fe34fedd86
io.quarkus	quarkus-jdbc-mssql	0.13.1	-	fa6fa225af0bea520f2b130e7f644cb08062746b
io.quarkus	quarkus-jdbc-mssql	0.13.2	-	9e31d3abb03feac221a79a4839b22127dfe8a93b
io.quarkus	quarkus-jdbc-mssql	0.13.3	-	d8cdecb46c41fad9988ad76bda0f3357a23bdba1
io.quarkus	quarkus-jdbc-mssql	0.14.0	-	9d50f1387e765f89d4b612217da08e46ab926d8d
io.quarkus	quarkus-jdbc-mssql	0.15.0	-	653090482bf12dab81072248837db0db00b6175d
io.quarkus	quarkus-jdbc-mssql	0.16.0	-	dab6dd7841eb09599a3dd201f479cc89cc956dd3
io.quarkus	quarkus-jdbc-mssql	0.16.1	-	bf60d7e5449fa26a07d6e5d028604a093521694d
io.quarkus	quarkus-jdbc-mssql	0.17.0	-	ff7774833817934111963cf974d3da6bdae77380
io.quarkus	quarkus-jdbc-mssql	0.18.0	-	44bcf8103adbccafec16cc955c5a3c9129465f35
io.quarkus	quarkus-jdbc-mssql	0.19.0	-	869313b9f51e35279aab260c3035250dee700220
io.quarkus	quarkus-jdbc-mssql	0.19.1	-	c816bbf0326c7bae24e8e867c324e85be595bd57
io.quarkus	quarkus-jdbc-mssql	0.20.0	-	e16f0d28fcfe0df22823ba8130c4d41d4f2d3928
io.quarkus	quarkus-jdbc-mssql	0.21.0	-	2bfd923fa8d3cb7c9501e201c47bdb22006b4432
io.quarkus	quarkus-jdbc-mssql	0.21.1	-	8c89b02ec35ebd3ac5f3f9b91751fdd96c788cc9
io.quarkus	quarkus-jdbc-mssql	0.21.2	-	4ebec57914a829b87430196a85246abb54b009c8
io.quarkus	quarkus-jdbc-mssql	0.22.0	-	8cfd149d6aa7a06f8fe9e62676e024d41d6546f2
io.quarkus	quarkus-jdbc-mssql	0.23.0	-	64e9eac05bc80261910d755307c3427b26aff1a8
io.quarkus	quarkus-jdbc-mssql	0.23.1	-	5f19b2463b6370fbc8ce2e2c94996f7b5bb35f6c
io.quarkus	quarkus-jdbc-mssql	0.23.2	-	c701b3d09cb8878e0d91973c2ff83e003512f1aa
io.quarkus	quarkus-jdbc-mssql	0.24.0	-	c6d6bb62714820f9c56a81b488b6b6d26d123dea
io.quarkus	quarkus-jdbc-mssql	0.25.0	-	6a540582c0e692a4d497d6acbbd17854f9a0ec18
io.quarkus	quarkus-jdbc-mssql	0.26.0	-	a32d7fc291d90d3dd945d8ad9c39d50dc8d49866
io.quarkus	quarkus-jdbc-mssql	0.26.1	-	0ca518611434294170f7a0750412112617786b9f
io.quarkus	quarkus-jdbc-mssql	0.27.0	-	455591501f3ca9fbe08512dd1c35bc31755c2632
io.quarkus	quarkus-jdbc-mssql	0.28.0	-	8570372f77aa1eeaf849041454dc2526aea5d0de
io.quarkus	quarkus-jdbc-mssql	0.28.1	-	04ea206f180ce200b2df5114019939e392ddbf34
io.quarkus	quarkus-jdbc-mssql	1.0.0.CR1	-	c67d4b91705a1fe155ee64f53307f3920d41eb31
io.quarkus	quarkus-jdbc-mssql	1.0.0.CR2	-	5316ed37d016180ac28ab92d3c3b7e5fa755c7f6
io.quarkus	quarkus-jdbc-mssql	1.0.0.Final	-	79a5c77ddbc16468611d84b06a2351079359fad1
io.quarkus	quarkus-jdbc-mssql	1.0.1.Final	-	3150e5d3443e07cc987cc59a9b569f4c21e3be8c
io.quarkus	quarkus-jdbc-mssql	1.1.0.CR1	-	36c6ed6e2e95165ea38a468f07fa9bc7a1725668
io.quarkus	quarkus-jdbc-mssql	1.1.0.Final	-	17e85b433a9522d6ab8e530a868877b16ee1f075
io.quarkus	quarkus-jdbc-mssql	1.1.1.Final	-	fedbe1c74e388816969c150ed53e4dfc2f3a7fab
io.quarkus	quarkus-jdbc-mssql	1.10.0.CR1	-	3f20aa97de711884f21cfe7b3470ccd43082623b
io.quarkus	quarkus-jdbc-mssql	1.10.0.Final	-	6217b4b0fcc3cf7e0bd6d3773cb6a83a06dfcc8f
io.quarkus	quarkus-jdbc-mssql	1.10.1.Final	-	2c22724433c23bdf449d77ea0c7dba360f6510de
io.quarkus	quarkus-jdbc-mssql	1.10.2.Final	-	4a20e4fed5a4e4145f3e50eec41a84a4ef634c93
io.quarkus	quarkus-jdbc-mssql	1.10.3.Final	-	251efefb51691d052c51a80a2a50900cccc25a41
io.quarkus	quarkus-jdbc-mssql	1.10.4.Final	-	27906b02d1ba7f7bd5f8cd47ec2d5ac75c5a6bb1
io.quarkus	quarkus-jdbc-mssql	1.10.5.Final	-	25111134a66d40da26606fed8a7e1cbd7d068e71
io.quarkus	quarkus-jdbc-mssql	1.11.0.Beta1	-	20afd2d28edff34dc5ad0e929029ed20452aca24
io.quarkus	quarkus-jdbc-mssql	1.11.0.Beta2	-	2112489d78e6073b6581a117bbfd565c375dd4b5
io.quarkus	quarkus-jdbc-mssql	1.11.0.CR1	-	cc0be20d7034bcaa8abfaa2a72dfd0be5ddab8e3
io.quarkus	quarkus-jdbc-mssql	1.11.0.Final	-	1bc670846d01e5025ea37d07375c027b38998e84
io.quarkus	quarkus-jdbc-mssql	1.11.1.Final	-	737203fbce1bfe9965f7b41fbc2afb015c5869e6
io.quarkus	quarkus-jdbc-mssql	1.11.2.Final	-	39875c7ba5bfa1d58b4cfe29f169643e4d4395ea
io.quarkus	quarkus-jdbc-mssql	1.11.3.Final	-	210b9f553751e7d69a8953df32b2c325d1bc2c3f
io.quarkus	quarkus-jdbc-mssql	1.11.4.Final	-	da0ca17d99815bbc12a93e0076c893d2f69fa3cb
io.quarkus	quarkus-jdbc-mssql	1.11.5.Final	-	6e2428fd9142261651a5f766dd4fb0c5d55bcbbf
io.quarkus	quarkus-jdbc-mssql	1.11.6.Final	-	0b6364eb254c04b6ba2e51833a870e8b1e5927af
io.quarkus	quarkus-jdbc-mssql	1.11.7.Final	-	a6bbe55801a4a364a9354dbbb9dbee261eaf969c
io.quarkus	quarkus-jdbc-mssql	1.12.0.CR1	-	e3cf6e65c16effdf5b23d78e5f3f54b4dfb5c351
io.quarkus	quarkus-jdbc-mssql	1.12.0.Final	-	05172c2a0e1efff4a6eabb6d92dfd7b2ad4b0476
io.quarkus	quarkus-jdbc-mssql	1.12.1.Final	-	dc5068f58983a944b541828218a7924d4c7cb9b1
io.quarkus	quarkus-jdbc-mssql	1.12.2.Final	-	d03f22435eda00a5298e927bbff59a0bc544d04a
io.quarkus	quarkus-jdbc-mssql	1.13.0.CR1	-	02a0d5a4bfdcfe492cfc61eb1ed32fee965f73e0
io.quarkus	quarkus-jdbc-mssql	1.13.0.Final	-	6f49bb49d6a4ea99a1f84d05a2b01ede48fa391e
io.quarkus	quarkus-jdbc-mssql	1.13.1.Final	-	2dbf8fc7b189764da071c01e87800dad469543c3
io.quarkus	quarkus-jdbc-mssql	1.13.2.Final	-	993c00c659e1b3085b7b3889d28ae33b3d1b5e53
io.quarkus	quarkus-jdbc-mssql	1.13.3.Final	-	97ab32bc4d8c0409776fc4c6109ed9dcf434dc19
io.quarkus	quarkus-jdbc-mssql	1.13.4.Final	-	6d2f93e344a447da67516f8d24ab4e10bd2e91f8
io.quarkus	quarkus-jdbc-mssql	1.13.5.Final	-	bc52df3f2e0716327b6ef70f866cb7f929f439c2
io.quarkus	quarkus-jdbc-mssql	1.13.6.Final	-	022ff34faf903321c83022ff0554e1d32bee03bf
io.quarkus	quarkus-jdbc-mssql	1.13.7.Final	-	bb7842f1e53fd434b5268e41021e5c832770bb1d
io.quarkus	quarkus-jdbc-mssql	1.2.0.CR1	-	0f494be80a0a447689677ae4caa477178c1c57b3
io.quarkus	quarkus-jdbc-mssql	1.2.0.Final	-	3ba824b292c5e1eccecc6d21ed90b01199faee5e
io.quarkus	quarkus-jdbc-mssql	1.2.1.Final	-	dd287ff50e5ad6ad1344955d5cdea873ec09c194
io.quarkus	quarkus-jdbc-mssql	1.3.0.Alpha1	-	442a9c56b6a1ac5cfcf7f3f72878b4dabbc9a8e4
io.quarkus	quarkus-jdbc-mssql	1.3.0.Alpha2	-	1f43d5ac42188797d4ec6224fe71b124f2842a7a
io.quarkus	quarkus-jdbc-mssql	1.3.0.CR1	-	3bfc8ea5a08dfb3682ac81bc221c5786ba58bb9e
io.quarkus	quarkus-jdbc-mssql	1.3.0.CR2	-	a441646b48521518c634d4a49ee8ec469c73903f
io.quarkus	quarkus-jdbc-mssql	1.3.0.Final	-	a9c3b7e503e402d7c391594922038cc3de232229
io.quarkus	quarkus-jdbc-mssql	1.3.1.Final	-	12023527e6550fe2ddb72e082696b9f1d564f1a1
io.quarkus	quarkus-jdbc-mssql	1.3.2.Final	-	5dd140a73ba24a6bcc4e87cfeb36458987673d76
io.quarkus	quarkus-jdbc-mssql	1.3.3.Final	-	c96465c0cda3c6c0d0bacc093d47324030f17a46
io.quarkus	quarkus-jdbc-mssql	1.3.4.Final	-	fbc4f6a66cf53970a14a75199392b7e8ab4d776e
io.quarkus	quarkus-jdbc-mssql	1.4.0.CR1	-	20ecc0e4fe633f3b91bea9d817404128651876c8
io.quarkus	quarkus-jdbc-mssql	1.4.0.Final	-	e3c6bcfa60ee3d4aa89df15a08131bd6dd62c50a
io.quarkus	quarkus-jdbc-mssql	1.4.1.Final	-	453a844f8ef78248ad4b7e256a06369832c56d72
io.quarkus	quarkus-jdbc-mssql	1.4.2.Final	-	f17a5c75fabd8c3bf55d68c86e067a906039229a
io.quarkus	quarkus-jdbc-mssql	1.5.0.CR1	-	1a7bc4130458ca3e5b79d5ef4cb66d398fde1d36
io.quarkus	quarkus-jdbc-mssql	1.5.0.Final	-	3d06b81c09abd2ece56ad798f9af36ce47f8956a
io.quarkus	quarkus-jdbc-mssql	1.5.1.Final	-	8c65cec7cec721c3e205c3429c8b9bbc381b27b3
io.quarkus	quarkus-jdbc-mssql	1.5.2.Final	-	1153065875abcc76a236bdb27646def74dbbb581
io.quarkus	quarkus-jdbc-mssql	1.6.0.CR1	-	9354a2ba636e7f328d5458ec03711b845e128f54
io.quarkus	quarkus-jdbc-mssql	1.6.0.Final	-	c95431dc6961da7854ed9c0a98da0647ebaf0ba6
io.quarkus	quarkus-jdbc-mssql	1.6.1.Final	-	d88c30eb852617ed987bf757f0a69327a24374fb
io.quarkus	quarkus-jdbc-mssql	1.7.0.CR1	-	338c31dfe9b293723cd530b3589d2067985a1e36
io.quarkus	quarkus-jdbc-mssql	1.7.0.CR2	-	aa4eeb24fe0ca4fc8b0e36cbbd8523107493a0f7
io.quarkus	quarkus-jdbc-mssql	1.7.0.Final	-	8743f2eb691555c14545fb40dd3f05fc2a2a41ac
io.quarkus	quarkus-jdbc-mssql	1.7.1.Final	-	7d3da3ed9d41268ee5f9b6586a69d9b99ff0b0a3
io.quarkus	quarkus-jdbc-mssql	1.7.2.Final	-	dd0b3925afe4f1caef571f1a0c718ca2ad72318d
io.quarkus	quarkus-jdbc-mssql	1.7.3.Final	-	25702982c79a30bf0d8bbe5262711c7671b54924
io.quarkus	quarkus-jdbc-mssql	1.7.4.Final	-	f450022e1deea5a5d3d054d5b5db6ea2ab6e088c
io.quarkus	quarkus-jdbc-mssql	1.7.5.Final	-	a70331776a70c432d923d4584905e5ca7e9ab809
io.quarkus	quarkus-jdbc-mssql	1.7.6.Final	-	0cb0fd98c41bf6942dfec282f9d709822adc138c
io.quarkus	quarkus-jdbc-mssql	1.8.0.CR1	-	1fb700f3c1668b00f7a0eb84a57d5082e4a67330
io.quarkus	quarkus-jdbc-mssql	1.8.0.Final	-	adba09bce70f70088b614f1836071468a23eb7a8
io.quarkus	quarkus-jdbc-mssql	1.8.1.Final	-	6e9a369f80ef8709ac0d7a71a4c5abd7dacd7045
io.quarkus	quarkus-jdbc-mssql	1.8.2.Final	-	69ee8269ba40fa2ff643c7e64af8f70071a51dc9
io.quarkus	quarkus-jdbc-mssql	1.8.3.Final	-	5f9fd43bc1c3fd1c1709234bc05f5192a68e56c3
io.quarkus	quarkus-jdbc-mssql	1.9.0.CR1	-	762a435395467f30621e95ca99b2316b7a7af054
io.quarkus	quarkus-jdbc-mssql	1.9.0.Final	-	b9d33afe8d30ddf0f437f7be46f1ca0263326d04
io.quarkus	quarkus-jdbc-mssql	1.9.1.Final	-	a1e15f19bda943e3a0a35e385bc448a771d53709
io.quarkus	quarkus-jdbc-mssql	1.9.2.Final	-	3d9b6855f6937aa2a0336d64cfc30d22fb1688ab
io.quarkus	quarkus-jdbc-mssql	2.0.0.Alpha1	-	f1c7119c198649e5fc42548e1c2621a0b336c382
io.quarkus	quarkus-jdbc-mssql	2.0.0.Alpha2	-	1b3654dde0e99ae22c87d34b8eef0ecd534cec7a
io.quarkus	quarkus-jdbc-mssql	2.0.0.Alpha3	-	45163ae1b157a7a1537498b231f797376d648154
io.quarkus	quarkus-jdbc-mssql	2.0.0.CR1	-	72037f028adaa2a0c26e2e6057ebfbcbcee389f9
io.quarkus	quarkus-jdbc-mssql	2.0.0.CR2	-	6537895a45a466450b72847eec1ef7765eb5c2d4
io.quarkus	quarkus-jdbc-mssql	2.0.0.CR3	-	fed8b2ebf93ae12c14b54eef0d022aee65084884
io.quarkus	quarkus-jdbc-mssql	2.0.0.Final	-	0333a652ce586fc9a5fd4338cdd9922b5f88da58
io.quarkus	quarkus-jdbc-mssql	2.0.1.Final	-	7a11235870306333ff5600407fc21ca135023f2d
io.quarkus	quarkus-jdbc-mssql	2.0.2.Final	-	3fb12ea3cd59825aac6829a5b049208eb0b60535
io.quarkus	quarkus-jdbc-mssql	2.0.3.Final	-	0744521667a3ae2b28a7f495aa1ab7bdb2a3f668
io.quarkus	quarkus-jdbc-mssql	2.1.0.CR1	-	dc7870b086c6ed821da4b4fdfcaa1f858afe2639
io.quarkus	quarkus-jdbc-mssql	2.1.0.Final	-	3353739741b9c2f05f09bd830fdf307deb7a5a74
io.quarkus	quarkus-jdbc-mssql	2.1.1.Final	-	e57dbd6cc1079090607404e1942dca7e0cb3f95b
io.quarkus	quarkus-jdbc-mssql	2.1.2.Final	-	a15f07a0537de0954f4bd237280c8fa333bab3e4
io.quarkus	quarkus-jdbc-mssql	2.1.3.Final	-	0a7a8cc349ddf794d683091ce3ea472944f4ff4c
io.quarkus	quarkus-jdbc-mssql	2.1.4.Final	-	7d527c17eda1a3afa3a3d586387968ab8a44d88e
io.quarkus	quarkus-jdbc-mssql	2.10.0.CR1	-	bc737baaefc619676e0311f464f52a594236b3bf
io.quarkus	quarkus-jdbc-mssql	2.10.0.Final	-	e4ec3e8f64b65575307b1b0e9addcb2306d72945
io.quarkus	quarkus-jdbc-mssql	2.10.1.Final	-	ac111bac7f9fc570f83dbec934bee7c6dbfeec84
io.quarkus	quarkus-jdbc-mssql	2.10.2.Final	-	b92f5a8b8ee1b0fedbd5b0ec3f1c0844cf5fa0da
io.quarkus	quarkus-jdbc-mssql	2.10.3.Final	-	02ef316368a3882f475d46678b21041850bb0dd1
io.quarkus	quarkus-jdbc-mssql	2.10.4.Final	-	e43ef280c7793d262e19243d3f2bfc0e4bead608
io.quarkus	quarkus-jdbc-mssql	2.11.0.CR1	-	423abcae2aebdc8a785ae1a73264c862eef815ca
io.quarkus	quarkus-jdbc-mssql	2.11.0.Final	-	53f6bf4a7738041cb78c14f3ea500e17c721b9c9
io.quarkus	quarkus-jdbc-mssql	2.11.1.Final	-	865130b9aaaf690c8145ece73eeba691e26a446d
io.quarkus	quarkus-jdbc-mssql	2.11.2.Final	-	bc3cfeca665bfaef8d7b700ba01e8f3c8b4401ad
io.quarkus	quarkus-jdbc-mssql	2.11.3.Final	-	588110dc7048e2fda065284f6eb58c3b103c318e
io.quarkus	quarkus-jdbc-mssql	2.12.0.CR1	-	fcbc0c4dd7968f08589a5152dc16933c880c7143
io.quarkus	quarkus-jdbc-mssql	2.12.0.Final	-	87f7996904d148f62810d24d2cca0fcc80b40c14
io.quarkus	quarkus-jdbc-mssql	2.12.1.Final	-	a12f04661b2baf1cc7f576ade38bfcb7019bb6c2
io.quarkus	quarkus-jdbc-mssql	2.12.2.Final	-	928619184541ff04b5f0b6497a8f4b8e334fd640
io.quarkus	quarkus-jdbc-mssql	2.12.3.Final	-	13543f6946506556ed938b6db94835d5b9b72f93
io.quarkus	quarkus-jdbc-mssql	2.13.0.CR1	-	933acb93c2eaee7cd2ae7a32a2c2dee945e41a03
io.quarkus	quarkus-jdbc-mssql	2.13.0.Final	-	276f82e57ea42dc76f6bfff2ba39cb68d7bbade4
io.quarkus	quarkus-jdbc-mssql	2.13.1.Final	-	8636b8c065b2d91fd1dc2c203d5fd3add903694f
io.quarkus	quarkus-jdbc-mssql	2.13.2.Final	-	1eead608d886ab2ee73424f047e8154ad1af98dd
io.quarkus	quarkus-jdbc-mssql	2.13.3.Final	-	f118f0d5702bc6866e1923b7b39777a488e61be6
io.quarkus	quarkus-jdbc-mssql	2.13.4.Final	-	a8f16a1b2c49a684a181bfabaac80de3197cb8cd
io.quarkus	quarkus-jdbc-mssql	2.13.5.Final	-	d42f0fbac93cf8d511c7dc66056ffa35077f2f95
io.quarkus	quarkus-jdbc-mssql	2.13.6.Final	-	e9ac4b7eea7537f10d3b9a9b1ef9276e89f46d02
io.quarkus	quarkus-jdbc-mssql	2.13.7.Final	-	a3eac95fc647c21a37d2a327aa08516cfe579ae1
io.quarkus	quarkus-jdbc-mssql	2.13.8.Final	-	389506da843defbade95bb3a62174fa12d27217c
io.quarkus	quarkus-jdbc-mssql	2.13.9.Final	-	deeb587c9541b1585243e6f0427c584d17d93909
io.quarkus	quarkus-jdbc-mssql	2.14.0.CR1	-	5959d577588d91f11701633192d96c41a9e8b8c2
io.quarkus	quarkus-jdbc-mssql	2.14.0.Final	-	9e870e7374eda7ffb1e2f4ed49f5daadc3985642
io.quarkus	quarkus-jdbc-mssql	2.14.1.Final	-	a4ea1e9073bacbd6a260c5418154827bd4c55600
io.quarkus	quarkus-jdbc-mssql	2.14.2.Final	-	ef488370ce84b76d41860403509c6a248a7cf0ca
io.quarkus	quarkus-jdbc-mssql	2.14.3.Final	-	befbc4f39810505fafa304e1879368536cc92394
io.quarkus	quarkus-jdbc-mssql	2.15.0.CR1	-	c7bbdd776231709bad1afd61634e2cf367520b14
io.quarkus	quarkus-jdbc-mssql	2.15.0.Final	-	b2f4c647f0f1a674d825a7eaad4f83b565486f70
io.quarkus	quarkus-jdbc-mssql	2.15.1.Final	-	6271bb871ad9f071d55e843e9b431d441bdd440f
io.quarkus	quarkus-jdbc-mssql	2.15.2.Final	-	015fe797d5b6c945a1dc6042ba7862e4f808c08a
io.quarkus	quarkus-jdbc-mssql	2.15.3.Final	-	c3db172d13dae7ecab3cedda2b4a3e3c2be39380
io.quarkus	quarkus-jdbc-mssql	2.16.0.CR1	-	79081c321b4d5e81b8fb2ddc33c52d91a7608854
io.quarkus	quarkus-jdbc-mssql	2.16.0.Final	-	c1b2d635414dc1a803dfd4903f62761e57db77a2
io.quarkus	quarkus-jdbc-mssql	2.16.1.Final	-	0a3d0ab548d23ca2ec8114ea1164af1e8829511a
io.quarkus	quarkus-jdbc-mssql	2.16.10.Final	-	bd1a8fb0aa6a30799293e40d2909376c397f9089
io.quarkus	quarkus-jdbc-mssql	2.16.11.Final	-	f901dd45c92f00d0307b32a10aa3077125b657c9
io.quarkus	quarkus-jdbc-mssql	2.16.12.Final	-	2e015a99b06447a8e7ec85e3c274b38e93f22713
io.quarkus	quarkus-jdbc-mssql	2.16.2.Final	-	6322c16c27b397ed761f50c75085133140bdba21
io.quarkus	quarkus-jdbc-mssql	2.16.3.Final	-	bfc53738c9c293d6490a34e08ff9d16e9ae3f2a6
io.quarkus	quarkus-jdbc-mssql	2.16.4.Final	-	23a4cce5f2666984933d64e797cda6d1e676f019
io.quarkus	quarkus-jdbc-mssql	2.16.5.Final	-	82a06811899f9dfa2b802b1367a735cb230e8e89
io.quarkus	quarkus-jdbc-mssql	2.16.6.Final	-	0158a33d865d6fa30d28b4207b5988787e3fbe1c
io.quarkus	quarkus-jdbc-mssql	2.16.7.Final	-	17fa306fd6f9f17162784cfd69b6e3390c6078c2
io.quarkus	quarkus-jdbc-mssql	2.16.8.Final	-	4923dfc7a5a570ad275dde6de7dbe54c6408e6a7
io.quarkus	quarkus-jdbc-mssql	2.16.9.Final	-	87609d0714bd5188695f727294a24067ee39361c
io.quarkus	quarkus-jdbc-mssql	2.2.0.CR1	-	78d7cde9524cbadf4c5e3b41a1244e22ed9a4a90
io.quarkus	quarkus-jdbc-mssql	2.2.0.Final	-	0449b4abe692adcdb6858396cefb75d0a575e744
io.quarkus	quarkus-jdbc-mssql	2.2.1.Final	-	b7cdaeefc295c63ec8169cf0ec2c68a7f9512c22
io.quarkus	quarkus-jdbc-mssql	2.2.2.Final	-	438bb49f84c353636150420adf2b1b46b4f8ad9d
io.quarkus	quarkus-jdbc-mssql	2.2.3.Final	-	2756545aeb4e22b1c7ffbc5b13efd7bfbcdc57ba
