be.ugent.brightspace	valence-sdk-java	1.0.1		f96df3bdeea1cf1c362c1b0f86d48c9897b5e36a
org.http4s	http4s-ember-server_2.12	0.22.0		f894d054f00f62a76b3175564b10f8e9f41016d9
org.http4s	http4s-ember-server_2.12	0.22.0-M1		9f424a7a16e41668414f6ebb313968ed7b6177a7
org.http4s	http4s-ember-server_2.12	0.22.0-M2		7b67dedebec4aebccccba8fc7b18f4f5673101b3
org.http4s	http4s-ember-server_2.12	0.22.0-M3		56c6475f0e57e7f090b3085c749a4f1599372825
org.http4s	http4s-ember-server_2.12	0.22.0-M4		3ea4276a05e4a7791f9394801b428babd413f07a
org.http4s	http4s-ember-server_2.12	0.22.0-M5		e692f618a8f2ad3f9d7bdcf1d1f30a33586ba9d8
org.http4s	http4s-ember-server_2.12	0.22.0-M6		98f59a834b82d7c667827ac140448b5775310d9d
org.http4s	http4s-ember-server_2.12	0.22.0-M7		441e2c645db56d192cec5431e36ac7e87cc3a324
org.http4s	http4s-ember-server_2.12	0.22.0-M8		b7b1502bbc0a9b5e01c9a5a1f566c65d943e7996
org.http4s	http4s-ember-server_2.12	0.22.0-RC1		ea00baddb2efb1a6a4f1698920cefec45b5b1c4d
org.http4s	http4s-ember-server_2.12	0.22.1		d5ac771c15bd262351cc70810b0499840075927b
org.http4s	http4s-ember-server_2.12	0.22.10		fed250992a8c131e4f3411196b891f23df5bf31b
org.http4s	http4s-ember-server_2.12	0.22.11		96365fa10e11d1d65007f2f02057b77605f4e688
org.http4s	http4s-ember-server_2.12	0.22.12		513ec02a95006ac4752238555ffec4ca8c3e1a98
org.http4s	http4s-ember-server_2.12	0.22.13		bb5c5d2a0691f72126f5af5d67bc644aafa6c417
org.http4s	http4s-ember-server_2.12	0.22.14		a7fc600b6ee55bc6f18be6c7a6f1976cf3886783
org.http4s	http4s-ember-server_2.12	0.22.15		75bfccea69d1941927e2e6e7f5f83331d27b856e
org.http4s	http4s-ember-server_2.12	0.22.2		770e97b1305100a31f9d3e8a3488c705b3632308
org.http4s	http4s-ember-server_2.12	0.22.3		6bac95938677e000e793d21aa85fcb3fc49ff4cf
org.http4s	http4s-ember-server_2.12	0.22.4		fa1e11cbb8575076a2e9478a36e3b7c27850ab97
org.http4s	http4s-ember-server_2.12	0.22.5		6d3540cccf8b2efcb149732cd431ef6721328101
org.http4s	http4s-ember-server_2.12	0.22.6		23ad3324ef386a5095a0a35c640e94d575cebaf1
org.http4s	http4s-ember-server_2.12	0.22.7		6b8a5a5221d5285486e7cf7f686a5f9f696e4c9e
org.http4s	http4s-ember-server_2.12	0.22.8		20fd2424d924acc143397984bcd131f89f71aae5
org.http4s	http4s-ember-server_2.12	0.22.9		eba51a37af44220311e5ce7bfe7c9f244b5e2eea
org.http4s	http4s-ember-server_2.12	0.23.0		9eed2de08eaae336e22175b3e4aab2f609cdc74f
org.http4s	http4s-ember-server_2.12	0.23.0-M1		b77400379a7a073567c73b76da98f73c7abf6116
org.http4s	http4s-ember-server_2.12	0.23.0-RC1		2f2502de61460805e4e37894e2e4028abe3b08bc
org.http4s	http4s-ember-server_2.12	0.23.1		c599279b6d92f6410b4cfccc7c130ba4000dbbb9
org.http4s	http4s-ember-server_2.12	0.23.10		4ee67a0c72ba5cbb69f132a5b83870895e0f7931
org.http4s	http4s-ember-server_2.12	0.23.11		87e3ce4b9a46cf57f9dfd410aaa8c2a71b94d446
org.http4s	http4s-ember-server_2.12	0.23.12		5e5549ec2425f9356550d66222afb5f029433f17
org.http4s	http4s-ember-server_2.12	0.23.13		df2c8b18c6907e5ba61fb3c4bb445838a349696b
org.http4s	http4s-ember-server_2.12	0.23.14		5ed52a62995b9bec2dc36d23d8cb1324447efcfb
org.http4s	http4s-ember-server_2.12	0.23.15		640a09eaadab1ca6cb9e82c4a6b0b9d7cc0addf6
org.http4s	http4s-ember-server_2.12	0.23.16		3f56f2af2062a3cdcfc8272db56f0c09e19c2019
org.http4s	http4s-ember-server_2.12	0.23.17		ae41b445b30b1d36402dc26be637394c622ac7ed
org.http4s	http4s-ember-server_2.12	0.23.18		e88615933b13f9e1d86a887f7e7d66a17c4c87d1
org.http4s	http4s-ember-server_2.12	0.23.19		21e7be3c02ae8e5c517fb8cdec2e58d263e2283d
org.http4s	http4s-ember-server_2.12	0.23.19-RC1		42c6ef71659dd121b3e8f3b2b7b8d4654ad00f33
org.http4s	http4s-ember-server_2.12	0.23.19-RC2		3e9814be617b835ed8e83adcc520fe94b757a67a
org.http4s	http4s-ember-server_2.12	0.23.19-RC3		1f8f482af3c65ae20b80c18d48ed4877e1c34780
org.http4s	http4s-ember-server_2.12	0.23.2		15be5eb2208846a5269344e40e7fb68a40d80f33
org.http4s	http4s-ember-server_2.12	0.23.20		2602634860416d3d89b09afe3d0630daa3db7b5a
org.http4s	http4s-ember-server_2.12	0.23.21		5eccecf2c1e1814d917e5b6b7dc58cb5f18e79c7
org.http4s	http4s-ember-server_2.12	0.23.22		202bb8fe6b7aec55aebeae73a857ed1713d362dc
org.http4s	http4s-ember-server_2.12	0.23.23		e106725f00f21994603118d3a8b8fea44e223d35
org.http4s	http4s-ember-server_2.12	0.23.24		80546d65a801434402dc67c0ff42d4950c6ff331
org.http4s	http4s-ember-server_2.12	0.23.25		5862e19d1cbf3af05740cc602a37b753f1e206db
org.http4s	http4s-ember-server_2.12	0.23.26		a4537dd4d9aa8d54cd67d988f40b76ae1ed7b415
org.http4s	http4s-ember-server_2.12	0.23.27		5eeec82338c45e6552d3d4e843bc7d9cc8215f54
org.http4s	http4s-ember-server_2.12	0.23.28		7d5d06a1b872c11cfbaacdf73584ae3233388d2b
org.http4s	http4s-ember-server_2.12	0.23.29		65944209470d6088f7978483cdcb73322f5dff21
org.http4s	http4s-ember-server_2.12	0.23.3		9c1ff8e4bf3b7662e561e3af8db07cbaf0064671
org.http4s	http4s-ember-server_2.12	0.23.30		b8f75f5704c00a930634a917ec850fd151be37c0
org.http4s	http4s-ember-server_2.12	0.23.4		d1c2274977f055be7791b4fae9136e4b432664ad
org.http4s	http4s-ember-server_2.12	0.23.5		b72d38774972e92012ca3f6b35746116b411ac88
org.http4s	http4s-ember-server_2.12	0.23.6		9270d6fc9a700be5e9f729a9dc8834ead86dae6e
org.http4s	http4s-ember-server_2.12	0.23.7		d969a9d6df818436df175d561937cd793db18156
org.http4s	http4s-ember-server_2.12	0.23.8		d43d861d35679c11d0575ab4879a9297eb71d1f0
org.http4s	http4s-ember-server_2.12	0.23.9		4591c8b6023d38c28502abcc1602427846e9ab64
org.http4s	http4s-ember-server_2.12	1.0-10-df008e1		23fff4f08ab3c096900614d26a9506f55bc042b1
org.http4s	http4s-ember-server_2.12	1.0-103-5f6e845		7e49e0b20de25b6d18d52dcfdacfd3d836a42966
org.http4s	http4s-ember-server_2.12	1.0-107-6676c1e		e6a351526057fc4a546c8eab21bd5b74614aaa9f
org.http4s	http4s-ember-server_2.12	1.0-12-e6a1f1f		d76c2f9024e17ffa82b17a81705406537e8707b1
org.http4s	http4s-ember-server_2.12	1.0-14-7c5ec00		01f06c9b3457a31552a95a20d760c1b04ac802a3
org.http4s	http4s-ember-server_2.12	1.0-14-cdeb1e3		582c153b6dd91c9392268476c3d4f75c2abbba19
org.http4s	http4s-ember-server_2.12	1.0-16-b673b49		e832892b5d445fcab4e1bd56d8d9b57ab8ba6647
org.http4s	http4s-ember-server_2.12	1.0-18-659c58b		6a8f158b65cb9c25af320974c9dccf542a0ee166
org.http4s	http4s-ember-server_2.12	1.0-18-a497d1a		cd913559570d772a86915425418df82b03d232bf
org.http4s	http4s-ember-server_2.12	1.0-2-1e49ccf		0a4ca36652763d6a0b73ad74cb3836c60057ef3d
org.http4s	http4s-ember-server_2.12	1.0-2-79831c5		4b2d98017d4ca9689b1eada211809bb713c2c8e3
org.http4s	http4s-ember-server_2.12	1.0-21-a0087dd		3f18ac913bf5b454ca7ba94b9c23a6c882ef0152
org.http4s	http4s-ember-server_2.12	1.0-23-f99b0af		7256e248a06ddc7f85467d0d4992107b5315b174
org.http4s	http4s-ember-server_2.12	1.0-232-85dadc2		9a70adbc856c2a69d0c6f4ca135162eb1cc54048
org.http4s	http4s-ember-server_2.12	1.0-234-d1a2b53		296ce9193526edb58d5a04d9111c5f7ea73c6b67
org.http4s	http4s-ember-server_2.12	1.0-25-f1a4ab0		a6a253cfd71a1b9487464fa661d81ce479f5ac2a
org.http4s	http4s-ember-server_2.12	1.0-37-9661f07		b5ee6932ee681a62ffb5105fe0857864662b7248
org.http4s	http4s-ember-server_2.12	1.0-39-5736fdc		39077e29c8834f9ed1880c4e28cd43e80aaf897e
org.http4s	http4s-ember-server_2.12	1.0-4-a7fc4a9		163637bf00508195934dfc49865c80bbc861ec62
org.http4s	http4s-ember-server_2.12	1.0-57-0368053		713763b92b56c64fd391bbee8d1f69ebb309c785
org.http4s	http4s-ember-server_2.12	1.0-6-e439945		9340616f80588b567e75f78c5445facb095fed76
org.http4s	http4s-ember-server_2.12	1.0-81-ce14ddb		b10f80896ac77837ffb4b2d70a292b28640731a1
org.http4s	http4s-ember-server_2.12	1.0.0-M10		6cc0765e8e7a370625b1cb0bc30a0208341318c9
org.http4s	http4s-ember-server_2.12	1.0.0-M11		1922ad9b54d6fd26e66718ba26310fa0b5e7ef02
org.http4s	http4s-ember-server_2.12	1.0.0-M13		f495218025f0a848d5e338cb22b3d027d747754c
org.http4s	http4s-ember-server_2.12	1.0.0-M14		b68ff90daf0d3936b99555f6d8054381b20f94db
org.http4s	http4s-ember-server_2.12	1.0.0-M15		1ce822e31322c4c603f0f658e17989872bb58868
org.http4s	http4s-ember-server_2.12	1.0.0-M16		490201824d2e4d56d2af5a0ae51d62469f06a852
org.http4s	http4s-ember-server_2.12	1.0.0-M17		a862c7efba06b8817bb33e61563f750254d3dafa
org.http4s	http4s-ember-server_2.12	1.0.0-M18		c8d701c770b0dfe02ec6ac860b974cd248b43c36
org.http4s	http4s-ember-server_2.12	1.0.0-M19		fcef033c8b20e8e5802de013336fc412d55e5c7b
org.http4s	http4s-ember-server_2.12	1.0.0-M2		2ddf2733655ddd9b6a87a432e3545ff65ce98ebe
org.http4s	http4s-ember-server_2.12	1.0.0-M20		bb3444859cefaa0d7ab42c3ade07982077689ecc
org.http4s	http4s-ember-server_2.12	1.0.0-M21		77e1be108e8c1875cbbc82394d5639ad4a39d7a8
org.http4s	http4s-ember-server_2.12	1.0.0-M22		896cb3e51dd0ee94a337fbf4baa81338031a5fe6
org.http4s	http4s-ember-server_2.12	1.0.0-M23		cc0c904639a8577b04e435b2d92679f4fe073bc7
org.http4s	http4s-ember-server_2.12	1.0.0-M24		1ab406a72cf77d36e6d52c35a039cd91406d8713
org.http4s	http4s-ember-server_2.12	1.0.0-M25		1bcc63717c24d7ee0622dcd58f77764da60b079b
org.http4s	http4s-ember-server_2.12	1.0.0-M27		2ce43c387f7c050a5fe79047566f10dc8a6e8512
org.http4s	http4s-ember-server_2.12	1.0.0-M28		9f79af66a449b7a658479d191f1eac23ebd04ea0
org.http4s	http4s-ember-server_2.12	1.0.0-M29		bbb2510e7dd955b916cf001ca293a2dbd946e12c
org.http4s	http4s-ember-server_2.12	1.0.0-M3		b23619060a90ad5010708b9f05d8cae12b9d888a
org.http4s	http4s-ember-server_2.12	1.0.0-M30		1f1450ee1274fd477e916db2f56f58cf3363deb8
org.http4s	http4s-ember-server_2.12	1.0.0-M4		dcba027b22b6709773af6f1d4345215e326209d3
org.http4s	http4s-ember-server_2.12	1.0.0-M5		0ae1beeed18db0955fa83e77ac8d90d072495b56
org.http4s	http4s-ember-server_2.12	1.0.0-M6		61f106a219a408868cf1fcaffbe485497d32a341
org.http4s	http4s-ember-server_2.12	1.0.0-M7		8c7d9ee609a2290cd4fd4df9bfcf8a9a2a713429
org.http4s	http4s-ember-server_2.12	1.0.0-M8		6f26f68bab3f98f8e53919fd6acd6dfb3a974267
org.http4s	http4s-ember-server_2.12	1.0.0-M9		9848715b7ebbf7eec61009e68fad57f9f8f9d4db
org.kie	kogito-addons-quarkus-job-http-recipient	10.0.0		187b414d8a86c276a4fdbb0b083b7f54387b5028
org.kie.kogito	kogito-addons-events-predictions	1.12.0.Final		8b45e8cb40608d9cdf25f01dbf01bae27b287dff
org.kie.kogito	kogito-addons-events-predictions	1.13.0.Final		f8adb4586de23626f8aa03081d79fc8d1730c02a
org.kie.kogito	kogito-addons-events-predictions	1.14.0.Final		9f4604cdbc594d8c7a7f5eacc835d0e85a05d58d
org.kie.kogito	kogito-addons-events-predictions	1.14.1.Final		9bd30ef9090d1ce6d211717421a17b3f3159ebf1
org.kie.kogito	kogito-addons-events-predictions	1.15.0.Final		60683efc6a97e492257c1b87f7d54fb287b9f36d
org.kie.kogito	kogito-addons-events-predictions	1.16.0.Final		72cb91d382a6f64625b7d9bf37fee60e67d2a7d8
org.kie.kogito	kogito-addons-events-predictions	1.16.1.Final		0fd1a9ad45ef304c82a10a855f394497383ac561
org.kie.kogito	kogito-addons-events-predictions	1.17.0.Final		ebb1d5ad4711b04f032bb9bdbed083448a03212d
org.kie.kogito	kogito-addons-events-predictions	1.18.0.Final		9e63ecbf9d0bf96a4c7cd389a7475f6c4af543d6
org.kie.kogito	kogito-addons-events-predictions	1.19.0.Final		7e8f178445d723edfaedb4bb8f4498d2bfa74ee2
org.kie.kogito	kogito-addons-events-predictions	1.20.0.Final		53782930820c6063a600359843c26ce71fe3551f
org.kie.kogito	kogito-addons-events-predictions	1.21.0.Final		371170f32fe125ff7b2b1519c3acc770967882d9
org.kie.kogito	kogito-addons-events-predictions	1.22.0.Final		65bf635876f1596f229727f494fe8592aa9d5118
org.kie.kogito	kogito-addons-events-predictions	1.22.1.Final		ca2898fde34b80492009a440e6f44ff95339ba2f
org.kie.kogito	kogito-addons-events-predictions	1.23.0.Final		3b12611d3617b9b50df27f8c076939fe0605a071
org.kie.kogito	kogito-addons-events-predictions	1.24.0.Final		d35a92c515bf5a1cb5bfd16d1617e239c93aecb6
org.kie.kogito	kogito-addons-events-predictions	1.24.1.Final		68ccbd6eaa2280dff4aa84fddf7934d086eb3176
org.kie.kogito	kogito-addons-events-predictions	1.25.0.Final		5192954458a586419fb714e1000ddaaacbb09331
org.kie.kogito	kogito-addons-events-predictions	1.26.0.Final		d050765be9e466c73203a7bf1001b306d5d8fa47
org.kie.kogito	kogito-addons-events-predictions	1.27.0.Final		d8b8c2744b00810b8f3aa05b4c9edc00fb3636e7
org.kie.kogito	kogito-addons-events-predictions	1.28.0.Final		a42240c6cae8f211a06cb570c3672ea11d14b7d8
org.kie.kogito	kogito-addons-events-predictions	1.29.0.Final		ffeb2fffef3991a59abb0c86eef54c91539688bb
org.kie.kogito	kogito-addons-events-predictions	1.30.0.Final		862a3f7681dac11d2f88b4e33524f959bb709679
org.kie.kogito	kogito-addons-events-predictions	1.31.0.Final		02f54e68b309f90f6cece0506f20c03f9d6e20b9
org.kie.kogito	kogito-addons-events-predictions	1.31.1.Final		64aaa78f973f69eb4093599f88882c5d9c3f9a53
org.kie.kogito	kogito-addons-events-predictions	1.32.0.Final		517ce510e20e5f5b469348ba4a695955e4573089
org.kie.kogito	kogito-addons-events-predictions	1.33.0.Final		7742240be03354cdcf10660d69b7580dd0172077
org.kie.kogito	kogito-addons-events-predictions	1.34.0.Final		8031d89da08bdb102fab137923db424692431c5c
org.kie.kogito	kogito-addons-events-predictions	1.35.0.Final		578ed5f5974d2054ffe1df5a6b817703fb818df6
org.kie.kogito	kogito-addons-events-predictions	1.36.0.Final		2114c54a790759fd42b5d619a829059b482ed8f9
org.kie.kogito	kogito-addons-events-predictions	1.36.1.Final		87f5dd969a49e6d07ec184db680b3ba45293eed8
org.kie.kogito	kogito-addons-events-predictions	1.37.0.Final		826a5b1c4ce0d05d46fa3b50a5070568af4fd4d4
org.kie.kogito	kogito-addons-events-predictions	1.38.0.Final		0ca53b11fd7b39ef58ada18be5832744af8476a9
org.kie.kogito	kogito-addons-events-predictions	1.39.0.Final		7adf9847841aaec283f5e5678f9f6fca3518336f
org.kie.kogito	kogito-addons-events-predictions	1.40.0.Final		5d13beb864776843b01b4345344e931adf85e978
org.kie.kogito	kogito-addons-events-predictions	1.40.1.Final		3b55bd64deed44a24eeff1daa2263c754345d134
org.kie.kogito	kogito-addons-events-predictions	1.40.2.Final		e050ae1dc74338a452426289ae6e36c352bdda76
org.kie.kogito	kogito-addons-events-predictions	1.41.0.Final		32b9ade1feb5d3898c3ebe073a68015d91cf533e
org.kie.kogito	kogito-addons-events-predictions	1.42.0.Final		6317c9deaaa5e24c614caf1572cdf703b5494185
org.kie.kogito	kogito-addons-events-predictions	1.43.0.Final		ca5875f06d0ea1471d5ff1687c2ab738412fea23
org.kie.kogito	kogito-addons-events-predictions	1.44.0.Final		f29271ae11ccc573d90b70d70d93779b71596e8f
org.kie.kogito	kogito-addons-events-predictions	1.44.1.Final		ccab5a21b582ea1e25133bf675e67850610f0e20
org.kie.kogito	kogito-addons-events-predictions	2.44.0.Alpha		92ad26b64610ea6d204ce581a836de97b169833d
org.mvnpm	timed-out	3.1.3		f37c0af774d129c139afe4530396c7ba13eb97e1
org.odpi.egeria	asset-consumer-server	0.1		314447a32bcfb4732b27ece3131073c8858b8d01
org.odpi.egeria	asset-consumer-server	0.2		b71a83ea782d08b221f5dfd7649c35dbcd1eedbb
org.odpi.egeria	asset-consumer-server	1.0		c899f837129486aac7fded0eaf8618a633b9ec55
org.odpi.egeria	asset-consumer-server	1.1		82269809ad8bbe1c02f0377eb533024c902d900b
org.odpi.egeria	asset-consumer-server	1.2		02a9d25b8c2bed88c384bf361f1242460f93bda2
org.odpi.egeria	asset-consumer-server	1.3		23914100542cbd3f18060317f816b91c35c4b2f6
org.odpi.egeria	asset-consumer-server	1.4		628df4cb0d7753302fe941d78cd5d1fab78cfb6e
org.odpi.egeria	asset-consumer-server	1.5		8d14149cdce260e8c0a0f3b675103e59c971aa09
org.odpi.egeria	asset-consumer-server	1.6		dafef092a4300ec6c7efbb62b96c98576066aade
org.odpi.egeria	asset-consumer-server	1.7		ab43ac872504bb47c10fc3217df0d6d353bf1d9a
org.odpi.egeria	asset-consumer-server	1.8		3b9fd4985e71e88c05e56dee6541709e645ab46c
org.odpi.egeria	asset-consumer-server	2.0		bb64d1c53ade599aadb579009138bb08fefdd263
org.odpi.egeria	asset-consumer-server	2.1		4f83afe0fe7de4f0c52024feba021e26d2f799a8
org.odpi.egeria	asset-consumer-server	2.10		cf1d1c7ced8b422f51bab6e74eb2a44d0cdc7cb1
org.odpi.egeria	asset-consumer-server	2.11		007d0722e3399a5a9ff7d91907323ad25b664278
org.odpi.egeria	asset-consumer-server	2.2		5cf82620e15fb7a2df0986fa7fb9f304a5c7904d
org.odpi.egeria	asset-consumer-server	2.3		60698dd0530b2e48d9d39bc4b46fb26ae0826b76
org.odpi.egeria	asset-consumer-server	2.4		d1df1eff0b31464b918045ef82d961d6544e8272
org.odpi.egeria	asset-consumer-server	2.5		a06e783eb779aacd2bb5db24a5880f73491db74b
org.odpi.egeria	asset-consumer-server	2.6		8871a85edc936de7114a5a5bd523a3b36ebb3475
org.odpi.egeria	asset-consumer-server	2.7		6889f55bc8b4c3590ef5ed370c9b09b859b7fbf8
org.odpi.egeria	asset-consumer-server	2.8		36f7d76e93b0fd3908364827f6b9c68805ea941f
org.odpi.egeria	asset-consumer-server	2.9		2137c7dd26525df4164f650644f0b77426db8e8c
org.odpi.egeria	asset-consumer-server	3.0		86f495c98692928b11ab4c461407b6dc90264bf6
org.odpi.egeria	asset-consumer-server	3.1		b902947b125d6b2194897c907fd1bf026d420d75
org.odpi.egeria	asset-consumer-server	3.10		68d98a00eee32cfe27aa62d3b5f3a521b581acad
org.odpi.egeria	asset-consumer-server	3.10.1		9b11e97c1add85cb9ac2f8fef16016e2d9f5554e
org.odpi.egeria	asset-consumer-server	3.11		4f6caff695f230f7f2e884389da50fefb861b06a
org.odpi.egeria	asset-consumer-server	3.12		4878b891658a2ff1704d09032f7b4dc67937efb5
org.odpi.egeria	asset-consumer-server	3.13		6974c7e0d6c8f30ac3bae8d5dea72184ba98b412
org.odpi.egeria	asset-consumer-server	3.14		c83896e0513bf15cb8b0e354bdceabab2c12a1e0
org.odpi.egeria	asset-consumer-server	3.15		1b1a9aaac5432d6b865e1b5cef4649cd19f31bbf
org.odpi.egeria	asset-consumer-server	3.2		4bdcd5179bb2c595d04da33a58058e6aaab9a768
org.odpi.egeria	asset-consumer-server	3.3		65324cce8e1ad14e7f3c79af82364dfa397affec
org.odpi.egeria	asset-consumer-server	3.4		9bc6df6878976cb50476a2c7fa51d933ebb56042
org.odpi.egeria	asset-consumer-server	3.5		1a02c469e069c5d988dc16b5dfc41fb9546629fc
org.odpi.egeria	asset-consumer-server	3.6		c93aba4ba34f97e86f6233a718f7a680d5ce44f7
org.odpi.egeria	asset-consumer-server	3.7		a3fef25e75f069168ae5b5f16e5a201e1acfe1b9
org.odpi.egeria	asset-consumer-server	3.8		213c2bcae979a87ab0a5c7025da1b1438eaf7d3b
org.odpi.egeria	asset-consumer-server	3.9		f776e0e38415e1056a45300f580c5932f2588c73
org.odpi.egeria	asset-consumer-server	4.0		3addc1816f70f671e41f87fb79585c38c0ba211c
org.odpi.egeria	asset-consumer-server	4.1		aaa499f405db3390e6e34f548e357f55e54325ca
org.odpi.egeria	asset-consumer-server	4.2		c573d861bac04fd8cfbba916be69b7d18cb9ac4a
org.odpi.egeria	asset-consumer-server	4.3		5a81c348505e51a8a7eeb632a7dca4bb74cc92d6
org.odpi.egeria	asset-consumer-server	5.0		7906b325bd539f787e3dfcd91709a72cd97571c9
org.odpi.egeria	asset-consumer-server	5.1		a79882e3318271183402bf7e13b3f091c7959e9b
org.odpi.egeria	asset-consumer-server	5.2		987912206a6985baf38012ea76969fe548428b92
org.odpi.egeria	asset-consumer-server	5.2.1		c2971919825762ecac991e86582ae892d8e275cd
org.opendaylight.nic	nic-aggregator	1.0.0-Lithium		N/A
org.opendaylight.nic	nic-aggregator	1.0.1-Lithium-SR1		N/A
org.opendaylight.nic	nic-aggregator	1.0.2-Lithium-SR2		N/A
org.opendaylight.nic	nic-aggregator	1.0.3-Lithium-SR3		N/A
org.opendaylight.nic	nic-aggregator	1.0.4-Lithium-SR4		N/A
org.opendaylight.nic	nic-aggregator	1.1.0-Beryllium		N/A
org.opendaylight.nic	nic-aggregator	1.1.1-Beryllium-SR1		N/A
org.opendaylight.nic	nic-aggregator	1.1.2-Beryllium-SR2		N/A
org.opendaylight.nic	nic-aggregator	1.1.3-Beryllium-SR3		N/A
org.opendaylight.nic	nic-aggregator	1.1.4-Beryllium-SR4		N/A
org.opendaylight.nic	nic-aggregator	1.2.0-Boron		N/A
org.opendaylight.nic	nic-aggregator	1.2.1-Boron-SR1		N/A
org.opendaylight.nic	nic-aggregator	1.2.2-Boron-SR2		N/A
org.opendaylight.nic	nic-aggregator	1.2.3-Boron-SR3		N/A
org.opendaylight.nic	nic-aggregator	1.2.4-Boron-SR4		N/A
org.opendaylight.nic	nic-aggregator	1.3.0-Carbon		N/A
org.opendaylight.nic	nic-aggregator	1.3.1-Carbon		N/A
org.opendaylight.nic	nic-aggregator	1.3.2-Carbon		N/A
org.opendaylight.nic	nic-aggregator	1.3.3-Carbon		N/A
org.opendaylight.nic	nic-aggregator	1.3.4-Carbon		N/A
org.opendaylight.nic	nic-aggregator	1.4.0		N/A
org.opendaylight.nic	nic-aggregator	1.4.1		N/A
org.opendaylight.nic	nic-aggregator	1.4.2		N/A
org.opendaylight.nic	nic-aggregator	1.4.3		N/A
org.opensmarthouse.core.bundles	org.opensmarthouse.core.io.console	0.10.0		91cdae2a5828ad111dda7bc4a9f9dc10febd89c7
org.opensmarthouse.core.bundles	org.opensmarthouse.core.io.console	0.10.1		0c2d0f656b0ece69eca73aa8866379b8b7ef1a7b
org.opensmarthouse.core.bundles	org.opensmarthouse.core.io.console	0.9.2		66a742fcffb0ebb0bfe1655a9d17b016f0a878bd
org.openurp.platform.kernel	openurp-platform-kernel-webapp	0.0.1		32cb030f2df3f651813ee625d961daf6b052d5bb
org.openurp.platform.kernel	openurp-platform-kernel-webapp	0.0.2		N/A
org.openurp.platform.kernel	openurp-platform-kernel-webapp	0.0.3		N/A
org.openurp.platform.kernel	openurp-platform-kernel-webapp	0.0.4		N/A
org.openurp.platform.kernel	openurp-platform-kernel-webapp	0.0.5		N/A
org.ow2.jasmine.probe	jprobe-rest	1.2.1		084d9a6264d4ef1ac7f46c3ac3e05480fa38c9f9
org.ow2.jasmine.probe	jprobe-rest	1.2.2		066e4892587e7826122b17b7162d280e82e8d68b
org.ow2.jasmine.probe	jprobe-rest	1.2.3		98b57efd5ad2da5c0d50307f27499f8c7101a0de
org.ow2.jasmine.probe	jprobe-rest	1.2.4		9131517852bfc0d31da9ff9993a69a1088e92985
org.ow2.jasmine.probe	jprobe-rest	1.3.0		825727a40ff8f2b6ded7ee5605657988a028ad40
org.ow2.spec.ee	ow2-validation-1.1-spec	1.0.0-M1		4bfbe43cd61a0b5166bfb6bf006fc5ae1854f742
org.scalastyle	scalastyle-sbt-plugin_2.10_0.13.0-M1	0.3.1		8a95dba959a6236341bd3debd6101ddccca5ebc9
org.slinkyframework	slinky-performance-tests-parent	0.2.10		N/A
org.slinkyframework	slinky-performance-tests-parent	0.2.7		N/A
org.slinkyframework	slinky-performance-tests-parent	0.2.8		N/A
org.slinkyframework	slinky-performance-tests-parent	0.2.9		N/A
org.slinkyframework	slinky-performance-tests-parent	0.3.0		N/A
org.slinkyframework	slinky-performance-tests-parent	0.3.1		N/A
org.slinkyframework	slinky-performance-tests-parent	0.3.10		N/A
org.slinkyframework	slinky-performance-tests-parent	0.3.2		N/A
org.slinkyframework	slinky-performance-tests-parent	0.3.3		N/A
org.slinkyframework	slinky-performance-tests-parent	0.3.4		N/A
org.slinkyframework	slinky-performance-tests-parent	0.3.5		N/A
org.slinkyframework	slinky-performance-tests-parent	0.3.6		N/A
org.slinkyframework	slinky-performance-tests-parent	0.3.7		N/A
org.slinkyframework	slinky-performance-tests-parent	0.3.8		N/A
org.slinkyframework	slinky-performance-tests-parent	0.3.9		N/A
org.slinkyframework	slinky-performance-tests-parent	0.4.0		N/A
org.slinkyframework	slinky-performance-tests-parent	0.4.1		N/A
org.slinkyframework	slinky-performance-tests-parent	0.4.2		N/A
org.slinkyframework	slinky-performance-tests-parent	0.4.3		N/A
org.slinkyframework	slinky-performance-tests-parent	0.4.4		N/A
org.tiogasolutions.dev	tioga-dev-domain	4.1.2		8bada75ab946777fa36758bae912e78bc2789d61
org.tiogasolutions.dev	tioga-dev-domain	4.1.3		a0823cf0d441d360dc340f1898a7bf2b6a72ddef
org.tiogasolutions.dev	tioga-dev-domain	4.1.4		1055a4761f056804c13570e14ef13403e609fe8d
org.tiogasolutions.dev	tioga-dev-domain	4.1.6		fec6bbee54954fc63f3f2055ae21a4838f2fdd67
org.tiogasolutions.dev	tioga-dev-domain	4.2.0		e4362f077b03734652cc8afd41e2829bc7efc1f8
org.tiogasolutions.dev	tioga-dev-domain	4.2.1		7b4ef26f00cfae50fae8f9a69108c22e39bfd215
org.tiogasolutions.dev	tioga-dev-domain	4.2.2		17946a2673291cad577d9dfb3f888d367a203226
org.tiogasolutions.dev	tioga-dev-domain	4.2.3		227190922862d0e63caaf5308b561c5d95c382d0
org.tiogasolutions.dev	tioga-dev-domain	4.2.4		06b3e97c98e589a231508ccb09e7d9afa73ae19d
org.tiogasolutions.dev	tioga-dev-domain	4.2.5		245b466c3b718efc2787b3d1ff41b8615733e072
org.tiogasolutions.dev	tioga-dev-domain	4.2.6		9b077c2f3952db1c54fd00d44dedac62d4fb85f9
