acegisecurity	acegi-security-adapters	1.0.0-RC1		N/A
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.33.0-alpha		2009a7ae30e33fb7eeef8352f5f02ee8599703bc
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.33.1-alpha		b87c34eb45ebe271e8e3948f9407cd2c3eb5b478
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.33.2-alpha		998a5ce7839080b8ae0f18a719b274224bdd1fcd
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.33.3-alpha		214eb2d588498147f7b9ba678b01d238cb507c7e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.33.4-alpha		4c3a87e5890abcdfa554eca2d91e30f7e62d2878
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.33.5-alpha		248d49cdf194b23237fd54ce2abdfb37f9b9a38b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.33.6-alpha		4338f51b8128712c740dd42bc72b0e741524b20d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.9.0-alpha		e04bf82f7ea21be00acafa53a11e399b0c821be0
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.9.1-alpha		b173f271cdff8b34e66df1807cbffdfa3d4d137f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	1.9.2-alpha		b4ea50dc10cc9d07ace2335567bad520045e5ebb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.0.0-alpha		7a15f1de777cb9b2e705e63c4e985da121741e6b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.1.0-alpha		9f6b78981f31bd48991b010ced11cc69c1010548
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.10.0-alpha		fef26234a9a87a25eb77a3c8d548c28cb9bedbcb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.11.0-alpha		7dcf89cb0be50808f7e93ae401d67291b44e8aeb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.12.0-alpha		448a4ec2d76479edb7c5e8635a6d0b96fcef00ef
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.13.0-alpha		d4f9bde20661e7c010a8e187e2ac4cd79855bcb6
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.13.1-alpha		fccc50ee42f79b95cd1eca213809b05d35711cb6
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.13.2-alpha		454e9948e95ade97e87c08954a9ec937202d9ed3
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.13.3-alpha		f564645502d3676e886681b77a24070b3d294efb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.14.0-alpha		1684551fcca364f1167c64752bd7ca2b6b791be5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.15.0-alpha		317e1e963024561ec6342b4baaa58f7ced9adedf
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.2.0-alpha		6e5796bcc2fdb5f27003c6da2bd9dcbe330346f7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.3.0-alpha		0234269619838ce3b681605d278d9030dfd9511b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.4.0-alpha		5dee38d5882dcde12cf9a95aaa99e1a0856a5253
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.5.0-alpha		755335399754cb25ef66c542247e626fad183514
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.6.0-alpha		a2886c6d6b7ec6b1000af7ca79ef66302eb59a0b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.7.0-alpha		75b781382e759fac29137d0145573714331626d4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.8.0-alpha		f230660d354f9aed96014fc097b9a81257e661f2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-jedis-4.0	2.9.0-alpha		a3714d9f59eda2faed99e4904140d53fa89c74cd
io.qtjambi	qtjambi-debuginfo-linux-x64	5.15.17		28194462178fc4b8166e8a777e1c4a6dcca181cd
io.qtjambi	qtjambi-debuginfo-linux-x64	5.15.18		0cdea159863b4b0d4b284db3adee13e4dc2eee67
io.qtjambi	qtjambi-debuginfo-linux-x64	5.15.19		987f2ca8eb6b9fe0cf0557553cd1907acc0210b8
io.qtjambi	qtjambi-debuginfo-linux-x64	5.15.20		4d4b58e0e0260e8b999d06be127ef3637b567e5c
io.qtjambi	qtjambi-debuginfo-linux-x64	5.15.23		bb4f447c58f1e4ae019425afd67a3b0c6ee9ca3f
io.qtjambi	qtjambi-debuginfo-linux-x64	5.15.24		6f4bcb5284fc9f356019f8b00183d854a623372f
io.qtjambi	qtjambi-debuginfo-linux-x64	6.5.10		95003d71934d7f42662468c757beab7674a678c3
io.qtjambi	qtjambi-debuginfo-linux-x64	6.5.3		3b8d68df22a040a9acc3083a376f0692e05fde7c
io.qtjambi	qtjambi-debuginfo-linux-x64	6.5.4		afac26ad2592f815ed39b7abe98e854f51390dc9
io.qtjambi	qtjambi-debuginfo-linux-x64	6.5.5		0c4b0e0090b1b7bdf99ef0f5bae3019eaec2cbea
io.qtjambi	qtjambi-debuginfo-linux-x64	6.5.6		9efd717f0f2504d0471e30718f200b360ac3a0c2
io.qtjambi	qtjambi-debuginfo-linux-x64	6.5.7		9ba84810a0841af4f97b03ac116671fcd4def275
io.qtjambi	qtjambi-debuginfo-linux-x64	6.5.8		35b90cd449d926b90bdde0cb023371e1602e12b2
io.qtjambi	qtjambi-debuginfo-linux-x64	6.5.9		ec6315f3301fc7835f08cb4f925759aab17dec4f
io.qtjambi	qtjambi-debuginfo-linux-x64	6.6.0		6cc84bc22bc4374e82bac473c0725232924cf1a5
io.qtjambi	qtjambi-debuginfo-linux-x64	6.6.1		cd0747592f225f7772523649b50bb63bf8892b05
io.qtjambi	qtjambi-debuginfo-linux-x64	6.6.2		d76167433fd757521f1072fc092232938eb71886
io.qtjambi	qtjambi-debuginfo-linux-x64	6.6.3		6c28823fc33ae391014311530fddc4a86289b3ae
io.qtjambi	qtjambi-debuginfo-linux-x64	6.7.0		099ae0b735210401db7a9474fbf6cbe1c67869c1
io.qtjambi	qtjambi-debuginfo-linux-x64	6.7.1		2dba92632111fecdd26c975c86c05f0c188c8c47
io.qtjambi	qtjambi-debuginfo-linux-x64	6.7.2		4c51974b273e0c1564c3e96cbcc3ff31b1dc5f93
io.qtjambi	qtjambi-debuginfo-linux-x64	6.7.3		0bb310b0421b1f41f9d690a9baa88aa4faec513f
io.qtjambi	qtjambi-debuginfo-linux-x64	6.8.0		807c59cb736f27f41a8344ad90decc3237079791
io.qtjambi	qtjambi-debuginfo-linux-x64	6.8.1		58907ad5b5d62bb5fac755699616e13fbc0d97dd
io.qtjambi	qtjambi-debuginfo-linux-x64	6.8.2		e8807ff984c4151d4242e2fc48ea79872d04c5de
io.qtjambi	qtjambi-debuginfo-linux-x64	6.8.3		b8e62728b10d6637ae824bce5215a1a542488276
io.qtjambi	qtjambi-debuginfo-linux-x64	6.9.0		1346e5fed6151f6bcbd3c7858bf8a4f09700a282
io.quarkus	quarkus-amazon-lambda-http	0.27.0		520f832ffe96ca79460b6f7b8bbb73b331d04156
io.quarkus	quarkus-amazon-lambda-http	0.28.0		72d60374c7ab6f291c772c6c2fd0624ba9a6a2f0
io.quarkus	quarkus-amazon-lambda-http	0.28.1		7359369512a564d0e35c5f556fae28cae6bf4cc2
io.quarkus	quarkus-amazon-lambda-http	1.0.0.CR1		2d77af1bf72cdbc6a48f72f09b3713ac06fdc647
io.quarkus	quarkus-amazon-lambda-http	1.0.0.CR2		c7ba737af010675a9b392ee9d217e40314480a1e
io.quarkus	quarkus-amazon-lambda-http	1.0.0.Final		b0c3d58aefa9424963321c2b3f3fd5f29b209122
io.quarkus	quarkus-amazon-lambda-http	1.0.1.Final		a844e084625c7552d583cf3624c6c02752751cfd
io.quarkus	quarkus-amazon-lambda-http	1.1.0.CR1		d7e6d1370db84f95966290d3ef8aa06841c3cdb7
io.quarkus	quarkus-amazon-lambda-http	1.1.0.Final		125936f111116aa18495642daf16fb5c75319bdc
io.quarkus	quarkus-amazon-lambda-http	1.1.1.Final		f33776c650caf906dc800d73821b1dca50156b21
io.quarkus	quarkus-amazon-lambda-http	1.10.0.CR1		23933643fcaf58b99b373d3194801ddbf496119e
io.quarkus	quarkus-amazon-lambda-http	1.10.0.Final		67be1d097635f7487e402b707b1fc4ec45f40038
io.quarkus	quarkus-amazon-lambda-http	1.10.1.Final		f318d6161adecb1c6eb0ea959dcbe57253347e00
io.quarkus	quarkus-amazon-lambda-http	1.10.2.Final		ccc1132c51bcb1cc9efe2c51be1b2662fff4968f
io.quarkus	quarkus-amazon-lambda-http	1.10.3.Final		c07acb0dfeaac0a44b29fc283ad85dcd73514591
io.quarkus	quarkus-amazon-lambda-http	1.10.4.Final		92872c927226206af642be680e78ca9814647c34
io.quarkus	quarkus-amazon-lambda-http	1.10.5.Final		3c628cfa2902987fa06a068600535436131181fc
io.quarkus	quarkus-amazon-lambda-http	1.11.0.Beta1		3b1d35879a239d7d7541affc06a5dc1a23e73096
io.quarkus	quarkus-amazon-lambda-http	1.11.0.Beta2		653be7761aa26fc4c8511b9d56883a58370a0b89
io.quarkus	quarkus-amazon-lambda-http	1.11.0.CR1		3cce9ac9a4961395290ef0807b66a46e6a7b1aad
io.quarkus	quarkus-amazon-lambda-http	1.11.0.Final		7942e2ec79092d3dcf426cf698c795789ce5be4e
io.quarkus	quarkus-amazon-lambda-http	1.11.1.Final		216b20a71ac03ce4b951920d8410bcdf15736b20
io.quarkus	quarkus-amazon-lambda-http	1.11.2.Final		db211b0ac82c0c439c68358054c1eea477dfb99b
io.quarkus	quarkus-amazon-lambda-http	1.11.3.Final		2819cec9cfe47cff40254d0e305fa5d3709ec31c
io.quarkus	quarkus-amazon-lambda-http	1.11.4.Final		7e16871b2a2e1ed0e453aaf16acc059f140f86c5
io.quarkus	quarkus-amazon-lambda-http	1.11.5.Final		a4bc596453a0532925d0d87f0a8de60fffa1e383
io.quarkus	quarkus-amazon-lambda-http	1.11.6.Final		d9020390d366d10111b6e619e3725f394c253d58
io.quarkus	quarkus-amazon-lambda-http	1.11.7.Final		ec052d591c3a97c4fe5f2a450f8b854644462cbf
io.quarkus	quarkus-amazon-lambda-http	1.12.0.CR1		32b26f3dd80bfef5d977216c9b0a3e9d5ce0a977
io.quarkus	quarkus-amazon-lambda-http	1.12.0.Final		1258c2eb4ffbcc27d8d19729106dc050bcb09ff4
io.quarkus	quarkus-amazon-lambda-http	1.12.1.Final		cc4d1bf7e119f5888e14274c1a072f5d28405292
io.quarkus	quarkus-amazon-lambda-http	1.12.2.Final		532c706f055aca982a6b05de693c02cef2c190d3
io.quarkus	quarkus-amazon-lambda-http	1.13.0.CR1		51b2b9fc04469b87ac6be974f9fe016640699b18
io.quarkus	quarkus-amazon-lambda-http	1.13.0.Final		3eaa729568bb32e9672d9249e9c68234461c8ac4
io.quarkus	quarkus-amazon-lambda-http	1.13.1.Final		4c0ce1c4da8f98c297179a3f10938cb914368232
io.quarkus	quarkus-amazon-lambda-http	1.13.2.Final		cb571bbfcb39dd67640bf98deceac6cfdb0ab320
io.quarkus	quarkus-amazon-lambda-http	1.13.3.Final		a2999d1c6816282a22b14e452060b74cbbe16ae7
io.quarkus	quarkus-amazon-lambda-http	1.13.4.Final		cd3e52e97ba2e3a782aeb9baaf1f9d75d28de619
io.quarkus	quarkus-amazon-lambda-http	1.13.5.Final		1bd2d522ca069c3915dda7b3972be247f3585097
io.quarkus	quarkus-amazon-lambda-http	1.13.6.Final		f06265ddbdd436a9c812ab8785c896c73a2ea41b
io.quarkus	quarkus-amazon-lambda-http	1.13.7.Final		90f3fe783bb18e9ef66cc3d262f9cfff1611996f
io.quarkus	quarkus-amazon-lambda-http	1.2.0.CR1		7658324c4129332054f1bdd5a5f0e399d1a09d76
io.quarkus	quarkus-amazon-lambda-http	1.2.0.Final		e688b84533257016429351c46dc0800e1e9ad298
io.quarkus	quarkus-amazon-lambda-http	1.2.1.Final		c3e6aeb794ea29ecdade07c16615de241848c596
io.quarkus	quarkus-amazon-lambda-http	1.3.0.Alpha1		e6300f502f58b9adf188a2a9cb5ff7486831c2f0
io.quarkus	quarkus-amazon-lambda-http	1.3.0.Alpha2		3d708ee5379e50bfcabbd65b4901684c3ed46980
io.quarkus	quarkus-amazon-lambda-http	1.3.0.CR1		5a90cbf01143f23f910c601803661975e802b621
io.quarkus	quarkus-amazon-lambda-http	1.3.0.CR2		e87dd544e724e531be3dc3e44579c86c204d0dda
io.quarkus	quarkus-amazon-lambda-http	1.3.0.Final		9d050925e3d0685e16c3e3b4d0ffb20039368504
io.quarkus	quarkus-amazon-lambda-http	1.3.1.Final		93c6e29af751f9cb3209c8c62a073d8f15253476
io.quarkus	quarkus-amazon-lambda-http	1.3.2.Final		054d4c715635ff3931bef2a885fc2fe1f654d200
io.quarkus	quarkus-amazon-lambda-http	1.3.3.Final		b1720c2406c2f500d96a8dbb9cd481ffce9dcbdc
io.quarkus	quarkus-amazon-lambda-http	1.3.4.Final		401b46d9ff9797dd892e5502a2858e1b424e6014
io.quarkus	quarkus-amazon-lambda-http	1.4.0.CR1		1510c59127cc62297144874607273a79e864cf21
io.quarkus	quarkus-amazon-lambda-http	1.4.0.Final		74efb77eb2ef6c7e8394efe11cbcbf74b0904a72
io.quarkus	quarkus-amazon-lambda-http	1.4.1.Final		bdb69886d9201e6d5401b00e7b6fcf877d240aa6
io.quarkus	quarkus-amazon-lambda-http	1.4.2.Final		61e92326f1739f42eeeab56b3271bc6374781fcc
io.quarkus	quarkus-amazon-lambda-http	1.5.0.CR1		80d2b6e060be62e713fcf09e51d057763597666c
io.quarkus	quarkus-amazon-lambda-http	1.5.0.Final		171b79687857eec0a5308ed99f34f246007ffe90
io.quarkus	quarkus-amazon-lambda-http	1.5.1.Final		4781d1b5d509c26a9d8e5b7145f8b7cbb6b1df05
io.quarkus	quarkus-amazon-lambda-http	1.5.2.Final		e3e87015d173ab3fa160d947a0164be6b2195352
io.quarkus	quarkus-amazon-lambda-http	1.6.0.CR1		72bbf944a7aff5e377db3b43a546b3bc5a81c663
io.quarkus	quarkus-amazon-lambda-http	1.6.0.Final		88efff69ce554c6280092103ad3e645f3f64382f
io.quarkus	quarkus-amazon-lambda-http	1.6.1.Final		6179a8cb496c6fa08a1862bdc66571daa27fcfa0
io.quarkus	quarkus-amazon-lambda-http	1.7.0.CR1		71c196f83311c59a8bcd4069ce2e9d8a0602fe25
io.quarkus	quarkus-amazon-lambda-http	1.7.0.CR2		57121ae2dc7486b803734342803e6c4987924584
io.quarkus	quarkus-amazon-lambda-http	1.7.0.Final		cb6f1ec341e5c68a684acbc404aadc3bb2b6e60a
io.quarkus	quarkus-amazon-lambda-http	1.7.1.Final		1e171403d27d600306849f2e2aaf15fa7fc8e52a
io.quarkus	quarkus-amazon-lambda-http	1.7.2.Final		cc969a2eec43c418eeae781afffddce081ff3e5f
io.quarkus	quarkus-amazon-lambda-http	1.7.3.Final		74aadf6c069295a4a673fe0882742638915e58d5
io.quarkus	quarkus-amazon-lambda-http	1.7.4.Final		f4754e6b929d1d956d119aa59c96e75d0e259024
io.quarkus	quarkus-amazon-lambda-http	1.7.5.Final		cf52fc9a17415124ad0518a78740d6214db1e127
io.quarkus	quarkus-amazon-lambda-http	1.7.6.Final		fa1be94c2cac1a2f8d1708b5fad913b7e5249569
io.quarkus	quarkus-amazon-lambda-http	1.8.0.CR1		29839689a45a7dd321338da8590b59c177ba96f3
io.quarkus	quarkus-amazon-lambda-http	1.8.0.Final		022ac46d5db65a981bcd3341c570eb3612e3ed93
io.quarkus	quarkus-amazon-lambda-http	1.8.1.Final		bc64fcbb99e30bb35a98a5550eae3d69e9810654
io.quarkus	quarkus-amazon-lambda-http	1.8.2.Final		6b93dfb727b3f0761a55b2ac08b7c915e8d8d113
io.quarkus	quarkus-amazon-lambda-http	1.8.3.Final		c4be3b044250c0b96cccafb23e3d022d89f89b07
io.quarkus	quarkus-amazon-lambda-http	1.9.0.CR1		8dd535b629c84f8cb82b047cb531091cd57c0585
io.quarkus	quarkus-amazon-lambda-http	1.9.0.Final		12ed6d019eaa2b7e0ac455ac38e64b16a314a1cc
io.quarkus	quarkus-amazon-lambda-http	1.9.1.Final		d6c51cf4253f0fca8870d6761d99b8b0c76103a5
io.quarkus	quarkus-amazon-lambda-http	1.9.2.Final		13708522e176509b24a4811b5ac2e9c4c2c424c7
io.quarkus	quarkus-amazon-lambda-http	2.0.0.Alpha1		56e6ef3cd4a5520768728e891dbd52915f4fa474
io.quarkus	quarkus-amazon-lambda-http	2.0.0.Alpha2		4dcac085dc0397e659bb5f2af26a5682628728bc
io.quarkus	quarkus-amazon-lambda-http	2.0.0.Alpha3		ff35438e7e256e0d033681220b6f5ee530e28214
io.quarkus	quarkus-amazon-lambda-http	2.0.0.CR1		00458649fb93ab2b5f4279dee481c5622eadd691
io.quarkus	quarkus-amazon-lambda-http	2.0.0.CR2		f358a236e54fb58f48f13a4831cc1c6febf2a01d
io.quarkus	quarkus-amazon-lambda-http	2.0.0.CR3		57a63da7d5329d7937b7b34841b19021ac370e5f
io.quarkus	quarkus-amazon-lambda-http	2.0.0.Final		e1c1f11593834b479821c303b60a0663fb2bc7a2
io.quarkus	quarkus-amazon-lambda-http	2.0.1.Final		6ed444e8e344bc0adcf5d93fa7c42199e5777d89
io.quarkus	quarkus-amazon-lambda-http	2.0.2.Final		96071226d29b1a27bc1ec1cea919c2f6300ab6ce
io.quarkus	quarkus-amazon-lambda-http	2.0.3.Final		6c033a2eaacb24a6af1557b34024ec4da5a019d8
io.quarkus	quarkus-amazon-lambda-http	2.1.0.CR1		41864eb48e019a74afc5ff196d2be954b497f32b
io.quarkus	quarkus-amazon-lambda-http	2.1.0.Final		129e5b23210cf11746d16b4d4e1cc183305306d7
io.quarkus	quarkus-amazon-lambda-http	2.1.1.Final		e3f66bf8aa0ca373be2ed906a8eb4d569eb6d346
io.quarkus	quarkus-amazon-lambda-http	2.1.2.Final		0ec1b27062803930a62a053cc000586221740328
io.quarkus	quarkus-amazon-lambda-http	2.1.3.Final		e4ef4b7963eeccbdbbdd10974ee1a7af24d4a391
io.quarkus	quarkus-amazon-lambda-http	2.1.4.Final		3322946a5b0586b1bcb659fac3ed8c7a75635803
io.quarkus	quarkus-amazon-lambda-http	2.10.0.CR1		e27b8abb4c4bee5b161dcd17a65e16db2d7f50f6
io.quarkus	quarkus-amazon-lambda-http	2.10.0.Final		344052e3b9fb9665c0896ac84621b6a8353ca362
io.quarkus	quarkus-amazon-lambda-http	2.10.1.Final		dbd579296dd8244fbeef84f9ea2ac2c3c6a23023
io.quarkus	quarkus-amazon-lambda-http	2.10.2.Final		ee6c91856c43d9103a51ae952bb8a6bc762737b7
io.quarkus	quarkus-amazon-lambda-http	2.10.3.Final		b63c44e6fd31fb10aced567ff286b3f14d9b7161
io.quarkus	quarkus-amazon-lambda-http	2.10.4.Final		1593afa6fb3f5fe35a4c5803a3702e5ecf2538b7
io.quarkus	quarkus-amazon-lambda-http	2.11.0.CR1		c7aa2301dfdebc16a9d6352c87985f5ed91dfdbf
io.quarkus	quarkus-amazon-lambda-http	2.11.0.Final		5232ffb6292db96733583408e281e3afdb801d6c
io.quarkus	quarkus-amazon-lambda-http	2.11.1.Final		099c1e02c1d7e02540712bfec9f55c3d43d8b528
io.quarkus	quarkus-amazon-lambda-http	2.11.2.Final		79ba209a5e03462a4afe27779f5159a1aa7a7a9a
io.quarkus	quarkus-amazon-lambda-http	2.11.3.Final		18d8770801d249d76d4cce4132e7c2f7d0491004
io.quarkus	quarkus-amazon-lambda-http	2.12.0.CR1		f44004758306d0b8c9024943893e14c0a1d2d6bf
io.quarkus	quarkus-amazon-lambda-http	2.12.0.Final		6e3b19494b713b355913efb22969c3e63e109380
io.quarkus	quarkus-amazon-lambda-http	2.12.1.Final		cd9ffec93add1b6c69103f33813998686267f7aa
io.quarkus	quarkus-amazon-lambda-http	2.12.2.Final		13116fb5bdbe60ffcc0a2e6c00369b5ad48c978c
io.quarkus	quarkus-amazon-lambda-http	2.12.3.Final		4abeda568eaa738e2c4480eb3ccca9098f8fccd1
io.quarkus	quarkus-amazon-lambda-http	2.13.0.CR1		48763123c7a74eb2e2b43f8726f32921c5a7c106
io.quarkus	quarkus-amazon-lambda-http	2.13.0.Final		379ecc4908cbaff8250a313205f43eefe05b8ca1
io.quarkus	quarkus-amazon-lambda-http	2.13.1.Final		18698e1fc8c9a74f22ac43d97548050c49838e47
io.quarkus	quarkus-amazon-lambda-http	2.13.2.Final		351d18611e18a2ab8b0d768fb8f578875b2dc5df
io.quarkus	quarkus-amazon-lambda-http	2.13.3.Final		e2f6b121c7e8a7daca7421106b5c903ec7ddb4ba
io.quarkus	quarkus-amazon-lambda-http	2.13.4.Final		ac8e13ff82b174d61cac5951609c46b0ea7dcb18
io.quarkus	quarkus-amazon-lambda-http	2.13.5.Final		b156120ff9246c2d980d316d0046a4867cb10c36
io.quarkus	quarkus-amazon-lambda-http	2.13.6.Final		cddb545d361555683c8b3c667bda6040e09281ba
io.quarkus	quarkus-amazon-lambda-http	2.13.7.Final		366a787f87beb0cae1f40f8942d2eb8fa6709251
io.quarkus	quarkus-amazon-lambda-http	2.13.8.Final		a89039818b2026631812e6170fb28ee93bfe2b37
io.quarkus	quarkus-amazon-lambda-http	2.13.9.Final		67c326db50a414f672e1851ff1197fef60faedd2
io.quarkus	quarkus-amazon-lambda-http	2.14.0.CR1		1b5facf1b2984fbd9a26a83f013e4e4b05cfed82
io.quarkus	quarkus-amazon-lambda-http	2.14.0.Final		c48a7166d70337936d2aead890a7cb3565764484
io.quarkus	quarkus-amazon-lambda-http	2.14.1.Final		cccef4c4afcfb61c8ae8624d0680323f284e29f2
io.quarkus	quarkus-amazon-lambda-http	2.14.2.Final		371f667dd7f6f61d780259e16ecfa71524eb7bb2
io.quarkus	quarkus-amazon-lambda-http	2.14.3.Final		75c0f875a07fa91d46fe63c25fd244807ed6c4f3
io.quarkus	quarkus-amazon-lambda-http	2.15.0.CR1		b44318d190a336387f5ccd8adc2de1e72ce4f2da
io.quarkus	quarkus-amazon-lambda-http	2.15.0.Final		a4c81c7b899121d8dd42d4a4d1f67e755f9effaa
io.quarkus	quarkus-amazon-lambda-http	2.15.1.Final		a56b914f8250117f84059d911601a27f4f0e19de
io.quarkus	quarkus-amazon-lambda-http	2.15.2.Final		a80b30b8cc2f2b3da0570db9a44adc98d227d958
io.quarkus	quarkus-amazon-lambda-http	2.15.3.Final		60b85672b502e2d4c6af299ff91c9d1015b0644b
io.quarkus	quarkus-amazon-lambda-http	2.16.0.CR1		07398318945d09f6de2b5cd6a935555e08c63220
io.quarkus	quarkus-amazon-lambda-http	2.16.0.Final		e55cdf530b31b61097d195c1b890ec8c9eacc5ef
io.quarkus	quarkus-amazon-lambda-http	2.16.1.Final		76329802dcc750f547e04f337092e98a983f1813
io.quarkus	quarkus-amazon-lambda-http	2.16.10.Final		f173ee34fac4e4047fe84fdd41d24135e487881d
io.quarkus	quarkus-amazon-lambda-http	2.16.11.Final		c651e936ceca2b927da8c8eddd708cebe0835162
io.quarkus	quarkus-amazon-lambda-http	2.16.12.Final		2c5589e04f907f0fd40c43c05753d0c6feb2d9ee
io.quarkus	quarkus-amazon-lambda-http	2.16.2.Final		a2ae169cc5229173b9fd6594191a59b464423fad
io.quarkus	quarkus-amazon-lambda-http	2.16.3.Final		f46f628083b6da9dd5af5d9f9c1417edd6d7abe8
io.quarkus	quarkus-amazon-lambda-http	2.16.4.Final		08a9a650bf22472be5f644a2b382e7c756f86fa9
io.quarkus	quarkus-amazon-lambda-http	2.16.5.Final		e96af100ff0238e53758ada6b42abe8222ba1542
io.quarkus	quarkus-amazon-lambda-http	2.16.6.Final		0fbe8dd8e74f450ac87fedd04319bf378c0afcc9
io.quarkus	quarkus-amazon-lambda-http	2.16.7.Final		6150ec652ae92f43d22ed7ac4f8d34702ddb22da
io.quarkus	quarkus-amazon-lambda-http	2.16.8.Final		9879b37224b6c0c0bb0bcb887cb27add5f877e14
io.quarkus	quarkus-amazon-lambda-http	2.16.9.Final		95b739fc7a56d9f3ac4a4fa89124bfbaec47178c
io.quarkus	quarkus-amazon-lambda-http	2.2.0.CR1		5539204d42007510bfc6b2e358ad1b3b67a4e8ec
io.quarkus	quarkus-amazon-lambda-http	2.2.0.Final		08fecd12158e981bfc0c94bc5222e5bc97707935
io.quarkus	quarkus-amazon-lambda-http	2.2.1.Final		c4e7b16ffcca8c4d0d69c55cc7b86605292c3578
io.quarkus	quarkus-amazon-lambda-http	2.2.2.Final		c4e2d25bb95909be8698ddd364411aabd6df0d79
io.quarkus	quarkus-amazon-lambda-http	2.2.3.Final		4c18e7ecb74445e64f3484a8f1ff68ea0dde49d3
io.quarkus	quarkus-amazon-lambda-http	2.2.4.Final		c28d43b3499cf0a9948730ed3bfa9eae2d55e75d
io.quarkus	quarkus-amazon-lambda-http	2.2.5.Final		93b1e1abe951d71cea072429644bb4c2603d5aa7
io.quarkus	quarkus-amazon-lambda-http	2.3.0.CR1		54fd88e8637064208048e848f623868606c1a039
io.quarkus	quarkus-amazon-lambda-http	2.3.0.Final		0a9053bea96a48026de132b961e65ca855fa062e
io.quarkus	quarkus-amazon-lambda-http	2.3.1.Final		efebc4e9c5ca6e118a0ae1259cef06fce7a0653b
io.quarkus	quarkus-amazon-lambda-http	2.4.0.CR1		ce4cccd5fb3fb1fc38de53bb65cb0692805534cb
io.quarkus	quarkus-amazon-lambda-http	2.4.0.Final		6b3b66084e2944f88be06b8c6e698e6de9812a60
io.quarkus	quarkus-amazon-lambda-http	2.4.1.Final		d71ede283fc14117abacfd3744430c211fdf056f
io.quarkus	quarkus-amazon-lambda-http	2.4.2.Final		7c10a202048fee30e9386262cb93a53d1879fce3
io.quarkus	quarkus-amazon-lambda-http	2.5.0.CR1		343fde690a993226403081c769f393f856ecdb3c
io.quarkus	quarkus-amazon-lambda-http	2.5.0.Final		4213d14e5d419cff1b9438dcc231068200d6e2ae
io.quarkus	quarkus-amazon-lambda-http	2.5.1.Final		38718d5b01bcdd6744258309e309f09a99c72ef1
io.quarkus	quarkus-amazon-lambda-http	2.5.2.Final		3b54aa59187947f4f13891ddd94f4da4c33e8b1f
io.quarkus	quarkus-amazon-lambda-http	2.5.3.Final		05ce258f54c0089a523e7102d3f06c9a4b8d4695
io.quarkus	quarkus-amazon-lambda-http	2.5.4.Final		271dffa4fdc500def8aa9f01540fd02ac2d87aaa
io.quarkus	quarkus-amazon-lambda-http	2.6.0.CR1		7de1cc5630994e97fbb6baabc013aa11bcb54707
io.quarkus	quarkus-amazon-lambda-http	2.6.0.Final		448697e07cf83e4ac250bda23de6405245da86d8
io.quarkus	quarkus-amazon-lambda-http	2.6.1.Final		2cef1f91bb9e2ba352a0f23a4a9612da86ff05ab
io.quarkus	quarkus-amazon-lambda-http	2.6.2.Final		77d726b4fe85495c4dcb8b3d8f98ca42179e5769
io.quarkus	quarkus-amazon-lambda-http	2.6.3.Final		61e1a8d71ab8aa01cf897ef96c861e4bbf767ba6
