at.released.weh	filesystem-test-fixtures-linuxarm64	0.1-alpha01		N/A
org.sangria-graphql	sangria-derivation_2.12	4.2.5		4c141d4b6cae8c3a1428852da527ae87e1bfa755
org.skinny-framework	skinny-mailer_2.13.0-M5	3.0.2		4806ef3069c7ee944b1a454784d793a84c29ca06
org.skinny-framework	skinny-mailer_2.13.0-M5	3.0.2-RC1		66decd1f09a91a8650069df2a4a7cfa5d3989c35
org.spark-project	akka-remote	2.0.5-pb-2.5		59be4517dc686986ef85cab3168bb5e06efd4364
org.spark-project	akka-remote	2.0.5-protobuf-2.5		ffd488dadfdfb102110918ede40c8020c31d5a7e
org.spark-project	akka-remote	2.0.5-protobuf-2.5-java-1.5		b77ba7360fb08b7f414019bcfc9dc851967cd0a6
org.webjars.bower	Leaflet	1.0.1		5ff8e1adae6421f53832a6228c5fc9fd255265b0
org.webjars.bower	Leaflet	1.0.2		f3a33a5700f80677f57a1e9e75503f8b3cef8121
org.wildfly.swarm	testsuite-datasources	2016.10.0		7d453ec2c96c47336ad673b563c6684d590cc6fa
org.wildfly.swarm	testsuite-datasources	2016.11.0		6aceb34e498221704244c9371f37dc4e7c4538cd
org.wildfly.swarm	testsuite-datasources	2016.12.0		f072f1a15f51e871855c7334187fae7b7ed29473
org.wildfly.swarm	testsuite-datasources	2016.12.1		481cd7dad54ef28707312ddea174dfd46ff20b08
org.wildfly.swarm	testsuite-datasources	2016.8		6221887fbec07984e76e341bb58ef1b3fc688625
org.wildfly.swarm	testsuite-datasources	2016.8.1		1d0c86658c4bdd9535a6b2d66845652b91b05c16
org.wildfly.swarm	testsuite-datasources	2016.9		f406cef64237c459f02dd5b71fa99629c4b1e497
org.wildfly.swarm	testsuite-datasources	2017.1		a5edb3a5252cdbffe9bc425083155fce827a893f
org.wildfly.swarm	testsuite-datasources	2017.1.1		4c1501f3bedf071d29abd70cc7438459d4ac5d93
org.wildfly.swarm	testsuite-datasources	2017.2.0		2b6b0f581d728ff9542d76145c4497ec60e06904
org.wildfly.swarm	testsuite-datasources	2017.3.2		c023ef80e86f751c74be2e9e4ed1fd6ee34e3df0
org.wildfly.swarm	testsuite-datasources	2017.3.3		0c292cbef56ea114c98ca8b80f431051136a8a10
org.wildfly.swarm	testsuite-datasources	2017.4.0		807e73ea94e822c789265d72ed1671cc13b3cd9a
org.wildfly.swarm	testsuite-datasources	2017.5.0		7aec9c2705e4cdc7826ae778eb99b826a4ae4adf
us.ihmc	ihmc-trajectory-optimization-examples	0.14.2		c26bfe6101d5dba095a9723b2c49a35dd65547c8
us.ihmc	ihmc-trajectory-optimization-examples	0.15.0		4c388489e1f331f8d9f0701514585e68c5685014
us.ihmc	ihmc-trajectory-optimization-examples	0.15.1		f5e090742ab4a0ad1c4af98c2738ee11a66ffead
us.ihmc	ihmc-trajectory-optimization-examples	0.15.2		8be53a9ebb2c21c00a4aaf4b799245b583f45394
us.ihmc	ihmc-trajectory-optimization-examples	0.15.3		f008cbcc23f654fa55833af8db249dfeda1bb751
