cn.easii	tutelary-repackage-javapoet	1.0.5		ae0155a6a53af635ef1aca7f471045c8f21a3d77
org.flowable	flowable-task-service-api	6.8.0		7795ea8cf4a557291bdd10c2ce47c6e4a25bc0c7
org.flowable	flowable-task-service-api	6.8.1		bf6b54bd131e973eadc42a8efd98fe1c407c8243
org.flowable	flowable-task-service-api	7.0.0		24b92019b9750f9c0851d2e4b2da38806586eaa2
org.flowable	flowable-task-service-api	7.0.0.M1		a12fe69c0d56b4ecb25ca622d604ccc3af2dd416
org.flowable	flowable-task-service-api	7.0.0.M2		44e9573fbea973bbf521f2a87952e8b8c22c8a6c
org.flowable	flowable-task-service-api	7.0.1		1331db1a5441c7be8ceae1adc8aeba9ea7e2fcde
org.flowable	flowable-task-service-api	7.1.0		10cded974f8b2016b9a271a3528257e226bd8790
org.fujion.webjars	systemjs	0.21.4		faa72030e657055d848815a1b0ae0e23fbcc8ecd
org.hyperscala	hyperscala-numberguess_2.9.2	0.1		N/A
org.hyperscala	hyperscala-numberguess_2.9.2	0.2		N/A
org.kuali.rice	rice-doc	1.0.3.1-BX		c0beb7960c93afa4f3d8375ff2cf32ca1232ae31
org.kuali.rice	rice-doc	1.0.3.2		2dac06c72a7d67f14947093d2c9582d74e44c41d
org.kuali.rice	rice-doc	1.0.3.3		a8edd1d50335cf991c124c7a05d391e1cb270248
org.kuali.rice	rice-doc	1.0.4		a9114a5da353b3542bd694dc6d9d0ca9822e1689
org.kuali.rice	rice-doc	1.0.7		f7294360a33aa8ca4febcef1322c8e736eb99410
org.kuali.rice	rice-doc	1.0.8		2e73f3b3084be30bfb3f9db6d37c829297f07fab
org.linuxforhealth.fhir	fhir-database-utils	5.0.0		e4af44aba1e780906efff654dc84c0c218cec6c5
org.linuxforhealth.fhir	fhir-database-utils	5.0.0-RC1		8bbbcb67c1055d513620d743049f0b1bacacaf91
org.linuxforhealth.fhir	fhir-database-utils	5.0.0-RC2		a0931423ea93f18b7affe7ab5a932b83dc7231b9
org.linuxforhealth.fhir	fhir-database-utils	5.1.0		538ccb0573ea376670cab315e4fbd12b57fd83f1
org.linuxforhealth.fhir	fhir-database-utils	5.1.1		ec8e29935597fefb7e558a3c6169c6077cffa009
org.nasdanika.html	bootstrap-model	2021.10.0		53b8066882c3209c5bc264c209b4ed1ec9861965
org.nasdanika.html	bootstrap-model	2021.10.0	model	7522693d0d4731749aef50b526d9d7b4584c92eb
org.nasdanika.html	bootstrap-model	2021.10.1		13a6883a2b8405a694e62c0f5208e04ce72f1ca3
org.nasdanika.html	bootstrap-model	2021.10.1	model	967010a68cd257928f6f37cd5880f1ad0f59f12f
org.nasdanika.html	bootstrap-model	2021.10.2		c22c6750c8d7eab660997f7ad9d24e870475fbbc
org.nasdanika.html	bootstrap-model	2021.10.2	model	c6f5741df78b3b437d49da39175c7ed6c4fe45e6
org.nasdanika.html	bootstrap-model	2021.10.3		fdf411513b92534c81ed23fd7a3d4b9d337ae0c8
org.nasdanika.html	bootstrap-model	2021.10.3	model	8e93a50cf954afa19df18fd6dd6cd4def8e63b37
org.nasdanika.html	bootstrap-model	2021.10.4		b1621238606e7a5d951503a6585f8e1d709b8ca6
org.nasdanika.html	bootstrap-model	2021.10.4	model	e99cda1923d86803b21880dc23b231e4d0b42ad0
org.nasdanika.html	bootstrap-model	2021.11.0		7e1cf87f0b632afec242d37cf31a1942f11e039d
org.nasdanika.html	bootstrap-model	2021.11.0	model	f300aa3d0a5b613738c1a707f126c29c56a893a3
org.nasdanika.html	bootstrap-model	2021.11.1		d52639b4a309f91129a3d292074780dd0cc5b8bf
org.nasdanika.html	bootstrap-model	2021.11.1	model	551f523546a37b2daf09fdc780e0e71fd770e6d2
org.nasdanika.html	bootstrap-model	2021.12.0		ce924ccd67e81d1b24c79472d5dda20a66beeb07
org.nasdanika.html	bootstrap-model	2021.12.0	model	2c72f4ca90d1b8d4d1d4d4b7184a804243c0da39
org.nasdanika.html	bootstrap-model	2021.12.1		2e1562f41b1f637f3a0efa61cadf519e241e5844
org.nasdanika.html	bootstrap-model	2021.12.1	model	5b62a63f121221de8797f931c8cb4b73f3409d26
org.nasdanika.html	bootstrap-model	2021.12.2		7bb188a81b653c65df3f67d8b3ede7a41b31e7be
org.nasdanika.html	bootstrap-model	2021.12.2	model	ef9dfcaf0319958186785f92e432fcef21d2377a
org.nasdanika.html	bootstrap-model	2021.9.0		a0e72e8f808d9df3f41e9a4408c7d5f3af0f7a4b
org.nasdanika.html	bootstrap-model	2021.9.0	model	59441e88868e5f7d01a5f3ec01f73ebc33e89486
org.nasdanika.html	bootstrap-model	2022.1.0		cecf3baaeb782cda07f731fbfab720d2abc862a0
org.nasdanika.html	bootstrap-model	2022.1.0	model	941bceb7b99ddb3f8efdc66d74590381fb1078f9
org.nasdanika.html	bootstrap-model	2022.1.1		603e769f07794ea13527efca68644a1ea5e510f7
org.nasdanika.html	bootstrap-model	2022.1.1	model	e1a168d7528a78c1512ca53d6c9167d370fd590b
org.nasdanika.html	bootstrap-model	2022.1.2		81452ffef4c85f5589733dec1075321b2db2918d
org.nasdanika.html	bootstrap-model	2022.1.2	model	bede40778a053c7ed4c400dcedad860f083428f8
org.nasdanika.html	bootstrap-model	2022.1.3		7e09d2f60eb307854613f6002b5601a6b26a2486
org.nasdanika.html	bootstrap-model	2022.1.3	model	b20e263982a295dca94b1e15455505e918d604f7
org.nasdanika.html	bootstrap-model	2022.1.4		76e31cd5ec3d6dc7cff3bfe1af9a46a0a3ae311f
org.nasdanika.html	bootstrap-model	2022.1.4	model	01eb58a1f9e0e90e9abf984bdba22592d00e7902
org.nasdanika.html	bootstrap-model	2022.10.0		8c5210729906d6ce936ecfa459324b0230a93e40
org.nasdanika.html	bootstrap-model	2022.10.0	model	e53587c9dab4fe863358b0b2e5b489cc1b3317c4
org.nasdanika.html	bootstrap-model	2022.2.0		40b408ed610f4b883ab60c9e7aa3fbe15505ca64
org.nasdanika.html	bootstrap-model	2022.2.0	model	90c9f0c5120789ed9c8fbb747aaa682a4515cf14
org.nasdanika.html	bootstrap-model	2022.2.1		e08447779086884d457bf5d7e839a447ce2e3f3f
org.nasdanika.html	bootstrap-model	2022.2.1	model	e3294b3378d5aac58eb32aacccfbc36abdf98fb6
org.nasdanika.html	bootstrap-model	2022.3.0		2a5ed736013130609836d963a3dcb6a275300135
org.nasdanika.html	bootstrap-model	2022.3.0	model	68d2748729c38517a28a4f5e25f84a928042f295
org.nasdanika.html	bootstrap-model	2022.3.1		b942e5b115039d99fd61e6d87c74784c00da76b2
org.nasdanika.html	bootstrap-model	2022.3.1	model	501cf626982691398610d26e23106cf9f3a75343
org.nasdanika.html	bootstrap-model	2022.4.0		734cb5ab77b73201e9e487d43fbe192d57140e47
org.nasdanika.html	bootstrap-model	2022.4.0	model	b01c5f25584d52af88388affc050dcbdca8aaa6a
org.nasdanika.html	bootstrap-model	2022.4.1		b90f655b03dee8027f59dd0c8b5ee22af81f578f
org.nasdanika.html	bootstrap-model	2022.4.1	model	1476e2cec0d0c6a3eb29c31b6ba700531f8b93b9
org.nasdanika.html	bootstrap-model	2022.5.0		cdf615ffb327030066c8469e4aa1ee9050a3e3bd
org.nasdanika.html	bootstrap-model	2022.5.0	model	bd63b4443b59a2ef4969fa39aa5bb5da87de39bd
org.nasdanika.html	bootstrap-model	2022.5.1		b04e82f8e5242cd7e05c01bc135f5be8699e9b9b
org.nasdanika.html	bootstrap-model	2022.5.1	model	b434f68179c197b967c663da09d934d1cefec71d
org.nasdanika.html	bootstrap-model	2022.5.2		795a1179197c91600e8a253ea2784e375d77c7ac
org.nasdanika.html	bootstrap-model	2022.5.2	model	f35f8f312da333915c42b3c6709858a7af4e2b49
org.nasdanika.html	bootstrap-model	2022.5.3		c2d69f142a71368dd7f81b3244230c47d02877dd
org.nasdanika.html	bootstrap-model	2022.5.3	model	38e647cc468250930ac1ff84f0bc43098048a670
org.nasdanika.html	bootstrap-model	2022.6.0		b6fbb2114abc276ac0cd71307bedf7a228f72a26
org.nasdanika.html	bootstrap-model	2022.6.0	model	af5cb5fed5b1334bd640ad1b947a07ccc690cb8d
org.nasdanika.html	bootstrap-model	2022.6.1		3268b3097bd893bbe54c25391e71eb3f905568fd
org.nasdanika.html	bootstrap-model	2022.6.1	model	a7334f7cf6df01c10125aab6e21282a8f59d2039
org.nasdanika.html	bootstrap-model	2022.7.0		da61cf3a7ba222c91026cd3caed88783f522344e
org.nasdanika.html	bootstrap-model	2022.7.0	model	37ca808bf0a1aa1aa167ab836e61f1914ee14787
org.nasdanika.html	bootstrap-model	2022.8.0		b6070d4c433fff8d9ff8e561d0be39b5ee520c09
org.nasdanika.html	bootstrap-model	2022.8.0	model	b3dd1fb763ee9b9639ce7401ca537f23c6ee6fe4
org.nasdanika.html	bootstrap-model	2022.9.0		98e810343f9adc81553e9437c259a4dfbe8e8ff2
org.nasdanika.html	bootstrap-model	2022.9.0	model	594fe54428ffc8c6feb1fa1e77efa014717d320b
org.nasdanika.html	bootstrap-model	2023.1.0		20257b135232aca15b8a99934e2eb99c3a32d3ba
org.nasdanika.html	bootstrap-model	2023.1.0	model	f152ba6a84a24804653bfb0871174882307b8c0e
org.nasdanika.html	bootstrap-model	2023.1.1		f16ec45144769d8ca89ae7205c3914e269fcd66f
org.nasdanika.html	bootstrap-model	2023.1.1	model	b5760278004db3e613d5d77bdd44b87efbb576be
org.nasdanika.html	bootstrap-model	2023.1.2		130459d2e430dd305c60968f624e7594df25f380
org.nasdanika.html	bootstrap-model	2023.1.2	model	b78f3287b783cb279e2bbbb857df59ff973400a2
org.nasdanika.html	bootstrap-model	2023.1.3		1f157a53613ad3e8e2c1004f3bc3086f688838cb
org.nasdanika.html	bootstrap-model	2023.1.3	model	bdc8675b8671a6872473bbf5aa238c7ced5f3d0d
org.nasdanika.html	bootstrap-model	2023.10.0		7c3b4374216fdf285ec83eb44e56bc303987d47f
org.nasdanika.html	bootstrap-model	2023.10.0	model	411fb1a37a0f261e18463788492033864de8a59e
org.nasdanika.html	bootstrap-model	2023.12.0		9e868eb850bbd23cce6c5889355b16ae9b4853ef
org.nasdanika.html	bootstrap-model	2023.12.0	model	2e35c139019041239e6d7e703fbffcde54d58f0b
org.nasdanika.html	bootstrap-model	2023.12.1		3a9718a3bd8ae31d628c68c69dbd4dabf5280056
org.nasdanika.html	bootstrap-model	2023.12.1	model	5bf81a56ed4f5cde667af14e376d201c76ada2ca
org.nasdanika.html	bootstrap-model	2023.2.0		346ec1bca2adcf11db44cd0d297f23ef85de9f82
org.nasdanika.html	bootstrap-model	2023.2.0	model	c911664bb26f1f49a468940a7c923116f0ccf13f
org.nasdanika.html	bootstrap-model	2023.2.1		c14b1eb27287aab6fecfff6874beba8c9a2d8fb5
org.nasdanika.html	bootstrap-model	2023.2.1	model	27fda6f30a2d58e8819e34852718b3342c5c00b8
org.nasdanika.html	bootstrap-model	2023.2.2		950f8373cee995224524c58bf97d8b4071783219
org.nasdanika.html	bootstrap-model	2023.2.2	model	d3e226a5c123f39e4a55fb7039bd4a9c82ca4b61
org.nasdanika.html	bootstrap-model	2023.3.0		db2445058d5f9bdc370e3d0b83951e14f712ce77
org.nasdanika.html	bootstrap-model	2023.3.0	model	f4286b169f93abefb0fb6467c8910c5b9fccd0a6
org.nasdanika.html	bootstrap-model	2023.4.0		6b1c93a7f81b15c28a5a8292b0f6281a4586e9de
org.nasdanika.html	bootstrap-model	2023.4.0	model	1c76b3dfa83df98d20d2b87aaa3c084054d172a4
org.nasdanika.html	bootstrap-model	2023.8.0		8523bac66d53b20d58d36eed3bfd28fdf8858cc6
org.nasdanika.html	bootstrap-model	2023.8.0	model	aee7ed49dfd9a6918748c295af222dc1bd313508
org.nasdanika.html	bootstrap-model	2023.9.0		18cf9465b510cafe57a3c8b73feda03a031de04b
org.nasdanika.html	bootstrap-model	2023.9.0	model	6e36569f0de065aaf7fab722128009438e9e3faa
org.nasdanika.html	bootstrap-model	2023.9.1		f140778306298bfe454a35bd498a820a476dcd5a
org.nasdanika.html	bootstrap-model	2023.9.1	model	611eeeb18e14d53c2830b04a12d657ca5fbe186d
org.nasdanika.html	bootstrap-model	2023.9.2		16ba3262deb5cab13845fe09c99179d22ccb8e3f
org.nasdanika.html	bootstrap-model	2023.9.2	model	da2e66b0ddda87ec497a0c80820aefb91597d943
org.nasdanika.html	bootstrap-model	2024.1.0		1c098a28530ffd297a8ef0eab464f2dc1f239c94
org.nasdanika.html	bootstrap-model	2024.1.0	model	68c17d0120e52e38727ff905677bf9ef434d6cca
org.nasdanika.html	bootstrap-model	2024.10.0		dd9a486652fdba92e4558eb12a78a411b0adce1c
org.nasdanika.html	bootstrap-model	2024.10.0	model	9af5aa35f8b533786fd41008707912547cd8b197
org.nasdanika.html	bootstrap-model	2024.3.0		2cfa886868e47d42659d15e9c7287d1e8a1fd804
org.nasdanika.html	bootstrap-model	2024.3.0	model	f13f21d7320a2218022cda272c8155f45a279c74
org.nasdanika.html	bootstrap-model	2024.4.0		fb8b518ead2e6e0e7b5883bb3d524a04926a34c8
org.nasdanika.html	bootstrap-model	2024.4.0	model	9e97f43057ce00a4450971cd2a2ca5d9e7858380
org.nasdanika.html	bootstrap-model	2024.5.0		3bcbb7c1982cccc9f652f60ab738e3aba89c4575
org.nasdanika.html	bootstrap-model	2024.5.0	model	c39b316a717267d88300856a09197f0af24c8f3b
org.nasdanika.html	bootstrap-model	2024.5.1		e1bde8cf7e80f0d3574c7eb59b7060a1524420be
org.nasdanika.html	bootstrap-model	2024.5.1	model	2585bc193a7561693699f9b0558b87bcc721c98e
org.nasdanika.html	bootstrap-model	2024.6.0		b4aebfbe2f18141aecba8e31cad4826205fde0f3
org.nasdanika.html	bootstrap-model	2024.6.0	model	fc33a0e938b1c17c091c7653f38240a3b2f4f9c6
org.nasdanika.html	bootstrap-model	2024.7.0		520c973c2dab2cfe0f08ba996bd505971a0ed69a
org.nasdanika.html	bootstrap-model	2024.7.0	model	de90802dc2d1ef87e205f2509d128c373366b94c
org.nasdanika.html	bootstrap-model	2024.7.1		75577061076d8af2394fca02e4d4bf4f45637ee9
org.nasdanika.html	bootstrap-model	2024.7.1	model	edf3ea1a28a9fa8a1c3811f7e893273038575d2f
org.nasdanika.html	bootstrap-model	2024.8.0		a21d89a1e146e6afbf7abb540408d3a4507739ab
org.nasdanika.html	bootstrap-model	2024.8.0	model	076b1ef5c7b602b7d87c75e2e1167a2a9448510f
org.openurp.code	openurp-code-geo4j	0.0.22		cbed588f1ca25265561faf3f335d690ca90e76a3
org.openurp.code	openurp-code-geo4j	0.0.23		533bc4e0667c101571da2f3d4605f740dcec8d47
org.openurp.code	openurp-code-geo4j	0.1.0		4479b234483f7c1073ede7ba75f7e111541faa9d
org.openurp.code	openurp-code-geo4j	0.1.1		f7e3c3ce7e0eb5266c651d2727481bf35965896d
org.openurp.code	openurp-code-geo4j	0.1.2		9b8da5e196a03e0f3daa159a5d973dfd4bacc1d1
org.openurp.code	openurp-code-geo4j	0.1.3		117a9045c51bcaf28e62856b24028e8f7c85dd62
org.openurp.code	openurp-code-geo4j	0.1.4		0cbd470c1ac46d236d2f9025827c22f876428932
org.openurp.code	openurp-code-geo4j	0.1.5		2f0a4dbd948c7b3a14794c1f7be3b32fb7f89599
org.openurp.code	openurp-code-geo4j	0.1.6		89b344bebf9e1a74f5fb11565ec88961e4c21b09
org.openurp.code	openurp-code-geo4j	0.4.0		b99c221d95a49ddae1add71c5d2e2532222078ce
org.openurp.code	openurp-code-geo4j	0.6.0		b2dd66d7ba078de85c138d02d3d32c6171d0b3fe
org.openurp.code	openurp-code-geo4j	0.7.0		0e3fd48ba4ddb9ca6858f5c62431df766c9e6a6a
org.openurp.code	openurp-code-geo4j	0.8.0		752469d051e55c86ee30c2f4c388142230453ddf
org.openurp.code	openurp-code-geo4j	0.8.1		a25c6f1e959ad23962754a9d4b2d170387f0ea23
org.openurp.code	openurp-code-geo4j	0.8.2		d6c917f73e275b27204c68c524c791c51a73084e
org.openurp.code	openurp-code-geo4j	0.9.3		e47bffa15781f24e3a11281d626611eeb38fd52c
org.openurp.code	openurp-code-geo4j	0.9.4		cc776f3639c09cdfa2686d5d731be800c8a63e33
org.realityforge.arez	arez-gwt-output-qa	0.100		7828c323f2bb26275279f90dc5252f59c49d33dc
org.realityforge.arez	arez-gwt-output-qa	0.101		ff514cd9cfe2f7fc66761067fe00ede9fa52a28c
org.realityforge.arez	arez-gwt-output-qa	0.102		b91ebed56b3125b9c6b7e4d27acadf449df3db76
org.realityforge.arez	arez-gwt-output-qa	0.103		0e64a34a57c66ce58b60276e69b57c8464d066cf
org.realityforge.arez	arez-gwt-output-qa	0.104		70622579363d0aa28063aff0706ffa723151b061
org.realityforge.arez	arez-gwt-output-qa	0.105		21d4ff40a847de948dbe2e1ef0e3a818a1e7c7fa
org.realityforge.arez	arez-gwt-output-qa	0.106		16500fe7a8b22fb15de09344f2646a0c0b8e1a4d
org.realityforge.arez	arez-gwt-output-qa	0.107		10239bc5a196170d35a0d40d1845ebf858954254
org.realityforge.arez	arez-gwt-output-qa	0.108		6c0d54bbe0f24d0443a12cf2229580eac8fcc669
org.realityforge.arez	arez-gwt-output-qa	0.109		903660f83718c6c08b0574097af178881af28d4b
org.realityforge.arez	arez-gwt-output-qa	0.110		04c14835dacebfb5604fce1e8719d04ba8a19898
org.realityforge.arez	arez-gwt-output-qa	0.111		ee5c63e6dfb59be82ee5a887277446b19e8fe540
org.realityforge.arez	arez-gwt-output-qa	0.112		a79de07ae57cd117c735c3eccdd6b414aaddb5a8
org.realityforge.arez	arez-gwt-output-qa	0.113		82f49d00aac1eef1755d87511fb1ca7517ac6316
org.realityforge.arez	arez-gwt-output-qa	0.114		a211d6c7e8e539f92b78d60ef899771396797045
org.realityforge.arez	arez-gwt-output-qa	0.115		23f71a97efbb586636e5c0611ca82986cb8de65f
org.realityforge.arez	arez-gwt-output-qa	0.116		00663ed5a8cb324b2ba63f8067bf5ac98ff62ede
org.realityforge.arez	arez-gwt-output-qa	0.117		58e664176a5bbce734ef6b8c13047b0b01b14bf4
org.realityforge.arez	arez-gwt-output-qa	0.118		9a38bb710a0c89a51f8c30232b92647450940179
org.realityforge.arez	arez-gwt-output-qa	0.119		a72b7812809c9b93aebdcf567cadf233c5793001
org.realityforge.arez	arez-gwt-output-qa	0.121		e62d85321f989c75e0b74d4ccc624ab816710294
org.realityforge.arez	arez-gwt-output-qa	0.122		8a43d9638a965f38fc635abe6ddf22a7e5699f29
org.realityforge.arez	arez-gwt-output-qa	0.123		4e60beab7167365495484acdd614c4e5fc75f97a
org.realityforge.arez	arez-gwt-output-qa	0.124		6b3a188638db392df90152d0029245fd8beb80e4
org.realityforge.arez	arez-gwt-output-qa	0.125		8ff81b9e3cbd6d63699dcff04340bc1be9219a32
org.realityforge.arez	arez-gwt-output-qa	0.126		d1eb306103112263aae72ce0034112576ec4e28e
org.realityforge.arez	arez-gwt-output-qa	0.127		57e65823830dc06a5d17413ff88e7a3c332810c7
org.realityforge.arez	arez-gwt-output-qa	0.128		f7a107961341f2bab016814cfe011c1f38427eee
org.realityforge.arez	arez-gwt-output-qa	0.129		5df4ba10a2ce7e302bbd345f5a1188ac1d76a34d
org.realityforge.arez	arez-gwt-output-qa	0.130		521cadeb82e1a7b73f55e8200e707466fcce2119
org.realityforge.arez	arez-gwt-output-qa	0.131		9f145ecc4466fdceb2f638907e07efb2074b03da
org.realityforge.arez	arez-gwt-output-qa	0.132		d50d620d100401d411999f001c2a097101f4eef8
org.realityforge.arez	arez-gwt-output-qa	0.133		c603eb96111df5065797045d8ddf2f185a348860
org.realityforge.arez	arez-gwt-output-qa	0.134		1dbe7c98583ca050dbf89a2e9b9bf63e8fa7056d
org.realityforge.arez	arez-gwt-output-qa	0.135		40b2bf855db2e4abc96c456695d5a06b35f797ec
org.realityforge.arez	arez-gwt-output-qa	0.136		2f26477ea92cde6430f8b00ae6fa0fc0486b0f1a
org.realityforge.arez	arez-gwt-output-qa	0.137		375836e351c4d740cdbb1ad93e90180aa6b4c2d4
org.realityforge.arez	arez-gwt-output-qa	0.138		370aff96de5d196c9f467d0cd7e592beea9b0d79
org.realityforge.arez	arez-gwt-output-qa	0.139		88fb8da7da483a67f1ee239655ff979bf221c8db
org.realityforge.arez	arez-gwt-output-qa	0.140		ae674a3d06312f386f938e2369f325a5c374995a
org.realityforge.arez	arez-gwt-output-qa	0.141		c3ec949cd21399b90d246335696f46a2ff91901f
org.realityforge.arez	arez-gwt-output-qa	0.142		dfb615780aafbcb686e91fea829fa3063e8df456
org.realityforge.arez	arez-gwt-output-qa	0.143		b701399d4319b76b7c41746ec9deaae2c600dae9
org.realityforge.arez	arez-gwt-output-qa	0.144		ed99ba74adcf23138fc2eb6a08ce2cffd33c5621
org.realityforge.arez	arez-gwt-output-qa	0.145		90d12507f6e35664475463c65dcbfcf1ce6e74ee
org.realityforge.arez	arez-gwt-output-qa	0.146		234e85b00b18c87d917ce5e26ba9257882aa12e4
org.realityforge.arez	arez-gwt-output-qa	0.147		54a79f2616f49e25ef2cb35e27b221f950d65850
org.realityforge.arez	arez-gwt-output-qa	0.71		3b2d9e9600ba6bd4b270e248918ccf2784b9300f
org.realityforge.arez	arez-gwt-output-qa	0.72		3fbb21672b4a3f1a2b87c3adf4d441b472dc27d2
org.realityforge.arez	arez-gwt-output-qa	0.73		02a1a69c62ee1f9d44a0f388a01b513327441322
org.realityforge.arez	arez-gwt-output-qa	0.74		ed3e67902ae79dba6edcc1c8ae93cdabd034c6d0
org.realityforge.arez	arez-gwt-output-qa	0.75		d6e121d308c6060f546c6f2275c3efdfb6382751
org.realityforge.arez	arez-gwt-output-qa	0.76		eb214b44b237645ef45984c1c4e53307ab6bf1a5
org.realityforge.arez	arez-gwt-output-qa	0.77		c504f93209096fd6e503abe1ce846f0d786777f8
org.realityforge.arez	arez-gwt-output-qa	0.79		de773c1eadc1f7db2360098c13b97c6c5c35e098
org.realityforge.arez	arez-gwt-output-qa	0.80		69e15b03861501803661d6465a94b26129d7a5b6
org.realityforge.arez	arez-gwt-output-qa	0.81		338c54f801daf0b0f95547b1c363e134cc0cdf7c
org.realityforge.arez	arez-gwt-output-qa	0.82		2b87e87093bfce991b73ff740a759491a27579ff
org.realityforge.arez	arez-gwt-output-qa	0.83		25ec409489157523ba87ae1424abc335f52c6d68
org.realityforge.arez	arez-gwt-output-qa	0.84		8455b4421b9b4c2ead18bb4151adf61b8f484c63
org.realityforge.arez	arez-gwt-output-qa	0.85		1b5e8b1f1edf98ef6d458b65ba85b883a051c1bd
org.realityforge.arez	arez-gwt-output-qa	0.86		93a2958415320d34c3deeb53ed2e2a37c48e9e3a
org.realityforge.arez	arez-gwt-output-qa	0.87		746c68a18ce9f8f9e42202f7f3f615e53822b0e9
org.realityforge.arez	arez-gwt-output-qa	0.88		e853522645f80452674a4f204908b8362d321380
org.realityforge.arez	arez-gwt-output-qa	0.89		2a7bc26a0c05e09fef4ab396475be073e3c8db14
org.realityforge.arez	arez-gwt-output-qa	0.90		e65888c52c67235945f56efaba732d6ac08046f2
org.realityforge.arez	arez-gwt-output-qa	0.91		18357b7e08cb496bcc65f44aaa0bbf3d9c120724
org.realityforge.arez	arez-gwt-output-qa	0.92		68dc74324712102a4393c5f5fe913de64331a427
org.realityforge.arez	arez-gwt-output-qa	0.93		f4358cd8407f9baef493fbb8b787d645a6368a61
org.realityforge.arez	arez-gwt-output-qa	0.94		cceffaf6f116782ab3b2bf27f661ca3da2a785a7
org.realityforge.arez	arez-gwt-output-qa	0.95		9618714b8a3561b4e78aea90ac2dce5ec76cdadf
org.realityforge.arez	arez-gwt-output-qa	0.96		9655933d01f168a301640163c19268ed6d08db1a
org.realityforge.arez	arez-gwt-output-qa	0.97		332af966e0119a43de42ec03e7dcd3f4cca72d0d
org.realityforge.arez	arez-gwt-output-qa	0.98		ac0367f3048976196ee7c666a6a823725e9a6d77
org.realityforge.arez	arez-gwt-output-qa	0.99		71dc0b517ce31e1b60647aac9b445fa82418440e
org.seedstack.addons.i18n	i18n-web	2.1.0		394838df6675a2292e64b6e5a3afb2eecdb6e02c
org.seedstack.addons.i18n	i18n-web	2.1.1		0cbd9cc7d53226d7e63e1fee6adb3942ef932b12
org.seedstack.addons.i18n	i18n-web	2.2.0		df96817a24c18a8e9d4b9849d0da0479b599d67f
org.seedstack.addons.i18n	i18n-web	2.2.1		60e3fca67d360e9f08356aa5e942063fc83f91c7
org.seedstack.addons.i18n	i18n-web	2.2.2		6eb85b80799535b74c2c302c4a1c06fa8b3973be
org.seedstack.addons.i18n	i18n-web	3.0.0		a37469362f698188508347e870ed8cb6472dad9b
org.seedstack.addons.i18n	i18n-web	4.0.0		a3ce0f6e41062bffd8345d0bc0de36b5058fd2f4
org.springframework.security	spring-security-crypto	3.1.0.RELEASE		05d00d9c9ac8067c323b517c1fe3a81984bcfc1d
org.springframework.security	spring-security-crypto	3.1.1.RELEASE		a5db6d02aae884b85114079b6b9070f9541cdd2d
org.springframework.security	spring-security-crypto	3.1.2.RELEASE		b52ea7e5a93c1b13c1b4e903e536f791b7563480
org.springframework.security	spring-security-crypto	3.1.3.RELEASE		a0db20c52e8281bffc200429b7fcd7c2cbeeb0e0
org.springframework.security	spring-security-crypto	3.1.4.RELEASE		34b9c48c765caf76a07eb3603895b1a21fc15f48
org.springframework.security	spring-security-crypto	3.1.5.RELEASE		1b26ef84352df937b5d7c8ef9b0fd7d156298ef8
org.springframework.security	spring-security-crypto	3.1.6.RELEASE		182cff3d1a0976038fbba65d7d2542068a17fa10
org.springframework.security	spring-security-crypto	3.1.7.RELEASE		ec41230b0f543b5ee5753420d3c0534b523ed7bb
org.springframework.security	spring-security-crypto	3.2.0.RELEASE		6855d62c892323a1f1000c2a06d193292a41b285
org.springframework.security	spring-security-crypto	3.2.1.RELEASE		79308b2a75ffd120155b482d72b480e470e26051
org.springframework.security	spring-security-crypto	3.2.10.RELEASE		2cc12818396168af09f5a3cfdb40dcefe96be784
org.springframework.security	spring-security-crypto	3.2.2.RELEASE		74113622e2e50b8a1e36bf4dc3cb6fbca4eda4aa
org.springframework.security	spring-security-crypto	3.2.3.RELEASE		c1758dc01928ca70a59afc9c2033e29ced275baa
org.springframework.security	spring-security-crypto	3.2.4.RELEASE		5f9b6bdc59ce2cb77c1f1fae8c3ea8f9a3323042
org.springframework.security	spring-security-crypto	3.2.5.RELEASE		6b298e41d8921ea74fd100fa1fce3c242ca5b4d9
org.springframework.security	spring-security-crypto	3.2.6.RELEASE		aca7f17fcf67670f1288ab834d642810dd4772d7
org.springframework.security	spring-security-crypto	3.2.7.RELEASE		50f61116a5f96c443261cc27dd171edc936d3a1e
org.springframework.security	spring-security-crypto	3.2.8.RELEASE		7f89ebcd37ec9591c6f586c37d13b22acf554282
