ai.basemind	client	1.0.0		N/A
org.apache.wicket	wicket-core	8.12.0		4ceb64f9e6815c635a95d22462516048e762a1cc
org.apache.wicket	wicket-core	8.13.0		648badf9a811fb5117731dbc284c1a6a3b84c050
org.apache.wicket	wicket-core	8.14.0		5440d63014d28031b049fd2c8efc1b4d5fd2ef86
org.apache.wicket	wicket-core	8.15.0		8d325b7d6b37bed02f9fba492e413e8d68ad22bf
org.apache.wicket	wicket-core	8.16.0		eea819622f831fd79e3ab9548d9e3d87f8af1fb9
org.apache.wicket	wicket-core	8.17.0		e0042eecfc05b8c98b9cfd40033e38b9d6f27980
org.apache.wicket	wicket-core	8.2.0		87f0686987b0c9c06e3069c4b72098f70c012add
org.apache.wicket	wicket-core	8.3.0		ed70dba75965cf5699c6412a3bf64b252b894f60
org.apache.wicket	wicket-core	8.4.0		48a066cdf4bae2b03a5f6a50d3e0655d64b57997
org.apache.wicket	wicket-core	8.5.0		d4c0866f28158566c2522053c291e47874daf5a0
org.apache.wicket	wicket-core	8.6.0		a3b0e9d6fad71b218a410cc9955762e3c410115f
org.apache.wicket	wicket-core	8.6.1		0ec3062ae89c0539aad97809177b43e9560bd6a6
org.apache.wicket	wicket-core	8.7.0		010a34f72a662c50711c9b7c290b655ac2c44bf1
org.apache.wicket	wicket-core	8.8.0		1602c3aac0a42391989d9f4a2df066d5b85361d5
org.apache.wicket	wicket-core	8.9.0		70ecf164fe49d29111749800965f9ec79c8ad7a4
org.apache.wicket	wicket-core	9.0.0		370cc2c6d467b22568cf1be20c464a35772b7a42
org.apache.wicket	wicket-core	9.0.0-M1		a74533257c13a0f41b295bcd0cb99f8b7b0ccef5
org.apache.wicket	wicket-core	9.0.0-M2		e93647793f9a0f350132360683697c260a4a34ad
org.apache.wicket	wicket-core	9.0.0-M3		91f00a45b1ed9df261c930826af3b8dadec71a06
org.apache.wicket	wicket-core	9.0.0-M4		01881187698c41ac8c97ad4bea13b7a88edd1c18
org.apache.wicket	wicket-core	9.0.0-M5		ea774f8e6bf2b505e4e470a2573bdc2594aa0803
org.apache.wicket	wicket-core	9.1.0		e5cda7a6fb0537a578a5e01e2c2f2ab1483e1f58
org.apache.wicket	wicket-core	9.10.0		036da51baece4264caeb4983987f2dc6038fdcea
org.apache.wicket	wicket-core	9.11.0		8b9e48458792b1489319247d67d24f4705ea3e7e
org.apache.wicket	wicket-core	9.12.0		44621b70720720f262bbdbc9d50ef97b3cf0a11f
org.apache.wicket	wicket-core	9.13.0		0108c87dc63facb08040cb6d722d3ad349cd9be6
org.apache.wicket	wicket-core	9.14.0		020bff97bed22a75ae04d3c495342a79c36dad66
org.apache.wicket	wicket-core	9.15.0		4b229149ef2d526f7a1496d8ab4d846c0505e50d
org.apache.wicket	wicket-core	9.16.0		d411bd4a081841401a64c8976298a9a0d9dfbf44
org.apache.wicket	wicket-core	9.17.0		f0552d6347d326510d20d738f9d3061339e48af8
org.apache.wicket	wicket-core	9.18.0		682d87ae76749561ae67e22e5db850fa703a2fb5
org.apache.wicket	wicket-core	9.19.0		9a5ede9218ff9e26735a80265042b40846f257d7
org.apache.wicket	wicket-core	9.2.0		1922de69400517f0b8cc9bbed9f0de1608901246
org.apache.wicket	wicket-core	9.20.0		045e11ce28bcfbfac79cb1c5fce361f17112d7fa
org.apache.wicket	wicket-core	9.21.0		d0734ab445ef4c682f5a0a0fd57e976d5ec29f39
org.apache.wicket	wicket-core	9.3.0		c0246c888528168a444ca81bc47bad0f9d8c9426
org.apache.wicket	wicket-core	9.4.0		d09a50bb143ccb9d95b511b61bc430e5749743d6
org.apache.wicket	wicket-core	9.5.0		6a373e091edee7ae4a6618020dc12c1b4caa622f
org.apache.wicket	wicket-core	9.6.0		aa997af51f32fc8c17d55b6faee73671c858d5a9
org.apache.wicket	wicket-core	9.7.0		bfcea95a0ab9fa8f8f534cd43080466ef96cc206
org.apache.wicket	wicket-core	9.8.0		5bcf7af9eea56ad6e2e390756ea72c46325439ec
org.apache.wicket	wicket-core	9.9.0		f4579bb4fd22fbe2100c80659696919e3310fb49
org.apache.wicket	wicket-core	9.9.1		775d336b6b53b35e57849b81a377671b5933cd1b
org.brightify.hyperdrive	runtime-jvm	0.1.150		3706bdb3520755b64e0d06080571440c7f7b3f5f
org.brightify.hyperdrive	runtime-jvm	0.1.151		cba6da9e966b0af02565da4a3131400a400f758a
org.brightify.hyperdrive	runtime-jvm	0.1.152		2f3f5ace370289f9f6e184c830a8986afe2746fd
org.brightify.hyperdrive	runtime-jvm	0.1.153		37af10d3ae0057dc2c944430cc5d27809a22b5d9
org.brightify.hyperdrive	runtime-jvm	0.1.155		5e166f04ae3853a37c464aec8b40c5f79ec698f0
org.brightify.hyperdrive	runtime-jvm	0.1.156		7a5f8d1936ed71fddde8eba0ed8925dec429dcb1
org.brightify.hyperdrive	runtime-jvm	0.1.158		0a9547cfd41cb2aa2eb524d7cff484acc062314b
org.brightify.hyperdrive	runtime-jvm	0.1.159		304dfdeac30427a7fcd993339e8a0fcbb002e410
org.danbrough.klog	core-watchosx64	0.0.3-beta02		N/A
org.danbrough.klog	core-watchosx64	0.0.3-beta02	metadata	28cb5955b3609314b4769206257b1499d45aa4c8
org.danbrough.klog	core-watchosx64	0.0.3-beta03		N/A
org.danbrough.klog	core-watchosx64	0.0.3-beta03	metadata	68b7d0a7e16f6e4bb1343498a20ce95c23f43eac
org.danbrough.klog	core-watchosx64	0.0.4		N/A
org.danbrough.klog	core-watchosx64	0.0.4	metadata	b9af899bd5f4f2b38ca0a187d7e58c43be88a9eb
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	1.0		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	1.0-RC1		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	1.0-RC2		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	1.0-RC3		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	1.0-RC4		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	2.0		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	2.0-RC1		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	2.0.1		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	2.0.1-RC1		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	2.0.1-RC2		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	3.0		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	3.0-RC1		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	3.0-RC2		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	3.0-RC3		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	3.0-RC4		N/A
org.eclipse.microprofile.reactive.messaging	microprofile-reactive-messaging-parent	3.0.1		N/A
org.eclipse.platform	org.eclipse.equinox.launcher	1.3.201		0f895a1b4d6bd763cfeb75f45d6eaea805197d10
org.eclipse.platform	org.eclipse.equinox.launcher	1.4.0		02f51aa8a637f1ed8a904cefcb968f4e2dcf96d0
org.eclipse.platform	org.eclipse.equinox.launcher	1.5.0		4844fee057d47de162f734d857731870104690b8
org.eclipse.platform	org.eclipse.equinox.launcher	1.5.100		beb4858a72d7ff3930ebdd74ef7260930768c896
org.eclipse.platform	org.eclipse.equinox.launcher	1.5.200		27edb7c9466879c62abe8d5868b4a57b8fccd9bf
org.eclipse.platform	org.eclipse.equinox.launcher	1.5.300		b4fb4c84fab32d720bd65d50dd6c7f75293c917e
org.eclipse.platform	org.eclipse.equinox.launcher	1.5.400		fc4bd5348ec86b37939c9299baa280715003fd11
org.eclipse.platform	org.eclipse.equinox.launcher	1.5.500		d91a1b6598d9a134699d6c63ffae80343da43e85
org.eclipse.platform	org.eclipse.equinox.launcher	1.5.600		1085fafe15fce4081c0402a61e2dfb70ffc5095e
org.eclipse.platform	org.eclipse.equinox.launcher	1.5.700		c97f5fe5e34c8309335c0eed0dec23b04c0dce68
org.eclipse.platform	org.eclipse.equinox.launcher	1.5.800		e97e6a7a60007cd1d3f1adaad7a8ea122c99ba9e
org.eclipse.platform	org.eclipse.equinox.launcher	1.6.0		6978fd3a0b5d44cea019486b85ddfb2a949df8b0
org.eclipse.platform	org.eclipse.equinox.launcher	1.6.100		43e2bef7fea65f92807f7f8c3d9f418dabbbf9f9
org.eclipse.platform	org.eclipse.equinox.launcher	1.6.1000		625f5687d261126c80d80b56504ef67debf38e2f
org.eclipse.platform	org.eclipse.equinox.launcher	1.6.200		c6ca8917323eab7a23ef8430453d4bf7d78ddaff
org.eclipse.platform	org.eclipse.equinox.launcher	1.6.300		d422c16fde728cf244e25376893d362ccb3a1d60
org.eclipse.platform	org.eclipse.equinox.launcher	1.6.400		20bf14679b27931a60efd7fe31bb7cb76db2cbb8
org.eclipse.platform	org.eclipse.equinox.launcher	1.6.500		4ef11b47a365f52e09d65e269ec7477e290cc664
org.eclipse.platform	org.eclipse.equinox.launcher	1.6.600		18f736891b70d41a5322231e5c3cfc0bffafb1f3
org.eclipse.platform	org.eclipse.equinox.launcher	1.6.700		cec910cf690ac2eab2e5932d8d084b5d2b7a7b51
org.eclipse.platform	org.eclipse.equinox.launcher	1.6.800		861eccd7871c768bf6be186f997a79e4912011b2
org.eclipse.platform	org.eclipse.equinox.launcher	1.6.900		b98e6b1447437ea39dacc3bebd6f913e8b733867
org.everit.cluster	org.everit.cluster.invalidationmap	0.1.0		56b90102bb7ddffb9c1d044479a5f9aa4bac1fc0
org.everit.cluster	org.everit.cluster.invalidationmap	0.1.1		517d42f8bae18d0bfcadd07c8e063213269b8b42
org.finos.legend.engine	legend-engine-xt-rosetta	3.10.0		1053ba9b855c424e0cedc4e79ed5e053ecf62b0d
org.finos.legend.engine	legend-engine-xt-rosetta	3.11.0		ca2e125788c4bd27e23f67e2ee289b6546cd4a0d
org.finos.legend.engine	legend-engine-xt-rosetta	3.12.0		628e7a551ea7cdfaab0add574645f117ba590151
org.finos.legend.engine	legend-engine-xt-rosetta	3.13.0		f2dbde5fad0849e366c9daa77b8026fe6af49e27
org.finos.legend.engine	legend-engine-xt-rosetta	3.14.1		517d9d348b53ddc485c2b5f68d567cc2b24d04ea
org.finos.legend.engine	legend-engine-xt-rosetta	3.14.2		17e98617904a3d2cd58e3ed76733e2c79b57be05
org.finos.legend.engine	legend-engine-xt-rosetta	3.14.4		194c09d29068b465672c963ea8de9d4fd9d8dcc1
org.finos.legend.engine	legend-engine-xt-rosetta	3.14.5		2c5428f17b6aa73ac2cd1a31b7b6ef18470a521c
org.finos.legend.engine	legend-engine-xt-rosetta	3.15.2		4ca02eaedd656fdf45f0cfb100697b045f26a905
org.finos.legend.engine	legend-engine-xt-rosetta	3.15.3		4af86502473ff25558ce80805d49d0d3da303373
org.finos.legend.engine	legend-engine-xt-rosetta	3.16.0		925a472737dbd1e4095673d1b20d01cb1d6d6564
org.finos.legend.engine	legend-engine-xt-rosetta	3.17.0		e83234fbc7a2c228a4a85a5ac85f6e01109cb85c
org.finos.legend.engine	legend-engine-xt-rosetta	3.17.4		73b3aaa48f26b2da5b7bbbd83e3ab7c924ef69f6
org.finos.legend.engine	legend-engine-xt-rosetta	3.18.1		d707bc96ace1a4ce9003ee3edcff58b2708c3855
org.finos.legend.engine	legend-engine-xt-rosetta	3.18.2		19bf139ffdbd7476666406e171c5c0f23cc8d4c9
org.finos.legend.engine	legend-engine-xt-rosetta	3.19.0		80b3003b024ff849450a905cf3e22b86949b92a5
org.finos.legend.engine	legend-engine-xt-rosetta	3.19.1		85b1219817402635fb9f48b228793379958c9a6b
org.finos.legend.engine	legend-engine-xt-rosetta	3.19.4		f1cfb70b4f7eb62ad3e7f725b224e6ce5adc3e93
org.finos.legend.engine	legend-engine-xt-rosetta	3.20.1		43337c1e3e2a025b2d69450a5792118f3a5d4af3
org.finos.legend.engine	legend-engine-xt-rosetta	3.21.0		ff8200ab051d899d88450e448dd9db8cf521ce86
org.finos.legend.engine	legend-engine-xt-rosetta	3.21.1		7c424b1250feb298b33e3e6830934e97d30ae9fc
org.finos.legend.engine	legend-engine-xt-rosetta	3.22.4		f0fd512b54ccf7bc3a2ff80904398a51ec942d20
org.finos.legend.engine	legend-engine-xt-rosetta	3.23.1		d10c5975d281c7fce4f9233c08d61993eb0e0b65
org.finos.legend.engine	legend-engine-xt-rosetta	3.23.2		1d4095201a0ea92fd0de69c29052a5cdd16b3af8
org.finos.legend.engine	legend-engine-xt-rosetta	3.24.0		07205a56d945f62990ea0f86dbce4b132070f275
org.finos.legend.engine	legend-engine-xt-rosetta	3.25.0		698fc68ea5a006a5cb1367d7b781eb3c3aee4d8b
org.finos.legend.engine	legend-engine-xt-rosetta	3.26.0		4855698407c3e8fd5dd9a64c2f3af8e82b2329c3
org.finos.legend.engine	legend-engine-xt-rosetta	3.27.0		86e93550e6bf12d03644e2405ccf6525315b5fe8
org.finos.legend.engine	legend-engine-xt-rosetta	3.28.0		5d84da0f4e9dc8b425cfc762e95d03f2e3b8d064
org.finos.legend.engine	legend-engine-xt-rosetta	3.29.0		732dd5e4a4ff43b7d3efad5ad057e1fd9588a32a
org.finos.legend.engine	legend-engine-xt-rosetta	3.29.1		694cfa0fa76a1795922e43c4e2c148e519c2e846
org.finos.legend.engine	legend-engine-xt-rosetta	3.30.1		bc3dee69c3864ead0f61fe045b051486ee4488dc
org.finos.legend.engine	legend-engine-xt-rosetta	3.31.0		8d4d2e868619e3e458babf97502febf7f1af825f
org.finos.legend.engine	legend-engine-xt-rosetta	3.32.0		450c68379d9b65cd07a593cf9329b4fa519682be
org.finos.legend.engine	legend-engine-xt-rosetta	3.33.0		b9dc66dba68c707435e4ef22a754ebfe6892a285
org.finos.legend.engine	legend-engine-xt-rosetta	3.34.0		a739144d6cefebe0f8563a6c50d3554e12bb832c
org.finos.legend.engine	legend-engine-xt-rosetta	3.34.1		84bf80c88807920c36f2f88af4f69d3d7f7cea96
org.finos.legend.engine	legend-engine-xt-rosetta	3.34.3		f730ed6e5307ca7266743ed937a03f74fc4538a6
org.finos.legend.engine	legend-engine-xt-rosetta	3.34.4		5492429ec133d384c986a3374c3ec8c43b701a80
org.finos.legend.engine	legend-engine-xt-rosetta	3.35.0		1c82d5ad24f39ef331d1aacd32108b061b85b84b
org.finos.legend.engine	legend-engine-xt-rosetta	3.35.1		1b7fd81061d5b4491ba1de2e2ffdd9be174cac9e
org.finos.legend.engine	legend-engine-xt-rosetta	3.5.0		61e0964943aeb7596114db30c093062140d59d82
org.finos.legend.engine	legend-engine-xt-rosetta	3.6.1		ab38ca94929eee75def73434d789dd3380fd0bbd
org.finos.legend.engine	legend-engine-xt-rosetta	3.6.2		23897f5139e53e0aeef1c6ef454963e06b244cf7
org.finos.legend.engine	legend-engine-xt-rosetta	3.7.0		ce3bb74b7ac78cce320ea449bd7d6e0dc6ab1af2
org.finos.legend.engine	legend-engine-xt-rosetta	3.8.0		6190da20aece1c33b3b52651c61110bbe04a969a
org.finos.legend.engine	legend-engine-xt-rosetta	3.8.1		40548ea68e6379fdc6489213e73aaf034fe5fc0e
org.finos.legend.engine	legend-engine-xt-rosetta	3.9.2		b248c865228a024ace51d6ef608148ecc6083f22
org.finos.legend.engine	legend-engine-xt-rosetta	3.9.3		2634d150ea7b9939e207a825853735b317a26421
org.finos.legend.engine	legend-engine-xt-rosetta	4.0.0		364ae6945e4607ca15ff260fa303665d72382d64
org.finos.legend.engine	legend-engine-xt-rosetta	4.1.0		ce201d843bc1c98d4217af5ccd5264b7001a2c75
org.finos.legend.engine	legend-engine-xt-rosetta	4.10.0		c2a16f922c3d96ab09fe050d263f0546cf13148d
org.finos.legend.engine	legend-engine-xt-rosetta	4.11.0		f75d1eabbbe5ebb4c283267ab20bc6f5b41c9bf6
org.finos.legend.engine	legend-engine-xt-rosetta	4.11.1		bb98e7846a322d09e528d80ac8a89b346f04cff8
org.finos.legend.engine	legend-engine-xt-rosetta	4.12.1		53ce30d44ca8a65075de8126752a7bf52a9d73b1
org.finos.legend.engine	legend-engine-xt-rosetta	4.13.1		881be3a6f4d32735d2c53b2238f5cdd7d91b20d2
org.finos.legend.engine	legend-engine-xt-rosetta	4.13.2		6866a0d1eeb344e1ce002e5bf7c500c351e9e2de
org.finos.legend.engine	legend-engine-xt-rosetta	4.13.3		9c85fbed7dbfff81a78ba6990c77f0a6ae2e273b
org.finos.legend.engine	legend-engine-xt-rosetta	4.14.1		b0e29993f467f660b53ca2a554e43535c82b33ce
org.finos.legend.engine	legend-engine-xt-rosetta	4.15.4		fb7b10afaff0c5b42db4229b0f6122dec217f566
org.finos.legend.engine	legend-engine-xt-rosetta	4.15.6		1e063789344d151ee466becad6b12b602d3e0637
org.finos.legend.engine	legend-engine-xt-rosetta	4.15.7		089958f57e73389507a6482bc03f8eac250dae1a
org.finos.legend.engine	legend-engine-xt-rosetta	4.15.8		d597dfd664608abb067cc30a3d713e8afa2cbbed
org.finos.legend.engine	legend-engine-xt-rosetta	4.15.9		88820c95df966a0fe19abe72bc79f168c4dc10b9
org.finos.legend.engine	legend-engine-xt-rosetta	4.16.0		c82cbf54133845d5b0c5f841626e6ce22a73420e
org.finos.legend.engine	legend-engine-xt-rosetta	4.16.1		ef96e523ea84caee3a0f052cf7d44496005785a5
org.finos.legend.engine	legend-engine-xt-rosetta	4.17.0		9da992583b40eaf4f2a624e5aa539ad3125d20f9
org.finos.legend.engine	legend-engine-xt-rosetta	4.18.2		5b03ed2d00e77e1cbe5cd6ef7c1fabac1af3395b
org.finos.legend.engine	legend-engine-xt-rosetta	4.18.3		cf286692b6e22500f2599af95e187c7c17d66788
org.finos.legend.engine	legend-engine-xt-rosetta	4.18.4		eb802eca13231459bf418a34ce6f2c1b049a7ac4
org.finos.legend.engine	legend-engine-xt-rosetta	4.18.5		8688a0e57beac7c9286e033562a9996e9f0de05a
org.finos.legend.engine	legend-engine-xt-rosetta	4.19.0		18b7e4516af5345934a0530a2733ba8e802f8d6a
org.finos.legend.engine	legend-engine-xt-rosetta	4.2.0		e10d525f3097db87da1c7afdc16fc747f5f8a1da
org.finos.legend.engine	legend-engine-xt-rosetta	4.20.3		66390942e0ba22e0b7d1e51e37418757f1567429
org.finos.legend.engine	legend-engine-xt-rosetta	4.21.0		42eca184f0daa665e87cbce43d68bcca9805f14d
org.finos.legend.engine	legend-engine-xt-rosetta	4.21.1		9027a444305408d60158215ceb6eab52d4a8da9f
org.finos.legend.engine	legend-engine-xt-rosetta	4.22.0		8bf89b5481d6b4d94cf7d342a9c9a7f2f6f35e35
org.finos.legend.engine	legend-engine-xt-rosetta	4.22.1		1adee036726b7f66c26f11577a62ac0186d8dedb
org.finos.legend.engine	legend-engine-xt-rosetta	4.23.0		db13f6d9197d85bd53aacb9054fb7022ce317560
org.finos.legend.engine	legend-engine-xt-rosetta	4.24.0		41dcbb815a9ddc779d45849273449fba0a277e84
org.finos.legend.engine	legend-engine-xt-rosetta	4.25.0		ea6819650d10c807e503ed2129a7f41d2f5fde12
org.finos.legend.engine	legend-engine-xt-rosetta	4.25.1		66852db8ecb3d342a13275129b27a8003a7882dc
org.finos.legend.engine	legend-engine-xt-rosetta	4.25.2		6142045180f14a665d85997822538e86f3ca7011
org.finos.legend.engine	legend-engine-xt-rosetta	4.26.0		420128298c1aa1b8f79ebaa8b2ea26d7b41d0046
org.finos.legend.engine	legend-engine-xt-rosetta	4.26.3		b033cff0a8153276c96d94f3eee5584306c25b62
org.finos.legend.engine	legend-engine-xt-rosetta	4.26.4		0c10047eecf7163aeace9f81f885ed997835ef02
org.finos.legend.engine	legend-engine-xt-rosetta	4.26.5		b7efc17f6d207987ba890d2bd9516733cb640a0a
org.finos.legend.engine	legend-engine-xt-rosetta	4.26.6		7fd304709bd723f7b25cab4c1a39f65ae243b924
org.finos.legend.engine	legend-engine-xt-rosetta	4.27.0		5c493e96e840a306fa5fbe497152362f02107cc9
org.finos.legend.engine	legend-engine-xt-rosetta	4.27.1		95cdb7ab16021a318b26d15de5d4713121d62b52
org.finos.legend.engine	legend-engine-xt-rosetta	4.28.0		bb004d0c3d927750f9043fa7dc733f997a56ca8a
org.finos.legend.engine	legend-engine-xt-rosetta	4.28.1		71c1ffe665e2dd82b3c810112e464d9b70c6099a
org.finos.legend.engine	legend-engine-xt-rosetta	4.28.2		86b77caa74def9b20ace6fca1e3075357a3ead8d
org.finos.legend.engine	legend-engine-xt-rosetta	4.29.0		3dfe62932aeebfee89bc8966d311955b6fc77b07
org.finos.legend.engine	legend-engine-xt-rosetta	4.29.1		1aa161761770708d1846c43bc44984078cf2453c
org.finos.legend.engine	legend-engine-xt-rosetta	4.3.1		66d06fb08558d6a0589bc14f6e1719754d338cc9
org.finos.legend.engine	legend-engine-xt-rosetta	4.3.2		38a300584db1f3454b3ffc6074f400d422678681
org.finos.legend.engine	legend-engine-xt-rosetta	4.30.0		5d8821ce106e25b2625d43607fb858b7ed4f8612
org.finos.legend.engine	legend-engine-xt-rosetta	4.30.1		32e3650a650534aa0aa9deec3fa143485a613a01
org.finos.legend.engine	legend-engine-xt-rosetta	4.30.2		511893cb7ca91a444503d9a0a21bd27706e1e3cb
org.finos.legend.engine	legend-engine-xt-rosetta	4.30.3		cbe267d15e1b7d109a747bf3e9ce87ef65c23a0f
org.finos.legend.engine	legend-engine-xt-rosetta	4.31.1		361b045e6092c99ed416d2fe9236de5fcb810d6d
org.finos.legend.engine	legend-engine-xt-rosetta	4.31.2		0ab4ea4d5ebc5c9e43b28d04ca43e319e25a87e1
org.finos.legend.engine	legend-engine-xt-rosetta	4.31.3		ffc9685cdfd47e37217f3d0a7b6a98a6758bfa82
org.finos.legend.engine	legend-engine-xt-rosetta	4.32.0		a5ae9b46c4c603be377046bfbdf6bcca1fb4756a
org.finos.legend.engine	legend-engine-xt-rosetta	4.32.1		8cf7b7d38b875ad22deb09f2c7f58c09ba403199
org.finos.legend.engine	legend-engine-xt-rosetta	4.32.2		5fb53aa7c35698d69ad919c14d489d447e104008
org.finos.legend.engine	legend-engine-xt-rosetta	4.33.0		a8df835defa8217d1f243eb8dd0dce5170ea57b2
org.finos.legend.engine	legend-engine-xt-rosetta	4.33.3		86bf18aa1ad4e2859ca95422923cb454d5764fad
org.finos.legend.engine	legend-engine-xt-rosetta	4.33.5		f629bd376fc85792a9c9e3ba0cbcd4558bb96307
org.finos.legend.engine	legend-engine-xt-rosetta	4.33.6		d7c07f28e1c558329047948fc4d24ef6d7fc7ecc
org.finos.legend.engine	legend-engine-xt-rosetta	4.34.0		99339968cf4bef54c9be5af4420876bd91eb1072
org.finos.legend.engine	legend-engine-xt-rosetta	4.35.0		2b880740fa5b8eaed36ab27ee1c0adda8da3fe06
org.finos.legend.engine	legend-engine-xt-rosetta	4.35.1		ee3a9af9781413eb5df96bb62e4a8e6eaed98bbb
org.finos.legend.engine	legend-engine-xt-rosetta	4.35.2		93eb752c689f1702ddfb6d6a76070adcf43b2791
org.finos.legend.engine	legend-engine-xt-rosetta	4.35.3		8b98d6df6d8a8c5eb97ab2b25ea0cf603e11ba19
org.finos.legend.engine	legend-engine-xt-rosetta	4.35.4		5b884c8c98c2e1ea8206ee85d236957e76c4a52f
org.finos.legend.engine	legend-engine-xt-rosetta	4.35.5		b4f5fb65a7756bd2df54c9d209fe7d62b8361464
org.finos.legend.engine	legend-engine-xt-rosetta	4.36.0		cd90dbec258a1e5d0caead8efddf18c48fbc9bc4
org.finos.legend.engine	legend-engine-xt-rosetta	4.37.0		77e17e63a14ad8e68aef96ed8548680012f99b3e
org.finos.legend.engine	legend-engine-xt-rosetta	4.37.1		3d018e642b1e3dc47f69d5093a9adb713522f6a0
org.finos.legend.engine	legend-engine-xt-rosetta	4.37.2		11d2f890c231025027c21bcf116c30662d3c0247
org.finos.legend.engine	legend-engine-xt-rosetta	4.37.7		9ee8437f2dcce8788478cf31b6bad553607ad298
org.finos.legend.engine	legend-engine-xt-rosetta	4.37.8		f66f39c9c44de1a4da28db939a8380a68a04873c
org.finos.legend.engine	legend-engine-xt-rosetta	4.38.0		099d73fc2d08081a78610562e28593554555afb4
org.finos.legend.engine	legend-engine-xt-rosetta	4.38.1		959c76fdd90397c1ba026adc68d65a1cd7530cd6
org.finos.legend.engine	legend-engine-xt-rosetta	4.38.2		4bef9881b6d204e41f5d62ac3909f6a6289ede8c
org.finos.legend.engine	legend-engine-xt-rosetta	4.38.3		7bb8fcb3871da7fea75e9ad02eef06744a53fe38
org.finos.legend.engine	legend-engine-xt-rosetta	4.38.4		3abf021564f92b0d7663c9bf203304f2b07a0c87
org.finos.legend.engine	legend-engine-xt-rosetta	4.39.0		48183f2dbd4a7a527e40fd21778c4b804ab64cf9
org.finos.legend.engine	legend-engine-xt-rosetta	4.39.1		b668f983cdf15d78a7c7ee3d897052c826ca8aa7
org.finos.legend.engine	legend-engine-xt-rosetta	4.4.0		73e385dc655fa6a729b650fdfee0136970bd430c
org.finos.legend.engine	legend-engine-xt-rosetta	4.4.1		fdbeefaa37d7406a5d77da151ebaa76e4f5bff11
org.finos.legend.engine	legend-engine-xt-rosetta	4.4.2		d89492a36f0c9719aea8dbb21d95969c7c4c1ed6
org.finos.legend.engine	legend-engine-xt-rosetta	4.4.4		1744b166ca989f136059a7c7ebb4371ff001a428
org.finos.legend.engine	legend-engine-xt-rosetta	4.4.5		bae3eb411b739f12991991211da9df3641d0dece
org.finos.legend.engine	legend-engine-xt-rosetta	4.4.6		3e1dff58115adc2fcbc3936a8ead6e465c61b581
org.finos.legend.engine	legend-engine-xt-rosetta	4.4.7		3ba7ba99f03f85a1590d52b97db3c7b5bf09b4c0
org.finos.legend.engine	legend-engine-xt-rosetta	4.4.8		6c3698e7c8c5d9dd1e99dd72b24e2277c3b2cf4b
org.finos.legend.engine	legend-engine-xt-rosetta	4.40.0		06da0f60411f6437cb1b710c7b3b1cad18b89e1f
org.finos.legend.engine	legend-engine-xt-rosetta	4.40.3		0839611fd968e0775751a72394343944aefbf446
org.finos.legend.engine	legend-engine-xt-rosetta	4.41.0		848f1f3b6e6476169f6dd58715c6fbda471af075
org.finos.legend.engine	legend-engine-xt-rosetta	4.42.0		a67d066465e6f9525d64544c913f190e8a558ed6
org.finos.legend.engine	legend-engine-xt-rosetta	4.42.1		5fd0dfbd7490291f492af51bbbe16cf744c8710f
org.finos.legend.engine	legend-engine-xt-rosetta	4.42.2		b98ed6b9243a15956f81f0cb984f7fbf6e1cb7e3
org.finos.legend.engine	legend-engine-xt-rosetta	4.42.3		bf7d2842716a86c2b730d6ed5a5524e5387ba43d
org.finos.legend.engine	legend-engine-xt-rosetta	4.42.4		c19737d0abfbf92ef68c05ae8b798047727a92c3
org.finos.legend.engine	legend-engine-xt-rosetta	4.42.5		77630eadce4a9b3361c51415c3ae6e7e26d8d5c6
org.finos.legend.engine	legend-engine-xt-rosetta	4.42.6		42549cfc0c574874a4166a04c08874708a10ba36
org.finos.legend.engine	legend-engine-xt-rosetta	4.43.0		54ce4fc26369c43cdf92edb5182f0c9f01be46b5
org.finos.legend.engine	legend-engine-xt-rosetta	4.43.1		9ea9527933cc44ea6937d0078db3c6edc336e5cb
org.finos.legend.engine	legend-engine-xt-rosetta	4.43.2		bebbf9b3b150adf1f8ae6e158d4b33ce49b14d98
org.finos.legend.engine	legend-engine-xt-rosetta	4.43.3		c891483374c8f6ee7ee4cac70042a3663ed707e4
org.finos.legend.engine	legend-engine-xt-rosetta	4.43.4		226908b9d9071d249a7dbc1cafb4ff319a3dca20
