ai.x	safe_2.12	0.1.0	-	d5cae82ef1f62c3df5e23d1e18539738033ca45b
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.15.1	-	d1baf0ab09e4f2b54e21cfe36a97556c115c8818
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.15.2	-	72d39153fb81e4a36cd646970f9a9b7d714010df
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.15.3	-	b726a2a3df8f36f6e717ad24b9392fbf9d3e2b14
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.15.4	-	67eb48ff050623c09055f154adf1abf31d01b3a0
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.15.5	-	53c64ef87a1dc542d075bd79c299011b410e71ca
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.15.6	-	999dfc0f7d2ec401d403c8868ca51df2dbfbeb45
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.15.7	-	372bfdc9ae0599bf99d83f53c08573f7a1331524
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.15.8	-	63c8467d75a2e64cd632d51fdc982308acd61ee8
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.16.0	-	c6d69302ec90a2590e3e8343f9876cbf258548ba
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.16.1	-	6147c6b89f43d2dd45a0587c296c202ca1fd0379
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.16.2	-	40441e7ae2ac8b40378f701034f0c93721feb71e
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.16.3	-	005a1b298ac7efce726f8d93e8e6fbd00043da79
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.16.4	-	5f8a9ec3d40c3c999af11bc6c47ef2040425f4a8
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.16.5	-	ea6c6edbd67c5ca0dfef819d49592098f808fccd
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.16.6	-	7ac2de9a8205e51a588525336cc2ea08e1d4ec15
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.17.0	-	555534ddf3e8805feded2421f4c2ff2be9ed7b7a
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.18.0	-	48728d1031fd8386574a89dffa7f748437dfe8be
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.18.1	-	d21bacbec2ec8a3a07a0c9bc3c82eec9ccf5556f
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.18.2	-	56ad7de650417b9e6813cf39fbe512265ef6670d
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.18.3	-	6c6fc65411fd19c739fa88b13fe22a3e94fed413
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.19.0	-	cfacee879df2cc78ae83d6d2f28cb24b27d61e0a
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.19.1	-	5bae29d2e125036c73bb4d3159f7a74803daada3
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.19.2	-	e4d666fddff2e0325e763b7e17584091b62bc529
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.19.3	-	6436f059c445188d76e9a23da1d56c21ea9ba9fb
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.0	-	43d1724082c639ca3c89b80cb88b3467e94f1995
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.1	-	01d1cba37d9ca43943a6b2c9271f040c342e4a46
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.10	-	4fda1df90902be1a40c000997984df38531be2ba
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.11	-	a949d3638ae8506a171bf1e86fc4b389a2291501
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.12	-	21e9e8c9714d3a5f724048d859f54c72023af2dd
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.13	-	927e9a2695a32aaa8a390ffdd8f2f7e813c8a9da
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.14	-	cf4f5c70ac57695b9dac541c3798c9653b0b4be4
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.15	-	1fd47f9827ab907e82c11a1e3f5ccbabc46c8bf0
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.16	-	54bf13717b7b924eedb0d6a8059d8f35f54fc26c
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.17	-	543275c90ddde4254e2bc7d43abbfad222cb5be8
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.18	-	7c3e9a5429f263d008e9965b1b0287c41bd715e0
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.19	-	a4a661a0120901872f7f8ae779b21d8375dbc373
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.2	-	bc3e1d498bc6674d3641cf2b3e5166a12bb9aa79
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.3	-	54928d628c79bdb32b5d87d75c6bd2d5252a52ba
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.4	-	2ee09f298b5745866d37fd79bbd8ead07484ed73
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.5	-	e8014e482d497a629a3a2dad6ba987cdd04aa60b
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.6	-	900b14ffbbf35ae0e2acdf7d3adb355685ff52fb
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.7	-	f8a406678a535a9f9700da4c26cf4025d5840a40
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.8	-	64e76ce6880507b5ead71b1304767c622cb12979
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.20.9	-	15e80788409fcae8b1906e02f06567fbb6bf2642
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.21.0	-	06d056ba5653ccaa36fb4d5abce5b353bf21d590
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.21.1	-	597c3de79c0f7352c2d1a0f9471822e98afa438f
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.21.2	-	2b5245f660b262d0896cf56236de9e8e88d2f303
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.21.3	-	b16159b877328ec19016f22d1c2dd1cdfd6cd2f4
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.21.4	-	b02caab8f243d4c67e2657cf6f2848bd529adfb4
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.21.5	-	e47bea86680cd9300ab381c22b813a49b883c37c
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.22.0	-	c5d55fcea9a6b9db3300e2a69d624538cd1426c7
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.22.1	-	9a790b573ea83e8ae8ba7c1deb8f88b36c2093fe
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.22.2	-	8628d8c2838fbbedcec42d41c16f018c46bff486
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.22.3	-	3f5c05572d03240adee691e93e11ee5c6106cdef
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.23.0	-	d701730b488ad81f66797ca745a62584bea0794a
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.23.1	-	2772e60e2182ef7f50edcbef3de40efa507e71e1
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.23.2	-	891a51cd69221d52715110ea7cf07ece73882558
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.24.0	-	69bf37f8211878e2633b03cfb4c6d18e90c846ff
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.24.1	-	1030416e1de6e23363e0d17e45eb9d997e5d7374
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.0	-	cda40e59c133af8933b1bf7f5f7b46a015527349
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.1	-	bdd79c88eaed6b4e65df89c47797e1af2ac02eb1
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.10	-	1b62027dade60813f5a9d1a73749fd8f0c22e6b8
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.11	-	2a560fcfc54d0988915382162b9856abdb886335
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.12	-	1566bd8e5022e37494367db571b637a7d37ce32f
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.13	-	e34eacc23a29086c133dfd0c6693e4451c54745e
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.14	-	98b94ae54601832f2012060364c68f3dfd3db44e
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.15	-	d25f57b7cb4d1d9b286417ea93685a99eaf6b3a1
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.16	-	4edb853423e6cb3e19d04a2a5ac3f56572cb7390
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.17	-	75f5660a557673d10d7c46abad006d4e65354ddf
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.18	-	4844b699364a6ca155c5a6bd4a337aa3d92b67b0
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.19	-	f10b1435b87aa448bfcf0fe4ec74a7c3ff94e633
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.2	-	20746575bdd2a6abd6c3ced70f9ea74d86a23ba7
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.20	-	24839fcb63736a7d3c12240ff763eff205ba5f52
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.21	-	76e89c108165f08849eb0fc8930c3313bc4252d9
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.22	-	fd5308eaf128f28b14cf1a63d4b3423d19c72c30
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.23	-	28547cab0968b24dce7f6b0179704edbc9ddffcd
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.24	-	709cd1080d7d0d40dd3ad4f00383aa031eaa32c4
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.25	-	0f122a1adb96a460d0506bc6bdf4847dfa10579c
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.26	-	09a8c11fbb87990e8bc34248275fd8557ee78368
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.27	-	c4016f02bc4774523afabef93d37aacf269fda9a
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.3	-	12d67c11d0d1414c049d9fbca52c1193d6d93d7f
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.4	-	e70d5b8f3868dc214607497e2afcfd3afd6aa1fd
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.5	-	c1a82862650891cf20848d4030e8cb2906520900
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.6	-	bc337636a9bea3738ab4ff068b44a16ce7a22153
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.7	-	c5761aee21fae71bec04f6bf74cf0dacc8d0dbf1
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.8	-	18002434d68e17d5fe57f914761df4de2b3c1b04
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.25.9	-	82be225f49b769eeeb9cedd1965e7b66851d72d2
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.26.0	-	7572daa01e6ef5b7a4f1e957a0e85dbcd9e92233
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.26.1	-	0f65836712e4fbc6fc1b9cd3720ae1bf6e1ae887
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.27.0	-	638e49dfc4828b8864c21bea0068c81071d674f4
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.27.1	-	4d3b04791472881fe7d087adec16219907968cdf
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.27.2	-	3da492b1a419195a0bcef92618366f452f5f882d
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.27.3	-	eb0affdd5810a59289b87918f80f7a67d09fd504
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.28.0	-	b7b5669f0b3fff3a657bca90624df1250325baaa
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.28.1	-	5fac6233d8dc3b3be753cf0e0ce6e2a4f7407015
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.28.2	-	2ae848cd14955e2d8d56aae4a26a78007c9a7545
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.28.3	-	bbd13e038fe8f35f5d90c0d2e5ccb8e488dd9b21
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.28.4	-	18e9cd85a15adc736e5d79ee5d0bec78d5c65e3e
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.28.5	-	b77a539bee5816742366ab02151deefeb153cbd3
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.28.6	-	79a04da59e0346b0b4c8f470e5851f18297cccf0
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.29.0	-	c02c7e5bcd00f299c266c738ce22eaef8867095c
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.29.1	-	4989b6599e1ca3d004b052f8473d50baf1d157a0
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.29.2	-	0f017c439e7b28d24b76cb526b509ec87f6e9631
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.29.3	-	609f0cf44b0b2be38857ebe6fce83dcc5c2516b4
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.29.4	-	54649b71ed2aa34df7ba8917f7d52d3e1872f5ab
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.29.5	-	9bb20dce563643ba737aaa10edf350e6f8ed7f5c
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.29.6	-	5075506f7b59321ccebf8726b1f5c14df60eea12
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.3.0	-	94362d74cddf0eabbbda6b3f58e4e9db93a596d2
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.3.3	-	6f0b7f0ecc692ed259156d02eac0d0c3a07edfa8
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.0	-	acbf642f3a6418793c1900c899129ca0e963adce
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.1	-	fb2da978ed39cd1991179b08baa0462e767e425c
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.10	-	48a0863d001a30bc05d6b3f2f5cfefdc626fb9b5
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.11	-	b8d39e88e2157719cb2fe4c5e7d19cdbd1cd3470
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.12	-	93e06f669121a5f7a87e4336c09aedae3d7fa597
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.13	-	ca1ff878a5a09a4c49f7fb86258cbca8a798e74b
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.14	-	87cb07e44586793051d0413b51bb3a8c952fc911
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.15	-	e0ddf7a57f72caad46293e15d071a8a2f8de4198
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.16	-	7d09a9d78de52402d20f4fc7ee557c15001809a7
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.17	-	46ede85c1e5a1775c4abab7ed5f032ba3a7d9933
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.18	-	d8780d88889f73800a8a0f2e0ee305f15c3003ec
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.19	-	1e0bf1844d694a2bf32a7b8fad3ae0059167fb24
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.2	-	786fcbcad7885a296cf61128e2f6c588235f15bf
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.20	-	fe218f8cabc677872f864a9e89d39c2df20889f5
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.21	-	855d903194f1b07977f1114d247ba157e8fef6ab
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.22	-	c44c5c4b738a8f5423018bc0dd9143bc47261127
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.23	-	e58c4106d22808d1706e3761b26c87a0d1b83697
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.23-issue4506	-	c927ac57bd2a3c482d22099b7745cdd9792ba760
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.24	-	d21fe1d50e1b915cfb6abc1fbf9b8b35fb4dff11
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.25	-	a2c24b838f95f288f78c94c5044b356a298ad01b
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.26	-	e48e90f0e81e4397f9be38e5a727d09859b45922
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.27	-	b8d3915778c6993785b70f9625d3617f456fcf5b
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.28	-	5e6a1244c59405a82d0c346b440cdcec52cd8540
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.29	-	0e2ac665ddcafc45fe8fa505822f639041584bed
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.3	-	1fc1b1c94f59d459a1f10b26a644172b7dacf541
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.30	-	d5e3d7b7076d1058428356220c2da25d9ab0934e
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.31	-	723901d1c7e71ffe39592c3f8ed3aed2ba9f4ea6
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.4	-	247a0b24d7bc8d42e331462e461e9d97bf4e2d21
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.5	-	89f5ad20d893674a5cb4b5effc1de41041d251ce
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.6	-	d74ffeac7f9fa5c01dfc89ba78c029ddda301506
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.7	-	a7661854388f7524da39865d19c35a1bd887bde6
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.30.9	-	98c3fe1a3e292dd348fd056006a9fd9ee91547a9
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.4.0	-	0837b78dab4abdcd07fdbcaa135500b3cd5a12ea
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.5.0	-	37dfe8ec461cbee0bda0d023d65bedf1905bc423
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.5.1	-	c2904ed48c9b77924da9e3c70339dcd823b8ee77
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.6.0	-	4030203327a1e6de41672a19af2658943dc3c57d
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.6.1	-	8f9c9948d037b13a300a1eb79933b599b0744fdc
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.7.0	-	a2e42ce9294aa878e39d3bb55dfc087a777bbcf3
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.8.0	-	8369149601e759202a12f3834e4b67095dfb7fd0
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.8.1	-	26701917b6a43b25780188c06a0574e58fc21e60
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.8.2	-	ac01929979db7b43eb682b826f408d2b1ae6eb33
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.8.3	-	1d25ba95890973fd0b0485c7c3cc4585baccff34
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.8.4	-	b9cac2e842b3d61a58436b7d2f0b2a2d44fc9d3d
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.9.0	-	641b3bfc783ba3f584ec5065a62bb7805eafecfd
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.9.1	-	1fcc3c293efbc9cfb5ee3b642b993e22dd8887ce
io.gravitee.management.services	gravitee-management-api-services-dynamic-properties	1.9.2	-	d0ab658361fc81259eae2664eb8c7261a5593d78
io.jpom.plugins	svn-clone	2.8.14	-	f4117bd298d912c810cdc7229868060ceab27bfa
io.jstach.rainbowgum	rainbowgum-annotation	0.2.0	-	e72e715f4dbbef09af68bdf76a41d9210f56f093
io.jstach.rainbowgum	rainbowgum-annotation	0.3.0	-	e08e8cd9bcaef89fedc32d935e043327a62dc106
io.jstach.rainbowgum	rainbowgum-annotation	0.4.0	-	f99da9db6648ddc0922d69c6df161cf4fd21e833
io.jstach.rainbowgum	rainbowgum-annotation	0.4.1	-	e39b5d7801be7f7ca7b8eea81a0834eadf9f00b8
io.jstach.rainbowgum	rainbowgum-annotation	0.5.0	-	b374045727046001365e69b801aa47d17e1b91c3
io.jstach.rainbowgum	rainbowgum-annotation	0.6.0	-	686fb76dc23b8bd21aae175cfd5c3d40b4f2b59d
io.jstach.rainbowgum	rainbowgum-annotation	0.6.1	-	ae42d574d6a11e8746c91f2dcf25a371312b530d
io.jstach.rainbowgum	rainbowgum-annotation	0.6.2	-	f5004c93fa5a908965bece404827ef1ae3cff387
io.jstach.rainbowgum	rainbowgum-annotation	0.7.0	-	934619168d188dbeb420c7a89948f3ccd34c9b8a
io.jstach.rainbowgum	rainbowgum-annotation	0.7.1	-	c41a7dd3c5e4993fdd036da59a0f8352aea3a53f
io.jstach.rainbowgum	rainbowgum-annotation	0.8.0	-	bfe4af8ba4a41f1a42505322030244cdbb48c09a
io.jstach.rainbowgum	rainbowgum-annotation	0.8.1	-	0697adb059ab98cdefb1e8ccc129367c253718a9
io.kevinlee	hedgehog-extra-core_sjs1_2.12	0.10.0	-	60f31f1a05615cdc254f848808051cc2d1125450
io.kevinlee	hedgehog-extra-core_sjs1_2.12	0.11.0	-	d07ccfc338a61ead9bac4b8ac6c8dad79d1861be
io.komune.im	im-keycloak	0.15.0	-	1b45a9111bbee26d9071750169dadc578d514593
io.komune.im	im-keycloak	0.16.3	-	6f0b8feb13eb97ab9451f81e617683cb2b02a835
io.komune.im	im-keycloak	0.16.4	-	0133ee43c315994b49115c37b8df2776a858436a
io.komune.im	im-keycloak	0.16.5	-	9da39d59c9ea13c833e2fa4befbfcb7de48898f6
io.komune.im	im-keycloak	0.17.0	-	bd160907df3ecf45b72f2cc9ea2b2a70e982bf7a
io.komune.im	im-keycloak	0.18.0	-	378d4bee318670e16186d6f913c77d8dd1b82f96
io.komune.im	im-keycloak	0.19.0	-	98b318ffb63e881273d8f8b6fdd2967b554abe08
io.komune.im	im-keycloak	0.20.0	-	55fcac97a6859883e5a662b54dc702d0b669c00b
io.komune.im	im-keycloak	0.21.0	-	6099c4f299d5e83136f54f9e0bfde4f4597c3c24
io.ktor	ktor-client-cio-iosarm32	1.4.0	-	898d8d377e932cb1edf36c9643956dd72314776a
io.ktor	ktor-client-cio-iosarm32	1.4.0	1.4.0-kdoc	898d8d377e932cb1edf36c9643956dd72314776a
io.ktor	ktor-client-cio-iosarm32	1.4.0	1.4.0-metadata	24b1ade07d51cac43f1802e05bfb17fb3edbf771
io.ktor	ktor-client-cio-iosarm32	1.4.1	-	1fa7f3b84af44a8a10a835acbad56d1149ec7f58
io.ktor	ktor-client-cio-iosarm32	1.4.1	1.4.1-kdoc	1fa7f3b84af44a8a10a835acbad56d1149ec7f58
io.ktor	ktor-client-cio-iosarm32	1.4.1	1.4.1-metadata	4e0fd7d12257e7331359a9baae1bdf0044f167a4
io.ktor	ktor-client-cio-iosarm32	1.4.2	-	fc628cd9b4b2ff938ce275b767bec171ce85cebf
io.ktor	ktor-client-cio-iosarm32	1.4.2	1.4.2-kdoc	fc628cd9b4b2ff938ce275b767bec171ce85cebf
io.ktor	ktor-client-cio-iosarm32	1.4.2	1.4.2-metadata	fc628cd9b4b2ff938ce275b767bec171ce85cebf
io.ktor	ktor-client-cio-iosarm32	1.4.3	-	d90d0370905ba915113b3dbf3ccd366b384de294
io.ktor	ktor-client-cio-iosarm32	1.4.3	1.4.3-kdoc	d90d0370905ba915113b3dbf3ccd366b384de294
io.ktor	ktor-client-cio-iosarm32	1.4.3	1.4.3-metadata	d90d0370905ba915113b3dbf3ccd366b384de294
io.ktor	ktor-client-cio-iosarm32	1.5.0	-	441c4ce272f4e0b798ce91ea64c99bb678e95e87
io.ktor	ktor-client-cio-iosarm32	1.5.0	1.5.0-kdoc	441c4ce272f4e0b798ce91ea64c99bb678e95e87
io.ktor	ktor-client-cio-iosarm32	1.5.0	1.5.0-metadata	441c4ce272f4e0b798ce91ea64c99bb678e95e87
io.ktor	ktor-client-cio-iosarm32	1.5.1	-	305d8ca60ee18dfb49c83aed9064380002af0e2e
io.ktor	ktor-client-cio-iosarm32	1.5.1	1.5.1-kdoc	305d8ca60ee18dfb49c83aed9064380002af0e2e
io.ktor	ktor-client-cio-iosarm32	1.5.1	1.5.1-metadata	305d8ca60ee18dfb49c83aed9064380002af0e2e
io.ktor	ktor-client-cio-iosarm32	1.5.2	-	9c37fb730a219dfdeb55c0c957267dd97c4bdb06
io.ktor	ktor-client-cio-iosarm32	1.5.2	1.5.2-kdoc	9c37fb730a219dfdeb55c0c957267dd97c4bdb06
io.ktor	ktor-client-cio-iosarm32	1.5.2	1.5.2-metadata	9c37fb730a219dfdeb55c0c957267dd97c4bdb06
io.ktor	ktor-client-cio-iosarm32	1.5.3	-	0a4d266dd7288a5604a88124902f9cb03d8cb74b
io.ktor	ktor-client-cio-iosarm32	1.5.3	1.5.3-kdoc	0a4d266dd7288a5604a88124902f9cb03d8cb74b
io.ktor	ktor-client-cio-iosarm32	1.5.3	1.5.3-metadata	0a4d266dd7288a5604a88124902f9cb03d8cb74b
io.ktor	ktor-client-cio-iosarm32	1.5.4	-	97099c142a7c486ee0574b48198758ef40381803
io.ktor	ktor-client-cio-iosarm32	1.5.4	1.5.4-kdoc	97099c142a7c486ee0574b48198758ef40381803
io.ktor	ktor-client-cio-iosarm32	1.5.4	1.5.4-metadata	97099c142a7c486ee0574b48198758ef40381803
io.ktor	ktor-client-cio-iosarm32	1.6.0	-	5bcac1baaf884c8fb5d27bad3d45c5fc1790e971
io.ktor	ktor-client-cio-iosarm32	1.6.0	1.6.0-kdoc	5bcac1baaf884c8fb5d27bad3d45c5fc1790e971
io.ktor	ktor-client-cio-iosarm32	1.6.0	1.6.0-metadata	5bcac1baaf884c8fb5d27bad3d45c5fc1790e971
io.ktor	ktor-client-cio-iosarm32	1.6.1	-	314f27ce7ac0de6d17680cc4b6f8179b83b71abc
io.ktor	ktor-client-cio-iosarm32	1.6.1	1.6.1-kdoc	314f27ce7ac0de6d17680cc4b6f8179b83b71abc
io.ktor	ktor-client-cio-iosarm32	1.6.1	1.6.1-metadata	314f27ce7ac0de6d17680cc4b6f8179b83b71abc
io.ktor	ktor-client-cio-iosarm32	1.6.2	-	f46ada09b95c17fbe158951a3109454f1e4ec7d0
io.ktor	ktor-client-cio-iosarm32	1.6.2	1.6.2-kdoc	f46ada09b95c17fbe158951a3109454f1e4ec7d0
io.ktor	ktor-client-cio-iosarm32	1.6.2	1.6.2-metadata	f46ada09b95c17fbe158951a3109454f1e4ec7d0
io.ktor	ktor-client-cio-iosarm32	1.6.3	-	5642432583e42303dedf45bda88a4f69c03e4041
io.ktor	ktor-client-cio-iosarm32	1.6.3	1.6.3-kdoc	5642432583e42303dedf45bda88a4f69c03e4041
io.ktor	ktor-client-cio-iosarm32	1.6.3	1.6.3-metadata	5642432583e42303dedf45bda88a4f69c03e4041
