anttex	anttex	1.0		1a76452180f510fa54680f565133d616127fa38b
org.sonarsource.groovy	groovy	1.4		N/A
org.sonatype.gradle.plugins.scan	org.sonatype.gradle.plugins.scan.gradle.plugin	3.0.0		N/A
org.sonatype.sisu	sisu-mailer	1.1.1		3de0acdfc8a431271f24a61d69fa634596e684a9
org.sonatype.sisu	sisu-mailer	1.10		e9ea59f6a6151dcd16cb3cf9127321df6dc4371f
org.sonatype.sisu	sisu-mailer	1.5		9cb9bbff107c0fe0f7e3859720a3c5b67ba1fb80
org.sonatype.sisu	sisu-mailer	1.6		3520295f2be0fca5989c629872dc4cabbf5deca6
org.sonatype.sisu	sisu-mailer	1.7		75ee25e6b82693b9df4f1772332785b427fbd318
org.sonatype.sisu	sisu-mailer	1.7.1		0094dd811558f9c4034295c1ccd1b8720f66bf8e
org.sonatype.sisu	sisu-mailer	1.7.2		d8d540e4afb2689577b5ff2a2acb3a080066a1be
org.sonatype.sisu	sisu-mailer	1.8		d794b6f7969b1a7f5cd3cc9c62242c7f04845667
org.sonatype.sisu	sisu-mailer	1.9		77d7eb2ee91e1c98d8cdd1261d0c31279b76b35d
org.st-js.bridge	cometd	2.4.0.bv1		d90bcdf969233515a2bdf086049a7694d3608486
org.st-js.bridge	cometd	2.4.0.bv2		a823d331f58c54398eb1df0b73f15943a08e89ac
org.st-js.bridge	cometd	3.0.5.bv1		87676355cc613139527ca44460b41c86703b1923
org.touchbit.buggy	buggy-core	0.3.7-alpha		d6a5a9b02bd5a8bb0367adb8cc4f701de9990c60
org.touchbit.buggy	buggy-core	0.3.7-beta		773abc7c7cd9131c25edc09f5264812fb7a878ed
org.webjars	3rdwavemedia-themes-developer	1.21		7a57415ee24a9c23871e80bb9ecbabb10da8aa33
org.webjars.bower	paper-button	1.0.15		245d3de43b988fd75a8d11211bc04ebd1666502c
org.webjars.bower	paper-button	2.0.0		bce42ce81c670c14e59fc3ff6537e39588fbbd8c
org.webjars.bower	paper-button	2.1.0		b54ed2e30c2bb83b8eddec23801f36228fa7b3ca
org.webjars.bower	paper-button	2.1.1		57d19ea7991555831e499f80274f56d8f43c6317
org.webjars.bowergithub.jorgecasar	network-information	1.0.0		bf642d89a8f126addbbb983787dbe4b51ec47ab3
org.webjars.npm	foliojs-fork__restructure	2.0.2		3679cd29be47b07223d3342e5d24a3e0ff872024
org.webjars.npm	section-matter	1.0.0		b5436b480073d7355cff959625f320fab9f3b07e
ru.krindra.vkkt	vkkt-core-jvm	0.9.9.1		059a53ac46c484118b73ad6b8bfaa946e9c43e2e
ru.krindra.vkkt	vkkt-core-jvm	1.0.0		c00783aabcc2d4006f09c006d555e801fb5dd4e4
software.amazon.awscdk	kinesisanalytics	0.10.0		0172a22d900d9faac2159f2941e77b4f9df93ed5
software.amazon.awscdk	kinesisanalytics	0.11.0		cf0d5f93b3c745691dbf0e1bfc116a6cb17464a0
software.amazon.awscdk	kinesisanalytics	0.12.0		32086e071b15ee95d123822afcfacdd8b33a9a8e
software.amazon.awscdk	kinesisanalytics	0.13.0		ff7f13d254151aa72de1e9a804f77b3f9711fb2f
software.amazon.awscdk	kinesisanalytics	0.14.0		513e0ff4c2d165e89943e2140e0c7b395a744b83
software.amazon.awscdk	kinesisanalytics	0.14.1		e752fae071a2d8281aa8cf726bffdc360e8e64b5
software.amazon.awscdk	kinesisanalytics	0.15.0		79081503244a5537cda2938aebfec4a57a1c8a3e
software.amazon.awscdk	kinesisanalytics	0.15.1		30bbfe2dd88f8a4ddf308000f4c5cb77c97d836a
software.amazon.awscdk	kinesisanalytics	0.15.2		b8366ce6a07038d10a1294c7fd12e5270edcf399
software.amazon.awscdk	kinesisanalytics	0.16.0		385eb74fa30a01c0987cb7af8d505f11d1a55b79
software.amazon.awscdk	kinesisanalytics	0.17.0		a983a5dd9aefba81044e0efa1940098ec625ab78
software.amazon.awscdk	kinesisanalytics	0.18.0		db27f05ab116b8570da3655eb8de42afcab04832
software.amazon.awscdk	kinesisanalytics	0.18.1		1a9661b82260b32bbb91fb2b2c969e755cc96b4c
software.amazon.awscdk	kinesisanalytics	0.19.0		0eef3a2d11a98d84d376039958b74ae8e9dde171
software.amazon.awscdk	kinesisanalytics	0.20.0		67ef6a637c5866277542875b8cc581c2f6890733
software.amazon.awscdk	kinesisanalytics	0.21.0		29e1f305db10d64456767cf683bffa9c0894c940
software.amazon.awscdk	kinesisanalytics	0.22.0		612695080d012d3479844e7777d250ceb2797cd6
software.amazon.awscdk	kinesisanalytics	0.23.0		e901f080b8f8911e17c4b0a98365942dbd0ab5aa
software.amazon.awscdk	kinesisanalytics	0.24.0		b53d0450194378ac01764ef8a0233379cb6e4e07
software.amazon.awscdk	kinesisanalytics	0.24.1		1d027d1a86cf4ae3801df696a5ad72f1439fef08
software.amazon.awscdk	kinesisanalytics	0.25.0		294ec36028db74dd3af2417518caf51eea22e10a
software.amazon.awscdk	kinesisanalytics	0.25.1		a375934c9edbdfb3c3081ec7bcf94843d1279755
software.amazon.awscdk	kinesisanalytics	0.25.2		1a35e008131f4b4c1bf04c7cfecf701d83a9d1e1
software.amazon.awscdk	kinesisanalytics	0.25.3		7048afbe91855da1538a9f8f8755c273efd25f16
software.amazon.awscdk	kinesisanalytics	0.26.0		6f8e142a02035b6454528cce99d529071694cf0e
software.amazon.awscdk	kinesisanalytics	0.27.0		871eaedb1ca94e4a0eeafe16ec52594cb75c45f9
software.amazon.awscdk	kinesisanalytics	0.28.0		1b3124321e87a87c0a3d3490291916dd9f37bf0a
software.amazon.awscdk	kinesisanalytics	0.29.0		197862e1f71285186e4a9ddb860362488e366027
software.amazon.awscdk	kinesisanalytics	0.30.0		a3bcc9ff8e7a687387aa8a954160d0f8ad22cea7
software.amazon.awscdk	kinesisanalytics	0.31.0		512911b78d10be3d881fb66cd65dd0a285e35e89
software.amazon.awscdk	kinesisanalytics	0.32.0		cb36eb2bd3db5deaeb8895d432adb8417d699c8e
software.amazon.awscdk	kinesisanalytics	0.33.0		c709e97cf8481309f43aa5642dbd3ef9fc864e95
software.amazon.awscdk	kinesisanalytics	0.34.0		ac059649813ee4fe4170eca5ebbc17476e322f31
software.amazon.awscdk	kinesisanalytics	0.35.0		7e8fc65c572276bc6fad55b46b15d63fe224e9a4
software.amazon.awscdk	kinesisanalytics	0.36.0		07e18ab3ac3f4e6b8df0feaf74729fda8e2c2c1d
software.amazon.awscdk	kinesisanalytics	0.36.1		4fba585441beb3bf1267ad60a140c4a3d68fcdbe
software.amazon.awscdk	kinesisanalytics	0.36.2.DEVPREVIEW		9263d20f74bc6b58adba07c7523e6362db84db84
software.amazon.awscdk	kinesisanalytics	0.37.0.DEVPREVIEW		64a4470b89d154aa7fc24e05f09b661db039ab02
software.amazon.awscdk	kinesisanalytics	0.38.0.DEVPREVIEW		3846755e24c189beb2500089532f4c5e7b4e354f
software.amazon.awscdk	kinesisanalytics	0.39.0.DEVPREVIEW		44403a0f70394dce8afe9cd969050ab0d6097f1a
software.amazon.awscdk	kinesisanalytics	0.8.0		d81683b9c12ac23586c511eb94af985fda59a449
software.amazon.awscdk	kinesisanalytics	0.8.1		3d16081a30121485b5ac9a59ff03e2203ca86a92
software.amazon.awscdk	kinesisanalytics	0.8.2		8ae7d7b1e41525dbd3ad790a376a576b0bc22220
software.amazon.awscdk	kinesisanalytics	0.9.0		f32c48bf0838501dce42b6cf742358fcde889d8f
software.amazon.awscdk	kinesisanalytics	0.9.1		1a7a609696a4f1ba35a084908429409b1f5ac18f
software.amazon.awscdk	kinesisanalytics	0.9.2		a0a148fdd276b7f6e7cd5cc2fedfccb70fca1712
software.amazon.awscdk	kinesisanalytics	1.0.0.DEVPREVIEW		78751c9d1a6f5d3538c545cf3f38e0bcbf37575c
software.amazon.awscdk	kinesisanalytics	1.1.0.DEVPREVIEW		0ba15394147a1b19e723cea621071f207ab84abc
software.amazon.awscdk	kinesisanalytics	1.10.0.DEVPREVIEW		21becb78898ef4771951ee3a572227b04ac325bd
software.amazon.awscdk	kinesisanalytics	1.10.1.DEVPREVIEW		13815704a12e199b80c3a666a520925780ae4e3d
software.amazon.awscdk	kinesisanalytics	1.100.0		f8456aa3c648c47f7d347bb17eba109268ff26e2
software.amazon.awscdk	kinesisanalytics	1.101.0		17a530d3ea4cc3f3c37d28ef3a7138d3841fff0e
software.amazon.awscdk	kinesisanalytics	1.102.0		f00e8b47a13db49ae37bb4bae51c94027e0ecd9b
software.amazon.awscdk	kinesisanalytics	1.103.0		ba12a570cf8c962c374b0921987cfcbb3094661c
software.amazon.awscdk	kinesisanalytics	1.104.0		cf3dfc3c99d968bc7da2916296f366097bd2cd87
software.amazon.awscdk	kinesisanalytics	1.105.0		2feea74d3f87c03f82b8f419431d059b0c7d983b
software.amazon.awscdk	kinesisanalytics	1.106.0		8ab614f0f4282d1cfe8bb1650eeaeed7cf14fc4e
software.amazon.awscdk	kinesisanalytics	1.106.1		613cdcaee16a879b2317cbf31650879b1594377b
software.amazon.awscdk	kinesisanalytics	1.107.0		b621200bf3b7fb0ba2d2de06b7487b1bba211202
software.amazon.awscdk	kinesisanalytics	1.108.0		d99b3feaee4d407b9261a6a75a21a62c007df79c
software.amazon.awscdk	kinesisanalytics	1.108.1		96c0f673f506d5fbdccb876a61af34f9ffc3d9da
software.amazon.awscdk	kinesisanalytics	1.109.0		494742098d24c3070d154ad9a3dcda9b0e206dbb
software.amazon.awscdk	kinesisanalytics	1.11.0.DEVPREVIEW		307ddfe8952fd7c8cf3e1f1eb4ab61e84ca9b87a
software.amazon.awscdk	kinesisanalytics	1.110.0		34525cfd92847f34f939eabcf2d85335acbb5d16
software.amazon.awscdk	kinesisanalytics	1.110.1		b5eb66fd641b7c51c043d3937266c67a4ddcd12c
software.amazon.awscdk	kinesisanalytics	1.111.0		47edf6eebc4ebdca2958346e002cc5a4189acf51
software.amazon.awscdk	kinesisanalytics	1.112.0		a0193bc7d5d5feb266178cdb26990648e9ab9ccf
software.amazon.awscdk	kinesisanalytics	1.113.0		8836c44c42abfca08ac02ff18d0d4ae443864b76
software.amazon.awscdk	kinesisanalytics	1.114.0		d9760061541ac70382787f7ad0b599f4010c52fb
software.amazon.awscdk	kinesisanalytics	1.115.0		458d27dd247c0e95780f7d633ecbc518bbf3a936
software.amazon.awscdk	kinesisanalytics	1.116.0		e26dd7a0652b4af458adbbce03b177908a82cb7d
software.amazon.awscdk	kinesisanalytics	1.117.0		8b6d9c94e77d6e8689f932e5f7bf9d2871035913
software.amazon.awscdk	kinesisanalytics	1.118.0		5815820f6b170f96bf827a47b472fe1655d10ca5
software.amazon.awscdk	kinesisanalytics	1.119.0		0a2e97de9c369e5a298fbff659d5ffc15555186f
software.amazon.awscdk	kinesisanalytics	1.12.0.DEVPREVIEW		0c09d33584dc007550aab8d959f72f86df811637
software.amazon.awscdk	kinesisanalytics	1.120.0		e4b6eb3b4fdabd48ee7524e1067efd06f3d72f28
software.amazon.awscdk	kinesisanalytics	1.121.0		4bed34e4a816ce1e52780752666168b20ae5f4a5
software.amazon.awscdk	kinesisanalytics	1.122.0		70edd1d92fdc7a57f0012b807acfbcf8eda02db0
software.amazon.awscdk	kinesisanalytics	1.123.0		dbd57ef332af510be2148211ba9023ad62daa077
software.amazon.awscdk	kinesisanalytics	1.124.0		768c9975bbb096edf38c1c458e0572eadb3ebabd
software.amazon.awscdk	kinesisanalytics	1.125.0		80102075019e542ebd58d204734c699099c9f30f
software.amazon.awscdk	kinesisanalytics	1.126.0		f63dfebca7fb32dc8ad48634b6e246776b32b68f
software.amazon.awscdk	kinesisanalytics	1.127.0		64cbb431ae60e62c8bb2123487d5f71ad82b0a79
software.amazon.awscdk	kinesisanalytics	1.128.0		8d402d8a375f7e4f587dace79bceed017b6a4326
software.amazon.awscdk	kinesisanalytics	1.129.0		3e36b2608e87a74e821a147f8d91e64cd434968e
software.amazon.awscdk	kinesisanalytics	1.13.0.DEVPREVIEW		f7c1045d17ed41e33b72e3998115728599fc3c3f
software.amazon.awscdk	kinesisanalytics	1.13.1.DEVPREVIEW		35c81a6b800ab7abb38e2836f922c45ee07c46db
software.amazon.awscdk	kinesisanalytics	1.130.0		95906b8420cb76dd6d2bdd1a5d05f49ec508c2e8
software.amazon.awscdk	kinesisanalytics	1.131.0		72457a7e21e663568535c1d4b1d573c7fa0e32c5
software.amazon.awscdk	kinesisanalytics	1.132.0		5d54567a11727dac38260e515ef8b7fba224bc11
software.amazon.awscdk	kinesisanalytics	1.133.0		ec36b871f0c6958d3dfef1c65c74c73b871db7b7
software.amazon.awscdk	kinesisanalytics	1.134.0		baa47da3ae265b9b163dea084a3011091eea626c
software.amazon.awscdk	kinesisanalytics	1.135.0		9b6a72560e1c264c523dc8ba48a3f07bf1ea4f3a
software.amazon.awscdk	kinesisanalytics	1.136.0		f824a1edbb96a6442efe2b53842af1236b921047
software.amazon.awscdk	kinesisanalytics	1.137.0		8f8a3609720bd9b07563cd85b0cc1ef08d91d0ac
software.amazon.awscdk	kinesisanalytics	1.138.0		d8ac95ff38e8410c8238550b7dbd8eabd66a97aa
software.amazon.awscdk	kinesisanalytics	1.138.1		cf11b05d8f04854187e07b289d0600732a6711e6
software.amazon.awscdk	kinesisanalytics	1.138.2		20a36a1c1a818d4f62d48f33984d48e65d5048a8
software.amazon.awscdk	kinesisanalytics	1.139.0		ce85d9ed7c648b4ec1110ccc2bd510a0c426a248
software.amazon.awscdk	kinesisanalytics	1.14.0.DEVPREVIEW		a104c322bb637f35f297af6515250fa4a2d91f40
software.amazon.awscdk	kinesisanalytics	1.140.0		7956f681e28dad8c205dc7b7ff5d579686e9d9e5
software.amazon.awscdk	kinesisanalytics	1.141.0		bbd455e6beca12b29e57a34f0e7f87482cf36641
software.amazon.awscdk	kinesisanalytics	1.142.0		b48a5ee8880b51e751d9292478ec5ab516c3b817
software.amazon.awscdk	kinesisanalytics	1.143.0		ee597b7862cb4055e675dc4f96f27cc4b5e56f45
software.amazon.awscdk	kinesisanalytics	1.144.0		305b743fdf6d84e3358de901cd86c8d39d6cace5
software.amazon.awscdk	kinesisanalytics	1.145.0		00e86e2a66a64b28a937c76d8713c0ff795199aa
software.amazon.awscdk	kinesisanalytics	1.146.0		557f3476cbb6e2b2bd1e1cc49682122de915cf5d
software.amazon.awscdk	kinesisanalytics	1.147.0		faa326e2f6e3b1b099823ac0a32197e8df89b810
software.amazon.awscdk	kinesisanalytics	1.148.0		264429d72e62b2d523e77f93887b8138e639abbf
software.amazon.awscdk	kinesisanalytics	1.149.0		714d0ec295b10fea1805d2f7037fceda58e05b03
software.amazon.awscdk	kinesisanalytics	1.15.0.DEVPREVIEW		b49ab68941ebe6318bfbe61d1cc6012cd6af8e9d
software.amazon.awscdk	kinesisanalytics	1.150.0		6ff34d6d78355a2d9996e13d4dd1204c8929f271
software.amazon.awscdk	kinesisanalytics	1.151.0		8bd6d139d9eb5888778463121f1b1bf4606a38f9
software.amazon.awscdk	kinesisanalytics	1.152.0		9a9d8e94a1d850e67cef03625f3c4db39fae80ed
software.amazon.awscdk	kinesisanalytics	1.153.0		daf0ab2e0518ff67db095ab9a470806d45cb9ff8
software.amazon.awscdk	kinesisanalytics	1.153.1		aaeb6b8fd7ae215aff6b5add8818d5c2b14220d8
software.amazon.awscdk	kinesisanalytics	1.154.0		e4100f93d801e3467f6d82768d2a5027a95f85c4
software.amazon.awscdk	kinesisanalytics	1.155.0		69a605dc4c299e92cbe80f63a6789536ebc73f56
software.amazon.awscdk	kinesisanalytics	1.156.0		21f9894474db6faf2564a9b3b3dcae1453027dfb
software.amazon.awscdk	kinesisanalytics	1.156.1		b144648fa27873a05c6e9080e004a8c12febd70a
software.amazon.awscdk	kinesisanalytics	1.157.0		b4038a9580d2287af185f999031783763498880d
software.amazon.awscdk	kinesisanalytics	1.158.0		fc639356db420718495ed398c9f0a07fcfdecdba
software.amazon.awscdk	kinesisanalytics	1.159.0		f16121d1fba7e686ba02859fe5e3d4f14897f348
software.amazon.awscdk	kinesisanalytics	1.16.0.DEVPREVIEW		2f8b835ca38d861d8d60a54a7d43785007ff72af
software.amazon.awscdk	kinesisanalytics	1.16.1.DEVPREVIEW		56736588ed0d0fbdfb95432e735c3371609520f0
software.amazon.awscdk	kinesisanalytics	1.16.2.DEVPREVIEW		9c7a3972affdd16fc6556eda59c02943b5d626f8
software.amazon.awscdk	kinesisanalytics	1.16.3.DEVPREVIEW		8f2ca59fda54a347259d59c9e031097218eb721b
software.amazon.awscdk	kinesisanalytics	1.160.0		fa48714f0021c41a433e847ecb4366b4b39c8bc2
software.amazon.awscdk	kinesisanalytics	1.161.0		7e8e51bb8248570dfdef7a6567d40313a246d0e8
software.amazon.awscdk	kinesisanalytics	1.162.0		d78b0d2178b13943e15340efb592e675267fe558
software.amazon.awscdk	kinesisanalytics	1.163.0		e98e158edd25e7597c7adf71760d85ec02df55d4
software.amazon.awscdk	kinesisanalytics	1.163.1		aaecaa5cc871571892a0d029a1598a404a605794
software.amazon.awscdk	kinesisanalytics	1.163.2		14fcaccc034c0d8ff7d39465d3750aea3e7d3b84
software.amazon.awscdk	kinesisanalytics	1.164.0		71db3fdd10ed982ee407628812b65af4cc75d116
software.amazon.awscdk	kinesisanalytics	1.165.0		b26a08d55c40dae2bdcf6a8cdaa1997ef0a235fe
software.amazon.awscdk	kinesisanalytics	1.166.1		57c6b16742e827339b945f1612c380d47aab8e1e
software.amazon.awscdk	kinesisanalytics	1.167.0		6635be488890bd050eb8f0a2a1f1f8d4af00f187
software.amazon.awscdk	kinesisanalytics	1.168.0		14910a2c4406eecac9bf2116f4a1dd0b867eb4f4
software.amazon.awscdk	kinesisanalytics	1.169.0		7cbfc7fbe4ad161ac513c12ea53466d81271ee41
software.amazon.awscdk	kinesisanalytics	1.17.0.DEVPREVIEW		31cd07d903e42be461749402df4c92a824717343
software.amazon.awscdk	kinesisanalytics	1.17.1.DEVPREVIEW		98d837551953a15a22e0a13d9af0a6176c170de3
software.amazon.awscdk	kinesisanalytics	1.170.0		4baa891237199b334a4a24297f0a9a3a95551aab
software.amazon.awscdk	kinesisanalytics	1.170.1		52092689343ef5782c4b716fcce96c3b27c99f9f
software.amazon.awscdk	kinesisanalytics	1.171.0		508516a3120e1c79b23f6d4068f43899e3fed626
software.amazon.awscdk	kinesisanalytics	1.172.0		5f73279bf037ed33dcb2d1869aae4e8db1700aae
software.amazon.awscdk	kinesisanalytics	1.173.0		1d2ec08a2d925a24a27165e5df5b9c7d6cc7d6c5
software.amazon.awscdk	kinesisanalytics	1.174.0		9b082831a26917464631430c66147e64c51be0d1
software.amazon.awscdk	kinesisanalytics	1.175.0		36a4f76f72bc70184bd063cfae5984960b8e06d5
software.amazon.awscdk	kinesisanalytics	1.176.0		80856d2c0eddd9cf54622a06113a9a0000c73e3c
software.amazon.awscdk	kinesisanalytics	1.177.0		f0358be03f2eb87b10b713e5a91dd6e6a60b972b
software.amazon.awscdk	kinesisanalytics	1.178.0		3a3465a66f9f372202998c685061b58c39fcdc1f
software.amazon.awscdk	kinesisanalytics	1.179.0		ad2fc0718b7a33e86e54ddaa74c20c33adee830e
software.amazon.awscdk	kinesisanalytics	1.18.0		4962ffe936ced2e3c39a4b5cd0b95551d9d7b5b7
software.amazon.awscdk	kinesisanalytics	1.180.0		115a456dc3fa7f74d1b6cad93196862ff44671be
software.amazon.awscdk	kinesisanalytics	1.181.0		80d8203d28f1319c6ee7a843d06af59df3d0217a
software.amazon.awscdk	kinesisanalytics	1.181.1		1409512ff79257e05f8c585b433098b3e4201a45
software.amazon.awscdk	kinesisanalytics	1.182.0		a9238ccd0b403ea202f3f73a0b634925eb47e4c0
software.amazon.awscdk	kinesisanalytics	1.183.0		c88ba178f8a907509752bc7c2059a277693eefe1
software.amazon.awscdk	kinesisanalytics	1.184.0		224ff180002284a4c8ba53a11fc1172267c3ed2b
software.amazon.awscdk	kinesisanalytics	1.184.1		4cb32a3232d5879495559c7a01f866d313ec455c
software.amazon.awscdk	kinesisanalytics	1.185.0		47eb5a15a60a89787371c8ef9622b4ca538c6149
software.amazon.awscdk	kinesisanalytics	1.186.0		78b20a8ee24c7d2a2bdedd98c4f6b106cb60cf21
software.amazon.awscdk	kinesisanalytics	1.186.1		6eecb9aa57e61dda301ec0e334cec9ad1596637d
software.amazon.awscdk	kinesisanalytics	1.187.0		666389d61c946b6281db4d00e4db27a0ff07950a
software.amazon.awscdk	kinesisanalytics	1.188.0		bc30a2c5959579146bb380e57f3ed02c87e0f964
software.amazon.awscdk	kinesisanalytics	1.189.0		99e5aec14bbf5df18e804f617fbbb3794520626a
software.amazon.awscdk	kinesisanalytics	1.19.0		e4fd6d11cecfee45a0831f1feed722c0faddf0fb
software.amazon.awscdk	kinesisanalytics	1.190.0		fe3841b26bc183ba587241bfeb9f20915ddef41e
software.amazon.awscdk	kinesisanalytics	1.191.0		e3070891d59df2717558639f61ba3912c934311d
software.amazon.awscdk	kinesisanalytics	1.192.0		bc8e439702711ae80da53a91f14ca5487d07e226
software.amazon.awscdk	kinesisanalytics	1.193.0		3c6587b5a36a5dfbc73e6171bcc81c4092cbec68
software.amazon.awscdk	kinesisanalytics	1.194.0		ca99fc925fbcb7e08ab7bd903e99e7424bae6039
software.amazon.awscdk	kinesisanalytics	1.195.0		a882adcfbe1f93ba8629aaf3ac0000eeda7425e0
software.amazon.awscdk	kinesisanalytics	1.196.0		6a60c17a68b22c3f6afe2f65a9fa54879507dc67
software.amazon.awscdk	kinesisanalytics	1.197.0		5315ce426984a283298077aefc3af51c666aac53
software.amazon.awscdk	kinesisanalytics	1.198.0		9904fee8809d650e5288eaa8252eb6cab8c2931d
software.amazon.awscdk	kinesisanalytics	1.198.1		7cd61d2388224af0007707711ac2870d2fc2ae90
software.amazon.awscdk	kinesisanalytics	1.199.0		94cdd9ccb194742bf825824bce33440baa98a28b
software.amazon.awscdk	kinesisanalytics	1.2.0.DEVPREVIEW		353215659427cf2db6aee8eeb787b84a1961fd87
software.amazon.awscdk	kinesisanalytics	1.20.0		cef65c29c7d86e833078a1ec81d66fb98c4acece
software.amazon.awscdk	kinesisanalytics	1.200.0		9934d27f790e46f179ef2a88a7338bc2b3f9ff3a
software.amazon.awscdk	kinesisanalytics	1.201.0		4d9142a39e8b30d04332c0a0ad1067bbbd16efea
software.amazon.awscdk	kinesisanalytics	1.202.0		fd90b18954103a1664439846d8dfa3fd210d7c25
software.amazon.awscdk	kinesisanalytics	1.203.0		4a99b568748904de5b41fb6b368fdb3328385c53
software.amazon.awscdk	kinesisanalytics	1.204.0		83b03d25967607e22f3dde137bbdeb132479e9fe
software.amazon.awscdk	kinesisanalytics	1.21.0		7f687fcf753d4172a29201691b416af7e4244d7f
software.amazon.awscdk	kinesisanalytics	1.21.1		37479df71f39b7694d621786afb9d6a780660503
software.amazon.awscdk	kinesisanalytics	1.22.0		f6a00b72191bb0248c72f49a5b41b3c50d6ae8c1
software.amazon.awscdk	kinesisanalytics	1.23.0		350810bdda3ad27197664cbc531b8d8f7f9ca0e9
software.amazon.awscdk	kinesisanalytics	1.24.0		5b90e619ac52336988b10ded8e966779f5202055
software.amazon.awscdk	kinesisanalytics	1.25.0		12e6ad3d30db1ee064feb102ddf5308a78737fad
software.amazon.awscdk	kinesisanalytics	1.26.0		1c448f085ba80f8d92af6a31eb76ffc38ddad362
software.amazon.awscdk	kinesisanalytics	1.27.0		aa5f887da91c468fc83f752bb3465621ad44b739
software.amazon.awscdk	kinesisanalytics	1.28.0		1ed31b54504c63634004b21f1a9f87442e3fe1c1
software.amazon.awscdk	kinesisanalytics	1.29.0		e3e547bb78cea7a7c6d1b3e051bcd6b042297842
software.amazon.awscdk	kinesisanalytics	1.3.0.DEVPREVIEW		4e77701e63a3ea7a720580fcb61690c6b5172e79
software.amazon.awscdk	kinesisanalytics	1.30.0		2ab3fb6433ee8c40db4563b8d0bb8d96b4138b32
software.amazon.awscdk	kinesisanalytics	1.31.0		b31113373562f19ce3860c57494adce1b318fa24
software.amazon.awscdk	kinesisanalytics	1.32.0		47dd8d610ca9f4292eb8554bdb29d88a345ef940
software.amazon.awscdk	kinesisanalytics	1.32.1		413043500f8290fa7f885bda237f3f5fa063a086
software.amazon.awscdk	kinesisanalytics	1.32.2		fb5edea074985d130d6870f5a8f0d146ecb6f55e
software.amazon.awscdk	kinesisanalytics	1.33.0		60179fde2fb5932ff07427ef0339e4b58e07b448
software.amazon.awscdk	kinesisanalytics	1.33.1		fd9af860165fe3f476a6439968cee4a9ada6f262
software.amazon.awscdk	kinesisanalytics	1.34.0		f50ee11f3e5a711af9d822b6d39d4bbb912053c0
software.amazon.awscdk	kinesisanalytics	1.34.1		a2759964ecb0bb1d8e3c87ae6badbfee22c854ad
software.amazon.awscdk	kinesisanalytics	1.35.0		f16d5eaba279db1480647144e34a4ef8673c5530
software.amazon.awscdk	kinesisanalytics	1.36.0		5e56e2cb1b3c02fc363ebc5e0ed16f44896b1811
software.amazon.awscdk	kinesisanalytics	1.36.1		1d1027a5ae138b9a933032d3702f8f1f0627c00c
software.amazon.awscdk	kinesisanalytics	1.37.0		731a28ae148b424789919701daad9771b3fa5f79
software.amazon.awscdk	kinesisanalytics	1.38.0		aa04b6470600cea5c22287a3e482a1cf30de99f8
software.amazon.awscdk	kinesisanalytics	1.39.0		2a43bf76cbb8ce3a74ae31e2fbb7d235390a5f9b
software.amazon.awscdk	kinesisanalytics	1.4.0.DEVPREVIEW		e0da54296b338e8b26a9826e57a93227866ce412
software.amazon.awscdk	kinesisanalytics	1.40.0		a81f71d0451aab3dda26e051bba0207fcc7d1482
software.amazon.awscdk	kinesisanalytics	1.41.0		372ba208028e7a1d14f051582cc5df783b70e18b
software.amazon.awscdk	kinesisanalytics	1.42.0		3468913f6fbaac876d43ec15a5e934b65e616536
software.amazon.awscdk	kinesisanalytics	1.42.1		bc5a6ca3dfc78e6a520aac4cd4ccf68ea80db740
software.amazon.awscdk	kinesisanalytics	1.43.0		36483f771e305a2346c3ec67d4f30e7cf113d6bd
software.amazon.awscdk	kinesisanalytics	1.44.0		de3bce0f007620de945cb8d25e2d4d84b75b7fd7
software.amazon.awscdk	kinesisanalytics	1.45.0		aab5fba9b8ebcfdec403c1aab0d34b3085028d75
software.amazon.awscdk	kinesisanalytics	1.46.0		4888181954bf30b8a5b05dc61d6c09998974f208
software.amazon.awscdk	kinesisanalytics	1.47.0		daca8e96df7ab4dadb31d846342e88939a8adf23
software.amazon.awscdk	kinesisanalytics	1.47.1		df523435f9d8fabb007be7cbfc649d11a68ae9b1
software.amazon.awscdk	kinesisanalytics	1.48.0		803005d66b5fe6d6afaacc2a4f8266c859314570
software.amazon.awscdk	kinesisanalytics	1.49.0		f625f2e06cdd694dc44dc224c5658bc9559ea936
software.amazon.awscdk	kinesisanalytics	1.49.1		e0ed3dbbd69d27cfe33de00ba6bcd37b13c338e0
software.amazon.awscdk	kinesisanalytics	1.5.0.DEVPREVIEW		e8acd59ee3d22759ed163c93f6d4e4f0cca5ac17
software.amazon.awscdk	kinesisanalytics	1.50.0		cfc1c1154ba37967a655bd679eaf290e3553215e
software.amazon.awscdk	kinesisanalytics	1.51.0		1972b974ecad7939b9b2b9cf8dfb3d408d752d8a
software.amazon.awscdk	kinesisanalytics	1.52.0		27609583c83669adde378029fcadeca7b64f16d1
software.amazon.awscdk	kinesisanalytics	1.53.0		6e0bb6038f4cf4327cc398b90409835d94094dc0
software.amazon.awscdk	kinesisanalytics	1.54.0		f6497e64f90dba8d8509acdae4c50c590009369a
software.amazon.awscdk	kinesisanalytics	1.55.0		77eeb1f2f2b8eddde1c7264c35f41bf12e708199
software.amazon.awscdk	kinesisanalytics	1.56.0		753cdcbeb1fc8a1c562c21732574d9c4ccc7d28a
